Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418)
3.381400256681828e-09,0.31434871268160514,76.950000000000003,0.0,0.0,0.0,0.1867663368417786,9.4996522443470912,0.0041207739592975601,0.026861230808270267,0.01458134763033922,0.00031412863227978495,3.1273599790367144e-09,2.8636456063027815e-05,0.20242267276537132,1.8727311244989995e-05,1.7975783744843254e-12,1.1028711260814441e-05,4.5505361972383347e-05,0.54363527939031853,0.0015576137528701295,8.0781309615030011e-14,1.3341447432393708e-13,1.3573998281404767e-08,2.448528902260005e-11,0.00015109246409581126,0.00010220881894987433,0.012315795223377808,0.012360176620374388,1.6234882365143507e-06,8.752170999803988e-07,3.6510557438676363e-10,0.00040760495572269228,1.0685001522417272e-07,2.8769868841682759e-08,1.6161803304494868e-06,1.452961520310009e-07,1.9989265893963899e-07,1.0499599265416902e-05,0.0064889902882071448,9.0336217044202817e-13,3.3477977137442036e-13,9.6996406702843958e-07,2.2175638610990331e-07,1.7455268678526862e-08,2.8183610286167824e-05,8.896941110661111e-05,8.8255662341766283e-06,3.5715753020051994e-08,1.0121838573701541e-06,4.7863635723563284e-07,4.4120001602771345e-07,1.845700473555581e-09,4.9032113471728378e-09,7.7792637325929193e-08,3.1621815538319495e-08,1.1311668678434899e-07,1.3549257615190553e-09,1.3520749139003502e-09,4.5227548043441547e-09,5.0086506338592584e-11,3.7782034579844465e-06,1.0227913513559118e-11,5.0994848336998573e-09,2.8258862681911017e-06,2.7311882658447333e-10,1.298349873817569e-08,4.9138171808489348e-10,1.3751836974775604e-09,2.7840915194770269e-10,4.0340272201075737e-11
3.4330005017794762e-09,0.3143494120129424,76.950000000000003,0.0,0.0,0.0,0.18220614141602764,9.4996549569949913,0.0041433271853643597,0.026900906720994613,0.014442299947831099,0.00031113717861944162,3.1319732348242778e-09,2.7997225623128162e-05,0.20342836042216728,1.8754949088623305e-05,1.7804599973277e-12,1.11957499797653e-05,4.6585319583328146e-05,0.54701135587914329,0.0015723489737519275,8.0900527007097831e-14,1.364938654051567e-13,1.3904244236008504e-08,2.4879593391385712e-11,0.00015209165096380495,0.00010124159972569572,0.01250656137103408,0.012553022626942262,1.6486329980065366e-06,8.8877367695404442e-07,3.6737324050664415e-10,0.00041590416409541584,1.0902542220362695e-07,2.9355899138813727e-08,1.6703219197039061e-06,1.4826397824178514e-07,2.042053263434751e-07,1.103984113305915e-05,0.0065296947008211753,9.2181252421656457e-13,3.4161733971466945e-13,9.6421082933668736e-07,2.2193811507192504e-07,1.7131030072592675e-08,2.8358536232493696e-05,8.9569496009610117e-05,9.251761563848891e-06,3.6492727937148766e-08,1.0492513154747143e-06,4.9074894021297711e-07,4.6142605561333672e-07,1.8833441672027899e-09,5.1294141445750224e-09,7.8782527985399991e-08,3.3105187491848528e-08,1.1873397029270389e-07,1.3721707701270981e-09,1.4208456135557734e-09,4.8190125595574093e-09,5.3384936465424882e-11,3.869949259688471e-06,1.0358061234621623e-11,5.1344214792703197e-09,2.9027796545192613e-06,2.805500591939756e-10,1.3430935933425324e-08,5.0475178526515877e-10,1.412637382011919e-09,2.8802144774235657e-10,4.1719097588270031e-11
3.4846007468771243e-09,0.3143501047057547,76.950000000000003,0.0,0.0,0.0,0.1777598950058295,9.4996576869212319,0.0041652635531298212,0.026938129798374712,0.014302673929590894,0.00030813299883693755,3.1363009706408238e-09,2.737390314982971e-05,0.20440229308642263,1.8780876552375473e-05,1.7632687958581994e-12,1.1359739643695533e-05,4.7667333963165996e-05,0.55031198644579882,0.0015867453074772432,8.1012366579432891e-14,1.395798501649977e-13,1.4235189721574115e-08,2.5267503654504042e-11,0.00015306838456145597,0.00010026986515011692,0.012695436123768628,0.012744030602043821,1.673528370869324e-06,9.0219580449523437e-07,3.6959023001304206e-10,0.00042421440688584318,1.112037161947476e-07,2.9942708572424057e-08,1.7248350615317385e-06,1.5123578983063049e-07,2.0852595473372253e-07,1.1595998366187778e-05,0.0065695047820303271,9.4028760667408461e-13,3.4846407230209817e-13,9.5861109761818554e-07,2.2211860865407743e-07,1.6814902368757793e-08,2.8530005455895026e-05,9.0157537245900854e-05,9.6885436221955339e-06,3.727117455223068e-08,1.0868561497162544e-06,5.0280703061799795e-07,4.8211544197468908e-07,1.9210395150435269e-09,5.3608456236577655e-09,7.9772055372254353e-08,3.4625377011617234e-08,1.2449672055935663e-07,1.3894094236592983e-09,1.4914586125013521e-09,5.1279365234132985e-09,5.6825312600897111e-11,3.9622069177659934e-06,1.048816119216786e-11,5.1686548825129211e-09,2.9805359152348607e-06,2.8806466758863384e-10,1.3885782587514054e-08,5.1827186152314549e-10,1.45051165623006e-09,2.9779326129736554e-10,4.3120505298361672e-11
3.5362009919747724e-09,0.31435079072274075,76.950000000000003,0.0,0.0,0.0,0.17342463667522556,9.4996604313850295,0.0041865984974883922,0.026973020165692609,0.014162592873049532,0.00030511876373566721,3.1403571736007851e-09,2.6766075031357955e-05,0.20534527196995209,1.8805177424898467e-05,1.7460200535489167e-12,1.1520679174393424e-05,4.8751224482009398e-05,0.5535390474354478,0.0016008094801341504,8.1117189759032516e-14,1.4267190564076871e-13,1.4566775834529838e-08,2.5648989949526669e-11,0.00015402322478722026,9.9294503655048631e-05,0.012882411938122477,0.012933192836361265,1.6981733632580655e-06,9.1548294748027111e-07,3.7175780324414357e-10,0.0004325349641749308,1.1338470857459338e-07,3.0530246259617129e-08,1.7796908646613654e-06,1.5421132714341244e-07,2.1285406665973396e-07,1.2168105108642369e-05,0.0066084427916662152,9.5878580441464071e-13,3.5531937122372783e-13,9.5316078825808776e-07,2.2229787122095228e-07,1.6506674312395001e-08,2.8698104577327845e-05,9.0733837535604496e-05,1.0135824990720478e-05,3.8051005036210095e-08,1.1249878684803008e-06,5.148048855338825e-07,5.0326408670470576e-07,1.958783247420699e-09,5.5974604778986001e-09,8.076130472188585e-08,3.6182295238000109e-08,1.304040290042551e-07,1.4066432083425964e-09,1.5639036927916924e-09,5.4497392667018871e-09,6.0410048115511575e-11,4.0549627073094996e-06,1.0618224592752727e-11,5.2022027294354216e-09,3.0591524354229348e-06,2.956623990128234e-10,1.4348006511667924e-08,5.3194149209029062e-10,1.4888052423466591e-09,3.07723900827947e-10,4.4544395891195454e-11
3.5878012370724206e-09,0.3143514700330983,76.950000000000003,0.0,0.0,0.0,0.16919748784875116,9.4996631878047992,0.0042073470529515487,0.027005691996890045,0.014022172745308356,0.00030209698542734103,3.1441551377284767e-09,2.6173339176441366e-05,0.20625807751263822,1.8827931343214631e-05,1.7287281457846934e-12,1.1678570785840261e-05,4.9836819855623734e-05,0.55669436645581682,0.0016145481731661779,8.1215340064713554e-14,1.4576953691053782e-13,1.4898946693947461e-08,2.6024030530602453e-11,0.00015495671693137723,9.8316351049928817e-05,0.013067482934835966,0.013120503254493057,1.7225672026698538e-06,9.2863468906295248e-07,3.7387718779927543e-10,0.00044086515154074586,1.1556822002616327e-07,3.1118463827979133e-08,1.8348610165545413e-06,1.5719034333932515e-07,2.1718920674364877e-07,1.2756186750742269e-05,0.0066465304111433844,9.7730558370054587e-13,3.6218266808837234e-13,9.4785593530295784e-07,2.2247590818060513e-07,1.620614054888651e-08,2.8862917975789532e-05,9.1298691714225563e-05,1.0593511115381198e-05,3.88321356231836e-08,1.1636359925095349e-06,5.2673707216658362e-07,5.2486768692592341e-07,1.9965722554284226e-09,5.8392109417923976e-09,8.1750356956913802e-08,3.7775842993618831e-08,1.364549030544499e-07,1.423873535203051e-09,1.6381695160303911e-09,5.7846273785214974e-09,6.4141489321732013e-11,4.148203249510277e-06,1.0748262075914754e-11,5.2350822448732611e-09,3.1386266968972635e-06,3.0334301006726548e-10,1.4817574978336473e-08,5.4576023903282178e-10,1.5275169099147783e-09,3.1781266288961921e-10,4.5990668356780032e-11
3.6394014821700687e-09,0.31435214261214456,76.950000000000003,0.0,0.0,0.0,0.1650756497641509,9.4996659537498331,0.0042275238647516812,0.027036253815431704,0.013881522568027197,0.00029907002566507913,3.1477074990649125e-09,2.5595304657128367e-05,0.20714146995751007,1.8849214002627263e-05,1.7114065875273841e-12,1.1833419750705065e-05,5.0923957721856065e-05,0.55977972373245399,0.0016279680153097305,8.1307144012454592e-14,1.4887227327954432e-13,1.5231649305964134e-08,2.6392611262587119e-11,0.00015586939208532668,9.7336193284368292e-05,0.013250644800617224,0.013305957317837012,1.7467093229959554e-06,9.4165072369079538e-07,3.7594957945133515e-10,0.00044920431826245402,1.1775408006724925e-07,3.1707315288454878e-08,1.8903177993349054e-06,1.6017260374226297e-07,2.2153094065027301e-07,1.3360260161522836e-05,0.0066837887595551405,9.9584548642370924e-13,3.6905342253272686e-13,9.4269268664116152e-07,2.226527259009385e-07,1.5913101440078976e-08,2.902452785022618e-05,9.1852386952735846e-05,1.1061500625693513e-05,3.961448642069499e-08,1.2027900650723127e-06,5.3859846050572032e-07,5.4692173891445707e-07,2.0344035827801757e-09,6.0860469454598694e-09,8.2739288905614629e-08,3.9405911627245279e-08,1.4264827067436273e-07,1.4411017438746768e-09,1.7142436815088247e-09,6.1328014515232182e-09,6.8021915263394407e-11,4.2419155026689533e-06,1.0878283742864648e-11,5.2673102053872219e-09,3.2189562733907385e-06,3.1110626624365585e-10,1.5294454755440575e-08,5.5972768041404535e-10,1.566645473471978e-09,3.2805883311910873e-10,4.7459220215960249e-11
3.6910017272677168e-09,0.314352808440954,76.950000000000003,0.0,0.0,0.0,0.16105640101568908,9.49966872693245,0.0042471431996040539,0.027064808779527265,0.013740744782240836,0.00029604010374279882,3.1510262688876904e-09,2.5031591364405058e-05,0.2079961899081566,1.8869097355527525e-05,1.6940680785166309e-12,1.1985234179206926e-05,5.2012484233116762e-05,0.56279685342209052,0.0016410755754269102,8.1392911972852267e-14,1.5197966556775738e-13,1.5564833433193624e-08,2.6754725138946021e-11,0.00015676176753809054,9.6354769066612849e-05,0.013431894695016473,0.013489551932572721,1.7705993522544817e-06,9.5453085048872469e-07,3.7797614303043433e-10,0.00045755184561712249,1.1994212660412627e-07,3.2296756914900936e-08,1.9460341032035079e-06,1.6315788522572008e-07,2.2587885410573029e-07,1.3980333922591701e-05,0.006720238409271221,1.0144041262839682e-12,3.7593112080527461e-13,9.3766730032660564e-07,2.2282833163117801e-07,1.5627362887396735e-08,2.9183014279546616e-05,9.2395202970817222e-05,1.1539685650954586e-05,4.0397981228985067e-08,1.2424396613773626e-06,5.5038421567376862e-07,5.6942155133259293e-07,2.0722744180965591e-09,6.3379162648797029e-09,8.3728173508900028e-08,4.1072383823055428e-08,1.489829848035958e-07,1.4583291062087933e-09,1.7921127832888407e-09,6.4944560795069212e-09,7.205353764639223e-11,4.3360867534555678e-06,1.1008299183701721e-11,5.2989029517590009e-09,3.3001388259888433e-06,3.1895194148322849e-10,1.5778612138884552e-08,5.7384340949991622e-10,1.6061897903053828e-09,3.3846168693769033e-10,4.894994761600509e-11
3.794202217463013e-09,0.31435411979897754,76.950000000000003,0.0,0.0,0.0,0.15331515876231508,9.4996742865314552,0.0042847646742191995,0.02711628552295426,0.013459185256695344,0.00028997958182638302,3.1570081380288878e-09,2.3945660167753995e-05,0.20962247972857537,1.8904936334439e-05,1.65938718028303e-12,1.2279804840179409e-05,5.4193128074775111e-05,0.5686331438244322,0.001666379790340198,8.1547505422970006e-14,1.5820674398740644e-13,1.6232458328815023e-08,2.7459557272143628e-11,0.00015848762174760245,9.4390854334535336e-05,0.01378865405840566,0.013851157157744876,1.8176225524719323e-06,9.7988306393949168e-07,3.8189629559770544e-10,0.00047426965792194678,1.2432417026649968e-07,3.3477246410659633e-08,2.0581399363453729e-06,1.6913667328110791e-07,2.3459165742032278e-07,1.5268476797697949e-05,0.0067907912575583471,1.0515724101158729e-12,3.8970541905027675e-13,9.2801567701104251e-07,2.2317594009899243e-07,1.5077037750804686e-08,2.9490926861237524e-05,9.3449280185565524e-05,1.252618012735877e-05,4.1968115537781902e-08,1.3231839356257284e-06,5.7371091452663532e-07,6.1573882961569196e-07,2.1481240490774246e-09,6.8565360427880182e-09,8.5706074146152627e-08,4.4514030839473417e-08,1.6207151488980494e-07,1.4927860602360273e-09,1.9531774770783207e-09,7.2589554732585583e-09,8.0578882672254617e-11,4.5257569862730787e-06,1.1268347341903812e-11,5.3602460576458806e-09,3.4650539153500587e-06,3.3488968472124997e-10,1.6768622728191116e-08,6.0251817546926022e-10,1.686521314338037e-09,3.597344998402603e-10,5.1997507289080143e-11
3.887082658638779e-09,0.3143552768516946,76.950000000000003,0.0,0.0,0.0,0.14667309699700001,9.4996792946462207,0.0043168531658272251,0.027156685433974183,0.013206250047116595,0.00028453458482326222,3.1617017192663757e-09,2.3013697464768955e-05,0.21099512700989853,1.8933057437225064e-05,1.6282285788350222e-12,1.2534672631511047e-05,5.615907411611038e-05,0.57366896481736895,0.0016881500442512934,8.1668807380600131e-14,1.6382300076917287e-13,1.6834515635981032e-08,2.8071849489803588e-11,0.00015997638572724156,9.262552820512405e-05,0.014103197182317655,0.01417023810746962,1.8590811255400995e-06,1.002235164428709e-06,3.8527878254241037e-10,0.00048933867517429535,1.2827401849868764e-07,3.454130908361689e-08,2.1596635822656961e-06,1.7452589272340707e-07,2.4245053712198984e-07,1.6482451307547756e-05,0.0068517187839499949,1.0850753851647223e-12,4.0212138020437893e-13,9.1976529938694443e-07,2.2348473097708045e-07,1.4604873349384704e-08,2.9758127966069977e-05,9.4363403498407258e-05,1.3447689541184009e-05,4.3384454192663109e-08,1.3974448391780079e-06,5.9440353373625934e-07,6.5889842058090191e-07,2.2164983469694078e-09,7.3399448178037157e-09,8.7486681658437967e-08,4.7734685634970016e-08,1.7432170464647913e-07,1.5238059127604664e-09,2.1041212628070666e-09,7.9949383202305779e-09,8.8789599006159309e-11,4.6979088554460408e-06,1.1502456016481184e-11,5.4134378488533846e-09,3.6163728500104251e-06,3.4951341763855316e-10,1.7684174946462297e-08,6.2882881385222154e-10,1.7602309010514447e-09,3.794084340813286e-10,5.4815084482869646e-11
3.979963099814546e-09,0.31435641196751524,76.950000000000003,0.0,0.0,0.0,0.14032439515989165,9.4996842964214281,0.0043473410773189839,0.027191969365317644,0.012954228471646045,0.00027910874479459565,3.1657998665887187e-09,2.2122684689569208e-05,0.21228555105229896,1.8957611655687401e-05,1.5971796017697736e-12,1.277994341217618e-05,5.8127476098901244e-05,0.57850872293042332,0.0017090073322091944,8.1774723382087395e-14,1.6944836008959811e-13,1.7437464971383583e-08,2.8663359771038444e-11,0.00016140683207827085,9.0865676968791129e-05,0.014411559803056726,0.014483303619920836,1.899724842729856e-06,1.0241479539514667e-06,3.8852957526502073e-10,0.00050442645881246478,1.3222877096172883e-07,3.5606695820323975e-08,2.2616352143766905e-06,1.7992189972130503e-07,2.5032381843657297e-07,1.7748046478708791e-05,0.006910322629459357,1.1186204264519572e-12,4.1455293075293908e-13,9.1190807574150881e-07,2.2378974070699501e-07,1.4153579901499945e-08,3.0016363565384394e-05,9.5246308953087684e-05,1.4400290340629769e-05,4.4803465801641339e-08,1.4731514239920613e-06,6.1478854479305924e-07,7.0342205369992574e-07,2.2849628169197089e-09,7.8387658106226465e-09,8.9268112146735486e-08,5.107114567086878e-08,1.8700903613075521e-07,1.5548400479608377e-09,2.2606319837036516e-09,8.777352355496566e-09,9.7521529595813245e-11,4.871364293730563e-06,1.1736672890115928e-11,5.4648070014907244e-09,3.7704226091203432e-06,3.6440101668370037e-10,1.862276397390289e-08,6.5561419787148041e-10,1.8352714975080672e-09,3.9957835474757352e-10,5.7702841662768756e-11
4.0728435409903124e-09,0.31435752520474974,76.950000000000003,0.0,0.0,0.0,0.13425568535125307,9.4996892827891788,0.0043762992290350021,0.027222577496976545,0.012703521641931517,0.00027371075460161896,3.1693538300111061e-09,2.1270755092521023e-05,0.21349742845011785,1.8978905999339106e-05,1.5662899934010946e-12,1.3015742039827587e-05,6.0097696537579511e-05,0.58316102500758393,0.0017289871216797097,8.1866577730539358e-14,1.7508094642405867e-13,1.8041097560342206e-08,2.9234249489037989e-11,0.00016278152652048146,8.9114199285156466e-05,0.014713767987830889,0.014790377412080927,1.9395571530151161e-06,1.0456232906424976e-06,3.9165445494905992e-10,0.00051953036287253002,1.3618773461203738e-07,3.6673219668839106e-08,2.3639197070641644e-06,1.8532374035501171e-07,2.582096972654463e-07,1.9065043621744666e-05,0.0069667048918302709,1.1522016084614096e-12,4.2699787474548008e-13,9.0442572925247651e-07,2.2409103471325421e-07,1.3722204576828957e-08,3.026603129483535e-05,9.6099384254826135e-05,1.5383158574380638e-05,4.6224818597636299e-08,1.5502450474783606e-06,6.3484734481521982e-07,7.49277181606548e-07,2.3535054216511025e-09,8.3526347031132677e-09,9.1050674042485645e-08,5.4522507646597989e-08,2.0012465338034875e-07,1.5858938438880871e-09,2.4226021761097122e-09,9.6071190214585039e-09,1.0678517267119605e-10,5.0460599632014807e-06,1.1971038514756589e-11,5.5144345697870662e-09,3.9271921873076703e-06,3.795514183776148e-10,1.958417991018003e-08,6.8287241407969989e-10,1.9116377290338583e-09,4.2023974738017172e-10,6.0660134462410119e-11
4.165723982166079e-09,0.31435861665598197,76.950000000000003,0.0,0.0,0.0,0.12845424336072711,9.4996942456820364,0.0044037952201141095,0.027248911864461874,0.012454484813176134,0.00026834831441096304,3.1724104179697683e-09,2.0456131911230815e-05,0.21463426860943108,1.8997220869103868e-05,1.5356038173458773e-12,1.3242209281407299e-05,6.206916002694328e-05,0.58763408604681,0.0017481239168552056,8.194557995091221e-14,1.8071904877917749e-13,1.8645224783037789e-08,2.9784723747011494e-11,0.00016410291754615839,8.7373664561447259e-05,0.015009857340568863,0.015091492527240565,1.9785827620601994e-06,1.0666637102857292e-06,3.9465893958280654e-10,0.00053464796865338934,1.4015027597498777e-07,3.774070974676886e-08,2.4663886963990926e-06,1.9073054271761719e-07,2.6610651635743266e-07,2.043315565861763e-05,0.0070209630191937246,1.185813515496554e-12,4.3945420516874636e-13,8.9730088971658989e-07,2.243886828839536e-07,1.3309840580255004e-08,3.0507510733647588e-05,9.6923953777177741e-05,1.6395425744660505e-05,4.7648207837295947e-08,1.6286679349449168e-06,6.545637657719852e-07,7.9643020209637931e-07,2.4221151531853923e-09,8.8811749648525662e-09,9.2834648141965757e-08,5.8087830138374355e-08,2.1365922926468954e-07,1.6169721967329752e-09,2.5899179269540825e-09,1.0485099981782341e-08,1.1659035290093349e-10,5.221935354423021e-06,1.2205589808837351e-11,5.5623979054837896e-09,4.0866712034283082e-06,3.9496361962129686e-10,2.0568209988555341e-08,7.1060165766749032e-10,1.9893245264429009e-09,4.4138803545196114e-10,6.3686310239675677e-11
4.258604423341846e-09,0.3143596864496497,76.950000000000003,0.0,0.0,0.0,0.12290795475464715,9.4996991779404514,0.0044298935832422764,0.027271339722910477,0.012207431674077738,0.00026302822455975317,3.1750123888646568e-09,1.9677123622140548e-05,0.21569942176848605,1.901281240430094e-05,1.5051599880089487e-12,1.3459499326008883e-05,6.4041347954878878e-05,0.59193574806615024,0.0017664512223387154,8.2012834914294816e-14,1.8636111601654791e-13,1.9249676468577733e-08,3.0315025615614736e-11,0.00016537334209914769,8.5646343733685043e-05,0.015299871910312879,0.01538669026187282,2.0168074882934164e-06,1.0872723487142739e-06,3.9754829662458949e-10,0.00054977706460108879,1.4411581587072195e-07,3.8809009818503183e-08,2.5689205433793718e-06,1.9614150965187171e-07,2.7401275326140748e-07,2.1852031388740277e-05,0.0070731900340594992,1.2194511965084637e-12,4.5192008720432504e-13,8.9051704368007754e-07,2.2468275873562826e-07,1.2915624714031419e-08,3.0741164269061206e-05,9.7721281620807181e-05,1.7436183929346553e-05,4.9073353582777e-08,1.7083632617349072e-06,6.7392391598025974e-07,8.4484663954413442e-07,2.4907819417678429e-09,9.4239999194633403e-09,9.4620290041472814e-08,6.1766143352143096e-08,2.2760303016523975e-07,1.6480795632883834e-09,2.7624597188724593e-09,1.1412098497045077e-08,1.2694623641963923e-10,5.3989326575593478e-06,1.2440360377555406e-11,5.6087708369391148e-09,4.2488498460312306e-06,4.1063667242105983e-10,2.1574638967260119e-08,7.3880022297407353e-10,2.0683270993473371e-09,4.6301858882865667e-10,6.678070922845669e-11
4.351484864517612e-09,0.31436073474206977,76.950000000000003,0.0,0.0,0.0,0.11760528301017656,9.4997040732287026,0.004454655931200013,0.027290196603425416,0.011962638241122347,0.0002577564698478492,3.1771988066663708e-09,1.8932119479818133e-05,0.2166960865939925,1.902591461514494e-05,1.4749927530406591e-12,1.3667777562215639e-05,6.6013793627397638e-05,0.59607349796664777,0.0017840015190083624,8.2069352037367875e-14,1.9200575982026034e-13,1.9854299320093244e-08,3.0825430917755678e-11,0.00016659503094899872,8.3934237199441295e-05,0.015583863201545551,0.015676019193754505,2.0542381323972407e-06,1.1074528714514722e-06,4.0032755498889858e-10,0.00056491562802047539,1.4808382461884774e-07,3.9877977001764321e-08,2.6714002583447503e-06,2.0155591214715695e-07,2.8192700929020104e-07,2.3321259660784047e-05,0.0071234747453855001,1.253110124021851e-12,4.6439384300391813e-13,8.8405848774541251e-07,2.2497333867453759e-07,1.2538735087910015e-08,3.0967337915231709e-05,9.849257450882798e-05,1.8504490683424029e-05,5.0499998670033179e-08,1.7892752215070648e-06,6.9291602437689236e-07,8.944913128706315e-07,2.5594965730656893e-09,9.980714658861716e-09,9.6407832346047249e-08,6.5556457871100672e-08,2.4194597649541335e-07,1.679219999461952e-09,2.940103223001769e-09,1.2388860974572746e-08,1.378613478742866e-10,5.5769966397503182e-06,1.2675380803403242e-11,5.6536238386389842e-09,4.4137188236591652e-06,4.2656967908133143e-10,2.260324948730639e-08,7.6746649484006756e-10,2.1486409118347262e-09,4.8512673150385537e-10,6.9942665591927138e-11
4.444365305693379e-09,0.3143617617163593,76.950000000000003,0.0,0.0,0.0,0.11253523951141374,9.4997089259583021,0.0044781410958452117,0.027305789099157436,0.011720346403910835,0.00025253829628770245,3.1790053659807137e-09,1.8219585314559993e-05,0.2176273173861448,1.9036741326036709e-05,1.4451321323444492e-12,1.3867218592856325e-05,6.7986077776762199e-05,0.60005448447015586,0.0018008062497278986,8.2116053663575864e-14,1.9765171434681307e-13,2.0458955462001681e-08,3.1316243493972969e-11,0.0001677701137841978,8.2239100251493694e-05,0.015861889275747335,0.015959534300605645,2.0908823589363322e-06,1.1272094098588837e-06,4.0300151644479598e-10,0.00058006180842009431,1.5205381767081305e-07,4.0947480589085756e-08,2.7737193920860131e-06,2.0697308332632955e-07,2.8984799939120991e-07,2.4840373437053313e-05,0.0071719019496540963,1.2867861567632799e-12,4.7687393784510942e-13,8.779102847456624e-07,2.2526050134089022e-07,1.217838896437588e-08,3.1186362090080097e-05,9.9238984531512726e-05,1.9599373715616795e-05,5.1927906843488104e-08,1.87134908238146e-06,7.1153028848873193e-07,9.453284908259957e-07,2.628250612761377e-09,1.0550917813965891e-08,9.8197486683814177e-08,6.9457772485767485e-08,2.5667769921620962e-07,1.7103971953996383e-09,3.1227200411125297e-09,1.3416078648725848e-08,1.4934358899151907e-10,5.7560745283028301e-06,1.291067891074742e-11,5.6970241918684654e-09,4.5812693194778323e-06,4.4276178781515486e-10,2.3653822400285431e-08,7.9659894070584981e-10,2.2302616602632561e-09,5.0770774868445309e-10,7.3171508387163381e-11
4.5372457468691455e-09,0.31436276757814186,76.950000000000003,0.0,0.0,0.0,0.10768735534329432,9.4997137312185487,0.004500405259751092,0.027318397394338105,0.011480767139254272,0.00024737828067999718,3.1804646863773671e-09,1.7538059584487643e-05,0.21849603090368133,1.9045487939837479e-05,1.4156043162754935e-12,1.4058004472954286e-05,6.9957824435216799e-05,0.60388553415911672,0.0018168958139475463,8.2153782673713589e-14,2.0329783189728389e-13,2.1063521104918469e-08,3.1787790950152622e-11,0.00016890062403288939,8.0562466140337476e-05,0.016134013939091054,0.0162372961641341,2.1267485892703741e-06,1.1465465033980614e-06,4.0557476638506948e-10,0.00059521391239684084,1.5602535164720006e-07,4.2017400978814916e-08,2.8757759003967264e-06,2.12392412988578e-07,2.9777454288216338e-07,2.6408853741095023e-05,0.0072185526212777016,1.3204755057252632e-12,4.8935896755346634e-13,8.720582226792111e-07,2.255443270316737e-07,1.1833840733525484e-08,3.1398552351302568e-05,9.9961611744820653e-05,2.0719835333695989e-05,5.3356861050063563e-08,1.9545312318585047e-06,7.2975872693147512e-07,9.9732203472571205e-07,2.697036338118135e-09,1.1134203183296726e-08,9.9989445535790647e-08,7.3469081131289839e-08,2.7178759232793291e-07,1.7416145073918071e-09,3.3101783966006754e-09,1.4494389375346458e-08,1.6140025848019224e-10,5.9361158995621749e-06,1.3146280006496357e-11,5.7390361368061318e-09,4.7514929499923862e-06,4.5921218875112358e-10,2.4726137067836536e-08,8.2619610342796002e-10,2.3131852530566546e-09,5.3075689326272618e-10,7.646656244698209e-11
4.630126188044912e-09,0.3143637525531607,76.950000000000003,0.0,0.0,0.0,0.10305165471990534,9.4997184847133429,0.0045215020810860061,0.027328277567215977,0.011244083433734176,0.00024228039386646098,3.1816065800227394e-09,1.6886149658275014e-05,0.2193050128392664,1.9052333044885086e-05,1.3864320277727546e-12,1.4240323145115514e-05,7.1928697142168097e-05,0.60757316669030237,0.0018322995693338319,8.2183309419201077e-14,2.0894309955581079e-13,2.1667885317851425e-08,3.2240420835041484e-11,0.00016998850343317244,7.8905667039535373e-05,0.01640030600623156,0.016509370249437445,2.1618459044400407e-06,1.1654690472884013e-06,4.0805168402463739e-10,0.00061037038987790313,1.5999802073070093e-07,4.308762870233942e-08,2.977473989282911e-06,2.1781334264255606e-07,3.057055549565773e-07,2.8026133479739664e-05,0.0072635040931898712,1.3541747032604561e-12,5.0184764704396323e-13,8.6648877614863504e-07,2.2582489719212981e-07,1.1504380005722401e-08,3.1604210094786326e-05,0.00010066150663451642,2.186485665805428e-05,5.4786661875462517e-08,2.0387692121355363e-06,7.4759503732793425e-07,1.0504355293336467e-06,2.7658466756912133e-09,1.1730161227180589e-08,1.0178388390229022e-07,7.758937900511721e-08,2.8726486147684381e-07,1.7728749869296987e-09,3.5023437758021328e-09,1.5624379505537767e-08,1.7403807287208791e-10,6.117072573052083e-06,1.3382207099427514e-11,5.7797210167339811e-09,4.9243817273805712e-06,4.7592011029018646e-10,2.5819971636160098e-08,8.5625659472769641e-10,2.3974077922697722e-09,5.5426939174864075e-10,7.9827149188727046e-11
