Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787)
3.0034294834428345e-13,0.22375924248225235,76.950000000000003,0.0,0.0,0.0,0.99966464047564296,9.4999999799962946,1.1267174456589211e-06,1.7982236944165546e-05,1.7972127913204249e-05,1.4535349846952467e-08,2.6861139125034174e-12,0.00018537728042515225,3.0821421173089936e-05,5.4656639875072611e-09,7.7277516707942235e-17,2.6987800598447842e-16,7.7936992960862202e-15,8.2058338791444422e-05,2.6833193364190543e-10,2.2149322799179654e-17,4.6073076588400017e-18,4.6536155057132048e-21,0.0,3.329641516270893e-11,1.0644227253246897e-09,4.73681124261173e-12,4.7373982274077993e-12,4.6886017298313605e-16,1.1812462308462979e-16,5.3580312707935052e-14,2.7106885846661856e-11,6.1612378903128467e-15,8.0267141006521368e-16,1.0763325507791012e-28,5.6301370723005217e-17
3.133497795170149e-13,0.2237592424779365,76.950000000000003,0.0,0.0,0.0,0.99965016753560998,9.4999999783089049,1.1755031227763799e-06,1.8760532960772083e-05,1.8749478150311482e-05,1.5805851574581281e-08,2.8023831371199887e-12,0.00018980429812692315,3.3125839559882992e-05,5.8824342331781263e-09,8.4032228824041535e-17,3.1077567179420687e-16,8.7447235359238381e-15,8.8193598553897365e-05,2.9206880371300365e-10,2.3838269277184785e-17,4.9614942337274884e-18,5.4589263889459837e-21,0.0,3.7444855571405827e-11,1.1583495776176632e-09,5.3783272293820674e-12,5.3790084456875339e-12,5.4269807435147121e-16,1.3851823111370182e-16,5.9457751292145474e-14,2.9508488283654769e-11,6.8130801791395324e-15,8.9883624440044965e-16,1.4477274838118086e-28,6.5897562972925752e-17
3.263566106897464e-13,0.22375924247346124,76.950000000000003,0.0,0.0,0.0,0.9996356974338878,9.4999999765591756,1.2242880856605738e-06,1.9538795873982984e-05,1.9526749956199758e-05,1.7128236630928884e-08,2.9186474173078306e-12,0.00019403384588448765,3.548341268828916e-05,6.3096613058503824e-09,9.1062784761922542e-17,3.5580527220089463e-16,9.7622943061412722e-15,9.4470379703475986e-05,3.1681093168759023e-10,2.5569591884402166e-17,5.324658058634946e-18,6.3600846162060773e-21,0.0,4.189554285500546e-11,1.2562244467830303e-09,6.0752139025195636e-12,6.0759993648159446e-12,6.2413381776751678e-16,1.6132847861295448e-16,6.5648471628963287e-14,3.2012004843705434e-11,7.4995206513302726e-15,1.0014688506546336e-15,1.9239140609374352e-28,7.6606726744231365e-17
3.3936344186247784e-13,0.22375924246882797,76.950000000000003,0.0,0.0,0.0,0.99962123005420367,9.49999997474767,1.2730723344472763e-06,2.0317026095779186e-05,2.0303943492256668e-05,1.8502348691233043e-08,3.0349068119258815e-12,0.00019807472392152203,3.7891769397920687e-05,6.7469378664768464e-09,9.8368353402599151e-17,4.0518689843530125e-16,1.0847668835489668e-14,0.00010088236943369418,3.425582472499082e-10,2.7341639885671466e-17,5.6964487412757011e-18,7.3636224034394264e-21,0.0,4.6655182255666187e-11,1.3580446181126808e-09,6.829749815085229e-12,6.8306500909693028e-12,7.1355771144375757e-16,1.8671817262972491e-16,7.2148799641730782e-14,3.4617418521126191e-11,8.2206040137259656e-15,1.1106654854591825e-15,2.5284401875836805e-28,8.8500419262572056e-17
3.523702730352093e-13,0.2237592424640383,76.950000000000003,0.0,0.0,0.0,0.99960676528546644,9.4999999728749334,1.3218558692667162e-06,2.1095224022127692e-05,2.1081058919226042e-05,1.992803189637364e-08,3.1511613820792731e-12,0.00020193534028070117,4.0348644198929722e-05,7.1938724136053572e-09,1.0594810610272667e-16,4.5914174143606417e-16,1.2002042005220627e-14,0.00010742353626769349,3.693106804981149e-10,2.9152826727440301e-17,6.0765295161492371e-18,8.4761899410262646e-21,0.0,5.1730176861415011e-11,1.46380737921731e-09,7.6442119502201097e-12,7.6452381633049093e-12,8.1136029238220767e-16,2.1485279241659349e-16,7.8954623189131057e-14,3.7324711419173942e-11,8.9763656100472113e-15,1.2265157237169203e-15,3.288904862796441e-28,1.0165105492891687e-16
3.653771042079408e-13,0.22375924245909348,76.950000000000003,0.0,0.0,0.0,0.99959230302153501,9.4999999709415022,1.3706386902438208e-06,2.1873390033605248e-05,2.1858096397217296e-05,2.1405130851474421e-08,3.267411185997569e-12,0.00020562372830163419,4.2851872562695736e-05,7.6500886675914681e-09,1.1380121668716716e-16,5.1789194692612289e-16,1.3226550573515029e-14,0.00011408811752050861,3.9706816193148956e-10,3.1001627542295155e-17,6.4645767137765631e-18,9.7045494873569655e-21,0.0,5.7126641072455406e-11,1.5735100201469052e-09,8.5208757227789771e-12,8.5220395553355989e-12,9.1793223454956171e-16,2.4590032207166574e-16,8.6061446759699702e-14,4.0133864914311122e-11,9.7668331031967243e-15,1.3491029279653587e-15,4.2374586725533927e-28,1.161318288357472e-16
3.7838393538067224e-13,0.22375924245399484,76.950000000000003,0.0,0.0,0.0,0.99957784316099896,9.4999999689478862,1.4194207974984557e-06,2.2651524495997676e-05,2.2635056085714319e-05,2.2933490624509459e-08,3.3836562746149709e-12,0.00020914756331950557,4.539938642248867e-05,8.1152249787638227e-09,1.2192686144158102e-16,5.8166048591043707e-16,1.4522277147856242e-14,0.00012087060732035744,4.2583062243798136e-10,3.2886576750561374e-17,6.8602792549644713e-18,1.1055569864036828e-20,0.0,6.2850413467047843e-11,1.6871498334951458e-09,9.4620149810018541e-12,9.4633286763692685e-12,1.0336642742709438e-15,2.8003109314352816e-16,9.3464441669533162e-14,4.3044859802700378e-11,1.0592027851490513e-14,1.4785046852272209e-15,5.4113436807280334e-28,1.320166457109644e-16
3.913907665534037e-13,0.2237592424487436,76.950000000000003,0.0,0.0,0.0,0.99956338560696667,9.4999999668945954,1.4682021911456467e-06,2.342962776087583e-05,2.3411938143584125e-05,2.4512956744914273e-08,3.4998967024092671e-12,0.00021251417861929318,4.7989209874711832e-05,8.588933758607421e-09,1.3032421910504287e-16,6.5067103933777128e-16,1.5890253919477216e-14,0.00012776574516393981,4.5559799328209152e-10,3.4806265755182337e-17,7.2633381600552928e-18,1.253622132859926e-20,0.0,6.8907069093831497e-11,1.8047241144893406e-09,1.0469902008218452e-11,1.0471378373004513e-11,1.1589471494519018e-15,3.1741763660557754e-16,1.0115849208567223e-13,4.6057676430601518e-11,1.1451966038289988e-14,1.6147932135789049e-15,6.8534741750485547e-28,1.4938005391098693e-16
4.043975977261352e-13,0.22375924244334106,76.950000000000003,0.0,0.0,0.0,0.99954893026686376,9.4999999647821127,1.5169828712957982e-06,2.420770016614916e-05,2.418874272908513e-05,2.6143375202201536e-08,3.6161325224759017e-12,0.00021573058067904263,5.0619455071703889e-05,9.0708809330616802e-09,1.3899247086268151e-16,7.2514789575207824e-16,1.7331466173301092e-14,0.00013476850498172989,4.8637020609308447e-10,3.6759340726217332e-17,7.6734660758556656e-18,1.4153570801858161e-20,0.0,7.5301931216381295e-11,1.9262301610674106e-09,1.1546807524580806e-11,1.1548459930674356e-11,1.2941715499088694e-15,3.5823454363748701e-16,1.0913823717733487e-13,4.9172294810203761e-11,1.2346659602770668e-14,1.7580357405257711e-15,8.6130597214816925e-28,1.6829718410900146e-16
4.1740442889886664e-13,0.22375924243778855,76.950000000000003,0.0,0.0,0.0,0.9995344770522423,9.4999999626109144,1.565762838054897e-06,2.4985742036597731e-05,2.4965469999875067e-05,2.7824592444581473e-08,3.7323637784048659e-12,0.00021880346373398537,5.3288318297534883e-05,9.5607454170703347e-09,1.4793080033834503e-16,8.0531586084820493e-16,1.8846855586009095e-14,0.00014187408469045797,5.1814719285352311e-10,3.8744500471464087e-17,8.0903868255769142e-18,1.591477742845431e-20,0.0,8.2040082534492773e-11,2.0516652739432523e-09,1.2695000688819497e-11,1.2696843075230972e-11,1.4397280767833122e-15,4.026583346888155e-16,1.1739810967483104e-13,5.2388694722285621e-11,1.3276117007396674e-14,1.908294855117033e-15,1.0746271977410043e-27,1.8884369235121938e-16
4.304112600715981e-13,0.2237592424320871,76.950000000000003,0.0,0.0,0.0,0.99952002587859512,9.4999999603814569,1.6145420915247124e-06,2.5763753684383438e-05,2.5742120113018705e-05,2.9556455377586694e-08,3.8485905184650411e-12,0.00022173922369167978,5.5994076218664694e-05,1.0058218609559164e-08,1.5713839358729031e-16,8.9140017793062005e-16,2.043732332413587e-14,0.00014907789621113429,5.5092888588811816e-10,4.0760494389864216e-17,8.5138349752243842e-18,1.7827088450488417e-20,0.0,8.9126375905445871e-11,2.1810267566616921e-09,1.3916749100019219e-11,1.3918795974565032e-11,1.5960072094750955e-15,4.5086733633436764e-16,1.2593237109541817e-13,5.5706855806962517e-11,1.4240343869635803e-14,2.0656288355897428e-15,1.3316956710681079e-27,2.1109570717863962e-16
4.4341809124432957e-13,0.22375924242623804,76.950000000000003,0.0,0.0,0.0,0.99950557666518114,9.4999999580942003,1.6633206318029798e-06,2.6541735409541415e-05,2.6518693224995215e-05,3.1338811362701635e-08,3.9648127918900551e-12,0.00022454397142698679,5.8735082301701186e-05,1.0563003908050274e-08,1.6661443908889533e-16,9.8362645834736659e-16,2.2103732953438572e-14,0.00015637555593194609,5.8471521785289248e-10,4.2806120504483619e-17,8.943555413485526e-18,1.989783537527667e-20,0.0,9.6565444587446988e-11,2.3143119156441392e-09,1.5214318799409881e-11,1.5216585240254118e-11,1.76339927876607e-15,5.0304156546016751e-16,1.3473514387795277e-13,5.9126757643666719e-11,1.5239343481359837e-14,2.2300919542107257e-15,1.6397392467839341e-27,2.3512978053255983e-16
4.564249224170611e-13,0.22375924242024242,76.950000000000003,0.0,0.0,0.0,0.99949112933485695,9.4999999557495745,1.7120984589835844e-06,2.7319687500452242e-05,2.7295189491705291e-05,3.3171508215996409e-08,4.0810306354686298e-12,0.00022722354548449639,6.1509763390816473e-05,1.1074816242150097e-08,1.763581277393962e-16,1.0822206210363776e-15,2.3846913170199083e-14,0.00016376287559621779,6.1950612172464785e-10,4.4880223571980938e-17,9.3793029504706292e-18,2.2134430419273081e-20,0.0,1.0436171202652702e-10,2.4515180602259045e-09,1.6589974272169698e-11,1.6592475929235024e-11,1.9422944449715646e-15,5.5936262034460216e-16,1.4380044065288448e-13,6.2648379821405534e-11,1.6273117236475796e-14,2.4017347608795413e-15,2.0069097330876252e-27,2.6102284218022382e-16
4.694317535897926e-13,0.22375924241410117,76.950000000000003,0.0,0.0,0.0,0.99947668381391741,9.4999999533480022,1.7608755731567296e-06,2.8097610234295762e-05,2.8071609068477967e-05,3.5054394206765293e-08,4.1972440913866987e-12,0.00022978352421485634,6.4316616437694522e-05,1.1593381625176178e-08,1.8636865284464907e-16,1.1874088403823237e-15,2.5667660364569869e-14,0.00017123585359645892,6.5530153079073027e-10,4.6981693265582906e-17,9.8208419336699455e-18,2.4544363211176945e-20,0.0,1.1251940120727525e-10,2.5926425026861196e-09,1.8045978449237096e-11,1.8048731545495486e-11,2.1330826801534392e-15,6.2001357822406923e-16,1.5312219085943857e-13,6.6271702000251716e-11,1.734166498390775e-14,2.5806043469540812e-15,2.4423685197998313e-27,2.8885215741438947e-16
4.82438584762524e-13,0.22375924240781556,76.950000000000003,0.0,0.0,0.0,0.99946224003194151,9.499999950889908,1.8096519744091043e-06,2.8875503877487224e-05,2.8847952110077255e-05,3.6987318056169323e-08,4.3134532063513292e-12,0.00023222923737026816,6.7154205377202564e-05,1.211843672321646e-08,1.9664521011291292e-16,1.2994175016411726e-15,2.7566741025529094e-14,0.00017879066665637733,6.9210137863908985e-10,4.910946242870154e-17,1.0267945875958727e-17,2.7135197738214167e-20,0.0,1.2104254358687516e-10,2.7376825582710426e-09,1.9584592709128584e-11,1.9587614041781193e-11,2.3361537536367289e-15,6.8517889895707059e-16,1.6269426490734903e-13,6.999670396493513e-11,1.8444985319397623e-14,2.7667445906605255e-15,2.9563773020273023e-27,3.1869528779769485e-16
4.954454159352555e-13,0.2237592424013865,76.950000000000003,0.0,0.0,0.0,0.9994477979216464,9.4999999483756845,1.8584276628240358e-06,2.9653368686096466e-05,2.9624218770708498e-05,3.8970128935883651e-08,4.4296580109296214e-12,0.00023456577718325211,7.0021158142292284e-05,1.2649728440943214e-08,2.0718699764765683e-16,1.4184731632458331e-15,2.9544893996472367e-14,0.00018642366188356661,7.2990559914862597e-10,5.126250539645285e-17,1.0720397098114808e-17,2.991456952051895e-20,0.0,1.2993498763101191e-10,2.8866355452115107e-09,2.1208076879759839e-11,2.1211383821314516e-11,2.5518972202385997e-15,7.5504433442431835e-16,1.7251049606671057e-13,7.3823365671324257e-11,1.9583075826675343e-14,2.9601963853543868e-15,3.560394042242865e-27,3.5063005473894446e-16
5.08452247107987e-13,0.22375924239481518,76.950000000000003,0.0,0.0,0.0,0.99943335741874761,9.4999999458057349,1.9072026384816437e-06,3.0431204906250764e-05,3.0400409204024483e-05,4.1002676466749005e-08,4.5458585409901801e-12,0.00023679800895169069,7.2916163811930632e-05,1.3187013523530718e-08,2.179932159403932e-16,1.5448025253583076e-15,3.1602832589972587e-14,0.00019413134917636334,7.6871412647981153e-10,5.3439836382435742e-17,1.1177986387641475e-17,3.2890182999415589e-20,0.0,1.3920040696938023e-10,3.0394987847351888e-09,2.2918689240267785e-11,2.2922299739521843e-11,2.780702410726548e-15,8.2979684332425647e-16,1.8256470025683808e-13,7.7751667286512632e-11,2.0755933276655503e-14,3.1609978518123455e-15,4.2671743132445712e-27,3.8473450570329175e-16
5.214590782807184e-13,0.22375924238810235,76.950000000000003,0.0,0.0,0.0,0.99941891846182485,9.4999999431804376,1.9559769014589783e-06,3.1209012774521904e-05,3.1176523563131402e-05,4.3084810717427646e-08,4.6620548421178075e-12,0.00023893058115214165,7.5837969886135664e-05,1.3730058174050891e-08,2.2906306786352974e-16,1.6786324040815273e-15,3.3741246569782613e-14,0.00020191039396909861,8.0852689506559358e-10,5.5640507928230983e-17,1.1640512669659598e-17,3.6069809126208199e-20,0.0,1.4884230818773522e-10,3.1962696010742219e-09,2.4718686522831414e-11,2.4722619105766573e-11,3.0229584240966778e-15,9.0962451104346986e-16,1.928506938934341e-13,8.1781589223160308e-11,2.1963553792022703e-14,3.3691845356552539e-15,5.0908781640884604e-27,4.2108688287182922e-16
5.344659094534499e-13,0.22375924238124917,76.950000000000003,0.0,0.0,0.0,0.99940448099219559,9.4999999405001674,2.0047504518301628e-06,3.1986792518298398e-05,3.1952562000594501e-05,4.5216382203063558e-08,4.7782469393801597e-12,0.00024096793510244564,7.8785379682451548e-05,1.4278637685744987e-08,2.4039575866324531e-16,1.8201897107882643e-15,3.5960804007716485e-14,0.00020975761030066106,8.493438396025596e-10,5.7863609413188987e-17,1.2107782689163705e-17,3.9461283138845185e-20,0.0,1.5886403827268691e-10,3.3569453214688303e-09,2.6610323914489689e-11,2.6614597685085336e-11,3.2790541213296037e-15,9.9471647430023104e-16,2.0336230994256747e-13,8.591311216868069e-11,2.3205932983395185e-14,3.5847895909288645e-15,6.0471826507203237e-27,4.5976559407865314e-16
5.474727406261814e-13,0.22375924237425654,76.950000000000003,0.0,0.0,0.0,0.9993900449537918,9.4999999377652937,2.0535232896665175e-06,3.2764544356142905e-05,3.2728524668443676e-05,4.7397241883946919e-08,4.8944348616509962e-12,0.00024291431419372225,8.1757249848449462e-05,1.4832536088592794e-08,2.5199049595239314e-16,1.9697014360659418e-15,3.8262153022625177e-14,0.00021766995419195798,8.9116489504236668e-10,6.0108265622159419e-17,1.2579610707337856e-17,4.3072502514550375e-20,0.0,1.6926879172471804e-10,3.52152327616733e-09,2.8595855058954679e-11,2.8600489699925316e-11,3.5493781203473252e-15,1.0852628502772904e-15,2.140934123197652e-13,9.014621710980908e-11,2.4483066062095726e-14,3.8078439507992842e-15,7.1534001726665012e-27,5.0084918586530931e-16
5.604795717989128e-13,0.2237592423671253,76.950000000000003,0.0,0.0,0.0,0.99937561029304378,9.499999934976163,2.1022954150366898e-06,3.3542268498135982e-05,3.3504411718178691e-05,4.962724116418293e-08,5.0106186548449285e-12,0.0002447737727109466,8.4752487985082021e-05,1.5391545809623334e-08,2.6384648970342042e-16,2.127394637815034e-15,4.0645923408291778e-14,0.00022564451731850614,9.3398999658342457e-10,6.237363536890188e-17,1.3055818210064328e-17,4.6911425087203949e-20,0.0,1.8005961735421526e-10,3.6900007984230398e-09,3.0677532058418604e-11,3.0682547831880563e-11,3.8343187919514586e-15,1.1814546699769829e-15,2.2503790876289172e-13,9.4480885353038521e-11,2.5794947933552749e-14,4.0383764862545466e-15,8.4286027567814059e-27,5.4441631850366956e-16
5.864932341443758e-13,0.22375924235245065,76.950000000000003,0.0,0.0,0.0,0.99934674490207942,9.4999999292365391,2.1998375286404e-06,3.5097634494415998e-05,3.5055959566685268e-05,5.423406635026148e-08,5.2429739400912443e-12,0.00024824724888344759,9.0808940070610089e-05,1.6524108985144172e-08,2.8833909823661941e-16,2.4682340018026501e-15,4.5663164616226139e-14,0.00024176931092242333,1.0226520799491168e-09,6.6963313117016755e-17,1.4020692083949627e-17,5.5304503073073535e-20,0.0,2.0281098988333932e-10,4.0386438936000867e-09,3.5138324334280646e-11,3.5144165479634573e-11,4.4496023832483438e-15,1.3915429706537894e-15,2.4754299819676726e-13,1.0345483865852001e-10,2.8522936564524555e-14,4.5219821059639129e-15,1.1571853280315447e-26,6.3931628312271317e-16
6.099055302552924e-13,0.22375924233877834,76.950000000000003,0.0,0.0,0.0,0.99932077027171262,9.4999999238887405,2.2876229948873938e-06,3.6497371116512155e-05,3.6452095525561503e-05,5.8546784773519373e-08,5.4520798359142999e-12,0.00025111319956026509,9.6329671633270855e-05,1.7558974839625396e-08,3.1126806552203041e-16,2.8052490847038685e-15,5.0466557344044499e-14,0.00025646780824725588,1.1058811473271713e-09,7.1157075682802627e-17,1.4902403765654699e-17,6.3718028959661918e-20,0.0,2.2463541798673093e-10,4.3657325087693395e-09,3.9504417797583608e-11,3.9511076898050709e-11,5.0572376100208202e-15,1.6018628570412478e-15,2.6846754360319302e-13,1.1187856265975423e-10,3.1096912292142256e-14,4.9830549277519692e-15,1.521081721457233e-26,7.340106277624669e-16
6.333178263662091e-13,0.2237592423246704,76.950000000000003,0.0,0.0,0.0,0.99929479937477728,9.4999999183703423,2.3754061537013508e-06,3.7897020917114869e-05,3.7847988814170212e-05,6.3016424680295917e-08,5.6611727823683502e-12,0.00025375278850373056,0.00010191122574790229,1.8607523792028934e-08,3.3503132433853934e-16,3.172305901725946e-15,5.554610310183535e-14,0.00027132825470243063,1.1923623267296298e-09,7.540628879113433e-17,1.5795830337983052e-17,7.2995664107142156e-20,0.0,2.4775213255552826e-10,4.7054143860721582e-09,4.421697825758614e-11,4.4224529997227602e-11,5.7182592210740177e-15,1.8334804203476738e-15,2.8999182280729162e-13,1.2063107709198881e-10,3.3783387802623017e-14,5.4687263234992117e-15,1.9788794361831716e-26,8.379778938518059e-16
6.567301224771257e-13,0.2237592423101315,76.950000000000003,0.0,0.0,0.0,0.99926883197562533,9.4999999126831316,2.4631870054004299e-06,3.9296584855365748e-05,3.9243640297529885e-05,6.764213533304968e-08,5.8702528647620934e-12,0.00025618384977780118,0.00010754879715050235,1.9668808710386502e-08,3.5962435163993564e-16,3.5707306994771945e-15,6.090499143740636e-14,0.00028633785709940768,1.2820952481479177e-09,7.9707114204422308e-17,1.6700157328149618e-17,8.3185804510219643e-20,0.0,2.7217443780082224e-10,5.0576740804526617e-09,4.9289084470380372e-11,4.9297606928688005e-11,6.4349229556496036e-15,2.0875353519387579e-15,3.1208312491277531e-13,1.297122860236789e-10,3.6582329918624609e-14,5.9791073025368496e-15,2.5499316794542886e-26,9.5167825688520286e-16
6.801424185880424e-13,0.22375924229516594,76.950000000000003,0.0,0.0,0.0,0.99924286785717675,9.4999999068288439,2.550965550282912e-06,4.0696063824506855e-05,4.0639050835461432e-05,7.2423070548479551e-08,6.0793202531331995e-12,0.0002584228119747496,0.00011323795927198213,2.0741947729617684e-08,3.8504264859317239e-16,4.0018505071368673e-15,6.6546317386901947e-14,0.00030148483045968076,1.375079543582483e-09,8.4055978178131546e-17,1.7614626409325303e-17,9.4337376113447391e-20,0.0,2.9791455517295802e-10,5.422496177442055e-09,5.4733799150717998e-11,5.4743373805376098e-11,7.2094818253934091e-15,2.3651728326408235e-15,3.3470981481738353e-13,1.3912209749727932e-10,3.9493705779014141e-14,6.5142965477872168e-15,3.2566532153080222e-26,1.0755716395958657e-15
7.03554714698959e-13,0.22375924227977823,76.950000000000003,0.0,0.0,0.0,0.99921690681945619,9.4999999008091418,2.6387417886287646e-06,4.2095458656435025e-05,4.2034221282662818e-05,7.7358388673071996e-08,6.2883751177302528e-12,0.00026048480917480361,0.00011897463434083525,2.1826119747154728e-08,4.1128174044835036e-16,4.4669933174657155e-15,7.2473098190524414e-14,0.00031675831841827964,1.4713148469238049e-09,8.8449553206863381e-17,1.8538531522287037e-17,1.0649981937861042e-19,0.0,3.249837088531092e-10,5.7998652928310877e-09,6.0564169004375661e-11,6.0574880733285664e-11,8.0441861055011533e-15,2.6675428044217179e-15,3.5784140339401068e-13,1.4886042351081014e-10,4.2517483170194888e-14,7.0743819786759254e-15,4.1248679488834172e-26,1.2101174742484486e-15
7.269670108098757e-13,0.2237592422639723,76.950000000000003,0.0,0.0,0.0,0.99919094867824021,9.4999998946256223,2.7265157207010899e-06,4.3494770125938099e-05,4.3429152488779538e-05,8.2447252558787157e-08,6.4974174885720699e-12,0.00026238378305938576,0.00012475506586941078,2.2920560232774824e-08,4.3833717640943984e-16,4.9674883084002872e-15,7.8688287964410745e-14,0.00033214831997320651,1.5708007938401407e-09,9.2884741043763214e-17,1.9471215269376002e-17,1.197230766367946e-19,0.0,3.5339220442892278e-10,6.1897660723230895e-09,6.6793224760078528e-11,6.6805161842728046e-11,8.9412833301980043e-15,2.9957993192347943e-15,3.8144859610892261e-13,1.5892717995863036e-10,4.5653630752060376e-14,7.6594421179730457e-15,5.1841819770346653e-26,1.3557744966633155e-15
7.503793069207924e-13,0.22375924224775232,76.950000000000003,0.0,0.0,0.0,0.99916499326381802,9.4999998882798327,2.8142873467474548e-06,4.4893998954640306e-05,4.4823845298471384e-05,8.7688829538879807e-08,6.7064474994153115e-12,0.00026413257702687792,0.00013057579329505198,2.4024557325263996e-08,4.6620452950575255e-16,5.5046660896525418e-15,8.5194790596034519e-14,0.00034764562197183222,1.6735370216715705e-09,9.7358656882324156e-17,2.0412065558562741e-17,1.340575818558152e-19,0.0,3.8314950140831011e-10,6.5921831911769368e-09,7.3433981200992536e-11,7.3447235319240201e-11,9.9030182916242867e-15,3.3510999559048747e-15,4.0550332357434951e-13,1.6932228654296384e-10,4.8902118200346382e-14,8.26954728870059e-15,6.4683824598809245e-26,1.5130005676846221e-15
7.73791603031709e-13,0.22375924223112195,76.950000000000003,0.0,0.0,0.0,0.99913904041984503,9.4999998817732614,2.9020566670011111e-06,4.6293145814668688e-05,4.6218300551475692e-05,9.3082291403856994e-08,6.9154653272742377e-12,0.00026574302268254527,0.00013643362867596666,2.513744820500646e-08,4.9487939646410915e-16,6.0798589709341923e-15,9.1995470977997483e-14,0.00036324173706766118,1.7795231693301977e-09,1.0186861465635255e-16,2.1360512481054264e-17,1.4955425261893373e-19,0.0,4.142642798577218e-10,7.0071013538429781e-09,8.0499437195776291e-11,8.0514103434118123e-11,1.0931633041240537e-14,3.734605300415483e-15,4.2997875610581742e-13,1.8004566666014755e-10,5.2262916283994648e-14,8.9047606552729875e-15,8.015863574860627e-26,1.6822525197484725e-15
7.972038991426257e-13,0.22375924221408502,76.950000000000003,0.0,0.0,0.0,0.99911309000229309,9.499999875107358,2.9898236816821275e-06,4.7692211332065973e-05,4.7612519082667174e-05,9.8626814377569212e-08,7.1244709578740514e-12,0.00026722601949568709,0.00014232563522814228,2.6258615717050286e-08,5.2435739758170556e-16,6.6944012410453581e-15,9.9093164801668859e-14,0.00037892884657856257,1.8887588772060539e-09,1.0641211335498764e-16,2.2316025403974938e-17,1.6626448396353991e-19,0.0,4.4674450177594115e-10,7.4345052935983503e-09,8.8002575729199337e-11,8.8018752574573005e-11,1.2029366892427902e-14,4.1474784810030055e-15,4.548493056121429e-13,1.9109724726996372e-10,5.5735996905638666e-14,9.5651391336089061e-15,9.8700801023049967e-26,1.8639860244879824e-15
8.206161952535423e-13,0.2237592421966451,76.950000000000003,0.0,0.0,0.0,0.99908714187847891,9.4999998682835098,3.0775883909984227e-06,4.9091196089968503e-05,4.900650172211501e-05,1.0432157909343371e-07,7.3334644905477428e-12,0.00026859160820736142,0.00014824910754612737,2.7387485226039614e-08,5.5463417659973087e-16,7.3496294522918338e-15,1.0649068707917347e-13,0.00039469974782800306,2.0012437870783924e-09,1.10986824277381e-16,2.3278110266785976e-17,1.8424014381467354e-19,0.0,4.80597467652854e-10,7.8743797721855756e-09,9.5956363932331668e-11,9.597415327350734e-11,1.3198456423660646e-14,4.5908847517535992e-15,4.8009061725454498e-13,2.0247695875342869e-10,5.932133311945968e-14,1.0250734188168449e-14,1.2080029473080002e-25,2.0586554784257683e-15
8.44028491364459e-13,0.22375924217880572,76.950000000000003,0.0,0.0,0.0,0.99906119592617049,9.4999998613030652,3.1653507951467266e-06,5.0490100631566671e-05,5.0400249295137083e-05,1.1016577057078892e-07,7.5424461263746431e-12,0.00026984903850768024,0.00015420155336783842,2.8523521686095103e-08,5.8570540057764758e-16,8.0468827044022215e-15,1.1419083954213742e-13,0.00041054780559698505,2.1169775420320817e-09,1.1559057915842269e-16,2.4246307060355552e-17,2.0353356979289143e-19,0.0,5.1582986861306452e-10,8.3267095794576767e-09,1.0437375311231616e-10,1.0439326023891804e-10,1.4441135482141108e-14,5.0659911194063844e-15,5.056795527861342e-13,2.1418473476355306e-10,6.3018899130950502e-14,1.0961592530413546e-14,1.4700763050146785e-25,2.2667139043839807e-15
8.674407874753757e-13,0.2237592421605702,76.950000000000003,0.0,0.0,0.0,0.99903525203276444,9.4999998541673332,3.2531108943134595e-06,5.1888925462861695e-05,5.1793762622351693e-05,1.16158578191379e-07,7.7514158086576573e-12,0.00027100683138293603,0.00016018067677554489,2.9666226912505558e-08,6.1756675976813898e-16,8.787502924799229e-15,1.2219641703202784e-13,0.00042646690739955943,2.2359597863788716e-09,1.2022135911230216e-16,2.5220187477230593e-17,2.2419756723153303e-19,0.0,5.5244783445275443e-10,8.7914795330314955e-09,1.1326767878173643e-10,1.1328901238293412e-10,1.575963518793482e-14,5.573966009404799e-15,5.3159416694275015e-13,2.26220512071815e-10,6.682867027975126e-14,1.1697756729222076e-14,1.7793927520469189e-25,2.488612866895639e-15
8.908530835862923e-13,0.22375924214194184,76.950000000000003,0.0,0.0,0.0,0.99900931009452532,9.4999998468775928,3.340868688675546e-06,5.3287671055230738e-05,5.3187042519727001e-05,1.2229919567596789e-07,7.9603735910478475e-12,0.00027207283653048859,0.00016618436272581357,3.0815137042028189e-08,6.5021396749280958e-16,9.5728351421221901e-15,1.3051021298895418e-13,0.00044245142229646468,2.3581901655832743e-09,1.2487728434043785e-16,2.6199352728212501e-17,2.4628540824636788e-19,0.0,5.9045697787637098e-10,9.268674477950618e-09,1.226510606875943e-10,1.2267433285050053e-10,1.7156183938481776e-14,6.115978967342811e-15,5.5781367817977782e-13,2.3858423041273241e-10,7.0750623009478924e-14,1.2459265743411572e-14,2.1428337224891057e-25,2.7248023999650925e-15
