Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971)
4.516654975965521e-19,0.2659999634655027,76.950000000000003,0.0,0.0,0.0,0.99999999999925726,9.5,3.1607714202770857e-14,2.9339627840661412e-13,2.9339603571247348e-13,3.2948759304097946e-22,3.2865399470720278e-22,1.2445877729848057e-13,2.7740407082948338e-20,2.0591601026976875e-22,3.1053612599957071e-32,6.5751506320217078e-37,3.1665233531881355e-26,3.9194473564794015e-20,8.6815306540796387e-25,3.8333156057880427e-32,5.0900987998474622e-37,1.1445918977981444e-39,5.3344360299723444e-50,7.083743482876464e-34,3.240208980335856e-25,4.9219511514685252e-34,4.9219511545987731e-34,2.7644172720791378e-43,3.6580866410549423e-44,9.1450106744595907e-40,1.6220902342371695e-25,1.952034092781936e-34,1.2915398436598604e-35,2.9500536547594677e-78,1.3966763674500939e-43,1.4721062663457735e-38,2.7790696180028622e-78,4.1876956827346312e-22,6.073613246792188e-53,6.0730178701144484e-53,3.0654687119225568e-31,9.2864871716021556e-32,1.604173719626614e-24,3.0653941900693771e-31,3.1173222050813781e-40,2.7790696180011081e-78,3.8633158688759368e-47,3.2163342276327153e-49,7.736474137598452e-56,8.4288336468310047e-66,2.931660564809885e-39,1.5805653524083552e-75,2.5427791287715391e-30,3.5103723660827965e-60,1.3246647829350479e-76,4.1971450683690909e-39,8.0943183858334746e-87,1.5235358030276141e-81,2.7712692206251754e-90,3.739557939179723e-53,3.2006304444614039e-40,5.5765240710689503e-55,2.7702572285591321e-39,1.2448179712845517e-48,1.1013184550678577e-33,1.5559179939439832e-48,1.0873519020457611e-49,1.0603401778196894e-42,2.7725083478209206e-43,3.921829758593969e-58,1.8118479383431593e-43,5.266475972411784e-47,9.4738875325286139e-62,2.1792563810728004e-48,1.840848336401021e-35,8.6933678021991934e-63,2.4289912460524225e-19,9.8752062744605964e-34,3.4074132268999398e-34,9.8752062744605006e-34,3.2944735697579977e-57,1.6140326306241315e-52,9.3170577905821523e-53,1.307889844965808e-87,1.0684763620287287e-91,5.6933501366439496e-42,2.9148983198153922e-51,2.4776986412209503e-50,6.5836259195292161e-68
9.037234065724236e-19,0.26599996346550264,76.950000000000003,0.0,0.0,0.0,0.99999999999851374,9.5,6.3242889495141265e-14,5.8704746128745032e-13,5.8704697609487227e-13,1.3188090341311865e-21,1.3121498260632054e-21,2.4902554812839154e-13,1.1103386938292524e-19,8.2420047233484649e-22,2.4703216612790852e-31,5.2641186228822765e-36,1.2674345600261612e-25,1.5687996377677936e-19,3.4748747283970761e-24,3.0124706580385013e-31,4.0749585623564241e-36,9.1636947733103842e-39,8.5420357463986646e-49,5.6712994997830498e-33,1.2969280117144147e-24,3.9405536664637717e-33,3.9405536714762389e-33,4.4266623661379633e-42,5.8577027936410479e-43,7.3215617016902178e-39,6.492585226744168e-25,1.5628109439701601e-33,1.0340163712079666e-34,3.7837368949671266e-76,2.2365002148745334e-42,1.1785792668283082e-37,3.5644328809524229e-76,1.6761688250009078e-21,1.9451096882055982e-51,1.9447283900132851e-51,2.4542368072722477e-30,7.434829938608648e-31,6.420869601724527e-24,2.4541771449303135e-30,4.9917729701532067e-39,3.5644328809479255e-76,6.1863334344290904e-46,3.0021509087252361e-48,2.4777513930814544e-54,5.3990583342661306e-64,2.3471098608505451e-38,2.0248643543237249e-73,1.0177743150193155e-29,6.5283401532087141e-59,1.69702979975035e-74,3.3602679286131251e-38,2.0739354230083368e-84,1.9518043799128179e-79,7.1005776271876186e-88,1.197664487211438e-51,2.5624403645045293e-39,1.785987454390212e-53,2.2178902076729348e-38,1.9933285752242848e-47,4.4081439271643897e-33,2.4914938030352155e-47,1.7411797046578839e-48,8.4891686908850181e-42,2.2196993467802193e-42,1.2373183904981904e-56,1.4505646561358162e-42,7.5846308202773369e-46,6.068465792992673e-60,3.4896470633507047e-47,1.4737809297691585e-34,5.5685068667565013e-61,4.8600972522086026e-19,7.9061553683002656e-33,1.3638544201058398e-33,7.906155368300111e-33,1.0551177616655393e-55,2.5652249122958537e-51,1.4806693527914098e-51,3.3510180763440087e-85,2.7409308455210155e-89,4.5581418719657229e-41,2.3869231034919794e-50,3.9674768235753015e-49,4.21711975545771e-66
1.8078392245241664e-18,0.26599996346550264,76.950000000000003,0.0,0.0,0.0,0.99999999999702671,9.5,1.2651324007968995e-13,1.1743498238652912e-12,1.1743488548762843e-12,5.2769539049892363e-21,5.2239058401906133e-21,4.9815867721383947e-13,4.4427968541878292e-19,3.2978738489201911e-21,1.9520939889840561e-30,4.2128949980001482e-35,5.0713891416789639e-25,6.2772360670321714e-19,1.3904025104351724e-23,2.3251130052425122e-30,3.2608604740027754e-35,7.3337408240609298e-38,1.3672781220148509e-47,4.538759212697847e-32,5.1894013478122561e-24,3.1536405291102179e-32,3.1536405371334069e-32,7.0855200966673891e-41,9.3761329761805541e-42,5.8594626955547257e-38,2.5978773888253551e-24,1.2507185224939727e-32,8.2752605077893164e-34,4.8480969207591985e-74,3.5798513870217097e-41,9.432202474395512e-37,4.5671029870762387e-74,6.7068522642729709e-21,6.2264443128724852e-50,6.224003840542001e-50,1.9641319796521424e-29,5.9501133349289485e-30,2.5691794968464054e-23,1.9640842323712031e-29,7.9900744047254911e-38,4.5671029870647113e-74,9.9021447596362046e-45,3.0862974063299916e-47,7.9321170220482472e-53,3.4568644687716039e-62,1.8783993567728576e-37,2.5929356528967667e-71,4.0724229417201022e-29,1.335372384358657e-57,2.1731278307929224e-72,2.6892353248952987e-37,5.3115560478413423e-82,2.499380542381785e-77,1.8185290708010077e-85,3.8341320492387452e-50,2.050714885371372e-38,5.717552112127403e-52,1.774986211999399e-37,3.1906172822159723e-46,1.7638317487564955e-32,3.9880056205628464e-46,2.7870212926297985e-47,6.7939148982666634e-41,1.7764450771297758e-41,3.8463731116264211e-55,1.1608679715071294e-41,1.1461187203492363e-44,3.8854697670137708e-58,5.5856998906375108e-46,1.1794453601259703e-33,3.5653603376536329e-59,9.7223225568934763e-19,6.3273044089917519e-32,5.4572032406648256e-33,6.3273044089915012e-32,3.3777914239049307e-54,4.0454955359265096e-50,2.3347379443843679e-50,8.5819231908698514e-83,7.0239990352401191e-87,3.6478987492757798e-40,1.9322036220570329e-49,6.3503251840351574e-48,2.7001057165183687e-64
3.616070860427653e-18,0.26599996346550264,76.950000000000003,0.0,0.0,0.0,0.99999999999405265,9.5,2.5305394124801874e-13,2.3489545364214124e-12,2.3489526045055667e-12,2.1111251287365316e-20,2.0690718678859115e-20,9.9642328509270569e-13,1.7774046752910966e-18,1.3193629951680306e-20,1.5235269034790931e-29,3.3709564453932318e-34,2.0288858790146246e-24,2.5112984229593947e-18,5.5625153832327815e-23,1.7364703643694608e-29,2.6086321397010911e-34,5.8681068653543423e-37,2.1880776756837928e-46,3.6316905478522949e-31,2.0760984318348577e-23,2.5233915415169147e-31,2.5233915543565558e-31,1.1339066862138162e-39,1.5004845190369349e-40,4.688441469595567e-37,1.0393181986315006e-23,1.0007565198409586e-31,6.6214448258024473e-33,6.2087106775823597e-72,5.7289102093069096e-40,7.5471732916390497e-36,5.848856066195628e-72,2.6831725515027357e-20,1.9925453855325673e-48,1.9909842739351468e-48,1.5715986289075251e-28,4.7609783550634575e-29,1.0278353323909818e-22,1.5715604249888459e-28,1.2786678066499918e-36,5.8488560661661019e-72,1.5846599254755085e-43,3.5635775846149311e-46,2.5387969195150241e-51,2.2128536363800404e-60,1.5030018929828926e-36,3.3196539584021401e-69,1.6292343323913355e-28,3.0665407917925423e-56,2.7821872212144516e-70,2.1517964135797299e-36,1.3600448006275345e-79,3.1998825976068553e-75,4.6564157755814831e-83,1.2271762361466998e-48,1.6408575846691626e-37,1.8299940173779863e-50,1.4202586261270732e-36,5.1060053443549665e-45,7.0564754580817787e-32,6.382084837732726e-45,4.460140896747821e-46,5.4361640144957925e-40,1.4214435495086027e-40,1.1636562267060586e-53,9.288313732620308e-41,1.7798000358265327e-43,2.4872214641173549e-56,8.9389126634183916e-45,9.4369180833985178e-33,2.2823089793813993e-57,1.9446826335627534e-18,5.0627684950492749e-31,2.1832438952422843e-32,5.0627684950488738e-31,1.0811170113667355e-52,6.2885588375547579e-49,3.6281952057402327e-49,2.1972460823539534e-80,1.799067380132639e-84,2.9188731458736201e-39,1.5549663678908116e-48,1.0161878781948774e-46,1.7284312432876809e-62
7.232534132234625e-18,0.26599996346550264,76.950000000000003,0.0,0.0,0.0,0.99999999998810463,9.5,5.0613534358160214e-13,4.698163912184278e-12,4.6981600720299675e-12,8.4451874105729637e-20,8.1148751249011894e-20,1.9929458997260461e-12,7.1101704228109887e-18,5.2778711891676124e-20,1.1616230156743577e-28,2.6970217951255529e-33,8.1162039681001133e-24,1.0045973220397736e-17,2.2251872143909529e-22,1.2250764988897476e-28,2.0862216377053067e-33,4.6949311679161442e-36,3.5012405423043614e-45,2.9056180351930149e-30,8.3050694359951092e-23,2.0189048649383167e-30,2.0189048854835946e-30,1.8144121807092489e-38,2.4010130111690384e-39,3.7510790020135723e-36,4.1575957799620869e-23,8.0066791187491447e-31,5.2976254195017205e-32,1.3916055721759975e-69,9.1671328114225558e-39,6.038277091635037e-35,1.3109486199256799e-69,1.0733523085867591e-19,6.3746676262222813e-47,6.3646898132630054e-47,1.2573896826303288e-27,3.8091181822437041e-28,4.1116458496380884e-22,1.2573591184504158e-27,2.0460630776882801e-35,1.3109486199124662e-69,2.5356958278917226e-42,4.6018127093067679e-45,8.1249130597241711e-50,1.4163618451975949e-58,1.2025109045907988e-35,4.2495674078858074e-67,6.5174675327387587e-28,7.8817006206035572e-55,3.5615435811270373e-68,1.7215998877619909e-35,3.4820524978928151e-77,4.0962562817925011e-73,1.1921584120269534e-80,3.9273511863480282e-47,1.3127692691351915e-36,5.8565493402209534e-49,1.1363147441172937e-35,8.1703722007416581e-44,2.8228198476537412e-31,1.0212302444225054e-43,7.1369496999390659e-45,4.3493439306567454e-39,1.1372909504712565e-39,3.3559621645890409e-52,7.4307264708454595e-40,2.8044076443989435e-42,1.5919783543283944e-54,1.4303632997742187e-43,7.5495524701918504e-32,1.4608220472078621e-55,3.8896046569546899e-18,4.0505411717307688e-30,8.7337443198902774e-32,4.0505411717301277e-30,3.4599156056547182e-51,9.5165074294616313e-48,5.4876128123476595e-48,5.6245278002874005e-78,8.3830952778930856e-82,2.335320083113064e-38,1.2476847376710948e-47,1.6258391567419335e-45,1.1063069568490015e-60
1.446546067584857e-17,0.2659999634655026,76.950000000000003,0.0,0.0,0.0,0.99999999997620859,9.5,1.0122981482364719e-12,9.3965824741468474e-12,9.396574880142135e-12,3.3782121192994824e-19,3.1232863431534013e-19,3.9859647248449658e-12,2.8441623683406831e-17,2.1112261362477807e-19,8.4914725101470821e-28,2.1577207896333023e-32,3.246613651183605e-23,4.0185223824125626e-17,8.901110837848769e-22,7.9124868849505067e-28,1.6676466353401831e-32,3.7561231276313172e-35,5.6021421307867765e-44,2.324588347143211e-29,3.3221628210261601e-22,1.6152004910681023e-29,1.6152005239414595e-29,2.9031332731071469e-37,3.8417955539321711e-38,3.0009571613566262e-35,1.6630936917368306e-22,6.4054342171853492e-30,4.2382480702951432e-31,1.7873922440284843e-67,1.4667979227169049e-37,4.8307952651678219e-34,1.6837956411075911e-67,4.2935514376918326e-19,2.038627485793024e-45,2.0322596723929887e-45,1.0059457385194389e-26,3.047397368883574e-27,1.6447011897292476e-21,1.0059212889860665e-26,3.2738240915705186e-34,1.6837956410735915e-67,4.0572621084457489e-41,6.482847574943824e-44,2.6000505113199793e-48,9.0649981675698624e-57,9.6204674625156119e-35,5.4396183791427187e-65,2.6070929424510403e-27,2.2131008289715377e-53,4.558920101830187e-66,1.3773441820531292e-34,8.9143388419348592e-75,5.2434021426203087e-71,3.0520245453138507e-78,1.2568020575926672e-45,1.0501989725379445e-35,1.874164133269015e-47,9.0909488596482595e-35,1.307304454880806e-42,1.1291738386988049e-30,1.6340284214529731e-42,1.1419694950544676e-43,3.4796399830142394e-38,9.0992097309930362e-39,8.9639562864631297e-51,5.9438554879308672e-39,4.4522113610848258e-41,1.0189033833174045e-52,2.2886713571332775e-42,6.0388107995789813e-31,9.3496102936205521e-54,7.7795337735142636e-18,3.2404936541933285e-29,3.4936862728385635e-31,3.2404936541923039e-29,1.1072167763756856e-49,1.3732783450093693e-46,7.9116005861357194e-47,1.4394297264143536e-75,2.1557409590335094e-79,1.8683445136131677e-37,9.9964245315276244e-47,2.6007492898030824e-44,7.0806504777115272e-59
2.893131376307646e-17,0.26599996346550264,76.950000000000003,0.0,0.0,0.0,0.99999999995241651,9.5,2.0246237574970239e-12,1.8793418894697065e-11,1.8793403988620093e-11,1.351312096634693e-18,1.1608702706369676e-18,7.9718967612901823e-12,1.1376708685241502e-16,8.4450104240897324e-19,5.7871764720540043e-27,1.7262190829325732e-31,1.2986718496090354e-22,1.607417319024838e-16,3.5605166170350264e-21,4.5525600568256434e-27,1.3318985749316117e-31,3.0049696446672385e-34,8.963246811010436e-43,1.8596885258896148e-28,1.3288920582845366e-21,1.2921909410539026e-28,1.2921909936501815e-28,4.6448949667323126e-36,6.1469630787472651e-37,2.4007451114709606e-34,6.6524117731593416e-22,5.1241279653943291e-29,3.390593395190816e-30,2.2880307761078201e-65,2.3468789786476794e-36,3.8646387676370524e-33,2.1554173481905184e-65,1.7174295137724204e-18,6.515006864114877e-44,6.4744847297818645e-44,8.0475367376605525e-26,2.4379088133698104e-26,6.5787460140407559e-21,8.0473411842917987e-26,5.2381130472505705e-33,2.1554173481034706e-65,6.4916002143757785e-40,9.6684693346105548e-43,8.320007040682142e-47,5.8014954991013448e-55,7.6964342928194741e-34,6.9625899076925823e-63,1.0428582736432273e-26,6.5874192520224481e-52,5.8353160187497176e-64,1.1018997223861698e-33,2.2820313953066432e-72,6.7115097370614493e-69,7.8130564300902933e-76,4.0217674617422498e-44,8.4007305865766499e-35,5.9972898221686971e-46,7.2729306878560289e-34,2.0916712401224416e-41,4.5167868872930163e-30,2.6144381131680378e-41,1.8271959796094547e-42,2.7837775198169812e-37,7.280260874077819e-38,2.1541832551045494e-49,4.7535853902479122e-38,7.0949660921179706e-40,6.5209358980307692e-51,3.6618830430941126e-41,4.8293755526524653e-30,5.9837182068255556e-52,1.5559732279298097e-17,2.592307472605935e-28,1.3975400518534011e-30,2.5923074726042956e-28,3.5430945682838353e-48,1.8355757227829636e-45,1.0560186264390797e-45,3.6823430938020427e-73,5.5191448147081416e-77,1.4947106993557197e-36,8.0032010946909078e-46,4.1589843849820949e-43,4.5316193088697718e-57
5.786301993753224e-17,0.26599996346550264,76.950000000000003,0.0,0.0,0.0,0.99999999990483224,9.5,4.0492749758213789e-12,3.7587089264173734e-11,3.7587060174591757e-11,5.4053014294268595e-18,4.0608397000432595e-18,1.5943338401396187e-11,4.5505919694564485e-16,3.3779858197631307e-18,3.5625888826712897e-26,1.380994022225029e-30,5.1947399943960525e-22,6.4295399890386603e-16,1.4242210215162538e-20,2.320496882465821e-26,1.0619483350049807e-30,2.4040039587837924e-33,1.4340070060127388e-41,1.4877264087688813e-27,5.3156214539051973e-21,1.0337648246653373e-27,1.0337649088126783e-27,7.4311700678427525e-35,9.8350543637424132e-36,1.9204947252669893e-33,2.6609131096537909e-21,4.0988054388127447e-28,2.7123700480208558e-29,2.9287489418355299e-63,3.7548704982572869e-35,3.0916050300733306e-32,2.7589997277837316e-63,6.8695799200571546e-18,2.0792371177285705e-42,2.0535966534440598e-42,6.437753508895879e-25,1.9502430838697093e-25,2.6313711075650677e-20,6.4375971404047989e-25,8.3806435814829822e-32,2.7589997275608823e-63,1.0386102845323887e-38,1.4906279281406632e-41,2.6621983909508318e-45,3.7126761766826861e-53,6.1570247368364901e-33,8.911444027853934e-61,4.1714746025096035e-26,2.0288529837105676e-50,7.4686426484699386e-62,8.8152740240279732e-33,5.8415621840596895e-70,8.5902704890253008e-67,1.9999966774641041e-73,1.2869154209186674e-42,6.7189678970363139e-34,1.9190344392060248e-44,5.818412003135693e-33,3.3464955181496796e-40,1.8067328602419857e-29,4.1829178970743264e-40,2.9235455031012323e-41,2.227047603606149e-36,5.8254302247866723e-37,4.5966590620541286e-48,3.8003370069439562e-37,1.1326856754665453e-38,4.173173255489839e-49,5.858817765153332e-40,3.860688804900465e-29,3.8293848218449123e-50,3.1121490330023261e-17,2.0736322397797542e-27,5.5905139529338251e-30,2.0736322397771301e-27,1.1337461370073218e-46,2.206341088854996e-44,1.2670827324055612e-44,9.4131475499435869e-71,1.4129217544654698e-74,1.1957821375145968e-35,6.4051025015489351e-45,6.6470468179533106e-42,2.9001240389812961e-55
8.679472611198801e-17,0.26599996346550264,76.950000000000003,0.0,0.0,0.0,0.99999999985724797,9.5,6.0739261939489844e-12,5.6380757428254591e-11,5.6380714329580456e-11,1.1486297055411587e-17,7.8975019038944136e-18,2.3914357631102653e-11,9.6698344843721898e-16,7.1781639552997021e-18,8.8850030768026191e-26,3.9487968517367663e-30,1.1038855165583809e-21,1.3662527407880099e-15,3.0264785717898716e-20,5.3422955405467689e-26,3.0306541702189081e-30,6.8739693057390106e-33,5.2778827987250065e-41,4.2539115674476051e-27,1.1295728133349554e-20,2.9559299820797514e-27,2.9559302917849633e-27,2.7350379600601958e-34,3.6199259302619165e-35,5.4912274154052513e-33,5.6543417358438508e-21,1.1719161471758346e-27,7.755481952823331e-29,1.5111273687855118e-62,1.3820131139780129e-34,8.8398507322059165e-32,1.4235429818715441e-62,1.4597595489403467e-17,9.4827209967884209e-42,9.3424015851509893e-42,1.84074289129821e-24,5.5763173810468769e-25,5.5914540581838442e-20,1.8406981920393283e-24,3.0845635582870188e-31,1.4235429817347262e-62,3.8226820511598173e-38,5.4402425587409182e-41,1.2154237668660887e-44,2.0397991967069563e-52,1.7604974711564477e-32,5.7489698940045753e-60,8.8644087274312152e-26,9.1930021061089648e-50,4.8181868796738318e-61,2.520620445897469e-32,4.3379555322777307e-69,5.541811064450451e-66,1.4852023381214807e-72,5.8754871684580741e-42,1.9209321869477611e-33,8.7614196579068463e-44,1.6637069953231981e-32,1.2316969593209476e-39,3.8393184286510594e-29,1.5395541125280807e-39,1.076061022492768e-40,6.3679822907583133e-36,1.6659033104577263e-36,1.8214696490330938e-47,1.0862393001868334e-36,4.1666928975042607e-38,2.2928200290099478e-48,2.1563924014478922e-39,1.1034500781862211e-28,2.103938538050714e-49,4.6684609368408146e-17,5.9289187831377233e-27,1.1880317544791602e-29,5.9289187831280634e-27,5.1761840306168323e-46,7.1750006476591426e-44,4.117749676419885e-44,6.9876741830257962e-70,8.4567360030287199e-74,3.4191989744714567e-35,1.8316596165138302e-44,2.4452511232133188e-41,1.5933913250104759e-54
1.1572643228644378e-16,0.26599996346550264,76.950000000000003,0.0,0.0,0.0,0.9999999998096637,9.5,8.098577411879838e-12,7.5174423594260173e-11,7.5174366453587459e-11,1.9594297705893683e-17,1.2463570893585811e-17,3.1884954472793291e-11,1.649530799449427e-15,1.2245000902631965e-17,1.6738824399571565e-25,8.3291820948236794e-30,1.8831017219473959e-21,2.3306251822700149e-15,5.1628242557142421e-20,9.5338758048543926e-26,6.3813523193126714e-30,1.4499215661005204e-32,1.3385350161138005e-40,8.9726144341397765e-27,1.9269211537184901e-20,6.2349223199635812e-27,6.2349231054128022e-27,6.9363529984739819e-34,9.1808452588079899e-35,1.1582218352661684e-32,9.6454754367379971e-21,2.4717433059645825e-27,1.6358155073248548e-28,8.2437641967872282e-62,3.5050157748791646e-34,1.8645388467516909e-31,7.7659586543921221e-62,2.4901339725828235e-17,2.8237357953841806e-41,2.7756655399398947e-41,3.8825557118152594e-24,1.1761751592062296e-24,9.5380223641916266e-20,3.8824614518750331e-24,7.8229538643144524e-31,7.7659586536304837e-62,9.6949261608040153e-38,1.3728882397281827e-40,3.6227199102742032e-44,7.0130626030816782e-52,3.7133437794213014e-32,2.2450728281529993e-59,1.5121660091655652e-25,2.727229907447398e-49,1.8815858957995406e-60,5.3167186108115637e-32,1.899719561809946e-68,2.1641998595992034e-65,6.5041522061389392e-72,1.7512849928413771e-41,4.0512763223994561e-33,2.6114725348126182e-43,3.5092453241260782e-32,3.1237656609116175e-39,6.549435236535047e-29,3.9045531621060567e-39,2.72912616851274e-40,1.3431939012815903e-35,3.5142406106051874e-36,4.8430205459645441e-47,2.2903885424280315e-36,1.056372900575779e-37,7.8830296749380593e-48,5.4689776698106783e-39,2.3266029564326069e-28,7.2336366158074196e-49,6.2249089342958225e-17,1.2505078967698084e-26,2.0267149461675022e-29,1.2505078967673587e-26,1.5428462974526831e-45,1.6432981504784725e-43,9.4262249217642854e-44,3.059068350289981e-69,4.8979435039517841e-73,7.2120911691850866e-35,3.863753594160172e-44,6.1986940328049296e-41,5.4783247193590622e-54
1.7358984463535531e-16,0.2659999634655026,76.950000000000003,0.0,0.0,0.0,0.99999999971449527,9.5,1.2147879847279788e-11,1.1276175170857311e-10,1.1276166593501562e-10,4.0567551764462483e-17,2.2836026900350282e-17,4.7825156906792391e-11,3.4150394233402371e-15,2.5351338358401278e-17,3.8685907943568612e-25,2.2749692473381142e-29,3.8987287669964037e-21,4.8251156517733189e-15,1.0688987614867198e-19,2.0672552079044748e-25,1.7378796232691089e-29,3.9601919141267163e-32,4.6806228346514166e-40,2.4506433718592995e-26,3.9894509738460173e-20,1.7029533139862544e-26,1.7029535886435219e-26,2.4254994398201855e-33,3.2105411106332878e-34,3.1632910313515568e-32,1.996913545244472e-20,6.7503295001407904e-27,4.4677315609738333e-28,1.1449207179073105e-60,1.2256792072669298e-33,5.0924387085038032e-31,1.0785615345872915e-60,5.1553482294868427e-17,1.2339062124990048e-40,1.2082161765986706e-40,1.0603978513220294e-23,3.212351571305032e-24,1.9746066156276702e-19,1.0603721168365966e-23,2.7356234365694466e-30,1.078561534466974e-60,3.3902275080556977e-37,4.7750525324013587e-40,1.5856492137039468e-43,3.7715783402360017e-51,1.0142031175307925e-31,1.4602162351597957e-58,3.1307517929407212e-25,1.1872629123093513e-48,1.2238010008062913e-59,1.4521592113177961e-31,1.4738783288644947e-67,1.407683586938426e-64,5.0462168290273639e-71,7.6654764243325757e-41,1.1062888115912236e-32,1.1430478554112207e-42,9.5848516999798769e-32,1.0923450090320845e-38,1.3559792723280852e-28,1.3653870160277004e-38,9.5438911925391548e-40,3.6686842985678567e-35,9.6001447609872e-36,1.7889606026762012e-46,6.2520968810463273e-36,3.6924538858844928e-37,4.239488926247438e-47,1.9124668273020975e-38,6.3506092414975908e-28,3.8902526798528382e-48,9.3381243166189853e-17,3.4151901263706859e-26,4.1963039010547454e-29,3.4151901263621188e-26,6.7531283832458729e-45,4.9329588188999775e-43,2.8277963571817437e-43,2.3718869663320591e-68,8.1987590094238691e-72,1.9698483206266413e-34,1.0553900925398891e-43,2.1659471315002652e-40,2.9462652278565267e-53
2.3145325698426685e-16,0.2659999634655027,76.950000000000003,0.0,0.0,0.0,0.99999999961932684,9.5,1.619718228195622e-11,1.5034907360888714e-10,1.5034895794781021e-10,6.8994815713951077e-17,3.4757422075431399e-17,6.3763806255336019e-11,5.8079149332970765e-15,4.3115345201865609e-17,7.0586478178300139e-25,4.7600153437783603e-29,6.6307220168606944e-21,8.2060139796248575e-15,1.8179183114599581e-19,3.6132120309314185e-25,3.626855719335206e-29,8.286053799879181e-32,1.1694981848411481e-39,5.1274592409180647e-26,6.7850160460351884e-20,3.5631510454669534e-26,3.5631517317229833e-26,6.0602953352887224e-33,8.0221718252789408e-34,6.6183402747026434e-32,3.3961284105310672e-20,1.4122514622718117e-26,9.3476352445037146e-28,5.2630463627415862e-60,3.0625510674515474e-33,1.0654717464384643e-30,4.9580021360659138e-60,8.7676364044130292e-17,3.5902917444432319e-40,3.5050664338262096e-40,2.2186157898068423e-23,6.7210366443127759e-24,3.3580928793210044e-19,2.2185619647777257e-23,6.8353658932296777e-30,4.9580021354420116e-60,8.4709729822537049e-37,1.1893870035027587e-39,4.6196247911493289e-43,1.2569468045598071e-50,2.1220023774155424e-31,5.481925073018697e-58,5.3245923728216917e-25,3.4484046559007819e-48,4.5943781482287535e-59,3.0383983918750095e-31,6.1558804450789797e-67,5.2848287433505741e-64,2.1076357946005009e-70,2.2332964854958369e-40,2.3142789965090714e-32,3.3301901605080121e-42,2.0054732127192469e-31,2.7293664129009895e-38,2.3061672990798033e-28,3.4116172177997304e-38,2.3847584954407451e-39,7.6761203482616898e-35,2.0089791224480996e-35,4.6207233182277624e-46,1.3074674888351182e-35,9.223488094935676e-37,1.4128980052608072e-46,4.7786056257073084e-38,1.3280053159307575e-27,1.2965094487137429e-47,1.2451840120936387e-16,7.1450951264910076e-26,7.1372124516505229e-29,7.145095126469603e-26,1.9674887138505317e-44,1.0961982524927061e-42,6.2810895533101063e-43,9.9024782125317489e-68,4.2507512297344171e-71,4.121584187272139e-34,2.2083399794929439e-43,5.4084700324388553e-40,9.8191041906636333e-53
