Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993)
1.3514962378397158e-22,0.38442389909917657,76.950000000000003,0.0,0.0,0.0,0.99999999999951172,9.5,9.3178011844921927e-16,9.0076922446457895e-15,9.0074240430697915e-15,2.6913699417464696e-27,2.6914409051523163e-27,4.6934395257765479e-13,4.1469327583893222e-23,1.262806384874691e-27,5.4893757775544314e-40,1.6338244599385738e-44,2.0490521582105231e-30,1.2209067269163935e-22,6.6583875145893434e-29,5.1509677914851342e-40,3.8458721029255411e-44,2.1834403697871299e-45,3.2055409049642502e-58,6.5049028270669548e-38,6.6350255137609874e-28,3.1271876221186367e-39,3.1271876221190465e-39,3.5083954237509077e-52,5.8062256471405755e-53,4.592308372688592e-40,2.279732904129456e-28,5.4800518600685514e-41,4.5346110988553677e-42,2.4656550352356356e-92,4.5396636122332173e-52,1.4066778847332011e-42,2.2302721154364077e-92,1.4546766530823315e-24,5.2526799282733047e-65,5.2526797315807833e-65,7.8969148226046756e-36,2.3066344581311917e-36,1.0423932359084063e-25,7.8961937691073227e-36,1.8583323850042326e-47,2.230272115436283e-92,7.4345269982183756e-55,5.3182769191219868e-52,1.1775247650877887e-66,1.1510411076648998e-79,1.2146558405050483e-43,5.0092033857459996e-93,1.6528054066057618e-31,2.4768537333817509e-66,2.8110219704591287e-92,3.3557930124226714e-43,3.5563758552572475e-106,1.086213524431326e-97,2.6728037940248883e-110,7.5606975628202745e-62,6.2016097378357859e-43,1.1420374368164542e-62,4.1671912330598792e-43,4.9821590862868972e-56,1.0569571237857935e-34,4.6751766832704704e-56,4.0829183834558679e-57,2.7075571648979903e-47,7.9317694408448045e-46,4.2724891737982165e-68,8.588263887460154e-47,6.1996044054380031e-49,7.6911911948071801e-73,9.7144637409519942e-55,3.9379915785559673e-40,6.5588952015858124e-74,2.6820157683249048e-19,1.2727952363344697e-38,1.1199864206581644e-36,1.2727952363344697e-38,3.7928594659953887e-64,6.7004789545120844e-60,5.1547449715589309e-60,3.279439930876247e-106,3.1561350375205228e-107,9.106708252717597e-47,7.575979965889514e-57,4.0227641754820677e-58,4.5727949285772524e-77,6.3128384362980103e-48,3.0553976404986147e-87,7.7303057368665518e-58,9.1520498375396471e-70,4.3114875850278394e-82,9.7795529831153878e-83,1.3973598549541731e-71,6.0217530757217693e-63,2.6055847034779097e-88,6.0217531629716901e-63,2.0390968766947164e-78,3.1884197366357317e-64,1.174988857940617e-76,2.3227263596743438e-71,2.5287497869499137e-81
2.7041666687618292e-22,0.38442389909917657,76.950000000000003,0.0,0.0,0.0,0.999999999999023,9.5,1.8643697765315809e-15,1.8023210459944898e-14,1.8022673823777994e-14,1.0772493679194351e-26,1.0772741014819882e-26,9.3909567541341868e-13,1.6598538247149236e-22,5.0545165065007265e-27,4.3946618171799171e-39,1.3080532858467664e-43,8.2015486169126373e-30,4.886808680928503e-22,2.6650902316975301e-28,4.1234794957617848e-39,3.0790360214050543e-43,1.7480799210529978e-44,5.1330431301235225e-57,5.2078775195602336e-37,2.6557393430427031e-27,2.5036515616341503e-38,2.5036515616348059e-38,5.6180037751325895e-51,9.2975259890194464e-52,3.6766390158272214e-39,9.1248727693766106e-28,4.3873735874598105e-40,3.6304461139704914e-41,3.1624475565149782e-90,7.2693765235848049e-51,1.1261976277035415e-41,2.8605455755333636e-90,5.8224976073161421e-24,1.6822718842515802e-63,1.6822717582607455e-63,6.3223335175106826e-35,1.8467100981567044e-35,4.1722894968043347e-25,6.3217562362934809e-35,2.97575304425957e-46,2.8605455755330436e-90,1.1904929670401669e-53,4.257857855908995e-51,3.7712507664363651e-65,7.372963417065398e-78,9.7246323485736721e-43,6.4173074973312232e-91,6.6155289615626276e-31,3.9661954034400795e-65,3.6012098086627219e-90,2.6866748753855694e-42,9.1122012937070969e-104,1.3915518569349622e-95,6.8483029043725602e-108,2.4214590300929667e-60,4.9650585403198999e-42,3.6575948725593008e-61,3.3362868170891435e-42,7.9779457990301495e-55,4.2305830048631244e-34,7.4863739941707637e-55,6.5379890657519423e-56,2.1676920425164445e-46,6.3502384005419029e-45,1.3672716527696464e-66,6.8758331081079726e-46,4.9677405144052365e-48,4.9265710265267658e-71,1.5555798998482689e-53,3.1527877191437068e-39,4.2012819928065044e-72,5.3663617023223023e-19,1.0190101021462626e-37,4.4828644671649049e-36,1.0190101021462628e-37,1.2147363027681736e-62,1.0729094457015868e-58,8.253902207893026e-59,8.4026317161317266e-104,8.0964948127083591e-105,7.2909038701276785e-46,1.0370364428638094e-55,6.4416639042783093e-57,2.9290910130473694e-75,5.0541092250786147e-47,3.9142793647615773e-85,1.2378561028683579e-56,2.9311202504590898e-68,2.7617113251344327e-80,6.2642653310142638e-81,4.4753140994351884e-70,9.6426504086267041e-62,3.3380226205377766e-86,9.6426506880613737e-62,1.3061378063078897e-76,5.1098938120770307e-63,3.7662240054166743e-75,7.4389785791925518e-70,8.1065239792803036e-80
5.409507530606056e-22,0.38442389909917657,76.950000000000003,0.0,0.0,0.0,0.99999999999804556,9.5,3.7295490926944722e-15,3.6054246890484e-14,3.6053173385138995e-14,4.310400653733317e-26,4.3104702485710871e-26,1.8785991200797455e-12,6.6415773545280699e-22,2.022464982731884e-26,3.5167824782687159e-38,1.0468402886382043e-42,3.281687747971024e-29,1.9553600074838387e-21,1.0663832367548227e-27,3.2993539577927331e-38,2.4641644136480096e-42,1.3989952140227249e-43,8.216212797817354e-56,4.1678847935550062e-36,1.0626416632749509e-26,2.0036821601082958e-37,2.0036821601093466e-37,8.9924647259641411e-50,1.4882096556141516e-50,2.94242861445122e-38,3.6511376754278809e-27,3.5112322715936681e-39,2.905460253395569e-40,4.0520397782150521e-88,1.1635736582586066e-49,9.0130037587987571e-41,3.6652131781950605e-88,2.3297574569368121e-23,5.3855339302014024e-62,5.3855331235155864e-62,5.0597882956577207e-34,1.4779293300674296e-34,1.6694592629936446e-24,5.0593262952557433e-34,4.7631428167810995e-45,3.6652131781942407e-88,1.9055640505483459e-52,3.4075844651249351e-50,1.2073079560383714e-63,4.7207137924670645e-76,7.7826613883837794e-42,8.2176929440491085e-89,2.6470732971288963e-30,6.3485030652479573e-64,4.6115347359419082e-88,2.1501564350611975e-41,2.3337326206867516e-101,1.7819539020856742e-93,1.7539243977146324e-105,7.7519279287789291e-59,3.9735556641848654e-41,1.1709226333420223e-59,2.6700434192974573e-41,1.2769908839150631e-53,1.69278426086837e-33,1.1983073844611502e-53,1.0465040349617546e-54,1.7348124397641556e-45,5.0821206754860078e-44,4.3702652999955913e-65,5.5027561381565795e-45,3.9825645993387178e-47,3.1543529698475605e-69,2.4899409047829158e-52,2.5231883539881546e-38,2.6899696082632744e-70,1.0735053583148159e-18,8.1551777822624864e-37,1.7937297195546914e-35,8.1551777822624881e-37,3.8887910778196422e-61,1.7172251786964754e-57,1.3210319683491606e-57,2.1520041983640286e-101,2.0748544408246506e-102,5.8349389500163141e-45,1.2848960528933405e-54,1.0310857188802541e-55,1.875419412130706e-73,4.0448234270556902e-46,5.0124358397357569e-83,1.9813759145746376e-55,9.3835297943668439e-67,1.7682506312501632e-78,4.0108432062382904e-79,1.4327028438049185e-68,1.5434519499514896e-60,4.2745094716931007e-84,1.5434520394081848e-60,8.3628545044316142e-75,8.1928211475480027e-62,1.2076807595296276e-73,2.3814743574190997e-68,2.5996469784007035e-78
1.082018925429451e-21,0.3844238990991765,76.950000000000003,0.0,0.0,0.0,0.99999999999609068,9.5,7.4599077250129268e-15,7.2116319751325679e-14,7.2114172507639327e-14,1.7244409377472356e-25,1.7244452795336235e-25,3.7576060053915991e-12,2.6570634121073396e-21,8.091176871975828e-26,2.8135081597734671e-37,8.376313333789435e-42,1.3128887898829026e-28,7.8227132743417477e-21,4.2662273340602257e-27,2.6388923447040464e-37,1.9717056269836213e-41,1.1194087275142798e-42,1.3148616098532894e-54,3.3349410784456062e-35,4.2512586037080802e-26,1.6032501574307268e-36,1.6032501574324087e-36,1.4390871186867348e-48,2.3816199648271214e-49,2.3543899431601301e-37,1.4606928163446387e-26,2.8095192789798969e-38,2.3248096365618338e-39,5.1892409606450948e-86,1.8620966752079893e-48,7.2117723857061823e-40,4.6938518363377752e-86,9.3205468633009208e-23,1.7237330496671321e-60,1.7237325332780825e-60,4.0485993879544499e-33,1.182568011021531e-33,6.6789241257413582e-24,4.0482297174697889e-33,7.6225792402280205e-44,4.6938518363356771e-86,3.0495228742236222e-51,2.7265919133325334e-49,3.8641979914241027e-62,3.021902493957943e-74,6.2273115614456921e-41,1.0520912726282644e-86,1.0590016858745712e-29,1.0159695635632925e-62,5.9040359408607969e-86,1.7204518310450621e-40,5.9756474748562782e-99,2.2813924133470066e-91,4.4910180669041887e-103,2.4811385185258341e-57,3.1794480121824495e-40,3.7477402700484396e-58,2.1364404083125199e-40,2.0436011502199413e-52,6.7722393181300598e-33,1.917681942860181e-52,1.6747471681740013e-53,1.3881135302944649e-44,4.0664686729476282e-43,1.3944325476830719e-63,4.4030408845548706e-44,3.1976386784880508e-46,2.0192172200376246e-67,3.9847160977892829e-51,2.0189340151110558e-37,1.721948370670838e-68,2.1472437396124123e-18,6.5253812590271005e-36,7.176086985293984e-35,6.5253812590271032e-36,1.244674798621347e-59,2.7477076509061274e-56,2.1136655397772079e-56,5.5103219420781366e-99,5.3143833998159566e-100,4.6688376906105209e-44,1.4133807755856187e-53,1.650072788052631e-54,1.2005248651489573e-71,3.2364732917783431e-45,6.4172995326858733e-81,3.1708465440283979e-54,3.003360902307016e-65,1.1319221926145501e-76,2.5674880809935796e-77,4.5856130885284926e-67,2.4700253365092593e-59,5.4725503767807189e-82,2.4700256228308237e-59,5.353370405716773e-73,1.3154912467983707e-60,3.8780796450885019e-72,7.6223203146133114e-67,8.3484672300908627e-77
2.1641552701671418e-21,0.38442389909917657,76.950000000000003,0.0,0.0,0.0,0.99999999999218092,9.5,1.492062498962053e-14,1.4424046547206303e-13,1.4423617075175341e-13,6.8983251423907999e-25,6.8981544973787918e-25,7.515619759932108e-12,1.0629118631123528e-20,3.2367341503216327e-25,2.2502970818113055e-36,6.7016872166543778e-41,5.2519825714867924e-28,3.1293399710134641e-20,1.7066298209098964e-26,2.1095688863810472e-36,1.577513799946817e-40,8.9561201362441185e-42,2.1039926276322126e-53,2.6682061826705409e-34,1.7006418414080039e-25,1.2827219106535449e-35,1.2827219106562351e-35,2.3027736121176785e-47,3.8109795956280043e-48,1.8836907868489084e-36,5.8432467817834997e-26,2.2478288099691447e-37,1.8600242930678846e-38,6.6439121778896691e-84,2.9796577620737428e-47,5.7699657044726296e-39,6.0096533603853775e-84,3.7285221672003756e-22,5.5165245173898741e-59,5.5165212121492003e-59,3.2391870349991839e-32,9.4614423459415182e-33,2.671787072840352e-23,3.2388912705803502e-32,1.2197367493756311e-42,6.0096533603800045e-84,4.8797329626862126e-50,2.18149122280379e-48,1.2366733655381912e-60,1.9342242159530032e-72,4.9823222708189946e-40,1.3468218424319095e-84,4.2363515018637543e-29,1.6257243024687396e-61,7.5579797789794471e-84,1.3764921508627081e-39,1.5299311311915156e-96,2.9204970068259083e-89,1.1498250088801996e-100,7.9404778803755509e-56,2.5437995383840121e-39,1.1994029545512876e-56,1.7093146130459352e-39,3.2700944304325859e-51,2.7091161977293396e-32,3.0686032309358198e-51,2.6798680720356421e-52,1.1105962666746481e-43,3.2534838012617019e-42,4.4351502508775933e-62,3.5227670285360149e-43,2.5759265568554497e-45,1.2924370571526593e-65,6.3761943446914515e-50,1.6153005269011153e-36,1.1021646729124305e-66,4.2947205227373055e-18,5.220800645347048e-35,2.8706684924347932e-34,5.2208006453470523e-35,3.9833780471839035e-58,4.3954624530648647e-55,3.3808793059680347e-55,1.4107948318528955e-96,1.360835034745837e-97,3.7354248022044927e-43,1.3882694534320167e-52,2.6403848729560954e-53,7.6841798395250979e-70,2.5894244797791725e-44,8.2150277574005991e-79,5.0738705990410147e-53,9.6117652151437884e-64,7.2450758536760899e-75,1.6433678823555688e-75,1.4675504468662552e-65,3.9524416695026908e-58,7.0056186479759995e-80,3.9524425858276948e-58,3.4265230287183546e-71,2.1189955510758251e-59,1.2492375192672435e-70,2.4393989165274968e-65,2.6894939586634555e-75
4.328427959642523e-21,0.38442389909917657,76.950000000000003,0.0,0.0,0.0,0.99999999998436151,9.5,2.9842059518718502e-14,2.8848875690975389e-13,2.8848016723643512e-13,2.759442338367099e-24,2.759223672085829e-24,1.503164720468032e-11,4.2518204395500456e-20,1.2947463379616026e-24,1.7991670917443292e-35,5.3616045215727831e-40,2.1008785141326868e-27,1.2517869178821538e-19,6.8267970679983263e-26,1.6849490803331889e-35,1.2620701927971735e-39,7.1652362537929221e-41,3.3665593777212023e-52,2.1346662721739218e-33,6.8028441749155742e-25,1.0262262449473008e-34,1.0262262449516055e-34,3.684625114437897e-46,6.09787746478086e-47,1.5070241543509332e-35,2.3373938115361319e-25,1.7983483741378928e-36,1.488090058019798e-37,8.5052853521022996e-82,4.7676948553428398e-46,4.6161916711192975e-38,7.693331177450139e-82,1.4914695479458621e-21,1.7653799240343294e-57,1.7653778085702307e-57,2.5914726303635953e-31,7.5695131573570914e-32,1.0687583090384705e-22,2.5912360076748928e-31,1.9516780517150748e-41,7.6933311774363854e-82,7.8079698158264918e-49,1.7452927531558348e-47,3.9575627058621039e-59,1.2379695928677331e-70,3.9860470207638179e-39,1.7240247340767813e-82,1.6946095546883034e-28,2.6013156021155473e-60,9.6747347494445123e-82,1.1012459960813012e-38,3.9168353051631954e-94,3.738438026359056e-87,2.9437112464123522e-98,2.5410864569124698e-54,2.0351356241302661e-38,3.8382911537803451e-55,1.3675166083184812e-38,5.2324170488874995e-50,1.0836905746337731e-31,4.9100148230382834e-50,4.2880070086561629e-51,8.8851919221941887e-43,2.6029105557830174e-41,1.4020574392602405e-60,2.8183471912147199e-42,2.0889567473333493e-44,8.2720388497014865e-64,1.0202429813731557e-48,1.2923016957808009e-35,7.0542305792583788e-65,8.5896741711058934e-18,4.1768387371397805e-34,1.148314186513478e-33,4.1768387371397873e-34,1.2747479636568111e-56,7.0288866201615148e-54,5.40543201651618e-54,3.6118294658455942e-94,3.4841894490324488e-95,2.9884817087023382e-42,1.2511365493643056e-51,4.2248301185939951e-52,4.9181377106579159e-68,2.0716379276837262e-43,1.0515801481330262e-76,8.1186058861228627e-52,3.0759265345603154e-62,4.637096174105969e-73,1.0518115978939884e-73,4.6964082588434654e-64,6.3242253807930668e-57,8.9676745130293576e-78,6.324228313185154e-57,2.1930918453434325e-69,3.4353529655380292e-58,4.0497509577640612e-69,7.8064868401828413e-64,8.7199486896371331e-74
8.656973338593286e-21,0.3844238990991766,76.950000000000003,0.0,0.0,0.0,0.99999999996872257,9.5,5.9684928576445529e-14,5.7698533977000078e-13,5.7696816019161261e-13,1.103799391334851e-23,1.1035916145583939e-23,3.0063701836845534e-11,1.7007627613776099e-19,5.1790906745954717e-24,1.437521577844043e-34,4.2893857029585109e-39,8.4036850314760138e-27,5.0072494955585029e-19,2.7307743849774004e-25,1.3435546173079037e-34,1.0096789044889398e-38,5.7323250648730394e-40,5.3866316957254915e-51,1.7077735374920158e-32,2.7211930324710634e-24,8.2100048295039323e-34,8.2100048295728084e-34,5.8955498817216589e-45,9.7568519477657505e-46,1.2056479151897886e-34,9.3497653844193037e-25,1.4387127777096003e-35,1.1905002746209826e-36,1.0887455070736315e-79,7.6285055803839586e-45,3.6930409462115085e-37,9.8480878741697388e-80,5.9659995123068306e-21,5.6493597007904751e-56,5.6493461614959439e-56,2.0732272840540156e-30,6.0557541752527392e-31,4.2751201482683011e-22,2.0730379815365267e-30,3.1227642546771348e-40,9.8480878741345281e-80,1.2493069246492608e-47,1.3962944231891766e-46,1.2664532785267239e-57,7.9232165429902069e-69,3.1889132768156668e-38,2.2068109374187245e-80,6.7785761276106353e-28,4.1622889310045386e-59,1.2383993132568682e-79,8.810177046813212e-38,1.0027368794964176e-91,4.7853309529686227e-85,7.5361046105519614e-96,8.1316902417282513e-53,1.6281461565989165e-37,1.2282854272696215e-53,1.0940392542707953e-37,8.3720796419629408e-49,4.3348504902015315e-31,7.8562232542137096e-49,6.8609856859010969e-50,7.1083222522010216e-42,2.082377792676266e-40,4.3801512047370448e-59,2.2547309143689091e-41,1.7161943666797041e-43,5.2942461271526292e-62,1.6324302674470746e-47,1.033865779077532e-34,4.5148280543690624e-63,1.7179581796318268e-17,3.3415502082099805e-33,4.5933507124964027e-33,3.3415502082099914e-33,4.0793006269235358e-55,1.1233052782937987e-52,8.6353422649307711e-53,9.246530562235231e-92,8.9201032661315364e-93,2.3908421144628673e-41,1.0675422588146152e-50,6.7598983049630577e-51,3.1476921361325086e-66,1.6573496808462198e-42,1.3460587925008696e-74,1.2990099767177076e-50,9.8432236002396546e-61,2.9678207796403816e-71,6.7317737430139491e-72,1.5028901359569666e-62,1.0119008495929805e-55,1.1478932135385704e-75,1.0119017879817992e-55,1.403616242185334e-67,5.6400284778768052e-57,1.3292229007848166e-67,2.4981414495234318e-62,2.86282185435601e-72
1.731406409649481e-20,0.38442389909917657,76.950000000000003,0.0,0.0,0.0,0.99999999993744482,9.5,1.1937066669002385e-13,1.1539785054299619e-12,1.1539441460452249e-12,4.4152424721639821e-23,4.4134491726443048e-23,6.0127810071851163e-11,6.8031201174133702e-19,2.0716573067419365e-23,1.1470878339879261e-33,3.4315496910800245e-38,3.3615082085441414e-26,2.0029201338209617e-18,1.0923208655792983e-24,1.0678251556821507e-33,8.077507653862465e-38,4.5859144778184658e-39,8.6187192625078539e-50,1.3662350193199566e-31,1.0884882853179815e-23,6.568081811052353e-33,6.5680818111625547e-33,9.4329990144330305e-44,1.5611161225099258e-44,9.6452973858210964e-34,3.7399441315556647e-24,1.1509837689455513e-34,9.5241147596875474e-36,1.3936383986153899e-77,1.2205763522387602e-43,2.9544677434979084e-36,1.2605951828406508e-77,2.3864240342284108e-20,1.8078159681695231e-54,1.807807302952996e-54,1.6586014634166613e-29,4.8446606939761721e-30,1.7100654024941327e-21,1.6584500198081122e-29,4.996486201339884e-39,1.2605951828316367e-77,1.9989164418001125e-46,1.1170921227034466e-45,4.0527032596615124e-56,5.0709256934374932e-67,2.5511608484025117e-37,2.8247556803807862e-78,2.7114580318746199e-27,6.6599969523842459e-58,1.5851722669960944e-77,7.0482252234551026e-37,2.5670407917393783e-89,6.1253097796885569e-83,1.9292688728737045e-93,2.6021749970083533e-51,1.3025308026354626e-36,3.9305648857110694e-52,8.7524179023353942e-37,1.3395496005439925e-47,1.7339578337807789e-30,1.2570116225658605e-47,1.0977716651731417e-48,5.6867252795149916e-41,1.6659218789377676e-39,1.3380866101624828e-57,1.8038055685221023e-40,1.4449553974057302e-42,3.3883626235307503e-60,2.6119215845643503e-46,8.2710225172409999e-34,2.8895284388641119e-61,3.4359398360643774e-17,2.6732717392473562e-32,1.8373593870132055e-32,2.6732717392473742e-32,1.3053933169057319e-53,1.7930218277071515e-51,1.377350275042681e-51,2.3671423867978687e-89,2.2836204468841645e-90,1.9126963896241763e-40,8.8314062683852417e-50,1.0815969069917181e-49,2.0145497995430513e-64,1.325895480534135e-41,1.7229783752544069e-72,2.078442390138538e-49,3.1498729532673681e-59,1.8994306327207075e-69,4.3083924115209905e-70,4.8093116199329271e-61,1.6190589221209404e-54,1.4693230373597058e-73,1.6190619249962363e-54,8.983263644032262e-66,9.4828019745878481e-56,4.4664901280539154e-66,7.9941577568530459e-61,9.6242418088287784e-71
3.4628245612297863e-20,0.3844238990991765,76.950000000000003,0.0,0.0,0.0,0.9999999998748893,9.5,2.3874214290967757e-13,2.3079648365078043e-12,2.3078961175254773e-12,1.7661059658298098e-22,1.7646193609003591e-22,1.2025602242456355e-10,2.7212617815449399e-18,8.2866710783009927e-23,9.1300158230618466e-33,2.7452566746810604e-37,1.3446101231668013e-25,8.0117209715421595e-18,4.3693056850634021e-24,8.4322614663116851e-33,6.4620133557863383e-37,3.6687533535000274e-38,1.3790035082711477e-48,1.0929944611637303e-30,4.3539752838698403e-23,5.2544966255309026e-32,5.2544966257072264e-32,1.5092892004105479e-42,2.4978015495659265e-43,7.7162830481849371e-33,1.495985208049204e-23,9.2079229828134715e-34,7.6193362705637597e-35,3.1227438792457839e-75,1.952934384563546e-42,2.3635880972380363e-35,2.824632197282687e-75,9.5457443156204487e-20,5.7850306087290486e-53,5.7849751515831792e-53,1.3268889676638808e-28,3.8757513260592583e-29,6.8402959813777268e-21,1.3267678123825356e-28,7.9944283026501415e-38,2.8246321972423573e-75,3.1982864646771982e-45,8.9374832501390494e-45,1.2968732475404591e-54,3.2454133254889929e-65,2.0409407095250727e-36,3.6157107261987135e-76,1.0845887279911889e-26,1.0656862814350357e-56,2.0290336662918291e-75,5.638613539185484e-36,6.5716672392188636e-87,7.8404587769166195e-81,4.9389617300938885e-91,8.3270142389547236e-50,1.0420282958712819e-35,1.2577889454501335e-50,7.0019758635224032e-36,2.1432924263291945e-46,6.9358666043595777e-30,2.0112311214127564e-46,1.7564458207567272e-47,4.5494072006154307e-40,1.3327452096223137e-38,3.9254429012219154e-56,1.4430521051787769e-39,1.2711452307205276e-41,2.1685663801652095e-58,4.1791009274904618e-45,6.6168542775025435e-33,1.8493104245360631e-59,6.8719036744897422e-17,2.1386298363247997e-31,7.3494782207268708e-32,2.1386298363248282e-31,4.1772858281578208e-52,2.8552230428911305e-50,2.1900707493744677e-50,6.0599181511209089e-87,1.1035750807471732e-87,1.5301661889855814e-39,7.186852010264419e-49,1.7305642138900299e-48,1.2893203961200524e-62,1.0607226790799968e-40,2.2054269913300612e-70,3.3255289631884332e-48,1.0079659757914831e-57,1.2156436865769485e-67,2.7573891578944739e-68,1.538989824723467e-59,2.5905010666461514e-53,1.8807460169145875e-71,2.5905106758566011e-53,5.7493267994037417e-64,1.6640237185983064e-54,1.5655559163003347e-64,2.558147339392874e-59,3.3761493161486816e-69
6.925660864390397e-20,0.3844238990991766,76.950000000000003,0.0,0.0,0.0,0.99999999974977827,9.5,4.7748509531897352e-13,4.6159374976955709e-12,4.6158000595780921e-12,7.0644417817670277e-22,7.0523485829193337e-22,2.4051243066079489e-10,1.0885073956499866e-17,3.3146766234875471e-22,7.2303435378650561e-32,2.1962128608513848e-36,5.3784541764150033e-25,3.2046962877921519e-17,1.7477267181611152e-23,6.5756746665830766e-32,5.1695762427951318e-36,2.9350113924959709e-37,2.2064115294917855e-47,8.7439809911704311e-30,1.7415945403495695e-22,4.2036097671438572e-31,4.203609767425978e-31,2.4148696367113111e-41,3.9964947773388395e-42,6.1730437160225151e-32,5.9839556217685106e-23,7.3663573488611336e-33,6.0954859015155432e-34,4.0105246342322382e-73,3.1247043229418006e-41,1.8908758911604194e-34,3.6276612658015441e-73,3.8183071379146734e-19,1.8512040385239214e-51,1.8511685466130405e-51,1.0615142007676258e-27,3.1006098959737984e-28,2.7361250147450396e-20,1.0614172767740627e-27,1.2791124516884736e-36,3.6276612656977818e-73,5.1172740465833072e-44,7.1511169987057222e-44,4.1500059925089445e-53,2.0770704522219323e-63,1.632757283865029e-35,4.6281230503515579e-74,4.3383659348780483e-26,1.7053594528371218e-55,2.5971705734550196e-73,4.5109040568358927e-35,1.6823516815538366e-84,1.003584529757428e-78,1.2643784885190842e-88,2.6646530165052575e-48,8.3362106268201169e-35,4.0249373263440312e-49,5.6015972981099848e-35,3.4292769876216134e-45,2.7743536905503189e-29,3.2179791863688982e-45,2.8103222140095858e-46,3.639536528490075e-39,1.0661990078984131e-37,1.0765910314681171e-54,1.1544436490926025e-38,1.201196935523853e-40,1.3878868910929059e-56,6.6865821711338612e-44,5.2934943269023993e-32,1.1835624663705054e-57,1.3743833453581252e-16,1.7109085522803418e-30,2.939801397625163e-31,1.710908552280387e-30,1.3367357090486927e-50,4.5253611132793374e-49,3.4610678732660555e-49,1.5513405470441821e-84,2.8361413954403416e-85,1.2241365789224236e-38,5.7992720609686253e-48,2.7689056566296464e-47,8.2516770193521062e-61,8.4858066156202432e-40,2.8229556146194013e-68,5.3208632423889282e-47,3.2255017733716362e-56,7.7801451324368265e-66,1.7647344484383087e-66,4.9247835881052624e-58,4.1447839108898305e-52,2.4073626786523652e-69,4.1448146601210606e-52,3.6795810321234344e-62,3.1320950699959908e-53,5.8819162807225587e-63,8.1860987016523585e-58,1.2700473645827647e-67
