Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971)
4.6239681769117356e-20,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.9999999999992697,9.5,1.5400327534046372e-14,1.9833198171047836e-13,1.9833145860048239e-13,2.9206498945263357e-23,2.919350467214192e-23,3.1822132053076556e-13,7.9900142742345108e-21,1.6579875101670741e-23,5.5106463290693314e-34,1.6639843575084467e-38,5.6806700100468695e-27,1.4406297681197435e-20,1.594758980404657e-25,6.2346476377946126e-34,1.9833697762067618e-38,1.0004707637842119e-40,1.3825424121872725e-51,1.2686073720397519e-34,1.3900043240974316e-25,4.7273921319763585e-35,4.7273921323374976e-35,3.162579258070825e-45,4.4867535218800256e-46,3.0048009242318698e-39,5.8585227834195116e-26,8.3975773858682361e-36,5.9568246288548853e-37,3.2811741779100811e-81,2.1310006547046698e-45,3.444451429554392e-39,3.0485938716112999e-81,1.6010995802284047e-22,1.215216412782129e-55,1.2152029447828425e-55,3.5077840847891512e-32,1.0514368328589758e-32,1.6294822742412574e-24,3.5076467226540801e-32,7.2351871296935563e-42,3.0485938716098921e-81,1.0658260427181185e-48,2.2759562746542141e-49,4.245491975169432e-58,6.8025008883100136e-69,5.1589910315235124e-40,1.5985788744368813e-79,3.5524382984766411e-30,3.6865876808973297e-61,4.0576677694714573e-80,9.6833986437677695e-40,2.9893825149178071e-91,4.1775463063079949e-85,8.0021485241643176e-95,4.3816591906098064e-55,2.2109308062917892e-40,1.4386443295058546e-56,7.8501249881139682e-40,4.6255752495686607e-50,1.7383766792615861e-33,5.251657537937533e-50,3.7252650853124127e-51,2.1947206897795275e-43,2.1638290680869826e-43,2.9842050016239634e-60,7.5830663989736537e-44,3.0808553317816745e-47,2.7532719566824499e-64,1.3626006287418322e-49,2.6200253940483062e-36,2.473251234747609e-65,5.2312649380529467e-19,1.1914102594020094e-34,2.0768642992241673e-34,1.1914102594020107e-34,1.5453155497113218e-58,6.0820865012546798e-54,3.8638279401201751e-54,6.4519954964330529e-92,6.0539810003551134e-95
9.251953702369876e-20,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999999853872,9.5,3.0814035022491285e-14,3.9683627608459284e-13,3.9683522944295466e-13,1.1690210994587176e-22,1.1679781204738571e-22,6.3671906891682806e-13,3.198087769792551e-20,6.6362706142095272e-23,4.403385378085092e-33,1.3321992834307222e-37,2.2737484293431897e-26,5.7662731055188737e-20,6.3831919821959893e-25,4.9645963256803623e-33,1.5878903771703921e-37,8.0098493991757902e-40,2.2138685395277597e-50,1.015657206555351e-33,5.5636397495731948e-25,3.7847881604219438e-34,3.7847881610002368e-34,5.0642461951574092e-44,7.1846510485981868e-45,2.405667466472951e-38,2.3449357489893216e-25,6.7231660300875853e-35,4.7690811536670224e-36,4.2084318789134181e-79,3.4123771533315391e-44,2.7576552655958233e-38,3.9101245285073792e-79,6.4085705106470448e-22,3.8919432436026287e-54,3.8918569765896984e-54,2.8083598576193113e-31,8.4178869650118528e-32,6.5221749229131616e-24,2.8082498845941816e-31,1.1585724995022738e-40,3.9101245285037692e-79,1.7067101594072622e-47,1.8332190727886e-48,1.359700196209819e-56,4.3573217072627544e-67,4.1303294452347807e-39,2.0479437638267144e-77,1.4219011105812885e-29,5.9380582429151442e-60,5.1982892680667358e-78,7.7526067518739038e-39,7.6594381731043152e-89,5.3518666686374337e-83,2.0503218712029938e-92,1.4033106172779201e-53,1.7700871377577567e-39,4.6075350244850957e-55,6.2848731978199599e-39,7.4069455631256795e-49,6.9580370542053435e-33,8.4094932456883421e-49,5.9652777693677709e-50,1.7571110331267937e-42,1.7323789832261982e-42,9.4699794027042896e-59,6.0710563508882494e-43,3.1302335403642824e-46,1.7636004271402257e-62,2.1819361608088029e-48,2.0976108771953372e-35,1.5842339759072552e-63,1.0467076202725223e-18,9.5385242853773892e-34,8.3128707648942095e-34,9.538524285377408e-34,4.9491702200873994e-57,9.7188673153228257e-53,6.1728801716471314e-53,1.653135572210807e-89,1.5530184164003108e-92
1.8507924753286157e-19,0.22586492006194267,76.950000000000003,0.0,0.0,0.0,0.99999999999707689,9.5,6.1641449999325436e-14,7.9384486455708475e-13,7.9384277095040157e-13,4.6776071048806534e-22,4.6692547513605296e-22,1.2737144278556956e-12,1.2796515199161261e-19,2.6553724466076231e-22,3.5105451088105574e-32,1.0661643394905188e-36,9.097955411809516e-26,2.3072600487784608e-19,2.5541082411219018e-24,3.9307767886660616e-32,1.2707766194333069e-36,6.4103138734477483e-39,3.5436293599245498e-49,8.1283435029803209e-33,2.2261805953620916e-24,3.0289807995894588e-33,3.0289808005151036e-33,8.1060882852882138e-43,1.1500119387130596e-43,1.925264591617829e-37,9.3827963000235483e-25,5.3805729860223004e-34,3.8167134576268798e-35,5.3922580671415504e-77,5.4620245148307717e-43,2.2069619168929331e-37,5.0100372632098443e-77,2.5642626421659202e-21,1.2459319543634076e-52,1.2458767222869006e-52,2.2475409348393308e-30,6.7368665248780535e-31,2.6097189396696297e-23,2.2474529233242813e-30,1.8544701414492364e-39,5.010037263200593e-77,2.7318471735956062e-46,1.4848514195893562e-47,4.3528681347291179e-55,2.7898761108584743e-65,3.3055184196364137e-38,2.6224957170259852e-75,5.6894565467025853e-29,9.6158925342128639e-59,6.6566727035760306e-76,6.2044414423970994e-38,1.9616630334299179e-86,6.8533380838669275e-81,5.2510911046734773e-90,4.4924817965559343e-52,1.4166047181370588e-38,1.4750309787574067e-53,5.0298086519484709e-38,1.1855931789635232e-47,2.7841211454086514e-32,1.3460661934704648e-47,9.5483291991694126e-49,1.4062228438804309e-41,1.3864297368140203e-41,2.9771367925606363e-57,4.8586780384258524e-42,3.5674199486071884e-45,1.1291863570535708e-60,3.4925182487824695e-47,1.6787221659648954e-34,1.0143428188611049e-61,2.0938702792043664e-18,7.6337150604697909e-33,3.326231990548892e-33,7.6337150604698197e-33,1.5844002639539434e-55,1.5491627093446479e-51,9.8352278737167883e-52,4.2338351643161336e-87,3.9798273326612967e-90
3.7019866855118716e-19,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999999415323,9.5,1.2329627995277124e-13,1.5878620404013078e-12,1.5878578532553071e-12,1.8713474186735359e-21,1.8646704853393985e-21,2.5477045944006419e-12,5.1194380726972108e-19,1.0623217154083779e-21,2.7876016298785172e-31,8.5309350444528223e-36,3.6397745879642428e-25,9.2305403099946779e-19,1.0218096091781736e-23,3.0794133367806514e-31,1.0167851272448312e-35,5.1292250453289784e-38,5.6709540084227657e-48,6.5039082791826156e-32,8.9061719663581911e-24,2.4236448427413781e-32,2.4236448442227096e-32,1.2972368524634644e-41,1.8403931064371897e-42,1.5405033673210597e-36,3.7537285979131929e-24,4.3052708523007267e-33,3.053949239767113e-34,6.9055902384063403e-75,8.7410135676488541e-42,1.7659042027654337e-36,6.4160995245902108e-75,1.0258717779340539e-20,3.9877328801745179e-51,3.9873793501806962e-51,1.7983734771413528e-29,5.3905145213173937e-30,1.0440570447873266e-22,1.7983030550823487e-29,2.9677547912891877e-38,6.4160995245665116e-75,4.3718430627335948e-45,1.2164625369125412e-46,1.393209070484915e-53,1.785900144581555e-63,2.6449162746171885e-37,3.3575135574328662e-73,2.2761530877738734e-28,1.5744254162109822e-57,8.5223662088521527e-74,4.9644956101690861e-37,5.0229373430304089e-84,8.7741562735701337e-79,1.344568501895552e-87,1.4378958782168615e-50,1.1334942731292598e-37,4.721089317577194e-52,4.0246111132334106e-37,1.8973335262720187e-46,1.1138297471895721e-31,2.1541428980782751e-46,1.5280435068541893e-47,1.1251919222675636e-40,1.1093545084478209e-40,9.1978181925977942e-56,3.8876611738691389e-41,4.5544412848593249e-44,7.2283329293918336e-59,5.5891643834034483e-46,1.343226320083233e-33,6.4931779008581757e-60,4.1881972210570231e-18,6.1081265634492888e-32,1.3307100939790023e-32,6.1081265634493326e-32,5.0711448875159244e-54,2.4586494055958124e-50,1.5596209551701178e-50,1.0840848142848102e-84,1.0193609025921519e-87
7.404375105878384e-19,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999998830591,9.5,2.4660593985877249e-13,3.1758963877040932e-12,3.1758880150251621e-12,7.485998806966515e-21,7.4327361531619046e-21,5.0956827221612845e-12,2.0479408798335599e-18,4.2496313354935644e-21,2.1968458592301601e-30,6.8253967664907402e-35,1.4560283282457649e-24,3.6925147985698427e-18,4.0875710810122802e-23,2.3646224889898021e-30,8.13458547523496e-35,4.103769651422344e-37,9.0744281149220633e-47,5.2036182631700057e-31,3.5627587140681197e-23,1.9390999690654773e-31,1.9390999714358457e-31,2.0757863275072902e-40,2.9449272333395054e-41,1.2325183986079328e-35,1.5016129275022997e-23,3.4445356606324794e-32,2.4433891034753907e-33,8.8413960961085508e-73,1.3987031904736335e-40,1.4128564695833363e-35,8.2146891630799051e-73,4.1038190552807965e-20,1.276152541174663e-49,1.2759262972549941e-49,1.4388341869078056e-28,4.3128174638626646e-29,4.1765643461067463e-22,1.438777844751438e-28,4.7488869003603833e-37,8.214689163019224e-73,6.9956546680026321e-44,1.018636028836491e-45,4.458727359454072e-52,1.1430955550449296e-61,2.1161328346691689e-36,4.298070203671964e-71,9.1053533056778334e-28,2.6331710776899287e-56,1.0909778246709413e-71,3.9719732524896283e-36,1.2860080089929402e-81,1.1232114898576413e-76,3.4424599669434566e-85,4.6017468557336278e-49,9.068739463663647e-37,1.5109059361925813e-50,3.2199945853826646e-36,3.0360374968559123e-45,4.4556815803203188e-31,3.4469752632951585e-45,2.4451182344682551e-46,9.0023899711620961e-40,8.8756798959225047e-40,2.7522418902073926e-54,3.1103931120105244e-40,6.3640654833243344e-43,4.6266223735320188e-57,8.9435667589531007e-45,1.0746727374189294e-32,4.156073731767672e-58,8.3768576007135286e-18,4.8869567293822148e-31,5.3232792422109514e-32,4.8869567293822866e-31,1.6229356662670238e-52,3.8701624631070221e-49,2.4509808424719248e-49,2.7754991513832163e-82,2.6102359924289996e-85
1.4809151946611408e-18,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999997661115,9.5,4.9322525966721397e-13,6.3519650649043693e-12,6.3519483272050483e-12,2.9945213019689576e-20,2.952182754883266e-20,1.019163015638084e-11,8.1920887549584132e-18,1.6999206121106772e-20,1.706308950083978e-29,5.4605777679302277e-34,5.82435030728485e-24,1.4770645606410926e-17,1.6350949597834598e-22,1.7503947286178612e-29,6.507228765576559e-34,3.2831715673581106e-36,1.4519755064790606e-45,4.1630883911516535e-30,1.4251614651132719e-22,1.5513536074993715e-30,1.5513536112921418e-30,3.3214149239937578e-39,4.7121190694596009e-40,9.860594267152141e-35,6.0066904078277349e-23,2.7557464606185372e-31,1.9548004482719829e-32,1.9813767630189464e-70,2.2380349016724316e-39,1.1303371820296266e-34,1.8409303293632428e-70,1.6415927953023539e-19,4.083543586681496e-48,4.0820960529766786e-48,1.1511200727561279e-27,3.4504119705739477e-28,1.6706907381905482e-21,1.151074998235559e-27,7.5985932428881459e-36,1.8409303293360907e-70,1.1193598073477524e-42,8.8754873081522694e-45,1.4268611293662101e-50,7.3161686039231794e-60,1.6929848827413975e-35,5.5018007615397414e-69,3.6422894894298506e-27,4.5775758967814795e-55,1.3965203862507861e-69,3.1777289023517356e-35,3.2923433558568142e-79,1.4377844300264464e-74,8.8131355697128568e-83,1.4726340498207662e-47,7.255214810939346e-36,4.8351437636084028e-49,2.5761179295462146e-35,4.8578911403979166e-44,1.7823451432036264e-30,5.5154281138877328e-44,3.912387850828846e-45,7.2022536936275526e-39,7.100882845898042e-39,7.7929651457526006e-53,2.4883827970222031e-39,9.4438612819229893e-42,2.9611902366121661e-55,1.4310415404413553e-43,8.5976244188793251e-32,2.6600240909713791e-56,1.675420434379391e-17,3.9097373817565159e-30,2.1294028651665772e-31,3.9097373817566315e-30,5.1936588427049145e-51,5.9970784494476633e-48,3.7861295098568222e-48,7.1053650910696637e-80,1.229048068207044e-82
2.9618705628077457e-18,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999995322175,9.5,9.8646389926985281e-13,1.2704102350755668e-11,1.2704068906125533e-11,1.1978328358168131e-19,1.164399910893217e-19,2.0383489739735194e-11,3.276895688107761e-17,6.7998120536951739e-20,1.2896608881781828e-28,4.3685677167962044e-33,2.3297875223400071e-23,5.9083667604294532e-17,6.5405128658999082e-22,1.2172117403709058e-28,5.2047092566052107e-33,2.6265995808970631e-35,2.3231979946335524e-44,3.3305436099026418e-29,5.7007617568203389e-22,1.2411123242685784e-29,1.2411123303371246e-29,5.3143601984817195e-38,7.5395689004339414e-39,7.8886290250287295e-34,2.4027204735364669e-22,2.2046288767245545e-30,1.5638716672235123e-31,2.5447788151983383e-68,3.5809340002307903e-38,9.0428856562866017e-34,2.3643966116004278e-68,6.5664917868217087e-19,1.3065384632691738e-46,1.3056126624644485e-46,9.2091484126388184e-27,2.7603858212513809e-27,6.6828750662439737e-21,9.2087878294249451e-27,1.2158019090758916e-34,2.3643966115305672e-68,1.7910152472034925e-41,8.2622061908808692e-44,4.5660332474288462e-49,4.6824298411783407e-58,1.3544172486217246e-34,7.0424298622911025e-67,1.4569454066022856e-26,8.4900592403933418e-54,1.7875778150318112e-67,2.542242582291075e-34,8.4285495821651507e-77,1.8404042048406181e-72,2.2562041000990411e-80,4.712537811894432e-46,5.8041157332688273e-35,1.5472806780312269e-47,2.0609432124298442e-34,7.7727724957848733e-43,7.129525519476826e-30,8.8248683409920029e-43,6.2599787784092037e-44,5.7619394241483937e-38,5.6808440599543469e-38,2.025976746798007e-51,1.9906737772653914e-38,1.4518882560055627e-40,1.8952043905685898e-53,2.2897185292140574e-42,6.8779977953626029e-31,1.7024542786033179e-54,3.3509001764724803e-17,3.1278423818441319e-29,8.5178209357823699e-31,3.127842381844318e-29,1.6620092224815959e-49,9.0249258339937907e-47,5.6654533254131645e-47,1.8188707002047006e-77,3.1599067256983501e-80
5.923781299100956e-18,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999990644295,9.5,1.9729411784181532e-12,2.5408376656427026e-11,2.5408309882209387e-11,4.7913796444506463e-19,4.5307091528577721e-19,4.0767067767082133e-11,1.3107664228619679e-16,2.7199455021185579e-19,9.2862114412709358e-28,3.4948985478340118e-32,9.3192448857191998e-23,2.3633613946431736e-16,2.6162317283369567e-21,7.7023762321675292e-28,4.1619023576597795e-32,2.1013045746003022e-34,3.7170939848008185e-43,2.6644566593815188e-28,2.2803278304724303e-21,9.9290161021371739e-29,9.9290161992338598e-29,8.5029601805348745e-37,1.2063420911299366e-37,6.3109243059718302e-33,9.6109430758775309e-22,1.7636910400120834e-29,1.2511028837669268e-30,3.2574795462375816e-66,5.7295259429258453e-37,7.2343520766579051e-33,3.026578798617159e-66,2.6266130416224751e-18,4.1795078745778833e-45,4.1735909189521525e-45,7.3673569547613206e-26,2.2083200245612673e-26,2.6731581388141144e-20,7.3670685191826425e-26,1.9452952169665675e-33,3.0265787984383022e-66,2.8656416586969429e-40,8.4685041832742276e-43,1.4611227292144773e-47,2.996739942344291e-56,1.0835421689806566e-33,9.0142660100772529e-65,5.8278406650699433e-26,1.7314724297132417e-52,2.28808843290552e-65,2.0338167926422416e-33,2.1576983417613891e-74,2.3557250214420804e-70,5.77586032974965e-78,1.5080223221957481e-44,4.6430375042852127e-34,4.9513249095630884e-46,1.6487740588925521e-33,1.2436430933835591e-41,2.8518391356605614e-29,1.4119837472718411e-41,1.0016090370369156e-42,4.6096057766072034e-37,4.5447338955079807e-37,4.7105100589294268e-50,1.5924303963965421e-37,2.2756075439519053e-39,1.2129368052738357e-51,3.6635765007685336e-41,5.5020395778086631e-30,1.0895768378988493e-52,6.7019012343272697e-17,2.502268777125614e-28,3.407191977955907e-30,2.5022687771259104e-28,5.3184655828187054e-48,1.2901587698647271e-45,8.0223614758700874e-46,4.6555942660988548e-75,8.0898347987965401e-78
8.885692035394166e-18,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999985966415,9.5,2.9594184575094766e-12,3.8112650703842939e-11,3.8112550676536143e-11,1.0181711562875429e-18,9.447210999855704e-19,6.1150504656044579e-11,2.7853793649595629e-16,5.7798912231624805e-19,2.5048189788532847e-27,9.9932689003376467e-32,1.980345462674291e-22,5.0221442552829465e-16,5.5595090106200834e-21,1.9461100792136267e-27,1.1897332778259923e-31,6.0084360356130975e-34,1.3681297164813462e-42,7.6186878028941178e-28,4.8457110364786603e-21,2.8390866413865196e-28,2.8390866771244213e-28,3.1296408830030701e-36,4.4401450181448411e-37,1.8045265800225039e-32,2.0423261405931763e-21,5.0430152463075209e-29,3.5773679395898261e-30,1.6807406649934632e-65,2.1088446947661797e-36,2.0685719033109081e-32,1.561604299393623e-65,5.5815541490945491e-18,1.9079461225909639e-44,1.904696736359825e-44,2.1066019670228468e-25,6.3144099398944906e-26,5.6804500159222059e-20,2.1065194978762368e-25,7.1599762570525324e-33,1.5616042992838142e-65,1.0547460258029553e-39,2.7267714568928958e-42,6.6709349492439145e-47,1.6464941454559378e-55,3.0982554590462893e-33,5.8154275379332999e-64,1.2384198107627574e-25,7.0332648016534428e-52,1.4761282348629307e-64,5.8154603012733828e-33,1.6023411636879129e-73,1.5197668988375526e-69,4.2892475717251344e-77,6.8850917470999823e-44,1.3275716359288506e-33,2.2605969857487209e-45,4.7144775660823694e-33,4.5774165434154795e-41,6.0601761745727373e-29,5.1970293215237862e-41,3.6865963181030623e-42,1.3180630925467709e-36,1.2995145831647971e-36,1.9160783353336129e-49,4.5531600922209926e-37,8.3366690447215117e-39,6.6642404326778074e-51,1.3484397703668475e-40,1.5731746037887032e-29,5.9864649533759042e-52,1.0052943865611216e-16,7.1548893901782596e-28,7.240348174930674e-30,7.154889390179351e-28,2.4282215856523267e-47,4.5077059600881557e-45,2.7911884718242319e-45,3.4571820233690046e-74,4.8100664945858446e-77
1.4809513507980585e-17,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999976610643,9.5,4.9323730154642159e-12,6.3521197822188374e-11,6.3521031538161507e-11,2.8149513543147213e-18,2.4915667686196619e-18,1.019168138882494e-10,7.70072237385818e-16,1.597967170269413e-18,9.8607273349626392e-27,4.592561106278269e-31,5.4750883572599955e-22,1.3884693452576431e-15,1.5370450786249931e-20,6.709851649742678e-27,5.4632318306616685e-31,2.7612635749836251e-33,1.052621390487857e-41,3.5012556515360834e-27,1.3397003291205167e-20,1.3047432339959716e-27,1.3047432614924958e-27,2.4079209460432479e-35,3.416277389924923e-36,8.2928400308689323e-32,5.6464088903565667e-21,2.3175153110925972e-28,1.6440099450458037e-29,1.1330106782638541e-63,1.622549049570007e-35,9.5063247343846021e-32,1.052699197569951e-63,1.5431290782084098e-17,2.4822281339073757e-43,2.4750003643081017e-43,9.6810816347812402e-25,2.9018445218423954e-25,1.5704618578411137e-19,9.6807027143930624e-25,5.5089061771066185e-32,1.0526991974449197e-63,8.115242874298693e-39,1.6770697492494758e-41,8.6838183809398258e-46,3.6710669214331922e-54,1.4238378462918212e-32,2.2494314862881999e-62,3.4238760476109422e-25,7.224940592155032e-51,5.7097254502650602e-63,2.6725756378958413e-32,1.0886865261949158e-71,5.8786475349157466e-68,2.9142897793464128e-75,8.962774313546025e-43,6.1003400420278583e-33,2.9427600151137771e-44,2.166606142880917e-32,3.5218371067119206e-40,1.6754651656645126e-28,3.9985896852575396e-40,2.8365077746792667e-41,6.0573484292293733e-36,5.9721178796452308e-36,1.7551517624422052e-48,2.0921797599837814e-36,6.3717207907206816e-38,1.4859009611943997e-49,1.0374953291856881e-39,7.2287845645921457e-29,1.334781386992478e-50,1.6755195419980146e-16,3.2880534227748098e-27,2.0017797776215733e-29,3.2880534227756478e-27,3.1609748986117286e-46,2.9500212158069011e-44,1.8062423638423441e-44,2.3483155636712411e-72,5.7551949806372116e-75
2.0140952833308364e-17,0.22586492006194264,76.950000000000003,0.0,0.0,0.0,0.99999999968190456,9.5,6.7080321174393875e-12,8.6388889477248921e-11,8.6388663726363008e-11,5.0125989309849633e-18,4.3016251508944691e-18,1.3860603618752305e-10,1.3712654894292567e-15,2.8455003617667123e-18,2.0436267421537231e-26,1.0337838103479763e-30,9.7495201614406409e-22,2.4724434979658738e-15,2.7370246510024456e-20,1.3046336196332849e-26,1.2292252117748573e-30,6.2155833663861762e-33,2.8989227621464708e-41,7.8812719580287324e-27,2.3856117129213195e-20,2.9369670699828276e-27,2.9369671457086282e-27,6.6314396854906861e-35,9.4085457665499241e-36,1.8666966947106612e-31,1.005454637487547e-20,5.2166154622174076e-28,3.7006274760304912e-29,6.479382664805711e-63,4.4685431742029499e-35,2.1398544643582522e-31,6.0201029569515124e-63,2.7478456539863999e-17,8.1132593167083118e-43,8.0859944953048991e-43,2.1791901418721702e-24,6.531987814413171e-25,2.7965065481583745e-19,2.1791048569845628e-24,1.5171682815419971e-31,6.0201029561722526e-63,2.2349603538607221e-38,4.3046507467246085e-41,2.8389439486331211e-45,1.385788325729871e-53,3.2050354455532032e-32,9.5612506873387263e-62,6.0969147509243961e-25,2.2182532276260851e-50,2.4269295254345633e-62,6.0159435587407821e-32,5.093594642010265e-71,2.4987642026969212e-67,1.3635095856261481e-74,2.9301623643528726e-42,1.3730935879290534e-32,9.6206339299466362e-44,4.8770138412349174e-32,9.6991879034609564e-40,2.9835100043412276e-28,1.1012204062984642e-39,7.811860184295088e-41,1.3635044242815106e-35,1.344320566423497e-35,5.0837183686220256e-48,4.7091176500070018e-36,1.7515836734407884e-37,5.609142794128351e-49,2.857293784476738e-39,1.627073196013882e-28,5.0386816568988046e-50,2.2787356140775526e-16,7.4012841960496472e-27,3.5646172130932256e-29,7.401284196051956e-27,1.0334043209618554e-45,7.5637825061958371e-44,4.6092541016335955e-44,1.0986455537537388e-71,3.7022338968491344e-74
2.5472392158636142e-17,0.22586492006194261,76.950000000000003,0.0,0.0,0.0,0.99999999959770269,9.5,8.4836912192197007e-12,1.0925658037784862e-10,1.0925629529296057e-10,7.8247417302400871e-18,6.5130884460139125e-18,1.7529477581665044e-10,2.1405560285894403e-15,4.4418554171709804e-18,3.5656394463391927e-26,1.9539230097416565e-30,1.5219148094702259e-21,3.8595034117997324e-15,4.2725367324126655e-20,2.1603610882270609e-26,2.3222391415383833e-30,1.1747865402464602e-32,6.529142058923295e-41,1.4896072028529868e-26,3.7239757531836355e-20,5.5510627279982846e-27,5.5510628985535882e-27,1.493580576630898e-34,2.1190809375283337e-35,3.5281503841988937e-31,1.5695227417577755e-20,9.8595634492343841e-28,6.994379288895419e-29,2.0007507571397213e-62,1.0064439795983618e-34,4.0444432219385149e-31,1.8589310405687297e-62,4.2894083062866496e-17,2.1478571142630189e-42,2.1394729594802294e-42,4.1187863628387203e-24,1.2345807144852946e-24,4.3653517846750509e-19,4.1186251881795761e-24,3.4170999851894344e-31,1.8589310402822056e-62,5.0337734879886873e-38,9.1862984706469147e-41,7.5175925356289895e-45,4.2654720556013174e-53,6.0577045905104276e-32,3.3881832587797389e-61,9.5173754786051262e-25,5.5699203623117544e-50,8.6002159930676824e-62,1.137052510904618e-31,2.0616210969958586e-70,8.8547934025625594e-67,5.5187545654818737e-74,7.75921025085509e-42,2.5950629376979445e-32,2.5475872191489696e-43,9.2178797876404217e-32,2.1845237642132363e-39,4.6573039906155313e-28,2.4802593850745846e-39,1.7594654407764549e-40,2.5771137027317335e-35,2.5408578600159642e-35,1.1905266117552123e-47,8.8998251367338509e-36,3.9398032793589463e-37,1.7265116498703085e-48,6.4354547092679392e-39,3.0750370272426523e-28,1.5509226376100431e-49,2.8819659036848028e-16,1.398872215786592e-26,5.5644794884926712e-29,1.3988722157871118e-26,2.7365041336705334e-45,1.583272219603063e-43,9.605825342449689e-44,4.4463564111204789e-71,1.3136818788260496e-73
3.080383148396392e-17,0.22586492006194261,76.950000000000003,0.0,0.0,0.0,0.99999999951350083,9.5,1.0259350320815945e-11,1.3212427059629995e-10,1.3212392627238753e-10,1.1217340234554868e-17,9.0732039429818517e-18,2.1198305951823798e-10,3.0686303316924615e-15,6.3677070838415338e-18,5.5521596588617684e-26,3.2659147522739285e-30,2.1817765446198152e-21,5.5328564525179261e-15,6.1249948224621874e-20,3.2277286674644517e-26,3.8798582106357155e-30,1.9636120390514731e-32,1.2548666205321057e-40,2.4898144392897475e-26,5.3385922987808873e-20,9.2783948673732931e-27,9.2783951951728574e-27,2.8705910165344305e-34,4.0728091035284806e-35,5.8971249561462788e-31,2.2500162800785487e-20,1.6479603736803699e-27,1.1690763347170414e-28,6.1662441695879171e-62,1.934349038606195e-34,6.7600993868624126e-31,5.7291607427479348e-62,6.1491538919458572e-17,4.690610573781674e-42,4.6700179837511322e-42,6.8843551041295645e-24,2.0635427448980117e-24,6.2580013318494314e-19,6.8840857369620137e-24,6.5675468813844658e-31,5.7291607418172097e-62,9.6747351632018303e-38,1.6990424353410748e-40,1.6421136826028661e-44,1.0485365668516203e-52,1.0125188701269322e-31,9.2944717905657126e-61,1.3643855441704365e-24,1.1712649913645999e-49,2.3592131782733049e-61,1.9005397975084818e-31,6.2660061224448588e-70,2.4290713031556174e-66,1.6773524579288712e-73,1.6949052140219716e-41,4.3372784679314066e-32,5.5648894589995974e-43,1.5407342996827694e-31,4.1985560570018638e-39,6.6765867845435247e-28,4.7669611155715889e-39,3.3816478534221848e-40,4.3075494250154676e-35,4.2469536833329822e-35,2.3518354415574648e-47,1.4874605583593996e-35,7.5651892016207481e-37,4.2441279396299262e-48,1.2368729953984045e-38,5.139437271652328e-28,3.8124948304235051e-49,3.4852096231173762e-16,2.3381322998340116e-26,7.9771696629466061e-29,2.3381322998350109e-26,5.9775608415929568e-45,2.8552350122600862e-43,1.7260640834314328e-43,1.3513070980861696e-70,4.3706674618655878e-73
