Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135)
1.0413012570990329e-17,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999999945355,9.5,2.4198744714152448e-14,2.5987288896250418e-13,2.5987289609877817e-13,9.4911446146736083e-21,9.3352661209409703e-21,2.4877573315347937e-15,1.0374387347525038e-20,7.2922764373892851e-21,4.836835960455201e-30,1.2788779484874667e-34,2.269096905630226e-35,8.7340855919154483e-21,5.6606306903314091e-24,7.2178320893707342e-30,3.4555117613985983e-35,5.8610435207446952e-49,1.4700106121452599e-48,1.2085242362572373e-34,1.2494752145939752e-25,8.1828047481216684e-34,8.1828049531000617e-34,1.8375078227263683e-41,2.1227610873460647e-42,2.7949998776565595e-43,9.7047228182130602e-28,4.6693452579964448e-35,2.697106678885829e-36,3.1750695695076992e-76,5.1143550206982898e-44,1.7805802584202554e-41,3.0826401203477652e-76,8.5127277620942461e-23,7.2292740228886263e-52,7.216651314982501e-52,1.4471255586465886e-31,4.4661624297561122e-32,4.0476300896189118e-26,1.4471138372589266e-31,7.8548509411507126e-40,3.082640120347138e-76,1.3662442255834865e-48,1.4700203364334266e-48,9.7247218744179891e-54,1.1391181784882431e-62,1.3428287338927224e-41,7.6472139959587866e-71,7.2860835835088358e-32,4.3371895949581291e-58,2.5133417285304035e-73,9.8220806560521636e-40,5.9802505711572809e-82,9.7496358997680884e-78,9.0534242823242681e-85,6.8848577361661075e-53,6.6143247617638658e-42,1.8179265206467479e-55,4.2368716551345478e-40,6.1915874158805752e-48
2.0835072068627912e-17,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999999890665,9.5,4.8418513533053149e-14,5.1997152534056478e-13,5.1997155329901857e-13,3.7989311458924849e-20,3.6760208315223431e-20,4.977636668295935e-15,4.152430422173606e-20,2.9188053084382625e-20,3.8220440211918399e-29,1.0238800653483692e-33,1.8189348728780575e-34,3.4958866973855656e-20,2.2657273567858463e-23,5.546871623964299e-29,2.7646883772266395e-34,9.3969406205404498e-48,2.3539168991187554e-47,9.6754809876007618e-34,5.0011568949187529e-25,6.5512188978741175e-33,6.5512192261015377e-33,2.9423567829121601e-40,3.3991741961146537e-41,2.2376684062127052e-42,3.8844178456700639e-27,3.7382496536396642e-34,2.1593190563079577e-35,4.0723417823258807e-74,8.1896083915767945e-43,1.4255466383500401e-40,3.9537918421340421e-74,3.4072864788006462e-22,2.3140383968716852e-50,2.3059757254662707e-50,1.1585640914622949e-30,3.5755952916517836e-31,1.6200825110282324e-25,1.158554706597382e-30,1.2577824670776614e-38,3.9537918421324343e-74,2.1877704554681819e-47,2.3539480428246807e-47,3.1145094920604155e-52,7.2965431075463097e-61,1.0750785581374426e-40,9.7968072083030544e-69,2.9163320277808954e-31,1.389068633234195e-56,3.2198293888617489e-71,7.8636345805115664e-39,1.5322589681587749e-79,1.2490233766317145e-75,2.3196674357275499e-82,2.2049788144625333e-51,5.2954228845808761e-41,5.8221813851670327e-54,3.3920732416372302e-39,9.9145540454801824e-47
4.167919106390308e-17,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999999781286,9.5,9.6858051170466222e-14,1.0401687034361317e-12,1.0401688106765392e-12,1.520067161150339e-19,1.4245933249688099e-19,9.9572771460626931e-15,1.6614905129051245e-19,1.1678977663524323e-19,2.9811531489700253e-28,8.1941538084333385e-33,1.4587882977821952e-33,1.3987910672460918e-19,9.0658597190675895e-23,4.1083899819985394e-28,2.209679990278484e-33,1.5072299695649661e-46,3.7677508370598452e-46,7.7432273353376582e-33,2.001114036897392e-24,5.2429655332788345e-32,5.2429660586402143e-32,4.7095275387454078e-39,5.4408626484971443e-40,1.7907652199580376e-41,1.5542727868294042e-26,2.9916306825289965e-33,1.7281015176066346e-34,5.2178849998602557e-72,1.3108632783523301e-41,1.1408701861303518e-39,5.0659871515961887e-72,1.3633399199337393e-21,7.3998817179151108e-49,7.3485480732193238e-49,9.2717734376209872e-30,2.8614824694594039e-30,6.4822453006900783e-25,9.2716983201329352e-30,2.0132163479937096e-37,5.0659871515920687e-72,3.5018562633723241e-46,3.7678505375542311e-46,9.9704940808972694e-51,4.671723724757042e-59,8.6038810419432952e-40,1.2545155462208268e-66,1.1669125129306784e-30,4.4468899477179424e-55,4.1231045380070236e-69,6.2932940934128173e-38,3.9242295191289493e-77,1.5994245395992881e-73,5.9408430200310088e-80,7.058711050001271e-50,4.2378537242964804e-40,1.8638314082173385e-52,2.7146890690147753e-38,1.5869574092127403e-45
8.336742905445342e-17,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999999562528,9.5,1.9373712644373907e-13,2.0805627022565868e-12,2.0805630973398101e-12,6.0812574063396946e-19,5.3598538599523496e-19,1.99160853410168e-14,6.6468636461731275e-19,4.672315204690846e-19,2.269865892799112e-27,6.5565704346558537e-32,1.1719547711404096e-32,5.5959233117816211e-19,3.6269334918054383e-22,2.8585415169090656e-27,1.7634390218165842e-32,2.4214807269083297e-45,6.0294706040968669e-45,6.1956014617095503e-32,8.0057579792174069e-24,4.1951680015511454e-31,4.1951688422483943e-31,7.5362668526718662e-38,8.7070563583169977e-39,1.4328049205479973e-40,6.2181007257767884e-26,2.3935908119962626e-32,1.3827278006219071e-33,6.6822769443325591e-70,2.0977843286697151e-40,9.1286889113849558e-39,6.4877491830584022e-70,5.4540994852877235e-21,2.3632563632558218e-47,2.3307612636849422e-47,7.4184107520941224e-29,2.2894919818272239e-29,2.5931642043386472e-24,7.4183506306150681e-29,3.2216264546358641e-36,6.4877491830478497e-70,5.6041061923485477e-45,6.029789704563173e-45,3.1911469635943178e-49,2.9904656708942469e-57,6.88438842908749e-39,1.6060848567516001e-64,4.668408599770933e-30,1.4233044871076073e-53,5.2785760891239797e-67,5.0355859045820587e-37,1.0047944451508121e-74,2.0476682649277274e-71,1.521146866557341e-77,2.2591416062152048e-48,3.3907765152493719e-39,5.9651929824145074e-51,2.1721630187210177e-37,2.5395943903187576e-44
1.6674390503555407e-16,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999999125,9.5,3.8749527698407167e-13,4.1613494083702506e-12,4.161350758299811e-12,2.4327001020954778e-18,1.9136122669114246e-18,3.9831810868131949e-14,2.6588176042782223e-18,1.8690491698946946e-18,1.6550696414751126e-26,5.2457582502189975e-31,9.450331030553155e-32,2.2384300634965116e-18,1.4508909343981618e-21,1.8099906418151406e-26,1.4035155475334268e-31,3.9043048821604862e-44,9.647630683208209e-44,4.9567007914909151e-31,3.2025628471072001e-23,3.3564514473289924e-30,3.35645279241504e-30,1.2057620225522393e-36,1.393240255571671e-37,1.1462258408396571e-39,2.4874407973129235e-25,1.9147853262512008e-31,1.1062617484822609e-32,1.4977479480031334e-67,3.3567206574294043e-39,7.3036352315911307e-38,1.4541470082770981e-67,2.1816989935570153e-20,7.5301242870013559e-46,7.3266828716595967e-46,5.9346254040283462e-28,1.8315614989146891e-28,1.0372252965006974e-23,5.9345772765591578e-28,5.15456625476242e-35,1.4541470082723765e-67,8.9674697576146744e-44,9.6486518595713348e-44,1.0212218945489499e-47,1.9140047771395136e-55,5.5079960296625388e-38,2.0559053835345138e-62,1.8675144395695055e-29,4.5550563343665715e-52,6.756961170444366e-65,4.0288424814780325e-36,2.572421229011077e-72,2.6212053494190145e-69,3.8943635983529898e-75,7.2292395362728154e-47,2.7126383179389721e-38,1.9088566035820362e-49,1.7378943567408096e-36,4.0635912801631631e-43
3.334968569977554e-16,0.1574880155989508,76.950000000000003,0.0,0.0,0.0,0.99999999998249944,9.5,7.7501157803988425e-13,8.3229184067857872e-12,8.3229224307579942e-12,9.7311896978472803e-18,6.2790195844510874e-18,7.9655699907113865e-14,1.0634549369407399e-17,7.476269444703343e-18,1.1234265965849193e-25,4.1968120068678437e-30,7.6765955393402716e-31,8.9531132116457806e-18,5.8037961213256596e-21,1.0176976199910293e-25,1.1112504989991103e-30,6.3400406303021928e-43,1.5435382535390973e-42,3.9651473189045543e-30,1.2810764882114472e-22,2.685286034778197e-29,2.6852881864930662e-29,1.9287948458237982e-35,2.2292002311901433e-36,9.1682115161021192e-39,9.9501535771858443e-25,1.5314706347477262e-30,8.8501064662915601e-32,1.9237190626795001e-65,5.3707843971117812e-38,5.8431711361917866e-37,1.8677176784429175e-65,8.7262043170889874e-20,2.3888593374265288e-44,2.2641633327313439e-44,4.7468591913323405e-27,1.4649892267920423e-27,4.1480717784915124e-23,4.7468206463908632e-27,8.2459323503681624e-34,1.8677176784307683e-65,1.4348643038848188e-42,1.5438650135714175e-42,3.267745970384098e-46,1.2249034456041284e-53,4.4065461200534959e-37,2.6314328716188831e-60,7.4703545589792686e-29,1.4576966764113408e-50,8.648496144822039e-63,3.2232132606091782e-35,6.5850856949004834e-70,3.3550873855302289e-67,9.9691200083536383e-73,2.3129832477409315e-45,2.1698291986577869e-37,6.1073451962999042e-48,1.3903799105579099e-35,6.5015233214468706e-42
6.670027609221581e-16,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999996499844,9.5,1.5500441800520992e-12,1.6646041860429852e-11,1.6646051177861923e-11,3.8925497457856945e-17,1.8339597246959175e-17,1.5927324140711393e-13,4.2529835012655933e-17,2.990384091958579e-17,6.8786175248783792e-25,3.3575391945718905e-29,6.3213817709519422e-30,3.5805412576889869e-17,2.3215631348704601e-20,5.0802748675945561e-25,8.7098295477053353e-30,1.0432552477978357e-41,2.4692084201768568e-41,3.1715508195419745e-29,5.1244039848800498e-22,2.1482756637460607e-28,2.1482791048754183e-28,3.0844794669169214e-34,3.566498905639642e-35,7.3314959444995731e-38,3.9801316342838059e-24,1.2245178073640789e-29,7.0796023731155119e-31,2.4625329506394624e-63,8.5927017879230923e-37,4.6746256575542626e-36,2.3908461566848507e-63,3.4897955430109686e-19,7.5141242236011159e-43,6.7795734866530141e-43,3.7958718512193511e-26,1.1714921932927079e-26,1.6584642701374801e-22,3.7958409487566071e-26,1.3188091827835005e-32,2.3908461566537448e-63,2.2958294120275563e-41,2.4702538649156645e-41,1.0454913080773058e-44,7.8379914244436041e-52,3.5252254163659258e-36,3.3676396731760754e-58,2.9881974919466776e-28,4.664764998908775e-49,1.1068121554690715e-60,2.5786103235129414e-34,1.6854852933142612e-67,4.294023272628436e-65,2.5516571601121985e-70,7.3985743739189424e-44,1.7352900234853121e-36,1.95355933118033e-46,1.1123280153322954e-34,1.0400933161252211e-40
1.3340145687709635e-15,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999992999644,9.5,3.1001093836788879e-12,3.3292239280511992e-11,3.329225028109845e-11,1.5570314843703644e-16,4.7103908799659117e-17,3.1838746988977574e-13,1.7004729127384787e-16,1.1960186137177872e-16,3.7284720428618653e-24,2.6860790812871595e-28,5.3287117980206368e-29,1.4316099321408598e-16,9.2863297688229983e-20,2.3097417037068184e-24,6.6956679308147395e-29,1.7562938173939209e-40,3.9491348405436538e-40,2.536243631155991e-28,2.0497774657181649e-21,1.7186342832935424e-27,1.7186397837326391e-27,4.9298918854369982e-33,5.7054721113401446e-34,5.8600755378995399e-37,1.5920607760199904e-23,9.7852750837568382e-29,5.6627098364135502e-30,3.1520939507634185e-61,1.3746035192631947e-35,3.7397105810539605e-35,3.0603333498268993e-61,1.3953270194373083e-18,2.3251596574288072e-41,1.9219037688977602e-41,3.0340071391508167e-25,9.3636248315253758e-26,6.6275453749423435e-22,3.0339823117862608e-25,2.1082879220407098e-31,3.0603333497472676e-61,3.6733369740243239e-40,3.9524789335197315e-40,3.3442417499193346e-43,5.0143347944715868e-50,2.8200624746306569e-35,4.3088841181239307e-56,1.1952874576388862e-27,1.4927527736123422e-47,1.4161626041381071e-58,2.0628790138343371e-33,4.3131496772438387e-65,5.49487804279109e-63,6.529738781563353e-68,2.3655502438173103e-42,1.3872666687378048e-35,6.2460851622308325e-45,8.8986955302031356e-34,1.6636052712799241e-39
2.001026376619769e-15,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999989499444,9.5,4.6501745869080367e-12,4.993839024756481e-11,4.9938390993642121e-11,3.3086955627960849e-16,7.7486835849991333e-17,4.7738093557994665e-13,3.6124326576921367e-16,2.5413312337738863e-16,8.7947174668332032e-24,7.6805628088708444e-28,1.6184406400687401e-28,3.0412683631718793e-16,1.9733486273017147e-19,5.1058730017173536e-24,1.8717723978819017e-28,6.7736637028065054e-40,1.4532571094372523e-39,7.2504073467292412e-28,4.3557828329437719e-21,4.9142239738711719e-27,4.9142442095833445e-27,1.8135890329347355e-32,2.0998218430357867e-33,1.6747684559153099e-36,3.3831277417255255e-23,2.7961839293460506e-28,1.6190154722842401e-29,1.6263641570814283e-60,5.0590329097599843e-35,1.0693212837341529e-34,1.5790190737266941e-60,2.9641900531310241e-18,1.0473520496017631e-40,8.3700558171426816e-41,8.6709156875469753e-25,2.6760369813767902e-25,1.4074214435741393e-21,8.6708445241308898e-25,7.7566784971340988e-31,1.5790190736778043e-60,1.3520294247398741e-39,1.4547836524647222e-39,1.5266109061314933e-42,2.7546441572960126e-49,8.0633927528745558e-35,2.7794901044854019e-55,2.5399882454153867e-27,6.8154126267087234e-47,9.1351028464395867e-58,5.8985076682616159e-33,3.2026842194815583e-64,3.5446668676728183e-62,4.848601173172206e-67,1.07965282410141e-41,3.9651165385685661e-35,2.8507471254148271e-44,2.5444730675515658e-33,6.1221898356172821e-39
3.3350499923173795e-15,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999982499033,9.5,7.7503049917757704e-12,8.3230511554522416e-11,8.3230438858185695e-11,9.1475517150287487e-16,1.3961920963186668e-16,7.9488554847608877e-13,9.9796294066884145e-16,7.0245158667746846e-16,2.7288808503750378e-23,3.5297608567099057e-27,8.1014221019977934e-28,8.4017431096236338e-16,5.4557283186329561e-19,1.467789825639576e-23,8.0619712227219624e-28,5.7004473255395518e-39,1.1173554718390214e-38,3.3296901582832851e-27,1.2042440624080125e-20,2.2583875372160909e-26,2.2584030804681732e-26,1.3928110415016295e-31,1.6151416674044512e-32,7.6848293564052136e-36,9.3532994422434537e-23,1.2825321344477778e-27,7.4380537467147748e-29,1.0963362478574097e-58,3.891284675020051e-34,4.9141458920442265e-34,1.0644208072230771e-58,8.1888082159933959e-18,1.2910888365637691e-39,9.1724141332528128e-40,3.9786412767236349e-24,1.2278947701091521e-24,3.8844557261725036e-21,3.9786083336438114e-24,5.9591838902771757e-30,1.0644208071674106e-58,1.0402496904633612e-38,1.1193413008665106e-38,1.9859171364702e-41,6.1377130655173758e-48,3.7053051173083637e-34,1.0743938599332501e-53,7.0223046427588565e-27,8.8722753266715222e-46,3.5311147806347103e-56,2.7106685848727395e-32,2.1745364406056284e-62,1.3706207509651226e-60,3.2921500342583676e-65,1.403410189093455e-40,1.8199935944902813e-34,3.7055640771166448e-43,1.1693420319222491e-32,4.7077400708128711e-38
4.535671246445229e-15,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999976198661,9.4999999999999964,1.0540422354871943e-11,1.131932757339395e-10,1.1319309327788942e-10,1.6289043551874922e-15,1.9579158185096088e-16,1.0802506296949529e-12,1.7761684227611302e-15,1.2506780249442824e-15,5.0736078901407907e-23,7.9455402620373687e-27,1.9241769696649361e-27,1.495337171284534e-15,9.7150273921837358e-19,2.6506438067955339e-23,1.7514908105425159e-27,1.6386461091389545e-38,3.0762450859617693e-38,7.4921871450012846e-27,2.1443979188981253e-20,5.0835943975465846e-26,5.0836371711930789e-26,3.8326089354869644e-31,4.4475571384142935e-32,1.7283755261437239e-35,1.6655378107233866e-22,2.8838599555975629e-27,1.6740048951097385e-28,6.2696066253721297e-58,1.0715260711216596e-33,1.1061614915692831e-33,6.087092130880324e-58,1.4574391475334836e-17,4.1369026894001865e-39,2.8180838721894203e-39,8.9481512463983833e-24,2.7615902934382251e-24,6.9092187542677948e-21,8.9480767938222911e-24,1.6400650990153139e-29,6.0870921305333846e-58,2.8648704432120591e-38,3.0827356156152478e-38,6.4908173974623485e-41,2.3164608865108977e-47,8.3401850020182981e-34,4.5660147067353646e-53,1.2504615003931872e-26,2.900604489954605e-45,1.5006714661133617e-55,6.1015999217361799e-32,1.0172683509780056e-61,5.8261577764875131e-60,1.540123268554968e-64,4.5856283546669615e-40,4.0940058587473483e-34,1.2107842021467943e-42,2.632170988909201e-32,1.2961861498902646e-37
5.7362925005730786e-15,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.9999999996989829,9.4999999999999947,1.3330539716608196e-11,1.4315588671563687e-10,1.4315554800849089e-10,2.5427360198114503e-15,2.5202045471937734e-16,1.3652045232331732e-12,2.7711941826395487e-15,1.9520416731696583e-15,8.139729716970632e-23,1.5017725674704997e-26,3.8075888715827559e-27,2.3330387011986374e-15,1.5165275972542926e-18,4.1735172951112506e-23,3.1933345252452789e-27,3.8440547009908071e-38,6.926115951860062e-38,1.4154944700786456e-26,3.3474278211433189e-20,9.6082937696512097e-26,9.6083900257386147e-26,8.624038504121769e-31,1.0015702361913197e-31,3.2638255792534768e-35,2.5999149320409197e-22,5.4445320289385675e-27,3.1633949818341106e-28,1.9359707766267987e-57,2.4130223719492867e-33,2.0907005125438276e-33,1.8796127400445576e-57,2.2739098589801064e-17,1.0698463902205816e-38,6.9663461336914263e-39,1.6897269993286702e-23,5.2148523814312754e-24,1.0773044323010606e-20,1.6897128683139162e-23,3.6911124061811844e-29,1.8796127399169926e-57,6.4524966054341023e-38,6.9432978532737946e-38,1.7182662388110133e-40,7.1281763602628148e-47,1.5762653919782556e-33,1.6176456927175127e-52,1.9519827377352894e-26,7.6810257054481144e-45,5.3165723407906348e-55,1.1532241948311253e-31,4.1164422603993824e-61,2.0641595386889004e-59,6.232208225116534e-64,1.2135004710336677e-39,7.7324255959947346e-34,3.2040969350906474e-42,4.9749601432736727e-32,2.9185345095507512e-37
6.936913754700928e-15,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999963597941,9.4999999999999929,1.6120657077059861e-11,1.7311835307846986e-10,1.7311781411315785e-10,3.6451873644707959e-15,3.0826490161902041e-16,1.6497705263057945e-12,3.9707555413585627e-15,2.7980048247190129e-15,1.1887552818672759e-22,2.5101801198011699e-26,6.6209676177960199e-27,3.3429365610767952e-15,2.1740497251701906e-18,6.0174537344610934e-23,5.1649130555395074e-27,7.6474235316835798e-38,1.3307419823320411e-37,2.3650456043502162e-26,4.798770147768668e-20,1.6059847873848018e-25,1.6060032730066107e-25,1.656089812401373e-30,1.9247236845982423e-31,5.450821057899431e-35,3.7271487676271424e-22,9.0907622854828494e-27,5.286585538335521e-28,5.9665573792077758e-57,4.6371078531929537e-33,3.4945004356996876e-33,5.7928649554841384e-57,3.2582127339862083e-17,2.2885612447101487e-38,1.434729672849333e-38,2.8219304381646045e-23,8.709061449870433e-24,1.5427094206201816e-20,2.8219067269560532e-23,7.0893007107468769e-29,5.7928649550697675e-57,1.2401444627766142e-37,1.3344941166121171e-37,3.7523003126627133e-40,1.7518302537909805e-46,2.634536717340289e-33,4.436589993067453e-52,2.7983015766361712e-26,1.6778442134508351e-44,1.4581346143360035e-54,1.9275422451486054e-31,1.250894394646532e-60,5.6620131768269356e-59,1.8938466248875157e-63,2.6491854724092605e-39,1.2915877197295095e-33,6.994812741448986e-42,8.3154332515748431e-32,5.6078296141569182e-37
9.338156262956627e-15,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.99999999950997209,9.4999999999999876,2.1700891795033702e-11,2.3304295619322766e-10,2.3304191616909572e-10,6.2802291865870407e-15,4.2075783951771372e-16,2.2180194547390691e-12,6.8355273134771298e-15,4.8195293556074337e-15,2.0938034790450223e-22,5.3590546369376998e-26,1.5072738607215525e-26,5.7547572325860219e-15,3.7456403987319217e-18,1.043715343951638e-22,1.0467674407498638e-26,2.0858399750787205e-37,3.4394642982654988e-37,5.0459900629364521e-26,8.2677213459903741e-20,3.4285760025455622e-25,3.4286237461636403e-25,4.2767440838445688e-30,4.9761772395615528e-31,1.1621187488177959e-34,6.4214146294468681e-22,1.9374698121948997e-26,1.128310931237769e-27,3.767595421732935e-56,1.198872211336011e-32,7.460271244901841e-33,3.6579169702952719e-56,5.6089079040476688e-17,6.8239851872658757e-38,4.049483695033027e-38,6.0162576017999727e-23,1.8567386819604414e-23,2.6530488912361264e-20,6.0162066641108434e-23,1.8312528401120959e-28,3.6579169700159952e-56,3.2069427794599589e-37,3.4510138425110707e-37,1.1550054604788091e-39,6.3364956614398931e-46,5.6239805562379985e-33,1.8652894606024056e-51,4.8211439444126437e-26,5.1669573053376429e-44,6.1304811969288005e-54,4.114984145786162e-31,6.0577094624528622e-60,2.381691874837814e-58,9.1716886810592053e-63,8.1505420359026418e-39,2.7544267917953253e-33,2.152024067139937e-41,1.7752414813906556e-31,1.4495451148148776e-36
1.1739398771212326e-14,0.15748801559895076,76.950000000000003,0.0,0.0,0.0,0.999999999383965,9.4999999999999805,2.7281126508259181e-11,2.9296702525618544e-10,2.9296532100018043e-10,9.6124727427955535e-15,5.3325186408313083e-16,2.7848389554789223e-12,1.0454039832431226e-14,7.375090601415571e-15,3.2508766302164812e-22,9.7450475805663835e-26,2.8904888272336831e-26,8.8011441658375251e-15,5.7330622775148423e-18,1.6042607059494581e-22,1.814369335364837e-26,4.620200001196297e-37,7.2804997215737505e-37,9.1702463478986529e-26,1.2654520637792562e-19,6.2344607442943649e-25,6.2345617389876371e-25,9.0458486414825562e-30,1.0536206856801239e-30,2.1104968094388828e-34,9.8285340439619616e-22,3.517420434123123e-26,2.0511706070213004e-27,1.3525011983857611e-55,2.5383983987945832e-32,1.3565540366213567e-32,1.31312854353192e-55,8.5780868056479618e-17,1.6103603616525771e-37,9.1371511377696085e-38,1.0925784480864481e-22,3.3719128432868789e-23,4.0535057670385257e-20,1.0925691313326198e-22,3.8742630306839223e-28,1.3131285434197482e-55,6.7914555015335179e-37,7.3085107449690024e-37,2.8012259661293253e-39,1.7368022017068426e-45,1.0225816060945003e-32,5.7119955042937472e-51,7.3792067339545738e-26,1.253634119921256e-43,1.8773108428361298e-53,7.482481370863398e-31,2.0524336203432967e-59,7.2953265205441713e-58,3.1075449015457033e-62,1.9758990237247651e-38,5.0035430933587158e-33,5.217022077118661e-41,3.2280685139312363e-31,3.0685834139246068e-36
1.4140641279468025e-14,0.15748801559895073,76.950000000000003,0.0,0.0,0.0,0.99999999925795779,9.4999999999999751,3.2861361216414224e-11,3.5289052442553787e-10,3.5288798132623031e-10,1.368919664688897e-14,6.4574449011834323e-16,3.3501356576864696e-12,1.4875527771670288e-14,1.0500531903253089e-14,4.67706782381165e-22,1.6120532829526588e-25,4.9987078315564958e-26,1.2523547505075517e-14,8.1645165535984674e-18,2.2913399725855798e-22,2.8626681602139969e-26,9.0994078945655811e-37,1.3767263434114497e-36,1.5160407066186724e-25,1.8021410669629512e-19,1.031295934183536e-24,1.031315019287071e-24,1.709218351173969e-29,1.9929200229756314e-30,3.4866569400822586e-34,1.3996839098499762e-21,5.8090091547101835e-26,3.392128101133309e-27,4.1192549863772024e-55,4.8013550931254222e-32,2.2439793391543404e-32,3.9993393793187451e-55,1.2206149065561336e-16,3.3455164638114801e-37,1.8208688562040939e-37,1.8049660341982994e-22,5.5704731194050245e-23,5.7621365391441533e-20,1.8049505313794983e-22,7.3222236930195331e-28,3.9993393789469059e-55,1.2848506488163173e-36,1.3827051140345121e-36,5.9790341722558416e-39,4.13753935850674e-45,1.6914179560107621e-32,1.5043306347268601e-50,1.0508784143718222e-25,2.6768674756761959e-43,4.9441499569820631e-53,1.2377196746119295e-30,5.927268629629322e-59,1.9219247223676454e-57,8.9745399373676308e-62,4.2156060707551021e-38,8.268302663067623e-33,1.1130514044639842e-40,5.3398290275943436e-31,5.8031035694402927e-36
1.8943126295979423e-14,0.15748801559895068,76.950000000000003,0.0,0.0,0.0,0.9999999990059435,9.4999999999999574,4.40218306172273e-11,4.727357834005278e-10,4.7273102658155496e-10,2.4117965778366571e-14,8.7072599926913534e-16,4.4760977627103682e-12,2.6160599236228382e-14,1.8490736278863196e-14,8.3519431949123632e-22,3.7186678562923142e-25,1.2446388208991867e-25,2.202432830115577e-14,1.4384519478205189e-17,4.0516906044479751e-22,5.9345286102579224e-26,2.9958116666596737e-36,4.1669363074197049e-36,3.4918656227873103e-25,3.1750607435202181e-19,2.3788400944493221e-24,2.3788977495688175e-24,5.1618422235183229e-29,6.0366972597122504e-30,8.0166733238709584e-34,2.4659776376604572e-21,1.3345177669123063e-25,7.8193315871459812e-27,3.4127340942004472e-54,1.4543507245134158e-31,5.1759969824272717e-32,3.3133860222304178e-54,2.1466140830244284e-16,1.2370166662717644e-36,6.0810379937206792e-37,4.1498632980981323e-22,1.2807229339828919e-22,1.0110952512132018e-19,4.1498270157907668e-22,2.212834688215606e-27,3.3133860217695478e-54,3.8940608573636809e-36,4.1909304453878991e-36,2.3995191362605346e-38,2.2305036355806295e-44,3.9008057813297521e-32,1.1071842541933588e-49,1.8514632129398782e-25,1.0756995580608732e-42,3.6388843226106534e-52,2.8548601773565459e-30,6.0690672322659816e-58,1.4162575983034897e-56,9.1901170787743185e-61,1.6894081778567803e-37,1.9023351783078465e-32,4.4604718009564817e-40,1.2317137428188197e-30,1.7568408007774406e-35
2.374561131249082e-14,0.15748801559895068,76.950000000000003,0.0,0.0,0.0,0.99999999875392931,9.4999999999999343,5.5182299997442086e-11,5.9257873277080169e-10,5.9257104749968931e-10,3.7570971812328072e-14,1.0957029755774956e-15,5.5959258113379279e-12,4.0680173759733065e-14,2.8790489178969899e-14,1.3120032331985854e-21,7.1439269968683661e-25,2.5199658601323396e-25,3.4248202579086068e-14,2.2408318164867219e-17,6.3248442186241153e-22,1.0370723968848147e-25,7.440931157517082e-36,9.7888929272314105e-36,6.6986449448076158e-25,4.9461163470601926e-19,4.5697330099273139e-24,4.569868227006081e-24,1.210260137685059e-28,1.4191064997959057e-29,1.53535361594323e-33,3.8414698396227295e-21,2.5538810771718829e-25,1.5011638622330652e-26,1.4716036060450181e-53,3.4188588870571499e-31,9.9429025159475221e-32,1.4287637689916715e-53,3.3380211647417739e-16,3.3154011910941265e-36,1.5178351758702324e-36,7.9474729161057053e-22,2.4527252234950094e-22,1.568818689040021e-19,7.9474022798158803e-22,5.1913882874380342e-27,1.4287637687537076e-53,9.1586089308188769e-36,9.8574362259223887e-36,6.8546297958105669e-38,7.692284036972101e-44,7.4921448496945426e-32,4.5741356441306151e-49,2.8842091588134005e-25,3.0761904267538032e-42,1.5033406397997605e-51,5.483933758834114e-30,2.9786216848230502e-57,5.8548785867638753e-56,4.5105879560946324e-60,4.8205120312806533e-37,3.6456110837748032e-32,1.2727176834014151e-39,2.3661148470697389e-30,4.1279994927121905e-35
