Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157)
1.7406012801156648e-12,0.20021579936667344,76.950000000000003,0.0,0.0,0.0,0.9999910986350139,9.4999999854770607,2.482498445075346e-07,3.3059513160463405e-06,3.2914310676692463e-06,1.4521594463152234e-08,1.346086059373013e-12,1.1180433674580045e-06,9.231664496292457e-07
1.790568404008462e-12,0.2002157993647565,76.950000000000003,0.0,0.0,0.0,0.99999084391694382,9.4999999846397998,2.5537625946387885e-07,3.4008537904398479e-06,3.3854963604218935e-06,1.5358814745407713e-08,1.3847274550623256e-12,1.1323724460275613e-06,9.6662400025523539e-07
1.840535527901259e-12,0.20021579936278697,76.950000000000003,0.0,0.0,0.0,0.99999058922488737,9.4999999837795599,2.6250267173851657e-07,3.4957562164864418e-06,3.479538623676825e-06,1.6219016180279789e-08,1.4233706646544963e-12,1.1461332673832617e-06,1.0106238937516986e-06
1.8905026517940558e-12,0.20021579936076497,76.950000000000003,0.0,0.0,0.0,0.9999903345578175,9.4999999828963784,2.6962908133162977e-07,3.5906585941905948e-06,3.5735578958583923e-06,1.7102160348256132e-08,1.4620160553760023e-12,1.159348366735175e-06,1.0551446220071942e-06
1.9404697756868527e-12,0.2002157993586905,76.950000000000003,0.0,0.0,0.0,0.99999007991474775,9.4999999819902889,2.7675548824339316e-07,3.6855609235635464e-06,3.6675542153265484e-06,1.8008208894033838e-08,1.5006570376817401e-12,1.172039385621183e-06,1.1001655298511229e-06
1.9904368995796496e-12,0.20021579935656364,76.950000000000003,0.0,0.0,0.0,0.99998982529473124,9.499999981061336,2.8388189247397487e-07,3.7804632046037625e-06,3.7615276203769603e-06,1.893712352641204e-08,1.5392996105374672e-12,1.1842271073470709e-06,1.1456667812289043e-06
2.0404040234724466e-12,0.20021579935438458,76.950000000000003,0.0,0.0,0.0,0.99998957069685757,9.4999999801095569,2.9100829402353631e-07,3.8753654373133692e-06,3.8554781492411223e-06,1.9888866018184746e-08,1.5779459393147759e-12,1.1959314910211522e-06,1.1916293267185679e-06
2.0903711473652435e-12,0.20021579935215328,76.950000000000003,0.0,0.0,0.0,0.99998931612025377,9.4999999791349854,2.9813469289223233e-07,3.9702676217059182e-06,3.9494058400864751e-06,2.0863398206033837e-08,1.6165865913592953e-12,1.207171704239198e-06,1.2380348723355171e-06
2.1403382712580405e-12,0.20021579934986988,76.950000000000003,0.0,0.0,0.0,0.99998906156408074,9.4999999781376605,3.052610890802118e-07,4.0651697577787807e-06,4.0433107310165112e-06,2.1860681990422259e-08,1.6552281547290836e-12,1.2179661544732253e-06,1.2848658495743676e-06
2.1903053951508374e-12,0.20021579934753456,76.950000000000003,0.0,0.0,0.0,0.99998880702753246,9.4999999771176231,3.1238748258761792e-07,4.1600718455306996e-06,4.1371928600708966e-06,2.2880679335487379e-08,1.6938756849282114e-12,1.2283325192155181e-06,1.3321053866388144e-06
2.2402725190436343e-12,0.2002157993451473,76.950000000000003,0.0,0.0,0.0,0.99998855250983576,9.4999999760749123,3.1951387341458785e-07,4.2549738849783091e-06,4.2310522652255767e-06,2.3923352268934521e-08,1.7325162035702293e-12,1.2382877749272281e-06,1.3797372808124349e-06
2.3402067668292286e-12,0.20021579934021733,76.950000000000003,0.0,0.0,0.0,0.99998804352805293,9.4999999739216161,3.3376664702774257e-07,4.4447778189483872e-06,4.4187030554216923e-06,2.607657332899913e-08,1.8098023047194603e-12,1.2570295228918725e-06,1.4761165195034788e-06
2.426258380362302e-12,0.20021579933580666,76.950000000000003,0.0,0.0,0.0,0.9999876053066129,9.4999999719951251,3.4603944975042837e-07,4.6082144751883864e-06,4.5802133529782773e-06,2.8002998564277344e-08,1.8763541704447432e-12,1.2719959156458855e-06,1.560225318283156e-06
2.512309993895376e-12,0.20021579933124323,76.950000000000003,0.0,0.0,0.0,0.99998716713142966,9.4999999700019124,3.5831224452505621e-07,4.7716509882122072e-06,4.7416567841220801e-06,2.9996146973748163e-08,1.9428836230094019e-12,1.2859548231439536e-06,1.6452956403602814e-06
2.5983616074284494e-12,0.20021579932652744,76.950000000000003,0.0,0.0,0.0,0.99998672899941132,9.4999999679421645,3.7058503135217646e-07,4.9350873579803358e-06,4.9030335408548371e-06,3.2055826570285807e-08,2.0094447873555733e-12,1.2989740650972455e-06,1.7312627570768646e-06
2.684413220961523e-12,0.20021579932165978,76.950000000000003,0.0,0.0,0.0,0.99998629090767555,9.4999999658160785,3.8285781023230246e-07,5.0985235845237759e-06,5.0643438146250687e-06,3.4181845919004928e-08,2.0760202993893372e-12,1.3111168943307161e-06,1.8180662985138535e-06
2.7704648344945966e-12,0.20021579931664074,76.950000000000003,0.0,0.0,0.0,0.99998585285353336,9.4999999636238446,3.9513058116591375e-07,5.2619596679284558e-06,5.2255877963297361e-06,3.6374014135671586e-08,2.1425369548770934e-12,1.32244230573312e-06,1.9056499586222945e-06
2.8565164480276702e-12,0.20021579931147057,76.950000000000003,0.0,0.0,0.0,0.99998541483447667,9.4999999613656527,4.0740334415345766e-07,5.4253956081185405e-06,5.3867656763158842e-06,3.8632140885118966e-08,2.2090824643293426e-12,1.3330053225208859e-06,1.9939612220066488e-06
2.942568061560744e-12,0.20021579930614994,76.950000000000003,0.0,0.0,0.0,0.99998497684816656,9.4999999590416895,4.19676099195352e-07,5.5888314050786454e-06,5.5478776443822741e-06,4.0956036379667548e-08,2.2756832997474907e-12,1.3428572644259793e-06,2.0829511079602643e-06
3.0286196750938174e-12,0.20021579930067906,76.950000000000003,0.0,0.0,0.0,0.99998453889242178,9.4999999566521485,4.3194884629198692e-07,5.7522670589697923e-06,5.7089238897810188e-06,4.3345511377550063e-08,2.3421887800352595e-12,1.352045996639398e-06,2.1725739328680996e-06
3.114671288626891e-12,0.20021579929505853,76.950000000000003,0.0,0.0,0.0,0.99998410096520707,9.499999954197218,4.4422158544372633e-07,5.9157025696984823e-06,5.8699046012192007e-06,4.5800377181340871e-08,2.4087020639466056e-12,1.3606161624229004e-06,2.2627870881968648e-06
3.2007229021599646e-12,0.2002157992892887,76.950000000000003,0.0,0.0,0.0,0.99998366306462505,9.499999951677081,4.5649431665091043e-07,6.0791379371483932e-06,6.0308199668604861e-06,4.8320445636389907e-08,2.4753484847023292e-12,1.3686093997924773e-06,2.3535508336874329e-06
3.2867745156930383e-12,0.20021579928337005,76.950000000000003,0.0,0.0,0.0,0.99998322518890503,9.4999999490919311,4.6876703991385669e-07,6.242573161596526e-06,6.19167017432672e-06,5.0905529129261263e-08,2.5418594579093285e-12,1.3760645439344216e-06,2.4448281041643978e-06
3.372826129226112e-12,0.20021579927730299,76.950000000000003,0.0,0.0,0.0,0.99998278733639689,9.4999999464419531,4.8103975523286168e-07,6.4060082429847895e-06,6.3524554106995378e-06,5.3555440586176022e-08,2.6083009275383635e-12,1.3830178158854282e-06,2.5365843294555337e-06
3.450272581405878e-12,0.200215799271716,76.950000000000003,0.0,0.0,0.0,0.99998239328771055,9.4999999440017007,4.9208519222812565e-07,6.5530996936656167e-06,6.4971067273391041e-06,5.599563462382746e-08,2.6682973183121223e-12,1.3888746305828155e-06,2.6195477427520469e-06
3.527719033585644e-12,0.20021579926600955,76.950000000000003,0.0,0.0,0.0,0.99998199925552644,9.4999999415092198,5.0313062278921121e-07,6.7001910284511694e-06,6.6417057041175976e-06,5.8488052598715687e-08,2.728265148154487e-12,1.3943753694262789e-06,2.7028509677849383e-06
3.6051654857654102e-12,0.20021579926018376,76.950000000000003,0.0,0.0,0.0,0.99998160523885826,9.4999999389646543,5.1417604691629602e-07,6.847282247492903e-06,6.7862524763014647e-06,6.103255924910285e-08,2.7880576664699447e-12,1.399541678706951e-06,2.7864733448470171e-06
3.682611937945176e-12,0.20021579925423905,76.950000000000003,0.0,0.0,0.0,0.9999812112367793,9.499999936368134,5.2522146460954757e-07,6.9943733504908204e-06,6.9307471788066543e-06,6.362901966346526e-08,2.8479793014407254e-12,1.4043938883121834e-06,2.8703954706364741e-06
3.7600583901249425e-12,0.2002157992481757,76.950000000000003,0.0,0.0,0.0,0.99998081724841925,9.4999999337197973,5.3626687586912364e-07,7.1414643375953073e-06,7.0751899461995459e-06,6.627729927958541e-08,2.9078838262399782e-12,1.408951093872515e-06,2.9545991198539684e-06
3.829760197086732e-12,0.20021579924261754,76.950000000000003,0.0,0.0,0.0,0.999980462669948,9.4999999312920931,5.4620774050207208e-07,7.2738461269573789e-06,7.2051441432702768e-06,6.8704945416693853e-08,2.9617295968444771e-12,1.4128151965971469e-06,3.0306089371537487e-06
3.899462004048522e-12,0.20021579923696373,76.950000000000003,0.0,0.0,0.0,0.99998010810136551,9.4999999288226249,5.561485999239652e-07,7.4062278223019086e-06,7.3350564792247387e-06,7.1174358788401486e-08,3.015711233648558e-12,1.4164672023709474e-06,3.1068211561490178e-06
3.969163811010312e-12,0.20021579923121446,76.950000000000003,0.0,0.0,0.0,0.9999797535421403,9.4999999263114869,5.6608945413489946e-07,7.5386094238571144e-06,7.4649270514391903e-06,7.3685442020993688e-08,3.0696030709091839e-12,1.4199187510043642e-06,3.1832246675428512e-06
4.0388656179721015e-12,0.2002157992253701,76.950000000000003,0.0,0.0,0.0,0.99997939899177157,9.4999999237587751,5.7603030313496686e-07,7.6709909315928233e-06,7.5947559570628226e-06,7.6238097967688667e-08,3.1234376929770102e-12,1.4231808447359672e-06,3.2598089705512667e-06
4.101597244237712e-12,0.20021579922002888,76.950000000000003,0.0,0.0,0.0,0.99997907990361934,9.4999999214258732,5.8497706277980725e-07,7.7901342081566136e-06,7.7115664273001913e-06,7.8570952880910527e-08,3.1720244934426851e-12,1.4259633514174017e-06,3.3288812060773119e-06
4.164328870503323e-12,0.20021579921461102,76.950000000000003,0.0,0.0,0.0,0.99997876082192916,9.4999999190594444,5.9392381820397532e-07,7.9092774086737927e-06,7.8283432966093339e-06,8.0937332685647845e-08,3.2206211956778043e-12,1.4286080126136792e-06,3.3980849814267824e-06
4.227060496768934e-12,0.20021579920911653,76.950000000000003,0.0,0.0,0.0,0.99997844174638972,9.4999999166595614,6.0287056940752814e-07,8.0284205333818127e-06,7.9450866353423727e-06,8.3337167031281903e-08,3.2689918410047344e-12,1.4311216558178447e-06,3.4674137802867347e-06
4.289792123034545e-12,0.20021579920354554,76.950000000000003,0.0,0.0,0.0,0.99997812267670527,9.4999999142262954,6.1181731639051982e-07,8.1475635819160768e-06,8.0617965137037717e-06,8.5770385714769983e-08,3.3175024668909261e-12,1.4335107711304379e-06,3.5368614083592247e-06
4.352523749300155e-12,0.20021579919789836,76.950000000000003,0.0,0.0,0.0,0.99997780361259481,9.499999911759712,6.2076405915300201e-07,8.266706554289785e-06,8.178473001750674e-06,8.823691868033655e-08,3.3661412291630857e-12,1.4357815270904814e-06,3.6064219782518532e-06
4.408982212939205e-12,0.20021579919275082,76.950000000000003,0.0,0.0,0.0,0.99997751645943944,9.499999909511363,6.2881612403074154e-07,8.3739351646243349e-06,8.2834533500577303e-06,9.0485224277854611e-08,3.4097112527501408e-12,1.4377288615495387e-06,3.6691184261820332e-06
4.465440676578254e-12,0.20021579918754168,76.950000000000003,0.0,0.0,0.0,0.99997722931039712,9.4999999072361376,6.3686818548994291e-07,8.4811637132833971e-06,8.3884067597019706e-06,9.2760406953878645e-08,3.4533724527365284e-12,1.4395891492256219e-06,3.7318979348831828e-06
4.5218991402173035e-12,0.20021579918227114,76.950000000000003,0.0,0.0,0.0,0.99997694216528998,9.4999999049340822,6.4492024353063884e-07,8.5883922003568976e-06,8.4933332814501789e-06,9.5062415942488959e-08,3.4970357718792077e-12,1.4413662804071268e-06,3.794756791376552e-06
4.578357603856353e-12,0.20021579917693932,76.950000000000003,0.0,0.0,0.0,0.99997665502394872,9.4999999026052571,6.5297229815286089e-07,8.6956206258502644e-06,8.5982329659732622e-06,9.7391200573602466e-08,3.5406966000320481e-12,1.4430639723744105e-06,3.8576914478061504e-06
4.634816067495402e-12,0.2002157991715463,76.950000000000003,0.0,0.0,0.0,0.99997636788621136,9.4999999002497031,6.6102434935663912e-07,8.8028489897629365e-06,8.7031058638463955e-06,9.974671027283366e-08,3.5843562931757108e-12,1.4446857751228711e-06,3.9206985159765191e-06
4.691274531134452e-12,0.20021579916609222,76.950000000000003,0.0,0.0,0.0,0.99997608075192368,9.4999998978674718,6.6907639714200276e-07,8.9100772920886698e-06,8.8079520255492188e-06,1.0212889456129426e-07,3.6280218449362592e-12,1.4462350796873417e-06,3.9837747594077366e-06
4.747732994773501e-12,0.2002157991605772,76.950000000000003,0.0,0.0,0.0,0.99997579362093758,9.4999998954586218,6.7712844150897891e-07,9.0173055328384281e-06,8.9127715014660455e-06,1.0453770305539752e-07,3.6716830209379859e-12,1.447715125997234e-06,4.0469170858382977e-06
4.80419145841255e-12,0.2002157991550013,76.950000000000003,0.0,0.0,0.0,0.99997550649311251,9.4999998930231957,6.8518048245759446e-07,9.124533712005083e-06,9.0175643418860329e-06,1.0697308546668216e-07,3.7153476333959686e-12,1.4491290095077892e-06,4.1101225408960904e-06
4.8606499220516e-12,0.20021579914936474,76.950000000000003,0.0,0.0,0.0,0.99997521936831324,9.4999998905612451,6.9323251998787441e-07,9.231761829598299e-06,9.1223305970033422e-06,1.0943499160164051e-07,3.7590066863266757e-12,1.4504796872932075e-06,4.1733883022829885e-06
4.917108385690649e-12,0.20021579914366747,76.950000000000003,0.0,0.0,0.0,0.99997493224641154,9.4999998880728196,7.0128455409984342e-07,9.3389898856070273e-06,9.2270703169173465e-06,1.1192337136154094e-07,3.8026718599639756e-12,1.4517699841255927e-06,4.2367116739729553e-06
4.9735668493296985e-12,0.20021579913790977,76.950000000000003,0.0,0.0,0.0,0.99997464512728351,9.4999998855579744,7.0933658479352468e-07,9.4462178800447072e-06,9.3317835516327831e-06,1.1443817474224678e-07,3.8463303268016798e-12,1.4530025984860673e-06,4.3000900804749146e-06
5.030025312968748e-12,0.20021579913209173,76.950000000000003,0.0,0.0,0.0,0.99997435801081269,9.4999998830167538,7.1738861206894042e-07,9.5534458128974895e-06,9.4364703510599605e-06,1.1697935183403587e-07,3.8899965121493665e-12,1.4541801082915486e-06,4.3635210613669744e-06
5.086483776607797e-12,0.2002157991262133,76.950000000000003,0.0,0.0,0.0,0.99997407089688606,9.4999998804492094,7.2544063592611236e-07,9.6606736841826046e-06,9.5411307650149193e-06,1.1954685282142256e-07,3.9336537443210017e-12,1.4553049762796792e-06,4.4270022661569354e-06
5.142942240246847e-12,0.20021579912027482,76.950000000000003,0.0,0.0,0.0,0.99997378378539681,9.4999998778553909,7.334926563650606e-07,9.7679014938815092e-06,9.6457648432196184e-06,1.221406279829805e-07,3.9773210967383502e-12,1.4563795551233013e-06,4.4905314494009224e-06
5.199400703885896e-12,0.20021579911427623,76.950000000000003,0.0,0.0,0.0,0.99997349667624236,9.4999998752353481,7.4154467338580526e-07,9.8751292420164397e-06,9.750372635302111e-06,1.24760627691165e-07,4.0209768442127782e-12,1.4574060923371179e-06,4.5541064660203488e-06
5.2558591675249454e-12,0.20021579910821774,76.950000000000003,0.0,0.0,0.0,0.99997320956932478,9.4999998725891306,7.4959668698836467e-07,9.9823569285630609e-06,9.854954190796735e-06,1.2740680241213592e-07,4.0646458154566744e-12,1.4583867349851311e-06,4.6177252668090442e-06
5.312317631163995e-12,0.20021579910209944,76.950000000000003,0.0,0.0,0.0,0.99997292246455094,9.4999998699167847,7.5764869717275724e-07,1.0089584553550217e-05,9.9595095591442613e-06,1.300791027055806e-07,4.1082996271393669e-12,1.4593235341779457e-06,4.6813858941409103e-06
5.368776094803044e-12,0.20021579909592144,76.950000000000003,0.0,0.0,0.0,0.99997263536183112,9.4999998672183654,7.6570070393900055e-07,1.0196812116945944e-05,1.0064038789692104e-05,1.3277747922453675e-07,4.1519706989402412e-12,1.4602184493614191e-06,4.7450864778767516e-06
5.4252345584420936e-12,0.20021579908968384,76.950000000000003,0.0,0.0,0.0,0.99997234826108017,9.4999998644939154,7.737527072871109e-07,1.0304039618787705e-05,1.0168541931694483e-05,1.3550188271521693e-07,4.1956219961334559e-12,1.4610733524103692e-06,4.8088252314571413e-06
5.481693022081143e-12,0.20021579908338671,76.950000000000003,0.0,0.0,0.0,0.9999720611622166,9.4999998617434933,7.818047072171045e-07,1.0411267059033595e-05,1.0273019034312592e-05,1.3825226401683199e-07,4.2392958323303853e-12,1.4618900315409399e-06,4.8726004481683729e-06
5.538151485720192e-12,0.20021579907703035,76.950000000000003,0.0,0.0,0.0,0.99997177406516247,9.4999998589671382,7.8985670372899669e-07,1.0518494437732354e-05,1.0377470146614801e-05,1.4102857406141606e-07,4.2829438657014359e-12,1.4626701950500501e-06,4.9364104975734465e-06
5.594609949359242e-12,0.20021579907061463,76.950000000000003,0.0,0.0,0.0,0.9999714869698435,9.4999998561649051,7.9790869682280199e-07,1.0625721754829131e-05,1.0481895317576803e-05,1.4383076387365093e-07,4.3266213238240957e-12,1.463415474887893e-06,5.0002538221023942e-06
5.651068412998291e-12,0.2002157990641398,76.950000000000003,0.0,0.0,0.0,0.99997119987618854,9.4999998533368419,8.059606864985349e-07,1.0732949010387391e-05,1.0586294596081807e-05,1.4665878457069096e-07,4.3702651113171133e-12,1.4641274300701033e-06,5.0641289337956326e-06
5.7075268766373404e-12,0.20021579905760603,76.950000000000003,0.0,0.0,0.0,0.99997091278412975,9.499999850482995,8.1401267275620865e-07,1.0840176204335383e-05,1.0690668030920704e-05,1.4951258736198896e-07,4.4139473122896969e-12,1.464807549937075e-06,5.1280344111931941e-06
5.76398534027639e-12,0.20021579905101322,76.950000000000003,0.0,0.0,0.0,0.9999706256936024,9.4999998476034122,8.2206465559583669e-07,1.0947403336755808e-05,1.0795015670792259e-05,1.5239212354912148e-07,4.4575855737404855e-12,1.4654572572677374e-06,5.1919688963628692e-06
5.820443803915439e-12,0.20021579904436165,76.950000000000003,0.0,0.0,0.0,0.99997033860454421,9.4999998446981486,8.3011663501743119e-07,1.1054630407554898e-05,1.0899337564303258e-05,1.5529734452561507e-07,4.5012739805184823e-12,1.4660779112543499e-06,5.2559310920610004e-06
5.8769022675544886e-12,0.20021579903765138,76.950000000000003,0.0,0.0,0.0,0.99997005151689633,9.4999998417672469,8.3816861102100465e-07,1.1161857416840444e-05,1.1003633759968714e-05,1.5822820177677259e-07,4.5449050445325476e-12,1.4666708103443802e-06,5.3199197590201228e-06
5.933360731193538e-12,0.20021579903088252,76.950000000000003,0.0,0.0,0.0,0.99996976443060215,9.4999998388107567,8.4622058360656798e-07,1.1269084364489942e-05,1.1107904306212004e-05,1.6118464687949999e-07,4.5886015664803605e-12,1.4672371949553146e-06,5.3839337133578918e-06
5.989819194832587e-12,0.20021579902405523,76.950000000000003,0.0,0.0,0.0,0.9999694773456077,9.4999998358287296,8.5427255277413314e-07,1.1376311250643969e-05,1.1212149251365082e-05,1.6416663150213328e-07,4.6322232516609125e-12,1.4677782500681008e-06,5.447971824101846e-06
6.046277658471637e-12,0.20021579901716954,76.950000000000003,0.0,0.0,0.0,0.99996919026186137,9.4999998328212101,8.6232451852371008e-07,1.1483538075170212e-05,1.1316368643657441e-05,1.6717410741545304e-07,4.6759026841710405e-12,1.4682951014483277e-06,5.5120330167959876e-06
6.102736122110686e-12,0.20021579901022563,76.950000000000003,0.0,0.0,0.0,0.99996890317931386,9.4999998297882478,8.703764808553096e-07,1.1590764838163397e-05,1.1420562531249935e-05,1.7020702645885672e-07,4.7195454001357556e-12,1.4687888371266364e-06,5.5761162529994073e-06
6.1591945857497355e-12,0.2002157990032235,76.950000000000003,0.0,0.0,0.0,0.99996861609791776,9.4999998267298906,8.7842843976894155e-07,1.1697991539527466e-05,1.1524730962206704e-05,1.7326534056846099e-07,4.7632477026744193e-12,1.4692604932772138e-06,5.6402205437641579e-06
6.215653049388785e-12,0.2002157989961634,76.950000000000003,0.0,0.0,0.0,0.99996832901762855,9.4999998236461867,8.8648039526461557e-07,1.1805218179404923e-05,1.1628873984493805e-05,1.7634900177845053e-07,4.8068673371358836e-12,1.4697110556452585e-06,5.7043449482728604e-06
6.272111513027834e-12,0.20021579898904537,76.950000000000003,0.0,0.0,0.0,0.99996804193840283,9.4999998205371838,8.9453234734234085e-07,1.191244475761692e-05,1.1732991645985455e-05,1.7945796221483417e-07,4.8505833733934517e-12,1.4701414652073173e-06,5.7684885684363354e-06
6.3285699766668836e-12,0.2002157989818695,76.950000000000003,0.0,0.0,0.0,0.99996775486020006,9.4999998174029265,9.025842960021261e-07,1.2019671274385075e-05,1.1837083994467305e-05,1.8259217409218712e-07,4.8941744212527132e-12,1.4705526219154477e-06,5.832650545320107e-06
6.385028440305933e-12,0.20021579897463598,76.950000000000003,0.0,0.0,0.0,0.99996746778298051,9.4999998142434681,9.1063624124397998e-07,1.2126897729425971e-05,1.1941151077636215e-05,1.8575158971386004e-07,4.9379241068807056e-12,1.4709453863186702e-06,5.8968300575968373e-06
6.441486903944982e-12,0.20021579896734487,76.950000000000003,0.0,0.0,0.0,0.99996718070670687,9.4999998110588493,9.1868818306791055e-07,1.2234124123098635e-05,1.2045192943099246e-05,1.8893616147299672e-07,4.9814736068307907e-12,1.4713205806532732e-06,5.9610263205057261e-06
6.497945367584032e-12,0.20021579895999625,76.950000000000003,0.0,0.0,0.0,0.9999668936313435,9.4999998078491252,9.2674012147392596e-07,1.2341350454949353e-05,1.2149209638373289e-05,1.9214584185290321e-07,5.0252768416977061e-12,1.4716789902514278e-06,6.0252385845080899e-06
6.548757984859176e-12,0.20021579895333338,76.950000000000003,0.0,0.0,0.0,0.99996663526426666,9.4999998049389465,9.3398686311702858e-07,1.2437854101178183e-05,1.2242803182802757e-05,1.9505598287131726e-07,5.0644958973378062e-12,1.4719878264188734e-06,6.083042712755096e-06
6.59957060213432e-12,0.20021579894662422,76.950000000000003,0.0,0.0,0.0,0.99996637689787526,9.4999998020085012,9.4123360199163164e-07,1.2534357697427351e-05,1.2336376412306979e-05,1.9798638894500781e-07,5.1038246400251556e-12,1.4722841981247404e-06,6.140858722269021e-06
6.650383219409464e-12,0.20021579893986863,76.950000000000003,0.0,0.0,0.0,0.99996611853214667,9.4999997990578251,9.4848033809774002e-07,1.2630861243903454e-05,1.2429929361341405e-05,2.0093702561865405e-07,5.143056607823516e-12,1.4725686085987392e-06,6.1986861327561096e-06
6.7011958366846085e-12,0.20021579893306685,76.950000000000003,0.0,0.0,0.0,0.99996586016705913,9.4999997960869536,9.5572707143535912e-07,1.2727364740398117e-05,1.2523462064301014e-05,2.0390785849739497e-07,5.1824002968181411e-12,1.4728415400493196e-06,6.2565244839857813e-06
6.752008453959753e-12,0.2002157989262189,76.950000000000003,0.0,0.0,0.0,0.9999656018025912,9.4999997930959186,9.6297380200449348e-07,1.2823868187115739e-05,1.2616974555522036e-05,2.0689885324512948e-07,5.2216514288790191e-12,1.4731034551077064e-06,6.3143733344123916e-06
6.802821071234897e-12,0.20021579891932495,76.950000000000003,0.0,0.0,0.0,0.99996534343872256,9.4999997900847593,9.7022052980514831e-07,1.2920371583877605e-05,1.2710466869282531e-05,2.0990997558390663e-07,5.2609888377946652e-12,1.473354797824055e-06,6.3722322602244903e-06
6.853633688510041e-12,0.20021579891238492,76.950000000000003,0.0,0.0,0.0,0.99996508507543402,9.499999787053504,9.7746725483732782e-07,1.3016874930851207e-05,1.2803939039802462e-05,2.1294119129387737e-07,5.3002451382075773e-12,1.473595994406183e-06,6.4301008546397568e-06
6.904446305785185e-12,0.20021579890539892,76.950000000000003,0.0,0.0,0.0,0.99996482671270692,9.4999997840021884,9.8471397710103669e-07,1.3113378227881231e-05,1.2897391101243666e-05,2.1599246621331814e-07,5.3395757546545083e-12,1.4738274538937463e-06,6.4879787272615477e-06
6.9552589230603295e-12,0.20021579889836716,76.950000000000003,0.0,0.0,0.0,0.99996456835052339,9.4999997809308514,9.9196069659627915e-07,1.3209881475110707e-05,1.2990823087709888e-05,2.1906376623857991e-07,5.3788377666615926e-12,1.4740495688308866e-06,6.5458655034369083e-06
7.006071540335474e-12,0.20021579889128957,76.950000000000003,0.0,0.0,0.0,0.9999643099888661,9.4999997778395215,9.9920741332305985e-07,1.3306384672407644e-05,1.308423503324691e-05,2.2215505732398768e-07,5.4181632584931709e-12,1.4742627159311147e-06,6.6037608236219984e-06
7.056884157610618e-12,0.20021579888416627,76.950000000000003,0.0,0.0,0.0,0.99996405162771862,9.4999997747282343,1.0064541272813822e-06,1.3402887819894257e-05,1.3177626971842641e-05,2.2526630548173087e-07,5.4574301187239175e-12,1.4744672567195433e-06,6.6616643427691217e-06
7.107696774885762e-12,0.20021579887699748,76.950000000000003,0.0,0.0,0.0,0.99996379326706542,9.4999997715970235,1.0137008384712508e-06,1.3499390917457895e-05,1.3270998937427219e-05,2.2839747678175999e-07,5.4967510882388914e-12,1.4746635381472303e-06,6.7195757297403927e-06
7.158509392160906e-12,0.20021579886978305,76.950000000000003,0.0,0.0,0.0,0.99996353490689105,9.4999997684459228,1.0209475468926689e-06,1.3595893965202797e-05,1.336435096387313e-05,2.3154853735168797e-07,5.5360220256698697e-12,1.4748518931788954e-06,6.7774946667468e-06
7.2093220094360505e-12,0.20021579886252316,76.950000000000003,0.0,0.0,0.0,0.99996327654718076,9.4999997652749659,1.0281942525456409e-06,1.3692396963032846e-05,1.3457683084995284e-05,2.3471945337669347e-07,5.5753391366103695e-12,1.4750326413564289e-06,6.8354208488103819e-06
7.260134626711195e-12,0.20021579885521792,76.950000000000003,0.0,0.0,0.0,0.99996301818792088,9.4999997620841903,1.03544095543017e-06,1.3788899911036984e-05,1.3550995334551117e-05,2.3791019109942308e-07,5.6146135589286122e-12,1.4752060893398129e-06,6.8933539832479566e-06
7.31094724398634e-12,0.20021579884786736,76.950000000000003,0.0,0.0,0.0,0.99996275982909788,9.4999997588736242,1.04268765554626e-06,1.388540280913322e-05,1.3644287746240701e-05,2.4112071681989415e-07,5.6539273749250012e-12,1.4753725314264052e-06,6.9512937891755146e-06
7.361759861261485e-12,0.20021579884047158,76.950000000000003,0.0,0.0,0.0,0.99996250147069887,9.4999997556433069,1.0499343528939145e-06,1.3981905657397454e-05,1.3737560353706816e-05,2.443509968953971e-07,5.6932047636485152e-12,1.4755322500493494e-06,7.0092399970325141e-06
7.41257247853663e-12,0.20021579883303062,76.950000000000003,0.0,0.0,0.0,0.99996224311271176,9.4999997523932667,1.0571810474731359e-06,1.4078408455759727e-05,1.3830813190535086e-05,2.4760099774039768e-07,5.7325157612742834e-12,1.4756855162558822e-06,7.0671923481253868e-06
7.463385095811775e-12,0.20021579882554466,76.950000000000003,0.0,0.0,0.0,0.99996198475512432,9.4999997491235391,1.0644277392839287e-06,1.4174911204284806e-05,1.3924046290254035e-05,2.5087068582644027e-07,5.7717956748798916e-12,1.4758325901663469e-06,7.1251505941894263e-06
7.51419771308692e-12,0.20021579881801363,76.950000000000003,0.0,0.0,0.0,0.99996172639792524,9.4999997458341578,1.0716744283262958e-06,1.4271413902913013e-05,1.4017259686335222e-05,2.5416002768205082e-07,5.8111042619179292e-12,1.4759737214146923e-06,7.183114496968389e-06
7.565010330362065e-12,0.20021579881043775,76.950000000000003,0.0,0.0,0.0,0.99996146804110397,9.4999997425251568,1.0789211146002396e-06,1.4367916551699615e-05,1.4110453412193298e-05,2.5746898989263956e-07,5.8503863239562026e-12,1.4761091495712161e-06,7.2410838278109941e-06
7.61582294763721e-12,0.20021579880281695,76.950000000000003,0.0,0.0,0.0,0.99996120968464974,9.4999997391965696,1.0861677981057641e-06,1.4464419150593693e-05,1.4203627501186135e-05,2.6079753910040477e-07,5.889692848228817e-12,1.476239104548268e-06,7.2990583672837336e-06
