Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57)
2.5198904439323522e-11,0.21827346389370714,76.950000000000003,0.0,0.0,0.0,0.9999998019799351,9.4999999949804881,1.3826236054542893e-08,9.0869099746816767e-08,8.8017260296641212e-08,3.9356766481526666e-09,1.969902760764091e-13,2.0727634864973755e-11,2.6722654840526826e-10,1.0836402077010571e-09
2.638470588107377e-11,0.21827346389262112,76.950000000000003,0.0,0.0,0.0,0.99999979266162065,9.4999999945453713,1.4476864837057683e-08,9.5133102676706872e-08,9.197231571158047e-08,4.3077102483120096e-09,2.0623420610900524e-13,2.0727639876587813e-11,2.8073419737265534e-10,1.1467170489795119e-09
2.752867297682845e-11,0.21827346389153499,76.950000000000003,0.0,0.0,0.0,0.99999978367205089,9.4999999941102278,1.5104539707140573e-08,9.9246602489642073e-08,9.5772535984021866e-08,4.6819218737820622e-09,2.1515186048182497e-13,2.0727642330242235e-11,2.9376530694431355e-10,1.2076402163013919e-09
2.8672640072583126e-11,0.21827346389041138,76.950000000000003,0.0,0.0,0.0,0.99999977468248136,9.4999999936600723,1.5732214450635319e-08,1.0336004651452577e-07,9.9557801373453733e-08,5.0710883071934955e-09,2.2406939389574505e-13,2.0727643654615068e-11,3.0679641747834687e-10,1.2686190967275823e-09
2.981660716833781e-11,0.2182734638892506,76.950000000000003,0.0,0.0,0.0,0.99999976569291205,9.4999999931949937,1.6359889067541921e-08,1.0747344618825261e-07,1.0332818418385552e-07,5.475137244566182e-09,2.329868311478401e-13,2.0727644317601185e-11,3.19827528527389e-10,1.3296422533379512e-09
3.0960574264092485e-11,0.2182734638880527,76.950000000000003,0.0,0.0,0.0,0.99999975670334318,9.4999999927150647,1.6987563557860425e-08,1.1158681059654409e-07,1.0708375636963052e-07,5.8939967314960958e-09,2.419041919374465e-13,2.0727644556921697e-11,3.3285863986414832e-10,1.3907006003906219e-09
3.210454135984716e-11,0.21827346388681795,76.950000000000003,0.0,0.0,0.0,0.99999974771377442,9.4999999922203706,1.7615237921590841e-08,1.1570014697189358e-07,1.1082458953729648e-07,6.3275951614648933e-09,2.5082149194579043e-13,2.072764457900348e-11,3.4588975129125505e-10,1.4517869053758653e-09
3.324850845560184e-11,0.21827346388554655,76.950000000000003,0.0,0.0,0.0,0.99999973872420611,9.4999999917109861,1.8242912158733198e-08,1.1981346106646103e-07,1.1455075494716716e-07,6.7758612741580714e-09,2.5973874364448676e-13,2.0727644525085127e-11,3.5892086267366709e-10,1.5128954161205315e-09
3.439247555135652e-11,0.21827346388423866,76.950000000000003,0.0,0.0,0.0,0.99999972973463791,9.4999999911869892,1.8870586269287521e-08,1.2392675744533876e-07,1.1826232351502621e-07,7.2387241537913262e-09,2.6865595693138814e-13,2.0727644435412451e-11,3.7195197397290447e-10,1.5740215675218946e-09
3.5536442647111195e-11,0.21827346388289445,76.950000000000003,0.0,0.0,0.0,0.99999972074507015,9.4999999906484494,1.9498260253253839e-08,1.2804003973041608e-07,1.2195936581379277e-07,7.7161132274448509e-09,2.7757313965932479e-13,2.0727644303032831e-11,3.8498308519561471e-10,1.6351617376819856e-09
3.668040974286587e-11,0.21827346388151417,76.950000000000003,0.0,0.0,0.0,0.99999971175550251,9.4999999900954464,2.0125934110632168e-08,1.3215331080003571e-07,1.256419520751793e-07,8.2079582634055542e-09,2.8649029806899351e-13,2.0727644136213802e-11,3.9801419633389313e-10,1.696313048251133e-09
3.782437683862055e-11,0.218273463880098,76.950000000000003,0.0,0.0,0.0,0.99999970276593531,9.499999989528046,2.0753607841422541e-08,1.3626657294415382e-07,1.293101521913412e-07,8.714189369517326e-09,2.9540743712536946e-13,2.0727643960454898e-11,4.1104530736335894e-10,1.7574732092676043e-09
3.896834393437523e-11,0.21827346387864593,76.950000000000003,0.0,0.0,0.0,0.99999969377636821,9.4999999889463211,2.1381281445624975e-08,1.4037982798306469e-07,1.3296403571651861e-07,9.2347369915394e-09,3.0432456077512306e-13,2.0727643789672119e-11,4.2407641827070652e-10,1.8186404004326214e-09
4.0112311030129906e-11,0.21827346387715849,76.950000000000003,0.0,0.0,0.0,0.99999968478680157,9.4999999883503481,2.2008954923239496e-08,1.4449307736176135e-07,1.3660367186867008e-07,9.7695319115126092e-09,3.1324167215120814e-13,2.0727643619234378e-11,4.3710752906036394e-10,1.8798131767492063e-09
4.1256278125884583e-11,0.2182734638756355,76.950000000000003,0.0,0.0,0.0,0.99999967579723503,9.4999999877401873,2.2636628274266138e-08,1.486063222273554e-07,1.4022912953109831e-07,1.0318505246133538e-08,3.2215877374072158e-13,2.0727643442523981e-11,4.5013863973865859e-10,1.9409903911028135e-09
4.354421231739394e-11,0.21827346387248414,76.950000000000003,0.0,0.0,0.0,0.99999965781810296,9.4999999864775972,2.3891974596555856e-08,1.5683280184774848e-07,1.4743778325639736e-07,1.1458713289703858e-08,3.399929549934932e-13,2.0727643065814789e-11,4.7620086076543373e-10,2.0633547053978479e-09
4.5832146508903294e-11,0.21827346386919316,76.950000000000003,0.0,0.0,0.0,0.99999963983897211,9.4999999851591017,2.5147320412494315e-08,1.6505927212153052e-07,1.5459054132700089e-07,1.2654816687660195e-08,3.5782711597521769e-13,2.072764269626227e-11,5.0226308131592498e-10,2.1857280660146495e-09
4.812008070041265e-11,0.21827346386576407,76.950000000000003,0.0,0.0,0.0,0.99999962185984226,9.4999999837852496,2.6402665722081725e-08,1.7328573641918102e-07,1.6168794292576303e-07,1.39062762571434e-08,3.7566126399339988e-13,2.0727642355572257e-11,5.2832530136937902e-10,2.3081071024614721e-09
5.0408014891922004e-11,0.21827346386219812,76.950000000000003,0.0,0.0,0.0,0.99999960388071352,9.4999999823565648,2.7658010525318265e-08,1.8151219686707302e-07,1.6873052203445758e-07,1.5212558016374742e-08,3.9349540365811564e-13,2.0727642016984559e-11,5.5438752095138199e-10,2.4304896883557172e-09
5.269594908343136e-11,0.21827346385849664,76.950000000000003,0.0,0.0,0.0,0.99999958590158589,9.4999999808735858,2.8913354822204158e-08,1.8973865477543806e-07,1.7571880748393121e-07,1.6573133134502812e-08,4.1132953780991239e-13,2.0727641658425083e-11,5.8044974008303919e-10,2.5528745134581614e-09
5.4983883274940715e-11,0.2182734638546609,76.950000000000003,0.0,0.0,0.0,0.99999956792245936,9.4999999793368382,3.0168698612739584e-08,1.9796511095351398e-07,1.8265332300378621e-07,1.7987477881920303e-08,4.2916366820310311e-13,2.0727641291800841e-11,6.0651195875296655e-10,2.6752607685243959e-09
5.727181746645007e-11,0.21827346385069227,76.950000000000003,0.0,0.0,0.0,0.99999954994333395,9.4999999777468371,3.1424041896924737e-08,2.0619156592083157e-07,1.8953458727159761e-07,1.9455073581047709e-08,4.4699779596386914e-13,2.072764093404059e-11,6.3257417694497801e-10,2.7976479340178402e-09
5.955975165795943e-11,0.21827346384659205,76.950000000000003,0.0,0.0,0.0,0.99999953196420965,9.4999999761040979,3.2679384674759821e-08,2.1441802001821574e-07,1.9636311396165195e-07,2.0975406557593724e-08,4.6483192183093127e-13,2.0727640582176207e-11,6.5863639466191131e-10,2.9200356691081336e-09
6.184768584946879e-11,0.2182734638423614,76.950000000000003,0.0,0.0,0.0,0.99999951398508646,9.4999999744091284,3.3934726946245027e-08,2.2264447346124108e-07,2.0313941179320973e-07,2.2547968092293287e-08,4.8266604627144981e-13,2.072764022577152e-11,6.8469861191374463e-10,3.0424237582156723e-09
6.413562004097814e-11,0.21827346383800172,76.950000000000003,0.0,0.0,0.0,0.99999949600596438,9.4999999726624385,3.5190068711380556e-08,2.308709263796773e-07,2.098639845782992e-07,2.4172254373113561e-08,5.0050016956654918e-13,2.07276398647682e-11,7.1076082870053411e-10,3.1648120715659413e-09
6.871148842399685e-11,0.21827346382889998,76.950000000000003,0.0,0.0,0.0,0.99999946004772344,9.4999999690158692,3.7700750722603365e-08,2.4732383092379726e-07,2.2315994600339751e-07,2.7574010178774505e-08,5.3616841332883832e-13,2.0727639129721672e-11,7.628852608782579e-10,3.4095890899614417e-09
7.328735680701556e-11,0.21827346381929658,76.950000000000003,0.0,0.0,0.0,0.99999942408948694,9.4999999651683247,4.0211430708429816e-08,2.6377673401150949e-07,2.3625493237530771e-07,3.117673983618063e-08,5.7183665389851768e-13,2.0727638423024258e-11,8.1500969115111346e-10,3.6543663633250299e-09
7.786322519003427e-11,0.2182734638092012,76.950000000000003,0.0,0.0,0.0,0.99999938813125488,9.4999999611236703,4.2722108668861484e-08,2.8022963583795976e-07,2.4915280230024753e-07,3.4976584739080321e-08,6.0750489169689863e-13,2.0727637726496933e-11,8.6713411953648235e-10,3.8991436964764341e-09
8.243909357305298e-11,0.21827346379862325,76.950000000000003,0.0,0.0,0.0,0.99999935217302727,9.499999956885679,4.5232784603899925e-08,2.9668253648118943e-07,2.6185734030193932e-07,3.8969760363718251e-08,6.4317312689143678e-13,2.0727637009452854e-11,9.1925854606370507e-10,4.1439210113412701e-09
8.70149619560717e-11,0.218273463787572,76.950000000000003,0.0,0.0,0.0,0.99999931621480409,9.499999952458074,4.7743458513546732e-08,3.1313543593205988e-07,2.7437225824290324e-07,4.3152554847541947e-08,6.7884135946061424e-13,2.0727636284021612e-11,9.7138297072118445e-10,4.3886983170259084e-09
9.616669872210913e-11,0.21827346376408593,76.950000000000003,0.0,0.0,0.0,0.99999924429837106,9.4999999430484934,5.2764800256671714e-08,3.460412312322196e-07,2.9884772636187128e-07,5.2072507973398799e-08,7.5017781666316154e-13,2.0727634816467086e-11,1.0756318144188168e-09,4.8782529252338984e-09
9.999999999999999e-11,0.21827346374141912,76.950000000000003,0.0,0.0,0.0,0.99999921417542126,9.4999999388929357,5.4868039694265474e-08,3.5982416853687276e-07,3.0888527295469894e-07,5.6022983669139269e-08,7.8005783951148007e-13,2.0727634209948333e-11,1.1192975377108362e-09,5.0833080291260787e-09
1.0440326181154281e-10,0.21827346374141912,76.950000000000003,0.0,0.0,0.0,0.99999917957359641,9.4999999339671763,5.7284000898660557e-08,3.7565644288473785e-07,3.2026294550218003e-07,6.0713163843853548e-08,8.1438061906432203e-13,2.0727633556879543e-11,1.1694557672662144e-09,5.3188520806767618e-09
1.1181616859203314e-10,0.21827346371982295,76.950000000000003,0.0,0.0,0.0,0.99999912132131152,9.4999999253147962,6.1351275865731236e-08,4.0231013011452738e-07,3.3905744564498421e-07,6.8968947881834388e-08,8.7216313403072877e-13,2.072763242763106e-11,1.2538973196229099e-09,5.715391249157309e-09
1.1922907537252345e-10,0.21827346369713,76.950000000000003,0.0,0.0,0.0,0.9999990630690383,9.4999999162229951,6.5418545517390583e-08,4.2896381427856438e-07,3.5741252096358908e-07,7.7664153590197376e-08,9.2994564221874106e-13,2.0727631243949817e-11,1.3383388671036536e-09,6.1119303295799494e-09
1.2664198215301377e-10,0.21827346367337416,76.950000000000003,0.0,0.0,0.0,0.99999900481677673,9.4999999067053551,6.9485809853645283e-08,4.5561749533170029e-07,3.7534175736738873e-07,8.678519505943732e-08,9.8772814352458279e-13,2.0727630073008875e-11,1.4227804096442216e-09,6.508469366982368e-09
1.3405488893350408e-10,0.2182734636485883,76.950000000000003,0.0,0.0,0.0,0.99999894656452681,9.4999998967750479,7.3553068874502019e-08,4.8227117324999506e-07,3.9285832070791624e-07,9.6318906437914744e-08,1.0455106378907132e-12,2.0727628947365348e-11,1.5072219472134855e-09,6.9050083851981992e-09
1.414677957139944e-10,0.2182734636228043,76.950000000000003,0.0,0.0,0.0,0.99999888831228834,9.4999998864448294,7.7620322579967462e-08,5.0892484805398378e-07,4.0997496983612288e-07,1.0625252887457593e-07,1.1032931253562626e-12,2.0727627790002682e-11,1.5916634798850838e-09,7.3015473635897563e-09
1.488807024944847e-10,0.218273463596053,76.950000000000003,0.0,0.0,0.0,0.99999883006006163,9.4999998757270632,8.1687570970048308e-08,5.355785197639998e-07,4.2670406910246274e-07,1.1657369801886884e-07,1.1610756059601588e-12,2.072762659850888e-11,1.6761050076613241e-09,7.6980862817259076e-09
1.5629360927497502e-10,0.21827346356836422,76.950000000000003,0.0,0.0,0.0,0.99999877180784658,9.4999998646337325,8.5754814044751268e-08,5.6223218837387629e-07,4.4305760058951151e-07,1.2727043178812353e-07,1.2188580796841059e-12,2.0727625450940462e-11,1.7605465304675751e-09,8.0946251456791736e-09
1.6370651605546533e-10,0.21827346353976707,76.950000000000003,0.0,0.0,0.0,0.99999871355564296,9.4999998531764476,8.9822051804082985e-08,5.8888585387043903e-07,4.59047175893617e-07,1.3833111858590127e-07,1.2766405464948155e-12,2.0727624320253647e-11,1.8449880483296951e-09,8.4911639685328161e-09
1.7111942283595564e-10,0.2182734635102896,76.950000000000003,0.0,0.0,0.0,0.99999865530345111,9.4999998413664652,9.3889284248050157e-08,6.1553951625412615e-07,4.7468404762435183e-07,1.4974450580254265e-07,1.3344230063887181e-12,2.0727623139294588e-11,1.9294295613118929e-09,8.8877027497622239e-09
1.7853232961644596e-10,0.21827346347995896,76.950000000000003,0.0,0.0,0.0,0.99999859705127092,9.4999998292146834,9.7956511376659466e-08,6.4219317553284724e-07,4.8997912048139565e-07,1.6149968873828397e-07,1.3922054593786719e-12,2.0727621960775202e-11,2.0138710693637701e-09,9.2842414813732242e-09
1.8594523639693627e-10,0.21827346344880166,76.950000000000003,0.0,0.0,0.0,0.99999853879910239,9.499999816731675,1.020237331899176e-07,6.6884683170830568e-07,5.0494296203283673e-07,1.7358609982495606e-07,1.4499879054642436e-12,2.0727620831429127e-11,2.0983125724406444e-09,9.6807801615818713e-09
1.9335814317742658e-10,0.2182734634168431,76.950000000000003,0.0,0.0,0.0,0.99999848054694529,9.499999803927679,1.0609094968783123e-07,6.955004847761813e-07,5.1958581311486568e-07,1.8599349822629049e-07,1.5077703446320978e-12,2.0727619680857543e-11,2.1827540706098264e-09,1.0077318794630569e-08
2.007710499579169e-10,0.2182734633841082,76.950000000000003,0.0,0.0,0.0,0.99999842229479996,9.4999997908126232,1.1015816087040706e-07,7.221541347342898e-07,5.3391759794723067e-07,1.9871195972246362e-07,1.5655527768737692e-12,2.0727618489421896e-11,2.2671955638900942e-09,1.0473857382627893e-08
2.1559686351889755e-10,0.21827346331640443,76.950000000000003,0.0,0.0,0.0,0.99999830579054416,9.4999997636874909,1.1829256728957205e-07,7.7546142532178101e-07,5.6168614044815441e-07,2.2504390041385185e-07,1.6811176205656399e-12,2.0727616113379067e-11,2.4360785356601517e-09,1.1266934422605038e-08
2.289400957237801e-10,0.21827346325304883,76.950000000000003,0.0,0.0,0.0,0.99999820093675373,9.4999997383044512,1.2561351488843228e-07,8.2343797623163401e-07,5.857073987404112e-07,2.4971306620446839e-07,1.785125956202017e-12,2.072761409282473e-11,2.5880731932867911e-09,1.1980703587289398e-08
2.422833279286627e-10,0.21827346318752935,76.950000000000003,0.0,0.0,0.0,0.99999809608300094,9.499999712054441,1.3293444526570197e-07,8.7141451707959862e-07,6.0886167768277262e-07,2.752492011222827e-07,1.8891342693764252e-12,2.072761206471203e-11,2.7400678349540009e-09,1.269447259118724e-08
2.5562656013354526e-10,0.21827346311996484,76.950000000000003,0.0,0.0,0.0,0.99999799122928579,9.4999996849851165,1.402553584214201e-07,9.1939104785072767e-07,6.3119662956865625e-07,3.0160465287351579e-07,1.9931425600387431e-12,2.0727609971606666e-11,2.8920624607167018e-09,1.3408241448884408e-08
2.6896979233842785e-10,0.21827346305046777,76.950000000000003,0.0,0.0,0.0,0.99999788637560849,9.4999996571415064,1.4757625435562566e-07,9.6736756854826529e-07,6.5275728419078705e-07,3.2873439166509943e-07,2.0971508281845535e-12,2.0727607823195903e-11,3.0440570705656372e-09,1.4122010156792981e-08
2.8231302454331044e-10,0.2182734629791443,76.950000000000003,0.0,0.0,0.0,0.99999778152196872,9.4999996285661599,1.5489713306835764e-07,1.0153440791827062e-06,6.7358619508974971e-07,3.5659586395611986e-07,2.2011590738127007e-12,2.0727605744676642e-11,3.1960516643811078e-09,1.4835778704089563e-08
2.9565625674819303e-10,0.21827346290609478,76.950000000000003,0.0,0.0,0.0,0.99999767666836681,9.4999995992993007,1.6221799455965495e-07,1.0633205797498654e-06,6.9372358038521185e-07,3.8514885162659351e-07,2.3051672969289373e-12,2.0727603657759649e-11,3.348046242237974e-09,1.5549547094643552e-08
3.089994889530756e-10,0.21827346283141416,76.950000000000003,0.0,0.0,0.0,0.99999757181480242,9.4999995693789341,1.6953883882955666e-07,1.1112970702423226e-06,7.1320745108702039e-07,4.143553436663694e-07,2.4091754974291451e-12,2.0727601618914923e-11,3.5000408040822502e-09,1.6263315335569846e-08
3.223427211579582e-10,0.21827346275519205,76.950000000000003,0.0,0.0,0.0,0.99999746696127589,9.499999538840985,1.7685966587810168e-07,1.1592735506641408e-06,7.3207372667687751e-07,4.4417942059345041e-07,2.5131836755228295e-12,2.0727599475571689e-11,3.6520353500598175e-09,1.697708342251143e-08
3.356859533628408e-10,0.2182734626775131,76.950000000000003,0.0,0.0,0.0,0.99999736210778689,9.4999995077193926,1.8418047570532905e-07,1.2072500210199005e-06,7.5035634734362664e-07,4.7458714221870743e-07,2.6171918306256399e-12,2.0727597444495074e-11,3.8040298799634275e-09,1.769085135060238e-08
3.490291855677234e-10,0.2182734625984575,76.950000000000003,0.0,0.0,0.0,0.99999725725433575,9.4999994760462272,1.9150126831127773e-07,1.2552264813053775e-06,7.6808738840838443e-07,5.0554643322074404e-07,2.7211999643365564e-12,2.0727595270596941e-11,3.9560243940369818e-09,1.8404619123786764e-08
3.62372417772606e-10,0.21827346251810092,76.950000000000003,0.0,0.0,0.0,0.99999715240092213,9.4999994438518129,1.988220436959867e-07,1.303202931517373e-06,7.8529716881069854e-07,5.3702697465973927e-07,2.825208072167187e-12,2.0727593317275747e-11,4.1080188919330341e-09,1.9118386744993039e-08
3.7571564997748857e-10,0.21827346243651483,76.950000000000003,0.0,0.0,0.0,0.99999704754754615,9.4999994111648061,2.0614280185949491e-07,1.3511793716591762e-06,8.020143435900197e-07,5.6900011149597374e-07,2.9292161664919596e-12,2.0727591058400064e-11,4.2600133741546333e-09,1.9832154210650544e-08
3.8905888218237116e-10,0.21827346235376677,76.950000000000003,0.0,0.0,0.0,0.99999694269420802,9.4999993780122747,2.134635428018414e-07,1.3991558017323067e-06,8.1826598604061399e-07,6.0143877043491574e-07,3.0332242130750984e-12,2.0727589208633665e-11,4.4120078400184811e-09,2.0545921519009604e-08
4.0240211438725375e-10,0.2182734622699206,76.950000000000003,0.0,0.0,0.0,0.99999683784090743,9.4999993444198036,2.2078426652306509e-07,1.4471322217335214e-06,8.3407767513047918e-07,6.3431737250830566e-07,3.137232306601338e-12,2.072758678863908e-11,4.5640022904609501e-09,2.1259688672957035e-08
4.1574534659213634e-10,0.21827346218503665,76.950000000000003,0.0,0.0,0.0,0.99999673298764469,9.4999993104115674,2.2810497302320502e-07,1.4951086316620492e-06,8.4947358924581626e-07,6.6761173932968247e-07,3.241240185098398e-12,2.0727585164521914e-11,4.7159967241758792e-09,2.1973455673264678e-08
4.2908857879701893e-10,0.21827346209917214,76.950000000000003,0.0,0.0,0.0,0.99999662813441947,9.4999992760104224,2.3542566230230015e-07,1.5430850315192967e-06,8.6447658817040877e-07,7.0129901111500238e-07,3.3452485732448868e-12,2.072758244365161e-11,4.8679911429728656e-09,2.268722251754189e-08
4.424318110019015e-10,0.21827346201238085,76.950000000000003,0.0,0.0,0.0,0.99999652328123212,9.4999992412379761,2.427463343603894e-07,1.5910614213072835e-06,8.7910827375115032e-07,7.3535758601711374e-07,3.4492554663386492e-12,2.0727581237849512e-11,5.0199855443546859e-09,2.3400989205514392e-08
4.557750432067841e-10,0.2182734619247136,76.950000000000003,0.0,0.0,0.0,0.99999641842808229,9.4999992061146283,2.5006698919751183e-07,1.6390378010184201e-06,8.9338904723255879e-07,7.6976706279123992e-07,3.553266410016682e-12,2.0727577932033009e-11,5.1719799317778201e-09,2.4114755738968596e-08
4.691182754116667e-10,0.21827346183621865,76.950000000000003,0.0,0.0,0.0,0.99999631357497032,9.4999991706596543,2.5738762681370635e-07,1.6870141706679302e-06,9.0733818401572591e-07,8.0450816603603105e-07,3.6572660632167689e-12,2.0727577532603152e-11,5.3239743004555237e-09,2.4828522117763451e-08
4.824615076165493e-10,0.21827346174694157,76.950000000000003,0.0,0.0,0.0,0.99999620872189587,9.4999991348912829,2.6470824720901209e-07,1.7349905302145004e-06,9.2097391420799792e-07,8.3956266564387936e-07,3.7612968642926623e-12,2.0727573113595463e-11,5.4759686570098962e-09,2.5542288340513098e-08
4.958047398214319e-10,0.21827346165692532,76.950000000000003,0.0,0.0,0.0,0.9999961038688594,9.4999990988267609,2.7202885038346785e-07,1.7829668797749883e-06,9.3431347832414201e-07,8.7491332109975647e-07,3.8652414149549592e-12,2.0727574257212158e-11,5.6279629922791539e-09,2.6256054407495621e-08
5.091479720263145e-10,0.21827346156621025,76.950000000000003,0.0,0.0,0.0,0.99999599901586034,9.4999990624823543,2.7934943633711264e-07,1.8309432191761601e-06,9.4737315347419207e-07,9.1054385529336442e-07,3.9692718052210783e-12,2.0727572687088086e-11,5.7799573141765455e-09,2.6969820319591333e-08
5.224912042311971e-10,0.2182734614748352,76.950000000000003,0.0,0.0,0.0,0.99999589416289913,9.499999025873441,2.866700050699856e-07,1.8789195484678846e-06,9.6016831142979983e-07,9.4643889645278698e-07,4.0733381753986742e-12,2.0727567554411728e-11,5.9319516235136496e-09,2.7683586076527106e-08
5.358344364360796e-10,0.21827346138283618,76.950000000000003,0.0,0.0,0.0,0.99999578930997546,9.4999989890145606,2.9399055658212552e-07,1.926895867802255e-06,9.7271348722199392e-07,9.8258390954672789e-07,4.1772887557772159e-12,2.0727565548430255e-11,6.0839459138947113e-09,2.8397351677710564e-08
5.491776686409622e-10,0.21827346129024755,76.950000000000003,0.0,0.0,0.0,0.99999568445708964,9.4999989519194568,3.0131109087357142e-07,1.9748721769218427e-06,9.8502242977462332e-07,1.0189651456510668e-06,4.2813805720006819e-12,2.0727563411458896e-11,6.2359401884344901e-09,2.9111117123275126e-08
5.625209008458448e-10,0.21827346119710173,76.950000000000003,0.0,0.0,0.0,0.99999557960424135,9.499998914601111,3.0863160794436242e-07,2.0228484760618537e-06,9.9710812485091192e-07,1.055569619002306e-06,4.3853778052579861e-12,2.0727561277072864e-11,6.3879344470052774e-09,2.982488241355886e-08
5.745298098302391e-10,0.21827346111281937,76.950000000000003,0.0,0.0,0.0,0.99999548523671022,9.4999988808338873,3.1522005858444642e-07,2.0660271367401361e-06,1.0078045233637571e-06,1.0886943633278369e-06,4.4789094948636277e-12,2.0727560120526506e-11,6.5247292653367543e-09,3.0467271041961921e-08
5.865387188146334e-10,0.21827346102813164,76.950000000000003,0.0,0.0,0.0,0.99999539086920963,9.4999988469042496,3.2180849527585988e-07,2.1092057892352331e-06,1.0183385069600809e-06,1.1219815142836155e-06,4.572464157265125e-12,2.0727558374236004e-11,6.6615240712992299e-09,3.1109659544305542e-08
5.985476277990278e-10,0.21827346094305872,76.950000000000003,0.0,0.0,0.0,0.99999529650173957,9.4999988128202748,3.2839691801863122e-07,2.1523844334323151e-06,1.028718136390011e-06,1.1554230111193079e-06,4.6661563543344849e-12,2.0727556528846377e-11,6.7983188644235878e-09,3.1752047920648432e-08
6.105565367834221e-10,0.2182734608576197,76.950000000000003,0.0,0.0,0.0,0.99999520213430004,9.4999987785896138,3.3498532681278872e-07,2.1955630696087672e-06,1.0389510731182428e-06,1.1890111923700102e-06,4.7597083823946873e-12,2.0727554250016247e-11,6.9351136450295093e-09,3.2394436171103248e-08
6.225654457678164e-10,0.21827346077183263,76.950000000000003,0.0,0.0,0.0,0.99999510776689104,9.4999987442195373,3.4157372165836097e-07,2.2387416975471653e-06,1.0490445909916122e-06,1.2227387841886775e-06,4.8533375187351091e-12,2.0727552377687567e-11,7.0719084123139021e-09,3.3036824295604774e-08
6.333734638537713e-10,0.21827346069434106,76.950000000000003,0.0,0.0,0.0,0.99999502283624908,9.4999987131729959,3.4750326509335906e-07,2.2776024557006171e-06,1.058015273079203e-06,1.2532070937384449e-06,4.93761713969125e-12,2.0727550949517123e-11,7.1950236915666134e-09,3.3614973499891041e-08
6.441814819397261e-10,0.2182734606165936,76.950000000000003,0.0,0.0,0.0,0.99999493790563188,9.4999986820239357,3.5343279723004667e-07,2.3164632072238414e-06,1.0668834321911823e-06,1.2837779195511086e-06,5.0219163272606333e-12,2.0727549296435194e-11,7.3181389605587605e-09,3.419312260212149e-08
6.54989500025681e-10,0.21827346053860186,76.950000000000003,0.0,0.0,0.0,0.99999485297503943,9.4999986507769538,3.5936231806844476e-07,2.3553239522874459e-06,1.0756536597257186e-06,1.3144466702283399e-06,5.1060642782453311e-12,2.0727547498292578e-11,7.4412542192139947e-09,3.4771271602334821e-08
6.657975181116359e-10,0.2182734604603765,76.950000000000003,0.0,0.0,0.0,0.99999476804447152,9.4999986194364272,3.6529182760857382e-07,2.3941846905356721e-06,1.0843303394715924e-06,1.3452089619811992e-06,5.1904166209301067e-12,2.0727545755291571e-11,7.5643694673409038e-09,3.5349420500498993e-08
6.766055361975908e-10,0.21827346038192813,76.950000000000003,0.0,0.0,0.0,0.99999468311392847,9.4999985880065481,3.7122132585045475e-07,2.4330454223357809e-06,1.0929176566271559e-06,1.3760606096111732e-06,5.2746059657315773e-12,2.0727544114157461e-11,7.6874847048948184e-09,3.5927569296582453e-08
6.863327524749502e-10,0.21827346031114223,76.950000000000003,0.0,0.0,0.0,0.99999460667646078,9.4999985596465635,3.7655786460816242e-07,2.4680200752675053e-06,1.1005731454605015e-06,1.4039001833448942e-06,5.3504120995495557e-12,2.0727542608070044e-11,7.7982884097644956e-09,3.6447903125790986e-08
6.950872471245737e-10,0.21827346024729302,76.950000000000003,0.0,0.0,0.0,0.99999453788275716,9.499998534065778,3.8136074166552433e-07,2.4994972583109093e-06,1.1074062784034103e-06,1.4290126020629102e-06,5.4186540061822898e-12,2.0727541220743158e-11,7.898011736922781e-09,3.6916203501404329e-08
7.038417417741971e-10,0.21827346018331467,76.950000000000003,0.0,0.0,0.0,0.99999446908906964,9.4999985084332117,3.8616361131014242e-07,2.5309744370308823e-06,1.1141876260151414e-06,1.4541768017072829e-06,5.4868814888388106e-12,2.0727539855233448e-11,7.9977350571871744e-09,3.7384503810053226e-08
7.125962364238205e-10,0.21827346011921173,76.950000000000003,0.0,0.0,0.0,0.99999440029539832,9.4999984827507458,3.9096647354202769e-07,2.5624516113897143e-06,1.1209190737800769e-06,1.4793908967935432e-06,5.5551321774179418e-12,2.0727538498419461e-11,8.0974583705702176e-09,3.7852804051728532e-08
7.23768468192353e-10,0.21827346003723175,76.950000000000003,0.0,0.0,0.0,0.99999431250293702,9.4999984499059362,3.9709573604113173e-07,2.6026218606442727e-06,1.1294399518461191e-06,1.5116379861522165e-06,5.6422345090083839e-12,2.0727536747637922e-11,8.2247223563515287e-09,3.8450435119553102e-08
7.349406999608855e-10,0.21827345995506534,76.950000000000003,0.0,0.0,0.0,0.99999422471050226,9.4999984169864433,4.0322498646780874e-07,2.6427921029532867e-06,1.1378861354250565e-06,1.5439597628237725e-06,5.7292172260483219e-12,2.0727535000621298e-11,8.3519863309357342e-09,3.9048066078315973e-08
7.46112931729418e-10,0.21827345987272112,76.950000000000003,0.0,0.0,0.0,0.9999941369180938,9.4999983839957149,4.093542248220816e-07,2.682962338119789e-06,1.1462610776355107e-06,1.5763527736894015e-06,5.8162771145149343e-12,2.0727533282732185e-11,8.4792502942985912e-09,3.9645696928008852e-08
