Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242)
8.606082941823678e-21,0.2001853440560438,76.950000000000003,0.0,0.0,0.0,0.99999999999930811,9.5,7.6104947528101713e-15,1.212097464511279e-13,1.2120906792376939e-13,3.9529119845772806e-24,3.9524782656031403e-24,4.418652315592998e-13,2.1922356967122028e-21,2.111646753453089e-24,2.11299801578353e-35,8.3101779088926905e-40,1.1944176981894477e-27,4.6168015852030179e-21,3.4604129548266846e-26,2.254822184944209e-35,1.2662931068265736e-39,1.0395466984557452e-41,5.3624401272889786e-53,2.0090881344080728e-35,4.9816426441869734e-26,5.1753125758201343e-36,5.17531257590302e-36,7.2152546225875801e-47,1.0724580611088499e-47,2.9600820953887108e-39,1.927070912327456e-26,5.7565048582886376e-37,4.2781650563395204e-38,8.2578387006162819e-84,5.9173847048616402e-47,6.6911864134674292e-40,7.606463683511067e-84,5.2533655920323217e-23,7.4730144509361494e-58,7.4729981742145894e-58,4.2286820764807387e-33,1.2580737111803322e-33,9.9411508664326013e-25,4.2284615850597277e-33,2.5039994385821615e-43,7.6064636835088643e-84,4.3194234335206431e-50,1.0156104094954938e-49,4.8238902523136983e-60,1.8140497551088472e-71,8.3860742795212104e-41,9.1718569892982977e-83,2.6574703607040421e-30,3.9997328154268054e-62,4.6395684389409876e-83,1.8205867983656076e-40,7.1777741015153342e-95,4.6049786745650251e-88,1.6941906216060561e-98,7.7062994801596066e-57,8.2064882394651228e-41,4.141251838186123e-58,1.6859177170122889e-40,2.1999851823435776e-51,1.4122302906830842e-33,2.350452386796349e-51,1.8460392660025718e-52,3.9485262671721079e-44,8.7221707295833707e-44,4.4678294971893063e-62,2.0813610163253795e-44,1.8268259996583485e-47,1.5660530144349226e-66,8.8582262414866056e-51,3.7004728827832696e-37,1.3857910321327542e-67,6.7852944160918509e-19,1.5124445765918405e-35,9.8932368905631927e-35,1.5124445765918413e-35,6.438992717695052e-60,2.917516787713696e-55,1.9698730822012351e-55,1.8350882602771061e-95,7.8055304315027151e-98,1.6753657778591479e-43,6.1493699759763182e-53,2.7007082715806802e-53,1.2543138285181643e-71,1.2411954247138313e-44,4.7060197244440446e-80,1.1080611331008575e-54,2.830381878430626e-65,1.5581377676401404e-75,3.7584271999779514e-76,2.226965125556699e-66,6.4796569532299693e-58,4.1643292180253942e-81,6.4796629869749705e-58,2.6833945868179451e-73,1.0729361872850128e-60,1.0359708075898292e-71,3.2418984374144707e-67,2.1068352122947486e-76,1.8706422713651259e-22,9.8437145592480108e-58
1.7219642932250157e-20,0.2001853440560438,76.950000000000003,0.0,0.0,0.0,0.99999999999861566,9.5,1.522760157750923e-14,2.4252480109705925e-13,2.4252344345695751e-13,1.5821949516631509e-23,1.5818388931462691e-23,8.8411434560690864e-13,8.7746557960977743e-21,8.4520900397544923e-24,1.69051807569699e-34,6.6531954324227829e-39,4.7807835352328996e-27,1.8479237816349681e-20,1.3850669915120752e-25,1.8018279189398604e-34,1.0138028183462535e-38,8.3226944763615183e-41,8.5868903946295775e-52,1.6084920982393546e-34,1.9939553109483282e-25,4.1433968716766632e-35,4.1433968718093895e-35,1.1553807581229755e-45,1.7173301844412051e-46,2.3698654629248353e-38,7.7133056392171074e-26,4.6087037821630736e-36,3.4251332569101458e-37,1.0591498584238428e-81,9.4755250576057204e-46,5.3570175524566709e-39,9.7560454080632233e-82,2.1027152741965307e-22,2.3933739886506813e-56,2.3933635626889405e-56,3.3855168057303015e-32,1.0072239090671575e-32,3.9790509909425049e-24,3.3853402786217027e-32,4.0096614876257036e-42,9.7560454080575725e-82,6.9167051385783096e-49,8.1353525942358606e-49,1.5449436755241285e-58,1.1619844299619216e-69,6.7139584190626556e-40,1.1750093631964307e-80,1.0636807008448962e-29,6.4080570574447002e-61,5.9437651110534324e-81,1.4575764287113591e-39,1.8390998385622582e-92,5.8994524429062117e-86,4.3408803453149454e-96,2.4680907976117273e-55,6.5701781811777196e-40,1.3263156376506404e-56,1.3497592834824449e-39,3.5228424607044847e-50,5.6526015402868506e-33,3.7637860977429582e-50,2.9560680341440224e-51,3.1612218850140926e-43,6.9830398909464947e-43,1.4235475103853411e-60,1.6663539438009942e-43,1.5512099976858379e-46,1.0031308540688824e-64,1.4184703165626272e-49,2.9626276832187004e-36,8.8766455088784451e-66,1.3576484375657862e-18,1.2108752373098929e-34,3.9598731613089352e-34,1.2108752373098946e-34,2.0622114042492079e-58,4.6684896834875955e-54,3.1517372674052873e-54,4.7018880324073991e-93,2.0023485968839157e-95,1.3413113158490956e-42,5.651824602806065e-52,4.324650130267769e-52,8.0344719789827602e-70,9.9371103961338832e-44,6.0288962582201717e-78,1.7743415103522171e-53,9.0648431969738029e-64,9.9806079324933544e-74,2.4074499301221409e-74,7.1322847766168923e-65,1.0375874152935386e-56,5.3349349034393206e-79,1.0375893477112712e-56,1.7188408687834861e-71,1.819058351068151e-59,3.5099525912942659e-70,1.0382804326048564e-65,7.1386382035225071e-75,7.4874364764289984e-22,3.1526391338068309e-56
3.4446762913103115e-20,0.20018534405604377,76.950000000000003,0.0,0.0,0.0,0.99999999999723066,9.5,3.0461815226884656e-14,4.8515491035182115e-13,4.85152194498607e-13,6.3308407049216264e-23,6.3279563399511875e-23,1.7686125307099275e-12,3.511005172766807e-20,3.3819368841366844e-23,1.3510670512240812e-33,5.3245785137659989e-38,1.9129361400818679e-26,7.3941019533606913e-20,5.542072098864128e-25,1.4365961763029412e-33,8.1134776501684073e-38,6.6606850174465905e-40,1.3744614671031243e-50,1.2872824987507181e-33,7.9784184887220316e-25,3.3159767593007205e-34,3.3159767595131677e-34,1.8493614583776566e-44,2.7488466252221056e-45,1.8966125087537755e-37,3.0863268787836975e-25,3.6883632153296521e-35,2.7411474203219416e-36,1.3570872809038169e-79,1.5167010174995185e-44,4.2872419791181436e-38,1.2500407784727714e-79,8.41359977658146e-22,7.6619998388060856e-55,7.6619330847328105e-55,2.7094422519059817e-31,8.0608520706390788e-32,1.592138616293321e-23,2.7093009767232634e-31,6.4180693842926665e-41,1.2500407784713236e-79,1.1071232221175403e-47,6.5176275409671264e-48,4.9458983416580487e-57,7.4398774844593876e-68,5.3732070894489473e-39,1.5046596347286426e-78,4.2561083100531917e-29,1.0267543289087413e-59,7.6112954699449827e-79,1.1665041226864058e-38,4.7101309474471375e-90,7.5545518116803722e-84,1.1117458221497281e-93,7.9012120190446205e-54,5.2581356643088233e-39,4.2459949116392795e-55,1.0802176457472628e-38,5.6388415323475127e-49,2.2617769009223082e-32,6.0245084751770298e-49,4.7316339713929868e-50,2.5299382651028487e-42,5.5885539675649953e-42,4.5108581920756609e-59,1.3335889123849752e-42,1.3833146341371327e-45,6.422780866035105e-63,2.2704762031178676e-48,2.3710014788976781e-35,5.6834807776172996e-64,2.7158865536308773e-18,9.6906811149456142e-34,1.5844651844417054e-33,9.690681114945645e-34,6.6018517426761879e-57,7.4619590491956872e-53,5.0364454932288725e-53,1.2042026251468437e-90,5.1313091191240494e-93,1.0734567037634443e-41,4.8791918514324325e-51,6.9222506406249683e-51,5.1442593979889686e-68,7.9527084058193746e-43,7.720311004231895e-76,2.8401019497949264e-52,2.9019698809865335e-62,6.3903189728055169e-72,1.5414262990370798e-72,2.2832910598463239e-63,1.6608093968585338e-55,6.8316579057031753e-77,1.6608155831620039e-55,1.1005282476166029e-69,3.2348892582801152e-58,1.2466248848525788e-68,3.3238948785658801e-64,2.535688873340493e-73,2.9959437575748306e-21,1.0092687935074425e-54
6.890100287480903e-20,0.2001853440560438,76.950000000000003,0.0,0.0,0.0,0.99999999999446065,9.5,6.0930242525544758e-14,9.7041512871301731e-13,9.7040969648299841e-13,2.5327485166829872e-22,2.5304274129439034e-22,3.5376087289472214e-12,1.4046306140062039e-19,1.3529949181706966e-22,1.0780923074218929e-32,4.2604719492192841e-37,7.6529901902997444e-26,2.9581220920246481e-19,2.2171897172180642e-24,1.1409253069455618e-32,6.4919731530088898e-37,5.3295600042531036e-39,2.1995851174064634e-49,1.0300215287278515e-32,3.1918869171892868e-24,2.6532852187505208e-33,2.6532852190905053e-33,2.9595798168386182e-43,4.3990493052077895e-44,1.5175779893927684e-36,1.2347316558485889e-24,2.9512501801410586e-34,2.1933341673428043e-35,1.7379525582868997e-77,2.4272151597628185e-43,3.4304446934474652e-37,1.6008635550242148e-77,3.3659875843698898e-21,2.4523438555365936e-53,2.4523011245686313e-53,2.1679652679382721e-30,6.4499058040997845e-31,6.3695905996657817e-23,2.1678522265744675e-30,1.0270999676948343e-39,1.6008635550205075e-77,1.771757449055114e-46,5.2260911226587661e-47,1.5830197452122934e-55,4.7625374016435264e-66,4.2993818018103071e-38,1.9263784798398254e-76,1.7027204638703055e-28,1.6464950975910943e-58,9.7445531642022384e-77,9.3338051888368529e-38,1.2060538323258546e-87,9.6719081765688689e-82,2.8466838481790104e-91,2.528919262329059e-52,4.2073015179305893e-38,1.3590039238616562e-53,8.6433823872255312e-38,9.0239802364316193e-48,9.0485803792429492e-32,9.6411735787357682e-48,7.5721547993520328e-49,2.0243349937205961e-41,4.4716918970098944e-41,1.41495357709508e-57,1.0670726578655461e-41,1.3339048380505719e-44,4.1114575332819531e-61,3.6335008796111414e-47,1.8971597076799701e-34,3.6382044820625035e-62,5.4323632823685695e-18,7.7540158360490619e-33,6.338893460116766e-33,7.7540158360491057e-33,2.1130365821505051e-55,1.1907573063587936e-51,8.0332409610448372e-52,3.0834187213524844e-88,1.314293529884122e-90,8.5892845736536979e-41,4.062219321994029e-50,1.1077835568012533e-49,3.2930291059695672e-66,6.3633750162366329e-42,9.88412509493345e-74,4.545087773686201e-51,9.288256337487579e-61,4.0906779483755839e-70,9.8672342269417969e-71,7.3080676817938433e-62,2.6578159260237286e-54,8.7464043583807022e-75,2.6578357261389008e-54,7.0448850498612659e-68,6.2113603586880978e-57,4.7771939882289119e-67,1.0638700553444174e-62,9.7185083213406464e-72,1.1985676929930204e-20,3.2303389487742484e-53
1.3780948279822085e-19,0.20018534405604382,76.950000000000003,0.0,0.0,0.0,0.99999999998892064,9.5,1.2186709712250202e-13,1.9409355648427127e-12,1.940924700056151e-12,1.0131818565624662e-21,1.0113207320864174e-21,7.0756004375472221e-12,5.618979110147159e-19,5.412419709108547e-22,8.5784634293493827e-32,3.4087014063711892e-36,3.0614452203138972e-25,1.1833450071935058e-18,8.8694806732799933e-24,8.9940651833435049e-32,5.1940049543143286e-36,4.2640528419986413e-38,3.5196919055111676e-48,8.2409537902845515e-32,1.2768586775885355e-23,2.1228297192564115e-32,2.1228297198004421e-32,4.7358074722280579e-42,7.0391941579550071e-43,1.2141773815085794e-35,4.9393280694141562e-24,2.3612230708900871e-33,1.754833549992722e-34,2.2251431824336722e-75,3.8839384967808287e-42,2.7446159004326912e-36,2.0496247775770869e-75,1.3465044640936337e-20,7.8482508754793963e-52,7.8479773778878827e-52,1.7345365873486422e-29,5.1604136613093055e-30,2.5480431191248923e-22,1.7344461460660978e-29,1.643526850242417e-38,2.0496247775675927e-75,2.8350998176977523e-45,4.1988696857018456e-46,5.0661924280488067e-54,3.0483475675444448e-64,3.4398316310532377e-37,2.466028355766841e-74,6.8114361669720224e-28,2.6453936981828168e-57,1.2474363004841383e-74,7.4677529653998574e-37,3.0878295691745889e-85,1.2381373903387358e-79,7.288294248520156e-89,8.0933909922408289e-51,3.3661513519707517e-37,4.3492688380587503e-52,6.9153624599696797e-37,1.4439830631779387e-46,3.619726724716171e-31,1.5427442590592973e-46,1.2116680086367689e-47,1.6196217587313939e-40,3.577692594450014e-40,4.3543822195573914e-56,8.5373743690132054e-41,1.4305269399954265e-43,2.6316132996001516e-59,5.8141920465493065e-46,1.5178691348258677e-33,2.3286991170639808e-60,1.0865318726273654e-17,6.2037994180488756e-32,2.5357645316578755e-32,6.2037994180489479e-32,6.7624267393468856e-54,1.8946182620981514e-50,1.2769838583054393e-50,7.8943718775586559e-86,3.3654599778585481e-88,6.8720800912179579e-40,3.3167847981691201e-49,1.7726278801669452e-48,2.1077633294231332e-64,5.0911833778013114e-41,1.2653039511402663e-71,7.2728802434563924e-50,2.972554571251828e-59,2.6183135406815766e-68,6.315702138607606e-69,2.3388274909249456e-60,4.2528746667167525e-53,1.1196600650638938e-72,4.2529380323483686e-53,4.5092072957231044e-66,1.3249861058829003e-55,2.0326916205029914e-65,3.4047423621102224e-61,4.1360056783617553e-70,4.7946218102750841e-20,1.0338169564863219e-51
2.756264426450445e-19,0.2001853440560438,76.950000000000003,0.0,0.0,0.0,0.99999999997784073,9.5,2.4374080631496462e-13,3.881976434736192e-12,3.8819547056199349e-12,4.0528923085021404e-21,4.0380055618803532e-21,1.4151581103251973e-11,2.2476826035475912e-18,2.1650556349021256e-21,6.7889250601055614e-31,2.7270909222377187e-35,1.2246279191029581e-24,4.7335715875172781e-18,3.5479366334661112e-23,6.9897788524979502e-31,4.1552944959642042e-35,3.4114042164532639e-37,5.6317860632295267e-47,6.5930746458850659e-31,5.1076425309625323e-23,1.6983443945369028e-31,1.6983443954073956e-31,7.5776710510149843e-41,1.1263281036922352e-41,9.7138755922646827e-35,1.9758112068120623e-23,1.8890661277008234e-32,1.4039328594203306e-33,2.8485442221810079e-73,6.2146149803017421e-41,2.1957962622276366e-35,2.6238521928458619e-73,5.3862358272281387e-20,2.5115246489318559e-50,2.5113496136892978e-50,1.3876946527421174e-28,4.1285254373784406e-29,1.0192583350531934e-21,1.3876222969136473e-28,2.6297758122774268e-37,2.6238521928215534e-73,4.5363888527289533e-44,3.3874162514616003e-45,1.6212646813510246e-52,1.9510441252767474e-62,2.7519953118505635e-36,3.1566821579592997e-72,2.7246853268915712e-27,4.2671942787528959e-56,1.5968023692532679e-72,5.974485682251024e-36,7.9052607735304764e-83,1.5849007861800446e-77,1.8659020327312515e-86,2.5900203659076743e-49,2.6930337977941108e-36,1.3918386139657421e-50,5.5325525885703906e-36,2.3104883023498307e-45,1.4479496041339704e-30,2.4685149408568285e-45,1.9387673804339695e-46,1.2957589072546817e-39,2.8622889957549363e-39,1.2939802565391762e-54,6.8301958074042826e-40,1.7257815337388763e-42,1.6843216952990086e-57,9.3031779009422241e-45,1.2143485679719254e-32,1.490446423267948e-58,2.1731237559799906e-17,4.9632715405547268e-31,1.0143477144113294e-31,4.9632715405548432e-31,2.1640895635275732e-52,2.997593216417371e-49,2.0167073859373412e-49,2.0210513771328971e-83,8.6166890361466905e-86,5.4979250361288183e-39,2.6809556894296847e-48,2.8363292596517616e-47,1.3490400324248274e-62,4.0731400529676303e-40,1.6196755302027792e-69,1.1637200239327998e-48,9.5126751568403575e-58,1.6758101579248323e-66,4.0422622558413301e-67,7.4846412878891857e-59,6.8047425828385306e-52,1.4332414423852653e-70,6.8049453545724087e-52,2.8860458299401467e-64,3.1795464957438744e-54,9.729581978932247e-64,1.0895750142563601e-59,1.980103043574223e-68,1.917895439639765e-19,3.3083870215455486e-50
5.5126036233869185e-19,0.2001853440560438,76.950000000000003,0.0,0.0,0.0,0.9999999999556809,9.5,4.8748822469408228e-13,7.7640581650982863e-12,7.7640147104174254e-12,1.6211898817274949e-20,1.6093119539769376e-20,2.8303531428705246e-11,8.9909093396933487e-18,8.6603959721837665e-21,5.3162419997079298e-30,2.1817250603228534e-34,4.8986113430320891e-24,1.8934663163371124e-17,1.41920352524286e-22,5.288608730676098e-30,3.3241437417821225e-34,2.729188150048845e-36,9.0110630717470942e-46,5.2745827219282714e-30,2.0430985706729859e-22,1.3587077595408769e-30,1.3587077609336989e-30,1.2124561797091254e-39,1.8021700005674497e-40,7.7712775837698559e-34,7.9034022840498083e-23,1.5112855643036259e-31,1.1231719430909339e-32,6.3831481203283636e-71,9.9436281977852432e-40,1.7566775925206969e-34,5.8796479503623249e-71,2.1545372077308439e-19,8.0367852415150565e-49,8.0356651468500693e-49,1.110181284276671e-27,3.3028963803744536e-28,4.0771131970986626e-21,1.1101233992518419e-27,4.2077454149267622e-36,5.8796479502535635e-71,7.2584016797915584e-43,2.7550560651666892e-44,5.1881698383271262e-51,1.2486983643700045e-60,2.2016474923826791e-35,4.0406515194715828e-70,1.0898962982619994e-26,6.937604341555102e-55,2.04395679502906e-70,4.7797015033022933e-35,2.023796252252318e-80,2.0287266151710284e-75,4.77682734669552e-84,8.2882773698891745e-48,2.1544539733833206e-35,4.4539969911792201e-49,4.4261471003024578e-35,3.6968685314527179e-44,5.7919162275193278e-30,3.9497197835921158e-44,3.1021065646815756e-45,1.0366317129561401e-38,2.2898840176648875e-38,3.6227357865709677e-53,5.4642416587017448e-39,2.3107539643992701e-41,1.0779936878187007e-55,1.4885455028532024e-43,9.7149489439450615e-32,9.5391040349386646e-57,4.3463107009694872e-17,3.9707057075725263e-30,4.0574784286618656e-31,3.9707057075727106e-30,6.9252639075631392e-51,4.6911438889249258e-48,3.144969980402677e-48,5.1739440590295206e-81,4.0879837736902012e-83,4.3984443790454041e-38,2.1559239358388753e-47,4.5381794723797279e-46,8.6340797996008234e-61,3.2585893759015767e-39,2.073238655310688e-67,1.8619993776683037e-47,3.0441364102805814e-56,1.0725471350178829e-64,2.5871130997004675e-65,2.3951481182371191e-57,1.0887215472863242e-50,1.8345969119697187e-68,1.088786430222061e-50,1.8471174145207318e-62,8.4777104940713909e-53,5.1773031580720701e-62,3.4867329098217435e-58,1.0538213817296914e-66,7.6714872430177771e-19,1.058710952318474e-48
1.1025282017259864e-18,0.2001853440560438,76.950000000000003,0.0,0.0,0.0,0.99999999991136113,9.5,9.7498306142908717e-13,1.5528221588429218e-11,1.5528134694692078e-11,6.4848252945725737e-20,6.3904112415727801e-20,5.6607388055985112e-11,3.5963971239289503e-17,3.4641914175459553e-20,4.0798860830782642e-29,1.7454016212435269e-33,1.9594644729896953e-23,7.5739355798819305e-17,5.6768718333805119e-22,3.815008639546525e-29,2.6590733753443096e-33,2.1833764279251119e-35,1.4417808101001163e-44,4.2197127505724998e-29,8.1724773474183357e-22,1.0869790980054101e-29,1.086979100233947e-29,1.9399480826243766e-38,2.8835061171985875e-39,6.2170840943422458e-33,3.1613904019544805e-22,1.2090376649813268e-30,8.9854661215754633e-32,8.1979926277575719e-69,1.5909979744935042e-38,1.4053569711356605e-33,7.5513382533680122e-69,8.6182288405151782e-19,2.571609990503291e-47,2.5708933261037069e-47,8.8815430557289437e-27,2.6423446769897996e-27,1.6308593948529669e-20,8.8810799862253108e-27,6.7324690148655433e-35,7.5513382530881847e-69,1.1613574123614396e-41,2.276165900929833e-43,1.6602275333254392e-49,7.9917350169153665e-59,1.7613372732776408e-34,5.1720769307114357e-68,4.3596294892431326e-26,1.1452056364143465e-53,2.6162864637323372e-68,3.8238057951024563e-34,5.1809618252207876e-78,2.5968024678845042e-73,1.2228787227255294e-81,2.6522800191377184e-46,1.7235449098409318e-34,1.425295448340371e-47,3.5409596580767945e-34,5.9150432058391557e-43,2.3167900377633496e-29,6.3196173945130587e-43,4.9634332021773508e-44,8.293151836244334e-38,1.8319265053283569e-37,9.2681373525694434e-52,4.3713737095669304e-38,3.3367478287582804e-40,6.8992391403465061e-54,2.3817004757017621e-42,7.7719390841254065e-31,6.1050981179135847e-55,8.6926973040679858e-17,3.1765930289069813e-29,1.6230118986548771e-30,3.1765930289072773e-29,2.216110571342796e-49,7.1904005155326771e-47,4.7888091161848838e-47,1.3245028913505662e-78,1.0508886360123386e-80,3.5187971832511998e-37,1.7292333170526401e-46,7.2609786732130807e-45,5.5258759396615103e-59,2.6069024204569628e-38,2.6537765227691937e-65,2.9792368441343376e-46,9.7413668372757665e-55,6.8643932374972358e-63,1.6557695921506744e-63,7.66457445909933e-56,1.7417688037370353e-49,2.3483117793119105e-66,1.7419763952309852e-49,1.1821693421528265e-60,2.4413280835141931e-51,2.9775021523303602e-60,1.1157699834222993e-56,6.0613236670140006e-65,3.0684256507068624e-18,3.3879149785727353e-47
2.2050638805005757e-18,0.2001853440560438,76.950000000000003,0.0,0.0,0.0,0.9999999998227217,9.5,1.9499727348061752e-12,3.1056548287906207e-11,3.1056374561960117e-11,2.59394315190991e-19,2.5194116445651462e-19,1.1321492521762372e-10,1.4385636093308827e-16,1.3856818466269931e-19,3.0173162689515938e-28,1.3963309562286713e-32,7.8378977813060406e-23,3.0295842559118191e-16,2.2707602705711203e-21,2.5470999876542525e-28,2.1268343646027437e-32,1.7467115003023688e-34,2.3068395954496334e-43,3.3757846222749108e-28,3.2690075099149872e-21,8.6958842280536002e-29,8.6958842637102024e-29,3.1039159541006971e-37,4.6136309623704732e-38,4.973677978475189e-32,1.2645604558452344e-21,9.6722765510649617e-30,7.1883898535683138e-31,1.0493829372678235e-66,2.5456040870529036e-37,1.1242893978979256e-32,9.6660803263929797e-67,3.4473029423469176e-18,8.2279577957141865e-46,8.2233737448296769e-46,7.1052564084151453e-26,2.1138822269148238e-26,6.5234509675993538e-20,7.1048859765193921e-26,1.0771989289005252e-33,9.6660803256765793e-67,1.8581784775934843e-40,1.9362962009880535e-42,5.3127077795615495e-48,5.1146917970036608e-57,1.4090755815354518e-33,6.620234875836384e-66,1.7438606237153147e-25,1.9449009882503931e-52,3.3488347936705736e-66,3.0590615275256271e-33,1.326321578877705e-75,3.3239230064839153e-71,3.1305620040200793e-79,8.4873288525222584e-45,1.3787821548756016e-33,4.5609605735911352e-46,2.8327844626584714e-33,9.4640599951849986e-42,9.267207120139133e-29,1.0111405343349254e-41,7.9415423364988601e-43,6.6345603758976702e-37,1.4655459808682972e-36,2.1149575815870555e-50,3.4970053291571469e-37,5.0502694242214316e-39,4.4155264290310647e-52,3.8107366252938057e-41,6.2174084736867699e-30,3.9072761099377074e-53,1.7385521362603123e-16,2.5412747241290749e-28,6.4921127518555012e-30,2.5412747241295488e-28,7.0915812334755286e-48,1.061093417412805e-45,6.9854550763408408e-46,3.390521548201256e-76,2.6903981959404256e-78,2.8150543219211025e-36,1.3851911585872152e-45,1.1616997187485309e-43,3.5365728053641728e-57,2.0855342819176641e-37,3.3968448531640654e-63,4.7668091198749694e-45,3.1172593576559644e-53,4.3932409032143726e-61,1.059693343159831e-61,2.4526797948546468e-54,2.7861830034588693e-48,3.0058493955067821e-64,2.7868470662753375e-48,7.5659139871454385e-59,7.3775560992627171e-50,1.797989391321718e-58,3.5704924710384391e-55,3.6605336945270513e-63,1.2272161614029794e-17,1.0841369817105404e-45
3.307599559275165e-18,0.2001853440560438,76.950000000000003,0.0,0.0,0.0,0.99999999973408227,9.5,2.924962408090342e-12,4.6584874842526278e-11,4.6584614327946872e-11,5.5121372098145427e-19,5.300654405293162e-19,1.6982228628792656e-10,3.0569484870839213e-16,2.9445757322202647e-19,8.2567763359414732e-28,3.9926525396104185e-32,1.6655557736852502e-22,6.43786826494697e-16,4.8253727753844609e-21,6.6070185879273281e-28,6.0807087045237085e-32,4.994510796615805e-34,8.4906865760816659e-43,9.6526396503599425e-28,6.9466512681882457e-21,2.4864831601410612e-28,2.4864831732650387e-28,1.1424451453041619e-36,1.6981235332572636e-37,1.4221601245826626e-31,2.6871918502658383e-21,2.7656572953439317e-29,2.0554291350183851e-30,5.4144308487176808e-66,9.3695110970529288e-37,3.2147652148476733e-32,4.9873427200901858e-66,7.3255207110482783e-18,3.7563650288341963e-45,3.753846912105164e-45,2.0316590328133025e-25,6.0443812529983748e-26,1.3862324974427159e-19,2.0315531165368454e-25,3.9648077676604645e-33,4.9873427196503537e-66,6.8393312513920068e-40,5.726083626250683e-42,2.4255892879386595e-47,2.8101642081523141e-56,4.0290773632556893e-33,4.2709610066771748e-65,3.7057093078600882e-25,7.3577667340518967e-52,2.1604585278124652e-65,8.7470153150037554e-33,9.8494936225539462e-75,2.1443925843414716e-70,2.3248112625463238e-78,3.875012288645716e-44,3.9423594717138779e-33,2.0823718114659067e-45,8.1000052970995356e-33,3.4833952261364104e-41,1.9692844346404864e-28,3.7216656278531219e-41,2.9230188720382906e-42,1.8970724228992287e-36,4.1905454869144722e-36,8.5525407154431152e-50,9.9990769649449122e-37,1.8351183224637649e-38,2.4260246088320089e-51,1.4026046443031081e-40,1.7777634304828956e-29,2.1467766970652594e-52,2.6078396273336527e-16,7.2664442131682508e-28,1.3795809719161691e-29,7.2664442131699951e-28,3.237763601871934e-47,3.7606232281374534e-45,2.4627772120509371e-45,2.5178217603211735e-75,1.5920796576782011e-77,8.0493080072339973e-36,3.9621088479476228e-45,4.275718749881208e-43,1.9431010214358667e-56,5.9633336272357751e-37,2.1914338493958707e-62,1.7545047668237168e-44,1.4232315225496508e-52,2.413783309958478e-60,5.822273143467167e-61,1.1198075088329815e-53,1.0253841835215563e-47,1.9391879344924493e-63,1.0256873277934295e-47,4.1569448089032923e-58,3.3298303440569746e-49,9.778636611585966e-58,1.6301625236085343e-54,1.9919556256650821e-62,2.6076027772856932e-17,4.9497836122651821e-45
