Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990)
1.1798615348388007e-22,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999999937794,9.5,9.7741784641476603e-16,1.2151230245671634e-14,1.2151230245672582e-14,4.072805557659229e-27,4.0727927948972806e-27,5.9675765971804836e-13,4.6541281888853269e-23,1.8886023526167172e-27,7.8519265588544857e-40,3.0877797018620742e-44,6.3715828390765847e-42,1.4128251144546803e-22,1.1097604441373009e-28,7.2815940363688327e-40,7.4559998554510218e-44,6.6452824611194239e-57,0.0,7.8935441420972546e-38,9.7272982494617815e-28,4.4063246571303852e-39,4.4063246571310247e-39,5.4797083446241329e-52,9.1629105202878665e-53,7.893166766095019e-40,2.7795260626437927e-29,7.4066421265369907e-42,6.1925192718508731e-43,5.4366151500010592e-92,6.197506840832322e-53,4.0364909183019973e-44,4.9096309087335756e-92,1.689817946866612e-24,8.0425255898250248e-66,8.0425253253612723e-66,9.4411207864337235e-40,9.4411207863711751e-40
2.3602353847166105e-22,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999999875566,9.5,1.9552601035305909e-15,2.4307736752815967e-14,2.430773675281975e-14,1.6296527305127531e-26,1.6296425164542083e-26,1.1937744409188211e-12,1.8622575033105822e-22,7.5568694270089314e-27,6.2836810054530995e-39,2.4711622057988776e-43,5.0998487070173674e-41,5.653140746192099e-22,4.4404873064615163e-28,5.8269025307292927e-39,5.967065711656441e-43,1.0638223387330201e-55,0.0,6.3172343212523468e-37,3.8921863390371081e-27,3.5263988977041821e-38,3.5263988977052058e-38,8.7711019850470206e-51,1.4666624144715634e-51,6.3169323036512842e-39,1.1121724751177503e-28,5.9275647242800277e-41,4.9558974482513468e-42,6.965927640910794e-90,9.9200470480299933e-52,3.2304195066343427e-43,6.2907034451132283e-90,6.7614728754064398e-24,2.5746905744676407e-64,2.5746904051385156e-64,7.5557659765218151e-39,7.5557659764216935e-39
4.72098308447223e-22,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.9999999999975111,9.5,3.9109446177597995e-15,4.8620749767008167e-14,4.8620749767023269e-14,6.5196720878450178e-26,6.519590360336058e-26,2.3878080021672687e-12,7.4502426383927509e-22,3.0232398430348251e-26,5.0275049213784415e-38,1.9773052286150242e-42,4.0809121928688606e-40,2.2616244076473684e-21,1.776484069747776e-27,4.6614702727736769e-38,4.7745588499388261e-42,1.7025775897714859e-54,0.0,5.0547472631523143e-36,1.5571279795529752e-26,2.8216549014237215e-37,2.8216549014253598e-37,1.4036618771463043e-49,2.3471373658846155e-50,5.0545055998125869e-38,4.4494141038907061e-28,4.7429523730383208e-40,3.9654709290913014e-41,8.9209087329613541e-88,1.5875304952639049e-50,2.5848264189756997e-42,8.0561834967330684e-88,2.7050294293424995e-23,8.2407418447371866e-63,8.2407407607994144e-63,6.0457607630932965e-38,6.0457607629330705e-38
9.442478483983471e-22,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999999502187,9.5,7.8223136462084426e-15,9.724677579500667e-14,9.7246775795067091e-14,2.6080810832099942e-25,2.608015695759764e-25,4.7758751200517697e-12,2.9803395951920533e-21,1.2093943577362593e-25,4.0217545660357867e-37,1.5819943941725815e-41,3.2651430966973633e-39,9.0472338938730331e-21,7.1065146144690406e-27,3.7280317419365661e-37,3.8200092405084094e-41,2.7244936753317436e-53,0.0,4.0441817708591175e-35,6.2290188420932164e-26,2.257538257306323e-36,2.2575382573089446e-36,2.2460874720473346e-48,3.7558018310918335e-49,4.0439884164348415e-37,1.7799104926729652e-27,3.7947221615014138e-39,3.1726779593166212e-40,1.1421657737710909e-85,2.5403071950096477e-49,2.068057481620316e-41,1.0314528858750593e-85,1.0820998329483608e-22,2.6373143733624354e-61,2.6373136795683697e-61,4.8370678484997378e-37,4.837067848243352e-37
1.888546928300595e-21,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999999004341,9.5,1.5645051703066646e-14,1.9449882784946006e-13,1.9449882784970174e-13,1.0432748842485917e-24,1.043222573029162e-24,9.5520093373711931e-12,1.1921843457971924e-20,4.8377742715361436e-25,3.2165467812433165e-36,1.2656556184920146e-40,2.6122798260729059e-38,3.6190408094574955e-20,2.8427215169750765e-26,2.9801719545083742e-36,3.056151639689017e-40,4.3594855295845874e-52,0.0,3.2354990040026048e-34,2.4917089251479692e-25,1.8061163448385417e-35,1.8061163448427363e-35,3.593922717578792e-47,6.0095885721417895e-48,3.2353443044866239e-36,7.1199316841804985e-27,3.0359218215485972e-38,2.5382628533781645e-39,1.4621574707728724e-83,4.0646982351877852e-48,1.6545245280639516e-40,1.3204270146096013e-83,4.3285754533210083e-22,8.439848077238565e-60,8.4398436367220999e-60,3.8698379777684002e-36,3.8698379773581622e-36
3.777145088105091e-21,0.30220936557773753,76.950000000000003,0.0,0.0,0.0,0.99999999998008648,9.5,3.1290527816626725e-14,3.8900293195219272e-13,3.8900293195315929e-13,4.1731844391447915e-24,4.172765959040723e-24,1.9104277698211734e-11,4.768834384566039e-20,1.9351490714636452e-24,2.5716845546356995e-35,1.0125485613894472e-39,2.0898900050214617e-37,1.4476457698956672e-19,1.1371117414180815e-25,2.3803709424371089e-35,2.4449780127120688e-39,6.9754133834558079e-51,0.0,2.5884606317322923e-33,9.9670384802189883e-25,1.4449273722997992e-34,1.444927372306511e-34,5.750422485796226e-46,9.6155861947460102e-47,2.5883368553685307e-35,2.8480306181534853e-26,2.428795062792378e-37,2.0306584672746891e-38,1.8716801509600878e-81,6.5036825222963402e-47,1.3236510403923003e-39,1.690253672052747e-81,1.7314654005279732e-21,2.7008214034763214e-58,2.7008185614733532e-58,3.0959438540796892e-35,3.0959438534232918e-35
7.554341407714084e-21,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999996017264,9.5,6.2581480043121518e-14,7.7801114013296212e-13,7.7801114013682671e-13,1.6692907552069699e-23,1.6689559984822779e-23,3.8208814124699575e-11,1.9075531416420411e-19,7.7406749644948636e-24,2.0547944069182032e-34,8.1004851538620583e-39,1.6719384663399011e-36,5.7906419339858659e-19,4.5484932351699596e-25,1.8982305365023472e-34,1.95600349166413e-38,1.1160850672853271e-49,0.0,2.0707930642675399e-32,3.9868559478906498e-24,1.1559556164597628e-33,1.1559556164705021e-33,9.2007926437019262e-45,1.5385133363007958e-45,2.0706940198996879e-34,1.1392238368624315e-25,1.943059040083296e-36,1.6245460301702139e-37,2.3958264921817377e-79,1.040602419390856e-45,1.0589333996502289e-38,2.1635932422111518e-79,6.9259319952736777e-21,8.6427359354842767e-57,8.6427177464666857e-57,2.4767844569065473e-34,2.4767844558562979e-34
1.5108734046932067e-20,0.30220936557773753,76.950000000000003,0.0,0.0,0.0,0.99999999992034494,9.5,1.2516338449360967e-13,1.5560275563957266e-12,1.5560275564111714e-12,6.6771969718199728e-23,6.6745194033065044e-23,7.6417885796902371e-11,7.6302512413117358e-19,3.0962856833895554e-23,1.6397359767087138e-33,6.4804274205724812e-38,1.3375613648877099e-35,2.3162685138502494e-18,1.819406547872451e-24,1.5089411728645874e-33,1.5648086672810656e-37,1.7857512571959659e-48,0.0,1.6566442544587302e-31,1.5947504899662815e-23,9.2476998043668378e-33,9.2476998045386679e-33,1.4721360778096724e-43,2.4616369310880598e-44,1.6565649831314115e-33,4.5569185315679972e-25,1.5544563437801582e-35,1.2996444983505374e-36,3.0667064848898257e-77,1.664974405167086e-44,8.4715174667572267e-38,2.7694432167005111e-77,2.7703868401129636e-20,2.7656897545785064e-55,2.7656781135861861e-55,1.9814392902678035e-33,1.9814392885873941e-33
3.021751932536803e-20,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999984068955,9.5,2.5032719338458029e-13,3.1120603885262276e-12,3.1120603885878986e-12,2.6708855723362173e-22,2.6687443126178832e-22,1.5283602441821674e-10,3.0521081506423661e-18,1.2385173823169334e-22,1.305265265152332e-32,5.1843586669071573e-37,1.0700533395418853e-34,9.2650972905479053e-18,7.2776446980500896e-24,1.1919944982295306e-32,1.2518451895120679e-36,2.8572141589063887e-47,0.0,1.3253192918802143e-30,6.3790181784277531e-23,7.3981817891905543e-32,7.3981817894654847e-32,2.3554248769553203e-42,3.9386314258646713e-43,1.3252558180494744e-32,1.8227720533116356e-24,1.2435685848613994e-34,1.0397186229728089e-35,6.8715417656198552e-75,2.6639673520953978e-43,6.7772340810939597e-37,6.2054666230142858e-75,1.1081575150988958e-19,8.8502112326562677e-54,8.8501367307818476e-54,1.5851560824580986e-32,1.5851560797694349e-32
6.043508988223996e-20,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999968137876,9.5,5.0065481112649854e-13,6.2241260512076815e-12,6.2241260514535084e-12,1.068355580374071e-21,1.066643850984808e-21,3.0567228276848279e-10,1.2208447264035631e-17,4.9540755026986633e-22,1.0339193837904037e-31,4.1474952439653096e-36,8.5604438811134867e-34,3.7060433669199449e-17,2.9110615796645596e-23,9.3020215392610544e-32,1.0014689037377647e-35,4.5715524608452281e-46,0.0,1.0602569361636553e-29,2.5516105126124246e-22,5.9185542041232502e-31,5.918554204563137e-31,3.7686847205541936e-41,6.3018197076447606e-42,1.0602060664944551e-31,7.2910975254299964e-24,9.9485605604994336e-34,8.3177603545146556e-35,8.8250609894970145e-73,4.2623540111700958e-42,5.421795307642434e-36,7.969626512437496e-73,4.4326353836832289e-19,2.832056211553122e-52,2.8320085312020368e-52,1.2681266625969772e-31,1.2681266582951085e-31
1.2087023099598382e-19,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.9999999993627573,9.5,1.0013100464502442e-12,1.2448257370256875e-11,1.2448257371233353e-11,4.273424982118741e-21,4.2597515872585202e-21,6.1134472389958306e-10,4.8833813204801774e-17,1.981631200190381e-21,8.111280385266774e-31,3.3180021085560741e-35,6.8483622495311478e-33,1.4824180798416206e-16,1.1644253712581525e-22,7.0928020228500657e-31,8.0116174391881811e-35,7.314492066317612e-45,0.0,8.4820606572576841e-29,1.0206448513137465e-21,4.7348468635735654e-30,4.7348468642773844e-30,6.0298969122620869e-40,1.0082917656745743e-40,8.4816522511333434e-31,2.9164408972539559e-23,7.9588497486284645e-33,6.6542116695782211e-34,1.1296389504857529e-70,6.8197701513074394e-41,4.3374394627102907e-35,1.0201403193274266e-70,1.7730550302706543e-18,9.0624847007868742e-51,9.0621795581646838e-51,1.0145019471781385e-30,1.0145019402951438e-30
2.417405132234716e-19,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999872551426,9.5,2.0026205164573699e-12,2.4896519983135991e-11,2.4896519986987535e-11,1.7093704911810025e-20,1.6984643504350003e-20,1.2226893038842051e-09,1.9533525972223887e-16,7.9265252346837072e-21,6.2467885528802193e-30,2.6544081949475554e-34,5.4786931033479996e-32,5.9296725289785692e-16,4.6577029582471093e-22,5.1859898663893388e-30,6.4090727663569325e-34,1.170319471687787e-43,0.0,6.7856492446755849e-28,4.0825806819541072e-21,3.7878788768313652e-29,3.7878788779574733e-29,9.6478279085141359e-39,1.6132668617601838e-39,6.7853202021059174e-30,1.1665767560347793e-22,6.3670747951419358e-32,5.3233688303281864e-33,1.4459392157698416e-68,1.0911631181419631e-39,3.4699528559894045e-34,1.3057808380666863e-68,7.0922203717923072e-18,2.8999306212861006e-49,2.8997353451306505e-49,8.1160164209929751e-30,8.1160163108650437e-30
3.626107954509593e-19,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999808827122,9.5,3.0039309858241311e-12,3.7344782570831245e-11,3.7344782578936213e-11,3.6324125672184111e-20,3.6012811537751512e-20,1.8340335815913976e-09,4.1508738465558519e-16,1.6843864635345053e-20,1.7480619502462598e-29,7.5899597021011104e-34,1.6264872854251541e-31,1.2600552841485074e-15,9.8976197003280097e-22,1.4103813937804764e-29,1.8325576982324716e-33,4.427556958518355e-43,0.0,1.9402714704194616e-27,8.6754847298474874e-21,1.0830967164611218e-28,1.0830967168756046e-28,3.5510397171111067e-38,5.937892818264547e-39,1.9401770041254463e-29,2.4789758829023896e-22,1.8205844157056098e-31,1.5221505149823287e-32,7.4605113101576106e-68,4.016204280760634e-39,9.9218974055818609e-34,6.7373459480117881e-68,1.5070966756006735e-17,1.3239927933107113e-48,1.3238855055348617e-48,2.320673310569872e-29,2.3206732700354815e-29
4.83481077678447e-19,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999745102819,9.5,4.0052414545505278e-12,4.9793045133377836e-11,4.9793045147079385e-11,6.1964686967846468e-20,6.1309053063419754e-20,2.4453775570213102e-09,7.0809015178486308e-16,2.8733648033892834e-20,3.6166014989579227e-29,1.6009448607450275e-33,3.5440304123990605e-31,2.1495057917893531e-15,1.6884175592192168e-21,2.8466027519233133e-29,3.8653248746329257e-33,1.1524906447605731e-42,0.0,4.0925941184085896e-27,1.4799356981711555e-20,2.2845647734031496e-28,2.2845647744543674e-28,9.0062015433461112e-38,1.5059780089178807e-38,4.092394133278259e-29,4.2288414935204515e-22,3.8401377017581319e-31,3.2106556743191079e-32,4.0699679570957408e-67,1.0185961931192209e-38,2.092815632634597e-33,3.6754561431879318e-67,2.5709292867890368e-17,3.9464138776221056e-48,3.9460450092894045e-48,4.8949716967336795e-29,4.8949715939296967e-29
7.252216421334226e-19,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999617654223,9.5,6.0078623905004228e-12,7.468957019955709e-11,7.4689570227495671e-11,1.2829001602203037e-19,1.2650389031979106e-19,3.6680647984553288e-09,1.4660103461882946e-15,5.9489354663845055e-20,9.5706721580152846e-29,4.3726921344418408e-33,1.0287226466681926e-30,4.4502775840705403e-15,3.4956542505469383e-21,7.2465715074000978e-29,1.0557082017003702e-32,4.2294780428587746e-42,0.0,1.117814184996694e-26,3.0640190088092152e-20,6.2398552431249884e-28,6.2398552468011463e-28,3.1495098211784803e-37,5.2664768445909241e-38,1.1177592315297318e-28,8.7552798597922619e-22,1.0488597140582637e-30,8.7692933778796045e-32,5.6524716466396758e-66,3.5620791151761625e-38,5.7161288976912773e-33,5.104563934425905e-66,5.3227811801831127e-17,1.7273976374987292e-47,1.7271992618146075e-47,1.3369683457376268e-28,1.3369683097865813e-28
9.66962206588398e-19,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999490205627,9.5,8.010483324095467e-12,9.9586095173545365e-11,9.9586095220370612e-11,2.1818771559337805e-19,2.1445907902146513e-19,4.8907509283092198e-09,2.4932989764141759e-15,1.0117578665267003e-19,1.9476811194720698e-28,9.1491632902069416e-33,2.2497002489552314e-30,7.5687545958234546e-15,5.9451924476560946e-21,1.4266791539978874e-28,2.2088354463383479e-32,1.0967352811823191e-41,0.0,2.3388407749777686e-26,5.2110939204339807e-20,1.3055864732645208e-27,1.3055864741830921e-27,7.8697622792159033e-37,1.3159489047829484e-37,2.3387251790197804e-28,1.4890438743636116e-21,2.1945634884616312e-30,1.8348289142025991e-31,2.5983614252311809e-65,8.9006634355410529e-38,1.1960054115459871e-32,2.3464959854578452e-65,9.0526543027986177e-17,5.0327505496900132e-47,5.0320894248343025e-47,2.7973845018420959e-28,2.7973844120102351e-28
1.2087027710433735e-18,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.9999999936275703,9.5,1.0013104255167457e-11,1.2448262004898851e-10,1.244826201194513e-10,3.3334152446103063e-19,3.2656943431090576e-19,6.1134358671854e-09,3.8091964029215506e-15,1.5457370095478769e-19,3.4484558824552612e-28,1.6655755692790246e-32,4.2207434900224988e-30,1.1563343607824191e-14,9.0829108259628064e-21,2.446805501903413e-28,4.0209907914621203e-32,2.3979860974033327e-41,0.0,4.2577694616545993e-26,7.9613741099919839e-20,2.376770324593819e-27,2.3767703265426669e-27,1.6696547155672506e-36,2.7919284569029073e-37,4.257557885030327e-28,2.2749226912605343e-21,3.9951154611079208e-30,3.3402347974383505e-31,9.5931950595723872e-65,1.8883722402547052e-37,2.1772822075630308e-32,8.6633035286668117e-65,1.3830406434884397e-16,1.2219100783234253e-46,1.2217290828687711e-46,5.0925306302227294e-28,5.0925304396346704e-28
1.6921838999533245e-18,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999999107859838,9.5,1.4018346109583796e-11,1.7427566949958635e-10,1.7427566963033822e-10,6.4100389873979253e-19,6.232360187164897e-19,8.5588020972010926e-09,7.324944731370605e-15,2.9723956180711039e-19,8.4810170606883724e-28,4.3976455182022094e-32,1.1548721298068022e-29,2.2235884916379688e-14,1.7466115581796488e-20,5.6106103979445495e-28,1.0615810160290441e-31,9.2237217535350569e-41,0.0,1.1241760992880398e-25,1.5309440112736631e-19,6.2753747071412043e-27,6.2753747142811631e-27,6.1170823912842851e-36,1.0228751143344081e-36,1.1241194159029975e-27,4.3745960534266209e-21,1.054825742551544e-29,8.8191965662473277e-31,1.1760502087295059e-63,6.9184026990809767e-37,5.748667393402936e-32,1.0620528295641638e-63,2.6595363440117539e-16,6.3210058723694217e-46,6.3196541116505608e-46,1.3445775414695001e-27,1.3445774716439918e-27
2.1756650288632754e-18,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999998852962657,9.5,1.8023587953752674e-11,2.2406871855333361e-10,2.2406871876027696e-10,1.0512446896067916e-18,1.0146162967913207e-18,1.1004163490040113e-08,1.2012882697794723e-14,4.8747182177478538e-19,1.6524396395862104e-27,9.1174842903713938e-32,2.4346106048178117e-29,3.6466770328595197e-14,2.8644384755704637e-20,1.0330983328549196e-27,2.2007749610693392e-31,2.4500572593281619e-40,0.0,2.3306973755932886e-25,2.5107442331458497e-19,1.3010423121248541e-26,1.3010423139788561e-26,1.5883957383180402e-35,2.6560579329012489e-36,2.3305783185328706e-27,7.174326860179144e-21,2.186913059601429e-29,1.8284386813135601e-30,5.8627975240334657e-63,1.7964729727545135e-36,1.1918427259737195e-31,5.2945024487645499e-63,4.3616299239904235e-16,2.0352744646418003e-45,2.034740618963976e-45,2.7876445132144038e-27,2.7876443319013334e-27
3.1426272866831776e-18,0.30220936557773753,76.950000000000003,0.0,0.0,0.0,0.99999998343168317,9.5,2.6034071611352376e-11,3.2365481548111079e-10,3.2365481587747036e-10,2.1794181801102195e-18,2.0708113014460031e-18,1.5894871766276617e-08,2.490482142718177e-14,1.0106150351219721e-18,4.3545646345170607e-27,2.7395831676377343e-31,7.4263156716141511e-29,7.560203707585696e-14,5.9384937874102632e-20,2.4739425217064833e-27,6.6116420965147563e-31,1.1118594112513458e-39,0.0,7.0030633727226081e-25,5.2052222162684922e-19,3.9092559407748393e-26,3.9092559489927754e-26,7.040624015456929e-35,1.1773115928953473e-35,7.0026947446358791e-27,1.4873666451933401e-20,6.5710071333991929e-29,5.4939181891375076e-30,8.83838928799785e-62,7.9629566858183175e-36,3.5811429572890215e-31,7.9816629929857687e-62,9.0424269616924153e-16,1.3604380075997597e-44,1.3598867518412428e-44,8.3760556875102236e-27,8.3760548838301686e-27
5.076551802322982e-18,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999997323579704,9.5,4.2055038803600549e-11,5.2282700468189037e-10,5.2282700554115793e-10,5.6665225627285163e-18,5.2128762352408175e-18,2.5676230281753319e-08,6.4752763423374949e-14,2.6276088792660183e-18,1.4721881224572514e-26,1.1778733939945638e-30,3.2223405963797807e-28,1.9656598767208704e-13,1.5440184024675913e-19,7.382720878824553e-27,2.8415553346921867e-30,8.3236227298522877e-39,0.0,3.0108344932086437e-24,1.3533665106796571e-18,1.6807149940874179e-25,1.6807150001484943e-25,5.1927534858020058e-34,8.6832300000869265e-35,3.0106656029575981e-26,3.8671796892208131e-20,2.8250548179702179e-28,2.3620014781393945e-29,3.0495296555718927e-60,5.8730506471688225e-35,1.5396488408094234e-30,2.7539314663518951e-60,2.3510392780810735e-15,1.7863459683137716e-43,1.7850146185344735e-43,3.6011264682526553e-26,3.6011258754999598e-26
8.94440083360259e-18,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999995284402787,9.5,7.4096972696296036e-11,9.2117136492637732e-10,9.2117136658589343e-10,1.7563715320833525e-17,1.5153822699152489e-17,4.5238715169194577e-08,2.0070382079160656e-13,8.1443839817900717e-18,5.7101937140761489e-26,6.6331819679776183e-30,1.8217689896270104e-27,6.0926426435870221e-13,4.7857771521054082e-19,2.536762371954515e-26,1.5989281560526401e-29,8.8527439123671972e-38,0.0,1.6954276454268105e-23,4.1948399401026573e-18,9.4643078019100225e-25,9.4643078659719006e-25,5.4884107201070278e-33,9.1777711887246033e-34,1.6953202211476486e-25,1.1986562575374731e-19,1.5907835264104362e-27,1.3300585369646509e-28,1.9484894556686027e-58,6.2075271686309963e-34,8.6699494908220594e-30,1.7596177765382951e-58,7.2871417543324493e-15,3.6318333904439686e-42,3.6265435221122197e-42,2.0278262132251446e-25,2.0278255867116383e-25
1.6680098896161808e-17,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999991206050198,9.5,1.3818083851448586e-10,1.7178600157435577e-09,1.7178600155449268e-09,6.1049979072521188e-17,4.6706742122564249e-17,8.4362756391271201e-08,6.9762147485551254e-13,2.830888878789691e-17,2.3149625690244767e-25,4.4052531725155574e-29,1.2113441892990505e-26,2.1177266740405333e-12,1.6634971996125307e-18,9.4031910380516881e-26,1.0601518560361477e-28,1.147795796452946e-36,0.0,1.1258135833641855e-22,1.4580920193977817e-17,6.2846480373716769e-24,6.2846481202608705e-24,7.1013809497306181e-32,1.1875383725915935e-32,1.1257256406529784e-24,4.1664375389325562e-19,1.0562864704308703e-26,8.8319041808720883e-28,1.7090192435337651e-56,8.0320601315229699e-33,5.7571677895613562e-29,1.543360074054589e-56,2.5329196825766261e-14,9.2609259920301598e-41,9.234201713016899e-41,1.3465358456145132e-24,1.3465350349468608e-24
3.215149502128024e-17,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999983049349983,9.5,2.6634856228206957e-10,3.3112370545388766e-09,3.3112370209418371e-09,2.2678965813443176e-16,1.4065028818677821e-16,1.626071247894059e-07,2.5914788547256747e-12,1.051602032647076e-16,9.41419743726584e-25,3.2032884631733391e-28,8.8094501414918339e-26,7.8667932377221756e-12,6.1796054930221804e-18,3.6212582292306439e-25,7.6837182071548092e-28,1.6508974231879657e-35,0.0,8.1840523939223928e-22,5.4165590201840958e-17,4.568700370477499e-23,4.5687004896210249e-23,1.0207308948355237e-30,1.7070435838964067e-31,8.1831706785061685e-24,1.547764170413262e-18,7.67803919745636e-26,6.4202062160533487e-27,1.8019809938562212e-54,1.154568465992446e-31,4.1852464349504502e-28,1.6273110327811617e-54,9.409125207382666e-14,2.642303772542556e-39,2.6271681020394075e-39,9.7885814854880265e-24,9.78856983232631e-24
4.762289114639867e-17,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.99999974892656363,9.5,3.9451627555793141e-10,4.9046137566494585e-09,4.9046136363111361e-09,4.9755178243640987e-16,2.6194557657682222e-16,2.4084654133957163e-07,5.6853138857929908e-12,2.3070597106082676e-16,2.1330044333711919e-24,9.898259797477971e-28,2.7217799885794887e-25,1.7258558287545453e-11,1.3557405445818275e-17,8.0456186005315658e-25,2.3689544774582617e-27,6.8141934366232701e-35,0.0,2.5283396476159217e-21,1.1883358630305e-16,1.4114527691011378e-22,1.4114528182715768e-22,4.212526313810251e-30,7.0451758683583518e-31,2.5280163591081223e-23,3.3956401085469871e-18,2.3718908700692801e-25,1.9834033373931891e-26,1.6359868731169644e-53,4.7650183213634955e-31,1.2929895209280166e-27,1.4774071378793798e-53,2.0642202092077916e-13,1.3909585480655377e-38,1.3811724591265594e-38,3.0240343723798524e-23,3.0240295629542321e-23
6.30942872715171e-17,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.9999996673596937,9.5,5.2268397834208008e-10,6.4979901352318299e-09,6.4979898616536569e-09,8.7333575998419752e-16,3.974390450358439e-16,3.1908100633991053e-07,9.9790542254695801e-12,4.0494346350321206e-16,3.8062221037729954e-24,2.2267834797264762e-27,6.1220055200556301e-25,3.0292802225545426e-11,2.37968959846873e-17,1.4213295222718947e-24,5.317923833325737e-27,1.8997201907071638e-34,0.0,5.6866900059108541e-21,2.0858488061469285e-16,3.174657157687711e-22,3.1746572947580297e-22,1.1743020488130162e-29,1.964011461596866e-30,5.6858538653747367e-23,5.9602761913057891e-18,5.3345438503369965e-25,4.4609819300464364e-26,9.5650248248177303e-53,1.3283561702900309e-30,2.9082100417093452e-27,8.6378665772340655e-53,3.6231887685448721e-13,4.6676735117899663e-38,4.6290866677766612e-38,6.8015957142611759e-23,6.8015823067712361e-23
7.856568339663553e-17,0.30220936557773753,76.950000000000003,0.0,0.0,0.0,0.99999958579288994,9.5,6.5085167063452412e-10,8.0913661978530084e-09,8.0913656969702477e-09,1.3541409827760344e-15,5.3956672986340065e-16,3.9731052009844607e-07,1.5472625133337288e-11,6.2786986185216259e-16,5.9610197836224148e-24,4.2114794015347998e-27,1.1576165027172465e-24,4.6969298175080818e-11,3.6898076124661028e-17,2.2124187964975459e-24,1.0036162121358011e-26,4.2840738849137678e-34,0.0,1.0752770553745626e-20,3.2341944527015275e-16,6.0029396514541208e-22,6.002939960542856e-22,2.6479966761190532e-29,4.4289068495404352e-30,1.07509840479846e-22,9.2416772285344305e-18,1.0086410238650743e-24,8.4350291577475112e-26,4.0524145910975917e-52,2.9954692147381391e-30,5.4991200267058172e-27,3.6596055195565813e-52,5.6177910630585342e-13,1.2295448264507536e-37,1.2178799552423681e-37,1.2860906757624266e-22,1.2860876523173377e-22
1.0950847564687238e-16,0.30220936557773764,76.950000000000003,0.0,0.0,0.0,0.9999994226594805,9.4999999999999982,9.0718702374432911e-10,1.1278117385656713e-08,1.1278116197528757e-08,2.6308129156398704e-15,8.3329110563189137e-16,5.537546950318733e-07,3.0058981609810153e-11,1.2197789287929752e-15,1.1715319874261806e-23,1.1093413864222663e-26,3.0479977118018934e-24,9.1248205134410154e-11,7.168550176301223e-17,4.3175248450738939e-24,2.6322975523111721e-26,1.4927355234315586e-33,0.0,2.8311104067752107e-20,6.2833828371061541e-16,1.5805675536005975e-21,1.5805676612874168e-21,9.225552972491541e-29,1.5431289691196264e-29,2.8305317204202773e-22,1.7954792048193701e-17,2.6554005506236029e-24,2.2208212591174395e-25,4.026517035723892e-51,1.0436767248147136e-29,1.4479142816412261e-26,3.6362185910175918e-51,1.0913796272469951e-12,5.5504228125901098e-37,5.4834831008504688e-37,3.3861634652207419e-22,3.386152930766476e-22
