Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600)
3.2710317191534267e-12,0.3364812097146404,76.950000000000003,0.0,0.0,0.0,0.99847870745989453,9.4999995493015792,8.019356220644525e-06,8.2484005715775203e-05,8.209888818486669e-05,4.0220201813266924e-07,9.1068131491978984e-12,0.00012724772271859768,0.0003474886334766551,4.8486778435656333e-08,2.329864213848708e-15,5.7952294226597378e-14,3.8695038055969168e-13,0.00086303911971019869,7.0117048979932305e-09,2.1134084322213828e-16,2.0479527169529244e-17,1.7703430595159703e-18,1.0680803068934029e-19,3.1458641853575596e-09,3.0958078158321817e-08,1.2155607971640983e-09,1.2157695956391552e-09,1.4236050705001371e-13,6.6437967714663765e-14,4.549833139936053e-13,7.6154375076789233e-10,1.8098278379148582e-13,3.9455035996478923e-14,5.1581120993262929e-23,2.3825954370706124e-14,4.3784496775587587e-15,4.7207829072097214e-23,1.0063408879089876e-05,1.3865584919420732e-19,5.1302831727730219e-20,1.2904824165839295e-07,3.5211657981142772e-08,5.8686589734181721e-08,1.3116087894538324e-07,3.5058147492122112e-09,4.7203173110304912e-23,2.6975488979315818e-17,2.8273021359977378e-18,2.7186054080348117e-18,1.8880088490151416e-21,1.392643620332146e-15,6.884245713674646e-25
3.2941868815305933e-12,0.3364812096932097,76.950000000000003,0.0,0.0,0.0,0.99846795989852022,9.4999995437061138,8.0760796741380776e-06,8.3066955096229271e-05,8.2676569703874617e-05,4.0741102798632909e-07,9.1711245643903177e-12,0.00012724658390814785,0.00035019945904540481,4.8873160930253737e-08,2.3600388499490465e-15,5.9252904339126716e-14,3.9385322956572035e-13,0.00086977212933656782,7.1112179023080489e-09,2.1302498148007922e-16,2.0642670021147867e-17,1.8140113784289278e-18,1.0922727053378722e-19,3.1944331312881404e-09,3.1388479501786785e-08,1.2412763757566231e-09,1.2414897513764649e-09,1.4543597434715569e-13,6.7939645187264957e-14,4.5883473495100506e-13,7.7235180840915727e-10,1.8360584475004658e-13,4.0054421661236441e-14,5.416936747431377e-23,2.4351147617979822e-14,4.4708051929966473e-15,4.9577548389998607e-23,1.0142003949971239e-05,1.4171553437986434e-19,5.2434147353103544e-20,1.3020007386114175e-07,3.5503304353925241e-08,5.8697698534162326e-08,1.3234969760180259e-07,3.5674903669079065e-09,4.9572623888142831e-23,2.7733605508494292e-17,2.9110572390422112e-18,2.7998709470055465e-18,1.958302487765355e-21,1.4187321606226328e-15,7.1901511327816485e-25
3.31734204390776e-12,0.33648120967167633,76.950000000000003,0.0,0.0,0.0,0.99845721246493491,9.4999995380836211,8.1328025037331415e-06,8.3649891847470777e-05,8.3254208437700557e-05,4.1264706725859623e-07,9.2355773074151214e-12,0.00012724543009586605,0.00035291025828937676,4.9259538331271327e-08,2.3903700616777165e-15,6.0573443740449035e-14,4.0083379727367191e-13,0.00087650507789794848,7.2114306447506167e-09,2.1470909753677545e-16,2.0805807798477387e-17,1.8584514773335394e-18,1.1168392116106882e-19,3.2433745433769496e-09,3.1821722360592649e-08,1.2673481750660678e-09,1.267566193706982e-09,1.4855496946395678e-13,6.9463671128110648e-14,4.6268613929380701e-13,7.8323592147882946e-10,1.8624776176996851e-13,4.0658399651881405e-14,5.6867821972404786e-23,2.4883824928636566e-14,4.5644428380471133e-15,5.2048223178654557e-23,1.0220599631063468e-05,1.4481886884826636e-19,5.3581590965081393e-20,1.3135126199208204e-07,3.5794383638501247e-08,5.8708445586323437e-08,1.3353819720483174e-07,3.6297180279121133e-09,5.204301670604763e-23,2.8507463943997248e-17,2.9966854557379573e-18,2.8829700942374901e-18,2.030689606537207e-21,1.4451024817056602e-15,7.5073286214106939e-25
3.3404972062849265e-12,0.33648120965004086,76.950000000000003,0.0,0.0,0.0,0.99844646515912172,9.4999995324342184,8.1895247094371281e-06,8.4232815970157181e-05,8.3831804497815931e-05,4.1791002500085169e-07,9.2999979853779897e-12,0.00012724426237958113,0.00035562103090075762,4.9645910439886435e-08,2.4208572063343513e-15,6.1914079538391676e-14,4.0789250130669013e-13,0.00088323796462990551,7.3123430950697518e-09,2.1639319052532594e-16,2.0968940418130381e-17,1.9036719110334114e-18,1.1417829918026678e-19,3.2926883413761901e-09,3.2257804152544804e-08,1.2937785380831336e-09,1.2940012660736871e-09,1.5171778529149223e-13,7.1010204923491309e-14,4.6653752526429484e-13,7.9419608826178537e-10,1.8890853442573689e-13,4.1266971091443633e-14,5.9680347347391115e-23,2.5424033621928787e-14,4.6593712771042222e-15,5.4623394582621301e-23,1.0299195911862412e-05,1.479661289223406e-19,5.4745264582323351e-20,1.3250179901684242e-07,3.6084894861450892e-08,5.8718847703772153e-08,1.3472637045716049e-07,3.6924974995160012e-09,5.4617892138960249e-23,2.9297276773740631e-17,3.0842153847280433e-18,2.9679310846856804e-18,2.1052172511746061e-21,1.4717552236664625e-15,7.836109222797936e-25
3.363652368662093e-12,0.3364812096283036,76.950000000000003,0.0,0.0,0.0,0.99843571798106512,9.4999995267580104,8.246246291257439e-06,8.4815727464937702e-05,8.4409357995209009e-05,4.2319979074698143e-07,9.3642085584814577e-12,0.00012724308177240881,0.00035833177659551439,5.0032277070077398e-08,2.4514996440140329e-15,6.3274979120093809e-14,4.1502975955020655e-13,0.0008899707888270625,7.4139552230157406e-09,2.1807725963453545e-16,2.1132067802123347e-17,1.9496812817098407e-18,1.1671072173695303e-19,3.3423744450116618e-09,3.2696722298395184e-08,1.3205698055151172e-09,1.3207973096357116e-09,1.5492471443525809e-13,7.2579405804118426e-14,4.7038889123860438e-13,8.0523230704323336e-10,1.9158816229193486e-13,4.1880137099752264e-14,6.261092054918621e-23,2.5971820891765475e-14,4.7555991706773731e-15,5.7306708455724456e-23,1.0377792782546417e-05,1.511575901930669e-19,5.5925269953253002e-20,1.3365167827858957e-07,3.6374837161169019e-08,5.8728920868790858e-08,1.3591421043697808e-07,3.7558285454758248e-09,5.7300895449644127e-23,3.0103257906725168e-17,3.1736758811267771e-18,3.0547824084637188e-18,2.1819332429241144e-21,1.498691017564683e-15,8.1768318264062944e-25
3.3868075310392598e-12,0.3364812096064651,76.950000000000003,0.0,0.0,0.0,0.99842497093075011,9.4999995210551109,8.3029672492014736e-06,8.5398626331858148e-05,8.4986869040403756e-05,4.2851625449450143e-07,9.4286228281992881e-12,0.00012724188921147759,0.00036104249511094465,5.0418638047446491e-08,2.4822967374927775e-15,6.4656310138309134e-14,4.2224599013477669e-13,0.00089670354983701782,7.5162669983402572e-09,2.1976130410499222e-16,2.1295189877543817e-17,1.9964882372618509e-18,1.1928150648797276e-19,3.392432773986689e-09,3.3138474221733447e-08,1.3477243158686913e-09,1.34795666335114e-09,1.5817604922552542e-13,7.4171432850764571e-14,4.7424023571309019e-13,8.163445761086587e-10,1.9428664494323139e-13,4.2497898793553967e-14,6.5663632022444077e-23,2.652723381142182e-14,4.8531351755075617e-15,6.0101914812926565e-23,1.0456390233906039e-05,1.5439352754698007e-19,5.7121708566211394e-20,1.3480089346817242e-07,3.6664209778896519e-08,5.8738680297901466e-08,1.3710171056829112e-07,3.8197109263008926e-09,6.0095776040731233e-23,3.0925622620946037e-17,3.2650960478570308e-18,3.1435528022274252e-18,2.2608861573333332e-21,1.5259104858661187e-15,8.5298430029562e-25
3.4099626934164264e-12,0.3364812095845256,76.950000000000003,0.0,0.0,0.0,0.99841422400816326,9.4999995153256283,8.359687583276647e-06,8.5981512571557073e-05,8.5564337743498109e-05,4.3385930666630806e-07,9.4930519736857224e-12,0.00012724068557095822,0.00036375318620201894,5.0804993207399516e-08,2.5132478520152177e-15,6.6058240489256115e-14,4.2954161141797872e-13,0.00090343624705126115,7.6192783907962406e-09,2.214453232189637e-16,2.1458306575599369e-17,2.0441014678061637e-18,1.2189097155783997e-19,3.4428632479876049e-09,3.358305734876197e-08,1.3752444056223399e-09,1.3754816641494751e-09,1.6147208173890689e-13,7.5786445006011967e-14,4.7809155728388673e-13,8.2753289374380248e-10,1.9700398195437019e-13,4.3120257286758053e-14,6.8842679179535976e-23,2.7090319343222671e-14,4.9519879448663747e-15,6.3012861850591564e-23,1.0534988257239104e-05,1.5767421522271659e-19,5.8334681670334389e-20,1.3594943857577739e-07,3.6953012044247893e-08,5.8748140547564028e-08,1.3828886457285583e-07,3.8841443997163316e-09,6.3006381475808241e-23,3.1764587455332104e-17,3.3585052171251212e-18,3.2342712307426268e-18,2.3421252749987441e-21,1.5534142432594563e-15,8.8954965719922291e-25
3.433117855793593e-12,0.33648120956248573,76.950000000000003,0.0,0.0,0.0,0.9984034772132917,9.4999995095696725,8.4164072934903504e-06,8.6564386184635614e-05,8.6141764214206322e-05,4.3922883806848067e-07,9.5573358347851522e-12,0.00012723947166895578,0.00036646384963944612,5.1191342394088751e-08,2.5443523550456127e-15,6.7480938287293689e-14,4.3691704195888223e-13,0.0009101688799003693,7.7229893701377681e-09,2.2312931629685875e-16,2.1621417831191481e-17,2.0925297015219747e-18,1.2453943549123357e-19,3.4936657866857909e-09,3.4030469108037869e-08,1.4031324094264384e-09,1.4033746471317588e-09,1.6481310382338016e-13,7.7424601087884884e-14,4.8194285463600391e-13,8.3879725823462063e-10,1.9974017290016096e-13,4.3747213690716864e-14,7.2152357195066779e-23,2.7661124349515968e-14,5.0521661288868227e-15,6.6043487493461533e-23,1.0613586844295172e-05,1.6099992687509385e-19,5.9564290299210789e-20,1.3709730785921969e-07,3.7241243365830999e-08,5.875731558402508e-08,1.3947566643863903e-07,3.9491287209592206e-09,6.6036649028292691e-23,3.2620370085254036e-17,3.4539329279080055e-18,3.3269668644882473e-18,2.425700513234633e-21,1.5812028974401619e-15,9.2741529083075109e-25
3.4562730181707596e-12,0.3364812095403459,76.950000000000003,0.0,0.0,0.0,0.9983927305461231,9.4999995037873539,8.4731263798499936e-06,8.714724717134559e-05,8.6719148561775601e-05,4.4462473997343854e-07,9.6216535080189679e-12,0.00012723824826014091,0.00036917448521174215,5.1577685461698663e-08,2.5756096167471014e-15,6.8924571911726334e-14,4.4437270056237548e-13,0.0009169014478591427,7.8273999061202958e-09,2.2481328270340828e-16,2.1784523583521197e-17,2.1417817131092866e-18,1.2722721734243257e-19,3.5448403097370061e-09,3.448070693099061e-08,1.4313906596998641e-09,1.431637945167103e-09,1.6819940704783788e-13,7.9086059762364598e-14,4.8579412655514777e-13,8.5013766786732746e-10,2.0249521735548987e-13,4.4378769113664093e-14,7.5597082462247483e-23,2.8239695570779695e-14,5.1536783738720773e-15,6.919784093051659e-23,1.0692185987334949e-05,1.6437093544726563e-19,6.081063522368201e-20,1.382444958879917e-07,3.7528903244116507e-08,5.876621868558747e-08,1.406621104636468e-07,4.0146636423777269e-09,6.9190627212573084e-23,3.3493189572714817e-17,3.5514089722260723e-18,3.4216691256918313e-18,2.5116625737572396e-21,1.6092770476708583e-15,9.6661805124921425e-25
3.4794281805479262e-12,0.3364812095181064,76.950000000000003,0.0,0.0,0.0,0.99838198400664613,9.4999994979787754,8.5298448423629713e-06,8.773009553205708e-05,8.7296490895006243e-05,4.5004690409994134e-07,9.6860567907619542e-12,0.00012723701604258145,0.00037188509272331191,5.1964022273483667e-08,2.6070190098692456e-15,7.0389309994221778e-14,4.5190900626639434e-13,0.00092363395044184251,7.9325099685005834e-09,2.2649722184267143e-16,2.1947623775659057e-17,2.1918663219776941e-18,1.2995463665114184e-19,3.5963867367842681e-09,3.4933768251804988e-08,1.460021486719498e-09,1.4602738889822094e-09,1.7163128271328208e-13,8.0770979549487652e-14,4.8964537191699405e-13,8.6155412092836842e-10,2.0526911489531201e-13,4.5014924660842417e-14,7.9181390325646366e-23,2.8826079630666192e-14,5.2565333224387071e-15,7.2480080536644588e-23,1.0770785679075273e-05,1.6778751320017833e-19,6.2073816962717409e-20,1.3939099751749962e-07,3.7815991263722662e-08,5.8774862498970517e-08,1.4184819123030836e-07,4.0807489136777917e-09,7.2472473706008778e-23,3.4383266310189774e-17,3.6509633855915478e-18,3.5184076788268931e-18,2.6000629179338838e-21,1.6376372852144763e-15,1.0071955801664711e-24
3.502583342925093e-12,0.33648120949576776,76.950000000000003,0.0,0.0,0.0,0.99837123759485025,9.4999994921440507,8.5865626810366898e-06,8.8312931267315708e-05,8.7873791322248007e-05,4.5549522261663273e-07,9.7504132622279571e-12,0.00012723577566165476,0.00037459567199335113,5.2350352701268836e-08,2.6385799097690878e-15,7.1875321419901883e-14,4.5952637834299763e-13,0.0009303663871994644,8.0383195270367175e-09,2.2818113315573613e-16,2.2110718354309395e-17,2.2427923928096548e-18,1.3272201344437248e-19,3.648304987460113e-09,3.5389650507450062e-08,1.4890272185962069e-09,1.4892848071373481e-09,1.7510902184982094e-13,8.2479518821709456e-14,4.9349658968109263e-13,8.7304661570441183e-10,2.0806186509464853e-13,4.5655681434472842e-14,8.2909938885455311e-23,2.9420323034868385e-14,5.3607396134703077e-15,7.5894477370153929e-23,1.0849385912657633e-05,1.7124993170595071e-19,6.3353935780969664e-20,1.4053680787783694e-07,3.8102507089972725e-08,5.8783259063568689e-08,1.4303390359432263e-07,4.1473842820357827e-09,7.5886458845496758e-23,3.5290822034932387e-17,3.7526264504139243e-18,3.617212434000314e-18,2.6909537829056453e-21,1.6662841933507218e-15,1.0491863331022324e-24
3.5257385053022595e-12,0.3364812094733304,76.950000000000003,0.0,0.0,0.0,0.99836049131072535,9.4999994862832864,8.6432798958785421e-06,8.8895754377519011e-05,8.8451049951495547e-05,4.6096958804670086e-07,9.81473222048272e-12,0.00012723452772382422,0.00037730622285197949,5.2736676623287712e-08,2.6702916938564546e-15,7.3382775272581013e-14,4.6722523624722244e-13,0.0009370987577101323,8.1448285514878037e-09,2.2986501611186275e-16,2.2273807268899581e-17,2.2945688260991531e-18,1.3552966813166039e-19,3.7005949813902207e-09,3.584835113709364e-08,1.5184101817293883e-09,1.5186730264809883e-09,1.7863291527351709e-13,8.4211835834874637e-14,4.9734777886901122e-13,8.846151504822921e-10,2.1087346752857005e-13,4.6301040534390708e-14,8.678748530367565e-23,3.0022472195986374e-14,5.4663058828941668e-15,7.9445393424278569e-23,1.0927986681537174e-05,1.74758461993082e-19,6.4651091742386395e-20,1.4168192230728645e-07,3.8388450449267986e-08,5.8791419958150102e-08,1.4421924261851156e-07,4.2145694927165631e-09,7.9436943883539504e-23,3.6216079546375992e-17,3.8564286446171594e-18,3.7181134958324261e-18,2.7843880236562631e-21,1.695218349118408e-15,1.0926294171434389e-24
3.548893667679426e-12,0.3364812094507946,76.950000000000003,0.0,0.0,0.0,0.99834974515426211,9.4999994803965908,8.699996486895938e-06,8.9478564862977437e-05,8.9028266890187077e-05,4.6646989346903672e-07,9.8791005701162135e-12,0.00012723327277900108,0.0003800167451451911,5.3122993927218062e-08,2.7021537427596292e-15,7.4911840946683374e-14,4.7500599972060675e-13,0.00094383106159139606,8.2520370116145557e-09,2.3154887022161962e-16,2.2436890472892746e-17,2.3472045787221359e-18,1.383779217195591e-19,3.7532566381919435e-09,3.6309867583358148e-08,1.548172699827437e-09,1.5484408711700772e-09,1.8220325346388256e-13,8.5968088661477201e-14,5.011989385925597e-13,8.9625972354909623e-10,2.1370392177222082e-13,4.6951003056684068e-14,9.0818945212910328e-23,3.0632573380460403e-14,5.5732407619864508e-15,8.3137336171266052e-23,1.1006587979624952e-05,1.7831337423656675e-19,6.5965384595799738e-20,1.4282633645572981e-07,3.8673821159260827e-08,5.8799356071509635e-08,1.4540420367571759e-07,4.2823042881344234e-09,8.3128435520398745e-23,3.7159263313304081e-17,3.9624007543505592e-18,3.821141275590113e-18,2.8804194759087048e-21,1.7244403198686135e-15,1.1375649802784699e-24
3.5720488300565927e-12,0.33648120942816107,76.950000000000003,0.0,0.0,0.0,0.99833899912545176,9.4999994744840652,8.7567124540962653e-06,9.0061362724125737e-05,8.9605442245360213e-05,4.7199603236259712e-07,9.9434745270897038e-12,0.00012723201133927077,0.00038272723872959878,5.3509304507142856e-08,2.7341654394253354e-15,7.6462688059117494e-14,4.8286908870872516e-13,0.00095056329848717668,8.3599448771788437e-09,2.3323269502327229e-16,2.2599967922477487e-17,2.4007086483178941e-18,1.4126709564265898e-19,3.8062898774782038e-09,3.6774197291358987e-08,1.5783170946556083e-09,1.5785906634180456e-09,1.8582032665741102e-13,8.7748435241616233e-14,5.0505006802398482e-13,9.0798033319207936e-10,2.1655322740079539e-13,4.7605570094737734e-14,9.5009351423948586e-23,3.125067274933605e-14,5.681552878653721e-15,8.697492065685566e-23,1.1085189801137016e-05,1.8191493799594371e-19,6.7296913862814356e-20,1.4397004618762136e-07,3.895861910032599e-08,5.8807077816952134e-08,1.4658878235227986e-07,4.3505884087478964e-09,8.6965548006652198e-23,3.8120599009403603e-17,4.0705737888826596e-18,3.9263264065161453e-18,2.9791026899226701e-21,1.753950666041716e-15,1.1840339334017307e-24
3.5952039924337593e-12,0.3364812094054301,76.950000000000003,0.0,0.0,0.0,0.9983282532242862,9.499999468545818,8.8134277974869306e-06,9.064414796143936e-05,9.0182576123563608e-05,4.7754789869455789e-07,1.000776228504214e-11,0.00012723074387474816,0.00038543770347359668,5.3895608264381518e-08,2.766326169628852e-15,7.8035486497955515e-14,4.9081492340687793e-13,0.00095729546807065465,8.4685521179439421e-09,2.3491649008653131e-16,2.2763039576910487e-17,2.4550900825432169e-18,1.4419751185603298e-19,3.859694618858807e-09,3.7241337709262986e-08,1.6088456855986842e-09,1.6091247230573934e-09,1.8948442479288369e-13,8.9553033353198963e-14,5.0890116640269806e-13,9.1977697769869822e-10,2.1942138398954621e-13,4.826474273862917e-14,9.9363882698911652e-23,3.1876816334773129e-14,5.791250856675514e-15,9.0962895928075739e-23,1.1163792140627952e-05,1.8556342207811846e-19,6.8645778787161466e-20,1.4511304761464387e-07,3.924284422492621e-08,5.8814595059398868e-08,1.477729744805446e-07,4.4194215927733069e-09,9.0953029564800677e-23,3.9100313783633167e-17,4.1809790316882226e-18,4.0336997946526766e-18,3.0804931013748022e-21,1.7837499397438299e-15,1.2320781399896034e-24
3.618359154810926e-12,0.33648120938260184,76.950000000000003,0.0,0.0,0.0,0.9983175074507572,9.4999994625819593,8.8701425170753249e-06,9.1226920575188233e-05,9.0759668630979105e-05,4.8312538679837297e-07,1.007207258339573e-11,0.00012722947082702442,0.00038814813925358609,5.4281905105264684e-08,2.7986353212657582e-15,7.963040635271357e-14,4.9884392419422356e-13,0.00096402757003489657,8.577858703674163e-09,2.3660025500329635e-16,2.2926105397582762e-17,2.5103579667911178e-18,1.4716949270258814e-19,3.9134707819428428e-09,3.7711286287533339e-08,1.6397607902484e-09,1.6400453681272254e-09,1.9319583758483574e-13,9.138204065196501e-14,5.1275223301382926e-13,9.3164965535654338e-10,2.2230839111376597e-13,4.8928522075947906e-14,1.0388783181074479e-22,3.2511050072028787e-14,5.9023433167069717e-15,9.51061157069967e-23,1.1242394992882503e-05,1.8925909472413076e-19,7.0012078403653562e-20,1.4625533702321623e-07,3.95264965363342e-08,5.8821917275808227e-08,1.4895677606674462e-07,4.4888035768508873e-09,9.5095733069482036e-23,4.0098635895535398e-17,4.2936479734568602e-18,4.1432925521933478e-18,3.184646820731386e-21,1.8138386869044204e-15,1.2817401951762352e-24
3.6415143171880925e-12,0.33648120935967707,76.950000000000003,0.0,0.0,0.0,0.99830676180485822,9.4999994565925867,8.9268566128688514e-06,9.1809680565646835e-05,9.1336719873328449e-05,4.8872839146703316e-07,1.0136503566175862e-11,0.00012722819260361397,0.00039085854595553404,5.4668194942160404e-08,2.8310922848936253e-15,8.1247617966094841e-14,5.0695651168282967e-13,0.00097075960409672487,8.6878646041351384e-09,2.3828398939178461e-16,2.3089165348472651e-17,2.5665214339467224e-18,1.5018336101185563e-19,3.9676182863394508e-09,3.8184040479519419e-08,1.6710647239419397e-09,1.6713549144116611e-09,1.9695485446583933e-13,9.3235614640042961e-14,5.1660326719716349e-13,9.4359836445338125e-10,2.2521424834879713e-13,4.9596909191157885e-14,1.0858663537906267e-22,3.3153419774640595e-14,6.0148388754834944e-15,9.9409565795484152e-23,1.1320998352960457e-05,1.9300222346423455e-19,7.1395911484679851e-20,1.4739691091229763e-07,3.9809576099532381e-08,5.8829053471031168e-08,1.5014018332862914e-07,4.5587340957094631e-09,9.9398643445771862e-23,4.1115795000639614e-17,4.4086123658964786e-18,4.255136051008548e-18,3.2916208124522686e-21,1.8442174457549567e-15,1.3330636241260196e-24
3.6756356017692914e-12,0.33648120932571995,76.950000000000003,0.0,0.0,0.0,0.99829092732915925,9.4999994477204215,9.0104289690612546e-06,9.2668408587650883e-05,9.2186983544343044e-05,4.9703122378296765e-07,1.0231278625319698e-11,0.00012722630036856434,0.00039485252901347187,5.5237415996238148e-08,2.8791887517642969e-15,8.3671717256883641e-14,5.1906439145252486e-13,0.00098067975789263529,8.8512429876106036e-09,2.4076507217410126e-16,2.3329438578667828e-17,2.6509351522461154e-18,1.5470160003326965e-19,4.0480862811103707e-09,3.8885795696636503e-08,1.7179075151162155e-09,1.7182061087361928e-09,2.0258148546733974e-13,9.6012133853829824e-14,5.2227806374698988e-13,9.6134446453827155e-10,2.2953065323597257e-13,5.0590239862795912e-14,1.1584129819941376e-22,3.4114935693923818e-14,6.1831869096504178e-15,1.0605400242160232e-22,1.1436828627827041e-05,1.9860512475109582e-19,7.3467281285583779e-20,1.4907781524992204e-07,4.0225676589923317e-08,5.8839248128049923e-08,1.5188331782390241e-07,4.6627823760984204e-09,1.0604224010969635e-22,4.2649492856868433e-17,4.582274312915216e-18,4.4241167816222106e-18,3.4545194440333668e-21,1.8895130436969403e-15,1.41181570411371e-24
3.70975688635049e-12,0.3364812092915551,76.950000000000003,0.0,0.0,0.0,0.99827509313056895,9.4999994387934237,9.0939999707376422e-06,9.3527109200598353e-05,9.3037158173126002e-05,5.0538890359281988e-07,1.0326150803379114e-11,0.00012722439881943527,0.00039884644839075851,5.5806621418335623e-08,2.9276029384125692e-15,8.6145139715437129e-14,5.313560390012586e-13,0.00099059976290314603,9.0161397540284177e-09,2.4324608682099288e-16,2.3569698889533063e-17,2.7373430779622257e-18,1.5931253489682278e-19,4.1293602029332668e-09,3.9593629583472281e-08,1.7656070561703593e-09,1.7659142120545753e-09,2.0831303980495517e-13,9.8842843710882028e-14,5.2795278675858907e-13,9.792556558916742e-10,2.3388798841053029e-13,5.1593582012555633e-14,1.2350615813423939e-22,3.509436369146559e-14,6.3546279886231885e-15,1.1307435213344207e-22,1.155265998101753e-05,2.0431250664060044e-19,7.5577252848733923e-20,1.5075714876570263e-07,4.0640534216959056e-08,5.8849083394849884e-08,1.536255774464558e-07,4.7680203465408431e-09,1.130616939876971e-22,4.4225340506801939e-17,4.761093608651435e-18,4.5981557235841856e-18,3.6238557529233637e-21,1.9354412204365879e-15,1.4944175058831061e-24
3.743878170931689e-12,0.3364812092571839,76.950000000000003,0.0,0.0,0.0,0.99825925920906788,9.4999994298119255,9.1775696179216805e-06,9.4385782405913195e-05,9.3887244093186355e-05,5.1380109902782506e-07,1.0420833212032595e-11,0.0001272224889578731,0.00040284030380737581,5.6375810983116315e-08,2.9763329223959132e-15,8.86684330157507e-14,5.4383280261509396e-13,0.0010005196184329115,9.1825548066560451e-09,2.457270323497817e-16,2.3809946189213731e-17,2.8257749341245672e-18,1.6401720361906647e-19,4.2114397945971226e-09,4.030753402125924e-08,1.8141707322681407e-09,1.814486610956147e-09,2.1415044067201599e-13,1.0172824658862486e-13,5.3362743460529715e-13,9.9733193303626386e-10,2.3828625251408294e-13,5.2606939077922599e-14,1.3160020118296582e-22,3.6091849093735459e-14,6.5291896435963182e-15,1.2048802842299681e-22,1.1668492399166629e-05,2.1012521777334856e-19,7.7726139492928305e-20,1.5243490225703979e-07,4.1054149766316348e-08,5.8858583636382948e-08,1.5536695208451586e-07,4.8744471403972807e-09,1.2047441543882698e-22,4.584408742831592e-17,4.9451746046297086e-18,4.7773559988408186e-18,3.7998211514357159e-21,1.9820036198598924e-15,1.5810183902170429e-24
3.777999455512888e-12,0.3364812092226076,76.950000000000003,0.0,0.0,0.0,0.99824342556463841,9.4999994207762555,9.2611379106370372e-06,9.5244428204289394e-05,9.4737241635867224e-05,5.222674803819361e-07,1.0515746723779701e-11,0.00012722057166718773,0.00040683409501652434,5.6944984487382049e-08,3.0253767937947831e-15,9.1242145998759686e-14,5.5649603164836929e-13,0.0010104393238690851,9.3504880487670809e-09,2.4820790787550502e-16,2.405018039527857e-17,2.9162606714520461e-18,1.6881664646004593e-19,4.2943247989145823e-09,4.1027500904953856e-08,1.8636059178217149e-09,1.8639306812765584e-09,2.2009460991722579e-13,1.0466884413195008e-13,5.3930200585102428e-13,1.015573290495384e-09,2.4272544418843573e-13,5.3630314481549305e-14,1.4014316534926012e-22,3.7107536650270156e-14,6.7068993869334076e-15,1.283131353629936e-22,1.1784325869866211e-05,2.1604410342092186e-19,7.9914253293117272e-20,1.5411106734910444e-07,4.1466524261526608e-08,5.886777137396689e-08,1.5710743245033741e-07,4.9820618837340171e-09,1.2829850524588929e-22,4.7506489743695145e-17,5.1346229103412627e-18,4.9618219808258229e-18,3.982611282949593e-21,2.0292018510393972e-15,1.6717724451221246e-24
3.812120740094087e-12,0.33648120918782753,76.950000000000003,0.0,0.0,0.0,0.99822759219726376,9.4999994116867459,9.344704848907375e-06,9.6103046597304463e-05,9.558715113046729e-05,5.307877199908748e-07,1.061040979358361e-11,0.00012721864773250705,0.00041082782179896514,5.7514141746758768e-08,3.0747326545237853e-15,9.3866828599953228e-14,5.6934707645714299e-13,0.001020358878667269,9.5199393836409027e-09,2.5068871259368948e-16,2.4290401433315313e-17,3.0088304571983666e-18,1.7371190578421401e-19,4.3780149587282495e-09,4.1753522142522628e-08,1.9139199770396069e-09,1.9142537886458563e-09,2.2614646811319811e-13,1.076651372905575e-13,5.4497649921807952e-13,1.0339797227929755e-09,2.4720556207556247e-13,5.466371163203942e-14,1.4915552529527322e-22,3.8141570564400427e-14,6.887784713091538e-15,1.3656845356296471e-22,1.1900160381503261e-05,2.2207000566531438e-19,8.2141905146649514e-20,1.5578563638965339e-07,4.187765893272411e-08,5.8876667517759353e-08,1.5884700997559569e-07,5.0908636963116466e-09,1.3655274057286187e-22,4.9213309876133971e-17,5.3295453340541701e-18,5.1516592355654381e-18,4.1724258661621069e-21,2.0770374907010051e-15,1.7668383565948032e-24
