Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209)
1.8856375944827167e-08,0.28309234112161735,76.950000000000003,0.0,0.0,0.0,2.0932372025684995e-06,9.4999225300173222,0.00012626896379691765,1.3626288003588507e-05,1.0197993671471889e-11,5.2173084001976911e-14,9.3257560909735877e-13,5.6640935612880839e-06,0.0040339513762344533,4.8275973611151685e-09,1.843979702911568e-22,2.5270339278309888e-17,6.270827763821229e-05,0.93594347894654917,3.2859301368232176e-06,1.3998622542419446e-17,6.96949832319751e-13,1.1487155431693929e-07,4.7535645401520701e-15,0.00076241031612131493,6.6003679350046204e-11,0.0020988332141627106,0.0020993827908018241,1.776385286612409e-07,8.4881189578825445e-08,1.3639658186853048e-06,0.0017469679275832657,2.9434544451141295e-07,7.0308356566763725e-08,2.5231320713470492e-09,5.2628786861153647e-08,6.0396833517133451e-06,1.0187311946336373e-07,0.0451689869836173,2.9626457499579125e-13,1.2950797189024954e-13,1.5001324529148796e-05,5.7033766161133552e-06,5.29533479668893e-07,0.0012926304280360282,0.0036177285609545334,3.1830799786649445e-08,7.4823798843976645e-08,2.0991816602702144e-07,7.1647603915964233e-10,1.071152795757436e-09,7.3387552756243467e-08,2.3384331057165785e-12,2.0239801743766272e-06,2.0919092704548076e-08,6.2093531273091769e-10,2.1809262617429838e-08,7.8397709274179729e-13,2.9763115721425215e-12,3.7275978952409162e-14,0.0024785940132998683,8.0933212516396745e-10,9.0947944214839062e-06,0.00011562485641799406,4.911690191276574e-09,2.4599028810597074e-07,1.0233466345117186e-08,2.7582069008776152e-08,1.2531743846581834e-09,4.3433738917403481e-09,1.2658629073267779e-16,1.1291267977334696e-08,1.0072035951309354e-05,2.1865884270395124e-06,1.4301816647992613e-08,5.4627660701412992e-09,2.0008204212102033e-06,7.6186164291553024e-05,4.3770594341024271e-08,1.5811454990936151e-07,4.3770668005040741e-08,0.0023112517154994495,5.8507151420995298e-18,3.4712152426573855e-18,1.6289920529045092e-15,1.5050079075766353e-10,1.3467230061726894e-08,6.4324630261109545e-18,9.8558592893305442e-12,8.9133780424882974e-06,6.7740423985655661e-06,2.8411258808059447e-06,6.2183911434737468e-05,7.9395185489331341e-05,4.7587140825222636e-08,6.7909906321853591e-09,4.4778164880218069e-08,6.6696281941466712e-13
1.903111955394881e-08,0.28309234113079007,76.950000000000003,0.0,0.0,0.0,2.0921663336104302e-06,9.4999223951994534,0.00012530093227627892,1.323076787768318e-05,1.0226238441877464e-11,5.2317240419823945e-14,9.0550641716596962e-13,5.6619324594926759e-06,0.0040324110879778642,4.6874672384654189e-09,1.8490746961047842e-22,2.537939056082269e-17,6.2729093777854733e-05,0.93558533896223472,3.2859842613458405e-06,1.3592286108629275e-17,6.9718117586628997e-13,1.1490982228625542e-07,4.7535440269954532e-15,0.00076211857323909248,6.6028807288262756e-11,0.0020988350384603519,0.0020993846158102302,1.7763868053706015e-07,8.4881262151434325e-08,1.3634438953101581e-06,0.001746553059189985,2.9427553952204396e-07,7.0291660205344784e-08,2.5231364573958563e-09,5.2616290633426669e-08,6.0382503949175041e-06,1.0187329643677937e-07,0.045422833944924537,2.9619422545140013e-13,1.294772195567941e-13,1.5086063718165917e-05,5.7354864725225961e-06,5.3257306514672232e-07,0.0013050729436794599,0.0036526534549410363,3.1830855108567057e-08,7.4806046028572588e-08,2.1282639476549478e-07,7.1647294684516687e-10,1.0711481850225885e-09,7.3371089804393713e-08,2.3384230067220426e-12,2.0257517957429858e-06,2.1424770084637687e-08,6.2093263957677699e-10,2.1828353375148254e-08,7.8397370645611111e-13,2.9863573379276696e-12,3.763618119317281e-14,0.0025042544673012615,8.1004131201764899e-10,9.1935008269230207e-06,0.00011580565734925903,4.9193704819778097e-09,2.4617982841149518e-07,1.0249468234258084e-08,2.7625178057064002e-08,1.2541401424407227e-09,4.3466894850518118e-09,1.267841371874524e-16,1.1301335485408704e-08,1.0081026742841457e-05,2.2104010220052954e-06,1.4301829079257668e-08,5.4606756620441344e-09,2.0233536956265844e-06,7.6317803658625685e-05,4.4016600985362581e-08,1.588880173078394e-07,4.4016674354655823e-08,0.0023449032820888394,5.8552239907782338e-18,3.4738903317650833e-18,1.6289850399962785e-15,1.5050105219682148e-10,1.348796903815216e-08,6.4423676025921382e-18,9.8710369219111353e-12,9.005769210867605e-06,6.8638606707066409e-06,2.8705757686228588e-06,6.241939743475351e-05,7.9697129013788875e-05,4.7768117988024958e-08,6.8168171504849822e-09,4.494778474980509e-08,6.7580619305787283e-13
1.920586316307045e-08,0.28309234114001114,76.950000000000003,0.0,0.0,0.0,2.0910981625046869e-06,9.4999222607050751,0.00012434043601997538,1.28551343025106e-05,1.0254377196090286e-11,5.2460855576388758e-14,8.7979825150995989e-13,5.6597726155959011e-06,0.0040308716991212046,4.5543827911598689e-09,1.8541505592585372e-22,2.5488378945671834e-17,6.2749317330495179e-05,0.93522740023297934,3.2860371027272821e-06,1.3206380077487688e-17,6.974059333473087e-13,1.1494699792285826e-07,4.7535235351113999e-15,0.00076182699430733184,6.6053760715640599e-11,0.0020988368634744761,0.0020993864415354037,1.7763883247735224e-07,8.4881334750520026e-08,1.3629222652608903e-06,0.0017461366004706969,2.9420536655669717e-07,7.0274899786090465e-08,2.5231408451715192e-09,5.2603746404861259e-08,6.0368116181093968e-06,1.0187347348070596e-07,0.045676015479123373,2.9612360570752877e-13,1.2944634910902852e-13,1.5170608362284171e-05,5.7675157379981547e-06,5.3560896504649419e-07,0.0013175514646793724,0.0036876801067930909,3.1830910452339298e-08,7.4788220924362991e-08,2.1574427647133392e-07,7.1646985773924198e-10,1.0711435776767519e-09,7.3354538126458567e-08,2.3384129151842613e-12,2.027471646305847e-06,2.1937446687957863e-08,6.2092996843557225e-10,2.1846886255612227e-08,7.8397032274920856e-13,2.9963943562666468e-12,3.7996580281101262e-14,0.0025300008498333757,8.1072976087127411e-10,9.2926223904594458e-06,0.00011598168609764282,4.9268480520922611e-09,2.4636354417315845e-07,1.0265047754916087e-08,2.7667149115960329e-08,1.2550762217486357e-09,4.3499029375800086e-09,1.2697676090582971e-16,1.1311105156918923e-08,1.0089751627071836e-05,2.2343146214710443e-06,1.4301841514887544e-08,5.4585864289391106e-09,2.0459902795160726e-06,7.6449117710357343e-05,4.4261963936551691e-08,1.5966082579365702e-07,4.4262037012716206e-08,0.002378785825660432,5.859594279103756e-18,3.4764832133027269e-18,1.6289780324387018e-15,1.5050131374021692e-10,1.3508159194839757e-08,6.4520100676336612e-18,9.8858129055879386e-12,9.0984704457164116e-06,6.9538176066450596e-06,2.9001244928388289e-06,6.2649369595469778e-05,7.9992005050864704e-05,4.7944859065212473e-08,6.8420391539871224e-09,4.5113433089238935e-08,6.8466321912788762e-13
1.9380606772192094e-08,0.28309234114928017,76.950000000000003,0.0,0.0,0.0,2.0900326706019343e-06,9.4999221265077303,0.00012338741632979196,1.249838390428946e-05,1.028241052449454e-11,5.2603932678935621e-14,8.5538244039941499e-13,5.6576140279264779e-06,0.0040293332083841272,4.4279885280375818e-09,1.8592074056767902e-22,2.5597308143130138e-17,6.2768978090196894e-05,0.9348696625658991,3.286088724286336e-06,1.2839873624433057e-17,6.9762443590190235e-13,1.1498313614801636e-07,4.7535030621106359e-15,0.00076153557916889647,6.6078540143285922e-11,0.0020988386892000785,0.0020993882679723559,1.7763898448825945e-07,8.4881407386637637e-08,1.3624009281995481e-06,0.0017457191209555121,2.9413502160028198e-07,7.0258098236606482e-08,2.5231452346613029e-09,5.2591171338501328e-08,6.035369013133611e-06,1.0187365059465709e-07,0.045928534263165517,2.9605281237857413e-13,1.2941540278108397e-13,1.5254959173737853e-05,5.7994647276135701e-06,5.3864118324205821e-07,0.0013300656720658006,0.003722807616990946,3.1830965817814712e-08,7.4770348223077236e-08,2.1867177385408631e-07,7.1646677147424853e-10,1.0711389732435159e-09,7.3337922086769949e-08,2.3384028300587214e-12,2.0291413176201345e-06,2.245714651484402e-08,6.2092729902862217e-10,2.1864878410633634e-08,7.8396694126528322e-13,3.0064237501054693e-12,3.8357177346291191e-14,0.0025558323796293506,8.1139810993119622e-10,9.3921569971985388e-06,0.000116153070317174,4.9341283241154863e-09,2.4654162588275455e-07,1.0280216204879629e-08,2.7708012632075847e-08,1.2559835932380989e-09,4.3530175989342564e-09,1.271643016221257e-16,1.1320586313902413e-08,1.0098218923955392e-05,2.2583287180643883e-06,1.4301853955792774e-08,5.4564983695622849e-09,2.0687297188407406e-06,7.6580132770360016e-05,4.450668578078761e-08,1.6043305848340823e-07,4.4506758563677105e-08,0.0024128989274629629,5.8638305387931418e-18,3.478996576013408e-18,1.6289710293717188e-15,1.505015753871308e-10,1.3527815272409172e-08,6.4613974613661209e-18,9.9001980284188504e-12,9.1914789267024961e-06,7.0439095561315298e-06,2.9297711545001273e-06,6.2873945463272796e-05,8.0279964137377298e-05,4.811745428488261e-08,6.8666695188007392e-09,4.5275194560545886e-08,6.9353353821333533e-13
1.9555350381313736e-08,0.2830923411585968,76.950000000000003,0.0,0.0,0.0,2.0889698394223673e-06,9.4999219925823493,0.00012244181496477932,1.2159564009267893e-05,1.0310339009392657e-11,5.2746474915391184e-14,8.3219378277442811e-13,5.6554566948357032e-06,0.0040277956145093659,4.3079469202808995e-09,1.864245348032987e-22,2.5706181691545457e-17,6.278810434791694e-05,0.93451212576836351,3.2861391863658418e-06,1.2491788016962383e-17,6.9783699793983587e-13,1.1501828911220739e-07,4.7534826056251238e-15,0.00076124432766685589,6.6103146209573617e-11,0.0020988405156322034,0.0020993900951161151,1.7763913656188924e-07,8.4881480054791225e-08,1.3618798838509609e-06,0.0017453011492330501,2.9406459370503667e-07,7.024127683083799e-08,2.5231496258535133e-09,5.2578581360871518e-08,6.0339244289701204e-06,1.0187382777814804e-07,0.046180392960397797,2.9598193511508974e-13,1.293844197635372e-13,1.5339116861902703e-05,5.8313337549105407e-06,5.4166972373722138e-07,0.0013426152503854809,0.0037580350959207677,3.1831021204842404e-08,7.4752450844424189e-08,2.2160885146085382e-07,7.1646368770168159e-10,1.0711343712712515e-09,7.3321264324538255e-08,2.3383927503524291e-12,2.0307623468298251e-06,2.2983893476567565e-08,6.2092463109173377e-10,2.188234640415982e-08,7.839635616697565e-13,3.0164465839596405e-12,3.871797349221583e-14,0.0025817482843191139,8.1204697551513083e-10,9.492102541994608e-06,0.00011631993408237572,4.9412165686427102e-09,2.4671425704574883e-07,1.0294984565495587e-08,2.7747798197817792e-08,1.2568631919592998e-09,4.3560366955335071e-09,1.2734689514842352e-16,1.1329787952961655e-08,1.0106436662910262e-05,2.2824428066651157e-06,1.4301866401725411e-08,5.4544114826827961e-09,2.0915715605698577e-06,7.6710873771248446e-05,4.4750769090805033e-08,1.6120479465104841e-07,4.4750841580801374e-08,0.0024472421592375559,5.8679371352918599e-18,3.4814330098795837e-18,1.6289640301342048e-15,1.5050183713684674e-10,1.3546951595309386e-08,6.4705366252057821e-18,9.9142027735084155e-12,9.2847918656890241e-06,7.1341329666484295e-06,2.9595148648320446e-06,6.3093240711607656e-05,8.0561154419311637e-05,4.828599244163886e-08,6.8907209164626237e-09,4.5433152477136157e-08,7.0241680053789663e-13
1.973009399043538e-08,0.28309234116796084,76.950000000000003,0.0,0.0,0.0,2.0879096506544672e-06,9.4999218589051839,0.0001215035741376914,1.1837770080008176e-05,1.033816322574649e-11,5.2888484997062368e-14,8.1017037469350018e-13,5.6533006146708802e-06,0.0040262589162591723,4.1939375016751501e-09,1.8692644822169606e-22,2.5815002980612952e-17,6.2806722967446673e-05,0.93415478964800103,3.2861885464711601e-06,1.2161193999086924e-17,6.9804391803744021e-13,1.150525063351055e-07,4.7534621634572604e-15,0.00076095323964448923,6.6127579551374066e-11,0.0020988423427659099,0.0020993919229617274,1.7763928869562902e-07,8.4881552745619434e-08,1.361359131998804e-06,0.0017448831753273841,2.9399416541561045e-07,7.0224455288712269e-08,2.5231540187368758e-09,5.2565991235537618e-08,6.032479580026299e-06,1.0187400503069557e-07,0.046431594220663758,2.9591105703110902e-13,1.2935343638682713e-13,1.5423082133299227e-05,5.8631231319939279e-06,5.4469459065648581e-07,0.0013551998876512276,0.0037933616637323619,3.1831076613272011e-08,7.4734550035758908e-08,2.2455547559124222e-07,7.1646060609115869e-10,1.0711297713318179e-09,7.330458585129168e-08,2.3383826751263279e-12,2.0323362187645034e-06,2.3517711399661584e-08,6.2092196437445834e-10,2.1899306235243024e-08,7.8396018364398734e-13,3.0264638669506851e-12,3.9078969796975948e-14,0.0026077478003042553,8.1267695291519581e-10,9.5924569293886865e-06,0.00011648239799699201,4.9481179091634094e-09,2.4688161446803359e-07,1.0309363511486324e-08,2.7786534577107432e-08,1.2577159188373762e-09,4.3589633357842852e-09,1.2752467349389763e-16,1.1338718757877698e-08,1.0114412594240367e-05,2.3066563843939225e-06,1.4301878851708265e-08,5.4523257674047141e-09,2.1145153526884714e-06,7.6841364326975684e-05,4.4994216427663933e-08,1.6197610991586342e-07,4.4994288626744531e-08,0.0024818150834372333,5.8719182748020298e-18,3.4837950103507195e-18,1.6289570341955087e-15,1.5050209898865093e-10,1.356558208460058e-08,6.479434207956589e-18,9.927837328644512e-12,9.3784065062281919e-06,7.2244843806666104e-06,2.9893547451489365e-06,6.330736913331286e-05,8.0835721641411227e-05,4.8450560891642222e-08,6.9142058132080554e-09,4.5587388797378044e-08,7.1131266568878575e-13
1.990483759955702e-08,0.28309234117737236,76.950000000000003,0.0,0.0,0.0,2.086852086164899e-06,9.4999217254537367,0.00012057263651145182,1.1532143281379448e-05,1.0365883740720002e-11,5.3029965979131028e-14,7.89253436450488e-13,5.6511457857903024e-06,0.0040247231124124136,4.0856559904222557e-09,1.8742649161466425e-22,2.5923775257779855e-17,6.2824859457512964e-05,0.93379765401270143,3.2862368594022678e-06,1.1847209236981783e-17,6.9824547971204788e-13,1.1508583483849167e-07,4.7534417336032554e-15,0.00076066231494528909,6.6151840691232808e-11,0.0020988441705962358,0.002099393751504254,1.7763944089893013e-07,8.4881625473097595e-08,1.3608386722935027e-06,0.001744465652946974,2.939238132095732e-07,7.02076518774581e-08,2.5231584132987201e-09,5.2553414636551613e-08,6.031036053968908e-06,1.0187418235181813e-07,0.046682140680404417,2.9584025510130874e-13,1.2932248629967969e-13,1.5506855691644396e-05,5.8948331694720754e-06,5.4771578815922298e-07,0.0013678192752923676,0.0038287864501992991,3.1831132042953621e-08,7.4716665479493158e-08,2.2751161421645634e-07,7.1645752632947669e-10,1.0711251730193391e-09,7.3287906149409191e-08,2.3383726034913886e-12,2.0338643679426347e-06,2.4058624030052682e-08,6.209192986393751e-10,2.1915773363783065e-08,7.839568068841029e-13,3.0364765556868296e-12,3.9440167314490118e-14,0.0026338301726344659,8.1328861730569453e-10,9.6932180736088825e-06,0.00011664057929903743,4.9548373256756513e-09,2.4704386853015757e-07,1.0323363418684759e-08,2.7824249731549191e-08,1.2585426420502526e-09,4.3618005146703424e-09,1.2769776498849327e-16,1.1347387111511115e-08,1.0122154200062823e-05,2.3309689505416268e-06,1.4301891306894242e-08,5.4502412224694373e-09,2.1375606442040482e-06,7.6971626801456244e-05,4.5237030338629333e-08,1.6274707642149101e-07,4.5237102246547623e-08,0.0025166172534426203,5.8757780106084404e-18,3.4860849823414964e-18,1.6289500407692437e-15,1.5050236094183148e-10,1.358372027023263e-08,6.4880966714898701e-18,9.9411115959514779e-12,9.4723201230187442e-06,7.3149604329855862e-06,3.0192899268074635e-06,6.3516442635913118e-05,8.1103809140601037e-05,4.8611245547707822e-08,6.9371364693278021e-09,4.5737984122715331e-08,7.2022080231759548e-13
2.0079581208678664e-08,0.28309234118683085,76.950000000000003,0.0,0.0,0.0,2.0857971279822265e-06,9.4999215922066949,0.00011964894519564687,1.1241868169652045e-05,1.0393501114053148e-11,5.3170921027250109e-14,7.6938715828309695e-13,5.6489922065782647e-06,0.0040231882017622367,3.9828134754635136e-09,1.87924676169241e-22,2.603250161721828e-17,6.2842538040234686e-05,0.93344071867062128,3.2862841773797781e-06,1.1548995975334484e-17,6.9844195214577539e-13,1.1511831927244463e-07,4.7534213140273499e-15,0.00076037155341296468,6.6175930276564517e-11,0.0020988459991182762,0.0020993955807387752,1.7763959316299939e-07,8.4881698233657911e-08,1.3603185044455672e-06,0.0017440490016125123,2.9385360776528565e-07,7.019088348179362e-08,2.5231628095272163e-09,5.2540864204636632e-08,6.0295953191503766e-06,1.0187435974103574e-07,0.046932034962757704,2.9576960047712204e-13,1.2929160060669696e-13,1.5590438237832597e-05,5.9264641764303533e-06,5.5073332052753575e-07,0.0013804731081059189,0.0038643085945815141,3.1831187493737873e-08,7.4698815378959844e-08,2.3047723690234286e-07,7.164544481197216e-10,1.0711205759490523e-09,7.3271243260066209e-08,2.3383625346010159e-12,2.0353481804977277e-06,2.4606655037008305e-08,6.2091663366140605e-10,2.1931762726754356e-08,7.8395343110529435e-13,3.0464855569957667e-12,3.9801567075627799e-14,0.0026599946548855908,8.1388252439131384e-10,9.7943838984535654e-06,0.00011679459196230538,4.9613796596172849e-09,2.4720118344901332e-07,1.0336994374317574e-08,2.7860970843891085e-08,1.2593441983572425e-09,4.3645511184984449e-09,1.2786629438548926e-16,1.1355801108109517e-08,1.0129668704762061e-05,2.3553800066130647e-06,1.4301903767238444e-08,5.4481578465725284e-09,2.1607069851576436e-06,7.7101682373665974e-05,4.5479213357378088e-08,1.6351776300639405e-07,4.5479284974108222e-08,0.0025516482137738577,5.8795202492466963e-18,3.4883052435794182e-18,1.6289430492711344e-15,1.5050262299567909e-10,1.3601379302996193e-08,6.4965302966392027e-18,9.9540351996338998e-12,9.566530021626597e-06,7.4055578481542924e-06,3.0493195509067566e-06,6.3720571239662174e-05,8.1365557842960889e-05,4.8768130876855672e-08,6.9595249387912278e-09,4.5885017695845308e-08,7.2914088792479094e-13
2.0254324817800306e-08,0.2830923411963359,76.950000000000003,0.0,0.0,0.0,2.0847447582909673e-06,9.4999214591438736,0.00011873244374304616,1.0966170498475825e-05,1.0421015899027473e-11,5.3311352657347321e-14,7.5051855412382633e-13,5.646839875409741e-06,0.0040216541831141882,3.885135653521862e-09,1.8842101078676509e-22,2.6141185024854197e-17,6.2859781716118285e-05,0.93308398343018695,3.2863305501651446e-06,1.1265758819093799e-17,6.986335909772945e-13,1.1515000203515293e-07,4.7534009028363148e-15,0.00076008095489144467,6.6199848998587187e-11,0.0020988478283271513,0.0020993974106603901,1.7763974548230143e-07,8.4881771012470544e-08,1.3597986282705876e-06,0.0017436336086696735,2.937836143148259e-07,7.0174165686897444e-08,2.5231672074115027e-09,5.2528351608638272e-08,6.0281587316346357e-06,1.0187453719787026e-07,0.047181279677656625,2.9569915885276632e-13,1.2926080802305789e-13,1.5673830469928896e-05,5.9580164605563316e-06,5.5374719217793269e-07,0.0013931610842085383,0.0038999272454903673,3.1831242965475973e-08,7.4681016538972303e-08,2.3345231473619206e-07,7.1645137118041976e-10,1.0711159797561997e-09,7.3254613863891817e-08,2.3383524676548012e-12,2.0367889960192302e-06,2.5161828016908153e-08,6.209139692271793e-10,2.1947288757409596e-08,7.839500560367492e-13,3.0564917305170433e-12,4.0163170089287461e-14,0.002686240509039295,8.1445921114527622e-10,9.895952337216466e-06,0.00011694454679447241,4.967749618462255e-09,2.473537175278085e-07,1.0350266186322331e-08,2.7896724340859064e-08,1.2601213944011606e-09,4.3672179295131668e-09,1.2803038296694207e-16,1.1363968564380122e-08,1.0136963084994183e-05,2.3798890563319323e-06,1.4301916231269724e-08,5.4460756389057591e-09,2.1839539266326067e-06,7.7231551099398964e-05,4.5720768006692204e-08,1.6428823536617229e-07,4.5720839334697156e-08,0.0025869075002988369,5.8831487567472309e-18,3.4904580283164678e-18,1.6289360593354807e-15,1.5050288514948718e-10,1.3618571966058872e-08,6.5047411887540111e-18,9.9666174945890897e-12,9.6610335380101862e-06,7.496273437969717e-06,3.0794427681896361e-06,6.3919863078132694e-05,8.1621106263985997e-05,4.8921299902264688e-08,6.9813830694828533e-09,4.6028567399675777e-08,7.3807260862122217e-13
2.042906842692195e-08,0.28309234120588767,76.950000000000003,0.0,0.0,0.0,2.0836949594463322e-06,9.4999213262461559,0.00011782307614615041,1.0704315135872458e-05,1.0448428641814047e-11,5.3451263753097993e-14,7.3259731045925141e-13,5.6446887906647512e-06,0.0040201210552846837,3.7923620708308808e-09,1.8891550565195538e-22,2.6249828328679311e-17,6.2876612325768038e-05,0.93272744810009667,3.2863760251753267e-06,1.099674252119576e-17,6.9882063896472271e-13,1.1518092338667058e-07,4.753380498365992e-15,0.0007597905192248789,6.6223597392262133e-11,0.0020988496582179453,0.0020993992412642131,1.7763989787049295e-07,8.4881843827244582e-08,1.3592790434088869e-06,0.0017432198311927915,2.9371389306209184e-07,7.0157512871977937e-08,2.523171606939081e-09,5.251588761173665e-08,6.0267275418222226e-06,1.018747147218451e-07,0.04742987742192669,2.9562899081839072e-13,1.2923013503484135e-13,1.5757033083235636e-05,5.9894903280855e-06,5.5675740753625411e-07,0.0014058829049894792,0.0039356415607558638,3.1831298458019611e-08,7.4663284461588576e-08,2.3643682025711865e-07,7.164482952447341e-10,1.0711113840949857e-09,7.323803336610033e-08,2.3383424018964344e-12,2.0381881093090486e-06,2.5724166496848056e-08,6.2091130513442099e-10,2.196236541035548e-08,7.8394668141874657e-13,3.0664958911612342e-12,4.0524977343422688e-14,0.0027125670053643699,8.1501919667107625e-10,9.9979213327167376e-06,0.00011709055153192822,4.9739517785690638e-09,2.4750162339538468e-07,1.0363188389527257e-08,2.7931535917271244e-08,1.26087500790646e-09,4.3698036297850135e-09,1.281901486599726e-16,1.1371897029652098e-08,1.0144044079261926e-05,2.4044956055444932e-06,1.4301928700378531e-08,5.4439945982359982e-09,2.2073010207596584e-06,7.7361251969850766e-05,4.5961696795865322e-08,1.6505855620808174e-07,4.5961767834884066e-08,0.0026223946404377871,5.8866671641093399e-18,3.4925454909517637e-18,1.628929070233036e-15,1.5050314740255149e-10,1.3635310686010036e-08,6.5127352827044292e-18,9.9788675755502582e-12,9.7558280379346642e-06,7.5871040990507774e-06,3.1096587390616458e-06,6.4114424401156731e-05,8.1870590511897248e-05,4.9070834204264215e-08,7.0027225034189417e-09,4.6168709761261701e-08,7.4701565883451643e-13
2.060381203604359e-08,0.28309234121548565,76.950000000000003,0.0,0.0,0.0,2.0826477139603193e-06,9.4999211934954282,0.00011692078683376597,1.0455604086569686e-05,1.0475739881657821e-11,5.3590657507567947e-14,7.1557565463980689e-13,5.6425389507558996e-06,0.0040185888170997525,3.704245424792391e-09,1.8940817204608897e-22,2.6358434238799128e-17,6.2893050608476349e-05,0.93237111248932358,3.2864206475921565e-06,1.0741229978091584e-17,6.9900332657443061e-13,1.152111215569212e-07,4.7533600988653297e-15,0.00075950024625764142,6.6247176097319701e-11,0.0020988514887858036,0.0020994010725453789,1.7764005031843959e-07,8.4881916677534327e-08,1.3587597495456635e-06,0.0017428079977855316,2.9364449937357842e-07,7.0140938263724058e-08,2.5231760080978967e-09,5.2503482116064291e-08,6.0253029007348998e-06,1.0187489231248543e-07,0.047677830779382001,2.9555915210591174e-13,1.2919960600712482e-13,1.584004677027081e-05,6.0208860837332644e-06,5.5976397113879004e-07,0.0014186382750642395,0.0039714507072960946,3.1831353971221105e-08,7.464563341876017e-08,2.3943072738984957e-07,7.1644522005970305e-10,1.0711067886375953e-09,7.3221515971575993e-08,2.3383323366040607e-12,2.039546772074895e-06,2.6293693938084365e-08,6.2090864119136706e-10,2.1977006174553196e-08,7.8394330700863234e-13,3.0764988114426962e-12,4.0886989806019011e-14,0.0027389734222996761,8.1556298273162848e-10,1.0100288837178006e-05,0.00011723271093144954,4.9799905897110048e-09,2.4764504823459547e-07,1.0375770255165404e-08,2.7965430557196299e-08,1.2616057888294212e-09,4.372310805340575e-09,1.2834570612755155e-16,1.1379593796893657e-08,1.0150918197078472e-05,2.4291991622707525e-06,1.4301941174891398e-08,5.4419147231479465e-09,2.2307478207278994e-06,7.7490802967191129e-05,4.6202002220255611e-08,1.6582878539811831e-07,4.6202072969648142e-08,0.0026581091533642918,5.8900789725871492e-18,3.494569708789976e-18,1.6289220814185789e-15,1.505034097541701e-10,1.3651607543642161e-08,6.520518348244493e-18,9.9907942837255047e-12,9.8509109167520494e-06,7.6780468104849367e-06,3.1399666332553275e-06,6.4304359579944677e-05,8.2114144293766192e-05,4.9216813922779663e-08,7.0235546770744685e-09,4.6305519955467055e-08,7.5596974112169561e-13
2.0778555645165234e-08,0.2830923412251296,76.950000000000003,0.0,0.0,0.0,2.0816030044895406e-06,9.4999210608745397,0.00011602552066760623,1.0219374614349364e-05,1.050295015216425e-11,5.3729536256414791e-14,6.9940823327663727e-13,5.640390354082544e-06,0.0040170574673940472,3.6205509212079813e-09,1.8989901823708688e-22,2.6467005353413394e-17,6.2909116257852497e-05,0.93201497640711783,3.2864644604666648e-06,1.0498540362251707e-17,6.9918187268880247e-13,1.1524063284824292e-07,4.7533397026850854e-15,0.00075921013583433127,6.6270585856442284e-11,0.0020988533200259128,0.0020994029044990384,1.7764020281600305e-07,8.4881989540978786e-08,1.3582407465374957e-06,0.0017423984102835745,2.9357548405690133e-07,7.0124454002791363e-08,2.5231804108774694e-09,5.2491144212626217e-08,6.0238858659654616e-06,1.0187506996931821e-07,0.047925142320920239,2.954896938992481e-13,1.2916924331169147e-13,1.5922872220745371e-05,6.0522040308512891e-06,5.627668876791528e-07,0.0014314269022288621,0.0040073538609889953,3.1831409504933218e-08,7.4628076514683658e-08,2.424340113817547e-07,7.1644214538551652e-10,1.0711021930732477e-09,7.3205074750468296e-08,2.3383222710949536e-12,2.0408661945498322e-06,2.6870433739326287e-08,6.2090597721621904e-10,2.1991224088409008e-08,7.8393993257662691e-13,3.0865012236923374e-12,4.1249208426023674e-14,0.0027654590463387367,8.1609105435821958e-10,1.0203052812129919e-05,0.00011737112685883839,4.9858703796598992e-09,2.4778413400040459e-07,1.0388020800050523e-08,2.7998432554018657e-08,1.2623144605083835e-09,4.3747419503406619e-09,1.2849716685993203e-16,1.1387065912521206e-08,1.0157591727740933e-05,2.4539992367350526e-06,1.4301953652684071e-08,5.439836012932624e-09,2.2542938807939354e-06,7.7620221117278518e-05,4.644168676518903e-08,1.6659898010100659e-07,4.6441757228004552e-08,0.0026940505502027951,5.8933875592889203e-18,3.4965326852761633e-18,1.6289150926997454e-15,1.5050367220364411e-10,1.3667474284388683e-08,6.5280959951191592e-18,1.0002406214370277e-11,9.9462795989774471e-06,7.7690986315451458e-06,3.1703656297042527e-06,6.4489771114214757e-05,8.2351898924232141e-05,4.9359317764974113e-08,7.0438908224036559e-09,4.6439071807906275e-08,7.6493456596777121e-13
