Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281)
1.0077447460522698e-18,0.26305727361994746,76.950000000000003,0.0,0.0,0.0,0.99999999999932465,9.5,3.3627920414494385e-14,2.9074974726520479e-13,2.9074960673100005e-13,7.0812399875795084e-22,7.0506778460947936e-22,6.0102377318440919e-14,2.8562217054112965e-20,4.6304158708768002e-22,1.0843794128568994e-31,2.1482132428792244e-36,4.8676191384509164e-26,3.6002574017083725e-20,1.3342964459376309e-24,1.3941685618639162e-31,1.337007030346796e-36,1.8719380963298384e-39,1.2935049456964906e-49,6.9227472711585681e-34,3.0205801450313914e-25,7.0848759336632829e-34,7.0848759438508835e-34,9.0294885547525016e-43,1.1580839790775029e-43,2.2532383041178266e-40,1.6618875162805397e-25,4.5381475126894914e-34,2.9102181717258265e-35,1.3790648987631469e-77,4.0165483155110593e-43,1.4036599078996412e-38,1.3076838522568569e-77,3.7728858258052305e-22,3.787843435105216e-52,3.787056709623065e-52,3.7221943739112455e-31,1.132712320652664e-31,9.1357216203256274e-25,3.7221226999870637e-31,6.1245275383541099e-40,1.3076838522560965e-77,8.4451642593417172e-47,2.8283615435990734e-49,2.9573562553712161e-55,6.0719164587783639e-65,3.1955598409328893e-39,2.5222097525085717e-74,1.3502787682185447e-30,6.3395913450144621e-60,1.1517459433829091e-75,3.9655996336596676e-39,1.5878002761753576e-85,1.5404401143176918e-80,6.7227751972293166e-89,7.7123836728350503e-53,1.7901537801311441e-40,7.8996742245252842e-55,2.3802437171808604e-39,2.3195955029840257e-48,5.5471620255117411e-34,3.0335625841862918e-48,1.9453577228971057e-49,1.1582665267218957e-42,1.4708741440118672e-43,1.0874667255842826e-57,1.2965061781846373e-43,3.6712404690857092e-47,2.8614538409689444e-61,2.912590682792889e-48,2.2069738791979113e-35,2.6496544144689889e-62,1.4099415159398657e-19,1.2781242294260316e-33,3.0206841252476078e-34,1.2781242294259815e-33,3.5069939900324932e-57,2.9945388422664076e-52
2.0163650305459404e-18,0.26305727361994746,76.950000000000003,0.0,0.0,0.0,0.99999999999864886,9.5,6.7285057093382725e-14,5.8175209841328565e-13,5.8175181813081165e-13,2.8343413950755306e-21,2.8099699734973378e-21,1.2025683946740956e-13,1.1432319537191722e-19,1.8533722662883666e-21,8.6083402283630385e-31,1.7198768593201531e-35,1.9483161888798126e-25,1.4410398518606627e-19,5.3406630423230879e-24,1.0886207542289499e-30,1.0703080621591187e-35,1.4986886891651664e-38,2.0712885599010484e-48,5.542402249141766e-33,1.209019238512893e-24,5.672208622988383e-33,5.6722086393017749e-33,1.4458902726223165e-41,1.8544421306298479e-42,1.8039570913191745e-39,6.6518748920088345e-25,3.6332629180517002e-33,2.3299405892833163e-34,1.7687877328548799e-75,6.431701158682694e-42,1.1237797764506543e-37,1.6772344495593478e-75,1.5101361444136393e-21,1.2130285113669927e-50,1.212524763137643e-50,2.9800134954740372e-30,9.0685698968983731e-31,3.6566625812497503e-24,2.9799561132960442e-30,9.8072069898534665e-39,1.6772344495573967e-75,1.3523240841223853e-45,3.3001160875491375e-48,9.4714820612621751e-54,3.8893405638934037e-63,2.5583883698065001e-38,3.2312036268694882e-72,5.4046339629257227e-30,1.4712191395473415e-58,1.4755020558264502e-73,3.1748907073191722e-38,4.0682765717905755e-83,1.973459212322153e-78,1.722515763543151e-86,2.4700352790658109e-51,1.4332034848195944e-39,2.5300175528387231e-53,1.9056422468839634e-38,3.7143688072299428e-47,2.2203104303724477e-33,4.8576449786086784e-47,3.1151068034920725e-48,9.2731748838654682e-42,1.1776081332331915e-42,3.4335361899068292e-56,1.0379702833730186e-42,5.5977078575551794e-46,1.8328922994934115e-59,4.6639328682838475e-47,1.7668758772808712e-34,1.6972251992441586e-60,2.821113207137415e-19,1.0232727437045811e-32,1.2090628524920695e-33,1.0232727437045006e-32,1.1231804940485861e-55,4.746062950634251e-51
4.033605599533281e-18,0.2630572736199475,76.950000000000003,0.0,0.0,0.0,0.99999999999729727,9.5,1.3459933045090631e-13,1.1637567937979111e-12,1.1637562366724734e-12,1.1341057286108498e-20,1.1147560737563869e-20,2.4056536549480004e-13,4.5744082902306517e-19,7.415896766791639e-21,6.7748127189246686e-30,1.3764242876889278e-34,7.7958025177974694e-25,5.7660255414133065e-19,2.1369608559498521e-23,8.3013547427002563e-30,8.563948924850533e-35,1.1994064232029117e-37,3.3153956758328567e-47,4.435598414357297e-32,4.8376517312936896e-24,4.5394907474577706e-32,4.5394907735696773e-32,2.3143521351635468e-40,2.9683115596101335e-41,1.4437081425460569e-38,2.6616114604597278e-24,2.9076913805267832e-32,1.8646550093032035e-33,2.2663452893787911e-73,1.0294880628191883e-40,8.9936274349609658e-37,2.1490381935215361e-73,6.0425001907336451e-21,3.8826753429276936e-49,3.8794523634706601e-49,2.3849080686580853e-29,7.2575863607391163e-30,1.4631358093642324e-23,2.3848621463438663e-29,1.5697864489478114e-37,2.1490381935165368e-73,2.1645911592144385e-44,4.2988569252596288e-47,3.0321355770795583e-52,2.490230814239804e-61,2.0474841765639208e-37,4.1377041118865014e-70,2.1625575410613742e-29,3.8148902375821206e-57,1.8894479106692032e-71,2.5408770735845692e-37,1.0419246423432846e-80,2.5271072555744357e-76,4.4115284381136996e-84,7.9074107357864233e-50,1.1469855159576873e-38,8.0994274873622199e-52,1.5250929340413614e-37,5.9453891868423395e-46,8.8841337143437289e-33,7.775371168256912e-46,4.9861990527866647e-47,7.421358076623164e-41,9.4246755613905339e-42,1.0689308701647253e-54,8.306548907947889e-42,8.7349699114752714e-45,1.1735473299386876e-57,7.4653073872349729e-46,1.4139654121214537e-33,1.0866838294830297e-58,5.6434722093227542e-19,8.1892311564311261e-32,4.8378422075523299e-33,8.1892311564298343e-32,3.5956772049382679e-54,7.4442649494861884e-50
8.068086737507963e-18,0.2630572736199475,76.950000000000003,0.0,0.0,0.0,0.99999999999459399,9.5,2.6922787716494117e-13,2.3277661574073051e-12,2.3277650567239511e-12,4.5371612439851724e-20,4.3847631995344716e-20,4.8118082447794104e-13,1.8300542600010098e-18,2.9668364590423413e-20,5.2462562028977333e-29,1.1013487082379484e-33,3.1188286099320601e-24,2.3067769503380571e-18,8.5492348143213581e-23,6.0675295911458976e-29,6.8496319254754934e-34,9.5970735406862797e-37,5.3056646625559639e-46,3.5491401170190529e-31,1.9353756668795077e-23,3.6322822238244383e-31,3.6322822656115342e-31,3.7036723120348575e-39,4.7502535352733039e-40,1.155176598268193e-37,1.0648139427575306e-23,2.3265577953847081e-31,1.4919983862894127e-32,2.9023928745160014e-71,1.6475065188107578e-39,7.1962265102991168e-36,2.7521636574137206e-71,2.417384394563892e-20,1.2423024250106636e-47,1.2402423279717473e-47,1.9082753399396766e-28,5.8071306737371208e-29,5.8534517634829115e-23,1.9082385964998137e-28,2.5121522391492932e-36,2.752163657400916e-71,3.4640247489116804e-43,6.0926607033803601e-46,9.7047879198961916e-51,1.594074201953818e-59,1.6382919193126642e-36,5.297355331627638e-68,8.6516380965044821e-29,1.0777958747399645e-55,2.4189929372877609e-69,2.0330870569691776e-36,2.6678804050696507e-78,3.235371697158232e-74,1.1295857557613444e-81,2.5308864711294731e-48,9.1774211417824595e-38,2.592340107561953e-50,1.2203060190998155e-36,9.514494737811175e-45,3.5542319101250336e-32,1.244304746358468e-44,7.979540148803644e-46,5.9382138061670178e-40,7.5415428600020466e-41,3.2426350580289375e-53,6.645912406621268e-41,1.3798482144825142e-43,7.5122426419757454e-56,1.1946850064569923e-44,1.1312715081436351e-32,6.9562045217678192e-57,1.1288252692595349e-18,6.5525319739320169e-31,1.9354646426549615e-32,6.5525319739299535e-31,1.1508509172071107e-52,1.1452921732658714e-48
1.6137049013457328e-17,0.2630572736199476,76.950000000000003,0.0,0.0,0.0,0.99999999998918743,9.5,5.3848497058896143e-13,4.6557847796544109e-12,4.6557826286995363e-12,1.81501208073535e-19,1.6967985706276309e-19,9.6240537024204247e-13,7.3207574220488301e-18,1.1868270567105027e-19,3.9426343858386309e-28,8.8116286812657606e-33,1.2476329546136213e-23,9.2277889510191121e-18,3.4199721572413995e-22,4.133729949315781e-28,5.4757054162786395e-33,7.6783875798356665e-36,8.4897740470132332e-45,2.8395616296365764e-30,7.742132453471448e-23,2.9061015610559133e-30,2.9061016279206058e-30,5.9263358514688661e-38,7.6011425161425914e-39,9.2421420121434284e-37,4.2595707784675261e-23,1.861363618604657e-30,1.1936977579168232e-31,6.5053536950191554e-69,2.6362480235774184e-38,5.7574608220572145e-35,6.1686335364567253e-69,9.670251388407103e-20,3.973132435228538e-46,3.9599853145513982e-46,1.526743679615291e-27,4.6460798966478682e-28,2.3415358939338667e-22,1.5267142842944414e-27,4.0197975836891612e-35,6.1686335363994227e-69,5.5429207654793416e-42,9.1196713277737781e-45,3.1058035002187768e-49,1.0202985050931582e-57,1.3107475709672068e-35,6.7812258617046932e-66,3.4609367032229744e-28,3.2201270976354755e-54,3.0965900217732491e-67,1.6266230422818386e-35,6.8303925054205517e-76,4.1416648549040393e-72,2.89200249643225e-79,8.0995792076306077e-47,7.3423049834187872e-37,8.2962217940457356e-49,9.7633744287582395e-36,1.522453671273166e-43,1.4218084128012503e-31,1.9910652208746356e-43,1.2768557720504323e-44,4.7510217723304038e-39,6.0343999540183558e-40,9.3951607141506188e-52,5.3162928736325409e-40,2.193466609835852e-42,4.8082656908074262e-54,1.9116673507522326e-43,9.0491813099434301e-32,4.4523723173554451e-55,2.2578063572675869e-18,5.242367816253031e-30,7.7425905762344562e-32,5.2423678162497324e-30,3.6830606519148121e-51,1.7009744071177939e-47
3.227497356535606e-17,0.26305727361994746,76.950000000000003,0.0,0.0,0.0,0.99999999997837441,9.5,1.0769991574208046e-12,9.3118216304281954e-12,9.3118175001412819e-12,7.2603427554990873e-19,6.3690850115374745e-19,1.9248289736365307e-12,2.9283778117328977e-17,4.7474685207161989e-19,2.8111532061543807e-27,7.0496414726596844e-32,4.9907347155597391e-23,3.6912099196382579e-17,1.3680444611514943e-21,2.5433687720476185e-27,4.3735565053040568e-32,6.1430012766620817e-35,1.3583839700051684e-43,2.2717250492673173e-29,3.0969787769548432e-22,2.3249914110278471e-29,2.3249915180121131e-29,9.4821630160114004e-37,1.2162330294128081e-37,7.3938273986824359e-36,1.7038723283829281e-22,1.4890666372877505e-29,9.5498068526668386e-31,8.355541251520181e-67,4.2181135381251669e-37,4.6060800863960328e-34,7.9230545204650816e-67,3.8681994181364664e-19,1.2697743585918271e-44,1.2614091969624674e-44,1.2214184518586499e-26,3.7169351550003921e-27,9.3662417323625645e-22,1.22139493804098e-26,6.4318275627221976e-34,7.9230545203176398e-67,8.8688597373253316e-41,1.4088539214075528e-43,9.9387409312828225e-48,6.530029264409958e-56,1.0486311795893698e-34,8.6801316873413556e-64,1.3844308658454041e-27,9.9382430259396145e-53,3.9637095654200166e-65,1.301358552032712e-34,1.7486137614735723e-73,5.3014709929434993e-70,7.4036725017919873e-77,2.5919318880831757e-45,5.8735964053542937e-36,2.654841800331918e-47,7.8110692724034597e-35,2.4359846379524638e-42,5.6874646149048524e-31,3.1857866781745161e-42,2.0430714675071574e-43,3.8009973140437754e-38,4.8286976325173354e-39,2.5272290862132719e-50,4.2517299091421972e-39,3.4978281745208645e-41,3.0773479323399564e-52,3.0587493466158073e-42,7.2367301522074602e-31,2.8495755757703903e-53,4.5158684970400552e-18,4.1938445546231567e-29,3.0972437884828365e-31,4.1938445546178755e-29,1.1786097213063514e-49,2.3788067151253622e-46
6.45508226691535e-17,0.2630572736199476,76.950000000000003,0.0,0.0,0.0,0.99999999995674826,9.5,2.1540275310197007e-12,1.8623893925538618e-11,1.8623886152987591e-11,2.9041953965616559e-18,2.2651952419214393e-18,3.849574233290436e-12,1.1713395048238861e-16,1.8989997572811883e-18,1.8441807016652902e-26,5.6398532424348763e-31,1.996334368785291e-22,1.4764693210524996e-16,5.4722886830813376e-21,1.3856979765376656e-26,3.4874375791290877e-31,4.9145170437445331e-34,2.1733129358712332e-42,1.8173718212551814e-28,1.2388165374549424e-21,1.8600369444681091e-28,1.860037115632305e-28,1.5170385547974106e-35,1.9459851084244676e-36,5.9148227893065179e-35,6.8154254629672133e-22,1.191129685304213e-28,7.639661132157722e-30,1.0695879647359067e-64,6.7488402042404153e-36,3.6847799662045357e-33,1.0142255912439525e-64,1.5472644182172265e-18,4.0525796349967746e-43,3.9996649928259935e-43,9.771027955438479e-26,2.9734503663250683e-26,3.7463465509747341e-21,9.7708398973156026e-26,1.0290623545606885e-32,1.0142255912062037e-64,1.4189689823921079e-39,2.2139303468804445e-42,3.180255007523984e-46,4.1790360624362931e-54,8.3889820394942167e-34,1.1110087712742532e-61,5.5378349922110383e-27,3.1216495083569564e-51,5.0733289115347089e-63,1.0411089064998379e-33,4.4762587734798463e-71,6.7856933236117809e-68,1.8952613375302441e-74,8.2939540274516476e-44,4.6981465988065824e-35,8.4951493001427947e-46,6.2490020741986942e-34,3.8974661401740458e-41,2.2750317826142428e-30,5.0971332805591185e-41,3.2689922416816224e-42,3.0408691881298165e-37,3.8645672862375943e-38,6.1278528270909221e-49,3.399057040793678e-38,5.5862403255988557e-40,1.9694190048418064e-50,4.8938866523799357e-41,5.784793134042103e-30,1.8236556092195942e-51,9.0323926183496858e-18,3.3547572421216239e-28,1.2389879480597089e-30,3.354757242113174e-28,3.7714477756257567e-48,3.037206538243686e-45
1.291025208767484e-16,0.2630572736199475,76.950000000000003,0.0,0.0,0.0,0.99999999991349597,9.5,4.3080842779583323e-12,3.7248033797195596e-11,3.7248019098535617e-11,1.1616893448288853e-17,7.3900396007132323e-18,7.6986570072516825e-12,4.6851220900002285e-16,7.5958662145371953e-18,1.0812037526999737e-25,4.5119460662029195e-30,7.9854177428925174e-22,5.9055798961760297e-16,2.1889373971188609e-20,6.7335859302606035e-26,2.7717714970323865e-30,3.9316593365371396e-33,3.4768436139342981e-41,1.4538325478129201e-27,4.9553151405043515e-21,1.4880466814502429e-27,1.4880469552685042e-27,2.4268251220522356e-34,3.1134966398303885e-35,4.731307216559134e-34,2.7260359190087741e-21,9.5267208879322249e-28,6.1112163907282504e-29,1.3691046470400503e-62,1.0797279846970141e-34,2.9475844773809975e-32,1.2982391520641181e-62,6.1887460259124983e-18,1.2899807077652203e-41,1.256890845663695e-41,7.8160326794039241e-25,2.3785192119294324e-25,1.4983727925138873e-20,7.8158823221206703e-25,1.6463407963681299e-31,1.2982391519674785e-62,2.2701083579156855e-38,3.5101042162948506e-41,1.0175505764797112e-44,2.6742422091578125e-52,6.71083887769088e-33,1.4219107550891644e-59,2.2151556735516093e-26,9.8955490275358038e-50,6.4930375167148402e-61,8.3289279374311241e-33,1.1457772932739828e-68,8.6848517341149379e-66,4.8512689242115711e-72,2.6538147644904603e-42,3.7572153576545756e-34,2.7181202005780428e-44,4.9992584317668854e-33,6.235358459785998e-40,9.1002171322614182e-30,8.1547011172850657e-40,5.2304377647583146e-41,2.4327229363443854e-36,3.0941180840257164e-37,1.3194782450902305e-47,2.7154336498123917e-37,8.9268497183739147e-39,1.2602705955146411e-48,7.8295606599717188e-40,4.6203412048850069e-29,1.1669997246887314e-49,1.806704012196042e-17,2.6832009283131852e-27,4.9565240024534921e-30,2.6832009282996678e-27,1.206749594328564e-46,3.4547447826971511e-44
1.936542190843433e-16,0.2630572736199476,76.950000000000003,0.0,0.0,0.0,0.99999999987024391,9.5,6.4621410246378051e-12,5.5872169561026664e-11,5.5872147683943163e-11,2.4685963182917166e-17,1.3772554576816337e-17,1.154733207905551e-11,9.9554977316590689e-16,1.6140955617871455e-17,2.6372014509387135e-25,1.2901405143891815e-29,1.6969062150633461e-21,1.2548869833313433e-15,4.6515054292558787e-20,1.5230699501082639e-25,7.8958616201672642e-30,1.1242121150798756e-32,1.2796245207621664e-40,4.1569301596806414e-27,1.0530074096953352e-20,4.2548955715876729e-27,4.2548965793387424e-27,8.9315261960128834e-34,1.1459556867912301e-34,1.3527625585923452e-33,5.7926057421861671e-21,2.7236560566197871e-27,1.74733517211744e-28,7.064079173468792e-62,3.9739499711383566e-34,8.4278242407147932e-32,6.6984391454798324e-62,1.3150574487245256e-17,5.8769319669658746e-41,5.696582041910832e-41,2.2347587196843312e-24,6.8006567763546577e-25,3.1837857884918345e-20,2.2347157417133821e-24,6.0593261961478925e-31,6.6984391448865182e-62,8.3550505665316494e-38,1.289309119460487e-40,4.6455174268086349e-44,1.4692417109539292e-51,1.9188163052657557e-32,9.1729181063484334e-59,4.707218679108274e-26,4.5096624909757393e-49,4.1887370856737778e-60,2.3815531833010882e-32,8.5084483705171056e-68,5.6027566269231106e-65,3.6025153557322561e-71,1.2115872454731651e-41,1.074110959358089e-33,1.2409324226665796e-43,1.4294794052404868e-32,2.2949145222318527e-39,1.9338015685822736e-29,3.0013356836065395e-39,1.9251510353699606e-40,6.9560862902252799e-36,8.8512577441927926e-37,5.2425209279721151e-47,7.7581623244820307e-37,3.2843916883979261e-38,6.9239930401509083e-48,2.881672361717253e-39,1.3198951685884218e-28,6.4115695244376951e-49,2.7103286780511565e-17,7.6712553746460755e-27,1.0533415829290995e-29,7.6712553745963293e-27,5.5093616471278661e-46,1.1005058063844094e-43
2.582059172919382e-16,0.26305727361994746,76.950000000000003,0.0,0.0,0.0,0.99999999982699173,9.5,8.6161977710581176e-12,7.4496301628209572e-11,7.449627190921435e-11,4.2111400477454577e-17,2.1001700053298843e-17,1.5395599491886492e-11,1.6982280368117847e-15,2.7534130336526003e-17,4.88938406875137e-25,2.721289374329398e-29,2.8947267080061416e-21,2.1406104602376891e-15,7.9349328017433901e-20,2.6892511771019716e-25,1.6598192957638166e-29,2.3712926544130221e-32,3.2452081710731213e-40,8.7679262238048861e-27,1.7963092476672256e-20,8.9748205131172073e-27,8.9748230688018589e-27,2.2650425242824581e-33,2.9063482096039766e-34,2.853182049896273e-33,9.8811457323571882e-21,5.7442258654073569e-27,3.6854583147625106e-28,3.8537183739644844e-61,1.0078407713124941e-33,1.7775889675691827e-31,3.6542481164181175e-61,2.243250402700109e-17,1.748330809570158e-40,1.6867759809888395e-40,4.7134840286021169e-24,1.4343732686179821e-24,5.430754858566668e-20,4.7133934040544507e-24,1.5367058540711566e-30,3.654248116087831e-61,2.1189153142806794e-37,3.2660415791561368e-40,1.3846269214093895e-43,5.0513374845903435e-51,4.0472121461499233e-32,3.5821326077434908e-58,8.0299720163980625e-26,1.3426699976738953e-48,1.6357512328108484e-59,5.0233806805023794e-32,3.7260547170102835e-67,2.1879802021513239e-64,1.5776309631421993e-70,3.6112599109460252e-41,2.2651920618912587e-33,3.6986905411690388e-43,3.0151903825772407e-32,5.8201392749360969e-39,3.2988426015173007e-29,7.6117187359061179e-39,4.8826014275895934e-40,1.4672421462706653e-35,1.867752477780902e-36,1.3965127095345053e-46,1.6352191630660952e-36,8.3274706865700184e-38,2.3805098895457473e-47,7.308249728308483e-39,2.7816811087860615e-28,2.2043392843992613e-48,3.6141132487966703e-17,1.6178926221625913e-26,1.7970010269123982e-29,1.617892622149976e-26,1.6421217953626113e-45,2.4832489765139067e-43
3.8730931370712798e-16,0.26305727361994746,76.950000000000003,0.0,0.0,0.0,0.99999999974048726,9.5,1.2924311263290509e-11,1.1174455787171137e-10,1.1174451012679643e-10,8.7186390230153142e-17,3.6662464843575866e-17,2.3091177700840263e-11,3.5157448228996528e-15,5.7004334881052025e-17,1.107661809231661e-24,7.432728254454117e-29,5.9931725651623811e-21,4.4315839688823815e-15,1.6428293700788599e-19,5.7652462601706807e-25,4.5079838372542407e-29,6.4767455687533041e-32,1.1347486993999062e-39,2.3946792705929813e-26,3.7190347446534442e-20,2.4513052954865361e-26,2.4513061891086707e-26,7.9198584554224059e-33,1.0163373315852321e-33,7.7920707467262789e-33,2.0456397475726807e-20,1.5685818208882426e-26,1.006531083577426e-27,5.3521670111419936e-60,3.5242343782629055e-33,4.8547628544335962e-31,5.0751363571511704e-60,4.644073598782654e-17,7.6272038477438369e-40,7.3003528584079881e-40,1.2872747694538369e-23,3.9173401008962644e-24,1.1242262323199299e-19,1.2872500300418513e-23,5.3735135447341533e-30,5.0751363566294109e-60,7.4093140814771792e-37,1.140667255164683e-39,6.0602539968174909e-43,2.7164974577389058e-50,1.1053601174582019e-31,2.3297927329388255e-57,1.6625056536600203e-25,5.8694399982931511e-48,1.0638806358856724e-58,1.3720374343920322e-31,2.8907555932915248e-66,1.4231441295412351e-63,1.2239700217843929e-69,1.5806138917977302e-40,6.1850300167687773e-33,1.6188546049091307e-42,8.2354308321089837e-32,2.0351749230773471e-38,6.829843333144174e-29,2.66166434301526e-38,1.7074685984036576e-39,4.0074985335590215e-35,5.1048891433557511e-36,5.1706251204231911e-46,4.4608272046941135e-36,2.9108945915078898e-37,1.2801861613947493e-46,2.5555534773886767e-38,7.5869094009244843e-28,1.1854488897478114e-47,5.4220576443876654e-17,4.4180643556490588e-26,3.7208897720010771e-29,4.418064355604953e-26,7.1874107514680625e-45,7.3149444777166323e-43
5.164127101223178e-16,0.2630572736199475,76.950000000000003,0.0,0.0,0.0,0.99999999965398301,9.5,1.7232424754569879e-11,1.4899280231195036e-10,1.4899273231063627e-10,1.4828126299986895e-16,5.3647103701763668e-17,3.0785257161028465e-11,5.9790005698240574e-15,9.6946822217106685e-17,1.992612895447422e-24,1.5551826696152212e-28,1.0192824734341538e-20,7.536509163760059e-15,2.794024595317522e-19,1.0006637399012682e-24,9.3852114438559922e-29,1.3551529531870432e-31,2.8351873945487357e-39,5.0102571545836395e-26,6.3251077350817915e-20,5.1289544003195776e-26,5.1289566330035833e-26,1.9787282162650684e-32,2.5394940390268602e-33,1.6302024528708069e-32,3.4788915279090248e-20,3.2813570741863243e-26,2.1058466532716126e-27,2.4603187056746365e-59,8.8056163786718713e-33,1.01570700357525e-30,2.3329714664356555e-59,7.8978765793659501e-17,2.2164606958796078e-39,2.1085374360547656e-39,2.6931780680848879e-23,8.1956797930551998e-24,1.9117825274491624e-19,2.6931263290420185e-23,1.3426072402114203e-29,2.3329714661650985e-59,1.8512539706321508e-36,2.8480693913854731e-39,1.7655473706346887e-42,9.0530299169832113e-50,2.312672333297737e-31,8.7463225475240655e-57,2.8274881678088587e-25,1.7088066985631368e-47,3.9939361859776472e-58,2.8707530475967353e-31,1.2073501813925152e-65,5.3428290431721755e-63,5.1120360742396388e-69,4.6049106902781919e-40,1.2937597708140636e-32,4.7162595253542153e-42,1.7231287122803642e-31,5.0850240556760651e-38,1.1615782002936584e-28,6.6503784906522052e-38,4.2664956785418174e-39,8.385032718108918e-35,1.0687583917734549e-35,1.337500645744187e-45,9.3234132436145605e-36,7.2711358660568049e-37,4.2663636189292347e-46,6.3852647158497122e-38,1.5854473538115881e-27,3.9506494046003051e-47,7.2305899792254143e-17,9.2423895597328279e-26,6.3289484971035378e-29,9.2423895596226356e-26,2.0939577863378499e-44,1.6047019057055354e-42
6.455161065375076e-16,0.2630572736199476,76.950000000000003,0.0,0.0,0.0,0.99999999956747865,9.5,2.154053824482815e-11,1.8624103485982626e-10,1.8624093731549409e-10,2.2654026860850392e-16,7.1297108375996655e-17,3.8477731107517874e-11,9.1339951666431284e-15,1.4810869337634225e-16,3.165329064761885e-24,2.8311632990405861e-28,1.5572340501541991e-20,1.151336874305e-14,4.2686402318826492e-19,1.5496661587234128e-24,1.699904835409352e-28,2.4670054770963491e-31,6.0146400310343521e-39,9.1205845776186868e-26,9.6633381324935141e-20,9.3370694544586939e-26,9.3370741908355377e-26,4.1975942078689779e-32,5.387690857863712e-33,2.9674252163228573e-32,5.3146365133773174e-20,5.9723970464208286e-26,3.8333287482300204e-27,9.0835477321706482e-59,1.8681024374628725e-32,1.8489223003679704e-30,8.6133790852641177e-59,1.2065422250182533e-16,5.3673657303639466e-39,5.0746679989375196e-39,4.9023978655308446e-23,1.4918609882073623e-23,2.9204082695077977e-19,4.9023037211964353e-23,2.8482985435965588e-29,8.6133790841786937e-59,3.9273522043646818e-36,6.0391650430321359e-39,4.2863562095017217e-42,2.4783778589420598e-49,4.2099251556035012e-31,2.6676692742884807e-56,4.3197640044161811e-25,4.1465539249422091e-47,1.2181692532875925e-57,5.2260793597548563e-31,4.0621505793116277e-65,1.6296537414854544e-62,1.7199600533307024e-68,1.1179876951277176e-39,2.3545816910682177e-32,1.1450062584046757e-41,3.1368910291565444e-31,1.0787732721692372e-37,1.7746296155835315e-28,1.410864680701963e-37,9.0518256293614512e-39,1.5264636566794772e-34,1.9468269611175919e-35,2.9133330141942374e-45,1.6954187417902093e-35,1.5421644053500131e-36,1.1679694341167339e-45,1.3546240231728361e-37,2.8825713920619865e-27,1.0815411123681162e-46,9.0397521781225037e-17,1.6822303495386208e-25,9.6702785918703833e-29,1.6822303495152459e-25,5.0837451934100077e-44,3.0246711431081685e-42
9.037228993678872e-16,0.2630572736199476,76.950000000000003,0.0,0.0,0.0,0.99999999939447004,9.5,3.0156765222217266e-11,2.6073746519423385e-10,2.6073729470936654e-10,4.3562864281645332e-16,1.0697848244692576e-16,5.3857763565199132e-11,1.7561809677778724e-14,2.8478909649398951e-16,6.394484007271586e-24,7.4751821089345794e-28,2.994507297767863e-20,2.2136599256689186e-14,8.2084475455568233e-19,3.0300394139212202e-24,4.4273013326556305e-28,6.5136254809393873e-31,2.2029525356535654e-38,2.4078148111550953e-25,1.8582256808239431e-19,2.465262268399624e-25,2.4652640030542494e-25,1.5372763061405059e-31,1.9737335677164271e-32,7.8327366070021286e-32,1.0218407277248477e-19,1.5760314805739117e-25,1.0119057481231967e-26,1.1135724780933104e-57,6.842882087296977e-32,4.8807334432657601e-30,1.0559334537101759e-57,2.3198025115763556e-16,2.7485682463315278e-38,2.5391541846286777e-38,1.2940665533752531e-22,3.9380036545074057e-23,5.6142168767158963e-19,1.2940417286737723e-22,1.0433006976201137e-28,1.0559334534870902e-57,1.4385173708388808e-35,2.2105141234170579e-38,2.2168515320967951e-41,1.8507553608890718e-48,1.1113945451433994e-30,2.9515724222143119e-55,8.3067522027605815e-25,2.1426976193891683e-46,1.3478115481560979e-56,1.379825662977833e-30,6.8495560131900779e-64,1.8034063076057743e-61,2.9002319461384744e-67,5.782460002026904e-39,6.212042150341526e-32,5.9219035371951427e-41,8.2823175040078318e-31,3.9514481106072129e-37,3.412550350093566e-28,5.1679398460434672e-37,3.3162918463869752e-38,4.0303140950855045e-34,5.1487909510854413e-35,1.1186857509056631e-44,4.462961118137495e-35,5.6446377117972054e-36,8.721941534955731e-45,4.9619648859531242e-37,7.5844750705374751e-27,8.0766099538387689e-46,1.2660005252527216e-16,4.4393365431018411e-25,1.8600383565420508e-28,4.4393365430162486e-25,2.6294175018754838e-43,8.4140736287652881e-42
