Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281)
8.642570501781869e-08,0.2630400010574916,76.950000000000003,0.0,0.0,0.0,0.94126291390373162,9.4927645886980265,0.0026581788593020815,0.020705409956033694,0.014277431317520019,0.0046823216149742665,9.9687789900014995e-09,3.4323455372329371e-08,0.0021507597984066654,6.5760171013791812e-05,7.8687354539682759e-11,0.0020506153649393509,0.001947310448764021,0.0027223469684119006,0.0063569388950770449,7.3185439399372734e-13,1.1230181593908576e-12,3.4026621004599904e-08,5.3877829883070298e-11,1.4777992870703242e-07,5.3982740481798254e-06,0.0010533591132206427,0.0010635797683724703,4.3213334202699726e-07,2.8109389442994776e-07,1.4170396964963849e-17,1.5691185218587825e-05,1.281693713876519e-08,4.1573350866307278e-09,1.0712296743290226e-06,4.3080214809775536e-07,2.9763340232075394e-10,1.8570762793377967e-06,2.9192207614455834e-05,4.8672838656153185e-12,1.378586224812197e-12,4.0510134213124579e-10,8.5113429189704722e-11,5.5563259934510238e-13,6.7502631733642098e-09,2.6582399765620545e-08,1.8254066130231404e-06,4.8992907110010122e-09,2.6239349817742679e-06,5.3559596780364664e-07,2.9997510248649742e-06,2.2408375049331571e-12,6.7413763669214617e-07,1.4190270493707518e-10,2.7873718150539879e-06,2.6004503926631066e-07,5.2975429453671954e-12,1.7980468318830821e-07,6.2058085157016597e-07,1.3948430685652345e-07,2.6942836822141677e-10,4.8853657648281994e-15,1.6309492833503953e-15,1.4775885207986448e-08,8.3744913370712274e-12,3.507564600954167e-09,1.1708181165948578e-11,2.9170072080558865e-11,1.1464218407721123e-09,7.2866677995164736e-13,1.1177220117850432e-17,2.2448452009157004e-12,8.9263691015747337e-09,6.4952560708413703e-15,2.7819907642566202e-12,6.3088092590336626e-14,5.7950000063133364e-15,0.00032055457142809871,1.1413226486751587e-12,0.00010857861011442977,1.1296526691544197e-12,1.1440321888902963e-12,2.7741592453519356e-17
8.765401417927342e-08,0.2630397341884474,76.950000000000003,0.0,0.0,0.0,0.94044681743619907,9.4926378967531182,0.0026928194866924185,0.020918883961194432,0.014399670946225383,0.004722379325206907,1.0071433494518266e-08,3.4295382400016226e-08,0.0021803229448694012,6.6437359113472209e-05,7.9360532401137898e-11,0.002125307296781672,0.002017861158751078,0.0027599450685576832,0.0065212703784512244,7.3939091768070525e-13,1.1636355650178164e-12,3.5263899207373837e-08,5.5842536836408783e-11,1.498619566212831e-07,5.4447259534978353e-06,0.0010798227899177823,0.0010906866303655109,4.4298444748569065e-07,2.88152386944855e-07,1.4366104215857178e-17,1.6078450554725582e-05,1.3133103590540018e-08,4.2600210654452503e-09,1.1352744949050204e-06,4.4211344727771536e-07,3.0578582891270032e-10,1.9826993714014212e-06,2.9619120536778457e-05,4.9950194705216429e-12,1.4147654448116304e-12,4.0944955967715862e-10,8.6232257313726781e-11,5.5619223178505171e-13,6.8513474874051804e-09,2.6986305072118687e-08,1.9483765144010049e-06,5.0373411015834671e-09,2.7367036578045424e-06,5.5585098160852817e-07,3.1494714072188037e-06,2.2965812397998652e-12,7.078930117231658e-07,1.4507558745795663e-10,2.9618136859065257e-06,2.7384502127060863e-07,5.4160007275901513e-12,1.8974340179150407e-07,6.6923330143504859e-07,1.5045113116280458e-07,2.7727084487778893e-10,5.0929747396962447e-15,1.6558068856900369e-15,1.5292427619049615e-08,8.6671448893166851e-12,3.7634997943077814e-09,1.2117333372304762e-11,3.0189584122501597e-11,1.2301442870839842e-09,7.8177938383300916e-13,1.1567870866154195e-17,2.4212584993421976e-12,9.6286404293085056e-09,6.5942602724502871e-15,2.8518834183472708e-12,6.3958608321692149e-14,5.8834014396846109e-15,0.00032632822727840418,1.1581388180571095e-12,0.00011369829046999886,1.146153957511639e-12,1.1775635068814998e-12,2.9767543027319372e-17
8.888232334072816e-08,0.26303946614580265,76.950000000000003,0.0,0.0,0.0,0.93963181420730579,9.4925104960063234,0.0027273759534998999,0.021129927139983913,0.014519681950363293,0.0047617038341980326,1.0172914438537094e-08,3.4267347693475244e-08,0.0022098585354424975,6.7106805572899163e-05,8.0021388668554176e-11,0.0022013430775028793,0.0020897401053707855,0.002797513374410197,0.0066871350496977575,7.468412835400252e-13,1.2050160209378515e-12,3.6524585619348077e-08,5.7842656888970713e-11,1.5194233306411636e-07,5.4903324854301561e-06,0.0011064862534358039,0.0011180236273432989,4.5391721304291332e-07,2.9526399923262628e-07,1.4561656380162792e-17,1.6468466087049715e-05,1.3451507683069064e-08,4.3634358753346917e-09,1.201942928900987e-06,4.5351548000583051e-07,3.1401221071780366e-10,2.1146525750319847e-06,3.0046830567731904e-05,5.1237766623421461e-12,1.4512340141536816e-12,4.1380615906495084e-10,8.7353195906880179e-11,5.5675434274503958e-13,6.9526858765723428e-09,2.7391228657440792e-08,2.0774993825247891e-06,5.1767075220841805e-09,2.8520876158382071e-06,5.764917381620301e-07,3.303779367993888e-06,2.3527543376486543e-12,7.4268618569050991e-07,1.482878616376653e-10,3.1440089075730213e-06,2.8810483995639509e-07,5.5359290813123349e-12,2.0003090164118537e-07,7.2077566262528783e-07,1.6207132808488289e-07,2.8523012999646692e-10,5.310188411842734e-15,1.6807276596031417e-15,1.582005208957059e-08,8.9660714249667969e-12,4.034265632681864e-09,1.2535255694179152e-11,3.1230951540005106e-11,1.318722471711196e-09,8.3796825851314648e-13,1.1966896031289398e-17,2.6088681566223209e-12,1.0375538757079051e-08,6.6935161396880906e-15,2.9223037301046288e-12,6.4828407569984003e-14,5.9720281506223518e-15,0.00033205471449694227,1.1749878201476135e-12,0.00011895839604180015,1.1626855936245465e-12,1.2116015422277012e-12,3.1910994776322296e-17
9.011063250218289e-08,0.2630391969288051,76.950000000000003,0.0,0.0,0.0,0.93881791435466255,9.4923823922082669,0.0027618484280274996,0.021338548028069695,0.014637481212133666,0.0048003007296207158,1.0273225959822906e-08,3.4239351623061047e-08,0.0022393666064957521,6.7768537685707975e-05,8.0670017243943881e-11,0.002278712649664439,0.0021629418310123239,0.0028350519309110105,0.0068545110792089785,7.5420579532790424e-13,1.2471563470310345e-12,3.7808585724872031e-08,5.9877926191862755e-11,1.5402106050452152e-07,5.5351000118131498e-06,0.0011333443952117243,0.0011455865484284917,4.6492953794222858e-07,3.0242736477048844e-07,1.4757053691808297e-17,1.6861159445764168e-05,1.3772090162412827e-08,4.4675602472560768e-09,1.2712861528107564e-06,4.6500600175108291e-07,3.2231091923203447e-10,2.2531399782395888e-06,3.0475354470974229e-05,5.2535300221509349e-12,1.4879847333036081e-12,4.1817131279060873e-10,8.8476289032138886e-11,5.5731895880726481e-13,7.0542827409675068e-09,2.7797188148572727e-08,2.2129705293577536e-06,5.3173617215112355e-09,2.9700793487893998e-06,5.9751574340792274e-07,3.4627074987059001e-06,2.409348077605716e-12,7.7852457978152241e-07,1.5154045484086168e-10,3.3341492364988756e-06,3.0282886705536349e-07,5.6573626226578534e-12,2.1067100450336792e-07,7.7532073493325365e-07,1.743704860923109e-07,2.9330647904990643e-10,5.5374363194229042e-15,1.7057126878162655e-15,1.6358884258548407e-08,9.2713418585941996e-12,4.3204748636235472e-09,1.2962047275593397e-11,3.2294421366684951e-11,1.4123571918575405e-09,8.973604912859782e-13,1.2374390270176896e-17,2.8081977417284184e-12,1.1169154165139196e-08,6.793027984678608e-15,2.9932382073638967e-12,6.5697491258947736e-14,6.0608839875803444e-15,0.00033773225911088898,1.1918702271205669e-12,0.00012435917725748361,1.1792482220682577e-12,1.2461475590434916e-12,3.4176806674779137e-17
9.133894166363763e-08,0.26303892653758315,76.950000000000003,0.0,0.0,0.0,0.93800512745006026,9.4922535913573345,0.0027962370787351603,0.021544755746802795,0.014753086108519125,0.0048381757611208557,1.0372372478851023e-08,3.4211394538599916e-08,0.0022688471947076576,6.8422584610684979e-05,8.1306514751179069e-11,0.0023574055284101758,0.0022374604687549994,0.0028725607831873948,0.0070233767634463023,7.6148477755595258e-13,1.2900531277581268e-12,3.911579774730879e-08,6.1948069600588294e-11,1.5609814142319347e-07,5.5790350893658877e-06,0.0011603921324763115,0.0011733712150578781,4.7601933211801483e-07,3.0964112398966685e-07,1.4952296385716824e-17,1.7256458891059313e-05,1.4094792292412596e-08,4.5723750800222647e-09,1.3433545116776009e-06,4.7658278493953671e-07,3.3068033536555208e-10,2.3983678479144095e-06,3.0904708724759267e-05,5.3842543231913691e-12,1.5250104571562227e-12,4.2254519038081201e-10,8.9601579999391299e-11,5.5788610582772898e-13,7.1561425360307207e-09,2.8204201394736339e-08,2.3549871708006276e-06,5.4592755955595047e-09,3.0906702071585073e-06,6.1892036989871922e-07,3.6262860797132618e-06,2.4663538619112511e-12,8.1541509011254205e-07,1.5483433513423722e-10,3.5324261590776267e-06,3.1802123429473482e-07,5.7803374874566503e-12,2.216673464246365e-07,8.3298293253080043e-07,1.8737456206760244e-07,3.0150015267155209e-10,5.775159879307327e-15,1.7307630667442981e-15,1.6909053018205524e-08,9.5830289432460828e-12,4.6227532987837031e-09,1.3397809830901771e-11,3.3380247039192683e-11,1.5112535282614476e-09,9.6008587920497249e-13,1.2790450693211953e-17,3.0197848431310101e-12,1.2011632832393231e-08,6.8928001740466713e-15,3.0646734260820311e-12,6.6565860320432676e-14,6.1499728476876013e-15,0.00034335918588219137,1.2087866006390762e-12,0.00012990080334139155,1.1958424764037381e-12,1.2812028436370782e-12,3.6569941351693409e-17
9.256725082509236e-08,0.26303865497311735,76.950000000000003,0.0,0.0,0.0,0.93719346251436986,9.4921240996885174,0.0028305420742166963,0.021748559983046076,0.014866514486390529,0.0048753348321287906,1.0470358689226954e-08,3.4183476769694606e-08,0.0022983003370477531,6.9068977307652784e-05,8.1930980398616442e-11,0.0024374108208232996,0.0023132897564865943,0.0029100399765343483,0.0071937105290772532,7.6867857477943984e-13,1.333702720311242e-12,4.044611289781156e-08,6.4052801185057592e-11,1.5817357831149407e-07,5.6221444542400089e-06,0.0011876244096226014,0.0012013734819030864,4.8718451675960996e-07,3.1690392464309693e-07,1.5147384697639281e-17,1.7654293328479101e-05,1.4419555867491162e-08,4.6778614444767168e-09,1.4181974775534762e-06,4.8824361951654661e-07,3.3911884993741925e-10,2.5505445396955689e-06,3.133490951675877e-05,5.5159245349459142e-12,1.5623040961889025e-12,4.2692795834039916e-10,9.0729111351899154e-11,5.5845580894431661e-13,7.2582697726590168e-09,2.8612286467928013e-08,2.5037483339941843e-06,5.6024211957733426e-09,3.2138504422577736e-06,6.4070286231610949e-07,3.7945430971196453e-06,2.5237632177251844e-12,8.5336409153493956e-07,1.5817051123597317e-10,3.7390307908974846e-06,3.3368583365500914e-07,5.9048913293683213e-12,2.3302337723638834e-07,8.9387821599865808e-07,2.011098658464861e-07,3.0981141671973913e-10,6.023812349662627e-15,1.7558799065228509e-15,1.7470690663700407e-08,9.9012073551885082e-12,4.9417396720301865e-09,1.3842647763274747e-11,3.448868869252065e-11,1.6156207984327807e-09,1.02627689965705e-12,1.3215176977417363e-17,3.2441810214613248e-12,1.290517685086727e-08,6.9928371290418266e-15,3.1365960339542167e-12,6.7433515693948961e-14,6.2392986768569877e-15,0.00034893391678912904,1.2257374914889022e-12,0.00013558336396076546,1.2124689789779978e-12,1.3167687047888962e-12,3.9095463959225356e-17
9.502386914800185e-08,0.26303810833245317,76.950000000000003,0.0,0.0,0.0,0.93557353196776982,9.4918630699545439,0.00289890177441351,0.022148999463054164,0.015086915277273204,0.0049475294272112993,1.0662870264986829e-08,3.412776040093471e-08,0.0023571244333445056,7.0338932478787602e-05,8.3144225061091424e-11,0.0026013131485976577,0.0024688533416452447,0.002984909568356283,0.007538696685326478,7.8281208839738925e-13,1.4232446818642912e-12,4.3175583849603466e-08,6.8364834234520977e-11,1.6231953000983993e-07,5.7059138321949261e-06,0.0012426225047159822,0.00125801440618148,5.0973280164983324e-07,3.3157127993386349e-07,1.5537099122444977e-17,1.8457286112824801e-05,1.5075037249458171e-08,4.8907739336614347e-09,1.5764005185133003e-06,5.1180869333569334e-07,3.5619678998351066e-10,2.876587706070082e-06,3.219791398596664e-05,5.7820036145234359e-12,1.6376670579624195e-12,4.3572081600241876e-10,9.2991061481490544e-11,5.5960298033231931e-13,7.4633448927513645e-09,2.9431745502706838e-08,2.8223088264482258e-06,5.8922966114929642e-09,3.4679348089794813e-06,6.8538981693982302e-07,4.1451930417316105e-06,2.6397593867899277e-12,9.3246048951390347e-07,1.6497398836154439e-10,4.1779852134729935e-06,3.6644610274739005e-07,6.158894124701913e-12,2.5682737360571586e-07,1.0258391969195727e-06,2.3088106581722214e-07,3.2678780603881964e-10,6.5557759412624632e-15,1.8063174780439265e-15,1.8628919699546738e-08,1.0557346987104786e-11,5.6324548429922646e-09,1.4759981521908982e-11,3.6774495732738426e-11,1.8416262855475785e-09,1.169598955171622e-12,1.4091039344786562e-17,3.7336763163250538e-12,1.4854547313540926e-08,7.1937232953723754e-15,3.2818503871497666e-12,6.9166689172401442e-14,6.4186772710980393e-15,0.00035992095494499906,1.259744976003828e-12,0.00014737126030506511,1.2458211610636894e-12,1.3894375059301749e-12,4.4564438727134699e-17
9.723482563862038e-08,0.26303761236957796,76.950000000000003,0.0,0.0,0.0,0.93411951135216653,9.4916258476041619,0.0029601410970117327,0.022501283135357507,0.015278020095401156,0.0050101180666342641,1.0832214760973297e-08,3.4077753045828155e-08,0.0024099726313707198,7.1456059882933642e-05,8.4196039710440198e-11,0.0027531967363807436,0.0026132725738508542,0.0030521912246889681,0.0078539914424088798,7.9524475983192053e-13,1.50636615171091e-12,4.5709894196984582e-08,7.2360883930698035e-11,1.660452891313748e-07,5.7785532589750549e-06,0.001292701800693566,0.0013096945551577064,5.3026348800966945e-07,3.4492621774674398e-07,1.5887316498396929e-17,1.9187949780228543e-05,1.5671447976817439e-08,5.0845055670977994e-09,1.7287494594995254e-06,5.3328292130164254e-07,3.7178732853119975e-10,3.195921277202851e-06,3.2977669454413785e-05,6.0244630096969673e-12,1.7063400935530894e-12,4.4366639985056607e-10,9.5034889396026617e-11,5.6064441362179226e-13,7.6488735473450048e-09,3.0173110174513977e-08,3.1341099354328257e-06,6.1571201032843739e-09,3.7053476164323089e-06,7.2687031031111283e-07,4.4770127813402457e-06,2.7454537681819589e-12,1.0073207373767018e-06,1.7125271743103463e-10,4.6034312439889234e-06,3.9757954332451836e-07,6.3933054193171554e-12,2.7951190178801112e-07,1.1568537487508251e-06,2.604465512383311e-07,3.4247149202388201e-10,7.0767076781345619e-15,1.8519500081029438e-15,1.9711951533793376e-08,1.1170864498376317e-11,6.3179064760619132e-09,1.5617726276564625e-11,3.8911825905075466e-11,2.0659266166132988e-09,1.3118240144921361e-12,1.4910009201639342e-17,4.2238461019181848e-12,1.6806851132052385e-08,7.3754718237401808e-15,3.414113815112852e-12,7.0724114062369304e-14,6.5809690311642975e-15,0.00036961687982615162,1.2904750674713797e-12,0.00015846169637092684,1.2759544214234223e-12,1.4565991984834161e-12,4.9992151420152787e-17
9.944578212923892e-08,0.26303711265642227,76.950000000000003,0.0,0.0,0.0,0.93266924259558304,9.4913864936358827,0.0030211120024615334,0.022845953914418442,0.015462369465593451,0.005070484991407026,1.0997884310428512e-08,3.4027877343630225e-08,0.0024627324912597148,7.2548944674950445e-05,8.5210517999092451e-11,0.0029091464814353278,0.0027618243387953958,0.0031193774964075336,0.008173713625048408,8.0740763174938711e-13,1.5918605440162802e-12,4.831707234810538e-08,7.6464112121370734e-11,1.6976576072481199e-07,5.8486293666417937e-06,0.001343301757393335,0.0013620168671438335,5.5100667961200426e-07,3.5841939029065704e-07,1.6237037374087736e-17,1.9925752103811952e-05,1.6273657991399195e-08,5.2801268219151203e-09,1.8908135484295742e-06,5.5499595955072741e-07,3.8757722075497017e-10,3.5410951292973152e-06,3.3760405714087064e-05,6.2696076338201924e-12,1.775773680409605e-12,4.5164323518983267e-10,9.7086601545462393e-11,5.6169448625132923e-13,7.8353414258992251e-09,3.091823891090468e-08,3.4709313886947758e-06,6.4255077453438262e-09,3.9509526624971681e-06,7.6952696633756485e-07,4.8243233877750359e-06,2.8523298244304204e-12,1.0856863449659575e-06,1.7768601785417286e-10,5.058804302366016e-06,4.3029268545123983e-07,6.6334870910971962e-12,3.0340697194575677e-07,1.3002102006303933e-06,2.9280483412521798e-07,3.5854055123272783e-10,7.6406333074416963e-15,1.897815769346817e-15,2.0834371221967792e-08,1.1806672049953636e-11,7.0679992071708483e-09,1.6506634229180782e-11,4.1126814543008459e-11,2.3113961780065771e-09,1.4674570275127219e-12,1.5758735781715627e-17,4.7647262921613783e-12,1.8961379621470517e-08,7.5581494743371037e-15,3.547752363775209e-12,7.2279241531844961e-14,6.7440921900722051e-15,0.00037912341123030879,1.3213250648986293e-12,0.00017000670835057944,1.3062013142569766e-12,1.525436570024192e-12,5.5932125952804065e-17
9.999999999999998e-08,0.26303660922566063,76.950000000000003,0.0,0.0,0.0,0.9323062977147174,9.4913261660004693,0.0030363535488172099,0.022931167441506108,0.015507534973802063,0.0050852733975001773,1.1038840631174795e-08,3.4015395849847652e-08,0.0024759439225994022,7.2819124347645985e-05,8.545904013207016e-11,0.0029488667467508604,0.0027997037269991885,0.0031362040801482232,0.0082545377954084034,8.1041450015658427e-13,1.6136599823085965e-12,4.8981933399911442e-08,7.7509231315855713e-11,1.7069753988476766e-07,5.8657986723965623e-06,0.0013560638629312039,0.0013752304016694319,5.562382883577388e-07,3.6182248322101509e-07,1.6324623832578106e-17,2.0111769163116226e-05,1.6425484680789138e-08,5.329446932037885e-09,1.9329907301003747e-06,5.6047473688728386e-07,3.9156544588804802e-10,3.6318199800504198e-06,3.39570904153241e-05,6.3314623777866349e-12,1.7932931212270534e-12,4.5364777934455828e-10,9.7602163637900071e-11,5.6195907527547773e-13,7.8822336559964654e-09,3.1105622787942082e-08,3.5594264824446604e-06,6.4933244200763334e-09,4.0137918226287405e-06,7.8040169668039413e-07,4.9138218511765717e-06,2.8793002613529467e-12,1.1058819822982993e-06,1.79323728393578e-10,5.177771541501495e-06,4.3874219259316667e-07,6.6946295209646473e-12,3.0958809671605776e-07,1.3381645800441821e-06,3.0137306400796651e-07,3.6262917566555072e-10,7.7890888502626614e-15,1.9093502628370843e-15,2.1122007434190986e-08,1.19696032976386e-11,7.266644431801942e-09,1.6734424669575171e-11,4.1694425642794088e-11,2.3764059035807404e-09,1.5086722565697671e-12,1.5976229731470288e-17,4.9086904257041981e-12,1.9534882666643005e-08,7.6040899641887576e-15,3.5814581114090062e-12,7.2668704056620032e-14,6.7851153101580753e-15,0.00038147599870904319,1.3290773264854365e-12,0.00017297170563449789,1.3138014590280442e-12,1.5429556108757897e-12,5.750525832858995e-17
1.0165673861985745e-07,0.26303660922566063,76.950000000000003,0.0,0.0,0.0,0.93122276033350559,9.4911450515522571,0.0030818154760319087,0.023183086131442241,0.015640081309252766,0.0051286691543851719,1.1159914896162472e-08,3.3978134564928185e-08,0.002515404236987455,7.361782421480842e-05,8.6188314537751264e-11,0.0030690865599124588,0.0029144596581172403,0.0031864686515791943,0.0084977426058429738,8.1930334577048918e-13,1.6796994531282172e-12,5.0996262596645164e-08,8.0672526060996442e-11,1.7348095958039854e-07,5.9161867313829627e-06,0.0013943940361855619,0.0014149584728179755,5.7195072700800348e-07,3.7204321969558257e-07,1.658626314488645e-17,2.0670303518293063e-05,1.6881348421550245e-08,5.4775339810320362e-09,2.0628448259470733e-06,5.7693561705355192e-07,4.0355749780407963e-10,3.9133877396966314e-06,3.4546206126536871e-05,6.5172994666450483e-12,1.8459287263384591e-12,4.5965217837654917e-10,9.9146416917371657e-11,5.6275331854062132e-13,8.0227768784888358e-09,3.1667245320549749e-08,3.8339869358656285e-06,6.6973032494386887e-09,4.2046589264623233e-06,8.1333979931780461e-07,5.1872082875316548e-06,2.9603428486107032e-12,1.1675763585597954e-06,1.8428122337690384e-10,5.545193357072026e-06,4.6459971259649186e-07,6.8797129102565134e-12,3.2852600843428794e-07,1.4566314603453687e-06,3.2812000140271864e-07,3.7499673159420163e-10,8.2506159109024434e-15,1.943921741404435e-15,2.1997092801759669e-08,1.2465285700483144e-11,7.886903645991542e-09,1.7427426869371155e-11,4.342125930663595e-11,2.5794017427306038e-09,1.637363011355993e-12,1.6637907902073919e-17,5.3600283848781731e-12,2.1332955915636679e-08,7.7417840447407616e-15,3.6826911882698331e-12,7.3832077293515274e-14,6.9080715576263806e-15,0.00038843462804918823,1.3522977814811337e-12,0.00018200418494716751,1.3365650427357332e-12,1.5959581030692225e-12,6.2417436066681056e-17
1.0386769511047599e-07,0.2630361021165744,76.950000000000003,0.0,0.0,0.0,0.92978009458447108,9.4909015665050074,0.0031422525027756504,0.023512758496622665,0.015811276622973429,0.005184710512013282,1.1318344615018981e-08,3.3928525811929609e-08,0.0025679880943399263,7.4662949806608077e-05,8.7130100802321386e-11,0.0032329383157788968,0.0030711264990743261,0.0032534649587969977,0.008825959393143519,8.309346986889822e-13,1.7698527188905457e-12,5.3746554926125557e-08,8.4984058038056658e-11,1.771909005286574e-07,5.9812711073998903e-06,0.001445950676808974,0.0014684969093943072,5.9308413725702668e-07,3.8579022989897375e-07,1.6934995208893917e-17,2.1421222175185242e-05,1.7494206735742698e-08,5.6766253850983171e-09,2.2450833921855093e-06,5.990899225489921e-07,4.1971932719910331e-10,4.3140920690480207e-06,3.5335150724522449e-05,6.7674029707914413e-12,1.9167668423869115e-12,4.6769405124170265e-10,1.0121454572552219e-10,5.6382102335207033e-13,8.2112088675993324e-09,3.2420245476811738e-08,4.2245017384266337e-06,6.972352567421673e-09,4.4663671651081521e-06,8.5828790042102593e-07,5.5657290214021374e-06,3.0694495431458217e-12,1.2530048500514498e-06,1.9104607901791662e-10,6.0636764714556037e-06,5.0051242193300602e-07,7.132272003495138e-12,3.5488053626616782e-07,1.6268509745209747e-06,3.6655854874948164e-07,3.9184184109757204e-10,8.9098366000483693e-15,1.9902750555159006e-15,2.3201077669978158e-08,1.3147248282052637e-11,8.7789119738193503e-09,1.8380863118136025e-11,4.5797051116794242e-11,2.8713499198846257e-09,1.8224321997677198e-12,1.7548250114847274e-17,6.0136029061792381e-12,2.3936959783961333e-08,7.9264039361735304e-15,3.8188564430261922e-12,7.5382627112574203e-14,7.0729324825785692e-15,0.00039754547941275582,1.3833959080420706e-12,0.00019445133317426305,1.3670486816104706e-12,1.6681725387644681e-12,6.9482119473794164e-17
1.0607865160109452e-07,0.26303559137462473,76.950000000000003,0.0,0.0,0.0,0.92834127101546571,9.4906560851135424,0.0032024240671991375,0.023835053748983863,0.015976079076012891,0.0052386498920206333,1.1473213508478841e-08,3.387905202860489e-08,0.002620484290657869,7.5684585582692541e-05,8.8036562910957678e-11,0.0034006205771761177,0.0032317700212824672,0.0033203666869349438,0.0091582466802541049,8.4230463006688545e-13,1.8622885689748315e-12,5.6566989367031492e-08,8.9396573716953654e-11,1.8089559842608651e-07,6.0439292738953685e-06,0.0014979441155660758,0.0015226101305613521,6.1439558139576382e-07,3.996530515027066e-07,1.72832349656293e-17,2.2178134099560015e-05,1.8111926869425623e-08,5.8773014741177159e-09,2.4377568867269777e-06,6.2144713090101728e-07,4.3605401883469238e-10,4.7445137668370509e-06,3.6127316176847204e-05,7.0197851769215478e-12,1.9882503669624649e-12,4.7576964074371318e-10,1.0329118931878254e-10,5.6489770613263197e-13,8.4006669806269834e-09,3.3177357968935968e-08,4.6437105495371241e-06,7.2505040047560947e-09,4.7359706471305049e-06,9.0434953022183206e-07,5.9599259321330434e-06,3.1796080321175484e-12,1.3419810729328842e-06,1.9798873485631607e-10,6.6153194047425113e-06,5.3804027798971529e-07,7.3914686221550434e-12,3.8248021436359917e-07,1.811611355149078e-06,4.0828906770722573e-07,4.0907774907741533e-10,9.6215923002740233e-15,2.0368829976023751e-15,2.4447337225092738e-08,1.3853130894748108e-11,9.7484340432563861e-09,1.9367741417312517e-11,4.8256179363165397e-11,3.1886858696857207e-09,2.0235792341541058e-12,1.8490524702893059e-17,6.7294367421176467e-12,2.6789317010355856e-08,8.112038165907016e-15,3.9561753298262345e-12,7.6930896801483661e-14,7.2387008636387689e-15,0.00040645174416915322,1.4146220134047781e-12,0.00020734471816797687,1.3976551758254337e-12,1.7420888824855278e-12,7.7161146762138024e-17
1.0828960809171305e-07,0.2630350770509016,76.950000000000003,0.0,0.0,0.0,0.92690631120135303,9.49040865529056,0.0032623311529526404,0.02415005831547631,0.016134614624085632,0.0052905288665083816,1.1624563397303187e-08,3.3829714011261721e-08,0.0026728930545966874,7.6683007416821522e-05,8.8908399491402443e-11,0.0035720499606982973,0.0033963328171468746,0.0033871741049209081,0.0094944888892399271,8.5341621015429183e-13,1.9569737575519829e-12,5.9456560244424975e-08,9.3907880162599364e-11,1.8459506814186621e-07,6.1042088882240859e-06,0.0015503472020353809,0.0015772765150505945,6.3587390128780719e-07,4.1362442622490735e-07,1.7630983814944448e-17,2.2940673322452864e-05,1.8734209330923826e-08,6.0794648222869691e-09,2.6410800230491339e-06,6.4399572866030629e-07,4.5255303036994521e-10,5.2059693759409191e-06,3.6922775764212725e-05,7.2743157690766756e-12,2.0603423899961329e-12,4.8387969873457703e-10,1.0537654011898481e-10,5.6598346493969152e-13,8.5911814445085445e-09,3.3938703961743223e-08,5.092855897572067e-06,7.5316083231139658e-09,5.0133558622345887e-06,9.5150220813095307e-07,6.369818901624892e-06,3.290777869697577e-12,1.4345096295980058e-06,2.0511773893578964e-10,7.2011743164167667e-06,5.7719047351414923e-07,7.6576218773740266e-12,4.113328753427654e-07,2.0116630114434589e-06,4.5348193393671614e-07,4.2670638752764066e-10,1.0389293283410083e-14,2.0837530118432881e-15,2.5736935451811579e-08,1.458353436807491e-11,1.0799993301883816e-08,2.038890177267034e-11,5.080073699692252e-11,3.5328919604083607e-09,2.2417423181062625e-12,1.9465533631213028e-17,7.5116501751725369e-12,2.9906487587101878e-08,8.2987163817615082e-15,4.0945761419392646e-12,7.8476892215350408e-14,7.4054031623451835e-15,0.00041514998923613693,1.4459785460640473e-12,0.00022068030365751147,1.428387339544723e-12,1.8177164095631768e-12,8.5490388895762502e-17
