Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596)
6.729172520572098e-07,0.1391142364352801,76.950000000000003,0.0,0.0,0.0,0.95725277739529724,9.4861439333878597,0.0012877604293090603,0.0063642597394644868,0.0012186160864472448,0.0039781478274567503,1.3796348351188066e-08,1.7683504966652778e-10,7.2694338368798752e-05,9.3422646804159197e-05,1.4661930078948559e-10,0.0097766754557480733,0.0091740583407656038,6.0869252203512248e-05,0.01067131108413804,2.1109981657676546e-12,3.4867315397873455e-12,2.5703969298474274e-08,1.5566583916175126e-11,1.1940235088281553e-09,7.2966515373717919e-08,4.2343812052500802e-05,4.2770812099051084e-05,6.262483731486999e-08,4.5737880153166742e-08,2.027427616087501e-22,7.8237457542380522e-07,2.3087747184362879e-09,8.4041245450740606e-10,4.4440325187459205e-08,4.5668703375442189e-07,9.8427840362370439e-13,5.7581414948077325e-08,7.4805904053915728e-07,1.3190992337698263e-11,3.1359146787425871e-12,2.1891880416347556e-12,4.5819229726594361e-13,3.657247693322983e-16,2.6612510941568114e-11,1.2056450302464478e-10,5.7296924405597527e-08,4.8572090346166518e-10,2.7423049976678123e-07,8.3228645757537411e-08,8.920010208150891e-07,1.2528561363420389e-14,2.3509007695586233e-06,1.3762896896523077e-10,4.257302811251684e-06,2.1784219757439211e-08,8.3437003381838484e-12,3.5558217080666854e-07,8.2802091773919116e-07
6.780178842603587e-07,0.13911407217033,76.950000000000003,0.0,0.0,0.0,0.95692595842641881,9.4860402035691305,0.001296261418488174,0.006368715685166091,0.0012176953883843991,0.0039751004208170085,1.3805873220062747e-08,1.7677575749006179e-10,7.323285830548931e-05,9.3487146351845107e-05,1.4650698504578541e-10,0.0098832359848611707,0.0092767184981574977,6.1322098683879041e-05,0.010778356462603939,2.1124556113655674e-12,3.5257023905298269e-12,2.5992006207073454e-08,1.5736274571603025e-11,1.2030314834972217e-09,7.2911522448334868e-08,4.2730441288734591e-05,4.3167120051690738e-05,6.3196030743755221e-08,4.6155051183202564e-08,2.0425110031472164e-22,7.8770936721461643e-07,2.3244949400641708e-09,8.4615077219095446e-10,4.5575146625942773e-08,4.6191026714311823e-07,9.9670622278136361e-13,5.9191879719953437e-08,7.552004320693312e-07,1.3341730580922559e-11,3.1717499100115302e-12,2.2080594343886145e-12,4.6242337754704187e-13,3.6631906082019843e-16,2.6861821766244934e-11,1.2170069629913151e-10,5.8896814168712567e-08,4.9229670699237561e-10,2.7739016625176486e-07,8.4145674677439547e-08,9.0833597510056378e-07,1.2613992320905934e-14,2.3940969906963309e-06,1.3881572359892851e-10,4.3480611937256668e-06,2.22885411047767e-08,8.4156516305326829e-12,3.6441514730300322e-07,8.5215329482074682e-07
6.831185164635077e-07,0.13911390799022383,76.950000000000003,0.0,0.0,0.0,0.95659927801050881,9.4859365264218543,0.0013047448362332446,0.0063730606980967157,0.001216769024665134,0.0039720345793606872,1.3815157492907354e-08,1.7671647402276316e-10,7.377119148470069e-05,9.3550015733709078e-05,1.463939898659913e-10,0.0099897624549505695,0.0093793904426310304,6.1774810763043448e-05,0.010885439405944823,2.1138762214278695e-12,3.5646769468036032e-12,2.6280077082982937e-08,1.5905911061807095e-11,1.2120367871609408e-09,7.2856184528073142e-08,4.3116621063300565e-05,4.3563128262592804e-05,6.3766548597025898e-08,4.6571728801650968e-08,2.0575899139962399e-22,7.9302260787684165e-07,2.3401512701951742e-09,8.5186589431468333e-10,4.6726934450731011e-08,4.6712899554556734e-07,1.0091597945299116e-12,6.083173042193927e-08,7.6236040288973032e-07,1.3492335826733627e-11,3.2075535236049712e-12,2.226979737847691e-12,4.6666545079081553e-13,3.6691444328268449e-16,2.7111897647935696e-11,1.2284038978323307e-10,6.0525796074119999e-08,4.9888918150357394e-10,2.8055097064147513e-07,8.5062441139743981e-08,9.2479146424536456e-07,1.2699078192758799e-14,2.4376130558250133e-06,1.3999802335878174e-10,4.4398363839836151e-06,2.2799104987526194e-08,8.4873328374893064e-12,3.7336887957946813e-07,8.7673650293691243e-07
6.882191486666566e-07,0.13911374389534342,76.950000000000003,0.0,0.0,0.0,0.95627273718028238,9.4858329022146144,0.0013132107129181336,0.0063772977616904352,0.0012158375606490879,0.003968952153620405,1.38242076476299e-08,1.7665722683010948e-10,7.4309337985675915e-05,9.3611300437676536e-05,1.4628038345266837e-10,0.010096252704637097,0.0094820717066206248,6.2227388414801867e-05,0.010992558037431106,2.1152610237421933e-12,3.6036542722830214e-12,2.6568174967960105e-08,1.6075489943019659e-11,1.2210394192302136e-09,7.2800535723670988e-08,4.3502348598877904e-05,4.3958834941053275e-05,6.4336386815123904e-08,4.6987910056695794e-08,2.0726643470628879e-22,7.9831450110853343e-07,2.3557443121489825e-09,8.5755803740018265e-10,4.7895729054549276e-08,4.7234292487431823e-07,1.0216384076753729e-12,6.2501197919573099e-08,7.695388528128609e-07,1.3642799588376122e-11,3.2433235019463955e-12,2.2459486889611647e-12,4.7091845775766894e-13,3.6751101882583211e-16,2.7362737782335051e-11,1.2398357981591687e-10,6.2184095677667158e-08,5.0549789906458551e-10,2.8371284086315529e-07,8.5978925663192888e-08,9.4136654223566243e-07,1.2783822214297053e-14,2.4814464405513765e-06,1.4117586419673905e-10,4.5326281193456365e-06,2.3315901675018165e-08,8.5587437123662202e-12,3.824432843096875e-07,9.0177379028391093e-07
6.933197808698055e-07,0.13911357988612139,76.950000000000003,0.0,0.0,0.0,0.95594633694803099,9.4857293312100861,0.0013216590788773443,0.006381429750988073,0.0012149015331969664,0.0039658549005544483,1.3833029922738692e-08,1.7659800739837347e-10,7.4847297888266283e-05,9.3671042080128517e-05,1.4616623056067786e-10,0.010202704675924086,0.0095847599210803752,6.2679831614815138e-05,0.011099710533058849,2.116610958701671e-12,3.6426334684058476e-12,2.6856293181461208e-08,1.62450079359761e-11,1.2300393791546119e-09,7.274460842593171e-08,4.3887621312089188e-05,4.4354238482643494e-05,6.4905541600923608e-08,4.740359216704497e-08,2.0877343017685471e-22,8.0358524702418869e-07,2.3712746585292405e-09,8.6322741410335626e-10,4.9081569157300451e-08,4.7755177034189283e-07,1.0341413619645692e-12,6.4200511910432986e-08,7.7673568273917544e-07,1.3793113646683034e-11,3.2790578910834074e-12,2.2649660276040905e-12,4.7518233987637675e-13,3.6810875124798945e-16,2.7614341362604619e-11,1.2513026272115304e-10,6.3871937325444379e-08,5.1212243840822667e-10,2.8687570810806751e-07,8.689510968983194e-08,9.5806026959223396e-07,1.2868227599689416e-14,2.5255946378769518e-06,1.4234924353320635e-10,4.6264361130938338e-06,2.3838920807833715e-08,8.6298840985413134e-12,3.9163826332295257e-07,9.2726837490416177e-07
6.984204130729544e-07,0.13911341596296303,76.950000000000003,0.0,0.0,0.0,0.95562007830928841,9.485625813664079,0.001330089964412431,0.0063854594523854134,0.0012139614564445175,0.0039627445026726516,1.3841630364634851e-08,1.7653880803726868e-10,7.5385071272805363e-05,9.3729281206710773e-05,1.4605159320129803e-10,0.010309116393198259,0.0096874527956511518,6.3132140340243392e-05,0.011206895111296727,2.1179269425043255e-12,3.6816136662728986e-12,2.7144425265214391e-08,1.6414461892675938e-11,1.2390366664151092e-09,7.2688433652721754e-08,4.4272436773841601e-05,4.4749337430961395e-05,6.5474009386493935e-08,4.781877252526753e-08,2.102799777547638e-22,8.0883504275619528e-07,2.3867428931513764e-09,8.6887423395452049e-10,5.0284492109973213e-08,4.8275525472893681e-07,1.0466679661520235e-12,6.5929901128646325e-08,7.8395079444954934e-07,1.3943270001165135e-11,3.3147547890496455e-12,2.2840314959682805e-12,4.794570390965575e-13,3.6870760373197134e-16,2.7866707579605939e-11,1.262804348119964e-10,6.5589544365406818e-08,5.1876238373918634e-10,2.9003950621333735e-07,8.7810975400242662e-08,9.7487171243567612e-07,1.2952297512792953e-14,2.5700551555883468e-06,1.435181599608921e-10,4.7212600593128517e-06,2.4368151515500062e-08,8.7007539104984538e-12,4.009537063607941e-07,9.5322344976373782e-07
7.035210452761033e-07,0.13911325212627032,76.950000000000003,0.0,0.0,0.0,0.95529396223672325,9.4855223498223094,0.0013385033997778883,0.0063893895291976333,0.0012130178132813939,0.0039596225400577922,1.3850014753810957e-08,1.7647963566377584e-10,7.5922658220292557e-05,9.3786057396735517e-05,1.4593652961015786e-10,0.010415485994335144,0.0097901481486926036,6.3584314570322081e-05,0.011314110048850976,2.1192098694765129e-12,3.7205940383668315e-12,2.7432565066966751e-08,1.6583848846002976e-11,1.2480312805361725e-09,7.2632040542807893e-08,4.4656792764343233e-05,4.514413052999938e-05,6.6041786923982021e-08,4.823344876371337e-08,2.1178607735332337e-22,8.1406408115102884e-07,2.4021495871715945e-09,8.7449870199450981e-10,5.150453333222684e-08,4.8795311131273037e-07,1.0592175415615729e-12,6.7689592931967331e-08,7.911840910013176e-07,1.4093260956025326e-11,3.3504123663097837e-12,2.3031448395116812e-12,4.8374249810751148e-13,3.6930759713365257e-16,2.8119835622795234e-11,1.274340923900229e-10,6.7337138720046033e-08,5.2541732692214658e-10,2.9320417250047439e-07,8.8726505984682262e-08,9.9179994476069359e-07,1.3036035034947229e-14,2.6148255225674705e-06,1.446826136620479e-10,4.8170996261360023e-06,2.4903582220827804e-08,8.7713531586980578e-12,4.1038948638809228e-07,9.7964217286586524e-07
7.086216774792522e-07,0.139113088376393,76.950000000000003,0.0,0.0,0.0,0.95496798968448104,9.4854189399235374,0.0013468994151898085,0.0063932225513586216,0.0012120710626763826,0.0039564905146961728,1.385818866825089e-08,1.7642049459702561e-10,7.6460058812264286e-05,9.3841408583221169e-05,1.4582109514441838e-10,0.01052181170391891,0.0098928438818100088,6.4036354285923117e-05,0.011421353667938056,2.1204605967499754e-12,3.7595737888666147e-12,2.7720706669698662e-08,1.6753165966983133e-11,1.2570232210765199e-09,7.2575456792945314e-08,4.5040687224693102e-05,4.5538616677532407e-05,6.6608871200811811e-08,4.8647618681238951e-08,2.1329172889898438e-22,8.1927255163138121e-07,2.4174953016125006e-09,8.8010101964854769e-10,5.2741726718386194e-08,4.9314508165565966e-07,1.0717894195816981e-12,6.9479813583109876e-08,7.9843547641678584e-07,1.4243079054439571e-11,3.3860288501408546e-12,2.3223058062512551e-12,4.8803866017199896e-13,3.6990874482427123e-16,2.837372467936931e-11,1.2859123174772595e-10,6.9114941177149667e-08,5.3208686593349148e-10,2.9636964713782347e-07,8.9641685412941266e-08,1.0088440472899404e-06,1.3119443196328313e-14,2.6599032853792663e-06,1.4584260604571497e-10,4.9139544615508033e-06,2.5445200790110809e-08,8.84168192803883e-12,4.1994546312302365e-07,1.0065276735273764e-06
7.137223096824012e-07,0.13911292471372597,76.950000000000003,0.0,0.0,0.0,0.95464216158821713,9.48531558419986,0.0013552780408236471,0.0063969609943692243,0.0012111216395369042,0.0039533498497131185,1.3866157479595637e-08,1.7636137521214212e-10,7.6997273130815526e-05,9.3895370582593117e-05,1.4570534225542098e-10,0.010628091834181442,0.009995537981100866,6.4488259469594e-05,0.011528624336495171,2.1216799336646206e-12,3.7985521539550658e-12,2.800884439482704e-08,1.6922410566202166e-11,1.2660124876297567e-09,7.2518708647810906e-08,4.5424118255254057e-05,4.5932794923093103e-05,6.7175259430783795e-08,4.9061280238863849e-08,2.1479693235846071e-22,8.2446063997823184e-07,2.4327805867125513e-09,8.8568138447802355e-10,5.3996104574072017e-08,4.9833091576436918e-07,1.0843829419377012e-12,7.1300788186216418e-08,8.0570485576026258e-07,1.4392717082965629e-11,3.4216025256829722e-12,2.3415141469669397e-12,4.9234546917954577e-13,3.7051100357911926e-16,2.8628373935751015e-11,1.297518491726277e-10,7.0923171324424886e-08,5.3877060505467498e-10,2.9953587302588406e-07,9.0556498437233061e-08,1.0260031077562183e-06,1.3202524981283943e-14,2.705286009174893e-06,1.469981397324964e-10,5.0118241936777653e-06,2.5992994523855038e-08,8.9117403773055515e-12,4.2962148277428603e-07,1.0338830516265973e-06
7.212477681042656e-07,0.13911268340625732,76.950000000000003,0.0,0.0,0.0,0.95416170146113988,9.4851631928589146,0.0013676081498690765,0.0064023090180930732,0.0012097168555649821,0.0039487031994759215,1.3877551055155053e-08,1.7627419828436159e-10,7.7789537648518639e-05,9.3972523924580018e-05,1.455340845149602e-10,0.010784810610420205,0.01014704549046129,6.5154753406046297e-05,0.011686937214902257,2.1234233071350448e-12,3.8560566422793103e-12,2.8433943363577507e-08,1.7171975727578225e-11,1.279270342498292e-09,7.2434735049514096e-08,4.5988981350700369e-05,4.6513800430605586e-05,6.8009630580031929e-08,4.9670663084916287e-08,2.1701688693226816e-22,8.3207829659472437e-07,2.4552232451013383e-09,8.9387496104095997e-10,5.5878255703301856e-08,5.0597036401473622e-07,1.1030015430855011e-12,7.4044082478361742e-08,8.164627375001616e-07,1.4613149030156999e-11,3.4740061469086571e-12,2.3699400664331888e-12,4.987190479272971e-13,3.7140162083507705e-16,2.900546920929311e-11,1.3147056428308339e-10,7.3647054938481769e-08,5.4865688179602315e-10,3.0420857059353366e-07,9.1905511214047915e-08,1.0515275472544721e-06,1.3324513781459372e-14,2.7727953311485624e-06,1.4869487683710849e-10,5.1580733947751102e-06,2.6812456285766952e-08,9.0146112676812853e-12,4.4411631184083393e-07,1.075107635649234e-06
7.287732265261299e-07,0.13911244229046654,76.950000000000003,0.0,0.0,0.0,0.9536815606664375,9.485010920632007,0.0013799005671369712,0.0064074637212174898,0.0012083084024551145,0.0039440447719573989,1.3888525420111827e-08,1.761870777032321e-10,7.8581397133875249e-05,9.404683833999382e-05,1.4536239270892508e-10,0.010941421787010417,0.010298539280459582,6.5820954413805898e-05,0.01184530056155585,2.1251025316156097e-12,3.9135542611136449e-12,2.885900523493002e-08,1.7421369666368906e-11,1.2925223747444828e-09,7.2350533260715944e-08,4.6552826712409072e-05,4.7094131806896398e-05,6.8842473521909605e-08,5.0278929803439064e-08,2.1923586582602641e-22,8.396525550318723e-07,2.4775372329714949e-09,9.0202178220668401e-10,5.7797974460661612e-08,5.1359517927631403e-07,1.1216638012733541e-12,7.6855524816464882e-08,8.2725928536051989e-07,1.4833152202346294e-11,3.5263078347980801e-12,2.3984677886537743e-12,5.0511550554988754e-13,3.7229466458827326e-16,2.9384214894776845e-11,1.3319683039487393e-10,7.643834630387852e-08,5.5857199120349903e-10,3.0888261899839818e-07,9.3253650622979455e-08,1.0772973748384094e-06,1.3445807645457369e-14,2.8409555411803506e-06,1.5038193226546817e-10,5.3065296531351634e-06,2.7645286941837698e-08,9.1168951792290725e-12,4.5887150703304227e-07,1.1173714901472783e-06
7.362986849479943e-07,0.13911220136741756,76.950000000000003,0.0,0.0,0.0,0.95320174200870267,9.4848587681854095,0.0013921553890794646,0.0064124320893099995,0.0012068974361709708,0.00393937834879266,1.389909573576997e-08,1.7610002559833282e-10,7.9372851856443551e-05,9.4118417386268162e-05,1.4519040621387371e-10,0.011097920822989578,0.010450013736286406,6.648686245434431e-05,0.012003709607702129,2.1267199470853685e-12,3.9710428815098101e-12,2.928401417687935e-08,1.7670585146727666e-11,1.3057685834301079e-09,7.2266173053261523e-08,4.7115649830220428e-05,4.7673787508581535e-05,6.9673781693228419e-08,5.0886075613342543e-08,2.21453868879924e-22,8.471839721174372e-07,2.4997241997614405e-09,9.1012244052923312e-10,5.9755347563617784e-08,5.2120464775076617e-07,1.1403677138353815e-12,7.9735825460649042e-08,8.3809420522971133e-07,1.5052706012297905e-11,3.578502695113181e-12,2.4270965412798006e-12,5.1153466816835946e-13,3.7319016116803896e-16,2.9764608376106248e-11,1.3493063555142706e-10,7.9297737503011017e-08,5.6851473045899499e-10,3.1355786328135982e-07,9.4600875572479113e-08,1.1033097418372143e-06,1.3566415477227346e-14,2.9097590357803835e-06,1.5205932655615385e-10,5.4571915742865014e-06,2.8491439787655208e-08,9.218593355897829e-12,4.738864319852126e-07,1.1606842420197723e-06
7.438241433698587e-07,0.13911196063809844,76.950000000000003,0.0,0.0,0.0,0.95272224821580254,9.4847067361589428,0.0014043727119605206,0.0064172207578826511,0.0012054850254084623,0.0039347074264866862,1.3909276401830231e-08,1.7601302102738097e-10,8.016390208808782e-05,9.4187356933993712e-05,1.450182538976664e-10,0.011254303496647498,0.010601463555149963,6.7152477495785652e-05,0.012162159759870939,2.1282777199065314e-12,4.0285204935690982e-12,2.9708955237564135e-08,1.7919615441268395e-11,1.3190089677557179e-09,7.2181718950205372e-08,4.7677446761757808e-05,4.8252766527580821e-05,7.0503549343648466e-08,5.149209629175083e-08,2.2367089604591525e-22,8.5467308891018364e-07,2.5217857481654984e-09,9.1817751182123354e-10,6.1750455109762225e-08,5.2879808937398524e-07,1.1591113214470162e-12,8.268568961062445e-08,8.4896720715800435e-07,1.5271790844668786e-11,3.6305860646754365e-12,2.4558255628984295e-12,5.1797636438701173e-13,3.7408802073156958e-16,3.0146647039510874e-11,1.3667196780050027e-10,8.2225915373429609e-08,5.7848392318464561e-10,3.182341587391371e-07,9.5947147827788897e-08,1.1295618330169651e-06,1.368634596523634e-14,2.9791983003507893e-06,1.5372708455600198e-10,5.610057692057556e-06,2.9350865898273325e-08,9.3197073036457619e-12,4.8916039647537768e-07,1.2050553876120583e-06
7.513496017917231e-07,0.13911172010351122,76.950000000000003,0.0,0.0,0.0,0.95224308194134677,9.4845548251613057,0.0014165526318552064,0.0064218360260157115,0.0012040721575357078,0.0039300352342692638,1.3919081090494803e-08,1.7592609142349557e-10,8.0954548102873429e-05,9.4253751721735065e-05,1.4484605477744613e-10,0.011410565885794366,0.010752883728340431,6.7817799512613386e-05,0.012320646591141035,2.1297779907502349e-12,4.0859851983365468e-12,3.0133814294381428e-08,1.8168454300086082e-11,1.3322435270552155e-09,7.2097230555647288e-08,4.823821409159529e-05,4.8831068350917171e-05,7.1331771542672816e-08,5.2096988269687193e-08,2.2588694716509972e-22,8.6212043096399524e-07,2.5437234352032297e-09,9.2618755565962003e-10,6.3783370739401134e-08,5.363748564964402e-07,1.1778927068240261e-12,8.5705817455897257e-08,8.5987800523765326e-07,1.5490388026771346e-11,3.6825535043903196e-12,2.4846541025424663e-12,5.2444042515479413e-13,3.7498832154265178e-16,3.0530328275267308e-11,1.3842081520321794e-10,8.5223561559476662e-08,5.8847841878571118e-10,3.2291137027351532e-07,9.7292431835427283e-08,1.1560508666396455e-06,1.380560749476695e-14,3.0492659097035982e-06,1.5538523509842913e-10,5.7651264735314732e-06,3.0223514227664944e-08,9.4202387691616538e-12,5.0469265860997474e-07,1.2504942943343794e-06
7.588750602135875e-07,0.13911147976452268,76.950000000000003,0.0,0.0,0.0,0.95176424576679586,9.4844030357796534,0.0014286952446488958,0.0064262838832647544,0.001202659743024842,0.0039253647509009601,1.392852279893528e-08,1.7583919736560799e-10,8.1744790177071421e-05,9.4317686604718229e-05,1.446739186388387e-10,0.011566704350117999,0.010904269525117697,6.8482828485489481e-05,0.012479165833425268,2.1312226771151531e-12,4.1434352036922035e-12,3.0558578008970582e-08,1.841709592200936e-11,1.3454722607910008e-09,7.2012762859665538e-08,4.8797948895670122e-05,4.9408692925221886e-05,7.2158444030054078e-08,5.2700748388992975e-08,2.2810202228226424e-22,8.6952650861484397e-07,2.5655387726420826e-09,9.3415311534716465e-10,6.5854161785545162e-08,5.4393433268381406e-07,1.1967099940332329e-12,8.8796904221544783e-08,8.7082631747876796e-07,1.5708479780695926e-11,3.7344007879009572e-12,2.5135814196370911e-12,5.3092668378687786e-13,3.7589091159668727e-16,3.0915649479067756e-11,1.4017716584124655e-10,8.8291352559287172e-08,5.9849709185177037e-10,3.2758937188255971e-07,9.8636694567811991e-08,1.1827740947483131e-06,1.3924208283612653e-14,3.1199545283870788e-06,1.5703381071318583e-10,5.9223963233615625e-06,3.1109331700249748e-08,9.5201897246834357e-12,5.2048242683183138e-07,1.2970102019129165e-06
7.664005186354519e-07,0.13911123962210406,76.950000000000003,0.0,0.0,0.0,0.95128574220358764,9.4842513685682839,0.0014408006460365247,0.0064305700140917729,0.0012012486210528728,0.0039206987199481612,1.3937613867337562e-08,1.757524002748183e-10,8.2534628589013759e-05,9.4379249931153314e-05,1.4450194659926776e-10,0.011722715513836964,0.011055616476888618,6.9147564400949649e-05,0.012637713369864193,2.1326137751958074e-12,4.20086881528838e-12,3.0983233782077847e-08,1.866553492789905e-11,1.3586951685491191e-09,7.1928366525394868e-08,4.9356648705795169e-05,4.998564062210652e-05,7.2983563304934352e-08,5.3303374162621e-08,2.3031612118601428e-22,8.7689181728516326e-07,2.5872332285376506e-09,9.4207471872720806e-10,6.7962889428679635e-08,5.5147593151151999e-07,1.2155613470597032e-12,9.1959640217685471e-08,8.8181186568816739e-07,1.592604920775795e-11,3.7861238978388015e-12,2.5426067832773278e-12,5.374349757570083e-13,3.7679598783414507e-16,3.130260805359882e-11,1.4194100782341725e-10,9.1429959775547498e-08,6.0853884154808935e-10,3.3226804611827158e-07,9.9979905367617473e-08,1.2097288030910499e-06,1.4042156196751219e-14,3.1912569110853423e-06,1.5867284734553343e-10,6.0818655880351496e-06,3.2008263303518274e-08,9.6195623475092921e-12,5.3652886195550531e-07,1.3446122238154621e-06
7.739259770573163e-07,0.13911099967697382,76.950000000000003,0.0,0.0,0.0,0.95080757369520696,9.4840998240683714,0.0014528689315219476,0.0064346998352605347,0.0011998395634209632,0.0039160396667915218,1.3946366047458901e-08,1.7566561107977046e-10,8.3324063619166796e-05,9.4438514240598881e-05,1.4433023173445301e-10,0.011878596248267873,0.011206920361181143,6.9812007251278464e-05,0.012796285227225049,2.1339529243180242e-12,4.2582844351098201e-12,3.1407769708942061e-08,1.8913766331468505e-11,1.3719122500343075e-09,7.1844088193918419e-08,4.9914311475465019e-05,5.0561912203756148e-05,7.3807126362756247e-08,5.3904863292754318e-08,2.3252924409547042e-22,8.8421683784385247e-07,2.6088082273272967e-09,9.4995287781159879e-10,7.0109608856932993e-08,5.589990953288532e-07,1.2344449693782517e-12,9.5194710891722624e-08,8.9283437532910419e-07,1.6143080223812032e-11,3.8377190105234351e-12,2.5717294724667853e-12,5.4396513881599606e-13,3.7770322656860437e-16,3.169120140954828e-11,1.4371232929208935e-10,9.4640049569168168e-08,6.1860259098028696e-10,3.3694728357117766e-07,1.0132203579172914e-07,1.2369123114119264e-06,1.4159459035458792e-14,3.2631659026728882e-06,1.6030238406841333e-10,6.2435325600950701e-06,3.2920252183371781e-08,9.7183590076750979e-12,5.5283107926893498e-07,1.3933093485710682e-06
7.806988896369942e-07,0.1391107838958429,76.950000000000003,0.0,0.0,0.0,0.95037751047614394,9.4839635393529296,0.0014636987331419114,0.0064382872818570993,0.0011985737649460224,0.0039118544075845366,1.3953962493505262e-08,1.755876007385054e-10,8.4034210488200792e-05,9.4489956277411813e-05,1.441759791010429e-10,0.012018774992171263,0.011343053730658749,7.0409755243829847e-05,0.012939017519096839,2.1351153195732897e-12,4.3099418567658685e-12,3.1789740260039815e-08,1.9136993270512776e-11,1.3838026417552972e-09,7.1768374111382746e-08,5.0415319919169766e-05,5.1079979466724242e-05,7.4547000669143097e-08,5.4445230413622245e-08,2.345202199781149e-22,8.9077529600114505e-07,2.6281247345213932e-09,9.5700648769226418e-10,7.2074180230559475e-08,5.6575374212693039e-07,1.2514663651674871e-12,9.8168683292144719e-08,9.027860119829877e-07,1.6337935164385318e-11,3.8840421711248084e-12,2.5980225172291702e-12,5.4986085280488517e-13,3.7852189952704031e-16,3.2042331035902322e-11,1.4531290380670793e-10,9.759079471316754e-08,6.2767790396679136e-10,3.4115899439513475e-07,1.0252900760809838e-07,1.2615709047531872e-06,1.4264486128879526e-14,3.3283968047121049e-06,1.6176087929214335e-10,6.3909104234473404e-06,3.3752157749501422e-08,9.8067856488602505e-12,5.6772100242651342e-07,1.4380804035998001e-06
7.874718022166721e-07,0.1391105682757374,76.950000000000003,0.0,0.0,0.0,0.9499477222673185,9.4838273548043599,0.001474498617435866,0.0064417558687905442,0.0011973106916232732,0.0039076782432409529,1.3961301263645493e-08,1.7550961326933182e-10,8.4744031053938338e-05,9.4539651294265343e-05,1.4402206166943795e-10,0.01215884377566631,0.011479146221147183,7.1007265853650299e-05,0.013081763694263754,2.1362382388538568e-12,4.3615824343561897e-12,3.2171596835576935e-08,1.9360045179033949e-11,1.3956883139906304e-09,7.1692819225553211e-08,5.0915486052416878e-05,5.1597501024727349e-05,7.5285611190715684e-08,5.4984674498790056e-08,2.3651040526220779e-22,8.973018295692209e-07,2.6473465817958493e-09,9.6402566307476344e-10,7.4069597034880467e-08,5.7249265876529434e-07,1.2685112177480584e-12,1.0120229103987182e-07,9.12767172664356e-07,1.6532331003086148e-11,3.9302561887470613e-12,2.6243933060076441e-12,5.5577403714114182e-13,3.793423570554923e-16,3.2394780872187856e-11,1.4691951854821565e-10,1.0060045523574123e-07,6.3676943073602253e-10,3.4537100932015361e-07,1.0373506504780213e-07,1.2864107760382069e-06,1.4369002044104954e-14,3.3941082483058226e-06,1.6321174590603364e-10,6.5400656937345116e-06,3.4594548390050719e-08,9.8947497796674364e-12,5.828166524614859e-07,1.4837520527661195e-06
7.935674235383822e-07,0.13911037435589152,76.950000000000003,0.0,0.0,0.0,0.94956114937614311,9.4837048746343093,0.0014841929912021077,0.0064447788028251275,0.0011961766210166231,0.0039039286655350529,1.3967691989460644e-08,1.7543948395763354e-10,8.5382590746043747e-05,9.4582927812728431e-05,1.4388386658837465e-10,0.012284810151087922,0.011601592340884185,7.1544822444550619e-05,0.013210244950777985,2.1372161243282904e-12,4.4080437299160079e-12,3.2515164186078702e-08,1.9560639833723196e-11,1.4063813838518662e-09,7.1624978015987741e-08,5.1364914781985057e-05,5.2062804875836516e-05,7.5949279307882812e-08,5.5469384429095643e-08,2.3830089596209643e-22,9.0314868033845622e-07,2.6645660988127899e-09,9.7031376319752449e-10,7.5891868532643751e-08,5.7854394376107943e-07,1.2838706214509794e-12,1.0398393110259707e-07,9.2177530076735773e-07,1.6706886355570147e-11,3.9717534974765566e-12,2.6481930676906137e-12,5.6111074581583546e-13,3.8008242304054678e-16,3.2713112962169298e-11,1.4837062914057701e-10,1.0335991542201426e-07,6.4496505760697539e-10,3.4916202888793552e-07,1.048197211436763e-07,1.3089200953688172e-06,1.4462633527898768e-14,3.45365525290796e-06,1.6451103144958328e-10,6.6758240114902081e-06,3.5361627601198588e-08,9.97352375072975e-12,5.9657802978531882e-07,1.5256317529313424e-06
