Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596)
4.104976469308492e-15,0.1391362069469983,76.950000000000003,0.0,0.0,0.0,0.99999999977459741,9.4999999999999964,8.9323176217077479e-12,1.0780597506982791e-10,1.0780582540227978e-10,1.5837954719310377e-15,2.1319097422771959e-16,8.5319638689955944e-13,1.2644335781806722e-15,1.2209539596463187e-15,4.9166390503686988e-23,7.6617663476664709e-27,1.7611422152668698e-27,1.0540892281008139e-15,9.1914486075230985e-19,2.6145865507572519e-23,1.6868485545802174e-27,1.2718142533186809e-38,2.4321634141939984e-38,4.4754723286773995e-27,1.7118703163900133e-20,3.5571382223275106e-26,3.5571689072185958e-26,2.750267480571808e-31,3.1822162796351414e-32,9.1414184495464232e-36,1.3165197509693227e-22,2.3378793249014022e-27,1.3530455961067711e-28,3.1446799135269386e-58,7.4564705397724058e-34,7.385654077015332e-34,3.0549150290080594e-58,1.0254872107136699e-17,2.9842077417116521e-39,2.0912057722295764e-39,5.4551468973038715e-24,1.6840950417555794e-24,4.6732171796800561e-21,5.455102568047128e-24,8.7994021259657704e-30,3.0549150288631791e-58,1.956084651736331e-38,2.4366615302273803e-38,4.4983482144784185e-41,1.4321158166441291e-47,5.586845665110338e-34,2.8870882588473956e-53,9.4906937443031856e-27,2.3361321506892182e-45,7.9589747598279723e-56,4.1083442569874262e-32,5.5268908968352094e-62,3.5487401838316267e-60
5.191590055028387e-15,0.1391362069469983,76.950000000000003,0.0,0.0,0.0,0.99999999971493192,9.4999999999999947,1.1296759352894508e-11,1.3634254073141976e-10,1.363422491599805e-10,2.4723207617013408e-15,2.7509584577834468e-16,1.0783372723015855e-12,1.972885151047134e-15,1.9056800316927155e-15,7.9191759567253857e-23,1.4481367615207248e-26,3.4813429970863903e-27,1.64468661848662e-15,1.434796230004414e-18,4.1223545386036705e-23,3.0855233796712022e-27,2.9805179188437011e-38,5.4762255556868028e-38,8.4558372751129373e-27,2.6722476948807344e-20,6.7232011984118783e-26,6.7232702568643119e-26,6.1892120322463873e-31,7.1663321111448355e-32,1.7264046498181184e-35,2.055095233525233e-22,4.414295027063695e-27,2.5569249229257929e-28,9.7103513538378835e-58,1.6791879368000943e-33,1.3959252310238837e-33,9.4331693910418801e-58,1.6000591298314063e-17,7.7343333727616766e-39,5.191896511159584e-39,1.030218050891167e-23,3.1804524123010287e-24,7.2874459856942917e-21,1.0302096392945283e-23,1.9805346595577673e-29,9.4331693905091755e-58,4.4056542973705392e-38,5.4881335576990706e-38,1.1908616231070407e-40,4.4070389935877753e-47,1.0558994398851695e-33,1.0228690873356502e-52,1.4815074102924609e-26,6.1862585250109302e-45,2.8197922750391303e-55,7.7649335941959126e-32,2.2365582328121144e-61,1.2573290445784048e-59
6.278203640748281e-15,0.1391362069469983,76.950000000000003,0.0,0.0,0.0,0.99999999965526642,9.4999999999999929,1.3661201083115895e-11,1.6487896517231689e-10,1.6487848951589071e-10,3.5442424575849545e-15,3.3703007956643333e-16,1.3032030831330891e-12,2.8270265062295375e-15,2.7315940223050949e-15,1.1597379254504039e-22,2.4205286752035933e-26,6.0494030033192787e-27,2.356737624810569e-15,2.056881914961714e-18,5.9491671534472531e-23,5.0051190426134878e-27,5.9252773916485903e-38,1.0522125071706458e-37,1.4128787538879805e-26,3.8308526143793471e-20,1.1237539971049881e-25,1.1237672606464402e-25,1.1886361672517184e-30,1.3771797794936212e-31,2.8834671504932745e-35,2.9461135173253399e-22,7.3714057792444976e-27,4.2731492514823418e-28,2.99267769380496e-57,3.2269475623635731e-33,2.3332181214163353e-33,2.9072517147164701e-57,2.2927891011052933e-17,1.6576387705857043e-38,1.0730482764320639e-38,1.7206625030699646e-23,5.3119633243315572e-24,1.0436829010408243e-20,1.7206483919500689e-23,3.8041602381692998e-29,2.9072517145434308e-57,8.4674937515934181e-38,1.0548130346076545e-37,2.6006614865874124e-40,1.0831134810965644e-46,1.7648164889189895e-33,2.8054206434432488e-52,2.1238438563912774e-26,1.3513269512373846e-44,7.7338375848166223e-55,1.2978626839812321e-31,6.7965691801431214e-61,3.4489583033838069e-59
8.45143081218807e-15,0.1391362069469983,76.950000000000003,0.0,0.0,0.0,0.99999999953593544,9.4999999999999876,1.8390084541357141e-11,2.219514921970184e-10,2.2195055198766309e-10,6.1063136181730515e-15,4.6090858891858272e-16,1.7523083566757358e-12,4.8670466110365773e-15,4.7052612693943442e-15,2.0495096614009598e-22,5.1676535777311619e-26,1.3763003154308638e-26,4.0573909882562712e-15,3.543773293101497e-18,1.0330058080363548e-22,1.0189621345044654e-26,1.6149142355468184e-37,2.7197502089070325e-37,3.0146660180741901e-26,6.6001124452222304e-20,2.3990736599384435e-25,2.399107920867442e-25,3.0700283226371591e-30,3.5606457721533077e-31,6.1484301783016329e-35,5.07578659220009e-22,1.5713200070018526e-26,9.1204224590514571e-28,1.8897325037748482e-56,8.3431169895035446e-33,4.9810937095535115e-33,1.8357900935113894e-56,3.9472963560050521e-17,4.9569494187669719e-38,3.0435019362259844e-38,3.6688961333501115e-23,1.1326459711868217e-23,1.795186402835504e-20,3.6688658299339571e-23,9.8276960457365205e-29,1.8357900933947647e-56,2.1896453363009431e-37,2.7277554068176792e-37,8.0056101367077968e-40,3.9178889821613954e-46,3.7674064509109935e-33,1.179542735873895e-51,3.6591357644203795e-26,4.1614396250079334e-44,3.2517019667648021e-54,2.7707310415681369e-31,3.2915048597604668e-60,1.4508385014736817e-58
1.062465798362786e-14,0.13913620694699827,76.950000000000003,0.0,0.0,0.0,0.99999999941660445,9.4999999999999805,2.3118967996029965e-11,2.7902349771741124e-10,2.7902193654451357e-10,9.3462797976429279e-15,5.8479112935944403e-16,2.2003996265792069e-12,7.4441209741062425e-15,7.2004161750498152e-15,3.1891219047945699e-22,9.3969958430166851e-26,2.6385783713479008e-26,6.2057571602744792e-15,5.4240848645972879e-18,1.5889363564564087e-22,1.773334290833596e-26,3.5755968635334323e-37,5.7573865295725809e-37,5.4789798424452348e-26,1.0102089475537523e-19,4.3624320588119009e-25,4.3625045416766649e-25,6.4943635914820031e-30,7.5392288497813582e-31,1.1167492641286965e-34,7.7689313330629173e-22,2.8531794220532878e-26,1.6580611851041116e-27,6.7838104411656344e-56,1.7665461007663462e-32,9.0574731008713347e-33,6.5901665898601275e-56,6.0373680279307283e-17,1.1726224082061101e-37,6.8938018853006156e-38,6.6637373020209834e-23,2.0571978577062561e-23,2.7432974321656774e-20,6.6636818939858031e-23,2.0793908473796593e-28,6.5901665893917035e-56,4.6370885296708481e-37,5.7768024187928896e-37,1.9416888151097287e-39,1.073917678121341e-45,6.8501459328923439e-33,3.6121886795830595e-51,5.6006502448868819e-26,1.0096700009684117e-43,9.9578934718227215e-54,5.038173693324108e-31,1.1152400845409241e-59,4.4441846569241887e-58
1.2797885155067649e-14,0.13913620694699827,76.950000000000003,0.0,0.0,0.0,0.99999999929727346,9.4999999999999751,2.7847851446892326e-11,3.3609494669577157e-10,3.3609259721549031e-10,1.3310110597858782e-14,7.0867190310124295e-16,2.6474103972698574e-12,1.0593468138588382e-14,1.0252101405088438e-14,4.5955241811636997e-22,1.5544770738158803e-25,4.5625533669205721e-26,8.8311959171352843e-15,7.7244978440323308e-18,2.2706270116580513e-22,2.808772146041535e-26,7.0403612904198892e-37,1.0887748828190419e-36,9.0584910362265811e-26,1.4386471991579462e-19,7.2162748603673977e-25,7.2164118490995771e-25,1.2272798341870777e-29,1.4260748762262954e-30,1.8451783601911314e-34,1.1063751182629942e-21,4.7128441852282912e-26,2.7421033924341732e-27,2.06611594342951e-55,3.3414801199751459e-32,1.4982651149735325e-32,2.0071386700311105e-55,8.5915672352428112e-17,2.4418855967115241e-37,1.3785288312342584e-37,1.101010404150974e-22,3.3989833445833367e-23,3.9003632098251321e-20,1.1010011874672149e-22,3.9303763512293663e-28,2.0071386698758327e-55,8.772737567243955e-37,1.092919280670039e-36,4.1446108859053134e-39,2.5584710098753692e-45,1.1330681110352444e-32,9.5135158051452205e-51,7.9759349596054606e-26,2.1559338856162145e-43,2.6226364214620764e-53,8.3339539372349396e-31,3.2208246353175439e-59,1.1708397286551098e-57
1.7144339497947227e-14,0.13913620694699827,76.950000000000003,0.0,0.0,0.0,0.9999999990586117,9.4999999999999574,3.730561833697094e-11,4.5023614577232549e-10,4.5023170617669617e-10,2.3450087990100304e-14,9.5642866001804784e-16,3.5381441460349542e-12,1.8633500423374538e-14,1.8054315638651845e-14,8.2237076889995206e-22,3.5858489312217421e-25,1.1364553643462353e-25,1.5533731796619395e-14,1.3609277421061912e-17,4.017898945935113e-22,5.8689901003877838e-26,2.31798460988369e-36,3.2959624765477724e-36,2.0867387097353062e-25,2.5346475555174118e-19,1.6645427695117154e-24,1.6645841675945259e-24,3.7078121096151906e-29,4.3199617143735786e-30,4.2439302527081277e-34,1.949222093960338e-21,1.0831649537566693e-25,6.3213988839435384e-27,1.7117421537322503e-54,1.0122141070652487e-31,3.4559184040474843e-32,1.6628804831667978e-54,1.5112234226320905e-16,9.0890085485210353e-37,4.6382186340043604e-37,2.5322033388038274e-22,7.8172632520414954e-23,6.8468317108865998e-20,2.532181785641762e-22,1.188135219915286e-27,1.6628804829743412e-54,2.6587966059162049e-36,3.3125975467296534e-36,1.6635922748989406e-38,1.3794596957689601e-44,2.6131689202031171e-32,7.0030127523462983e-50,1.4052222462304906e-25,8.6636177566464526e-43,1.9305539416371317e-52,1.9222811982698971e-30,3.2983924827832555e-58,8.6290894901305402e-57
2.1490793840826806e-14,0.13913620694699821,76.950000000000003,0.0,0.0,0.0,0.99999999881995005,9.4999999999999343,4.6763385211569844e-11,5.6437508874531737e-10,5.6436787455697347e-10,3.6530559973597933e-14,1.2041800593825159e-15,4.4245217050851296e-12,2.898073373256564e-14,2.8112584051402976e-14,1.2935649148120025e-21,6.8887639735917126e-25,2.3024948039183056e-25,2.4159655182461092e-14,2.1200636436222876e-17,6.2749752898408926e-22,1.0323743831449042e-25,5.7594694505335831e-36,7.7439885240948073e-36,4.003676563044245e-25,3.948479501428316e-19,3.1975731285076452e-24,3.1976702481210993e-24,8.6963673931530477e-29,1.0155939523054001e-29,8.1305225941300614e-34,3.0364727035579674e-21,2.0737097382561766e-25,1.213672974251654e-26,7.3811947527195232e-54,2.3796284334520658e-31,6.6386889612314927e-32,7.1704985986808585e-54,2.3504098877800411e-16,2.4481168705652076e-36,1.1633936176600053e-36,4.8509575160808127e-22,1.497553218196179e-22,1.0627816677146008e-19,4.8509155855533144e-22,2.7881156526907368e-27,7.1704985976871355e-54,6.253336525668707e-36,7.7915156013025151e-36,4.7529507172345828e-38,4.757857338605454e-44,5.0191121920468245e-32,2.8934697996393957e-49,2.1890590052306749e-25,2.4775434999858319e-42,7.9765660121228775e-52,3.6925582170610552e-30,1.6189608372060833e-57,3.5676516169000922e-56
3.0183702526585966e-14,0.1391362069469981,76.950000000000003,0.0,0.0,0.0,0.99999999834262687,9.4999999999998721,6.5678918914297551e-11,7.9264621784128128e-10,7.9263138421835656e-10,7.1518343932001657e-14,1.6996682031216248e-15,6.1843092460652483e-12,5.654331426724058e-14,5.4985821221243667e-14,2.5612778416554881e-21,1.894955314120419e-24,6.857745697856638e-25,4.7137073483939475e-14,4.150632385855071e-17,1.2315951075215589e-21,2.381219420178528e-25,2.4740114324017567e-35,3.0323623040085583e-35,1.0980431490272231e-24,7.7302223118908879e-19,8.7947886749225842e-24,8.7951675095590597e-24,3.390054773030185e-28,3.9829159173942119e-29,2.2222262236804332e-33,5.9445985981196312e-21,5.6589908738298364e-25,3.3339125920206729e-26,9.0315113486704323e-53,9.3321526959206984e-31,1.8258764062464073e-31,8.7737069653517995e-53,4.585804013139547e-16,1.2057471801803842e-35,5.0131988178341072e-36,1.3257077126167279e-21,4.0926008393399688e-22,2.0647969078405406e-19,1.3256958449525334e-21,1.0882969461329509e-26,8.7737069634033108e-53,2.4551214472431372e-35,3.0594935521598296e-35,2.7132625716576925e-37,4.055399975398099e-43,1.3799956402071931e-31,3.7774732060219738e-48,4.2856814276967114e-25,1.4181196847686887e-41,1.0413539119267474e-50,1.0155399727047693e-29,3.321685376014351e-56,4.6671693961268357e-55
3.887661121234512e-14,0.139136206946998,76.950000000000003,0.0,0.0,0.0,0.99999999786530425,9.4999999999997886,8.4594452555065191e-11,1.0209083542656898e-09,1.0208831249421863e-09,1.1827471987513616e-13,2.1951368260759209e-15,7.9269190898335001e-12,9.3203845802129336e-14,9.0851530361154748e-14,4.2627374867384159e-21,3.9977178860051885e-24,1.5189445135064428e-24,7.7698956728951853e-14,6.8642457725172857e-17,2.0388971084609509e-21,4.3583740763435198e-25,6.9375234235254616e-35,8.0690102694701111e-35,2.3104116804736111e-24,1.2784018660468077e-18,1.8552045957618675e-23,1.8553050947206094e-23,8.9887638525510404e-28,1.0611320216053082e-28,4.6616885840018335e-33,9.830815559219081e-21,1.185506350085432e-24,7.0247952910084635e-26,4.5979391365067068e-52,2.4862439171996311e-30,3.8514460761333888e-31,4.4666910309790554e-52,7.5590646923901984e-16,3.6376505649592737e-35,1.4009239534745443e-35,2.7807322162659564e-21,8.5843606149554626e-22,3.3897781671684271e-19,2.7807065648173452e-21,2.8885971565483049e-26,4.4666910297977845e-52,6.5467203072704071e-35,8.1593015462710876e-35,9.029583856675707e-37,1.6661916709365692e-42,2.9101022810789165e-31,1.8888162087618702e-47,7.0875415024836777e-25,4.7283868406444322e-41,5.2069886879286948e-50,2.1420632761535934e-29,1.9910089432818798e-55,2.3362213261895716e-54
4.756951989810428e-14,0.1391362069469978,76.950000000000003,0.0,0.0,0.0,0.99999999738798184,9.4999999999996838,1.035099861338693e-10,1.2491615211987125e-09,1.2491230968373145e-09,1.767995789380932e-13,2.6905859864479539e-15,9.6525112845728933e-12,1.3887756082830349e-13,1.3568653123185771e-13,6.3979398363093756e-21,7.241261093536227e-24,2.8476770672393274e-24,1.1577463887414914e-13,1.0260915829154649e-16,3.0488797239828942e-21,6.9799107306116167e-25,1.5607264737835095e-34,1.7487871885658278e-34,4.1744912797337783e-24,1.9109864538164974e-18,3.3600738148276358e-23,3.3602910121183669e-23,1.9417357932000054e-27,2.3023711411673158e-28,8.3985752355605586e-33,1.4695070611362835e-20,2.1331070676523358e-24,1.2709464891346965e-25,1.6996771467299918e-51,5.3944094882036028e-30,6.9753755758055219e-31,1.6511598909744109e-51,1.1263317070561715e-15,8.6058988756104111e-35,3.1352030336043509e-35,5.0093350465152371e-21,1.5464154191212402e-21,5.0309076450379778e-19,5.0092875322019115e-21,6.2457553297491642e-26,1.6511598904815465e-51,1.4216217275731721e-34,1.771993556889931e-34,2.3207535487812099e-36,5.0198141134390326e-42,5.2690939224455932e-31,6.5946766510943736e-47,1.059463863952515e-24,1.2173625112302498e-40,1.8179855019926258e-49,3.8793558833198469e-29,7.9679468291643922e-55,8.1665793046956916e-54
5.6262428583863437e-14,0.13913620694699763,76.950000000000003,0.0,0.0,0.0,0.99999999691065999,9.4999999999995612,1.2242551965070878e-10,1.4774057427423149e-09,1.4773513004680036e-09,2.4709235685895499e-13,3.1860157283201779e-15,1.1361249467196257e-11,1.9347779111119849e-13,1.8946672182047376e-13,8.966864094920804e-21,1.1876426615539651e-23,4.7940410912283959e-24,1.6129186934501095e-13,1.4340628717440395e-16,4.2609983167927597e-21,1.0251743370515922e-24,3.0587816455593826e-34,3.3290057010279018e-34,6.8297946943295641e-24,2.6707706926130902e-18,5.5103069058124582e-23,5.5107192388481156e-23,3.6845700455602514e-27,4.3876031102278727e-28,1.3701900827867012e-32,2.0537273482272109e-20,3.4757803651560118e-24,2.0820894980669243e-25,5.1621859297802784e-51,1.0279937532957314e-29,1.1438830105424418e-30,5.0148314288152418e-51,1.5691532139126092e-15,1.7519590240146604e-34,6.1095511026679311e-35,8.1717422145165351e-21,2.5226563757656793e-21,6.9812725870475023e-19,8.1716626089596137e-21,1.1862401448560298e-25,5.0148314271591935e-51,2.7113175396981861e-34,3.3799179941179517e-34,5.091484253700653e-36,1.2573251437555683e-41,8.6384527100995228e-31,1.8688570181507281e-46,1.4806945191869811e-24,2.6751813453571244e-40,5.1519656923739987e-49,6.361468908382715e-29,2.5331237486535e-54,2.3175094217079837e-53
7.364824595538174e-14,0.13913620694699716,76.950000000000003,0.0,0.0,0.0,0.99999999595601752,9.4999999999992504,1.6025658649849316e-10,1.9338674389819262e-09,1.9337724057014892e-09,4.2297890386855631e-13,4.176817146978107e-15,1.4728761750946606e-11,3.291410981740692e-13,3.2377335129438929e-13,1.5405776417199652e-20,2.6249824534715278e-23,1.0992712403285176e-23,2.7438696037355161e-13,2.4549092794519316e-16,7.2896250356394214e-21,1.8745233305073021e-24,8.9668318596849742e-34,9.3442777231919558e-34,1.5023013622407994e-23,4.5719111810428955e-18,1.2176652572241704e-22,1.2177803779360225e-22,1.0277844906946511e-26,1.2342262782711369e-27,2.9972447350571219e-32,3.5155142158374131e-20,7.5852268185391566e-24,4.5915571342734898e-25,3.2716684734369394e-50,2.8916617709439326e-29,2.5276003341401203e-30,3.178278772541731e-50,2.6694165251851683e-15,5.4211148322529854e-34,1.7713013039976711e-34,1.7872143749089298e-20,5.5171509847552975e-21,1.1784709826277776e-18,1.7871960628711208e-20,3.3147037966907402e-25,3.1782787712635673e-50,7.6388792403291532e-34,9.5246815277968382e-34,1.8041275848569188e-35,5.5696315002730363e-41,1.9078277833062617e-30,1.0252255142474538e-45,2.5347044031911518e-24,9.5108542410920963e-40,2.8262868940215056e-48,1.4055689893873358e-28,1.7047322703484351e-53,1.2759403134312763e-52
9.103406332690006e-14,0.13913620694699652,76.950000000000003,0.0,0.0,0.0,0.9999999950013766,9.499999999998856,1.9808765309841693e-10,2.390293635834867e-09,2.3901464466042616e-09,6.459283993285179e-13,5.1675415058024144e-15,1.8030741098134759e-11,4.9951309970886477e-13,4.9357856801711736e-13,2.3579254731344752e-20,4.912618674663509e-23,2.109447302015034e-23,4.1641679467042909e-13,3.7489444448782812e-16,1.1120419383363866e-20,2.9834238377157108e-24,2.0865516113522444e-33,2.1085199341379969e-33,2.7983938777872952e-23,6.981765272080181e-18,2.2783880404793156e-22,2.2786465278934746e-22,2.3058168413736155e-26,2.7905730021609274e-27,5.5529802285652415e-32,5.3683609672016445e-20,1.4021616658673964e-23,8.5741654829441576e-25,1.3097882253489243e-49,6.5378757720104642e-29,4.7291551707303431e-30,1.2724003549710438e-49,4.0511760227882829e-15,1.3076164581574751e-33,4.0834398064071021e-34,3.3105741702721855e-20,1.0219659490998011e-20,1.7746597008500736e-18,3.3105386119130211e-20,7.4482787613146782e-25,1.2724003543932318e-49,1.7296609279081072e-33,2.1571008675432965e-33,4.858332578907868e-35,1.7621815800715404e-40,3.5677678068464174e-30,3.7541048958765036e-45,3.8707531376630763e-24,2.5686057015194905e-39,1.0349114832051711e-47,2.6296377963461301e-28,7.125263168404853e-53,4.6844395039033189e-52
1.0841988069841837e-13,0.13913620694699574,76.950000000000003,0.0,0.0,0.0,0.99999999404673723,9.49999999999838,2.3591871945047935e-10,2.8466845354114533e-09,2.8464734296263292e-09,9.1593439328282756e-13,6.1581892304720679e-15,2.1268516685156158e-11,7.0388981414067774e-13,6.9868026125192133e-13,3.3487061317604008e-20,8.2620413316925954e-23,3.6129347529732958e-23,5.8679450123850601e-13,5.3161470831787927e-16,1.5748814229186476e-20,4.3501806810033473e-24,4.2032420673185253e-33,4.1472825389099267e-33,4.6843686154676324e-23,9.9002699631987147e-18,3.8310271046581176e-22,3.8315330792047535e-22,4.5097871654180142e-26,5.4995830094075931e-27,9.2452547901996652e-32,7.6121833988242353e-20,2.3293876627892067e-23,1.4388377685539117e-24,4.1729550751330997e-49,1.2884393311884292e-28,7.9514520752271623e-30,4.0538381954532716e-49,5.7087222417731012e-15,2.7041619006454906e-33,8.1598199163075188e-34,5.5108547475239941e-20,1.7011668814313252e-20,2.4812294871303366e-18,5.5107928131416679e-20,1.4589800554509201e-24,4.0538381934089511e-49,3.413657190494871e-33,4.2581097359957963e-33,1.1083261305321831e-34,4.6024788351250649e-40,5.9957261484515008e-30,1.1094025535422279e-44,5.4888075127375203e-24,5.8762263581443389e-39,3.0583411514766366e-47,4.4210691500269021e-28,2.357951586504723e-52,1.3879242405898442e-51
1.43191515441455e-13,0.13913620694699383,76.950000000000003,0.0,0.0,0.0,0.99999999213746305,9.4999999999971809,3.1158085141102267e-10,3.7593612203755274e-09,3.7589862480187292e-09,1.5970898865142327e-12,8.1392565060812548e-15,2.7556410867436425e-11,1.2120334049229286e-12,1.2139954355936571e-12,5.8504701400003634e-20,1.897023387330644e-22,8.4986185037607518e-23,1.010406065038864e-12,9.269967756193107e-16,2.738083291384822e-20,7.8505821819843962e-24,1.3156322003372841e-32,1.248161856771572e-32,1.0647454662144861e-22,1.7262976350821446e-17,8.7925286119381703e-22,8.7940337680686174e-22,1.3388419587016424e-25,1.6631417174459918e-26,2.0770561828654557e-31,1.3272444078153282e-19,5.2102746644977967e-23,3.2879708946265423e-24,3.2781059179470437e-48,3.8962069773460318e-28,1.8246987305200327e-29,3.1845325364691967e-48,9.8298937424079058e-15,8.7925606019760456e-33,2.5167337434331125e-33,1.2376094785620751e-19,3.8203256751168351e-20,4.2057647086658389e-18,1.2375942300543954e-19,4.3465459558905629e-24,3.18453253399522e-48,1.0360118752112322e-32,1.2929395843172873e-32,4.4779866071381545e-34,2.5527851737092509e-39,1.3744017280170023e-29,8.6982647083481043e-44,9.5707996994684715e-24,2.3938129063736452e-38,2.3978898797323781e-46,1.014385505112943e-27,2.7054482228567232e-51,1.0975563554437294e-50
