Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516)
2.2507261586888863e-12,0.361085432827089,76.950000000000003,0.0,0.0,0.0,0.99380100667678639,9.4999995021979231,1.3588140772922124e-05,0.00013824939085687238,0.00013775776347703901,4.402806257811815e-07,1.1409559313302657e-11,0.00069275354946020298,0.0013437537443515266,5.7509590474215894e-08,2.1364918450380797e-15,4.5782382214849368e-14,1.4460848572666224e-12,0.0038722479895232117,1.2575717968676262e-08,2.1583401265966507e-16,4.2015976935236993e-17,1.1908252611280954e-17,0.0,2.3495380669456995e-08,1.0435409637140699e-07,4.5160513888360615e-09,4.5164565064701096e-09,4.0511763404776867e-13
2.3087502087493656e-12,0.36108543273685734,76.950000000000003,0.0,0.0,0.0,0.99364195062437466,9.499999479991267,1.3937323772577763e-05,0.00014179060558722396,0.00014127448541931471,4.6079731896529294e-07,1.1701814645149141e-11,0.00069266919116170716,0.0013828329484440389,5.9199223696041001e-08,2.2360505977229964e-15,4.9731299568546468e-14,1.5317830061107353e-12,0.0039848721911243086,1.3229633563808448e-08,2.2217522384255352e-16,4.3245090817348315e-17,1.2937940624068694e-17,0.0,2.4853917176791604e-08,1.0966649024373238e-07,4.8698087287639875e-09,4.8702464128216096e-09,4.3768405762053682e-13
2.3667742588098448e-12,0.3610854326452378,76.950000000000003,0.0,0.0,0.0,0.99348292121250881,9.499999457430679,1.4286450558433243e-05,0.00014533068678427107,0.0001447895762665686,4.8166837013420529e-07,1.1993976425238075e-11,0.00069257979042820859,0.0014219070095540522,6.0888428320953688e-08,2.3373289004794956e-15,5.391280089143632e-14,1.6203177691820296e-12,0.0040974822069765656,1.3899977247693136e-08,2.2851482649869171e-16,4.4473519170660595e-17,1.4027438424534688e-17,0.0,2.6250775475473765e-08,1.1510389238917559e-07,5.2413363647538309e-09,5.2418082946135148e-09,4.7192985968265233e-13
2.424798308870324e-12,0.36108543255225856,76.950000000000003,0.0,0.0,0.0,0.99332391842378565,9.4999994345226284,1.4635521139899409e-05,0.00014886963483963747,0.00014830304290221771,5.0288733360159e-07,1.2286044685835012e-11,0.00069248635336695416,0.0014609756727841079,6.2577183979010773e-08,2.4402954751118793e-15,5.8334516177789214e-14,1.7117214322678616e-12,0.0042100773025721535,1.4586738455220728e-08,2.3485274417757845e-16,4.5701247358996523e-17,1.5178669821796497e-17,0.0,2.7685915635300707e-08,1.2066582383873509e-07,5.6310467982479563e-09,5.6315546933642975e-09,5.0789511633956257e-13
2.482822358930803e-12,0.3610854324579476,76.950000000000003,0.0,0.0,0.0,0.99316494224330409,9.4999994112734605,1.4984535526381457e-05,0.00015240745014099069,0.0001518148920965402,5.2444787633531794e-07,1.2578019458926939e-11,0.00069238968643036607,0.0015000387340321248,6.4265474050767117e-08,2.5449195900809308e-15,6.3004129162385469e-14,1.8060263469707869e-12,0.0043226568897604366,1.5289906626958144e-08,2.4118891450676953e-16,4.6928263515223726e-17,1.6393578758177178e-17,0.0,2.9159297531634544e-08,1.2635180748281027e-07,6.0393509502313514e-09,6.0398965699814914e-09,5.4561975013949374e-13
2.5408464089912824e-12,0.36108543236233254,76.950000000000003,0.0,0.0,0.0,0.99300599265817246,9.4999993876894138,1.5333493727279703e-05,0.00015594413307274047,0.0001553251305086635,5.4634377599008468e-07,1.2869900776246283e-11,0.00069229043588923446,0.0015390960299487486,6.5953284984524215e-08,2.6511710509620165e-15,6.7929375495117528e-14,1.9032649206326735e-12,0.0044352204978119793,1.600947120913069e-08,2.4752328662782417e-16,4.8154558036944378e-17,1.7674129324841621e-17,0.0,3.0670880891400856e-08,1.3216136806044859e-07,6.4666581673611483e-09,6.4672433108918196e-09,5.8514353067016092e-13
2.5988704590517616e-12,0.36108543226544004,76.950000000000003,0.0,0.0,0.0,0.99284706965711078,9.4999993637766096,1.5682395751990217e-05,0.00015947968401660843,0.00015883376468851438,5.6856891897440887e-07,1.3161688669233276e-11,0.00069218911935790427,0.0015781474299168135,6.7640605739748614e-08,2.7590201910772763e-15,7.3118040960867237e-14,2.0034696077101573e-12,0.0045477677503088952,1.6745421653606708e-08,2.5385581910321643e-16,4.9380123175606053e-17,1.9022305770805512e-17,0.0,3.2220625329818335e-08,1.380940321487198e-07,6.9133762280607842e-09,6.9140027341359373e-09,6.265060751520132e-13
2.6568945091122408e-12,0.36108543216729677,76.950000000000003,0.0,0.0,0.0,0.99268817323013414,9.499999339541068,1.6031241609905327e-05,0.00016301410335209593,0.0001623408010787331,5.9111729855136647e-07,1.3453383169198704e-11,0.00069208615129443777,0.0016171928295636657,6.9327427329243119e-08,2.8684378622612167e-15,7.8577959743586158e-14,2.1066729023992588e-12,0.0046602983464518379,1.749774741788451e-08,2.6018647820429244e-16,5.0604952697822964e-17,2.0440112506444951e-17,0.0,3.3808490380102135e-08,1.4414932815221381e-07,7.3799113485792822e-09,7.3805810954283106e-09,6.6974684902806101e-13
2.71491855917272e-12,0.3610854320679289,76.950000000000003,0.0,0.0,0.0,0.99252930336829115,9.499999314988699,1.6380031310414035e-05,0.00016654739145687006,0.00016584624601655222,6.1398301297236001e-07,1.3744984307336883e-11,0.00069198186367438379,0.0016562321455014077,7.10137424417826e-08,2.9793954258075434e-15,8.4317012733408549e-14,2.2129073322900976e-12,0.0047728120459050302,1.8266437965081113e-08,2.6651523649407348e-16,5.1829041606701734e-17,2.1929574102293693e-17,0.0,3.5434435517538614e-08,1.5032678629265659e-07,7.8666681890161271e-09,7.8673830941826802e-09,7.1490516655033669e-13
2.772942609233199e-12,0.36108543196736187,76.950000000000003,0.0,0.0,0.0,0.99237046006345841,9.499999290125297,1.6728764862902326e-05,0.00017007954870707829,0.00016935010573564154,6.3716026364348412e-07,1.4036492114618222e-11,0.00069187652252887392,0.0016952653111193263,7.2699545133961357e-08,3.091864743590618e-15,9.0343125875984403e-14,2.3222054529484827e-12,0.0048853086566729223,1.9051482763922535e-08,2.7284207166408441e-16,5.3052385914777117e-17,2.3492735283714128e-17,0.0,3.709842017873722e-08,1.5662593859864297e-07,8.3740498593120101e-09,8.3748118795033745e-09,7.6202019136301174e-13
2.8309666592936784e-12,0.3610854318656209,76.950000000000003,0.0,0.0,0.0,0.99221164330817468,9.4999992649565765,1.7077442276753479e-05,0.00017361057547760433,0.00017285238636791878,6.6064335332395337e-07,1.4327906621964509e-11,0.00069177034105828391,0.0017342922732475534,7.438483058007841e-08,3.2058181693006796e-15,9.6664268563119109e-14,2.4345998432819263e-12,0.0049977880254871987,1.9852871288735338e-08,2.7916696560338498e-16,5.4274982458860936e-17,2.513166092198804e-17,0.0,3.880040377688859e-08,1.6304631889548337e-07,8.9024579252057745e-09,8.9032690561428559e-09,8.1113093708220587e-13
2.8889907093541576e-12,0.361085431762731,76.950000000000003,0.0,0.0,0.0,0.99205285309551228,9.4999992394881314,1.74260635613482e-05,0.00017714047214227496,0.00017635309394532821,6.8442668435603652e-07,1.4619227860277663e-11,0.00069166349006516382,0.0017733129895027553,7.6069594868725622e-08,3.3212285398529603e-15,1.0328845206377666e-13,2.5501231015620383e-12,0.0051102500301588548,2.0670593019439297e-08,2.8548990363573187e-16,5.5496828749735442e-17,2.6848436022372851e-17,0.0,4.0540345713896704e-08,1.6958746279516073e-07,9.4522924141579288e-09,9.4531546904258046e-09,8.6227626787252667e-13
2.947014759414637e-12,0.3610854316587161,76.950000000000003,0.0,0.0,0.0,0.99189408941896939,9.4999992137254647,1.7774628726064849e-05,0.00018066923907403095,0.00017985223440158732,7.0850475692590047e-07,1.491045586025374e-11,0.00069155610634442596,0.0018123274261535229,7.7753834836195706e-08,3.4380691669773229e-15,1.102237279944621e-13,2.6688078419772647e-12,0.0052226945734277445,2.1504637441540848e-08,2.918108738843471e-16,5.6717922849846787e-17,2.8645165709585348e-17,0.0,4.231820539012857e-08,1.7624890768639613e-07,1.0023951821241165e-08,1.0024867316140187e-08,9.1549489902037498e-13
3.005038809475116e-12,0.36108543155360073,76.950000000000003,0.0,0.0,0.0,0.99173535227238729,9.4999991876739873,1.8123137780279565e-05,0.00018419687664506627,0.00018334981357390225,7.3287216735481029e-07,1.5201590652576809e-11,0.00069144829946128552,0.0018513355563959508,7.9437547929627577e-08,3.5563138288994409e-15,1.1747818682805518e-13,2.7906866916254997e-12,0.0053351215779939868,2.2354994046127213e-08,2.9812986676745149e-16,5.7938263271886754e-17,3.0523975211069726e-17,0.0,4.4133942212283872e-08,1.830301927248198e-07,1.061783311499819e-08,1.0618803940395695e-08,9.7082539750405902e-13
3.121086909596075e-12,0.3610854313401614,76.950000000000003,0.0,0.0,0.0,0.99141795754581741,9.4999991347257478,1.8819987594697069e-05,0.00019124876519062994,0.00019034031094297406,7.8245385777945881e-07,1.5783580737010722e-11,0.00069123174724403254,0.0019293328177189661,8.2803385735641812e-08,3.7969126541328256e-15,1.3297720078715152e-13,3.0441572766672684e-12,0.0055599227404175633,2.4104601794976792e-08,3.1076189132832955e-16,6.0376678938644315e-17,3.4536434962122058e-17,0.0,4.7878884986349198e-08,1.9695044864230332e-07,1.1873841638895348e-08,1.1874929614421594e-08,1.0879755262424152e-12
3.2371350097170337e-12,0.36108543112259683,76.950000000000003,0.0,0.0,0.0,0.99110066887109871,9.4999990806847823,1.9516613079568731e-05,0.00019829614074543295,0.00019732463088322248,8.3313038586777574e-07,1.6365198358211073e-11,0.0006910143468751704,0.0020073046514053066,8.6167096305041337e-08,4.0428242655339079e-15,1.4985094057775372e-13,3.3107960389122652e-12,0.0057846531651615683,2.5919332306109828e-08,3.2338593234709865e-16,6.2812070070045857e-17,3.8903218397586776e-17,0.0,5.1774849626727123e-08,2.1134457876392993e-07,1.3223463424121603e-08,1.3224677456366821e-08,1.2140322452141684e-12
3.3531831098379925e-12,0.36108543090108464,76.950000000000003,0.0,0.0,0.0,0.9907834862058098,9.4999990255910429,2.0213014309831905e-05,0.00020533900626948335,0.00020430281678601495,8.8486181549840717e-07,1.6946443760374788e-11,0.00069079643096832811,0.0020852509813962263,8.9528672045750508e-08,4.2938548699250922e-15,1.6816538516422329e-13,3.5908642274888305e-12,0.0060093126325202343,2.7799101708639594e-08,3.3600196133159423e-16,6.5244434218859052e-17,4.3642048930749918e-17,0.0,5.5821512120330326e-08,2.2620895896431468e-07,1.466981985408312e-08,1.4671169152891706e-08,1.3492988085862927e-12
3.4692312099589513e-12,0.36108543067579685,76.950000000000003,0.0,0.0,0.0,0.9904664095090373,9.4999989694830784,2.0909191360394598e-05,0.00021237736471776169,0.00021127491065315308,9.3760959458602588e-07,1.75273171872703e-11,0.00069057821301302005,0.0021631717619370878,9.2888108351055927e-08,4.5498173902757013e-15,1.8798700442955778e-13,3.8846231089967769e-12,0.0062339010101030044,2.9743826220549094e-08,3.4860996099271441e-16,6.7673771133136984e-17,4.8770969466143694e-17,0.0,6.0018548921223271e-08,2.4153999247944389e-07,1.621600843918346e-08,1.6217502515334719e-08,1.4940761512632494e-12
3.58527931007991e-12,0.36108543044690006,76.950000000000003,0.0,0.0,0.0,0.99014943874087291,9.4999989123981177,2.1605144306136225e-05,0.00021941121904118146,0.00021824095314485671,9.9133650722643935e-07,1.8107818882336182e-11,0.00069035982751026277,0.0022410669673661849,9.624540265624922e-08,4.810531233479261e-15,2.093827198981237e-13,4.19233392716543e-12,0.0064584182234129605,3.1753422148579487e-08,3.6120992170504245e-16,7.0100082063490282e-17,5.4308341538705728e-17,0.0,6.4365636996321431e-08,2.5733410961581791e-07,1.7865102996706992e-08,1.7866751659613379e-08,1.6486629063904745e-12
3.7013274102008685e-12,0.361085430214555,76.950000000000003,0.0,0.0,0.0,0.98983257386204759,9.499998854372075,2.2300873221908217e-05,0.0002264405721872966,0.0002252009836261347,1.0460066274460397e-06,1.8687949088739821e-11,0.00069014135924715689,0.0023189365846667909,9.9600553744858499e-08,5.0758220659190594e-15,2.3241986738837227e-13,4.5142578673832536e-12,0.0066828642343869865,3.3827805888124174e-08,3.7380183890312105e-16,7.2523369249253208e-17,6.0272844407161104e-17,0.0,6.8862453858426136e-08,2.7358776746517091e-07,1.9620153828853826e-08,1.9621967184276506e-08,1.8133554226771565e-12
3.817375510321827e-12,0.36108542997891735,76.950000000000003,0.0,0.0,0.0,0.98951581483368078,9.499998795439641,2.2996378182534437e-05,0.00023346542710079779,0.00023215504021159323,1.1015852745067649e-06,1.9267708049417967e-11,0.00068992286322189288,0.0023967806083979065,1.0295356126162283e-07,5.3455215965819507e-15,2.5716616151145491e-13,4.8506560259081082e-12,0.0069072390267896642,3.5966893923127465e-08,3.8638571125363511e-16,7.4943635561084889e-17,6.668347410604004e-17,0.0,7.350867758835821e-08,2.9029744962462381e-07,2.1484187898956916e-08,2.148617634673846e-08,1.9884477815413225e-12
3.933423610442785e-12,0.361085429740138,76.950000000000003,0.0,0.0,0.0,0.98919916161714128,9.4999987356342928,2.3691659262811376e-05,0.00024048578672381508,0.00023910315980868137,1.1580389697664992e-06,1.9847096007101438e-11,0.00068970437575429906,0.0024745990378675447,1.0630442541597172e-07,5.6194673677200502e-15,2.8368966199481901e-13,5.2017893832607808e-12,0.0071315425980686452,3.8170602825987504e-08,3.9896153954256377e-16,7.7360884282019852e-17,7.3559542458155701e-17,0.0,7.830398684681379e-08,3.0745966592228751e-07,2.3460209005859162e-08,2.3462383237673235e-08,2.1742318140750714e-12
4.049471710563744e-12,0.36108542949836253,76.950000000000003,0.0,0.0,0.0,0.98888261417397572,9.4999986749883369,2.4386716537508337e-05,0.00024750165399609346,0.0002460453781594093,1.2153353950613309e-06,2.0426113204329372e-11,0.00068948592023771208,0.0025523918756693588,1.096531468102095e-07,5.8975025528973619e-15,3.1205874177284231e-13,5.5679187805277359e-12,0.0073557749551382253,4.04388492574621e-08,4.1152932603035384e-16,7.9775118980779067e-17,8.0920676052289991e-17,0.0,8.324806087997321e-08,3.2507095214822325e-07,2.5551197956463405e-08,2.5553568953581245e-08,2.3709971178312411e-12
4.165519810684702e-12,0.3610854292537317,76.950000000000003,0.0,0.0,0.0,0.98856617246585776,9.4999986135329859,2.5081550081367476e-05,0.00025451303185511598,0.00025298172988061227,1.2734433525377144e-06,2.1004759883459215e-11,0.00068926751119381777,0.0026301591266510273,1.1299972631992493e-07,6.1794757620721782e-15,3.423420567408949e-13,5.9493048975994392e-12,0.0075799361114069269,4.2771549966575765e-08,4.2408907400309387e-16,8.2186343424031867e-17,8.8786815191845379e-17,0.0,8.8340579523132635e-08,3.4312786979052831e-07,2.7760112736510432e-08,2.7762691767583867e-08,2.5790310734369166e-12
4.2815679108056606e-12,0.3610854290063826,76.950000000000003,0.0,0.0,0.0,0.98824983645454367,9.4999985512983436,2.5776159969103907e-05,0.00026151992323620183,0.00025991224850283046,1.3323327258654482e-06,2.1583036286674401e-11,0.00068904915775593262,0.0027079007970280452,1.1634416499826014e-07,6.4652408533800094e-15,3.7460851707253962e-13,6.3462082329260192e-12,0.0078040260842240838,4.5168621790527314e-08,4.3664078741323392e-16,8.4594561505769847e-17,9.7178212817981607e-17,0.0,9.3581223203671214e-08,3.6162700577633521e-07,3.0089888679638628e-08,3.0092687298499671e-08,2.7986188610390332e-12
4.513664111047578e-12,0.361085428504052,76.950000000000003,0.0,0.0,0.0,0.98761748136963579,9.4999984246064653,2.7164709074934104e-05,0.00027552025829535203,0.00027375591536158209,1.4523404423115133e-06,2.2738479233251286e-11,0.0006886126378542551,0.0028633074249813824,1.2302662464516935e-07,7.0475872879673905e-15,4.4536762812732528e-13,7.187607535229788e-12,0.0082519925608606614,5.0155546572063623e-08,4.6172012850153239e-16,8.9401994563481889e-17,1.1561935179463821e-16,0.0,1.0450561035258609e-07,3.9993840617355748e-07,3.512365312741451e-08,3.5126926713162034e-08,3.2735857475180312e-12
4.722550691265304e-12,0.3610854280439378,76.950000000000003,0.0,0.0,0.0,0.98704872289356516,9.4999983081998707,2.841363911523138e-05,0.00028810524549878236,0.00028619558177159611,1.5627385504008841e-06,2.3777113967717334e-11,0.00068822000234815663,0.0030030859793287331,1.2903352904864473e-07,7.5833023878579314e-15,5.1652876909480246e-13,8.0005447558920262e-12,0.0086549191524977302,5.4863095601061118e-08,4.8426410368128169e-16,9.3718442875669264e-17,1.3422230003516956e-16,0.0,1.1484095261690745e-07,4.3589732528255644e-07,4.0096375667838728e-08,4.0100119054335268e-08,3.7433864965292389e-12
4.9314372714830295e-12,0.3610854275769454,76.950000000000003,0.0,0.0,0.0,0.9864803062822225,9.4999981896911212,2.9661845670428435e-05,0.0003006757420699016,0.00029861682459058643,1.6752456849557638e-06,2.4814552767100595e-11,0.00068782759822583433,0.0031427817721464231,1.3503351686788826e-07,8.1292517053268115e-15,5.9519588955222882e-13,8.8677988662472505e-12,0.0090576154457269499,5.9777917714682723e-08,5.0678212084792207e-16,9.8025213427137892e-17,1.5485623002664829e-16,0.0,1.256512771363728e-07,4.7323708803449356e-07,4.5505320876953174e-08,4.5509575834865857e-08,4.2549579126837232e-12
5.140323851700755e-12,0.3610854271037244,76.950000000000003,0.0,0.0,0.0,0.98591223131375971,9.4999980692213786,3.0909329175290045e-05,0.00031323176505412403,0.00031101980474538274,1.7897206693139103e-06,2.5850797037902254e-11,0.00068743542873648167,0.0032823948522972151,1.4102659605717081e-07,8.6847501695002098e-15,6.8177680204169331e-13,9.7908802975787908e-12,0.0094600815780635488,6.489953108375271e-08,5.2927420985391415e-16,1.0232233013189716e-16,1.7765041132554323e-16,0.0,1.3693474159750645e-07,5.1193867677251049e-07,5.1366810234877549e-08,5.1371620120586843e-08,4.8098857092901682e-12
5.349210431918481e-12,0.3610854266248888,76.950000000000003,0.0,0.0,0.0,0.98534449776653921,9.4999979469231182,3.2156090064299011e-05,0.0003257733314760208,0.00032340467442730812,1.9060310185438167e-06,2.688584818493648e-11,0.00068704349323672406,0.003421925269602034,1.4701277470578734e-07,9.2491548868123321e-15,7.7668017102703251e-13,1.0771296340816199e-11,0.0098623176897803776,7.0227454797508575e-08,5.5174040105846614e-16,1.0660981696696997e-16,2.0273730221590319e-16,0.0,1.4868950987703153e-07,5.5198332179282583e-07,5.7696940349935262e-08,5.770235008369186e-08,5.4097337565755523e-12
5.558097012136206e-12,0.3610854261410169,76.950000000000003,0.0,0.0,0.0,0.98477710541908181,9.4999978229206654,3.3402128771656319e-05,0.00033830045833947042,0.00033577157762848655,2.0240524044092422e-06,2.7919707611340153e-11,0.00068665179142060303,0.0035613730737638107,1.5299206091744924e-07,9.8218625447036354e-15,8.8031518172137721e-13,1.1810550920482747e-11,0.010264323920807217,7.5761208861909201e-08,5.7418072487489136e-16,1.1088769788136159e-16,2.3025252622328748e-16,0.0,1.6091375202644493e-07,5.9335249717537262e-07,6.4511585886004039e-08,6.4517641930370392e-08,6.0560443663458416e-12
5.766983592353932e-12,0.36108542565265583,76.950000000000003,0.0,0.0,0.0,0.98421005405005546,9.4999976973306719,3.464744573128151e-05,0.00035081316262772867,0.00034812065064477861,2.1436681536261698e-06,2.8952376718576777e-11,0.00068626032421052199,0.0037007383141408304,1.589644627676243e-07,1.0402306976873105e-14,9.9309124195586491e-13,1.2910144392067583e-11,0.010666100410077728,8.1500314197947506e-08,5.9659521161050573e-16,1.1515599676100133e-16,2.6033484819717988e-16,0.0,1.7360564425276652e-07,6.3602791674095146e-07,7.1826402440319609e-08,7.1833152778891397e-08,6.7503385718103165e-12
5.9758701725716576e-12,0.3610854251603206,76.950000000000003,0.0,0.0,0.0,0.98364334343829085,9.4999975702626251,3.5892041376812764e-05,0.00036331146130343849,0.00036045202254799552,2.2647687767700818e-06,2.9983856906433613e-11,0.00068586909246587076,0.0038400210400753088,1.6492998832170731e-07,1.0989956877263814e-14,1.11541771339084e-12,1.4071573357948645e-11,0.011067647296476201,8.7444292639968225e-08,6.1898389153481936e-16,1.1941473744607678e-16,2.9312615001785838e-16,0.0,1.8676336889680868e-07,6.7999153012632219e-07,7.9656829374198481e-08,7.9664323490601296e-08,7.494116402811008e-12
6.184756752789383e-12,0.3610854246644989,76.950000000000003,0.0,0.0,0.0,0.98307697336279298,9.499997441819259,3.7135916141607078e-05,0.00037579537130863407,0.00037276581562833755,2.3872515268901072e-06,3.1014149573019846e-11,0.00068547809609729473,0.0039792213011187573,1.7088864565719526e-07,1.1584313658203335e-14,1.2477036707535103e-12,1.5296330501683396e-11,0.011468964719486932,9.3592666933988346e-08,6.4134679496276246e-16,1.2366394374644475e-16,3.2877140596506986e-16,0.0,2.0038511441198666e-07,7.2522551897492887e-07,8.801809259679901e-08,8.8026381453955479e-08,8.2888571564694691e-12
6.393643333007109e-12,0.36108542416565054,76.950000000000003,0.0,0.0,0.0,0.98251094360273405,9.4999973120969834,3.8379070458740594e-05,0.00038826490956477504,0.00038506214580958509,2.5110199853075756e-06,3.2043256114768504e-11,0.00068508733453652849,0.0041183391469124713,1.7684044285751104e-07,1.218490944045841e-14,1.3903576859875954e-12,1.6585904437929199e-11,0.011870052818849871,9.9944960736020637e-08,6.6368395223150749e-16,1.2790363943183265e-16,3.6741865780488242e-16,0.0,2.1446907534477523e-07,7.7171229323520662e-07,9.6925207304145443e-08,9.693434332380893e-08,9.1360196634689091e-12
6.6025299132248345e-12,0.3610854236642103,76.950000000000003,0.0,0.0,0.0,0.98194525393744503,9.4999971811862682,3.9621504761008672e-05,0.0004007200929727916,0.00039734112303886409,2.6359836727825004e-06,3.3071177926436932e-11,0.00068469680749404151,0.0042573746269948011,1.8278538799404089e-07,1.2791305166389865e-14,1.5437876350268025e-12,1.794177957690634e-11,0.012270911734005347,1.0650069861039981e-07,6.8599539363305063e-16,1.3213384822320395e-16,4.0921898963933324e-16,0.0,2.2901345231556722e-07,8.1943448756089918e-07,1.0639298067478636e-07,1.0640301771733652e-07,1.0037042550106115e-11
6.81141649344256e-12,0.361085423160589,76.950000000000003,0.0,0.0,0.0,0.98137990414641396,9.4999970491720092,4.0863219480926216e-05,0.00041316093841311759,0.00040960285165264577,2.7620576843897233e-06,3.4097916401107481e-11,0.00068430651504542165,0.0043963277907791915,1.887234891200829e-07,1.3403088828160371e-14,1.7084005250742067e-12,1.9365436002073353e-11,0.012671541604030804,1.1325940602811218e-07,7.082811493915036e-16,1.3635459378864067e-16,4.5432650255488408e-16,0.0,2.4401645199881387e-07,8.6837495780823177e-07,1.1643601452341257e-07,1.1644700786790882e-07,1.0993344496243164e-11
7.020303073660286e-12,0.36108542265517485,76.950000000000003,0.0,0.0,0.0,0.98081489400929001,9.4999969161338651,4.2104215050727797e-05,0.00042558746274571111,0.00042184743072026039,2.889162346829234e-06,3.5123472930189464e-11,0.00068391645724475141,0.0045351986876525762,1.9465475427770984e-07,1.4019873804805545e-14,1.8846023407497143e-12,2.0858349360380404e-11,0.013071942567924313,1.2022060936512881e-07,7.3054124968885078e-16,1.4056589974132086e-16,5.0289828909966709e-16,0.0,2.5947628710267974e-07,9.1851677762608319e-07,1.2706870791334632e-07,1.270807142378356e-07,1.2006324489248376e-11
7.229189653878011e-12,0.3610854221483354,76.950000000000003,0.0,0.0,0.0,0.9802502233058874,9.4999967821465958,4.3344491902367916e-05,0.00043799968281007433,0.00043407495436623107,3.0172228968671095e-06,3.6147848903417686e-11,0.00068352663391326211,0.0046739873670291598,2.0057919150400529e-07,1.4641297301843465e-14,2.072797907519112e-12,2.2421990764209405e-11,0.013472114764759581,1.273838359007417e-07,7.5277572468835109e-16,1.4476778964954814e-16,5.550944076190687e-16,0.0,2.7539117634896573e-07,9.6984323513513737e-07,1.3830525972890412e-07,1.3831833709097813e-07,1.3077362074024848e-11
7.438076234095737e-12,0.36108542164041796,76.950000000000003,0.0,0.0,0.0,0.97968589181618226,9.499996647280339,4.4584050467521111e-05,0.00045039761542528214,0.00044628551207274178,3.1461691795975844e-06,3.717104570885266e-11,0.00068313704477513889,0.0048126938783159042,2.0649680882976003e-07,1.5267018887067722e-14,2.2733907708694687e-12,2.405782670387933e-11,0.013872058333586486,1.3474861381590286e-07,7.7498460452964492e-16,1.4896028703834302e-16,6.1107785647930565e-16,0.0,2.9175934445350394e-07,1.0223378296919508e-06,1.501596712086741e-07,1.5017387902627334e-07,1.4207817599228611e-11
7.646962814313463e-12,0.36108542113175146,76.950000000000003,0.0,0.0,0.0,0.97912189932031046,9.4999965116009211,4.5822891177582301e-05,0.00046278127739001265,0.00045847918896352275,3.2759353652432976e-06,3.8193064732884599e-11,0.00068274768964280395,0.0049513182708654045,2.1240761427514834e-07,1.5896719116297943e-14,2.486783089760064e-12,2.5767318969538711e-11,0.014271773413295333,1.4231447219156672e-07,7.9716791931253176e-16,1.531434153765127e-16,6.7101454820621353e-16,0.0,3.0857902210667329e-07,1.0759842687339075e-06,1.6264574844076979e-07,1.6266114747322956e-07,1.5399032459780563e-11
7.855849394531188e-12,0.3610854206226469,76.950000000000003,0.0,0.0,0.0,0.97855824559856797,9.4999963751700989,4.7061014463666873e-05,0.00047515068548257573,0.00047065606607032268,3.4064596833292687e-06,3.9213907360232898e-11,0.00068235856842189667,0.0050898605939746419,2.1831161584840634e-07,1.6530098243438308e-14,2.7133755430248836e-12,2.7551924581644569e-11,0.01467126014261331,1.5008094100703527e-07,8.1932569909200653e-16,1.5731719808104573e-16,7.3507328356275818e-16,0.0,3.2584844595376931e-07,1.1307664647014002e-06,1.7577710482102912e-07,1.7579375715036493e-07,1.6652329335767014e-11
8.064735974748914e-12,0.36108542011339917,76.950000000000003,0.0,0.0,0.0,0.9779949304314115,9.4999962380458296,4.8298420756610967e-05,0.00048750585646093727,0.00048281622058302326,3.5376841731767416e-06,4.0233574973945357e-11,0.00068196968100736133,0.0052283208969114503,2.242088215476679e-07,1.7166875009729487e-14,2.9535672475472571e-12,2.9413095729522656e-11,0.01507051866018071,1.5804755113830698e-07,8.414579738851468e-16,1.614816585243654e-16,8.0342572558588808e-16,0.0,3.4356585857531267e-07,1.1866685320339196e-06,1.8956716347504512e-07,1.8958513248747293e-07,1.796901242781576e-11
8.27362255496664e-12,0.36108541960428747,76.950000000000003,0.0,0.0,0.0,0.97743195359945911,9.4999961002824751,4.9535110486971629e-05,0.00049984680706274419,0.00049495972608437774,3.6695544497372213e-06,4.1252068955403002e-11,0.0006815810272352735,0.0053666992289267967,2.3009923936255117e-07,1.780678550743934e-14,3.207755687136755e-12,3.1352279717468893e-11,0.015469549104586358,1.6621383435642806e-07,8.6356477367707524e-16,1.656368200230513e-16,8.7624637360201546e-16,0.0,3.6172950846748496e-07,1.2436747842369531e-06,2.040291596448608e-07,2.040485100125498e-07,1.9350367689029387e-11
8.482509135184365e-12,0.3610854190955762,76.950000000000003,0.0,0.0,0.0,0.97686931488348983,9.4999959619310737,5.0771084085027012e-05,0.00051217355400535059,0.0005070866527703121,3.8020194838299435e-06,4.2269390684319932e-11,0.00068119260692190028,0.005504995639244864,2.3598287727383035e-07,1.8449582113448247e-14,3.4763366511149237e-12,3.3370918917664469e-11,0.015868351614339051,1.7457932332584751e-07,8.856461284197217e-16,1.697827058420024e-16,9.5371253723942525e-16,0.0,3.8033765002273127e-07,1.301769731016709e-06,2.1917614304114817e-07,2.1919694070420169e-07,2.0797663053555967e-11
