Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383)
7.715948789675496e-08,0.20909958221610309,76.950000000000003,0.0,0.0,0.0,0.97508814502743513,9.495216592045514,0.0010634139993033411,0.0098035079407894389,0.0055802974764262723,0.0038236506231691075,7.7288963028246077e-09,7.017994538401143e-09,0.00036771982917107367,5.1429049738028771e-05,8.1428278361831507e-11,0.0007726576925229647,0.00068975377701799062,0.00040813941730719663,0.0022106569226108914,7.0804917497958173e-13,3.602401108565921e-13,6.8374134810435041e-09,8.5373409814351091e-12,1.5885764776807614e-08,1.1967058630739247e-06,0.00013209019819901267,0.00013240934481106978,8.2976883174364804e-08,5.5938995012973862e-08,2.2023107991704725e-19,2.119522158678076e-06,2.6527091212492684e-09,8.8926657150528725e-10,2.641557266630199e-08,1.2974185703700352e-07,1.3318500438276585e-11,3.1930773903198743e-08,4.2252450602688061e-06,2.0197954452617242e-12,5.4226142000109024e-13,4.4410886853505771e-11,8.2359757355328411e-12,5.4599580911140393e-14,5.5170247453883154e-10,2.2412747546417744e-09,3.1767069043498584e-08,5.863369167219676e-10,2.5616409874292908e-07,6.7054629829887708e-08,2.4610833158456465e-07,1.5422326793545181e-13,1.2002544070366656e-07,1.3225090030699881e-11,2.4446194166000665e-07,1.2478975360139186e-08,5.7311926384189987e-13,1.9682359390133333e-08,2.3693571466383437e-08,1.1511284437293454e-08,8.7275618547899589e-12,2.764909939734659e-16,8.5579061593761435e-17,1.4330260362466433e-09,1.4143738744199586e-12,2.9709249188099556e-10,1.8764457425667916e-12,4.9000728758282039e-12,2.0237151897898178e-10,3.6591507673121201e-14,3.3046686428224751e-18,1.047408433857679e-13,4.9915008203897035e-10,4.6707009664998166e-16,1.3755531200869363e-13,6.4800248854185955e-15,4.1916157309665347e-16,0.00011690426736122121,1.4665464446263439e-13,1.7833609490390703e-05,1.45396953484755e-13,3.6538738891122075e-14,6.2767108562120262e-18,3.5526472500789488e-18,3.8674656577213363e-15,1.8825441994050857e-12,1.3629361491090467e-11,8.9293583812342719e-21,2.5984850028755375e-15,1.3847204126192092e-19,3.1009635725250029e-11,1.0864936172123626e-18,5.0353714796613201e-14,2.5768116733730956e-14,7.3165202638712252e-15,1.641586650383922e-17,4.0387405202255217e-15,2.1321340997255185e-19,2.9802997230271085e-19,4.2638534570008711e-19,7.3774336572125431e-17,7.1469758339751385e-11
7.842546158525827e-08,0.20909939526350646,76.950000000000003,0.0,0.0,0.0,0.97467263379383584,9.495130136281464,0.00108009374561196,0.0099357594919828995,0.0056483710926233423,0.0038703536096663959,7.8330965526520683e-09,7.0151216598723917e-09,0.00037367146815891594,5.2122432365449304e-05,8.2422862901120784e-11,0.00080751261677229863,0.00072019916572464389,0.00041475620051723559,0.0022796175966606495,7.1759531670500123e-13,3.761038338583496e-13,7.1407492416866127e-09,8.9228463706891184e-12,1.6153145376882389e-08,1.2114064392327029e-06,0.00013616579022424338,0.00013650367683725617,8.5536408378077064e-08,5.7664526532834971e-08,2.238015065020318e-19,2.1830656732637874e-06,2.732215451514093e-09,9.1597912131829737e-10,2.8460035564526961e-08,1.3445422801020045e-07,1.3814723623156779e-11,3.4530394790153301e-08,4.2955911897719614e-06,2.0931395213223217e-12,5.6195235433672194e-13,4.4885905451095555e-11,8.3528183510679344e-12,5.4639319337938783e-14,5.6094256678567747e-10,2.2797501497686009e-09,3.4350297227335946e-08,6.0967684201647887e-10,2.6984398077104697e-07,7.0217054450697109e-08,2.6152102911547643e-07,1.5886050841077482e-13,1.2759355754041817e-07,1.3532267715096729e-11,2.626940843089662e-07,1.3346843760203193e-08,5.8643274299699516e-13,2.116367969771835e-08,2.5987231086730331e-08,1.2631848026992821e-08,9.0205540965094205e-12,2.8660725475539054e-16,8.8741428235299693e-17,1.4968639269472801e-09,1.4773690917683296e-12,3.1820531644287937e-10,1.9600212984551161e-12,5.1150756717657836e-12,2.1677568436807202e-10,3.9188482466141377e-14,3.4496691706255971e-18,1.1282443500363032e-13,5.3772895892035227e-10,4.8433038069360216e-16,1.4179955097565525e-13,6.5850254366451762e-15,4.3465796912074837e-16,0.0001199865326219731,1.4912102172572352e-13,1.8904481033500827e-05,1.4781568540952916e-13,3.8301888564825184e-14,6.7234673060013804e-18,3.8055134580781071e-18,4.1364342013936428e-15,2.040569123017261e-12,1.414329240594062e-11,9.2646047406493742e-21,2.696467736850507e-15,1.4313613001510544e-19,3.3294206226862568e-11,1.1230952267088685e-18,5.3151049755248848e-14,2.7217197013469799e-14,7.7280496437847699e-15,1.7338879560196863e-17,4.2637253346976592e-15,2.2891905702557834e-19,3.0807345853972315e-19,4.5779464364836799e-19,7.7512905011560185e-17,7.8133839853599448e-11
7.969143527376158e-08,0.20909920779763888,76.950000000000003,0.0,0.0,0.0,0.9742571751219693,9.4950433645500638,0.0010967491679848471,0.010066899034992952,0.0057155643669794514,0.003916450797719676,7.9364181741095314e-09,7.0122491104101029e-09,0.00037962045377386359,5.2809968398376017e-05,8.3404546386091493e-11,0.00084324245462661274,0.00075140806875747808,0.00042137042655287891,0.0023494690358840586,7.2706096547108704e-13,3.9236459348580686e-13,7.4517393282554482e-09,9.3180417512169575e-12,1.6420422611495084e-08,1.2259174605470579e-06,0.00014029012000915607,0.00014064767449165053,8.8126504799287506e-08,5.9410668362564057e-08,2.2737055323161406e-19,2.2473124911309862e-06,2.8126006074102373e-09,9.4298847107259091e-10,3.0621499045224317e-08,1.3923988266429153e-07,1.4319690203156312e-11,3.7291343638140408e-08,4.3660187590908987e-06,2.1676231731389121e-12,5.8194923442836963e-13,4.5361491107639107e-11,8.4697976304593205e-12,5.4679178144380153e-14,5.702000974155453e-10,2.3182986600809218e-09,3.7093530210516119e-08,6.3346804308761019e-10,2.8395951893993352e-07,7.3463613027665871e-08,2.7757717175424571e-07,1.6355012382726039e-13,1.3547992051863708e-07,1.3842029606724251e-11,2.8191625394388485e-07,1.4256656899048064e-08,5.99858231448205e-13,2.2723770616589288e-08,2.8454450485612822e-08,1.3837688490463014e-08,9.3185107472673697e-12,2.9709029038806914e-16,9.1997189594508464e-17,1.5624759862433482e-09,1.542114295503442e-12,3.4051248128964052e-10,2.045918555235545e-12,5.3358707278104838e-12,2.3199589268845545e-10,4.1932254292941966e-14,3.5985760716140375e-18,1.2140645554018552e-13,5.7868989401942437e-10,5.0210045169435246e-16,1.4609454483920212e-13,6.6899834567675226e-15,4.5061233514595171e-16,0.00012307741612430651,1.5159099945644491e-13,2.001739873865762e-05,1.5023717453661198e-13,4.013321266701233e-14,7.1955339652579112e-18,4.0727053611961993e-18,4.4184022016005315e-15,2.2087251092344497e-12,1.4666354477840518e-11,9.6057228478082375e-21,2.796191358510601e-15,1.4787951666107328e-19,3.570663500176545e-11,1.1603192272978839e-18,5.605441035604508e-14,2.8721930309210802e-14,8.1553852370491169e-15,1.8297330895721495e-17,4.4972615038990907e-15,2.4550348732729896e-19,3.1828780295876019e-19,4.9096144500322881e-19,8.1376359177791336e-17,8.5308578834364812e-11
8.095740896226488e-08,0.2090990198150288,76.950000000000003,0.0,0.0,0.0,0.97384177778350445,9.4949562766347295,0.0011133802918998144,0.010196924152775488,0.0057818775162251888,0.0039619423652251691,8.0388592737545401e-09,7.0093769530925796e-09,0.00038556678641680001,5.3491645234667636e-05,8.4373332605212524e-11,0.00087984781899278896,0.00078338227298266978,0.00042798209680772089,0.0024202026949744918,7.3644594777792362e-13,4.0902330522462739e-13,7.7704024808512539e-09,9.7229341812098432e-12,1.6687596534827668e-08,1.2402389583838568e-06,0.00014446250806400535,0.00014484069324401471,9.0746744604922644e-08,6.11771320715033e-08,2.3093822085777518e-19,2.3122515781684712e-06,2.8938507501336498e-09,9.7028996563923889e-10,3.2904190848883869e-08,1.4409792407950573e-07,1.4833332048842779e-11,4.0220465963504575e-08,4.436530211971497e-06,2.2432324028704388e-12,6.0224830222801493e-13,4.5837660341534849e-11,8.58691763345855e-12,5.47191586571604e-14,5.7947546171307087e-10,2.3569219421882895e-09,4.000353217602125e-08,6.5770751286795209e-10,2.9851335280141125e-07,7.6794461785342092e-08,2.9428867737351325e-07,1.6829136799045101e-13,1.4369048441312896e-07,1.4154381262477346e-11,3.02161172153262e-07,1.5209467108703239e-08,6.1339596944829199e-13,2.4364929353889261e-08,3.1104578874305573e-08,1.5133427876046355e-08,9.6214405074936288e-12,3.0795554112424102e-16,9.5348098575621282e-17,1.6298797337804112e-09,1.6086267278944281e-12,3.6406468395916496e-10,2.1341603881589351e-12,5.5625099407115754e-12,2.4806683918734539e-10,4.4829052860836969e-14,3.7514243456620197e-18,1.3051033586291779e-13,6.2214503438024131e-10,5.2038987934580966e-16,1.504395859900735e-13,6.79489895915707e-15,4.6703328078933069e-16,0.00012617566223881678,1.5406465385862586e-13,2.1173009960424408e-05,1.526615046358219e-13,4.2034837881037786e-14,7.6939869341986015e-18,4.3548320371118233e-18,4.7136957957517379e-15,2.3874582375312428e-12,1.5198490715243799e-11,9.9526724907648198e-21,2.8976450022174456e-15,1.5270234071477182e-19,3.8251733429663436e-11,1.1981667140880113e-18,5.9065851385535437e-14,3.0283414487774914e-14,8.5988387119644831e-15,1.9291918942953902e-17,4.7395152751785967e-15,2.6299975569009179e-19,3.2867330690998685e-19,5.259518585168481e-19,8.5366804717862853e-17,9.3025230858372353e-11
8.222338265076819e-08,0.20909883131255302,76.950000000000003,0.0,0.0,0.0,0.97342645029444341,9.4948688724631598,0.0011299871429664341,0.010325832797550187,0.0058473110847193453,0.0040068287149603735,8.1404182495884948e-09,7.0065052491600169e-09,0.00039151046654143355,5.4167452211567893e-05,8.5329230136013514e-11,0.00091732895002174933,0.0008161232745376606,0.00043459121269482428,0.0024918100235352594,7.4575011682606897e-13,4.2608073322953035e-13,8.0967545095796986e-09,1.0137526585364387e-11,1.6954667201964913e-08,1.2543710349825971e-06,0.00014868227445969241,0.00014908208879170335,9.3396699695605035e-08,6.2963629049383435e-08,2.345045101430011e-19,2.377871921822653e-06,2.9759520681934931e-09,9.9787895849364661e-10,3.5312385726897178e-08,1.4902744901921374e-07,1.5355579172023207e-11,4.3324752324727755e-08,4.5071279809279041e-06,2.3199531146215521e-12,6.2284577336268211e-13,4.6314429593859926e-11,8.7041824010058875e-12,5.4759262182415349e-14,5.8876906211282171e-10,2.395621682392249e-09,4.3087208939761642e-08,6.8239213152345362e-10,3.135078871431272e-07,8.0209719272253464e-08,3.1166723366016875e-07,1.7308349771597975e-13,1.5223109003948028e-07,1.4469329865621998e-11,3.2346181265977029e-07,1.6206318019835214e-08,6.2704626773709998e-13,2.608944476770071e-08,3.3947243127478393e-08,1.6523826644599448e-08,9.929352293841352e-12,3.1921895615212108e-16,9.8795897488867962e-17,1.6990923731663615e-09,1.6769233184126331e-12,3.8891395276764916e-10,2.2247692574885323e-12,5.7950441929090846e-12,2.6502413207814723e-10,4.7885271417290207e-14,3.9082483085806187e-18,1.401602428044385e-13,6.6821005765219152e-10,5.3920817553185335e-16,1.5483396636139789e-13,6.8997719575917861e-15,4.8392936387022435e-16,0.00012928003682595316,1.5654206055803237e-13,2.23719421902137e-05,1.5508875908933503e-13,4.4008932912244636e-14,8.2199306294006725e-18,4.6525185906938883e-18,5.0226384245441798e-15,2.5772245752656405e-12,1.5739643098764153e-11,1.030541281229269e-20,3.0008176063711666e-15,1.5760474513317306e-19,4.0934394017054814e-11,1.2366388091992157e-18,6.2187418250989055e-14,3.1902742673100982e-14,9.0587203773595119e-15,2.032333908349311e-17,4.9906521376137805e-15,2.8144147339501107e-19,3.3923027915579043e-19,5.6283310588990284e-19,8.9486350961025661e-17,1.0131650797934815e-10
8.34893563392715e-08,0.2090986422874311,76.950000000000003,0.0,0.0,0.0,0.97301120091799687,9.4947811521042595,0.0011465697469212801,0.01045362328457786,0.005911865937206006,0.0040511104695936783,8.2410937861439316e-09,7.0036340580351632e-09,0.00039745149465274238,5.4837380573016206e-05,8.6272252238809923e-11,0.00095568572299715765,0.00084963228374661216,0.00044119777564549997,0.0025642824686729578,7.5497335206650334e-13,4.435374928900249e-13,8.43080834348459e-09,1.0561817842126132e-11,1.7221634668842053e-08,1.2683138619016204e-06,0.00015294873907633076,0.00015337121729802568,9.6075941862087122e-08,6.4769870611787647e-08,2.3806942185962543e-19,2.4441625343015048e-06,3.0588907814297425e-09,1.0257508130950797e-09,3.7850402929804127e-08,1.540275485800537e-07,1.588635981682998e-11,4.6611336997199462e-08,4.5778144860593277e-06,2.3977711245761079e-12,6.4373783985501269e-13,4.6791815220370009e-11,8.8215959532656335e-12,5.4799490005318861e-14,5.9808130810493833e-10,2.434399596289006e-09,4.6351606554901267e-08,7.0751867158357403e-10,3.289452952223692e-07,8.370946707379744e-08,3.2972429104329981e-07,1.7792577306148597e-13,1.6110746068303513e-07,1.4786884243932954e-11,3.4585138318479811e-07,1.7248243702916516e-08,6.4080950832828835e-13,2.789959528323564e-08,3.6992346411410225e-08,1.8013783017953954e-08,1.0242255242990567e-11,3.3089699778227086e-16,1.0234231755449717e-16,1.7701307968055592e-09,1.7470206885143946e-12,4.1511364613021387e-10,2.3177672148452716e-12,6.0335233698325509e-12,2.8290429213334751e-10,5.1107466666626408e-14,4.0690816037842501e-18,1.5038108503044787e-13,7.170042005878115e-10,5.5856479161804973e-16,1.5927697768754687e-13,7.004602466241827e-15,5.0130908796637666e-16,0.00013238932782775532,1.5902329457183047e-13,2.3614802684737377e-05,1.5751902085109165e-13,4.6057708286001411e-14,8.774497771174749e-18,4.9664061468547553e-18,5.3455505657940841e-15,2.778490099173705e-12,1.6289752647886544e-11,1.0663902353713591e-20,3.105697926129125e-15,1.6258687637620782e-19,4.3759588969375978e-11,1.2757366622411503e-18,6.5421146419603354e-14,3.3581002935087763e-14,9.5353390940315188e-15,2.1392283449748057e-17,5.2508367761516144e-15,3.0086279834329192e-19,3.4995903600212418e-19,6.0167350207467171e-19,9.3737111010903592e-17,1.1021662379732246e-10
8.47553300277748e-08,0.20909845273721833,76.950000000000003,0.0,0.0,0.0,0.97259603766760683,9.4946931157650329,0.001163128129623223,0.010580294285778667,0.0059755432514515868,0.0040947884666120886,8.3408848494461122e-09,7.0007634373450382e-09,0.00040338987130543626,5.550142343612193e-05,8.720241674868406e-11,0.00099491765636275831,0.00088391023016584473,0.00044780178710812011,0.0026376114775399071,7.6411555873906546e-13,4.6139405346369525e-13,8.7725740808127848e-09,1.0995802872478812e-11,1.7488498992194437e-08,1.2820676784378777e-06,0.00015726122184687272,0.00015770743562527794,9.8784042938576059e-08,6.6595568103519699e-08,2.4163295678918788e-19,2.5111124557178049e-06,3.142653144954603e-09,1.0539009042388766e-09,4.05226036700257e-08,1.5909730881351817e-07,1.6425600548267444e-11,5.0087496564009186e-08,4.6485921339034343e-06,2.476672170686036e-12,6.6492067272446717e-13,4.7269833483747555e-11,8.9391622877223033e-12,5.4839843389707498e-14,6.0741261613787755e-10,2.4732574283603602e-09,4.9803909832924794e-08,7.3308380292542245e-10,3.4482752219987453e-07,8.7293750542165415e-08,3.4847105608046931e-07,1.828174575527719e-13,1.7032519875735314e-07,1.5107054886319172e-11,3.6936330743436421e-07,1.8336267837370252e-08,6.5468614523052375e-13,2.9797646857913939e-08,4.0250066505569264e-08,1.9608332173759008e-08,1.0560158715398421e-11,3.4300664516754921e-16,1.0598907843677351e-16,1.8430115909813554e-09,1.8189351566691228e-12,4.4271845063604189e-10,2.4131759098785153e-12,6.2779963778852981e-12,3.0174475142017921e-10,5.4502358533682609e-14,4.2339572144194708e-18,1.6119851823280708e-13,7.6865028430376462e-10,5.7846911590667785e-16,1.6376791175784511e-13,7.109390499655495e-15,5.1918090011728451e-16,0.00013550234581469902,1.6150843027900688e-13,2.4902178131734955e-05,1.5995237240746063e-13,4.8183416131467747e-14,9.3588493443505061e-18,5.2971518283547417e-18,5.6827494769392516e-15,2.9917306108059242e-12,1.6848759485363084e-11,1.1028099097156376e-20,3.2122745456832265e-15,1.6764888446685484e-19,4.6732368729696253e-11,1.3154614507848503e-18,6.8769060889993983e-14,3.5319277995728273e-14,1.0029002191110456e-14,2.2499440737722206e-17,5.5202330283718294e-15,3.212984249783075e-19,3.6085990142803366e-19,6.4254243511902629e-19,9.8121201839265178e-17,1.1976133885115054e-10
8.602130371627811e-08,0.20909826265979983,76.950000000000003,0.0,0.0,0.0,0.97218096831010936,9.4946047637874358,0.0011796623170487893,0.010705844823203381,0.0060383445107748636,0.0041378637531760644,8.4397906818584627e-09,6.9978934429436597e-09,0.00040932559710243796,5.6159575756865689e-05,8.8119745965913901e-11,0.0010350239198739419,0.00091895776774950501,0.00045440324854696359,0.0027117884998247715,7.7317666740024303e-13,4.7965074077195219e-13,9.1220590405121378e-09,1.1439472730119636e-11,1.7755260229508288e-08,1.2956327900230724e-06,0.00016161904299569405,0.0001620901015623617,1.0152057495288364e-07,6.8440432999831618e-08,2.4519511572181205e-19,2.5787107571686442e-06,3.2272254530139484e-09,1.0823246193801941e-09,4.3333388562698995e-08,1.6423581132078389e-07,1.6973226338296109e-11,5.3760648425659342e-08,4.7194633163265852e-06,2.5566419219432722e-12,6.863904244765933e-13,4.7748500546100107e-11,9.0568853773381584e-12,5.4880323577731543e-14,6.1676340951850327e-10,2.5121969515538707e-09,5.3451440784385816e-08,7.590840976167663e-10,3.6115628875813697e-07,9.0962579541867464e-08,3.6791848529800153e-07,1.8775781840399733e-13,1.7988978269001785e-07,1.5429853957920907e-11,3.9403120722721132e-07,1.9471402909280719e-08,6.6867670510243528e-13,3.1785850997532513e-08,4.3730853824528968e-08,2.1312645290135409e-08,1.0883072298994709e-11,3.5556539755173914e-16,1.0973788780759757e-16,1.9177510411717001e-09,1.8926827436175345e-12,4.7178437789485529e-10,2.5110165972421398e-12,6.5285111630720231e-12,3.2158385119048447e-10,5.8076829776465919e-14,4.4029074759276476e-18,1.7263894964158781e-13,8.232747362747e-10,5.9893047125347796e-16,1.6830606066503024e-13,7.2141360727454853e-15,5.3755318867304558e-16,0.00013861792448821082,1.639975413917647e-13,2.6234634352418138e-05,1.623888957391683e-13,5.0388349951778549e-14,9.9741745328291428e-18,5.6454287187585099e-18,6.0345489463944903e-15,3.2174316460978689e-12,1.7416602899439921e-11,1.1397960506345377e-20,3.3205358901236982e-15,1.7279092305036159e-19,4.9857860487213518e-11,1.3558143808276174e-18,7.2233175695661534e-14,3.7118644952381088e-14,1.0540015387302317e-14,2.3645496030731434e-17,5.7990038438475893e-15,3.4278357400035002e-19,3.7193320721331383e-19,6.8551034559605194e-19,1.0264074438137835e-16,1.2998800629242658e-10
8.728727740478142e-08,0.20909807205338302,76.950000000000003,0.0,0.0,0.0,0.97176600036902872,9.4945160966451603,0.001196172335287586,0.010830274262369552,0.0061002714964828999,0.004180337580910287,8.5378107968212832e-09,6.9950241289357293e-09,0.00041525867269338477,5.6811834295090372e-05,8.9024266545037707e-11,0.001076003342859379,0.00095477528012582395,0.00046100216144109477,0.0027868049901905523,7.8215663344118998e-13,4.983077399532286e-13,9.4792678148655351e-09,1.1892814692863582e-11,1.8021918438972278e-08,1.3090095665989635e-06,0.00016602152327204131,0.00016651857404691181,1.0428511027334196e-07,7.0304177005470985e-08,2.4875589945559975e-19,2.6469465437484722e-06,3.3125940427653569e-09,1.1110173599282847e-09,4.6287195048163434e-08,1.6944213382240925e-07,1.7529160649527019e-11,5.7638349231617366e-08,4.7904304094510793e-06,2.6376659872600883e-12,7.0814323148715627e-13,4.8227832461709774e-11,9.1747691687722622e-12,5.4920931789531731e-14,6.2613411830974507e-10,2.5512199668532266e-09,5.7301656982294383e-08,7.8551603462253061e-10,3.7793309488921878e-07,9.471592920944313e-08,3.8807727948023941e-07,1.9274612673173633e-13,1.8980656403329944e-07,1.5755295313666714e-11,4.1988888478481908e-07,2.0654649438181207e-08,6.8278178784081464e-13,3.3866442825541328e-08,4.7445429147687957e-08,2.3132028443824228e-08,1.1211005812821341e-11,3.6859127704364659e-16,1.1359044093936761e-16,1.9943651375829558e-09,1.9682791778453495e-12,5.0236876017365907e-10,2.61131014385647e-12,6.7851147302284534e-12,3.4246083893766636e-10,6.18379254501434e-14,4.5759640890136694e-18,1.847295418516675e-13,8.8100760903790534e-10,6.1995811284404153e-16,1.7289071704836247e-13,7.3188392007754564e-15,5.5643428128684135e-16,0.00014173492113948765,1.6649070092790965e-13,2.761271604000924e-05,1.6482867228449811e-13,5.2674844381335655e-14,1.0621690628302412e-17,6.0119258107696284e-18,6.4012590539185991e-15,3.4560883792698332e-12,1.7993221404047139e-11,1.1773443566007718e-20,3.4304702369145235e-15,1.7801314945257516e-19,5.3141266658759988e-11,1.3967966872509171e-18,7.5815493440078952e-14,3.8980175018002439e-14,1.1068682716961845e-14,2.4831130633942704e-17,6.0873112460750033e-15,3.653539818963323e-19,3.83179293064252e-19,7.3064870566348941e-19,1.0729786363292513e-16,1.4093561779825155e-10
8.855325109328473e-08,0.2090978809164918,76.950000000000003,0.0,0.0,0.0,0.97135114112799492,9.494427114940418,0.0012126582105377846,0.010953582305474392,0.0061613262802254019,0.0042222114006390029,8.6349449734930303e-09,6.9921555477011764e-09,0.00042118909877314942,5.7458197578843664e-05,8.9916009382737931e-11,0.0011178544225788625,0.00099136288597444786,0.00046759852728327477,0.0028626524106592161,7.910554365968092e-13,5.1736509826866023e-13,9.8442023231651123e-09,1.2355812355123099e-11,1.8288473679430554e-08,1.3221984409745454e-06,0.00017046798417825755,0.0001709922133818684,1.0707722175243118e-07,7.218651215151147e-08,2.5231530879604415e-19,2.7158089574932706e-06,3.3987452979697086e-09,1.1399745425103975e-09,4.9388494799575945e-08,1.7471535070437935e-07,1.8093325516595272e-11,6.1728293236640755e-08,4.8614957726194982e-06,2.719729923980832e-12,7.3017521628731539e-13,4.8707845170034661e-11,9.2928175806612853e-12,5.4961669222941535e-14,6.3552517922606233e-10,2.5903283028397586e-09,6.136214985111578e-08,8.1237600437914328e-10,3.9515922383756951e-07,9.8553740725966641e-08,4.0895787840205023e-07,1.9778165776274215e-13,2.0008076479683832e-07,1.6083394510282261e-11,4.4697030520200299e-07,2.1886995233353346e-08,6.9700206710171696e-13,3.6041639207258877e-08,5.1404781064723411e-08,2.5071921365745782e-08,1.1543969310614506e-11,3.8210283091460885e-16,1.1754842032667176e-16,2.0728695808874671e-09,2.0457399012581507e-12,5.345302448446632e-10,2.7140770364371016e-12,7.0478531628125518e-12,3.6441586463499012e-10,6.5792852224933925e-14,4.753158132993379e-18,1.9749821596109768e-13,9.4198259559465308e-10,6.4156122612760093e-16,1.7752117433129683e-13,7.423499899346865e-15,5.7583244304905102e-16,0.00014485221706532475,1.6898798118423863e-13,2.9036946533693816e-05,1.6727178290376494e-13,5.5045274930893502e-14,1.1302642913580612e-17,6.3973479401936748e-18,6.7831859401275482e-15,3.708205521251782e-12,1.8578552797070947e-11,1.2154504819980402e-20,3.5420657270032294e-15,1.8331572473736308e-19,5.6587863346479388e-11,1.4384096342711378e-18,7.9518004863012219e-14,4.0904933278145908e-14,1.1615306460939438e-14,2.6057021919609741e-17,6.3853162969403991e-15,3.8904589030616241e-19,3.945985067374129e-19,7.7802999779650986e-19,1.1209468874845189e-16,1.5264484968010568e-10
8.981922478178803e-08,0.20909768924795924,76.950000000000003,0.0,0.0,0.0,0.97093639763427231,9.4943378194006893,0.0012291199691016772,0.011075768984496019,0.0062215112162798264,0.004263486857074378,8.7311932513034052e-09,6.9892877499205324e-09,0.00042711687608038376,5.8098665868133715e-05,9.0795009504724821e-11,0.0011605753326638158,0.001028720444495475,0.00047419234757890627,0.0029393222329423285,7.9987308044676124e-13,5.3682272795537334e-13,1.0216861866332332e-08,1.2828445721312991e-11,1.8554926010337113e-08,1.3351999071677686e-06,0.00017495774819271096,0.00017551038144643567,1.0989648286707123e-07,7.4087150889934738e-08,2.5587334455545981e-19,2.7852871802537024e-06,3.4856656525936743e-09,1.1691916002045118e-09,5.2641791119059387e-08,1.8005453354185053e-07,1.8665641625277983e-11,6.6038310584819484e-08,4.9326617473962289e-06,2.8028192460461461e-12,7.5248248975549874e-13,4.9188554488962395e-11,9.4110345019621378e-12,5.5002537053214401e-14,6.4493703552693305e-10,2.6295238152460399e-09,6.5640642884361501e-08,8.3966031324085053e-10,4.1283574618385423e-07,1.024759221009785e-07,4.3057045599822603e-07,2.0286369103529038e-13,2.1071747499919116e-07,1.6414168816746893e-11,4.7530957911572317e-07,2.3169414679997187e-08,7.1133829075427918e-13,3.8313636930680036e-08,5.5620163145128805e-08,2.7137896058099606e-08,1.188197308432848e-11,3.9611913341847886e-16,1.2161349533637488e-16,2.1532797881508546e-09,2.1250800750435624e-12,5.6832878766714794e-10,2.8193373892722285e-12,7.3167716432177873e-12,3.8748997617078427e-10,6.994897756069899e-14,4.9345200794930825e-18,2.1097365402007533e-13,1.0063370415018574e-09,6.6374892490583948e-16,1.8219672695363895e-13,7.5281181843861424e-15,5.9575587476086154e-16,0.00014796871794172121,1.7148945371094157e-13,3.0507827627255341e-05,1.6971830784506543e-13,5.7502057721122969e-14,1.2018304521011777e-17,6.802415705802838e-18,7.1806315852651407e-15,3.9742972128313276e-12,1.917253421681556e-11,1.2541100408090324e-20,3.6553103755855673e-15,1.8869881376310686e-19,6.0202998774783963e-11,1.4806545158830724e-18,8.3342688437655079e-14,4.2893978464518546e-14,1.2180187082142217e-14,2.7323843182870932e-17,6.6931790636917687e-15,4.1389603524719141e-19,4.0619120416142657e-19,8.2772769323661566e-19,1.1703335314133079e-16,1.6515810914596609e-10
