Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271)
1.2762877209270056e-12,0.29485977698989235,76.950000000000003,0.0,0.0,0.0,0.99999913693223585,9.4999999988903223,4.6586366602969557e-08,3.6260526940900371e-07,3.6221970348516899e-07,7.4762171306814526e-10,1.51563274691685e-13,3.8163921808808688e-08,2.2994628363420564e-08,3.6190423267863539e-10,1.225386727495649e-17,1.6254607805870472e-18,2.4141840442694561e-18,2.9386722357324834e-08,1.4748603841742954e-12,3.9387188113052746e-18,8.9334948149318252e-21,5.6807295848629123e-26
1.2870517931586948e-12,0.294859776989832,76.950000000000003,0.0,0.0,0.0,0.99999912965786475,9.4999999988724255,4.6979270480608612e-08,3.6566122147154222e-07,3.6526830459778231e-07,7.6024499564366085e-10,1.5285492172933063e-13,3.825679752466283e-08,2.3287044102445584e-08,3.6717527379401049e-10,1.2460782036700806e-17,1.6673576148205227e-18,2.4746413274967892e-18,2.9760424437189269e-08,1.4998357818044741e-12,3.9960862123070103e-18,9.0642072843683659e-21,5.8725649443373565e-26
1.297815865390384e-12,0.2948597769897712,76.950000000000003,0.0,0.0,0.0,0.99999912238352673,9.4999999988544008,4.7372174350115349e-08,3.6871714763718213e-07,3.6831680066955174e-07,7.7297327452377897e-10,1.5412462064296526e-13,3.8348035284894656e-08,2.3580164259829454e-08,3.7247218921797403e-10,1.2669417396720222e-17,1.709975329986988e-18,2.5360826555742474e-18,3.0135026751429735e-08,1.5250207819018641e-12,4.0537352276617229e-18,9.1955654800468212e-21,6.0691814201142161e-26
1.3085799376220732e-12,0.29485977698971,76.950000000000003,0.0,0.0,0.0,0.99999911510922135,9.4999999988362429,4.7765078211489777e-08,3.7177304810484954e-07,3.7136519171735823e-07,7.8580653282807597e-10,1.5538655357435295e-13,3.8437663932424302e-08,2.3873976431354547e-08,3.7779476584229214e-10,1.2879761351649161e-17,1.7533203097079138e-18,2.5985155050600888e-18,3.0510513447680452e-08,1.5504153826943576e-12,4.1116635792134258e-18,9.3275640838189922e-21,6.2706564824930303e-26
1.3193440098537624e-12,0.2948597769896483,76.950000000000003,0.0,0.0,0.0,0.99999910783494805,9.4999999988179535,4.8157982064731893e-08,3.748289230430588e-07,3.7441347775807976e-07,7.9874475367852154e-10,1.5668373907845035e-13,3.8525711852246337e-08,2.416846840973918e-08,3.8314279213442304e-10,1.3091835528305454e-17,1.7973989428004934e-18,2.6619473454649185e-18,3.0886868925256223e-08,1.5760195824229279e-12,4.1698688791863662e-18,9.460197816858003e-21,6.4770681242306158e-26
1.3301080820854516e-12,0.2948597769895862,76.950000000000003,0.0,0.0,0.0,0.99999910056070596,9.499999998799538,4.8550885909841733e-08,3.7788477269636833e-07,3.7746165880859139e-07,8.1178792020028947e-10,1.5798110344758568e-13,3.8612206841885404e-08,2.4463628240349652e-08,3.8851605860963558e-10,1.3305646973014674e-17,1.8422176249100119e-18,2.7263856372341991e-18,3.1264077906351355e-08,1.6018333793454558e-12,4.2283488248265289e-18,9.5934614514407559e-21,6.6884950237305809e-26
1.3408721543171408e-12,0.29485977698952376,76.950000000000003,0.0,0.0,0.0,0.99999909328649506,9.4999999987809911,4.8943789746819295e-08,3.8094059732802665e-07,3.8050973488576586e-07,8.2493601552076477e-10,1.5922350817263826e-13,3.8697176309674798e-08,2.475944413592831e-08,3.9391435715829356e-10,1.3521157374837857e-17,1.887782756317536e-18,2.7918378347759507e-18,3.1642125327063776e-08,1.6278567717312002e-12,4.2871012986167317e-18,9.7273497941598625e-21,6.9050163244630914e-26
1.35163622654883e-12,0.2948597769894607,76.950000000000003,0.0,0.0,0.0,0.99999908601231435,9.4999999987623145,4.9336693575664587e-08,3.8399639707462731e-07,3.835577060064731e-07,8.3818902277035656e-10,1.6048053611428087e-13,3.8780647120081285e-08,2.5055904543113309e-08,3.9933748160412844e-10,1.3738365915875162e-17,1.9341007438574082e-18,2.8583113839768994e-18,3.2020996422405998e-08,1.6540897578655449e-12,4.346124049746662e-18,9.8618576998540791e-21,7.1267118268682096e-26
1.3624002987805192e-12,0.2948597769893973,76.950000000000003,0.0,0.0,0.0,0.99999907873816363,9.4999999987435082,4.9729597396377634e-08,3.8705217208897203e-07,3.8660557218758018e-07,8.5154692508191774e-10,1.618039887020527e-13,3.8862645699025915e-08,2.5352998097144288e-08,4.0478522734410819e-10,1.395733933965576e-17,1.9811779997366859e-18,2.9258137237984262e-18,3.2400676668419814e-08,1.6805323360468974e-12,4.405414594418128e-18,9.9969800626223567e-21,7.3536618697221649e-26
1.3731643710122084e-12,0.29485977698933347,76.950000000000003,0.0,0.0,0.0,0.9999990714640421,9.4999999987245722,5.0122501208958444e-08,3.9010792269411832e-07,3.8965333344595228e-07,8.6500970559086703e-10,1.630738992678625e-13,3.8943198055834966e-08,2.565071361242208e-08,4.1025739128754317e-10,1.417801610660565e-17,2.0290209413796193e-18,2.9943522866149996e-18,3.2781151770111807e-08,1.7071845045860567e-12,4.4649709699620079e-18,1.0132711814305443e-20,7.5859473140562466e-26
1.3839284432438976e-12,0.29485977698926913,76.950000000000003,0.0,0.0,0.0,0.99999906418994933,9.4999999987055066,5.0515405013407029e-08,3.9316364909797652e-07,3.9270098979845074e-07,8.7857734743554743e-10,1.642836252397906e-13,3.9022329700356877e-08,2.5949040118153475e-08,4.1575377216691591e-10,1.4400365675625456e-17,2.0776359925318366e-18,3.0639344969248685e-18,3.3162407707006652e-08,1.7340462618090238e-12,4.5247910984702972e-18,1.0269047932240534e-20,7.8236496531881613e-26
1.3946925154755868e-12,0.29485977698920446,76.950000000000003,0.0,0.0,0.0,0.99999905691588475,9.4999999986863113,5.090830880972339e-08,3.9621935132777826e-07,3.9574854126193518e-07,8.9224983375680563e-10,1.6560558509027875e-13,3.9100065702066617e-08,2.6247966832932787e-08,4.2127417033244063e-10,1.4624487673557306e-17,2.1270295825744168e-18,3.1345677720877427e-18,3.3544430700662885e-08,1.7611176060553534e-12,4.5848724027206681e-18,1.0405983434133966e-20,8.0668509441295791e-26
1.405456587707276e-12,0.29485977698913934,76.950000000000003,0.0,0.0,0.0,0.99999904964184816,9.4999999986669899,5.1301212597907553e-08,3.9927502963405073e-07,3.9879598785326181e-07,9.0602714769848849e-10,1.6698713624749855e-13,3.917643065583374e-08,2.6547483179463625e-08,4.2681838789918938e-10,1.485038714648871e-17,2.1772081471038686e-18,3.2062595218591074e-18,3.3927207233487034e-08,1.7883985356790409e-12,4.6452127208868349e-18,1.054351338173569e-20,8.3156338647069703e-26
1.4162206599389652e-12,0.2948597769890738,76.950000000000003,0.0,0.0,0.0,0.99999904236783865,9.4999999986475387,5.1694116377959525e-08,4.0233068446588281e-07,4.0184332958928427e-07,9.1990927240716376e-10,1.6817553807385642e-13,3.9251448747375659e-08,2.6847578756410058e-08,4.3238622851963772e-10,1.5077901317862387e-17,2.2281781271776786e-18,3.2790171494856169e-18,3.431072401275985e-08,1.8158890490466595e-12,4.7058105740354953e-18,1.0681632875163294e-20,8.5700816377590098e-26
1.4279494769547908e-12,0.2948597769890018,76.950000000000003,0.0,0.0,0.0,0.99999903444191673,9.4999999986261994,5.2122234690639898e-08,4.0566017976997027e-07,4.0516367416786546e-07,9.3515490433362666e-10,1.6955050454518099e-13,3.9331684926297029e-08,2.717521827161793e-08,4.3847976010839689e-10,1.5327769611767367e-17,2.2846249127044953e-18,3.3595179060865316e-18,3.4729441452816982e-08,1.8460820374734992e-12,4.7721297655911262e-18,1.083279699505812e-20,8.8538821167203043e-26
1.4396782939706165e-12,0.29485977698892923,76.950000000000003,0.0,0.0,0.0,0.9999990265160259,9.4999999986047037,5.2550352993665068e-08,4.0898964728052228e-07,4.0848389429505324e-07,9.5052493477542719e-10,1.7109965870424506e-13,3.941038034860919e-08,2.7503520403180703e-08,4.4460085816820212e-10,1.5579776785068068e-17,2.3420273373187811e-18,3.4413025042463149e-18,3.5149005705130058e-08,1.8765238576701853e-12,4.83874857252385e-18,1.0984649074767221e-20,9.1446171239908102e-26
1.4514071109864422e-12,0.2948597769888563,76.950000000000003,0.0,0.0,0.0,0.9999990185901656,9.4999999985830605,5.2978471287035042e-08,4.1231908766651747e-07,4.1180398999264023e-07,9.6601934194035199e-10,1.7240149475800688e-13,3.9487564597436699e-08,2.7832472428547613e-08,4.5074927522614926e-10,1.5833729175440806e-17,2.4003937574368139e-18,3.5243804936783636e-18,3.5569400510509299e-08,1.9072145075776898e-12,4.9056651288402353e-18,1.1137182938566176e-20,9.4423966802112956e-26
1.4631359280022678e-12,0.29485977698878285,76.950000000000003,0.0,0.0,0.0,0.99999901066433539,9.4999999985612629,5.3406589570749819e-08,4.1564850090974383e-07,4.1512396128241523e-07,9.8163810403971597e-10,1.7371949443492107e-13,3.9563266692273464e-08,2.8162061867563514e-08,4.5692476601280117e-10,1.6089690148076366e-17,2.459732537563135e-18,3.6087614146696977e-18,3.5990609919542163e-08,1.9381539851558057e-12,4.9728764479663902e-18,1.1290392465713295e-20,9.7473316111594271e-26
1.4736918633165109e-12,0.29485977698871624,76.950000000000003,0.0,0.0,0.0,0.99999900353111326,9.4999999985415187,5.3791896017837954e-08,4.1864494972137122e-07,4.1811182909253882e-07,9.9580129539277482e-10,1.7502066695202949e-13,3.9630154872397555e-08,2.8459227229243677e-08,4.6250565481511161e-10,1.6321860474238247e-17,2.5139757273111225e-18,3.6858261275452919e-18,3.6370381937929661e-08,1.9662122609628355e-12,5.0336161227121392e-18,1.1428853717722986e-20,1.0027983144827486e-25
1.484247798630754e-12,0.29485977698864924,76.950000000000003,0.0,0.0,0.0,0.99999899639791445,9.4999999985216501,5.4177202457105407e-08,4.2164137697191485e-07,4.2109959616585932e-07,1.0100651807184761e-09,1.7628297304861112e-13,3.9695885942045242e-08,2.8756890216596071e-08,4.6810810073789749e-10,1.6555695679360383e-17,2.5690194197516993e-18,3.763960876840695e-18,3.6750789913362382e-08,1.9944720840831654e-12,5.094590385550512e-18,1.156785295875412e-20,1.031460289390602e-25
1.494803733944997e-12,0.2948597769885819,76.950000000000003,0.0,0.0,0.0,0.99999898926473874,9.4999999985016625,5.4562508888552185e-08,4.2463778290653211e-07,4.2408726251825256e-07,1.0244297441409456e-09,1.7743551518138465e-13,3.9760479917610304e-08,2.9055042221348573e-08,4.7373192952145016e-10,1.6791098547273425e-17,2.6248697295697466e-18,3.8431725983928497e-18,3.7131822844624211e-08,2.0229334530669079e-12,5.1557977092500525e-18,1.1707385840126368e-20,1.0607273336018002e-25
1.5053596692592401e-12,0.294859776988514,76.950000000000003,0.0,0.0,0.0,0.99999898213158578,9.4999999984815506,5.4947815312178315e-08,4.2763416747571419e-07,4.2707482816559236e-07,1.0388949697866326e-09,1.7870065219596567e-13,3.9823956469976561e-08,2.9353674783819482e-08,4.7937696831600368e-10,1.7028160871201262e-17,2.681532776815554e-18,3.9234682220578847e-18,3.7513469920394948e-08,2.0515963664760974e-12,5.2172357989861977e-18,1.1847448048342355e-20,1.0906077481351515e-25
1.5159156045734832e-12,0.2948597769884458,76.950000000000003,0.0,0.0,0.0,0.99999897499845491,9.4999999984613162,5.5333121727983782e-08,4.3063053081315719e-07,4.300622931237498e-07,1.053460841784447e-09,1.8011614034143743e-13,3.9886334928255391e-08,2.9652779591310127e-08,4.8504304566915492e-10,1.7267007203379155e-17,2.7390146868679725e-18,4.004854671877427e-18,3.7895720517196042e-08,2.0804608228842007e-12,5.2789023300700388e-18,1.1988035304776999e-20,1.1211098868809339e-25
1.5264715398877262e-12,0.29485977698837723,76.950000000000003,0.0,0.0,0.0,0.99999896786534603,9.4999999984409627,5.5718428135968601e-08,4.3362687345499374e-07,4.3304965740859329e-07,1.0681273442661148e-09,1.8131591498314187e-13,3.9947634288959662e-08,2.9952348474159496e-08,4.9072999151309995e-10,1.7507455662825359e-17,2.7973215904685554e-18,4.0873388663326626e-18,3.8278564194348442e-08,2.1095268208758269e-12,5.3407962480841589e-18,1.2129143365361101e-20,1.1522421568505478e-25
1.5370274752019693e-12,0.29485977698830823,76.950000000000003,0.0,0.0,0.0,0.99999896073225858,9.4999999984204866,5.6103734536132798e-08,4.3662319539219674e-07,4.3603692103598909e-07,1.082894461365766e-09,1.824776945764012e-13,4.0007873218281594e-08,3.0252373404764628e-08,4.964376371566041e-10,1.7749414890621178e-17,2.8564596236917825e-18,4.1709277182398535e-18,3.8661990692720798e-08,2.1387943590474391e-12,5.4029159668171937e-18,1.2270768020374047e-20,1.1840130179014923e-25
1.5475834105162124e-12,0.2948597769882387,76.950000000000003,0.0,0.0,0.0,0.999998953599192,9.4999999983998897,5.648904092847636e-08,4.3961949662943409e-07,4.3902408402180042e-07,1.0977621772199956e-09,1.8376398199314309e-13,4.006707002312926e-08,3.0552846510036726e-08,5.0216581542898735e-10,1.7993124511926672e-17,2.9164349285797553e-18,4.2556281341357837e-18,3.904598995064799e-08,2.1682634360080887e-12,5.465258738134483e-18,1.2412905098040489e-20,1.2164309889775251e-25
1.5581393458304555e-12,0.29485977698816884,76.950000000000003,0.0,0.0,0.0,0.99999894646614629,9.4999999983791721,5.6874347312999299e-08,4.4261577744881916e-07,4.4201114638188814e-07,1.1127304759681236e-09,1.8505853083502635e-13,4.0125242706666559e-08,3.0853760047515494e-08,5.0791436046355288e-10,1.8238525124809399e-17,2.9772536523553351e-18,4.3414470152155661e-18,3.9430552073405808e-08,2.1979340503774032e-12,5.5278230256132616e-18,1.2555550459127973e-20,1.2495046402645963e-25
1.5686952811446985e-12,0.2948597769880986,76.950000000000003,0.0,0.0,0.0,0.99999893933312101,9.4999999983583336,5.7259653689701623e-08,4.4561203810778485e-07,4.4499810813211109e-07,1.1277993417515307e-09,1.8626870188494298e-13,4.0182409022073973e-08,3.1155106382248834e-08,5.1368310746656098e-10,1.848549125221299e-17,3.038921946505888e-18,4.4283912584734704e-18,3.9815667303663535e-08,2.2278062007839247e-12,5.5906075261007414e-18,1.2698699991179917e-20,1.2832425841099553e-25
1.5792512164589416e-12,0.2948597769880279,76.950000000000003,0.0,0.0,0.0,0.99999893220011549,9.4999999983373744,5.7644960058583358e-08,4.4860827866913612e-07,4.4798496928832556e-07,1.1429687587140908e-09,1.874950486305562e-13,4.0238586391591015e-08,3.1456878021609461e-08,5.1947189307973457e-10,1.8734099035765257e-17,3.1014459682706114e-18,4.5164677550234067e-18,4.0201326065979011e-08,2.2578798858682473e-12,5.6536101336336415e-18,1.284234961756011e-20,1.3176534897239297e-25
1.5898071517731847e-12,0.2948597769879569,76.950000000000003,0.0,0.0,0.0,0.99999892506712973,9.4999999983162944,5.803026641964449e-08,4.5160449924961437e-07,4.5097172986638505e-07,1.1582387110021609e-09,1.8878287449408901e-13,4.0293791937070617e-08,3.1759067602154642e-08,5.252805552583174e-10,1.898442367799376e-17,3.1648318801885353e-18,4.6056833906515992e-18,4.0587518950005609e-08,2.2881551042818057e-12,5.7168287937496162e-18,1.2986495294411552e-20,1.3527460786860003e-25
1.6003630870874277e-12,0.2948597769878854,76.950000000000003,0.0,0.0,0.0,0.99999891793416329,9.4999999982950936,5.8415572772885034e-08,4.5460070009449834e-07,4.5395838988214077e-07,1.1736091827648428e-09,1.9004758543432014e-13,4.034804247249373e-08,3.2061667892845415e-08,5.311089333178347e-10,1.923638945059931e-17,3.2290858503370979e-18,4.6960450457630336e-18,4.097423671460633e-08,2.3186318546872012e-12,5.7802620770746209e-18,1.3131133011824178e-20,1.3885291272486793e-25
1.6109190224016708e-12,0.29485977698781346,76.950000000000003,0.0,0.0,0.0,0.99999891080121583,9.499999998273772,5.8800879118304995e-08,4.5759688137850417e-07,4.5694494935144167e-07,1.1890801581531823e-09,1.9127412102725353e-13,4.0401354580832627e-08,3.236467176199069e-08,5.3695686760252038e-10,1.9489951609336286e-17,3.2942140510086866e-18,4.7875595966897386e-18,4.1361470245608922e-08,2.3493101357556186e-12,5.8439084093897946e-18,1.3276258785558974e-20,1.4250114532603168e-25
1.6214749577159139e-12,0.29485977698774124,76.950000000000003,0.0,0.0,0.0,0.99999890366828703,9.4999999982523331,5.9186185455904381e-08,4.6059304319232894e-07,4.5993140829013376e-07,1.2046516213213811e-09,1.9252975165717787e-13,4.0453744469769598e-08,3.266807223929698e-08,5.4282420014522964e-10,1.9745176828782901e-17,3.3602226614747824e-18,4.8802339130531901e-18,4.174921063510437e-08,2.3801899461722998e-12,5.9077657895878017e-18,1.3421868673515716e-20,1.4622019434068958e-25
1.632030893030157e-12,0.2948597769876685,76.950000000000003,0.0,0.0,0.0,0.99999889653537655,9.4999999982307717,5.9571491785683197e-08,4.6358918568816381e-07,4.6291776671406059e-07,1.2203235564258592e-09,1.9381912779700368e-13,4.0505228099036493e-08,3.2971862461104627e-08,5.4871077410417415e-10,2.0002111178842719e-17,3.427117865691417e-18,4.9740748600129841e-18,4.2137449111459765e-08,2.411271284631767e-12,5.9718323480507337e-18,1.3567958761678053e-20,1.5001095305627893e-25
1.6425868283444e-12,0.2948597769875954,76.950000000000003,0.0,0.0,0.0,0.99999888940248405,9.4999999982090948,5.995679810764147e-08,4.6658530911537439e-07,4.6590402463906295e-07,1.2360959476261923e-09,1.9504820420214174e-13,4.055582109734431e-08,3.3276035706113142e-08,5.546164341592944e-10,2.0260644576422196e-17,3.4949058540199428e-18,5.0690892968209583e-18,4.2526177084974669e-08,2.4425541498410685e-12,6.0361068499171777e-18,1.3714525174005303e-20,1.5387432106874226e-25
1.653142763658643e-12,0.2948597769875219,76.950000000000003,0.0,0.0,0.0,0.9999988822696092,9.4999999981872971,6.0342104421779188e-08,4.6958141360412819e-07,4.6889018208097925e-07,1.2519687790838103e-09,1.9624116744800709e-13,4.0605538885994178e-08,3.3580585342220989e-08,5.6054102595654848e-10,2.0520737754412999e-17,3.5635928209302489e-18,5.1652840789722049e-18,4.2915386079943242e-08,2.4740385405153567e-12,6.1005877297554479e-18,1.3861564058563048e-20,1.5781120201930115e-25
1.6636986989728862e-12,0.2948597769874479,76.950000000000003,0.0,0.0,0.0,0.9999988751367519,9.4999999981653769,6.0727410728096369e-08,4.725774991641851e-07,4.7187623905564565e-07,1.2679420349628262e-09,1.9754116113650873e-13,4.0654396576717174e-08,3.3885504870460658e-08,5.6648439659255432e-10,2.0782577041817565e-17,3.6331849670954881e-18,5.2626660562594298e-18,4.3305067790802554e-08,2.5057244553819021e-12,6.1652725549071536e-18,1.4009071599616971e-20,1.6182250565408301e-25
1.6765522057581971e-12,0.2948597769873575,76.950000000000003,0.0,0.0,0.0,0.99999886645140235,9.4999999981385272,6.1196581574996819e-08,4.7622567808118463e-07,4.7551209611538789e-07,1.2875275465246863e-09,1.9907492130982195e-13,4.0712748745055932e-08,3.4257282369439962e-08,5.7374651731021205e-10,2.1103654819936112e-17,3.7191554539352389e-18,5.3828567180720767e-18,4.378019279458169e-08,2.544579116785243e-12,6.2443099967156544e-18,1.4189312446362952e-20,1.6680870459727489e-25
1.689405712543508e-12,0.2948597769872664,76.950000000000003,0.0,0.0,0.0,0.99999885776607755,9.4999999981115018,6.1665752410301878e-08,4.7987382967307354e-07,4.7914780426558451e-07,1.3072619041311545e-09,2.0052384917050823e-13,4.0769874073932688e-08,3.462958748059902e-08,5.8103598447110805e-10,2.1427074330285201e-17,3.8064884538934335e-18,5.5048301198879336e-18,4.425599207783084e-08,2.583732571588612e-12,6.323645487182582e-18,1.4370235768839224e-20,1.719082662213311e-25
1.702259219328819e-12,0.29485977698717464,76.950000000000003,0.0,0.0,0.0,0.99999884908077719,9.4999999980843004,6.2134923234011545e-08,4.8352195398466291e-07,4.8278336353481116e-07,1.3271450792065819e-09,2.0211213243013751e-13,4.0825798370303091e-08,3.5002409105370435e-08,5.8835252907629045e-10,2.1753003974099665e-17,3.8951951923714802e-18,5.6285986012487975e-18,4.4732451456781556e-08,2.6231848175526471e-12,6.4032753026327855e-18,1.4551834854122688e-20,1.7712286314407158e-25
1.71511272611413e-12,0.29485977698708227,76.950000000000003,0.0,0.0,0.0,0.99999884039550047,9.4999999980569232,6.2604094046125807e-08,4.8717005141344331e-07,4.8641877395163774e-07,1.34717704318116e-09,2.0370854506012837e-13,4.0880546879582572e-08,3.5375736386683366e-08,5.9569588486163677e-10,2.2081438706202861e-17,3.9852869068563103e-18,5.7541744913742042e-18,4.5209557056293691e-08,2.6629358524603554e-12,6.4831966929059554e-18,1.4734103057540476e-20,1.8245417985239352e-25
1.727966232899441e-12,0.2948597769869894,76.950000000000003,0.0,0.0,0.0,0.99999883171024695,9.4999999980293701,6.3073264846644705e-08,4.9081812239692029e-07,4.9005403554462905e-07,1.3673577674907055e-09,2.051392505317321e-13,4.0934144321072399e-08,3.5749558693728173e-08,6.0306578815822149e-10,2.2412181956210434e-17,4.0767748464295344e-18,5.8815701100385185e-18,4.568729529038478e-08,2.7029856741162176e-12,6.5634076339156447e-18,1.4917033799183969e-20,1.8790391220937943e-25
1.740819739684752e-12,0.2948597769868959,76.950000000000003,0.0,0.0,0.0,0.99999882302501608,9.4999999980016447,6.3542435635568238e-08,4.9446616695541766e-07,4.9368914834234377e-07,1.3876872235762325e-09,2.0664498688397654e-13,4.0986614891605698e-08,3.612386562038847e-08,6.1046197790438363e-10,2.2745354834632427e-17,4.1696702719262507e-18,6.0107977670864425e-18,4.6165652860226272e-08,2.7433342803466615e-12,6.6439046153983233e-18,1.5100620564205558e-20,1.9347376761178461e-25
1.7536732464700629e-12,0.2948597769868019,76.950000000000003,0.0,0.0,0.0,0.99999881433980775,9.4999999979737435,6.4011606412896419e-08,4.9811418533268896e-07,4.9732411237333549e-07,1.4081653828841995e-09,2.0824050329913216e-13,4.1037982280223031e-08,3.6498646978929676e-08,6.1788419559754391e-10,2.3081089666316069e-17,4.2639844558152933e-18,6.1418697627073221e-18,4.6644616746077679e-08,2.7839816689991352e-12,6.7246843632741125e-18,1.5284856901620873e-20,1.9916546486702422e-25
1.7665267532553738e-12,0.29485977698670723,76.950000000000003,0.0,0.0,0.0,0.99999880565462118,9.4999999979456682,6.4480777178629261e-08,5.0176217796501471e-07,5.0095892766615259e-07,1.4287922168668575e-09,2.0974549989265821e-13,4.1088269683452628e-08,3.6873892793427629e-08,6.2533218525725355e-10,2.3419181764012604e-17,4.3597286821897025e-18,6.2747983878944728e-18,4.7124174198888268e-08,2.8249278379418317e-12,6.8057449816780995e-18,1.5469736423387404e-20,2.0498073417188256e-25
1.7813509625152009e-12,0.29485977698659727,76.950000000000003,0.0,0.0,0.0,0.99999879563784611,9.4999999979130685,6.5021881294487855e-08,5.0596944985593043e-07,5.0515084897950705e-07,1.4527661386781858e-09,2.1150166288992315e-13,4.114495572317133e-08,3.7307235372687578e-08,6.3395377355635376e-10,2.3812144203897732e-17,4.4719429103080896e-18,6.4304291285341461e-18,4.7677978280710383e-08,2.8725228853249015e-12,6.8995784723173636e-18,1.5683752125273559e-20,2.1184331921711649e-25
1.796175171775028e-12,0.2948597769864866,76.950000000000003,0.0,0.0,0.0,0.99999878562109901,9.4999999978802396,6.5562985394922959e-08,5.1017668808597388e-07,5.0934257253088965e-07,1.4769377379972956e-09,2.132754719887787e-13,4.1200269458141256e-08,3.774116812185387e-08,6.4260892061884366e-10,2.4208365424376264e-17,4.5860916794331738e-18,6.5885646229442642e-18,4.8232536589859123e-08,2.9205153485615433e-12,6.9937771311207012e-18,1.5898605345709476e-20,2.1887528116084222e-25
1.810999381034855e-12,0.29485977698637506,76.950000000000003,0.0,0.0,0.0,0.99999877560437878,9.4999999978471799,6.6104089479934585e-08,5.1438389308430722e-07,5.1353409836406838e-07,1.5013069710563936e-09,2.1501810617610258e-13,4.125424410886778e-08,3.817567675407975e-08,6.5129724610467866e-10,2.4607798173988813e-17,4.7021923582607675e-18,6.7492236818854183e-18,4.8787830868002755e-08,2.9689052244839631e-12,7.0883370305293329e-18,1.6114286593231038e-20,2.2607933098402168e-25
1.825823590294682e-12,0.29485977698626287,76.950000000000003,0.0,0.0,0.0,0.99999876558768508,9.4999999978138892,6.6645193549522786e-08,5.1859106518099452e-07,5.1772542652280138e-07,1.52587379409729e-09,2.1677553059196049e-13,4.1306912091733919e-08,3.8610747328340281e-08,6.6001837398385624e-10,2.5010481834649202e-17,4.8202623361253461e-18,6.9124251005756667e-18,4.934384329876351e-08,3.017692509960159e-12,7.1832538792459723e-18,1.633078648393056e-20,2.3345819985570846e-25
1.840647799554509e-12,0.29485977698614985,76.950000000000003,0.0,0.0,0.0,0.99999875557101692,9.4999999977803711,6.7186297603687511e-08,5.2279820475400252e-07,5.2191655705083739e-07,1.550638163371521e-09,2.1854154991876733e-13,4.1358305039150816e-08,3.9046366240766285e-08,6.6877193248565403e-10,2.5416412727773193e-17,4.9403190229900443e-18,7.0781876590046596e-18,4.9900556496642617e-08,3.0668772018933889e-12,7.2785236579816301e-18,1.6548095740191254e-20,2.410146391126774e-25
1.855472008814336e-12,0.29485977698603605,76.950000000000003,0.0,0.0,0.0,0.99999874555437407,9.4999999977466221,6.7727401642428824e-08,5.2700531219099131e-07,5.2610748999191559e-07,1.5756000351403244e-09,2.2029606302102837e-13,4.1408453818225732e-08,3.948252021661598e-08,6.775575540514371e-10,2.5825570681658845e-17,5.0623798494464462e-18,7.2465301224809584e-18,5.0457953496760216e-08,3.1164592972218019e-12,7.3741424539255681e-18,1.676620518950968e-20,2.4875142024510104e-25
1.870296218074163e-12,0.2948597769859215,76.950000000000003,0.0,0.0,0.0,0.99999873553775553,9.4999999977126439,6.8268505665746726e-08,5.3121238784017847e-07,5.3029822538976533e-07,1.6007593656745887e-09,2.2205424524895474e-13,4.1457388548875765e-08,3.9919196302485072e-08,6.863748752882108e-10,2.6237968368262604e-17,5.1864622667080937e-18,7.4174712418289554e-18,5.1016017744899813e-08,3.1664387929180993e-12,7.4701062439983898e-18,1.6985105763335889e-20,2.5667133488239806e-25
1.896347780861151e-12,0.2948597769857183,76.950000000000003,0.0,0.0,0.0,0.9999987179349471,9.4999999976523775,6.9219423494598425e-08,5.3860568403659647e-07,5.376624032196791e-07,1.6454518006872023e-09,2.251460898002851e-13,4.1540532124815213e-08,4.0687822858063807e-08,7.0194585234681207e-10,2.697054442454829e-17,5.409471543512424e-18,7.7242303741875192e-18,5.1998308773644516e-08,3.2552338970193212e-12,7.6395738188774246e-18,1.7371683837696585e-20,2.7104177336858881e-25
1.922399343648139e-12,0.2948597769855127,76.950000000000003,0.0,0.0,0.0,0.9999987003322095,9.4999999975914058,7.0170341275817584e-08,5.459988851027088e-07,5.450259713420309e-07,1.6907536824128081e-09,2.2823516769563586e-13,4.1620170956728207e-08,4.1457956652331425e-08,7.1761170163408898e-10,2.7713107849951501e-17,5.6388731207705141e-18,8.0391744725739045e-18,5.298252602883007e-08,3.3452562816056011e-12,7.8100739753823183e-18,1.7760629630752476e-20,2.8600189473004025e-25
1.948450906435127e-12,0.29485977698530474,76.950000000000003,0.0,0.0,0.0,0.9999986827295394,9.4999999975297325,7.1121259009404215e-08,5.5339199291399115e-07,5.5238892999393659e-07,1.7366647737361238e-09,2.3132747286324474e-13,4.1696452769579709e-08,4.222953415452866e-08,7.3337054168125716e-10,2.8465660266310945e-17,5.8747621745628872e-18,8.3624049957999367e-18,5.396858831929513e-08,3.4365059309990768e-12,7.9815862046643858e-18,1.8151896190035002e-20,3.0156730120915594e-25
