Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067)
2.02131619875361e-20,0.33834660393937166,76.950000000000003,0.0,0.0,0.0,0.99999999999936473,9.5,1.1465760425991546e-14,1.037630903166419e-13,1.0376267898723296e-13,4.5898400544342599e-24,4.5887841093111763e-24,4.163481225491818e-13,4.7213526568371488e-21,2.5207668627663778e-24,4.759587476904813e-35,1.0350715905007513e-39,1.1352099051863382e-27,9.2625036099075628e-21,3.2367540659530798e-26,5.2168069158359275e-35,1.4143364512322976e-39,1.4885174066035052e-41,8.2040347394580408e-53,6.0726204982650677e-35,5.9398170939189227e-26,1.156288851603708e-35,1.1562888516294604e-35,2.2479541599847785e-46,3.2702176965484509e-47,3.89393006555599e-39,2.3836938275732751e-26,9.9292783768054737e-37,7.2223229614048891e-38,5.7282912101800432e-83,1.6832189606192493e-46,1.1500028637121546e-39,5.2972234109193754e-83,1.0428545505427525e-22,2.8832371879663951e-57,2.8832227871886418e-57,1.4458501150546097e-32,4.3165842978856921e-33,1.4871180017165785e-24,1.4457838419104563e-32,1.6502426317860293e-42,5.2972234109172986e-83,1.0340295100405534e-49,7.4465383561444207e-50,1.4103087271873929e-59,1.1203675356034272e-70,1.5627902826321024e-40,7.7852844300427322e-82,2.2681618964491653e-30,3.8050560380648066e-62,4.5975550774630147e-82,3.1833109245480212e-40,9.884127242348778e-94,2.8959554795665621e-87,1.542601249741437e-97,7.5503720358750869e-56,1.053872962566774e-40,3.24348442205663e-57,2.7735410174155102e-40,4.9089916492817512e-51,1.160395565379542e-33,5.3920724841747894e-51,4.1450739177918622e-52,4.4005799154124704e-44,1.0783271289906916e-43,1.8898024053509165e-61,3.0626862561854909e-44,1.8335051317653645e-47,2.8034902134761028e-65,2.7421011779686775e-50,7.3560853439003416e-37,2.4982533513489555e-66,4.1133189535949802e-19,3.1570863508636054e-35,6.446792951214947e-35,3.1570863508636086e-35,4.2647290819046512e-59,6.4849343366401365e-55,4.2585124522883327e-55,3.74075726833146e-94,8.0180411893385404e-97,1.9537779423077598e-43,8.0860810206384371e-53,6.5740987240804666e-53,1.4604788759102997e-70,1.4721259661529988e-44,1.2524350594534494e-78,2.2833051393838747e-54
4.044388536689456e-20,0.33834660393937177,76.950000000000003,0.0,0.0,0.0,0.99999999999872879,9.5,2.2941482416199488e-14,2.0761633100142746e-13,2.0761550799016539e-13,1.8371321670661604e-23,1.8362796725798004e-23,8.3305794373826954e-13,1.8897714270199087e-20,1.0089636551916048e-23,3.8059774902364681e-34,8.2868665539145886e-39,4.5437980634097013e-27,3.7074152127409159e-20,1.2955451487576423e-25,4.1627068402999388e-34,1.132325209846156e-38,1.1917190075291041e-40,1.3137142643481609e-51,4.8617886778511148e-34,2.377474798014598e-25,9.2573415418152363e-35,9.257341542227614e-35,3.599655123632875e-45,5.2366089471460585e-46,3.1175115302045608e-38,9.5409871269411218e-26,7.9494589983734667e-36,5.7822495159902041e-37,7.3471026054306866e-81,2.6953432590517978e-45,9.2070150242468962e-39,6.7942153246741372e-81,4.1741358364750178e-22,9.234098418726338e-56,9.2340061758756523e-56,1.1575591745483479e-31,3.4558919371694668e-32,5.9523472392677247e-24,1.1575061157917393e-31,2.6425381950774175e-41,6.7942153246688085e-81,1.6557943779760841e-48,5.9683278007278937e-49,4.5167846781807805e-58,7.1764818762734105e-69,1.2511824309940911e-39,9.9737504815752805e-80,9.0785585833204948e-30,6.0995449060518158e-61,5.8899411563414585e-80,2.5485843134623271e-39,2.5325254019452416e-91,3.7100172713479187e-85,3.9524754025253359e-95,2.4181519703272883e-54,8.437386381867887e-40,1.0387883050530598e-55,2.2205192448445081e-39,7.8607817068162319e-50,4.6446063386569763e-33,8.6343406872112912e-50,6.6375188850701403e-51,3.5231396699674288e-43,8.6331735122793191e-43,6.008159889472278e-60,2.4520098389967946e-43,1.665831803646448e-46,1.7957677117897956e-63,4.3909344111687237e-49,5.8893379785597432e-36,1.6002491138105896e-64,8.2302120992359833e-19,2.5275884696204747e-34,2.580397435856798e-34,2.5275884696204812e-34,1.3658615739095055e-57,1.0371083894673815e-53,6.809277628043986e-54,9.5846125546623033e-92,2.0568600709216469e-94,1.5642103333426875e-42,7.078071639276698e-52,1.0527113166887258e-51,9.3550561193471707e-69,1.178595888279548e-43,1.6044983334720524e-76,3.6562631502402249e-53
8.090533212561148e-20,0.33834660393937166,76.950000000000003,0.0,0.0,0.0,0.99999999999745703,9.5,4.5892926396581693e-14,4.153228123277827e-13,4.1532116596756355e-13,7.3509216313510713e-23,7.344072946243745e-23,1.6664775000981838e-12,7.5615468033898876e-20,4.0371686909879099e-23,3.0386230756620304e-33,6.6320119392490752e-38,1.818111082686033e-26,1.4834489108003162e-19,5.1838681201153734e-25,3.3093789446200934e-33,9.0619801709829192e-38,9.5373739365966322e-40,2.1027976988848326e-50,3.8909083246343398e-33,9.5129959918945369e-25,7.4086867249332066e-34,7.408686725593276e-34,5.7617911758497692e-44,8.3819841655319946e-45,2.4949563819643641e-37,3.8176374068323625e-25,6.3619813938412295e-35,4.6275564207592512e-36,9.4138326268668184e-79,4.3143040636625498e-44,7.3684095866821273e-38,8.7054189023712442e-79,1.6701979424573881e-21,2.9561389090681258e-54,2.9560798496027959e-54,9.2639905544756904e-31,2.7657635950416031e-31,2.3817139775913207e-23,9.2635659240567222e-31,4.2297816592820992e-40,8.7054189023575931e-79,2.6503490805171583e-47,4.7869910135245907e-48,1.4459785531215434e-56,4.594909872040528e-67,1.001326143042773e-38,1.2771895954427573e-77,3.632605967968477e-29,9.7840450097476292e-60,7.542369923895717e-78,2.039641992764657e-38,6.4860667698514975e-89,4.7508670224127637e-83,1.012270998797073e-92,7.7413401767082897e-53,6.752464888325639e-39,3.3255203077850222e-54,1.7770902557825348e-38,1.2582367226684823e-48,1.8584475226706026e-32,1.3820566130013532e-48,1.0624352820517863e-49,2.8195824846925422e-42,6.9091622710003759e-42,1.8956684028678098e-58,1.9623508296930747e-42,1.6499520071764717e-45,1.1497823720366664e-61,7.0283540981463476e-48,4.7132552928131796e-35,1.0245970181653425e-62,1.6463999892711305e-18,2.022838553710861e-33,1.0324952248309232e-33,2.0228385537108699e-33,4.3725949436141191e-56,1.6558197801874121e-52,1.0867750716167484e-52,2.4547160848042521e-89,5.2709977865171187e-92,1.2518436603796313e-41,5.9384581919117313e-51,1.6850204119825108e-50,5.9897940570981261e-67,9.4323490956958151e-43,2.0546423138294859e-74,5.8524021667326956e-52
1.6182822564304533e-19,0.3383466039393717,76.950000000000003,0.0,0.0,0.0,0.99999999999491351,9.5,9.1795814357211396e-14,8.3073577480780949e-13,8.3073248180849217e-13,2.9408473059086854e-22,2.9353604611315055e-22,3.3333162687450392e-12,3.0251107428845052e-19,1.6151302283740819e-22,2.4197341711341339e-32,5.3066173853396714e-37,7.2736282153104006e-26,5.9347609070822345e-19,2.0738848007717702e-24,2.6133865219960073e-32,7.2508603509184594e-37,7.6313482082581504e-39,3.3651587397611914e-49,3.1133174814924492e-32,3.8058178422572681e-24,5.9280750127338617e-33,5.9280750137901869e-33,9.2207376427715072e-43,1.3413902083426799e-43,1.9963436684278406e-36,1.5273033802690185e-24,5.0905488295640685e-34,3.7027473669349782e-35,1.2055815949616765e-76,6.9042895669285236e-43,5.8958461761320563e-37,1.1148586576420628e-76,6.6818785492581696e-21,9.4615349486181169e-53,9.4611569025092008e-53,7.4125985264866631e-30,2.2130306588545712e-30,9.5284048110621951e-23,7.4122587590600263e-30,6.7690264807504362e-39,1.1148586576385662e-76,4.2414205915727068e-46,3.8471471202722049e-47,4.62810132644939e-55,2.941368754103857e-65,8.0121295224927597e-38,1.6351537015356222e-75,1.4532789263809168e-28,1.5724233696082127e-58,9.6563064361176051e-76,1.6320234474456431e-37,1.6607910265922756e-86,6.0824174743735467e-81,2.5919724980366543e-90,2.4777492710694253e-51,5.4029842258126205e-38,1.0643900164584382e-52,1.4219422048126263e-37,2.0135875023210452e-47,7.435000232761862e-32,2.2117398813754878e-47,1.7002423316869987e-48,2.2560943723550552e-41,5.528379021621417e-41,5.8971885650885768e-57,1.5701752010210079e-41,1.8271551532246254e-44,7.3601775649519673e-60,1.1247653057380108e-46,3.7713123729109159e-34,6.5588204697428689e-61,3.2931581488434054e-18,1.6185775303927206e-32,4.130654325275662e-33,1.6185775303927351e-32,1.3995243314163431e-54,2.6364163107557273e-51,1.7291886235556943e-51,6.2854018075017823e-87,1.3500716508474383e-89,1.0016651243600729e-40,4.8684088975357819e-50,2.6965707896807226e-49,3.8342863971973497e-65,7.5473123736897126e-42,2.6305079003742709e-72,9.3657488334530243e-51
3.2367401267791297e-19,0.3383466039393717,76.950000000000003,0.0,0.0,0.0,0.99999999998982636,9.5,1.836015902779319e-13,1.6615616990785652e-12,1.6615551130348793e-12,1.1764346539139982e-21,1.1720477626872857e-21,6.666992429747424e-12,1.2101424943402274e-18,6.4610456588611169e-22,1.9176238154952383e-31,4.2456973092129377e-36,2.90968808093211e-25,2.3740970092763073e-18,8.2962143536560593e-24,2.0375640603860495e-31,5.801078067789132e-36,6.1056582502179791e-38,5.3847947095603105e-48,2.490889927217535e-31,1.5224510326664326e-23,4.7429103044918289e-32,4.74291030618212e-32,1.4754667940924111e-41,2.146442188668504e-42,1.5972257660680619e-35,6.1097093588917451e-24,4.0728211185982624e-33,2.9624777867841728e-34,1.5435356106219976e-74,1.1047982173003377e-41,4.7171231765253425e-36,1.4273808145750644e-74,2.6729683181083708e-20,3.027946366355834e-51,3.0277044104916326e-51,5.9306395847805713e-29,1.7705919380277051e-29,3.8116705394772733e-22,5.9303677473099417e-29,1.0831540110833206e-37,1.4273808145661112e-74,6.7869607212588273e-45,3.104935686237252e-46,1.4811462090557473e-53,1.8826746873819956e-63,6.4103106504130037e-37,2.0932194225931329e-73,5.8135888061953254e-28,2.5374399150647447e-57,1.236138731199757e-73,1.3057426648475465e-36,4.2520791990133168e-84,7.7863277497865841e-79,6.6361589671057248e-88,7.9296282399112583e-50,4.3227760031867534e-37,3.4064045845404335e-51,1.1376617731154991e-36,3.2220648790644167e-46,2.97424213499597e-31,3.5391417146163799e-46,2.7206644247761191e-47,1.8050468597631624e-40,4.4231222977701685e-40,1.7869660079231571e-55,1.2562536527611093e-40,2.2730425760775049e-43,4.7110144843514418e-58,1.7998070152856074e-45,3.0173236191206003e-33,4.1980916036119847e-59,6.5866768714959023e-18,1.2949839292964354e-31,1.6523970882473297e-32,1.2949839292964593e-31,4.4789469992653497e-53,4.1763380127932618e-50,2.7355008780142337e-50,1.6092214320061119e-84,3.4570746932528008e-87,8.0140818273500038e-40,3.9433127339737233e-49,4.3149187014193064e-48,2.4542043476252839e-63,6.0384231912709655e-41,3.3674110424819713e-70,1.4986722586815844e-49
6.473655867476484e-19,0.3383466039393717,76.950000000000003,0.0,0.0,0.0,0.99999999997965205,9.5,3.6721314211721727e-13,3.3232135448743062e-12,3.3232003736657747e-12,4.7059300380654139e-21,4.6709366148701448e-21,1.3334339246591444e-11,4.8407646656882308e-18,2.5845225795895961e-21,1.5056085042732128e-30,3.3967195752572014e-35,1.1639225938401012e-24,9.4967699830209933e-18,3.3186207740238079e-23,1.5508101897352052e-30,4.6408251870759605e-35,4.8847584829324426e-37,8.6160872488667462e-47,1.9928056645113683e-30,6.0900519137397174e-23,3.7945083598749594e-31,3.7945083625795578e-31,2.3608627322564273e-40,3.4344806278025094e-41,1.2778399726003593e-34,2.4439820885299848e-23,3.2584041696871836e-32,2.3700925464283428e-33,3.4590980774937606e-72,1.7677654701736875e-40,3.77387510114035e-35,3.1987925633566069e-72,1.0692303300965737e-19,9.6895338080190957e-50,9.6879854572280029e-50,4.7447332177411408e-28,1.4165396861649828e-28,1.5247289912697366e-21,4.7445157410883831e-28,1.733133264507741e-36,3.198792563316544e-72,1.0859681131443016e-43,2.5271497353650044e-45,4.739904793932853e-52,1.204973076286179e-61,5.1284894521342407e-36,2.679458270848826e-71,2.3255301368622451e-27,4.1282948921117894e-56,1.5823387283336295e-71,1.0446436210528962e-35,1.0885883399579705e-81,9.967023568574537e-77,1.6989444718346165e-85,2.5376125279643255e-48,3.4583501050011352e-36,1.0901057833789583e-49,9.1017262075249425e-36,5.1555568036720985e-45,1.1897452610943983e-30,5.6629080259736037e-45,4.3532843088599791e-46,1.4441060198127955e-39,3.5386644452823072e-39,5.1684283107104742e-54,1.0050413845268046e-39,3.1164504672614972e-42,3.0152073114241341e-56,2.8798359209001649e-44,2.4139530855027991e-32,2.6869197046730366e-57,1.3173723930825462e-17,1.036034655065288e-30,6.6098643858013708e-32,1.0360346550653261e-30,1.4333373112997995e-51,6.5508724220053171e-49,4.2795868860215975e-49,4.1197508697782878e-82,1.6344199785477175e-84,6.4115697582858096e-39,3.1743986873673714e-48,6.9041139088853298e-47,1.5707732924532471e-61,4.8309678697630655e-40,4.3105140902905649e-68,2.3979975681431535e-48
1.294748734887119e-18,0.33834660393937177,76.950000000000003,0.0,0.0,0.0,0.99999999995930355,9.5,7.3443624578716561e-13,6.6465172255728745e-12,6.6464908876400423e-12,1.8824102624098824e-20,1.8546006901737883e-20,2.6669010859672836e-11,1.9363434341971894e-17,1.0338293860804556e-20,1.1612005443023181e-29,2.7174409273553735e-34,4.655785106438545e-24,3.7987816951877066e-17,1.3274753147287169e-22,1.1302050224083012e-29,3.7123361932001356e-34,3.9078995369378598e-36,1.3786018118278019e-45,1.5942809671166905e-29,2.4360703091720166e-22,3.035678718639137e-30,3.0356787229665911e-30,3.7774629431591761e-39,5.495303768124371e-40,1.022294160991901e-33,9.7761184385772729e-23,2.6067733586943139e-31,1.896115531067911e-32,4.4426884510003203e-70,2.8284915968992133e-39,3.0191675965665301e-34,4.1083653789802372e-70,4.2770043006314658e-19,3.1004738683515375e-48,3.0994832165547046e-48,3.7958707684949762e-27,1.1332568723879931e-27,6.0990299203359072e-21,3.7956967888797882e-27,2.7730795730785858e-35,4.1083653788771587e-70,1.7375904920364002e-42,2.0907026634324194e-44,1.5168015893594564e-50,7.7119942479059217e-60,4.1028849063696765e-35,3.4297814294822633e-69,9.302309706732552e-27,6.8236359201835336e-55,2.025437784975831e-69,8.357345710820284e-35,2.7868473024048409e-79,1.27581016261674e-74,4.3493946926986366e-83,8.1205614629535523e-47,2.7666899596608802e-35,3.4884239273727342e-48,7.2815537196880239e-35,8.249071148116964e-44,4.7590778362976915e-30,9.0608616865022862e-44,6.9654314504590477e-45,1.1553122031813441e-38,2.8309965463235917e-38,1.3866221703668754e-52,8.0403739422126565e-39,4.569896189375795e-41,1.9297803879753154e-54,4.607848966838357e-43,1.9311756596059247e-31,1.7196714376675489e-55,2.6347856505525107e-17,8.288447244500122e-30,2.644005207407085e-31,8.2884472445007371e-30,4.586793142221798e-50,1.0084096994867086e-47,6.5553551025536068e-48,1.0546444599051665e-79,4.2018820172508518e-82,5.1293774439550672e-38,2.5474827979467545e-47,1.1046520232158779e-45,1.0053199891677856e-59,3.8648660051090547e-39,5.5175961103618792e-66,3.8368936447534538e-47
2.5895150311660605e-18,0.33834660393937166,76.950000000000003,0.0,0.0,0.0,0.99999999991860644,9.5,1.4688824530925731e-12,1.3293124544101326e-11,1.3293071886438506e-11,7.5297172412373399e-20,7.3102397224268211e-20,5.3338266003699934e-11,7.7454379098085547e-17,4.135354179434839e-20,8.6644865835439592e-29,2.1739797680234837e-33,1.862332993972929e-23,1.5195252677513844e-16,5.3099552548680442e-22,7.666157852802568e-29,2.9692450747830905e-33,3.1263567220695938e-35,2.2057678816522186e-44,1.2754376607469675e-28,9.744380214354787e-22,2.4285717592757676e-29,2.4285717661997375e-29,6.0439743812939971e-38,8.7925818690185247e-39,8.1784170348521874e-33,3.910480105476491e-22,2.0854244748439873e-30,1.516904808164476e-31,5.6869253951505908e-68,4.5256278217361189e-38,2.415356107553831e-33,5.2589704821050828e-68,1.7108158948557025e-18,9.9199931471155416e-47,9.9136569732335169e-47,3.0367232081132022e-26,9.06613416949862e-27,2.4396286811037876e-20,3.0365840321080088e-26,4.43697038253523e-34,5.2589704818411803e-68,2.7801715692347616e-41,1.7828791989566666e-43,4.8537789106638095e-49,4.9356918191206742e-58,3.2823404144456872e-34,4.3901345878177001e-67,3.7209616567618189e-26,1.1616193289513762e-53,2.5925688815463497e-67,6.6859533155735877e-34,7.1343530294163875e-77,1.6330508121462778e-72,1.1134494953114001e-80,2.5986061159713077e-45,2.2132889676805024e-34,1.1163063235890599e-46,5.8253119823846029e-34,1.3198587196255386e-42,1.9036504739597241e-29,1.4497493975611545e-42,1.1144830235535397e-43,9.2426067585702333e-38,2.2648205863099522e-37,3.3510104235184651e-51,6.432138731817159e-38,6.9784879021780302e-40,1.2350710464191768e-52,7.3726338874748297e-42,1.5449066287788163e-30,1.1006004553323923e-53,5.2696275478624712e-17,6.6307937220244958e-29,1.0576173701245583e-30,6.630793722025479e-29,1.4677887460692197e-48,1.4995284113352272e-46,9.6625927136873007e-47,2.6997201752239124e-77,1.0757447711546985e-79,4.1035504757312754e-37,2.0411860193826059e-46,1.7673559741615992e-44,6.4341112714897072e-58,3.091929456656134e-38,7.0625913660526622e-64,6.1391077633298495e-46
5.1790476237239435e-18,0.33834660393937177,76.950000000000003,0.0,0.0,0.0,0.99999999983721233,9.5,2.9377748675654294e-12,2.6586339015026891e-11,2.6586233767435143e-11,3.0119018926077583e-19,2.8409703096184978e-19,1.0667642396553868e-10,3.0981792278313288e-16,1.654145740820604e-19,6.1049762978444564e-28,1.7391960954862335e-32,7.4493699166371481e-23,6.0781090437446332e-16,2.1239928897157916e-21,4.6896409493335007e-28,2.3743562240458032e-32,2.5011002009159428e-34,3.5291772417652946e-43,1.0203525837131083e-27,3.8977717929092142e-21,1.9428688759378082e-28,1.9428688870160866e-28,9.6702823150558597e-37,1.4068169350950352e-37,6.5427191496832853e-32,1.5641943585130604e-21,1.6683191411127402e-29,1.2135220567759794e-30,7.2793526024896808e-66,7.2409984572689275e-37,1.9322857361537892e-32,6.7315636950882675e-66,6.8432725560967795e-18,3.173360867208066e-45,3.1693109060774899e-45,2.4293778681879636e-25,7.2529049245297103e-26,9.7584995245502193e-20,2.4292665416651455e-25,7.0991550166263652e-33,6.7315636944126708e-66,4.4482753691635208e-40,1.6027887078117829e-42,1.5531874870670703e-47,3.1587993430867065e-56,2.6258775690094594e-33,5.6192955974528106e-65,1.4883921712933236e-25,2.0820403597382158e-52,3.3184429849219573e-65,5.3487902304636965e-33,1.8263696179631321e-74,2.0902981829305251e-70,2.850395745952919e-78,8.315544944381606e-44,1.7704988680191552e-33,3.5721780982674953e-45,4.6602770362192456e-33,2.1117571480946393e-41,7.614640423196265e-29,2.3195916824660078e-41,1.7831836175028276e-42,7.3941283961489685e-37,1.8118615736601813e-36,7.1911566074647761e-50,5.1453627443040298e-37,1.0898276804858564e-38,7.9044448494850149e-51,1.1796230955275578e-40,1.235849069321214e-29,7.0438392571574429e-52,1.0539372871593069e-16,5.304598027231644e-28,4.2305272264339002e-30,5.3045980272332179e-28,4.6969270342854492e-47,2.1015337636415559e-45,1.3350283493355624e-45,6.9102752124337155e-75,2.7539367711594732e-77,3.2828595734264048e-36,1.6342336196765504e-45,2.8274364400824678e-43,4.1178298217233092e-56,2.4735581761880182e-37,9.0401094268651671e-62,9.8226344547397306e-45
7.768580216281826e-18,0.3383466039393717,76.950000000000003,0.0,0.0,0.0,0.99999999975581821,9.5,4.406667281900328e-12,3.9879553324898291e-11,3.9879395531831518e-11,6.4003006222274921e-19,5.9189662701294376e-19,1.6001422960348924e-10,6.5836235320470422e-16,3.5150585778640672e-19,1.6279532620656661e-27,4.9730323141786835e-32,1.5829934827632377e-22,1.2915967343471406e-15,4.5134916204434746e-21,1.1661619892347366e-27,6.7874548646311135e-32,7.1515942558210519e-34,1.2989618247592032e-42,2.9175692028351447e-27,8.2827772775308096e-21,5.5553990595337197e-28,5.5553991003089464e-28,3.5592866520722533e-36,5.178018840027435e-37,1.8708028526808962e-31,3.323909701291248e-21,4.7703074815657911e-29,3.4699051514227652e-30,3.7558781753304447e-65,2.6651628403545351e-36,5.5251205105736753e-32,3.4732392513819257e-65,1.4541937998019458e-17,1.4486488272451025e-44,1.4464246500950704e-44,6.9464881023045883e-25,2.0738731970477725e-25,2.0736747285954245e-19,6.9461698020865763e-25,2.6129566181429274e-32,3.4732392509671442e-65,1.637258198488756e-39,4.8728604774742678e-42,7.0912559442151375e-47,1.7355316022116443e-55,7.5083631255171086e-33,3.6252051146042796e-64,3.1628380050775341e-25,8.0587803029012879e-52,2.1408442354647343e-64,1.5294213539411643e-32,1.3562895875716599e-73,1.3485292091235601e-69,2.1167480939729941e-77,3.7965769008565856e-43,5.0622933559182516e-33,1.6309264249652066e-44,1.3325499625330802e-32,7.772626166482543e-41,1.6181134809520569e-28,8.5376107397918348e-41,6.5633081944038887e-42,2.1142616652351966e-36,5.1807903076795979e-36,2.8543214657182265e-49,1.4711921905533059e-36,3.9892573584249523e-38,4.3429361064625634e-50,4.3417921822534467e-40,3.5336240614562143e-29,3.8700948852081093e-51,1.5809179724064893e-16,1.5167745702864491e-27,8.9899387658162995e-30,1.5167745702870281e-27,2.1444469148977756e-46,7.278754314761321e-45,4.5954196636686479e-45,5.1314941847783948e-74,1.6332981648552989e-76,9.3869404271024762e-36,4.6738338239259662e-45,1.0406237114140427e-42,2.2624583774566644e-55,7.0728410801044176e-37,5.8321114026475898e-61,3.615386819039536e-44
1.0358112808839708e-17,0.3383466039393717,76.950000000000003,0.0,0.0,0.0,0.9999999996744241,9.5,5.8755596960972681e-12,5.317276747853973e-11,5.3172557179627645e-11,1.0918167701669166e-18,9.9167728192225592e-19,2.1335168291987883e-10,1.1230869029315726e-15,5.9962710794652418e-19,3.2319256847295728e-27,1.048959664457274e-31,2.7004027757322986e-22,2.2033085111236659e-15,7.6994917082564852e-21,2.1922574397917948e-27,1.4313410825400366e-31,1.5084796175895858e-33,3.2944251201734332e-42,6.1539923054895061e-27,1.4129454398010944e-20,1.1717955250655784e-27,1.1717955354070091e-27,9.0270729685426687e-36,1.3132567020400591e-36,3.946051610137607e-31,5.670190338087767e-21,1.0061873185795229e-28,7.31901282726172e-30,2.0489668613429481e-64,6.7594144548498501e-36,1.1654055798736622e-31,1.8947771455673897e-64,2.4806795269761344e-17,4.317482882740034e-44,4.3098388365766301e-44,1.4652120090118952e-24,4.3743886083130345e-25,3.5374329418340786e-19,1.4651448749166166e-24,6.627011862835225e-32,1.8947771453364896e-64,4.1524335877322175e-39,1.0832913296853874e-41,2.1136897229278811e-46,5.9670854518993986e-55,1.5837293233131987e-32,1.4157324949486486e-63,5.3954336269998436e-25,2.1345740992334354e-51,8.3605276931643159e-64,3.2259939959718668e-32,5.9396941626193358e-73,5.2663716412561996e-69,9.2700845818250589e-77,1.1316502231572882e-42,1.0677403069279637e-32,4.8613196900817271e-44,2.8107361076950813e-32,1.9712956452241157e-40,2.7603133502481119e-28,2.1653157555079632e-40,1.6645982174652179e-41,4.459593663217343e-36,1.0927778677341485e-35,7.5980769486576097e-49,3.1030540091511303e-36,1.0084753645178944e-37,1.4931882361859707e-49,1.1011710492863087e-39,7.4531802322651994e-29,1.3306162820400802e-50,2.1079048104908495e-16,3.1992980466348824e-27,1.5335877513790217e-29,3.1992980466363514e-27,6.3919786044822209e-46,1.7513211380900383e-44,1.1000802015867327e-44,2.2471975003753071e-73,9.5941733348220724e-76,1.9799791780988191e-35,9.8595788399241788e-45,2.6391067522753878e-42,7.7787863546578235e-55,1.4918682632967543e-36,2.2775907558746347e-60,9.1694111704633086e-44
1.5537177993955473e-17,0.3383466039393717,76.950000000000003,0.0,0.0,0.0,0.99999999951163587,9.5,8.8133445241673691e-12,7.9759195433193154e-11,7.9758880201566355e-11,2.2604694271736561e-18,1.9930806814339931e-18,3.2002576268274433e-10,2.3252012487431878e-15,1.2414492579512721e-18,8.0266921676950524e-27,2.8650493577030409e-31,5.5908452936511716e-22,4.5616556368764517e-15,1.5940831775394129e-20,5.0527697065330415e-27,3.9079351576678182e-31,4.1201292049591445e-33,1.1520627645805387e-41,1.6808424634821224e-26,2.9253262238829607e-20,3.2005396763246986e-27,3.2005397124888719e-27,3.1567808530750775e-35,4.5925141505309407e-36,1.0777823878214083e-30,1.1739372965149495e-20,2.7481686277269472e-28,1.9990382676366807e-29,2.8456637860678442e-63,2.3637896014466898e-35,3.1830716530542932e-31,2.6315206997344597e-63,5.1359152342217073e-17,1.8894485287610145e-43,1.8853403669456916e-43,4.0019302647979773e-24,1.1947757300956813e-24,7.3237595429939651e-19,4.0017469219656943e-24,2.3174899754005484e-31,2.6315206993697035e-63,1.4521208672588303e-38,3.2111094553682433e-41,9.2519390767439213e-46,3.2091821084180541e-54,4.3256449058876238e-32,9.2083693728298717e-63,1.1170568127746648e-24,7.9999860474287739e-51,5.4379502158572452e-63,8.8111917724285407e-32,4.608392762631962e-72,3.4254933473219378e-68,7.192557144187672e-76,4.9534397322580715e-42,2.9161283276748367e-32,2.1278867432723865e-43,7.6769983703854408e-32,6.8936500819706906e-40,5.7148824268439602e-28,7.5721678803291471e-40,5.8211844737369868e-41,1.2180542650396622e-35,2.984709775421008e-35,2.8107433832728409e-48,8.4748688235344013e-36,3.5141815712126821e-37,8.0306177011389945e-49,3.8508379693692357e-39,2.0355769850263004e-28,7.1562812685239497e-50,3.1618929268771172e-16,8.7381849150529204e-27,3.1751322131319609e-29,8.7381849150580589e-27,2.7978857945684596e-45,5.6317579963215572e-44,3.5109584166816865e-44,1.743415350031213e-72,1.6373491825518411e-74,5.4079414653144686e-35,2.6932686889619632e-44,9.2282515883969264e-42,4.1835643727389922e-54,4.0747583411694441e-36,1.4814239424281742e-59,3.2065902568592161e-43
