Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534)
2.680277759966247e-19,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999999963934849,9.5,1.1191376479394726e-12,1.3201245184338581e-11,1.3201245187890402e-11,9.5799693092137486e-21,9.5244484542377722e-21,3.3312973798670996e-10,5.6583433635050823e-17,4.640804120834181e-21,2.9437451907800717e-30,1.0551588962385365e-34,9.1327453088169589e-33,1.5331891569254438e-16,1.8268104244758233e-22,2.6176730488727663e-30,2.2452343413412054e-34,1.090219300206508e-44,2.0014020561701362e-45,9.8048620479322901e-29,1.0606261417231646e-21,7.6243377828154144e-30,7.6243377853048463e-30,2.1442224840509041e-39,3.4520832111427215e-40,2.6803794266832384e-31,2.7163333387596663e-23,1.6369820448161804e-32,1.3177265511299006e-33,6.4336579601890909e-70,1.8025395659727641e-40,4.092352038351665e-35,5.8453413189101123e-70,1.8072444437350099e-18,5.0633072555479858e-50,5.0629385910033295e-50,1.356954104886884e-26,3.9828838089435952e-27,9.3196367996948631e-20,1.3568453662380421e-26,5.0321308711410537e-35,5.8453413185507227e-70,5.0504625056502095e-44,2.0014135906415337e-45,1.1534471395420346e-50,1.9709472142493479e-60
5.360557792034029e-19,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999999927869665,9.5,2.2382762440410126e-12,2.6402501518660251e-11,2.6402501532647837e-11,3.8319900145054377e-20,3.7878123889817523e-20,6.6625932905336928e-10,2.2633375342915137e-16,1.8563219330226826e-20,2.2314306150964352e-29,8.4412923177064216e-34,7.3062114267736105e-32,6.1327571395726104e-16,7.3072463324105161e-22,1.846829656536067e-29,1.7960676995716902e-33,1.7443545616035609e-43,3.2022328449056497e-44,7.8438913991068062e-28,4.2425072301897582e-21,6.0994747028801431e-29,6.0994747068632275e-29,3.4307511072996686e-38,5.5233337716118089e-39,2.1443025807932274e-30,1.0865340437180702e-22,1.309583625103939e-31,1.0541811574303313e-32,8.2350960397049015e-68,2.8840631999779421e-39,3.2738847963448891e-34,7.4820494837894296e-68,7.2289783784714612e-18,1.6201856584677089e-48,1.6199497511907804e-48,1.0855631838434515e-25,3.1863067182802737e-26,3.7278537844027125e-19,1.0854761957635618e-25,8.0514093059932886e-34,7.4820494828693856e-68,8.0807479151959308e-43,3.2022697550970821e-44,3.6910191419581039e-49,1.2614022734336883e-58
8.040837824101811e-19,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999999891804481,9.5,3.3574148397349462e-12,3.9603757822519684e-11,3.9603757851922775e-11,8.1429800899265587e-20,8.0170500311620733e-20,9.9938859813189093e-10,4.8095913236519559e-16,3.944683530183466e-20,6.1894319009636137e-29,2.41368532756189e-33,2.1690331518764638e-31,1.3032106383534605e-15,1.5527901343082778e-21,4.9281558916760254e-29,5.1354331459519714e-33,6.5992519625386677e-43,1.1786323874794576e-43,2.2428624577419008e-27,9.0153295004009517e-21,1.7440688723296755e-28,1.744068873795714e-28,1.2627431107027203e-37,2.0329533076317205e-38,6.1313621696492463e-30,2.3088853043318139e-22,3.7445864973465637e-31,3.0142984032438208e-32,4.2490049510040453e-67,1.0615265421810873e-38,9.3612675498823795e-34,3.8604607846124712e-67,1.5361576062762229e-17,7.397053571653908e-48,7.3957574980731178e-48,3.104031333139276e-25,9.1108430859039595e-26,7.9216859181003348e-19,3.1037826063205215e-25,2.9634526659351589e-33,3.8604607840476123e-67,2.9742526845799955e-42,1.1786492393332229e-43,1.6851853758406737e-48,6.9305209356029491e-58
1.0721117856169592e-18,0.3051002908603,76.950000000000003,0.0,0.0,0.0,0.99999999855739297,9.5,4.4765534350212732e-12,5.2805014096057577e-11,5.28050141457152e-11,1.3890967061857775e-19,1.3626087417780472e-19,1.3325175452225864e-09,8.2045948840533347e-16,6.7291646161346729e-20,1.2706509027528046e-28,5.0911685748445265e-33,4.7262113779434855e-31,2.2231234665943111e-15,2.6488775448783931e-21,9.7893062831145629e-29,1.0831736403530027e-32,1.7177823010414571e-42,2.9892627285568249e-43,4.7308457191780631e-27,1.5379092930421516e-20,3.6787467375945879e-28,3.6787467413127753e-28,3.2025871672441849e-37,5.156008740333081e-38,1.2932811911550076e-29,3.9386871312528815e-22,7.8984088938065263e-31,6.3580262865880398e-32,2.3179800986081332e-66,2.6922604444425834e-38,1.9745629883810697e-33,2.1060157316930104e-66,2.6205034876512492e-17,2.2048147236060669e-47,2.2043691297985957e-47,6.547298908540605e-25,1.9217400292432329e-25,1.3513457911778231e-18,6.5467742807145199e-25,7.5159557056897859e-33,2.1060157313785667e-66,7.5433503949180259e-42,2.9893129590898378e-43,5.023053298875797e-48,2.3828534415790595e-57
1.6081677920305156e-18,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999999783608928,9.5,6.7148306246372978e-12,7.9207526572401549e-11,7.9207526673494213e-11,2.875948444692299e-19,2.8039376265772142e-19,1.9987746837192277e-09,1.6986563208372977e-15,1.3931874786698684e-19,3.3212445783929593e-28,1.3905602346095789e-32,1.3718739624536841e-30,4.6026924935775988e-15,5.4841650082748519e-21,2.4332773732777648e-28,2.9583103671950589e-32,6.3040215844732075e-42,1.0453576491802469e-42,1.2921402479960124e-26,3.1840461221197909e-20,1.0047799286087948e-27,1.0047799299090614e-27,1.1199585417640092e-36,1.8030805178782024e-37,3.532348766079289e-29,8.1545523798522022e-22,2.1572964089241696e-30,1.736573124351081e-31,3.2192684076386872e-65,9.414960438624728e-38,5.393146556848612e-33,2.9248870249452111e-65,5.4254169476133769e-17,9.6506256359179913e-47,9.6482293655439828e-47,1.7882692889779345e-24,5.2488647468011155e-25,2.7977874433155228e-18,1.7881260009835434e-24,2.6283648337485586e-32,2.9248870244484809e-65,2.6379471370071184e-41,1.045379636026959e-42,2.1986846699154759e-47,1.2815412128744177e-56
2.144223798444072e-18,0.3051002908603,76.950000000000003,0.0,0.0,0.0,0.9999999971147856,9.5,8.9531078127544089e-12,1.0561003893839085e-10,1.0561003910756495e-10,4.8912351144222246e-19,4.7411844680383832e-19,2.6650306381543762e-09,2.8889680338363458e-15,2.3694459714473792e-19,6.6871048202954194e-28,2.909525017784061e-32,3.0001345739235691e-30,7.8279704496605255e-15,9.327128758139072e-21,4.6968375141299746e-28,6.1894539762531085e-32,1.6346804619449274e-41,2.6120602529576202e-42,2.7035887073974586e-26,5.4152287397123484e-20,2.1023358248415327e-27,2.1023358280905409e-27,2.7984678678801554e-36,4.5054056841085546e-37,7.3908488694540706e-29,1.3868758836649202e-21,4.5137780852338823e-30,3.6334898007972611e-31,1.4798523153654365e-64,2.3525412255290218e-37,1.1284271214470211e-32,1.3445293434138857e-64,9.2272085530897917e-17,2.8116655419406145e-46,2.8108669664700318e-46,3.741655353925942e-24,1.0982374319181475e-24,4.758299638423395e-18,3.741355555198091e-24,6.5675652540911369e-32,1.3445293431563081e-64,6.5915135680977071e-41,2.612124311980694e-42,6.4059023030712309e-47,4.2711118908033207e-56
2.6802798048576283e-18,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999999639348192,9.5,1.1191384999265538e-11,1.3201255118705211e-10,1.3201255144123403e-10,7.4727020039928151e-19,7.2006814786969566e-19,3.3312853239542912e-09,4.4136879990906932e-15,3.619976367116262e-19,1.1716808947919667e-27,5.2966937337580136e-32,5.6286624998214655e-30,1.1959363629697273e-14,1.4249745666962803e-20,7.910106767415987e-28,1.1267070156300155e-31,3.5741917842694461e-41,5.5417623776039518e-42,4.9217781467788531e-26,8.2732461160787341e-20,3.8272221733752172e-27,3.8272221802683336e-27,5.9372468082663616e-36,9.5587056859659215e-37,1.3454745982720795e-28,2.1188330980429774e-21,8.2171462610018727e-30,6.6146254002316534e-31,5.4636404214117308e-64,4.9911703299058185e-37,2.0542592775347245e-32,4.964025663383244e-64,1.4097082134595482e-16,6.8264125725391722e-46,6.8242263971430869e-46,6.8115364358067606e-24,1.9992980406887027e-24,7.2696002510209991e-18,6.8109906779212714e-24,1.3933799281732187e-31,4.9640256623498913e-64,1.3984618550745825e-40,5.5419179091601017e-42,1.5553155603244441e-46,1.1693343279202117e-55
3.752391817684741e-18,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999999495087455,9.5,1.5667939367368974e-11,1.8481757533098336e-10,1.8481757580106062e-10,1.4369740163016231e-18,1.3659606111733099e-18,4.663790809974219e-09,8.4873545531395198e-15,6.961078374365237e-19,2.8126091972180682e-27,1.3984928182005762e-31,1.5401062262091113e-29,2.2997402484778276e-14,2.7401756464318781e-20,1.7513811452279343e-27,2.9744102493525e-31,1.3747947174436887e-40,2.0303189220795773e-41,1.2994932197617213e-25,1.5909159162417814e-19,1.0104995665413568e-26,1.0104995690667707e-26,2.1752132757055896e-35,3.5020082798071104e-36,3.5524409103989935e-28,4.0744412778542227e-21,2.1695585416657562e-29,1.7464532409202453e-30,6.6979936104436927e-63,1.8286068528203682e-36,5.4238554332367917e-32,6.0855052177165472e-63,2.710815405954668e-16,3.5311809744959946e-45,3.529548501802883e-45,1.7984433994549738e-23,5.2787272208885989e-24,1.397915422961042e-17,1.7982993135550136e-23,5.1049032933221188e-31,6.0855052155927136e-63,5.1235339922211529e-40,2.0303993825370482e-41,8.0460457383441349e-46,8.7344312495050604e-55
4.824503830511854e-18,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999999350826729,9.5,2.014449372894968e-11,2.376225990114546e-10,2.3762259975310288e-10,2.3566335327855488e-18,2.2108957904134359e-18,5.9962911434254417e-09,1.3919221987728164e-14,1.1416138026903367e-18,5.3707647331389251e-27,2.8994431476597814e-31,3.2467344434700388e-29,3.7715633102069608e-14,4.4938810912147018e-20,3.141696339603836e-27,6.1658942210586378e-31,3.6518109537482765e-40,5.2720256124508806e-41,2.6941722165296005e-25,2.6090980183411645e-19,2.0950186554052175e-26,2.0950186619628393e-26,5.6482702344830558e-35,9.093517133890741e-36,7.3650828028612821e-28,6.6820737095813335e-21,4.4980184957140657e-29,3.6208292765329991e-30,3.3390565282789665e-62,4.7482651172446439e-36,1.1245019566334291e-31,3.0337213115298088e-62,4.4457246565791324e-16,1.1369526652439772e-44,1.1363080280600895e-44,3.7286175882158832e-23,1.0944105744678337e-23,2.292573001658216e-17,3.7283188813307044e-23,1.3255684229254065e-30,3.0337213102591706e-62,1.3304087430844614e-39,5.272284691198621e-41,2.5907874739581293e-45,3.4497856746299857e-54
6.96872785616608e-18,0.3051002908603,76.950000000000003,0.0,0.0,0.0,0.999999990623053,9.5,2.9097602432545616e-11,3.4323264502200436e-10,3.4323264643400668e-10,4.8857224120614409e-18,4.4580202826922874e-18,8.6612763548966497e-09,2.8856959836473269e-14,2.3667641274987026e-18,1.3645602761278823e-26,8.7121041294249569e-31,9.9035718720462951e-29,7.8191044775462343e-14,9.3166201922578509e-20,7.2457788659555701e-27,1.8521043113535994e-30,1.6572308566974445e-39,2.3368274763489354e-40,8.095189734371378e-25,5.4091272150842294e-19,6.2949253136110887e-26,6.2949253426778876e-26,2.5036054901356293e-34,4.0307438806812027e-35,2.2129825143464315e-27,1.3853136971090953e-20,1.3515105675109511e-28,1.0879505049638165e-29,5.0337542736215966e-61,2.1046893300755319e-35,3.3788092537503395e-31,4.5734498924902259e-61,9.2167578038765433e-16,7.5989871531591311e-44,7.5923329248920098e-44,1.1203375603299243e-22,3.2883747993618687e-23,4.752893233215152e-17,1.1202478211963317e-22,5.8756406549653453e-30,4.5734498893334984e-61,5.8971248858384209e-39,2.3370006668765238e-40,1.7319052723216553e-44,3.5634276112047791e-53
1.125717590747453e-17,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999998485262509,9.5,4.7003819761476261e-11,5.5445273186823213e-10,5.5445273490313215e-10,1.2702956001352118e-17,1.0954624434698244e-17,1.3991184957256786e-08,7.5028146183420008e-14,6.1535954668200674e-18,4.3803186554813791e-26,3.7457179110748896e-30,4.2972699849655172e-28,2.0329685356471938e-13,2.4223370011443488e-19,2.0770486147928558e-26,7.9573678131102401e-30,1.2406467252274377e-38,1.7234739267733214e-39,3.4803647193328651e-24,1.406382126287362e-18,2.7063910375456089e-25,2.7063910589833992e-25,1.8464934525746011e-33,2.9728552658391915e-34,9.514210432090928e-27,3.6018399320732166e-20,5.8104459099623879e-28,4.6774112308174361e-29,1.7368077115173439e-59,1.5523009588999397e-34,1.452664258479864e-30,1.5779878668662923e-59,2.3963586462208332e-15,9.975655910072059e-43,9.9595989633977654e-43,4.8166515585953005e-22,1.4137662071382299e-22,1.235748701857138e-16,4.8162658715090203e-22,4.333544308085222e-29,1.5779878647653774e-59,4.3494388551688448e-38,1.7237013826459281e-39,2.2745587174552121e-43,8.6127111384173712e-52
1.9834072010091432e-17,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999997331177282,9.5,8.2816254106295255e-11,9.7689288636296913e-10,9.7689289227083368e-10,3.9373539287389727e-17,3.0455692747951991e-17,2.4650754887020887e-08,2.3255141744900586e-13,1.9073236203841974e-17,1.6084407700145773e-25,2.109376457128658e-29,2.4295194745454232e-27,6.301231454258921e-13,7.5081781533302798e-19,6.9107695990973996e-26,4.474478711175189e-29,1.3195300463087651e-37,1.8215224368786997e-38,1.9598137885385883e-23,4.359164751170261e-18,1.5240011921976604e-24,1.5240012148556297e-24,1.9515819603873242e-32,3.142149801053905e-33,5.3574310529618356e-26,1.116412363359524e-19,3.2717740612902473e-27,2.633860998491917e-28,1.1097288921354792e-57,1.6406944280736717e-33,8.1801875043928477e-30,1.0082513871840726e-57,7.4275672348054273e-15,2.027170472820905e-41,2.0208018973701637e-41,2.7122664723904976e-21,7.9609449352372685e-22,3.8302027406231537e-16,2.7120494416992713e-21,4.5803135061033676e-28,1.0082513845235923e-57,4.5972206513685292e-37,1.8219850699991455e-38,4.6263311701809827e-42,3.4275282352519149e-50
3.6987864215325235e-17,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999995023008126,9.5,1.54441121543766e-10,1.8217731268275242e-09,1.8217731287242558e-09,1.3685900128408256e-16,8.7224176414015525e-17,4.5968905690152168e-08,8.0831010258214664e-13,6.6295608440317295e-17,6.2449468155928374e-25,1.400859323148137e-28,1.6154986864986933e-26,2.1902033971922538e-12,2.6097816874319301e-18,2.5092410226768567e-25,2.9626112372233508e-28,1.7108718348437801e-36,2.3566281923610992e-37,1.3013595458263478e-22,1.5152097904269356e-17,1.0119926538599655e-23,1.011992683175725e-23,2.5250094117206385e-31,4.0656653704195104e-32,3.5573489554703939e-25,3.8805626377684438e-19,2.1723654799399988e-26,1.7489192344644249e-27,9.7334249148869791e-56,2.1229009434302759e-32,5.4320253392522391e-29,8.8433669561080106e-56,2.5816990099514708e-14,5.1640814957743837e-40,5.1320220481367408e-40,1.80098007531557e-20,5.2861680516211312e-21,1.3312951458443449e-15,1.8008361670260427e-20,5.9264907113265015e-27,8.8433669095652884e-56,5.948646740754689e-36,2.3578088534361536e-37,1.180661057683363e-40,1.7370915537418926e-48
7.129544862579284e-17,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999990406675099,9.5,2.9769085141004603e-10,3.5115333684255027e-09,3.5115332885045027e-09,5.0840598019683908e-16,2.3706463779495066e-16,8.8601251413191682e-08,3.0025857627818933e-12,2.4626625505137387e-16,2.4713203424152129e-24,1.0185976483768422e-27,1.1749290031687609e-25,8.1358299521260598e-12,9.6948896888638121e-18,9.5509004983184858e-25,2.1412468453512412e-27,2.4609098246254193e-35,3.3867207125311132e-36,9.4599690714982046e-22,5.6287401901676044e-17,7.3568003149592536e-23,7.3568007363038531e-23,3.6290366017657023e-30,5.8440939909324095e-31,2.5857918161719431e-24,1.4415652135346827e-18,1.5789168348212016e-25,1.2713084931856523e-26,1.026286744758152e-53,3.0514752083389433e-31,3.9489926156340129e-28,9.3243966580668744e-54,9.5900975233513514e-14,1.4705247001782302e-38,1.452495264676346e-38,1.3091499557183447e-19,3.8425633583771944e-20,4.945142958727348e-15,1.3090456435130767e-19,8.5188010210658113e-26,9.3243965600361027e-54,8.5514531395834408e-35,3.3900949287070238e-36,3.3742160769019412e-39,9.9008542207112992e-47
1.0560303303626045e-16,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999985790349144,9.5,4.4094057459811803e-10,5.2012933144282274e-09,5.2012930307841631e-09,1.1153863362255483e-15,4.1180538670326702e-16,1.312283230697616e-07,6.5870885975617005e-12,5.4026305730380651e-16,5.5440510826735703e-24,3.147401454253143e-27,3.6302012367316839e-25,1.7848426982145431e-11,2.1269570459935677e-17,2.1132653131392594e-24,6.5891738755291932e-27,1.0157851162190075e-34,1.3975687579895393e-35,2.9224714161221727e-21,1.2348859051658097e-16,2.2728070499429738e-22,2.2728072238234824e-22,1.4976157636259196e-29,2.4118932367199835e-30,7.9879787313599396e-24,3.1626482696906064e-18,4.8772489768471054e-25,3.9273886467386223e-26,9.31747567358608e-53,1.2593536479730572e-30,1.2200287578616353e-27,8.4654549701518245e-53,2.1038806943322177e-13,7.7341449208220733e-38,7.6178937088777477e-38,4.0442858608567102e-19,1.1870614578756846e-19,1.0848411662983751e-14,4.0439642365688991e-19,3.5157399915055301e-25,8.4654548686142127e-53,3.529407930439469e-34,1.3993463889743493e-35,1.7776309206365588e-38,6.4173541721353463e-46
1.3991061744672805e-16,0.3051002908603,76.950000000000003,0.0,0.0,0.0,0.99999981174030206,9.4999999999999964,5.8419029110799186e-10,6.8910529826881552e-09,6.8910523555653882e-09,1.9577981647039089e-15,5.9360591602587716e-16,1.7385012128085995e-07,1.1561654851414284e-11,9.4827430745434205e-16,9.8426175591505685e-24,7.0804040115715641e-27,8.1655426026476198e-25,3.1327550781167894e-11,3.7333822752019615e-17,3.7254032097613564e-24,1.4765118443055487e-26,2.8319643353929141e-34,3.8956277075407882e-35,6.5730700641200993e-21,2.1675561854215674e-16,5.1120251102789389e-22,5.112025594976892e-22,4.174615816036144e-29,6.7236371286408638e-30,1.796546649614732e-23,5.5513085730131408e-18,1.0968574220299688e-24,8.8331297763333544e-26,5.4475902176991223e-52,3.5106782635935263e-30,2.7441672091012241e-27,4.949444741902172e-52,3.6927304273549402e-13,2.5931598177389895e-37,2.5474405922936823e-37,9.0960348482621194e-19,2.6698275221721289e-19,1.9040668357807881e-14,9.0953128122115809e-19,9.8007760892202542e-25,4.9494446769581652e-52,9.8393920864849322e-34,3.901597350594102e-35,5.9696427996796331e-38,2.5363448628151817e-45
1.7421820185719566e-16,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999976557718329,9.4999999999999947,7.2744000093967761e-10,8.5808123796823173e-09,8.5808112628503892e-09,3.035639505544132e-15,7.7600153316025499e-16,2.1646664668822572e-07,1.7926115299445553e-11,1.4702879077317589e-15,1.5366992279167563e-23,1.3390640701980235e-26,1.544078561170683e-24,4.8572742823457834e-11,5.7887645470562686e-17,5.7914556267685349e-24,2.781556341214523e-26,6.3865391776302852e-34,8.7838198358205576e-35,1.2428621284765229e-20,3.360884402391445e-16,9.666295204623729e-22,9.6662962975528067e-22,9.4131105383935895e-29,1.516180243020397e-29,3.3968537741921364e-23,8.6075493986754601e-18,2.0737780353386463e-24,1.6701753472458713e-25,2.3079801232598926e-51,7.9165279687930235e-30,5.1890498047985387e-27,2.0969309362634035e-51,5.7255049049815864e-13,6.8250621326084074e-37,6.687207872469211e-37,1.7198838306132865e-18,5.0481230851096745e-19,2.9521465641906486e-14,1.7197475586108418e-18,2.2100626099920047e-24,2.0969309060251873e-51,2.2188865552215796e-33,8.799556464109246e-35,1.5736627520149724e-37,7.6853821632755362e-45
2.428333706781309e-16,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999967325115713,9.4999999999999893,1.0139394005685224e-09,1.1960330361944413e-08,1.1960327824939904e-08,5.8976034698470142e-15,1.1405527099490201e-15,3.0168388147061069e-07,3.4824091481317805e-11,2.8562773146294721e-15,3.0093126418933976e-23,3.526994628543728e-26,4.0657940612550626e-24,9.4359631937013963e-11,1.1246399842944058e-16,1.1285125490243442e-23,7.2696419940799266e-26,2.2254230471508285e-33,3.0598144970714997e-34,3.2722547504219769e-20,6.5295129652914134e-16,2.5451243037261377e-21,2.5451246844694775e-21,3.2791776458974814e-28,5.2825575077361548e-29,8.942692327115594e-23,1.67227847996422e-17,5.4588497479583986e-24,4.3971546135265552e-25,2.2932289691614647e-50,2.7581780027243239e-29,1.366335769181626e-26,2.0835288676727249e-50,1.1122627750344392e-12,3.0754838512578472e-36,2.9968145502859769e-36,4.5280150151706269e-18,1.3290402790747527e-18,5.7347023500541638e-14,4.5276575689890987e-18,7.7000388820682675e-24,2.0835288299254797e-50,7.7316194826764567e-33,3.0669294448829574e-34,7.1149473681808097e-37,4.4327731335468635e-44
3.114485394990661e-16,0.3051002908602999,76.950000000000003,0.0,0.0,0.0,0.99999958092541286,9.4999999999999822,1.3004387734847312e-09,1.5339847265910404e-08,1.5339842717070386e-08,9.7012625368242358e-15,1.5008619471064274e-15,3.8688003256215575e-07,5.7279660357168128e-11,4.6981342833500758e-15,4.9722380761861421e-23,7.3388747697883351e-26,8.4574971063531444e-24,1.5520541802385351e-10,1.8499862120063466e-16,1.8593888666082855e-23,1.5012805528060533e-25,5.7282698255892585e-33,7.8738792753474643e-34,6.80607737349232e-20,1.0740767956837735e-15,5.2939869072944974e-21,5.2939878871250503e-21,8.438705826801942e-28,1.3595996905962869e-28,1.859885783282737e-22,2.7508380817104268e-17,1.1351886945029124e-23,9.1454996763874203e-25,1.1295381883070612e-49,7.0987812835421654e-29,2.8421792719681431e-26,1.0262497068338282e-49,1.8294815905144236e-12,9.5365138691007295e-36,9.2498881331877168e-36,9.4176525074587673e-18,2.764218854047987e-18,9.4321498171824751e-14,9.4169117426088921e-18,1.9817786659414925e-23,1.0262496858844227e-49,1.9901028267309202e-32,7.8960034596623612e-34,2.2124182686417772e-36,1.6284787443171956e-43
3.800637083200013e-16,0.30510029086029994,76.950000000000003,0.0,0.0,0.0,0.99999948859995003,9.4999999999999769,1.5869381196883887e-09,1.8719363088468188e-08,1.8719355939260447e-08,1.4446600189183232e-14,1.8601454810302501e-15,4.7205510537853753e-07,8.5291393827317879e-11,6.9957567188446648e-15,7.425465370947628e-23,1.3259980350748961e-25,1.5276570678096718e-23,2.311062315560461e-10,2.7549150530148606e-16,2.7717338750348764e-23,2.6920716772691148e-25,1.2346380664501325e-32,1.696644095642418e-33,1.2292361028916542e-19,1.5994645551640745e-15,9.5619298298248041e-21,9.5619319412597143e-21,1.8184227514450832e-27,2.9301215772955418e-28,3.3588660067082436e-22,4.0964365181898433e-17,2.0498544865811244e-23,1.6517019815277342e-24,4.1770470883727951e-49,1.5298649462825871e-28,5.1337452427276545e-26,3.7950851425089191e-49,2.7241613268234364e-12,2.4004905187791957e-35,2.3178422401019198e-35,1.70084996769393e-17,4.9922375601725778e-18,1.4044111422173569e-13,1.7007166703721623e-17,4.2709566861014523e-23,3.7950850562907508e-49,4.2893165623526569e-32,1.7022285476678033e-33,5.5844515519624167e-36,4.7342283622561679e-43
4.486788771409366e-16,0.3051002908602999,76.950000000000003,0.0,0.0,0.0,0.99999939627476919,9.499999999999968,1.8734374391795773e-09,2.2098877827630786e-08,2.2098867491528536e-08,2.0133600052304643e-14,2.2204935004235119e-15,5.5720910528819294e-07,1.1885787624910795e-10,9.7490434129556833e-15,1.0368988660930137e-22,2.1772303096574972e-25,2.5075827488907159e-23,3.2205823675875774e-10,3.8394264238133792e-16,3.865507258223434e-23,4.3861099775455896e-25,2.3642825188493966e-32,3.2481185471575514e-33,2.0175234248890133e-19,2.2291141959968536e-15,1.5694728038890185e-20,1.5694732081345298e-20,3.481403118791895e-27,5.610519950309894e-28,5.5124290663924387e-22,5.7090765378153335e-17,3.3637248993699561e-23,2.710818165619746e-24,1.2861654910793981e-48,2.929308063183475e-28,8.4268071594018488e-26,1.1685546706517645e-48,3.7962567716975743e-12,5.2823110184972819e-35,5.076330362785983e-35,2.7914751685845276e-17,8.1933680770132963e-18,1.9570212937988946e-13,2.7912572194501017e-17,8.1778260929768879e-23,1.168554640854134e-48,8.2138195504067776e-32,3.26044312513969e-33,1.2324576791978734e-35,1.1901594624942687e-42
5.85909214782807e-16,0.30510029086029977,76.950000000000003,0.0,0.0,0.0,0.99999921162525196,9.4999999999999467,2.4464359980248685e-09,2.885790405876057e-08,2.8857885586369578e-08,3.433252358692471e-14,2.9417887189789551e-15,7.2745390697462078e-07,2.0264965913181496e-10,1.6622221429051504e-14,1.7726882799000114e-22,4.8425722154233429e-25,5.5736672326988695e-23,5.4910111245018205e-10,6.5471964345844449e-16,6.5971846602119961e-23,9.5943212114922484e-25,6.8891771798588314e-32,9.4580788311669227e-33,4.4833928314703954e-19,3.8011976677320454e-15,3.4881595549424258e-20,3.4881607322397113e-20,1.013853330851918e-26,1.6344395424153266e-27,1.2247840221419859e-21,9.7354918563438213e-17,7.4717426526154082e-23,6.0236101936681585e-24,9.4383500454803924e-48,8.5332999346454464e-28,1.8730511975253485e-25,8.5752820872650549e-48,6.4725214036817457e-12,2.030204476619302e-34,1.9246759819653199e-34,6.2028060245205504e-17,1.8206049493332825e-17,3.336340076174118e-13,6.2023257042644591e-17,2.3822739580413886e-22,8.5752817480420576e-48,2.3933669424350435e-31,9.5058548447088567e-33,4.7776007256585348e-35,6.2853472816169995e-42
