Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520)
6.613064518381482e-15,0.5145304131599908,76.950000000000003,0.0,0.0,0.0,0.99971626120320534,9.4999999999849418,1.5516411575380172e-07,1.1983815783105019e-06,1.198362084593521e-06,1.0502825470140326e-11,5.121095871854745e-14,0.00027669666039303409,9.7193391747391945e-07,4.5107980536263737e-12,4.0603745655013566e-20,4.2457383080795222e-21,5.3421565650952993e-18,3.5182644350907576e-06,5.0345653153278437e-13,1.405059370850106e-20,3.8097746141080345e-21,4.1546548447931496e-25,0.0,1.8248240711928887e-13,1.4025985252518054e-11,3.6136568730363108e-15,3.6136647624640476e-15,6.6797526257170202e-21,1.2096751109156603e-21,1.310373437234607e-14,4.7668512823616883e-13,2.3298309920978748e-18,2.107456204432481e-19,6.1433090864290578e-37,1.1923614039025695e-21,6.6948615311471379e-20,5.4973505341837737e-37
7.497541653640713e-15,0.5145304131599656,76.950000000000003,0.0,0.0,0.0,0.99967832541449453,9.4999999999806608,1.7591350074006469e-07,1.3586091427748451e-06,1.3585840730619085e-06,1.3497075158163158e-11,5.8074788398311176e-14,0.00031301823342617073,1.2474849793712282e-06,5.7894566181650679e-12,5.2181063205231051e-20,6.4134654983701544e-21,7.7726513118648278e-18,4.515721460306538e-06,6.4710283661219878e-13,1.8033684002351175e-20,5.1265575302205109e-21,6.8556261659047974e-25,0.0,2.6563812573453441e-13,1.8028047236095388e-11,5.2660204398673556e-15,5.2660334299950194e-15,1.099432520158673e-20,1.9958024623099798e-21,1.9048266703209526e-14,6.131247889823477e-13,3.3807811623998011e-18,3.0650775152766274e-19,1.467374343061864e-36,1.9658537227181878e-21,9.7612110262100173e-20,1.3130926594437924e-36
9.266495924159179e-15,0.514530413159906,76.950000000000003,0.0,0.0,0.0,0.99960246324683721,9.4999999999705071,2.1740990694423717e-07,1.6790272737541878e-06,1.6789889463331875e-06,2.0607984514938178e-11,7.1800862839564849e-14,0.00038518334727844281,1.9000396040617329e-06,8.8173244980471445e-12,7.9676045461845958e-20,1.2957308404019373e-20,1.4627168806934382e-17,6.877880647200012e-06,9.8838179496550001e-13,2.7465728697618694e-20,8.3733167475164159e-21,1.5955933447743227e-24,0.0,5.0040692673057486e-13,2.753644732330794e-11,9.9413845648131431e-15,9.9414146682165298e-15,2.5459598685413722e-20,4.6438046992941516e-21,3.5782531258655537e-14,9.3779060469817174e-13,6.3286471455833099e-18,5.7637236555942217e-19,6.4378619211982039e-36,4.5676811251970401e-21,1.8446640529572737e-19,5.7610744135292518e-36
1.1035450194677642e-14,0.5145304131598337,76.950000000000003,0.0,0.0,0.0,0.99952661357547834,9.4999999999582396,2.589031618904823e-07,1.9993960885909457e-06,1.9993416931230197e-06,2.9213738186388324e-11,8.5524824715291132e-14,0.00045671570283081677,2.6868753635917137e-06,1.2467903138792638e-11,1.1295157438322479e-19,2.3307460810505575e-20,2.4625123350976456e-17,9.7261209125593683e-06,1.4016251736215706e-12,3.8837647789837849e-20,1.2435172762114105e-20,3.2011044455783195e-24,0.0,8.4331735065573013e-13,3.9050140771253083e-11,1.6789766250846574e-14,1.6789826387260862e-14,5.0822308522322396e-20,9.3141057643332275e-21,6.0134335296278385e-14,1.3317118503005505e-12,1.0598853812219005e-17,9.6962114601467512e-19,2.1803872460796664e-35,9.1484988192395798e-21,3.1185980365341729e-19,1.951204171989206e-35
1.2804404465196106e-14,0.5145304131597492,76.950000000000003,0.0,0.0,0.0,0.9994507763408067,9.49999999994386,3.0039326609647948e-07,2.31971560455446e-06,2.3196423274810178e-06,3.9312295586263811e-11,9.9246674669859748e-14,0.00052762079951667142,3.6068146445890789e-06,1.6735607670949394e-11,1.5199975904509432e-19,3.8613967252304032e-20,3.8342194671887602e-17,1.3056180001812121e-05,1.8868121142051251e-12,5.2132043241889027e-20,1.730624963937049e-20,5.7869644255440227e-24,0.0,1.3144510665412851e-12,5.2568632019925822e-11,2.6225677494000856e-14,2.6225785749476697e-14,9.1421447507755928e-20,1.6834028332559598e-20,9.3467511429739531e-14,1.7951306307741389e-12,1.6417681035233434e-17,1.5086520750359794e-18,6.1551998272963863e-35,1.6511361978540316e-20,4.8761938011734376e-19,5.5083104493677623e-35
1.457335873571457e-14,0.5145304131596523,76.950000000000003,0.0,0.0,0.0,0.99937495148372546,9.4999999999273772,3.418802200774448e-07,2.6399858388250539e-06,2.6398908634143146e-06,5.0901618645767778e-11,1.1296641350910081e-13,0.00059790408897502625,4.6586900688598866e-06,2.1614902453720711e-11,1.9681271825814382e-19,6.0156983919388418e-20,5.6346371057181669e-17,1.6863832705571198e-05,2.4439217520379834e-12,6.7331670374216588e-20,2.2979373390322771e-20,9.6854973042538178e-24,0.0,1.9337122870067119e-12,6.8091419006210659e-11,3.8663526364991179e-14,3.8663706791124593e-14,1.5225787028664772e-19,2.8168263121769507e-20,1.3711782868094035e-13,2.3282822967141902e-12,2.4003677817790227e-17,2.2155041771890881e-18,1.5191581209080853e-34,2.7589315173527326e-20,7.195987623904323e-19,1.3595224283809751e-34
1.81112672767515e-14,0.5145304131594216,76.950000000000003,0.0,0.0,0.0,0.99922333866849056,9.4999999998881357,4.2484467941294981e-07,3.280378530568278e-06,3.2802316958249824e-06,7.8544422036157823e-11,1.4039956070849526e-13,0.00073662681627738465,7.1536304784163076e-06,3.3186363757353978e-11,3.0370148417963554e-19,1.2770845714575977e-19,1.074500702517568e-16,2.5895201419753877e-05,3.7738256300680986e-12,1.0337839966893305e-19,3.6699992600101692e-20,2.2983349626951469e-23,0.0,3.6953560343077822e-12,1.0514784024439199e-10,7.4202141945747519e-14,7.4202566565140591e-14,3.5780581861687555e-19,6.6813574451223373e-20,2.6057518479595141e-13,3.6046927324070748e-12,4.5314306884013017e-17,4.219065884493131e-18,6.9850345070467165e-34,6.5255682169987113e-20,1.3837597385870827e-18,6.2512597075425957e-34
2.1649175817788427e-14,0.514530413159142,76.950000000000003,0.0,0.0,0.0,0.99907177466711561,9.4999999998405738,5.0779654397024796e-07,3.9205742995119969e-06,3.920364301575446e-06,1.1212589403307281e-10,1.6782427212758817e-13,0.00087292655766687275,1.0162558907252582e-05,4.7138970097076177e-11,4.3355501685617231e-19,2.3870880403171335e-19,1.8232967806832595e-16,3.6787154111604268e-05,5.3911697695657144e-12,1.468428943014099e-19,5.3540090110533681e-20,4.6678301972538366e-23,0.0,6.283991484566655e-12,1.5021526310632601e-10,1.2671875033131375e-13,1.2671960573931423e-13,7.1976702326103736e-19,1.3564097720814448e-19,4.4064734230296962e-13,5.162696037877456e-12,7.6134519399574537e-17,7.149645859134786e-18,2.4347965486777263e-33,1.3210470415809164e-19,2.3676744945630935e-18,2.1790970816574299e-33
2.5187084358825354e-14,0.5145304131588141,76.950000000000003,0.0,0.0,0.0,0.99892025902488801,9.49999999978475,5.9073581778450987e-07,4.5605732799720874e-06,4.5602887912281363e-06,1.5162982038476011e-10,1.9524055349341958e-13,0.0010068452476052181,1.3676495813367111e-05,6.3430164777039792e-11,5.8631061595704162e-19,4.078262923018402e-19,2.8526124738775515e-16,4.9507190220122869e-05,7.2957870404396237e-12,1.9759258125800627e-19,7.3444165122799224e-20,8.507317446540515e-23,0.0,9.852619682880819e-12,2.0328945075825882e-10,1.9952474544326618e-13,1.9952629205516349e-13,1.2994956427839785e-18,2.4711625443449879e-19,6.8705294824255995e-13,7.0039455797225831e-12,1.1796072137961864e-16,1.1171184004615438e-17,7.0081988254988705e-33,2.3999569223228452e-19,3.7350527906164372e-18,6.2724157357732397e-33
2.872499289986228e-14,0.514530413158438,76.950000000000003,0.0,0.0,0.0,0.99876879129490503,9.4999999997207265,6.7366250485347944e-07,5.2003756049126986e-06,5.2000052746980598e-06,1.970400268100298e-10,2.2264841051673665e-13,0.0011384240948641819,1.7686617061501921e-05,8.2018138021136135e-11,7.6190573571725476e-19,6.5157395486899841e-19,4.2040617801611467e-16,6.402337166318255e-05,9.4875102249557175e-12,2.5549721433637858e-19,9.635468568227426e-20,1.4317061042570263e-22,0.0,1.4551547277958188e-11,2.643660749750565e-10,2.959297399166406e-13,2.9593232235245135e-13,2.1667147958521441e-18,4.1572101477903701e-19,1.0091011877821583e-12,9.129999256489112e-12,1.7218925687119708e-16,1.6442385287475539e-17,1.7544099750074879e-32,4.0260576799712966e-19,5.5499603581009451e-18,1.5702683318975969e-32
3.226290144089921e-14,0.5145304131580141,76.950000000000003,0.0,0.0,0.0,0.99861737103793669,9.4999999996485567,7.5657660913811682e-07,5.8399814059695768e-06,5.8395138612631756e-06,2.4834037889645186e-10,2.5004784883422999e-13,0.0012677035950715435,2.2184251236413688e-05,1.0286181388069342e-10,9.6027798454387521e-19,9.8823546723220199e-19,5.9181389877417359e-16,8.030431311318155e-05,1.1966172021937071e-11,3.2042883336022008e-19,1.222149743868258e-19,2.2665419282842625e-22,0.0,2.0528433113642069e-11,3.3344072004642266e-10,4.192415288834023e-13,4.1924558566372476e-13,3.3988849700666453e-18,6.5789535238587535e-19,1.4157042548009061e-12,1.1542323389531023e-11,2.4012318269518511e-16,2.3116879713904978e-17,3.9484206677132047e-32,6.3534843177593595e-19,7.8767978020419461e-18,3.5341139388923341e-32
3.5800809981936135e-14,0.5145304131575426,76.950000000000003,0.0,0.0,0.0,0.99846599782229517,9.4999999995682938,8.394781345632289e-07,6.479390813473016e-06,6.4788146595746031e-06,3.0551478199874945e-10,2.7743887402869577e-13,0.0013947235430483347,2.71608770008473e-05,1.2592083736308845e-10,1.1813651246231086e-18,1.4377932528836011e-18,8.0342449321887576e-16,9.8319172434492905e-05,1.4731605050871142e-11,3.922617240821927e-19,1.5097156783285764e-19,3.4186998914407297e-22,0.0,2.792833404522511e-11,4.1050888654205606e-10,5.7276605525196412e-13,5.7277212785172789e-13,5.0806177385472087e-18,9.9198202513911958e-19,1.9153894971083952e-12,1.4242296474320071e-11,3.2297858206557468e-16,3.1343377968460399e-17,8.1691346188556546e-32,9.5529481304021715e-19,1.078028033927713e-17,7.3121917631962639e-32
3.933871852297306e-14,0.5145304131570243,76.950000000000003,0.0,0.0,0.0,0.99831467122370254,9.49999999948,9.2236708501809049e-07,7.1186039564704161e-06,7.1179077776666579e-06,3.6854718113746266e-10,3.0482149162886729e-13,0.001519523044941912,3.260812049723213e-05,1.5115556177636938e-10,1.4251050715284341e-18,2.0218587424436725e-18,1.0590712743213582e-15,0.00011803764127916399,1.7783641855927062e-11,4.7087237875977842e-19,1.8257226053489372e-19,4.9580851259576788e-22,0.0,3.6893749997548412e-11,4.9556599494148402e-10,7.5980737641594658e-13,7.5981611771948388e-13,7.3031314341225911e-18,1.4381721031094965e-18,2.516311246117615e-12,1.723121279784484e-11,4.2189045042157181e-16,4.126582283875497e-17,1.578562220292895e-31,1.38109751090896e-18,1.4325418338090108e-17,1.4130179217833295e-31
4.641453560504692e-14,0.5145304131558477,76.950000000000003,0.0,0.0,0.0,0.9980121562168458,9.4999999992795274,1.0881072764001254e-06,8.396441958853753e-06,8.3954714023044378e-06,5.1212194533101934e-10,3.5956152589005791e-13,0.0017626137624807156,4.4881687496368129e-05,2.0799699433282498e-10,1.9802958127105954e-18,3.687706079417635e-18,1.7172876937081617e-15,0.00016246678822363182,2.4746856617711233e-11,6.4794375163862709e-19,2.5409718450672713e-19,9.5093386089258989e-22,0.0,6.0078604865274254e-11,6.8962833939478759e-10,1.2476470189666059e-12,1.2476635410481254e-12,1.3765525062321216e-17,2.7565564568124705e-18,4.0526844210188017e-12,2.4080651680904959e-11,6.7204954445174485e-16,6.6751351657900169e-17,5.0276699338229937e-31,2.6323575957142669e-18,2.3602068833466535e-17,4.5007266507456901e-31
5.3490352687120777e-14,0.5145304131544868,76.950000000000003,0.0,0.0,0.0,0.99770982276654185,9.4999999990475743,1.2537972137106879e-06,9.673496420672661e-06,9.6722055874851766e-06,6.7893702113101356e-10,4.1426799478064414e-13,0.0019972752709549301,5.894081512137616e-05,2.7308263739178189e-10,2.6253565856256208e-18,6.1887379497669546e-18,2.5950884055359281e-15,0.00021335961601300307,3.2854475301061315e-11,8.5069756648394687e-19,3.3637933386035293e-19,1.6601849756275485e-21,0.0,9.1173520598253967e-11,9.1558964474540426e-10,1.9091540307429632e-12,1.9091824700968598e-12,2.3629781003116018e-17,4.8095728935012536e-18,6.0830271806299506e-12,3.2099439085304045e-11,9.9825658623255631e-16,1.0063513117491709e-16,1.3573018219870214e-30,4.5672510700995578e-18,3.6232046619717487e-17,1.2151279470674265e-30
6.056616976919463e-14,0.5145304131529443,76.950000000000003,0.0,0.0,0.0,0.99740766773254963,9.4999999987845509,1.4194369268457129e-06,1.0949768330332989e-05,1.094811117626258e-05,8.6886538641860093e-10,4.6894094064327921e-13,0.0022237968170250935,7.4723566998142606e-05,3.4611957596970307e-10,3.359796197156638e-18,9.7498669433296361e-18,3.7195457918341918e-15,0.00027049195206130505,4.2105155936869459e-11,1.0782213318219972e-18,4.2902556087418202e-19,2.7009423039060297e-21,0.0,1.3123086536636648e-10,1.1734107314911925e-09,2.7706899153026343e-12,2.7707355521020237e-12,3.7816718238853697e-17,7.8200811502850457e-18,8.6602799093659212e-12,4.1295236744333865e-11,1.4071831822031573e-15,1.4391153742365907e-16,3.2357716203398639e-30,7.3847502122096208e-18,5.2744254204683408e-17,2.8970287514212284e-30
6.764198685126849e-14,0.5145304131512227,76.950000000000003,0.0,0.0,0.0,0.99710568808142153,9.4999999984908765,1.5850264451886374e-06,1.2225258657747714e-05,1.2223189002726858e-05,1.0817806441202327e-09,5.2358040502838208e-13,0.0024424577230765746,9.2170132038954484e-05,4.2682508725807971e-10,4.1831258712300045e-18,1.4616089341363901e-17,5.1162521194198779e-15,0.00033364731603947363,5.2497555706189121e-11,1.3296343069372065e-18,5.3165911602453837e-19,4.159306659873621e-21,0.0,1.8126616106609797e-10,1.4630514432024556e-09,3.858583274331162e-12,3.8586526230799032e-12,5.7312962517496821e-17,1.2035786221975983e-17,1.1832444736651609e-11,5.1674662811678509e-11,1.9046419559185321e-15,1.9751178269278762e-16,7.0045323436395056e-30,1.1302674031065282e-17,7.3670707844267841e-17,6.2716706954986368e-30
7.471780393334234e-14,0.5145304131493247,76.950000000000003,0.0,0.0,0.0,0.99680388088284411,9.4999999981669419,1.7505657976278023e-06,1.3499968354968159e-05,1.3497439892286012e-05,1.3175570190462838e-09,5.7818642872113382e-13,0.0026535277272627389,0.00011122275162207198,5.1492628659965397e-10,5.094859236590316e-18,2.1050736323966056e-17,6.8093890614756844e-15,0.00040261665630912549,6.4030331048040066e-11,1.6040863990140171e-18,6.439136402371493e-19,6.1296180364374785e-21,0.0,2.4225934612471156e-10,1.7844707333358092e-09,5.1991290506642585e-12,5.1992299397885549e-12,8.3161293894323279e-17,1.7727830401913288e-17,1.5642892470211849e-11,6.3243378559327825e-11,2.4956950286722489e-15,2.6230780133630845e-16,1.4039459120549871e-29,1.6555826055095274e-17,9.9546087601191601e-17,1.257139762099482e-29
8.179362101541619e-14,0.5145304131472527,76.950000000000003,0.0,0.0,0.0,0.99650224330609893,9.4999999978131413,1.9160550125732783e-06,1.4773898356794108e-05,1.4770864661937813e-05,1.5760693547492886e-09,6.3275905176765728e-13,0.0028572673122765559,0.00013182564918511543,6.1015978536006631e-10,6.0945123146512295e-18,2.9333832056005695e-17,8.8217942695691488e-15,0.00047719809509289262,7.6702137762456382e-11,1.9007570973354711e-18,7.6543457458206407e-19,8.7139963082140021e-21,0.0,3.1515599644548904e-10,2.1376267458266902e-09,6.818587836081201e-12,6.8187294778318678e-12,1.1645229192259063e-16,2.5189458742354626e-17,2.0130653507811517e-11,7.6006168907265954e-11,3.1847489454585393e-15,3.3911592033263436e-16,2.6423764348733298e-29,2.3394257086533394e-17,1.3090732355749401e-16,2.3662300386154944e-29
8.886943809749005e-14,0.5145304131450088,76.950000000000003,0.0,0.0,0.0,0.99620077261664675,9.4999999974298532,2.0814941179731291e-06,1.6047049581363321e-05,1.6043464120532715e-05,1.857193110401765e-09,6.8729831350025851e-13,0.0030539280231589605,0.00015392496216623652,7.1227136036438177e-10,7.1816035074220527e-18,3.9760553380679252e-17,1.117502510942224e-14,0.00055719668214233354,9.0511631108955569e-11,2.2188544435088074e-18,8.9588157403714296e-19,1.2021903033424066e-20,0.0,4.0086850563909369e-10,2.5224768898549139e-09,8.7431852398140193e-12,8.7433782916938324e-12,1.5831712517095723e-16,3.4734754642540574e-17,2.5330693402136457e-11,8.9967017174405582e-11,3.9756375864556405e-15,4.2870032381483853e-16,4.7190631161571804e-29,3.2081646428796583e-17,1.6829321590048653e-16,4.2261721840772496e-29
9.59452551795639e-14,0.5145304131425956,76.950000000000003,0.0,0.0,0.0,0.99589946617282155,9.4999999970174382,2.2468831413291153e-06,1.7319422930720449e-05,1.731523906902772e-05,2.1608043576939195e-09,7.4180425256179922e-13,0.0032437527741310465,0.00017746867629584259,8.2101563490787857e-10,8.3556535855111937e-18,5.263978933272358e-17,1.3889419583703317e-14,0.00064242415691344095,1.0545746590046108e-10,2.5576140377473158e-18,1.0349265300614882e-18,1.6169724221273951e-20,0.0,5.0027722449304375e-10,2.9389779089535108e-09,1.0999111316036226e-11,1.0999367934882581e-11,2.0992140175252526e-16,4.6697444601217467e-17,3.127417325500692e-11,1.0512917421838957e-10,4.8716938925726373e-15,5.3177631420472744e-16,8.0615793743784119e-29,4.2893799201007051e-17,2.1224408789706276e-16,7.2200582724407708e-29
1.0302107226163776e-13,0.5145304131400154,76.950000000000003,0.0,0.0,0.0,0.99559832142264826,9.4999999965762694,2.4122221097118486e-06,1.8591019291365877e-05,1.8586190300731351e-05,2.4867797777510967e-09,7.9627690692921368e-13,0.0034269761446956933,0.00020240656218628185,9.3615577107695336e-10,9.6161856762059775e-18,6.829279623617372e-17,1.6984154518861535e-14,0.00073269871905939064,1.2153829659281318e-10,2.9162980803855651e-18,1.1822518705388965e-18,2.1280373405102709e-20,0.0,6.1423156059132121e-10,3.3870859447780076e-09,1.3612520046803583e-11,1.3612853936518006e-11,2.7245994511369705e-16,6.142976930701551e-17,3.7988695517278907e-11,1.2149522227702265e-10,5.8758117688988795e-15,6.4901337796549425e-16,1.3256497811243043e-28,5.611725406799819e-17,2.6330146976459621e-16,1.1873495081733809e-28
1.1009688934371161e-13,0.51453041313727,76.950000000000003,0.0,0.0,0.0,0.99529733590076408,9.4999999961066894,2.577511049775421e-06,1.9861839534785358e-05,1.9856318601540232e-05,2.8349966580704774e-09,8.5071631393619509e-13,0.0036038246655226906,0.00022869011410939512,1.057463172832258e-09,1.0962725251626882e-17,8.7051941580968454e-17,2.0477301165430264e-14,0.00082784480684206256,1.3875277737011579e-10,3.2941944469212388e-18,1.3375512154600011e-18,2.7482913825264549e-20,0.0,7.4355103999328894e-10,3.866756596004243e-09,1.6609528875239706e-11,1.6609955328981528e-11,3.4715232540324342e-16,7.9301416414074322e-17,4.5498536167866249e-11,1.3906713397359922e-10,6.9904998832515911e-15,7.8103806934809503e-16,2.1090064374611879e-28,7.2047992549670096e-17,3.2200781051379879e-16,1.8891085420921451e-28
1.1717270642578546e-13,0.514530413134362,76.950000000000003,0.0,0.0,0.0,0.99499650722544886,9.4999999956090431,2.7427499877715388e-06,2.113188451796147e-05,2.112562475016762e-05,3.2053328894766503e-09,9.0512251029510739e-13,0.0037745170945993447,0.00025627249085872296,1.1847171993407196e-09,1.2394800116954767e-17,1.0925953032116645e-16,2.4385878358284563e-14,0.00092769288308876155,1.5709956222615562e-10,3.6906157949843839e-18,1.5005294670377447e-18,3.4912198609481761e-20,0.0,8.8902633276177602e-10,4.3779449727835669e-09,2.0016218284290054e-11,2.0016754221813928e-11,4.3523901312077903e-16,1.0069851074755254e-16,5.3824864167783659e-11,1.5784632690998557e-10,8.2179287163083085e-15,9.2843672453315542e-16,3.2595234449352916e-28,9.0990241858950138e-17,3.8890621514789573e-16,2.9198623234751455e-28
1.2424852350785933e-13,0.5145304131312934,76.950000000000003,0.0,0.0,0.0,0.99469583309575371,9.4999999950836642,2.9079389495631751e-06,2.2401155083867377e-05,2.2394109518364127e-05,3.5976669630958262e-09,9.5949553211814114e-13,0.0039392646839639649,0.00028510845862839417,1.3177048882175881e-09,1.3911940398730203e-17,1.3526670902334055e-16,2.8725903337129471e-14,0.001032079228448123,1.7657730504205659e-10,4.1048987021784722e-18,1.6709017649830143e-18,4.3708528189345066e-20,0.0,1.0514202435190684e-09,4.9206057470638371e-09,2.3858631417758334e-11,2.3859295418491541e-11,5.37978074211724e-16,1.2602265899225008e-16,6.2985948809861551e-11,1.7783371415247659e-10,9.5599716912051092e-15,1.0917580149330202e-15,4.9105518537781783e-28,1.1325536559228058e-16,4.645402053870487e-16,4.3991406221966796e-28
1.313243405899332e-13,0.5145304131280664,76.950000000000003,0.0,0.0,0.0,0.99439531128873071,9.4999999945308815,3.0730779606377471e-06,2.3669652061943513e-05,2.3661773671130964e-05,4.0118779673486093e-09,1.0138354149377322e-12,0.0040982714372729623,0.00031515433585500266,1.4562206884104144e-09,1.5513678533224547e-17,1.6543244410915016e-16,3.3512440305847693e-14,0.0011408457417508547,1.9718465966030302e-10,4.5364028339580939e-18,1.8483929918162769e-18,5.4017324336393382e-20,0.0,1.2314686679619448e-09,5.4946931990278803e-09,2.8162773740934372e-11,2.8163586073325841e-11,6.5664234500626595e-16,1.5569004645859409e-16,7.2997355471293558e-11,1.9902975085934039e-10,1.1018241016211834e-14,1.2715153469141322e-15,7.2316095150071236e-28,1.3916083759027436e-16,5.494535024199773e-16,6.4789078842819574e-28
1.3840015767200706e-13,0.5145304131246828,76.950000000000003,0.0,0.0,0.0,0.99409493965675655,9.4999999939510129,3.2381670461198474e-06,2.4937376268557566e-05,2.4928617966925789e-05,4.4478455849610888e-09,1.068142193726269e-12,0.0042517343584947461,0.00034636793995968267,1.6000662024120916e-09,1.7199549254881831e-17,2.0012257015283072e-16,3.8759646820325081e-14,0.001253839747248068,2.1892027995527849e-10,4.9845101405686258e-18,2.0327378091485265e-18,6.5988820121103182e-20,0.0,1.4298815164245955e-09,6.1001612599139624e-09,3.2954612737922305e-11,3.2955595385525643e-11,7.925170200684436e-16,1.9013058326202631e-16,8.387213033357063e-11,2.2143447731167064e-10,1.2594118929379875e-14,1.4681891159632968e-15,1.0435264188831873e-27,1.6902929386539254e-16,6.4418983007203982e-16,9.3497412877897306e-28
1.4547597475408093e-13,0.5145304131211448,76.950000000000003,0.0,0.0,0.0,0.99379471612494819,9.4999999933443711,3.4032062307835349e-06,2.6204328507448581e-05,2.6194643157861536e-05,4.9054500899939935e-09,1.1224159029151188e-12,0.0043998436920628953,0.00037870853591919152,1.7490499374488154e-09,1.896908958483061e-17,2.3970890391894216e-16,4.4480818104472915e-14,0.0013709138084695087,2.4178281990048166e-10,5.4486240819446647e-18,2.223680315725487e-18,7.9777765026696488e-20,0.0,1.6473436057240083e-09,6.7369635514947188e-09,3.8260077642633107e-11,3.8261254327316098e-11,9.4689758594911652e-16,2.2978709703977994e-16,9.562097468282972e-11,2.4504755862102838e-10,1.4288785037133528e-14,1.6822288239615598e-15,1.4784832499427168e-27,2.0318765716545243e-16,7.4929273669986745e-16,1.3247742332648217e-27
1.525517918361548e-13,0.514530413117454,76.950000000000003,0.0,0.0,0.0,0.9934946386886675,9.4999999927112526,3.5681955390642026e-06,2.7470509570155622e-05,2.7459849989898537e-05,5.3845723448896865e-09,1.1766565764129907e-12,0.0045427831548041668,0.00041213678659841017,1.9029870653069046e-09,2.0821838819464639e-17,2.8456842009039394e-16,5.0688429388014914e-14,0.0014919255484570784,2.657709336325736e-10,5.928168879520311e-18,2.4209735119779175e-18,9.5543144494323111e-20,0.0,1.8845155204598904e-09,7.4050534224691343e-09,4.4105059200673869e-11,4.4106455403290401e-11,1.1210880469930125e-15,2.7511456953345579e-16,1.0825240936320267e-10,2.6986832136586165e-10,1.6103240307478666e-14,1.9140550676792468e-15,2.0602938351384511e-27,2.4196632915460423e-16,8.6530543427552581e-16,1.8462221395651089e-27
1.5962760891822867e-13,0.5145304131136126,76.950000000000003,0.0,0.0,0.0,0.99319470541111221,9.4999999920519613,3.7331349950700432e-06,2.8735920236431631e-05,2.8724239203029978e-05,5.8850937975367938e-09,1.2308642476236677e-12,0.004680730159918817,0.00044661470478484595,2.061699190503068e-09,2.2757338519091878e-17,3.3508248511199375e-16,5.7394176348566056e-14,0.0016167374761585755,2.9088327551239165e-10,6.4225887940310331e-18,2.6243790268555392e-18,1.1344791326327683e-19,0.0,2.1420344447994957e-09,8.1043839819881051e-09,5.0515409459762995e-11,5.051705243858134e-11,1.3163994036304434e-15,3.2657941471099393e-16,1.2177292988441491e-10,2.9589578737505575e-10,1.803832813463649e-14,2.1640614056375519e-15,2.8280974492136285e-27,2.8569844584902355e-16,9.9277065334651425e-16,2.5344194764523238e-27
1.6670342600030253e-13,0.5145304131096226,76.950000000000003,0.0,0.0,0.0,0.99289491442098721,9.4999999913667885,3.898024622593114e-06,3.0000561274642846e-05,2.9987811531461083e-05,6.4068964783522673e-09,1.2850389494631153e-12,0.0048138560332725089,0.00048210560686961823,2.2250141265221153e-09,2.477513249665083e-17,3.9163614585612953e-16,6.4609013735398624e-14,0.0017452168187807181,3.1711850018305763e-10,6.9313474284473054e-18,2.8336669185146522e-18,1.3365874191439193e-19,0.0,2.4205149657101449e-09,8.834908130513126e-09,5.7516941586525393e-11,5.7518860393671797e-11,1.5341483500993716e-15,3.8465879628467561e-16,1.3618715264746038e-10,3.2312870485630779e-10,2.0094752825967716e-14,2.432616109960596e-15,3.8289510843815962e-27,3.3471919230575971e-16,1.1322305126834176e-15,3.431573363178484e-27
1.737792430823764e-13,0.5145304131054853,76.950000000000003,0.0,0.0,0.0,0.99259526391025732,9.4999999906560113,4.0628644451200332e-06,3.126443344215448e-05,3.1250567703782205e-05,6.9498629973807288e-09,1.3391807143760088e-12,0.0049423262222603693,0.0005185740681191188,2.3927656798448891e-09,2.6874766806493761e-17,4.5461746990058197e-16,7.2343192251651151e-14,0.0018772353598994615,3.4447526262530439e-10,7.4539270551764222e-18,3.0486153378384997e-18,1.5634577602861037e-19,0.0,2.7205498486072161e-09,9.5965785881996642e-09,6.5135429707595743e-11,6.5137655203738492e-11,1.7756561602051262e-15,4.4983998251777741e-16,1.5149795274600181e-10,3.5156557705908818e-10,2.2273095845267436e-14,2.7200638097329209e-15,5.1189692871529871e-27,3.8936517266179245e-16,1.2842264024678634e-15,4.5880204231294848e-27
1.8085506016445027e-13,0.5145304131012028,76.950000000000003,0.0,0.0,0.0,0.99229575213197885,9.4999999899199139,4.2276544858422973e-06,3.2527537485702879e-05,3.2512508443135985e-05,7.513876541410831e-09,1.3932895743516725e-12,0.0050663004975035454,0.00055598587948159535,2.5647934414896313e-09,2.9055789733235682e-17,5.2441693429554771e-16,8.0606293770471562e-14,0.0020126692831258139,3.7295221821014484e-10,7.9898279666702345e-18,3.2690101967407729e-18,1.8168240737999051e-19,0.0,3.042710786384421e-09,1.0389347920988723e-08,7.3396608773044168e-11,7.3399173640513007e-11,2.0422477325436792e-15,5.226197362627364e-16,1.6770659379200129e-10,3.8120468865393239e-10,2.4573830118162968e-14,3.0267270322261118e-15,6.7645672840278296e-27,4.4997383174493113e-16,1.449298879921841e-15,6.0633437950044809e-27
