Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837)
2.7115218993442643e-12,0.20632031604230114,76.950000000000003,0.0,0.0,0.0,0.99999966814266916,9.4999999986696917,1.6957579519941652e-08,1.5451873503418498e-07,1.5408488906571598e-07,8.8205849538161581e-10,1.6097686846918346e-13,1.392598527597291e-09,1.7980961612485446e-09,4.4809711595857939e-10,2.3865387890731254e-17,2.3474939835264834e-18,1.5936651961433862e-18,1.7566549442545282e-09,8.0252955669642112e-13,7.6562464603921034e-18,4.5706928926307587e-21,1.3713357430136179e-26,6.6037800453936394e-27,1.2097746240833571e-17,4.5890036973553672e-14,7.4027827891737061e-17,7.4085182595445505e-17,4.4061311563087108e-20,1.3293392145395816e-20,7.1518590812804832e-26,4.1523211769832521e-16,5.3369020255215052e-19,9.170138841138087e-20,2.5750214484662099e-37,4.8525113106830146e-22,3.2525971737564514e-24,2.4782325004822078e-37,1.7597110362716535e-11,8.3057259420356382e-27,2.1315305498918989e-27,4.5774486848942127e-15,1.4001273868355275e-15,4.6826689459789529e-15,4.5770898943030284e-15,6.2026525214303681e-18,2.4782323849957732e-37,2.3880327815984535e-26,1.4482716679773112e-26,7.8782341049191816e-27,1.0587747949250138e-30,2.1047972078686405e-24,4.3544894803536221e-34,5.7201082864540681e-20,3.5668488845845702e-31,4.1043678866472937e-36,1.5201047180836453e-22,5.0704722262577504e-40
2.7458209837617356e-12,0.20632031604222587,76.950000000000003,0.0,0.0,0.0,0.99999966394523099,9.4999999986377972,1.7172082279069155e-08,1.5646945001547719e-07,1.5602274950960502e-07,9.0443338656303049e-10,1.6300938641969316e-13,1.394451184307871e-09,1.8285928700992312e-09,4.5761659506605192e-10,2.4470819723651976e-17,2.4386767606689888e-18,1.6533547206706245e-18,1.7864487871439267e-09,8.2294458322300433e-13,7.8189020520923789e-18,4.6680883233963127e-21,1.4408749447272653e-26,6.8963874250704476e-27,1.2477659778676872e-17,4.7055115680319551e-14,7.6868511245848646e-17,7.6928332441751895e-17,4.5894215299206892e-20,1.3926980604089937e-20,7.309813508351018e-26,4.2579301023683228e-16,5.4851242054475411e-19,9.4797019241194332e-20,2.8115918527854623e-37,5.0837201254158094e-22,3.3771560391925888e-24,2.7059108724598373e-37,1.7895567427353875e-11,8.7027548647644816e-27,2.2331762908081375e-27,4.679942479062638e-15,1.4313878608497603e-15,4.7044310490888392e-15,4.6795708487444816e-15,6.438976452687357e-18,2.7059107447673022e-37,2.5108974897207654e-26,1.5234412795429815e-26,8.3372695388866312e-27,1.1352783345562601e-30,2.1827104406173199e-24,4.7303842256970866e-34,5.8654301983557663e-20,3.7992435947846751e-31,4.4586845391931483e-36,1.577653208734212e-22,5.5800553206942904e-40
2.8144191525966786e-12,0.20632031604207296,76.950000000000003,0.0,0.0,0.0,0.99999965555035963,9.499999998572985,1.7601087782878531e-08,1.6037069696948086e-07,1.598976357862731e-07,9.5001768685492266e-10,1.670741197737398e-13,1.3979181125390409e-09,1.8897035211444194e-09,4.7683851239427176e-10,2.5704265942890983e-17,2.6281397041871858e-18,1.7770756038418435e-18,1.8461510043656504e-09,8.6454295180383682e-13,8.147339513559565e-18,4.8647595008083779e-21,1.5877742143627019e-26,7.5081759785118365e-27,1.3256671802811488e-17,4.9428841296704639e-14,8.2765723983807752e-17,8.2830694446683056e-17,4.971216254247732e-20,1.5258300332842642e-20,7.6276969736596863e-26,4.4731213394468897e-16,5.7877145417005095e-19,1.0116881909093812e-19,3.3410602901580842e-37,5.569537974475799e-22,3.6357003493984242e-24,3.2154780729326925e-37,1.849362889720168e-11,9.5371299892171455e-27,2.4467639400330533e-27,4.8863032822438761e-15,1.4943160634578628e-15,4.7457469774567898e-15,4.8859051817527115e-15,6.9273779658703333e-18,3.2154779173994867e-37,2.7707669444683171e-26,1.6825588100932376e-26,9.3165398466383936e-27,1.3017587885188581e-30,2.3440377639039455e-24,5.5646472423006124e-34,6.1615223665679765e-20,4.3004471682876686e-31,5.2450611452184543e-36,1.6970045920915103e-22,6.7334212811277435e-40
2.8830173214316216e-12,0.2063203160419169,76.950000000000003,0.0,0.0,0.0,0.99999964715549428,9.4999999985068246,1.8030093267427065e-08,1.6427170597849052e-07,1.637714097495134e-07,9.967141763469456e-10,1.7113845581025961e-13,1.4010898300668832e-09,1.950959351210979e-09,4.9629830875394004e-10,2.6967808665906883e-17,2.8272742593935775e-18,1.9066928241151851e-18,1.9059950546389367e-09,9.0716568841361745e-13,8.4798416864544539e-18,5.0638754245386938e-21,1.7455181218072199e-26,8.1563354893786862e-27,1.4061315871153323e-17,5.1860637940908289e-14,8.8956646385346389e-17,8.9027061823281737e-17,5.3737557731059188e-20,1.667788020429251e-20,7.9480583332731946e-26,4.6936101343863228e-16,6.0984990353432801e-19,1.0778295750597862e-19,3.9537606776675622e-37,6.0875546041407972e-22,3.9070688162032713e-24,3.8051488113089097e-37,1.9093111210191897e-11,1.0426988038589341e-26,2.6745195534447047e-27,5.0943904615749468e-15,1.5577550201197487e-15,4.7842651231561702e-15,5.0939648307581691e-15,7.4369347621092634e-18,3.8051486227628468e-37,3.0502747461708742e-26,1.8538821905266576e-26,1.0381483568479337e-26,1.4875219165796197e-30,2.5128182336925017e-24,6.5195454735088801e-34,6.4648775504435293e-20,4.8533260853602542e-31,6.1451547903469335e-36,1.8221355971900032e-22,8.0873759932698621e-40
2.9516154902665646e-12,0.20632031604175763,76.950000000000003,0.0,0.0,0.0,0.99999963876063402,9.4999999984393213,1.8459098732714752e-08,1.6817248413185064e-07,1.6764407200070432e-07,1.0445222536773939e-09,1.7520264407141501e-13,1.4039914662530072e-09,2.0123480021092036e-09,5.1598889455124566e-10,2.826143161744403e-17,3.0363311522575692e-18,2.0423347785939517e-18,1.9659688645967352e-09,9.5081273149298857e-13,8.8162874287292635e-18,5.2653632367062393e-21,1.9146164298394844e-26,8.8419963413036569e-27,1.4891649807722925e-17,5.435048173240216e-14,9.5448373821477035e-17,9.5524538760487258e-17,5.7975912778364974e-20,1.8189026231887604e-20,8.270722045110395e-26,4.9193961478923099e-16,6.4174771217970924e-19,1.1464130031146339e-19,4.6603123030436985e-37,6.6389764622901305e-22,4.1915676593996752e-24,4.4851432394371054e-37,1.9693893422952156e-11,1.1374415259216627e-26,2.91697446526751e-27,5.3040851389967613e-15,1.6216680700044481e-15,4.8201546375597392e-15,5.3036309111427033e-15,7.9678164222765168e-18,4.4851430119040025e-37,3.3503827107538228e-26,2.0380269145600037e-26,1.153712398435895e-26,1.6942313560440311e-30,2.6891928182372016e-24,7.6088571017585504e-34,6.7754940345201002e-20,5.4617947724717564e-31,7.171954558075583e-36,1.9531742266051506e-22,9.6705198683244632e-40
3.0202136591015077e-12,0.20632031604159523,76.950000000000003,0.0,0.0,0.0,0.99999963036577877,9.4999999983704821,1.8888104178741611e-08,1.720730383079368e-07,1.715156231408989e-07,1.0934413178097053e-09,1.7926659477078024e-13,1.4066460108577833e-09,2.0738581678686335e-09,5.3590339150052568e-10,2.9585118533928109e-17,3.2555618105807396e-18,2.1841295725261711e-18,2.0260613888404534e-09,9.9548402131638057e-13,9.1565592090229513e-18,5.4691522512175502e-21,2.095589828038783e-26,9.5662926314051206e-27,1.5747726480657443e-17,5.6898348802814476e-14,1.0224799871978623e-16,1.0233022652592575e-16,6.2432737323579804e-20,1.9795068815942508e-20,8.5955238638041117e-26,5.1504790510667622e-16,6.7446482479938661e-19,1.2174562655474599e-19,5.4723908207704292e-37,7.2250190314449416e-22,4.4895028242828719e-24,5.2666981725554025e-37,2.0295864889651141e-11,1.2381513624358583e-26,3.1746639953865073e-27,5.5152756824942054e-15,1.6860207887358898e-15,4.8535769020286166e-15,5.514791784841642e-15,8.5201807513402809e-18,5.2666978991580765e-37,3.67207533367414e-26,2.2356242488778273e-26,1.2788638313610525e-26,1.9236469361166229e-30,2.8733008634373305e-24,8.8475328066360664e-34,7.0933701221323594e-20,6.1299626747665594e-31,8.3395550238856958e-36,2.0902479137975879e-22,1.1514676065366352e-39
3.0888118279364507e-12,0.20632031604142964,76.950000000000003,0.0,0.0,0.0,0.99999962197092762,9.4999999983003196,1.9317109605507632e-08,1.7597337518018283e-07,1.7538606377082523e-07,1.1434707680322785e-09,1.8333031736174639e-13,1.4090745019358115e-09,2.1354795023342884e-09,5.5603512615868614e-10,3.0938853159714595e-17,3.4852183632200216e-18,2.3322050407809708e-18,2.0862625196658391e-09,1.0411794999359015e-12,9.5005429961817856e-18,5.675173887921326e-21,2.2889699062497372e-26,1.0330362107938005e-26,1.6629594237426757e-17,5.9504215295908848e-14,1.0936261056717239e-16,1.0945122346743275e-16,6.7113538729649845e-20,2.1499361530711073e-20,8.9223102407790567e-26,5.3868585250769005e-16,7.0800118734749245e-19,1.2909763264053101e-19,6.4028066572715445e-37,7.8469063967318535e-22,4.8011799828662035e-24,6.162142547776286e-37,2.0898924357688929e-11,1.3450400082152889e-26,3.4481272587557079e-27,5.727857357456959e-15,1.750780880621654e-15,4.8846855467883139e-15,5.727342711671164e-15,9.0941745215785488e-18,6.1621422206234374e-37,4.0163597689780928e-26,2.4473212782341896e-26,1.4141358225841304e-26,2.1776276533447481e-30,3.0652801122799925e-24,1.0251764135607444e-33,7.4185041349827056e-20,6.8621393175418312e-31,9.6632207350823255e-36,2.2334835259427716e-22,1.365516682852297e-39
3.1574099967713937e-12,0.20632031604126103,76.950000000000003,0.0,0.0,0.0,0.99999961357608058,9.4999999982288319,1.9746115013012822e-08,1.7987350122323736e-07,1.7925539449088675e-07,1.1946100039582982e-09,1.8739382086287599e-13,1.4112961900244157e-09,2.197202538421571e-09,5.7637762386812947e-10,3.2322619247962552e-17,3.7255536393346274e-18,2.4866887679414577e-18,2.1465630081788428e-09,1.0878991111287744e-12,9.8481281557603309e-18,5.8833616092594522e-21,2.4952991308688972e-26,1.1135346118363613e-26,1.7537297285138014e-17,6.2168057367565288e-14,1.1679929591243564e-16,1.1689462501452766e-16,7.2023822082509743e-20,2.3305280009496604e-20,9.2509377533658032e-26,5.6285342608457916e-16,7.4235674709961375e-19,1.3669893612811422e-19,7.4655850705236822e-37,8.5058708491984774e-22,5.1269045349932192e-24,7.1849744748359349e-37,2.1502979177485237e-11,1.4583205865105743e-26,3.7379069903979694e-27,5.9417319902028059e-15,1.8159180746747752e-15,4.913626540818556e-15,5.9411855128211857e-15,9.6899341542071783e-18,7.1849740849003979e-37,4.3842658090851039e-26,2.6737809491483859e-26,1.5600770327408848e-26,2.4581345682889944e-30,3.2652667234372219e-24,1.1839052080795901e-33,7.7508944127383751e-20,7.6628392316373819e-31,1.1159450886437752e-35,2.3830073666528652e-22,1.6131098689508902e-39
3.2946063344412793e-12,0.20632031604091444,76.950000000000003,0.0,0.0,0.0,0.99999959678639638,9.4999999980819254,2.0604125770240706e-08,1.8767314575986694e-07,1.8699072860140544e-07,1.3002154329963389e-09,1.9552019529760067e-13,1.4151880482088026e-09,2.3209198360590274e-09,6.1766997032195283e-10,3.5180180868469467e-17,4.2392751757780253e-18,2.8153901964421171e-18,2.2674289596937713e-09,1.1844105146790404e-12,1.0553676466946831e-17,6.3059790258317844e-21,2.9490291458534847e-26,1.2872640879823167e-26,1.9430367294193623e-17,6.7669572930564739e-14,1.3266721861580811e-16,1.3277700906048853e-16,8.2554843588281579e-20,2.7235601092180121e-20,9.9131899612581082e-26,6.1277733284264307e-16,8.1352525406165678e-19,1.5265553171231285e-19,1.0050902760673437e-36,9.9399990793810222e-22,5.8217160643453245e-24,9.6731185162715022e-37,2.2713743311744744e-11,1.7049168050507224e-26,4.3686039592508156e-27,6.3729983448925283e-15,1.9472122237485017e-15,4.9655520611414147e-15,6.3723849354869152e-15,1.0947248569778152e-17,9.673117968468538e-37,5.195174948985867e-26,3.1737195629814558e-26,1.8862394964938059e-26,3.1070983978258055e-30,3.6897988513637688e-24,1.563976409009866e-33,8.4374372092307719e-20,9.4889206529783463e-31,1.4742166004714351e-35,2.7014221459721473e-22,2.2266428809432031e-39
3.431802672111165e-12,0.2063203160405556,76.950000000000003,0.0,0.0,0.0,0.99999957999672306,9.4999999979298178,2.1462136450425288e-08,1.9547201995779601e-07,1.9472163026919228e-07,1.4102528083184267e-09,2.0364576571456303e-13,1.418445232223257e-09,2.4449492533961187e-09,6.5973239084492441e-10,3.8157673596466122e-17,4.7987630306684212e-18,3.1712502518983274e-18,2.3885998374451711e-09,1.2850178147913213e-12,1.127238326818602e-17,6.7365108104351735e-21,3.4613363414289098e-26,1.4787378066388216e-26,2.1427219848731166e-17,7.3402704980518576e-14,1.4990840055325773e-16,1.5003408378939855e-16,9.406979699353772e-20,3.1613439147324746e-20,1.058131498907301e-25,6.6481939651667279e-16,8.879699512567629e-19,1.6962691008627943e-19,1.3368116992602089e-36,1.15374122548991e-21,6.5763752065395048e-24,1.2865649973337697e-36,2.3927562201248755e-11,1.9796711508014612e-26,5.0711630453872586e-27,6.8084082162739781e-15,2.0796977441056044e-15,5.0103739580311305e-15,6.8077234893870411e-15,1.22930320574273e-17,1.2865649214365215e-36,6.1134930986082028e-26,3.7410625515815213e-26,2.2620521870830311e-26,3.8883785785845213e-30,4.1479555212191585e-24,2.0418591776333729e-33,9.1529855736758607e-20,1.1648610910669709e-30,1.9246958007045039e-35,3.0464915113581289e-22,3.0321028425725376e-39
3.5689990097810505e-12,0.20632031604018458,76.950000000000003,0.0,0.0,0.0,0.99999956320705852,9.4999999977725604,2.232014705356659e-08,2.032701690369502e-07,2.0244810428579897e-07,1.5247173385045443e-09,2.1177058118737191e-13,1.4211712681730873e-09,2.5692398780671068e-09,7.0251966546323451e-10,4.1254967773257003e-17,5.4060649712403911e-18,3.555282515565187e-18,2.5100259024588401e-09,1.3897206187628512e-12,1.2003475872019176e-17,7.1744922541390043e-21,4.0369499561242374e-26,1.6888813946218485e-26,2.3528091684805061e-17,7.936726319892544e-14,1.6857942859663499e-16,1.6872250772813825e-16,1.06612641048398e-19,3.6466490454915483e-20,1.1254475434932924e-25,7.1897940201503929e-16,9.6569046618449836e-19,1.8762352318513541e-19,1.7582203314455688e-36,1.3308227573228386e-21,7.3933154642173653e-24,1.6921343758831655e-36,2.5143937592380023e-11,2.2843336722538221e-26,5.8500403300385557e-27,7.2473795828570829e-15,2.2131952176848248e-15,5.0490019118157671e-15,7.2466191253044667e-15,1.3728065386031922e-17,1.692134272065611e-36,7.1482715310379685e-26,4.3816889633639292e-26,2.692466998101903e-26,4.8216357943700319e-30,4.6407708160286909e-24,2.6370140758707613e-33,9.8975268315016472e-20,1.418591268039964e-30,2.4857301517995279e-35,3.4192058770771158e-22,4.0776780345473384e-39
3.7061953474509366e-12,0.2063203160398015,76.950000000000003,0.0,0.0,0.0,0.99999954641740063,9.4999999976101943,2.317815757966461e-08,2.1106763556200159e-07,2.1017015543759719e-07,1.6436042373144763e-09,2.1989468547168103e-13,1.4234528073942913e-09,2.6937490964288229e-09,7.4598922946179329e-10,4.4471933880334392e-17,6.0632398970543344e-18,3.9684982991773375e-18,2.6316655232201688e-09,1.4985185569339089e-12,1.2746226962201656e-17,7.6194859344585505e-21,4.6807715157653014e-26,1.9186259050565489e-26,2.5733180452077534e-17,8.5563057459619408e-14,1.8873684284097032e-16,1.8889889285184809e-16,1.2022729814091773e-19,4.1822712736917023e-20,1.1931946875115787e-25,7.7525714718202321e-16,1.0466864476614278e-18,2.0665487220472659e-19,2.28865910060826e-36,1.5262661071471631e-21,8.274966075943108e-24,2.2026359117452395e-36,2.6362452446931e-11,2.6206716234091743e-26,6.7097354979371115e-27,7.6894055883781016e-15,2.3475484154149262e-15,5.082242772419097e-15,7.6885649639756187e-15,1.5253018231534501e-17,2.2026357714064647e-36,8.3089218109952214e-26,5.1017358281956221e-26,3.1826882240894259e-26,5.9284457663983072e-30,5.1692551862016487e-24,3.3717251950878036e-33,1.0671048560437802e-19,1.7148587838360989e-30,3.1783295835522404e-35,3.8205468960958962e-22,5.4209173820366185e-39
3.8433916851208226e-12,0.20632031603940648,76.950000000000003,0.0,0.0,0.0,0.99999952962774785,9.4999999974427709,2.4036168028719362e-08,2.1886445959759447e-07,2.1788778850578415e-07,1.7669087236822147e-09,2.2801812026005299e-13,1.4253623428400494e-09,2.8184412576883121e-09,7.9010101815544078e-10,4.7808442539203297e-17,6.7723578158524587e-18,4.411907155595378e-18,2.753483870590001e-09,1.6114112813407011e-12,1.3499951941261319e-17,8.0710801204304241e-21,5.3978744415432264e-26,2.1689077495852049e-26,2.8042651005696537e-17,9.1989897828353586e-14,2.1043713667665423e-16,2.1061980463085717e-16,1.3495765434409274e-19,4.7710299858881895e-20,1.2613104112488878e-25,8.3365244201181619e-16,1.1309575649548889e-18,2.2672959323326222e-19,2.9506689676619459e-36,1.7411018688115021e-21,9.2237520413727198e-24,2.839763368846089e-36,2.7582757868591822e-11,2.9904679078899444e-26,7.6547878941977408e-27,8.1340459266387296e-15,2.4826216378475751e-15,5.1108090766173811e-15,8.1331206803055501e-15,1.6868463536930367e-17,2.8397631812083553e-36,9.6052151616484283e-26,5.9075995505607388e-26,3.7381740135580494e-26,7.2323944416968037e-30,5.7343959951189211e-24,4.2713689035044889e-33,1.1473538580058645e-19,2.0588319070795126e-30,4.0264199912837773e-35,4.251487543077133e-22,7.1300597698287766e-39
3.980588022790709e-12,0.2063203160389997,76.950000000000003,0.0,0.0,0.0,0.99999951283809874,9.4999999972703275,2.4894178400730865e-08,2.2666067885530151e-07,2.2560100826638814e-07,1.8946260217103619e-09,2.3614092487414169e-13,1.4269605226847237e-09,2.9432865361120025e-09,8.3481731993282649e-10,5.1264364511234026e-17,7.5354998193609828e-18,4.8865173613385569e-18,2.8754518062367915e-09,1.7283984644400365e-12,1.4264006419414544e-17,8.5288872629369148e-21,6.193503738260434e-26,2.4406686424149012e-26,3.0456640765221709e-17,9.8647594562414311e-14,2.3373675685959401e-16,2.3394176207765382e-16,1.5084755946484078e-19,5.4157658594990114e-20,1.3297408714425048e-25,8.941651079060756e-16,1.2185035068433261e-18,2.4785553577706901e-19,3.7703696055403737e-36,1.9763688068315201e-21,1.024209414461354e-23,3.6286547232838835e-36,2.8804561967963292e-11,3.3955196524756694e-26,8.6897729092066498e-27,8.5809189482554215e-15,2.6182972789736183e-15,5.1353275835264017e-15,8.5799046095638905e-15,1.8574890304802298e-17,3.6286544749518732e-36,1.1047281833020472e-25,6.8059373037771146e-26,4.3646378111657242e-26,8.7591739673362573e-30,6.3371580536984067e-24,5.3646959921089931e-33,1.2304984941847556e-19,2.456087278824015e-30,5.0571093829664288e-35,4.7129921965401044e-22,9.2854875966669187e-39
4.117784360460595e-12,0.2063203160385811,76.950000000000003,0.0,0.0,0.0,0.99999949604845217,9.4999999970929085,2.5752188695699111e-08,2.3445632883228456e-07,2.3330981949027471e-07,2.0267513606645326e-09,2.4426313629402909e-13,1.4282981062322552e-09,3.0682599691434528e-09,8.8010263759562498e-10,5.483957069751123e-17,8.3547580591121997e-18,5.3933363710597447e-18,2.9975449429231199e-09,1.8494797979059917e-12,1.5037783845227186e-17,8.9925425694304645e-21,7.0730757602983401e-26,2.7348555542867888e-26,3.2975264245031521e-17,1.0553595811026326e-13,2.58692103579321e-16,2.5892123779379113e-16,1.6794082709452559e-19,6.119338737564388e-20,1.3984397816268034e-25,9.5679497697530219e-16,1.3093239806194499e-18,2.7003983447156682e-19,4.7778684875211963e-36,2.2331131082111414e-21,1.1332408975918313e-23,4.5982858777613735e-36,3.0027620449099168e-11,3.8376369047370907e-26,9.8192986780173195e-27,9.0296944939682608e-15,2.7544736145673064e-15,5.1563476291955337e-15,9.0285865802064363e-15,2.0372714911433538e-17,4.5982855522128539e-36,1.2645610473321184e-25,7.8036684218916033e-26,5.0680497875971297e-26,1.0536679225089367e-29,6.9784841427664122e-24,6.6841268051367341e-33,1.3165375919786007e-19,2.9126262966867083e-30,6.3009662858945287e-35,5.2060167200023244e-22,1.1981308261306571e-38
4.254980698130481e-12,0.2063203160381508,76.950000000000003,0.0,0.0,0.0,0.99999947925880728,9.4999999969105513,2.6610198913624122e-08,2.4225144294150103e-07,2.4101422694315122e-07,2.1632799749677722e-09,2.5238478933751849e-13,1.4294175866416929e-09,3.1933406593747252e-09,9.2592355815218489e-10,5.8533932138682705e-17,9.2322357223387079e-18,5.9333712435120652e-18,3.1197428648694553e-09,1.9746549914999416e-12,1.5820713280739048e-17,9.4617026658368999e-21,8.0421780547722654e-26,3.0524206754021423e-26,3.5598616812989849e-17,1.1265479911120638e-13,2.8535953052499201e-16,2.8561465801664366e-16,1.8628123466084819e-19,6.8846256990730906e-20,1.4673674172171582e-25,1.0215418913848679e-15,1.403418711042855e-18,2.9328897407944702e-19,6.0076994949489238e-36,2.5123877044781355e-21,1.2497108951794508e-23,5.7818927862017419e-36,3.1251728799601989e-11,4.3186414528916705e-26,1.1048003089497317e-26,9.4800874550928082e-15,2.8910628151905418e-15,5.1743491965336122e-15,9.4788814739032637e-15,2.2262290992869886e-17,5.7818923632020194e-36,1.4411047504283579e-25,8.9079757866497864e-26,5.8546382555275311e-26,1.2595104768506216e-29,7.659295522113409e-24,8.2660593408274115e-33,1.4054700001478726e-19,3.4348915651335461e-30,7.7923104006403648e-35,5.7315085419425303e-22,1.5327070110298984e-38
4.392177035800367e-12,0.206320316037709,76.950000000000003,0.0,0.0,0.0,0.99999946246916283,9.4999999967232913,2.7468209054505891e-08,2.5004605263393954e-07,2.4871423538557339e-07,2.304207104194985e-09,2.6050591677678376e-13,1.4303545315834539e-09,3.3185111152345914e-09,9.7224863058159289e-10,6.2347320014808565e-17,1.0170047007929003e-17,6.5076290406697498e-18,3.2420284836377067e-09,2.1039237720097655e-12,1.6612257312781207e-17,9.9360443405120948e-21,9.1065692777182732e-26,3.3943213852538683e-26,3.8326777795764587e-17,1.2000392839508488e-13,3.1379534494947823e-16,3.1407840266604285e-16,2.0591252347965862e-19,7.714519308501426e-20,1.5364897382835397e-25,1.088405702742985e-15,1.5007874393004092e-18,3.1760884834649823e-19,7.4992924439131452e-36,2.815251657957955e-21,1.3738602333731956e-23,7.2174233355284081e-36,3.2476715838271041e-11,4.840365757478067e-26,1.2380551078862319e-26,9.9318520339024297e-15,3.0279891753742828e-15,5.1897505497386577e-15,9.9305434855544596e-15,2.4243918036714275e-17,7.2174227904603072e-36,1.635479650002214e-25,1.0126307210176841e-25,6.730891074353788e-26,1.4967042206554382e-29,8.3804924267186716e-24,1.0151190607931081e-32,1.4972945879784317e-19,4.0297834199079389e-30,9.569515772666821e-35,6.2904067346456542e-22,1.9449620224401237e-38
4.529373373470253e-12,0.20632031603725573,76.950000000000003,0.0,0.0,0.0,0.99999944567951848,9.4999999965311623,2.8326219118344441e-08,2.5784018751368745e-07,2.5640984957295017e-07,2.4495279930673659e-09,2.6862654945923503e-13,1.4311387048343991e-09,3.4437566994072865e-09,1.019048250766022e-09,6.627960564521064e-17,1.1170317102419132e-17,7.1171172027269572e-18,3.3643874992624215e-09,2.237285882251256e-12,1.7411910086780022e-17,1.0415263361703092e-20,1.0272179176887605e-25,3.7615202269781499e-26,4.1159813076741942e-17,1.2758315698198381e-13,3.4405580773183442e-16,3.4436880539085142e-16,2.268783988053767e-19,8.6119260211696286e-20,1.6057776186273563e-25,1.1573862715262614e-15,1.6014299220279554e-18,3.4300481352696351e-19,9.2974746672319642e-36,3.1427696037848396e-21,1.5059293245802269e-23,8.9480200782750604e-36,3.3702438317055242e-11,5.4046519800520735e-26,1.3821632166095257e-26,1.0384776651481237e-14,3.165187542693148e-15,5.2029152909255348e-15,1.0383361030824872e-14,2.6317848863698711e-17,8.9480193813755742e-36,1.8488417568430102e-25,1.1466376814996782e-25,7.7035570476970371e-26,1.768757813029161e-29,9.1429545512832774e-24,1.2384851440892948e-32,1.5920102444900263e-19,4.7046765435486471e-30,1.1675326673985409e-34,6.8836420920704042e-22,2.449511033377711e-38
4.666569711140139e-12,0.20632031603679107,76.950000000000003,0.0,0.0,0.0,0.99999942888987359,9.4999999963341963,2.9184229105139767e-08,2.6563387544640394e-07,2.6410107425554991e-07,2.5992378914468366e-09,2.7674671642100516e-13,1.4317950135747304e-09,3.5690651629681138e-09,1.0662945530174129e-09,7.0330660488321903e-17,1.2235182156017402e-17,7.7628439009336428e-18,3.4868079451232959e-09,2.3747410801267591e-12,1.8219195453240529e-17,1.0899073362801614e-20,1.1545108635956177e-25,4.154984884797405e-26,4.4097777290219554e-17,1.3539229608195443e-13,3.7619713343834665e-16,3.7654215361549429e-16,2.4922252987994897e-19,9.5797647267774346e-20,1.6752061695723606e-25,1.2284834665397801e-15,1.7053459303975035e-18,3.6948173719100302e-19,1.1453005524057584e-35,3.4960112412348382e-21,1.6461581691314707e-23,1.1022534655583149e-35,3.4928776361873514e-11,6.0133510977369874e-26,1.5375958211949367e-26,1.083867944358943e-14,3.3026019283287703e-15,5.2141587890242222e-15,1.0837152241732777e-14,2.8484296152225226e-17,1.1022533771077401e-35,2.0823826734744369e-25,1.2936166411788776e-25,8.779647315503225e-26,2.0794392599353986e-29,9.9475415236556495e-24,1.5017354792090928e-32,1.6896158776865995e-19,5.4674366752015627e-30,1.4157186213176116e-34,7.5121372068000074e-22,3.0631156302957415e-38
4.803766048810025e-12,0.206320316036315,76.950000000000003,0.0,0.0,0.0,0.99999941210022769,9.4999999961324288,3.004223901489187e-08,2.7342714266148412e-07,2.7178791417850539e-07,2.7533320543304852e-09,2.8486644499319752e-13,1.432344304760089e-09,3.6944262537412875e-09,1.1139613079140167e-09,7.4500356141535977e-17,1.3366789258674239e-17,8.4458183692489685e-18,3.6092798053293093e-09,2.5162891377385712e-12,1.9033665222048325e-17,1.1387204792480845e-20,1.293162977693172e-25,4.5756881640725934e-26,4.7140715666017329e-17,1.4343115709474854e-13,4.1027549038223635e-16,4.1065468858642749e-16,2.729885499808905e-19,1.0620965421025185e-19,1.7447541488291561e-25,1.3016971644101379e-15,1.812535249249039e-18,3.9704404266570647e-19,1.4023144727175385e-35,3.8760508706985352e-21,1.794786356863237e-23,1.3496074767232852e-35,3.6155629639811271e-11,6.668322097218835e-26,1.7048261375291092e-26,1.1293404290606648e-14,3.44018428246078e-15,5.2237540076621853e-15,1.1291760996353323e-14,3.0743438109013615e-17,1.3496073652355338e-35,2.3373295327449668e-25,1.4543926874251285e-25,9.9664367405978152e-26,2.4327858144953704e-29,1.0795093367152156e-23,1.8104357482698608e-32,1.7901104138466688e-19,6.3264374075134738e-30,1.7067577657445549e-34,8.1768065460600871e-22,3.8049156840391856e-38
