Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204)
2.804732344080144e-14,0.5724075743454496,76.950000000000003,0.0,0.0,0.0,0.99999996840175853,9.4999999999996145,2.2195708956930301e-09,9.7037237222417601e-09,9.7038140580011541e-09,1.6430769264273178e-15,2.3726369235905415e-13,9.7081376186691959e-09,1.0237517849460858e-10,1.2806621813131317e-11,1.4586071033727169e-13,1.4742731786459875e-10,3.1406802612337744e-21,8.0855265870693116e-16,1.9134784261695092e-23,8.5182666490974531e-24,5.7581882032259389e-16,3.3668974510541078e-20,3.3668693238457877e-20,2.4732974333322614e-25,3.394233986586039e-26,1.3131935807692022e-21
3.2265112329770434e-14,0.5724075743454489,76.950000000000003,0.0,0.0,0.0,0.99999996365084098,9.4999999999994902,2.5533525143481484e-09,1.1162939713119352e-08,1.1163059798806151e-08,1.8910218991528472e-15,3.1397966293553558e-13,1.1124871379629844e-08,1.3513137414919922e-10,1.4695357055685589e-11,1.9276502386582694e-13,1.9459849888553397e-10,4.157504740966161e-21,1.069690390647128e-15,2.9102165453862015e-23,1.2968713795431116e-23,7.6201598068795203e-16,5.1255427763825195e-20,5.1254938251649815e-20,4.3020728641558881e-25,5.930488895769405e-26,1.7356645199911952e-21
3.648290121873943e-14,0.572407574345448,76.950000000000003,0.0,0.0,0.0,0.99999995890014404,9.4999999999993481,2.8871341288542528e-09,1.262214493811977e-08,1.2622299074743474e-08,2.1389657545590545e-15,4.0142160082911526e-13,1.2530566742875093e-08,1.7232491604039891e-10,1.6574523847387699e-11,2.461203404853945e-13,2.481597645748976e-10,5.3166573917906275e-21,1.3672160637102918e-15,4.2031689903076094e-23,1.8749525113912348e-23,9.7425196118174011e-16,7.4096488458063517e-20,7.409569326601842e-20,6.9847793765980411e-25,9.6714107452066805e-26,2.2162629347559329e-21
4.0700690107708425e-14,0.572407574345447,76.950000000000003,0.0,0.0,0.0,0.99999995414966569,9.4999999999991918,3.2209157392114162e-09,1.4081339398198423e-08,1.4081531912330301e-08,2.3869084986245187e-15,4.9958855146773069e-13,1.3925309726688996e-08,2.139212254910665e-10,1.8444170667670641e-11,3.0590014365255528e-13,3.0806131926045706e-10,6.6181255470153073e-21,1.7010967662556427e-15,5.8304381760763272e-23,2.6034833038630873e-23,1.2125258818924688e-15,1.0287896758746665e-19,1.0287774332602103e-19,1.0747866663394067e-24,1.4947477929877303e-25,2.7547498948215164e-21
4.491847899667742e-14,0.5724075743454459,76.950000000000003,0.0,0.0,0.0,0.99999994939940484,9.4999999999990159,3.5546973454197116e-09,1.5540523094310624e-08,1.5540758337973441e-08,2.6348501599891963e-15,6.084795603727545e-13,1.530918567111919e-08,2.5988599646979538e-10,2.0304345747355197e-11,3.7207802717145098e-13,3.7425375989858112e-10,8.061896541200694e-21,2.0712997552942285e-15,7.8299851195210531e-23,3.4998820721571149e-23,1.4768368629554614e-15,1.3828964849109091e-19,1.3828784296238826e-19,1.5842377575780764e-24,2.2129094508048217e-25,3.3508874642449227e-21
5.3354056774615406e-14,0.5724075743454431,76.950000000000003,0.0,0.0,0.0,0.99999993989952773,9.4999999999986144,4.2222605453899852e-09,1.8458858198456426e-08,1.8459192058545715e-08,3.1307302485238932e-15,8.5842993549087813e-13,1.8044674682882881e-08,3.6478495275411794e-10,2.3996472460270878e-11,5.2352292069844407e-13,5.2531549251455841e-10,1.1376296390269141e-20,2.920542399619029e-15,1.3097109413168425e-22,5.8659805244975901e-23,2.0835664868803863e-15,2.3174262530320765e-19,2.317390726241276e-19,3.1139324239863446e-24,4.3874665609504932e-25,4.7151672847636077e-21
6.178963455255339e-14,0.5724075743454402,76.950000000000003,0.0,0.0,0.0,0.99999993040049917,9.4999999999981455,4.8898237287656487e-09,2.1377150258197786e-08,2.1377600445571438e-08,3.6266060482845035e-15,1.1512650921176263e-12,2.0737703408978164e-08,4.8675259854646272e-10,2.7651285011518117e-11,7.0024591489233097e-13,7.0095731557777641e-10,1.5259755638790948e-20,3.9146853232943863e-15,2.0305517671196963e-22,9.1126945064356697e-23,2.7944337948649419e-15,3.5994917686606609e-19,3.5994285637477338e-19,5.5340484750763419e-24,7.8644281772483372e-25,6.3072182220454929e-21
7.022521233049137e-14,0.5724075743454367,76.950000000000003,0.0,0.0,0.0,0.99999992090230683,9.4999999999976055,5.5573868955472618e-09,2.4295399281173796e-08,2.4295983706365467e-08,4.1224775024638725e-15,1.4869773976250961e-12,2.338893058168139e-08,6.2552412862597992e-10,3.1269160392695264e-11,9.0203969986686773e-13,9.0079789136588492e-10,1.9712173005606947e-20,5.0534725892997605e-15,2.9753938521462931e-22,1.3379556023850802e-22,3.6094317494559972e-15,5.284026624182267e-19,5.2839222661964231e-19,9.1276015592518175e-24,1.3081970251397676e-24,8.1251722874735988e-21
7.866079010842936e-14,0.5724075743454327,76.950000000000003,0.0,0.0,0.0,0.99999991140493727,9.4999999999969997,6.2249500457353795e-09,2.7213605275022123e-08,2.7214342046538731e-08,4.6183448512739298e-15,1.8655592207299878e-12,2.5999004699055992e-08,7.8083885184533635e-10,3.485047177951649e-11,1.1286986692880187e-12,1.1244618067052251e-09,2.4733447227538412e-20,6.3366508491712054e-15,4.1739006286501957e-22,1.8806179466303101e-22,4.5285533137721222e-15,7.4259607877556008e-19,7.4257981496831441e-19,1.420989099256456e-23,2.0539162531079057e-24,1.0167176842476186e-20
8.709636788636735e-14,0.5724075743454283,76.950000000000003,0.0,0.0,0.0,0.9999999019083784,9.4999999999963265,6.8925131793305453e-09,3.0131768247379069e-08,3.0132675670081532e-08,5.1142076950899384e-15,2.2870029314427728e-12,2.8568564610124505e-08,9.5243995589614057e-10,3.8395588725034816e-11,1.3800188380231818e-12,1.3715792342168677e-09,3.0323477058262082e-20,7.7639692119459873e-15,5.6555396421454025e-22,2.5532258389247869e-22,5.5517914514842812e-15,1.0080220736271855e-18,1.0079978693548084e-18,2.1125001636813306e-23,3.079270740285646e-24,1.2431393856496054e-20
9.553194566430534e-14,0.5724075743454233,76.950000000000003,0.0,0.0,0.0,0.99999989241261744,9.4999999999955858,7.5600762963332993e-09,3.3049888205879529e-08,3.3050984779354476e-08,5.6100671134887048e-15,2.7513009011039976e-12,3.10982395291676e-08,1.1400745015608426e-09,4.1904877149655755e-11,1.655797849096138e-12,1.6417859240389575e-09,3.6482161269852699e-20,9.3351792509625205e-15,7.449583956823431e-22,3.3697565987305362e-22,6.6791391268506875e-15,1.3301729287855448e-18,1.3301382381764443e-18,3.0244911471190352e-23,4.4456976295003039e-24,1.4915999969658724e-20
1.0635358458653286e-13,0.5724075743454164,76.950000000000003,0.0,0.0,0.0,0.99999988023206443,9.4999999999945377,8.4164642042190775e-09,3.6793355475639263e-08,3.6794722100331639e-08,6.24617701484226e-15,3.4096675542012743e-12,3.428603823667946e-08,1.403861982376369e-09,4.6354908422438473e-11,2.0450763458374546e-12,2.021658094478519e-09,4.5215383994003207e-20,1.1561122241273818e-14,1.0255097888605499e-21,4.6504043320278062e-22,8.2778000501379802e-15,1.8353078638616811e-18,1.8352552395938816e-18,4.5817450292395039e-23,6.8068175069341132e-24,1.842321207144579e-20
1.1717522350876037e-13,0.5724075743454089,76.950000000000003,0.0,0.0,0.0,0.99999986805277952,9.4999999999933795,9.2728520848003318e-09,4.0536751985234417e-08,4.0538419827374583e-08,6.8822783876459158e-15,4.1385317417314003e-12,3.7410499463956995e-08,1.6931106131026744e-09,5.0747327216237673e-11,2.4738575785816415e-12,2.4381960779738641e-09,5.4884073407157209e-20,1.4022953473147948e-14,1.3683481878458278e-21,6.2204730854901209e-22,1.004776987530517e-14,2.4544279550349719e-18,2.4543513707087406e-18,6.6587143239048463e-23,9.9971829917714489e-24,2.2286367937092315e-20
1.279968624309879e-13,0.5724075743454006,76.950000000000003,0.0,0.0,0.0,0.99999985587473783,9.4999999999921112,1.0129239938078129e-08,4.4280077750773507e-08,4.4282078375672371e-08,7.5183754185149454e-15,4.9378773678447032e-12,4.0472881352910983e-08,2.0073146305359505e-09,5.5082879309302483e-11,2.9417263634840381e-12,2.8906715407422616e-09,6.5488015927693398e-20,1.6720166616954967e-14,1.7795134404237229e-21,8.1095319092709917e-22,1.1989033752723028e-14,3.199125908679819e-18,3.199018192049417e-18,9.3527832236479741e-23,1.4188798164376958e-23,2.65017265067294e-20
1.388185013532154e-13,0.5724075743453916,76.950000000000003,0.0,0.0,0.0,0.9999998436979155,9.4999999999907327,1.0985627764053532e-08,4.8023332788361231e-08,4.8025698156076361e-08,8.1544670116159554e-15,5.8076883403146744e-12,4.3474417126271933e-08,2.3459782887878816e-09,5.9362300867347106e-11,3.4482718595005991e-12,3.3783705746239372e-09,7.7026998019245575e-20,1.9652261864124941e-14,2.264996291197088e-21,1.034717188384185e-21,1.410157683433696e-14,4.0809934481170067e-18,4.080846205988387e-18,1.2767335296355783e-22,1.956877565492774e-23,3.1065585851773037e-20
1.4964014027544292e-13,0.5724075743453818,76.950000000000003,0.0,0.0,0.0,0.999999831522288,9.4999999999892495,1.1842015562727567e-08,5.1766517114098479e-08,5.1769279575173373e-08,8.7905493033335133e-15,6.7479485705668549e-12,4.6416315956792709e-08,2.7086155098729833e-09,6.3586318654840832e-11,3.9930874927141238e-12,3.9005931939038293e-09,8.950080619245888e-20,2.2818745783921638e-14,2.8307408768776109e-21,1.2963006117259749e-21,1.6385384273703986e-14,5.1116212986339865e-18,5.1114248501459245e-18,1.7010957180873583e-22,2.6338916251812999e-23,3.5974282493056886e-20
1.6046177919767044e-13,0.5724075743453716,76.950000000000003,0.0,0.0,0.0,0.99999981934783233,9.4999999999876561,1.2698403334101259e-08,5.5509630744082247e-08,5.5512823035235348e-08,9.4266245221641777e-15,7.7586419737053198e-12,4.9299762649369148e-08,3.0947500114936104e-09,6.775564993531055e-11,4.5757709978068802e-12,4.4566535193307785e-09,1.0290922701009669e-19,2.6219131391061366e-14,3.4826438729172331e-21,1.5986669875032977e-21,1.8840441226006429e-14,6.3025991790851824e-18,6.3023424867899749e-18,2.2197641391502789e-22,3.4715881290970628e-23,4.1224191774525313e-20
1.7128341811989795e-13,0.5724075743453603,76.950000000000003,0.0,0.0,0.0,0.99999980717452586,9.4999999999859543,1.355479107817559e-08,5.9252673694405709e-08,5.9256328934333639e-08,1.0062698275501086e-14,8.8397524685119947e-12,5.2125918793243523e-08,3.5039148438632352e-09,7.187100277034227e-11,5.1959243065364636e-12,5.0458791111112108e-09,1.1725204708549428e-19,2.9852937942993915e-14,4.2265577457863365e-21,1.9447820512083209e-21,2.1466732848065179e-14,7.6655157995042136e-18,7.6651864099769741e-18,2.8445890777904278e-22,4.4930619461848059e-23,4.681172685833301e-20
1.8210505704212547e-13,0.5724075743453485,76.950000000000003,0.0,0.0,0.0,0.99999979500234548,9.4999999999841442,1.4411178794951546e-08,6.2995645981158139e-08,6.2999797666318005e-08,1.0698765739088583e-14,9.9912639774495187e-12,5.489592245495768e-08,3.9356525131368231e-09,7.5933075931881542e-11,5.8531535824279551e-12,5.6676111466573549e-09,1.3252905307509867e-19,3.3719690999367901e-14,5.0682897579782955e-21,2.3376137558818951e-21,2.4264244298332031e-14,9.2119588630897848e-18,9.2115428452246534e-18,3.5878933836677887e-22,5.7228526763818941e-23,5.273333903744371e-20
1.9292669596435298e-13,0.572407574345336,76.950000000000003,0.0,0.0,0.0,0.99999978283126967,9.4999999999822258,1.5267566484430076e-08,6.6738547620425069e-08,6.6743229620916246e-08,1.1334819688247218e-14,1.1213160426650942e-11,5.7610889240252425e-08,4.3895145545356264e-09,7.994255918580712e-11,6.5470691133082122e-12,6.3212038058576096e-09,1.4874003168290012e-19,3.7818922229761142e-14,6.0136049605555757e-21,2.7801322623764921e-21,2.7232960736894865e-14,1.0953515067596024e-17,1.0952996958960938e-17,4.462397240610246e-22,7.186891102229704e-23,5.8985516767297724e-20
2.037483348865805e-13,0.5724075743453227,76.950000000000003,0.0,0.0,0.0,0.99999977066127677,9.4999999999802043,1.6123954146612113e-08,7.0481378628288107e-08,7.0486625183775832e-08,1.1970867228862406e-14,1.2505425745913392e-11,6.0271912891486239e-08,4.8650612921895122e-09,8.3900133448983938e-11,7.2772852527864496e-12,7.0060239252329876e-09,1.6588476966938012e-19,4.2150169307195977e-14,7.0682277467364941e-21,3.2753099392086489e-21,3.0372867325474425e-14,1.2901770108541567e-17,1.2901132865735198e-17,5.4811811400196794e-22,8.9124692361963543e-23,6.5564785138514937e-20
2.1456997380880802e-13,0.5724075743453088,76.950000000000003,0.0,0.0,0.0,0.99999975849234568,9.4999999999780744,1.6980341781498584e-08,7.4224139020825091e-08,7.4229984736463389e-08,1.2606917533738018e-14,1.3868043868702542e-11,6.2880065167236983e-08,5.3618618875361609e-09,8.7806470755997439e-11,8.043420433075055e-12,7.7214510676352698e-09,1.839630538445614e-19,4.6712975930696699e-14,8.2378414798768946e-21,3.8261213636690661e-21,3.3683949227427239e-14,1.5068308677338558e-17,1.5067533625550121e-17,6.6576932360587289e-22,1.0928246483257589e-22,7.2467705992419363e-20
2.2539161273103553e-13,0.5724075743452943,76.950000000000003,0.0,0.0,0.0,0.99999974632445532,9.499999999975838,1.7836729389090394e-08,7.7966828814109965e-08,7.7973308656546883e-08,1.3242957482491453e-14,1.5300998732151873e-11,6.5436396432105492e-08,5.8794941022246001e-09,9.1662234414445851e-11,8.8450971071728198e-12,8.4668771808118197e-09,2.0297467105505135e-19,5.1506891720001588e-14,9.5280900396100752e-21,4.4355433212781639e-21,3.7166191607748809e-14,1.7464714461473567e-17,1.7463781247859036e-17,8.0057141451401847e-22,1.3264220001804111e-22,7.969087740007661e-20
2.3621325165326305e-13,0.5724075743452788,76.950000000000003,0.0,0.0,0.0,0.9999997341575857,9.4999999999734985,1.8693116969388416e-08,8.1709448024212971e-08,8.1716597317620015e-08,1.387899093166814e-14,1.6804274277060797e-11,6.7941936295619217e-08,6.4175440412809913e-09,9.5468079174715813e-11,9.6819416852994484e-12,9.2417062275466479e-09,2.2291940820572133e-19,5.6531472100453693e-14,1.0944579532835898e-20,5.1065548042032022e-21,4.0819579633076859e-14,2.0102570144830599e-17,2.0101456695956526e-17,9.5393194950994462e-22,1.5951692456255963e-22,8.7230933089526668e-20
2.510473773839468e-13,0.5724075743452567,76.950000000000003,0.0,0.0,0.0,0.99999971748106187,9.4999999999701199,1.986703902054093e-08,8.6839654593544988e-08,8.6847779603138985e-08,1.475085003999235e-14,1.8979175688893386e-11,7.129579679061463e-08,7.1875318573815167e-09,1.0060513349487204e-10,1.0885545170988887e-11,1.0350541827154754e-08,2.517751801641523e-19,6.3793095035161705e-14,1.3101573035734625e-20,6.1318874491084415e-21,4.6105654388729909e-14,2.4131980376787305e-17,2.4130580774927262e-17,1.1969367743426007e-21,2.0266508569058326e-22,9.8075552908211084e-20
2.658815031146306e-13,0.5724075743452331,76.950000000000003,0.0,0.0,0.0,0.99999970080636835,9.4999999999665459,2.1040961020410924e-08,9.196972860526321e-08,9.1978897269771764e-08,1.5622683802208864e-14,2.1286141511352502e-11,7.455864993909133e-08,7.9941038741845041e-09,1.0565124029012626e-10,1.2153596396029838e-11,1.1512061203628483e-08,2.8238338016756424e-19,7.1486210907770334e-14,1.5520475417359407e-20,7.286237479708193e-21,5.1713253928679896e-14,2.8666677565891388e-17,2.8664942366721917e-17,1.4812888837211242e-21,2.5391028574399908e-22,1.0950088619736217e-19
2.8071562884531436e-13,0.5724075743452087,76.950000000000003,0.0,0.0,0.0,0.99999968413345641,9.4999999999627729,2.2214882969000516e-08,9.709967010072574e-08,9.7109951244332512e-08,1.649450214088604e-14,2.3725130413229369e-11,7.7732965231039993e-08,8.83626737603622e-09,1.1060800971327002e-10,1.3485168554862395e-11,1.2724834778181141e-08,3.1474345977881543e-19,7.9609726385317796e-14,1.8215400470092894e-20,8.5772982831071087e-21,5.7642340060717907e-14,3.373648682537274e-17,3.3734361804354097e-17,1.8108464908344744e-21,3.1417452779817952e-22,1.2149858187316222e-19
2.9554975457599813e-13,0.5724075743451826,76.950000000000003,0.0,0.0,0.0,0.9999996674622782,9.4999999999588081,2.3388804866311773e-08,1.022294791212773e-07,1.0224094244026275e-07,1.7366358952649538e-14,2.6296101076247348e-11,8.0821145152601604e-08,9.7130565823062449e-09,1.1547702341116242e-10,1.4879348170097098e-11,1.398747176031126e-08,3.4885487075669847e-19,8.8162567475300319e-14,2.1200344783344643e-20,1.0012771025380006e-20,6.3892874598469054e-14,3.9371229725952131e-17,3.9368655761122437e-17,2.1895421326403998e-21,3.844226970404364e-22,1.3406040894674064e-19
3.103838803066819e-13,0.5724075743451555,76.950000000000003,0.0,0.0,0.0,0.99999965079278785,9.4999999999546461,2.4562726712346706e-08,1.0735915570824914e-07,1.0737187175796649e-07,1.8238196125323107e-14,2.8999012195057872e-11,8.382552686757576e-08,1.0623531971434281e-08,1.2025983499468288e-10,1.6335234913402708e-11,1.5298619174383574e-08,3.8471706496206321e-19,9.7143679207026059e-14,2.4489192074390615e-20,1.1600364646246935e-20,7.0464819361403087e-14,4.5600724295805782e-17,4.559763725803607e-17,2.6213760823863643e-21,4.6566168731413577e-22,1.4717825491027852e-19
3.2521800603736567e-13,0.572407574345127,76.950000000000003,0.0,0.0,0.0,0.99999963412494031,9.499999999950294,2.5736648507107271e-08,1.1248869990295909e-07,1.1250274008496473e-07,1.9109910064709775e-14,3.1833822477235513e-11,8.6748384320487522e-08,1.1566779435513725e-08,1.2495797062161398e-10,1.785194138449442e-11,1.6656960642171228e-08,4.2232949440596868e-19,1.0655202523640041e-13,2.8095718430375394e-20,1.3347795856819261e-20,7.7358136174842733e-14,5.2454785022208335e-17,5.2451115675078619e-17,3.1104078164755272e-21,5.5893931322593084e-22,1.6084412374555056e-19
3.4005213176804944e-13,0.5724075743450971,76.950000000000003,0.0,0.0,0.0,0.99999961745869181,9.4999999999457518,2.6910570250595363e-08,1.1761811174671172e-07,1.1763354829571057e-07,1.9981688092452342e-14,3.4800490643274636e-11,8.9591929594634142e-08,1.254190973436755e-08,1.2957292938924664e-10,1.9428592959552807e-11,1.80612155966875e-08,4.6169161144953195e-19,1.163865875797164e-13,3.2033595773634125e-20,1.5262789133173833e-20,8.4572786869974123e-14,5.9963222850664687e-17,5.9958896755112069e-17,3.6607519614290321e-21,6.6534359117726856e-22,1.7505013455805513e-19
3.548862574987332e-13,0.5724075743450661,76.950000000000003,0.0,0.0,0.0,0.99999960079399985,9.4999999999410161,2.8084491942812842e-08,1.2274739128079814e-07,1.2276429725214055e-07,2.0853681054181833e-14,3.7898975426584605e-11,9.2358315003725453e-08,1.3548057654725178e-08,1.3410618392228833e-10,2.1064327567396789e-11,1.9510138071342715e-08,5.028028685869642e-19,1.266463662150269e-13,3.6316396993589479e-20,1.7353076715605725e-20,9.2108733283853705e-14,6.8155845187089818e-17,6.8150782614627002e-17,4.2765708143508674e-21,7.8600164846061253e-22,1.8978851956022823e-19
3.69720383229417e-13,0.572407574345034,76.950000000000003,0.0,0.0,0.0,0.99999958413082246,9.4999999999360902,2.9258413583761524e-08,1.2787653854649615e-07,1.2789498780442401e-07,2.1725376238760143e-14,4.11292355734871e-11,9.5049634121423407e-08,1.4584381596355675e-08,1.3855918068436183e-10,2.2758295567105375e-11,2.1002516103947609e-08,5.4566271808015267e-19,1.3733037887092097e-13,4.0957598502890962e-20,1.9626398600899522e-20,9.9965937259418545e-14,7.7062455896088318e-17,7.7056571744551855e-17,4.9620723724269151e-21,9.2207916402909038e-22,2.0505162296880216e-19
3.8455450896010076e-13,0.5724075743450006,76.950000000000003,0.0,0.0,0.0,0.99999956746911989,9.4999999999309743,3.0432335173443133e-08,1.3300555358507021e-07,1.3302562079013103e-07,2.2596679464351222e-14,4.4491229843210453e-11,9.7667924095753171e-08,1.5650062641692624e-08,1.4293334063327754e-10,2.4509659498143298e-11,2.2537170396909124e-08,5.9027061265693911e-19,1.4843766058221718e-13,4.5970585876319944e-20,2.2090502543742045e-20,1.0814436064549126e-13,8.6712855304412794e-17,8.670605902267749e-17,5.7215025791464209e-21,1.0747791561363083e-21,2.2083189875317627e-19
3.9938863469078453e-13,0.5724075743449657,76.950000000000003,0.0,0.0,0.0,0.99999955080885272,9.4999999999256719,3.1606256711859427e-08,1.3813443643777143e-07,1.3815619703339185e-07,2.3468841099978038e-14,4.7984917007887646e-11,1.0021516628056415e-07,1.6744304301991649e-08,1.4723005943094619e-10,2.6317593994888521e-11,2.4112953951679905e-08,6.3662600602287247e-19,1.5996726354761365e-13,5.1368655321167802e-20,2.4753144046229866e-20,1.1664396529679147e-13,9.7136840197827729e-17,9.7129035710911613e-17,6.5591452956598463e-21,1.245341620443097e-21,2.3712190986516764e-19
4.142227604214683e-13,0.5724075743449298,76.950000000000003,0.0,0.0,0.0,0.99999953414998244,9.4999999999201812,3.2780178199012016e-08,1.4326318714583781e-07,1.432867173481917e-07,2.4341452758356598e-14,5.1610255852549507e-11,1.0269328892164131e-07,1.7866331437534802e-08,1.5145070820784996e-10,2.8181285494912046e-11,2.5728750513778241e-08,6.8472835094744603e-19,1.719182566113336e-13,5.7165020259828383e-20,2.7622086362608782e-20,1.2546471307393806e-13,1.0836420382648649e-16,1.0835528947058065e-16,7.4793137874153109e-21,1.4350421184054833e-21,2.5391432561073747e-19
4.2905688615215207e-13,0.5724075743448928,76.950000000000003,0.0,0.0,0.0,0.99999951749247218,9.4999999999145022,3.3954099634902561e-08,1.4839180575049372e-07,1.4841718253905134e-07,2.5211787865920619e-14,5.5367205175124024e-11,1.0510416712675288e-07,1.9015390269671015e-08,1.555966335975326e-10,3.0099932218265218e-11,2.7383474590127259e-08,7.3457709902185371e-19,1.842897252397124e-13,6.3372811002706426e-20,3.070510048428382e-20,1.3460656584346268e-13,1.2042473589925598e-16,1.2041460435411558e-16,8.4863533901792901e-21,1.6451917501869392e-21,2.7120192146341736e-19
4.4389101188283584e-13,0.5724075743448542,76.950000000000003,0.0,0.0,0.0,0.99999950083628553,9.4999999999086402,3.5128021019532612e-08,1.5352029229295059e-07,1.5354759339401098e-07,2.6082177225130853e-14,5.9255723786428064e-11,1.0744962617026084e-07,2.0190747052388654e-08,1.5966915867987719e-10,3.2072743807666587e-11,2.9076069536028056e-08,7.8617170531579324e-19,1.970807708816049e-13,7.0005082975028009e-20,3.4009965150356791e-20,1.4406948547780828e-13,1.3334822259227268e-16,1.3333676082531454e-16,9.5846315436423024e-21,1.877135414469426e-21,2.8897757582142091e-19
4.587251376135197e-13,0.5724075743448147,76.950000000000003,0.0,0.0,0.0,0.99999948418138762,9.4999999999025935,3.6301942352903709e-08,1.5864864681440637e-07,1.5867795068854198e-07,2.6956097620779447e-14,6.3275770510166966e-11,1.0973144124878228e-07,2.1391688170537716e-08,1.6366958295937423e-10,3.4098941328415241e-11,3.0805507696606318e-08,8.3951162539649201e-19,2.1029051098308856e-13,7.7074815740348726e-20,3.7544466831406704e-20,1.5385343385534252e-13,1.4716444654254724e-16,1.4715153574947641e-16,1.0778541181518287e-20,2.1322518893289519e-21,3.0723427000728675e-19
