Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115)
3.2333691628981497e-09,0.3876946546593335,76.950000000000003,0.0,0.0,0.0,3.8168007907843106e-05,9.4999307653432368,0.00099793697130940318,0.0044476631991131497,2.8048010971233982e-05,2.0595845712952633e-07,2.9014602911414444e-10,8.1845971506701678e-06,0.11957039798539877,1.615469493646463e-06,8.8101995256678129e-16,1.0143958595961544e-08,5.4007979728882657e-05,0.85618431652010163,3.5013896386952544e-05,5.4620351850512941e-15,2.4832996205329323e-13,4.4448572759608571e-08,1.4596929064530437e-13,0.00043303688569041611,5.6727922221472832e-07,0.0052475786055712998,0.0052535891272309197,4.1097556277312772e-07,2.070350499013575e-07,4.0179409549760124e-08,0.00077140763451683729,1.202085152292671e-07,3.0262720542387133e-08,4.6059349949321491e-08,5.2361712260963966e-08,1.132991440951448e-06,1.9577762743234995e-06,0.011502199943915339,2.3386654392604408e-13,9.5049400410166262e-14,2.2723410629180045e-06,7.5853857686039361e-07,4.2854814299945553e-08,0.00013459632691586901,0.00039954377779920285,6.8608795459615546e-07,3.5152855968755533e-08,4.3000245102353076e-08,9.41345423193394e-09,2.134255991293215e-08,1.1990080838298488e-08,7.3176793134158656e-11,3.1071091245130602e-07,4.9922606076614685e-10,9.2048190001440624e-09,4.1429663845404835e-09,2.4260385394905377e-11,3.8198364717147678e-11,1.5995871554379983e-13,0.00010086723352641,7.4930779751530277e-11,1.2417995484934162e-07,1.6336481817129188e-05,7.5746982680301015e-10,4.2947198664996274e-08,1.4812631952498617e-09,4.1216881251898701e-09,3.140218839498075e-10,3.4981416341271077e-10,3.8634109581253259e-17,9.3060058407871145e-10,1.0640683226929492e-06,4.9821768058992933e-08,9.1372291047223787e-09,1.2689096541981707e-09,4.2154870710923548e-08,6.6314586530982016e-05,4.3090500710680165e-09,1.6296963473586025e-07,4.309059137341501e-09,1.2733527565545977e-05,1.8004389270862316e-18,1.058976355485331e-18,1.6801857102227776e-14,1.7633300492328834e-09,2.0346464338540369e-09,9.7026531313956959e-19,1.1687276581116403e-12,2.7122862559694814e-08,3.8460596248504564e-08,1.4414965533309148e-08,5.3357000381081137e-07,5.7350845016434392e-07,6.15511612189523e-10,4.5489941460584066e-11,5.3894537168753834e-10,1.5417424788631797e-15,5.3082303711983115e-09,3.0834584461567057e-15,2.0878572322125195e-06,7.5321073190567064e-09,5.5233049504322915e-13,1.9756333828497175e-08,1.5580410853862936e-11,4.5990571453233454e-09
3.2692110781791914e-09,0.3876946619199164,76.950000000000003,0.0,0.0,0.0,3.7921103882466104e-05,9.4999302344161514,0.00099712134348314656,0.0044389768064402209,2.6445655870059182e-05,1.9419224091150583e-07,2.8957934536825815e-10,8.1292876919089e-06,0.1186878566890308,1.6123143225338839e-06,8.3068809730513582e-16,9.9307732951634752e-09,5.4564494306174912e-05,0.85704720211841579,3.5015246108164863e-05,5.4513672920955938e-15,2.5088870180867848e-13,4.4911862974179264e-08,1.4379056250568084e-13,0.00043347767949939424,5.3487263357299142e-07,0.005249186904452992,0.0052552318085775452,4.1110150027958685e-07,2.0709850331553874e-07,4.0219905163326599e-08,0.00077919592354988446,1.2142217721306113e-07,3.0568300370719807e-08,4.6088889894797225e-08,5.2890587866587587e-08,1.1446277232297343e-06,1.9735908259375779e-06,0.0115206432990188,2.3622868019622864e-13,9.6009433047108962e-14,2.2742344188237009e-06,7.5955208093870481e-07,4.2782100394225245e-08,0.00013477746688682053,0.00040009042740375282,6.8732435492196954e-07,3.551446016689788e-08,4.3310081391645216e-08,9.3709856017142214e-09,2.1525725379712269e-08,1.2111330214278209e-08,7.3807374793285463e-11,3.138639053799098e-07,5.0998245565543838e-10,9.2883659520728867e-09,4.1850122063049597e-09,2.4483027507513998e-11,3.9059241908218179e-11,1.6382317527980825e-13,0.00010184496406679086,7.570013589113893e-11,1.2439176481988987e-07,1.6601767446134832e-05,7.6977030674188017e-10,4.3513661223879248e-08,1.5053175156941418e-09,4.1886206623365313e-09,3.1816658812989142e-10,3.5441239384901916e-10,3.92614930454266e-17,9.4316336907325145e-10,1.0784359937072369e-06,4.990739278437443e-08,9.140030462083969e-09,1.2701884077083965e-09,4.2233167272163235e-08,6.6854733410540287e-05,4.3159266084058501e-09,1.6566830814610541e-07,4.3159356750010176e-09,1.2886841643404325e-05,1.824202515331842e-18,1.0729535460981557e-18,1.6954359118929289e-14,1.7779744918366586e-09,2.0672345709342442e-09,9.8580228150765888e-19,1.1874467569601862e-12,2.7394336763500902e-08,3.9502520147895313e-08,1.4559432677578784e-08,5.4725291313909457e-07,5.8843221687288082e-07,6.3152912114714452e-10,4.667369096994322e-11,5.5278253823697379e-10,1.5835091263173635e-15,5.3620956547861491e-09,3.1669913315759133e-15,2.1333832574760523e-06,7.6889159889455863e-09,5.6382934101241714e-13,2.0271031380170429e-08,1.6068976107435646e-11,4.5679778651945447e-09
3.305052993460233e-09,0.38769466876313924,76.950000000000003,0.0,0.0,0.0,3.7676094353331453e-05,9.4999297040829784,0.00099630628666641562,0.004430307467664615,2.4934841986779671e-05,1.8309821982947461e-07,2.8901377455744372e-10,8.0743980721373726e-06,0.11781201443850414,1.6091653480014417e-06,7.8323166330530186e-16,9.7216167087772097e-09,5.5119955962421275e-05,0.85790346837812081,3.5016588792306155e-05,5.4407203502864233e-15,2.5344260035476795e-13,4.537427668321368e-08,1.4164950430140431e-13,0.00043391509221107596,5.043174044475449e-07,0.0052507020971628987,0.0052567806481127206,4.1122014580695987e-07,2.0715828268271665e-07,4.0260090128440549e-08,0.00078696634206112427,1.2263305434196469e-07,3.0873179026563068e-08,4.6116730024728328e-08,5.3418249973455201e-08,1.1562373049666777e-06,1.9891092831467883e-06,0.011539009276456538,2.3858539645262879e-13,9.6967262851733463e-14,2.2761246187746238e-06,7.6056188765487886e-07,4.2710078202184582e-08,0.0001349587953960058,0.0004006375993293384,6.8849656655364973e-07,3.5875234608689765e-08,4.3616640347871214e-08,9.3287073322367766e-09,2.1705485993142243e-08,1.2232303800726947e-08,7.4426246614559406e-11,3.1702119773652116e-07,5.2082092891820055e-10,9.3703838544291796e-09,4.2271153711563154e-09,2.4701607347287434e-11,3.9925447674185261e-11,1.6772031653158126e-13,0.00010281934645952572,7.6470570342311599e-11,1.2460377744516079e-07,1.6868490916134406e-05,7.8213745495931035e-10,4.4081075998391935e-08,1.5295022114049527e-09,4.2559157758064889e-09,3.2231826690021006e-10,3.5901814868297264e-10,3.9892275071811238e-17,9.5575337937710063e-10,1.092834867076909e-06,4.9993099431860574e-08,9.1426696465200786e-09,1.2714573522207707e-09,4.2311538733544912e-08,6.7393606599052127e-05,4.3227743873921918e-09,1.683824481271088e-07,4.322783454246357e-09,1.3040302538903306e-05,1.8480060922674713e-18,1.0869542571296334e-18,1.7104070097688549e-14,1.7923461159766038e-09,2.0999938631433903e-09,1.0014208073946026e-18,1.2062641700760316e-12,2.7665034243990889e-08,4.0561297774170194e-08,1.4703490105579858e-08,5.611317083391656e-07,6.0357300337351118e-07,6.4777956605651968e-10,4.7874654657675812e-11,5.6681804743633424e-10,1.6259513695939584e-15,5.4158225703701589e-09,3.2518754069318438e-15,2.1793406575198856e-06,7.8469691328329119e-09,5.7541944525359379e-13,2.0793223157321105e-08,1.6567116663545588e-11,4.5371344993898743e-09
3.340894908741275e-09,0.3876946752129032,76.950000000000003,0.0,0.0,0.0,3.7432963087184103e-05,9.4999291743669509,0.00099549180122227043,0.0044216551490490847,2.3510339655159853e-05,1.7263799191311087e-07,2.8844931446152814e-10,8.0199250996588838e-06,0.11694282038393165,1.6060225576877892e-06,7.3848638005097378e-16,9.516439402459668e-09,5.5674366643763916e-05,0.85875316555311532,3.5017924497385744e-05,5.4300943178295785e-15,2.559916666339526e-13,4.583581550744851e-08,1.3954585299703326e-13,0.00043434914949500882,4.7550776837731051e-07,0.0052521295292047186,0.0052582410069355592,4.1133191801259457e-07,2.072145989423544e-07,4.0299966803540055e-08,0.0007947189314624377,1.2384115306668368e-07,3.1177358134060034e-08,4.614296691885086e-08,5.3944701392302805e-08,1.1678202480535545e-06,2.0043358784966145e-06,0.011557298456372026,2.4093670524391543e-13,9.7922894924141119e-14,2.2780116855034221e-06,7.615680246226015e-07,4.2638742462727957e-08,0.0001351403130461233,0.0004011852956785605,6.896077348062367e-07,3.6235181216776743e-08,4.3920021754279771e-08,9.2866518990398375e-09,2.1881882483741061e-08,1.2353002222380593e-08,7.5033547973315352e-11,3.201827364834058e-07,5.31740722075228e-10,9.4508896084184298e-09,4.2692751717488482e-09,2.4916169082127802e-11,4.0796834767469079e-11,1.716495801052758e-13,0.00010379040164602875,7.7242069648536518e-11,1.2481599341465987e-07,1.7136641660621955e-05,7.945707814926642e-10,4.4649427429164071e-08,1.5538163242215227e-09,4.3235708003428027e-09,3.2647680628951727e-10,3.6363130330278496e-10,4.0526430677968747e-17,9.6837022517324957e-10,1.1072644965011357e-06,5.0078888278517084e-08,9.1451559688486398e-09,1.2727165621455054e-09,4.2389985333285551e-08,6.7931220701141442e-05,4.3295936234291812e-09,1.7111196628130381e-07,4.3296026904802294e-09,1.3193910395251472e-05,1.8718490044409686e-18,1.1009781042343555e-18,1.7251020888677333e-14,1.8064487352643832e-09,2.1329230428477984e-09,1.0171202866898118e-18,1.2251791693101478e-12,2.7934960114779892e-08,4.1637021219364144e-08,1.4847140521964159e-08,5.7520687470523631e-07,6.1893136773456103e-07,6.642635459555542e-10,4.9092876789661614e-11,5.8105239211380564e-10,1.6690729001916999e-15,5.4694120604674039e-09,3.3381180552423565e-15,2.225727718586207e-06,8.0062554188481947e-09,5.8709997679254954e-13,2.1322928489893319e-08,1.7074902266911094e-11,4.5065252544432067e-09
3.3767368240223167e-09,0.38769468129174156,76.950000000000003,0.0,0.0,0.0,3.7191694080451381e-05,9.4999286452898364,0.00099467788750629569,0.0044130198169407171,2.2167217974379197e-05,1.6277534906492719e-07,2.8788596286692174e-10,7.9658656072697822e-06,0.11608022406123698,1.6028859392681934e-06,6.9629736166723886e-16,9.3151907840796921e-09,5.6227728291980775e-05,0.85959634351527447,3.50192532806926e-05,5.4194891530543868e-15,2.5853590956896374e-13,4.6296481063932039e-08,1.3747932117229048e-13,0.00043477987682558636,4.4834400122940475e-07,0.0052534742400889298,0.0052596179398705098,4.114372115891673e-07,2.0726765095930113e-07,4.0339537529138389e-08,0.00080245373306097863,1.2504647982178365e-07,3.1480839313287167e-08,4.6167691738668738e-08,5.4469944926803386e-08,1.1793766142249717e-06,2.0192748667450353e-06,0.011575511414496992,2.4328261908758036e-13,9.8876334351753439e-14,2.2798956415746044e-06,7.6257051924610871e-07,4.2568087955144877e-08,0.00013532202042269913,0.00040173351850051681,6.9066086573776351e-07,3.6594301908967543e-08,4.4220324195286304e-08,9.2448493533376078e-09,2.2054956408163224e-08,1.2473426102611645e-08,7.5629421134317481e-11,3.2334846899257062e-07,5.4274109815326683e-10,9.5299005809942844e-09,4.3114909062017112e-09,2.5126758167284407e-11,4.1673257994365133e-11,1.7561041233789467e-13,0.00010475815045775611,7.8014620465362741e-11,1.2502841340182787e-07,1.7406209176871654e-05,8.0706979933726064e-10,4.5218700197438926e-08,1.5782589017675635e-09,4.3915830867786181e-09,3.3064209408998773e-10,3.6825173502724321e-10,4.1163935032280281e-17,9.8101352246971861e-10,1.1217244423461755e-06,5.0164759594986447e-08,9.1474982069054749e-09,1.2739661113308626e-09,4.2468507304260633e-08,6.8467589614227661e-05,4.336384530292929e-09,1.738567735576571e-07,4.3363935974789988e-09,1.3347665356436045e-05,1.8957306085107584e-18,1.1150247090136012e-18,1.7395243192238592e-14,1.8202861903904722e-09,2.1660208500893647e-09,1.0329001189407797e-18,1.2441910309224924e-12,2.8204119463005428e-08,4.2729781921675177e-08,1.4990386617388668e-08,5.8947888517866952e-07,6.345078541155312e-07,6.8098164495215282e-10,5.0328400528482148e-11,5.9548605257339369e-10,1.712877383398809e-15,5.522865062755939e-09,3.4257266071041176e-15,2.2725427372395034e-06,8.1667635776781097e-09,5.9887010924237657e-13,2.1860166226886039e-08,1.7592401899041609e-11,4.4761483506521525e-09
3.4125787393033584e-09,0.3876946870209003,76.950000000000003,0.0,0.0,0.0,3.6952271551414392e-05,9.4999281168720593,0.00099386454586670699,0.0044044014377696717,2.0900827740917414e-05,1.5347615172123948e-07,2.8732371756671828e-10,7.9122164520632329e-06,0.11522417538923715,1.599755480454654e-06,6.5651857075573647e-16,9.1178192573070195e-09,5.6780042844558828e-05,0.86043305175738105,3.5020575198813561e-05,5.4089048144132042e-15,2.6107533806294308e-13,4.6756274966088517e-08,1.3544959913687898e-13,0.00043520729948354691,4.2273207600795273e-07,0.0052547409808308375,0.0052609162129645141,4.1153639863414106e-07,2.0731762621396232e-07,4.0378804627948746e-08,0.00081017078805950516,1.2624904102569032e-07,3.1783624180249565e-08,4.6190990525047451e-08,5.4993983373600439e-08,1.1909064650593634e-06,2.0339305181912101e-06,0.011593648722185382,2.4562315046996371e-13,9.9827586209345365e-14,2.2817765093855128e-06,7.635693987217602e-07,4.2498109498758952e-08,0.00013550391809432654,0.00040228226979153412,6.9165883103614399e-07,3.6952598598248893e-08,4.4517645031964738e-08,9.2033274478990265e-09,2.2224750049146832e-08,1.2593576063428453e-08,7.6214010905220763e-11,3.2651834304174476e-07,5.5382134151362433e-10,9.6074345551723868e-09,4.3537618780448488e-09,2.5333421210848986e-11,4.2554574238172429e-11,1.796022652747678e-13,0.0001057226136166213,7.8788209559069727e-11,1.2524103806428158e-07,1.7677183025596124e-05,8.1963402443055939e-10,4.5788879219479635e-08,1.6028289974201707e-09,4.4599500019512501e-09,3.34814019816219e-10,3.7287932306089141e-10,4.1804763453130245e-17,9.9368289296598396e-10,1.1362142714923623e-06,5.0250713645550361e-08,9.1497046360303275e-09,1.2752060730670056e-09,4.254710487407463e-08,6.9002726568648536e-05,4.3431473201440484e-09,1.7661678029251361e-07,4.3431563874044214e-09,1.3501567567200928e-05,1.9196502710107535e-18,1.1290936988775202e-18,1.7536769468188598e-14,1.8338623425770725e-09,2.1992860325443241e-09,1.0487597073331015e-18,1.2632990355583235e-12,2.8472517349422599e-08,4.3839670669270141e-08,1.513323106856625e-08,6.0394820046558012e-07,6.503029928991279e-07,6.9793443236617648e-10,5.1581267943915325e-11,6.1011949671414744e-10,1.7573684584459498e-15,5.5761825100917491e-09,3.514708340998536e-15,2.319784020311835e-06,8.3284824032774651e-09,6.1072902085573598e-13,2.2404954740917477e-08,1.8119683782076737e-11,4.4460020219659445e-09
3.4484206545844e-09,0.38769469242040916,76.950000000000003,0.0,0.0,0.0,3.6714679932789821e-05,9.4999275891327351,0.00099305177664445491,0.0043957999780479722,1.9706785355508217e-05,1.4470821068357377e-07,2.8676257636016141e-10,7.8589745152283758e-06,0.11437462466674654,1.596631168993963e-06,6.1901231291605732e-16,8.9242723643889054e-09,5.7331312234763059e-05,0.86126333939603283,3.5021890307651003e-05,5.3983412604774942e-15,2.6360996099972661e-13,4.7215198823778763e-08,1.3345635691680041e-13,0.00043563144255745896,3.9858333738325821e-07,0.00525593423044833,0.0052621403199845616,4.116298299416847e-07,2.0736470145313627e-07,4.041777040503406e-08,0.00081787013755670599,1.2744884308062955e-07,3.2085714346885199e-08,4.6212944480157448e-08,5.5516819522316466e-08,1.2024098619794854e-06,2.0483071124853392e-06,0.011611710946447003,2.4795831184606306e-13,1.0077665555894924e-13,2.283654311167296e-06,7.6456469003960322e-07,4.2428801952612999e-08,0.00013568600661290219,0.00040283155149589179,6.9260437285515919e-07,3.7310073192800377e-08,4.4812080380906405e-08,9.1621117576611893e-09,2.2391306321247661e-08,1.2713452725474397e-08,7.678746431003175e-11,3.296923068104229e-07,5.6498075767181995e-10,9.6835096831342986e-09,4.3960873961666712e-09,2.553620584676368e-11,4.3440642478893479e-11,1.8362459683161695e-13,0.0001066838117354104,7.9562823805385918e-11,1.2545386804400469e-07,1.79495528306043e-05,8.3226297563539496e-10,4.6359949641133333e-08,1.6275256702774769e-09,4.5286689286159683e-09,3.3899247466538461e-10,3.775139484503179e-10,4.2448891408115971e-17,1.0063779639227192e-09,1.1507335571853902e-06,5.0336750688236963e-08,9.1517830577943833e-09,1.2764365200896258e-09,4.2625778265131956e-08,6.9536644165488874e-05,4.3498822035393856e-09,1.7939189624965959e-07,4.3498912708139836e-09,1.3655617173024997e-05,1.9436073681218388e-18,1.143184706910199e-18,1.767563285021662e-14,1.8471810674962726e-09,2.2327173454819673e-09,1.0646984586712619e-18,1.2825024682244352e-12,2.8740158808499922e-08,4.4966777604071592e-08,1.5275676538315928e-08,6.186152691535711e-07,6.6631730082232674e-07,7.1512246286965023e-10,5.2851520023277181e-11,6.2495318014850622e-10,1.8025497386567455e-15,5.6293653305257217e-09,3.6050704835927249e-15,2.3674498848483239e-06,8.4914007535304872e-09,6.2267589457320857e-13,2.2957311932755972e-08,1.8656815382858479e-11,4.4160845158740154e-09
3.484262569865442e-09,0.38769469750915336,76.950000000000003,0.0,0.0,0.0,3.647890386469711e-05,9.4999270620897835,0.00099223958017332498,0.0043872154043683911,1.8580957649471636e-05,1.3644117569747964e-07,2.8620253705259738e-10,7.8061367018498313e-06,0.11353152256970249,1.5935129926669512e-06,5.8364876012665473e-16,8.7344969188014003e-09,5.7881538391701871e-05,0.86208725517452445,3.5023198662439499e-05,5.3877984499337933e-15,2.6613978724448888e-13,4.7673254243357583e-08,1.3149924612005311e-13,0.00043605233094519538,3.7581419481468714e-07,0.0052570582115164972,0.005263294497972775,4.1171783622231091e-07,2.0740904330440178e-07,4.0456437147944864e-08,0.00082555182254752488,1.2864589237284075e-07,3.2387111421105344e-08,4.6233630234509889e-08,5.603845615557048e-08,1.2138868662529017e-06,2.0624089328915493e-06,0.01162969864998091,2.5028811563997206e-13,1.0172354745002371e-13,2.2855290689859061e-06,7.6555641998492516e-07,4.2360160215143048e-08,0.00013586828651385987,0.00040338136550653684,6.9350010858594434e-07,3.7666727596008928e-08,4.5103725096208755e-08,9.1212257952251548e-09,2.2554668682098721e-08,1.2833056708027076e-08,7.7349930281670555e-11,3.3287030887596902e-07,5.7621867310902768e-10,9.7581444419997235e-09,4.4384667747622138e-09,2.5735160615015837e-11,4.4331323809669727e-11,1.8767687094185712e-13,0.00010764176531819808,8.0338450188219301e-11,1.256669039675502e-07,1.8223308278458945e-05,8.4495617472496882e-10,4.6931896832548167e-08,1.6523479851290799e-09,4.5977372653593897e-09,3.4317735147850281e-10,3.8215549404173819e-10,4.3096294513231981e-17,1.0190983680356422e-09,1.1652818788917641e-06,5.0422870974913249e-08,9.1537408270918233e-09,1.2776575245848206e-09,4.2704527694706846e-08,7.0069354412247593e-05,4.3565893894455621e-09,1.8218203065954261e-07,4.3565984566743425e-09,1.3809814320100665e-05,1.9676012854498911e-18,1.1572973717390556e-18,1.781186706515432e-14,1.8602462496264501e-09,2.2663135517233275e-09,1.0807157833588946e-18,1.3018006182654803e-12,2.9007048848515442e-08,4.6111192225525854e-08,1.5417725675613157e-08,6.3348052782760311e-07,6.8255128110646603e-07,7.3254627662665354e-10,5.413919668177381e-11,6.3998754631976812e-10,1.8484248115997713e-15,5.6824144473207163e-09,3.6968202100435348e-15,2.4155386580528416e-06,8.6555075508643318e-09,6.3470991806826664e-13,2.3517255235817453e-08,1.9203863417219263e-11,4.3863940932941934e-09
3.5201044851464837e-09,0.3876947023049375,76.950000000000003,0.0,0.0,0.0,3.6244928187986161e-05,9.4999265357599807,0.00099142795678003261,0.0043786476834033672,1.7519447577906672e-05,1.2864643038897928e-07,2.8564359745574926e-10,7.7536999407198638e-06,0.11269482014831197,1.590400939289216e-06,5.503055013084886e-16,8.5484391284182358e-09,5.8430723240388553e-05,0.8629048474657095,3.5024500317761771e-05,5.3772763415843936e-15,2.6866482564371307e-13,4.813044282772768e-08,1.2957790168744957e-13,0.00043646998935539458,3.5434583320502397e-07,0.0052581169048330437,0.0052643827419128408,4.1180072925033558e-07,2.0745080885450239e-07,4.0494807126834887e-08,0.0008332158839234815,1.2984019527259465e-07,3.2687817006788498e-08,4.6253120099803506e-08,5.6558896049016609e-08,1.225337538992471e-06,2.0762402609771127e-06,0.011647612391208498,2.5261257424496176e-13,1.0266826691951897e-13,2.2874008047431014e-06,7.6654461513979595e-07,4.2292179223832685e-08,0.00013605075831640118,0.00040393171366578945,6.9434853555229783e-07,3.8022563706483154e-08,4.5392672754372449e-08,9.0806911213845325e-09,2.2714881048943265e-08,1.2952388628997935e-08,7.7901559372765013e-11,3.3605229820978149e-07,5.8753443507603056e-10,9.8313575921489727e-09,4.4808993332813413e-09,2.5930334848703448e-11,4.5226481450111861e-11,1.9175855768977244e-13,0.00010859649476076389,8.1115075798396156e-11,1.2588014644628375e-07,1.8498439118133956e-05,8.5771314636722696e-10,4.7504706383038536e-08,1.677295012425171e-09,4.6671524265132863e-09,3.4736854470280082e-10,3.8680384443989922e-10,4.3746948532043972e-17,1.031843743312972e-09,1.1798588221582963e-06,5.0509074751334387e-08,9.1555848776955705e-09,1.2788691581929474e-09,4.2783353375011208e-08,7.0600868756465917e-05,4.3632690852490847e-09,1.8498709225759845e-07,4.363278152373221e-09,1.3964159155312846e-05,1.9916314178099804e-18,1.1714313374085997e-18,1.7945506356895476e-14,1.8730617770213005e-09,2.3000734215998242e-09,1.0968110953785559e-18,1.3211927793402215e-12,2.9273192451652213e-08,4.7273003394351693e-08,1.5559381115640954e-08,6.4854440118500421e-07,6.9900542358637791e-07,7.5020639943233493e-10,5.5444336772784304e-11,6.5522302661868303e-10,1.894997239239635e-15,5.7353307789686278e-09,3.7899646442997602e-15,2.4640486772339275e-06,8.8207917828165551e-09,6.4683028378908132e-13,2.408480162062958e-08,1.9760893854468845e-11,4.3569290284645516e-09
3.5559464004275254e-09,0.3876947068245479,76.950000000000003,0.0,0.0,0.0,3.6012737937906087e-05,9.4999260101590028,0.00099061690678431879,0.004370096781903989,1.6518580730204369e-05,1.2129699321292326e-07,2.850857553871028e-10,7.7016611841451265e-06,0.11186446882421937,1.5872949967091174e-06,5.18867118622803e-16,8.3660447097986207e-09,5.8978868701799531e-05,0.86371616427483477,3.5025795327563862e-05,5.3667748943441491e-15,2.7118508502532766e-13,4.8586766176390914e-08,1.2769194353485387e-13,0.00043688444230891114,3.3410394008482469e-07,0.0052591140632453348,0.0052654088185585587,4.1187880294622284e-07,2.0749014619460057e-07,4.0532882594609067e-08,0.00084086236247299135,1.3103175813406742e-07,3.2987832703775506e-08,4.6271482308273888e-08,5.7078141971352713e-08,1.2367619411568257e-06,2.0898053717027383e-06,0.011665452724306351,2.5493170002315134e-13,1.0361081899172242e-13,2.2892695401774507e-06,7.6752930188459732e-07,4.2224853954912088e-08,0.00013623342252372332,0.00040448259776604013,6.9515203561986443e-07,3.8377583418067568e-08,4.5679015641898895e-08,9.0405274508389287e-09,2.2871987720198122e-08,1.3071449104931827e-08,7.8442503483836507e-11,3.3923822417351542e-07,5.9892741139036236e-10,9.9031681379812585e-09,4.5233843963788071e-09,2.6121778567664571e-11,4.6125980756680887e-11,1.9586913343019481e-13,0.00010954802035100891,8.1892687832454103e-11,1.260935960765653e-07,1.8774935160671489e-05,8.7053341810764653e-10,4.8078364096094557e-08,1.7023658282434657e-09,4.7369118420682219e-09,3.515659503551331e-10,3.9145888596792731e-10,4.4400829374902141e-17,1.0446137329556804e-09,1.1944639784755283e-06,5.0595362257248995e-08,9.157321746332041e-09,1.2800714920118696e-09,4.2862255513262958e-08,7.1131198117433802e-05,4.3699214967673966e-09,1.8780698932164231e-07,4.3699305637288314e-09,1.4118651826218095e-05,2.0156971690165396e-18,1.185586253256387e-18,1.8076585414767716e-14,1.8856315364672047e-09,2.3339957329118832e-09,1.1129838122725757e-18,1.3406782493976939e-12,2.9538594574094709e-08,4.8452299336270103e-08,1.5700645479840421e-08,6.6380730214962066e-07,7.156802048385648e-07,7.6810334284986846e-10,5.67669780979542e-11,6.7066004049917859e-10,1.9422705580846846e-15,5.7881152392074608e-09,3.8845108593974526e-15,2.5129782897509047e-06,8.9872425025583514e-09,6.5903618899672375e-13,2.465996759926287e-08,2.0327971922064246e-11,4.3276876088363334e-09
3.591788315708567e-09,0.38769471108381076,76.950000000000003,0.0,0.0,0.0,3.5782318338096549e-05,9.499925485301544,0.00098980643049904134,0.0043615626666990434,1.5574892611197616e-05,1.1436742406071709e-07,2.8452900866979636e-10,7.6500174077503625e-06,0.11104042038769535,1.5841951528067493e-06,4.8922478797677512e-16,8.1872589941569175e-09,5.9525976692929336e-05,0.86452125324235551,3.5027083745169804e-05,5.3562940672356359e-15,2.7370057419945453e-13,4.9042225885496428e-08,1.2584097809402966e-13,0.0004372957141402531,3.150184483823889e-07,0.0052600532246869633,0.0052663762794723954,4.1195233439957708e-07,2.0752719493549097e-07,4.0570665787063712e-08,0.00084849129888168334,1.3222058729559312e-07,3.3287160107919452e-08,4.6288781239209984e-08,5.7596196684330125e-08,1.2481601335508512e-06,2.1031085288899663e-06,0.011683220199238793,2.5724550530600852e-13,1.0455120867844296e-13,2.2911352968653421e-06,7.685105063995442e-07,4.215817942305044e-08,0.00013641627962324412,0.00040503401955043888,6.9591287971081142e-07,3.8731788619856849e-08,4.5962844745393423e-08,9.0007527532452186e-09,2.302603330181219e-08,1.319023875100654e-08,7.8972915608067301e-11,3.4242803651536073e-07,6.1039699022727761e-10,9.9735952909982605e-09,4.5659212938649742e-09,2.630954237837435e-11,4.7029689230271831e-11,2.0000808089529603e-13,0.00011049636226937264,8.2671273591447246e-11,1.2630725343993336e-07,1.9052786278839028e-05,8.8341652035431066e-10,4.865285598453106e-08,1.7275595142598233e-09,4.8070129575867968e-09,3.5576946598641551e-10,3.96120506628348e-10,4.5057913098127532e-17,1.0574079852415942e-09,1.2090969451449557e-06,5.0681733726499141e-08,9.1589575953832941e-09,1.2812645966019834e-09,4.2941234311753655e-08,7.166035291608423e-05,4.3765468282629223e-09,1.9064162970829236e-07,4.3765558950033783e-09,1.4273292481024142e-05,2.0397979516795532e-18,1.1997617737929181e-18,1.8205139306148906e-14,1.8979594090059171e-09,2.3680792708875712e-09,1.1292333551234115e-18,1.360256330653498e-12,2.9803260146125435e-08,4.964916764571463e-08,1.5841521375961175e-08,6.7926963198511706e-07,7.3257608830841715e-07,7.8623760434719169e-10,5.8107157417315276e-11,6.8629899559322123e-10,1.990248279336683e-15,5.840768737038509e-09,3.9804658777593271e-15,2.5623258529602255e-06,9.154848829375195e-09,6.7132683580034339e-13,2.5242769229728738e-08,2.090516211044735e-11,4.29866813496533e-09
