Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204),C5H8(336),S(200),C7H8(273),S(400),S(399),S(388),C7H10(238),C7H10(187),S(106),OH(D)(275),S(808),S(826),S(929),S(921),H2O(852)
2.956847050049966e-16,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999998889380481,9.5,1.8007004764793035e-10,1.914858767232194e-09,1.9148589793717172e-09,2.9442246056882986e-16,1.088612259840352e-15,7.0461796377689502e-09,8.8027168046498056e-13,4.7598869574098296e-11,5.9511797066291016e-16,1.7465848515700908e-12,8.1177527355530606e-24,2.9661108455790259e-17,3.1364701659563738e-26,2.8242575582225517e-27,1.3067664908581617e-17,2.4944248307354561e-23,2.4944242717888859e-23,4.8770524401877124e-30,7.1239559554590554e-31,3.3214820806921836e-24,1.7663768178984481e-35,3.7960000209348281e-27,3.5543535913978605e-36,3.3050272774103236e-54,3.0543955470197301e-54,3.0543955566391488e-54,1.1628345141472797e-22,5.860638734303272e-23,1.0698526303139405e-36,1.0713931346650426e-36,1.540509320976712e-39,9.6413876276938773e-47,5.8675907933557938e-54,3.1488564904352015e-54,5.0662883140640384e-45
4.849229226249634e-16,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999998178589689,9.4999999999999947,2.9531488086086657e-10,3.140367241414134e-09,3.1403680809421357e-09,5.2300545488525705e-16,2.9276928211501516e-15,1.1552934788738982e-08,2.3669715333152929e-12,7.8049613568605343e-11,1.6003035476679926e-15,4.6964098894109816e-12,2.2328156346211232e-23,7.9763458170315222e-17,1.3899008369815095e-25,1.2486454242336712e-26,3.5144060270649325e-17,1.1027918647600657e-22,1.1027914558939148e-22,3.5673265784813447e-29,5.2132200468758536e-30,9.0044426339272248e-24,1.2928321654421376e-34,1.6462578073917656e-26,2.6074722132144728e-35,1.3673754265457325e-52,1.2636826764899683e-52,1.2636826835350367e-52,5.1401245499843414e-22,2.5906018867526549e-22,7.8229016777519795e-36,7.8417458278241016e-36,1.8844210105717374e-38,1.9977122053803877e-45,2.0869816804543903e-52,1.1199851193137735e-52,6.2031309301083669e-44
6.552373184829336e-16,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999997538881791,9.4999999999999893,3.9903522995867617e-10,4.2433240817646878e-09,4.2433258410697085e-09,7.286224711654807e-16,5.3452314013711168e-15,1.5607146741396731e-08,4.320893824994755e-12,1.054469214248278e-10,2.9214686154161702e-15,8.5732710386781759e-12,4.1139881825391988e-23,1.4561851193622276e-16,3.3331915409851681e-25,2.9901236302852367e-26,6.4164417784028429e-17,2.6407969424788707e-22,2.6407957023809063e-22,1.0819407545645875e-28,1.5815328784861267e-29,1.6492555313562894e-23,3.9224405603252862e-34,3.8916320280399995e-26,7.9202584205574928e-35,8.6757568623745633e-52,8.017844702935778e-52,8.0178447517648494e-52,1.230749451726157e-21,6.2029272022026291e-22,2.3721911754398691e-35,2.3791923167725213e-35,7.0011635074559641e-38,8.8150415930396704e-45,1.0633602994525315e-51,5.7065578626401593e-52,2.3056308615959586e-43
8.255517143409037e-16,0.289853745871657,76.950000000000003,0.0,0.0,0.0,0.99999996899177501,9.4999999999999858,5.027555783044371e-10,5.3462801771017931e-09,5.3462831934007767e-09,9.3347848233953979e-16,8.4850020284338879e-15,1.9659590142233445e-08,6.8580186914725324e-12,1.3283631010070958e-10,4.6370798037129277e-15,1.3607289469855136e-11,6.5656914270956228e-23,2.3113923623007351e-16,6.556001660444748e-25,5.8729869025670808e-26,1.0185468626591256e-16,5.1867589597154018e-22,5.1867560028384975e-22,2.579679048332275e-28,3.7718850040553985e-29,2.6228451478601254e-23,9.3557962969691697e-34,7.5446869364176814e-26,1.8913441912004267e-34,3.5915941441381227e-51,3.3192314400041198e-51,3.3192314635444269e-51,2.4170435372607941e-21,1.2181801117944987e-21,5.6549490437880204e-35,5.6748857509235987e-35,1.9936769867134639e-37,2.9561296269777818e-44,4.1489058272435047e-51,2.2265250618463258e-51,6.5687686688450253e-43
9.958661101988739e-16,0.28985374587165696,76.950000000000003,0.0,0.0,0.0,0.9999999625947682,9.4999999999999787,6.0647592589815271e-10,6.4492355274342476e-09,6.449240137627422e-09,1.1379971064280351e-15,1.2346995977198882e-14,2.371026572553428e-08,9.9781039889750185e-12,1.6021778177437495e-10,6.7470214853029946e-15,1.9797984735929791e-11,9.5879187870366953e-23,3.363216710641106e-16,1.1373791870131525e-24,1.017530731662412e-25,1.4821483727226935e-16,8.9861932594023076e-22,8.9861872527061048e-22,5.240269405660232e-28,7.6640778715177607e-29,3.8211472213911865e-23,1.9011880018260574e-33,1.2906935828086843e-25,3.8475712259116092e-34,1.2221560495107246e-50,1.1294758553792907e-50,1.1294758641745942e-50,4.1871535149236461e-21,2.1103083326970401e-21,1.1485152407056871e-34,1.1531990271755474e-34,4.6838011155682579e-37,7.9352321040755481e-44,1.2590930195905373e-50,6.7569706834311824e-51,1.5439231289899756e-42
1.166180506056844e-15,0.28985374587165696,76.950000000000003,0.0,0.0,0.0,0.99999995619779747,9.4999999999999734,7.1019627273982673e-10,7.5521901327713141e-09,7.5521966735625353e-09,1.3424860606357761e-15,1.6931204073393802e-14,2.7759174256513148e-08,1.3680897374407495e-11,1.8759133871630342e-10,9.2511731352109077e-15,2.7144856153014563e-11,1.3180663268824628e-22,4.6116168795621658e-16,1.8116814731298539e-24,1.6186934427127703e-25,2.0324484019202811e-16,1.4294994408236256e-21,1.4294983454684528e-21,9.5556139135680165e-28,1.3979031364221323e-28,5.244093069588467e-23,3.4680448705582482e-33,2.0276756728951228e-25,7.0258778213729527e-34,3.4851066375716835e-50,3.2208193759834107e-50,3.220819403375905e-50,6.6601201574345513e-21,3.3566734443292174e-21,2.093933604226004e-34,2.1036169426276856e-34,9.6833684937979359e-37,1.8414906325657933e-43,3.2506436799010754e-50,1.7444711287132623e-50,3.1933607770041218e-42
1.5068092977727842e-15,0.2898537458716569,76.950000000000003,0.0,0.0,0.0,0.99999994340396414,9.4999999999999556,9.1763696416706301e-10,9.7580971084926815e-09,9.7581085208869295e-09,1.751478860244708e-15,2.8266229600474042e-14,3.5851692906110283e-08,2.2833703325975971e-11,2.4231471655089647e-10,1.5441673942865821e-14,4.530533162916212e-11,2.2077677262156373e-22,7.6979965451868329e-16,3.8570806593683841e-24,3.4378311154645445e-25,3.3931428967326082e-16,3.0358922909429751e-21,3.0358893822859164e-21,2.5372769767263017e-27,3.7137086642008688e-28,8.763669685275048e-23,9.2150933490338654e-33,4.2029709825852517e-25,1.8706026225427311e-33,1.9963592278094496e-49,1.8449687365532623e-49,1.8449687552059472e-49,1.4141516841789327e-20,7.1272668607205953e-21,5.557978070709809e-34,5.5896791787430274e-34,3.1701205326601585e-36,7.3436522165633677e-43,1.5619999628225347e-49,8.3825441836295845e-50,1.0463703809344408e-41
1.8474380894887245e-15,0.28985374587165685,76.950000000000003,0.0,0.0,0.0,0.99999993061027526,9.4999999999999325,1.1250776525861753e-09,1.1964001104340304e-08,1.1964018736254944e-08,2.1605394205279179e-15,4.2490004882374708e-14,4.3937152202430664e-08,3.4314421199886898e-11,2.9700646174477268e-10,2.3207619329226185e-14,6.8084717170227697e-11,3.3256674994201683e-22,1.1570201479363046e-15,7.0580525719022872e-24,6.2764140623989473e-25,5.1006278520121361e-16,5.5423756126158796e-21,5.542369254295314e-21,5.5461401764197459e-27,8.1216023156055491e-28,1.3181026280115667e-22,2.0156445841919678e-32,7.4932406249541941e-25,4.0991338570607291e-33,7.6172233797680129e-49,7.0395845277110393e-49,7.0395846079065829e-49,2.5811801231976264e-20,1.3009042539176491e-20,1.2144846336068163e-33,1.2226612132710737e-33,8.1766044726719696e-36,2.2022272070919678e-42,5.3696487785576914e-49,2.8816487852640596e-49,2.7010642906535333e-41
2.1880668812046646e-15,0.28985374587165674,76.950000000000003,0.0,0.0,0.0,0.99999991781673037,9.4999999999999041,1.3325183379971951e-09,1.4169902120392779e-08,1.416992732075895e-08,2.5695920390761883e-15,5.9602452025255054e-14,5.2015558592311246e-08,4.8120925035380824e-11,3.5166659343927915e-10,3.2547993297516479e-14,9.547879457361105e-11,4.671759495762316e-22,1.6227883593569809e-15,1.1697674347321951e-23,1.0379087107297808e-24,7.1549006263622129e-16,9.1648628499352255e-21,9.1648505873048538e-21,1.0695599421501279e-26,1.5669920543938385e-27,1.8495583880125864e-22,3.8897284580223429e-32,1.2101134589514379e-24,7.9244026261976907e-33,2.3517883763703538e-48,2.173444687925781e-48,2.1734447154386267e-48,4.2673689446482595e-20,2.1507365260543412e-20,2.3413091809810053e-33,2.3594815784733587e-33,1.8172451999146274e-35,5.572377989771348e-42,1.5292219104605617e-48,8.2066518353164526e-49,6.0079173177166251e-41
2.5286956729206047e-15,0.28985374587165663,76.950000000000003,0.0,0.0,0.0,0.99999990502332947,9.4999999999998739,1.5399590204001535e-09,1.6375800156727386e-08,1.6375834275385979e-08,2.9786476906893146e-15,7.9603494459023102e-14,6.0086918402346428e-08,6.4251128523847009e-11,4.0629513042548806e-10,4.346179848977428e-14,1.2748342431210424e-10,6.2460376655542008e-22,2.1670701165137033e-15,1.8056303055295631e-23,1.5986218517533927e-24,9.5559586185574493e-16,1.4115452687432251e-20,1.4115431059724199e-20,1.8862720042040041e-26,2.7649193668796806e-27,2.4706774132490175e-22,6.8646330465934788e-32,1.8200148236155013e-24,1.4009649121053459e-32,6.2925284409436223e-48,5.8153459841639999e-48,5.8153460660062552e-48,6.5711173407741272e-20,3.3118162869294534e-20,4.1276845338526296e-33,4.1640886349426394e-33,3.6404208975635568e-35,1.2568704957588793e-41,3.8495257963369493e-48,2.0658704106336911e-48,1.204543360922813e-40
2.8693244646365448e-15,0.28985374587165647,76.950000000000003,0.0,0.0,0.0,0.99999989223007224,9.4999999999998366,1.74739969979508e-09,1.8581695213419235e-08,1.8581739601130587e-08,3.387681014936167e-15,1.0249305775951929e-13,6.8151237774536177e-08,8.2703006230022074e-11,4.6089209095269498e-10,5.5948066348142782e-14,1.640945876397088e-10,8.0484961359109617e-22,2.7898322322872294e-15,2.6408332366523653e-23,2.3331450679463944e-24,1.2303799299105417e-15,2.0600268262749843e-20,2.0600232632453491e-20,3.107310966994873e-26,4.5570735218935494e-27,3.1814045096878565e-22,1.1316332836657311e-31,2.5936770678870214e-24,2.3135241275613006e-32,1.5046293233717055e-47,1.3905285589321945e-47,1.3905285806977086e-47,9.5879528154555906e-20,4.8322890001069155e-20,6.7972119231060641e-33,6.8645790385969378e-33,6.7367312617914419e-35,2.5970850969321798e-41,8.822740713700677e-48,4.7347790781003916e-48,2.2309790342170613e-40
3.5505820480684254e-15,0.2898537458716563,76.950000000000003,0.0,0.0,0.0,0.9999998666439891,9.4999999999997531,2.1622810495609553e-09,2.2993476388174668e-08,2.2993545369761941e-08,4.2057614389419558e-15,1.5693744966097089e-13,8.4258779723906232e-08,1.2656369886905516e-10,5.6999135550583092e-10,8.5634122451589622e-14,2.511204724487195e-10,1.2337930476623952e-21,4.270665012838203e-15,5.0194526461340438e-23,4.4170081540047841e-24,1.8839818629598006e-15,3.8996278996764556e-20,3.8996195951393897e-20,7.2413725568193983e-26,1.063138099268492e-26,4.8714625170773735e-22,2.6411121800913399e-31,4.6842783574711219e-24,5.4180941781469061e-32,6.8212225436292461e-47,6.30394865778882e-47,6.3039487843409454e-47,1.8142228961391617e-19,9.1436090417727124e-20,1.5828520285766703e-32,1.6021635812415067e-32,1.9311607567672268e-34,9.1735965442381263e-41,3.8578363905145549e-47,2.0703367026815842e-47,6.4076438309447095e-40
4.135995794563395e-15,0.289853745871656,76.950000000000003,0.0,0.0,0.0,0.99999984465798453,9.499999999999666,2.5187941287192346e-09,2.6784569394732087e-08,2.6784663834654765e-08,4.9087450484373376e-15,2.1295172522587532e-13,9.8077764960319968e-08,1.7165393097717361e-10,6.6364107854858697e-10,1.1615956158260667e-13,3.4058593947508526e-10,1.6752986743482208e-21,5.7936394916180721e-15,7.9560305123972233e-23,6.9790034836222655e-24,2.5564416222401448e-15,6.1610847334895305e-20,6.1610694820032649e-20,1.329736754847585e-25,1.9540701559887694e-26,6.6095822347330021e-22,4.8561406563148751e-31,7.1136294605637999e-24,9.9899026389687609e-32,1.9821765681899296e-46,1.8318623193204819e-46,1.8318623621612099e-46,2.8652587834005831e-19,1.4440786638720933e-19,2.9047036132781152e-32,2.9459243135211472e-32,4.1220814502266539e-34,2.2736843735057066e-40,1.1071904853282506e-46,5.9418306687357585e-47,1.3699609521565262e-39
4.721409541058364e-15,0.2898537458716556,76.950000000000003,0.0,0.0,0.0,0.99999982267240295,9.4999999999995666,2.8753071989931707e-09,3.0575653601427169e-08,3.057577750173546e-08,5.6117148595330288e-15,2.7749672785480947e-13,1.1187604008384438e-07,2.2357358662922732e-10,7.5719778788359896e-10,1.5131612371939435e-13,4.436019593479209e-10,2.1841932495505679e-21,7.547959614920791e-15,1.186671394284349e-22,1.0378946527568722e-23,3.3313263073512748e-15,9.1619060916382864e-20,9.1618802427915464e-20,2.2534226450613849e-25,3.3145378882352398e-26,8.6116102848066373e-22,8.2400173209348188e-31,1.0177665069233538e-23,1.6995547768052399e-31,4.9875446463869188e-46,4.6093249894248418e-46,4.6093251122152253e-46,4.2592327537516374e-19,2.1466357925176882e-19,4.9192138030838622e-32,4.9988348981360018e-32,7.9621310094559306e-34,5.0009475486923841e-40,2.7669889278387325e-46,1.4849304066574221e-46,2.6505193797091418e-39
5.306823287553333e-15,0.2898537458716552,76.950000000000003,0.0,0.0,0.0,0.99999980068724437,9.4999999999994511,3.2318202603829123e-09,3.4366729008641479e-08,3.4366886375882189e-08,6.3147008142949742e-15,3.505720794500276e-13,1.2565363615121939e-07,2.8231242430510777e-10,8.5066157594842929e-10,1.9109890395823317e-13,5.601482114632076e-10,2.7604737856593908e-21,9.5334572820043037e-15,1.6893823346073324e-22,1.4735704629813426e-23,4.2086346341609808e-15,1.3006854536474504e-19,1.3006813348733579e-19,3.5901904604141876e-25,5.2857048671929548e-26,1.0877267157296151e-21,1.3145038589585402e-30,1.391521960217245e-23,2.7179142102771231e-31,1.125124264465418e-45,1.0398029972767223e-45,1.0398030282333227e-45,6.0444479481003101e-19,3.0463768670040867e-19,7.8322811382750867e-32,7.9746724460734644e-32,1.423916822941088e-33,1.0028400940406725e-39,6.206883991757698e-46,3.3309878290064253e-46,4.7477983543147977e-39
5.892237034048302e-15,0.2898537458716548,76.950000000000003,0.0,0.0,0.0,0.99999977870250778,9.499999999999325,3.5883333128886129e-09,3.8157795616757122e-08,3.8157990462016867e-08,7.0176919029185537e-15,4.3217740132056961e-13,1.3941058422318336e-07,3.4786020116615482e-10,9.4403253523904394e-10,2.3550299461478165e-13,6.9020437260073555e-10,3.404137291549756e-21,1.1749964285938937e-14,2.3180378462617504e-22,2.0168370133226987e-23,5.1883653165098944e-15,1.780086114238249e-19,1.7800798640878632e-19,5.4473845072483899e-25,8.0274590748996339e-26,1.3406273183823181e-21,1.997058602809155e-30,1.8358480071733275e-23,4.1387255577330132e-31,2.3310416245406257e-45,2.1542725255470349e-45,2.1542725963290971e-45,8.2692136308776321e-19,4.1676495490976256e-19,1.187619140314103e-31,1.2115800218330877e-31,2.396094284207699e-33,1.8700119380041269e-39,1.2798024146514057e-45,6.8682022593204175e-46,8.0023231276786578e-39
7.063064527038241e-15,0.28985374587165386,76.950000000000003,0.0,0.0,0.0,0.99999973473429837,9.4999999999990319,4.301359391248489e-09,4.5739902437217748e-08,4.574018428986426e-08,8.4236506742635654e-15,6.2097644440850363e-13,1.6686266012339945e-07,4.9934176611552343e-10,1.1304963362284919e-09,3.3815554455064782e-13,9.9076545649709889e-10,4.8936012736330314e-21,1.6875335755100041e-14,4.010432990321217e-22,3.473694486718229e-23,7.455088613958611e-15,3.065487379615403e-19,3.0654745108028176e-19,1.1213251031063277e-24,1.6555203393681355e-25,1.9253217906549454e-21,4.1215116519535918e-30,2.9463853732343949e-23,8.5775235835927279e-31,8.333188455435964e-45,7.7012621278811145e-45,7.7012624333544809e-45,1.4229854560715248e-18,7.171787784409481e-19,2.441496879125769e-31,2.5005672081663133e-31,5.9070471663731293e-33,5.5311217650551265e-39,4.5485225297163678e-45,2.4410243576892663e-45,1.9793447455072861e-38
8.116809270729185e-15,0.2898537458716528,76.950000000000003,0.0,0.0,0.0,0.99999969516434772,9.4999999999987246,4.9430828313904611e-09,5.2563768486541203e-08,5.2564142409021191e-08,9.6890043610354938e-15,8.2006428975087214e-13,1.9149922236042416e-07,6.5885949503371512e-10,1.2979972070377703e-09,4.462986844695353e-13,1.3072714395272487e-09,6.4645386610424685e-21,2.2276541090980434e-14,6.1081605172045347e-22,5.2721485816858549e-23,9.8454111582679626e-15,4.6519979418935706e-19,4.6519755489204774e-19,1.9507919329837758e-24,2.8849818929379125e-25,2.5413327870093306e-21,7.186922388905626e-30,4.208991059380701e-23,1.5007693195296001e-30,2.2016957738695064e-44,2.0347360785267034e-44,2.0347361709919631e-44,2.157995028027779e-18,1.0876205325639136e-18,4.2425837055463836e-31,4.3605727142703548e-31,1.1798927834407703e-32,1.2690817291704102e-38,1.1972858971745212e-44,6.4254123418860501e-45,3.965284616831571e-38
9.17055401442013e-15,0.2898537458716517,76.950000000000003,0.0,0.0,0.0,0.99999965559575543,9.4999999999983711,5.5848062427504695e-09,5.9387606032715432e-08,5.9388085091011393e-08,1.0954366157389673e-14,1.0467833617833557e-12,2.1606936505301781e-07,8.4027991121435039e-10,1.4651987440391978e-09,5.6933893599042544e-13,1.6672354867349524e-09,8.2537504449203511e-21,2.8423613592634349e-14,8.8371214793126597e-22,7.6041905309542865e-23,1.2567562171839061e-14,6.7088617023521376e-19,6.7088252938664442e-19,3.1710863581891854e-24,4.6975050131085319e-25,3.2422361922991754e-21,1.1709667629119209e-29,5.7289644656896322e-23,2.4526227670275386e-30,5.1603000466647306e-44,4.7689833435588458e-44,4.7689835875979764e-44,3.1100674929152674e-18,1.5674610621397918e-18,6.8885058457080509e-31,7.1049934789122624e-31,2.1648809997881828e-32,2.6291703291352986e-38,2.7971642295469861e-44,1.5011443893757028e-44,7.2969206944641215e-38
1.0224298758111074e-14,0.2898537458716503,76.950000000000003,0.0,0.0,0.0,0.99999961602851839,9.4999999999979767,6.2265296253293878e-09,6.6211415077963195e-08,6.6212012364237933e-08,1.2219718898984535e-14,1.3011314576934515e-12,2.4057326724608137e-07,1.0435439713720697e-09,1.6321014820947255e-09,7.0724793175199661e-13,2.070540448008795e-09,1.0261219224666351e-20,3.5315580595919956e-14,1.2281136518667321e-21,1.0539231360357191e-22,1.5621534171516481e-14,9.2971273177751463e-19,9.2970711832118092e-19,4.8881237334428478e-24,7.2531450825743495e-25,4.0278703527996404e-21,1.8091757479187702e-29,7.5116405038317799e-23,3.7997031681128758e-30,1.1017243889860223e-43,1.0181784188437869e-43,1.0181784766827915e-43,4.307049591217055e-18,2.170734999846378e-18,1.0606185962181595e-30,1.0977877399805696e-30,3.7169219121705015e-32,5.0288643478837228e-38,5.9518670037172651e-44,3.1941776639414525e-44,1.2564802978293421e-37
1.127804350180202e-14,0.28985374587164886,76.950000000000003,0.0,0.0,0.0,0.99999957646263304,9.4999999999975397,6.8682529791280819e-09,7.3035195624506934e-08,7.3035924257029139e-08,1.3485065253403681e-14,1.5831063749094573e-12,2.6501110749658663e-07,1.2685927931250857e-09,1.7987059550947192e-09,8.5999735924960192e-13,2.5170694924924861e-09,1.2486927600466957e-20,4.2951471203546999e-14,1.6523975928651321e-21,1.4146714139992273e-22,1.9007319674554764e-14,1.2477840243205283e-18,1.2477757311180604e-18,7.2200560173315775e-24,1.0731196661743673e-24,4.8980739273839926e-21,2.6784246507842052e-29,9.560726830167275e-23,5.6391533374883152e-30,2.183544669169209e-43,2.017962433345643e-43,2.0179625592548354e-43,5.7767120633888685e-18,2.9114386732629512e-18,1.5648040838209105e-30,1.6253074895428296e-30,6.0503520611695622e-32,9.0233355700170616e-38,1.1755914456484787e-43,6.3090447508748769e-44,2.0512331314806952e-37
1.3385532989183909e-14,0.2898537458716456,76.950000000000003,0.0,0.0,0.0,0.9999994973349039,9.4999999999965414,8.1516996003882647e-09,8.668267123037211e-08,8.6683702014352803e-08,1.601576057530879e-14,2.2299278627346979e-12,3.1368931408728145e-07,1.7838099538278904e-09,2.1310222369989772e-09,1.2099045141305233e-12,3.539334019455554e-09,1.7592993540946871e-20,6.0451147808971127e-14,2.7740709396886662e-21,2.3656983550300636e-22,2.6774301256953767e-14,2.0860813996063597e-18,2.0860650114643555e-18,1.4261336252083215e-23,2.1267526022661801e-24,6.8915454057182768e-21,5.3150135311909737e-29,1.4467924271571115e-22,1.1237430953300482e-29,7.2825889087168559e-43,6.730339153226432e-43,6.7303396553093148e-43,9.6448011786830232e-18,4.8609391361721305e-18,3.0838040682278581e-30,3.2255040744896756e-30,1.417002381949704e-31,2.5131044701407761e-37,3.9007670574118628e-43,2.0934380615613824e-43,4.8324419961943441e-37
