Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082)
1.7580178800313196e-07,0.341639666890097,76.950000000000003,0.0,0.0,0.0,3.3437699651135406e-05,9.4957294968570647,0.00086593461202389549,0.0050866275554498934,6.660903984722443e-10,1.3213678194733268e-11,5.4380690252043665e-10,1.3135004676168218e-07,0.0067532483041690761,3.2556656543442979e-06,7.5514561747803283e-20,1.9885581018879252e-10,0.0064003845374351808,0.92421258564472186,0.0018531971681906543,1.4027711235560215e-14,1.7031731277454313e-11,1.9699728125253322e-06,2.8201434170950498e-12,0.00026109464542855713,2.1685279497998649e-10,0.024451717322102062,0.025917377200395431,2.960716314133555e-06,1.5957462248991081e-06,6.3162080719432922e-10,0.011405100497815228,2.7462392217589948e-06,7.3961849407314843e-07,6.3727267245649049e-06,3.7294645762040404e-06,5.9615974666128128e-06,0.00060123434894377456,0.014093849486082853,2.1315037768555116e-11,7.9022328747924928e-12,1.2143129762542658e-06,3.9137855332947421e-07,5.0789671333614272e-09,0.00017583589579768394,0.00056707060735044167,0.00012264031226802202,9.8241424363695036e-07,9.2622428189919023e-05,5.844270836633194e-07,1.0087007406858067e-05,5.2120767380762918e-08,1.0404390724201384e-07,4.3742589179704183e-06,5.2249074131044511e-05,3.0972169605453629e-06,7.6119452552300945e-08,3.5680649113387382e-08,6.5157436237510443e-06,1.3899726976419631e-07,0.00033659574391877345,5.7680764945282506e-10,2.1725232118018664e-08,0.0015481311540933218,1.3731534696015133e-07,1.1761846012294309e-06,2.4714286207384564e-07,6.9290448312799994e-07,2.3197439752758336e-08,3.6182722613086509e-09,1.6351754843511971e-14,1.2121179694141875e-08,1.909154389771846e-05,1.6321770685103672e-08,7.8139988987895545e-09,4.4351484067365124e-10,1.4799996670416131e-08,0.0030570422435587962,2.8403623448341564e-09,0.0011109739750119574,2.8403493927579124e-09,4.8035496265355243e-05,1.8080708918122934e-16,1.0539187420663335e-16,3.6663158590377815e-12,3.0041294135881179e-07,3.2604782815832925e-07,1.5743989995956136e-16,1.4161548967680846e-10,1.1107646441751327e-08,0.00018711857220914211,1.1277315232019512e-08,8.0527227942184994e-05,7.5698294934808841e-05,2.8311821833223184e-07,9.3085407225786856e-09,2.1345305445675684e-07,4.4664626188699416e-12,4.1139570385694873e-09,8.9329173361334681e-12,2.8111039602822885e-05,1.5413551533598061e-06,7.1417652371038028e-11
1.7689081831343374e-07,0.3416396698551596,76.950000000000003,0.0,0.0,0.0,3.308072010801305e-05,9.4957184261642062,0.00085620337854433947,0.0050350352719404703,6.5867185837080344e-10,1.3066723227552808e-11,5.3829054887161189e-10,1.3020803921366161e-07,0.0066433772480204165,3.2226405539044172e-06,7.4674744765461091e-20,1.8487056737012375e-10,0.0064179902851224588,0.92430802971602322,0.001853207135562964,1.3885415457944814e-14,1.7078560079584856e-11,1.9753953384857531e-06,2.8162654033372895e-12,0.00026112169004816835,2.1679439131007984e-10,0.0244517172794976,0.025917377629404263,2.9607128382692286e-06,1.595744365513815e-06,6.3168604555923508e-10,0.011422440800376018,2.750411361474399e-06,7.4074218699133876e-07,6.3727266449997713e-06,3.73513223453609e-06,5.9706788200102246e-06,0.00060123459005775816,0.014114173265399885,2.1347404787009316e-11,7.9142325008954526e-12,1.2160465166484404e-06,3.9194112683639258e-07,5.0856336915606128e-09,0.00017681767786058983,0.00057024044888953531,0.00012264030958660703,9.8391016338067263e-07,9.348995987509202e-05,5.8362919573312029e-07,1.0073338048804159e-05,5.2200911240587294e-08,1.0390279622620611e-07,4.396310205696119e-06,5.2902209524643874e-05,3.0930137332790923e-06,7.6503185227891835e-08,3.5632166397241873e-08,6.5338405072918042e-06,1.3977463398782283e-07,0.00033881272571201654,5.7971671095498629e-10,2.1863159535696855e-08,0.0015577420933443084,1.3816765082192758e-07,1.1820268401650533e-06,2.4867685811949661e-07,6.9720458762098133e-07,2.3312642951695167e-08,3.6361660147880838e-09,1.6453232410903166e-14,1.2182911487805578e-08,1.9188797129796757e-05,1.6425766285757618e-08,7.8139989039139649e-09,4.4356012116197911e-10,1.4897613168149018e-08,0.003062563289630955,2.8444546725385842e-09,0.0011157619547243712,2.8444417221401697e-09,4.8516508224019558e-05,1.8170501346879683e-16,1.059152711855354e-16,3.6613402186527467e-12,3.0041306262383862e-07,3.2805901698125312e-07,1.5841088078922667e-16,1.4248902831222521e-10,1.1190351692086789e-08,0.00018982736360129748,1.1361636546667773e-08,8.112265003935283e-05,7.6258556493553862e-05,2.8521332074944101e-07,9.3774244941116319e-09,2.1503123953938347e-07,4.53111527707763e-12,4.1459657203690738e-09,9.0622225978474022e-12,2.8443571638125363e-05,1.5501196973742005e-06,7.1823751856184955e-11
1.7797984862373552e-07,0.341639672832877,76.950000000000003,0.0,0.0,0.0,3.2729494480725244e-05,9.4957074436817237,0.000846581558885216,0.0049839738159920552,6.5138984456439841e-10,1.2922514765587448e-11,5.3283099660105501e-10,1.2909438209842212e-07,0.006536281795185484,3.1899552784995374e-06,7.3850612565342037e-20,1.7188059129172266e-10,0.0064354254414427945,0.92440059820268039,0.0018532166160083884,1.3744584133971208e-14,1.7124935187323942e-11,1.9807653236416794e-06,2.8124242895775884e-12,0.00026114792026325843,2.1673710877562509e-10,0.024451717268261362,0.02591737805609113,2.9607093791206053e-06,1.5957425056443616e-06,6.3174931053604307e-10,0.011439488733606439,2.7545131280013271e-06,7.4184692751139531e-07,6.3727265816999708e-06,3.7407042976919868e-06,5.9796071230346174e-06,0.00060123481390626234,0.014134439517038499,2.1379225859371319e-11,7.9260296828069824e-12,1.2177755349327391e-06,3.9250214753276938e-07,5.092295640535326e-09,0.00017780011517504207,0.00057341240840391326,0.00012264030730989333,9.8538086018678257e-07,9.4359184763378421e-05,5.8283852624967646e-07,1.0059791037959353e-05,5.2279718041480611e-08,1.0376294838699143e-07,4.4182383520157884e-06,5.3560158556805295e-05,3.0888481519652811e-06,7.6884775090849982e-08,3.558411805833199e-08,6.5517689902924704e-06,1.4055049325424082e-07,0.00034103157210030755,5.8260952051865656e-10,2.2001296804155823e-08,0.001567307821117988,1.3901594416183807e-07,1.1878355764073212e-06,2.502036339122277e-07,7.0148445333613392e-07,2.3427185325311743e-08,3.6539567784392138e-09,1.6554232356763807e-14,1.2244296060501145e-08,1.928550337488683e-05,1.6529922521223568e-08,7.8139988956375332e-09,4.4360402607565594e-10,1.4995402718808993e-08,0.0030680299396840362,2.8485354422972858e-09,0.0011205128385106615,2.8485224756393423e-09,4.8999436251540646e-05,1.8259778752543103e-16,1.0643566633208551e-16,3.6564092258560949e-12,3.0041317520225993e-07,3.3006069176389968e-07,1.5937726781441722e-16,1.4335843505211746e-10,1.1273225445341035e-08,0.00019255410157756906,1.1446132880479785e-08,8.1715774378624659e-05,7.6816658382616401e-05,2.8730034376083539e-07,9.446042657555774e-09,2.166033323802087e-07,4.5961962146194492e-12,4.1780522520236779e-09,9.1923844099296031e-12,2.8777912520932609e-05,1.5588380557098525e-06,7.2227711105029871e-11
1.7895997590300713e-07,0.3416396755235586,76.950000000000003,0.0,0.0,0.0,3.241822154276751e-05,9.4956976340756629,0.00083801445699358023,0.0049384678707310855,6.4495038647182417e-10,1.2794812176210173e-11,5.2796547838590894e-10,1.2811573810847317e-07,0.0064422106298055006,3.160826242031859e-06,7.3120799918585022e-20,1.6098182387005444e-10,0.0064509725494014784,0.92448151025314207,0.0018532247379153897,1.3619075803389731e-14,1.7166288398611439e-11,1.9855537953046357e-06,2.808998341411116e-12,0.00026117084786186396,2.1668649068395352e-10,0.024451717282874541,0.025917378438160794,2.9607062991245773e-06,1.5957408358552721e-06,6.3180460110796309e-10,0.011454585018301103,2.7581453026893096e-06,7.4282519156800019e-07,6.3727265375489663e-06,3.7456384401550776e-06,5.9875133711162207e-06,0.00060123500168891017,0.014152630698853403,2.1407403842744207e-11,7.9364762339084682e-12,1.2193278402523092e-06,3.9300575837995268e-07,5.098287405198315e-09,0.00017868486734964875,0.00057626897750865335,0.00012264030558009696,9.8668319099794714e-07,9.5142892057918939e-05,5.8213301793844371e-07,1.004770207339443e-05,5.2349514987866316e-08,1.0363815231951562e-07,4.4378683920485502e-06,5.4156429369463467e-05,3.0851309278793235e-06,7.7226373853121694e-08,3.5541241466015996e-08,6.5677624327084619e-06,1.4124749330316959e-07,0.00034303012212125454,5.8519915408518939e-10,2.2125799231263716e-08,0.0015758781828229499,1.397759671525536e-07,1.1930348110772393e-06,2.5157153758480689e-07,7.0531896631960356e-07,2.3529708767066267e-08,3.669880466433471e-09,1.6644722480984345e-14,1.2299245360297255e-08,1.9372071411576404e-05,1.6623800064254215e-08,7.8139988925267583e-09,4.43642393113698e-10,1.508356084368451e-08,0.003072904024145231,2.8521984079523085e-09,0.0011247571223498597,2.8521854187890941e-09,4.9435705309053068e-05,1.8339688308094693e-16,1.0690145668998872e-16,3.6520090302997241e-12,3.0041326963967306e-07,3.3185403665009458e-07,1.6024307488420624e-16,1.4413735609149686e-10,1.1347955603691842e-08,0.00019502344719426256,1.1522328917465377e-08,8.2247605041714349e-05,7.7317087850593653e-05,2.8917169810560876e-07,9.5075699816205994e-09,2.180129628916475e-07,4.6551337341208459e-12,4.2069965757390042e-09,9.3102593878583191e-12,2.9080363924464446e-05,1.5666450496223805e-06,7.2589442886764945e-11
1.7994010318227875e-07,0.3416396782243358,76.950000000000003,0.0,0.0,0.0,3.2111444333822297e-05,9.4956878944532939,0.00082953410376731542,0.0048933835698623451,6.3861665074111803e-10,1.2669347663707163e-11,5.2314497141504715e-10,1.2715896676862492e-07,0.0063502802572498809,3.131967201368188e-06,7.2403806582877742e-20,1.5078350175800825e-10,0.0064663839323639907,0.92456020171503872,0.0018532324761509548,1.3494730176984175e-14,1.7207279952752789e-11,1.9903004646789941e-06,2.8056011789257317e-12,0.00026119314656101832,2.1663674065796933e-10,0.024451717319102121,0.025917378818417377,2.9607032574001711e-06,1.5957392185287021e-06,6.3185839666184743e-10,0.011469450260814647,2.7617218263526583e-06,7.4378846643606914e-07,6.3727265046202217e-06,3.7504970411393069e-06,5.995298672298864e-06,0.00060123517742750236,0.014170776650271177,2.1435149464082335e-11,7.9467625731213729e-12,1.2208765844985776e-06,3.9350814785341014e-07,5.1042755613222091e-09,0.00017957014724144293,0.00057912725236098728,0.00012264030413005489,9.8796558974026647e-07,9.5927891537197723e-05,5.8143321318649531e-07,1.0035709874214264e-05,5.241825621386751e-08,1.0351435529895862e-07,4.4573986864533138e-06,5.4756600999555375e-05,3.0814434783058524e-06,7.7566236590325905e-08,3.5498708425195497e-08,6.5836227818094216e-06,1.4194329924085685e-07,0.00034503017142912775,5.8777562888272785e-10,2.2250470446534536e-08,0.0015844116729816851,1.4053271813753741e-07,1.1982069420596161e-06,2.5293355706228531e-07,7.0913697551893674e-07,2.3631697610895414e-08,3.6857208171771356e-09,1.6734823156334414e-14,1.235391340151561e-08,1.9458196594845711e-05,1.671780715196977e-08,7.8139989372980182e-09,4.436796961963539e-10,1.5171858347787201e-08,0.0030777351718271552,2.8558522309534994e-09,0.0011289717416014052,2.855839258083066e-09,4.9873518207032889e-05,1.8419181082846188e-16,1.07364817164472e-16,3.6476438793091217e-12,3.0041335801751768e-07,3.3363962429647236e-07,1.6110513603857394e-16,1.4491290689317616e-10,1.1422821687070724e-08,0.00019750721212143338,1.1598666190500064e-08,8.2777543962279771e-05,7.7815739161364751e-05,2.9103639946013821e-07,9.5688784877371852e-09,2.1941757770118437e-07,4.7144153229103666e-12,4.2360037278516404e-09,9.4288225221774445e-12,2.9384276851146261e-05,1.5744145630441405e-06,7.2949438446354804e-11
1.8092023046155037e-07,0.3416396809351416,76.950000000000003,0.0,0.0,0.0,3.1809087060198785e-05,9.4956782241306765,0.00082113962420220286,0.0048487170256003949,6.323866485682675e-10,1.2545902185457749e-11,5.183692349477883e-10,1.2622357364374977e-07,0.0062604416055360296,3.1033755529313954e-06,7.1698318550490851e-20,1.4124053381627957e-10,0.0064816607394915203,0.92463672222329596,0.001853239835641986,1.3371537392665133e-14,1.7247914048306956e-11,1.9950056856734951e-06,2.8022327133678706e-12,0.0002612148304185942,2.1658784040442488e-10,0.024451717375502075,0.025917379196891889,2.9607002121484508e-06,1.5957375663774571e-06,6.3191068338173972e-10,0.011484087149590483,2.7652434117408132e-06,7.4473694676296177e-07,6.3727264820882186e-06,3.7552809777038761e-06,6.0029644339132802e-06,0.00060123534194389343,0.014188877999519626,2.1462469293752812e-11,7.9568909495554302e-12,1.2224218147319416e-06,3.9400933254093486e-07,5.1102597029922613e-09,0.00018045595345876709,0.00058198722846398336,0.00012264030293944776,9.8922828838569466e-07,9.6714146167574866e-05,5.8073904551141814e-07,1.0023813353134232e-05,5.2485952285939492e-08,1.0339154610840382e-07,4.4768292469109344e-06,5.5360674096327083e-05,3.077785468698154e-06,7.7904364042081713e-08,3.5456515075130306e-08,6.5993515744498335e-06,1.4263792267050847e-07,0.00034703171487996748,5.9033893813635079e-10,2.2375310311333329e-08,0.0015929081811862885,1.4128618950872628e-07,1.2033519882128165e-06,2.5428966807000033e-07,7.1293842945582882e-07,2.3733152221155002e-08,3.7014779418219115e-09,1.6824533120154032e-14,1.2408300514145625e-08,1.9543879076102848e-05,1.6811943122355852e-08,7.8139989319478107e-09,4.4371596209337254e-10,1.5260294846694359e-08,0.0030825239036151174,2.8594971291938353e-09,0.0011331568784708772,2.8594841244075751e-09,5.0312871114552659e-05,1.8498257581127082e-16,1.07825751773648e-16,3.6433138169627851e-12,3.0041344074930315e-07,3.3541743238277162e-07,1.6196344115554199e-16,1.4568507990044852e-10,1.1497823477544893e-08,0.00020000534029886044,1.1675144396724469e-08,8.3305577318681768e-05,7.8312599274473759e-05,2.9289440065068192e-07,9.6299667925232917e-09,2.208171402239177e-07,4.7740396981822576e-12,4.265073609394243e-09,9.5480712072012228e-12,2.9689649572613349e-05,1.5821465685408568e-06,7.3307695508964461e-11
1.8190035774082198e-07,0.3416396836559029,76.950000000000003,0.0,0.0,0.0,3.1511075378732211e-05,9.4956686224302693,0.00081283015204269664,0.0048044643852745679,6.2625833471461793e-10,1.242436789232647e-11,5.1363775815022247e-10,1.2530907075706779e-07,0.0061726467307137078,3.075048918718029e-06,7.1003753150244979e-20,1.3231072671220907e-10,0.0064968041115071986,0.92471112028442137,0.0018532468212163931,1.3249486462865688e-14,1.7288193108630269e-11,1.9996698095988101e-06,2.7988923670850688e-12,0.00026123591317286183,2.1653977178802169e-10,0.024451717450525615,0.025917379573614716,2.9606971997589716e-06,1.5957359295618662e-06,6.3196151933505474e-10,0.011498498343055427,2.7687106656351891e-06,7.4567079367949825e-07,6.3727264691849083e-06,3.7599911196760103e-06,6.0105120474565199e-06,0.00060123549600364287,0.01420693536285062,2.1489367445549833e-11,7.9668630084196109e-12,1.2239635768752953e-06,3.9450932900142392e-07,5.1162399870031088e-09,0.00018134228463909054,0.00058484890141423601,0.00012264030198936605,9.9047151634947277e-07,9.7501619254598704e-05,5.8005044932670823e-07,1.0012011435073427e-05,5.2552616042409594e-08,1.0326971364187343e-07,4.4961600938726076e-06,5.5968649191302864e-05,3.0741565682551752e-06,7.8240756344930008e-08,3.5414657598302546e-08,6.6149503277128376e-06,1.4333137507329708e-07,0.00034903474738356326,5.9288908994410936e-10,2.2500318196382404e-08,0.0016013676020907475,1.4203637088670898e-07,1.208469970333784e-06,2.5563985792836144e-07,7.1672328179139719e-07,2.3834072997472497e-08,3.717151882776688e-09,1.691385130661448e-14,1.2462406691367725e-08,1.9629119040800259e-05,1.6906207791744423e-08,7.8139989406864593e-09,4.4375121277234313e-10,1.5348869979161969e-08,0.0030872707331874175,2.8631331817220258e-09,0.0011373127155572178,2.8631201491755338e-09,5.075376022701975e-05,1.8576917990226931e-16,1.0828426096975161e-16,3.6390182024621493e-12,3.0041351822021086e-07,3.3718743954974428e-07,1.6281797952185156e-16,1.4645386458598134e-10,1.1572960704406763e-08,0.0002025177753993214,1.1751763294769436e-08,8.3831691698087375e-05,7.8807655537038287e-05,2.9474565374716625e-07,9.6908332255785855e-09,2.2221161487806665e-07,4.8340054841268658e-12,4.2942061146640583e-09,9.6680027149364564e-12,2.9996480358939673e-05,1.5898410422705212e-06,7.3664213663807313e-11
1.8278247229216643e-07,0.3416396861130414,76.950000000000003,0.0,0.0,0.0,3.1246520046733851e-05,9.4956600390173271,0.00080542359945150578,0.0047649877408866767,6.2082791076548019e-10,1.2316769329424769e-11,5.0941687889152343e-10,1.2450348554607642e-07,0.0060953400351267647,3.0497795291678813e-06,7.0388850734526772e-20,1.247654694555609e-10,0.0065103199953331992,0.92477630304916836,0.0018532527924470063,1.3140607829140554e-14,1.7324142821427337e-11,2.0038326714096292e-06,2.7959096676249265e-12,0.00026125438481137633,2.1649720707952519e-10,0.024451717532815557,0.025917379911192136,2.9606945187446382e-06,1.595734495453563e-06,6.3200607448934714e-10,0.011511277620848727,2.7717852410006111e-06,7.464988788453477e-07,6.3727264652128176e-06,3.7641678650551826e-06,6.0172050205731268e-06,0.00060123562630737086,0.014223149881774635,2.1513218817114059e-11,7.975705579701048e-12,1.22534823488825e-06,3.9495832312529305e-07,5.1216190293874769e-09,0.00018214043044155928,0.00058742585430868145,0.00012264030132537281,9.9157396160099979e-07,9.8211356757407875e-05,5.7943542288666982e-07,1.000146971561176e-05,5.2611741347120595e-08,1.0316089044319713e-07,4.5134726244019746e-06,5.6519163331489723e-05,3.0709151757866325e-06,7.8542026038559366e-08,3.5377269920235933e-08,6.6288792601484772e-06,1.4395449039964343e-07,0.00035083874561342193,5.9517298234606357e-10,2.2612968470555553e-08,0.0016089492882153304,1.4270871302238999e-07,1.2130530331370629e-06,2.5684995479327951e-07,7.2011541857205473e-07,2.3924445654099034e-08,3.731187353436654e-09,1.6993901870638446e-14,1.2510862088967657e-08,1.9705456837263597e-05,1.6991155850934923e-08,7.8139989829677186e-09,4.4378208792456543e-10,1.5428705831621402e-08,0.003091507472248014,2.8663981329053835e-09,0.001141028068814737,2.8663851033879144e-09,5.1151870760055734e-05,1.8647356834465854e-16,1.086948465615287e-16,3.6351811462585903e-12,3.0041358374301947e-07,3.3877375937540245e-07,1.6358383519377391e-16,1.4714286584467258e-10,1.1640699786396806e-08,0.00020479115264700491,1.1820840398667688e-08,8.4303543152726472e-05,7.9251653729117095e-05,2.9640597331019834e-07,9.7454219937268536e-09,2.2346226343762264e-07,4.8882654640716782e-12,4.3204788203369744e-09,9.7765226299080155e-12,3.027387328109628e-05,1.5967339621059389e-06,7.3983592667548821e-11
1.8366458684351088e-07,0.3416396885781382,76.950000000000003,0.0,0.0,0.0,3.0985373358781678e-05,9.4956515101605454,0.00079808458884471085,0.0047258405070428377,6.1547658491226459e-10,1.2210791865593366e-11,5.0523124381476856e-10,1.2371409813751514e-07,0.0060196174386009885,3.0247210166804775e-06,6.9783207284429851e-20,1.1765783090886101e-10,0.006523729533661724,0.92483983885650878,0.001853258468022592,1.3032637924298401e-14,1.7359809680669434e-11,2.0079627795253737e-06,2.7929491784502326e-12,0.00026127239001208036,2.164552899897965e-10,0.024451717628190046,0.025917380247396041,2.9606918465249772e-06,1.5957330623871592e-06,6.320495003295637e-10,0.011523878110827829,2.7748167813981181e-06,7.4731537416960225e-07,6.3727264679738875e-06,3.768286153747316e-06,6.0238044008559019e-06,0.00060123574920556259,0.014239329694702364,2.1536736315228008e-11,7.9844243480114716e-12,1.2267301527261274e-06,3.9540637920522551e-07,5.126994852147443e-09,0.00018293899942990399,0.00059000417507559712,0.00012264030082995256,9.9266098293542651e-07,9.8922025484981326e-05,5.788248103567857e-07,9.9910029968689016e-06,5.2670048782413588e-08,1.0305284158388264e-07,4.5307044355212799e-06,5.7072838653752637e-05,3.067696860884498e-06,7.8841891088420565e-08,3.5340148519498381e-08,6.6427051524677036e-06,1.4457667459655008e-07,0.00035264394226237818,5.9744622235614597e-10,2.2725754180039568e-08,0.0016165007825077568,1.4337837697201336e-07,1.2176142100775072e-06,2.5805523036802584e-07,7.2349404088758679e-07,2.4014386633869125e-08,3.7451555682792346e-09,1.7073633503767119e-14,1.2559090178538639e-08,1.9781436553383442e-05,1.7076207603217256e-08,7.8139990158847937e-09,4.438121753355238e-10,1.5508653416732655e-08,0.0030957110454183645,2.8696561089564592e-09,0.0011447199709896615,2.869643072852612e-09,5.1551219821732277e-05,1.8717459239437197e-16,1.0910347117728048e-16,3.6313714510358144e-12,3.0041364554002788e-07,3.4035372988868995e-07,1.6434662517064712e-16,1.4782910957120333e-10,1.1708548188616219e-08,0.00020707603125091922,1.1890031067284333e-08,8.4773820481419659e-05,7.969417216476183e-05,2.9806075723094094e-07,9.799828773772017e-09,2.2470873851554171e-07,4.9427999101406562e-12,4.3468020865911886e-09,9.8855914727113121e-12,3.0552444570154712e-05,1.6035964523008405e-06,7.4301561582673643e-11
1.8454670139485533e-07,0.34163969105114234,76.950000000000003,0.0,0.0,0.0,3.0727584017228098e-05,9.4956430353797288,0.00079081250656798862,0.0046870199474094744,6.1020314292712165e-10,1.2106188019054428e-11,5.0108060206885468e-10,1.2294057748366861e-07,0.0059454462346888335,2.9998716297028084e-06,6.9185392095936438e-20,1.109623904925476e-10,0.0065370335406674512,0.92490176082172249,0.001853263851265883,1.2925569550176816e-14,1.7395196158072627e-11,2.0120603846901561e-06,2.7900107103009663e-12,0.00026128993815404826,2.1641400803028377e-10,0.024451717735797213,0.025917380582247258,2.9606891877843357e-06,1.5957316108545348e-06,6.3209180589557574e-10,0.011536301689614285,2.7778057581211869e-06,7.4812040637379436e-07,6.3727264770129844e-06,3.7723465981180761e-06,6.0303111706245557e-06,0.00060123586515344139,0.014255475226968319,2.1559923833525193e-11,7.9930207286285516e-12,1.2281093622438532e-06,3.9585350864300384e-07,5.132367335023046e-09,0.0001837379906691182,0.00059258386069308694,0.00012264030049189418,9.9373274229187473e-07,9.9633599385449273e-05,5.7821856572601273e-07,9.9806105201536829e-06,5.2727546277645371e-08,1.0294555923317614e-07,4.5478555578661079e-06,5.7629675309572077e-05,3.0645013900936948e-06,7.9140352247144917e-08,3.5303290701972932e-08,6.6564290706420435e-06,1.4519793578477568e-07,0.00035445033373253349,5.9970881266014715e-10,2.2838675090534563e-08,0.0016240220183904499,1.4404535754689592e-07,1.2221535200789374e-06,2.5925567282914121e-07,7.2685911790229635e-07,2.4103896289968063e-08,3.759056601105511e-09,1.7153045467733199e-14,1.2607091151399787e-08,1.9857058391788014e-05,1.7161362718752134e-08,7.8139990265793225e-09,4.4384149202507748e-10,1.5588712472187204e-08,0.003099881812636705,2.872907224559533e-09,0.0011483885558212772,2.8728941551434331e-09,5.1951804692532536e-05,1.8787225533008309e-16,1.0951013695059049e-16,3.6275889441948389e-12,3.0041370384027713e-07,3.4192733768892781e-07,1.6510634309132977e-16,1.4851259040552152e-10,1.1776505740749934e-08,0.00020937236963040207,1.1959335098241717e-08,8.5242514731059474e-05,8.0135202395843714e-05,2.9970997456801938e-07,9.8540525883403536e-09,2.2595101637309495e-07,4.9976078430335359e-12,4.3731758434318728e-09,9.9952072763264433e-12,3.0832192961993293e-05,1.6104285026962549e-06,7.4618119840300656e-11
1.8542881594619978e-07,0.3416396935320027,76.950000000000003,0.0,0.0,0.0,3.0473101600796381e-05,9.4956346141988295,0.00078360674448834918,0.0046485233479815445,6.0500604216778127e-10,1.2003070456202697e-11,4.9696455466896101e-10,1.2218259675545063e-07,0.0058727943921939316,2.9752296942252505e-06,6.8596087952832189e-20,1.0465519238072009e-10,0.0065502328250690986,0.92496210138428581,0.0018532689454404609,1.2819394647608397e-14,1.743030369211152e-11,2.0161257359681535e-06,2.787093793396953e-12,0.0002613070384249452,2.1637334955582214e-10,0.024451717854748693,0.025917380915766276,2.9606865647010301e-06,1.5957301943451956e-06,6.3213304340382347e-10,0.011548550214990275,2.7807525771896451e-06,7.4891408333590943e-07,6.3727264919034856e-06,3.7763498072303558e-06,6.0367263022936435e-06,0.00060123597457828069,0.014271586896684547,2.1582783882669108e-11,8.0014957645735142e-12,1.2294858946288442e-06,3.962997226062648e-07,5.1377366784104453e-09,0.0001845374032418482,0.00059516490819619525,0.00012264030030068588,9.947893999811087e-07,0.00010034605262523275,5.7761664353265858e-07,9.9702915345903287e-06,5.2784243351374108e-08,1.0283903563186517e-07,4.5649260275299256e-06,5.8189673378822783e-05,3.061328532359006e-06,7.9437409791886722e-08,3.5266693801237733e-08,6.6700520683932732e-06,1.4581828200803393e-07,0.00035625791646197479,6.0196076321147231e-10,2.2951730682590923e-08,0.0016315129323950994,1.4470964774381086e-07,1.2266709832055774e-06,2.6045127612243496e-07,7.3021062275909283e-07,2.4192975028899579e-08,3.7728904869714156e-09,1.7232137158217641e-14,1.2654865004081069e-08,1.9932322575826949e-05,1.724662114836652e-08,7.813999072855831e-09,4.4387005159819365e-10,1.5668882747185635e-08,0.0031040201294024535,2.8761515056052963e-09,0.0011520339571811518,2.876138429256309e-09,5.2353622669749568e-05,1.885665589538373e-16,1.0991484427078026e-16,3.6238330796094556e-12,3.0041375885874313e-07,3.4349456993786608e-07,1.6586298237537211e-16,1.4919330145670678e-10,1.1844572239847433e-08,0.00021168012605372161,1.202875233351341e-08,8.5709617200641807e-05,8.0574736213591275e-05,3.0135359362823242e-07,9.9080922914577254e-09,2.2718907394374366e-07,5.0526882321967942e-12,4.3996000098535405e-09,1.0105368004248389e-11,3.1113117191627088e-05,1.6172301053285698e-06,7.4933267662876873e-11
