Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456)
1.7585393303567884e-08,0.2530883685769416,76.950000000000003,0.0,0.0,0.0,0.00012464528141417156,9.4987719455996924,0.0026345727372126503,0.017396649403802616,1.2287062619637411e-05,2.5395322504731232e-07,2.2450718572687278e-09,2.2111104984282684e-06,0.12088490881520945,1.3191815190282424e-05,1.3254243209317695e-15,2.008045178288778e-06,0.0013491620319496941,0.81880415192130851,0.0011218715473684047,5.263085731415773e-14,5.8853481503569049e-12,5.5424918574422436e-07,1.0685403703355458e-11,0.00027399376354961968,1.17956659498602e-07,0.021952260860662109,0.022681940404410742,3.2728109238405889e-06,1.7294217936512871e-06,1.916424514845267e-09,0.0037654488509563651,1.1165232316574129e-06,2.9481647500915522e-07,4.1871853454056017e-06,1.0852900926765721e-06,2.6609723774735059e-06,0.00028273115574366773,0.0104246017756876,8.0706636942132831e-12,3.0740638738133934e-12,1.1494224426964532e-06,3.7293500595375972e-07,8.0678407223060985e-09,6.9211110540350635e-05,0.00021757856604554467,7.5246770791311966e-05,3.7673153554428063e-07,1.1497939490267829e-05,8.6116557328608798e-07,7.4252617503696818e-06,2.4554296811584514e-08,7.7624349077791707e-08,8.2917618285487196e-07,1.547477696447784e-06,2.5252523438621328e-06,1.3346383738250414e-08,2.6401962010656252e-08,5.3370177262974321e-07,6.9941417309201818e-09,7.4584490719965818e-05,1.3016543621059463e-10,1.3889741802329585e-08,0.0001158469905750869,1.1880550959246245e-08,1.797126880465015e-07,2.1915663747668112e-08,6.153702349742544e-08,3.7066768191493893e-09,7.3811129543282931e-10,1.1046668524566458e-15,2.2204544019090947e-09,3.181294773667849e-06,8.6818294982688382e-09,1.1510761858379469e-08,7.6057742655368164e-10,7.4861900832415716e-09,0.0011061220044344222,3.510790038914958e-09,8.6102140734556384e-05,3.5107839153039797e-09,5.7365857801041138e-06,2.6250126306255557e-17,1.533987315546902e-17,3.3859351482200839e-12,1.6778825424605541e-07,2.980106621555507e-08,1.4316042508431492e-17,1.4013846511582937e-11,8.3744277535621285e-09,1.5327536690990081e-06,7.1813039629278271e-09
1.7710540287584353e-08,0.2530883679317226,76.950000000000003,0.0,0.0,0.0,0.00012410866058772192,9.4987655073211279,0.0026302852656098722,0.017361790972837025,1.1631474656480747e-05,2.4040316338274819e-07,2.2405717951819715e-09,2.1996714251656079e-06,0.12022057950689591,1.3165373248584121e-05,1.2547042851529845e-15,1.9758952894808676e-06,0.0013580847965153214,0.81946113412056998,0.0011219102927802979,5.2525362957105202e-14,5.9242640052242958e-12,5.5792660820956913e-07,1.0575593081133158e-11,0.00027421453280232418,1.1167624690320697e-07,0.021951011845348471,0.022682609008742177,3.2726225013778013e-06,1.729322227911954e-06,1.917962209296786e-09,0.0037883639269340459,1.1233172341308915e-06,2.9661053684942898e-07,4.1867112938705807e-06,1.091896297066612e-06,2.6772646783609438e-06,0.00028369049599992729,0.010436821894982257,8.1197846756633159e-12,3.0927737371776246e-12,1.150533035952483e-06,3.733469601243361e-07,8.0662744710810369e-09,6.9382402521324182e-05,0.00021811970387641222,7.5246282858041627e-05,3.7904008846126962e-07,1.1540308774384656e-05,8.5946360795871753e-07,7.445736252646677e-06,2.4703932146502457e-08,7.7838770034907286e-08,8.3585961707816204e-07,1.5662690538299322e-06,2.532410281959164e-06,1.3453964016997302e-08,2.6477280483963206e-08,5.3988966715460999e-07,7.0836902798116501e-09,7.5082811072574348e-05,1.312214585149147e-10,1.3928356845981387e-08,0.00011723354424448338,1.2022739570718512e-08,1.8135673060714811e-07,2.217795502760267e-08,6.2273245247100296e-08,3.7405924790373451e-09,7.4483105223359065e-10,1.1178829575098213e-15,2.2414233040335508e-09,3.2113464556442767e-06,8.7060576237845434e-09,1.1510106964050015e-08,7.6118717620845748e-10,7.5079028783496664e-09,0.0011116546922634635,3.5148988302830603e-09,8.7013919698999577e-05,3.5148926533591297e-09,5.7862897884274558e-06,2.649031189547857e-17,1.5480231202879045e-17,3.395532745082556e-12,1.6836412688456251e-07,3.01522220291347e-08,1.4484670997996387e-17,1.4178976384450685e-11,8.4305640686504962e-09,1.5628718352281995e-06,7.2294451329753659e-09
1.783568727160082e-08,0.25308836722688116,76.950000000000003,0.0,0.0,0.0,0.00012357502373437748,9.498759081233775,0.0026260045997980297,0.017327000252860041,1.1010871759966489e-05,2.2757620095259266e-07,2.2360804807781169e-09,2.1882965981063704e-06,0.11955998547406087,1.3138982804816574e-05,1.1877582233799557e-15,1.9442461489563261e-06,0.001366994478805604,0.82011440950283443,0.0011219488371677722,5.2420074059467817e-14,5.9631227545745625e-12,5.6159864191364361e-07,1.0467453326400517e-11,0.00027443405644976554,1.0573097972706387e-07,0.021949759448223284,0.022683241945990692,3.2724335804206332e-06,1.7292223978282014e-06,1.9194912278158261e-09,0.0038112208837941101,1.1300939957621074e-06,2.984000460154649e-07,4.1862355730340372e-06,1.0984857382593315e-06,2.6935156622776269e-06,0.00028463426630832346,0.010449001620208816,8.1687809455117519e-12,3.1114360986708251e-12,1.151640406389371e-06,3.7375760029719909e-07,8.0647343279837677e-09,6.9553852265650227e-05,0.00021866133747358937,7.5245233630727627e-05,3.8134278379826623e-07,1.1582403029433568e-05,8.5778036372691234e-07,7.4658114699797907e-06,2.4853190198585255e-08,7.8049009837928262e-08,8.4255344243772913e-07,1.5851173889191687e-06,2.5394292557884925e-06,1.3561711566319351e-08,2.6551137883436913e-08,5.4608207386128992e-07,7.17347659909068e-09,7.5580570512104564e-05,1.32279127684122e-10,1.3967014071946462e-08,0.00011862616313637865,1.2165550023254906e-08,1.8300303375970203e-07,2.2441393403590452e-08,6.3012684734426417e-08,3.7745547557753538e-09,7.515597951259412e-10,1.1311568249938185e-15,2.2624270005844828e-09,3.2414480834151186e-06,8.7303123524714061e-09,1.1509450294890889e-08,7.6179348297877252e-10,7.5296407355571691e-09,0.0011171717083201544,3.5189940401189377e-09,8.7928317190019546e-05,3.518987810182759e-09,5.8360983546947098e-06,2.6730827618266915e-17,1.5620782171515234e-17,3.4049440142128157e-12,1.6893065734150642e-07,3.0504874608275761e-08,1.4654017797355623e-17,1.4344810106926761e-11,8.4866369725625351e-09,1.5933648808808378e-06,7.2775319198201884e-09
1.796083425561729e-08,0.25308836646725646,76.950000000000003,0.0,0.0,0.0,0.00012304434224680948,9.4987526673347862,0.0026217307300672303,0.017292277125001594,1.0423387098717826e-05,2.1543375220127784e-07,2.2315978986374356e-09,2.176985759306292e-06,0.11890310571285954,1.3112643593702481e-05,1.1243847548574034e-15,1.9130906937049097e-06,0.0013758910801225498,0.8207639989060489,0.0011219871818142595,5.2314989562636655e-14,6.0019244043844471e-12,5.6526528737276055e-07,1.0360961387736979e-11,0.00027465234149445794,1.001029743934604e-07,0.02194850501254246,0.02268384111948734,3.2722443600158448e-06,1.7291224101497354e-06,1.9210116191162526e-09,0.0038340198647350276,1.1368535589909493e-06,3.0018501373752197e-07,4.1857587218768971e-06,1.1050584575784735e-06,2.7097254309983907e-06,0.00028556270815482249,0.010461141172023684,8.2176528108834906e-12,3.1300510753383332e-12,1.1527445714181863e-06,3.7416693363770211e-07,8.0632199989059145e-09,6.972545892751379e-05,0.00021920346418270186,7.5243660824094973e-05,3.8363963599239107e-07,1.1624231740005897e-05,8.5611567847675266e-07,7.4854937477995229e-06,2.5002071891257481e-08,7.8255134924484612e-08,8.4925757715542432e-07,1.6040221917777858e-06,2.5463114672332024e-06,1.3669625069861175e-08,2.6623557344934747e-08,5.5227863459561016e-07,7.2634959140944565e-09,7.6077774367564724e-05,1.3333843062522391e-10,1.4005713325694416e-08,0.00012002481293455548,1.2308978796545526e-08,1.8465157375545449e-07,2.270597238162443e-08,6.3755323742099963e-08,3.8085631591749071e-09,7.5829742837469958e-10,1.1444881278892892e-15,2.2834651580097614e-09,3.2715991785978637e-06,8.7545935880574169e-09,1.1508792554948677e-08,7.6239636621141615e-10,7.5514035749240897e-09,0.0011226731185003309,3.5230757426249578e-09,8.8845307065610779e-05,3.5230694596807513e-09,5.8860115428530882e-06,2.697167000307093e-17,1.5761524032714765e-17,3.4141719078772204e-12,1.6948799028464487e-07,3.0859015434233095e-08,1.4824078817859065e-17,1.4511343673092679e-11,8.5426470673422518e-09,1.6242347004511856e-06,7.3255648397559852e-09
1.8085981239633758e-08,0.25308836565739107,76.950000000000003,0.0,0.0,0.0,0.00012251658847045369,9.4987462656199178,0.0026174636467091159,0.017257621470436642,9.8672534470046999e-06,2.0393929020058032e-07,2.2271240333862574e-09,2.1657385203737688e-06,0.11824991933713233,1.308635555884174e-05,1.0643932376660946e-15,1.8824219205623628e-06,0.001384774601889803,0.82140992304983396,0.0011220253279908986,5.2210109241495205e-14,6.0406689610836711e-12,5.6892654515331171e-07,1.0256094383760257e-11,0.00027486939489910307,9.4775301508137335e-08,0.0219472497903592,0.02268440833099987,3.2720550272366767e-06,1.7290223632205396e-06,1.9225234317180751e-09,0.0038567610126274661,1.1435959662563786e-06,3.0196545121238548e-07,4.1852812429844623e-06,1.111614496254866e-06,2.7258940860654231e-06,0.00028647605989443444,0.01047324076980167,8.2664005789554451e-12,3.148618784153815e-12,1.1538455483005149e-06,3.7457496725436586e-07,8.061731365668289e-09,6.9897221667859319e-05,0.00021974608137075865,7.5241600151961039e-05,3.8593065944799003e-07,1.1665804251817803e-05,8.5446938624009884e-07,7.5047893448053615e-06,2.5150578145898761e-08,7.84572108247157e-08,8.55971939792435e-07,1.6229829679589132e-06,2.5530590883899587e-06,1.3777703216673614e-08,2.6694561692113143e-08,5.5847899797825018e-07,7.3537435216934842e-09,7.6574427926074786e-05,1.3439935430444403e-10,1.4044454453907073e-08,0.0001214294594427593,1.2453022382925192e-08,1.8630232712182024e-07,2.2971685491313505e-08,6.4501144116565004e-08,3.8426172047536916e-09,7.6504385737243153e-10,1.1578765403147092e-15,2.3045374465476831e-09,3.3017992681576182e-06,8.7789012350473716e-09,1.150813440100041e-08,7.6299584515695209e-10,7.5731913171409632e-09,0.0011281589877933441,3.5271440115752498e-09,8.9764863297137854e-05,3.5271376756761978e-09,5.9360294161731983e-06,2.7212835618874964e-17,1.5902454781504168e-17,3.4232193385369243e-12,1.7003626851908105e-07,3.1214636018126235e-08,1.4994849985033999e-17,1.4678573091079592e-11,8.598594950269496e-09,1.6554831804194103e-06,7.3735444050492452e-09
1.8211128223650227e-08,0.25308836480155017,76.950000000000003,0.0,0.0,0.0,0.00012199173563664594,9.4987398760836665,0.0026132033400173313,0.017223033170440792,9.3407978705885292e-06,1.930582370748424e-07,2.2226588695853546e-09,2.1545544138315557e-06,0.11760040557776232,1.3060118788871977e-05,1.0076032013041745e-15,1.8522328880741714e-06,0.0013936450456526952,0.82205220253619304,0.0011220632769568533,5.2105433450072233e-14,6.0793564314539806e-12,5.7258241587180536e-07,1.0152829609980291e-11,0.00027508522358684202,8.9731934958753838e-08,0.0219459949477342,0.022684945286151635,3.2718657568401955e-06,1.7289223479957242e-06,1.9240267138878089e-09,0.0038794444700141679,1.1503212599178533e-06,3.0374136960616302e-07,4.1848036046242473e-06,1.1181538954253932e-06,2.7420217287882986e-06,0.00028737455675658898,0.010485300631644852,8.3150245563130348e-12,3.1671393418435688e-12,1.1549433541701408e-06,3.7498170820555122e-07,8.0602684155932084e-09,7.0069139654358467e-05,0.00022028918642598438,7.5239085423869329e-05,3.8821586853642344e-07,1.1707129772965087e-05,8.5284131758968726e-07,7.5237044334918508e-06,2.5298709881799177e-08,7.8655302166702935e-08,8.6269644924722832e-07,1.6419992382812953e-06,2.5596742617304778e-06,1.3885944701237586e-08,2.6764173438067407e-08,5.6468281930763962e-07,7.4442147894978992e-09,7.7070536433197822e-05,1.3546188574685516e-10,1.4083237304464564e-08,0.00012284006858444868,1.2597677286998747e-08,1.8795527065503339e-07,2.3238526284889429e-08,6.5250127767887171e-08,3.8767164135799047e-09,7.7179898860370394e-10,1.1713217375303238e-15,2.3256435400816364e-09,3.3320478842679344e-06,8.8032351987212996e-09,1.15074764448694e-08,7.635919389450122e-10,7.595003883523946e-09,0.00113362938032062,3.531198920189647e-09,9.0686959970857193e-05,3.5311925317021255e-09,5.9861520372545791e-06,2.7454321074074333e-17,1.6043572435877816e-17,3.4320891789519661e-12,1.7057563298957043e-07,3.1571727900866678e-08,1.5166327238672659e-17,1.4846494383030181e-11,8.6544812139399509e-09,1.6871121993578712e-06,7.4214711239295555e-09
1.8336275207666695e-08,0.25308836390376654,76.950000000000003,0.0,0.0,0.0,0.00012146975779841312,9.4987334987198739,0.0026089498002879641,0.017188512106922516,8.8424366963366096e-06,1.8275785997950529e-07,2.2182023919133686e-09,2.1434332154585955e-06,0.11695454378196266,1.3033932977682785e-05,9.5384381250752163e-16,1.8225167181810948e-06,0.0014025024130782532,0.82269085785001761,0.0011221010299595959,5.2000960966824357e-14,6.1179868230880496e-12,5.7623290019487666e-07,1.0051144544050743e-11,0.00027529983444150451,8.4957703721431084e-08,0.021944741569660364,0.022685453599551493,3.2716767090239143e-06,1.7288224511350642e-06,1.9255215134952803e-09,0.0039020703791098877,1.1570294821035781e-06,3.0551278007400009e-07,4.1843262427103481e-06,1.1246766961309275e-06,2.7581084602436695e-06,0.00028825843085291753,0.010497320974388991,8.363525047820888e-12,3.1856128646121768e-12,1.1560380061568161e-06,3.7538716353685272e-07,8.0588308223762747e-09,7.0241212061479115e-05,0.0002208327767576516,7.5236148637436055e-05,3.9049527759621286e-07,1.1748217375205982e-05,8.5123130001053575e-07,7.5422451007116187e-06,2.5446468016257598e-08,7.8849472682357896e-08,8.6943102475350429e-07,1.6610705386055645e-06,2.5661591002771695e-06,1.3994348223497309e-08,2.6832414787130133e-08,5.7088976046373828e-07,7.534905155064638e-09,7.7566105093268895e-05,1.3652601203661698e-10,1.4122061726489533e-08,0.00012425660640254086,1.2742940025264006e-08,1.8961038141308396e-07,2.3506488336179157e-08,6.6002256669633292e-08,3.9108603121320963e-09,7.7856272959366108e-10,1.184823395944614e-15,2.3467831159463215e-09,3.3623445641762585e-06,8.8275953850771851e-09,1.1506819255047782e-08,7.6418466659311723e-10,7.6168411960078133e-09,0.0011390843593720884,3.535240541392792e-09,9.1611571289425936e-05,3.5352341003161601e-09,6.0363794680312004e-06,2.7696123015126831e-17,1.6184875036131767e-17,3.4407842622119936e-12,1.7110622278431996e-07,3.1930282653100862e-08,1.5338506533066596e-17,1.5015103585060809e-11,8.710306446319823e-09,1.7191236279381242e-06,7.4693455006042139e-09
1.8461422191683163e-08,0.25308836296782067,76.950000000000003,0.0,0.0,0.0,0.00012095062978087533,9.4987271335211627,0.0026047030178199516,0.017154058161812272,8.3706707503866326e-06,1.7300717241568541e-07,2.2137545851200274e-09,2.1323745670936478e-06,0.11631231341274971,1.3007798028146611e-05,9.0295334613185999e-16,1.7932665977385114e-06,0.0014113467059551404,0.82332590936008321,0.0011221385882351827,5.1896691404025034e-14,6.1565601440611262e-12,5.7987799883927187e-07,9.9510168554661169e-12,0.00027551323430785411,8.0438246239780682e-08,0.021943490664716941,0.022685934799649993,3.2714880344132699e-06,1.7287227519840993e-06,1.9270078782318419e-09,0.0039246388818010248,1.1637206749554134e-06,3.0727969373730468e-07,4.1838495626604118e-06,1.1311829393194872e-06,2.7741543812750994e-06,0.00028912791118726499,0.010509302013615702,8.4119023585206012e-12,3.2040394686270401e-12,1.1571295212406831e-06,3.7579134023739226e-07,8.0574184403786628e-09,7.0413438070286973e-05,0.00022137684979591597,7.5232820066574734e-05,3.9276890093307601e-07,1.1789075995269399e-05,8.4963915824893911e-07,7.5604173482730414e-06,2.5593853464530918e-08,7.9039785213653724e-08,8.7617558587841459e-07,1.6801964196116485e-06,2.5725156877918633e-06,1.4102912488699177e-08,2.6899307636808264e-08,5.7709948981214292e-07,7.6258101251000105e-09,7.8061139069721434e-05,1.3759172031556555e-10,1.4160927570290728e-08,0.00012567903905914989,1.2888807126856419e-08,1.9126763670884229e-07,2.3775565242672307e-08,6.6757512858709519e-08,3.9450484321574442e-09,7.8533498891017084e-10,1.1983811930952898e-15,2.3679558549941853e-09,3.3926888500735332e-06,8.8519817008696642e-09,1.1506163360583014e-08,7.6477404703030992e-10,7.638703177143095e-09,0.001144523987440699,3.5392689477217465e-09,9.253867157329528e-05,3.5392624540320464e-09,6.0867117697769074e-06,2.7938238125924546e-17,1.6326360644456598e-17,3.4493073823284144e-12,1.7162817514017438e-07,3.2290291875149462e-08,1.5511383836570069e-17,1.5184396747248613e-11,8.7660712307141526e-09,1.7515193289379709e-06,7.517168035357254e-09
1.8574054477297986e-08,0.25308836209576924,76.950000000000003,0.0,0.0,0.0,0.00012048583093762458,9.4987214152363801,0.0026008866830418672,0.01712310689981892,7.9676457579503375e-06,1.6467726119181345e-07,2.2097589599000993e-09,2.1224748378435755e-06,0.11573739406920355,1.2984320209222124e-05,8.5947814598400533e-16,1.7673343839601308e-06,0.001419295392381477,0.82389439120873276,0.001122172225204108,5.1803022889216233e-14,6.1912273443646844e-12,5.8315398349670226e-07,9.8622151959300545e-12,0.00027570426441846807,7.6577314188172828e-08,0.0219423677403097,0.022686345895358104,3.2713186631529479e-06,1.7286332517569581e-06,1.9283384339240185e-09,0.0039449015687516029,1.1697282232343287e-06,3.0886608042937477e-07,4.1834214455083835e-06,1.1370244352800597e-06,2.7885609004504673e-06,0.00028989832359831928,0.01052005152158705,8.4553368703897941e-12,3.2205833925631555e-12,1.1581092166711933e-06,3.7615401176769352e-07,8.0561689027157816e-09,7.056857213607519e-05,0.00022186692613721464,7.5229513076439632e-05,3.9481022694014151e-07,1.1825660252008534e-05,8.4822136769444472e-07,7.5764622647274155e-06,2.5726182476033572e-08,7.9207819142041703e-08,8.8225416238419198e-07,1.6974560194038256e-06,2.5781286607299333e-06,1.4200756696772198e-08,2.695837608719592e-08,5.8269036118494067e-07,7.7078044263334974e-09,7.8506216728908241e-05,1.3855219978619044e-10,1.4195942122541596e-08,0.0001269642406658663,1.302060139013449e-08,1.9276098150400602e-07,2.4018682386288733e-08,6.7439902463961862e-08,3.9758551666592551e-09,7.9143723071333148e-10,1.2106309435477399e-15,2.3870394136200614e-09,3.420039036006199e-06,8.8739516493057234e-09,1.1505574570190995e-08,7.6530164310381265e-10,7.6583999883427471e-09,0.0011494065786463517,3.5428832741493612e-09,9.337516876586449e-05,3.5428767334783083e-09,6.1321005561417679e-06,2.8156406774419949e-17,1.6453852579354188e-17,3.4568334398434963e-12,1.7209065918952236e-07,3.2615536828200159e-08,1.5667566886729435e-17,1.5337342125760094e-11,8.8162083320553923e-09,1.7810055459866592e-06,7.5601644021010708e-09
1.8686686762912808e-08,0.253088361198128,76.950000000000003,0.0,0.0,0.0,0.00012002330327550155,9.4987157067918346,0.002597075806722934,0.017092209822438521,7.5840303922490716e-06,1.567485218356514e-07,2.2057703345305827e-09,2.112625192994513e-06,0.11516538482985132,1.2960883520577691e-05,8.1809672968203139e-16,1.7417693326464616e-06,0.001427233491445619,0.82445998506810891,0.0011222057063217529,5.170951847034373e-14,6.2258483308134439e-12,5.8642560696853002e-07,9.7746410840349451e-12,0.00027589432407665245,7.2902320208963315e-08,0.021941248214251426,0.022686737203427496,3.2711498022236874e-06,1.7285440213066638e-06,1.9296622301459551e-09,0.0039651179741491127,1.1757220423533571e-06,3.1044884176631818e-07,4.1829944419075052e-06,1.1428525824606655e-06,2.8029345178638119e-06,0.00029065742263955973,0.010530769522729633,8.4986720733435496e-12,3.2370894903896097e-12,1.1590863971184878e-06,3.7651565827077532e-07,8.054939606379646e-09,7.0723829373482212e-05,0.00022235738956172211,7.522593174698401e-05,3.9684688845480698e-07,1.1862072491041647e-05,8.4681778168651714e-07,7.5922178111735793e-06,2.5858211015683093e-08,7.93728228612526e-08,8.8834070418917188e-07,1.714759170290978e-06,2.5836408929022949e-06,1.4298729125858635e-08,2.7016385278561861e-08,5.8828299472414877e-07,7.7899657931284366e-09,7.8950869151063534e-05,1.395139410066758e-10,1.4230989998667773e-08,0.00012825416527899577,1.3152879872861787e-08,1.9425602900596067e-07,2.4262692758405205e-08,6.812479766688164e-08,4.0066970112020671e-09,7.9754623385770471e-10,1.2229256726268225e-15,2.4061493506324129e-09,3.4474270888320284e-06,8.8959426207364375e-09,1.1504987560700287e-08,7.6582655680404751e-10,7.6781166633069597e-09,0.0011542768300569538,3.5464870070469197e-09,9.4213642764348569e-05,3.5464804195049607e-09,6.1775743808428678e-06,2.8374824066934403e-17,1.6581489815162506e-17,3.4642244208663382e-12,1.7254635403248726e-07,3.2941947040319156e-08,1.5824309151121116e-17,1.5490835463926463e-11,8.8662973581239487e-09,1.8108058730158326e-06,7.6031195380861255e-09
1.879931904852763e-08,0.25308836027720616,76.950000000000003,0.0,0.0,0.0,0.00011956302985387303,9.4987100081805149,0.0025932703817984483,0.017061366844269874,7.2188899417298394e-06,1.4920163477510483e-07,2.2017886980374818e-09,2.1028255056048968e-06,0.11459627096123723,1.2937487673880023e-05,7.7870826746922683e-16,1.7165666169587685e-06,0.0014351610047036018,0.82502270554833956,0.0011222390324664958,5.161617699640463e-14,6.2604231105996974e-12,5.896928698811614e-07,9.6882786580542051e-12,0.00027608341819203004,6.9404310092337037e-08,0.021940132679977419,0.02268710967680819,3.2709815391242463e-06,1.7284551083857255e-06,1.9309793010494098e-09,0.003985288200746449,1.1817021627738568e-06,3.12027985810362e-07,4.1825687908051371e-06,1.1486674105155492e-06,2.8172753065457024e-06,0.00029140536885058609,0.010541456171628041,8.5419081878730153e-12,3.2535578461352636e-12,1.1600610748123895e-06,3.768762847736603e-07,8.0537302787438213e-09,7.0879209199160704e-05,0.00022284823823874681,7.5222094893017264e-05,3.9887889583755851e-07,1.1898318952048502e-05,8.4542826803237681e-07,7.6076881888141401e-06,2.5989939746475155e-08,7.9534840360917555e-08,8.9443515334298175e-07,1.732105574629707e-06,2.5890538434040664e-06,1.4396828843138041e-08,2.7073350545215378e-08,5.9387716176384043e-07,7.8722910903437097e-09,7.9395100016633506e-05,1.4047693472238323e-10,1.4266071092017217e-08,0.00012954878847732485,1.3285640069978069e-08,1.9575276317955034e-07,2.4507591737954422e-08,6.8812185503454722e-08,4.0375736348405439e-09,8.0366193371746052e-10,1.2352651476138395e-15,2.4252854401540082e-09,3.4748526845875659e-06,8.9179545486904345e-09,1.1504402643039494e-08,7.6634880171417846e-10,7.6978531468329463e-09,0.0011591347857001521,3.5500801985436744e-09,9.5054075097923297e-05,3.5500735638415782e-09,6.2231332871987655e-06,2.8593487659609426e-17,1.6709270982272164e-17,3.4714822817467502e-12,1.7299535589687084e-07,3.3269516449517616e-08,1.5981607720237204e-17,1.5644873911112153e-11,8.916338724699445e-09,1.8409216516183026e-06,7.6460337999044494e-09
1.8911951334142452e-08,0.253088359335175,76.950000000000003,0.0,0.0,0.0,0.00011910499413303902,9.4987043193942355,0.0025894704012064378,0.017030577879417721,6.8713347079468587e-06,1.4201821085069508e-07,2.1978140392240757e-09,2.0930752756018217e-06,0.11403003780440746,1.2914133010959979e-05,7.4121677594793099e-16,1.6917214555509338e-06,0.001443077933790782,0.8255825671853303,0.0011222722045098337,5.152299983199197e-14,6.2949516906672925e-12,5.9295577289370441e-07,9.6031121962569345e-12,0.00027627155164918496,6.607476084080313e-08,0.021939021690942914,0.022687464222554306,3.2708139587525398e-06,1.7283665544785017e-06,1.9322896807738378e-09,0.0040054123510808431,1.187668615059815e-06,3.1360352058368671e-07,4.1821447151915961e-06,1.1544689490390633e-06,2.8315833393739197e-06,0.00029214232076847006,0.010552111622067911,8.5850454352353324e-12,3.2699885439470031e-12,1.1610332617778537e-06,3.7723589623448079e-07,8.0525411338011677e-09,7.1034711033853077e-05,0.00022333947035088636,7.5218020395545276e-05,4.009062594270811e-07,1.1934405789499406e-05,8.4405269349206517e-07,7.6228775447198071e-06,2.6121369329937115e-08,7.9693915064093588e-08,9.0053745210947087e-07,1.7494949439525154e-06,2.5943689526697359e-06,1.4495054919168484e-08,2.7129287025696349e-08,5.9947263765698987e-07,7.9547772262023927e-09,7.9838912980026558e-05,1.4144117171471956e-10,1.4301185296635904e-08,0.00013084808591718345,1.3418879484728494e-08,1.9725116814108427e-07,2.4753374719532717e-08,6.9502053050806416e-08,4.0684847097507846e-09,8.0978426630548389e-10,1.2476491365194276e-15,2.4444474584710088e-09,3.5023155022527508e-06,8.9399873672323421e-09,1.1503820108242849e-08,7.6686839133376114e-10,7.7176093841119793e-09,0.0011639804891564248,3.5536629001697867e-09,9.5896447375907361e-05,3.5536562187313196e-09,6.2687773181082458e-06,2.8812395231115304e-17,1.6837194724080176e-17,3.4786089540381298e-12,1.734377598158994e-07,3.3598239013103786e-08,1.6139459693541205e-17,1.579945462576851e-11,8.9663328446056062e-09,1.8713542182258183e-06,7.6889075416393792e-09
1.9024583619757275e-08,0.25308835837409605,76.950000000000003,0.0,0.0,0.0,0.00011864917994358596,9.4986986404248785,0.0025856758578878384,0.016999842842657119,6.5405178080503541e-06,1.3518074607352942e-07,2.1938463469672381e-09,2.0833743403271253e-06,0.11346667077435728,1.2890819336273678e-05,7.055309040962761e-16,1.6672291130929502e-06,0.0014509842804216692,0.82613958444066427,0.0011223052233165058,5.142998619704743e-14,6.329434078634056e-12,5.9621431669790523e-07,9.5191261144159141e-12,0.0002764587293078005,6.2905559619825911e-08,0.021937915762756655,0.022687801704064734,3.2706471365273762e-06,1.7282784011096054e-06,1.9335934030946473e-09,0.0040254905274742028,1.1936214294945355e-06,3.1517545411217545e-07,4.1817224229509083e-06,1.1602572275602944e-06,2.8458586890733786e-06,0.0002928684349384738,0.010562736027034865,8.628084034541181e-12,3.2863816673671115e-12,1.1620029701076043e-06,3.7759449762461733e-07,8.0513719472211966e-09,7.1190334302631152e-05,0.00022383108409392856,7.5213725244047285e-05,4.0292898954030941e-07,1.1970339073476171e-05,8.4269092393340818e-07,7.6377899722545948e-06,2.6252500426279475e-08,7.9850089831709998e-08,9.0664754296544817e-07,1.7669269988403021e-06,2.5995876426121849e-06,1.4593406428047176e-08,2.7184209664213797e-08,6.0506920172040927e-07,8.0374211518175893e-09,8.028231166979944e-05,1.424066428025764e-10,1.4336332507368699e-08,0.00013215203333228785,1.3552595627636307e-08,1.9875122815490611e-07,2.500003711056072e-08,7.0194387427210266e-08,4.0994299111659777e-09,8.1591316820628592e-10,1.2600774081070784e-15,2.4636351837359869e-09,3.5298152236849582e-06,8.9620410108575687e-09,1.1503240226226146e-08,7.6738533907578117e-10,7.7373853207222678e-09,0.0011688139835750371,3.557235163296122e-09,9.6740741288365922e-05,3.5572284353292641e-09,6.3145065160534179e-06,2.9031544481424546e-17,1.6965259696478191e-17,3.4856063441583657e-12,1.7387365963427809e-07,3.3928108707637131e-08,1.6297862180100911e-17,1.5954574775385572e-11,9.0162801278028997e-09,1.90210490411368e-06,7.7317411148131615e-09
