Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133)
2.4343476244175954e-21,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999999955402,9.5,3.6530476124961154e-15,3.590554343693495e-14,3.5905543437031292e-14,2.0117600744251688e-25,2.0116823024479815e-25,3.7054989327074316e-13,5.3714558789509265e-22,1.0396407265349935e-25,3.8207920800491195e-37,9.6630102931699557e-42,2.547025422774264e-40,1.2316978321331912e-21,2.2865288601400343e-27,3.9471831217001075e-37,1.6573499966147834e-41,9.9318847346353319e-55,3.8048122916995403e-55,2.5727903428005957e-36,7.790713368880223e-27,3.0003777110874486e-37,3.0003777110954619e-37,6.9523091092595369e-49,1.0609654149830837e-49,1.0229051482083438e-39,1.6932131548284534e-28,8.4064160384135167e-40,6.4143556762930844e-41,4.6321205034769429e-87,3.7244344340455175e-50,7.3849743772556958e-43,4.2468194243020438e-87,1.4189303548355834e-23,8.08089283859068e-62,8.0808877256836611e-62,4.6842934683918489e-34,1.3875543534624851e-34,3.7689798815526776e-25,4.6840096048955384e-34,9.9415353913849407e-45,4.2468194243013607e-87,7.2643640624453631e-54,3.8048124154916766e-55,1.2379240079846628e-62,1.4958878154000791e-74,3.5368470462883623e-43,1.2789599875044855e-86,6.1850204276402475e-31,2.638850754342548e-68,1.7102842470129712e-86,1.4108491725628155e-41,4.4158596219051421e-99,9.2428433016445757e-92,5.397495999203921e-103,1.4941792596703991e-58,9.1705841344147645e-42,1.0480829436148722e-59,1.4063484276426365e-41,3.1528911450673127e-53,3.4424137896915889e-34,3.2587127255579507e-53
4.8708102337391154e-21,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.9999999999991076,9.5,7.3092690283022971e-15,7.1842281958739021e-14,7.1842281959124578e-14,8.0522830942841203e-25,8.0516604680501095e-25,7.4142172027201401e-13,2.1499821843782318e-21,4.1612722744063885e-25,3.058113813881313e-36,7.7362837881137451e-41,2.039686125157607e-39,4.9300012050753293e-21,9.1520743066700264e-27,3.1577988361907751e-36,1.3268870707385445e-40,1.5908276657584002e-53,6.09265679797026e-54,2.0597966328435726e-35,3.1183156659136048e-26,2.4021265268614554e-36,2.4021265268742873e-36,1.1132752586534852e-47,1.6989269927810959e-48,8.1894608128158671e-39,6.7772652602891583e-28,6.7302441771239755e-39,5.1353847168333016e-40,5.9411547671494884e-85,5.9639476458181682e-49,5.9124698847727874e-42,5.4469678517839134e-85,5.6794192347831741e-23,2.5880606599124368e-60,2.5880573848585031e-60,3.7502830008965446e-33,1.1108871678060416e-33,1.5085741664964422e-24,3.7500557375426543e-33,1.5919409395277464e-43,5.4469678517821612e-85,1.1632447274951324e-52,6.0926571944384126e-54,3.964689976066391e-61,9.5818673347386513e-73,2.8316281902736795e-42,1.6384795495706177e-84,2.4756200337242301e-30,8.4514278757196467e-67,2.1910503770331816e-84,1.1295371934172077e-40,1.1314380855757183e-96,1.1841035166074104e-89,1.382954416359969e-100,4.7853968627153018e-57,7.3420424519119549e-41,3.3566874908602132e-58,1.1259338620860249e-40,5.0487336466751446e-52,1.3778626347913131e-33,5.2181860900533307e-52
9.743735452382156e-21,0.339292753574812,76.950000000000003,0.0,0.0,0.0,0.99999999999821476,9.5,1.4621711859907845e-14,1.4371575900038489e-13,1.437157590019274e-13,3.2219620949749779e-24,3.2214638407214761e-24,1.4831653634025029e-12,8.6027291469410012e-21,1.6650509296455089e-24,2.4460721525014346e-35,6.1913782925073656e-40,1.6325756889053425e-38,1.9726426279026444e-20,3.6620218354930918e-26,2.5234491071186776e-35,1.061911858170226e-39,2.5467060450848315e-52,9.7522181386572354e-53,1.6484633076071111e-34,1.2477324456804253e-25,1.922431276610609e-35,1.9224312766311476e-35,1.7819653724463642e-46,2.7193895846393126e-47,6.5540574760285662e-38,2.7117888839118797e-27,5.3862406171211335e-38,4.1098684784132296e-39,7.6123935691037671e-83,9.546200137201592e-48,4.7317728319432018e-41,6.9791925427824156e-83,2.2725074534934569e-22,8.2852714351910155e-59,8.2852504659438741e-59,3.0013661486124816e-32,8.8904734366797349e-33,6.036261589775976e-24,3.0011842689303296e-32,2.5481422173735998e-42,6.9791925427779241e-83,1.861949124451131e-51,9.7522194078888579e-53,1.2692343275188826e-59,6.1350155834011354e-71,2.2661631399498059e-41,2.0981571318441077e-82,9.9057047779286567e-30,2.7055944167562897e-65,2.805752428520656e-82,9.0397304201791368e-40,2.8977339543411559e-94,1.5163053998868725e-87,3.5418942093871812e-98,1.5319710428556645e-55,5.8758638161333695e-40,1.0745917596858195e-56,9.010892838286587e-40,8.0812614826170272e-51,5.5132452882805981e-33,8.3524958728506769e-51
1.9489585889668238e-20,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999999642919,9.5,2.9246597523091706e-14,2.874627130758289e-13,2.8746271308199792e-13,1.2889946386154202e-23,1.2885960170492974e-23,2.9666526061752724e-12,3.4416517772045817e-20,6.6612878471685771e-24,1.9550750888427349e-34,4.9540433967582757e-39,1.3063914596935282e-37,7.8918548871497358e-20,1.4650471906917527e-25,2.0131678332967102e-34,8.4968912137349545e-39,4.0758357498434605e-51,1.5606722272790163e-51,1.3190210846309429e-33,4.9917422564157021e-25,1.5382371055443319e-34,1.5382371055772011e-34,2.8517245669016198e-45,4.3519086134235073e-46,5.244241581589636e-37,1.0848921347448229e-26,4.3098105588260265e-37,3.2885191461449368e-38,9.7488047178826736e-81,1.5277027880018774e-46,3.7861371934095284e-40,8.9378964147957261e-81,9.0915094296683391e-22,2.6518405253066079e-57,2.6518271021927681e-57,2.4015488678628805e-31,7.1137293332158225e-32,2.4148976256019458e-23,2.4014033365967903e-31,4.0778570477194949e-41,8.9378964147842223e-81,2.9797248006897312e-50,1.560672633518489e-51,4.0624033865818749e-58,3.9272484297002774e-69,1.8132748183605154e-40,2.6862191818471614e-80,3.9629269308165499e-29,8.6597227091234488e-64,3.5921361085001166e-80,7.233157753199126e-39,7.419801895721786e-92,1.9412888968451009e-85,9.0692086399678257e-96,4.9033379947896791e-54,4.7015813344219971e-39,3.4394165789754644e-55,7.210083338280522e-39,1.2932648367309964e-49,2.2056571162223502e-32,1.3366712099539e-49
3.89812867642404e-20,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999999285794,9.5,5.8496368849350482e-14,5.749566211953367e-13,5.7495662121999894e-13,5.1563981799155122e-23,5.1532098249133852e-23,5.9336269177679864e-12,1.3767727079491911e-19,2.6647319275401984e-23,1.5607724032791137e-33,3.963611153825278e-38,1.0452457269984304e-36,3.1569987689312432e-19,5.8606657094391483e-25,1.6012082026584959e-33,6.7981310951303303e-38,6.5222232721449395e-50,2.4973290233502197e-50,1.0553170290205873e-32,1.9968594083485676e-24,1.2307065302956603e-33,1.2307065303482565e-33,4.5632228920134372e-44,6.9637619012392499e-45,4.1957913204292992e-36,4.3399217270460276e-26,3.4481753562465327e-36,2.6310650057869139e-37,1.2481633218038673e-78,2.4445730286626386e-45,3.0291973639403373e-39,1.1443407476370711e-78,3.6368996246933482e-21,8.486757396342995e-56,8.4866714801550325e-56,1.9214214171721849e-30,5.6915235299399929e-31,9.6603761293609615e-23,1.9213049812862278e-30,6.525234708788697e-40,1.1443407476341254e-78,4.7680447094627935e-49,2.4973303234528951e-50,1.3001054467617975e-56,2.5137069134327169e-67,1.4507575883457655e-39,3.4387299788251643e-78,1.5852997847748874e-28,2.7714026585799861e-62,4.5984282343867e-78,5.7870755872001573e-38,1.8996741755763721e-89,2.4851173682315555e-83,2.3219679275641352e-93,1.5692330263618333e-52,3.7616182565711573e-38,1.1007289505932728e-53,5.7686143537623693e-38,2.0694339152960403e-48,8.8233465174643387e-32,2.1388913063386753e-48
7.796468851338473e-20,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999998571554,9.5,1.1699591150143217e-13,1.149944437308915e-12,1.14994443740744e-12,2.0626431955014501e-22,2.0600938617652066e-22,1.1867574845142195e-11,5.5073145571329603e-19,1.0659360883058637e-22,1.2432139766628436e-32,3.1710396514575697e-37,8.3624989598179712e-36,1.2628508087504107e-18,2.3443616762814082e-24,1.2661166083668554e-32,5.4387193653514134e-37,1.0436269613235181e-48,3.9959278352879131e-49,8.4429365019483405e-32,7.9877626522989973e-24,9.8461196455849528e-33,9.8461196464265324e-33,7.301526079394321e-43,1.1142584962151217e-43,3.3567919225923092e-35,1.7360393313911263e-25,2.7586704927260999e-35,2.1049517524281682e-36,1.5978515252027627e-76,3.9115154694355539e-44,2.4234729527393643e-38,1.4649417885889423e-76,1.4548189494382179e-20,2.7158895184956048e-54,2.7158345303727382e-54,1.5372099448767951e-29,4.5534344961952112e-30,3.8643072560013135e-22,1.5371167920365484e-29,1.0440905512382387e-38,1.464941788581401e-76,7.6292596033098447e-48,3.995931995833252e-49,4.1605542084473364e-55,1.6088576208743108e-65,1.1606611612957861e-38,4.4018093378460776e-76,6.3414571678386887e-28,8.8689551535875722e-61,5.8863023509681285e-76,4.62988016995624e-37,4.8634265330953184e-87,3.1811215775667347e-81,5.9445568820793908e-91,5.021809111810772e-51,3.0094311497602894e-37,3.5225174192154899e-52,4.6151105640812537e-37,3.3112616183687418e-47,3.5294822223105211e-31,3.4223995079041506e-47
1.5593149201167338e-19,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999997143074,9.5,2.3399499680385222e-13,2.2999200690349871e-12,2.2999200694280785e-12,8.2507405957194934e-22,8.2303689446065846e-22,2.3735467916646394e-11,2.2029703472964216e-18,4.2638306534506231e-22,9.8596356351969345e-32,2.5368922473985345e-36,6.6902170309852165e-35,5.0515053314595464e-18,9.3776374917345759e-24,9.8984866521277714e-32,4.3510088534519892e-36,1.6698612405604911e-47,6.39364123588114e-48,6.7545086787361383e-31,3.1951700624718907e-23,7.8770826744527613e-32,7.8770826757993205e-32,1.1682732693407841e-41,1.782858673464795e-42,2.6854965033558427e-34,6.9442986127804726e-25,2.2069875779690198e-34,1.6840010891911707e-35,3.5805387738071719e-74,6.2585828769685794e-43,1.9388244068676846e-37,3.2827085579782395e-74,5.8193934140861426e-20,8.6909750800881784e-53,8.6906231617327775e-53,1.2297968860787757e-28,3.6428332847250271e-29,1.545754002426039e-21,1.2297223625027221e-28,1.6705870253402679e-37,3.2827085579444971e-74,1.2207125897674564e-46,6.3936545499640178e-48,1.3314111258089636e-53,1.0296954453796795e-63,9.2855095661463716e-38,5.6344625354282337e-74,2.5366344695268056e-27,2.8381405635675456e-59,7.5346630395427251e-74,3.703991913753871e-36,1.2450697191833804e-84,4.0719454968213839e-79,1.5218465256651579e-88,1.6070208230124339e-49,2.4075919572057087e-36,1.12723496827224e-50,3.6921760798186491e-36,5.2981499236826073e-46,1.4118216122579145e-30,5.4759763850719221e-46
3.118650990082507e-19,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999994286104,9.5,4.6799316740171895e-13,4.5998713304881146e-12,4.5998713320523834e-12,3.3003297722619995e-21,3.2840697374550496e-21,4.7471242926683143e-11,8.8119686674956942e-18,1.7055492528863382e-21,7.7531249989054693e-31,2.0295383819630168e-35,5.3522681295050972e-34,2.0206221458765203e-17,3.7510931529195128e-23,7.5731931493350022e-31,3.4807365327059645e-35,2.6718280200932738e-46,1.0229937182286659e-46,5.403669718689015e-30,1.2780810227062158e-22,6.3017409104813725e-31,6.3017409126358943e-31,1.8692590351507214e-40,2.852609316108143e-41,2.148421456467058e-33,2.7777477056537762e-24,1.7656090950507422e-33,1.3472164057660762e-34,4.5985507917731011e-72,1.0013856616409006e-41,1.5510779737115724e-36,4.2160420530037004e-72,2.3277804211951264e-19,2.7810847166593524e-51,2.7808595051395172e-51,9.8384876899759944e-28,2.9142999698500589e-28,6.1830761192303924e-21,9.8378915017325614e-28,2.6729721358251033e-36,4.2160420529168836e-72,1.9531650084215321e-45,1.0229979787834319e-46,4.2605638474238043e-52,6.5901269642233067e-62,7.4284956162810675e-37,7.2121961324708019e-72,1.0146641049616224e-26,9.0821712592114921e-58,9.6444811685054576e-72,2.9632284751710747e-35,3.1874158313544593e-82,5.2121611017876828e-77,3.8959738162188496e-86,5.1425321338986821e-48,1.9260802501150021e-35,3.6071978339481583e-49,2.9537759058027312e-35,8.4771367773625764e-45,5.6473438942748641e-30,8.7616669442103752e-45
6.237323130014053e-19,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999988572164,9.5,9.3598950856955888e-13,9.1997738454404349e-12,9.1997738516330968e-12,1.3201385924887523e-20,1.3071900563418404e-20,9.4942748414911786e-11,3.52480350564182e-17,6.8222288454875465e-21,5.9974048646729875e-30,1.6236411364337854e-34,4.2818640773948642e-33,8.082525360822586e-17,1.500444891303807e-22,5.5703165971480267e-30,2.7844267887735178e-34,4.2749762270637055e-45,1.6367943155435619e-45,4.3229592597604802e-29,5.1123500647057075e-22,5.0414226157151872e-30,5.0414226191624347e-30,2.9908271846508715e-39,4.564201254878131e-40,1.7187453744835425e-32,1.1111047366765529e-23,1.4124925833887394e-32,1.0777787933053409e-33,5.8863688691934104e-70,1.6022261831566843e-40,1.2408698064711321e-35,5.3967390662780526e-70,9.3111640527818397e-19,8.8991209344584987e-50,8.8976798172655803e-50,7.8708301993602517e-27,2.331451819203172e-27,2.4732407967875447e-20,7.8703532578403001e-27,4.2767791099639812e-35,5.3967390660557895e-70,3.1250839752861008e-44,1.6368079493588707e-45,1.3633844367535252e-50,4.2176942149766542e-60,5.9428314416251284e-36,9.2316399632312602e-70,4.0586770269012935e-26,2.906315254126393e-56,1.2344974644126028e-69,2.3705964900385801e-34,8.1598103995940299e-80,6.6716129549595114e-75,9.9737300057904448e-84,1.645619769417645e-46,1.5408474649881463e-34,1.1543099552205282e-47,2.3630347256161331e-34,1.3563470221329837e-43,2.2589490452695647e-29,1.4018734856936521e-43
1.2474667409877146e-18,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999977144283,9.5,1.8719821907936651e-12,1.8399578843860814e-11,1.8399578868122955e-11,5.2805675514128644e-20,5.1779194955747034e-20,1.8988558126432397e-10,1.4099234763168026e-16,2.7288961860180693e-20,4.4994132036148711e-29,1.2989180370350894e-33,3.4255299215406154e-32,3.2330149002536974e-16,6.0017948164629865e-22,3.8339826419801373e-29,2.2272617548703793e-33,6.8400394432508351e-44,2.618859901989311e-44,3.4583742007435148e-28,2.0449452033341865e-21,4.0331500135644853e-29,4.0331500190800784e-29,4.7853185900085668e-38,7.3027366808803605e-39,1.3749971956976446e-31,4.4444302738780869e-23,1.1299925004585568e-31,8.6222442995828243e-33,7.534598575232643e-68,2.5635666435973577e-39,9.9269889326488288e-35,6.9078685739638471e-68,3.7244711000747049e-18,2.8474665669228217e-48,2.8465445637925412e-48,6.2966721889666132e-26,1.8651638029598597e-26,9.8929705025001078e-20,6.2962906536666392e-26,6.8428571340240439e-34,6.9078685733948517e-68,5.0001505534588716e-43,2.6189035300247316e-44,4.3628128395672802e-49,2.6993138539841758e-58,4.7542787536795644e-35,1.1816453908347221e-67,1.6234749103332704e-25,9.3002480512722599e-55,1.5801507255725855e-67,1.8964822474605521e-33,2.0889035420875026e-77,8.5396980579685079e-73,2.5532679724601169e-81,5.2659920819401269e-45,1.2326402254949305e-33,3.693798005289329e-46,1.8904333554881024e-33,2.1701509800812687e-42,9.0358191440577431e-29,2.2429978650580574e-42
1.8712011689740236e-18,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999965716402,9.5,2.8079748729061968e-12,2.759938381112271e-11,2.7599383861941239e-11,1.12212140763897e-19,1.0929233800576844e-19,2.8482823598702513e-10,2.9960874080786672e-16,5.7989053666574947e-20,1.240926607846129e-28,3.7140990359949982e-33,1.0169588249054323e-31,6.870156710999879e-16,1.2753823506851343e-21,1.0100118329530301e-28,6.3681112546975036e-33,2.5877359587050053e-43,9.6391168171573555e-44,9.8887905691511206e-28,4.3455117735636307e-21,1.1532297033501198e-28,1.1532297053802217e-28,1.7613127048378326e-37,2.6878924407022568e-38,3.9316303732741413e-31,9.444421440140515e-23,3.231066690213964e-31,2.4654229493231679e-32,3.8875748342918882e-67,9.435628297965477e-39,2.8385007647000787e-34,3.5642052818444286e-67,7.9145011430290225e-18,1.3000039346219352e-47,1.2994974179522543e-47,1.8004543262182781e-25,5.3332015792776688e-26,2.1022551834193295e-19,1.8003452340140953e-25,2.5186256389119285e-33,3.5642052814950951e-67,1.8403888195112194e-42,9.6393160067544153e-44,1.9919002152665571e-48,1.4830825748193355e-57,1.3594275347561637e-34,7.6232319921076617e-67,3.4498867221399262e-25,4.2461660756760948e-54,1.0194137519056113e-66,5.4227571199992887e-33,1.5512551917601911e-76,5.5092888144788092e-72,1.8961006501743027e-80,2.4042641083784384e-44,3.524515324058414e-33,1.6864563775160508e-45,5.405461939244486e-33,7.9875826463102439e-42,1.9201130019419205e-28,8.2557153795968868e-42
2.494935596960333e-18,0.3392927535748121,76.950000000000003,0.0,0.0,0.0,0.99999999954288521,9.5,3.7439675549071545e-12,3.6799188747546392e-11,3.6799188833087957e-11,1.914207800520798e-19,1.852910932628796e-19,3.7977071258334955e-10,5.1109711538867097e-16,9.8922489229034735e-20,2.5349228633186476e-28,7.8341195590110057e-33,2.2159072934283971e-31,1.1719675693717589e-15,2.1756530954640926e-21,1.9852697223328185e-28,1.3431297123988708e-32,6.7358819232855454e-43,2.4446822485250051e-43,2.0858321174007101e-27,7.4129347020610139e-21,2.4324964514514414e-28,2.4324964566002133e-28,4.4670640407155336e-37,6.8170765335892549e-38,8.2929406184371196e-31,1.611107825960338e-22,6.8152428434584338e-31,5.2002895720088285e-32,2.1208094366614668e-66,2.3930792372243449e-38,5.9872232081117524e-34,1.9443999198878626e-66,1.3501203913824671e-17,3.8748128123244763e-47,3.8730714927332614e-47,3.7976778706930524e-25,1.1249261449224331e-25,3.5861973081892235e-19,3.7974477695286906e-25,6.3877780220880024e-33,1.9443999196933965e-66,4.6676266455936621e-42,2.4447416211603428e-43,5.9372761852838959e-48,5.0991340263387992e-57,2.8674274373265032e-34,2.977069284494324e-66,5.8851031190398579e-25,1.2656626507162464e-53,3.9810744099619984e-66,1.1438168319254003e-32,6.7935371292104054e-76,2.1515291658770492e-71,8.3037514423348539e-80,7.1664274076444103e-44,7.4340966015783079e-33,5.0268467251848557e-45,1.140168944794315e-32,2.0258202076371099e-41,3.2754881660941163e-28,2.0938262522626133e-41
3.742404452932951e-18,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999931432759,9.5,5.6159529186472123e-12,5.5198798548990459e-11,5.5198798722172604e-11,3.9631254369129993e-19,3.7970110901019931e-19,5.6965524772533429e-10,1.0581608601365685e-15,2.0480634498333407e-19,6.5742615621650306e-28,2.1397454476433676e-32,6.4321230994212104e-31,2.4264081598701104e-15,4.5044151072968765e-21,4.8598234625436316e-28,3.6680962706962772e-32,2.4719834582203762e-42,8.549134350896684e-43,5.6970519143717696e-27,1.5347545434918809e-20,6.6439050273994324e-28,6.6439050454048971e-28,1.562149801713304e-36,2.3839636886214507e-37,2.2650557069188191e-30,3.3355954247021916e-22,1.8614479637057903e-30,1.4203593174520147e-31,2.9454363285759747e-65,8.3687095657372677e-38,1.6352973624784721e-33,2.7004341194007141e-65,2.7952506708775047e-17,1.6959830896049461e-46,1.6950467534944556e-46,1.0372625325808146e-24,3.0725189577158517e-25,7.4247546402389434e-19,1.0371996875124861e-24,2.2338352179382651e-32,2.7004341190935132e-65,1.6322925496812741e-41,8.5493942355312589e-43,2.5988518830510247e-47,2.7424008244436806e-56,7.8318363095475667e-34,1.9363889907847662e-65,1.2184362941229214e-24,5.5400604242472952e-53,2.5894287214510612e-65,3.1241190433897105e-32,5.270881683927149e-75,1.3994534398811993e-70,6.4426233460700274e-79,3.1368833464982219e-43,2.0304240338255131e-32,2.200347645715961e-44,3.1141562964221368e-32,7.0843677944905674e-41,6.7814847934758484e-28,7.3221986601767058e-41
4.98987330890557e-18,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.9999999990857702,9.5,7.4879382819769723e-12,7.3598408239613436e-11,7.3598408527885828e-11,6.740239503939028e-19,6.3950739572576992e-19,7.5953912783587745e-10,1.799652913638422e-15,3.4832173064115187e-19,1.3148532063089934e-27,4.4770709993739001e-32,1.4066376111834972e-30,4.1266811872485029e-15,7.6608319638095264e-21,9.2655181724690894e-28,7.6741271016376454e-32,6.4100564452492951e-42,2.1361880017769158e-42,1.1920132052851309e-26,2.610216037681925e-20,1.3901275066061151e-27,1.3901275111051809e-27,3.9033780673085615e-36,5.9568734517458133e-37,4.7392469403463557e-30,5.6729754522530352e-22,3.8947597271906213e-30,2.9718644676785895e-31,1.3539759805472221e-64,2.091111514464404e-37,3.4215905386064331e-33,1.2413518841766445e-64,4.7539851489886537e-17,4.9410579971368417e-46,4.9379378131429267e-46,2.1702978996221062e-24,6.4287305731441054e-25,1.2627542695876519e-18,2.1701664117385906e-24,5.5817418734986931e-32,1.2413518840173465e-64,4.078656097344115e-41,2.1362637194444436e-42,7.5717828846967011e-47,9.139842531428845e-56,1.6386824108059779e-33,7.2697650099874692e-65,2.0722414199076743e-24,1.614109052416364e-52,9.721465311544712e-65,6.536702178060599e-32,2.2015168437951331e-74,5.2539968656929361e-70,2.6909270771381736e-78,9.1393652260722158e-43,4.2482174774485153e-32,6.4107518309168181e-44,6.5158581998439537e-32,1.770185558590255e-40,1.1533531933185694e-27,1.8296151621034426e-40
7.484811020850806e-18,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999862865507,9.5,1.1231909007289222e-11,1.1039762726914257e-10,1.103976278655497e-10,1.4685609511410611e-18,1.361678157656345e-18,1.1393047371765036e-09,3.9210675196032149e-15,7.5892067019621006e-19,3.6973611363681426e-27,1.4137268653854175e-31,4.6791927944075657e-30,8.991175712076406e-15,1.669139485580123e-20,2.3638206234831338e-27,2.4225661425159095e-31,3.1680559608654672e-41,9.8922957395472042e-42,3.7640030750000384e-26,5.6871297748485858e-20,4.3895953868350969e-27,4.3895954076695698e-27,1.8075921782571587e-35,2.758550848399414e-36,1.4965009009363361e-29,1.2360260113631308e-21,1.229833626896294e-29,9.3842068833222968e-31,2.54129547189981e-63,9.6836631173667114e-37,1.0804336292544426e-32,2.3299098184539339e-63,1.0357939920702468e-16,3.4234197157105521e-45,3.4201026385949306e-45,6.8531082564318423e-24,2.0299879093928425e-24,2.7512727175327496e-18,6.8526931038795553e-24,2.5848297324534648e-31,2.3299098179229907e-63,1.8887780394899432e-40,9.892820444035713e-42,5.2470560609345837e-46,9.7234573515146186e-55,5.1744543247254953e-33,1.2221415227352456e-63,4.5149924452751889e-24,1.1185563299431762e-51,1.6343041006555437e-63,2.0640883092906389e-31,6.0300788326182576e-73,8.8330173617240849e-69,7.3706470972286503e-77,6.3334161439928126e-42,1.3413570530018902e-31,4.4425359162402474e-43,2.0575077133282073e-31,8.1974310190313169e-40,2.5129220507372813e-27,8.4726768914159407e-40
9.979748732796044e-18,0.33929275357481203,76.950000000000003,0.0,0.0,0.0,0.99999999817154017,9.5,1.4975879730825495e-11,1.4719684584666878e-10,1.4719684684233903e-10,2.5782989123960864e-18,2.339231159481578e-18,1.5190675112341575e-09,6.8840589380495669e-15,1.3324069043383214e-18,7.6458016479642621e-27,3.2155848885487297e-31,1.0885732178711871e-29,1.5785441902125281e-14,2.9304476350850967e-20,4.5547970376696998e-27,5.5088662914960805e-31,9.444520866829489e-41,2.8684745216388319e-41,8.5613484342954254e-26,9.9846871896693375e-20,9.9842975537548186e-27,9.9842976141689346e-27,5.2415058673438922e-35,7.9990562902980739e-36,3.4038318530075348e-29,2.1700460761105309e-21,2.7972790524596329e-29,2.1344672347280624e-30,1.4783881622143866e-62,2.8080014247348699e-36,2.4574873621964644e-32,1.3554154315436555e-62,1.8185014294911923e-16,1.2452740190535053e-44,1.243785143386257e-44,1.5587598984864039e-23,4.6172678576188942e-24,4.8302895562244973e-18,1.5586654794930485e-23,7.4953060624593339e-31,1.3554154311768381e-62,5.4769605850941715e-40,2.868665406520089e-41,1.9088528775044053e-45,4.3661864577285702e-54,1.1769486256913749e-32,6.6623540458687477e-63,7.9268081314290997e-24,4.0692990720024775e-51,8.909207726483567e-63,4.6948428356919235e-31,3.9251125552682789e-72,4.8152986733884905e-68,4.7977289850621336e-76,2.3040811802869117e-41,3.0507709508056481e-31,1.616183591411598e-42,4.6798775645611688e-31,2.3770194473748265e-39,4.4118460729856561e-27,2.4568411624723444e-39
1.4969624156686516e-17,0.339292753574812,76.950000000000003,0.0,0.0,0.0,0.99999999725731026,9.5,2.2463821172545551e-11,2.207952817231441e-10,2.2079528370830703e-10,5.7477334770376415e-18,4.9803395974018334e-18,2.2785845144246204e-09,1.5346370839757642e-14,2.9702875405940717e-18,2.1016067578576959e-26,1.0736255938073177e-30,3.7066650235419768e-29,3.5189885427417575e-14,6.5327707748589617e-20,1.1270326065864092e-26,1.8382064627734952e-30,4.9386077921754389e-40,1.4575497720725134e-40,2.8584446358496825e-25,2.2258602676610176e-19,3.3335511007245506e-26,3.3335511314230011e-26,2.663381234266011e-34,4.0646376563791598e-35,1.1364571825202464e-28,4.8376275919795522e-21,9.3393508628192288e-29,7.1265020924820619e-30,2.9204851660297537e-61,1.4268558917583276e-35,8.2050511122842106e-32,2.6775584269377344e-61,4.0539160928903085e-16,9.8245432851158399e-44,9.8059084678177864e-44,5.2043375236859691e-23,1.5415984563098526e-23,1.0767941088667873e-17,5.2040223508336358e-23,3.8086543416697169e-30,2.6775584257172148e-61,2.7830769629625315e-39,1.4577004257659718e-40,1.5065401408729353e-44,5.472692602817848e-53,3.929587129430425e-32,1.3563204483597033e-61,1.7671025996595226e-23,3.2117618961149241e-50,1.8137344931814123e-61,1.5675091270454382e-30,1.326035821993341e-70,9.8036930052187215e-67,1.6208526189358636e-74,1.8185091160192996e-40,1.0184316024464523e-30,1.2755819924038227e-41,1.5625145833075298e-30,1.2078366353224791e-38,9.8352138347680308e-27,1.2484080288399551e-38
