Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672)
5.674042823277467e-13,0.17275818235188317,76.950000000000003,0.0,0.0,0.0,0.99999831699406549,9.4999999982544185,4.8105815844935712e-08,7.0151466871664062e-07,7.0096036687652203e-07,1.149494148620355e-09,3.8649275628393074e-13,1.4267924760096876e-07,3.5608091737942048e-08,5.9570587593971009e-10,1.49719828570846e-17,3.0170854814064414e-18,7.040533467285373e-18,5.182899631971907e-08,3.3216263039103713e-12,5.2796874855851174e-18,4.5290080837274909e-20,1.7078665706227548e-25,1.0328817297090885e-25,8.9941192560065921e-16,9.114147801379958e-13,1.1160010515094625e-15,1.1163666407005787e-15,3.0125885525033938e-19,6.4330335865945383e-20,1.1967784683062689e-21,1.2455470229740696e-14,7.8283103436573201e-18,9.1343642446144495e-19,1.4616259828188783e-35,6.9943908683461016e-21,3.2711379900695808e-22,1.374587198408952e-35,5.5651216329739481e-10,1.053310508501946e-25,3.24480414624451e-26,2.8973303082953376e-13,8.7470414954840174e-14,1.7338886059021687e-12,2.8976307145094284e-13,2.076682198883914e-16,1.374586835852367e-35,6.4082810189615761e-25,1.8978336078363839e-25,8.6492414241808107e-26,4.3086885185734172e-30,1.9217059537924173e-22,4.6585821106151772e-34,8.2771358814326219e-18,1.5356130818669846e-30,2.9626496943735846e-35,1.0300325207324294e-20
5.8173261198271e-13,0.1727581823517125,76.950000000000003,0.0,0.0,0.0,0.99999827452461854,9.499999998168013,4.9320602262855798e-08,7.1921686527431947e-07,7.1863164571444625e-07,1.2081322543077946e-09,3.9665788746152185e-13,1.4466510235189823e-07,3.7149307819834414e-08,6.2346210131933455e-10,1.5735779843254487e-17,3.2549268466938989e-18,7.5785608377545135e-18,5.4072297804823471e-08,3.4914572405821466e-12,5.5256936984330256e-18,4.7418407292737071e-20,1.8852718952022564e-25,1.1285520521480453e-25,9.6371825948729378e-16,9.5797052428630722e-13,1.2026405584225204e-15,1.2030400773476034e-15,3.2871807961113854e-19,7.080084547177711e-20,1.2724175300550703e-21,1.309224615466737e-14,8.3143963652527956e-18,9.7953619103454523e-19,1.7402591542860699e-35,7.69703720362178e-21,3.5251040146510949e-22,1.6366283896349914e-35,5.8059957569379341e-10,1.1601849156753794e-25,3.5717655404189209e-26,3.0863352124811759e-13,9.3170792913799678e-14,1.7942530800158143e-12,3.0866662521138333e-13,2.2732272893215751e-16,1.6366279470607454e-35,7.0801485540943356e-25,2.0987413648116982e-25,9.7015711553806512e-26,4.9599556089689829e-30,2.068949573311708e-22,5.5025588348764109e-34,8.7000695831217011e-18,1.7408283003068756e-30,3.4994223191939327e-35,1.1091790512266118e-20
5.946281086721769e-13,0.17275818235155557,76.950000000000003,0.0,0.0,0.0,0.99999823630297091,9.4999999980885779,5.0413909966844479e-08,7.3514840631348499e-07,7.3453455367680749e-07,1.2621472608158685e-09,4.0528455817314102e-13,1.4640706916170352e-07,3.8554387921318415e-08,6.4887778766245802e-10,1.6439358927149533e-17,3.479535009334322e-18,8.085255979577383e-18,5.6117447944383303e-08,3.647923524745739e-12,5.7509555768999212e-18,4.9367604621703996e-20,2.0563552702921925e-25,1.2198000579693371e-25,1.0239379907720542e-15,1.0008597513126594e-12,1.2843485773092486e-15,1.2847804633712823e-15,3.5486667963058416e-19,7.7019382403063029e-20,1.3425309016807899e-21,1.3678909789797017e-14,8.7652837474060148e-18,1.0414956183097269e-18,2.0287754426699877e-35,8.3722362037875067e-21,3.7646109415374196e-22,1.9079642568780392e-35,6.0255934385410361e-10,1.2629501824953533e-25,3.8860155697030072e-26,3.261960565858835e-13,9.8467175609651883e-14,1.8485194106370907e-12,3.262320982348136e-13,2.4609048962920365e-16,1.9079637294904648e-35,7.7287648831507828e-25,2.2929045749560144e-25,1.0730678212681608e-25,5.612703091324514e-30,2.2076472532833162e-22,6.3692567855612668e-34,9.0897043378916481e-18,1.9438086718749289e-30,4.0506528757878945e-35,1.1837510326326003e-20
6.075236053616437e-13,0.17275818235139553,76.950000000000003,0.0,0.0,0.0,0.99999819808211277,9.4999999980075565,5.1507217602491477e-08,7.5107953927093555e-07,7.5043628447744871e-07,1.3173372687811824e-09,4.1405178405060551e-13,1.4810718690733074e-07,3.9976082606094227e-08,6.7470018248340613e-10,1.7158244042354714e-17,3.7143872346799604e-18,8.6136867056123936e-18,5.818678127686112e-08,3.8078177138938633e-12,5.9798222451438615e-18,5.1348307478962649e-20,2.2387431954113187e-25,1.3160770706269026e-25,1.0864061258813899e-15,1.0446858261750568e-12,1.369673654879295e-15,1.3701396975699636e-15,3.8241536613953919e-19,8.362732452909305e-20,1.4145637927034486e-21,1.4278424407803898e-14,9.2288935501230367e-18,1.105827197753767e-18,2.3573495522373727e-35,9.089631236984823e-21,4.0147165833395395e-22,2.2169726853413795e-35,6.2477878114943077e-10,1.3722009516450202e-25,4.2199628153355747e-26,3.4428087282843402e-13,1.0392060347319501e-13,1.9027003191218596e-12,3.4432002914501993e-13,2.6591222787021031e-16,2.2169720592476176e-35,8.4209367977095044e-25,2.5003167417165023e-25,1.1841979783258566e-25,6.3338491699444224e-30,2.3523218219610528e-22,7.3486122528050128e-34,9.48785920997085e-18,2.1653543923007617e-30,4.673542667227197e-35,1.2615553979448658e-20
6.19129552382164e-13,0.1727581823512488,76.950000000000003,0.0,0.0,0.0,0.99999816368399996,9.499999997933287,5.2491194416142349e-08,7.6541721441157817e-07,7.6474683605095456e-07,1.3680125760748729e-09,4.2198173195152966e-13,1.4960234336630958e-07,4.1269483198584468e-08,6.9828376551782428e-10,1.781832301940416e-17,3.9347115260805213e-18,9.1082141317734826e-18,6.0069377443297338e-08,3.9546532705792093e-12,6.1888461581540872e-18,5.3157543593439114e-20,2.4129535943798811e-25,1.4071503510946375e-25,1.1445714083543738e-15,1.0849301759033432e-12,1.449623387970948e-15,1.4501217460388506e-15,4.0843844144073649e-19,8.9919626462261588e-20,1.4810247861131093e-21,1.4828974873934351e-14,9.6570332281756329e-18,1.1657791825722454e-18,2.6910519915270011e-35,9.7726824756271044e-21,4.2490622740479614e-22,2.5308041453734933e-35,6.4499313293982621e-10,1.4762764356307091e-25,4.5379736577248742e-26,3.610029509532408e-13,1.0896269446932292e-13,1.9513696264464131e-12,3.6104506642169518e-13,2.8467844565766758e-16,2.5308034169940936e-35,9.0827052839087277e-25,2.6988093179730997e-25,1.2916123163838594e-25,7.0458161053810347e-30,2.4877373557492999e-22,8.3359741723195787e-34,9.8534825696085941e-18,2.381653257896233e-30,5.3015320610813175e-35,1.3343971130689872e-20
6.307354994026842e-13,0.17275818235109958,76.950000000000003,0.0,0.0,0.0,0.99999812928649767,9.4999999978577456,5.3475171174437772e-08,7.7975456723328301e-07,7.7905643473077738e-07,1.4196390273842054e-09,4.2977220465993516e-13,1.5106513289016536e-07,4.2575733851636751e-08,7.2218880852982971e-10,1.8490791895176737e-17,4.1637038722428494e-18,9.6210091612523458e-18,6.1970677389032425e-08,4.1042652964566991e-12,6.4007192757205814e-18,5.4991681518893725e-20,2.5970645577700349e-25,1.5025288262850953e-25,1.2045976211781026e-15,1.125933144217643e-12,1.5326231784246444e-15,1.5331553841948944e-15,4.3565554565367271e-19,9.6550224596128645e-20,1.5490217871347277e-21,1.5389934117095708e-14,1.0095501578040224e-17,1.227699411703214e-18,3.0644450844673717e-35,1.0492381489826408e-20,4.4923442591509622e-22,2.8819628843894247e-35,6.6540831841560486e-10,1.58598861663654e-25,4.8730953793957993e-26,3.7814640630823925e-13,1.1413144272233448e-13,1.9999324705741214e-12,3.7819163290411597e-13,3.0434582711127771e-16,2.8819620393924064e-35,9.7827133264550429e-25,2.9089629468765014e-25,1.4063820432325445e-25,7.8216887393632818e-30,2.6281766788310171e-22,9.4331516096206296e-34,1.0226005876624371e-17,2.6149561620455981e-30,5.9993748979264317e-35,1.4099576584603235e-20
6.423414464232045e-13,0.1727581823509478,76.950000000000003,0.0,0.0,0.0,0.9999980948895929,9.4999999977809395,5.4459147877378328e-08,7.9409160110936389e-07,7.9336508080445319e-07,1.4722163352407999e-09,4.3775896586255508e-13,1.524962561397045e-07,4.38945563930334e-08,7.4641160245916154e-10,1.91756470277811e-17,4.401540464332743e-18,1.015238409652929e-17,6.3890276223387358e-08,4.2566537292614711e-12,6.6154087232097754e-18,5.6850433941943024e-20,2.7914380529880266e-25,1.602322934822188e-25,1.2665029448114877e-15,1.1676946230858969e-12,1.6187299690124647e-15,1.6192975942831547e-15,4.6409512106218554e-19,1.0353014962797069e-19,1.6185451259739669e-21,1.5961301895725732e-14,1.0544308351942182e-17,1.2916094255453161e-18,3.4813861223908867e-35,1.1249918384956622e-20,4.7447288759146767e-22,3.2740765233505426e-35,6.8601999013442195e-10,1.7015223657733689e-25,5.225885301779158e-26,3.9571021506581536e-13,1.1942651771418099e-13,2.0483723879783401e-12,3.9575870884052059e-13,3.2493676975372694e-16,3.2740755457163242e-35,1.052240443351447e-24,3.1312321463467299e-25,1.5288512047474524e-25,8.6657975589029816e-30,2.7737257973802905e-22,1.0649897905588348e-33,1.0605428497424776e-17,2.8662525724774682e-30,6.7732762666941326e-35,1.4882844936663513e-20
6.539473934437247e-13,0.17275818235079363,76.950000000000003,0.0,0.0,0.0,0.99999806049327267,9.4999999977028686,5.5443124524964593e-08,8.0842831987863054e-07,8.0767277455943131e-07,1.5257442122631276e-09,4.4576950501046308e-13,1.5389639862402535e-07,4.5225678665998456e-08,7.7094848102323468e-10,1.9872884607614988e-17,4.6483979753673884e-18,1.0702650514779119e-17,6.5827777811396905e-08,4.411818507441297e-12,6.8328820051804661e-18,5.8733516889749715e-20,2.9964421637099827e-25,1.7066435404510091e-25,1.3303051658280843e-15,1.2102145045042039e-12,1.7080006942493024e-15,1.7086053504347024e-15,4.9378563243707671e-19,1.1087055296323542e-19,1.6895846873450697e-21,1.6543077970926972e-14,1.1003462521761488e-17,1.3575303731371496e-18,3.9460264660672938e-35,1.2046496082671787e-20,5.0063824073075108e-22,3.7110492445268532e-35,7.0682389466758282e-10,1.8230645724291414e-25,5.5969067727391752e-26,4.1369321398885499e-13,1.2484754680564932e-13,2.09667364231686e-12,4.1374513506270167e-13,3.4647361218055223e-16,3.7110481163858836e-35,1.1303248701301268e-24,3.3660805934182555e-25,1.6593725791734699e-25,9.5826736073891503e-30,2.9244704340303776e-22,1.1996620621632104e-33,1.099174980142336e-17,3.1365701903731155e-30,7.6298575809964073e-35,1.5694249555155572e-20
6.65553340464245e-13,0.1727581823506369,76.950000000000003,0.0,0.0,0.0,0.99999802609752397,9.499999997623533,5.6427101117197155e-08,8.2276472745496208e-07,8.219795162830737e-07,1.5802223711564837e-09,4.5351394375994884e-13,1.5526623101562524e-07,4.6568834404095727e-08,7.9579582023723155e-10,2.0582500816039862e-17,4.904453559588596e-18,1.1272119283938089e-17,6.7782794591718463e-08,4.5697595701492217e-12,7.0531070010907446e-18,6.0640649653681337e-20,3.21245107589653e-25,1.8156019252052842e-25,1.3960216851076628e-15,1.2534926804967293e-12,1.8004922803986289e-15,1.8011356186686141e-15,5.2475556534627391e-19,1.1858270463956773e-19,1.7621299365899273e-21,1.7135262106422083e-14,1.1472972328794163e-17,1.4254830190152449e-18,4.4628281332103037e-35,1.2883330095660907e-20,5.2774710819735484e-22,4.1970773915522091e-35,7.2781587064484517e-10,1.9508041087987641e-25,5.9867290605963666e-26,4.3209410633201657e-13,1.3039411702819699e-13,2.1448212024118313e-12,4.3214961888590749e-13,3.6897862730533934e-16,4.1970760930102421e-35,1.2126742804588678e-24,3.6139811485663116e-25,1.7983077082416119e-25,1.0577053439011179e-29,3.0804960287612123e-22,1.3484411458847469e-33,1.1384969161018979e-17,3.4269757004411324e-30,8.5761756283625754e-35,1.6534262584403341e-20
6.771592874847652e-13,0.17275818235047768,76.950000000000003,0.0,0.0,0.0,0.99999799170233505,9.4999999975429414,5.7411077654076564e-08,8.371008269540684e-07,8.3628530626265528e-07,1.6356505247129607e-09,4.6145875271311608e-13,1.5660640946239835e-07,4.7923763107361241e-08,8.2095003793666694e-10,2.130449206144364e-17,5.1698848518347621e-18,1.1861100577914882e-17,6.9754947396338162e-08,4.7304768572369758e-12,7.2760519610143412e-18,6.2571554747847189e-20,3.439845063958303e-25,1.9293097825092583e-25,1.4636695259469402e-15,1.2975290431156053e-12,1.8962616454782858e-15,1.8969453568939835e-15,5.5703342443014727e-19,1.2667799126726757e-19,1.8361699453522626e-21,1.7737854068510367e-14,1.1952845334592447e-17,1.4954877500155691e-18,5.0365808904192037e-35,1.3761648304264091e-20,5.5581610742155251e-22,4.7366655438937554e-35,7.489918468185158e-10,2.0849317947069771e-25,6.3959272490671247e-26,4.5091146765731878e-13,1.3606577684972989e-13,2.1928007205100448e-12,4.5097073992308446e-13,3.9247401574455193e-16,4.7366640528441563e-35,1.2994409987270557e-24,3.8754158801017145e-25,1.9460269284196922e-25,1.1653884095649303e-29,3.2418877397879043e-22,1.512507676774776e-33,1.178508595157611e-17,3.7385755243955803e-30,9.6197419960318574e-35,1.7403354947998454e-20
6.887652345052855e-13,0.17275818235031598,76.950000000000003,0.0,0.0,0.0,0.99999795730769303,9.4999999974611011,5.8395054135603363e-08,8.5143662200469149e-07,8.5059014478536375e-07,1.6920283858114257e-09,4.6951603304207774e-13,1.5791757590280191e-07,4.9290209917177821e-08,8.4640759329407111e-10,2.2038854553608561e-17,5.4448699669074339e-18,1.2469903892192845e-17,7.1743865268445821e-08,4.8939703092448457e-12,7.501685501456745e-18,6.4525957897119354e-20,3.6790104768518811e-25,2.0478792097532239e-25,1.5332653422526819e-15,1.3423234844408374e-12,1.9953656992665549e-15,1.996091514912011e-15,5.9064773150752512e-19,1.3516791394875476e-19,1.9116934175690495e-21,1.8350853626006488e-14,1.244308847688383e-17,1.5675645821445121e-18,5.6724199116434335e-35,1.4682690730821629e-20,5.8486185039720755e-22,5.3346431241282344e-35,7.7034784010788527e-10,2.2256403620741877e-25,6.8250821312304928e-26,4.7014375170975991e-13,1.4186203795860925e-13,2.2405985103202053e-12,4.7020695595913609e-13,4.1698189913259919e-16,5.3346414160506877e-35,1.390780005318129e-24,4.1508760890757747e-25,2.1029094031987284e-25,1.2818328167446522e-29,3.4087304444590718e-22,1.6931168880307608e-33,1.2192099551396312e-17,4.0725165876477961e-30,1.0768543020794168e-34,1.8301996352060512e-20
7.003711815258057e-13,0.17275818235015183,76.950000000000003,0.0,0.0,0.0,0.9999979229135868,9.4999999973780067,5.937903056177808e-08,8.6577211648981872e-07,8.6489403213829944e-07,1.7493556674174884e-09,4.7730283138857609e-13,1.5920035840846808e-07,5.0667925480253308e-08,8.7216498629057318e-10,2.2785584454062351e-17,5.7295874988968857e-18,1.3098838061511571e-17,7.3749185264449725e-08,5.0602398673932998e-12,7.729976600631494e-18,6.6503587997287889e-20,3.9303397230093066e-25,2.1714227003539963e-25,1.6048254274482911e-15,1.387875896580197e-12,2.0978613433087886e-15,2.0986310344183497e-15,6.2562702355021135e-19,1.4406408601056626e-19,1.9886887173958393e-21,1.8974260550184806e-14,1.2943708129381904e-17,1.6417331680654971e-18,6.3758458026423863e-35,1.5647709293810063e-20,6.1490094368002749e-22,5.9961832303798701e-35,7.9187995347336866e-10,2.3731244161993479e-25,7.27478009389905e-26,4.8978929676091933e-13,1.4778237718968798e-13,2.2882015232379885e-12,4.8985660929307e-13,4.4252431297089233e-16,5.9961812781233739e-35,1.4868489356180209e-24,4.4408623368443646e-25,2.269343158548925e-25,1.4075769399847885e-29,3.5811087402461416e-22,1.8916021390101336e-33,1.2606009341693652e-17,4.4299871684673138e-30,1.2031062253318356e-34,1.9230655288821994e-20
7.11977128546326e-13,0.17275818234998525,76.950000000000003,0.0,0.0,0.0,0.99999788852000426,9.4999999972936671,6.0363006932601266e-08,8.801073134950428e-07,8.7919696860847607e-07,1.8076320825834797e-09,4.8519315996296e-13,1.6045537142625775e-07,5.2056665852521803e-08,8.9821875733579382e-10,2.3544678137185172e-17,6.0242165207039151e-18,1.3748211271816352e-17,7.5770552314101244e-08,5.2292854735782975e-12,7.96089459503594e-18,6.850417706892486e-20,4.1942312597008558e-25,2.3000531388081578e-25,1.6783657207662643e-15,1.4341861716691494e-12,2.2038054709219645e-15,2.2046208490048044e-15,6.6199985145123933e-19,1.5337823138823286e-19,2.0671438882138459e-21,1.9608074614749892e-14,1.345471013810977e-17,1.7180128024232124e-18,7.1527401691784815e-35,1.6657967632988013e-20,6.4594998838889325e-22,6.7268172777774177e-35,8.1358437441459461e-10,2.5275804082250192e-25,7.7456130353609642e-26,5.0984633000060346e-13,1.5382623785756468e-13,2.3355973317560994e-12,5.0991793112865984e-13,4.691232018152028e-16,6.7268150513307438e-35,1.587808079284384e-24,4.7458844652578552e-25,2.445725108021156e-25,1.5431816837960115e-29,3.7591069454683326e-22,2.1093776085053771e-33,1.3026814706580406e-17,4.8122175244788173e-30,1.3416297608205088e-34,2.0189799039248431e-20
7.235830755668462e-13,0.17275818234981613,76.950000000000003,0.0,0.0,0.0,0.99999785412693409,9.4999999972080911,6.1346983248073389e-08,8.9444221651102165e-07,8.9349895448282013e-07,1.8668573444484272e-09,4.9311602476564177e-13,1.6168321608618658e-07,5.3456192376892691e-08,9.2456548678061927e-10,2.4316131839161186e-17,6.3289365834387664e-18,1.441833107530218e-17,7.7807619042553743e-08,5.4011070703612767e-12,8.1944091752121241e-18,7.0527460222776597e-20,4.4710895794664203e-25,2.4338837947192261e-25,1.7539018152530812e-15,1.4812542018707574e-12,2.3132549672003699e-15,2.3141178841614927e-15,6.9979477855629483e-19,1.6312218256653374e-19,2.1470466765167957e-21,2.0252295595786235e-14,1.3976099864674456e-17,1.7964224286306274e-18,8.0093859722167571e-35,1.7714740886497283e-20,6.7802558020890687e-22,7.5324541419610797e-35,8.35457373059766e-10,2.689206600036634e-25,8.238178260604879e-26,5.3031297308776915e-13,1.59993031441728e-13,2.3827741084419589e-12,5.3038904712413745e-13,4.9680041324864579e-16,7.5324516082068119e-35,1.6938203792867062e-24,5.0664616225356448e-25,2.6324610845489787e-25,1.6892310163282536e-29,3.9428091002261004e-22,2.3479417912781505e-33,1.3454515033038666e-17,5.2204806988643637e-30,1.4933783629235914e-34,2.1179893676410739e-20
7.351890225873665e-13,0.17275818234964468,76.950000000000003,0.0,0.0,0.0,0.99999781973436552,9.4999999971212716,6.2330959508195007e-08,9.0877682898129561e-07,9.0779999004817064e-07,1.9270311662380229e-09,5.0100810029383533e-13,1.6288448051015268e-07,5.4866271560681475e-08,9.5120179442453688e-10,2.5099941809247629e-17,6.6439277158476458e-18,1.5109504406625314e-17,7.9860045591957968e-08,5.5757046009616633e-12,8.4304903813444059e-18,7.2573175627592239e-20,4.7613251965209764e-25,2.5730283170625826e-25,1.8314489657949229e-15,1.5290798793755832e-12,2.4262667090212785e-15,2.4271790572790467e-15,7.3904037926263138e-19,1.7330787850609695e-19,2.228384555420064e-21,2.0906923271719177e-14,1.4507882227545285e-17,1.8769806456963726e-18,8.9524890209690841e-35,1.8819315466639443e-20,7.1114430939640131e-22,8.4194003727127115e-35,8.574953002500494e-10,2.8582030289531645e-25,8.7530783758915443e-26,5.5118724765828836e-13,1.6628213925851234e-13,2.4297206049930135e-12,5.5126798289875047e-13,5.2557769199212196e-16,8.4193974951636346e-35,1.8050514309244369e-24,5.4031222897189447e-25,2.8299658725899322e-25,1.8463325173415534e-29,4.1322989673551953e-22,2.6088811539932316e-33,1.3889109710898165e-17,5.6560933476378409e-30,1.6593614770375418e-34,2.2201404068927147e-20
7.467949696078867e-13,0.17275818234947066,76.950000000000003,0.0,0.0,0.0,0.99999778534228734,9.4999999970332194,6.3314935712966528e-08,9.2311115420320089e-07,9.2210007559128033e-07,1.9881532612646016e-09,5.0891327817706843e-13,1.64059740098053e-07,5.6286674962017394e-08,9.7812433905336109e-10,2.5896104325437115e-17,6.969370423766458e-18,1.5822037596974151e-17,8.1927499456124251e-08,5.7530780092493236e-12,8.6691085991597596e-18,7.4641064473798576e-20,5.0653546341729789e-25,2.7176007291434864e-25,1.9110220965555991e-15,1.5776630964016019e-12,2.5428975650501972e-15,2.5438612776507064e-15,7.7976523779671825e-19,1.8394736271212353e-19,2.3111447459376492e-21,2.1571957423278213e-14,1.5050061738060758e-17,1.9597057145787355e-18,9.9891992107299517e-35,1.9972988851201889e-20,7.4532276078514381e-22,9.3943801675840566e-35,8.7969458576426106e-10,3.0347714748664433e-25,9.2909211906203996e-26,5.7246708036189177e-13,1.7269291399002732e-13,2.4764261329809584e-12,5.725526690686223e-13,5.5547667462537628e-16,9.3943769061017425e-35,1.9216694808981338e-24,5.756404305815859e-25,3.0386632382681211e-25,2.0151179016175802e-29,4.3276600333322866e-22,2.8938737064324795e-33,1.4330598132814151e-17,6.1204165292700823e-30,1.8406468138166537e-34,2.3254793884224416e-20
7.584009166284069e-13,0.17275818234929435,76.950000000000003,0.0,0.0,0.0,0.99999775095068899,9.4999999969439362,6.429891186238851e-08,9.374451954919695e-07,9.3639921139881471e-07,2.0502233429271113e-09,5.1681900997110586e-13,1.6520955779815172e-07,5.7717179082503432e-08,1.0053298179971043e-09,2.6704615649592131e-17,7.3054456896191257e-18,1.6556236387783439e-17,8.4009655324284607e-08,5.9332272397369344e-12,8.9102345560188817e-18,7.6730870936806173e-20,5.3836004129501398e-25,2.8677154240929868e-25,1.992635808005078e-15,1.6270037451941152e-12,2.6632043957458064e-15,2.6642214464743403e-15,8.2199794713262796e-19,1.95052781400372e-19,2.3953142366163732e-21,2.2247397833462247e-14,1.5602642532280748e-17,2.0446155642146497e-18,1.1127131867840834e-34,2.1177069385459455e-20,7.8057751379388695e-22,1.0464555446290095e-34,9.0205173664126879e-10,3.2191154290616086e-25,9.8523196242296725e-26,5.9415030755931606e-13,1.7922468110984784e-13,2.5228805457995334e-12,5.9424094594290653e-13,5.8651888476492252e-16,1.0464551756785237e-34,2.0438454264131766e-24,6.1268548921500706e-25,3.2589859581836982e-25,2.1962435281998694e-29,4.5289755091508438e-22,3.204692549602254e-33,1.47789796942452e-17,6.6148564724052374e-30,2.0383626087817101e-34,2.4340525591686789e-20
7.700068636489272e-13,0.17275818234911552,76.950000000000003,0.0,0.0,0.0,0.99999771655956005,9.4999999968534254,6.5282887956461375e-08,9.5177895611685247e-07,9.5069739775735253e-07,2.1132411247110881e-09,5.2472062148870864e-13,1.6633448437192782e-07,5.9157565262068179e-08,1.0328149666925656e-09,2.7525472048925479e-17,7.6523349719343339e-18,1.7312405944297192e-17,8.6106194928045633e-08,6.1161522375728012e-12,9.1538393170342361e-18,7.8842342142922816e-20,5.7164910389783716e-25,3.0234871606757634e-25,2.0763043838044922e-15,1.677101718025668e-12,2.7872440533647773e-15,2.7883164568544658e-15,8.657671079951464e-19,2.0663638169301902e-19,2.4808798023770535e-21,2.2933244287508163e-14,1.6165628400333654e-17,2.131727797446276e-18,1.2374389789071196e-34,2.2432876087540735e-20,8.1692514243520916e-22,1.1637546578194742e-34,9.2456333553665299e-10,3.4114400635673887e-25,1.0437891614681754e-25,6.1623467987120883e-13,1.8587674026362799e-13,2.5690742211011788e-12,6.1633056807174611e-13,6.1872572847953103e-16,1.1637542412308368e-34,2.1717528142843609e-24,6.5150306767053126e-25,3.4913758479060465e-25,2.3903909116852841e-29,4.7363283311963221e-22,3.543209500708858e-33,1.5234253793432091e-17,7.1408653462267862e-30,2.2536999309551747e-34,2.5459060465798227e-20
7.816128106694474e-13,0.17275818234893434,76.950000000000003,0.0,0.0,0.0,0.99999768216889062,9.4999999967616908,6.6266863995185587e-08,9.6611243929880047e-07,9.6499463495338544e-07,2.1772063201886327e-09,5.3262406859651279e-13,1.6743505865667125e-07,6.0607619574711263e-08,1.0605765582455622e-09,2.8358669793894693e-17,8.0102202048675887e-18,1.8090850868844279e-17,8.8216806889641774e-08,6.3018529485335561e-12,9.3998942811906824e-18,8.0975228136361695e-20,6.0644609924685164e-25,3.1850310593245831e-25,2.1620417976326316e-15,1.7279569071959653e-12,2.9150733819665403e-15,2.916203193804289e-15,9.1110132792561431e-19,2.1871050982291305e-19,2.5678280228406629e-21,2.3629496572860274e-14,1.6739022813907909e-17,2.2210596969161766e-18,1.3739586178545551e-34,2.3741738454827401e-20,8.5438221532556993e-22,1.2921453953926973e-34,9.4722603909333083e-10,3.6119522006690648e-25,1.1048260027429382e-25,6.3871786664059999e-13,1.9264836662340678e-13,2.6149980434927011e-12,6.3881920870783142e-13,6.5211848987168754e-16,1.2921449258691466e-34,2.3055678400313191e-24,6.9214977187201559e-25,3.7362837904900042e-25,2.5982672407894276e-29,4.9498011621299277e-22,3.9113988284668981e-33,1.5696419831376438e-17,7.6999420413924634e-30,2.4879150618344944e-34,2.661085858931179e-20
8.048247047104879e-13,0.17275818234856466,76.950000000000003,0.0,0.0,0.0,0.99999761338888982,9.4999999965745641,6.8234815906589891e-08,9.947785860633799e-07,9.9358626300346875e-07,2.307977806945419e-09,5.4842979490158405e-13,1.6956524817381129e-07,6.3535899737202524e-08,1.1169163471627047e-09,3.0062074399718881e-17,8.7597086336005933e-18,1.9715782523722337e-17,9.2479035622671335e-08,6.681581296018992e-12,9.8992420529461268e-18,8.5304258979021306e-20,6.8074065817628368e-25,3.5258976035454464e-25,2.3397775384203802e-15,1.8319385038867516e-12,3.1823283874077258e-15,3.1835793470258722e-15,1.0065794024230711e-18,2.4438021572323715e-19,2.7458179110752945e-21,2.5053217798067356e-14,1.7917049772664919e-17,2.4064500712232798e-18,1.6860994243550299e-34,2.6523999024690987e-20,9.3269094142964208e-22,1.5857002525006383e-34,9.9299174375227861e-10,4.0383742796107992e-25,1.2345901492069165e-25,6.848709893941855e-13,2.0654730985914671e-13,2.706002066625449e-12,6.8498386687655313e-13,7.2254625875222731e-16,1.5856996591863556e-34,2.5916388233589817e-24,7.7916171697043555e-25,4.2655029342199357e-25,3.0581681319120168e-29,5.395436139912433e-22,4.7452354765044876e-33,1.6641425341174906e-17,8.9235344924844458e-30,3.0183500202106418e-34,2.9016078982776919e-20
