Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672)
1.0548595243278509e-16,0.1727581823553316,76.950000000000003,0.0,0.0,0.0,0.99999999968679809,9.5,8.9433494623543107e-12,1.3052935406276196e-10,1.3052936666859902e-10,4.701705010154411e-17,3.0620911621998454e-17,4.3194625269578681e-11,2.0086123639328251e-15,2.9038650643816079e-17,3.8247342070204944e-25,2.9778158754310751e-29,4.4750257563660479e-29,2.9236151909339088e-15,1.3527608704817973e-19,2.161456450881134e-25,2.4070693548429176e-29,3.0811339330775727e-40,5.4738823395300403e-40,1.189542140379572e-26,3.7182760193407721e-20,1.1549320788385823e-26,1.1549322715469239e-26,1.7001855912189995e-33,2.2689782256784412e-34,2.1949316492775987e-32,5.0750205834683252e-22,1.74423443405277e-28,1.1639067065225825e-29,4.6890915906031679e-61,2.4801392928875102e-35,3.3785990304978794e-33,4.4098140715011882e-61,3.1392168259336783e-17,2.6501564129866214e-42,2.6114115870287365e-42,4.8679622241517177e-24,1.472890243611608e-24,1.3548613461099211e-19,4.8678367640957441e-24,9.177507622785303e-31,4.4098140709747107e-61,1.9208080768580669e-39,5.475262693931543e-40,1.3803689410217617e-43,2.3595350606335497e-51,2.0648464311091465e-33,9.8092556636914839e-59,3.3751584337720144e-25,1.4563114587461063e-48,6.2354163825728276e-60,1.0977838960038938e-31
1.2756444241391288e-16,0.1727581823553316,76.950000000000003,0.0,0.0,0.0,0.99999999962124431,9.5,1.0815216254895832e-11,1.5784948373641193e-10,1.5784949919291021e-10,6.740237709619057e-17,4.1282747882348599e-17,5.2234240504379054e-11,2.8794499638821729e-15,4.1628703977523888e-17,5.8360196433773695e-25,4.977317564320102e-29,7.6135502032864624e-29,4.191153956392257e-15,1.9392818672744936e-19,3.1810103672160031e-25,4.0177422803040637e-29,6.0116657657331587e-40,1.0520317950852577e-39,1.9882523899845597e-26,5.3304209703294965e-20,1.930425874636566e-26,1.9304262450050781e-26,3.267596552320801e-33,4.3608856683417182e-34,3.6686490757877415e-32,7.2754136654523034e-22,2.9152947195019984e-28,1.9454077896795653e-29,1.4451615262531944e-60,4.7667272756048522e-35,5.6472029564291402e-33,1.3590891780490264e-60,4.5002300786207322e-17,5.7843120795995392e-42,5.6893545224405792e-42,8.1364367561422752e-24,2.4618262669556689e-24,1.9422373019535768e-19,8.1362271005160344e-24,1.7638617443191006e-30,1.3590891778780093e-60,3.6917447705304606e-39,1.0523333095648936e-39,3.015176549892587e-43,5.8001188563615664e-51,3.4513080136826402e-33,2.6908438314969231e-58,4.8385367560925906e-25,3.1811532655284195e-48,1.7104796362647798e-59,1.8349024346455623e-31
1.7172142237616843e-16,0.17275818235533164,76.950000000000003,0.0,0.0,0.0,0.9999999994901364,9.5,1.4558949839522868e-11,2.1248973637414417e-10,2.1248975627319565e-10,1.1612693345503353e-16,6.4395795412428587e-17,7.0312615261937848e-11,4.9608543402243096e-15,7.1720773089463918e-17,1.0869668320613542e-24,1.0626049793338228e-28,1.6849508967941402e-28,7.2207208168149056e-15,3.3411717312330467e-19,5.6553569075346474e-25,8.558151783150381e-29,1.5973611624167052e-39,2.7203842159082186e-39,4.2446143254649865e-26,9.1837347830469514e-20,4.1212405551672957e-26,4.1212415128804794e-26,8.4494325301230888e-33,1.1276993055504013e-33,7.8318135414216355e-32,1.2534745448003085e-21,6.2233808633611765e-28,4.1531600598518579e-29,9.1256348535385444e-60,1.2326469201277268e-34,1.2056142352004677e-32,8.5821213415059582e-60,7.7532119673033672e-17,1.7790218363674459e-41,1.7448224388980863e-41,1.7369746231058922e-23,5.255530492474503e-24,3.3461022301662518e-19,1.7369298799846821e-23,4.5611659030373124e-30,8.5821213403533268e-60,9.5467507493957006e-39,2.721312685126519e-39,9.2847899365575219e-43,2.0986737313842875e-50,7.3681317621730024e-33,1.1316704215558087e-57,8.3362718058131843e-25,9.7963428400625204e-48,7.1936514904571689e-59,3.9173005893999033e-31
2.15878402338424e-16,0.17275818235533164,76.950000000000003,0.0,0.0,0.0,0.9999999993590285,9.5,1.8302683423410771e-11,2.6712997866845454e-10,2.6713000043770064e-10,1.7774387339115104e-16,8.9877354879980694e-17,8.838960306288761e-11,7.5928991229357862e-15,1.0977441194971437e-16,1.7557765653726788e-24,1.9322393605554362e-28,3.1593960191002601e-28,1.1051766691187267e-14,5.1139984984054945e-19,8.8352879863295255e-25,1.5529098029188202e-28,3.4672863548193278e-39,5.7608420404729394e-39,7.7182356107796413e-26,1.4056626105710408e-19,7.494029836334012e-26,7.4940318644422405e-26,1.7892915727093067e-32,2.388166539424423e-33,1.4240727448054665e-31,1.9185683854899364e-21,1.131578409225068e-27,7.5519601541816717e-29,3.2759684293768868e-59,2.6104164053516721e-34,2.1922796748084501e-32,3.0808550901533303e-59,1.1866777839752205e-16,4.3115508313505299e-41,4.2181494348346423e-41,3.1583931549708146e-23,9.5562877521854484e-24,5.1213044281436181e-19,3.1583118218715247e-23,9.6591863458748812e-30,3.0808550896903711e-59,2.021769833155539e-38,5.7630946308027054e-39,2.2526140404188729e-42,5.7540347492796298e-50,1.3398115975613447e-32,3.466330355237882e-57,1.2759499101982527e-24,2.3768194140076072e-47,2.2034306724926209e-58,7.1231729567645953e-31
2.6003538230067953e-16,0.17275818235533164,76.950000000000003,0.0,0.0,0.0,0.99999999922792082,9.5,2.2046417006509404e-11,3.2177021071122733e-10,3.2177023081039077e-10,2.5312764432687619e-16,1.1709494508854978e-16,1.0646510993917904e-10,1.0812890889898389e-14,1.5632931259779902e-16,2.6029635639216021e-24,3.1963136769252074e-28,5.3515686773932806e-28,1.5738592787544191e-14,7.2829219082699965e-19,1.2768712654223372e-24,2.5632896311798898e-28,6.7055084503264466e-39,1.0898322393272893e-38,1.2767240396388931e-25,2.0018250049279265e-19,1.2396589045439407e-25,1.2396592882200047e-25,3.3849525423387949e-32,4.5180809506239053e-33,2.355597329661024e-31,2.7322617817203285e-21,1.8717238742473038e-27,1.2492229082203192e-28,9.9775643914715676e-59,4.9385446717197869e-34,3.6264599740057089e-32,9.3833108350839837e-59,1.6899233339998378e-16,9.196064538075478e-41,8.9743610126926194e-41,5.224418959584768e-23,1.5807419054360474e-23,7.2929764749473863e-19,5.2242844648612855e-23,1.8273563402447304e-29,9.3833108335493096e-59,3.8249521499923716e-38,1.090313207846413e-38,4.8097358055501816e-42,1.3711691806969558e-49,2.2163043479380139e-32,9.1313285021999521e-57,1.8170992255398214e-24,5.0751428304238566e-47,5.8044813303584981e-58,1.1783095606062674e-30
3.4834934222519064e-16,0.17275818235533158,76.950000000000003,0.0,0.0,0.0,0.99999999896570535,9.5,2.9533884170294393e-11,4.310506462476479e-10,4.3105064940325699e-10,4.4597134110826022e-16,1.7405496125329113e-16,1.4261159814960946e-10,1.9049575454488941e-14,2.7541986513841262e-16,4.8452005127819281e-24,7.372948753821075e-28,1.2754886652106898e-27,2.7727414796715878e-14,1.2831377977088596e-18,2.2938334355856812e-24,5.8811041486889047e-28,2.1141790447146836e-38,3.3026584059599495e-38,2.9448654420479643e-25,3.5269041681181255e-19,2.8594997993009197e-25,2.8595009620030557e-25,1.0257707553261681e-31,1.3693138005779315e-32,5.4330559020245462e-31,4.8138203414101461e-21,4.3167366018370142e-27,2.88145258540176e-28,8.2665029740099628e-58,1.4967435346851219e-33,8.3650990737754809e-32,7.7741585147422368e-58,2.9772169530345869e-16,3.6818139221191051e-40,3.5639238057048154e-40,1.2050038482946124e-22,3.6459545987665854e-23,1.2847721859437998e-18,1.204972851202019e-22,5.5380015537462594e-29,7.7741585128400476e-58,1.1592816863973145e-37,3.3045908595978152e-38,1.932473957701526e-41,7.4000711003113648e-49,5.1122780787789502e-32,6.7280852892984294e-56,3.2014461462492384e-24,2.039383711923723e-46,4.2768201811000565e-57,2.7179726807785021e-30
4.3666330214970176e-16,0.1727581823553316,76.950000000000003,0.0,0.0,0.0,0.99999999870348977,9.5,3.7021351330873043e-11,5.4033104505819509e-10,5.4033101196806346e-10,6.9474160263677559e-16,2.3315194867928764e-16,1.7875207176433726e-10,2.9674135312683033e-14,4.2904145019353376e-16,7.8158169081976278e-24,1.4163676095739641e-27,2.4961666132367577e-27,4.3191884276890239e-14,1.9988947402231966e-18,3.6168559769533626e-24,1.1241143637614255e-27,5.0873823032985048e-38,7.7669396881417084e-38,5.6568976542698836e-25,5.4942724066737627e-19,5.4931466804768036e-25,5.4931494148298498e-25,2.4122989644773362e-31,3.2205408062143832e-32,1.0435981088597631e-30,7.4990531350040729e-21,8.2911945839146423e-27,5.5351229784242018e-28,3.5646630617188846e-57,3.5202435543422222e-33,1.6069505875363603e-31,3.3523553832762467e-57,4.6377064384046639e-16,1.0497504027158995e-39,1.0095028693050935e-39,2.3146451158645033e-22,7.0033704281021427e-23,2.0012300543328967e-18,2.3145856178616582e-22,1.3024530519857453e-28,3.3523553822940592e-57,2.726635467275417e-37,7.7724652103713253e-38,5.5255802932475341e-41,2.5541475116750691e-48,9.8207119388231594e-32,2.7816445871360921e-55,4.9872683968779584e-24,5.8319043912774102e-46,1.7681991421091368e-56,5.2212461547940346e-30
6.13291221998724e-16,0.1727581823553316,76.950000000000003,0.0,0.0,0.0,0.99999999817905927,9.4999999999999982,5.1996285642404913e-11,7.5889173726048405e-10,7.5889156890237146e-10,1.3601727434884674e-15,3.5294475247928245e-16,2.5101496837624033e-10,5.8089592684793093e-14,8.3993087268700329e-16,1.594426535665891e-23,3.8958475533493338e-27,7.0143356207073998e-27,8.4551712746860383e-14,3.9134634200772778e-18,7.1815516427334376e-24,3.0562457244010092e-27,2.0564875632905305e-37,3.0486439749295844e-37,1.5557995861438323e-24,1.0756756094176977e-18,1.5109118280463252e-24,1.510912901322147e-24,9.4683482880306865e-31,1.2644099286482671e-31,2.8698103559519037e-30,1.4681743276363148e-20,2.2796742470045314e-26,1.5223322603820993e-27,4.3619456268630165e-56,1.3820715498791276e-32,4.4199882731159888e-31,4.1021526443108395e-56,9.0786968265520341e-16,5.957656119835242e-39,5.6254796650845221e-39,6.3653216454017125e-22,1.9259398319291585e-22,3.9171519392808798e-18,6.3651583012372653e-22,5.1130237917176391e-28,4.1021526423848451e-56,1.0705767311308207e-36,3.0518055286977736e-37,3.1615869289829391e-40,2.1820144351678232e-47,2.7011878678433447e-31,3.6398268456885432e-54,9.7641380076201767e-24,3.3378995484352136e-45,2.3137177745415249e-55,1.4361087700617118e-29
9.665470616967684e-16,0.1727581823553316,76.950000000000003,0.0,0.0,0.0,0.9999999971301996,9.4999999999999947,8.1946154226965566e-11,1.1960127049393263e-09,1.1960120099691943e-09,3.3626180267429584e-15,5.9406196460032222e-16,3.9546858966302105e-10,1.435737359451853e-13,2.0762089279414663e-15,4.0949560430440309e-23,1.5502893473375207e-26,2.8526817244295609e-26,2.0897728351913411e-13,9.6748896059862565e-18,1.7984784559513707e-23,1.1855070984463025e-26,1.4056358520285415e-36,2.0247699252452162e-36,6.1894534126498471e-24,2.6592892389537368e-18,6.0121954529523107e-24,6.0122025811787141e-24,6.287996359040275e-30,8.4023004377043428e-31,1.1413736380034932e-29,3.6296272713749673e-20,9.0636654675787706e-26,6.0565239263131654e-27,1.286826468109426e-54,9.1841269350329131e-32,1.7587999923789334e-30,1.2101844310708862e-54,2.2438828740826675e-15,6.7421668370352494e-38,6.1058043830283873e-38,2.5318084681792075e-21,7.6604183388077226e-22,9.679390103480815e-18,2.531743744209775e-21,3.3969277483113448e-27,1.2101844299874442e-54,7.1154481341478448e-36,2.0284181983800626e-36,3.6483112279700566e-39,4.5375947188010727e-46,1.0748184466540579e-30,1.4065892413741909e-52,2.413894341121826e-23,3.8546883399561585e-44,8.9412297610105759e-54,5.7144004741118498e-29
1.6730587410928574e-15,0.17275818235533158,76.950000000000003,0.0,0.0,0.0,0.99999999503248582,9.499999999999984,1.4184589124206876e-10,2.0702529801444696e-09,2.0702502008252852e-09,1.0053910805159523e-14,1.0764246469823327e-15,6.8408740138245182e-10,4.2905294599544171e-13,6.2060095346033096e-15,1.2595423086451515e-22,8.2795284306909565e-26,1.5632513365923028e-25,6.2450362913113818e-13,2.8927184843108081e-17,5.4279948434590665e-23,6.0089036303536266e-26,1.4294955090601397e-35,1.9987182941804284e-35,3.303763731186515e-23,7.9510539098176726e-18,3.2106424056394139e-23,3.2106494422229879e-23,6.2061780742149993e-29,8.30405498896091e-30,6.0886574358675414e-29,1.0852292367283533e-19,4.8316314007655119e-25,3.2330518809283224e-26,7.1859535063081458e-53,9.0766098553237405e-31,9.3924308632224382e-30,6.7579658710065395e-53,6.7055757291247292e-15,1.2184993680740394e-36,1.020075276074068e-36,1.3508295896930326e-20,4.0871508966472929e-21,2.8912007267248975e-17,1.3507953353597954e-20,3.3555301986697612e-26,6.7579658590408445e-53,7.0348076410146864e-35,2.0055813313073074e-35,6.8631080972378754e-38,1.6596177423048357e-44,5.7393806858174436e-30,1.0128623857410348e-50,7.2173471540418636e-23,7.2629977389767411e-43,6.4384457096279164e-52,3.0514551846685719e-28
2.3795704204889463e-15,0.17275818235533155,76.950000000000003,0.0,0.0,0.0,0.99999999293477926,9.499999999999968,2.0174562805181442e-10,2.9444910431969986e-09,2.9444848033506849e-09,2.0327033821818414e-14,1.558633507517734e-15,9.723219866794931e-10,8.6707520674659436e-13,1.2544410199524078e-14,2.5761708001521718e-22,2.3161826459216737e-25,4.4393492231139109e-25,1.2620624527270131e-12,5.8485401973368469e-17,1.1015065442201116e-22,1.6193096290151638e-25,5.404670996511237e-35,7.4530393198018855e-35,9.238512455051462e-23,1.6075522626450847e-17,8.9811497472072031e-23,8.9811759860599958e-23,2.3140148838909347e-28,3.098703953327822e-29,1.7018584415040831e-28,2.1941291545878503e-19,1.3498178964440131e-24,9.0412693163967306e-26,5.7292446357893594e-52,3.3869581867198153e-30,2.6273643056966999e-29,5.388017066722398e-52,1.355133095777986e-14,5.726989291971999e-36,4.6201204589792902e-36,3.7762236650293154e-20,1.14255391298063e-20,5.8404306861929153e-17,3.7761284741943925e-20,1.2517588220469048e-25,5.3880170556970587e-52,2.6256516251986367e-34,7.4859370694428116e-35,3.289808818766525e-37,9.8812934975418108e-44,1.6054027871179302e-29,7.2726743046997005e-50,1.459211335440289e-22,3.4842803997823674e-42,4.6230113380351294e-51,8.535532699398436e-28
3.0860820998850352e-15,0.1727581823553315,76.950000000000003,0.0,0.0,0.0,0.99999999083707991,9.4999999999999432,2.6164536465620223e-10,3.8187268955762496e-09,3.8187158175946583e-09,3.4181937812139816e-14,2.0406853981225454e-15,1.2601728309480271e-09,1.4574478099835905e-12,2.1089934730657098e-14,4.3593746652118333e-22,4.9378571104222942e-25,9.5838924921739455e-25,2.121373259868907e-12,9.8349554912764006e-17,1.8558381855333089e-22,3.3353982074339047e-25,1.4383996303246732e-34,1.9610798784774803e-34,1.9688065413393793e-22,2.7032682476716092e-17,1.914568668498091e-22,1.9145755725965003e-22,6.0882183535889163e-28,8.1588005573820826e-29,3.6253074110423939e-28,3.68966149801055e-19,2.8740197317086968e-24,1.9268709510823151e-25,2.9695386737060262e-51,8.91769580848288e-30,5.6009487812509727e-29,2.7926762089774652e-51,2.277813677417045e-14,1.7847988408087753e-35,1.3940144243756655e-35,8.0450919054234139e-20,2.4341590665199304e-20,9.8131405039643623e-17,8.044890239653904e-20,3.2949294216774062e-25,2.7926762026577915e-51,6.9146700108496606e-34,1.9715179101918705e-34,1.0438138647721098e-36,3.7000903909533452e-43,3.4221833860183432e-29,3.1552705893404922e-49,2.4538184617936351e-22,1.1063342492333877e-41,2.005707691108075e-50,1.8195092506950091e-27
3.792593779281124e-15,0.17275818235533147,76.950000000000003,0.0,0.0,0.0,0.99999998873938778,9.4999999999999147,3.2154510105523232e-10,4.6929605386836655e-09,4.6929432436175806e-09,5.1618562416002055e-14,2.5227097351939611e-15,1.5476404363734937e-09,2.1999713810071657e-12,3.1841052276577322e-14,6.6091460899553081e-22,9.0219223375578117e-25,1.7711349494703799e-24,3.202145852787146e-12,1.4851963091820736e-16,2.8056587239329248e-22,5.8943799835902265e-25,3.152243026045053e-34,4.2533422276068748e-34,3.5958411128766084e-22,4.0822512652097277e-17,3.4978780266439703e-22,3.4978930007819446e-22,1.3203456379177437e-27,1.7706815950005917e-28,6.618582126771757e-28,5.5718242411008927e-19,5.244522134880873e-24,3.5194275131696985e-25,1.1555228581265352e-50,1.9353676129704697e-29,1.0232874343943917e-28,1.0867011944812504e-50,3.4382877203702434e-14,4.4433930498511645e-35,3.3673465497240862e-35,1.4689342779953243e-19,4.4444628058061285e-20,1.4806759537107329e-16,1.4688976609214726e-19,7.1489367411306984e-25,1.0867011917727448e-50,1.5009712312815129e-33,4.2797845018776769e-34,2.6442543957814285e-36,1.0779929992779462e-42,6.2519788109118922e-29,1.0430486196858641e-48,3.7055545572649494e-22,2.8046695248100939e-41,6.6303398699150409e-50,3.3240902248443976e-27
5.205617138073302e-15,0.17275818235533127,76.950000000000003,0.0,0.0,0.0,0.99999998454402539,9.4999999999998401,4.4134457323722084e-10,6.4414212026754204e-09,6.4413873312382217e-09,9.7236735600174879e-14,3.4867626113185729e-15,2.1214277907740252e-09,4.140732948906714e-12,5.9954387168510015e-14,1.2508360651866267e-21,2.2797355521628958e-24,4.5668742447725181e-24,6.0270015126981854e-12,2.7977746450476106e-16,5.2912631220619199e-22,1.397316728550093e-24,1.0650953615194689e-33,1.4098726503028216e-33,9.0794887836845459e-22,7.6900095703369914e-17,8.8376308199392259e-22,8.8376804551874371e-22,4.3758249979472632e-27,5.8769982312369689e-28,1.6698370791873249e-27,1.0496031944097878e-18,1.3219390886251305e-23,8.8874352773382904e-25,1.0291264629550276e-49,6.4235012254958119e-29,2.5854346025340184e-28,9.6783285207848637e-50,6.4714620432110032e-14,1.8371543882253127e-34,1.3144673361284733e-34,3.7069190613294904e-19,1.1215740726038554e-19,2.7847215108425369e-16,3.706827681358703e-19,2.3714564722331381e-24,9.6783284907185841e-50,4.9838367112921687e-33,1.4212001801822325e-33,1.1327644333268202e-35,5.8766067512194147e-42,1.5794650258395022e-28,7.1305283291860147e-48,6.9804069495490127e-22,1.2033047176423067e-40,4.5326626889430829e-49,8.3979615582170129e-27
6.61864049686548e-15,0.1727581823553311,76.950000000000003,0.0,0.0,0.0,0.99999998034869153,9.4999999999997424,5.6114404459778293e-10,8.1898730474551467e-09,8.1898170667268837e-09,1.5718103927728263e-13,4.4507880465944151e-15,2.6936880698132879e-09,6.6877639406914119e-12,9.6872136171360609e-14,2.0273747488336957e-21,4.6282165139795443e-24,9.4352002059084549e-24,9.7343064352855453e-12,4.5225871449193888e-16,8.5572314370595435e-22,2.6704801268865006e-24,2.7028187510237342e-33,3.5208835616063325e-33,1.8419383218184461e-21,1.2430808116655175e-16,1.7939567465620184e-21,1.7939691419587511e-21,1.0925990414223232e-26,1.4694063183048507e-27,3.3849023538998825e-27,1.696673292787203e-18,2.6772709982019044e-23,1.8031522185472124e-24,4.8380319371009747e-49,1.6060240322636398e-28,5.2482474328177228e-28,4.5498842848890054e-49,1.0452161765304758e-13,5.3735689799917269e-34,3.6719541522135695e-34,7.5159486532134741e-19,2.2740324974730465e-19,4.4941252236407422e-16,7.5157653954669498e-19,5.9262702613575068e-24,4.5498842689446816e-49,1.2465535399162092e-32,3.5550115470829687e-33,3.412832756141652e-35,2.0915419748237704e-41,3.2058896403831963e-28,2.94181747386438e-47,1.1283754039924426e-21,3.6300023171381005e-40,1.8700264420115512e-48,1.7045931955243896e-26
8.031663855657657e-15,0.17275818235533086,76.950000000000003,0.0,0.0,0.0,0.99999997615338654,9.4999999999996216,6.8094351513692225e-10,9.9383160858503238e-09,9.9382324506286323e-09,2.3145092858023112e-13,5.4148715787094394e-15,3.264425495961367e-09,9.8393879762103977e-12,1.4258138636448921e-13,2.9905235695077676e-21,8.2256622577481571e-24,1.7034767989357521e-23,1.4321620582857606e-11,6.6596317249627598e-16,1.2602419154680987e-21,4.4751292666133957e-24,5.7876173977917799e-33,7.430000476306237e-33,3.2712640409199156e-21,1.8304626549058559e-16,3.1879837182251589e-21,3.1880098757087519e-21,2.3053009898075754e-26,3.1044736944487492e-27,6.0068029422238665e-27,2.498390658256397e-18,4.7467623497182571e-23,3.2026932429100311e-24,1.7299915169554035e-48,3.3930643506204152e-28,9.3265933052565275e-28,1.6269552247415302e-48,1.5377766916413294e-13,1.2889944506926965e-33,8.4480756958407872e-34,1.3340746990584513e-18,4.0363703181650776e-19,6.6067314272781196e-16,1.3340425313429299e-18,1.2514387626746473e-23,1.6269552183976435e-48,2.6346095386875158e-32,7.5142342928719634e-33,8.423465422577498e-35,5.9414646501502178e-41,5.6965899552190685e-28,9.4852416441256647e-47,1.6615580340181375e-21,8.9707479568342654e-40,6.0294924062300477e-48,3.0289736401532726e-26
