Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887)
6.039382117024945e-20,0.24927547053727966,76.950000000000003,0.0,0.0,0.0,0.99999999999925715,9.5,1.7668455171901152e-14,2.0352593966800471e-13,2.0352545307406596e-13,3.5221191093302362e-23,3.520157851016086e-23,3.1820541795144456e-13,1.0352670226868423e-20,2.0155538669329087e-23,8.2079968866845237e-34,2.2067927507492016e-38,6.4610268731688412e-27,1.8288309132777219e-20,1.8080510125393026e-25,9.3546305870169822e-34,2.5420060761127564e-38,1.3054943871898636e-40,1.9794419997203975e-51,1.8476385815001569e-34,1.600338430135399e-25,6.6585266981577556e-35,6.6585266987598889e-35,5.2769630223607164e-45,7.4416361075644704e-46,3.4347770952550895e-39,6.8314647275018941e-26,1.1600209601803936e-35,8.1793769102907939e-37,7.7035203041199108e-81,3.4675847366976547e-45,4.5000518376658266e-39,7.1656900247019757e-81,2.0260553552328097e-22,2.3237739750119264e-55,2.3237405957872843e-55,5.299776322852147e-32,1.5900716094632887e-32,1.8999776050668992e-24,5.2995766822731917e-32,1.348361686829868e-41,7.1656900246983024e-81,1.6500100042065081e-48,2.4571854089969958e-49,7.4749012282449148e-58,1.5173617720697687e-68,6.9017459106064177e-40,4.2063390928507004e-79,3.7086195597939474e-30,4.6248871933433892e-61,1.0591378768968418e-79,1.2688187323809432e-39,9.2343092772693732e-91,1.0097328105699511e-84,2.3156026058553107e-94,9.336960408569628e-55,2.6458072380421756e-40,2.8712947161986894e-56,1.010866055911546e-39,6.9997122286062449e-50,1.7956096072529747e-33,8.0112367404535308e-50,5.9697339132912842e-51,2.6640643144315292e-43,2.562054706191655e-43,5.8526902242872051e-60,9.4520100439781847e-44,3.6396611079515374e-47,7.1203275240114676e-64,2.14913313521129e-49,3.5696053848965539e-36,6.4082582638094744e-65,4.8661399587299249e-19,1.6460406617556754e-34,2.1260140883464754e-34,1.6460406617556773e-34,2.9355240809282809e-58,9.1916386375754481e-54,5.7924385162622428e-54,2.1173637361077801e-91,1.6237197260445571e-94,1.2615089406342188e-42,5.7556782130415082e-52
1.2084011308000388e-19,0.24927547053727975,76.950000000000003,0.0,0.0,0.0,0.99999999999851363,9.5,3.5352260869559059e-14,4.0722870454168289e-13,4.0722773097096092e-13,1.4097655320295763e-22,1.4081927843807504e-22,6.3668723712973551e-13,4.1437657468065443e-20,8.067467745656195e-23,6.5562844370130133e-33,1.7667760569887261e-37,2.5860945414694106e-26,7.3200891451884489e-20,7.2369159653871336e-25,7.4409972354926567e-33,2.0351318473730815e-37,1.04518930596395e-39,3.1696850831119367e-50,1.4792341992728898e-33,6.4055243191904715e-25,5.3308700244872294e-34,5.3308700254514286e-34,8.45001376304938e-44,1.1916312685047854e-44,2.7499096993456499e-38,2.734366013811765e-25,9.2872176511851352e-35,6.5484739771947798e-36,9.8805301590863194e-79,5.5526527189054814e-44,3.6027772720891333e-38,9.190709390760812e-79,8.1095008323198358e-22,7.4422813751697321e-54,7.4420675714828322e-54,4.2430429795720818e-31,1.2730239472851464e-31,7.6048608137137502e-24,4.2428831460840188e-31,2.1591352049035927e-40,9.1907093907513881e-79,2.6421654559222122e-47,1.9830919937657249e-48,2.3939802552837993e-56,9.7194150226990086e-67,5.5255928277995176e-39,5.3887521352341479e-77,1.4844143168677033e-29,7.463602626996671e-60,1.3568643354925365e-77,1.0158264685067246e-38,2.3660276257792487e-88,1.2935715558961322e-82,5.9330695080922284e-92,2.9903410401529736e-53,2.1182518849676419e-39,9.1958729746277864e-55,8.0930749383160479e-39,1.120865667934572e-48,7.1871179187905937e-33,1.2828414317386789e-48,9.5593521901985153e-50,2.132871312568389e-42,2.0512016977683532e-42,1.8551225030327819e-58,7.5673430423857252e-43,3.8649917440660688e-46,4.5609051314397087e-62,3.4414127576653861e-48,2.8578502912314568e-35,4.1047912851492519e-63,9.7365092399063628e-19,1.3178330235775336e-33,8.5095982876598322e-34,1.3178330235775365e-33,9.4015801182606948e-57,1.4681517211248455e-52,9.2498857539159e-53,5.425122553625548e-89,4.1653011298860939e-92,1.0099742030568767e-41,4.8567922830909748e-51
2.4173269689951276e-19,0.2492754705372797,76.950000000000003,0.0,0.0,0.0,0.99999999999702649,9.5,7.0719872264807452e-14,8.1463423395590564e-13,8.1463228655093641e-13,5.6408984132934052e-22,5.6283113149857949e-22,1.273650699199985e-12,1.6580457869881236e-19,3.2280376088637757e-22,5.2230053720035322e-32,1.4139578472806009e-36,1.034774671004277e-25,2.9289886806250949e-19,2.8957090367570679e-24,5.8790333675241673e-32,1.6286941262049989e-36,8.3646909871473879e-39,5.0735566969623548e-49,1.1838367539693012e-32,2.563044082924567e-24,4.2663161744909462e-33,4.2663161760342917e-33,1.3525517219044904e-42,1.9073858108046799e-43,2.2007627634836326e-37,1.0941024065154324e-24,7.4325911669970825e-34,5.2407678563141546e-35,1.2659909907612433e-76,8.887857964729945e-43,2.8833160994387798e-37,1.1776043492081095e-76,3.2448561311607569e-21,2.3824981510872954e-52,2.3823612659357807e-52,3.395723019331018e-30,1.0188057806556294e-30,3.0429340313204664e-23,3.3955951045483233e-30,3.4560215601863719e-39,1.1776043492056945e-76,4.2291842913901414e-46,1.6124452809366848e-47,7.6639533966015789e-55,6.2230796598094378e-65,4.4221528701556093e-38,6.9005691091739813e-75,5.939590797055553e-29,1.2131523550384011e-58,1.7375332715029164e-75,8.1296988358872851e-38,6.0596458847274816e-86,1.6564841373941077e-80,1.5195216315050104e-89,9.5731135776420484e-52,1.6952410151014783e-38,2.9439161064447082e-53,6.4769195895726493e-38,1.7941141190205835e-47,2.8757833298512656e-32,2.0533809871679615e-47,1.5301188799398646e-48,1.7069452665790095e-41,1.6415849105348622e-41,5.8189439452000794e-57,6.0561547453305161e-42,4.615420229931474e-45,2.9202257992942281e-60,5.508500425155141e-47,2.2871416060090594e-34,2.628188346131155e-61,1.9477252522405672e-18,1.0546663445687837e-32,3.4049488472575193e-33,1.0546663445687883e-32,3.009770226421723e-55,2.3382161787871648e-51,1.4724669035761892e-51,1.3894226123950703e-86,1.0674165159703042e-89,8.0828631282486258e-41,3.9937684311596546e-50
4.835178645385305e-19,0.2492754705372797,76.950000000000003,0.0,0.0,0.0,0.9999999999940522,9.5,1.4145509505503439e-13,1.6294452914551059e-12,1.6294413968556294e-12,2.2567266629894553e-21,2.2466706581793769e-21,2.5475769181955458e-12,6.6332607044442371e-19,1.291424980111531e-21,4.1412732743676892e-31,1.1313811717910177e-35,4.1397724888390923e-25,1.1717858259058624e-18,1.1584721708692061e-23,4.5868601678141885e-31,1.3031549583184211e-35,6.6930236719514513e-38,8.1193307066450172e-48,9.4724898944398792e-32,1.0253845262313926e-23,3.4137011336597198e-32,3.413701136129573e-32,2.1645205964886645e-41,3.0524374406892485e-42,1.7609433838676521e-36,4.3771207291372686e-24,5.9471933560164766e-33,4.1934080758687197e-34,1.6212901743111961e-74,1.4223458273005643e-41,2.3070898746005347e-36,1.5080979048556076e-74,1.2981533342061075e-20,7.6253824151962415e-51,7.6245062614612113e-51,2.7170928855080057e-29,8.1519897643873803e-30,1.2173710578526748e-22,2.7169905351823622e-29,5.5307568068402846e-38,1.5080979048494224e-74,6.7680681211610347e-45,1.3307992979748262e-46,2.452977239556799e-53,3.983616261099311e-63,3.5383930034614037e-37,8.8346180716374828e-73,2.3762230740688023e-28,2.0006183647131518e-57,2.2245183873825883e-73,6.5049939082596612e-37,1.5516025356868993e-83,2.1207544920951605e-78,3.8908111479768387e-87,3.0640389013768794e-50,1.3564435406345172e-37,9.4225064735353022e-52,5.1825197233702576e-37,2.8711637913476906e-46,1.1505005892055392e-31,3.2860757020387816e-46,2.4486883072634229e-47,1.365815547359745e-40,1.3135175830177855e-40,1.7901122307059935e-55,4.8458126384999998e-41,6.1290856028904398e-44,1.8693425609333019e-58,8.8153902643839311e-46,1.8300492818654622e-33,1.6823988688983424e-59,3.8958757967981256e-18,8.4389237112557834e-32,1.3622021405499509e-32,8.4389237112558589e-32,9.6332849139946937e-54,3.7047477228903731e-50,2.3308621942964371e-50,3.5576428525716114e-84,2.7339942648353954e-87,6.46751854985854e-40,3.2399290505545719e-49
9.67088199816566e-19,0.2492754705372797,76.950000000000003,0.0,0.0,0.0,0.99999999998810363,9.5,2.8292554063440902e-13,3.2590674011626434e-12,3.2590596140439837e-12,9.0276412062073663e-21,8.9474976700953827e-21,5.0954265356100327e-12,2.6535185493989822e-18,5.1661182597117553e-21,3.2542203501624398e-30,9.0519098002354605e-35,1.6560437661041741e-24,4.6875218139428159e-18,4.634265816205877e-23,3.4951800754715791e-30,1.0425464795373254e-34,5.3549273366016805e-37,1.2992212900046344e-46,7.5787069777503978e-31,4.1018719007408406e-23,2.7312202020225188e-31,2.7312202059746775e-31,3.4635772420665553e-40,4.8843940453838673e-41,1.4088865506696674e-35,1.7509897221130675e-23,4.7581922824169182e-32,3.3550410524266304e-33,3.6339212096302708e-72,2.2759822481707927e-40,1.8458454184043931e-35,3.3802147513534711e-72,5.1930326664035022e-20,2.440241462631274e-49,2.4396807902877672e-49,2.1738783673298275e-28,6.5222040006621382e-29,4.8698749577660812e-22,2.1737964807911875e-28,8.8501019529306737e-37,3.3802147513257889e-72,1.0829998974013677e-43,1.1297036440741907e-45,7.8503298389122896e-52,2.5497794932517215e-61,2.8309813073935647e-36,1.1309496584355693e-70,9.5056658158446726e-28,3.3907091364162812e-56,2.8476820374180854e-71,5.2044887000324776e-36,3.9725206044760097e-81,2.7148533758678889e-76,9.9615263143089928e-85,9.805945190066059e-49,1.0852469281506579e-36,3.0155152849067117e-50,4.1464094188623255e-36,4.5943200933101437e-45,4.6023768830587048e-31,5.2582483241954466e-45,3.9182996683639968e-46,1.0927561699441633e-39,1.0509142275036245e-39,5.3156628551781178e-54,3.8769681215787863e-40,8.8017239492491948e-43,1.1965054219610252e-56,1.410604707473498e-44,1.4641600372037451e-32,1.0768489488795219e-57,7.7921844381370501e-18,6.7517648745799836e-31,5.449259106094137e-32,6.7517648745801036e-31,3.0829720824205216e-52,5.8126982511813525e-49,3.650511729373117e-49,9.1083041698384798e-82,1.2862988252333484e-84,5.1745060846474312e-39,2.6102350490734127e-48
1.934228870372637e-18,0.2492754705372797,76.950000000000003,0.0,0.0,0.0,0.99999999997620648,9.5,5.6586643178884117e-13,6.5183115996199744e-12,6.518296034736566e-12,3.6112033238916064e-20,3.5476044259215773e-20,1.0191114488157452e-11,1.0614492675795885e-17,2.0665297238894437e-20,2.5136565933190369e-29,7.2418732421915715e-34,6.6244446151208983e-24,1.8750826510346879e-17,1.8537817505919543e-22,2.5522860333282644e-29,8.3395443663849625e-34,4.2841452266495513e-36,2.0788476879505603e-45,6.0632462468799147e-30,1.6408155105727992e-22,2.1850798688243318e-30,2.1850798751480789e-30,5.5419797411598695e-39,7.8154192932580708e-40,1.1271596769184733e-34,7.0042353570997842e-23,3.8067118833799284e-31,2.6841539516602184e-32,4.6674454330815755e-70,3.6417485187285743e-39,1.4767436691365225e-34,4.3415822739159562e-70,2.0772949642907619e-19,7.8083036815259185e-48,7.8047167981851063e-48,1.7391815200239723e-27,5.2179996339979046e-28,1.9480247771961543e-21,1.7391160100776378e-27,1.4160853943547821e-35,4.3415822738447295e-70,1.7328842362064089e-42,1.0077517750749835e-44,2.512223180447181e-50,1.6319367453173951e-59,2.2648895622778651e-35,1.4476852754779425e-68,3.8024209990468246e-27,6.0315027246562572e-55,3.6452085663452017e-69,4.1637877357609695e-35,1.0170144811428357e-78,3.4751874944598633e-74,2.5502747935689963e-82,3.1380609703968857e-47,8.6822125259082403e-36,9.6501320504308207e-49,3.3172849635277528e-35,7.3512562207979648e-44,1.8410256492117959e-30,8.4136006622871347e-44,6.2695977155233168e-45,8.7424641078750283e-39,8.4077191033458693e-39,1.4863236632618464e-52,3.101641607520482e-39,1.327861005577898e-41,7.6580230202364473e-55,2.2570784090427772e-43,1.1713541951764094e-31,6.8921841507454713e-56,1.5584831929654235e-17,5.4016441240309751e-30,2.1797980015862784e-31,5.4016441240311699e-30,9.8660090270050887e-51,8.9516588166655117e-48,5.6027938887235368e-48,2.3317259407910406e-79,3.3073056730136719e-82,4.1398013336160121e-38,2.0955719380046849e-47
3.868510211484779e-18,0.24927547053727966,76.950000000000003,0.0,0.0,0.0,0.99999999995241218,9.5,1.1317482140804371e-12,1.3036799914299339e-11,1.3036768821385231e-11,1.4445106387041297e-19,1.3944511948358433e-19,2.0382445264325911e-11,4.2458727095928618e-17,8.2662737343887135e-20,1.8807535948540023e-28,5.7936386997628153e-33,2.6498317569937968e-23,7.5004642232460524e-17,7.4152778130248487e-22,1.7365651397021976e-28,6.6698371685339436e-33,3.4273975053102187e-35,3.3262021338391127e-44,4.8507006655686407e-29,6.5633954551111079e-22,1.7481053528554687e-29,1.7481053629736373e-29,8.8673107766022951e-38,1.2504961083394919e-38,9.0174423043664829e-34,2.8017443156831229e-22,3.045405546092828e-30,2.1473640325835343e-31,5.9747715901176895e-68,5.8269192377291212e-38,1.1814185469285917e-33,5.5576359301951896e-68,8.3093278861284113e-19,2.4981601775141067e-46,2.495866571150377e-46,1.3913722644795775e-26,4.1744807546297557e-27,7.792221867908728e-21,1.3913198591098763e-26,2.2657848341144081e-34,5.5576359300128319e-68,2.772673329150937e-41,9.7253813958097346e-44,8.0392332493642023e-49,1.0444555226322425e-57,1.8119498555703603e-34,1.8530659967972987e-66,1.5209993054897603e-26,1.1590195258146813e-53,4.6659396572090418e-67,3.3311078386038846e-34,2.6035979612282079e-76,4.4483292724794299e-72,6.5288094139699652e-80,1.0042017917783229e-45,6.9456547941534503e-35,3.0881080177327705e-47,2.6538908864526021e-34,1.1762213626527973e-42,7.3642522968039253e-30,1.3462024726636589e-42,1.0031609479971706e-43,6.9941368684019293e-38,6.7263447888688267e-38,3.7956249090005921e-51,2.4812439775139277e-38,2.0601825110111297e-40,4.9012391675544947e-53,3.6114047439956395e-42,9.3705849418774961e-31,4.4110936290779819e-54,3.1170247747598936e-17,4.3213791495237661e-29,8.7194147054247579e-31,4.3213791495240789e-29,3.1571929481360375e-49,1.3321224932987754e-46,8.2872106156565085e-47,5.9687349589037687e-77,8.4674089681840471e-80,3.3119195876427181e-37,1.6794262742994634e-46
7.737072893709063e-18,0.24927547053727975,76.950000000000003,0.0,0.0,0.0,0.99999999990482369,9.5,2.2635117785945547e-12,2.6073776226729381e-11,2.6073714175736601e-11,5.7781006973998389e-19,5.3901939523862814e-19,4.0764926302556014e-11,1.6983577655764746e-16,3.3065324613380652e-19,1.3312254101176093e-27,4.6349701101375407e-32,1.0599434847609383e-22,3.0002010258661355e-16,2.9661412565092564e-21,1.0666625849150435e-27,5.3328049836693311e-32,2.7419505000099022e-34,5.3218670666167403e-43,3.8805882389951084e-28,2.6253847927579928e-21,1.3985008237133168e-28,1.3985008399023193e-28,1.4187614238319014e-36,2.0008103182079273e-37,7.2139608215006435e-33,1.1207036634729034e-21,2.4362953577011789e-29,1.7178954566213814e-30,7.6478915446302073e-66,9.323104280028543e-37,9.4513896576791036e-33,7.1139450681881488e-66,3.3237481450473477e-18,7.9906188755164523e-45,7.9759659133232509e-45,1.1131014586057458e-25,3.339595377679838e-26,3.1168918340107657e-20,1.1130595399425692e-25,3.6252716927589668e-33,7.1139450677213023e-66,4.4362954608321584e-40,1.0441513819252645e-42,2.5725294404381155e-47,6.6844524757766641e-56,1.4495694039384376e-33,2.3719025581251585e-64,6.0840588027329873e-26,2.4751180572926913e-52,5.972347736759221e-65,2.6649156323428683e-33,6.6651499889888201e-74,5.6938601530693478e-70,1.6713617096238219e-77,3.2134616651732347e-44,5.5561416793029088e-34,9.881977001170514e-46,2.1231377845799043e-33,1.8819475658711702e-41,2.9457307843204417e-29,2.1539261651784307e-41,1.6050773128432572e-42,5.5953752181887571e-37,5.3811554572776436e-37,8.6435203062114676e-50,1.9848136406459281e-37,3.2445864370087725e-39,3.1368011021211607e-51,5.7782808955115118e-41,7.4958033393949139e-30,2.8231094348823779e-52,6.2341562719553359e-17,3.4570823937691758e-28,3.4878376042901028e-30,3.4570823937696744e-28,1.0103067571194242e-47,1.869170113763785e-45,1.1513862356263e-45,1.5276867761628699e-74,2.1677057722684186e-77,2.6495669713912088e-36,1.3447341688329161e-45
1.1605635575933347e-17,0.2492754705372797,76.950000000000003,0.0,0.0,0.0,0.9999999998572352,9.5,3.3952753430395997e-12,3.9110752233534751e-11,3.9110659311142055e-11,1.2278499786322808e-18,1.1189264876654189e-18,6.1147226828277976e-11,3.6090084259791253e-16,7.0263868368788496e-19,3.5583430638060911e-27,1.3253174299735067e-31,2.2523866434977863e-22,6.375423954522204e-16,6.3030689683129666e-21,2.6574800967207209e-27,1.5243400965068478e-31,7.8402885336136973e-34,1.9587851091784278e-42,1.1096060679086138e-27,5.5789592353095372e-21,3.998850389747834e-28,3.9988504493338007e-28,5.2219523805481476e-36,7.3643157822213122e-37,2.0627352930105619e-32,2.3814943861187638e-21,6.9662080152008837e-29,4.9120957540327362e-30,3.9460325108451013e-65,3.4315161703966755e-36,2.7025033243299759e-32,3.6705356460352099e-65,7.0629612350988436e-18,3.6475727624482755e-44,3.6395269891666815e-44,3.1827684761226977e-25,9.5491372342227085e-26,6.6233729284631877e-20,3.182648624648992e-25,1.3343391750129594e-32,3.6705356457485908e-65,1.6328491858356495e-39,3.4227407628240194e-42,1.1745176920454278e-46,3.6726225436245057e-55,4.1448625267770151e-33,1.5301976675256991e-63,1.2928663185732731e-25,1.0208656766683228e-51,3.852971371340457e-64,7.6200126422686474e-33,4.9496407139634758e-73,3.673319574501596e-69,1.2411788530265887e-76,1.4671508289619863e-43,1.5886405065805911e-33,4.5117514153636083e-45,6.0708654079769792e-33,6.9267823654395736e-41,6.2596964998498235e-29,7.9278565575642533e-41,5.9077660743237e-42,1.5999323666636279e-36,1.5386814179199319e-36,3.4930365834436173e-49,5.6750069512396212e-37,1.1899529561457907e-38,1.7234516506025487e-50,2.1267900080856973e-40,2.1432140316496487e-29,1.5511005723694905e-51,9.3513361023996504e-17,9.8850233354481564e-28,7.4117314828536159e-30,9.8850233354499931e-28,4.6126966915319707e-47,6.4773512547486075e-45,3.9728373082878582e-45,1.1344249776727498e-73,1.2896451424575769e-76,7.5761284166360082e-36,3.8459798576525684e-45
1.9342760940381915e-17,0.24927547053727966,76.950000000000003,0.0,0.0,0.0,0.99999999976205811,9.5,5.658802471653396e-12,6.5184703105005715e-11,6.5184548706169637e-11,3.3946530765977456e-18,2.9197186047741047e-18,1.0191110584247844e-10,9.9777852872929524e-16,1.9425836774119906e-18,1.372135419565519e-26,6.0907015124655884e-31,6.2272043533682165e-22,1.7626063401826611e-15,1.742618114312926e-20,8.9449437717913293e-27,6.9982055532789715e-31,3.6031178318188848e-33,1.5070524559140527e-41,5.0993132445042619e-27,1.5424224397014465e-20,1.8377293781158386e-27,1.8377294239606367e-27,4.0177016077067726e-35,5.666145207817392e-36,9.4794188775327555e-32,6.5840931132179734e-21,3.201289332498053e-28,2.2573877626496245e-29,2.660075260652321e-63,2.6402062894615521e-35,1.2419583036137475e-31,2.4743590066115417e-63,1.9526890043634108e-17,4.7446720406608356e-43,4.7267877745910521e-43,1.4626654522239657e-24,4.3883782360932639e-25,1.8311430655173952e-19,1.4626103867283589e-24,1.026641110620366e-31,2.47435900628519e-63,1.2563141600079864e-38,2.1799448336793545e-41,1.5289042877799557e-45,8.1885144373825565e-54,1.9048139680809933e-32,5.9188229075570108e-62,3.5744049920392882e-25,1.0871852899877298e-50,1.4903340128171684e-62,3.5018818053121539e-32,3.3629328506801766e-71,1.4208781241932159e-67,8.4330048540398146e-75,1.9098802409337427e-42,7.2998053479588796e-33,5.8732056104109966e-44,2.789953687328188e-32,5.3293967915272463e-40,1.7306268074231619e-28,6.0996607569993698e-40,4.5454996201770636e-41,7.3527189494889685e-36,7.0712688538925549e-36,3.1551249712848518e-48,2.6075638597326342e-36,9.1087924985334473e-38,3.8427004044873318e-49,1.636356933455692e-39,9.847731672732154e-29,3.4584220016245793e-50,1.5585889093422791e-16,4.5426640694530673e-27,2.0491700490869736e-29,4.5426640694544793e-27,6.0046303133064081e-46,4.147912586077302e-44,2.5161497794833713e-44,7.7049980679122013e-72,1.5416375804849277e-74,3.4817190150340674e-35,1.7679418481189222e-44
2.6223056147598988e-17,0.2492754705372797,76.950000000000003,0.0,0.0,0.0,0.99999999967742137,9.5,7.6716604930941049e-12,8.8371153393341288e-11,8.8370944485988258e-11,6.0045295344507307e-18,4.9761735897760869e-18,1.381601138094905e-10,1.7648802767689154e-15,3.4360680428340682e-18,2.7898165186453945e-26,1.3564876723258253e-30,1.1014803668898986e-21,3.1177150799877188e-15,3.0823777489301928e-20,1.7075469916039519e-26,1.5577416074268046e-30,8.0246527016360181e-33,4.0881827142974435e-41,1.1356841086748573e-26,2.7282675629129941e-20,4.0928829948079807e-27,4.0928831191717394e-27,1.0898855267724888e-34,1.5370768018191931e-35,2.1111789789768958e-31,1.1646009857602832e-20,7.1295644612938359e-28,5.0274772654357351e-29,1.485710828977755e-62,7.1621627501999127e-35,2.765997239185077e-31,1.3819841967272874e-62,3.4539351282613059e-17,1.5198026812013056e-42,1.5132296311259208e-42,3.2575364556593534e-24,9.7734593973886758e-25,3.2389280269602878e-19,3.2574138338750639e-24,2.7850002742552261e-31,1.3819841965295714e-62,3.4080404667939017e-38,5.5869725190011266e-41,4.8986310187896032e-45,3.0121216257417311e-53,4.2422688815674938e-32,2.4356141531028431e-61,6.3224787193975636e-25,3.3117406872841947e-50,6.132771174877901e-62,7.7991796640236646e-32,1.5119308111565475e-70,5.8470458797177385e-67,3.7914008279718946e-74,6.1193352955958645e-42,1.6256466650674184e-32,1.8817973210760097e-43,6.2136209852787811e-32,1.4457128265857721e-39,3.0611672153571006e-28,1.6546691067988289e-39,1.2330788248850755e-40,1.6375542808433382e-35,1.574875885903368e-35,8.9539339656430197e-48,5.806849593068281e-36,2.4675529813714036e-37,1.4135339374284819e-48,4.4389993541350038e-39,2.1930219111927971e-28,1.2721779645461518e-49,2.1130163203650389e-16,1.011698474612042e-26,3.6246578566679663e-29,1.0116984746124253e-26,1.9239083966834542e-45,1.0403342317413857e-43,6.2824829954915238e-44,3.4638801848433194e-71,9.6412654837008901e-74,7.7542801157521643e-35,3.9377838502586149e-44
3.310335135481606e-17,0.2492754705372797,76.950000000000003,0.0,0.0,0.0,0.99999999959278452,9.5,9.6845185143027234e-12,1.1155760283062967e-10,1.115573395301424e-10,9.3424599578849215e-18,7.4627046933932365e-18,1.7440851527981563e-10,2.7459648198821821e-15,5.3461657243750378e-18,4.8057154342626456e-26,2.5532835510755601e-30,1.7137958068601139e-21,4.8508309831457325e-15,4.7958784838293639e-20,2.7955921829425504e-26,2.9303702157705176e-30,1.5104584410885001e-32,9.1677121544476478e-41,2.1376570326964966e-26,4.2449175254484501e-20,7.7039215986640387e-27,7.7039218775500548e-27,2.4440670631431239e-34,3.4469355121392159e-35,3.9737710218324771e-31,1.8119948877448469e-20,1.3419463551225367e-27,9.4629937534523904e-29,4.551438841504183e-62,1.6061274390601272e-34,5.2063218452924371e-31,4.2336748407939077e-62,5.37395339366192e-17,4.0074595402546491e-42,3.9873088199440044e-42,6.1315189921278159e-24,1.8396156021445458e-24,5.0394008160698136e-19,6.1312882184217139e-24,6.2454159089872604e-31,4.2336748400716615e-62,7.6425932587499923e-38,1.1989241561442146e-40,1.292112899843154e-44,9.2455465581048326e-53,7.9850643524783575e-32,8.6227857177054838e-61,9.8371584562433362e-25,8.360943091310022e-50,2.1711802158027816e-61,1.4680170413342606e-31,6.1297445102629671e-70,2.0700297899296905e-66,1.5371232972083731e-73,1.6141159800669175e-41,3.0596624393260182e-32,4.9636680756073798e-43,1.1695728466500121e-31,3.2420160009289009e-39,4.7628768553910118e-28,3.7106158981399372e-39,2.7652218369045626e-40,3.0823233420406904e-35,2.9643546071642223e-35,2.080575610352629e-47,1.0928940024939821e-35,5.527768465363454e-37,4.3388013785785327e-48,9.9545520454829071e-39,4.1274484176509535e-28,3.904915529800122e-49,2.6674599708179986e-16,1.9042581239391009e-26,5.6396846760962632e-29,1.9042581239399601e-26,5.0747526470301611e-45,2.1503209190290326e-43,1.2931726303200049e-43,1.4041811656655096e-70,3.3979967617995597e-73,1.4595668965438696e-34,7.4124037273679524e-44
3.998364656203313e-17,0.2492754705372797,76.950000000000003,0.0,0.0,0.0,0.99999999950814766,9.5,1.1697376535293653e-11,1.3474405150867566e-10,1.3474373388427383e-10,1.3363274742936264e-17,1.0313628590937782e-17,2.1065634789000544e-10,3.9277533146933273e-15,7.6470256896115333e-18,7.4087389441064527e-26,4.2547256917730559e-30,2.4513808039316463e-21,6.9384965660087875e-15,6.8599329429281147e-20,4.1429304868540507e-26,4.8804197459018784e-30,2.5169849197749774e-32,1.7555468302290832e-40,3.5621151292856855e-26,6.071848747239054e-20,1.2837595230216882e-26,1.283759576426474e-26,4.6802166319426282e-34,6.6007131808143429e-35,6.621711591944007e-31,2.5918286948370642e-20,2.2361315519207191e-27,1.5768725103475717e-28,1.394129326600991e-61,3.0756442001715081e-34,8.6756058498100345e-31,1.2967965652797653e-61,7.6867566193697505e-17,8.7158577647927743e-42,8.6665835260850974e-42,1.0217306845836277e-23,3.065458368002969e-24,7.2081883223695964e-19,1.0216922343602502e-23,1.1959629775986883e-30,1.2967965650465079e-61,1.4635144329921665e-37,2.2257886385034386e-40,2.8110555386146867e-44,2.2632360013326182e-52,1.3306018181413503e-31,2.3557420170080668e-60,1.4070882904634104e-24,1.7635960712418262e-49,5.931656781330114e-61,2.4462598836236622e-31,1.8560839035403236e-69,5.6553713974374236e-66,4.654415178165291e-73,3.5116232414946546e-41,5.0981508802906668e-32,1.0798796944839254e-42,1.9489428062376137e-31,6.2082442755152817e-39,6.8127278925071905e-28,7.1056074061825235e-39,5.2952819276938454e-40,5.1362953300826098e-35,4.9397296619040181e-35,4.0844438510903546e-47,1.8209919550488625e-35,1.0577737312487909e-36,1.0621112691842765e-47,1.9062443154278316e-38,6.8772176529967575e-28,9.5589921539619315e-49,3.2219188529911128e-16,3.1731484846198511e-26,8.066994836222805e-29,3.1731484846214967e-26,1.1040482604623466e-44,3.8389380969746735e-43,2.300990515297273e-43,4.2514440810346642e-70,1.1232596638952768e-72,2.4321806203539339e-34,1.2352301298435245e-43
