Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55)
1.8912654701886376e-15,0.19780751180813008,76.950000000000003,0.0,0.0,0.0,0.99999999980628618,9.5,9.7352722402783463e-12,9.0812826333905346e-11,9.0812804951197757e-11,4.1680777822705865e-16,9.0272488765898302e-17,2.3489158289322555e-12,1.5575897642893375e-15,3.0516915121775708e-16,9.5927541311539231e-24,8.8213978831785764e-28,3.0229515972148341e-28,1.4776569645389871e-15,3.4727973571484608e-19,5.1162741585233338e-24,2.8165273353703207e-28,2.0006941381345748e-39,4.0148962368759475e-39,6.0152374923229846e-27,1.6711318070688143e-20,2.1426766421203764e-26,2.1426817394604927e-26,4.5541791528403232e-32,5.4316096329702185e-33,6.0762443786282985e-35,1.4647062397421093e-22,7.3868836369989275e-28,4.4060470422673737e-29,2.6555252880370441e-59,1.8313958164154932e-34,8.2332965484837963e-34,2.560116301276031e-59,1.4723283472597638e-17,2.2288688794198883e-40,1.8828541691547464e-40,5.6497777858655232e-24,1.7369167812724217e-24,1.1329163590193307e-20,5.6497179633042457e-24,5.1593813833158553e-30,2.5601163011560866e-59,6.1589414981258602e-39,4.0192022857578682e-39,4.3060482618107954e-42,6.2010941460946558e-49,5.9609533804261012e-34,3.2979928316415196e-55,1.7933418939238394e-26
2.521688718695275e-15,0.19780751180813014,76.950000000000003,0.0,0.0,0.0,0.99999999974171483,9.5,1.2980370320572619e-11,1.2108371990795086e-10,1.2108365521457448e-10,7.0888050402127152e-16,1.2524124973724045e-16,3.1307435122336422e-12,2.6484454019625368e-15,5.1897405862728163e-16,1.7064018612945858e-23,1.845745858967368e-27,6.6834651683784141e-28,2.5125317866981614e-15,5.9063201853413043e-19,8.8322394801149568e-24,5.7957237180998186e-28,5.2343196664976956e-39,1.0030408329781006e-38,1.2583844019279946e-26,2.8421568866109934e-20,4.4831952326051395e-26,4.4832079651626099e-26,1.1375431276759845e-31,1.3571261944073842e-32,1.270894262645195e-34,2.4910793234644429e-22,1.5448272951391019e-27,9.2181505132498862e-29,1.220707561009139e-58,4.5758665582940705e-34,1.7226791459311023e-33,1.1768493944193718e-58,2.5034712806094328e-17,6.4364154968222417e-40,5.3206012740630027e-40,1.1817077278886988e-23,3.6329338293406078e-24,1.9258423074770647e-20,1.1816952018964926e-23,1.2888447238025791e-29,1.1768493943571752e-58,1.5389500962200442e-38,1.0042952367050751e-38,1.2544035203280572e-41,2.06646493866089e-48,1.2472045580119404e-33,1.2380460114423325e-54,3.0500056165503369e-26
3.7825352157085495e-15,0.19780751180813008,76.950000000000003,0.0,0.0,0.0,0.99999999961257213,9.4999999999999982,1.9470566477534468e-11,1.816253229784791e-10,1.8162510424289964e-10,1.5445024927977543e-15,1.9529341829334483e-16,4.6925202539793927e-12,5.7672447432266613e-15,1.1305348967295653e-15,3.9206176347344729e-23,5.8284044564052144e-27,2.2942549320381006e-27,5.4712797659714744e-15,1.2868661437731566e-18,1.9572198645244295e-23,1.7480314948447906e-27,2.6653054300531308e-38,4.6421663082076696e-38,3.9717328758549405e-26,6.1924702215638447e-20,1.4156517106739541e-25,1.4156576000148822e-25,5.2610107723416404e-31,6.2833015593937257e-32,4.0089306164486309e-34,5.4275358666404261e-22,4.8712493711719928e-27,2.9101028263271878e-28,2.2911499206895161e-57,2.1185522817353576e-33,5.4396629954889203e-33,2.2088323928433958e-57,5.4515496433065083e-17,4.3002493414216631e-39,3.282649229708325e-39,3.7277103065929082e-23,1.1460112998284177e-23,4.1910418552389781e-20,3.7276706710465593e-23,5.9629214219789247e-29,2.208832392636094e-57,7.1266516742716595e-38,4.6508540405764713e-38,8.6877301716430111e-41,2.1971568660102077e-47,3.9380435652069693e-33,2.0801001693668571e-53,6.6453372968897634e-26
5.043381712721824e-15,0.19780751180813014,76.950000000000003,0.0,0.0,0.0,0.99999999948342955,9.4999999999999964,2.5960762629715592e-11,2.4216668360086434e-10,2.4216622174733857e-10,2.7116195109219983e-15,2.6537668719844539e-16,6.2518231819666905e-12,1.0120021874935363e-14,1.9844971001963581e-15,7.0840594021914448e-23,1.3257125667984416e-26,5.4739083699503036e-27,9.6006799400352136e-15,2.2593020215943433e-18,3.4671319798569462e-23,3.8241349952211251e-27,8.1161478234470751e-38,1.3454832772228831e-37,9.030200689116746e-26,1.0871872425091454e-19,3.2199442006229495e-25,3.2199612627007295e-25,1.5240395502791457e-30,1.8216822781760457e-31,9.1102853427614139e-34,9.5288926548723407e-22,1.1066415040289339e-26,6.617747996566263e-28,1.3328630411503588e-56,6.1421800708319553e-33,1.2372655458704779e-32,1.2849753029539619e-56,9.5660586833968377e-17,1.5269612490561185e-38,1.1083529868476436e-38,8.4714312083068576e-23,2.6043716409302023e-23,7.3497375472639376e-20,8.4713408942912144e-23,1.7278520593777503e-28,1.2849753028107416e-56,2.0665307668406194e-37,1.3486426145624307e-37,3.1593363532730058e-40,9.8627341255443637e-47,8.9567415351486439e-33,1.1336078618287754e-52,1.1666966387507596e-25
7.565074706748373e-15,0.19780751180813008,76.950000000000003,0.0,0.0,0.0,0.9999999992251446,9.4999999999999911,3.89411549196696e-11,3.6324867499352871e-10,3.6324745761898916e-10,6.0449038056047449e-15,4.0544613892495201e-16,9.3629936722785136e-12,2.2534455215544036e-14,4.422323451040785e-15,1.6271941517821876e-22,4.4264310902898612e-26,1.9655544508724146e-26,2.1378026136853541e-14,5.0365906066813956e-18,7.7995554846556408e-23,1.1693855295919113e-26,4.4665123164844475e-37,6.8283381619920321e-37,3.0120474406560615e-25,2.4236260473626536e-19,1.0750656955680089e-24,1.0750743441898722e-24,7.7233777761580708e-30,9.2524408699859088e-31,3.0351418995832707e-33,2.1242333551423453e-21,3.6840433526151582e-26,2.2084065715416325e-27,2.6329678799685343e-55,3.1196269259664688e-32,4.1309224502762363e-32,2.5383693668325002e-55,2.1300934302548739e-16,1.1228436587125705e-37,7.205666021702843e-38,2.8224799015493177e-22,8.6771205742237866e-23,1.6344196172567024e-19,2.8224496175062095e-22,8.7628233009008959e-28,2.5383693663559683e-55,1.0500757911972321e-36,6.8532431130126789e-37,2.4904938673068517e-39,1.2347555907940101e-45,2.9900778734144584e-32,2.3050426427508968e-51,2.6008799721606751e-25
1.2608460694801473e-14,0.19780751180813005,76.950000000000003,0.0,0.0,0.0,0.99999999870857514,9.4999999999999716,6.4901939441929945e-11,6.0540974148239261e-10,6.0540593190065461e-10,1.6708586068881483e-14,6.8555045623357048e-16,1.5555715966283693e-11,6.2137595555185927e-14,1.2214118162533947e-14,4.6093683364477729e-22,2.0815615390985787e-25,1.0188994735793092e-25,5.8948802141393982e-14,1.3921646445507588e-17,2.1708566413132479e-22,4.6334518753501448e-26,4.1031521533012138e-36,5.6346269221255407e-36,1.4132733930237634e-24,6.6991117804314868e-19,5.0551460327503228e-24,5.0552172045052286e-24,6.3522750936864382e-29,7.6490039691703744e-30,1.4203614434468457e-32,5.8715234293245713e-21,1.7211719965993386e-25,1.0372785152173965e-26,1.1187800052979139e-53,2.5789535283594409e-31,1.9424054512162543e-31,1.078583959919385e-53,5.8736225454917805e-16,1.4567840880385934e-36,7.6870437767500186e-37,1.3210232447948857e-21,4.0611790979293651e-22,4.4942978977561485e-19,1.3210088699857062e-21,7.2195220619571636e-27,1.0785839595247255e-53,8.6899561420322897e-36,5.6720234565254539e-36,3.7396499691584227e-38,3.4708205018303997e-44,1.4055980915371876e-31,1.2398663267125082e-49,7.1890957324070531e-25
1.7651846682854573e-14,0.19780751180813,76.950000000000003,0.0,0.0,0.0,0.99999999819200669,9.4999999999999432,9.0862723887312092e-11,8.4756692435458152e-10,8.475590753547171e-10,3.270263190110672e-14,9.6564415026310926e-16,2.1709110713842382e-11,1.2135794380092878e-13,2.3889288069582964e-14,9.1179188520549748e-22,5.5717744039224505e-25,2.8749289183222413e-25,1.1513006503572941e-13,2.7248140030157904e-17,4.2601138487997654e-22,1.0979479544551966e-25,1.5273268652323192e-35,1.9974303049061109e-35,3.7765384484781405e-24,1.3111772211911697e-18,1.3530323244679402e-23,1.3530575107877253e-23,2.2471669796493754e-28,2.7146499887157995e-29,3.7879129029263174e-32,1.1491912453414734e-20,4.584419734943718e-25,2.7739899965638847e-26,8.3692646342541763e-53,9.1526693024375444e-31,5.1988841238743111e-31,8.0685698515446604e-53,1.147148918608938e-15,6.1683947115851587e-36,2.9885312454166334e-36,3.5233578642597032e-21,1.0831686777861639e-21,8.7558187780656196e-19,3.523319118204993e-21,2.5567022909701395e-26,8.0685698481118513e-53,3.0860983404203386e-35,2.0144639256154909e-35,1.7033601022036049e-37,1.968725900550234e-43,3.7613590163540138e-31,8.5152218848744302e-49,1.4070856557693646e-24
2.2695232670907672e-14,0.1978075118081299,76.950000000000003,0.0,0.0,0.0,0.99999999767543912,9.4999999999999059,1.1682350825580953e-10,1.0897202309938164e-09,1.0897068877226661e-09,5.4027299778380987e-14,1.2457366478190718e-15,2.7823412368968522e-11,2.0007855053820525e-13,3.9440440003998865e-14,1.5152918401868322e-21,1.1599177172540629e-24,6.2190854954131671e-25,1.8981086704618207e-13,4.5016380613027607e-17,7.046397641073912e-22,2.0551356749501304e-25,4.0523340230600908e-35,5.1112116759769734e-35,7.8493812200603143e-24,2.1661727081069302e-18,2.8165198684666561e-23,2.8165842154089732e-23,5.7393049535732179e-28,6.9538927811478746e-29,7.8582871935060536e-32,1.8985474787107089e-20,9.4996685365716353e-25,5.7698825399609816e-26,4.1216001927268183e-52,2.3445402159515474e-30,1.0822084834949644e-30,3.9735174590203751e-52,1.8912638588786567e-15,1.784652934377329e-35,8.1063354065326774e-36,7.3101627783979912e-21,2.2473161746793998e-21,1.4400748816072581e-18,7.3100815961286678e-21,6.5362788812115763e-26,3.9735174571436325e-52,7.9101563798554684e-35,5.1637171057036967e-35,5.2505358086525875e-37,7.1639839345204296e-43,7.8282404109324171e-31,3.5938613703610059e-48,2.3246322242819149e-24
2.773861865896077e-14,0.19780751180812983,76.950000000000003,0.0,0.0,0.0,0.99999999715887244,9.4999999999998597,1.4278429254742014e-10,1.3318696692597013e-09,1.331849369054152e-09,8.0682540042173438e-14,1.5258251399258199e-15,3.3898864182918867e-11,2.9817807814703918e-13,5.8859717163148106e-14,2.2714353233277553e-21,2.0872691381038566e-24,1.153622362822806e-24,2.8287609738874562e-13,6.7226423969672963e-17,1.0528295111773285e-21,3.3547612272376193e-25,8.8871340837989788e-35,1.0882011073662863e-34,1.4102776893882618e-23,3.2348973122558883e-18,5.0679816851352489e-23,5.0681184705427126e-23,1.2196483096110302e-27,1.4820576502420202e-28,1.4092743523908853e-31,2.8352176956069252e-20,1.7017025408603389e-24,1.0374131166093074e-25,1.5463235113903884e-51,4.9967856613713212e-30,1.9472844702675363e-30,1.4907664982756746e-51,2.8185601190683752e-15,4.1788305372466312e-35,1.7999138270439133e-35,1.3111017854890948e-20,4.0306154072706654e-21,2.1410334832287442e-18,1.3110870847955253e-20,1.3903408322919671e-25,1.4907664974995624e-51,1.6868567863035268e-34,1.1012427101525385e-34,1.3041582328772442e-36,2.0457363500516726e-42,1.4083232397292833e-30,1.164643871730854e-47,3.4715521691178572e-24
3.782539063506697e-14,0.19780751180812953,76.950000000000003,0.0,0.0,0.0,0.99999999612574186,9.4999999999997389,1.9470586089997954e-10,1.8161569700607577e-09,1.816118339264192e-09,1.49984081282298e-13,2.0859883311500702e-15,4.5934115622555038e-11,5.5206629078903457e-13,1.0927325959660264e-13,4.2416341027620864e-21,5.1787162143364933e-24,2.993129188462207e-24,5.2373520820101524e-13,1.2497173295027534e-16,1.9573646257502592e-21,7.0081971150976628e-25,3.0150830041220788e-34,3.5227108262402735e-34,3.4881829020072142e-23,6.0135137237669192e-18,1.2572460785731164e-22,1.257290220772991e-22,3.9334432976386449e-27,4.8077668978336339e-28,3.4730037255660981e-31,5.2704716354656818e-20,4.1843902793840573e-24,2.5696239893193053e-25,1.3128206438628137e-50,1.6209177675735594e-29,4.8306692066936125e-30,1.2656530368059514e-50,5.2184655652731405e-15,1.558117706780512e-34,6.1699685927237791e-35,3.2316806116022666e-20,9.9347985757688296e-21,3.9454820859369992e-18,3.2316436904304378e-20,4.4925201277742006e-25,1.2656530359875579e-50,5.4786573271830982e-34,3.5771340969817292e-34,5.4423162294508017e-36,1.084461739955622e-41,3.4923788138911054e-30,7.7339663356615986e-47,6.4535026174544164e-24
4.7912162611173164e-14,0.1978075118081292,76.950000000000003,0.0,0.0,0.0,0.99999999509261484,9.4999999999995808,2.4662742894498762e-10,2.3004288902262909e-09,2.3003659873907767e-09,2.4060584970488857e-13,2.6461351878911816e-15,5.7816797833838324e-11,8.8205846961134978e-13,1.7506644536025855e-13,6.8223479385825175e-21,1.0400306645953322e-23,6.2057293379661522e-24,8.367927619166762e-13,2.004836769497786e-16,3.1384753330933949e-21,1.210088510808194e-24,7.6780487775087162e-34,8.6704828407570367e-34,6.9841509112753377e-23,9.6469834356773733e-18,2.5245682454199477e-22,2.5246765853454396e-22,9.6483884883654144e-27,1.1856040607927672e-27,6.9291351720676218e-31,8.4548925913111601e-20,8.3307417552612379e-24,5.1521494371542995e-25,6.043333697195339e-50,3.9971463261276013e-29,9.6998944269570861e-30,5.8262061295230964e-50,8.3377518886579929e-15,4.2208939949194503e-34,1.5750898461122815e-34,6.4488479030740367e-20,1.9824788184035667e-20,6.2741782138696724e-18,6.4487728912231318e-20,1.1038859048583471e-24,5.8262061252720276e-50,1.3525186046675283e-33,8.8319406004583815e-34,1.6145737973881446e-35,3.7995938768311887e-41,7.0101405560144581e-30,3.1415545271873806e-46,1.0352916941193982e-23
5.799893458727936e-14,0.19780751180812875,76.950000000000003,0.0,0.0,0.0,0.99999999405949136,9.4999999999993889,2.9854899668244327e-10,2.7846854964197824e-09,2.784592315036275e-09,3.5254624297556285e-13,3.2062612250321953e-15,6.9548923346932642e-11,1.2871507323590899e-12,2.5617261545936547e-13,1.0013531023846879e-20,1.8351098504570256e-23,1.1215873962119541e-23,1.2210963937750285e-12,2.9376174565297813e-16,4.5949628895100932e-21,1.8634401698986509e-24,1.6478365099633365e-33,1.8109191431167494e-33,1.2286166487471208e-22,1.4135256257987341e-17,4.4539552105215675e-22,4.454180859197326e-22,2.008393769047618e-26,2.4809298853917594e-27,1.2146044849449697e-30,1.2388414203217504e-19,1.4572241109511489e-23,9.0760538302049343e-25,2.1286908411896739e-49,8.3640735768650951e-29,1.7112700045290096e-29,2.0522103040871396e-49,1.216692978937923e-14,9.4816389827129821e-34,3.3775407665244767e-34,1.1306237443361007e-19,3.4756839594281417e-20,9.1118781874416064e-18,1.130610357237861e-19,2.3017310286468506e-24,2.0522103024213211e-49,2.8332547386535365e-33,1.8503329953261506e-33,3.9413745496700916e-35,1.0671169917323305e-40,1.2362987200951537e-29,1.0012688638568721e-45,1.5169768873127076e-23
7.817247853949175e-14,0.1978075118081276,76.950000000000003,0.0,0.0,0.0,0.99999999199325429,9.4999999999988916,4.0239213123470202e-10,3.7531530244135357e-09,3.7529810157458721e-09,6.4037604238981849e-13,4.3264654554771499e-15,9.2569125779673241e-11,2.3188337828962329e-12,4.6406637118178275e-13,1.8227108215389247e-20,4.477424828620771e-23,2.8281118831418387e-23,2.1998352631999214e-12,5.3361377003734568e-16,8.3294371948713287e-21,3.5961826940482336e-24,5.6479382334642036e-33,5.922599644849755e-33,2.9776750475453488e-22,2.5675990827367224e-17,1.0863924534253976e-21,1.0864657306201592e-21,6.5123742512633122e-26,8.1534522490535428e-27,2.9206427993605365e-30,2.2502493539481958e-19,3.4884230639893477e-23,2.206456599022369e-24,1.9710296315381449e-48,2.7486992247273712e-28,4.1739102994308094e-29,1.9002136696336474e-48,2.191902411182012e-14,3.4847385161799958e-33,1.1495171872778576e-33,2.7198034327709473e-19,8.3608468056142656e-20,1.6257599443237262e-17,2.7197699683464259e-19,7.4952452450761461e-24,1.9002136671339947e-48,9.3374590950320732e-33,6.0999434993750862e-33,1.7734317635305735e-34,6.7816298349979903e-40,3.0130348334985722e-29,9.290231064937512e-45,2.7555657458757528e-23
9.632866809648292e-14,0.19780751180812628,76.950000000000003,0.0,0.0,0.0,0.99999999013365282,9.4999999999983196,4.9585095127991093e-10,4.6247220689344578e-09,4.6244579470614104e-09,9.7231583705874929e-13,5.3345885392065495e-15,1.1279140352053704e-10,3.4947135810813198e-12,7.0289803640767745e-13,2.7706653522719325e-20,8.3727038384028663e-23,5.3911885737628681e-23,3.3153709538162979e-12,8.1023489000402049e-16,1.2620687497231888e-20,5.6391722368066536e-24,1.3269909082825207e-32,1.3519293733749187e-32,5.5356153438278078e-22,3.8985544956702791e-17,2.031023271820562e-21,2.0311895858692564e-21,1.4762874587659933e-25,1.8685302817931344e-26,5.3921199426438495e-30,3.4166443211813289e-19,6.4158286237191082e-23,4.1129763631938883e-24,8.161378076770414e-48,6.2990013171489752e-28,7.8029122273318693e-29,7.8681528406565864e-48,3.30341536693136e-14,8.5018726136260041e-33,2.6842967426569125e-33,5.0231122657049139e-19,1.5441065846732273e-19,2.4288474102425181e-17,5.0230483975795717e-19,1.7048536921487717e-23,7.8681528284253884e-48,2.1447558853013546e-32,1.4014659713342504e-32,4.9536368159974918e-34,2.2979558230588956e-39,5.6287983572457671e-29,3.7740782664524886e-44,4.1840292623135338e-23
1.1448485765347408e-13,0.19780751180812475,76.950000000000003,0.0,0.0,0.0,0.99999998827406167,9.4999999999976303,5.8930977032865614e-10,5.4962424859886287e-09,5.4958658256970137e-09,1.3733022981049982e-12,6.3426547586398355e-15,1.3255491451067249e-10,4.8994335551090882e-12,9.9035395770546021e-13,3.9163383734932178e-20,1.4054366667313179e-22,9.1725645653922392e-23,4.6480031401997804e-12,1.1444093751798038e-15,1.7786358757085077e-20,8.1370462456315563e-24,2.681337714504638e-32,2.6712681022964717e-32,9.2382769883717182e-22,5.5063842971866265e-17,3.4084166323149075e-21,3.4087434380936614e-21,2.8974261736902733e-25,3.7063161384965015e-26,8.9372774417047092e-30,4.8256505839330631e-19,1.0595195594604982e-22,6.8823824853080214e-24,2.6563452934387843e-47,1.2493967523085655e-27,1.3094228269159604e-28,2.5609070987743981e-47,4.631241953767814e-14,1.7630967610709804e-32,5.3936426641135968e-33,8.3285769852293828e-19,2.5601585327447353e-19,3.3754367759015942e-17,8.3284676758980082e-19,3.3568680379567765e-23,2.5609070941738532e-47,4.2637632002454097e-32,2.7867819372353314e-32,1.1551320631477532e-33,6.2861204974492117e-39,9.4392957452453823e-29,1.2034835353590796e-43,5.9096968420334554e-23
1.3264104721046523e-13,0.1978075118081229,76.950000000000003,0.0,0.0,0.0,0.99999998641448107,9.4999999999968239,6.8276858838093874e-10,6.367714639812348e-09,6.3672046611429111e-09,1.8433259355358274e-12,7.3506659610876845e-15,1.5187006066407698e-10,6.5278050638025047e-12,1.3260698969487736e-12,5.2597027077176946e-20,2.1859307532979261e-22,1.4407954794232365e-22,6.1928094532289615e-12,1.5361340262826979e-15,2.3819900798089921e-20,1.1086349876726608e-23,4.8756880378618632e-32,4.7694742695803931e-32,1.4286122208904979e-21,7.3910583201581367e-17,5.2999396762166111e-21,5.3005200463108849e-21,5.1394329668690981e-25,6.6426797587191654e-26,1.3726694493503901e-29,6.477234757358858e-19,1.6215853589007477e-22,1.0671105920216427e-23,7.2704271504256442e-47,2.2391746296159387e-27,2.0360268344130088e-28,7.0092125386013799e-47,6.1704775556184889e-14,3.2671361752218643e-32,9.7586452458193393e-33,1.2796238515296309e-18,3.933417416955481e-19,4.4580544766584047e-17,1.2796065320929459e-18,5.9729496906201918e-23,7.009212524433756e-47,7.6586582818794226e-32,5.0068661970004193e-32,2.3739044930879281e-33,1.4780790602760779e-38,1.4667145016631873e-28,3.2173018177444867e-43,7.9325520118492633e-23
1.5079723676745639e-13,0.19780751180812084,76.950000000000003,0.0,0.0,0.0,0.99999998455491035,9.4999999999959002,7.7622740543675978e-10,7.2391388920442612e-09,7.238474462893925e-09,2.3823772547628642e-12,8.3586216488119635e-15,1.7074700810816409e-10,8.3747570801061177e-12,1.7096842160204721e-12,6.8007311683137156e-20,3.2124874925728811e-22,2.1332433842733454e-22,7.9449791021514958e-12,1.9854056659488956e-15,3.071481020047548e-20,1.448363730842752e-23,8.2028768771470786e-32,7.9007221845627833e-32,2.0875068275480925e-21,9.552546383391212e-17,7.7869884199192579e-21,7.7879447496115793e-21,8.4587846008251182e-25,1.1045123224041064e-25,1.9921591885932359e-29,8.37136483064275e-19,2.3454285871756741e-22,1.5633771629671887e-23,1.7527459293033696e-46,3.7230785438783259e-27,2.9913507101128599e-28,1.6897726423909837e-46,7.9163287324017267e-14,5.5756857251996439e-32,1.6344120141326853e-32,1.8577627043234001e-18,5.7104399650904636e-19,5.669508987715509e-17,1.8577367946831323e-18,9.8603394722083862e-23,1.6897726386046283e-46,1.2762414068870422e-31,8.3454288295621403e-32,4.4470353033767208e-33,3.1145858582893836e-38,2.1534385618996446e-28,7.5826105480821509e-43,1.0252578411776748e-22
1.6895342632444754e-13,0.1978075118081185,76.950000000000003,0.0,0.0,0.0,0.99999998269534962,9.4999999999948592,8.6968622149611996e-10,8.1105156017939381e-09,8.1096752404463131e-09,2.990446759765617e-12,9.3665219691894472e-15,1.8919569573438876e-10,1.0435331925897387e-11,2.1408378052221418e-12,8.5393965634077053e-20,4.5188895844397291e-22,3.0180461617743037e-22,9.8998088282775058e-12,2.4922211413589579e-15,3.8464629013588874e-20,1.8325550452648327e-23,1.3000213906907901e-31,1.2352745353240669e-31,2.919665287994207e-21,1.1990818304900821e-16,1.0950994620487794e-20,1.0952482076363069e-20,1.3141198769378053e-24,1.7333599833814371e-25,2.7674307412286552e-29,1.0508010075416958e-18,3.2475159861081578e-22,2.192325094209853e-23,3.8327433255915904e-46,5.8426188656595781e-27,4.2066509950491617e-28,3.6950391891537151e-46,9.864109188311481e-14,8.9348942645455441e-32,2.5796915501011707e-32,2.5816184216776642e-18,7.9352927703969331e-19,7.0028779767172288e-17,2.5815813473062293e-18,1.5363626798005935e-22,3.6950391800626125e-46,2.0072545347070953e-31,1.3128662863970612e-31,7.7591147358478766e-33,6.0369826784802837e-38,3.0262505488187903e-28,1.6247550226438072e-42,1.2869759808599586e-22
2.0526580543842987e-13,0.197807511808113,76.950000000000003,0.0,0.0,0.0,0.99999997897625725,9.4999999999924309,1.0566038506254623e-09,9.8531278179369186e-09,9.8518697609353411e-09,4.413602347905852e-12,1.1382159627279834e-14,2.2484700588810603e-10,1.5178038766145751e-11,3.1443387006684241e-12,1.2609529399285954e-19,8.1065156917734001e-22,5.4581753011710326e-22,1.4399128196768597e-11,3.6784711013096343e-15,5.6503385080319567e-20,2.7329966413143732e-23,2.8560066116930097e-31,2.6518493685995807e-31,5.1783819963199321e-21,1.7697593021443245e-16,1.9635611472887913e-20,1.9638772376102894e-20,2.7860266077070416e-24,3.7487660727767185e-25,4.8423301402309605e-29,1.5508728620764804e-18,5.6473053630001303e-22,3.908581876717845e-23,1.4773410771264508e-45,1.2635194551131393e-26,7.5421867754774713e-28,1.4242626897931958e-45,1.4347203696797432e-13,1.9939310462074881e-31,5.626589819592486e-32,4.5202761748488448e-18,1.3893731836229507e-18,1.0008874617855199e-16,4.5202074913504578e-18,3.2755583129564488e-22,1.4242626856323972e-45,4.3601467470571666e-31,2.8531388467773769e-31,2.0128759673115146e-32,1.8813861640312097e-37,5.4184344755005937e-28,6.0480859122855853e-42,1.899552324451434e-22
