Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423)
7.804710483204414e-16,0.21831482820962883,76.950000000000003,0.0,0.0,0.0,0.99999999927290306,9.5,2.9989784121123317e-11,3.1739746816087218e-10,3.1739742191794423e-10,5.4930517448807308e-16,1.4725262048226893e-16,6.2270977475172052e-11,1.7474909989909655e-14,3.5603439991589233e-16,7.6892122326457704e-24,1.0658945438472948e-27,1.2236174565160445e-27,2.2509596232644017e-14,1.1027280417536041e-18,3.6467503397280513e-24,6.5934982711284309e-28,2.2065594632333343e-38,3.4928405360733186e-38,2.4557465679154991e-25,2.2750354476049366e-19,2.8195712096263455e-25,2.8195733634368708e-25,1.9074739457941679e-31,2.4633657949560095e-32,1.0385468192287674e-31,2.7340874039554474e-21,4.4211493719305286e-27,2.8551048466504835e-28,1.8035763232936784e-57,1.9356032531706413e-33,4.6295397381817297e-32,1.7080867789610629e-57,2.3676785076592378e-16,8.8438026657524774e-40,8.1834826239763827e-40,1.26615154764513e-22,3.8498224722506232e-23,6.2522396416351287e-19,1.2661261529946815e-22,9.7795186104550263e-29,1.7080867785069286e-57,1.1790424284505971e-37,3.4963590870891258e-38,3.5185510158073869e-41
1.064278877227422e-15,0.2183148282096288,76.950000000000003,0.0,0.0,0.0,0.99999999900850456,9.5,4.0895166875769916e-11,4.3281461550106368e-10,4.3281446863100263e-10,1.0176051088755104e-15,2.1163523062492912e-16,8.4894927120123929e-11,3.2367644293014798e-14,6.5951621864084769e-16,1.4791059831237961e-23,2.6453155849368545e-27,3.0855808675464026e-27,4.1693067630288428e-14,2.0428409920103494e-18,6.8411935418876649e-24,1.6134498858094773e-27,7.3182129037938208e-38,1.1375731943201037e-37,6.0937950193133642e-25,4.2145778218676437e-19,6.9974694786485827e-25,6.9974764929592603e-25,6.2118624643846371e-31,8.0244821321933889e-32,2.5766862085955827e-31,5.0649867935695287e-21,1.0967318560317462e-26,7.0850132371427523e-28,1.2046891236508955e-56,6.3052673638433568e-33,1.1489364927075818e-31,1.1409073973993577e-56,4.3854975963698775e-16,3.6620368151841252e-39,3.3276830581390379e-39,3.1414985496055883e-22,9.5519392988831613e-23,1.1578782733186344e-18,3.1414356201141784e-22,3.1852968756807917e-28,1.1409073970427951e-56,3.8410371892556199e-37,1.1390416524360812e-37,1.4684581159775382e-40
1.631894535041383e-15,0.2183148282096288,76.950000000000003,0.0,0.0,0.0,0.99999999847970789,9.4999999999999982,6.2705932364539594e-11,6.6364863028515333e-10,6.6364812938468808e-10,2.3865152529992145e-15,3.4012299542785547e-16,1.3011057461511964e-10,7.5883225275897167e-14,1.5464683520439206e-15,3.5981499037009504e-23,9.6080711059304069e-27,1.146725784233815e-26,9.7745897564785092e-14,4.7909398672273281e-18,1.6238841857017236e-23,5.6685428638651732e-27,4.2995055943817551e-37,6.5081392441351166e-37,2.2126081490327148e-24,9.8841586528524616e-19,2.541484491855416e-24,2.5414885042083968e-24,3.5530102472167461e-30,4.5934273389516188e-31,9.3521545178242923e-31,1.1878565399069796e-20,3.979065584278864e-26,2.5727166592983134e-27,2.9593579819331332e-55,3.6092816267683831e-32,4.1729487815913845e-31,2.8026761257778244e-55,1.0281431025406394e-15,3.2858859418782721e-38,2.8308544968661744e-38,1.1403154851476688e-21,3.4672002998152661e-22,2.7136173791225121e-18,1.1402927113749902e-21,1.8227024304044045e-27,2.8026761242745998e-55,2.1991456349793119e-36,6.5216448662311295e-37,1.3505622096013198e-39
2.767125850669305e-15,0.21831482820962875,76.950000000000003,0.0,0.0,0.0,0.9999999974221172,9.4999999999999893,1.0632746325998621e-10,1.125315540130684e-09,1.1253137202536741e-09,6.8535253316586929e-15,5.9683108419114461e-16,2.2041303377749214e-10,2.177618893734043e-13,4.4396217102587644e-15,1.0630716559550867e-22,4.8015745440369589e-26,5.9356470840167367e-26,2.8050114179338516e-13,1.3758563621825609e-17,4.7061615500904799e-23,2.6436344808770742e-26,4.0069508240431528e-36,5.8382201608042838e-36,1.104951727755857e-23,2.8385135137976274e-18,1.2700168118057637e-23,1.2700204099746723e-23,3.1855889806321307e-29,4.125799279803209e-30,4.6664555215666999e-30,3.4112643024190104e-20,1.9837542226645337e-25,1.2850094368067693e-26,1.4346892188420818e-53,3.2418007594900703e-31,2.0852886637529156e-30,1.3587302840363883e-53,2.9504595254734876e-15,5.1730875776817142e-37,4.0148582816629937e-37,5.6909319377237862e-21,1.7303565311150419e-21,7.7816842630989871e-18,5.6908190295816361e-21,1.6358350731127752e-26,1.3587302826063683e-53,1.9761432456393653e-35,5.8606749639992068e-36,2.2454803194922293e-38
3.902357166297227e-15,0.21831482820962875,76.950000000000003,0.0,0.0,0.0,0.99999999636452996,9.4999999999999805,1.4994899404597737e-10,1.5869809577411529e-09,1.5869770036633463e-09,1.362606329399413e-14,8.5337929633925764e-16,3.1054393735236533e-10,4.3267455043979434e-13,8.8241820239116853e-15,2.1389147805854894e-22,1.3131692539770276e-25,1.659628822391057e-25,5.5733216576960368e-13,2.7354686996444628e-17,9.3911083448498248e-23,6.8754301164061124e-26,1.4851979632345437e-35,2.1217568858198319e-35,3.020292686253486e-23,5.6435012598387562e-18,3.473168858493657e-23,3.4731819324967917e-23,1.1573418405197774e-28,1.5005847292803801e-29,1.2747424670517457e-29,6.7822398255122109e-20,5.4156349506084025e-25,3.5129199788804537e-26,1.1073871944258644e-52,1.1790582585572573e-30,5.7027410539136746e-30,1.0487571164370889e-52,5.862314814948935e-15,2.3500579715803377e-36,1.7353987760805378e-36,1.5548210316758692e-20,4.7274978730203857e-21,1.5451774140596581e-17,1.5547903362188305e-20,5.9467148973695164e-26,1.0487571151574712e-52,7.1893625815689207e-35,2.1322423710031608e-35,1.0485485183328877e-37
5.037588481925149e-15,0.2183148282096287,76.950000000000003,0.0,0.0,0.0,0.99999999530694617,9.4999999999999662,1.9357052472251378e-10,2.0486448842262013e-09,2.0486379796676973e-09,2.27040751658657e-14,1.1099266970492459e-15,4.0050359666982299e-10,7.2048867012869049e-13,1.4698880595748538e-14,3.5873354267893831e-22,2.7655827850922398e-25,3.5606270908459892e-25,9.28068245607583e-13,4.5579269903569459e-17,1.5677361229764492e-22,1.3829268641312125e-25,3.9176205502931139e-35,5.5055035375625812e-35,6.35765369159163e-23,9.4033646582135194e-18,7.3142816599549678e-23,7.3143155777892018e-23,3.0021349648796085e-28,3.8964845838605678e-29,2.6817372420799091e-29,1.1300766698266195e-19,1.1386399742829387e-24,7.3955231058300384e-26,5.5915247863962198e-52,3.0615722313977537e-30,1.2009654438106132e-29,5.2954842483679209e-52,9.7619132097970706e-15,7.1683776959890582e-36,5.0741712023506558e-36,3.271388523091515e-20,9.9467652375535591e-21,2.5714527523645515e-17,3.2713242400247588e-20,1.5434442373828706e-25,5.2954842412084794e-52,1.8672970783087859e-34,5.5382913685148782e-35,3.2787830952297415e-37
6.172819797553071e-15,0.2183148282096286,76.950000000000003,0.0,0.0,0.0,0.99999999424936581,9.4999999999999449,2.3719205528959587e-10,2.510307320882377e-09,2.5102966483135012e-09,3.4087514184737664e-14,1.3664808563479171e-15,4.9029233221918838e-10,1.081067810854544e-12,2.2062413311486547e-14,5.4083261521903492e-22,5.0135767146693439e-25,6.562779019301229e-25,1.3925336347749674e-12,6.8432289018645353e-17,2.3563518799462692e-22,2.3987864193583435e-25,8.5454486419962558e-35,1.1831710302998727e-34,1.1519731566362315e-22,1.4118092514088378e-17,1.3259050356309826e-22,1.3259123234565344e-22,6.4498557106900719e-28,8.3796984120929806e-29,4.8563622580484805e-29,1.6966832491634224e-19,2.0607653311910319e-24,1.3401902915357597e-25,2.1353626709383102e-51,6.5841060712531117e-30,2.1770698100741211e-29,2.0223069534480924e-51,1.4647406118099624e-14,1.7557184344214111e-35,1.1957472019323249e-35,5.9249423848586947e-20,1.8014934849480003e-20,3.8560307612508604e-17,5.9248264974240234e-20,3.3178082847750837e-25,2.0223069504353803e-51,4.0167750382801529e-34,1.1913958761124382e-34,8.2248458125653696e-37
8.443282428808915e-15,0.21831482820962855,76.950000000000003,0.0,0.0,0.0,0.99999999213421542,9.499999999999897,3.2443511609539762e-10,3.4336277295470279e-09,3.4336070636894185e-09,6.3770513743516579e-14,1.8795905599308052e-15,6.6935821600192506e-10,2.0200171120961441e-12,4.1251161164419578e-14,1.016799205653199e-21,1.2549623576035355e-24,1.6903894361357954e-24,2.6020030781733683e-12,1.2802357644423499e-16,4.4130368398399252e-22,5.5237594597245737e-25,2.8765568038877547e-34,3.8769827260315652e-34,2.8806983281633687e-22,2.6412105662450158e-17,3.3185977060166144e-22,3.3186215775747542e-22,2.1121819576403285e-27,2.7497385629162147e-28,1.2130255727253308e-28,3.1741541704021177e-19,5.1414832424086474e-24,3.3521621723866868e-25,1.8554765471039588e-50,2.160496515416388e-29,5.4489999796737974e-29,1.7572392892814486e-50,2.7369246195611514e-14,7.0757707074627764e-35,4.4891679146019825e-35,1.4803219839544899e-19,4.50093164880754e-20,7.1965377803917226e-17,1.4802932965669703e-19,1.087724557868426e-24,1.7572392860243202e-50,1.3187450803488805e-33,3.9117656636870023e-34,3.4782937655436398e-36
1.071374506006476e-14,0.21831482820962836,76.950000000000003,0.0,0.0,0.0,0.9999999900190788,9.4999999999998295,4.1167817646338405e-10,4.3569421941647076e-09,4.3569082501374793e-09,1.0267471565551784e-13,2.3926991024175398e-15,8.4774414659808727e-10,3.2484335150461117e-12,6.6380005311075808e-14,1.6417856465094247e-21,2.5334666434090857e-24,3.4951966960615201e-24,4.1843378232830488e-12,2.0612841999394971e-16,7.1080459494051767e-22,1.0313120752339789e-24,7.2931105370444119e-34,9.6154341160879947e-34,5.8098737325605711e-22,4.2525462808788207e-17,6.69883171445801e-22,6.698890898757084e-22,5.2355750798423232e-27,6.8285482756388406e-28,2.4437484673704961e-28,5.1106282866489978e-19,1.0346459479630716e-23,6.7622941185474582e-25,8.6289832313870111e-50,5.3651871269382214e-29,1.0999260709518255e-28,8.172126206823496e-50,4.401308101898924e-14,2.0328529897102832e-34,1.2200527150420888e-34,2.9829958265035294e-19,9.0697768908299727e-20,1.1559018618493491e-16,2.9829385409664263e-19,2.6989511652598494e-24,8.1721261897331472e-50,3.2764152696208199e-33,9.7194507166354942e-34,1.0401660054750053e-35
1.2984207691320604e-14,0.2183148282096282,76.950000000000003,0.0,0.0,0.0,0.99999998790395561,9.4999999999997513,4.9892123639355654e-10,5.2802507256965804e-09,5.2802002080188569e-09,1.5079975881650631e-13,2.9057959159219093e-15,1.025452807473171e-09,4.7651746242266183e-12,9.7437995183135978e-14,2.4157861199111618e-21,4.4857138426815587e-24,6.3185679870326794e-24,6.138066339784898e-12,3.0274669074607456e-16,1.0440202457765806e-21,1.6938773515426765e-24,1.5620180726319037e-33,2.0194662936230076e-33,1.0276991203010146e-21,6.2458083389576474e-17,1.1859746581394313e-21,1.1859870840080863e-21,1.0989878303324632e-26,1.4359903517091723e-27,4.3178873578606361e-28,7.5060969387145308e-19,1.8260931985646757e-23,1.1964480491083098e-24,3.0616788581367996e-49,1.1282424372245087e-28,1.9473411648330166e-28,2.8995798945816642e-49,6.4563432280076424e-14,4.8038203255706219e-34,2.7454179981021803e-34,5.2720291522509061e-19,1.6029481633483135e-19,1.6935429516408457e-16,5.2719288362743323e-19,5.6710173555568568e-24,2.8995798878349456e-49,6.8932038867900322e-33,2.0450056072788926e-33,2.5539313655884871e-35
1.5254670322576448e-14,0.21831482820962797,76.950000000000003,0.0,0.0,0.0,0.99999998578884619,9.4999999999996554,5.861642958859162e-10,6.2035533349583645e-09,6.2034829376883764e-09,2.0814528846698757e-13,3.418898557331763e-15,1.2024868472540332e-09,6.5691128755421253e-12,1.3441429752982519e-13,3.3387948606461609e-21,7.2593515039586138e-24,1.0414660234033318e-23,8.4617362018022954e-12,4.1787826771049764e-16,1.4408342221660445e-21,2.5484682090052496e-24,2.986930194696703e-33,3.7918687809627042e-33,1.6615191158367822e-21,8.6209888884759637e-17,1.9191150946899438e-21,1.9191384180430478e-21,2.0623476139998506e-26,2.6998769635600766e-27,6.9729126975464038e-28,1.0360551799098071e-18,2.9455900061690222e-23,1.9348001973909253e-24,9.1348414512102799e-49,2.1212366699908852e-28,3.1511556730602879e-28,8.6512022191253412e-49,8.9005022621239251e-14,9.9785638356557972e-34,5.4487639003380214e-34,8.5159624990349248e-19,2.5892445677943638e-19,2.3317848311264886e-16,8.5158019955399724e-19,1.0653265360447384e-23,8.6512021965830321e-49,1.2966421276885938e-32,3.8470266673204121e-33,5.5157886357708007e-35
1.9795595585088136e-14,0.21831482820962733,76.950000000000003,0.0,0.0,0.0,0.99999998155866754,9.4999999999994209,7.6065041355720184e-10,8.0501408281172086e-09,8.0500207137509935e-09,3.5049644832355818e-13,4.4450817788080593e-15,1.5545411428312101e-09,1.1034289881289366e-11,2.2608043374694465e-13,5.631815277043888e-21,1.5837745639868167e-23,2.3421495426641659e-23,1.4213372783889957e-11,7.0368088217948756e-16,2.4248122026941333e-21,4.8427542703972135e-24,8.7556822644623649e-33,1.0723456099434562e-32,3.617261426531599e-21,1.45170754270031e-16,4.1861006461425831e-21,4.1861665486924359e-21,5.824240487352052e-26,7.6601449780755757e-27,1.5143191548824032e-27,1.7446388950372796e-18,6.3814746294361094e-23,4.2143702496224263e-24,6.370389119318274e-48,6.0182210873400139e-28,6.8735815151196231e-28,6.0331126756792517e-48,1.4950378285730514e-13,3.373472699243405e-33,1.6817505875181834e-33,1.8504631792823035e-18,5.6261941966878285e-19,3.9070683326823857e-16,1.8504290254624335e-18,3.0162284021448665e-23,6.0331126517014427e-48,3.6831677650067575e-32,1.0929589821459158e-32,2.061337220245977e-34
2.3882428321348655e-14,0.21831482820962664,76.950000000000003,0.0,0.0,0.0,0.99999997775155269,9.4999999999991598,9.1768791796405064e-10,9.7120494225317584e-09,9.7118731551672844e-09,5.1014311212385321e-13,5.3686387273725298e-15,1.8691082832441984e-09,1.6024316780068253e-11,3.2871587783814345e-13,8.2050863335663522e-21,2.7801667547856409e-23,4.1992727448428327e-23,2.0641073460482899e-11,1.0242175710742058e-15,3.5267734727850007e-21,7.5950413672812192e-24,1.8948743833318307e-32,2.2624460151297109e-32,6.3378029802867745e-21,2.1129638310907434e-16,7.3470048174510328e-21,7.347143759957212e-21,1.2273669694446724e-25,1.6205809235851065e-26,2.6474192780439718e-27,2.539329612039545e-18,1.113256273824509e-22,7.3873532084815829e-24,2.3287679737857689e-47,1.2731809338258771e-27,1.2063899704225474e-27,2.2054728171304068e-47,2.1711374378407673e-13,7.9690205888986985e-33,3.7393785474756425e-33,3.2366989211634906e-18,9.8408374525130335e-19,5.6612907624487444e-16,3.2366403088606363e-18,6.3698277907965862e-23,2.2054728067113533e-47,7.7998202164958932e-32,2.3148980532765478e-32,5.2452038146837057e-34
2.7969261057609174e-14,0.21831482820962594,76.950000000000003,0.0,0.0,0.0,0.99999997394448126,9.4999999999988471,1.0747254209524039e-09,1.1373938991095958e-08,1.1373695702527136e-08,6.9965880313769608e-13,6.2921867487336597e-15,2.1815290736743609e-09,2.1928079670092069e-11,4.5036437779794419e-13,1.1261057794287407e-20,4.4653443668680134e-23,6.8594048627408516e-23,2.8245766079955541e-11,1.4047355481611142e-15,4.8330494899577335e-21,1.1007148024555817e-23,3.6231326199725411e-32,4.2349621340903551e-32,1.0160416216911158e-20,2.8979498607447106e-16,1.1798274204046943e-20,1.1798534102707745e-20,2.29482270212436e-25,3.0416390592054661e-26,4.2349646902969628e-27,3.4827196552224436e-18,1.7770762328482733e-22,1.1848329765510712e-23,6.9114595738457375e-47,2.3895472436359722e-27,1.9373127653516921e-27,6.5455368965480423e-47,2.9710392999286597e-13,1.6276030150907449e-32,7.2756146482921523e-33,5.1801689481513999e-18,1.5749587823512672e-18,7.7297376059130512e-16,5.1800769348606955e-18,1.1934615510275308e-22,6.5455368608711535e-47,1.4653557024492855e-31,4.3496451237965042e-32,1.1468298970614898e-33
3.2056093793869693e-14,0.21831482820962503,76.950000000000003,0.0,0.0,0.0,0.99999997013745234,9.4999999999984848,1.2317629225222688e-09,1.3035809594452057e-08,1.3035488357842711e-08,9.190415095659368e-13,7.2157220255341386e-15,2.4918181533875801e-09,2.8739346374656957e-11,5.9096529533684328e-13,1.479969715712007e-20,6.7230524262619146e-23,1.0470228061284029e-22,3.7019422917100626e-11,1.8452341271742804e-15,6.3429886337082387e-21,1.5080185676456981e-23,6.333570050051078e-32,7.2696682145514559e-32,1.5269225722574612e-20,3.806661170415054e-16,1.7760479071607163e-20,1.7760924905797561e-20,3.9348399146598769e-25,5.235019893585475e-26,6.3506068280873596e-27,4.5748045575343297e-18,2.6593037496619478e-22,1.7813808423892117e-23,1.765101429979343e-46,4.1125865359515363e-27,2.9163503999094194e-27,1.6716493453508972e-46,3.893899017739675e-13,2.9961922397374525e-32,1.2869079353309487e-32,7.7718146403256689e-18,2.3628885252798402e-18,1.0108081107524541e-15,7.7716792714762387e-18,2.0505675546469829e-22,1.6716493351160776e-46,2.52446263075098e-31,7.4944903351143882e-32,2.2482212056293226e-33
3.614292653013021e-14,0.21831482820962403,76.950000000000003,0.0,0.0,0.0,0.99999996633046628,9.499999999998078,1.3888004226736517e-09,1.4697661293050674e-08,1.4697251123126292e-08,1.168289219499172e-12,8.1392470242802808e-15,2.7999900624545524e-09,3.6451926946085953e-11,7.5045817750812983e-13,1.8820971902089694e-20,9.6371085644875728e-23,1.5179484484712466e-22,4.6954070642316015e-11,2.3457126242929861e-15,8.0559412752543207e-21,1.9812653829153339e-23,1.0346901275058389e-31,1.1688961268121661e-31,2.1847108096166369e-20,4.8390932990415373e-16,2.5454225674150974e-20,2.5454942053786359e-20,6.3198514577746113e-25,8.4394489609855115e-26,9.0668147772828445e-27,5.8155799275625044e-18,3.7889044684885497e-22,2.5499231201785958e-23,4.0316667501205471e-46,6.6297889500231794e-27,4.1797337594964116e-27,3.8182130266083542e-46,4.9388779158035086e-13,5.1038423826092946e-32,2.1197628975768201e-32,1.1101309752130583e-17,3.3751303856167056e-18,1.2792037824172833e-15,1.1101120213495294e-17,3.300124084404678e-22,3.81821300074699e-46,4.0735858054273784e-31,1.2095166669536888e-31,4.0620540141522335e-33
4.022975926639073e-14,0.21831482820962284,76.950000000000003,0.0,0.0,0.0,0.99999996252352241,9.4999999999976179,1.5458379214065592e-09,1.6359494147166776e-08,1.6358984000390481e-08,1.4473999206918027e-12,9.0627625175096759e-15,3.1060592447520507e-09,4.5059672388039281e-11,9.2878274870463857e-13,2.3324849508419671e-20,1.3291409981722863e-22,2.1134781915525087e-22,5.8041788675800769e-11,2.9061703579659707e-15,9.9712596915010882e-21,2.5202552708143333e-23,1.6030919820639624e-31,1.7856679327447496e-31,3.0075729666210777e-20,5.9952417851659111e-16,3.5100176368772421e-20,3.5101270021443591e-20,9.6439173437633665e-25,1.2926093679179973e-25,1.2454907743139071e-26,7.2050414463764993e-18,5.194141424841904e-22,3.5119009405316206e-23,8.442489236968608e-46,1.0154110494119146e-26,5.7637039970844525e-27,7.9955078831350132e-46,6.1051428671620935e-13,8.1859802208086471e-32,3.3036988674735633e-32,1.5257094255427718e-17,4.6385655090926658e-18,1.5777367388241013e-15,1.5256839021926175e-17,5.0459851377437754e-22,7.9955078238144297e-46,6.2451242863152973e-31,1.8545462289061397e-31,6.8878296161389692e-33
4.840342473891177e-14,0.21831482820962017,76.950000000000003,0.0,0.0,0.0,0.99999995490976046,9.4999999999965556,1.8599129146169749e-09,1.9683103562178194e-08,1.968236009891114e-08,2.0952022478539117e-12,1.0909761382805227e-14,3.71194674811306e-09,6.4936256209064944e-11,1.3416867355997919e-12,3.3780283238893673e-20,2.3156621207462993e-22,3.7372855301221248e-22,8.3645003642071415e-11,4.2070208189493936e-15,1.4406412410636701e-20,3.7947442362685784e-23,3.4100038847130592e-31,3.707947559073891e-31,5.2206112669005399e-20,8.6786699846808112e-16,6.113137661868669e-20,6.1133644619477121e-20,1.9982013090066234e-24,2.6979948139590696e-25,2.152671140386212e-26,1.0430005981149439e-17,8.9414062926504462e-22,6.1014313218462211e-23,3.0460770831432196e-45,2.1193067661951604e-26,1.0038380388762085e-26,2.88480494997806e-45,8.798224749185738e-13,1.8373702903704343e-31,7.0801240670061201e-32,2.6395563693599156e-17,8.0247934959334174e-18,2.2635385065863949e-15,2.6395140329444524e-17,1.0496618010402362e-21,2.8848049247151507e-45,1.3059735784006534e-30,3.8793024652286007e-31,1.7135490615471019e-32
