Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423)
8.810367759199835e-12,0.21831482801649318,76.950000000000003,0.0,0.0,0.0,0.99999180526482379,9.4999999226356255,3.3853716535348606e-07,3.5717520039174069e-06,3.5167066772233945e-06,6.6190829634973778e-08,1.9848677562226803e-12,4.765660368881701e-08,2.7916411252140141e-07,1.1171571085730714e-08,1.0696668569538523e-15,1.8108225778744699e-15,1.9827052925396378e-15,3.5959402529318219e-07,1.3900565793821794e-10,1.2004789347090824e-16,3.8871339837364839e-19,3.3603556310438929e-22,4.9361213081602972e-23,5.6940647065719534e-14,2.8035434388069088e-11,3.6145107376045941e-13,3.617001544349127e-13,1.6358831264178132e-16,8.5492361811449357e-17,2.5814737890076441e-21,3.4431824746859078e-13,3.159906084629826e-16,8.6126679685606759e-17,1.8918793000900975e-29,6.6692757488813593e-18,5.8594627217830442e-20,1.7918322041995267e-29,3.7825178771903209e-09,8.9304026696509495e-23,2.5561971973258355e-23,3.960352890182099e-12,1.1592167557153032e-12,7.4066906928781712e-13,3.9654609922061521e-12,4.9737098740043173e-14,1.7918294855272492e-29,1.3879212110081253e-21,5.2656243837773136e-22,4.7720122529612832e-22
9.044948273134492e-12,0.21831482800692792,76.950000000000003,0.0,0.0,0.0,0.99999158709935942,9.4999999188040718,3.475507991934142e-07,3.6668007897444916e-06,3.6086176321070057e-06,6.9674770476240337e-08,2.0376883247131822e-12,4.7656599886812535e-08,2.8713714826992573e-07,1.1519132199054438e-08,1.1259689303856956e-15,1.9706482504956682e-15,2.145262162517708e-15,3.6986417360365545e-07,1.4650346894429589e-10,1.2378273820105128e-16,4.0081563911686013e-19,3.7290102214317619e-22,5.3818205733397858e-23,6.0219192731129958e-14,2.9528546772970098e-11,3.9090090227999229e-13,3.9117114425365403e-13,1.7717424794133521e-16,9.3067725720244543e-17,2.6596588725885754e-21,3.6288955972624766e-13,3.3336138841979688e-16,9.1200887174970814e-17,2.2719165118723573e-29,7.2623481376199002e-18,6.3349695026468625e-20,2.1517759155423498e-29,3.8905517399934821e-09,9.7251503898385782e-23,2.7835590204484826e-23,4.0808910679535612e-12,1.1931480126850434e-12,7.4069702953228945e-13,4.0863180332037475e-12,5.2798227344936572e-14,2.1517725634959503e-29,1.5406762091515196e-21,5.8779147383916248e-22,5.3397326810576477e-22
9.27952878706915e-12,0.21831482799715085,76.950000000000003,0.0,0.0,0.0,0.99999136893379004,9.4999999148876562,3.5656442836316996e-07,3.7618494793855962e-06,3.7004436999214499e-06,7.3243517487379699e-08,2.0905088396935516e-12,4.7656594110109443e-08,2.9511018300535391e-07,1.1866747373935944e-08,1.1836415195874166e-15,2.1401545191446841e-15,2.3167086842220987e-15,3.8013432077323372e-07,1.5419818435632302e-10,1.2751816387799456e-16,4.1291981761844256e-19,4.1274099835567969e-22,5.8551187006486571e-23,6.35897976821771e-14,3.1059371011043274e-11,4.2189790574690309e-13,4.2219047234557097e-13,1.9148769731672392e-16,1.0107890135097207e-16,2.737843976867591e-21,3.8194855210104146e-13,3.5119701954622193e-16,9.6421766117950637e-17,2.7154770276443631e-29,7.8898436861633148e-18,6.8352708307784019e-20,2.5718851417190811e-29,3.9985857908711018e-09,1.056606142658057e-22,3.0241202189489742e-23,4.2013325365885169e-12,1.2269727841695733e-12,7.4072446996539091e-13,4.2070881575048257e-12,5.595091651322141e-14,2.5718810309246645e-29,1.7056513298185506e-21,6.5435433383383443e-22,5.9580314682734791e-22
9.514109301003806e-12,0.21831482798716279,76.950000000000003,0.0,0.0,0.0,0.99999115076811573,9.4999999108867161,3.6557805286275361e-07,3.8568980819277793e-06,3.7921852081235046e-06,7.6896743247402757e-08,2.1433293062129592e-12,4.7656587006805518e-08,3.0308321645177921e-07,1.2214407522944834e-08,1.2426793332502636e-15,2.319679701760078e-15,2.4973107331478518e-15,3.9040446644653322e-07,1.6208980389995165e-10,1.3125407284799652e-16,4.2502561640893757e-19,4.5571529797488632e-22,6.3570004418077714e-23,6.7052447678142747e-14,3.2627832229198406e-11,4.544806341440436e-13,4.5479671919657753e-13,2.0654714399022204e-16,1.0953790854336718e-16,2.8160290895562184e-21,4.0149522335383881e-13,3.6949750062485706e-16,1.0178931681222504e-16,3.2311480606629055e-29,8.5527420825947246e-18,7.3609710692387331e-20,3.0602933435771565e-29,4.1066200256752234e-09,1.1454450569917212e-22,3.2782565285995163e-23,4.3216773039889661e-12,1.2606913892860224e-12,7.4075153760903197e-13,4.3277713747605658e-12,5.9195082375389715e-14,3.0602883280013129e-29,1.8834745895140024e-21,7.2657011288010185e-22,6.6300010846202437e-22
9.748689814938463e-12,0.21831482797696455,76.950000000000003,0.0,0.0,0.0,0.99999093260233629,9.4999999068015875,3.7459167269216578e-07,3.9519466049344657e-06,3.8838424829059794e-06,8.0634121599139883e-08,2.1961497284737841e-12,4.7656579004300951e-08,3.1105624842724917e-07,1.2562105082285792e-08,1.3030771004895237e-15,2.5095661500633465e-15,2.6873365393604604e-15,4.0067461038919363e-07,1.7017832731803851e-10,1.349903838303342e-16,4.3713277128154367e-19,5.0198839048209114e-22,6.8884624922860315e-23,7.0607128477734064e-14,3.4233855770753534e-11,4.886875609518895e-13,4.8902838872963464e-13,2.2237103448024845e-16,1.1845674326461477e-16,2.8942142024993567e-21,4.2152957228648336e-13,3.8826283048348477e-16,1.0730353944492459e-16,3.8284168537920265e-29,9.2520229524711991e-18,7.9126727393189157e-20,3.6259864790642295e-29,4.2146544415319319e-09,1.23916325259977e-22,3.546343661192901e-23,4.4419253990665481e-12,1.2943041525104865e-12,7.4077833439821917e-13,4.4483677156159319e-12,6.2530641092887101e-14,3.6259803892596695e-29,2.0747890583683987e-21,8.0476893149565584e-22,7.3588430657279565e-22
1e-11,0.21831482795594084,76.950000000000003,0.0,0.0,0.0,0.99999069887742553,9.4999999023320836,3.8424811522396997e-07,4.0537736598364936e-06,3.9819434262120739e-06,8.4731039927789441e-08,2.2527371204820048e-12,4.7656569744732602e-08,3.1959789450734744e-07,1.2934633932613869e-08,1.3692852100627049e-15,2.724884336905515e-15,2.9016777218036649e-15,4.1167719215127428e-07,1.7906217150376521e-10,1.3899352851522981e-16,4.5010463351081006e-19,5.5541388925757349e-22,7.4917928120069667e-23,7.4517413616624208e-14,3.5996008292607317e-11,5.2717972960084443e-13,5.2754845755266752e-13,2.4019251969093451e-16,1.2853543213192465e-16,2.9779752683367705e-21,4.4353380520879126e-13,4.0888221212884602e-16,1.1337375751434748e-16,4.5707150283935081e-29,1.0042654443268927e-17,8.533251700801054e-20,4.3290432312020562e-29,4.3303937890998849e-09,1.3451281689646638e-22,3.849455516510377e-23,4.5706420657376168e-12,1.3301970295781392e-12,7.4080681938474342e-13,4.5774683347624059e-12,6.6205390112060683e-14,4.3290357724231962e-29,2.2954641400770936e-21,8.9557086541172116e-22,8.2065293729165156e-22
1.0217850842807777e-11,0.21831482795594084,76.950000000000003,0.0,0.0,0.0,0.99999049627046277,9.499999898380084,3.9261889834047728e-07,4.1420434363607784e-06,4.0669056306928106e-06,8.8360037738973904e-08,2.3017904535643773e-12,4.7656561322311558e-08,3.2700230753082354e-07,1.3257588411023677e-08,1.4279315138067172e-15,2.9218122631273172e-15,3.0967440547460996e-15,4.2121489252297292e-07,1.8694608481940757e-10,1.42463953702426e-16,4.6135031038225561e-19,6.0511237547860474e-22,8.0441735591502698e-23,7.7992525524963466e-14,3.7558292274822448e-11,5.6212752253327061e-13,5.6252163004350875e-13,2.5638575009957455e-16,1.3772176013834163e-16,3.0505844096662325e-21,4.6306129856470158e-13,4.2718803203509918e-16,1.1877200087952899e-16,5.3106182846694816e-29,1.0763650298896826e-17,9.0964812858427336e-20,5.0298330771034356e-29,4.4307238088868916e-09,1.4417633277117667e-22,4.1258731212285598e-23,4.6821317591117989e-12,1.3612134676471925e-12,7.4083136923942452e-13,4.6892999618463825e-12,6.9475601966303138e-14,5.0298242212854543e-29,2.500538883523814e-21,9.8049207800349515e-22,9.0005034241199265e-22
1.0687011870677092e-11,0.21831482793408627,76.950000000000003,0.0,0.0,0.0,0.99999005993816936,9.4999998896257658,4.1064610530810802e-07,4.3321400124041324e-06,4.249635727730009e-06,9.6418681741038889e-08,2.4074310364864697e-12,4.7656542433545126e-08,3.4294835973309146e-07,1.3953158617521593e-08,1.5581629979543836e-15,3.3797113577497569e-15,3.5471237692777304e-15,4.417551664237376e-07,2.0450145504907188e-10,1.4993845716507511e-16,4.8557108222614256e-19,7.2352341194255955e-22,9.3304614114069091e-23,8.5745874911767011e-14,4.1032087569122223e-11,6.4252405666710198e-13,6.4297670479777879e-13,2.9367868626714714e-16,1.5896944440930832e-16,3.2069545721713719e-21,5.0654372192546641e-13,4.6797261545864463e-16,1.308271506922969e-16,7.2586622827794264e-29,1.2432561459107068e-17,1.0391480028069038e-19,6.8749034424244049e-29,4.6467938817896493e-09,1.6654579623874444e-22,4.7657138060164553e-23,4.9219520629347808e-12,1.427703369872211e-12,7.4088392442932072e-13,4.9298853560055948e-12,7.6785129478171704e-14,6.8748907797843962e-29,2.9883446110676339e-21,1.1843901850717289e-21,1.09108557095766e-21
1.1156172898546406e-11,0.21831482791140738,76.950000000000003,0.0,0.0,0.0,0.99998962360545607,9.4999998805412211,4.2867329359506163e-07,4.522236360027655e-06,4.4320353385525274e-06,1.048074893503027e-07,2.5130714922162187e-12,4.7656523058261776e-08,3.5889440472741807e-07,1.4648788735577375e-08,1.6937301131178962e-15,3.8861448157882263e-15,4.0407052187202509e-15,4.622954316966243e-07,2.2284443632864026e-10,1.5741360443883676e-16,5.0979414581045849e-19,8.5870897911508736e-22,1.0755721754483961e-22,9.3867062753095827e-14,4.4654652113651249e-11,7.3018221956045686e-13,7.3069891057534699e-13,3.3439610456669545e-16,1.8229491032308829e-16,3.3633246763508931e-21,5.519768336604322e-13,5.106165723464594e-16,1.4346898868024697e-16,9.7882402056084627e-29,1.4266591140044634e-17,1.180242342925619e-19,9.2707774783318145e-29,4.8628646528556816e-09,1.9112986132327346e-22,5.4688705287304014e-23,5.1613868326581438e-12,1.4937765057935311e-12,7.4093618327630643e-13,5.1701244336243667e-12,8.4458555016290876e-14,9.2707596496936665e-29,3.5438878351644333e-21,1.4195143316618333e-21,1.3119571141169936e-21
1.162533392641572e-11,0.21831482788791048,76.950000000000003,0.0,0.0,0.0,0.99998918727232289,9.4999998711290132,4.4670046320134173e-07,4.7123324979270219e-06,4.6141070079356166e-06,1.1352391606915359e-07,2.6187118311350359e-12,4.7656503524017672e-08,3.748404423743496e-07,1.5344460066402552e-08,1.8345917387737384e-15,4.444056087793955e-15,4.5797545791057184e-15,4.8283568816211652e-07,2.4197502707306376e-10,1.648891945860887e-16,5.3401884916317028e-19,1.0122347595665653e-21,1.2328534081981025e-22,1.0235597519416619e-13,4.8425399758598733e-11,8.2540586441308493e-13,8.2599234099849339e-13,3.7868368941472314e-16,2.0779289599318309e-16,3.519694715970921e-21,5.9936062526492513e-13,5.551198945178886e-16,1.5669751437901014e-16,1.3036833460290584e-28,1.6273573018076022e-17,1.3334037042929353e-19,1.2347674806132061e-28,5.0789361169831213e-09,2.180336598543866e-22,6.2383477072753093e-23,5.4004366335004638e-12,1.5594355184017958e-12,7.4098823404515683e-13,5.4100177731469041e-12,9.2495211077786628e-14,1.2347650056913596e-28,4.173086417922301e-21,1.6891043110376561e-21,1.5658189702178463e-21
1.2094494954285034e-11,0.21831482786360193,76.950000000000003,0.0,0.0,0.0,0.99998875093877004,9.4999998613916876,4.6472761412695211e-07,4.9024284389635439e-06,4.7958532610470246e-06,1.2256543700521342e-07,2.7243520603818301e-12,4.7656483903256644e-08,3.9078647264303733e-07,1.6040159745525642e-08,1.9807070712300818e-15,5.0564498896597544e-15,5.1665743047502394e-15,5.0337593578059313e-07,2.6189322576316046e-10,1.7236508936491678e-16,5.5824474428698974e-19,1.1857458064297316e-21,1.4057659299300532e-22,1.1121249841218009e-13,5.2343747720592176e-11,9.2849764832932961e-13,9.291598926462038e-13,4.2668655137811241e-16,2.3555776549526634e-16,3.6760646895514697e-21,6.4869508836995494e-13,6.0148257394467637e-16,1.7051272717797641e-16,1.7166629348465398e-28,1.8461339737071909e-17,1.4991017696232366e-19,1.6259216846667522e-28,5.2950082705590776e-09,2.4736230980467549e-22,7.0771493635479957e-23,5.6391020562940646e-12,1.6246830418292485e-12,7.4104010807955065e-13,5.6495659784533298e-12,1.0089443130348945e-13,1.6259182935630941e-28,4.8820929787838081e-21,1.99659262446472e-21,1.8560160314717149e-21
1.2563655982154348e-11,0.21831482783848807,76.950000000000003,0.0,0.0,0.0,0.9999883146047972,9.4999998513317525,4.8275474637189618e-07,5.092524191980899e-06,4.9772766035980643e-06,1.3192954672028996e-07,2.8299921848626984e-12,4.7656464195737246e-08,4.0673249553357611e-07,1.6735878926064165e-08,2.1320356211857655e-15,5.7263914090443937e-15,5.8035027645999513e-15,5.2391617455229226e-07,2.8259903092510019e-10,1.7984119370651314e-16,5.8247152365519576e-19,1.3809676957104415e-21,1.5952037376216499e-22,1.204365186186096e-13,5.6409116559118042e-11,1.0397590391829711e-12,1.0405032719244057e-12,4.7854923046912789e-16,2.6568351096473293e-16,3.8324345970296414e-21,6.9998021469150511e-13,6.497046026953155e-16,1.8491462640878405e-16,2.2367672303613161e-28,2.0837722906920996e-17,1.6778033672030146e-19,2.1185411910399427e-28,5.5110811104073208e-09,2.7922091526951976e-22,7.9882791228647179e-23,5.877383700816371e-12,1.6895216963563338e-12,7.4109181536822167e-13,5.8887696621955551e-12,1.0965555051128101e-13,2.1185366002368665e-28,5.6772933932273006e-21,2.3456084246911462e-21,2.1860880509289802e-21
1.3032817010023662e-11,0.21831482781257505,76.950000000000003,0.0,0.0,0.0,0.99998787827040447,9.4999998409517019,5.0078185993617764e-07,5.2826197631194747e-06,5.1583795219935444e-06,1.416137590804637e-07,2.9356322079814142e-12,4.7656444434686253e-08,4.2267851103181283e-07,1.7431611464382894e-08,2.2885372113076186e-15,6.4570055214815648e-15,6.4929138778855381e-15,5.4445640445909829e-07,3.0409244111556291e-10,1.8731744159122866e-16,6.066989742642681e-19,1.5997076636875616e-21,1.8020785028107727e-22,1.3002792206052177e-13,6.0620930153114621e-11,1.1594903224352e-12,1.1603230018893186e-12,5.3441569941791788e-16,2.9826375469947215e-16,3.9888044377991423e-21,7.5321599599392745e-13,6.9978597289487538e-16,1.9990321139712514e-16,2.8861259001450107e-28,2.3410553102746095e-17,1.8699724889797695e-19,2.7335871333800998e-28,5.7271546331759258e-09,3.1371456645641891e-22,8.9747402136588228e-23,6.1152821659959478e-12,1.7539540855216741e-12,7.4114336545850257e-13,6.1276294360062389e-12,1.1877790471486396e-13,2.7335809874381099e-28,6.5653053007446474e-21,2.7399814096637158e-21,2.5597735593826389e-21
1.3501978037892976e-11,0.21831482778586908,76.950000000000003,0.0,0.0,0.0,0.99998744193559186,9.499999830254005,5.188089548198003e-07,5.4727151566718458e-06,5.3391644834805452e-06,1.5161560710733398e-07,3.0412721321148693e-12,4.7656424666833083e-08,4.3862451911784608e-07,1.8127353064611446e-08,2.4501719738265108e-15,7.2514760163420709e-15,7.237216749523238e-15,5.6499662547549119e-07,3.2637345491207785e-10,1.9479378685553884e-16,6.3092694772930977e-19,1.8438557290542371e-21,2.0273193426345537e-22,1.3998659502031644e-13,6.4978615677741349e-11,1.2879906079046613e-12,1.2889184290228548e-12,5.9442936692200496e-16,3.33391751269288e-16,4.1451742110121514e-21,8.0840242406621614e-13,7.5172667669896233e-16,2.1547848147136966e-16,3.6903591196456183e-28,2.6187659864987312e-17,2.0760703085272882e-19,3.4953269789671388e-28,5.9432288354523233e-09,3.509483396860614e-22,1.0039535467511699e-22,6.3527980497868199e-12,1.8179827961906468e-12,7.41194768050908e-13,6.3661459103736813e-12,1.2826083112178988e-13,3.4953188359820357e-28,7.5529766223122187e-21,3.183745665557932e-21,2.9810137312944759e-21
1.397113906576229e-11,0.21831482775837624,76.950000000000003,0.0,0.0,0.0,0.99998700560035958,9.499999819241113,5.3683603102276775e-07,5.6628103756192991e-06,5.5196339362960193e-06,1.6193264283042914e-07,3.1469119589112711e-12,4.765640490575247e-08,4.5457051978588877e-07,1.8823100742130284e-08,2.6169003481522167e-15,8.113044832638857e-15,8.0388553064617812e-15,5.8553683759413226e-07,3.4944207090696503e-10,2.0227019742665163e-16,6.5515534152888834e-19,2.1153857996612745e-21,2.2718725937791488e-22,1.5031242381512855e-13,6.9481603581324805e-11,1.4255578364893889e-12,1.4265877299598848e-12,6.5873308087268003e-16,3.7116038962065684e-16,4.3015439164038318e-21,8.6553949070721801e-13,8.0552670627747563e-16,2.3164043595381791e-16,4.6789696882571597e-28,2.9176871699793496e-17,2.2965551988889276e-19,4.4317059815935248e-28,6.1593037140323059e-09,3.9102729739757411e-22,1.1185667319302391e-22,6.5899319518878066e-12,1.8816103994939423e-12,7.4124602745548244e-13,6.6043196973610637e-12,1.3810366812551838e-13,4.4316952964062327e-28,8.647384087399779e-21,3.6811434591623592e-21,3.4539561997844448e-21
1.4440300093631604e-11,0.2183148277301027,76.950000000000003,0.0,0.0,0.0,0.9999865692647073,9.4999998079154615,5.548630885450834e-07,5.8529054220099008e-06,5.6997903098132655e-06,1.7256243714075994e-07,3.252551689500252e-12,4.7656385138338248e-08,4.7051651304151267e-07,1.9518852445490173e-08,2.7886830785067585e-15,9.0450113044513216e-15,8.9003079362912478e-15,6.0607704082231329e-07,3.7329828770306557e-10,2.0974665125964522e-16,6.7938408578779706e-19,2.416356764051721e-21,2.5367015892742272e-22,1.6100529479689829e-13,7.412932756247868e-11,1.5724887868414899e-12,1.573627918168218e-12,7.2746913155871403e-16,4.1166219516583805e-16,4.4579135541970457e-21,9.2462718771527462e-13,8.6118605380321608e-16,2.4838907415945697e-16,5.8857625994231504e-28,3.23860160791907e-17,2.5318827503043229e-19,5.5747446456769911e-28,6.3753792658825809e-09,4.3405648815076006e-22,1.2416137807271471e-22,6.8266844733775631e-12,1.9448394508212358e-12,7.4129714333323723e-13,6.8421514102421619e-12,1.483057553042621e-13,5.5747307505877544e-28,9.8558317703567078e-21,4.2366289807930705e-21,3.9829588218656472e-21
1.4909461121500918e-11,0.21831482770105434,76.950000000000003,0.0,0.0,0.0,0.99998613292863514,9.4999997962794556,5.7289012738675104e-07,6.0430002972527649e-06,5.8796360146872554e-06,1.8350257964549504e-07,3.3581913246564254e-12,4.7656365358327839e-08,4.8646249888737568e-07,2.0214606762153125e-08,2.9654812115758751e-15,1.0050731415741179e-14,9.8240871286849819e-15,6.2661723516357414e-07,3.9794210391041918e-10,2.1722313317535308e-16,7.0361313299042074e-19,2.7489135680468587e-21,2.8227864380663925e-22,1.7206509435278257e-13,7.8921224547394053e-11,1.7290790819954394e-12,1.7303348505821473e-12,8.0077925484779817e-16,4.5498933185555709e-16,4.6142831245089071e-21,9.8566550688020057e-13,9.1870471144306292e-16,2.6572439540220227e-16,7.3492926511720461e-28,3.5822919441051379e-17,2.7825057878229483e-19,6.9609627576383751e-28,6.5914554879473131e-09,4.8014094662564651e-22,1.3733948573008448e-22,7.0630562143895009e-12,2.0076724892142126e-12,7.4134811553436303e-13,7.079641661177394e-12,1.5886643342405857e-13,6.9609448403612607e-28,1.1185849636016621e-20,4.8548720388999864e-21,4.5725933950933473e-21
1.5847783177239546e-11,0.2183148276406572,76.950000000000003,0.0,0.0,0.0,0.9999852602552316,9.4999997720859479,6.0894414902815692e-07,6.4231895377703648e-06,6.238404968395127e-06,2.0630436038639264e-07,3.5694703105680025e-12,4.7656325757159053e-08,5.1835444835121821e-07,2.1606119746378417e-08,3.3339693710011068e-15,1.2297135359981777e-14,1.1868843546319602e-14,6.6769759718759635e-07,4.495925290233646e-10,2.3217614376192981e-16,7.5207202183646124e-19,3.5178010820498699e-21,3.4627267146839162e-22,1.9528502491138169e-13,8.8935301236528871e-11,2.0724144600860154e-12,2.0739266324549809e-12,9.6168590947677479e-16,5.5048645948263351e-16,4.9270220627540839e-21,1.1135939787695983e-12,1.0393199256725099e-15,3.0215508424942504e-16,1.1227497064656644e-27,4.3411303693353635e-17,3.3314359000145555e-19,1.0634321427495224e-27,7.0236099304556911e-09,5.8189573606789268e-22,1.6643595521064282e-22,7.5346597500881807e-12,2.1321606020322168e-12,7.4144963105703783e-13,7.5536002195895317e-12,1.8106093147957596e-13,1.0634292321070789e-27,1.4241836588853659e-20,6.299409799379376e-21,5.9531371279109843e-21
1.6692273027404312e-11,0.2183148275837096,76.950000000000003,0.0,0.0,0.0,0.99998447484773245,9.499999749274199,6.4139270461764247e-07,6.7653592760005952e-06,6.5602583454913838e-06,2.2786355094515255e-07,3.7596210753646165e-12,4.7656290147792942e-08,5.4705717749538701e-07,2.2858483244774374e-08,3.6823767228813629e-15,1.4605937646755653e-14,1.3948172169178702e-14,7.0466989257600332e-07,4.987714877466365e-10,2.4563387276835288e-16,7.9568582799056329e-19,4.3411406953096528e-21,4.1215362760231406e-22,2.1743671909417048e-13,9.8435458462673407e-11,2.4173935210012559e-12,2.4191640906497005e-12,1.1235558809453956e-15,6.4701376748936413e-16,5.2084868750756351e-21,1.2354006485458699e-12,1.154232380188237e-15,3.3694915328958413e-16,1.6097479877087416e-27,5.1098278894380062e-17,3.8822703050302449e-19,1.5247108240091869e-27,7.4125511897397915e-09,6.8497748594171474e-22,1.9591085872589165e-22,7.9578066578240022e-12,2.2428706780076793e-12,7.4154052068044324e-13,7.9790012343812142e-12,2.0225577157622263e-13,1.5247064268969794e-27,1.7488109554414915e-20,7.8655146130779639e-21,7.4533609854756502e-21
1.753676287756908e-11,0.21831482752434336,76.950000000000003,0.0,0.0,0.0,0.99998368943887328,9.4999997254935717,6.7384119968188509e-07,7.1075284684010291e-06,6.8811418062881245e-06,2.5039162352906341e-07,3.9497715356592244e-12,4.7656254579771952e-08,5.7575988259683287e-07,2.4110846466159666e-08,4.046441757411958e-15,1.7208406380423536e-14,1.6270034454257695e-14,7.4164215912736894e-07,5.5050224709425958e-10,2.590915987983301e-16,8.3930034009861941e-19,5.3042206108240905e-21,4.8652014850095007e-22,2.4077549655691915e-13,1.0839412445035317e-10,2.7982142613402787e-12,2.8002707986335431e-12,1.3024251153936728e-15,7.541121778576678e-16,5.4899514672898655e-21,1.3635272056108739e-12,1.2751688769137959e-15,3.7364406458392804e-16,2.2669632727070666e-27,5.964486270299386e-17,4.4895798739026611e-19,2.1472214561935129e-27,7.8014945727214201e-09,7.9959116831555857e-22,2.2868222128373094e-22,8.379729120721564e-12,2.3523364211050961e-12,7.416309673863045e-13,8.4033053757998455e-12,2.246022480094014e-13,2.1472149482517226e-27,2.1255548557878857e-20,9.7178141871351765e-21,9.231294038634226e-21
1.8381252727733845e-11,0.21831482746259182,76.950000000000003,0.0,0.0,0.0,0.99998290402865375,9.4999997007574617,7.0628963422090609e-07,7.4496971158774294e-06,7.2010687516523655e-06,2.7387517872402994e-07,4.1399216919085707e-12,4.7656219001439275e-08,6.0446256367750082e-07,2.5363208483259666e-08,4.4259479324669121e-15,2.0126067157014098e-14,1.8850270132658651e-14,7.7861439687063178e-07,6.0478479904192233e-10,2.7254931188734625e-16,8.8291553748078176e-19,6.4227983785690751e-21,5.7000168644097302e-22,2.6530069597816359e-13,1.1880812912548475e-10,3.2165598262417359e-12,3.2189312332118761e-12,1.4991005807088522e-15,8.723063894124154e-16,5.7714158403054068e-21,1.4979736013600943e-12,1.4021293694947049e-15,4.1223981395648459e-16,3.1410498309787679e-27,6.9096661523065349e-17,5.1559077781224037e-19,2.9751573749731909e-27,8.190440062264734e-09,9.2634884372490747e-22,2.6492495524236585e-22,8.8004306103561327e-12,2.4605720632288946e-12,7.4172096794574179e-13,8.8265161795567276e-12,2.4809655880434005e-13,2.9751479202022062e-27,2.5596047834013448e-20,1.1891808980954496e-20,1.1321807294513525e-20
1.9225742577898612e-11,0.21831482739848815,76.950000000000003,0.0,0.0,0.0,0.99998211861707431,9.4999996750790832,7.3873800823472631e-07,7.7918652187418964e-06,7.5200523971663109e-06,2.9830100237942645e-07,4.3300715442403386e-12,4.765618339057547e-08,6.3316522074680499e-07,2.6615568962027384e-08,4.8206816998829091e-15,2.3380983960360295e-14,2.1705049370639772e-14,8.1558660581858861e-07,6.616191355718279e-10,2.860070084457247e-16,9.2653142043266864e-19,7.7136157671174436e-21,6.632436390307307e-22,2.9101165640472875e-13,1.2967433454220716e-10,3.6741017426057078e-12,3.6768182437439206e-12,1.7143836709024959e-15,1.0021174672842293e-15,6.0528799945482689e-21,1.6387397869448382e-12,1.5351138113427423e-15,4.5273639715950889e-16,4.2882840896021e-27,7.9499270907858237e-17,5.8837695279584836e-19,4.0618270732422191e-27,8.5793876412336993e-09,1.065862427073355e-21,3.0481393134183229e-22,9.2199145884983693e-12,2.5675916728306346e-12,7.4181052154367685e-13,9.2486371698388062e-12,2.7273491429928166e-13,4.0618135675869952e-27,3.0563760050362439e-20,1.4425541452600381e-20,1.3762297813569653e-20
2.007023242806338e-11,0.2183148273320647,76.950000000000003,0.0,0.0,0.0,0.9999813332041344,9.4999996484714675,7.7118632172336726e-07,8.1340327771137076e-06,7.8381057756898718e-06,3.2365606304586624e-07,4.5202210926759265e-12,4.7656147773562088e-08,6.6186785379346831e-07,2.7867927760822319e-08,5.2304324640522006e-15,2.6995746580354692e-14,2.4850866524216734e-14,8.5255878595738418e-07,7.2100524866816436e-10,2.9946468695139357e-16,9.701479962117247e-19,9.1944166833088167e-21,7.6690697704432878e-22,3.1790771725176578e-13,1.4098963448170801e-10,4.1725000367340173e-12,4.1755931698764088e-12,1.9490702625747736e-15,1.1440628797832109e-15,6.3343439295719362e-21,1.7858257132647719e-12,1.6741221556272916e-15,4.9513380988089258e-16,5.7759511655089349e-27,9.0898275560581025e-17,6.6756532867826182e-19,5.4709678125937037e-27,8.9683372923797074e-09,1.2187436876395938e-21,3.4852397870599815e-22,9.6381845049954267e-12,2.6734091561286841e-12,7.4189963437508693e-13,9.6696718572007997e-12,2.9851353711326851e-13,5.4709488162348471e-27,3.6215070345098039e-20,1.7359658146884122e-20,1.6592751169839794e-20
2.1759212128392912e-11,0.21831482719238673,76.950000000000003,0.0,0.0,0.0,0.99997976237417463,9.4999995925197585,8.3608276712519633e-07,8.818366260466584e-06,8.4714729646305736e-06,3.7710266808582238e-07,4.9005192777316394e-12,4.7656076536443155e-08,7.1927304781215308e-07,3.0372640139722248e-08,6.0941571200282398e-15,3.53977246656687e-14,3.2083176514829588e-14,9.2650305980151596e-07,8.474327725003064e-10,3.2637998788351813e-16,1.057383270002779e-18,1.2802058536334105e-20,1.0082174049529411e-21,3.7525249970407035e-13,1.6495524933350551e-10,5.2984490523061385e-12,5.3023952713226468e-12,2.4798102017468803e-15,1.4664088147023952e-15,6.8972711416842559e-21,2.0989565904565626e-12,1.9702103629753945e-15,5.8563110623446576e-16,1.0106260569854786e-26,1.1686775523814355e-16,8.4613046021311529e-19,9.5727492083285594e-27,9.7462427435563231e-09,1.567055589490996e-21,4.4810639566453745e-22,1.047109591412532e-11,2.8814925750446742e-12,7.4207655373414081e-13,1.0508496318580198e-11,3.5347653631288787e-13,9.5727131458910768e-27,4.9805035126894917e-20,2.4605009528233342e-20,2.3596792123280397e-20
