Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26)
9.47535422376742e-09,0.36247554205886473,76.950000000000003,0.0,0.0,0.0,7.9019613979851495e-05,9.4997052399245234,0.0019478849940529261,0.0092361785265237511,1.8116180690468847e-05,2.1130572408363418e-07,7.5958686940024833e-10,3.5944504481700786e-06,0.12474262460998599,4.3864234521823281e-06,1.0256684379039741e-15,1.5239823245544184e-07,0.00026240202554581851,0.83878571043935024,0.00022646303723626232,1.6466202151272545e-14,9.4253360720596763e-13,1.3744081270525043e-07,1.1246743920843793e-12,0.00032389481235669762,2.2487615737346804e-07,0.011205022193487284,0.011280771069766552,1.0805436419883736e-06,5.6155409330305872e-07,5.5509771670697799e-09,0.0017704716586121852,3.3961540685771052e-07,8.8198136183610694e-08,4.9817548504651287e-07,2.4945066638051122e-07,1.6149339659697624e-06,2.8158817617532652e-05,0.010825644413826765,1.2569748020124763e-12,4.8973910336969357e-13,1.4535553304817395e-06,4.778908175430621e-07,1.4271948396929666e-08,8.7030552438392068e-05,0.00026828619039970789,8.3919383208973621e-06,1.0919491702059252e-07,6.8151460966072838e-07,8.1422249431014147e-08,4.5108514404293924e-07,1.5611942799949058e-08,2.5895644958049325e-09,4.7473629166572959e-07,2.7381218085405633e-08,1.6701124266295563e-07,7.1566599635303984e-09,8.7445843510729097e-10,5.8703605162525586e-09,4.1683487668120962e-11,8.2217726268122291e-05,8.6500103486867561e-11,5.2752746262975296e-08,4.706090016337838e-05,2.9619783734688941e-09,8.7315887675553204e-08,5.5770314154154555e-09,1.5624154924848373e-08,1.0157020080425616e-09,4.5480551094819704e-10,2.2330170709419978e-16,1.3075206315108598e-09,1.7311746342796949e-06,2.8761506921174444e-08,8.9156970287868577e-09,7.3958922232515493e-10,2.8756736430482869e-08,0.00028684230718364537
9.531282361865306e-09,0.3624755445886937,76.950000000000003,0.0,0.0,0.0,7.8744073531037653e-05,9.4997039518818784,0.001946161644744865,0.0092247757016844026,1.7427413133304643e-05,2.0327196610642072e-07,7.5864898933482634e-10,3.5802922208350432e-06,0.12421745350700711,4.3810074265197069e-06,9.866729900598191e-16,1.5053615674373265e-07,0.00026382711732177958,0.83930206473902802,0.00022646821919187693,1.6445870919921588e-14,9.4765201432638617e-13,1.3819112063540559e-07,1.1154012354250978e-12,0.00032409533872043949,2.1632860678787445e-07,0.011205519040702324,0.011281473347335313,1.0805914039676853e-06,5.6157891761255794e-07,5.5543943929075082e-09,0.0017798324464922963,3.4141097604217841e-07,8.8664482185529816e-08,4.9822213447223906e-07,2.5076999278941108e-07,1.6235452671867644e-06,2.8258367118866644e-05,0.010835405092255808,1.2636226728543514e-12,4.9232922829197733e-13,1.4545269335265036e-06,4.7828456953350367e-07,1.4265739433509761e-08,8.71641898742423e-05,0.00026870098928010935,8.3950208561480007e-06,1.0977782711439314e-07,6.8314056074665005e-07,8.1272832321817438e-08,4.5252127059294713e-07,1.569460418237818e-08,2.5978284026414841e-09,4.7778405815513735e-07,2.7665715059679095e-08,1.6756110506167685e-07,7.2026075725018801e-09,8.7735907433228458e-10,5.9325992238540382e-09,4.2165727824604976e-11,8.2665760800959106e-05,8.7059948697335361e-11,5.2834378430116888e-08,4.7520543473344702e-05,2.9909076691420786e-09,8.797929548727956e-08,5.6315018351180815e-09,1.5776793293371089e-08,1.0234218078047172e-09,4.5824551205216014e-10,2.254832271973105e-16,1.3177729133845425e-09,1.7447528533221442e-06,2.8806014261045858e-08,8.9160924406761714e-09,7.4004440699621878e-10,2.8801240433063248e-08,0.00028813925955770804
9.587210499963193e-09,0.36247554701180323,76.950000000000003,0.0,0.0,0.0,7.8469720399985824e-05,9.4997026652458647,0.0019444397507823745,0.0092133871315251796,1.6764832984840681e-05,1.9554365814575497e-07,7.5771228091113188e-10,3.5661950220310863e-06,0.12369454627841865,4.3755981734716975e-06,9.4916012269052155e-16,1.4869557992442421e-07,0.00026525049294411226,0.83981617877564263,0.00022647338273465138,1.6425565122300633e-14,9.5276425651011347e-13,1.3894052502026306e-07,1.1062333095355888e-12,0.00032429499510486346,2.0810603868175856e-07,0.011205991738811863,0.01128214892639821,1.0806368364286796e-06,5.6160253154207114e-07,5.5577967943007907e-09,0.0017891790570430861,3.4320382514867287e-07,8.9130121742535757e-08,4.982665418121943e-07,2.5208732070418073e-07,1.6321435259867845e-06,2.8356764841346233e-05,0.010845140253772329,1.2702604711370247e-12,4.9491542860982201e-13,1.455496468411597e-06,4.7867734384205996e-07,1.425957324595007e-08,8.7297921410061302e-05,0.00026911607631136799,8.3979844917176077e-06,1.1035985420456483e-07,6.8474249394251587e-07,8.1124792878074779e-08,4.5393951549879106e-07,1.577714135992496e-08,2.6059894307063628e-09,4.8083609139358769e-07,2.7950879173134416e-08,1.6810414272382533e-07,7.2486195103733068e-09,8.8022373522855515e-10,5.9949530429726946e-09,4.2649572742007939e-11,8.3113263239884116e-05,8.7620583746142475e-11,5.2916067518848107e-08,4.7981936231415595e-05,3.0199470672090629e-09,8.8643622602702523e-08,5.6861795649019224e-09,1.5930012773698603e-08,1.0311523086500506e-09,4.6169017690936187e-10,2.2767305262214333e-16,1.3280420255541679e-09,1.7583533953906654e-06,2.885055263337029e-08,8.9164686329105957e-09,7.4049761646892729e-10,2.8845775479921473e-08,0.00028943450400489558
9.64313863806108e-09,0.3624755493323814,76.950000000000003,0.0,0.0,0.0,7.8196547964343654e-05,9.4997013800217882,0.001942719311258181,0.0092020127977368721,1.6127444581745716e-05,1.8810918673302977e-07,7.5677674387919263e-10,3.5521585873418154e-06,0.1231738931650293,4.37019568239316e-06,9.1307347872887414e-16,1.4687630109662066e-07,0.00026667215446401197,0.84032806220654399,0.00022647852795343681,1.6405284700741624e-14,9.5787034152273485e-13,1.3968902694037102e-07,1.0971696877973232e-12,0.00032449378526036072,2.0019609700370472e-07,0.011206441270314801,0.011282798822046818,1.0806800352739459e-06,5.6162498442422835e-07,5.5611844353548551e-09,0.0017985115122068358,3.4499395842814051e-07,8.9595055953220905e-08,4.9830879785791372e-07,2.534026532162272e-07,1.640728762554188e-06,2.8454022708121346e-05,0.010854850007273197,1.2768882135491651e-12,4.9749771091568745e-13,1.4564639438948815e-06,4.7906914463319173e-07,1.4253449653557033e-08,8.7431746769536383e-05,0.0002695314506529538,8.4008334369889794e-06,1.1094099965737879e-07,6.8632068922604523e-07,8.0978129548375619e-08,4.553400765445685e-07,1.5859554522492291e-08,2.6140487172742068e-09,4.8389237265733505e-07,2.8236700348790417e-08,1.686404304899881e-07,7.2946954942846947e-09,8.8305281157742978e-10,6.0574192886557156e-09,4.313500470846403e-11,8.3560236431107608e-05,8.8182005159897127e-11,5.2997813367819411e-08,4.8445072525966028e-05,3.0490961968021001e-09,8.9308863021070343e-08,5.7410639049225721e-09,1.6083811401936668e-08,1.0388934406956278e-09,4.6513947488713311e-10,2.2987115524278428e-16,1.3383278664439659e-09,1.771976125557554e-06,2.8895121942617688e-08,8.9168263889007902e-09,7.4094885918893648e-10,2.8890341480130927e-08,0.00029072804662362241
9.699066776158967e-09,0.3624755515544547,76.950000000000003,0.0,0.0,0.0,7.7924549692613105e-05,9.4997000962146672,0.0019410003252636034,0.0091906526820392971,1.5514290116336009e-05,1.8095737995298964e-07,7.5584237829220808e-10,3.5381826551770211e-06,0.12265548444966269,4.3647999503695954e-06,8.7835899504280273e-16,1.4507811934543645e-07,0.00026809210392882816,0.84083772464728945,0.00022648365493646482,1.6385029647351088e-14,9.6297027592826693e-13,1.4043662747422426e-07,1.0882094413282942e-12,0.00032469171292109087,1.925868954858853e-07,0.011206868579542485,0.011283424010778245,1.080721092750429e-06,5.6164632401573052e-07,5.5645573742570806e-09,0.0018078298338916668,3.4678138056185349e-07,9.0059285995284016e-08,4.9834898989439035e-07,2.5471599339620656e-07,1.6493009970424062e-06,2.8550152574615359e-05,0.010864534461181539,1.2835059161477364e-12,5.0007608180686147e-13,1.4574293687051706e-06,4.794599760558794e-07,1.4247368456576682e-08,8.7565665677734485e-05,0.00026994711146851376,8.4035717617578944e-06,1.1152126483702913e-07,6.8787542393272548e-07,8.08328402215723e-08,4.5672315004684322e-07,1.5941843859717485e-08,2.6220073912083966e-09,4.8695288327490436e-07,2.8523168617727295e-08,1.6917004267250709e-07,7.3408352434381464e-09,8.8584669441311769e-10,6.1199953082825277e-09,4.3622006184830608e-11,8.4006683207602968e-05,8.8744209308119442e-11,5.3079615794529983e-08,4.8909946458050566e-05,3.0783546859478943e-09,8.99750108029048e-08,5.7961541596632246e-09,1.6238187218406088e-08,1.0466451347703294e-09,4.6859337548041148e-10,2.3207750708869618e-16,1.3486303353546203e-09,1.7856209102188425e-06,2.8939722114710427e-08,8.9171664616831592e-09,7.4139814397058691e-10,2.8934938343905777e-08,0.00029201989335423111
9.754994914256854e-09,0.36247555368189655,76.950000000000003,0.0,0.0,0.0,7.7653719140947418e-05,9.4996988138292711,0.0019392827918885836,0.0091793067661976105,1.4924448197288143e-05,1.7407749065787777e-07,7.5490917954965951e-10,3.5242669628217267e-06,0.12213931045697961,4.359410965352619e-06,8.449643258364052e-16,1.4330083383555334e-07,0.00026951034338213554,0.84134517567183398,0.00022648876377135693,1.6364799935580536e-14,9.6806406735276143e-13,1.4118332769830272e-07,1.0793516473738766e-12,0.00032488878180505387,1.8526699978273585e-07,0.011207274574126408,0.011284025431962509,1.0807600937928341e-06,5.6166659527449893e-07,5.5679156794235086e-09,0.001817134043973205,3.4856609522485715e-07,9.0522812867804408e-08,4.9838720183301414e-07,2.5602734434520568e-07,1.6578602495739526e-06,2.8645166226444031e-05,0.010874193723448973,1.2901135926216381e-12,5.0265054617035551e-13,1.458392751524991e-06,4.798498422384076e-07,1.4241329477504991e-08,8.7699677861078238e-05,0.00027036305792585099,8.4062034004582386e-06,1.1210065110563469e-07,6.894069727570177e-07,8.0688922255431041e-08,4.580889308354227e-07,1.6024009560904706e-08,2.6298665728491963e-09,4.9001760462847873e-07,2.8810274118296988e-08,1.6969305304685383e-07,7.3870384771578748e-09,8.8860577197571673e-10,6.1826784813309339e-09,4.4110559804015035e-11,8.4452606389168991e-05,8.9307192712727257e-11,5.3161474644458276e-08,4.93765521414074e-05,3.1077221632398127e-09,9.0642060068510915e-08,5.8514496269227958e-09,1.6393138267640614e-08,1.0544073224010912e-09,4.7205184860922526e-10,2.3429208024615885e-16,1.3589493321136841e-09,1.7992876170690257e-06,2.89843530500691e-08,8.9174895702246068e-09,7.4184547898991983e-10,2.8979565981056531e-08,0.00029331004998491423
9.81092305235474e-09,0.36247555571843026,76.950000000000003,0.0,0.0,0.0,7.7384049950056613e-05,9.4996975328701101,0.0019375667102217171,0.009167975032013052,1.4357032465083031e-05,1.6745918031059868e-07,7.5397714727124235e-10,3.5104112489575208e-06,0.12162536155329946,4.3540287148303861e-06,8.1283926330426632e-16,1.4154424390014463e-07,0.00027092687486380152,0.84185042481271288,0.00022649385454513434,1.6344595496343884e-14,9.7315172380497941e-13,1.4192912868710832e-07,1.0705953719306713e-12,0.0003250849956141623,1.7822541028869797e-07,0.011207660126396065,0.01128460398925416,1.0807971236008029e-06,5.616858419127221e-07,5.5712594156403549e-09,0.0018264241642929554,3.5034810653277829e-07,9.0985637642416507e-08,4.9842351433950333e-07,2.5733670914489613e-07,1.6664065402404458e-06,2.8739075377468804e-05,0.010883827901557713,1.2967112596892624e-12,5.052211105416521e-13,1.4593541009980842e-06,4.802387472906849e-07,1.4235332543088879e-08,8.7833783047346675e-05,0.00027077928919690521,8.4087321562808861e-06,1.1267915982324149e-07,6.9091560775472435e-07,8.0546372504127856e-08,4.5943761223577994e-07,1.610605181515452e-08,2.6376273739114155e-09,4.9308651815385972e-07,2.909800709532643e-08,1.7020953484368168e-07,7.4333049147080338e-09,8.9133042966785443e-10,6.24546621913992e-09,4.4600648370265415e-11,8.4898008782491918e-05,8.9870951975524491e-11,5.3243389764284357e-08,4.984488370243712e-05,3.1371982606239018e-09,9.131000499680832e-08,5.9069496105759591e-09,1.6548662598383828e-08,1.062179935799407e-09,4.7551486460614271e-10,2.3651484674848425e-16,1.3692847581043437e-09,1.8129761150750102e-06,2.9029014649194727e-08,8.9177964101150793e-09,7.4229087248260443e-10,2.9024224301828366e-08,0.0002945985221574087
9.866851190452627e-09,0.36247555766763584,76.950000000000003,0.0,0.0,0.0,7.7115535842288939e-05,9.4996962533414351,0.0019358520793502814,0.0091566574613104312,1.381119026008088e-05,1.6109250345221281e-07,7.5304628263078577e-10,3.4966152559819298e-06,0.12111362814642243,4.3486531978315838e-06,7.8193577717573637e-16,1.3980814912535888e-07,0.00027234170041005217,0.84235348156122558,0.00022649892734422685,1.6324416324895516e-14,9.7823325157449147e-13,1.4267403151320046e-07,1.0619396783347183e-12,0.00032528035803431287,1.7145154560924471e-07,0.011208026074734556,0.011285160551950158,1.0808322651108211e-06,5.6170410659709218e-07,5.5745886379379091e-09,0.0018357002166579321,3.5212741937742351e-07,9.1447761531943844e-08,4.9845800495699126e-07,2.5864409084387781e-07,1.6749398891026303e-06,2.8831891667978971e-05,0.010893437102522708,1.3032989339119548e-12,5.0778778189851933e-13,1.4603134257433662e-06,4.8062669530853309e-07,1.4229377451939868e-08,8.7967980965682294e-05,0.00027119580445773259,8.4111617051877342e-06,1.1325679234782078e-07,6.9240159834645427e-07,8.040518734458383e-08,4.6076938605304656e-07,1.6187970811324834e-08,2.6452908973910438e-09,4.9615960533794308e-07,2.9386357899313939e-08,1.7071956074152621e-07,7.4796342777620407e-09,8.9402105001478658e-10,6.3083559646691154e-09,4.5092254858425691e-11,8.5342893181207215e-05,9.0435483470417676e-11,5.3325360968436762e-08,5.0314935280200522e-05,3.1667826086183056e-09,9.1978839824561353e-08,5.9626534215097471e-09,1.6704758263588208e-08,1.0699629078478357e-09,4.78982393846217e-10,2.3874577880465579e-16,1.3796365156208744e-09,1.826686274452283e-06,2.9073706844630065e-08,8.9180876512502635e-09,7.4273433329009024e-10,2.9068913217948823e-08,0.00029588531537247576
9.922779328550514e-09,0.3624755595329565,76.950000000000003,0.0,0.0,0.0,7.684817061896448e-05,9.4996949752472872,0.0019341388983602679,0.0091453540359596706,1.3286101341234542e-05,1.5496789276170229e-07,7.521165801157251e-10,3.4828787246948644e-06,0.12060410068545419,4.3432844028671453e-06,7.5220721802455568e-16,1.3809234943053707e-07,0.00027375482205353469,0.84285435536762154,0.00022650398225448169,1.6304262406268219e-14,9.8330865813276689e-13,1.4341803724722999e-07,1.053383641761001e-12,0.00032547487273545825,1.6493522666035966e-07,0.011208373224888459,0.011285695956296197,1.0808655926421607e-06,5.6172142908586434e-07,5.5779034143524011e-09,0.0018449622228430772,3.5390403733123403e-07,9.1909185518121824e-08,4.9849074822463862e-07,2.5994949253159354e-07,1.6834603161903945e-06,2.8923626662997194e-05,0.010903021432893813,1.3098766282196314e-12,5.1035056473509277e-13,1.4612707343330375e-06,4.8101369036705446e-07,1.4223464027084926e-08,8.8102271346562601e-05,0.00027161260288848535,8.4134955998224561e-06,1.1383355003527098e-07,6.938652113221342e-07,8.026536270170511e-08,4.6208444255750595e-07,1.6269766737915897e-08,2.652858237480665e-09,4.992368477202362e-07,2.9675316985619559e-08,1.7122320286012375e-07,7.5260262882722506e-09,8.9667801262782333e-10,6.3713451922553971e-09,4.5585362413158091e-11,8.5787262365960836e-05,9.1000783734724621e-11,5.3407388103449127e-08,5.0786701026427166e-05,3.1964748376007716e-09,9.2648558844908876e-08,6.0185603611340409e-09,1.6861423320413576e-08,1.0777561720871391e-09,4.8245440710632248e-10,2.4098484870859687e-16,1.390004507184453e-09,1.8404179666416354e-06,2.9118429539455714e-08,8.9183639305561852e-09,7.4317586946972451e-10,2.9113632640605364e-08,0.00029717043499517115
9.978707466648401e-09,0.36247556131770337,76.950000000000003,0.0,0.0,0.0,7.6581948157759504e-05,9.4996936985914644,0.001932427166336405,0.0091340647378685084,1.2780976653529607e-05,1.4907614467183305e-07,7.5118803890236475e-10,3.4692013966097538e-06,0.12009676966062934,4.3379223147145602e-06,7.2360881954043375e-16,1.3639664514433678e-07,0.00027516624182337824,0.84335305564128271,0.00022650901936117232,1.6284133656944298e-14,9.8837795185195854e-13,1.4416114695797236e-07,1.0449263260727375e-12,0.00032566854337167777,1.5866666137253297e-07,0.011208702351208216,0.011286211006743326,1.0808971816159299e-06,5.6173784800475199e-07,5.581203811260916e-09,0.0018542102045894157,3.5567796429197066e-07,9.2369910630885403e-08,4.9852181579176194e-07,2.6125291728292402e-07,1.6919678415027926e-06,2.9014291850703059e-05,0.01091258099875787,1.3164443592339748e-12,5.1290946541959564e-13,1.4622260352972017e-06,4.8139973652206956e-07,1.4217592104571555e-08,8.8236653921797882e-05,0.00027202968367339168,8.4157372733193608e-06,1.1440943423942093e-07,6.9530671084650993e-07,8.0126894072614241e-08,4.6338297047151882e-07,1.635143978321635e-08,2.6603304794931849e-09,5.0231822689354944e-07,2.996487491365014e-08,1.7172053275432181e-07,7.572480667528399e-09,8.9930169417092772e-10,6.4344314073669128e-09,4.607995434813501e-11,8.6231119104470639e-05,9.1566849460566718e-11,5.3489471026422344e-08,5.1260175105488791e-05,3.2262745823862668e-09,9.3319156406174361e-08,6.0746697363870485e-09,1.7018655830223153e-08,1.085559662703734e-09,4.8593087564637751e-10,2.432320286484555e-16,1.4003886369465094e-09,1.8541710642843553e-06,2.9163182627865226e-08,8.9186258651587524e-09,7.4361548899326798e-10,2.9158382481119282e-08,0.0002984538862599148
9.999999999999999e-09,0.3624755630250575,76.950000000000003,0.0,0.0,0.0,7.6480893061732204e-05,9.4996932129316001,0.0019317758694372864,0.0091297704718254977,1.2593757323613629e-05,1.4689242835165773e-07,7.5083483749246673e-10,3.4640097758436603e-06,0.11990419777647876,4.3358826634915525e-06,7.1300912724982369e-16,1.3575630962255116e-07,0.00027570313989657796,0.84354234769054925,0.00022651093238836565,1.627647700182433e-14,9.9030628939812417e-13,1.4444382273180093e-07,1.0417322717645224e-12,0.00032574205509251981,1.563432810816117e-07,0.011208823072672342,0.011286401905624726,1.0809087666999896e-06,5.6174386937763456e-07,5.5824565453144527e-09,0.0018577273440551845,3.5635261395914632e-07,9.2545130943402765e-08,4.9853321763051436e-07,2.6174862823460491e-07,1.695203374757159e-06,2.9048530416087212e-05,0.010916213956883629,1.3189421606349457e-12,5.1388265174845013e-13,1.4625892042968876e-06,4.8154646051016703e-07,1.4215367459083814e-08,8.8287839204410719e-05,0.00027218854552352276,8.4165671634670959e-06,1.1462845117979857e-07,6.9584975015060862e-07,8.0074532740489745e-08,4.6387303102154102e-07,1.6382501463601446e-08,2.6631504848070302e-09,5.0349242945606169e-07,3.0075268636323723e-08,1.7190822819128779e-07,7.5901827582870577e-09,9.0029189302789447e-10,6.458474085212285e-09,4.626863829486731e-11,8.6399966740367769e-05,9.1782558126717202e-11,5.3520735635477335e-08,5.1440880320024676e-05,3.2376478952480646e-09,9.3574690920458464e-08,6.096084331796999e-09,1.7078664928271195e-08,1.0885332221738689e-09,4.8725557515927463e-10,2.4408968358709618e-16,1.4043462252371399e-09,1.8594126381006841e-06,2.9180228654703893e-08,8.9187219418270405e-09,7.4378235563381002e-10,2.9175427274876646e-08,0.00029894207459744922
1.0034635604746288e-08,0.3624755630250575,76.950000000000003,0.0,0.0,0.0,7.6316862410201242e-05,9.4996924233775424,0.0019307168823621864,0.0091227895489619359,1.2295057142278929e-05,1.4340840553959246e-07,7.5026066174797646e-10,3.4555830181255049e-06,0.11959162560313492,4.3325669345160001e-06,6.9609795490368579e-16,1.347208370769391e-07,0.00027657596174525146,0.84384959175089902,0.00022651403874900629,1.6264030072692594e-14,9.9344113873064392e-13,1.4490336171235878e-07,1.0365667903705912e-12,0.00032586137358124752,1.5263642997630898e-07,0.01120901419785297,0.011286706477156789,1.0809271071726917e-06,5.61753401582687e-07,5.584489880014062e-09,0.0018634441836029882,3.5744920542894383e-07,9.2829938128894716e-08,4.9855127652758098e-07,2.625543681223124e-07,1.7004624850080708e-06,2.9103898640969495e-05,0.010922115905740805,1.3230021443151854e-12,5.1546449148756265e-13,1.4631793371461667e-06,4.8178483781694839e-07,1.4211761481278446e-08,8.8371128424546643e-05,0.00027244704600073668,8.4178900430117711e-06,1.1498444631202788e-07,6.967263584655897e-07,7.9989776549847121e-08,4.646651569578149e-07,1.6432990135304049e-08,2.6677086997933303e-09,5.05403724500674e-07,3.0255022346039008e-08,1.7221162140855317e-07,7.6189971395720187e-09,9.0189246833032716e-10,6.4976121463542984e-09,4.6576014145199416e-11,8.6674466151587021e-05,9.2133677024066632e-11,5.3571609548206013e-08,5.1735351694392621e-05,3.2561814761572086e-09,9.3990626911335656e-08,6.1309808651559441e-09,1.7176453858581401e-08,1.0933733145170116e-09,4.8941177067309671e-10,2.4548729100530088e-16,1.4107888100891704e-09,1.8679454411999594e-06,2.9207966049453971e-08,8.918874051609714e-09,7.4405320076077281e-10,2.9203162652726943e-08,0.00029973567427536875
1.0090563742844175e-08,0.36247556465808056,76.950000000000003,0.0,0.0,0.0,7.6052907399422863e-05,9.4996911496088998,0.0019290080455198972,0.0091115284512093466,1.1827612612491514e-05,1.3795615834886498e-07,7.4933444215409667e-10,3.4420233336771381e-06,0.11908865908493774,4.3272182521878079e-06,6.6963305338481276e-16,1.3306472658848873e-07,0.00027798398384141896,0.84434397302465636,0.00022651904050213363,1.6243951656335442e-14,9.9849822596125599e-13,1.4564468257550676e-07,1.028304112326276e-12,0.00032605336698671096,1.4683547084731402e-07,0.011209309479961521,0.011287183111978931,1.0809554340338422e-06,5.6176812497405459e-07,5.5877616877067605e-09,0.0018726641815582248,3.5921776424720969e-07,9.3289268984050679e-08,4.9857919662701138e-07,2.6385384812608732e-07,1.7089442666436859e-06,2.9192458364007487e-05,0.010931626259009735,1.3295499954993637e-12,5.1801564700084925e-13,1.4641306483440503e-06,4.8216899827460279e-07,1.4205971978477278e-08,8.8505694589282745e-05,0.00027286468906284107,8.4199571140419035e-06,1.1555858760277881e-07,6.9812441311397683e-07,7.9854004843567943e-08,4.659311876090915e-07,1.6514417981876753e-08,2.6749939657367808e-09,5.0849332223582086e-07,3.0545750047821291e-08,1.7269653923184951e-07,7.6655754290781424e-09,9.0445070578702249e-10,6.5608849761996842e-09,4.7073525453497168e-11,8.7117306249353554e-05,9.2701262958864566e-11,5.365380351388518e-08,5.2212224982796777e-05,3.2861951508267139e-09,9.4662964816582715e-08,6.1874930526549911e-09,1.7334815475253028e-08,1.1011970629672815e-09,4.9289706374897254e-10,2.4775060829249472e-16,1.4212049316423821e-09,1.8817409723649529e-06,2.9252779712301742e-08,8.9191090537338316e-09,7.444890127502826e-10,2.9247973068050835e-08,0.00030101580402912829
1.0146491880942061e-08,0.3624755662197159,76.950000000000003,0.0,0.0,0.0,7.579007721792783e-05,9.4996898772887217,0.0019273006548906385,0.0091002814266217206,1.1377940631621667e-05,1.3271120990550656e-07,7.4840937835817535e-10,3.4285220872920752e-06,0.11858786071860986,4.3218762487659375e-06,6.4417414499363647e-16,1.3142811565392081e-07,0.00027939031013079428,0.84483620875041332,0.00022652402470415455,1.6223898307075964e-14,1.0035492224282699e-12,1.4638511061074895e-07,1.0201373586185225e-12,0.00032624452719494845,1.4125506688944024e-07,0.01120958888475241,0.011287641627347864,1.0809822284875928e-06,5.6178205215350203e-07,5.5910193035206169e-09,0.0018818702200960209,3.6098364431045709e-07,9.37479041642708e-08,4.986056397124663e-07,2.651513603663917e-07,1.717413206316326e-06,2.9279982269114072e-05,0.010941112163275075,1.3360879290837148e-12,5.2056293798216616e-13,1.4650799773077011e-06,4.8255222189718667e-07,1.4200223443675523e-08,8.8640352151787621e-05,0.00027328261205604183,8.4219415828736375e-06,1.1613185945929505e-07,6.9950113112304817e-07,7.9719573302910246e-08,4.6718124643885454e-07,1.6595723510400977e-08,2.6821873356165908e-09,5.115870018463754e-07,3.0837048885605579e-08,1.731753560533693e-07,7.7122152592771761e-09,9.0697677419206396e-10,6.6242474942637826e-09,4.7572472088583905e-11,8.7559642127067264e-05,9.3269604066175298e-11,5.3736052793885497e-08,5.2690789172978443e-05,3.3163152440992274e-09,9.5336164630040325e-08,6.2442056079450182e-09,1.7493738754198917e-08,1.1090308441041504e-09,4.9638672702892564e-10,2.5002195284955749e-16,1.431636908326361e-09,1.8955575338891092e-06,2.9297623501466376e-08,8.9193314182935245e-09,7.4492293259679733e-10,2.9292813639376752e-08,0.00030229428039223552
1.0202420019039948e-08,0.36247556771279105,76.950000000000003,0.0,0.0,0.0,7.5528366025396068e-05,9.4996886064199675,0.0019255947095543511,0.0090890484572201547,1.0945365474032041e-05,1.2766567852301349e-07,7.4748547527757129e-10,3.4150790293505782e-06,0.11808922115715362,4.3165409274703684e-06,6.1968345083127373e-16,1.2981080692433308e-07,0.00028079494262899218,0.84532630817587429,0.00022652899143812684,1.620387001634505e-14,1.008594133851001e-12,1.4712464687966158e-07,1.0120655867658433e-12,0.00032643485779724666,1.3588683243571764e-07,0.011209853072592752,0.011288082712173611,1.081007559362306e-06,5.6179521750304935e-07,5.5942627746636776e-09,0.0018910623208215872,3.6274685113651826e-07,9.4205844984742604e-08,4.9863066693166429e-07,2.6644690784141877e-07,1.7258693239019421e-06,2.9366481523519141e-05,0.010950573722792491,1.3426159636168361e-12,5.2310637274863006e-13,1.4660273324398522e-06,4.8293451267623194e-07,1.4194515672556081e-08,8.8775100849176398e-05,0.00027370081418067333,8.4238464407097802e-06,1.1670426322712955e-07,7.0085676622993102e-07,7.9586475936396456e-08,4.684155158734493e-07,1.6676906908172785e-08,2.6892898586162907e-09,5.1468474512871169e-07,3.1128909826741573e-08,1.7364814111841714e-07,7.7589163564297684e-09,9.0947103814444378e-10,6.6876973280306962e-09,4.8072838031504213e-11,8.8001476501338712e-05,9.3838696726610461e-11,5.3818357195591174e-08,5.3171038479820109e-05,3.3465413920921434e-09,9.6010220911515966e-08,6.3011178565735845e-09,1.7653221773572103e-08,1.1168745945745847e-09,4.99880732512251e-10,2.5230129721759799e-16,1.4420846481340771e-09,1.9093950029945079e-06,2.9342497363434165e-08,8.9195416773562692e-09,7.4535496928675486e-10,2.9337684281425826e-08,0.00030357110812352075
