Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221)
7.159030069755183e-09,0.27087923965359056,76.950000000000003,0.0,0.0,0.0,9.746836894293257e-05,9.4999820242741748,0.0020766661272420515,0.013547596039625602,0.00015405156853731542,2.4483782440279775e-06,1.5024031114640935e-09,4.1534429210605841e-06,0.15159026826039157,8.6892839323294447e-06,1.1956011105897391e-14,8.3804524246320882e-07,4.6963296565264273e-05,0.80395044313691488,0.00043048189271504346,3.278312704988565e-14,2.2273878511980803e-13,2.4052187774462744e-08,5.1612612901573118e-12,0.00030663232784215115,1.8701666064202083e-06,0.015169661162499456,0.015331262250131048,1.9702603609783923e-06,1.0253820152730705e-06,4.8708777888239869e-09,0.001802919929193382,4.6578630804269125e-07,1.2113188902902247e-07,1.2658016031196646e-06,3.5029510465539861e-07,1.6041837207105751e-06,5.7289042119175152e-05,0.010221427622922434,2.3679944183256198e-12,9.2084468316125858e-13,1.3663822137867027e-06,4.4506053921714768e-07,1.3812256373389441e-08,7.8509575388473795e-05,0.00024229141550145827,2.0747878905377337e-05,1.4983885788591637e-07,1.8263253150428139e-06,2.7737794870636304e-07,1.167709502011508e-06,1.561276945271922e-08,9.1498519700411742e-09,4.6205022600290025e-07,7.7117550645075833e-08,4.2600362711317546e-07,7.0040711569749124e-09,3.0646219041625382e-09,1.9974872630977127e-08,1.5728009037303474e-10,5.9183142719899767e-05,8.3829634745902135e-11,4.5468497258676878e-08,3.8855146246274551e-05
7.184795932991522e-09,0.27087924742196845,76.950000000000003,0.0,0.0,0.0,9.7313664206138056e-05,9.4999820654549918,0.0020758352925011607,0.013540904167961394,0.00015144802485732165,2.406999472640784e-06,1.5016609588353201e-09,4.1461115963943473e-06,0.15130780764996082,8.6849916487332807e-06,1.1753948760722546e-14,8.3371608838672525e-07,4.7126965409212976e-05,0.8042286502404844,0.00043048752225593442,3.2766933025396839e-14,2.2351435743106025e-13,2.413655868063014e-08,5.140643736026036e-12,0.00030673904767147391,1.8385620698308968e-06,0.015171911385469984,0.015333936670529813,1.9705525891874188e-06,1.0255341137028655e-06,4.8725633860800101e-09,0.0018090469654844187,4.6736923757722767e-07,1.2154358661051348e-07,1.266194877486173e-06,3.5148610937278254e-07,1.6096975335004996e-06,5.7481209821093193e-05,0.010226289381985528,2.3760455543622388e-12,9.239755367210369e-13,1.3668528938981375e-06,4.4525264590693983e-07,1.380890097820027e-08,7.8566045414683129e-05,0.00024246703584551566,2.0767194479893042e-05,1.5035465623034071e-07,1.8304340969118611e-06,2.7709269316148972e-07,1.1711446086967002e-06,1.5665840046547526e-08,9.1768423584547241e-09,4.6375943731403936e-07,7.7645519403219164e-08,4.2730592010830529e-07,7.0299822905892217e-09,3.0740721370199569e-09,2.0121898058902473e-08,1.5844115047239703e-10,5.9388994943147904e-05,8.4139736595956809e-11,4.5501466452803063e-08,3.9084949215603783e-05
7.210561796227861e-09,0.27087925505179655,76.950000000000003,0.0,0.0,0.0,9.7159338850933121e-05,9.499982105950691,0.0020750047727374648,0.01353421568746524,0.0001488884824601684,2.3663200260970654e-06,1.5009191829730134e-09,4.1387942696967138e-06,0.1510258835425087,8.6807015132149376e-06,1.1555301384243703e-14,8.294054961942709e-07,4.7290582334836069e-05,0.80450632625782348,0.0004304931427541658,3.2750747104959298e-14,2.2428968983877959e-13,2.4220902772504574e-08,5.1201093471295162e-12,0.00030684556377731951,1.8074916663267465e-06,0.015174118759666871,0.015336565892560624,1.9708392519949232e-06,1.0256833159733666e-06,4.8742457653169887e-09,0.0018151701846646675,4.6895118103745074e-07,1.2195502773993588e-07,1.2665807521110745e-06,3.5267637219010773e-07,1.6152079111282863e-06,5.7672508663297605e-05,0.010231145159912016,2.3840916758037808e-12,9.2710444025357268e-13,1.3673230910941926e-06,4.4544452674597292e-07,1.3805555191167147e-08,7.8622536983852682e-05,0.00024264272227517749,2.0786215747485029e-05,1.5087013326353231e-07,1.8345177859584815e-06,2.7680766340772105e-07,1.1745620274408082e-06,1.5718877577250999e-08,9.2036938528091997e-09,4.6547007493868641e-07,7.81746179821651e-08,4.2860156576681376e-07,7.0559150478999206e-09,3.08347422865619e-09,2.0269254292939995e-08,1.5960484155183808e-10,5.9594719075256654e-05,8.4450097221675254e-11,4.5534448076917943e-08,3.9315311229101605e-05
7.236327659464201e-09,0.2708792625454594,76.950000000000003,0.0,0.0,0.0,9.7005387118160685e-05,9.4999821457728331,0.0020741745678794837,0.013527530595855446,0.00014637219771585243,2.3263280856148754e-06,1.5001777836122104e-09,4.1314909117902867e-06,0.15074449492033545,8.6764135358624576e-06,1.1360011262646833e-14,8.2511345865823243e-07,4.7454147412573342e-05,0.80478347220154711,0.00043049875423503453,3.2734569326756638e-14,2.250647804124422e-13,2.430522008776591e-08,5.0996582003868785e-12,0.00030695187654838224,1.7769463689575285e-06,0.015176284036962299,0.015339150680083295,1.9711204471686263e-06,1.0258296728594647e-06,4.8759249329100186e-09,0.0018212895891981658,4.7053213906488547e-07,1.2236621258241808e-07,1.2669593543788451e-06,3.5386589358534806e-07,1.6207148558115188e-06,5.7862940483182763e-05,0.010235994968077434,2.3921327858746331e-12,9.3023139501125592e-13,1.3677928061765562e-06,4.4563618214090852e-07,1.3802219108740414e-08,7.867905006524993e-05,0.00024281847469704332,2.0804946662923923e-05,1.513852891924913e-07,1.8385764919929348e-06,2.7652288110644034e-07,1.1779618193249238e-06,1.5771882066173866e-08,9.2304069312508401e-09,4.6718213650850807e-07,7.8704839518761028e-08,4.2989058596733248e-07,7.0818693928837667e-09,3.0928283357375271e-09,2.0416939042323388e-08,1.6077114548802872e-10,5.9800315417690864e-05,8.4760716193441873e-11,4.5567442113451694e-08,3.9546231518409963e-05
7.26209352270054e-09,0.2708792699052972,76.950000000000003,0.0,0.0,0.0,9.6851803554587804e-05,9.4999821849327244,0.0020733446778549267,0.013520848890806217,0.00014389843955090839,2.2870120319878111e-06,1.4994367604912117e-09,4.1242014433790503e-06,0.15046364076760577,8.6721277815610511e-06,1.1168021657047047e-14,8.2083996687233929e-07,4.761766071135254e-05,0.80506008908216087,0.00043050435672353391,3.2718399936133117e-14,2.2583961628552384e-13,2.4389510663289612e-08,5.0792903277947663e-12,0.00030705798637251731,1.7469173031975318e-06,0.015178407956345659,0.015341691784059567,1.9713962725686881e-06,1.0259732341019693e-06,4.877600895389474e-09,0.0018274051815474869,4.7211211239317093e-07,1.2277714129838718e-07,1.2673308095751893e-06,3.5505467403702932e-07,1.626218369766507e-06,5.805250715580782e-05,0.010240838817832802,2.4001688878160048e-12,9.3335640224709057e-13,1.3682620402776771e-06,4.458276125983142e-07,1.3798892116348927e-08,7.8735584628521969e-05,0.00024299429301785671,2.0823391138239473e-05,1.5190012422409665e-07,1.8426103247545885e-06,2.7623836737546816e-07,1.1813440457644966e-06,1.5824853534648441e-08,9.2569820745865754e-09,4.6889561965720197e-07,7.9236177175470792e-08,4.3117300274003792e-07,7.1078452900056773e-09,3.1021346160705213e-09,2.0564950024847205e-08,1.6194004422512156e-10,6.0005784271284389e-05,8.507159308239765e-11,4.5600448544861681e-08,3.9777709315917575e-05
7.287859385936879e-09,0.2708792771336149,76.950000000000003,0.0,0.0,0.0,9.6698582993725237e-05,9.4999822234416058,0.002072515102590732,0.013514170570116354,0.000141466489245088,2.2483604423450399e-06,1.498696113348953e-09,4.1169258600392927e-06,0.15018332007031779,8.6678442011349738e-06,1.0979276786499099e-14,8.165850102911808e-07,4.7781122298615607e-05,0.80533617790798562,0.0004305099502443657,3.2702238747119116e-14,2.2661420753177122e-13,2.4473774535160748e-08,5.0590058187530822e-12,0.0003071638936367482,1.7173957444771983e-06,0.01518049124413806,0.015344189942761958,1.9716668213742521e-06,1.0261140489590007e-06,4.879273658369036e-09,0.0018335169641739793,4.7369110159697323e-07,1.2318781405539862e-07,1.2676952409192517e-06,3.5624271402201446e-07,1.6317184552082834e-06,5.8241210592957393e-05,0.010245676720503768,2.4081999848366838e-12,9.3647946321461252e-13,1.3687307941774915e-06,4.4601881851605723e-07,1.3795574353691562e-08,7.8792140643020668e-05,0.00024317017714451866,2.0841553042907754e-05,1.524146385651116e-07,1.8466193939030836e-06,2.7595414279958123e-07,1.1847087684956675e-06,1.5877792003995092e-08,9.2834197661764087e-09,4.7061052202132087e-07,7.9768624140397131e-08,4.324488382610158e-07,7.133842703403384e-09,3.1113932285603931e-09,2.071328496688663e-08,1.6311151977491177e-10,6.0211125936241467e-05,8.5382727459413137e-11,4.5633467353633161e-08,4.0009743854759475e-05
7.313625249173219e-09,0.2708792842326776,76.950000000000003,0.0,0.0,0.0,9.6545720539047215e-05,9.4999822613105298,0.00207168584201311,0.013507495631600173,0.00013907564021998589,2.2103620867843677e-06,1.4979558419239695e-09,4.1096641777370582e-06,0.14990353181631844,8.6635627402543465e-06,1.079372181237978e-14,8.1234857677095548e-07,4.7944532240346164e-05,0.8056117396852126,0.00043051553482195188,3.2686085554320683e-14,2.2738856502880022e-13,2.4558011738688706e-08,5.0388047582558516e-12,0.00030726959872727348,1.6883731156170015e-06,0.015182534614208753,0.01534664588199088,1.9719321846589776e-06,1.0262521658443653e-06,4.8809432277201302e-09,0.0018396249395376406,4.7526910722486394e-07,1.2359823102256989e-07,1.2680527695961423e-06,3.5743001401667193e-07,1.6372151143506017e-06,5.8429052742163737e-05,0.010250508687391276,2.416226080138012e-12,9.3960057916453155e-13,1.3691990684593387e-06,4.4620980023101234e-07,1.3792266394338987e-08,7.8848718077957787e-05,0.00024334612698408815,2.0859436204055377e-05,1.5292883242218817e-07,1.8506038090092274e-06,2.7567022744158073e-07,1.1880560495611365e-06,1.5930697495522319e-08,9.309720491822086e-09,4.7232684124023567e-07,8.0302173627304917e-08,4.337181148464317e-07,7.1598615969249294e-09,3.120604333167987e-09,2.0861941603418635e-08,1.642855542170085e-10,6.0416340712137891e-05,8.5694118895827339e-11,4.566649852227984e-08,4.0242334368816318e-05
7.339391112409558e-09,0.27087929120470833,76.950000000000003,0.0,0.0,0.0,9.6393211549823473e-05,9.4999822985502167,0.0020708568960475814,0.013500824072947693,0.00013672519784040362,2.1730059252267202e-06,1.4972159459583851e-09,4.1024163158370167e-06,0.14962427499533337,8.6592834790872886e-06,1.0611302823978916e-14,8.0813065260796865e-07,4.810789060109565e-05,0.80588677541800513,0.00043052111048044614,3.2669940660937478e-14,2.2816267193753911e-13,2.4642222308420837e-08,5.0186871388242405e-12,0.00030737510202947333,1.6598409844165782e-06,0.015184538768176539,0.015349060315278678,1.9721924557510474e-06,1.0263876319089262e-06,4.8826096102162309e-09,0.001845729110096902,4.7684613002612141e-07,1.2400839235961194e-07,1.2684035147882345e-06,3.5861657449888687e-07,1.642708349405948e-06,5.8616035585790556e-05,0.010255334729772735,2.4242471769590051e-12,9.427197513465524e-13,1.369666864208568e-06,4.4640055823241582e-07,1.3788967740611375e-08,7.8905316903096854e-05,0.00024352214244377575,2.087704440666388e-05,1.5344270600185934e-07,1.8545636795465125e-06,2.7538664085269422e-07,1.191385951296969e-06,1.5983570030526728e-08,9.335884739662195e-09,4.7404457495522272e-07,8.0836818875636005e-08,4.3498085494708344e-07,7.1859019350244856e-09,3.1297680908694454e-09,2.1010917678033296e-08,1.6546212969893006e-10,6.0621428897922299e-05,8.6005766964284656e-11,4.5699542033344569e-08,4.0475480092713964e-05
7.3651569756458975e-09,0.2708792980518952,76.950000000000003,0.0,0.0,0.0,9.6241051626630978e-05,9.499982335171298,0.0020700282646190105,0.013494155891936754,0.00013441447924617905,2.136281104745676e-06,1.4964764251960688e-09,4.0951822290352535e-06,0.1493455485989339,8.6550064200510237e-06,1.0431966823850762e-14,8.0393122257094204e-07,4.8271197444005162e-05,0.80616128610841498,0.00043052667724374213,3.2653804076040166e-14,2.289365285541993e-13,2.4726406278154125e-08,4.9986529907761478e-12,0.0003074804039279158,1.6317910616133631e-06,0.015186504395588642,0.015351433944062366,1.9724477245484122e-06,1.0265204937684547e-06,4.8842728116859662e-09,0.0018518294783089145,4.7842217065257621e-07,1.2441829822997706e-07,1.2687475937014898e-06,3.5980239594546615e-07,1.6481981625855465e-06,5.8802161140257134e-05,0.010260154858901064,2.4322632785189247e-12,9.4583698101289685e-13,1.3701341824544799e-06,4.4659109299143096e-07,1.3785678003632153e-08,7.8961937088201976e-05,0.00024369822343095365,2.089438139374813e-05,1.5395625951053952e-07,1.8584991148839757e-06,2.7510340208115971e-07,1.1946985363214555e-06,1.6036409630292982e-08,9.3619130000841293e-09,4.7576372080996812e-07,8.1372553150524058e-08,4.3623708114380369e-07,7.2119636822587919e-09,3.1388846636222441e-09,2.1160210942947834e-08,1.6664122843621917e-10,6.0826390791917181e-05,8.6317671237292991e-11,4.5732597869399809e-08,4.070918026182287e-05
7.390922838882237e-09,0.2708793047763894,76.950000000000003,0.0,0.0,0.0,9.6089236590548213e-05,9.4999823711843252,0.0020691999476516506,0.013487491086458723,0.00013214281307596045,2.1001769551646879e-06,1.4957372793791434e-09,4.0879619588459148e-06,0.14906735162052448,8.6507314618787871e-06,1.0255661706257857e-14,7.9975026995370496e-07,4.8434452830841073e-05,0.8064352727563634,0.00043053223513548754,3.2637675416679854e-14,2.2971015629033493e-13,2.481056368095428e-08,4.9787024008643463e-12,0.00030758550480636444,1.6042151975290693e-06,0.015188432174207544,0.015353767457967364,1.9726980761949408e-06,1.0266507975628553e-06,4.8859328374673452e-09,0.0018579260466296192,4.7999722958702927e-07,1.2482794880518235e-07,1.2690851216075568e-06,3.6098747883143819e-07,1.6536845560993494e-06,5.8987431454764192e-05,0.010264969086004478,2.440274388001682e-12,9.4895226941366583e-13,1.3706010237175822e-06,4.467814048230033e-07,1.3782397891587138e-08,7.9018578602590951e-05,0.00024387436985316569,2.091145086666293e-05,1.5446949315453287e-07,1.8624102242745553e-06,2.7482052968648186e-07,1.19799386751691e-06,1.6089216316093891e-08,9.3878057655808844e-09,4.7748427645128498e-07,8.190936974281953e-08,4.3748681613994697e-07,7.2380468025815315e-09,3.1479542143097326e-09,2.130981915903239e-08,1.678228327126518e-10,6.1031226691820682e-05,8.6629831287184005e-11,4.5765666013048378e-08,4.0943434112257383e-05
7.416688702118576e-09,0.27087931138030447,76.950000000000003,0.0,0.0,0.0,9.5937762475654473e-05,9.4999824065994805,0.0020683719450691768,0.013480829654231996,0.00012990953932456048,2.0646829867901439e-06,1.494998508252234e-09,4.0807554470086683e-06,0.14878968305538998,8.6464586859952342e-06,1.0082336248299824e-14,7.9558777660263215e-07,4.8597656822013868e-05,0.80670873635978813,0.00043053778417909182,3.2621554990987196e-14,2.3048353576587867e-13,2.4894694549165573e-08,4.9588353315769078e-12,0.00030769040504778319,1.5771053803381622e-06,0.015190322770151352,0.015356061534954049,1.9729435991380309e-06,1.026778588001046e-06,4.8875896947647999e-09,0.0018640188175133418,4.815713075632935e-07,1.2523734424618002e-07,1.2694162118678313e-06,3.6217182363369406e-07,1.6591675321560452e-06,5.9171848610639306e-05,0.010269777422288238,2.4482805086371449e-12,9.5206561779298808e-13,1.3710673888325893e-06,4.4697149413727371e-07,1.3779127464169614e-08,7.9075241415949742e-05,0.00024405058161811738,2.0928256485273077e-05,1.5498240714002998e-07,1.8662971168491547e-06,2.745380417469576e-07,1.2012720080203395e-06,1.6141990109190475e-08,9.4135635306770276e-09,4.7920623952831084e-07,8.2447261969095547e-08,4.3873008275753501e-07,7.2641512601360793e-09,3.1569769067126032e-09,2.1459740095817149e-08,1.6900692488029781e-10,6.1235936894707505e-05,8.6942246688092445e-11,4.5798746446923776e-08,4.1178240880875235e-05
7.4424545653549155e-09,0.27087931786571273,76.950000000000003,0.0,0.0,0.0,9.5786625513130585e-05,9.4999824414267291,0.0020675442567947115,0.013474171592926399,0.00012771400910231535,2.0297888866067227e-06,1.4942601115665786e-09,4.073562546693818e-06,0.14851254190069213,8.6421882319425598e-06,9.9119400900537828e-15,7.9144372296220206e-07,4.8760809476609577e-05,0.80698167791465014,0.00043054332439773678,3.2605443326591948e-14,2.3125663787310157e-13,2.4978798914427428e-08,4.9390516980609818e-12,0.00030779510503434329,1.5504537331472857e-06,0.015192176838144202,0.015358316841564881,1.9731843828971382e-06,1.0269039088987706e-06,4.8892433902527376e-09,0.0018701077934129115,4.8314440544884584e-07,1.2564648470616038e-07,1.269740975969145e-06,3.6335543083019879e-07,1.6646470929630742e-06,5.9355414720228147e-05,0.010274579878934698,2.4562816436822742e-12,9.5517702740126319e-13,1.3715332793476207e-06,4.4716136156136908e-07,1.377586522856375e-08,7.9131925498728502e-05,0.00024422685863367366,2.0944801868247845e-05,1.5549500167309797e-07,1.8701599016067018e-06,2.7425595587195087e-07,1.2045330212077927e-06,1.6194731030831782e-08,9.4391867918042425e-09,4.809296076915743e-07,8.2986223171662292e-08,4.3996690393079109e-07,7.2902770201623877e-09,3.1659529054610434e-09,2.1609971531506564e-08,1.7019348735963943e-10,6.1440521697030527e-05,8.7254917014789534e-11,4.5831839153690841e-08,4.141359980527693e-05
7.468220428591255e-09,0.27087932423466654,76.950000000000003,0.0,0.0,0.0,9.5635822118659094e-05,9.4999824756763438,0.0020667168827508534,0.013467516900705471,0.00012555558451154985,1.9954845162970862e-06,1.4935220890640299e-09,4.0663834376759658e-06,0.14823592715536454,8.637919754976171e-06,9.744423720873867e-15,7.8731808809827746e-07,4.8923910852404994e-05,0.80725409841464202,0.00043054885581438193,3.2589339119395337e-14,2.3202954166243222e-13,2.5062876807682947e-08,4.9193517243673658e-12,0.00030789960514742689,1.5242525124950019e-06,0.015193995021658887,0.015360534033051354,1.9734205013174203e-06,1.0270268049506673e-06,4.8908939267549434e-09,0.0018761929767804994,4.8471652336808897e-07,1.2605537037111755e-07,1.2700595235458227e-06,3.6453830089225533e-07,1.670123240726607e-06,5.9538131926330942e-05,0.010279376467099911,2.4642777962479552e-12,9.5828649949376016e-13,1.3719986953570379e-06,4.4735100727759911e-07,1.3772612777718738e-08,7.9188630819997991e-05,0.00024440320080789009,2.0961090593228409e-05,1.5600727695969756e-07,1.8739986874091256e-06,2.7397428920784712e-07,1.2077769706863936e-06,1.624743910225487e-08,9.4646760472396346e-09,4.8265437859551461e-07,8.3526246718574586e-08,4.4119730270285022e-07,7.3164240465092634e-09,3.1748823760105629e-09,2.1760511252994936e-08,1.7138250263969554e-10,6.1644981394621678e-05,8.7567841839033828e-11,4.5864944116045912e-08,4.1649510123805272e-05
7.49140970550396e-09,0.27087932986881114,76.950000000000003,0.0,0.0,0.0,9.5500381448212186e-05,9.4999825060150229,0.0020659725147141742,0.013461530556308899,0.00012364420918405054,1.9651065611900391e-06,1.4928581885331006e-09,4.059933931003119e-06,0.1479874231387566,8.634079985964384e-06,9.5960809678016057e-15,7.8362074638921988e-07,4.9070658293963533e-05,0.80749883218255836,0.00043055382658245577,3.2574852351660299e-14,2.327249416106146e-13,2.5138524303070895e-08,4.901693148196275e-12,0.00030799348467195963,1.5010502343790113e-06,0.015195601228486497,0.015362497449574544,1.9736290916111989e-06,1.027135372842786e-06,4.8923767158110233e-09,0.0018816664012214601,4.8613059239006132e-07,1.2642314974652842e-07,1.2703409903791256e-06,3.656022540928847e-07,1.675048857383985e-06,5.9701853394239244e-05,0.0102836883881009,2.4714700762325401e-12,9.6108336882297981e-13,1.3724171648524974e-06,4.4752149922948898e-07,1.3769693795881796e-08,7.9239683743238289e-05,0.00024456196439947577,2.0975533927180333e-05,1.564680519320439e-07,1.8774331653827407e-06,2.7372116144189557e-07,1.2106819884941683e-06,1.6294848297142201e-08,9.4875022155035903e-09,4.8420786981545664e-07,8.4013170754659604e-08,4.4229918957371347e-07,7.3399745233519564e-09,3.1828792552803656e-09,2.1896258764571874e-08,1.724546991188317e-10,6.1828888401913644e-05,8.784969142632485e-11,4.5894749046417496e-08,4.1862300223547107e-05
7.514598982416664e-09,0.27087933541168635,76.950000000000003,0.0,0.0,0.0,9.5365205841388537e-05,9.4999825359004291,0.0020652284010840819,0.013455546937241467,0.00012176193150138417,1.9351910627872359e-06,1.4921945907091948e-09,4.0534953924187346e-06,0.14773934397733074,8.6302421114324636e-06,9.4499965016495531e-15,7.7993828872214452e-07,4.9217364285784297e-05,0.8077431454211963,0.00043055879025577618,3.2560372732985071e-14,2.3342011092135664e-13,2.5214150402250102e-08,4.884102116841162e-12,0.00030808720288418755,1.4782011735764364e-06,0.015197179334779298,0.015364430976823579,1.9738340365994607e-06,1.0272420408288312e-06,4.8938569584689164e-09,0.0018871367574812036,4.8754386903830462e-07,1.2679072297341975e-07,1.2706175865336613e-06,3.6666561094943737e-07,1.6799717128686493e-06,5.9864890613001148e-05,0.010287995572753564,2.4786583254231264e-12,9.6387867067318621e-13,1.3728352517762141e-06,4.4769181237584034e-07,1.3766781792237147e-08,7.9290753823802677e-05,0.0002447207806284347,2.0989774783895046e-05,1.5692856863146749e-07,1.8808483714137388e-06,2.7346839862870161e-07,1.2135732830645239e-06,1.6342230916010677e-08,9.5102206098036897e-09,4.8576249364995683e-07,8.4500945140240342e-08,4.4339590998921579e-07,7.3635421714092882e-09,3.1908387030620234e-09,2.203225260098587e-08,1.7352885556945661e-10,6.2012694528284305e-05,8.8131746504886189e-11,4.5924563877256319e-08,4.2075535781986282e-05
7.537788259329369e-09,0.27087934086471654,76.950000000000003,0.0,0.0,0.0,9.5230293032537344e-05,9.4999825653397139,0.0020644845418031654,0.013449566042188051,0.00011990830851875448,1.9057309812273422e-06,1.4915312954059742e-09,4.0470679275167578e-06,0.14749168894516582,8.6264058754094823e-06,9.3061359426426132e-15,7.7627069711394297e-07,4.9364028867365221e-05,0.80798703885080081,0.00043056374685065111,3.2545899294636561e-14,2.3411511590634932e-13,2.5289755126383283e-08,4.8665787943871564e-12,0.0003081807600605191,1.4556999531655655e-06,0.015198729787006454,0.015366335069793494,1.9740353870263192e-06,1.02734684005346e-06,4.8953346560504979e-09,0.0018926040473445261,4.8895635339530251e-07,1.271580901859314e-07,1.2708893882013044e-06,3.6772837180516177e-07,1.6848918087862968e-06,6.0027245204530413e-05,0.010292298029142598,2.4858425460845455e-12,9.6667240596411291e-13,1.3732529565353135e-06,4.4786194695132669e-07,1.3763877183108643e-08,7.9341841039602624e-05,0.00024487964942809619,2.1003815687249477e-05,1.5738882720787434e-07,1.8842443845472747e-06,2.7321601234521685e-07,1.2164509011986493e-06,1.6389586974317396e-08,9.5328315968333584e-09,4.8731824839366428e-07,8.4989565094144065e-08,4.444874809540366e-07,7.3871269649495105e-09,3.1987608415389826e-09,2.2168491166980331e-08,1.7460495936881866e-10,6.2196399988110205e-05,8.8414006763093328e-11,4.5954388596015131e-08,4.2289216245414615e-05
7.560977536242073e-09,0.27087934622929666,76.950000000000003,0.0,0.0,0.0,9.5095640852262909e-05,9.4999825943397394,0.0020637409368137374,0.013443587869644251,0.00011808290400879799,1.8767193834029148e-06,1.4908683024420954e-09,4.0406515721560855e-06,0.14724445731757263,8.6225712169862953e-06,9.1644654345345614e-15,7.7261795276954693e-07,4.9510652077409489e-05,0.80823051319036421,0.00043056869638326305,3.2531431806537128e-14,2.3480996501020479e-13,2.5365338496210334e-08,4.8491231863943896e-12,0.0003082741564768576,1.4335412777675315e-06,0.015200253024752933,0.01536821017657917,1.974233198296196e-06,1.0274498003866006e-06,4.8968098128178788e-09,0.001898068272595042,4.903680458327719e-07,1.2752525150853734e-07,1.2711564704349053e-06,3.6879053700513699e-07,1.6898091467417921e-06,6.0188918808455704e-05,0.010296595765338205,2.4930227405331572e-12,9.6946457560073205e-13,1.3736702793957932e-06,4.480319031472708e-07,1.3760980741190438e-08,7.9392945368449676e-05,0.00024503857073190845,2.1017659134887342e-05,1.5784882781110441e-07,1.8876212837187398e-06,2.7296401389015511e-07,1.2193148898177106e-06,1.6436916487511871e-08,9.555335544247047e-09,4.8887513234343501e-07,8.5479025852107302e-08,4.4557391953123684e-07,7.4107288776898046e-09,3.2066457933395291e-09,2.2304972873032436e-08,1.7568299793940025e-10,6.2380004995363859e-05,8.869647189163998e-11,4.5984223190168417e-08,4.2503341060609384e-05
7.584166813154778e-09,0.270879351506795,76.950000000000003,0.0,0.0,0.0,9.4961247227268782e-05,9.4999826229067796,0.0020629975860578407,0.013437612417652086,0.00011628528840711137,1.8481494421041172e-06,1.4902056116468414e-09,4.0342460979088012e-06,0.14699764837114301,8.6187385345789949e-06,9.0249516422838049e-15,7.6898003609263795e-07,4.965723395383357e-05,0.80847356915777113,0.0004305736388696717,3.2516971776511413e-14,2.3550455455079049e-13,2.5440900532052047e-08,4.8317349756381586e-12,0.0003083673924086031,1.4117199328856615e-06,0.015201749480768776,0.015370056738431278,1.9744275382406034e-06,1.0275509495764603e-06,4.8982824376733133e-09,0.0019035294350148015,4.9177894741727963e-07,1.2789220703709697e-07,1.2714189071592156e-06,3.698521068998822e-07,1.6947237283391953e-06,6.0349913081876101e-05,0.010300888789397831,2.5001989112157124e-12,9.7225518047353972e-13,1.3740872214567875e-06,4.4820168140919332e-07,1.3758091514653137e-08,7.9444066789019513e-05,0.00024519754447342463,2.1031307598309009e-05,1.5830857059091067e-07,1.8909791477516575e-06,2.7271241428690042e-07,1.2221652959594492e-06,1.6484219471036092e-08,9.5777328206318009e-09,4.9043314379727447e-07,8.5969322666766201e-08,4.4665524284084707e-07,7.4343478838403036e-09,3.2144936815261809e-09,2.244169613534425e-08,1.7676295874884995e-10,6.2563509763614286e-05,8.8979141585235984e-11,4.6014067647212418e-08,4.2717909674833139e-05
7.607356090067482e-09,0.27087935669856833,76.950000000000003,0.0,0.0,0.0,9.482711016736734e-05,9.4999826510476151,0.0020622544894772659,0.013431639684852613,0.00011451503868666541,1.8200144340328119e-06,1.489543222834393e-09,4.0278515491819955e-06,0.14675126138361269,8.6149076332242456e-06,8.8875617319622151e-15,7.6535692670846538e-07,4.9803774533782147e-05,0.80871620746941519,0.00043057857432581828,3.2502518465972761e-14,2.361989486669789e-13,2.5516441253818736e-08,4.8144142966596568e-12,0.00030846046813065586,1.3902307833808965e-06,0.015203219581125664,0.015371875189885273,1.9746184562696018e-06,1.027650317267143e-06,4.8997525318152057e-09,0.0019089875363858405,4.931890582995836e-07,1.2825895690076555e-07,1.2716767711893554e-06,3.7091308183306732e-07,1.6996355551817488e-06,6.0510229698785615e-05,0.010305177109361643,2.5073710604083016e-12,9.7504422150620484e-13,1.3745037835634791e-06,4.4837128210424358e-07,1.3755208969256417e-08,7.9495205279777074e-05,0.00024535657058631963,2.1044763523061952e-05,1.5876805569696938e-07,1.8943180553527568e-06,2.7246122428906957e-07,1.2250021667702722e-06,1.6531495940323796e-08,9.6000237954454518e-09,4.9199228105411912e-07,8.6460450807664734e-08,4.4773146805659766e-07,7.4579839582809237e-09,3.2223046295716301e-09,2.25786593758584e-08,1.7784482931010861e-10,6.2746914506027856e-05,8.9262015533143138e-11,4.6043921954665381e-08,4.2932921535833321e-05
