Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827)
5.620926235013881e-20,0.2918571417936651,76.950000000000003,0.0,0.0,0.0,0.99999999999929146,9.5,1.7626421843604426e-14,1.746253140834055e-13,1.7462487406151329e-13,2.4112841838578431e-23,2.4100051274064521e-23,3.4169386357519115e-13,1.0390711032589829e-20,1.373951085335422e-23,5.3879788093727574e-34,1.2490253756004555e-38,4.564137871282528e-27,1.8557570541170816e-20,1.2793753044783949e-25,6.1150235365734333e-34,1.4653794717289567e-38,9.2002112010715107e-41,1.1547080975852104e-51,1.8703813737398013e-34,1.3862903086264951e-25,5.5596473923333024e-35,5.5596473927329064e-35,3.5006008188814611e-45,4.9524524661855728e-46,3.9585742041050551e-39,5.8773119743275733e-26,7.9290322940943354e-36,5.6087737113939037e-37,4.2692543964851465e-81,2.331359517005183e-45,3.9116657157859619e-39,3.9687514491449204e-81,2.0594108826791243e-22,1.2466174824226564e-55,1.2466007473707967e-55,5.2605711192210974e-32,1.5775160057388836e-32,2.0177167433696617e-24,5.2603687933014911e-32,1.2843888483033725e-41,3.9687514491427841e-81,1.1393374086364168e-48,1.9145698797543431e-49,4.1914139892011143e-58,8.0490032822635377e-69,5.9236519320777327e-40,1.7767647708104335e-79,3.385466669309236e-30,2.8927555641208267e-61,5.545778148553663e-80,1.1012326335538914e-39,3.8436072645896884e-91,4.4633459760568014e-85,8.0864019779899031e-95,8.8886909536427482e-55,2.4106416371025232e-40,2.8310033449680646e-56,8.8555386296441246e-40,4.8928121457876505e-50,1.6484901716645465e-33,5.5758408244843799e-50,3.9441922897754554e-51,1.9515340363065892e-43,2.3476373657191349e-43,3.7239404634044149e-60,8.4258689848006119e-44,3.4049904708608214e-47,6.5618433729710559e-64,1.8135714925338417e-49,3.0339991083173033e-36,5.8996686218530307e-65,4.4003554819690595e-19,1.3886444356627962e-34,1.5888304626285548e-34,1.3886444356627986e-34,2.971939258424186e-58,6.4284830175882668e-54,4.0685674320231528e-54,1.0531220602660428e-91
1.1246735985436112e-19,0.2918571417936651,76.950000000000003,0.0,0.0,0.0,0.99999999999858225,9.5,3.5268157694002017e-14,3.4940234426287015e-13,3.4940146386394353e-13,9.6514207074196312e-23,9.6411612698927118e-23,6.8368453474110867e-13,4.1589920009527831e-20,5.499384697719312e-23,4.3039859845688264e-33,9.9997977872530647e-38,1.8268445972456414e-26,7.4278639061155143e-20,5.1208353652245074e-25,4.864929038492719e-33,1.1731844495927715e-37,7.3657630816325053e-40,1.8490367911547432e-50,1.4974422668135759e-33,5.5487740083924053e-25,4.4510984149856488e-34,4.4510984156255335e-34,5.6055207227593603e-44,7.9303759948554157e-45,3.1692658376725116e-38,2.3524562929775839e-25,6.3480447981358498e-35,4.4904287191598247e-36,5.4757429279261798e-79,3.7332122623713545e-44,3.1317106882087397e-38,5.0903180420996283e-79,8.2430098968957942e-22,3.9925061766812578e-54,3.9923989835962508e-54,4.2116550174095617e-31,1.2629718418455746e-31,8.0761242081104802e-24,4.2114930340074373e-31,2.0566953426012738e-40,5.0903180420941494e-79,1.8244240712554876e-47,1.5420659494777365e-48,1.3423806099584728e-56,5.1557648235425805e-67,4.7425230101356192e-39,2.2762180774950284e-77,1.355068944798489e-29,4.6592229142326118e-60,7.1047111515205411e-78,8.8165569217924599e-39,9.8481443727532363e-89,5.7180051513040391e-83,2.0719092957769329e-92,2.8467741533689562e-53,1.9299767218592569e-39,9.0668322055500561e-55,7.0898154445515449e-39,7.8348723963967252e-49,6.5982567728927187e-33,8.9286085575203816e-49,6.3158465300413692e-50,1.5624138423852212e-42,1.8795374135156647e-42,1.1802929972506712e-58,6.745808273162663e-43,3.5709049611835332e-46,4.2031697722412612e-62,2.9040770031112633e-48,2.4290405344262368e-35,3.7790156985837532e-63,8.8045353479851732e-19,1.1117596118728179e-33,6.3594634154267526e-34,1.1117596118728212e-33,9.5182067989167075e-57,1.0268732597806197e-52,6.4974821466447291e-53,2.6983164866220326e-89
2.249835548628058e-19,0.29185714179366506,76.950000000000003,0.0,0.0,0.0,0.99999999999716382,9.5,7.0551629394732873e-14,6.9895640439389529e-13,6.9895464332208663e-13,3.8618254259680659e-22,3.8536132038436785e-22,1.3676656989070857e-12,1.6641382864728615e-19,2.2004699962623069e-22,3.4291142620812301e-32,8.0028775962479608e-37,7.3097579648695969e-26,2.9721126441325511e-19,2.0490011650202626e-24,3.845000740731403e-32,9.3888788263177541e-37,5.8948490686684099e-39,2.9596609774670357e-49,1.1984087500606618e-32,2.2202323623025293e-24,3.5622315076495075e-33,3.5622315086737397e-33,8.9724788179681709e-43,1.2693764549321105e-43,2.5363750613012402e-37,9.4128880400279432e-25,5.0803615724086192e-34,3.5937067087263843e-35,7.0160619968998862e-77,5.975569250921155e-43,2.5063197897498603e-37,6.522217612965057e-77,3.2982771695813109e-21,1.2781224001991376e-52,1.2780537709188304e-52,3.3706031728775648e-30,1.0107610602863832e-30,3.2315007772887192e-23,3.370473537496228e-30,3.2920511623699411e-39,6.5222176129510163e-77,2.9202659272083965e-46,1.2489204941406217e-47,4.2974217058117024e-55,3.3010974412741065e-65,3.7954591662478745e-38,2.9148122192121578e-75,5.4220408302164739e-29,7.5443702856440841e-59,9.0979414936265037e-76,7.0559248890081252e-38,2.5222135387357518e-86,7.3221963066634623e-81,5.3063782019120138e-90,9.1135065750891169e-52,1.5445641575682977e-38,2.9026057621260831e-53,5.674007086068261e-38,1.2540892176984828e-47,2.6401621693917176e-32,1.4291583460704412e-47,1.0109467498607655e-48,1.2504059187293412e-41,1.504201251705996e-41,3.7017169565373749e-57,5.3986804752690997e-42,4.2100655040243985e-45,2.69117745379383e-60,4.6484135308635399e-47,1.9439649746930227e-34,2.4196029765929839e-61,1.761289901888395e-18,8.8974510868607091e-33,2.54461448747175e-33,8.8974510868607611e-33,3.0471064996215732e-55,1.6356516875149804e-51,1.0344537971735753e-51,6.9106338615328729e-87
4.500159448796951e-19,0.2918571417936651,76.950000000000003,0.0,0.0,0.0,0.99999999999432709,9.5,1.4111857279593729e-13,1.3980645237464766e-12,1.3980610016515028e-12,1.54498162714587e-21,1.5384197584309845e-21,2.7356273145759767e-12,6.6576347857177666e-19,8.8033111580175313e-22,2.7195121221265875e-31,6.4035183304570054e-36,2.9243791692811927e-25,1.1890382360345433e-18,8.1973388834053814e-24,3.0018309400141924e-31,7.5122698157638136e-36,4.7167748847546273e-38,4.7364145112587634e-48,9.5890881352386538e-32,8.8823751589845742e-24,2.8503264272083512e-32,2.8503264288474544e-32,1.435887156118038e-41,2.0314150651885643e-42,2.0294841113680623e-36,3.7657670678126684e-24,4.0650554349912058e-33,2.8755097770802731e-34,8.9851132159751727e-75,9.5628511209737182e-42,2.0054357466334811e-36,8.3526718694636847e-75,1.3195252459296707e-20,4.0907433070757427e-51,4.0903040320962272e-51,2.696993292131703e-29,8.0876200831073705e-30,1.2928100376173037e-22,2.6968895650433398e-29,5.2683510918514276e-38,8.3526718694277216e-75,4.6733738805575118e-45,1.0230091596538506e-46,1.3754621997572756e-53,2.1131508617141103e-63,3.0369430494962214e-37,3.7317580136878475e-73,2.169169387771704e-28,1.2350558908619045e-57,1.1647857076364906e-73,5.6458116647509329e-37,6.4582538379104655e-84,9.3744216919811735e-79,1.3587247479137531e-87,2.9169339035822891e-50,1.2358799514580371e-37,9.2902860202633766e-52,4.5400677341604632e-37,2.0069490943535019e-46,1.0562367827852871e-31,2.2871170601985357e-46,1.6178438961267956e-47,1.0005147079373928e-40,1.2035896879210731e-40,1.1384908541729147e-55,4.3197384924418401e-41,5.5326975791318642e-44,1.7227204691822857e-58,7.4389720174032336e-46,1.5554582337801551e-33,1.548875854039229e-59,3.5229642116140636e-18,7.11930522591155e-32,1.0180121006972553e-32,7.1193052259116365e-32,9.752786357009041e-54,2.5922901322149055e-50,1.6379251194712727e-50,1.7694823869647128e-84
9.000807249134737e-19,0.2918571417936651,76.950000000000003,0.0,0.0,0.0,0.99999999998865363,9.5,2.8225245959731695e-13,2.7962807588308161e-12,2.7962737159628578e-12,6.1804293966691056e-21,6.1281215109461053e-21,5.4715476952644782e-12,2.6632690683252938e-18,3.52160970592111e-21,2.1379157079734152e-30,5.1233016130446867e-35,1.1698468714413259e-24,4.7565372042959075e-18,3.2792024133844737e-23,2.2901483130202397e-30,6.0099709048198369e-35,3.7737781933591181e-37,7.5790129290137904e-47,7.6719946387255523e-31,3.5532392149090827e-23,2.2804776456190728e-31,2.2804776482418997e-31,2.2976481375134954e-40,3.2505930478856672e-41,1.6237393681293259e-35,1.5064285589164468e-23,3.2523440015529788e-32,2.3006236891579554e-33,2.0139018937799918e-72,1.5302101857914067e-40,1.6044995199869785e-35,1.87214799570152e-72,5.2785274132383383e-20,1.30910612163846e-49,1.308825014821851e-49,2.1577973264460964e-28,6.4707038531540194e-29,5.1716554572196956e-22,2.1577143383568777e-28,8.4302110746996772e-37,1.8721479956854253e-72,7.4781513555602682e-44,8.5638145582195002e-46,4.4019295939130766e-52,1.3525573128094748e-61,2.4297836148829075e-36,4.7771515004169705e-71,8.6773836743239355e-28,2.0649747624494236e-56,1.4910821626558131e-71,4.5170777332130265e-36,1.6534871887937611e-81,1.2000531350295499e-76,3.4787022838148382e-85,9.3351607835572223e-49,9.8878816264587191e-37,2.9732005762257659e-50,3.6323990326013652e-36,3.2114389863958237e-45,4.2252909736625697e-31,3.659754496721524e-45,2.5888134501613041e-46,8.0048775475384015e-40,9.6296340971492564e-40,3.3791749796255562e-54,3.4560771054034659e-40,7.8892665713987018e-43,1.102657476228035e-56,1.1903556409297902e-44,1.2444701767520492e-32,9.913852748171246e-58,7.0463191332434024e-18,5.695973006409212e-31,4.0723847005846401e-32,5.6959730064093487e-31,3.1212167224076991e-52,4.0694311995592116e-49,2.566540608772029e-49,4.5302500332584899e-82
1.800210284981031e-18,0.2918571417936651,76.950000000000003,0.0,0.0,0.0,0.99999999997730671,9.5,5.6452023319595939e-13,5.5927132146506136e-12,5.5926991351956538e-12,2.4722722909038152e-20,2.4307461938372888e-20,1.0943377054068112e-11,1.0653497081936937e-17,1.408700123244789e-20,1.6527405512013957e-29,4.0988367128889533e-34,4.6795779021879383e-24,1.9026900371728261e-17,1.3117343363665319e-22,1.6758776380265639e-29,4.807540136481247e-34,3.0191658690863716e-36,1.2126969476927107e-45,6.1378802568831653e-30,1.4213535093003445e-22,1.8244687103229765e-30,1.8244687145196955e-30,3.6764078936275393e-39,5.2012079280913116e-40,1.2990498296367066e-34,6.0259525295997329e-23,2.6019841089514325e-31,1.8405822311940543e-32,2.5866761200156356e-70,2.448455546911842e-39,1.2836582930786992e-34,2.4046059691207581e-70,2.1114943684494957e-19,4.1889159878766929e-48,4.187117565593272e-48,1.7263163335556461e-27,5.176798339480177e-28,2.068741905944103e-21,1.7262499422696935e-27,1.348899749719387e-35,2.404605969079346e-70,1.1965626593788771e-42,7.4577485643904412e-45,1.408683731287657e-50,8.6567817070468872e-60,1.943916749424058e-35,6.1150496821172321e-69,3.4710946687353688e-27,3.5879319625863603e-55,1.908677496435051e-69,3.6138330030521083e-35,4.2331329091705167e-79,1.5361454922530361e-74,8.9059127744589014e-83,2.9874027283046574e-47,7.9105259917597619e-36,9.5147196847863588e-49,2.9060571433058887e-35,5.1385437602887818e-44,1.6901851508322503e-30,5.8558887780086741e-44,4.1423118151796968e-45,6.4042058659101947e-39,7.7040767346748414e-39,9.4416537447039309e-53,2.7649260284969735e-39,1.1852119134930953e-41,7.0573668638134055e-55,1.9046628016069216e-43,9.9560010127202751e-32,6.3451897757455601e-56,1.4093054185168885e-17,4.5569755875708139e-30,1.6290240723721273e-31,4.556975587571036e-30,9.9883993201086386e-51,6.2733061646692712e-48,3.9428246078113796e-48,1.1597480523214243e-79
3.600469405116145e-18,0.2918571417936651,76.950000000000003,0.0,0.0,0.0,0.99999999995461275,9.5,1.1290557803767768e-12,1.1185578069938761e-11,1.1185549936101596e-11,9.8892898404895893e-20,9.5621852562808013e-20,2.1886990161572005e-11,4.261475384174801e-17,5.6349065006693438e-20,1.2384448216526458e-28,3.2791485536678425e-33,1.8718692464698006e-23,7.6108968677402999e-17,5.2470440666474861e-22,1.1440742406045981e-28,3.8450600565340683e-33,2.415390010459704e-35,1.9403426961464053e-44,4.9104098320139075e-29,5.6855296140494619e-22,1.4596095869722802e-29,1.4596095936871483e-29,5.8823506516114372e-38,8.3221267491607089e-39,1.0392591988086939e-33,2.4104245288198232e-22,2.0816133153531931e-30,1.4724941829935298e-31,3.3111900880492864e-68,3.9176115955278203e-38,1.0269473935835047e-33,3.0781230760093813e-68,8.4461291967530926e-19,1.3402044018983819e-46,1.3390543494461672e-46,1.3810802821817281e-26,4.1415201837198157e-27,8.2751003426992646e-21,1.3810271716318859e-26,2.1582860707818005e-34,3.0781230759033564e-68,1.914541208834747e-41,6.9365587522862149e-44,4.5078566352599414e-49,5.5404275476982748e-58,1.5551664355070598e-34,7.8273887437303236e-67,1.3884660833658315e-26,6.6490344883655558e-54,2.4431462912033471e-67,2.8911338458701328e-34,1.0836995016434414e-76,1.9663058150833104e-72,2.279951538657856e-80,9.5599032654383597e-46,6.3283232697856172e-35,3.0447760862521418e-47,2.3249008379619526e-34,8.2218151855540353e-43,6.7608780523320288e-30,9.3696082938085602e-43,6.6278662454924958e-44,5.1234860010260922e-38,6.1634136545434733e-38,2.4086421725908039e-51,2.2118862689516809e-38,1.8346275369013094e-40,4.5168125134503966e-53,3.0475280677358701e-42,7.9646170191517114e-31,4.0610108906025605e-54,2.8186625123325361e-17,3.6456363705606019e-29,6.5162601178292328e-31,3.6456363705609573e-29,3.1963595192985521e-49,9.3524023964652635e-47,5.8416964164474947e-47,2.968735070218154e-77
7.200987645386374e-18,0.29185714179366506,76.950000000000003,0.0,0.0,0.0,0.99999999990922483,9.5,2.2581268746725419e-12,2.2371307562991249e-11,2.2371251387674913e-11,3.9557557596484606e-19,3.7019197024137956e-19,4.377403393768704e-11,1.7045993746551748e-16,2.2539786228297971e-19,8.7877805173477737e-28,2.6233521367589378e-32,7.4875531690477792e-23,3.0443752155729749e-16,2.0988389534835388e-21,7.0587434968387771e-28,3.0743845425602585e-32,1.9323349149802387e-34,3.1045181410453885e-43,3.9283570049895044e-28,2.2742349036876751e-21,1.1677014856607914e-28,1.1677014964045465e-28,9.4117156840583659e-37,1.3315515865585122e-37,8.3140869392203454e-33,9.6417520090414386e-22,1.665273006807339e-29,1.1779988421516679e-30,4.2384252671679315e-66,6.268204147503357e-37,8.2156187890444448e-33,3.9400923199365552e-66,3.3784699545622226e-18,4.286894315777882e-45,4.2795462540814362e-45,1.104868432927586e-25,3.3132286033268189e-26,3.3100452972410911e-20,1.1048259499668689e-25,3.4532746905053014e-33,3.9400923196651231e-66,3.0632801326659129e-40,7.101682394810274e-43,1.4425012268246909e-47,3.5458432907905668e-56,1.2441417101984497e-33,1.0018973489495977e-64,5.5539205718245653e-26,1.3544862357559856e-52,3.1272010858985767e-65,2.3129326390341726e-33,2.7742477624814367e-74,2.5168711701682031e-70,5.8366332569820798e-78,3.0591857600834471e-44,5.0623223616793794e-34,9.7433204497455907e-46,1.859942648394321e-33,1.315486702426515e-41,2.7043786507997304e-29,1.4991397398199837e-41,1.0604717083914269e-42,4.0988369658249224e-37,4.9307990000763685e-37,5.4786291386020718e-50,1.7693587474404076e-37,2.8858713670762416e-39,2.8907693042504385e-51,4.8760751756763636e-41,6.371172750758662e-30,2.5990573432756791e-52,5.6374170333966846e-17,2.9164946981857799e-28,2.6065555663217453e-30,2.9164946981863467e-28,1.0228406393773771e-47,1.3161953073017495e-45,8.1382226880435951e-46,7.5985279951633913e-75
1.0801505885656603e-17,0.29185714179366506,76.950000000000003,0.0,0.0,0.0,0.99999999986383692,9.5,3.3871979689024369e-12,3.3557036845957612e-11,3.3556952689009691e-11,8.4060055282490487e-19,7.6926618442641251e-19,6.5660895276429972e-11,3.6222725837167165e-16,4.7897087624126963e-19,2.352044774045809e-27,7.5011796460954725e-32,1.5911098111054813e-22,6.4692953909897355e-16,4.4600460862537988e-21,1.7622762219803385e-27,8.7880544132629051e-32,5.5252869455613173e-34,1.1426603844394187e-42,1.1232651333029192e-27,4.8327635170200318e-21,3.3389065435649187e-28,3.3389065831088802e-28,3.4641169871532769e-36,4.9009980219926509e-37,2.377302465463546e-32,2.0488719420239553e-21,4.7615930713173937e-29,3.3683334843115835e-30,2.1868725272896808e-65,2.3071123430948472e-36,2.3491511537957221e-32,2.0329436312003118e-65,7.1792464983686379e-18,1.9569108551496508e-44,1.9528759616322304e-44,3.1592281771700652e-25,9.4737477864318118e-26,7.0338254251405016e-20,3.1591067119121496e-25,1.2710332443598574e-32,2.032943631033667e-65,1.1274893278224467e-39,2.2856336208035108e-42,6.5859065505072911e-47,1.9481847177683304e-55,3.5574683560931238e-33,6.4635935545525686e-64,1.1802116147691914e-25,5.4998232815205898e-52,2.0174678541321587e-64,6.6135588238436124e-33,2.0601986464449112e-73,1.623726670307475e-69,4.3343744165792808e-77,1.3967142962131619e-43,1.4474471165451054e-33,4.4484470024106166e-45,5.3182895642459321e-33,4.8418421652578918e-41,5.7468217097469504e-29,5.5178159521553283e-41,3.9032505260829595e-42,1.172014688842444e-36,1.4099062066596007e-36,2.2132300710720135e-49,5.0589942994324618e-37,1.0581037311440126e-38,1.5882748386391527e-50,1.7947189417296798e-40,1.8216647937154349e-29,1.427999976266653e-51,8.4562118876043333e-17,8.3392969420690807e-28,5.5389846828221468e-30,8.339296942071165e-28,4.6699228433773477e-47,4.5670373254212181e-45,2.8113880336705463e-45,5.6425124814893644e-74
1.8002542366197063e-17,0.2918571417936652,76.950000000000003,0.0,0.0,0.0,0.99999999977306109,9.5,5.6453401570987488e-12,5.5928494624697795e-11,5.5928354690725287e-11,2.3240194861002472e-18,2.0122826957500375e-18,1.094338882165929e-10,1.001446186810478e-15,1.3242101476940968e-18,9.0964631781504925e-27,3.4472828694057018e-31,4.3989632115651209e-22,1.7885598201022554e-15,1.2330750584648383e-20,5.9523676427682533e-27,4.0348076387465864e-31,2.5392254296484797e-33,8.7914275151608624e-42,5.1620874291531903e-27,1.3361207025329889e-20,1.5344426745873213e-27,1.5344427050120669e-27,2.6652508499730979e-35,3.7708563664219164e-36,1.092504254470214e-31,5.6644981987392738e-21,2.1881736110489483e-28,1.5479424327637641e-29,1.4742011352761328e-63,1.7750922158508166e-35,1.0795731759336666e-31,1.370435531703586e-63,1.9848393140614433e-17,2.5456175206295049e-43,2.536646972662354e-43,1.451848668012642e-24,4.3537364764055493e-25,1.9446215458514755e-19,1.4517928605445275e-24,9.7793436493709218e-32,1.3704355315138391e-63,8.6749110134691232e-39,1.4044763647324517e-41,8.5730813639586999e-46,4.3436977931118012e-54,1.6348718616860076e-32,2.5001294813849691e-62,3.2629470324366193e-25,5.6444365340581769e-51,7.8036019018665905e-63,3.0393522642304592e-32,1.3997622457702311e-71,6.2807406772874182e-68,2.9449313591519026e-75,1.8181902640213456e-42,6.6510487330397855e-33,5.7908048131488287e-44,2.444096637178297e-32,3.725269094052674e-40,1.5888316275720332e-28,4.2453895208092136e-40,3.0032036476912495e-41,5.3861618531213702e-36,6.4794495995438449e-36,1.9975911886559146e-48,2.3245434649841239e-36,8.0963962301196073e-38,3.5413069187515897e-49,1.3808617720978656e-39,8.3703638322334165e-29,3.183953331580154e-50,1.4093962926278865e-16,3.8323326805611567e-27,1.5313972435042857e-29,3.8323326805627617e-27,6.079130380872277e-46,2.9345309596689871e-44,1.7859077548284708e-44,3.8324795823058744e-72
2.4316062027462836e-17,0.2918571417936651,76.950000000000003,0.0,0.0,0.0,0.99999999969347331,9.5,7.6251697469342608e-12,7.5542703608243231e-11,7.5542514882446096e-11,4.078760752514792e-18,3.4108172036308138e-18,1.4781136768167597e-10,1.7575746961879131e-15,2.3240417354118735e-18,1.833389611974699e-26,7.5826873643365642e-31,7.7203830542771737e-22,3.1389879195139194e-15,2.1641034952531258e-20,1.1278127275104642e-26,8.8705292356923932e-31,5.5853034016144806e-33,2.343085496274112e-41,1.1354528607585979e-26,2.3449532820922458e-20,3.3751740271065522e-27,3.3751741081947189e-27,7.1034297985444379e-35,1.0050188712220287e-35,2.4030598470552825e-31,9.9414036073178887e-21,4.813028035909032e-28,3.4048406797976562e-29,8.0086625984869779e-63,4.7310087027714007e-35,2.3746237714598234e-31,7.4449513894271899e-63,3.4834656125068231e-17,7.9638679456686941e-43,7.9318839946524641e-43,3.1934761208461365e-24,9.5764477164489357e-25,3.4128670667179161e-19,3.1933533820081281e-24,2.6064103971038455e-31,7.4449513883153577e-63,2.3120543112542283e-38,3.4987034830294549e-41,2.682679617005628e-45,1.5498702722617038e-53,3.5960627363710419e-32,9.9010206360569836e-62,5.72662203028246e-25,1.6646707656088957e-50,3.0903849074013101e-62,6.6853820606879939e-32,6.0011932418309012e-71,2.487335217317711e-67,1.2625904081888625e-74,5.6895062783466398e-42,1.4628662802212438e-32,1.8120649525179365e-43,5.3760570645536331e-32,9.9286061223123873e-40,2.7884725937615379e-28,1.1314870459286816e-39,8.0042425630208196e-41,1.184744961998007e-35,1.4252281801965774e-35,5.5618377737149458e-48,5.112635621466568e-36,2.1547414503496794e-37,1.2635761449046626e-48,3.6803041229957528e-39,1.8409956472225857e-28,1.1360689614059576e-49,1.903699318135882e-16,8.4295047589588821e-27,2.6877027351370599e-29,8.4295047589631611e-27,1.9022899440789578e-45,7.2596671271826806e-44,4.3981682131746334e-44,1.643027945704364e-71
3.062958168872861e-17,0.2918571417936651,76.950000000000003,0.0,0.0,0.0,0.99999999961388553,9.5,9.6049993365530062e-12,9.5156912014542596e-11,9.5156674579758177e-11,6.321670535329013e-18,5.104970630800626e-18,1.8618824680558514e-10,2.7240498603504808e-15,3.6020194031293286e-18,3.1485553247295082e-26,1.4203217750236333e-30,1.1965821747119242e-21,4.8650902987915293e-15,3.3541439789716935e-20,1.8410232087549209e-26,1.6606315490997492e-30,1.0461880162518047e-32,5.2274462187455473e-41,2.1268171695431897e-26,3.6344429598409281e-20,6.3220675581380732e-27,6.3220677390474867e-27,1.5847879126129365e-34,2.2422411197024185e-35,4.5011461707123574e-31,1.5408098941302306e-20,9.0151225099464933e-28,6.3775800005520295e-29,2.4306946986045431e-62,1.0555047068360467e-34,4.4478971489234535e-31,2.2596037314096729e-62,5.3989933038128779e-17,2.0903708287637823e-42,2.0805961875451097e-42,5.9816797419421414e-24,1.7937582238768257e-24,5.2895494134025865e-19,5.9814498710874258e-24,5.814997630059084e-31,2.2596037310066195e-62,5.1582770957777e-38,7.3922660426556907e-41,7.0437450212906594e-45,4.7421116053063259e-53,6.7357828264363532e-32,3.5022388765998001e-61,8.8756910428750784e-25,4.1405840853558608e-50,1.0931465304091899e-61,1.2522437021516672e-31,2.4391817696088889e-70,8.7983439635235047e-67,5.1317716131080553e-74,1.4938742708864026e-41,2.7398935015071453e-32,4.7578710108374614e-43,1.0069938677485405e-31,2.2150936477160424e-39,4.3218535431814741e-28,2.5243820158765455e-39,1.7857876186225776e-40,2.2191558248408795e-35,2.6696124496756349e-35,1.2856799509194685e-47,9.5755974314038054e-36,4.8019176306528318e-37,3.8661727679582561e-48,8.2109033414444771e-39,3.448062839030165e-28,3.4760400494748797e-49,2.3980156160390971e-16,1.5789113773214575e-26,4.1657185615555365e-29,1.5789113773224121e-26,4.9947778838872217e-45,1.4950312650505114e-43,9.0183848593704191e-44,6.6773390257465655e-71
3.694310134999438e-17,0.29185714179366506,76.950000000000003,0.0,0.0,0.0,0.99999999953429775,9.5,1.1584828925970152e-11,1.147711199089176e-10,1.1477083381725317e-10,9.0185938066907743e-18,7.049127779309414e-18,2.2456456759931035e-10,3.8861519305961066e-15,5.1386802074222167e-18,4.844927363689829e-26,2.3582372902345023e-30,1.7070629977251771e-21,6.9405778258430202e-15,4.7850746319506217e-20,2.7231780709784243e-26,2.7558291252576166e-30,1.737040130758848e-32,9.9666778221646788e-41,3.5312502116497522e-26,5.184953434224435e-20,1.0496855890055571e-26,1.0496856234980041e-26,3.0215753346006473e-34,4.2751281162607383e-35,7.4734153705954704e-31,2.1981325049472011e-20,1.4967964624806939e-27,1.0588939460802179e-28,7.3914020754387217e-62,2.012451814450593e-34,7.3850260409826523e-31,6.8711384136562134e-62,7.7022482433547838e-17,4.524580024731754e-42,4.5007960287811765e-42,9.9316188524545515e-24,2.9782474100838428e-24,7.5460824325374727e-19,9.9312372355948123e-24,1.1087027958453711e-30,6.8711384123633461e-62,9.8349050918480457e-38,1.3561426442988373e-40,1.5250285178888087e-44,1.1550278852529796e-52,1.118371767446999e-31,9.5213023123845592e-61,1.266220014690491e-24,8.6282828336976764e-50,2.9718643151765429e-61,2.0791635200295118e-31,7.3528171080515842e-70,2.3919689722662213e-66,1.5469565373772658e-73,3.2343905988093573e-41,4.5488585786602905e-32,1.0301265630500523e-42,1.6719640021038456e-31,4.2233302849928447e-39,6.165624212259891e-28,4.8130408702202771e-39,3.4048497766832268e-40,3.684578976228305e-35,4.4325037629022579e-35,2.5126249928212535e-47,1.5897441035857183e-35,9.1483940285321941e-37,9.4168333587416691e-48,1.5655140916034152e-38,5.7245029493068865e-28,8.4665914523765732e-49,2.8923442575792278e-16,2.6215076951196601e-26,5.9429452751779188e-29,2.6215076951214796e-26,1.0814205046749077e-44,2.6616460762162484e-43,1.600016752457651e-43,2.0126759041938414e-70
