Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259)
1.9242512379853748e-10,0.0007628563112342352,2.6372227839543641e-20,2.8406736465454885e-25,2.8406732188410746e-25,5.8719283327569234e-34,6.9680782975311226e-34,0.0,0.0,5.8824573408428126e-14,6.5363916685164853e-21,1.162547897206886e-36,1.5788015611863043e-38,6.3953907808092152e-35,1.6034884197756198e-73,1.8738407583363997e-54,7.9606602477216696e-42,1.5780409984667217e-38,6.4776575703153515e-35,1.1478196923838255e-63,2.9567501267522138e-66,1.0523056880024182e-37,1.2670296623120089e-40,9.8590494725534979e-46,8.5986320938473646e-51,3.3986146006684462e-37,1.1360839600800858e-46,2.8696325681073577e-33,2.8126037188116802e-17,6.577603753535925e-53,2.8776378532253734e-44,2.2998912782264363e-29,1.7046594661149991e-44,3.2138988831432967e-48,8.1554029117921172e-36,3.3362646768769692e-45,0.35999999999999999,0.0,0.0098899888307468799,0.10880299696263601,4.7161045818689642e-17,2.5022413549286092e-21,1.0152818377266414e-15,1.3370734494695193e-30,0.0,3.4719329591028731e-18,6.4624097474778047e-32,6.2729142853354425e-34,3.4218005981984522e-14,2.547952237330501e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.6665144815608111e-09,5.1540368650792539e-09,3.1136129848740259e-10,2.7624174067082822e-09,2.748873047150748e-10,2.8126037188138471e-17,4.5007472526408053e-16
1.962538830783631e-10,0.0007628563110847626,2.7202004027267821e-20,2.9831037263034528e-25,2.9831032907754504e-25,6.3984336861541039e-34,7.592876440930183e-34,0.0,0.0,6.0967698945431079e-14,6.9647985864888792e-21,1.3287696095537093e-36,1.7788753936794927e-38,7.2040852196003809e-35,1.853217886833426e-73,2.0656209608497616e-54,8.667929066897141e-42,1.7780487544130655e-38,7.2986664892652043e-35,1.3851650417464864e-63,3.5108242313703485e-66,1.1856795368184556e-37,1.3524061245918632e-40,1.0860928614474862e-45,1.0248929390072017e-50,3.8293670590323561e-37,1.3064363282934577e-46,3.1671989389941406e-33,2.9505168726768483e-17,7.8229901068776879e-53,3.2552591249925658e-44,2.4607830964623788e-29,1.959693947254583e-44,3.6953254787005145e-48,9.1890382030071556e-36,3.7460945179455599e-45,0.35999999999999999,0.0,0.0098899886085084023,0.1088029968688396,4.9136547042016116e-17,2.6368301309815053e-21,1.0470293259764541e-15,1.4832912447387064e-30,0.0,3.6747040298898555e-18,6.7358131113507556e-32,6.6008412053165202e-34,3.5583564621104737e-14,2.7416138404370713e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.6879629414696495e-09,5.2548359988535868e-09,3.1755651751800827e-10,2.8489901144679966e-09,2.8210883505404571e-10,2.9505168726791618e-17,4.7681795407686836e-16
2.0008264235818873e-10,0.0007628563109342821,2.8043293437963444e-20,3.1299767296774978e-25,3.1299762869827814e-25,6.9609336710482627e-34,8.260389728165416e-34,0.0,0.0,6.3143370134702059e-14,7.4123132111383538e-21,1.5148100849714496e-36,1.9994643830899212e-38,8.0954349139282228e-35,2.1361172792988367e-73,2.2728914226398161e-54,9.4223158032953875e-42,1.9985674564202547e-38,8.2038707931979913e-35,1.6655095007717822e-63,4.1549303675136752e-66,1.3327309766878533e-37,1.4416476452485801e-40,1.1940925146024044e-45,1.2173070474531544e-50,4.3042930737946949e-37,1.49814376517762e-46,3.4884821142212679e-33,3.092247463266516e-17,9.273370330686675e-53,3.6735824485272575e-44,2.6294810837927772e-29,2.2466020562232722e-44,4.2370202261514384e-48,1.0328671152013501e-35,4.1971582736110135e-45,0.35999999999999999,0.0,0.009889988386269942,0.10880299677441167,5.1161069061441953e-17,2.7755766992248349e-21,1.0789999369930525e-15,1.6421308283616272e-30,0.0,3.8858935118381301e-18,7.0159966295852981e-32,6.9414755833248037e-34,3.6975818423775409e-14,2.9465322335595477e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.7087920631388789e-09,5.3556229459473451e-09,3.2375173418186571e-10,2.9361821479540676e-09,2.8934252091737878e-10,3.0922474632689818e-17,5.0456008714219048e-16
2.0391140163801436e-10,0.0007628563107828303,2.8896079550324933e-20,3.2813538201437636e-25,3.2813533709933878e-25,7.5611565182503444e-34,8.9726691255098301e-34,0.0,0.0,6.5351408808103614e-14,7.8794077825425244e-21,1.7225733504194133e-36,2.2421823302268224e-38,9.075908043324741e-35,2.4558552431234288e-73,2.4965784402364374e-54,1.0225931576630745e-41,2.2412107368712521e-38,9.1998943122771499e-35,1.9955772044089697e-63,4.9015234745341198e-66,1.494536047331685e-37,1.5348425319697152e-40,1.3103288316310732e-45,1.4409585612537175e-50,4.8268677988182713e-37,1.7133717480187906e-46,3.8348033319000418e-33,3.2378160619457476e-17,1.095745956806376e-52,4.1360703179004716e-44,2.8061992488910943e-29,2.5686017724472804e-44,4.8450824740315977e-48,1.1582640470356077e-35,4.6927181803202549e-45,0.35999999999999999,0.0,0.0098899881640314991,0.10880299667937371,5.3234796868072609e-17,2.9185093040776313e-21,1.1111860190077001e-15,1.8143975759014758e-30,0.0,4.1057086824696758e-18,7.3030680893803243e-32,7.2952098246553623e-34,3.839477564932219e-14,3.1631720402305069e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.729022515301915e-09,5.4563984966323085e-09,3.2994694847897594e-10,3.0239728385990246e-09,2.9658757202724637e-10,3.237816061948373e-17,5.3331638907464685e-16
2.0774016091783998e-10,0.0007628563106304421,2.9760345158206338e-20,3.4372958611061666e-25,3.4372954062670869e-25,8.2008849165307492e-34,9.7318302306945117e-34,0.0,0.0,6.7591640090083284e-14,8.3665542622292489e-21,1.954100672261125e-36,2.5087325484249845e-38,1.0152328422676171e-34,2.816428270874338e-73,2.7376476502727826e-54,1.1080944304081195e-41,2.5076817377390339e-38,1.0293728308304813e-34,2.3829651946295851e-63,5.7644639857721229e-66,1.6722304771703887e-37,1.6320777700682853e-40,1.4352424955098369e-45,1.7001398884981083e-50,5.4007591520037052e-37,1.9544507581309899e-46,4.2075314242422101e-33,3.3872426498158326e-17,1.2907240716943667e-52,4.6464061497427232e-44,2.9911514260233534e-29,2.9291545586904785e-44,5.5260748544615008e-48,1.2959747395358582e-35,5.2362317533454544e-45,0.35999999999999999,0.0,0.0098899879417930735,0.10880299658374699,5.5357905310867874e-17,3.0656553834541266e-21,1.1435801338543475e-15,2.0009332219753797e-30,0.0,4.3343558462654561e-18,7.5971391865571049e-32,7.6624474110512723e-34,3.9840442909574496e-14,3.3920111803612538e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.7486743901574407e-09,5.5571639002958733e-09,3.3614216040933973e-10,3.1123420943656016e-09,3.0384273899176347e-10,3.3872426498186244e-17,5.6310176613580153e-16
2.115689201976656e-10,0.0007628563104771494,3.0636073373667141e-20,3.5978637387253294e-25,3.5978632790220004e-25,8.8819524473489632e-34,1.0540049042253382e-33,0.0,0.0,6.9863892263879222e-14,8.8742279532392166e-21,2.2115822885819714e-36,2.8009147322976791e-38,1.1331902678469096e-34,3.2221896929354979e-73,2.9971032708960746e-54,1.1989567417898889e-41,2.7997799805866925e-38,1.1492759676252312e-34,2.8362644050292089e-63,6.7591927452518124e-66,1.8670142645970926e-37,1.7334399409998001e-40,1.5692881528873593e-45,1.9996366932005377e-50,6.0298426102732937e-37,2.2238906578990921e-46,4.6080788873647757e-33,3.5405469004864307e-17,1.5158364537012105e-52,5.2085037525336479e-44,3.1845523540341443e-29,3.3319865084029372e-44,6.2870635901816036e-48,1.4469291189192764e-35,5.8313592133427595e-45,0.35999999999999999,0.0,0.0098899877195546652,0.10880299648755248,5.753056314208736e-17,3.2170419557378813e-21,1.1761749537169004e-15,2.2026153476416607e-30,0.0,4.5720416376346935e-18,7.8983259775885873e-32,8.043601474692304e-34,4.1312827468634204e-14,3.6335389376292768e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.7677674821335182e-09,5.6579202250226663e-09,3.4233736997295807e-10,3.201270120984659e-09,3.1110695372110402e-10,3.5405469004893957e-17,5.939310324881432e-16
2.1539767947749123e-10,0.0007628563103229797,3.152324870949551e-20,3.7631185646807924e-25,3.7631181009965613e-25,9.6062372562918437e-34,1.1399554449204424e-33,0.0,0.0,7.2168003075023446e-14,9.4029120852234767e-21,2.4973669740303837e-36,3.1206236297174453e-38,1.2622213817620065e-34,3.6778686647413073e-73,3.2759839239077486e-54,1.2954049713851063e-41,3.1194000396105092e-38,1.2804765498172717e-34,3.3651901256318049e-63,7.9029050678627616e-66,2.080150793094493e-37,1.8390166721406929e-40,1.7129298386055124e-45,2.3447829430872372e-50,6.7181983499304875e-37,2.524394570599331e-46,5.0378912890145131e-33,3.6977476749838241e-17,1.7750558119502843e-52,5.8265117931434721e-44,3.3866196296816404e-29,3.7811086339419647e-44,7.1356572987326049e-48,1.6121062271536422e-35,6.4819616740376339e-45,0.35999999999999999,0.0,0.0098899874973162744,0.10880299639080934,5.9752920810678236e-17,3.372694931192538e-21,1.2089634415735408e-15,2.4203534026384827e-30,0.0,4.8189757262378465e-18,8.2067489364416867e-32,8.4390926862380309e-34,4.2811939534812555e-14,3.8882532458129296e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.7863208010403246e-09,5.7586677344412038e-09,3.4853257716983162e-10,3.2907379087976609e-09,3.1837995257849813e-10,3.6977476749869691e-17,6.2581918035618591e-16
2.1922643875731686e-10,0.000762856310167965,3.2421855964180028e-20,3.9331213763677467e-25,3.9331209096464492e-25,1.0375667448968158e-33,1.2312634634645258e-33,0.0,0.0,7.4503817785625451e-14,9.9530938488774792e-21,2.8139635038584547e-36,3.4698487367429753e-38,1.4031219817522646e-34,4.1885845143767516e-73,3.5753655186820628e-54,1.3976686863888443e-41,3.4685312355216918e-38,1.4237911786247846e-34,3.9806425658804748e-63,9.2146217576738969e-66,2.3129666270174447e-37,1.948895508590372e-40,1.8666435953321113e-45,2.7414836663965258e-50,7.4701105867996935e-37,2.8588611452544485e-46,5.4984531978771576e-33,3.8588629710299383e-17,2.0727794215810559e-52,6.5048220298743092e-44,3.5975722993022589e-29,4.2808199690293949e-44,8.0800131462705581e-48,1.7925340635272855e-35,7.1921091488301783e-45,0.35999999999999999,0.0,0.0098899872750779008,0.10880299629353596,6.2025111298161129e-17,3.5326390417251824e-21,1.2419388709679779e-15,2.6550913149151013e-30,0.0,5.0753690053868496e-18,8.5225327122630962e-32,8.8493509899385808e-34,4.4337789773946351e-14,4.1566630025047534e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.8043525185908356e-09,5.8594065762504786e-09,3.5472778199996122e-10,3.3807272862359617e-09,3.2566158785612367e-10,3.8588629710332712e-17,6.5878110953824315e-16
2.230551980371425e-10,0.0007628563100121352,3.3331879139486314e-20,4.1079328696489403e-25,4.107932400896709e-25,1.1192227245827038e-33,1.3281644380191524e-33,0.0,0.0,7.6871185710745159e-14,1.0525260305406794e-20,3.1640465269185617e-36,3.8506774470396069e-38,1.5567266030745694e-34,4.7598774225974153e-73,3.8963652147725863e-54,1.5059832145866685e-41,3.8492607840755253e-38,1.5800766406982426e-34,4.6948321553758693e-63,1.0715346434602145e-65,2.5668536110928844e-37,2.0631626771202727e-40,2.0309207335816251e-45,3.1962641141135678e-50,8.2900743563402714e-37,3.2303919960436018e-46,5.9912955653630396e-33,4.0239100712573406e-17,2.4138656818090357e-52,7.2480832262089672e-44,3.8176292531373093e-29,4.8357182148996998e-44,9.1288574503572802e-48,1.989291211438799e-35,7.9660945020322034e-45,0.35999999999999999,0.0,0.0098899870528395446,0.10880299619575047,6.4347255024777457e-17,3.6968980422459174e-21,1.2750947741228911e-15,2.9078111908051714e-30,0.0,5.341431460009647e-18,8.8458060417354084e-32,9.2748174568591885e-34,4.5890386935988923e-14,4.4392905001801375e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.8218801083059271e-09,5.9601374353642493e-09,3.6092298446334796e-10,3.4712207799173863e-09,3.3295117463320189e-10,4.0239100712608695e-17,6.9283136446219152e-16
2.2688395731696811e-10,0.0007628563098555196,3.4253301650161709e-20,4.2876134713436431e-25,4.2876130016307189e-25,1.2057957391509644e-33,1.4309005552149586e-33,0.0,0.0,7.9269958957044555e-14,1.111989885498792e-20,3.55046752373951e-36,4.2653009506371477e-38,1.7239108432378611e-34,5.3977455553012572e-73,4.2401426347336377e-54,1.6205893746759198e-41,4.2637796952643711e-38,1.7502323297317763e-34,5.5214483554425543e-63,1.2428287021836173e-65,2.8432728042587312e-37,2.1819031356441203e-40,2.2062680845401548e-45,3.7163382432142223e-50,9.1828082176108171e-37,3.6423053933204033e-46,6.517996260630252e-33,4.1929057564543682e-17,2.80368499812107e-52,8.0612140054051268e-44,4.0470092110453082e-29,5.4507196748163733e-44,1.0291523888544855e-47,2.2035098865371295e-35,8.8084449038413645e-45,0.35999999999999999,0.0,0.0098899868306012058,0.10880299609747093,6.6719463956137687e-17,3.8654950019331301e-21,1.3084248649252769e-15,3.1795345632681732e-30,0.0,5.617372082138217e-18,9.1767020147734648e-32,9.7159441473286035e-34,4.7469738359296716e-14,4.7366711997114348e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.8389205533719973e-09,6.0608613896609596e-09,3.6711818455999249e-10,3.5622014067903831e-09,3.4024763502560284e-10,4.1929057564580981e-17,7.2798418315578617e-16
2.3071271659679374e-10,0.0007628563096981444,3.5186107429741169e-20,4.4722236304525026e-25,4.4722231609148813e-25,1.2974950655712302e-33,1.539720176250265e-33,0.0,0.0,8.1699994303365116e-14,1.1737501191143853e-20,3.9762663435641412e-36,4.7160189296399052e-38,1.9055931849023069e-34,6.1086746059749355e-73,4.6078980400169095e-54,1.7417323079765557e-41,4.7143874702933828e-38,1.9352021746183261e-34,6.4758221195722148e-63,1.4379069717819478e-65,3.1437576118536772e-37,2.3052016805319355e-40,2.3932053403653477e-45,4.3096748603226541e-50,1.0153264367927389e-36,4.0981510809583381e-46,7.0801740483359252e-33,4.3658663617381941e-17,3.2481688958609117e-52,8.9494108617300618e-44,4.2859320859085843e-29,6.1310809386100599e-44,1.1577994944373188e-47,2.4363783634542814e-35,9.7239266004761423e-45,0.35999999999999999,0.0,0.0098899866083628843,0.10880299599871472,6.9141840925899136e-17,4.0384523818860538e-21,1.3419230172330195e-15,3.4713208051962804e-30,0.0,5.9034006260676527e-18,9.5153584421022101e-32,1.0173192393597333e-33,4.9075852432551158e-14,5.0493514428459901e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.8554904053043852e-09,6.1615792275212112e-09,3.7331338228989597e-10,3.6536526154706747e-09,3.4755018064592268e-10,4.3658663617421347e-17,7.6425376788290564e-16
2.3454147587661934e-10,0.000762856309540034,3.6130281477464591e-20,4.6618239592740013e-25,4.6618234911149888e-25,1.3945349023883194e-33,1.6548775035135805e-33,0.0,0.0,8.4161155356753463e-14,1.2378565641454739e-20,4.4446790287844191e-36,5.2052407379815675e-38,2.1027354047774272e-34,6.8996580792431377e-73,5.0008707915685449e-54,1.8696609071700105e-41,5.2034932819775616e-38,2.1359751240511972e-34,7.5750611325323912e-63,1.6595907535977268e-65,3.4699145727533476e-37,2.4331436504085555e-40,2.5922629818635557e-45,4.985050191558891e-50,1.1206631183910429e-36,4.6017209766699134e-46,7.6794839736006538e-33,4.5428076511998031e-17,3.7538490538095633e-52,9.9181543193173713e-44,4.5346199051077726e-29,6.8824144596728569e-44,1.2998931766799081e-47,2.6891415852111907e-35,1.0717547476228745e-44,0.35999999999999999,0.0,0.0098899863861245801,0.10880299589949796,7.1614476048266119e-17,4.2157918645244965e-21,1.3755833092097536e-15,3.7842657049255906e-30,0.0,6.1997288436606006e-18,9.861917958239999e-32,1.064703176763141e-33,5.070873978949111e-14,5.3778871203596211e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.8716056643666483e-09,6.2622911204042307e-09,3.795085776530589e-10,3.7455584058206722e-09,3.5485864002580162e-10,4.5428076512039613e-17,8.01654432654167e-16
2.3837023515644497e-10,0.000762856309381213,3.7085809196916121e-20,4.8564750686110047e-25,4.8564746031028917e-25,1.4971346510258179e-33,1.7766329144290893e-33,0.0,0.0,8.6653312074887473e-14,1.3043595215545447e-20,4.9591427322404128e-36,5.7354851388034521e-38,2.3163424158500271e-34,7.77821999577966e-73,5.4203407453889461e-54,2.0046284880489724e-41,5.7336157115657196e-38,2.3535850384927485e-34,8.8381864587873375e-63,1.9109758853816048e-65,3.8234231837959979e-37,2.5658143835712728e-40,2.8039832761289984e-45,5.7520976130433474e-50,1.2348332653564739e-36,5.1570563118390457e-46,8.3176196542721884e-33,4.7237447038584399e-17,4.3278942583338289e-52,1.097321836583458e-43,4.7932961691722367e-29,7.7106987412142498e-44,1.4565693916084468e-47,2.9631010266776221e-35,1.1794564300242544e-44,0.35999999999999999,0.0,0.0098899861638862899,0.108802995799836,7.413744535929704e-17,4.3975341973755305e-21,1.4094000651829725e-15,4.1195027127775985e-30,0.0,6.506569683200741e-18,1.0216527844159892e-31,1.1137940971682716e-33,5.2368411831677307e-14,5.7228448902956009e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.8872816665438605e-09,6.3629970351469823e-09,3.8570377064948233e-10,3.8379034419753952e-09,3.6217304631828293e-10,4.723744703862823e-17,8.4020046342828639e-16
2.421989944362706e-10,0.0007628563092217076,3.8052675420974668e-20,5.0562373209494108e-25,5.0562368594353255e-25,1.605519436381414e-33,1.9052535792920077e-33,0.0,0.0,8.9176338244300044e-14,1.373309409694202e-20,5.5233021866814649e-36,6.3093823580430221e-38,2.5474630497438661e-34,8.7524497958373669e-73,5.8676314567700085e-54,2.1468937753133705e-41,6.3073848015193802e-38,2.5891115328084925e-34,1.0286310071320328e-62,2.1954535795513059e-65,4.2060372685788367e-37,2.7032981660311271e-40,3.0289229274812654e-45,6.6213723834382191e-50,1.3584032796211054e-36,5.7684562953563191e-46,8.9963191431210677e-33,4.9086919722748283e-17,4.9781585196533257e-52,1.2120683910409115e-43,5.0621845078566996e-29,8.6222906744759403e-44,1.62903633050843e-47,3.2596157549348694e-35,1.2960495464916171e-44,0.35999999999999999,0.0,0.0098899859416480187,0.10880299569974389,7.6710813669171913e-17,4.5836992722216791e-21,1.4433678358552138e-15,4.4782059237571997e-30,0.0,6.8241355246386423e-18,1.0579339908058559e-31,1.1646409443034296e-33,5.4054878580405875e-14,6.0848042940043371e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.9025331368393229e-09,6.46369732776881e-09,3.9189896127916707e-10,3.9306729990466203e-09,3.6949304349531876e-10,4.9086919722794444e-17,8.7990588796088438e-16
2.460277537160962e-10,0.0007628563090615422,3.9030864294553284e-20,5.2611707893605652e-25,5.261170333256397e-25,1.7199203301626698e-33,2.041013726352776e-33,0.0,0.0,9.1730109645880387e-14,1.4447566703235196e-20,6.1410222683818848e-36,6.9296801947565007e-38,2.7971924525619734e-34,9.8310537856715986e-73,6.3441124180801156e-54,2.2967209986275553e-41,6.9275481659535477e-38,2.8436824845869701e-34,1.1942899921400511e-62,2.5167426272138406e-65,4.6195890521340491e-37,2.8456778807517271e-40,3.2676543401639866e-45,7.6044510347953992e-50,1.49196488210535e-36,6.440494111694377e-46,9.7173675360582362e-33,5.097663480290693e-17,5.7132549231009499e-52,1.3366954965296503e-43,5.3415081517763166e-29,9.6239486385345966e-44,1.8185788678808164e-47,3.5801055864269881e-35,1.4221136106294582e-44,0.35999999999999999,0.0,0.0098899857194097596,0.10880299559923674,7.9334639025135753e-17,4.7743063948387343e-21,1.4774813274182368e-15,4.8615922639300158e-30,0.0,7.1526374393278659e-18,1.0950510702367379e-31,1.2172937794838525e-33,5.5768148438889994e-14,6.4643582831511737e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.9173743805478966e-09,6.5643928040365946e-09,3.9809414954211407e-10,4.0238527718513337e-09,3.7681782578287519e-10,5.0976634802955501e-17,9.2078442910572986e-16
2.4985651299592184e-10,0.0007628563089007387,4.0020360183034953e-20,5.4713354820089596e-25,5.4713350328051673e-25,1.8405740084631692e-33,2.1841942354742181e-33,0.0,0.0,9.4314505510160166e-14,1.5187520714175501e-20,6.816398021661237e-36,7.5992482242704036e-38,3.0666737195533342e-34,1.1023383937352756e-72,6.8511977508687091e-54,2.454378937888156e-41,7.5969751948310024e-38,3.1184757599983241e-34,1.3833960408515884e-62,2.8789115449855681e-65,5.0659919645023543e-37,2.9930358678293652e-40,3.5207635897936538e-45,8.7139994995170261e-50,1.6361360180694827e-36,7.1780298006967468e-46,1.0482592379760524e-32,5.2906728798059838e-17,6.5426062214046769e-52,1.4718765814599723e-43,5.6314909756235156e-29,1.0722851269109561e-43,2.0265621570937403e-47,3.9260532591151998e-35,1.5582562764292406e-44,0.35999999999999999,0.0,0.0098899854971715214,0.10880299549832921,8.2008972452222073e-17,4.9693743632571846e-21,1.5117353799694283e-15,5.2709203622730578e-30,0.0,7.4922865341777094e-18,1.133020184535811e-31,1.2718036443334144e-33,5.7508230205118113e-14,6.8621113842392003e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.9318193415963224e-09,6.6650841598024459e-09,4.0428933543832403e-10,4.1174288165715866e-09,3.8414669732123307e-10,5.2906728798110892e-17,9.6284971254425106e-16
2.5368527227574747e-10,0.0007628563087393166,4.1021148620986576e-20,5.6867916041396133e-25,5.6867911634028241e-25,1.9677222275944857e-33,2.3350820160841664e-33,0.0,0.0,9.6929412091997743e-14,1.5953471124455427e-20,7.553760979027454e-36,8.3210774837514553e-38,3.3570977026529126e-34,1.2339448222604192e-72,7.3903429857272344e-54,2.620139922113791e-41,8.3186567405426544e-38,3.4147190852120258e-34,1.5988168151638397e-62,3.2863939939245886e-65,5.5472404317494835e-37,3.1454551653001759e-40,3.788846823366514e-45,9.9638204753736011e-50,1.7915607895100911e-36,7.9862192765922401e-46,1.1293855831095914e-32,5.4877332546055724e-17,7.4764799853124437e-52,1.6183183343774416e-43,5.9323591283346619e-29,1.1926610607139602e-43,2.2544341486798582e-47,4.2990042699259339e-35,1.705113071705438e-44,0.35999999999999999,0.0,0.0098899852749332971,0.10880299539703467,8.4733852100938953e-17,5.1689212009106314e-21,1.5461250366993283e-15,5.7074875559469097e-30,0.0,7.8432961254967762e-18,1.1718580131201832e-31,1.3282223790427265e-33,5.9275135153301245e-14,7.2786773608298147e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.9458814159455216e-09,6.7657714097388249e-09,4.1048451896779795e-10,4.2113877373500964e-09,3.9147964342777284e-10,5.4877332546109373e-17,1.0061155233141101e-15
2.575140315555731e-10,0.000762856308577298,4.2033215417368195e-20,5.9075993439682637e-25,5.9075989133430833e-25,2.1016122861065139e-33,2.4939705555003691e-33,0.0,0.0,9.9574720439439531e-14,1.6745937208478273e-20,8.3576872191671253e-36,9.0982825143501722e-38,3.669703772288512e-34,1.3789952347298115e-72,7.9630479475015686e-54,2.7942807241055205e-41,9.0957071593479225e-38,3.7336908843881991e-34,1.8437110546821213e-62,3.7440160455826989e-65,6.0654112371958298e-37,3.3030185884997318e-40,4.0725125309506425e-45,1.1368937584958626e-49,1.9589098946824915e-36,8.8705252729173361e-46,1.2153059660638332e-32,5.6888571642411348e-17,8.5260511473235682e-52,1.7767621640273284e-43,6.2443398660165822e-29,1.3243287696700245e-43,2.5037286156995699e-47,4.7005679291032595e-35,1.8633487231855017e-44,0.35999999999999999,0.0,0.0098899850526950883,0.10880299529536591,8.7509305593238062e-17,5.3729642157816328e-21,1.5806455292430252e-15,6.1726325830793482e-30,0.0,8.2058802050688275e-18,1.2115817417406126e-31,1.3866027652310641e-33,6.1068875069880447e-14,7.7146811047570768e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.9595734910288572e-09,6.8664544315114522e-09,4.1667970013053671e-10,4.3057166468526692e-09,3.9881678642602611e-10,5.688857164246764e-17,1.050595606161328e-15
2.613427908353987e-10,0.0007628563084147045,4.3056545721523075e-20,6.1338186358720159e-25,6.1338182170830168e-25,2.2424975639248915e-33,2.6611605587894461e-33,0.0,0.0,1.0225032365559437e-13,1.7565439126974914e-20,9.2330106329378611e-36,9.9341055650937862e-38,4.0057814191776973e-34,1.5386364696522903e-72,8.5708604170930712e-54,2.9770834952936133e-41,9.9313685146091277e-38,4.0767220050838221e-34,2.1215663365217346e-62,4.2570392650342859e-65,6.6226663242081011e-37,3.4658076828107858e-40,4.3723842475238884e-45,1.2945728216740568e-49,2.1388815331412455e-36,9.8367350621311159e-46,1.3062151102852202e-32,5.8940567404093408e-17,9.70350071471538e-52,1.9479862774721643e-43,6.5676601955673366e-29,1.4681417910007335e-43,2.7760700578869546e-47,5.1324195314449917e-35,2.0336590666053926e-44,0.35999999999999999,0.0,0.0098899848304568952,0.10880299519333574,9.0335353613463575e-17,5.5815201311251568e-21,1.6152922442626482e-15,6.6677390331198838e-30,0.0,8.5802516488608588e-18,1.2522090588787192e-31,1.4469986840700856e-33,6.2889460203945655e-14,8.1707607081829189e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.9729080358309859e-09,6.9671335320869869e-09,4.2287487892654103e-10,4.40040307619053e-09,4.0615781934005859e-10,5.8940567404152437e-17,1.0963034460753559e-15
2.6517155011522435e-10,0.0007628563082515566,4.4091124123493472e-20,6.3655091666493139e-25,6.3655087615030214e-25,2.3906375776464717e-33,2.8369600144225118e-33,0.0,0.0,1.0495611666801629e-13,1.841249801982642e-20,1.0184835358625696e-35,1.083192085379566e-37,4.3666718883908573e-34,1.7140967353771055e-72,9.2153770338339294e-54,3.1688356536496026e-41,1.082901483799545e-37,4.4451974674927203e-34,2.4362324115173304e-62,4.831198264613636e-65,7.2212556377209485e-37,3.6339027256922533e-40,4.6891006362898808e-45,1.471203930952879e-49,2.3322023233055907e-36,1.0890976895917773e-45,1.4023122873476092e-32,6.103343741356191e-17,1.1022101785128073e-51,2.1328070791271913e-43,6.9025468353674922e-29,1.6250034576612593e-43,3.0731782629981998e-47,5.5963025576408168e-35,2.2167722195345779e-44,0.35999999999999999,0.0,0.0098899846082187177,0.10880299509095688,9.3212010993529571e-17,5.7946051597541898e-21,1.6500607038348419e-15,7.1942362563022143e-30,0.0,8.9666221573882767e-18,1.2937581725924902e-31,1.5094651099153463e-33,6.4736899486477514e-14,8.6475673571927897e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.9858971538178919e-09,7.0678093849853158e-09,4.2907005535581188e-10,4.4954349219907177e-09,4.1350206864196893e-10,6.1033437413623774e-17,1.1432522791217108e-15
