Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162)
8.831298391321005e-13,0.0007612857457338909,5.4917722029846417e-23,3.4671914631711424e-30,3.4671899158949826e-30,2.1625678067374535e-43,2.5683047258080502e-43,0.0,0.0,1.781051108308472e-18,5.0935396263004659e-28,2.5694517216326515e-50,3.9959812171015867e-51,4.777637829389415e-48,3.9139465542857529e-88,2.4078898526218458e-64,2.8262807350967599e-51,1.1695987796194162e-51,4.7717942200846976e-48,1.0424669655637807e-83,4.035708017820639e-84,7.8707136158690879e-51,7.7290582353823854e-48,3.6311175388329813e-57,1.7722368783983076e-70,2.5183597478883998e-50,7.4722584367859142e-62,2.6209736896265199e-44,2.3665566587737166e-22,2.4082034235901499e-64,3.0307086919629505e-58,1.1539115691627001e-36,1.1069790742767734e-59,2.1012534811264488e-63,6.027904266560387e-49,2.3962490012858373e-57,0.35999999999999999,0.0,0.0098899999460492841,0.10880299999988283,8.0401643089933183e-20,4.8011830300368647e-28,3.9356345533770137e-20,2.1186063979317719e-42,0.0,2.1450050283494016e-23,1.5465584157160946e-36,1.010163013558302e-38,8.1298245666417192e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6125394254632073e-11,2.6211556040370798e-11,1.4966020102043461e-12,1.0166166670213839e-13,1.5499995274434613e-14,2.3665566587737284e-22
1e-12,0.000761285745733594,6.2245855106282545e-23,4.4436353887191984e-30,4.4436334076268978e-30,3.9058148555900164e-43,4.638649143968592e-43,0.0,0.0,2.2714103495778563e-18,7.5401684501864713e-28,4.7428756616455613e-50,7.3262943781568074e-51,8.7604867695338037e-48,1.3179407467343002e-87,4.3972811426604386e-64,5.1811152342903183e-51,2.1448893769961385e-51,8.7500864228663691e-48,5.0785809957194329e-83,1.3661953186834705e-83,1.4432577147132205e-50,1.1530272714426195e-47,8.8590695226338385e-57,8.5130542782434968e-70,4.61794057007262e-50,1.8272748613619371e-61,3.9107355851655119e-44,3.0369833618738934e-22,4.3980463666552879e-64,9.6660591012813297e-58,1.7217227132958119e-36,2.7068559389309443e-59,5.1382918089076697e-63,1.1053425598514153e-48,5.6227894279213024e-57,0.35999999999999999,0.0,0.0098899999389096445,0.10880299999985005,9.1038401754486792e-20,7.042849443674467e-28,5.037367836208732e-20,4.9185867642181627e-42,0.0,2.746650502229149e-23,1.9802846326786554e-36,1.2935415940572736e-38,1.0409769944098098e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9567727153108573e-11,2.9678019956992284e-11,1.6946568160182721e-12,1.3012090573176985e-13,1.9828250978175808e-14,3.0369833618739108e-22
1.4265988916877232e-12,0.000761285745733594,8.9115589526292144e-23,9.0458803368936185e-30,9.0458763157049801e-30,1.549731371929593e-42,1.8405185284151978e-42,0.0,0.0,4.5682687211627883e-18,2.1570039143983854e-27,1.9390003011974404e-49,2.9683136496191221e-50,3.5499809708359345e-47,8.6520109086168231e-87,1.7700249781215758e-63,2.0988319919995175e-50,8.6930709488636594e-51,3.5459374117326725e-47,3.827340879937592e-82,8.993939927263552e-83,5.8487285029134921e-50,3.3469758710769752e-47,4.7848619289830197e-56,6.3893517480149672e-69,1.8714015083772438e-49,9.8872212432061568e-61,1.1356560713060171e-43,6.206586412080058e-22,1.7704380771274212e-63,6.1785072327410624e-57,4.9996679448484198e-36,1.4645861262003629e-58,2.7802252234686381e-62,4.4793551256730236e-48,2.9398767774095868e-56,0.35999999999999999,0.0,0.0098899999128485676,0.10880299999969602,1.2985806764043966e-19,1.9795665605215995e-27,1.0213808496281399e-19,2.5492122872555834e-41,0.0,5.576364651977898e-23,4.0200709549646939e-36,2.626456288631501e-38,2.1132126512718853e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2103080312280963e-11,4.2326778836122783e-11,2.4175954829977948e-12,2.6383597250044716e-13,4.0137763436085286e-14,6.2065864120801079e-22
1.970067944243346e-12,0.0007612857457331577,1.2362056697974527e-22,1.7285654332233664e-29,1.7285646674375586e-29,5.3265003412181703e-42,6.3259879350148041e-42,0.0,0.0,8.6446520081699815e-18,5.5471506203773678e-27,6.7264628254611958e-49,1.0193680531495738e-49,1.219361909308601e-46,4.8404529117670477e-86,6.1594863961779796e-63,7.2063996584448924e-50,2.9866023420899056e-50,1.2180394494779073e-46,2.6978631147596346e-81,5.0012554320406741e-82,2.0090484543510882e-49,8.6969231378715603e-47,2.1057596761927405e-55,4.4737824123645666e-68,6.4283152080621411e-49,4.3610013167357243e-60,2.9523479462071732e-43,1.1915121637006654e-21,6.1613246844839373e-63,3.546401096696223e-56,1.2996942260731002e-35,6.4595385918491564e-58,1.2262546400854384e-61,1.5386706257303379e-47,1.3482313611586831e-55,0.35999999999999999,0.0,0.0098899998796478528,0.10880299999942203,1.792977339927046e-19,5.024615235261571e-27,1.9424662430188815e-19,1.1593699819545556e-40,0.0,1.0621673497161294e-22,7.6564241655832891e-36,5.0033728482386735e-38,4.024673246302237e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8005007506186405e-11,5.8430592681736002e-11,3.3385889046430492e-12,5.017683262191232e-13,7.6183762132883179e-14,1.1915121637006783e-21
2.5135369967989686e-12,0.0007612857457325839,1.5843235640361585e-22,2.820913638964401e-29,2.8209123933164443e-29,1.3505237779544852e-41,1.6039477653449584e-41,0.0,0.0,1.4006737155307844e-17,1.1300810925508598e-26,1.7094118341132808e-48,2.5668641376786739e-49,3.0710411878407539e-46,1.8228168340712178e-85,1.5770628566142955e-62,1.8143277744280337e-49,7.5236507229750214e-50,3.0678639097869721e-46,1.2486741170238447e-80,1.8626737306476118e-81,5.0601557819953145e-49,1.7839241521617516e-46,6.3663065183771039e-55,2.0570502122824139e-67,1.6190930485982021e-48,1.32114583311205e-59,6.0586894977729139e-43,1.9530798183383522e-21,1.5776265554614257e-62,1.3601858374918143e-55,2.6670226637707121e-35,1.9567842915973571e-57,3.7147958222017871e-61,3.8754335644071642e-47,4.2781459197518874e-55,0.35999999999999999,0.0,0.0098899998464471398,0.10880299999906135,2.2872064751356049e-19,1.0143800731340588e-26,3.1554475117084849e-19,3.655607036741631e-40,0.0,1.728040256862532e-22,1.2454878324886716e-35,8.1409205262456391e-38,6.5469563213988515e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3831528589370615e-11,7.4523113881031478e-11,4.2595822751402447e-12,8.1510597802184138e-13,1.235216879483223e-13,1.9530798183383789e-21
3.0570060493545914e-12,0.0007612857457318732,1.9355065264209056e-22,4.183968668196644e-29,4.1839668265754192e-29,2.8695013648435527e-41,3.4079680800159775e-41,0.0,0.0,2.0650965168290235e-17,2.0065723197674846e-26,3.6386204949346391e-48,5.4154258079653285e-49,6.4803250844502597e-46,5.4751795114453665e-85,3.3802917407906491e-62,3.8271209732204273e-49,1.5879618906282377e-49,6.4739365477888033e-46,4.4794870875410121e-80,5.525231563188863e-81,1.0678124518563486e-48,3.184290501372835e-46,1.5613611550602518e-54,7.3353013705044162e-67,3.4166781192677896e-48,3.2466108136753512e-59,1.0819717121486157e-42,2.9093366522536704e-21,3.3816945711749177e-62,4.1137776391501373e-55,4.762493289983505e-35,4.8083929043095732e-57,9.1286054091081585e-61,8.1781024745945909e-47,1.0953873612171593e-54,0.35999999999999999,0.0,0.0098899998132464251,0.10880299999861445,2.7812681371847853e-19,1.7880866293388316e-26,4.658913562744349e-19,9.3090037042891132e-40,0.0,2.5552008423439101e-22,1.8414678889687483e-35,1.203911367629348e-37,9.6796455309281259e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9583006332861039e-11,9.0604461439792389e-11,5.1805755944894274e-12,1.2034861601572142e-12,1.8203253551194396e-13,2.9093366522537185e-21
4.143944154465837e-12,0.000761285745730044,2.6470564765947453e-22,7.7308479362237973e-29,7.7308445546410294e-29,9.3357586505946507e-41,1.1087666388386712e-40,0.0,0.0,3.7772761697958268e-17,4.906687426153142e-26,1.1899426541351112e-47,1.7400091565803121e-48,2.08298263673756e-45,3.2720778731451479e-84,1.1179680904800032e-61,1.2292547232911172e-48,5.1067113117925209e-49,2.0811334177788703e-45,3.6236849853812413e-79,3.2152581021719258e-80,3.4326053449082137e-48,7.8503897702990644e-46,6.4185895798134844e-54,5.8666536034034053e-66,1.0983363823235621e-47,1.3401424667894956e-58,2.6699433742018445e-42,5.4205538004759268e-21,1.1185618548872971e-61,2.434224717391653e-54,1.1750334696954612e-34,1.9846060868079766e-56,3.7679452075121172e-60,2.6289592156223958e-46,4.8502198810589397e-54,0.35999999999999999,0.0,0.0098899997468450025,0.10880299999746378,3.768889245842326e-19,4.3210624295278112e-26,8.5321051984123159e-19,4.0808330347195302e-39,0.0,4.6931841542305457e-22,3.3815569086449474e-35,2.2117519473885758e-37,1.7774723634864682e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2086216731063457e-10,1.2273407021484606e-10,7.0225620797437931e-12,2.2040386176125178e-12,3.3213841825311111e-13,5.4205538004760457e-21
5.230882259577082e-12,0.0007612857457276741,3.370831464930566e-22,1.238789896151497e-28,1.2387893576540336e-28,2.3158239701148327e-40,2.7504071793469828e-40,0.0,0.0,5.9981834393412155e-17,9.7857893757643067e-26,2.9724290291818705e-47,4.2781780931564095e-48,5.1233326859072537e-45,1.2275883082174675e-83,2.8117847357246952e-61,3.0214246657599838e-48,1.2566342377445402e-48,5.1192418651066725e-45,1.6287518603618288e-78,1.1853842526886314e-79,8.4435909922930451e-48,1.5759068113701016e-45,1.8902722515359685e-53,2.6178467350804435e-65,2.701723687742984e-47,3.9605265478756213e-58,5.3646974135853273e-42,8.7567200779607696e-21,2.8135740051612739e-61,9.111588856516453e-54,2.3605598836887473e-34,5.8645804108765616e-56,1.1134970468440923e-59,6.4667997641579581e-46,1.5048897246391858e-53,0.35999999999999999,0.0,0.0098899996804435834,0.10880299999597383,4.7558411072839067e-19,8.5330376753599462e-26,1.3550840406477096e-18,1.256669283678831e-38,0.0,7.4756828569794156e-22,5.3853190013162679e-35,3.5238797815060666e-37,2.8306645609486506e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5184536998695989e-10,1.5482035243757662e-10,8.8645483604062303e-12,3.5005461771362298e-12,5.2556798290902512e-13,8.7567200779610058e-21
6.317820364688328e-12,0.0007612857457247716,4.1068065289963742e-22,1.8174769475549579e-28,1.8174761624505244e-28,4.8726756636511994e-40,5.7870816786751581e-40,0.0,0.0,8.7248784841572371e-17,1.7211899999941652e-25,6.3190081985896368e-47,8.9561051089856453e-48,1.0729368510123573e-44,3.6403911720711206e-83,5.9932466175262187e-61,6.3231756715296388e-48,2.6328847718551839e-48,1.0721745162363503e-44,5.6358605531972015e-78,3.463896348258319e-79,1.7684166657458487e-47,2.7879314836625452e-45,4.5968144624065666e-53,8.9931591301229022e-65,5.6584906096307205e-47,9.6642942570393446e-58,9.4996546606822676e-42,1.2950764409217136e-20,5.9976858937240564e-61,2.6948648442337341e-53,4.1791820607297404e-34,1.4309212389783532e-55,2.7169973729057923e-59,1.3544066911312928e-45,3.8103098644067601e-53,0.35999999999999999,0.0,0.0098899996140421678,0.10880299999414854,5.7421241861303837e-19,1.4874436703643811e-25,1.9703430955117001e-18,3.1596831032159209e-38,0.0,1.0902240095047674e-21,7.8521452340720478e-35,5.1403247590113978e-37,4.1272044156796413e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8253561923960877e-10,1.8686427192215755e-10,1.070653443647678e-11,5.0900039880924857e-12,7.6135741864242424e-13,1.2950764409217553e-20
7.404758469799573e-12,0.000761285745721342,4.8549573816730454e-22,2.5110896409528233e-28,2.5110885630509161e-28,9.1693909369497457e-40,1.0890131309935376e-39,0.0,0.0,1.1954484681337757e-16,2.7760007196307635e-25,1.2054129070402512e-46,1.6819364244331394e-47,2.0157412441382572e-44,9.3362323690624034e-83,1.1423915318845281e-60,1.187087683128356e-47,4.9488104629187807e-48,2.0144921187003566e-44,1.6589419711533043e-77,8.7695587669313454e-79,3.3226313005231805e-47,4.5211748328846029e-45,9.8650538909282584e-53,2.627933403239778e-64,1.0631646390537351e-46,2.0814390609580903e-57,1.5420666159175343e-41,1.8034958397855828e-20,1.1433618272718178e-60,6.8537628785572636e-53,6.7825229956264879e-34,3.081549696456203e-55,5.8514697223373535e-59,2.5447728533787321e-45,8.4403623192367199e-53,0.35999999999999999,0.0,0.0098899995476407557,0.10880299999199182,6.7277389430349948e-19,2.3786696165281961e-25,2.6978421391864647e-18,6.9507190567727367e-38,0.0,1.497240348315407e-21,1.0781448085120183e-34,7.0611267984043054e-37,5.6667665967765221e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1293586010767909e-10,2.188667601274751e-10,1.2548520307955469e-11,6.9694670379789813e-12,1.0385752697898003e-12,1.8034958397856505e-20
8.999973302091284e-12,0.0007612857457153657,5.9749604196164359e-22,3.7410579769059374e-28,3.7410563858122854e-28,2.0191162866602598e-39,2.398029904835328e-39,0.0,0.0,1.759930451101255e-16,5.0089265470011226e-25,2.7260979475809015e-46,3.7068549013218217e-47,4.445553768793622e-44,3.228066938326783e-82,2.5668816175207513e-60,2.6147760546825175e-47,1.0922847561875544e-47,4.443477763354398e-44,7.0082977038720695e-77,2.9754850517352408e-78,7.3288397622260059e-47,8.222547664974755e-45,2.6255285402597748e-52,1.0963841320152875e-63,2.3450800917597715e-46,5.5759474872298963e-57,2.8088932076446159e-41,2.7172351609517184e-20,2.569536155616807e-60,2.2987723664480917e-52,1.2349770041717006e-33,8.2537401775342472e-55,1.5674271253641956e-58,5.6131440584467003e-45,2.3265546442296906e-52,0.35999999999999999,0.0,0.0098899994501885548,0.10880299998823405,8.1730401000790645e-19,4.2395308065843945e-25,3.966509754296812e-18,1.8943230394787387e-37,0.0,2.2110379113226495e-21,1.5916862436534628e-34,1.0431370887600414e-36,8.3656902727613183e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.570326280798057e-10,2.6576111347050544e-10,1.5251859869390168e-11,1.0247113575502256e-11,1.5186400388076046e-12,2.7172351609518412e-20
1e-11,0.0007612857457082852,6.6903974027689572e-22,4.6430436731309616e-28,4.6430417097879598e-28,3.0991942181371929e-39,3.6808014389120728e-39,0.0,0.0,2.1683560358379999e-16,6.8962875456492527e-25,4.2616803442748848e-46,5.699249329739286e-47,6.8381323529515918e-44,6.3636216389342394e-82,3.9897488272958595e-60,4.0186798448156289e-47,1.6810117596995009e-47,6.8356255857983719e-44,1.5383325631077516e-76,5.8070436949262999e-78,1.1274247209259281e-46,1.1375063992820067e-44,4.4873185821736185e-52,2.3879208970616362e-63,3.6075532470833736e-46,9.5735987759047654e-57,3.8897662946291497e-41,3.3954913963323459e-20,3.994361569876024e-60,4.4397027734676863e-52,1.7097487724991605e-33,1.416954450006777e-54,2.6910455635110075e-58,8.6349785207704302e-45,4.0419587569297835e-52,0.35999999999999999,0.0,0.009889999389096597,0.10880299998552345,9.0783542332774601e-19,5.7933724166327379e-25,4.8823854489715937e-18,3.267887388415745e-37,0.0,2.7290939553487378e-21,1.9642823634394337e-34,1.2878585292554882e-36,1.0323797764411982e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8436498157493208e-10,2.9511543996005293e-10,1.6946560371008578e-11,1.2613376804369987e-11,1.8629327853436981e-12,3.3954913963325162e-20
1.0595188134382995e-11,0.0007612857457082852,7.121068351221786e-22,5.2285174409748757e-28,5.2285152376243274e-28,3.9170589284354683e-39,4.6521517893533025e-39,0.0,0.0,2.4312913445325138e-16,8.2208236099442994e-25,5.4426526497824538e-46,7.2112859792007036e-47,8.6545892562839631e-44,9.1082458263030677e-82,5.0777535504946369e-60,5.0837681121466418e-47,2.1281648985740617e-47,8.6519075495157498e-44,2.3077250520544804e-76,8.2736854929598766e-78,1.4269852702231715e-46,1.3596981994801887e-44,5.9985968434540083e-52,3.570169006693896e-63,4.5661087280302418e-46,1.2829453164855807e-56,4.652346568641829e-41,3.8389476069631238e-20,5.0839726080852852e-60,6.2923112243117015e-52,2.0446133358284931e-33,1.8987208989120152e-54,3.6061324805934458e-58,1.0929360762605635e-44,5.4452327601601546e-52,0.35999999999999999,0.0,0.0098899993527363627,0.10880299998378179,9.6169041163408754e-19,6.876314693462217e-25,5.4711665809688628e-18,4.3863366488980196e-37,0.0,3.0632307368987587e-21,2.2045536333626575e-34,1.445747051664095e-36,1.1586466946902837e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0051956675981123e-10,3.1257080017493933e-10,1.7955198990151283e-11,1.4134582763559881e-11,2.0833652937433835e-12,3.8389476069633284e-20
1.2788879802750742e-11,0.0007612857456967778,8.7396660233871766e-22,7.7053945409098252e-28,7.7053913343097622e-28,8.4179327808869289e-39,9.9976929705036095e-39,0.0,0.0,3.5275263407778549e-16,1.4581884029620009e-24,1.2160847558497052e-45,1.5571812083358532e-46,1.8707303301237756e-43,2.9814964817457527e-81,1.1194307466463309e-59,1.0968826552798173e-46,4.6051969702626532e-47,1.8705485040026585e-43,8.9305286662906819e-76,2.6654701138651359e-77,3.0851069652332683e-46,2.4355465593827235e-44,1.5523173899583768e-51,1.3620597825028403e-62,9.8719502930066409e-46,3.3507395167645664e-56,8.3524808826541166e-41,5.7385899139364341e-20,1.1210894847540817e-59,1.9878660195282626e-51,3.6683490950629326e-33,4.9578139450105569e-54,9.4173400959403454e-58,2.3629334217488042e-44,1.4495935071725549e-51,0.35999999999999999,0.0,0.009889999218723038,0.10880299997654572,1.1600118226809785e-18,1.200822269971752e-24,7.9195314504279138e-18,1.1516134664263728e-36,0.0,4.46090492523199e-21,3.2092612201928459e-34,2.1065546666112532e-36,1.6866158856008649e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5934149921353341e-10,3.7680861572648936e-10,2.1672749277360013e-11,2.0460506671952129e-11,2.9934124017744987e-12,5.7385899139368001e-20
1.498257147111849e-11,0.0007612857456832619,1.0407320103897324e-21,1.0695731851156092e-27,1.0695727455207673e-27,1.6014979918754384e-38,1.9020468771318069e-38,0.0,0.0,4.8221242699775667e-16,2.3649843910467668e-24,2.4008320639166788e-45,2.9772985954943854e-46,3.5804233137294148e-43,7.9809812858616887e-81,2.1814861809610711e-59,2.095543427477034e-46,8.8235609156215016e-47,3.5808118496580718e-43,2.7274455872114933e-75,7.0444190515381755e-77,5.9057685841631697e-46,3.9867364602535053e-44,3.4363806081680941e-51,4.1056564654982373e-62,1.8897967934204789e-45,7.4823948711552657e-56,1.3703939663554579e-40,8.0739046190479707e-20,2.1852589708067857e-59,5.1729512466753775e-51,6.0143023664524255e-33,1.1068598709949789e-53,2.1027366337436168e-57,4.5233860510198382e-44,3.2931314068120764e-51,0.35999999999999999,0.0,0.0098899990847097271,0.10880299996804652,1.3580620914936684e-18,1.9187153065798891e-24,1.0799127290850631e-17,2.5823421799047531e-36,0.0,6.1196773106325128e-21,4.4010784001628938e-34,2.8914984493019718e-36,2.3128685313225519e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1704887075439312e-10,4.4089788807179919e-10,2.5390298731214465e-11,2.7900979282690201e-11,4.0519911207347997e-12,8.0739046190485714e-20
1.7176263139486236e-11,0.000761285745667782,1.2123857828058626e-21,1.4214834196654334e-27,1.4214828426043602e-27,2.791125868094025e-38,3.3149322690580737e-38,0.0,0.0,6.312971174832474e-16,3.5940012886490545e-24,4.3352069086375545e-45,5.2144577186397906e-46,6.2772406017298263e-43,1.8683730953324096e-80,3.8906556635156194e-59,3.6672217902394143e-46,1.5486487664537944e-46,6.2791878570759597e-43,7.146986932717106e-75,1.6297825510435068e-76,1.0355999527602198e-45,6.1119244500087426e-44,6.8110562105985952e-51,1.0620458158509759e-61,3.3138794731601516e-45,1.4956430918960112e-55,2.1059035214231821e-40,1.0868824570635316e-19,3.8983282833518634e-59,1.1791022103188019e-50,9.2348580063558359e-33,2.2120007909480367e-53,4.2027170578785499e-57,7.9320471657041703e-44,6.6934458218843926e-51,0.35999999999999999,0.0,0.0098899989506964301,0.10880299995831241,1.5558415859349853e-18,2.8740503815018693e-24,1.4101454839950267e-17,5.1827327956543253e-36,0.0,8.0391892228634297e-21,5.7796098951866707e-34,3.8006566887209521e-36,3.0371837064187066e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7366353209918577e-10,5.0484495010308905e-10,2.9107847351714833e-11,3.6434150076312299e-11,5.2527685802669918e-12,1.0868824570636238e-19
1.9369954807853983e-11,0.0007612857456503815,1.388911176327655e-21,1.8277953064813153e-27,1.8277945735064813e-27,4.5537732574514837e-38,5.4083778330178576e-38,0.0,0.0,7.9980008973617019e-16,5.1982066795050585e-24,7.3192079608763002e-45,8.5483728420057211e-46,1.0301554293884778e-42,3.9670341438094243e-80,6.4913960615852921e-59,6.007064473629974e-46,2.5442988822140271e-46,1.0306806965388549e-42,1.6754850225609626e-74,3.4212158605254505e-76,1.6998327799619553e-45,8.914671780513042e-44,1.2433357499936562e-50,2.4580373539184906e-61,5.4394752548759701e-45,2.7531592762035951e-55,3.0791190741120693e-40,1.4146798456802215e-19,6.5057584971380635e-59,2.4379310047940597e-50,1.3490752733760808e-32,4.0709447194854958e-53,7.7355644730371943e-57,1.3019839408838565e-43,1.252523946641095e-50,0.35999999999999999,0.0,0.009889998816683147,0.10880299994737086,1.7533506738832766e-18,4.0989056921724122e-24,1.7818185697533439e-17,9.5780753889160974e-36,0.0,1.0219082628142158e-20,7.3444790198937606e-34,4.8341193723429344e-36,3.8593502659701683e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2920689477703646e-10,5.6865585667315376e-10,3.2825395138861293e-11,4.6038607717062743e-11,6.5896899484650181e-12,1.4146798456803561e-19
