Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162)
3.3745524672117726e-10,0.0007612857341913027,7.396732557277785e-20,1.3692423426371038e-24,1.3692423728483425e-24,8.4558361079295699e-33,1.0043532208417162e-32,0.0,0.0,1.7426722381949943e-13,4.5234382762200087e-20,1.1302797817477994e-38,2.0472908467205645e-40,3.4622411173653198e-37,1.6243456670864869e-71,4.2859299615063142e-53,1.1474084047792706e-40,1.0555886646915684e-40,3.5537506196154779e-37,6.0719909180321723e-65,1.0017525173349407e-67,5.8406346140722167e-40,1.0196341412473459e-39,1.9353502760339255e-44,2.8457571264499255e-52,1.8753031290140808e-39,1.4118089490849058e-48,7.3856239950418782e-36,1.2243249074860178e-16,4.6781631434027331e-53,1.2434549374201922e-42,1.8904375480531359e-28,2.029343312436751e-46,3.9170610872996872e-50,4.4891199481667745e-38,1.2305420080620912e-43,0.35999999999999999,0.0,0.0098899793848527626,0.1088029927417816,2.7714780252433136e-17,1.2127291354665918e-20,2.5723662446939104e-15,3.0793144803679542e-29,0.0,2.9071077543448172e-18,2.1495485552367392e-31,1.5989356266740278e-33,1.1223226066534086e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3394128697324231e-09,9.4457143840082303e-09,5.7186100331698974e-10,6.6821965317728234e-09,5.7584748454079006e-10,1.2243249074875999e-16
3.4623001339464826e-10,0.000761285733779589,7.7206678900519898e-20,1.4637165506984193e-24,1.4637165985797227e-24,9.4738532772083938e-33,1.1252718189022712e-32,0.0,0.0,1.8244415481337431e-13,4.9190470888883181e-20,1.3097955178378896e-38,2.302372950125601e-40,3.9335989764082197e-37,1.9665577486053193e-71,4.8719619305642287e-53,1.2796958385666368e-40,1.2052751805359634e-40,4.040167247688713e-37,7.5529327487558379e-65,1.2202602889019838e-67,6.6395054809861559e-40,1.1065380965556435e-39,2.1833947079828867e-44,3.4696398183256775e-52,2.1319777003246533e-39,1.6431385402258734e-48,8.2055448994060837e-36,1.3007797629750321e-16,5.3439882770571694e-53,1.4580584561055149e-42,2.0625655664933446e-28,2.3601527682018292e-46,4.5574084078062707e-50,5.1035626925047184e-38,1.4336194787359595e-43,0.35999999999999999,0.0,0.0098899788488041891,0.10880299248288965,2.8360656983222421e-17,1.2930122767545864e-20,2.6648302985266479e-15,3.5173590423683701e-29,0.0,3.05491210552464e-18,2.2623738900465803e-31,1.687970711437573e-33,1.1810316360756369e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3586988987407532e-09,9.6887174786831512e-09,5.8673070279461048e-10,6.9234986872408205e-09,5.9342910879431297e-10,1.3007797629767432e-16
3.5500478006811926e-10,0.0007612857333664671,8.0508713253553641e-20,1.5622790236114229e-24,1.5622790914583738e-24,1.0585094596030054e-32,1.2572637651188975e-32,0.0,0.0,1.9078341633230523e-13,5.3384029258889345e-20,1.5128130038412137e-38,2.582020699310061e-40,4.4562769773159986e-37,2.3695336408032372e-71,5.5203501335682498e-53,1.4231672919955145e-40,1.3721202945374294e-40,4.5799439469702219e-37,9.3480515107073075e-65,1.4798072101083481e-67,7.5259366374799174e-40,1.1981513575102345e-39,2.4550849618788479e-44,4.2106398843911723e-52,2.4168086454047523e-39,1.9057414090956172e-48,9.0954256165977727e-36,1.3797636660485033e-16,6.086203050202182e-53,1.7027568435922705e-42,2.2452859712808956e-28,2.7353767222119678e-46,5.2840564110197974e-50,5.7854094376667412e-38,1.6638880811648668e-43,0.35999999999999999,0.0,0.009889978312755697,0.10880299222311222,2.9003023155137501e-17,1.3761347292643433e-20,2.7576031744255313e-15,4.003899475648552e-29,0.0,3.2061144418744101e-18,2.3780978309178124e-31,1.7796692499107859e-33,1.2412343809130279e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3771027751126425e-09,9.9317171960779513e-09,6.0160038893899699e-10,7.1656829531080486e-09,6.1101393224056869e-10,1.3797636660503483e-16
3.6377954674159026e-10,0.0007612857329520451,8.3873163133803482e-20,1.6650079440672504e-24,1.6650080343362891e-24,1.1795565226373649e-32,1.4010424006902138e-32,0.0,0.0,1.9928442565585418e-13,5.7823367111930249e-20,1.7417954495434091e-38,2.8879590557596307e-40,5.0345558472053197e-37,2.8421329627558176e-71,6.2359059752988995e-53,1.5784333474164391e-40,1.5576524126335069e-40,5.1775823069283287e-37,1.1514606354651168e-64,1.7869316909690849e-67,8.507307163075765e-40,1.2945774939898357e-39,2.7519112272683709e-44,5.0872819779286974e-52,2.7321711914198826e-39,2.2030080606616315e-48,1.0059555912975048e-35,1.461283091825052e-16,6.9117262663525327e-53,1.9808425162056247e-42,2.4389434458590275e-28,3.1597838933982917e-46,6.1063207109580201e-50,6.5403464200425038e-38,1.9241801562293779e-43,0.35999999999999999,0.0,0.0098899777767072899,0.10880299196251696,2.9641898361489292e-17,1.4621055526569954e-20,2.8506588553893031e-15,4.542840550390905e-29,0.0,3.360696435803937e-18,2.4967218529474723e-31,1.8740496795352998e-33,1.3029309480048433e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3946916124260934e-09,1.0174714048803198e-08,6.1647006175016063e-10,7.4086822164030809e-09,6.2860144224612353e-10,1.4612830918270365e-16
3.813290800885322e-10,0.0007612857321196889,9.0788254621080822e-20,1.883276205181598e-24,1.8832763483376152e-24,1.4539388487495748e-32,1.7269525085675469e-32,0.0,0.0,2.167695765271994e-13,6.7473213199878346e-20,2.2885102349256933e-38,3.5860152533054346e-40,6.3763222970913752e-37,4.0368381508996681e-71,7.8889383182671667e-53,1.92686715013892e-40,1.9913908914016227e-40,6.5658262382425163e-37,1.723655687805449e-64,2.5745088539573995e-67,1.0786635338394311e-39,1.502271735851492e-39,3.4271571800210819e-44,7.3339768703330429e-52,3.4647179027153791e-39,2.9165275120119857e-48,1.2228552176437745e-35,1.6319516432377951e-16,8.842906800198154e-53,2.6516757669164427e-42,2.8604523494393673e-28,4.1772079459173085e-46,8.0788707901188492e-50,8.293973873280295e-38,2.5472459278816514e-43,0.35999999999999999,0.0,0.0098899767046107222,0.10880299143911776,3.0909253705946579e-17,1.6426247645414535e-20,3.0375243763711252e-15,5.7945541089113093e-29,0.0,3.679926597180396e-18,2.7426760271221537e-31,2.0709294823385274e-33,1.4308059905158525e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4276674004586621e-09,1.0660700808270441e-08,6.4620936737286442e-10,7.8968825068938739e-09,6.6378287381661747e-10,1.6319516432400761e-16
3.9712366010078e-10,0.0007612857313670401,9.7222663326436898e-20,2.0947444691975583e-24,2.0947446700906636e-24,1.7413281542440554e-32,2.0683138095432106e-32,0.0,0.0,2.3305440571451755e-13,7.7084443757078695e-20,2.8982897953928166e-38,4.3231792242966379e-40,7.8223659268597644e-37,5.4612740795945485e-71,9.6594977383334152e-53,2.2872288595700536e-40,2.4630877854574289e-40,8.0640382424920715e-37,2.4429283249587249e-64,3.5308130156688087e-67,1.3246157350531227e-39,1.7066509016655709e-39,4.1367099340170347e-44,1.0059142129818741e-51,4.2552876792233065e-39,3.7173071280708848e-48,1.4481034968754238e-35,1.7942789233132004e-16,1.0946009341688003e-52,3.4082333281081253e-42,3.2806886141357069e-28,5.3173103922180436e-46,1.0291128980355459e-49,1.0186508673243787e-37,3.2436397385462671e-43,0.35999999999999999,0.0,0.0098899757397240898,0.10880299096583938,3.2038128749381579e-17,1.8149095157435605e-20,3.2064480369455923e-15,7.1436679313391651e-29,0.0,3.9786103957584324e-18,2.9739677935858749e-31,2.2574763721707768e-33,1.5510035254912128e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4551324832044395e-09,1.1098082741866077e-08,6.7297469683378945e-10,8.3384757576328126e-09,6.9545170278237599e-10,1.7942789233157664e-16
4.129182401130278e-10,0.0007612857306115118,1.0385523246313577e-19,2.3209128973522273e-24,2.3209131667223179e-24,2.0712979753103851e-32,2.4602539900454239e-32,0.0,0.0,2.4985607530691133e-13,8.7626702681882671e-20,3.640252159462307e-38,5.1761974621318903e-40,9.5273365548830712e-37,7.3011288821673615e-71,1.1733451316574436e-52,2.6959870372372677e-40,3.0238770864762772e-40,9.8328401360773688e-37,3.4192366372855178e-64,4.7884973781527034e-67,1.6149505331383133e-39,1.9281350729516993e-39,4.952917412954908e-44,1.3638522405918713e-51,5.1886358224402846e-39,4.6971031525836152e-48,1.7048497497207209e-35,1.9648988037119466e-16,1.3451480905722512e-52,4.3370310084039008e-42,3.7417545344686046e-28,6.7102642348940737e-46,1.2996175959965311e-49,1.2420846212188133e-37,4.0917756351268623e-43,0.35999999999999999,0.0,0.0098899747748377193,0.10880299049074849,3.3155992829866668e-17,1.9965321644716517e-20,3.3759655975156939e-15,8.7327644677970984e-29,0.0,4.2879638972860412e-18,3.2146785978486077e-31,2.4529949442067849e-33,1.6760428136278354e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4807892007945269e-09,1.1535460321797978e-08,6.9973998309524887e-10,8.7818772461667245e-09,7.2712430796648941e-10,1.9648988037148156e-16
4.287128201252756e-10,0.000761285729853482,1.1068446198140678e-19,2.5622256465118577e-24,2.5622259962623031e-24,2.4482308335106811e-32,2.9079790966087894e-32,0.0,0.0,2.6717250284241674e-13,9.9152815975843763e-20,4.5370618943123052e-38,6.158287572965758e-40,1.1526315940723994e-36,9.6539232487479608e-71,1.4147728636727262e-52,3.1572417667948071e-40,3.6866553508489329e-40,1.1909372121247267e-36,4.7303289735128556e-64,6.4270196935467772e-67,1.955753757077835e-39,2.1672503803301095e-39,5.886069853862735e-44,1.8294665098823545e-51,6.2843584982350709e-39,5.8876280647552435e-48,1.9962166036906928e-35,2.143832457249615e-16,1.6421102364574955e-52,5.4681339161697537e-42,4.2456834151472001e-28,8.4003643425040815e-46,1.628087037911765e-49,1.5043899383734061e-37,5.1169294802079844e-43,0.35999999999999999,0.0,0.0098899738099516125,0.10880299001408621,3.4262956328502894e-17,2.1875228565410943e-20,3.5459841703521425e-15,1.0592341851381872e-28,0.0,4.6078838610688982e-18,3.4648168835253182e-31,2.6575892639896749e-33,1.8059245472018029e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5048776847642956e-09,1.1972834578470705e-08,7.2650522615730884e-10,9.2268468431302241e-09,7.5879965882278575e-10,2.143832457252802e-16
4.445074001375234e-10,0.0007612857290932881,1.1770886471359563e-19,2.8191235130058362e-24,2.8191239562726281e-24,2.8767795126653497e-32,3.4170162653518441e-32,0.0,0.0,2.8500188310055532e-13,1.1171690287143179e-19,5.6143287948933839e-38,7.2836858514457472e-40,1.3857727637336053e-36,1.2634879455888752e-70,1.6942011423877868e-52,3.6752470650163121e-40,4.4656562793556836e-40,1.4334390993014348e-36,6.4735822699502208e-64,8.5430449435480767e-67,2.3537032568157951e-39,2.424501195268811e-39,6.9469112312483266e-44,2.4297399380943474e-51,7.5639599067254365e-39,7.3248689184226938e-48,2.3255169825919236e-35,2.3310975625954852e-16,1.992458635877078e-52,6.8353791102218639e-42,4.7945130010103459e-28,1.0437776323557427e-45,2.0243689870224455e-49,1.8107148883842774e-37,6.3473799204285209e-43,0.35999999999999999,0.0,0.0098899728450657625,0.10880298953606156,3.5359128522495701e-17,2.3879069572714989e-20,3.7164232847453138e-15,1.2755336652299493e-28,0.0,4.9382680815440082e-18,3.724391030610747e-31,2.8713624020877907e-33,1.9406494284309262e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5276061431632666e-09,1.2410206261010037e-08,7.5327042602003576e-10,9.6731763423551297e-09,7.904770060825674e-10,2.3310975625990045e-16
4.6030198014977117e-10,0.0007612857283312152,1.249269659928991e-19,3.0920439612180456e-24,3.0920445124406135e-24,3.3618736211060645e-32,3.9932215223664712e-32,0.0,0.0,3.0334265097053627e-13,1.2537438509353666e-19,6.9008766575888933e-38,8.567696008922946e-40,1.6563527541512795e-36,1.6379230386322851e-70,2.0158810032969951e-52,4.2544101961459272e-40,5.3765369922408389e-40,1.7152486409214597e-36,8.7700352809833594e-64,1.1253412054688657e-66,2.8161042781271714e-39,2.700370633423159e-39,8.1466353659826242e-44,3.1971773918067884e-51,9.0509663591531034e-39,9.0494957230929293e-48,2.6962584916864737e-35,2.5267087737903016e-16,2.4040524271277333e-52,8.4766766128950905e-42,5.3902846725666243e-28,1.2879081536116171e-45,2.4995826781042099e-49,2.1666916288957897e-37,7.8146300058784491e-43,0.35999999999999999,0.0,0.0098899718801801692,0.10880298905685555,3.6444617596214617e-17,2.5977056930890264e-20,3.8872132299634565e-15,1.5257212418246687e-28,0.0,5.2790153778780621e-18,3.9934093511019832e-31,3.0944164407980684e-33,2.0802181667329663e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5491551198605344e-09,1.284757591493403e-08,7.8003558268349559e-10,1.0120685201603551e-08,8.2215580408383462e-10,2.5267087737941666e-16
4.76096560162019e-10,0.0007612857275675145,1.3233730333136477e-19,3.3814211513877866e-24,3.3814218263814913e-24,3.9087260775553591e-32,4.6427874935709008e-32,0.0,0.0,3.2219344932341597e-13,1.401819950454867e-19,8.4290269518118294e-38,1.0026739231247965e-39,1.9689397921571869e-36,2.104471707259225e-70,2.3843537649621416e-52,4.89929128723967e-40,6.4364665604816151e-40,2.041230210041969e-36,1.1769084832989149e-63,1.4698494920254558e-66,3.3509256458440217e-39,2.9953211044976534e-39,9.496882691666949e-44,4.1707018000206835e-51,1.0771042958219916e-38,1.110729420050835e-47,3.112147696340099e-35,2.7306781269317702e-16,2.885744568553879e-52,1.0434321870589378e-41,6.0350427500126441e-28,1.5787852645547139e-45,3.06623474855638e-49,2.5784643362741211e-37,9.553635774249753e-43,0.35999999999999999,0.0,0.0098899709152948309,0.10880298857662521,3.751953065215644e-17,2.8169367072712711e-20,4.0582936199055781e-15,1.813604799710641e-28,0.0,5.6300255836842145e-18,4.2718800859965931e-31,3.3268524816501302e-33,2.2246314767129555e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5696811840043192e-09,1.3284943939169546e-08,8.068006961477546e-10,1.0569216853141664e-08,8.5383565375500095e-10,2.7306781269359915e-16
4.918911401742667e-10,0.0007612857268024019,1.3993842614639194e-19,3.6876859667278319e-24,3.6876867827581217e-24,4.5228395252206432e-32,5.3722510294703403e-32,0.0,0.0,3.4155310118427537e-13,1.5619778290835586e-19,1.023489729776387e-37,1.1678405517813116e-39,2.3284944709258244e-36,2.6814277858340717e-70,2.8044582278608577e-52,5.6146032392351816e-40,7.6642166965982411e-40,2.4166761798699409e-36,1.5653917967853693e-63,1.9045990981893227e-66,3.9668367192848054e-39,3.3097948974919982e-39,1.100973771025392e-43,5.3966603246852445e-51,1.2752112765256178e-38,1.3549622891277725e-47,3.5770942992085932e-35,2.9430153928055263e-16,3.4474999573590243e-52,1.2755319430097184e-41,6.7308338905715398e-28,1.9235259522721051e-45,3.7383415039135825e-49,3.0527177312044442e-37,1.1603041516790987e-42,0.35999999999999999,0.0,0.0098899699504097511,0.10880298809550658,3.8583973721810877e-17,3.0456145418290773e-20,4.2296121484782866e-15,2.1432625674737278e-28,0.0,5.9911995368512924e-18,4.5598114033803276e-31,3.5687706535275214e-33,2.3738900767284642e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5893201292430736e-09,1.3722310626686145e-08,8.3356576641287919e-10,1.101863550454754e-08,8.8551626198116182e-10,2.943015392810113e-16
5.076857201865145e-10,0.0007612857260360651,1.4772889552777656e-19,4.0112660399276253e-24,4.011267015785842e-24,5.2100126698114331e-32,6.1885007397304589e-32,0.0,0.0,3.6142058580717813e-13,1.7348112281298767e-19,1.2358715298058847e-37,1.3541506313549086e-39,2.7403898010146174e-36,3.389893661187725e-70,3.2813376535293426e-52,6.4052119423603083e-40,9.0802546218447061e-40,2.8473299894206441e-36,2.06477723444236e-63,2.4495178875005592e-66,4.6732451213631552e-39,3.6442147938310281e-39,1.2697727189139421e-43,6.9299512552130647e-51,1.5024478458808998e-38,1.6433895626252741e-47,4.0952152153697792e-35,3.1637283803682619e-16,4.100526966975274e-52,1.5491718051971602e-41,7.4797065706773659e-28,2.3300706586187796e-45,4.5315577663958089e-49,3.5967062002833957e-37,1.4005421823646709e-42,0.35999999999999999,0.0,0.0098899689855249193,0.10880298761361767,3.9638051776422223e-17,3.2837510522300539e-20,4.4011235183841969e-15,2.5190519139548169e-28,0.0,6.3624390694847679e-18,4.8572113973730032e-31,3.8202701212537742e-33,2.5279946879112814e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6081897272080181e-09,1.4159676192198972e-08,8.603307934789353e-10,1.1468823385253482e-08,9.171974139013152e-10,3.1637283803732224e-16
5.234803001987623e-10,0.0007612857252686667,1.5570728403255474e-19,4.3525857791617289e-24,4.3525869352425627e-24,5.9763465435854084e-32,7.0987844400602433e-32,0.0,0.0,3.8179501796020059e-13,1.9209271816114188e-19,1.4845147747906746e-37,1.5636128391888068e-39,3.2104315630926713e-36,4.2540892349479554e-70,3.8204465319009308e-52,7.2761367927818271e-40,1.070683802895577e-39,3.3394096621500013e-36,2.7021114842822422e-63,3.1281682786030071e-66,5.4803352089721199e-39,3.9989846973230648e-39,1.457381913476415e-43,8.8352809048312896e-51,1.7620946380086323e-38,1.9824089546045215e-47,4.6708385492135681e-35,3.3928231996678293e-16,4.8574235147820205e-52,1.8700957082763656e-41,8.2837106381802906e-28,2.8072501615234915e-45,5.4633123349445439e-49,4.2182834885568767e-37,1.6807530193647125e-42,0.35999999999999999,0.0,0.0098899680206403443,0.10880298713106078,4.0681868737642838e-17,3.5313557666945217e-20,4.5727885130318703e-15,2.9456181298953428e-28,0.0,6.7436469979534508e-18,5.1640880875721805e-31,4.0814490944105522e-33,2.6869460334554746e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6263921131147958e-09,1.4597040792323051e-08,8.8709577734598923e-10,1.1919678360965961e-08,9.4887895275419092e-10,3.3928231996731659e-16
5.392748802110101e-10,0.0007612857245003478,1.6387217550029749e-19,4.7120663936751032e-24,4.7120677520556812e-24,6.828250694167099e-32,8.1107165099101148e-32,0.0,0.0,4.0267562993061906e-13,2.1209460623049647e-19,1.774364544122464e-37,1.7983688964794856e-39,3.7448789482268803e-36,5.301681417210153e-70,4.4275571431603765e-52,8.2325515095333852e-40,1.2568112098195378e-39,3.89963176566628e-36,3.5099839975847919e-63,3.9682785659603403e-66,6.399107265183741e-39,4.3744902730129241e-39,1.6651422571301951e-43,1.1188561094453831e-50,2.057695290241128e-38,2.3791279166557812e-47,5.3085074753698756e-35,3.6303044903126843e-16,5.7323389206816379e-52,2.2446224050478695e-41,9.1448969240168647e-28,3.3648556454254039e-45,6.5529501670824348e-49,4.9259329479378644e-37,2.006055412132727e-42,0.35999999999999999,0.0,0.0098899670557560243,0.10880298664792459,4.1715527488076405e-17,3.7884361984161306e-20,4.7445731900008929e-15,3.4279031965006901e-28,0.0,7.1347271130389454e-18,5.480449418800444e-31,4.3524048362622597e-33,2.8507448380697045e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6440158589187643e-09,1.5034404541077563e-08,9.1386071801410715e-10,1.2371111860529037e-08,9.805607643740054e-10,3.6303044903184001e-16
5.550694602232579e-10,0.0007612857237312311,1.7222216488538632e-19,5.0901259189853384e-24,5.0901275035059289e-24,7.7724492986753034e-32,9.2322851616198034e-32,0.0,0.0,4.2406175587551485e-13,2.3355016212866511e-19,2.1108803739217617e-37,2.0606991992365661e-39,4.3504654719171204e-36,6.5641345214221645e-70,5.1087659191245683e-52,9.2797852471524729e-40,1.4690208520520431e-39,4.5352358004431652e-36,4.5274596528446003e-63,5.0023335572365985e-66,7.4414173934977883e-39,4.7710995892651518e-39,1.8944388135442307e-43,1.4078458190967243e-50,2.3930693060885896e-38,2.8414196905475652e-47,6.0129840260150944e-35,3.8761756202188119e-16,6.7411528671823924e-52,2.6796823443306654e-41,1.0065316905180241e-27,4.0137119922774133e-45,7.8218813710145908e-49,5.7287983262112451e-37,2.3820376550764663e-42,0.35999999999999999,0.0,0.0098899660908719506,0.10880298616428601,4.27391298817123e-17,4.0549981171679783e-20,4.9164481793796287e-15,3.9711545422883305e-28,0.0,7.5355841701858629e-18,5.8063032610866785e-31,4.6332336727428219e-33,3.0193918275569778e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6611377769045707e-09,1.5471767521781371e-08,9.4062561548335544e-10,1.2823047072351113e-08,1.0122427652950318e-09,3.8761756202249043e-16
5.708640402355057e-10,0.0007612857229614218,1.8075585810470284e-19,5.4871792417230646e-24,5.4871810780694117e-24,8.8159872024889016e-32,1.0471859620218642e-31,0.0,0.0,4.4595281825670288e-13,2.5652410217683023e-19,2.5000739139780033e-37,2.3530285672405969e-39,5.0344201510520955e-36,8.0770819726293701e-70,5.8704996081682e-52,1.0423323999950212e-39,1.7101346498945726e-39,5.2540090091344192e-36,5.8011359958250406e-63,6.2682292453725033e-66,8.6200181003887701e-39,5.1891637592686671e-39,2.1467009492006974e-43,1.7608105444726417e-50,2.7723251397857287e-38,3.3779820601995115e-47,6.7892527861050115e-35,4.1304388579493089e-16,7.9016728639518467e-52,3.1828556693095666e-41,1.1047022413265126e-27,4.7657543391337874e-45,9.2937371267917297e-49,6.6367150859749318e-37,2.8147843640823519e-42,0.35999999999999999,0.0,0.0098899651259881302,0.10880298568021167,4.3752776754252218e-17,4.3310457848241932e-20,5.0883880752786732e-15,4.5809337890831916e-28,0.0,7.9461238798519808e-18,6.1416574098639329e-31,4.9240310014938456e-33,3.1928877285126381e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6778244837760726e-09,1.5909129795599725e-08,9.6739046975379996e-10,1.3275417380329148e-08,1.0439248942049202e-09,4.1304388579557736e-16
5.866586202477535e-10,0.0007612857221910128,1.8947187189842831e-19,5.9036381241373343e-24,5.9036402399245782e-24,9.9662358826949476e-32,1.1838197213928741e-31,0.0,0.0,4.6834831610450783e-13,2.8108248678693533e-19,2.9485482045551768e-37,2.6779321086942944e-39,5.80448893222925e-36,9.8807196724312345e-70,6.7195212477221067e-52,1.1668812292682379e-39,1.9831935693525064e-39,6.0643115969632017e-36,7.3863375542570106e-63,7.8099963943497665e-66,9.9485995505551295e-39,5.6290175784060529e-39,2.4234025570676141e-43,2.1896990764215997e-50,3.1998734973840461e-38,3.9983988500419846e-47,7.6425244981813582e-35,4.3930955218714912e-16,9.2338516727191349e-52,3.7624113361991525e-41,1.2092065383018381e-27,5.6341079398611119e-45,1.099453263848269e-48,7.6602422414455727e-37,3.3109038767018909e-42,0.35999999999999999,0.0,0.0098899641611045613,0.10880298519575944,4.4756567933330115e-17,4.6165821592036585e-20,5.2603709091415992e-15,5.2631254878947666e-28,0.0,8.3662528979569975e-18,6.486519586338633e-31,5.2248913009254222e-33,3.3712332681167305e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6941337544936987e-09,1.6346491407419003e-08,9.9415528082550709e-10,1.372816501002354e-08,1.0756071060700036e-09,4.3930955218783188e-16
6.024532002600013e-10,0.0007612857214200829,1.9836883370114648e-19,6.3399112282963559e-24,6.3399136531545662e-24,1.1230899336147563e-31,1.3340450375284402e-31,0.0,0.0,4.9124781485812845e-13,3.0729272290417642e-19,3.4635385910540342e-37,3.0381411980908632e-39,6.6689563594869691e-36,1.2020221309490411e-69,7.6629359487893536e-52,1.3022055151961821e-39,2.2914681073287993e-39,6.975102353088055e-36,9.3484605577721962e-63,9.6785980998734609e-66,1.1441831478339443e-38,6.0909801540610866e-39,2.7260623622057699e-43,2.7083032556610082e-50,3.6804408490540599e-38,4.7132042144330222e-47,8.5782395784821942e-35,4.6641461093028234e-16,1.0760026212261302e-51,4.4273473515423105e-41,1.3202497635418607e-27,6.6331713646652771e-45,1.2952837212178342e-48,8.8106947003369581e-37,3.8775562680713098e-42,0.35999999999999999,0.0,0.009889963196221244,0.10880298471097942,4.5750602248625947e-17,4.9116090705692819e-20,5.4323776936636181e-15,6.0239458453484122e-28,0.0,8.7958788164283039e-18,6.8408974379669926e-31,5.5359081392586445e-33,3.5544291739869406e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7101156946205292e-09,1.6783852390006814e-08,1.020920048698543e-09,1.418123985632265e-08,1.1072893679752173e-09,4.6641461093100011e-16
6.182477802722491e-10,0.0007612857206487018,2.0744538152095417e-19,6.7964041400098132e-24,6.7964069056710801e-24,1.2618019892475015e-31,1.4988173553266276e-31,0.0,0.0,5.1465093755267599e-13,3.3522356607240106e-19,4.0529552922046047e-37,3.4365495646382593e-39,7.6366674692761355e-36,1.4546175863035977e-69,8.7081964968375833e-52,1.4489020351821002e-39,2.6384689635991741e-39,7.9959646623970695e-36,1.1764482256257173e-62,1.1932806588410958e-65,1.3115405738050216e-38,6.5753555249125299e-39,3.0562443087042211e-43,3.3324856763723325e-50,4.2190831470246412e-38,5.5339497594243774e-47,9.602071546186459e-35,4.9435904085425095e-16,1.2505179528400573e-51,5.1874321254700689e-41,1.4380370690282155e-27,7.7787030662130404e-45,1.519995154510315e-48,1.0100176097451939e-36,4.5224819737187464e-42,0.35999999999999999,0.0,0.009889962231338173,0.10880298422591513,4.6734977541873773e-17,5.2161273747412096e-20,5.6043920270971843e-15,6.869951441268041e-28,0.0,9.2349101538421852e-18,7.2047985389900231e-31,5.8571741835190363e-33,3.7424761740663953e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7258137574491816e-09,1.7221212767185769e-08,1.0476847733729739e-09,1.4634598466325108e-08,1.1389716559503378e-09,4.9435904085500185e-16
6.340423602844969e-10,0.0007612857198769294,2.167001638252887e-19,7.2735193924899909e-24,7.2735225328771116e-24,1.4135983952368593e-31,1.6791330036844987e-31,0.0,0.0,5.3855735716741375e-13,3.6494512217235895e-19,4.7254276374227309e-37,3.8762194886526578e-39,8.717049901123784e-36,1.7515047531181361e-69,9.8631087731188435e-52,1.6075840926329856e-39,3.0279578959041042e-39,9.1371328978004719e-36,1.4724649956236903e-62,1.4640164747891643e-65,1.4986079476926536e-38,7.0824332675525528e-39,3.4155580269003206e-43,4.0804288803323759e-50,4.8211997439129847e-38,6.4732745383596486e-47,1.0719930367550093e-34,5.2314275961393853e-16,1.4497227487588999e-51,6.0532469390555249e-41,1.5627735604336271e-27,9.0879113408987293e-45,1.777009231107211e-48,1.1541612107410424e-36,5.2540310110642454e-42,0.35999999999999999,0.0,0.0098899612664553535,0.10880298374060422,4.7709790676766036e-17,5.5301370860360181e-20,5.7763997496507088e-15,7.8080479378762332e-28,0.0,9.6832563461592478e-18,7.5782303910082498e-31,6.1887812084695655e-33,3.9353749965363738e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7412656272280202e-09,1.7658572556302701e-08,1.0744494548488659e-09,1.508820315612159e-08,1.1706539525008353e-09,5.2314275961472048e-16
