Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556)
0.0005474170093658201,0.0030977198427290602,4.3086163301293449e-09,1.2978050683014473e-09,3.13831400216677e-09,2.9445729835948752e-09,1.2161504636145989e-06,1.8445003999382954e-06,2.4648644634212598e-08,3.0490696041194495e-08,7.8438523217992216e-09,3.0150419761748363e-08,8.5146237702603867e-09,2.348708232322453e-08,7.5191806659166516e-10,2.8343867985604911e-09,3.6033986803277191e-09,1.6690171663221571e-08,1.5782659269153536e-10,1.8134005175260262e-08,2.976656212432625e-07,5.578404597660393e-10,1.0099719494296662e-10,6.1697151906951943e-13,4.4162706390062479e-08,9.3324014290653473e-07,9.8270427012962201e-19,5.6832561535261875e-09,4.8995585360070186e-08,2.8710197005691816e-06,1.6985685701624267e-09,4.839677644754545e-08,6.7871753783387375e-11,6.218962465709565e-07,2.3529677701349758e-16,1.3848523206266612e-07,5.669177018007522e-07,5.2088988640938305e-09,9.1585412592282946e-09,3.2377839309043528e-12,4.6641176679619944e-07,5.037487332523421e-10,2.3324019178128284e-09,7.625794576864422e-11,2.6794866129823145e-08,9.5783564130688659e-12,6.4085867433972726e-10,2.8294173967320755e-08,3.3969590786847783e-10,1.3068345725723696e-09,1.0755083475058458e-06,8.7600222992807871e-15,1.0568196966313421e-08,5.980588239416024e-16,7.9950771499163784e-08,6.2650269129718572e-10,1.6037086512960404e-10,6.7051394149390263e-10,7.4307768654904328e-13,5.3338011897333586e-08,1.6632440859714188e-16,5.6166650577164907e-09,4.6918499775712469e-13,2.5205803425620801e-16,2.0443719073460475e-07,4.1940575490058343e-09,5.3974058731988136e-09,3.63792257310368e-17,2.3857471038999216e-16,8.569399457673685e-12,6.1477130488091687e-11,1.4046320761656251e-08,1.32794319597425e-15,7.2563160820291921e-14,5.7139519089046815e-09,6.8677741221144515e-08,3.2359196826258799e-12,1.5434334379541429e-12,8.6546403932703546e-08,1.0389369163912503e-07,6.1991650565207554e-07,2.2858605845299146e-15,9.1731923281828272e-16,1.087497950456078e-07,3.3598766838588061e-15,1.0271966551447242e-07,7.1107292757680973e-12,1.0177230754279989e-11,1.7252427278749568e-09,3.3980548007864737e-17,2.8516349131847529e-12,2.2715437520201018e-09,1.4571729318914172e-09,1.1412036204869213e-08,2.2167214330609716e-18,0.88130563799999995,0.0,0.0,0.0,0.0098873624521345974,0.00010003040950337829,0.10888442245799439,5.0181486954932906e-12,3.7435588715468985e-15,7.5436614119669654e-17,2.1886394978120182e-09,7.2648394716232866e-10,1.8810453960938687e-10,1.1082538763692664e-11,3.5721423177526049e-12,1.6351963901472388e-12,2.7794882348136676e-12
0.0005496490955394103,0.003097720118991803,4.4664564385924581e-09,1.3469593978146437e-09,3.2555966898402616e-09,3.0533101815918107e-09,1.2603955722603206e-06,1.9093275496367007e-06,2.5558087118866517e-08,3.1606321080281106e-08,8.1400109247698579e-09,3.1288716400812694e-08,8.8368940346730117e-09,2.4364285727128334e-08,7.8000017080022107e-10,2.9402367843126698e-09,3.7386406358035649e-09,1.7316533728040977e-08,1.6379992018569938e-10,1.8773994755189891e-08,3.0816759557477596e-07,5.789519034539753e-10,1.0472308438781185e-10,6.4032085093725009e-13,4.5818921863949578e-08,9.6744255831610322e-07,1.0194032954866104e-18,5.9012361628465196e-09,5.0812936242407799e-08,2.9771314490566232e-06,1.7631153706964907e-09,5.0227997227842639e-08,7.0418888613490229e-11,6.4470200365017932e-07,2.4412104079377425e-16,1.4260940807016832e-07,5.8752193746755779e-07,5.3640124362073613e-09,9.5024683910884839e-09,3.3593711180249004e-12,4.836504216039714e-07,5.2276346815322634e-10,2.4204350393192566e-09,7.8528845480517578e-11,2.7802394393027648e-08,9.9398771093845727e-12,6.5994266405368003e-10,2.9334237651001547e-08,3.5244215073640213e-10,1.3558667373242859e-09,1.1148041868482377e-06,9.0914810897122856e-15,1.0969541273827389e-08,6.202421383563172e-16,8.2590799143817923e-08,6.4718895134323015e-10,1.6646097166939202e-10,6.9597511460130253e-10,7.7129438778837932e-13,5.5345130287803219e-08,1.7181655118003768e-16,5.7986268641703919e-09,4.8438507689699182e-13,2.615430276699947e-16,2.1189981837799789e-07,4.4686687276236391e-09,5.3782050876558599e-09,3.6249737606175429e-17,2.460811404428349e-16,8.8413363627192052e-12,6.3428014057073884e-11,1.4492092649440573e-08,1.3700866004136776e-15,7.4865694291324306e-14,5.8961427941528227e-09,7.2321208215745594e-08,3.4477857636134721e-12,1.6231726080178519e-12,9.1027040745016509e-08,1.0775741266334435e-07,6.4295484046968856e-07,2.3587458609467888e-15,9.4656820213604427e-16,1.1251368856185833e-07,3.4862132433317648e-15,1.0646257599676504e-07,7.634349890406436e-12,1.0926600726094006e-11,1.8515144426932236e-09,3.646760795017342e-17,3.0603404539362235e-12,2.4352019203238328e-09,1.5225115857776981e-09,1.1839395395464729e-08,2.3790334985380012e-18,0.88130563799999995,0.0,0.0,0.0,0.0098872219730893277,0.00010003146260608529,0.10888421498669233,5.2060616156638122e-12,4.0176685312136861e-15,8.0960209535764269e-17,2.3464018951161092e-09,7.5876923071899401e-10,2.0226500608915944e-10,1.1916805945392837e-11,3.8410446859860469e-12,1.7582933046670744e-12,2.9887264521051309e-12
0.0005518811817130005,0.003097720405714156,4.6301920344031174e-09,1.3980644445816572e-09,3.3774110458387543e-09,3.1661655378451614e-09,1.3062991460756557e-06,1.9764419538277298e-06,2.6501927428950946e-08,3.2763534716994244e-08,8.4478178487303254e-09,3.2471777765518797e-08,9.1719428264852819e-09,2.5275362967112539e-08,8.09166662383215e-10,3.0501736863988305e-09,3.8791526001457436e-09,1.7967299951344344e-08,1.7001009142133486e-10,1.9436519341566601e-08,3.1903915588869276e-07,6.0090032329875031e-10,1.0858985999694061e-10,6.6459588699905991e-13,4.7540017367687675e-08,1.0029414866406647e-06,1.0575192869877798e-18,6.1280153655471659e-09,5.269993338626107e-08,3.0873167803314588e-06,1.8302282403946177e-09,5.2131920042192571e-08,7.3065263741246601e-11,6.6837397984154944e-07,2.5329098492730971e-16,1.468321533534246e-07,6.0889864244800976e-07,5.5228324880719452e-09,9.8598573516726968e-09,3.4857174105309551e-12,5.0155740434022651e-07,5.4252575150425108e-10,2.511928636710628e-09,8.085401150018692e-11,2.8849523580738485e-08,1.0315608744983232e-11,6.794826562615179e-10,3.0413947104110815e-08,3.6568487936523648e-10,1.4068085307745621e-09,1.1555808450112345e-06,9.4360992624285956e-15,1.1386829556369076e-08,6.4327558536711652e-16,8.5311248522507667e-08,6.6850527103309122e-10,1.7279301121368665e-10,7.2244762992471582e-10,8.0063189026640062e-13,5.7431098106788532e-08,1.774759979315101e-16,5.9860490749915985e-09,5.0004128794927509e-13,2.714006384365661e-16,2.1964360177005622e-07,4.7606347346117322e-09,5.358449465385169e-09,3.6116507632463251e-17,2.5379536656910286e-16,9.1209370253104888e-12,6.5433877654139749e-11,1.4950429261615806e-08,1.4134178777231313e-15,7.723310705325444e-14,6.0835192094393193e-09,7.6182350126328333e-08,3.6730402916438546e-12,1.7073078487357931e-12,9.5754830094313696e-08,1.1177164451600528e-07,6.6688882492812537e-07,2.4337056033354813e-15,9.766496577242677e-16,1.1639739548661353e-07,3.6175154658584397e-15,1.1034641827585464e-07,8.197066118812904e-12,1.1731916634746172e-11,1.9871620761293714e-09,3.9139336895671252e-17,3.2845419840371053e-12,2.6108443111680568e-09,1.5911486730090278e-09,1.228341636748829e-08,2.5534023368585217e-18,0.88130563799999995,0.0,0.0,0.0,0.0098870761553016776,0.00010003255253963427,0.1088839997204073,5.4013003173188636e-12,4.3121394487844639e-15,8.6894105526311879e-17,2.5157216668500858e-09,7.9266353453833516e-10,2.1751387594514556e-10,1.2815193946191042e-11,4.1306145803817483e-12,1.8908516713286436e-12,3.2140470495998723e-12
0.0005541132678865907,0.0030977207033115765,4.8000446830541846e-09,1.4512018042377961e-09,3.5039370403181488e-09,3.2832974264350389e-09,1.3539256864408013e-06,2.0459229533407761e-06,2.7481486073372673e-08,3.3963895533141134e-08,8.7677496112209638e-09,3.3701434700233354e-08,9.5203043316174515e-09,2.6221659453812442e-08,8.3946061258584532e-10,3.1643598015603298e-09,4.0251473645403101e-09,1.8643455482347769e-08,1.7646700767089052e-10,2.0122354738519183e-08,3.3029301334489503e-07,6.2372070228238891e-10,1.1260292752250332e-10,6.8983531920261506e-13,4.9328677844566491e-08,1.0397882857011994e-06,1.097108514194096e-18,6.3639685047864647e-09,5.4659339278558596e-08,3.2017402909191383e-06,1.900013928215165e-09,5.4111605083889003e-08,7.5814885295625992e-11,6.9294663261872711e-07,2.6282091485562828e-16,1.5115432894574286e-07,6.3107800037699394e-07,5.6853913306386904e-09,1.0231259714032445e-08,3.6170178039312746e-12,5.201603392210319e-07,5.6306614596857224e-10,2.6070241553797288e-09,8.323391701852741e-11,2.9937896224178214e-08,1.0706132188510399e-11,6.9948262261909519e-10,3.1534888982889152e-08,3.7944412914298094e-10,1.4597369975076358e-09,1.197896366305648e-06,9.7944307258894864e-15,1.1820724970950501e-08,6.6719288524458383e-16,8.8114076812337434e-08,6.9046697631698037e-10,1.7937704742933712e-10,7.4997354819098448e-10,8.3113680751144004e-13,5.9599171960362258e-08,1.8330682043609032e-16,6.1790652557665941e-09,5.1616478824545859e-13,2.8164625626333735e-16,2.2767960421819495e-07,5.0709816531635054e-09,5.3381365611328006e-09,3.5979519276530365e-17,2.6172150240066961e-16,9.408361662698879e-12,6.749587068268995e-11,1.5421593392344483e-08,1.4579618725545091e-15,7.9666754606306609e-14,6.2761922429337661e-09,8.0275212503625485e-08,3.9124747332349252e-12,1.7960849644435402e-12,1.0074385262125818e-07,1.159425219890067e-07,6.9175553579495244e-07,2.5107842524047361e-15,1.0075814337055872e-15,1.2040431430659424e-07,3.7539893128022976e-15,1.1437674259732089e-07,8.8018312129315102e-12,1.2597404176310495e-11,2.1328908803713502e-09,4.2009625559991677e-17,3.5254050171263751e-12,2.7993612097639921e-09,1.6632698848941945e-09,1.2744778909734744e-08,2.7407351800806003e-18,0.88130563799999995,0.0,0.0,0.0,0.0098869247864387874,0.00010003368058231375,0.10888377635530608,5.6041636493893597e-12,4.6285037411703701e-15,9.3269175844384804e-17,2.6974577287759418e-09,8.2825590975949131e-10,2.3393691278309349e-10,1.3782755020651195e-11,4.4424804516654104e-12,2.0336170255586125e-12,3.4567172685921778e-12
0.0005563453540601809,0.0030977210122170203,4.976243778014628e-09,1.5064565855578783e-09,3.6353616257229019e-09,3.4048700585350544e-09,1.4033422916611346e-06,2.1178524488004529e-06,2.8498132213523914e-08,3.5209016967463787e-08,9.1003021497207041e-09,3.4979592623699233e-08,9.8825357355403286e-09,2.7204573049417517e-08,8.709267723785656e-10,3.2829637536550199e-09,4.1768462216845726e-09,1.9346024809047938e-08,1.831809965849543e-10,2.0832301154314015e-08,3.4194227823702841e-07,6.4744952933326466e-10,1.16767891676792e-10,7.1607950513638016e-13,5.1187704207733249e-08,1.0780364394930867e-06,1.1382294403277415e-18,6.6094866960230011e-09,5.6694026343959969e-08,3.3205735890461699e-06,1.9725836655599094e-09,5.6170247056083999e-08,7.8671919375408258e-11,7.1845585802008151e-07,2.7272575391377538e-16,1.5557670659123668e-07,6.540914328695949e-07,5.8517179118282554e-09,1.0617250097654209e-08,3.753475441273842e-12,5.3948808213960114e-07,5.8441645658089938e-10,2.7058687866451838e-09,8.5668985990677567e-11,3.1069225648875043e-08,1.1112051904420445e-11,7.1994612051535603e-10,3.2698716833517977e-08,3.9374073489657e-10,1.5147322548374663e-09,1.2418111555415474e-06,1.0167053735451268e-14,1.2271918398808914e-08,6.9202910022275469e-16,9.1001251106418645e-08,7.1308947008772404e-10,1.862235644949288e-10,7.7859668676046471e-10,8.6285769986589143e-13,6.1852746909737853e-08,1.8931311090692833e-16,6.3778103934743333e-09,5.3276685385247805e-13,2.9229592515459552e-16,2.3601934663050891e-07,5.4007890715432354e-09,5.3172643956032146e-09,3.5838759144809009e-17,2.6986365745123148e-16,9.7037705239213232e-12,6.961514277415601e-11,1.5905847890325186e-08,1.5037434347166185e-15,8.216799264013552e-14,6.474273486693948e-09,8.4614783517238764e-08,4.1669218141043653e-12,1.8897628055906607e-12,1.0600897235604934e-07,1.2027643479445533e-07,7.1759369946529429e-07,2.590026450443329e-15,1.0393814450970325e-15,1.2453791565111688e-07,3.8958496226204717e-15,1.1855932988470867e-07,9.4518227246603809e-12,1.3527610006122145e-11,2.2894596544540189e-09,4.5093419322679161e-17,3.7841835498777778e-12,3.0017098719486237e-09,1.7390721403745758e-09,1.3224191116120295e-08,2.9420081606081254e-18,0.88130563799999995,0.0,0.0,0.0,0.0098867676453273916,0.00010003484805549899,0.10888354457532237,5.8149629015323466e-12,4.9684098829301724e-15,1.0011863897096403e-16,2.8925336306141667e-09,8.6564067072526969e-10,2.5162682393155568e-10,1.4824950435003846e-11,4.7784025838418368e-12,2.1873952633654359e-12,3.7181069493222059e-12
0.0005585774402337711,0.003097721332881606,5.1590267291935211e-09,1.5639175478053618e-09,3.7718789478753602e-09,3.5310536233315035e-09,1.4546187606734112e-06,2.1923149607386278e-06,2.9553284797506684e-08,3.6500568618297998e-08,9.445991567196733e-09,3.6308234404305156e-08,1.0259218129456204e-08,2.8225555492076887e-08,9.0361161774137344e-10,3.406160663625843e-09,4.3344792599437357e-09,2.0076073116274569e-08,1.9016282900506596e-10,2.1567183702292989e-08,3.5400046814852598e-07,6.7212485866225714e-10,1.2109056074907106e-10,7.4337053366068471e-13,5.3120018253855147e-08,1.1177416465274519e-06,1.1809427812015705e-18,6.8649779676732558e-09,5.8806980866269547e-08,3.4439955980420157e-06,2.0480533242190071e-09,5.8311180858827811e-08,8.164069756991454e-11,7.4493905148837691e-07,2.8302106951066575e-16,1.6009996276429181e-07,6.7797165168741137e-07,6.0218375913582419e-09,1.1018427083597694e-08,3.8953019366883735e-12,5.595707789030413e-07,6.0660978129768941e-10,2.8086157033521346e-09,8.8159589838512261e-11,3.2245298886371438e-08,1.1533996922158086e-11,7.4087626531841432e-10,3.3907153961307948e-08,4.0859635814951196e-10,1.5718775972636388e-09,1.2873880729857247e-06,1.0554571922748636e-14,1.2741129573505836e-08,7.178206823668086e-16,9.3974745087467952e-08,7.3638820606554868e-10,1.9334348453768466e-10,8.0836269266034094e-10,8.9584515543238406e-13,6.4195361910915589e-08,1.9549897526576239e-16,6.5824207965166845e-09,5.4985887122182811e-13,3.0336636911765035e-16,2.4467482694762935e-07,5.7511921944280598e-09,5.2958322275561632e-09,3.5694222188062746e-17,2.7822590700362489e-16,1.0007323394743147e-11,7.1792840236444889e-11,1.640345485583006e-08,1.5507873432629314e-15,8.4738172836609887e-14,6.6778746632254145e-09,8.9217057611485094e-08,4.437257145909955e-12,1.9886138601591477e-12,1.1156587592716641e-07,1.2478003713865544e-07,7.4444376898850669e-07,2.6714768919256086e-15,1.0720676278578164e-15,1.2880174255730216e-07,4.0433204759715606e-15,1.2290020167977876e-07,1.0150459541009751e-11,1.4527426069954955e-11,2.4576848096235926e-09,4.8406798299004964e-17,4.0622267783934934e-12,3.2189196030665829e-09,1.8187642763759748e-09,1.3722390495500267e-08,3.1582715391836291e-18,0.88130563799999995,0.0,0.0,0.0,0.0098866045015833705,0.00010003605632497728,0.10888330405167264,6.034022291699154e-12,5.3336315352056832e-15,1.0747823602719254e-16,3.1019424589064978e-09,9.0491770831556678e-10,2.706838376267532e-10,1.5947684461032832e-11,5.1402840511573213e-12,2.353057658675095e-12,3.9996970592712709e-12
0.0005608095264073613,0.0030977216657754676,5.3486391476829625e-09,1.6236772520096073e-09,3.9136905760713748e-09,3.6620244467665128e-09,1.5078277009515508e-06,2.2693976875098385e-06,3.0648413767182384e-08,3.7840277509029842e-08,9.8053548832312124e-09,3.7689423233778731e-08,1.0650957506841856e-08,2.9286114112109524e-08,9.3756340460741076e-10,3.5341323561490229e-09,4.498285731829934e-09,2.0834707994892134e-08,1.9742373748836563e-10,2.232785288085158e-08,3.6648151575382854e-07,6.9778637516266694e-10,1.2557695151736924e-10,7.7175229724591652e-13,5.5128667753346378e-08,1.1589619122230248e-06,1.2253115768656696e-18,7.1308680531830642e-09,6.1001306915589177e-08,3.5721928751571428e-06,2.1265436099170364e-09,6.0537887579125726e-08,8.4725723915495437e-11,7.7243517143319669e-07,2.9372310025017802e-16,1.6472467266171835e-07,7.0275271336101789e-07,6.195771914536287e-09,1.1435414099182336e-08,4.0427176881532508e-12,5.8043992670383279e-07,6.2968055890635572e-10,2.9154242813072885e-09,9.0706044137796238e-11,3.3467979696762667e-08,1.1972621745612123e-11,7.6227570248898476e-10,3.5161996439015171e-08,4.2403352255875258e-10,1.6312596329987512e-09,1.3346925333893806e-06,1.0957615379924164e-14,1.3229108329574353e-08,7.4460552151088212e-16,9.703653536049855e-08,7.6037866000923893e-10,2.0074818681641049e-10,8.3931912284774665e-10,9.3015187903184138e-13,6.6630705501779643e-08,2.0186852551368735e-16,6.7930339863232478e-09,5.6745232813483358e-13,3.1487501903836279e-16,2.5365854047988118e-07,6.123383975270996e-09,5.2738401298199654e-09,3.5545908842710905e-17,2.8681237878962107e-16,1.031917993103199e-11,7.4030108445573503e-11,1.6914676146913906e-08,1.5991183543487961e-15,8.7378645687327603e-14,6.8871073336060597e-09,9.4099103955912485e-08,4.7244008690433117e-12,2.0929248599962736e-12,1.1743111352529276e-07,1.2946025751189364e-07,7.7234800541929186e-07,2.7551802067469422e-15,1.1056578920315281e-15,1.3319941047394022e-07,4.1966355747207364e-15,1.2740563056582145e-07,1.0901420027334485e-11,1.5602115509337495e-11,2.6384447718914409e-09,5.1967064053097168e-17,4.3609863720220471e-12,3.4520972824272018e-09,1.9025677743720997e-09,1.4240145092767883e-08,3.3906553702888141e-18,0.88130563799999995,0.0,0.0,0.0,0.0098864351152236178,0.00010003730680230374,0.10888305444235166,6.2616794586354196e-12,5.7260771133431703e-15,1.1538642357192159e-16,3.3267521698554124e-09,9.4619281699446278e-10,2.9121633548046679e-10,1.7157341625533358e-11,5.5301827244022163e-12,2.531546361162308e-12,4.3030890381669061e-12
0.0005630416125809515,0.0030977220113885978,5.5453350346537775e-09,1.6858322214901561e-09,4.0610057483475935e-09,3.7979651700804405e-09,1.5630446396068175e-06,2.3491905616328211e-06,3.1785041544633125e-08,3.92299293828437e-08,1.017895078673031e-08,3.9125305512402195e-08,1.1058385808974011e-08,3.0387813760787527e-08,9.7283223083052351e-10,3.667067592951366e-09,4.668514376422288e-09,2.1623080932505672e-08,2.0497543566777968e-10,2.311518503455799e-08,3.7939977629902725e-07,7.2447546271928689e-10,1.3023329530638837e-10,8.0127056752795041e-13,5.7216831725660826e-08,1.2017576444787578e-06,1.2714012725003017e-18,7.4076011195218027e-09,6.3280230358263261e-08,3.705359942222349e-06,2.2081802493343969e-09,6.2854000779887059e-08,8.793168095808347e-11,8.0098480511047658e-07,3.0484878403828358e-16,1.6945130424362416e-07,7.2847007555939111e-07,6.3735383878817699e-09,1.1868860325286313e-08,4.1959521982437721e-12,6.0212843792919742e-07,6.5366461516373697e-10,3.0264603109856616e-09,9.3308605331801261e-11,3.4739211761156951e-08,1.2428607221363172e-11,7.8414657991024635e-10,3.6465116229650511e-08,4.4007564427121767e-10,1.6929684005757933e-09,1.3837926084188585e-06,1.1376841797958818e-14,1.3736635731174219e-08,7.7242299420652099e-16,1.0018859752047511e-07,7.8507629884890942e-10,2.0844952462378607e-10,8.7151551456841736e-10,9.658327701813049e-13,6.9162621819704697e-08,2.0842587155055856e-16,7.0097885831959202e-09,5.8555880416674633e-13,3.2684004111855545e-16,2.6298350089667218e-07,6.5186172487902259e-09,5.251287736205741e-09,3.5393816585050714e-17,2.9562716767944776e-16,1.0639500089746606e-11,7.6328094937595622e-11,1.7439774136352161e-08,1.648761272792623e-15,9.009076413767675e-14,7.1020830203703074e-09,9.9279138596173813e-08,5.0293192953988658e-12,2.2029974018236892e-12,1.2362214123960159e-07,1.3432430857856433e-07,8.0135056260519444e-07,2.8411810093833861e-15,1.1401701414739832e-15,1.3773460721693089e-07,4.3560386422518397e-15,1.3208215093779609e-07,1.1708661195077405e-11,1.675734026287875e-11,2.8326846639258325e-09,5.5792831812937981e-17,4.6820242087652612e-12,3.7024332277015009e-09,1.9907175279717228e-09,1.4778254630521765e-08,3.6403755269955466e-18,0.88130563799999995,0.0,0.0,0.0,0.0098862592362643133,0.00010003860094617511,0.10888279539161219,6.4982859634003795e-12,6.1477999615607584e-15,1.2388457863186625e-16,3.5681112503973387e-09,9.895780402411775e-10,3.1334152987504937e-10,1.8460826605510379e-11,5.9503241299924405e-12,2.7238802845901786e-12,4.63001480675679e-12
0.0005652736987545417,0.0030977223702316425,5.749376961415172e-09,1.7504830901103883e-09,4.2140415854986236e-09,3.9390649100773426e-09,1.6203481381648086e-06,2.4317863060832924e-06,3.2964744461995866e-08,4.0671369958553288e-08,1.0567360264098112e-08,4.0618113268748466e-08,1.1482161939101425e-08,3.1532278542204414e-08,1.0094700918422632e-09,3.8051622822560044e-09,4.8454236740555288e-09,2.2442388488487197e-08,2.1283013714283889e-10,2.3930082787832405e-08,3.9277003463742825e-07,7.5223527090164352e-10,1.3506604381228278e-10,8.3197306907806475e-13,5.9387825918494982e-08,1.2461917526025724e-06,1.3192797910324034e-18,7.6956402725803038e-09,6.564710298300142e-08,3.8436996275836207e-06,2.2930941281469326e-09,6.5263312954307235e-08,9.1263434530353269e-11,8.3063023707427879e-07,3.1641578727663511e-16,1.7428021239420233e-07,7.551606556738238e-07,6.5551502592457763e-09,1.2319441673294616e-08,4.3552444195091691e-12,6.2467070693203139e-07,6.7859920516993246e-10,3.1418961947651351e-09,9.5967467510723822e-11,3.6061021983393868e-08,1.2902661349994714e-11,8.064905207683229e-10,3.7818464430315803e-08,4.5674705553904063e-10,1.7570974592871245e-09,1.4347591324716974e-06,1.1812937634947084e-14,1.4264525019013049e-08,8.0131401408939366e-16,1.0343290188977261e-07,8.1049654722636557e-10,2.1645983987200079e-10,9.0500344635366806e-10,1.0029449907019538e-12,7.179511675215046e-08,2.1517511230747704e-16,7.2328241851703915e-09,6.0418996056751106e-13,3.3928036594189247e-16,2.7266326205052391e-07,6.9382068647600607e-09,5.228174868938373e-09,3.5237944161092299e-17,3.0467425507365264e-16,1.0968443381328527e-11,7.8687944045237374e-11,1.7979010517221259e-08,1.6997408391551948e-15,9.2875877250483982e-14,7.3229133034135528e-09,1.0477660134376783e-07,5.353026551741247e-12,2.3191485809918878e-12,1.3015736491881916e-07,1.3937969716720415e-07,8.3149757578486422e-07,2.9295239372582552e-15,1.1756222892497948e-15,1.4241109293278945e-07,4.5217838374798276e-15,1.3693657021823418e-07,1.2576439754017653e-11,1.799919095662105e-11,3.0414213331171792e-09,5.9904129503629767e-17,5.027020681580045e-12,3.971207510556237e-09,2.0834626556518031e-09,1.5337551685306906e-08,3.9087401666887871e-18,0.88130563799999995,0.0,0.0,0.0,0.0098860766043061075,0.0001000399402638312,0.10888252652942933,6.7442078060191687e-12,6.6010092721371564e-15,1.3301721873464216e-16,3.8272548147655274e-09,1.0351920347483819e-09,3.3718619985079454e-10,1.9865607566679006e-11,6.40311541890184e-12,2.9311615037016658e-12,4.9823476400075523e-12
0.0005675057849281319,0.0030977227428367967,5.9610362287226146e-09,1.8177347565097377e-09,4.3730232795415542e-09,4.0855193904656664e-09,1.6798199110534468e-06,2.5172804884203934e-06,3.4189153867257786e-08,4.2166506054930878e-08,1.0971187270344048e-08,4.2170166720005831e-08,1.1922972757974832e-08,3.2721193255932161e-08,1.0475309269257709e-09,3.9486196527292674e-09,5.0292821174284702e-09,2.329387354419379e-08,2.2100057394537105e-10,2.4773475444974332e-08,4.0660751171465809e-07,7.8111078010869801e-10,1.4008187359642476e-10,8.6390955145982671e-13,6.1645108446090115e-08,1.2923297495189491e-06,1.3690175934443347e-18,7.9954684137259723e-09,6.8105406665164085e-08,3.9874234203807811e-06,2.3814214814090635e-09,6.7769782063666683e-08,9.47260388342336e-11,8.6141552005172099e-07,3.2844253490383811e-16,1.7921163323297138e-07,7.8286289180818115e-07,6.7406163035879256e-09,1.2787861792584379e-08,4.5208431106635259e-12,6.4810268007636751e-07,7.0452305516041888e-10,3.2619111392954006e-09,9.8682759273832699e-11,3.74355238200169e-08,1.3395520075674066e-11,8.2930859712620485e-10,3.922407463178754e-08,4.7407302997569573e-10,1.8237439860070932e-09,1.4876658115385299e-06,1.2266619299471069e-14,1.4813622658575232e-08,8.3132108271186158e-16,1.0677140890418231e-07,8.3665475128043554e-10,2.2479197887557574e-10,9.3983660375908785e-10,1.0415480375791757e-12,7.4532364063858931e-08,2.2212032614813546e-16,7.4622812395901111e-09,6.2335752953377286e-13,3.5221571742919452e-16,2.8271194070123297e-07,7.3835318263470324e-09,5.2045028552759205e-09,3.5078300460081835e-17,3.1395763750210326e-16,1.130616805838339e-11,8.1110791077471916e-11,1.8532644894613349e-08,1.7520815966000387e-15,9.5735323330315228e-14,7.5497095263999902e-09,1.1061223789093077e-07,5.6965862264865622e-12,2.4417116406915353e-12,1.3705618551187701e-07,1.4463423434413625e-07,8.6283725407544624e-07,3.0202535332909185e-15,1.2120322104990434e-15,1.4723270002145596e-07,4.6941361724061363e-15,1.41975980558351e-07,1.3509334274381038e-11,1.9334218783449927e-11,3.2657487635737909e-09,6.4322504342593084e-17,5.397783639484505e-12,4.2597967760729069e-09,2.1810673576843741e-09,1.5918902895240666e-08,4.1971566945438605e-18,0.88130563799999995,0.0,0.0,0.0,0.0098858869481051829,0.00010004132631248655,0.10888224747094963,6.999825955932918e-12,7.0880818452073137e-15,1.4283223888090837e-16,4.1055111872249624e-09,1.0831604532713562e-09,3.6288749266137893e-10,2.1379763369501102e-11,6.8911605821842997e-12,3.1545822218144779e-12,5.3621140103591103e-12
