Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754)
0.0024498837053757677,0.002526353156519969,1.8781354486941944e-15,2.3548281086587696e-15,1.7119219589895305e-16,1.3665567422125234e-16,8.5474018694008007e-13,3.2777826880790577e-11,2.3019805010743058e-14,2.3968104796483282e-13,1.7420039416768557e-14,2.3020276360777489e-12,1.630573133342013e-13,1.2442313736525623e-14,8.9657620788535077e-17,1.164826201494322e-14,9.0172515985071265e-15,1.4005818579746895e-12,2.1823036687836065e-16,3.5984580000741664e-15,1.9927719049379699e-12,2.291353520747478e-14,2.0332271361180839e-17,1.2318743703258069e-17,6.6291636768639773e-12,6.0302331574850789e-13,2.9401603628477648e-25,1.2139251177550077e-14,5.6102913739624406e-13,4.2331260344729867e-11,6.3605845113463052e-15,3.5817298433422404e-11,1.2252716322743868e-15,3.8613609655238682e-13,3.4274928891467827e-22,1.2144475928866954e-13,9.7062189771257044e-12,3.715066755873664e-14,1.9062754170686996e-13,3.7607364964458776e-18,3.0191005013625836e-12,4.9140968569539261e-15,7.7014019946732628e-13,5.1010914538030607e-16,2.1832931597098089e-11,6.8126938070840482e-16,1.8525890333582744e-13,2.4464049764052153e-11,3.8584254484867951e-15,5.1488436646702232e-13,2.1510069272656627e-11,1.1636734722268901e-19,9.5524885400828656e-13,7.2316738409890867e-23,3.9925068501150236e-14,2.201116265518187e-15,3.3563969506637641e-16,3.9854092771294611e-14,2.1482972090457389e-17,1.1618430104747691e-11,1.9039756636424831e-24,3.3352020867016715e-12,7.3220410681746937e-18,5.6278530490069802e-22,2.536072299088364e-12,5.3064126910499743e-15,2.7367889046736405e-13,5.0178700866412916e-22,2.2795331326828276e-24,2.1503372349350398e-20,9.1780410701042645e-19,4.0634708441527738e-16,4.0810354803484695e-25,3.624903189012068e-22,7.2251684325016573e-16,5.7527059757757752e-13,4.3310221966033572e-19,2.1531366071265742e-19,7.2872340706464107e-15,1.3720244263062824e-13,9.6091194102310159e-12,9.0320904704143469e-24,4.3143536151660752e-24,9.3073178574518258e-16,4.9701065326942342e-20,4.8211395711051477e-12,2.9893823884895678e-21,1.2700173407578637e-19,8.3328724915387426e-19,2.8666841700396908e-28,2.0455537628931661e-23,6.316762553135311e-20,7.0095388956457756e-13,1.8705134139535949e-12,8.6840259050237722e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911898522775453,9.9999999907707186e-05,0.10889010977924744,7.2785199196625012e-17,6.4852390147067411e-20,3.1897567390431325e-22
0.0025500767024568558,0.0025263531564533076,2.2699713816151665e-15,2.8535128019900038e-15,2.0429109895930083e-16,1.6247365299682971e-16,1.0347122521524282e-12,3.9801396642370782e-11,2.735778434836908e-14,2.8967664367558597e-13,2.1088983933711057e-14,2.7868732565362379e-12,1.9759266231683469e-13,1.4842837716961273e-14,1.0694650112179771e-16,1.3894282170898759e-14,1.0914954862226347e-14,1.6953383714945647e-12,2.6445202926143047e-16,4.3383368836340029e-15,2.4023678591720282e-12,2.7766696359841817e-14,2.4163787992848215e-17,1.4927893645195182e-17,8.0620713015119175e-12,7.30027558462842e-13,3.5070826580559001e-25,1.4700145188448333e-14,6.5432405560516172e-13,5.1483690563998855e-11,7.7018545389589579e-15,4.345011733455301e-11,1.4831336417529087e-15,4.6769555620765584e-13,4.168352661781413e-22,1.4757184132511143e-13,1.1868083121086517e-11,4.51430975694688e-14,2.2426737911958317e-13,4.4243882391689198e-18,3.6217342513548982e-12,5.9491448972515883e-15,9.3235394127717245e-13,6.1986503924425977e-16,2.6474745114157955e-11,8.2476437160680506e-16,2.2512140629049218e-13,2.9720695559560532e-11,4.6704711722928094e-15,6.2324729108081201e-13,2.6131387257319921e-11,1.4116572472140335e-19,1.1567102242877256e-12,8.4342467102563469e-23,4.6192074700314641e-14,2.5466231507895083e-15,4.0642643293350035e-16,4.82593822384707e-14,2.6013763973438035e-17,1.4104750502770668e-11,2.2028412068958076e-24,4.0952769335054666e-12,8.9906953603674345e-18,6.8322021483905098e-22,3.108671970251364e-12,6.4591779926635476e-15,3.3544612970864403e-13,6.1503651099723092e-22,3.3928649242766306e-24,3.2052700563383026e-20,1.3680691447024341e-18,6.0570983369135822e-16,6.0832805506118166e-25,5.4032427414045777e-22,1.0811894487942265e-15,7.049367977086478e-13,5.2718950621637984e-19,2.6012898824171247e-19,8.9793432727642095e-15,1.574420006028545e-13,1.1676631914291722e-11,1.3515810751317601e-23,6.4560897801241708e-24,1.4098696990946579e-15,6.0267812895829e-20,5.8945728027086667e-12,4.1650009924883907e-21,1.7694461862207111e-19,1.1677001233821827e-18,4.0171351015035845e-28,2.8664835749163835e-23,8.9754424300986583e-20,8.4917696865296278e-13,2.2591810764923852e-12,1.2203655065868262e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911898206309173,9.9999999892941383e-05,0.1088901097319014,8.7908985843315572e-17,9.2253802596703015e-20,4.5374918005006766e-22
0.002650269699537944,0.002526353156372624,2.744079819039353e-15,3.4569470975543533e-15,2.4434370894016001e-16,1.9371527336504888e-16,1.2523669042592712e-12,4.8302338724415619e-11,3.2607047704216428e-14,3.5016944717873704e-13,2.5528734684890723e-14,3.3735797370057217e-12,2.3938219601421946e-13,1.7747679559812527e-14,1.2786753510927799e-16,1.6612159841508284e-14,1.3211324181485715e-14,2.0520167654513341e-12,3.2038259404446291e-16,5.2323493585346601e-15,2.8972669960725995e-12,3.3639268294195244e-14,2.8800195449310183e-17,1.8085097835073178e-17,9.7969336405171013e-12,8.8364229779420332e-13,4.1931074219171001e-25,1.7799135146077023e-14,7.6642944115067618e-13,6.2566219916592871e-11,9.3249397771017413e-15,5.2686213239099224e-11,1.7951668029500141e-15,5.6635495984507329e-13,5.065332827095758e-22,1.7919634006225482e-13,1.448955016146511e-11,5.4817220114418647e-14,2.6496901020542074e-13,5.2273561002251404e-18,4.3479886269504801e-12,7.2016428172650803e-15,1.1286466228350578e-12,7.5271499149395617e-16,3.2091205490293853e-11,9.9840574247891805e-16,2.7337153043140633e-13,3.6083965480278985e-11,5.6531082257359106e-15,7.543746576812847e-13,3.1725551113632819e-11,1.7117301243803765e-19,1.4004998449332815e-12,9.8792867804632157e-23,5.3693458539033925e-14,2.9601825727195753e-15,4.9208587237849671e-16,5.8430670638468312e-14,3.1496500898366393e-17,1.7113650341008607e-11,2.5605726475330275e-24,5.018560032636113e-12,1.1017654038606947e-17,8.2896835788616578e-22,3.8036031270815708e-12,7.8554038394092851e-15,4.101898456239229e-13,7.5207822965409584e-22,5.0349776451182315e-24,4.7632217304828098e-20,2.0330320267513812e-18,9.0013931964837373e-16,9.0403023020623272e-25,8.0295399749426662e-22,1.6123182410543927e-15,8.623415998908628e-13,6.4114774417360162e-19,3.1435096866515368e-19,1.1041148614337953e-14,1.8091516243648353e-13,1.4179571585054103e-11,2.0155383723880064e-23,9.6276108975706335e-24,2.1255333097708448e-15,7.305327245966315e-20,7.1959624467986969e-12,5.806381643628331e-21,2.4666903216620205e-19,1.6335880000318903e-18,5.6198878153046102e-28,4.0101664898554068e-23,1.2697634081490024e-19,1.0279022466004676e-12,2.729409723183574e-12,1.7127314013233775e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911897823257336,9.9999999875303799e-05,0.10889010967458908,1.0620646292764639e-16,1.3073246480524738e-19,6.4300600128785864e-22
0.002740443396910923,0.002526353156285598,3.2553313879965289e-15,4.1076921244867378e-15,2.8753821299353925e-16,2.2740706936784007e-16,1.4869807182030886e-12,5.7471354768873849e-11,3.8267986250700854e-14,4.1540124338108077e-13,3.0316761942842193e-14,4.0063103825516747e-12,2.844480978927346e-13,2.0880380048976845e-14,1.5042961918213271e-16,1.9543228120230055e-14,1.5687805804140098e-14,2.4366706591252816e-12,3.8069820179957019e-16,6.1954028010959478e-15,3.4303646648412182e-12,3.9972258779464293e-14,3.3800214642447951e-17,2.1489831625016446e-17,1.1668587815592239e-11,1.0492435997768039e-12,4.9329440398470756e-25,2.1141323861115756e-14,8.8668430939245761e-13,7.4524145499624263e-11,1.1075383682326213e-14,6.2646428295867594e-11,2.1316737836037575e-15,6.7272215668438758e-13,6.033038813696609e-22,2.1330779339931956e-13,1.7321199948774585e-11,6.5252116898618781e-14,3.0885894168849911e-13,6.0932232255962588e-18,5.1286421811041162e-12,8.5523898289382131e-15,1.3403369753801014e-12,8.960124690479138e-16,3.8147690573783716e-11,1.1856679605690229e-15,3.2541614571549664e-13,4.2948197788837964e-11,6.7128149024260007e-15,8.9578651943010389e-13,3.776010226659944e-11,2.0353290150986435e-19,1.6634177862585036e-12,1.1429373802648363e-22,6.1716173048890723e-14,3.4024834794678319e-15,5.8446633451691753e-16,6.9400019081995101e-14,3.7409424551217086e-17,2.0358726093925983e-11,2.9431656838495266e-24,6.0172836683996937e-12,1.3210233479488129e-17,9.8615662950119724e-22,4.5547706392569869e-12,9.3623703271218976e-15,4.9068940629005966e-13,8.9967322139854511e-22,7.1662497158504975e-24,6.787208686604649e-20,2.8969074741855539e-18,1.2826478913190169e-15,1.2881922178337286e-24,1.1441450332528645e-21,2.3039310792487498e-15,1.0325191233139036e-12,7.6414449650868631e-19,3.7281856366210689e-19,1.327821911087311e-14,2.0533300967787878e-13,1.6879714149965797e-11,2.8801147190484886e-23,1.3757427909108274e-23,3.0642680424482846e-15,8.684041595361153e-20,8.6014657797174984e-12,7.8374548873791432e-21,3.3293947686366862e-19,2.2081106934041192e-18,7.5963672478677209e-28,5.4205342701410308e-23,1.729934942072515e-19,1.2200615542914676e-12,3.2364390842647268e-12,2.3223688410546331e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911897410079407,9.9999999856477563e-05,0.10889010961276535,1.2593592450931146e-16,1.784539375034031e-19,8.7772347089971718e-22
0.002830617094283902,0.002526353156182267,3.8622730162829582e-15,4.8802703853594404e-15,3.3882203030388631e-16,2.6740772621815137e-16,1.7654163246196959e-12,6.8358288099064473e-11,4.4988927193439047e-14,4.9284212790704716e-13,3.6001479066570877e-14,4.757537176425367e-12,3.3795123734696234e-13,2.4599749387255969e-14,1.772169408400943e-16,2.3023201901071207e-14,1.8628040629296295e-14,2.8933559177639401e-12,4.5230608853714606e-16,7.3377929357791807e-15,4.0627152456624324e-12,4.7490910489190837e-14,3.9736480007693969e-17,2.5531999001758828e-17,1.3891336339481076e-11,1.2457944811748312e-12,5.8113309580888082e-25,2.5109562377757644e-14,1.0288734972240239e-12,8.8727025954458062e-11,1.3153694764424718e-14,7.4471387672983453e-11,2.5311959998880797e-15,7.9897721779452935e-13,7.1822719797053069e-22,2.5381229097124407e-13,2.0687361419807121e-11,7.7642684003528588e-14,3.609639753751537e-13,7.1211591124694911e-18,6.05302617444963e-12,1.0156097246260167e-14,1.5916714947176249e-12,1.0661663907237057e-15,4.5337768395247854e-11,1.4079995827028219e-15,3.8721485063049671e-13,5.1099484520017473e-11,7.970962702990305e-15,1.0636792125308158e-12,4.4926116717722388e-11,2.4195118580806172e-19,1.9755801447489577e-12,1.3262194527345567e-22,7.1180306506812108e-14,3.9242513310270988e-15,6.9414958713556364e-16,8.2423916883723126e-14,4.4429833627530399e-17,2.4211604488286333e-11,3.394498153840946e-24,7.2058987203961675e-12,1.58196970321852e-17,1.1727862621094876e-21,5.4482298291465671e-12,1.115288802480225e-14,5.860213818563092e-13,1.0744632701110737e-21,1.0180119125515585e-23,9.6512513099213121e-20,4.1193343753163071e-18,1.8239218648169254e-15,1.8318058797102437e-24,1.6269473972502333e-21,3.2846646766615591e-15,1.2349694276957546e-12,9.1028434746399159e-19,4.4222749561124381e-19,1.5948852528576662e-14,2.3344899391181736e-13,2.0086287563469902e-11,4.1061172220542857e-23,1.9613667225354559e-23,4.4041561854891388e-15,1.0320810006255779e-19,1.0272047013953763e-11,1.0592349537274283e-20,4.4994146586342943e-19,2.9840699961732864e-18,1.0265831170535712e-27,7.3254025053419285e-23,2.3518991956832525e-19,1.4476134212782354e-12,3.8383313172516766e-12,3.1490153049066692e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911896919458096,9.9999999834309166e-05,0.10889010953935009,1.4935667777854561e-16,2.4316358796130607e-19,1.1959970814191559e-21
0.0029117734219195834,0.0025263531560728043,4.5050818042897427e-15,5.6985345824796824e-15,3.9314139336308237e-16,3.0977509316667081e-16,2.0602263529306261e-12,7.9889883627362933e-11,5.2107503102799317e-14,5.7485914030849602e-13,4.2022686203370345e-14,5.5532305292121112e-12,3.9461818894826572e-13,2.8539259847273176e-14,2.0558972255299699e-16,2.6709144400665751e-14,2.1742271037874154e-14,3.3770665851767271e-12,5.2814836921057625e-16,8.5469306216471993e-15,4.7319972203367132e-12,5.5454162774706647e-14,4.6023956062083782e-17,2.9813191940624226e-17,1.6246059018604076e-11,1.4539214421467854e-12,6.7417068393267661e-25,2.9312845828054136e-14,1.1789965205750522e-12,1.0377508027632751e-10,1.5355082503126993e-14,8.6995586251235142e-11,2.9543608652098066e-15,9.3267535420497846e-13,8.3997400695699598e-22,2.9671726947979182e-13,2.4256256002217247e-11,9.0767572523516795e-14,4.1614886785056841e-13,8.2098549116713571e-18,7.0299896127086278e-12,1.1854726597214891e-14,1.8578822356919878e-12,1.2464045147264673e-15,5.2952751761577946e-11,1.6434907754212618e-15,4.5267608190708009e-13,5.973439836417662e-11,9.3035613902246989e-15,1.2415069380321e-12,5.2517279261079885e-11,2.8264123862272079e-19,2.306226941901484e-12,1.5197282508769263e-22,8.1154452429820627e-14,4.4741366873409664e-15,8.1032760923962124e-16,9.6219008565140465e-14,5.1865947480533934e-17,2.829254150226864e-11,3.8701524686812995e-24,8.4672891508195517e-12,1.8588930308347549e-17,1.3704628295123969e-21,6.3959308117066577e-12,1.305073646728472e-14,6.866312919022727e-13,1.2589303489722087e-21,1.3940137934195411e-23,1.3227345021686708e-19,5.6456779844047799e-18,2.4997743275889508e-15,2.510579753816536e-24,2.2297828830731307e-21,4.5115124816675701e-15,1.4497440772124613e-12,1.065184397416697e-18,5.157366462198554e-19,1.8791956909014057e-14,2.6246422907059314e-13,2.3483244236164425e-11,5.6397839423270216e-23,2.6939524491901481e-23,6.0898509236686599e-15,1.2054305043858872e-19,1.2043036146944024e-11,1.3909158965203007e-20,5.9079570496586409e-19,3.9138251789091552e-18,1.3464385410283957e-27,9.6078208614557953e-23,3.0966164630667221e-19,1.6880956475911119e-12,4.4757591308934759e-12,4.1432241981391213e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911896399750624,9.9999999810984196e-05,0.10889010946157918,1.7416018674215106e-16,3.208958676190385e-19,1.5783223316021707e-21
0.0029929297495552647,0.0025263531559450553,5.2552428470841059e-15,6.6534837917275441e-15,4.5653822701180253e-16,3.5922136029021369e-16,2.404192740299758e-12,9.3348300459052677e-11,6.0415456132307468e-14,6.705731305736886e-13,4.9050122167955429e-14,6.4818953754339784e-12,4.6075085698562874e-13,3.3137097350377232e-14,2.3870381878240406e-16,3.1011036373089772e-14,2.5376877629073209e-14,3.941603411008099e-12,6.166594238207023e-16,9.9572910057033203e-15,5.5126456002969419e-12,6.4747604598642753e-14,5.3361948367340548e-17,3.4809519584054247e-17,1.89945758000335e-11,1.6967695659623591e-12,7.8275557193010914e-25,3.4218760493483842e-14,1.3537644561097121e-12,1.2134185859113707e-10,1.7924427420124967e-14,1.0161183060805465e-10,3.4482349171286728e-15,1.0886843922502279e-12,9.820812497993603e-22,3.4679378849629835e-13,2.8424735901857991e-11,1.0608627799415193e-13,4.8055098838831107e-13,9.4803895604263715e-18,8.1681543501827409e-12,1.3837214814070897e-14,2.1685795559019007e-12,1.4567694021279366e-15,6.1839483459597557e-11,1.9183349911479311e-15,5.2907915419527076e-13,6.981318957030478e-11,1.085882835505173e-14,1.4490484593306438e-12,6.137776850253589e-11,3.3012816971173094e-19,2.6921384852770517e-12,1.7450043771200673e-22,9.2749419139533571e-14,5.1133796025708759e-15,9.4592373651419338e-16,1.1231982312062887e-13,6.0544939468873441e-17,3.3055385296143751e-11,4.4231016623743325e-24,9.9417421694784709e-12,2.182591725985701e-17,1.6011702893494128e-21,7.5032638706844221e-12,1.5267295721579185e-14,8.0351059774413733e-13,1.4732271720821629e-21,1.9061133897240107e-23,1.8101907884081762e-19,7.7262324865665339e-18,3.4210381159893744e-15,3.4358257577197702e-24,3.0515061802479686e-21,6.1867292197438068e-15,1.7007295738264705e-12,1.2460972241875427e-18,6.0152089614673183e-19,2.2126207904206649e-14,2.9558650430132303e-13,2.7448351546412782e-11,7.7339509205328234e-23,3.6942720213715723e-23,8.4031314874418711e-15,1.4077304249232134e-19,1.4111352822295661e-11,1.8290809467038158e-20,7.7685469327114273e-19,5.1357642065642641e-18,1.7668113801447299e-27,1.2607513146562655e-22,4.073579108504688e-19,1.9682244985702894e-12,5.2196061363463391e-12,5.4545415426129595e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911895793161782,9.9999999783908144e-05,0.10889010937080394,2.0310466527544445e-16,4.2319753702814213e-19,2.0814918195316926e-21
0.003074086077190946,0.0025263531557959368,6.1306976202522521e-15,7.7679648488270538e-15,5.3053121328079603e-16,4.169303922379074e-16,2.8055272152112994e-12,1.0905526079863731e-10,7.0111686493715909e-14,7.8227316401848395e-13,5.725213405179199e-14,7.5657784691747078e-12,5.3793140111273615e-13,3.8503395276564846e-14,2.773524062218789e-16,3.6031920113313546e-14,2.9618902100421507e-14,4.6004859090309034e-12,7.1995678645554141e-16,1.1602507786836952e-14,6.4232751427635188e-12,7.5593571564586605e-14,6.1926135327032108e-17,4.0640513699716964e-17,2.2202652869771458e-11,1.9801415966438296e-12,9.0948867031452168e-25,3.9944931792674051e-14,1.5573116154818689e-12,1.4184843603699057e-10,2.0923316854151937e-14,1.1866979467834801e-10,4.0246454364904135e-15,1.2707326433648261e-12,1.147949251876892e-21,4.0524011802787846e-13,3.329295848154913e-11,1.2396535833450693e-13,5.5571120903845892e-13,1.096316161194582e-17,9.4944353682071022e-12,1.6151050820128675e-14,2.5312059418538726e-12,1.7022948050357697e-15,7.2210508580562643e-11,2.2391158858306003e-15,6.1825228812648675e-13,8.1577150831122982e-11,1.2674007291497776e-14,1.691273725206901e-12,7.1719706270979959e-11,3.8554803986094645e-19,3.1425640581669878e-12,2.0073769652778593e-22,1.0623758738396598e-13,5.8569967150928782e-15,1.1041878295972783e-15,1.3111225121884957e-13,7.0674820312938094e-17,3.8614128723885168e-11,5.0663352258571923e-24,1.1664869617395823e-11,2.5608839465482794e-17,1.8704303431330526e-21,8.7969032705973454e-12,1.7856268185827109e-14,9.3911935476916755e-13,1.7218642217025913e-21,2.6026620155569259e-23,2.4737640101768354e-19,1.0558486973885832e-17,4.6751676572197491e-15,4.695376345192062e-24,4.1701164012832332e-21,8.4712621265405837e-15,1.9939785340841543e-12,1.4574059467431174e-18,7.0163185538368045e-19,2.603692357358037e-14,3.3348491288957023e-13,3.2076564728809439e-11,1.0589816233648293e-22,5.0584316122760101e-23,1.1572800439267269e-14,1.643819195143187e-19,1.6526654517673991e-11,2.4090533899004281e-20,1.0231080400687781e-18,6.7442781560660501e-18,2.3201741589499523e-27,1.6556197857964791e-22,5.3560292208419168e-19,2.2945995812908343e-12,6.0876532582763072e-12,7.1868261183988318e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911895085171137,9.9999999752453189e-05,0.10889010926485086,2.3688200228251869e-16,5.5793234913938811e-19,2.7441833162382263e-21
0.0031552424048266275,0.0025263531556218876,7.1523909868062005e-15,9.0686505220560723e-15,6.1689382182965613e-16,4.8428450673115469e-16,3.2738152365343429e-12,1.2738624972495687e-10,8.1428431807264751e-14,9.1263147008460822e-13,6.6825312814895236e-14,8.8308589263853668e-12,6.2800691991516114e-13,4.4766763011992791e-14,3.2246172377402042e-16,4.1892124125419444e-14,3.456998253943761e-14,5.3695007289118931e-12,8.4051257920099824e-16,1.3521836974280628e-14,7.4856122003140783e-12,8.8251630044520621e-14,7.1921640565496117e-17,4.7445722011019027e-17,2.5947057298741208e-11,2.3108116928884998e-12,1.0574072141495646e-24,4.6628743455459255e-14,1.7944639933642659e-12,1.6578642586855658e-10,2.4423679593705567e-14,1.3857770524628405e-10,4.6974030627871746e-15,1.4831724280056141e-12,1.3415471200427363e-21,4.7345510560893552e-13,3.8977829413535077e-11,1.4483272931763643e-13,6.4342840566626586e-13,1.2693659556949816e-17,1.1040247206005086e-11,1.8851690151877899e-14,2.9544524068459604e-12,1.9888570622657153e-15,8.4313953041109808e-11,2.6135215675704907e-15,7.2232972409946896e-13,9.5307963860963714e-11,1.4792586988585906e-14,1.9739860526659929e-12,8.3790720286934186e-11,4.5022714306866891e-19,3.6683058100657789e-12,2.3130667295958789e-22,1.2193685248181321e-13,6.7225139294567775e-15,1.2889153649715648e-15,1.5304697012686627e-13,8.2498523337348159e-17,4.5101860651072366e-11,5.8150131819701324e-24,1.3678236874587948e-11,3.0028948793660274e-17,2.1846896843599501e-21,1.0307984932879128e-11,2.0880511304276769e-14,1.0962387546423372e-12,2.0099407795928396e-21,3.5487727244078792e-23,3.3758300693244416e-19,1.4408673449293043e-17,6.3800607275395188e-15,6.4076389121013984e-24,5.6907629502056928e-21,1.1582577264472506e-14,2.3365556083170452e-12,1.7042409056605524e-18,8.184645718706076e-19,3.0624797331978096e-14,3.7694099608266339e-13,3.7478736380462792e-11,1.4479231419792946e-22,6.9162863944746341e-23,1.5909602547248001e-14,1.9193452193100433e-19,1.9346902400702427e-11,3.1782182322933544e-20,1.3496624999320049e-18,8.865252284390227e-18,3.0498340652784824e-27,2.1762907869851678e-22,7.0409891566614602e-19,2.6749242273847145e-12,7.1006558264821733e-12,9.4789625048121449e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911894258827404,9.9999999715886411e-05,0.10889010914118259,2.7629982627745897e-16,7.355512453174606e-19,3.6177996467707014e-21
0.003236398732462309,0.0025263531554187424,8.3447732007738563e-15,1.0586679446466749e-14,7.1769707640933535e-16,5.6289776706060994e-16,3.8202452842298983e-12,1.4877946952914842e-10,9.4636864436061682e-14,1.064767480193583e-12,7.7999234631932409e-14,1.0307474778594722e-11,7.3313376259518674e-13,5.2077385751924489e-14,3.7511339415446868e-16,4.8732162893701472e-14,4.0348801609234154e-14,6.2670819099165371e-12,9.8121281745571267e-16,1.5761094197406761e-14,8.7250134311111617e-12,1.0302480405994706e-13,8.3587976767172119e-17,5.5388055884655093e-17,3.0317392722176682e-11,2.6966878036652093e-12,1.2300579567328312e-24,5.4430662214129599e-14,2.0708549455607178e-12,1.9372978618530304e-10,2.8509524773901275e-14,1.6181213443251771e-10,5.4826344513426307e-15,1.7310843367308703e-12,1.5675076532094783e-21,5.5307169414031046e-13,4.5615796027045772e-11,1.6918791787468905e-13,7.4580261043500126e-13,1.4713313142137006e-17,1.2842253834095868e-11,2.2003892105845529e-14,3.4484680469856992e-12,2.3233158979388453e-15,9.8439470972924734e-11,3.050529970748703e-15,8.4380285857237019e-13,1.1133444897614824e-10,1.7265348652321922e-14,2.3039618846523912e-12,9.7879877586796009e-11,5.2571382150129256e-19,4.2819797843513368e-12,2.6693350740090926e-22,1.4021822395807029e-13,7.7303853922390655e-15,1.5045391480012625e-15,1.7865033366947837e-13,9.6299774600808338e-17,5.2673962202347646e-11,6.6868285023994248e-24,1.6030355615384836e-11,3.5192746879204508e-17,2.5514748215879575e-21,1.2072851051277221e-11,2.44136276305258e-14,1.2779942828489154e-12,2.3431873860668181e-21,4.8319497049559796e-23,4.6003344355598118e-19,1.9635086861237783e-17,8.6943874139810411e-15,8.7319694056255842e-24,7.7549558654562027e-21,1.5813989478389397e-14,2.7367062768269159e-12,1.9926094413565707e-18,9.5481494755194303e-19,3.6008841432805143e-14,4.268674660441633e-13,4.378427421080088e-11,1.9768865608136234e-22,9.4429830063687959e-23,2.1834782655554971e-14,2.2409022610045505e-19,2.2639746127450106e-11,4.2002566217373626e-20,1.7835383647929816e-18,1.1666853175194566e-17,4.0136439565888912e-27,2.8640471501216159e-22,9.25718896321067e-19,3.118189322940553e-12,8.2828400836525095e-12,1.2516959083647224e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911893294341934,9.9999999673351994e-05,0.1088901089968371,3.2230082540781159e-16,9.6996422878265492e-19,4.7707569888697237e-21
