Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754)
1e-12,0.002526353156831899,9.9114817051956576e-23,9.911481360501543e-23,9.6762735313012356e-23,9.6762456162835921e-23,1.3093988283804438e-29,1.0971293697675179e-22,8.4343275466808098e-28,5.7417015311759503e-28,5.1595330770174912e-23,1.1311712017076333e-26,5.7105018910938348e-28,5.5749863231628814e-28,8.864562569671428e-35,1.5686132202212335e-38,4.3730596944573887e-23,9.5874562349423036e-27,3.7190062657830843e-35,1.2272693967673907e-23,3.0871988884547396e-28,6.5808985899955475e-39,3.6306440532374377e-35,2.8087192108441762e-45,1.8881663752123225e-48,4.1041623533168797e-30,3.9574197074336758e-49,1.0351142879444531e-39,7.7949303725575006e-46,3.7296107123130262e-45,2.0956440742510545e-24,2.4317564144613885e-34,5.0097601011829406e-34,4.2345643498834486e-30,7.9786977648628088e-59,1.08706855123211e-47,3.9742740565218205e-45,1.9412286206951502e-51,1.8120324461002916e-35,2.8231854892123206e-44,2.8479877720737556e-48,1.9935784857978676e-34,3.5277205472904753e-38,1.7307563581281749e-57,2.0610812505854862e-34,1.672447599018309e-45,2.9233874916935239e-61,1.3783029171185541e-45,1.9900791238643098e-34,3.5215275260377289e-38,1.0349549323882525e-39,5.4935476687142981e-44,1.2074044758914474e-29,6.4592597119334633e-56,1.1497858908861662e-55,6.80653826127414e-61,2.1236743695249191e-37,3.7579081247962222e-41,1.6038735046078355e-47,1.0748917966773547e-50,5.2803369143741108e-66,5.5924715882703179e-69,1.1722459747279147e-76,4.3045580510126997e-61,2.0408622147743154e-60,5.789954133785075e-43,2.7672406301804607e-56,3.5608150491441737e-65,4.263368955275607e-75,4.6591003904410882e-76,7.8263093065915172e-75,1.2360179864641036e-73,1.2619823156444992e-74,8.1263288880560791e-80,7.8565184950731444e-82,2.6498458329539711e-33,8.7407218022007454e-52,2.5594455423123743e-27,1.5921791884632629e-56,2.7673782860467657e-64,1.1412545928979993e-30,1.771690993792416e-90,2.7103111822337053e-91,1.2495243506823473e-91,4.5255460662879478e-44,4.6745651822257032e-45,1.2278976256628756e-89,7.2349632445571587e-95,6.3932726489405395e-96,5.1922669289299242e-104,1.7601182286713851e-46,2.0696369633001958e-104,1.2123421291763746e-37,1.2356338062540457e-35,4.3298796039222756e-48,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.9229830338171592e-44,6.606214961467718e-47,3.2488406939258314e-49
1.023e-12,0.002526353156831899,1.0139379990708965e-22,1.0139379633992369e-22,9.8987635862188717e-23,9.8987346975622606e-23,1.3550689885956875e-29,1.1223561388782008e-22,8.728506009762509e-28,5.941964761817808e-28,5.2781549753386059e-23,1.1706237414092775e-26,5.909676915618376e-28,5.7694347342764866e-28,9.2273161006726291e-35,1.6375845126191458e-38,4.473599941786827e-23,9.9218437498499571e-27,3.8711946534647543e-35,1.2554881657970973e-23,3.1948761413686641e-28,6.8702581310610731e-39,3.7792179912474418e-35,2.9365142835773327e-45,1.9755253105262499e-48,4.2473078567335676e-30,4.1314317898925791e-49,1.0806275757415846e-39,8.1496058024656263e-46,3.8993075387198726e-45,2.1438301729611073e-24,2.5312683012589124e-34,5.2147677286297717e-34,4.3822580008713692e-30,8.3487925687475168e-59,1.1315529431253242e-47,4.1548940025272635e-45,2.0265816628540281e-51,1.8861850501740388e-35,2.9473202842265791e-44,2.9775714850901279e-48,2.0751582344946086e-34,3.6828321422843057e-38,1.8095046038471797e-57,2.1454244394342921e-34,1.7485437063711416e-45,3.0586424045734242e-61,1.4410155437646552e-45,2.0715156881540218e-34,3.6763668290834124e-38,1.0804612361706036e-39,5.7345096487276395e-44,1.249517254562016e-29,6.7557745566086767e-56,1.2032170265218725e-55,7.1247624982016123e-61,2.2105789896020969e-37,3.923141936115893e-41,1.6768488209667499e-47,1.1246233317386958e-50,5.5258233659722094e-66,5.8533631701560586e-69,1.2271559422631599e-76,4.5042039920319027e-61,2.1361858950832236e-60,6.0445373274411728e-43,2.8889146350335221e-56,3.7199023120871114e-65,4.4563887643417133e-75,4.8718716150757267e-76,8.1877750677551436e-75,1.2937189267494035e-73,1.320451252475035e-74,8.5029754943965211e-80,8.2233560983796636e-82,2.7422691595427779e-33,9.1384254984035792e-52,2.6182550722208291e-27,1.6658443615004944e-56,2.8967608143827834e-64,1.1810591460442871e-30,1.8546882530681057e-90,2.8374861401120312e-91,1.3082254007273652e-91,4.7238519271801871e-44,4.8869111234613029e-45,1.2855649852218726e-89,7.5750031670484984e-95,6.6937535031826573e-96,5.4361377107032946e-104,1.8215086659188111e-46,2.1669128430773381e-104,1.2619539550228068e-37,1.2861988394551768e-35,4.483599969682435e-48,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.0075362588320947e-44,6.8788917785885303e-47,3.3829416096857051e-49
2.047e-12,0.002526353156831899,2.0285719138014357e-22,2.0285717710413331e-22,1.980432049565091e-22,1.9804204881809241e-22,5.4230931616199822e-29,2.2454959361474089e-22,3.4932088867934609e-27,2.378021812626611e-27,1.0557648169125948e-22,4.684054531424555e-26,2.3650997901401372e-27,2.3089735313113117e-27,7.3849320050498458e-34,2.6213572958813216e-37,8.9483371268562126e-23,3.970061125686154e-26,3.0982731989227374e-34,2.5117891864286048e-23,1.2785936661221301e-27,1.0997624130839467e-37,3.0250690737631959e-34,9.3941855301439286e-44,1.2640018692897197e-46,1.6996378414057648e-29,6.6149960649564335e-48,1.7295291249887255e-38,2.6098171494218232e-44,1.2481917851642316e-43,4.2891659268675037e-24,2.0258939823063953e-33,4.1733927195478839e-33,1.7536385351221234e-29,5.879194965238813e-57,9.0551868449400069e-47,1.2471908873503548e-43,3.2418587804425536e-50,1.5098629316677166e-34,4.7184199040050866e-43,9.5340140051285667e-47,1.6605454661938871e-33,5.8943410348666404e-37,5.7881167043720605e-56,1.7170855763778223e-33,5.5969177164162747e-44,1.9567916403217501e-59,4.6127984488967753e-44,1.6576345038036477e-33,5.8840055988934369e-37,1.7292727735598925e-38,8.5975829526135345e-43,5.0007021420494063e-29,2.6349417070354284e-54,9.3984374625106791e-54,1.1136730121547199e-58,1.7692338134901221e-36,6.2800668679667218e-40,5.3644620753517973e-46,7.1957724271946452e-49,4.3976987712072806e-64,7.4895472434802577e-67,3.1107291522460988e-74,3.1554485200280023e-59,2.994506036972933e-58,9.6771255684763468e-42,4.623925155457826e-55,7.0018689806624276e-64,1.0090504880828993e-73,1.5674164398155216e-74,3.787343378524446e-73,1.7365428339719766e-71,8.8596660143643599e-73,5.4245919179348569e-78,1.0501619190910652e-79,1.0974836725330075e-32,2.9260836825709321e-50,5.2312224419020673e-27,1.0668044875664908e-54,4.5284204476670914e-62,4.7260367662274571e-30,4.010780676164254e-88,9.2988218939657239e-89,8.5777825675880439e-89,6.9119329106473544e-43,1.4321784955815726e-43,8.042846983011882e-87,9.4790526962645359e-92,8.3762936745729593e-93,3.6029583458090826e-101,7.2896558130755258e-46,2.8725910889578228e-101,1.0101619911550372e-36,1.0295854200792941e-34,1.8437214654478465e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.2140312527349779e-43,5.6800512042619956e-46,2.7935481529206962e-48
4.095e-12,0.002526353156831899,4.0578041964503868e-22,4.0578036252719482e-22,3.9615085220897119e-22,3.9614622655989373e-22,2.16978279323706e-28,4.4917761850363619e-22,1.3976283993690889e-26,9.5144839122567285e-27,2.1109599215385779e-22,1.8733938569715761e-25,9.4627814527096097e-27,9.2382181194040282e-27,5.907435071768518e-33,4.1939433498651809e-36,1.7891857571303722e-22,1.5878326696166829e-25,2.4784454204668911e-33,5.0242006314768712e-23,5.1154927397506072e-27,1.7595509580928414e-36,2.420539692225513e-33,3.0013788376101183e-42,8.0769680118206672e-45,6.7989148935164762e-29,1.0584715457147487e-46,2.7662078357747914e-37,8.3521609269682388e-43,3.9928025477075037e-42,8.5798646488026524e-24,1.6206305717593181e-32,3.3381670923818229e-32,7.0149126490230201e-29,3.9554911108975696e-55,7.241909182060913e-46,3.547447640329392e-42,5.1797180609098988e-49,1.2082426951910704e-33,7.5506858820418757e-42,3.0514748963408005e-45,1.327884069425967e-32,9.4274297741714722e-36,1.8488432678093657e-54,1.3735978996621635e-32,1.7901964541240082e-42,1.250105730485637e-57,1.4755808610873845e-42,1.3255623598539723e-32,9.4109383919552213e-36,2.7658174184820485e-37,1.2203927417784826e-41,2.000812162164949e-28,9.460070760474097e-53,6.7560354662138825e-52,1.6016715374910106e-56,1.4153174357821031e-35,1.0047918316047793e-38,1.7139508339828971e-44,4.5982066069545803e-47,3.1913188388230875e-62,9.5695725090871263e-65,7.8020232336923306e-72,2.1166771587368083e-57,4.0187196078276328e-56,1.5486893235901638e-40,7.3963019271091363e-54,1.2272797945972501e-62,1.9664413913805911e-72,4.8368294998735949e-73,1.4940817823809631e-71,2.2778949733330158e-69,5.8098646196385714e-71,3.2832682295111647e-76,1.2717812928511546e-77,4.3910857974216742e-32,9.3653564292109833e-49,1.0435905026507525e-26,6.8289707666400068e-53,6.514125409565283e-60,1.8903660626461923e-29,7.4376167405403745e-86,2.3225889008107058e-86,4.2870289915323157e-86,9.4318594614862219e-42,3.9184801021235077e-42,4.6292418609589892e-84,1.0912520997461954e-88,9.6430000681010711e-90,2.2567428819314989e-98,2.916462959284041e-45,3.5987006334008803e-98,8.0834407380433028e-36,8.2391257404008346e-34,7.4781354860597546e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.1436900725672833e-42,4.6176470720679573e-45,2.2711117821150282e-47
8.191e-12,0.002526353156831899,8.1161265794950744e-22,8.1161242945751409e-22,7.9235218339249501e-22,7.9233367930572181e-22,8.6800839741902667e-28,8.984339292850046e-22,5.5910749273689428e-26,3.8062149882449006e-26,4.2185397750772568e-22,7.4888103353755535e-25,3.7855306372720557e-26,3.6956939716828502e-26,4.7229648079632696e-32,6.7062810755915656e-35,3.5755114625723204e-22,6.3473033217390219e-25,1.9815702956852405e-32,1.0048261253093303e-22,2.0462872443890537e-26,2.8136773844451412e-35,1.9363180989710538e-32,9.5692219064076904e-41,5.150489421882568e-43,2.7187885838570374e-28,1.6926415971015621e-45,4.4204475864167951e-36,2.671303311383703e-41,1.2761487842728037e-40,1.7161369866105957e-23,1.2957746207147044e-31,2.6684344198616016e-31,2.8051497514528574e-28,2.5907675407598986e-53,5.7873080277446362e-45,9.2790261350241705e-41,8.260371689105604e-48,9.6671431306923238e-33,1.207903954309029e-40,9.7635337688366587e-44,1.0609377645108638e-31,1.5065239517521324e-34,5.8919381774167222e-53,1.0982615756278651e-31,5.7204964790961877e-41,7.9680109850060817e-56,4.7161711611119546e-41,1.0590925222417228e-31,1.5039010994411191e-34,4.4198767175837021e-36,1.5909944558932952e-40,8.0043529520799579e-28,3.2213228998236622e-51,4.6045464184686847e-50,2.1831281908441974e-54,1.1316233620328366e-34,1.606816273053723e-37,5.4648106710591107e-43,2.9323067704410115e-45,2.1853985633781529e-60,1.219926158093978e-62,1.9181155459145897e-69,1.3842148503650392e-55,5.2571575220058592e-54,2.477801478819919e-39,1.1821977285599774e-52,2.0597342074935709e-61,3.4945765610706744e-71,1.4933793745259642e-71,5.3546257783550694e-70,2.9516848334391139e-67,3.7638750589588892e-69,1.9495332645307952e-74,1.5105586717982315e-75,1.7566648321703575e-31,2.9965990141931149e-47,2.076096421815226e-26,4.3701032460938511e-51,8.8827834449364617e-58,7.5581060019821426e-29,1.2034585566658673e-83,4.5460164351958486e-84,1.6791343949070556e-83,1.1639564565460648e-40,9.7097155886498635e-41,2.5254063605126516e-81,1.1906854539355183e-85,1.0521662420242631e-86,1.416846834194927e-95,1.166607126951115e-44,4.518723235953535e-95,6.4672163710101214e-35,6.5921834534786329e-33,3.0120013244278794e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,8.2298237107946696e-41,3.7239484768281757e-44,1.8315903499213387e-46
1e-11,0.002526353156831899,9.9083606643776679e-22,9.9083568657861351e-22,9.6732232301125839e-22,9.6729156099523957e-22,1.4430605372912654e-27,1.0968483836961569e-21,9.2950474568972756e-26,6.3278238076397632e-26,5.1468775125340887e-22,1.2440267264370351e-24,6.2934342182337747e-26,6.1440785163496697e-26,1.2011185867278414e-31,2.8885804549138406e-34,4.3623476950173287e-22,1.054403786286871e-24,5.0396520985903298e-32,1.2266466482342173e-22,3.4017069472601924e-26,1.2119890384728427e-34,4.9282478161271033e-32,7.4566468060958778e-40,7.6259881119241094e-42,4.5180785620253766e-28,7.2908578829605124e-45,1.9020188128081388e-35,2.0931775352210501e-40,9.9880423888439867e-40,2.0951488285912058e-23,3.2956552058982789e-31,6.7847575520585258e-31,4.6615700940764223e-28,3.8859351561212591e-52,1.4709075885451711e-44,5.5189251435204465e-40,3.5424481523936341e-47,2.4610715979241037e-32,5.206437961385172e-40,7.6566348569085421e-43,2.6956578392717958e-31,6.4822584213319337e-34,4.5874341673657611e-52,2.7933097482575753e-31,4.4755819470453963e-40,1.1787589900687573e-54,3.6912520934227684e-40,2.691003657813429e-31,6.4710608894019029e-34,1.9018088454373629e-35,5.3319990462765581e-40,1.3307602337709273e-27,2.5999516438953089e-50,7.0767823092549204e-49,6.5364839048122011e-53,2.8781787455834259e-34,6.9218068376112493e-37,4.2587252522700037e-42,4.3420642565516337e-44,3.366374729740823e-59,3.5144925947414351e-61,1.0185054364834082e-67,2.0747470104388673e-54,1.5351766322919641e-52,1.0682350608148683e-38,5.0885810398761802e-52,9.0512789551725589e-61,1.5743439808445776e-70,1.1623970834259127e-70,4.4942433084469706e-69,8.6214593516717072e-66,5.6432887102596644e-68,2.6870127435106145e-73,4.0465434278972202e-74,2.9205149392522523e-31,2.3500237831659064e-46,2.5247784038182175e-26,6.5138625362520809e-50,2.6618184703825412e-56,1.255793807405209e-28,3.9171303633355013e-82,1.6485991600761675e-82,1.2054480662224107e-81,3.7207413827059728e-40,5.4760822477145032e-40,2.968175969908046e-79,2.7896879638764176e-83,2.4651503850011252e-84,2.0906680601627744e-93,1.93929230924205e-44,1.329966293926991e-92,1.6463106963346321e-34,1.6782675221861721e-32,5.016260055085204e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.5482403019897391e-40,9.5061654145678505e-44,4.6755472083668515e-46
1.6383e-11,0.002526353156831899,1.6232202656531118e-21,1.6232193516996622e-21,1.5846989958617642e-21,1.5846249821252517e-21,3.472114052384961e-27,1.7969475890617639e-21,2.2364398842181608e-25,1.5225241770159056e-25,8.4224882246330136e-22,2.9911328390834569e-24,1.5142493674993668e-25,1.4783126912484723e-25,3.7727446244065873e-31,1.0714556039858531e-33,7.1386747661596616e-22,2.5352084615787886e-24,1.5829998227912157e-31,2.0093334353152296e-22,8.1842630353898082e-26,4.4956572297834083e-34,1.5485178376993354e-31,3.0390722107616008e-39,3.2716714878327604e-41,1.08668170532628e-27,2.7043989200062589e-44,7.0534916639659618e-35,8.5363280623961416e-40,4.0727686876393911e-39,3.4324802754470559e-23,1.0352171388997639e-30,2.130907516002589e-30,1.1211891291957132e-27,1.6683191751065942e-51,4.6189255120246759e-44,2.1718204750543694e-39,1.312721946669571e-46,7.7338646046839892e-32,1.9315140320239239e-39,3.1227799415780151e-42,8.463716566302761e-31,2.4038982091496573e-33,1.8695100365071983e-51,8.7742342844076203e-31,1.8249073746594121e-39,5.0568244916917162e-54,1.505163355289195e-39,8.4491511306460433e-31,2.3997529070341471e-33,7.0527422625700357e-35,1.8532016901675315e-39,3.2019952159971243e-27,1.0637166091671043e-49,3.0422287837759927e-48,2.8829953247100983e-52,9.0408448667572245e-34,2.5675585043012397e-36,1.7357262916118758e-41,1.8628247085737123e-43,1.4473411765081554e-58,1.5484822813383328e-60,4.5445899504567981e-67,8.9070111500979465e-54,6.7665022703737582e-52,3.9631845960556347e-38,1.8872132546858661e-51,3.3720726232361575e-60,5.8963171211428228e-70,4.736944639394774e-70,1.8462677472898576e-68,3.8000516627811153e-65,2.4227385110178928e-67,1.148016656279101e-72,1.77916496191958e-73,7.0271236918800725e-31,9.5846687014569549e-46,4.1079387637546985e-26,2.7955845768377729e-49,1.174053556776311e-55,3.0199689381969412e-28,1.731396591471785e-81,7.305225036089224e-82,5.3995861857750493e-81,1.2742277139300048e-39,2.1372224606435591e-39,1.3352184000826524e-78,1.2591001850498005e-82,1.112623116788325e-83,9.417532015161289e-93,4.665687841891601e-44,6.006766649770488e-92,5.1733294719499954e-34,5.2739507149771749e-32,1.208822438774728e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.3164227793974403e-39,2.9908537284989259e-43,1.4710360158868617e-45
3.2767e-11,0.002526353156831899,3.2462080374021153e-21,3.2462043820631453e-21,3.1691692483325306e-21,3.168873243319357e-21,1.3887736902549099e-26,3.593979016506193e-21,8.9449610241230461e-25,6.0898045174677055e-25,1.6785780124547525e-21,1.192838039497751e-23,6.056699975848119e-25,5.9129512938316336e-25,3.0088875565547778e-30,1.7091829363655373e-32,1.4227251271701821e-21,1.0110265052383358e-23,1.2626603570620606e-30,4.0171295421995227e-22,3.2726756391751485e-25,7.1723299679434975e-33,1.2378147978854918e-30,9.578908260897149e-38,2.0626573106478741e-39,4.3396597845262134e-27,4.3141156113306143e-43,1.1223073299127021e-33,2.7236038617717803e-38,1.2961839200867768e-37,6.8653289615973532e-23,8.2584433449763016e-30,1.6984144670961152e-29,4.4773810753440394e-27,1.0590854643881013e-49,3.677628839523424e-43,4.5095873393681134e-38,2.0720822360156033e-45,6.1866233717043792e-31,3.0864269041416672e-38,9.9817212067508742e-41,6.7323814034288386e-30,3.8249672218010835e-32,5.8820139393788243e-50,6.9996907531188967e-30,5.8030325427669055e-38,3.1824492657493697e-52,4.7903974429536526e-38,6.7210418698518618e-30,3.8184980724810099e-32,1.1222388326548553e-33,1.9130463154643565e-38,1.280874453285695e-26,3.4513575669535889e-48,1.9745331408490449e-46,3.7364841787783479e-50,7.212497661519971e-33,4.0969195579917845e-35,5.4719107405453728e-40,1.1746581272273475e-41,9.405061838444517e-57,1.9491654066297031e-58,1.0094134849660232e-64,5.6530212376906766e-52,8.589938581925637e-50,6.3361693016458725e-37,3.0056990987052515e-50,5.4399112256275272e-59,9.6691928568003683e-69,1.71592277833784e-68,6.9905945900559874e-67,4.8742060669906664e-63,1.5537602316412641e-65,7.2652292242823621e-71,2.2505632889354754e-71,2.8109450927358561e-30,3.0638619063007748e-44,8.0432258825378943e-26,1.7873053704755791e-47,1.5242438071217768e-53,1.2052618481306183e-27,2.462814129713946e-79,1.1035430487865046e-79,1.6316727814386093e-78,1.2445567323705257e-38,4.1989623333072605e-38,6.9336042990238668e-76,1.3076862120757314e-79,1.1555594321016817e-80,6.8813882561496256e-90,1.8654998100385081e-43,8.7776888433675732e-89,4.1374803264160652e-33,4.2190037439451225e-31,4.8421088206461561e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.104902326676499e-38,2.3968066303676031e-42,1.1788616844791541e-44
6.5535e-11,0.002526353156831899,6.4912740619003995e-21,6.4912594450577114e-21,6.3372164807175365e-21,6.3360329180600196e-21,5.554246834991641e-26,7.188057964801952e-21,3.5771703200356333e-24,2.4355686250854766e-24,3.333584372658723e-21,4.7424448953431883e-23,2.4223232177161786e-24,2.3648249782226538e-24,2.3922117893123922e-29,2.7182020439743241e-31,2.8255005330365065e-21,4.019661129923683e-23,1.0041383055562939e-29,8.0278536493205594e-22,1.3081832197123205e-24,1.140927297666749e-31,9.8859952850362794e-30,2.9750077116853923e-36,1.2815403886123442e-37,1.7301724883449999e-26,6.8610138264898168e-42,1.7758239019012872e-32,8.6638856024178245e-37,4.1026285066256264e-36,1.373162040019825e-22,6.5694157231100151e-29,1.3486448557411412e-28,1.7850139718774811e-26,6.6029954288467461e-48,2.9162546798632876e-42,8.440105929656768e-37,3.2294514223483958e-44,4.9482664024306318e-30,4.9252415038399611e-37,3.1868210087237038e-39,5.3246199663875593e-29,6.0523450662206989e-31,1.8211742362998286e-48,5.5681778710992111e-29,1.8336896560209629e-36,1.9711657643137935e-50,1.5163133707266493e-36,5.3160400693146631e-29,6.0425080799729674e-31,1.7758753335272292e-32,1.7802490643827912e-37,5.12383883043184e-26,1.1072558118265767e-46,1.2669184231046153e-44,4.778965946675136e-48,5.7376333179919324e-32,6.5191862707611637e-34,1.7000978861904826e-38,7.3009307272683746e-40,6.0381667031193411e-55,2.4148817597340535e-56,2.0244025258029056e-62,3.5249953322291663e-50,1.0714189375583851e-47,1.0121520061032918e-35,4.7681409106467119e-49,8.6856854155353545e-58,1.5598597074985346e-67,1.1177909133688686e-66,4.6585291658622583e-65,6.2352678249280788e-61,9.9381682016349945e-64,7.537058824727673e-69,4.6551274496872267e-69,1.124399322684532e-29,9.7831020632200033e-43,1.5432312230075546e-25,1.1414155952071782e-45,1.9562126776282574e-51,4.7991919423934062e-27,5.4316308693374674e-77,2.5114225026425053e-77,7.4184005930401132e-76,1.1131710856061382e-37,7.5489469530475951e-37,3.5588268317914851e-73,1.3424074291140431e-76,1.1862466275058652e-77,5.5733603313474804e-87,7.4554371877902128e-43,1.4217464397337582e-85,3.3079035045093333e-32,3.3747589601451004e-30,1.9372081463035706e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.3632483549101975e-37,1.9181735781388722e-41,9.4344941742889105e-44
9.999999999999999e-11,0.002526353156831899,9.9024844687437318e-21,9.9024468108819784e-21,9.6674534385389636e-21,9.6644045737580402e-21,1.4313231539811973e-25,1.0968300851259491e-20,9.2172020965347821e-24,6.2765117675254524e-24,5.037950803186948e-21,1.2104707608060836e-22,6.2423549114559701e-24,6.0941508124517562e-24,1.107511338560203e-28,2.3887072131065177e-30,4.2701557349009468e-21,1.0260088253352642e-22,4.6509559060826147e-29,1.2236070978930431e-21,3.3682889550072223e-24,1.0030755631119699e-30,4.6139287983544239e-29,4.8652058998744397e-35,4.1326863960446039e-36,4.4361940480273074e-26,6.0293577791505449e-41,1.5457557846240368e-31,1.481939137658221e-35,6.9501053729090911e-35,2.0954531615941089e-22,3.0443298464166506e-28,6.2298060845258639e-28,4.5765357043176925e-26,2.1329680263872938e-46,1.3542176983585366e-41,8.0988652596924399e-36,2.7549842183073504e-43,2.3154841427784499e-29,4.3558427768382478e-36,5.4893922851889913e-38,2.4422290582944118e-28,5.2684079925241696e-30,2.9812785032659101e-47,2.5804057995718775e-28,3.0963440704093003e-35,6.3624804766137547e-49,2.5689774251972819e-35,2.4386112563925962e-28,5.2604975775118225e-30,1.5460624821891471e-31,8.9266016919618097e-37,1.3208646774049488e-25,1.9018225987370577e-45,4.2911601299619976e-43,3.1933435929938656e-46,2.6590497864314807e-31,5.7348755133717636e-33,2.7822314065440827e-37,2.3560608159803294e-38,2.0457803105616143e-53,1.5477911551255747e-54,1.8742582545596893e-60,1.1393671364531269e-48,6.8770244085356403e-46,8.9687646867163415e-35,4.2024030605395046e-48,7.6786806262754665e-57,1.3911899905712174e-66,9.445995012603297e-65,3.9829588865906254e-63,4.2118354199818944e-59,3.3801763940831113e-62,9.0631542651306721e-67,1.1143882308493778e-66,2.8983756238617009e-29,1.685570906958701e-41,2.2310385144781768e-25,3.8792012901952438e-44,1.3160530328852611e-49,1.2280145415568201e-26,1.3448721849020902e-74,6.3190583344513906e-75,3.7253164886242756e-73,5.4614290871874015e-37,7.074205562364909e-36,9.5226441376267576e-71,7.1776253991503491e-74,6.3427155096665371e-75,2.5814800220139369e-84,1.9189815403290963e-42,1.3163159644872135e-82,1.5467280729876658e-31,1.5793980494816522e-29,4.9896860328401579e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.9816024953807704e-36,8.9732283243856896e-41,4.4134663684068309e-43
