Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790)
1e-12,0.0026544484056650565,5.371728483657627e-16,5.3716298520978552e-16,5.1753448364251399e-16,5.1753853406891447e-16,1.4541107286641457e-20,5.4885365700059808e-18,5.7905784649416168e-21,3.8668638956994922e-21,2.6654312823949003e-18,5.5575952641690076e-22,3.847028465481671e-21,3.7064348609840966e-21,2.5288234342095693e-26,4.2571755035160063e-30,2.1770504755618149e-18,4.5395547100924014e-22,7.9389348893682039e-27,4.7588543061009173e-19,2.3864459845081358e-23,1.3364738675786962e-30,1.9851835626199057e-26,1.8585011582504331e-35,1.4190513581404634e-37,3.1387768290352866e-22,8.755877099809436e-39,1.5793087837973568e-31,1.7885989546088814e-35,1.0892903395689732e-36,3.9866825490362481e-19,1.3455114138984998e-28,1.7161011228680379e-27,3.7258588857835628e-22,1.2939003484342693e-44,1.2891827623280078e-34,2.5726246274167287e-35,2.584409316991345e-38,1.4013257953790064e-27,5.0724051431622887e-33,1.3240619886871233e-35,2.5841176395860922e-27,4.3505777634986581e-31,3.7800208558938887e-43,1.0990367392509511e-28,1.4924198296319494e-36,6.076208733233996e-47,1.9251516763446165e-37,2.5879830884302748e-27,4.3568458339931382e-31,1.4912060351015803e-31,8.1948273201137276e-35,2.8551538381626081e-24,3.0719101483541323e-42,1.0582555081647751e-41,8.4528754977839248e-47,1.3194461382180981e-29,2.2213400673014919e-33,3.0890176613742135e-38,2.3564240949343109e-40,2.4784352438222044e-49,1.3128930387206523e-53,1.6430155319142505e-58,1.8683215783933374e-47,1.5925663389090698e-46,6.9821465367204644e-33,3.8383240772739838e-42,6.6764382756966061e-50,4.0321254488012685e-59,1.082860562172108e-57,2.2976841847126408e-57,4.9773955856759988e-53,3.9529497832037221e-54,2.0810099746654861e-61,3.0232452785961661e-63,6.0499134377291221e-27,2.4512460491222904e-38,2.2641790436518392e-19,2.9166921257734842e-41,3.0459247504272032e-49,1.6334483000406597e-24,4.1535479836222016e-69,8.8589964211416062e-70,1.3072456212036864e-69,6.0461890677414744e-35,2.7001264554306242e-35,7.30862575720086e-70,5.8222127507991606e-75,4.1454098223585167e-74,4.4637480732074409e-80,5.2645139088610174e-34,8.8876115918952065e-80,1.8524183149094743e-31,9.3601519538316464e-28,1.7672191201761453e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999989377,9.9999999999999544e-05,0.10889011,3.3875613972631527e-33,3.1798473806195737e-35,1.5621388294639761e-36,1.2218567119265893e-36
1.023e-12,0.0026544484056650565,5.4953439418668349e-16,5.4952418687591729e-16,5.2944398788420598e-16,5.2944817964192005e-16,1.5048490465588887e-20,5.6148512492901242e-18,5.9926289785298168e-21,4.0017906415654953e-21,2.7267618364596596e-18,5.7514992033485766e-22,3.9812627119319238e-21,3.8357632414406563e-21,2.6323280377607909e-26,4.44437857617662e-30,2.227143519907337e-18,4.6979408582857538e-22,8.2638766719096636e-27,4.8688492336868752e-19,2.4698225112310041e-23,1.395243467142154e-30,2.0664368870357652e-26,1.9430555497078879e-35,1.4847036049012396e-37,3.2482982382688888e-22,9.1409166397931847e-39,1.6487528103756347e-31,1.8699852306014701e-35,1.1388539484156388e-36,4.0784242541010068e-19,1.4005822412150325e-28,1.786338533307972e-27,3.8558651420617172e-22,1.3538682463028635e-44,1.3419492771579216e-34,2.6891799901872601e-35,2.697997095733562e-38,1.4586830882570756e-27,5.2954491882953576e-33,1.3843084734136102e-35,2.6898816224885182e-27,4.5418853276979979e-31,3.9519744583858131e-43,1.1440197095044916e-28,1.5603272046455692e-36,6.3573056615172158e-47,2.0127494506721331e-37,2.6939057275460023e-27,4.5484290368347914e-31,1.5567793468913815e-31,8.5518477233949528e-35,2.9547786170369073e-24,3.2125504712909217e-42,1.1073683195625782e-41,8.8478081660695435e-47,1.3734510749189961e-29,2.3190204770419907e-33,3.2295556884525404e-38,2.4654437986355141e-40,2.593505374385855e-49,1.3741371436112082e-53,1.7199744790797164e-58,1.9548952980496862e-47,1.6669173759357208e-46,7.2891793034792306e-33,4.0071111662576224e-42,6.9732522825731611e-50,4.212206568343484e-59,1.1334474594482542e-57,2.4050642496066356e-57,5.2097237987370982e-53,4.1360446071134387e-54,2.1785504460657748e-61,3.1651960215998594e-63,6.2610191230899741e-27,2.5627810985834592e-38,2.3162787348035697e-19,3.0516403105024528e-41,3.1882368106862186e-49,1.6904478498878893e-24,4.348704044012039e-69,9.2753650363576345e-70,1.3687085722818406e-69,6.3086806238833989e-35,2.8222434184114306e-35,7.6518148382854763e-70,6.0958319636717702e-75,4.3402264391379732e-74,4.6734022173297317e-80,5.4482079506283301e-34,9.3053424500794157e-80,1.9282781450080402e-31,9.7432702470326335e-28,1.8297597833535538e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999989134,9.999999999999953e-05,0.10889011,3.5365182507380782e-33,3.3105682651746118e-35,1.6263581040963374e-36,1.2757089683030629e-36
2.047e-12,0.002654448405665059,1.099893369356435e-15,1.0998524951363081e-15,1.0596616514187983e-15,1.0596784368603306e-15,6.0260811642352817e-20,1.1240082675049689e-17,2.3996951052706717e-20,1.6025062768836618e-20,5.4564005925111808e-18,2.3019569056433347e-21,1.594259651827679e-20,1.5359862355057495e-20,2.108026895004683e-25,7.1168194874319038e-29,4.4566272752158703e-18,1.8803912585928203e-21,6.6183401606976219e-26,9.8292802802956551e-19,9.9636114505131887e-23,2.2343394876525732e-29,1.6548130610641219e-25,6.1745888840130858e-34,9.436940925487447e-36,1.3007622796189175e-21,1.4640886125138203e-37,2.6391594565940702e-30,5.9906399840196645e-34,3.6460840718947054e-35,8.1628361748951623e-19,1.1213756402326021e-27,1.4298494966180681e-26,1.5440437332240317e-21,9.1481613127634233e-43,1.0747600475510047e-33,7.0262964627654061e-34,4.2583586987596064e-37,1.1684494663856509e-26,8.4713838433030172e-32,4.4290062357379309e-34,2.1530713646442114e-26,7.2699622943260281e-30,1.2464178310593118e-41,9.1600737179841004e-28,4.9938936540709848e-35,4.0100209742969366e-45,6.4438193310883055e-36,2.1564156809530945e-26,7.2804510544596709e-30,2.4925606740014379e-30,1.1075532022825989e-33,1.1832124701116975e-23,1.1584040649683444e-40,7.9952205738581595e-40,1.2749484572094701e-44,1.0999118880717952e-28,3.7137135480357655e-32,1.0262973131026288e-36,1.5670906102660225e-38,1.9027967729104411e-47,1.7336471669828834e-51,4.2787908092188245e-56,1.310991547791115e-45,2.2365800583369132e-44,1.1675588771898201e-31,6.4192710470622579e-41,1.2320103655491498e-48,7.7913361664945246e-58,2.6118492644830266e-55,5.7154424505162085e-55,6.9158101355347989e-51,2.7447701116787739e-52,9.6540594270839524e-59,2.8037661078577061e-60,2.5075979274087838e-26,8.2006407243846428e-37,4.6353157915779765e-19,1.953056653208148e-39,4.6066498626562718e-47,6.7717868295783936e-24,5.7288526601240753e-66,1.528774101450547e-66,4.5115898418932001e-66,7.7029872206253593e-34,6.9207058689530761e-34,4.4265637962742216e-67,7.0531090128645932e-72,5.0219896867945702e-71,3.4210800184270267e-77,2.1816510302186595e-33,1.3623713010521594e-76,1.5553231546780729e-30,7.8047672113460639e-27,7.4856250456342625e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999978275,9.9999999999999043e-05,0.10889011,5.6562716182410582e-32,2.6243288761092973e-34,1.2893069813876738e-35,2.0282823055646083e-35
4.095e-12,0.0026544484056650643,2.2006171458197262e-15,2.2004535642295269e-15,2.1200402718712013e-15,2.1201074479463901e-15,2.4117246215354345e-19,2.2496473319325033e-17,9.6037773064889079e-20,6.4135598300790545e-20,1.0912068036279936e-17,9.2031906240429172e-21,6.3803448717678863e-20,6.1470542940122205e-20,1.6865738399355402e-24,1.1381561064366563e-27,8.9126167321471107e-18,7.5186261626461704e-21,5.2958600639047928e-25,2.0003158579546774e-18,4.0462827117811162e-22,3.5736625873718542e-28,1.3239127034464331e-24,1.9446353710149081e-32,5.9450133643476935e-34,5.2058384794853931e-21,2.3417180338502675e-36,4.2199681312148999e-29,1.9164157193116283e-32,1.1660451720571644e-33,1.6331305376109283e-18,8.9679492069786045e-27,1.1428796912733314e-25,6.1793642283251384e-21,5.9505696161764784e-41,8.6005663758422732e-33,1.6481407634771063e-32,6.6204696582120355e-36,9.3532949580164541e-26,1.3521541227405304e-30,1.4137145506078166e-32,1.7209416496019824e-25,1.1616905097074718e-28,3.8685150548693715e-40,7.326336255120875e-27,1.595116555387385e-33,2.4890182659237145e-43,2.0594745802257388e-34,1.723811691891145e-25,1.1633711860309845e-28,3.9851924049499907e-29,1.2791400577229821e-32,4.7352940236370556e-23,3.9532107781459272e-39,5.4612373982078613e-38,1.7331793596956664e-42,8.8004357001619962e-28,5.9399396042022333e-31,3.2323493462621342e-35,9.8725777364192927e-37,1.3103056639519917e-45,2.1523760214847635e-49,1.0333263309737069e-53,8.4927466087476595e-44,2.898530893860711e-42,1.8682928262388248e-30,1.0274654894247026e-39,2.0782181652744996e-47,1.3514498527505334e-56,6.5294787462321216e-53,1.4516235861472597e-52,8.9989385652484821e-49,1.7857808652856348e-50,4.4898690144517298e-56,2.6077760114768009e-57,1.0039041701287762e-25,2.6183487237630776e-35,9.2712742855651237e-19,1.2472104465330996e-37,6.2962541353349236e-45,2.7121537731634524e-23,7.0471145836564142e-63,2.150705948458591e-63,1.2694626383246537e-62,8.3352917978834201e-33,1.5058881549553601e-32,2.4214183732741877e-64,7.7162011046075787e-69,5.4945249821614861e-68,2.6343757238011822e-74,8.7308627487533222e-33,2.098095850875774e-73,1.2621674730011339e-29,6.2477995062300431e-26,3.0282829466404242e-35,0.88130563799999995,0.0,0.0,0.0,0.0098911899999956556,9.999999999999808e-05,0.10889010999999998,9.0241992655749429e-31,1.9897521332130004e-33,9.7757303620816252e-35,3.0851274030809753e-34
8.191e-12,0.002654448405665077,4.4020879920162205e-15,4.4014335383323776e-15,4.2405707129523538e-15,4.2408394657156189e-15,9.6491219582156839e-19,4.5032956986089611e-17,3.8422774299617913e-19,2.5660940446996852e-19,2.1809015435676602e-17,3.6744871808233505e-20,2.5526363572050852e-19,2.4592410769221835e-19,1.3481814144434055e-23,1.8174318637257298e-26,1.7812721192538706e-17,3.0025802354708979e-20,4.2344376666654825e-24,4.1362611410789805e-18,1.6658429644099144e-21,5.7077743617997508e-27,1.058191472411384e-23,6.0253508300126815e-31,3.6850217171022138e-32,2.0828158102008365e-20,3.7395262272751725e-35,6.7382944964366928e-28,6.1210008114720139e-31,3.7239644054913007e-32,3.2666815005951658e-18,7.1624575262773994e-26,9.118133994930352e-25,2.4722184474155193e-20,3.7494116452110342e-39,6.8781536874806955e-32,3.4668031629022787e-31,1.0015048808777889e-34,7.4844125258582467e-25,2.1508243548466035e-29,4.4963893055331813e-31,1.3729894910739526e-24,1.8519635819860635e-27,1.1660589727056895e-38,5.8525782438866786e-26,5.0801825394555389e-32,1.5002396279273546e-41,6.5669359817314647e-33,1.375593037174265e-24,1.8546576143378466e-27,6.3603564613778485e-28,1.3101648771758978e-31,1.8944792394769036e-22,1.3061619997788017e-37,3.6105101753449289e-36,2.2681321312446138e-40,7.0352742124794501e-27,9.4875372405685357e-30,1.0015937440945136e-33,6.1199336239578776e-35,8.6979811782356036e-44,2.5951751175726032e-47,2.3622880818667392e-51,5.3400535546452525e-42,3.6459248781094478e-40,2.9867638129944961e-29,1.6435406905382756e-38,3.4160054149786707e-46,2.2727022402280186e-55,1.6257232743171936e-50,3.6433640093814896e-50,1.1562659565977771e-46,1.1475176179909903e-48,1.9623358112381063e-53,2.2796396228768088e-54,4.0191607011576518e-25,8.3324448724639726e-34,1.8534820405335416e-18,7.9384815481540951e-36,8.3284099685504387e-43,1.0866969565330407e-22,7.3457536489509476e-60,2.4153261987409852e-60,2.851567686577355e-59,8.06650994660079e-32,2.9312958702928981e-31,1.2817348481057424e-61,8.1679225219142713e-66,5.817024350817726e-65,2.1962322289412883e-71,3.4928144507957523e-32,3.4981169831626006e-70,1.0374137834403561e-28,4.9997124818991841e-25,1.2181647974115437e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999913119,9.9999999999996142e-05,0.10889010999999996,1.4341827779929076e-29,1.4180728495561831e-32,6.9671447924328575e-34,4.4169312269676682e-33
1e-11,0.0026544484056650994,5.3743890063285091e-15,5.3733010112051812e-15,5.1769035251927814e-15,5.1773503058937237e-15,1.604177386961838e-18,5.500712496795732e-17,6.3876197360650473e-19,4.2662994490506373e-19,2.6609040594880375e-17,6.0954626780431649e-20,4.2436280169184157e-19,4.0882557926901226e-19,3.4272177916673111e-23,7.8086789684104803e-26,2.1733033368852554e-17,4.9820461306514708e-20,1.0768370716103811e-23,5.1689003576899388e-18,2.8523859717135968e-21,2.4532666580040341e-26,2.6896982196290684e-23,4.4696281600426661e-30,5.182407232609894e-31,3.4627067239620761e-20,1.6067433999454298e-34,2.8953337990121636e-27,4.7833485460417531e-30,2.9102895225775866e-31,3.9880119310333086e-18,1.818601948219021e-25,2.3117446074721154e-24,4.1099208500213223e-20,5.3144382437181158e-38,1.749937298577942e-31,1.7536790771975086e-30,3.9689688417126841e-34,1.9053432154526041e-24,9.1836132049878176e-29,3.4878449640834728e-30,3.4809399514434918e-24,7.9357066564028025e-27,8.2777347234396384e-38,1.4864452708570199e-25,3.9499075878043888e-31,2.0123326561128311e-40,5.11686206065539e-32,3.488639616055613e-24,7.9473522959710742e-27,2.7304586052897745e-27,3.7001840987127156e-31,3.1494588123407159e-22,1.0368091403781168e-36,5.4518285682439307e-35,6.5401505698189585e-39,1.7886307585857524e-26,4.0781236976681322e-29,7.4307086703075796e-33,8.6077594503002375e-34,1.3159293787089642e-42,6.7622576430837747e-46,1.1001939648290487e-49,7.5620491057308597e-41,1.0044842106131365e-38,1.285687837782376e-28,7.0830482704906337e-38,1.488991322845593e-45,1.0142889361512522e-54,8.8165771961738615e-49,1.9837259126374982e-48,3.3354092417017874e-45,1.7006258004213393e-47,1.7008236515576242e-51,3.9344094887533481e-52,6.6865240472529906e-25,6.4696721590224114e-33,2.261883328331101e-18,1.1710077258606079e-34,2.4513206853744247e-41,1.8094308301359897e-22,1.4021821864813232e-57,4.7952357673396505e-58,1.1301701458605441e-56,2.2140282960846661e-31,1.3862487196491203e-30,1.4798001392534866e-59,1.8791426138980026e-63,1.3386708764765011e-62,4.3709933984108661e-69,5.8062505922809946e-32,1.3896220154207534e-67,2.7378952298213927e-28,1.2729020991677471e-24,2.0281582776471141e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999893933,9.9999999999995289e-05,0.10889010999999994,6.1150449717416957e-29,3.1448050744401664e-32,1.5450835992783502e-33,1.6236821169827233e-32
1.6383e-11,0.0026544484056650994,8.805122767718963e-15,8.8025050351670938e-15,8.4807246089576507e-15,8.4817995556763859e-15,3.8598046479061929e-18,9.0200665171529171e-17,1.5368780565173431e-18,1.0265421116254684e-18,4.3545779451263826e-17,1.4637799106320704e-19,1.0210239273938971e-18,9.8361833387082252e-19,1.0763032714729876e-22,2.8948607254315804e-25,3.5565732440942818e-17,1.1966529717681642e-19,3.3823149408511127e-23,8.812535581364755e-18,7.0390659140128774e-21,9.0955710819415487e-26,8.4464188207846622e-23,1.8114545302527585e-29,2.2168120888620173e-30,8.3316087154148059e-20,5.9566071539431802e-34,1.0733842512123878e-26,1.9501468474964853e-29,1.1865165997197616e-30,6.5332038257191338e-18,5.7082313547746555e-25,7.2513581511594943e-24,9.8885026277066906e-20,2.2743299413709557e-37,5.4976013550202155e-31,6.7182302606531011e-30,1.4439572745531985e-33,5.9874356582268686e-24,3.3998589009549091e-28,1.4208060061940276e-29,1.0918777313819807e-23,2.940200408260623e-26,3.3371060492889478e-37,4.66625702918067e-25,1.609450660274134e-30,8.5834307155170093e-40,2.0854427177307754e-31,1.0944458473435179e-23,2.9445235188654791e-26,1.0120564602120695e-26,1.2133292275091656e-30,7.5776150387584663e-22,4.234282627705209e-36,2.3414478157065554e-34,2.8816564250184314e-38,5.6173839936477858e-26,1.5120007910802891e-28,3.0115639888670197e-32,3.6820570361905586e-33,5.652239542165313e-42,2.97069730981734e-45,4.8988414105107854e-49,3.2360281973586016e-40,4.4201300543798157e-38,4.7683269349247284e-28,2.6276180875706723e-37,5.5375238586899989e-45,3.7912598811572747e-54,3.9351963087374009e-48,8.8546858770633216e-48,1.4696311745674223e-44,7.2963328145317623e-47,7.6328863785122843e-51,1.7736414115389266e-51,1.6098232304923826e-24,2.635763115788712e-32,3.7029145168395676e-18,5.0227650707746931e-34,1.0806863817741684e-40,4.3595747301954813e-22,6.3238189751872539e-57,2.162985137356592e-57,5.1078785397159478e-56,7.1799151479327225e-31,5.2432854380086423e-30,6.6560030986235286e-59,8.4808183767800154e-63,6.0416040650437925e-62,1.9716413718412638e-68,1.3969137762596249e-31,6.2805168986308896e-67,8.7379909027070468e-28,4.0001644661060976e-24,4.8861949743544891e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999826244,9.999999999999228e-05,0.1088901099999999,2.2631321026301405e-28,9.2375257993901146e-32,4.5385275424424242e-33,5.7942933665831942e-32
3.2767e-11,0.002654448405665146,1.7611563934716739e-14,1.7601095862261056e-14,1.6957406161268007e-14,1.6961704530070504e-14,1.5437220389291279e-17,1.8091452135098893e-16,6.1459591914095832e-18,4.1061410513761073e-18,8.6794088639156382e-17,5.8063414524252358e-19,4.0829926098429164e-18,3.9330228512653547e-18,8.5728341808580223e-22,4.5893724721377029e-24,7.0885334603832654e-17,4.7509440218460211e-19,2.696904359899973e-22,1.9780267063538128e-17,3.1151719070821088e-20,1.4432506894548304e-24,6.7251073588692766e-22,5.1625904448123209e-28,1.2647178001495312e-28,3.3322277104791131e-19,9.4434570697056376e-33,1.7021340213169284e-25,6.1842873767924154e-28,3.7636155282640216e-29,1.306386655237161e-17,4.5310918588644422e-24,5.7315443915009804e-23,3.9542808567893729e-19,1.3029560230424535e-35,4.3945264095474373e-30,1.2524977390924702e-28,1.928546455584343e-32,4.7886246196371075e-23,5.3103195580823118e-27,4.4341689539395932e-28,8.6302175563081935e-23,4.6309130365086115e-25,8.7779068808095161e-36,3.7070619490878307e-24,5.047170156341935e-29,4.5108111910538481e-38,6.5710650390145116e-30,8.6583367895124716e-23,4.6378629721550026e-25,1.6012013090200721e-25,1.0467282106343627e-29,3.0301541980078078e-21,1.3546210311797469e-34,1.4982840244189602e-32,3.5423926385951726e-36,4.475622604887231e-25,2.3995525566951353e-27,8.5848524420421474e-31,2.1011399360525e-31,3.6205437943077869e-40,3.124434598443149e-43,8.6708835250546898e-47,1.8533024012002152e-38,5.0653365530943849e-36,7.5939620122095002e-27,4.2012762800694307e-36,8.9159910654219748e-44,6.4024227141727144e-53,9.0392797508755552e-46,2.0380677670637501e-45,1.8417353878847497e-42,4.5763945119121552e-45,2.5170512918187971e-48,1.1699971078365703e-48,6.4551968956004596e-24,8.2418268141699548e-31,7.3892194792448335e-18,3.1417409733921303e-32,1.3839608690906492e-38,1.7535777544637107e-21,4.4061556233570113e-54,1.5380136453073525e-54,7.2650756028033796e-53,6.0515933895547262e-30,8.8688088913969643e-29,3.4192960041533301e-56,8.7084605690166846e-60,6.2073494661304454e-59,1.8663957861960724e-65,5.5847856758367842e-31,1.1890187571456139e-63,7.6896529616769057e-27,3.1999777785589406e-23,1.9569983831964528e-33,0.88130563799999995,0.0,0.0,0.0,0.0098911899999652494,9.9999999999984541e-05,0.10889010999999979,3.5231177579850002e-27,5.3568916786854012e-31,2.6319259806425076e-32,6.7874549635323576e-31
6.5535e-11,0.0026544484056652373,3.5225926998104228e-14,3.5184081948660887e-14,3.3896277943422657e-14,3.3913458278940528e-14,6.1726420249491348e-17,3.6385217961150409e-16,2.4568874288312137e-17,1.6422616781414141e-17,1.7241550360065775e-16,2.2841739683252873e-18,1.6321438263628837e-17,1.5718860076961749e-17,6.7985144062348658e-21,7.2095601579051015e-23,1.407973405624102e-16,1.8722328579074614e-18,2.1432358201509036e-21,4.8157701982461194e-17,1.4848325155161493e-19,2.2712483196346524e-23,5.3288633190436909e-21,1.3492296563866568e-26,6.6210537491439534e-27,1.3324316357982119e-18,1.4835072864177987e-31,2.675640053229645e-24,1.9435496887724523e-26,1.1835637023763124e-27,2.6115174996323871e-17,3.5689145514438157e-23,4.4763086835556307e-22,1.580663135141166e-18,6.8355197773621603e-34,3.5405275849098215e-29,2.3446639731685642e-27,2.3339008370240587e-31,3.8283183568612257e-22,8.1087463992247908e-26,1.351846686737182e-26,6.7405364084631892e-22,7.1813481115155033e-24,2.0586253936429459e-34,2.9246065606736375e-23,1.5514684979648476e-27,2.1097418735056394e-36,2.0390944657648543e-28,6.7745737570861091e-22,7.1925373387592474e-24,2.5053256614241733e-24,8.6141884889343648e-29,1.2112008467335577e-20,4.2760567685770292e-33,9.4592044191334265e-31,4.1452732057792981e-34,3.5512971475738214e-24,3.7771956428963447e-26,2.2444943285117293e-29,1.1004101835485434e-29,2.2869474023007929e-38,2.9256837016441906e-41,1.2327286481986247e-44,9.7237223896532934e-37,5.3195318004935257e-34,1.203707070491478e-25,6.7673568149454934e-35,1.4412230324572646e-42,1.1280159991905864e-51,1.8992134865508426e-43,4.286454730725039e-43,2.2543004164091418e-40,2.8055484079843782e-43,6.7606465594785819e-46,6.2868319521750229e-46,2.5945064789144627e-23,2.5205710480281431e-29,1.4715588304858728e-17,1.9223523082667692e-30,1.7493861513507704e-36,7.0897395854786559e-21,2.43608645364065e-51,8.5915888876156197e-52,8.1183319981128186e-50,4.922870047093076e-29,1.4463071395124634e-27,1.7349739896138699e-53,8.8272444581579389e-57,6.2992685006980634e-56,1.813083635514224e-62,2.2313866821242297e-30,2.3100795087538598e-60,7.2664572101898433e-26,2.5594220358698962e-22,7.8314875214554535e-33,0.88130563799999995,0.0,0.0,0.0,0.0098911899999304977,9.9999999999969078e-05,0.10889010999999955,5.3467572549865032e-26,2.7482382480358431e-30,1.3502553929889663e-31,7.0485447567823274e-30
9.999999999999999e-11,0.0026544484056654208,5.375559928711863e-14,5.3647855057672938e-14,5.1681959339987269e-14,5.1726187720805278e-14,1.5900992793246312e-16,5.5942677340206076e-16,6.326547624787056e-17,4.2322268198947243e-17,2.6073200268784601e-16,5.7334714152447955e-18,4.2025455023356699e-17,4.0461051105822028e-17,3.1340879256983352e-20,6.1935273206650636e-22,2.1287417853306309e-16,4.7121578148456203e-18,9.9169728763361898e-21,9.1477559755680045e-17,4.8254199394969362e-19,1.9575992673809208e-22,2.4524618339478414e-20,1.7039268828534314e-25,1.6449364872074456e-25,3.4326116460199242e-18,1.2744432096390207e-30,2.3020937185347317e-23,3.2488298146191001e-25,1.9815871933982897e-26,3.9819408090049303e-17,1.6255703333423276e-22,2.0083531815233313e-21,4.0699656178680965e-18,1.6999628430288362e-32,1.801959451935348e-28,2.4941546092594989e-26,1.5425609454915138e-30,1.7898756200503437e-21,6.6342615258340773e-25,2.1420515432721445e-25,3.0253202486231067e-21,6.0233069732893891e-23,2.463089639471086e-33,1.3358154780635199e-22,2.4861578186232935e-26,4.9064412631170499e-35,3.3272805555044346e-27,3.0500683865407164e-21,6.0332645666804556e-23,2.1366175056338648e-23,4.0035790841023064e-28,3.118179601669577e-20,7.1632532786642566e-32,3.1243340383657106e-29,2.3736381459170292e-32,1.6385921668691855e-23,3.2567883484859354e-25,2.8360201228181587e-28,2.7353005336420183e-28,7.5555905771887372e-37,1.3478859390324241e-39,7.6419456748211978e-43,2.4191849295843875e-35,2.6249454430152378e-32,1.0512646351485848e-24,6.5366319738304795e-34,1.3944061643253237e-41,1.2636445002021354e-50,1.8367864147072518e-41,4.1476491267659904e-41,1.4020344459470059e-38,8.8140718571447796e-42,7.589943561891978e-44,1.4091224076859503e-43,6.7396335704947326e-23,4.0084777214343297e-28,2.2338260296572897e-17,6.0272624957147416e-29,1.1493172957262614e-34,1.8577092384782932e-20,5.5401691609345649e-49,1.9640666522015137e-49,3.7088626933484362e-47,2.2801957735422342e-28,1.2735551611201886e-26,4.5660403425032884e-51,4.6313165524751896e-54,3.3125853420140802e-53,9.3216444468869998e-60,5.7409506029352543e-30,2.374270061946366e-57,4.3336661172541194e-25,1.1975941548816583e-21,2.0184229687121569e-32,0.88130563799999995,0.0,0.0,0.0,0.009891189999893947,9.9999999999952801e-05,0.10889010999999925,4.3310273339273433e-25,8.0006944622522947e-30,3.9308776390321892e-31,3.8096279377379328e-29
