Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129)
2.62143e-10,0.0027841138579591156,1.0642704605139935e-18,1.0642017922773408e-18,1.0358440824814865e-18,1.0351158288052017e-18,1.2212522534228663e-22,3.3736989283888914e-19,2.2974772340746161e-21,1.5538474408072996e-21,1.515084999632473e-19,7.854457331597642e-21,1.5465035388705252e-21,1.5052011306316361e-21,1.425827003201357e-25,5.8801375933221673e-27,1.2749761588312041e-19,6.6107639096173155e-21,5.6023980162842249e-26,3.5371995395072153e-20,2.4681849125438588e-22,2.3097209690873693e-27,7.0009701506834326e-26,4.3126932138180095e-31,1.3248183921623793e-31,1.5478540617551506e-23,4.0999252645551692e-37,2.9853176543765518e-28,2.1131852561132897e-31,2.886663927967644e-31,8.2836958033076573e-21,6.7125882232788434e-26,2.3921343072199379e-25,1.597472834508103e-23,4.2741833931788837e-41,1.7525277198693196e-37,2.8259893857299839e-32,5.660397815098214e-39,1.9566719375960718e-26,4.8675554014448287e-32,2.7316534377899208e-33,1.2583837834742812e-25,5.1970353264548374e-27,2.32770042517091e-42,5.6495965233391978e-26,1.6981062896020726e-31,9.1187305251415464e-44,8.035410913154722e-32,1.2580035840391122e-25,5.1944802312432505e-27,2.9847035450716945e-28,1.0210298047579703e-33,1.2033808094818955e-23,1.648233512537404e-40,8.7016419909013918e-38,1.2214433592466825e-40,1.918029550158885e-28,7.9082651810164511e-30,1.4775266265189123e-33,4.525715482286563e-34,1.8333922201889451e-47,6.8745769072631224e-49,4.6377078632270656e-54,1.339245502882047e-43,1.8630005751052564e-40,5.0701770990087575e-31,1.8568702287009343e-43,5.5567858254934836e-52,1.2372330033730851e-61,1.259739103759366e-56,2.6559728122017264e-55,6.1586528370441209e-52,2.3127690501813298e-55,1.2809144110727538e-58,3.4708176215523704e-58,4.6582908029403107e-27,1.2551994573939041e-36,3.8737614065706894e-23,1.5129814447488294e-38,8.8651498238494405e-44,1.6683482256261898e-24,1.6546214984901772e-65,7.3444097007057285e-66,1.1385564502609948e-63,6.0542291084464847e-34,2.3981090222001277e-32,2.7621975569301989e-63,4.0765729703638289e-66,1.1350463245134006e-66,2.024110122617756e-75,1.8925751976542795e-39,3.0507896847438202e-73,4.4637335773856604e-29,1.3252885068616568e-26,1.4404169000800939e-37,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999976,9.9999999999999978e-05,0.10889011,3.3458759190447932e-32
5.24287e-10,0.0027841138579591156,2.1255090331697678e-18,2.1252350546913571e-18,2.0685926840070841e-18,2.0656890499432793e-18,4.8784059203640939e-22,6.7482016408847565e-19,9.1720671672241562e-21,6.2076443249134295e-21,2.8858530665314607e-19,3.0091188706181702e-20,6.1778043750621768e-21,6.0124154827783752e-21,1.0904680703589677e-24,8.9959339434088828e-26,2.4287067432978353e-19,2.5332940179797207e-20,4.297807031453371e-25,7.0302860981568364e-20,9.8195442049812428e-22,3.5433755172614627e-26,5.4934087657720196e-25,1.0530430586483823e-29,6.4838613645368053e-30,6.0888565823035596e-23,6.2724198058407532e-36,4.416476342829888e-27,6.4704776604913833e-30,8.5520038208700991e-30,1.6577935331416392e-20,5.1582047913618851e-25,1.8002016611431172e-24,6.2829106414721153e-23,2.0926611911669371e-39,6.0703256676212556e-36,4.4370537375897439e-31,3.0794651123211714e-37,1.5624984299465711e-25,7.4812803766088871e-31,8.4376888457220257e-32,9.2809943515830955e-25,7.6785241262383999e-26,2.3424830699470641e-40,4.3424005773851402e-25,4.9260599826309492e-30,1.8182761424416435e-41,2.3782945242188575e-30,9.286004990276394e-25,7.6797439826822411e-26,4.4163727259496431e-27,7.9771488141877286e-33,4.8162011090728197e-23,5.0515112190634726e-39,5.3290099122428437e-36,1.417406772060239e-38,1.4753020072426889e-27,1.2165772065868324e-28,3.6190250243177166e-32,2.2218244389728181e-32,1.1228768338941654e-45,2.7295162339346435e-46,2.126244077994982e-51,6.5771478030850936e-42,1.8318210032098206e-38,7.9617392145352115e-30,1.2450149190779537e-41,3.7283882128117516e-50,8.7147461967596661e-60,2.7194973749187484e-54,5.7418269145108961e-53,7.6495622177068829e-50,1.43665902164246e-53,3.1445326091524165e-56,1.7046236462310413e-55,1.8635104691923103e-26,3.8968409692867753e-35,6.1314723524360968e-23,9.3965495286721732e-37,1.0864079399540788e-41,6.5391449819331245e-24,8.1850111797126597e-63,3.6445756510861586e-63,1.1301698932892982e-60,4.7078412626300135e-33,3.7373578359833877e-31,1.3516355951804734e-60,3.9891678689097754e-63,1.1108581483633746e-63,1.9273928294719446e-72,7.5145616475660926e-39,5.8100240151304351e-70,3.5530274848803804e-28,1.0589953894472622e-25,1.1471654434113903e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999959,9.9999999999999937e-05,0.10889011,5.222743767467893e-31
9.999999999999999e-10,0.0027841138579591156,4.0431197027572448e-18,4.0421049533619672e-18,3.9343282361547874e-18,3.9235884682852963e-18,1.8109829885376663e-21,1.2873809192305676e-18,3.4010054781639377e-20,2.3049075240646074e-20,5.0425361874860117e-19,1.0343508933386652e-19,2.2934668332331522e-20,2.2317813900876337e-20,7.3735552462657523e-24,1.2084960274891383e-24,4.243939546122077e-19,8.7114891700081483e-20,2.9218066677456649e-24,1.3251829628034346e-19,3.616877031066167e-21,4.7833558357769546e-25,3.8902698144718022e-24,2.0129326959288195e-28,2.4812492593217697e-28,2.1996315561496722e-22,8.4262490155552529e-35,5.569969454353585e-26,1.7347921914979006e-28,2.1545185270793493e-28,3.1620025386487263e-20,3.5173507851499668e-24,1.1791299870102657e-23,2.2690586861011557e-22,8.0097605053194588e-38,3.9084168727751242e-34,6.1090087817676547e-30,2.8486859651199147e-35,1.1445610519769537e-24,1.0132112875296837e-29,2.2983363151338428e-30,5.8618046723463805e-24,9.658197935876753e-25,3.858178207986943e-38,2.9622181703948893e-24,1.1912184778170677e-28,5.9687345854781549e-39,5.9794750111778687e-29,5.8741254360862714e-24,9.6712085236161182e-25,5.5710653221298225e-26,5.4846404609025459e-32,1.7927627549007889e-22,1.3549827348617016e-37,2.8496721230140727e-34,1.3705711915357707e-36,1.007086066367882e-26,1.6495458705601991e-27,6.9513471522657726e-31,8.5432532310044443e-31,6.004767146645672e-44,1.7897109071349629e-43,1.5117350957772012e-48,2.5294631525626041e-40,1.4096054142415659e-36,1.1216411700858798e-28,1.589518992994306e-39,4.7618273889685188e-48,1.2176554744211741e-57,4.7277085616936001e-52,9.9889884216384831e-51,8.3822255096970847e-48,7.880019846331753e-52,5.8687685212518861e-54,6.3637122186874047e-53,6.9373449057679132e-26,1.0698636206181757e-33,8.3840682113941076e-23,5.1533349291550111e-35,1.1619838586942623e-39,2.3471561007591791e-23,3.066698119257189e-60,1.3676807752391587e-60,8.4829228922690225e-58,3.230094484211084e-32,5.1083267786572523e-30,5.7585832330568335e-58,3.398003928169997e-60,9.4648991351143685e-61,1.6193790112316541e-69,2.7571976524486416e-38,9.7626727185582917e-67,2.5863126522817734e-27,7.7672528828850229e-25,8.3593939725145888e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999907,9.9999999999999869e-05,0.10889011,7.2762002060113407e-30
1.0485750000000002e-09,0.0027841138579591156,4.2389267088201699e-18,4.2378363193913286e-18,4.1248382799113707e-18,4.1132983653155731e-18,1.9460889072534655e-21,1.3499294278503181e-18,3.6546258855041257e-20,2.4768751824493306e-20,5.2627548542039029e-19,1.109242266351171e-19,2.4645709793726028e-20,2.3982756267721712e-20,8.0151205589010472e-24,1.3227096807260151e-24,4.4292927599236511e-19,9.3423439700867314e-20,3.1762671538590606e-24,1.3887110726015276e-19,3.8859286773494166e-21,5.2356023860031828e-25,4.2314116860587281e-24,2.2077204125717504e-28,2.727988673871576e-28,2.3620624377766855e-22,9.222604731551511e-35,6.0936218086300737e-26,1.9053246263450194e-28,2.365783726047829e-28,3.3155971480928811e-20,3.8238367012687618e-24,1.281148976506078e-23,2.4365972802459731e-22,8.8062680945797938e-38,4.3013064698683417e-34,6.6874922645482889e-30,3.1364205247754021e-35,1.2454773964458149e-24,1.1090310493373639e-29,2.5244034588755898e-30,6.365584749612321e-24,1.056599010004299e-24,4.2497444365780061e-38,3.220349726232725e-24,1.3078236660784805e-28,6.5763447513836747e-39,6.5657537822364145e-29,6.3791124215536113e-24,1.058031674146759e-24,6.0948306333703347e-26,5.9632218955562678e-32,1.9266433802610062e-22,1.4881817745584253e-37,3.1352103715179766e-34,1.5090727466526632e-36,1.0948552174603239e-26,1.8055583547291554e-27,7.6241945915110504e-31,9.3929168169979602e-31,6.6064475504346675e-44,1.9721793724975199e-43,1.6658810828981952e-48,2.7810304275590428e-40,1.5516695914754767e-36,1.2280420988253961e-28,1.7505533121904534e-39,5.2442499858804683e-48,1.3411002738559202e-57,5.2076774663365285e-52,1.100309991356191e-50,9.2303226381890273e-48,8.669978062394672e-52,6.4648169248164656e-54,7.0117695559613205e-53,7.4554335595500495e-26,1.1751282126530732e-33,8.6140805168154142e-23,5.669946563165757e-35,1.2795245676495388e-39,2.5200528070603263e-23,3.3790025427748658e-60,1.5069623555091768e-60,9.3479591630169427e-58,3.5118473491471464e-32,5.5917753234415831e-30,6.3452113545405411e-58,3.7445663870088907e-60,1.0430224606864387e-60,1.784536810921565e-69,2.9620036862644951e-38,1.0758944851940052e-66,2.8141208182910722e-27,8.4522322879963858e-25,9.0958338024145295e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999907,9.9999999999999869e-05,0.10889011,7.9658427996687099e-30
2.0971510000000003e-09,0.0027841138579591156,8.4298356394904559e-18,8.4255177545827586e-18,8.2006322131131577e-18,8.15506217790563e-18,7.7424179067241759e-21,2.700918557476026e-18,1.45061909233281e-19,9.8583653644465553e-20,8.9124144902244059e-19,3.828219180948605e-19,9.8062506072648979e-20,9.5399950991519459e-20,5.5097515049056392e-23,1.818195918019936e-23,7.4988024728242644e-19,3.2260588741205428e-19,2.2029848203064811e-23,2.7103600719044461e-19,1.5219057805583804e-20,7.2538714937147808e-24,3.1481090361997204e-23,3.8648377401866312e-27,9.5970098236161324e-27,8.967575811050357e-22,1.2677389797586826e-33,7.4672794501768821e-25,5.2507549302346848e-27,5.8251648362646458e-27,6.6059484633745444e-20,2.6657069659222586e-23,8.2616349322564703e-23,9.2468666095662769e-22,3.0983271239449695e-36,2.9301088888875665e-32,9.5101456336113642e-29,2.7496096375778128e-33,9.8922701118004274e-24,1.5444545074776894e-28,7.144590951994465e-29,3.8558590464947381e-23,1.2873296918308055e-23,6.1566281314807445e-36,2.2462119435579757e-23,2.976308971017183e-27,1.9031481136889529e-36,1.6091842555854493e-27,3.8749822326362319e-23,1.2917038395711844e-23,7.4678556092565651e-25,4.1746163910694781e-31,7.6838606581650809e-22,4.1021332581080389e-36,1.7248354812998019e-32,1.3947973840818244e-34,7.6297891378747026e-26,2.5152229868928367e-26,1.3425109083192789e-29,3.3235923151943286e-29,3.634601786937853e-42,1.1418617454897534e-40,1.0070876707337995e-45,9.8412811530323921e-39,1.1007361815871546e-34,1.8316090976980143e-27,2.3855893759795507e-37,7.1480207177660187e-46,2.1416609308683206e-55,8.4276388452419337e-50,1.7812780005794799e-48,1.0549566593169665e-45,4.9552266346974981e-50,1.0861619947834592e-51,2.3573646625956937e-50,2.9831905086894813e-25,3.3546248040224382e-32,1.095508333598284e-22,3.2402370908296205e-33,1.4099753903606823e-37,9.4627721279775831e-23,1.1380848915280732e-57,5.0796285714904746e-58,6.3036992206125962e-55,2.4567236432453378e-31,7.8597688362541933e-29,2.7772153739877967e-55,3.2763972544361987e-57,9.1310404439722654e-58,1.5512431695717093e-66,1.1509447158780624e-37,1.8705500181025131e-63,2.2073812619468608e-26,6.7304145743791153e-24,7.1500752503167337e-35,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999803,9.999999999999972e-05,0.10889011,1.1647374939265574e-28
4.194303e-09,0.0027841138579591156,1.6670397015114532e-17,1.6653466937921609e-17,1.6207938840050109e-17,1.6030256628670382e-17,3.0638735114188704e-20,5.4058332648281157e-18,5.7146590473116161e-19,3.9045708610380964e-19,1.3521663038861793e-18,1.1959780145772353e-18,3.8814752924103752e-19,3.7741641506450276e-19,3.4298555141523253e-22,2.2587279307097208e-22,1.1358664297654457e-18,1.0082772880477878e-18,1.388813076024506e-22,5.1697373227460258e-19,5.8434955766065619e-20,9.1093487423305102e-23,2.2022834481718707e-22,5.5840233543571716e-26,2.7903359451747391e-25,3.313678263236367e-21,1.5749005645806616e-32,7.6641910750144709e-24,1.3097569107311867e-25,1.2054430661344022e-25,1.2990993703640056e-19,1.693237058947465e-22,4.5494448276695139e-22,3.4166897915910866e-21,9.0088373925540639e-35,1.6814569615460796e-30,1.2492995575052869e-27,1.8423659926809189e-31,7.8018387196456681e-23,1.9524184372596671e-27,1.8533508364528672e-27,1.9349439161239029e-22,1.3038876024129702e-22,6.129009307296333e-34,1.4273921123898647e-22,5.323135875887797e-26,3.7808801074318135e-34,3.2924219912481038e-26,1.9535544838979827e-22,1.3122769829126233e-22,7.6461047187392237e-24,2.6572475321758277e-30,3.0320821008583197e-21,1.0233617617563805e-34,8.5869439487058071e-31,1.0519099595664736e-32,4.8119004532201892e-25,3.1655471770789025e-25,1.9446421846777579e-28,9.6887343486513931e-28,1.8094713524101242e-40,4.5405300376480422e-38,4.0949787990346042e-43,2.8689976640231039e-37,6.4374859152598932e-33,2.5739254378309299e-26,2.7417666865519461e-35,8.2160236825678639e-44,3.1829047235936161e-53,1.10392088431762e-47,2.3336790497199233e-46,1.0944123756941018e-43,2.5695800365235539e-48,1.4504210730547893e-49,6.3005557352796668e-48,1.1940400379344635e-24,8.680719426032479e-31,1.3583218216145479e-22,1.6800022380180429e-31,1.4068605932856728e-35,3.4438598247191364e-22,3.0445328185861523e-55,1.3594076579238584e-55,3.3752859726495262e-52,1.5634504893470365e-30,1.0078119349875456e-27,1.0930166593295775e-52,2.5765329198254346e-54,7.1882347662207538e-55,1.2168514537695782e-63,4.3508003750580146e-37,2.9348372824181872e-60,1.6997248718739693e-25,5.3347952893489221e-23,5.5288587832013814e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999612,9.9999999999999436e-05,0.10889011,1.5858597491344051e-27
8.388607e-09,0.0027841138579591156,3.260543119108945e-17,3.2540326151636377e-17,3.1665324774821487e-17,3.0989515795950719e-17,1.1998501217709586e-19,1.0826939873121485e-17,2.2186576433588302e-18,1.5316392555170625e-18,1.8026740631498347e-18,3.2983584948123555e-18,1.5206977577547033e-18,1.4771795418804873e-18,1.8898448499505078e-21,2.4667048836129525e-21,1.5062853125656133e-18,2.7792595971441191e-18,7.7678457835796218e-22,9.4553012292322046e-19,2.1638444588047394e-19,1.006620374106156e-21,1.3946806736128682e-21,6.6673311003220344e-25,6.7131419001550139e-24,1.1949805107624645e-20,1.7199128267999909e-31,6.3446629193949788e-23,2.876983321720757e-24,2.0199079259558346e-24,2.4729824237600488e-19,9.5623165502620703e-22,2.0133746635838818e-21,1.2344737866821094e-20,2.1674470335260107e-33,8.0410897711440329e-29,1.5051765317736263e-26,9.6145296571519639e-30,6.06982396758253e-22,2.1706618054278598e-26,4.2708798585949821e-26,7.6631342842509718e-22,1.0439679645470136e-21,4.2312024287765734e-32,8.0581187860206449e-22,6.8947506469007984e-25,5.1927438108326894e-32,5.3525894642608261e-25,7.7889657582152693e-22,1.0543648784005924e-21,6.2479080785201885e-23,1.5022027479755722e-29,1.1645197014600411e-20,2.2480243551457457e-33,3.7671591821642412e-29,6.2120842863091631e-31,2.6478160059886291e-24,3.4566794655159296e-24,2.2950956455351055e-27,2.3053787968180077e-26,7.9383275721784356e-39,1.248616629280446e-35,1.1389374296581021e-40,6.8267661245946359e-36,3.0755842768430986e-31,3.2853511080883965e-25,2.6269680941084995e-33,7.8723882508772923e-42,4.4336425447724417e-51,1.1249625402238055e-45,2.3783726977565892e-44,9.6873505461561145e-42,1.1361035783377485e-46,1.4925729642105341e-47,1.2981115129371458e-45,4.781985288531058e-24,1.9119877476132961e-29,1.7801428241994363e-22,7.4259027184590736e-30,1.2375397244747522e-33,1.2251669626274206e-21,6.2755358009817861e-53,2.8026297575567367e-53,1.3925111963313081e-49,8.8326167080828217e-30,1.1506888606811627e-26,3.7415659501963954e-50,1.7605521443334988e-51,4.9222058486870055e-52,8.3176551494243456e-61,1.5628052302632349e-36,4.0125295613163935e-57,1.2653090829517789e-24,4.190632974221935e-22,4.1489232296524579e-33,0.88130563799999995,0.0,0.0,0.0,0.009891189999999923,9.9999999999998866e-05,0.10889010999999998,1.9409144267021611e-26
9.999999999999999e-09,0.0027841138579591156,3.8335065921228313e-17,3.823614100771223e-17,3.7204625864658826e-17,3.6187759247669997e-17,1.8541467462391864e-19,1.2917820978694524e-17,3.4022705961034102e-18,2.3703045047162093e-18,1.8740470134185421e-18,4.2120812459783182e-18,2.3506960763573181e-18,2.2813002820663536e-18,3.3012345556894937e-21,6.5026264507636173e-21,1.5614840271368115e-18,3.5458786414998043e-18,1.3680565802601714e-21,1.0733493886986639e-18,3.1959249245021164e-19,2.671404317438644e-21,2.6006225636933994e-21,1.8202836993098189e-24,3.1448681981042988e-23,1.7802000987585976e-20,4.5339638879353945e-31,1.3532178129799699e-22,1.2917633193039503e-23,7.0529833849876614e-24,2.8471808225334656e-19,1.694522915624036e-21,2.9611103703744311e-21,1.8452537228457966e-20,1.015381847068711e-32,6.8706270858354752e-28,4.5056477154059841e-26,8.5693656994835683e-29,1.3745231399008057e-21,5.769795646356892e-26,1.9934948431244805e-25,1.0823864365051356e-21,2.107497256370607e-21,4.4496124784440269e-31,1.4263470174494663e-21,1.7595726378487113e-24,1.0379453058926791e-30,1.7532141196396302e-24,1.104237512231973e-21,2.1315510908882277e-21,1.2906728724289557e-22,2.6627676164506471e-29,1.7553368124984923e-20,1.0093851156634042e-32,3.0785459317950426e-28,6.0307757879687069e-30,4.5349215125188175e-24,8.9062780845415244e-24,6.0821073949208756e-27,1.0441958995556231e-25,6.4872638690003502e-38,4.8972547388578287e-34,4.492149157611399e-39,3.0921362868938451e-35,2.5488157736247468e-30,9.6844821643935014e-25,4.2849970463127803e-32,1.2841388057326001e-40,1.1550633852970479e-49,1.7387320097362712e-44,3.6761464633922721e-43,1.3895060254705756e-40,8.5908864627921423e-46,2.317676232414429e-46,3.9325315786502866e-44,7.5462198696297412e-24,7.9594268458886745e-29,1.925938449146267e-22,5.6126426146342987e-29,1.9274420310408521e-32,1.8280582809918588e-21,1.9015462119066768e-51,8.4930478729699384e-52,8.3340265390352804e-48,1.5637410815962806e-29,3.1717812079898141e-26,2.130739780134089e-48,1.9830740698264469e-49,5.5677491088355805e-50,9.4001764897746053e-59,2.2495054426243858e-36,9.038203951965957e-55,2.7309989639510699e-24,9.6002028610387441e-22,9.0375995498335661e-33,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999092,9.999999999999865e-05,0.10889010999999997,5.552619379499066e-26
1.6777215e-08,0.0027841138579591156,6.2432828811856575e-17,6.2191663887493996e-17,6.0501881366924252e-17,5.8050590657911764e-17,4.6059949283992511e-19,2.1711672504614149e-17,8.3803234097465564e-18,5.8975723449334659e-18,2.1742281791275515e-18,8.0550267813276922e-18,5.8415124413337258e-18,5.6632804335246044e-18,9.2372734267655501e-21,2.3476951263963769e-20,1.7936394084575952e-18,6.7701337342630384e-18,3.8548350882788154e-21,1.6109331099276394e-18,7.5366606812860055e-19,9.6731715539303655e-21,7.6725866758511048e-21,6.6718998828920429e-24,1.3548169768192757e-22,4.2415232955586454e-20,1.6369331834980472e-30,4.3761511319582129e-22,5.5146712578173737e-23,2.8221149373720641e-23,4.4209887025125785e-19,4.7996366933880722e-21,6.9471079811971886e-21,4.414078922575216e-20,4.3742990261491604e-32,3.2385257920272601e-27,1.7125063533136976e-25,4.0566811572703881e-28,4.6026547239010237e-21,2.0907073674592027e-25,8.5815066125433069e-25,2.411729887454197e-21,6.5805008436309735e-21,2.1384279301660953e-30,4.0362007595370266e-21,6.260201177425514e-24,5.184950464669052e-30,6.875703834582211e-24,2.4725601215240101e-21,6.6619931103486591e-21,4.0912472303179336e-22,7.5438845352298119e-29,4.2402021353504981e-20,4.3091918720815193e-32,1.4441933321137835e-27,2.8782395691502186e-29,1.2471731307174129e-23,3.1826261915202092e-23,2.2009564466605758e-26,4.4662880503587932e-25,3.0432761169931363e-37,2.496903979693338e-33,2.2906265558742191e-38,1.3225869179783317e-34,1.1975121400971856e-29,3.6598020315395062e-24,2.1202033113886222e-31,6.3538865946930703e-40,5.8265714613500293e-49,8.5783728404712475e-44,1.8137026361478241e-42,6.8260745746034728e-40,3.9944297074770523e-45,1.1437637247075882e-45,1.9926056386743285e-43,1.9172069098552001e-23,3.339381496127607e-28,2.5391273461589992e-22,2.609516412759276e-28,9.5134137747557205e-32,4.3637054422922084e-21,9.6351536912072733e-51,4.3034471968255231e-51,4.2799706167781093e-47,4.4257091241430655e-29,1.1672114380943545e-25,1.093486616656488e-47,1.0249464036848938e-48,2.8777632919631008e-49,4.8585720759057686e-58,5.1376370031544263e-36,4.6882425467768811e-54,8.8954141294982855e-24,3.2351833394672204e-21,2.9598449998654081e-32,0.88130563799999995,0.0,0.0,0.0,0.0098911899999998467,9.9999999999997728e-05,0.10889010999999994,2.0742769132954323e-25
3.3554431e-08,0.0027841138579591165,1.1491247093963283e-16,1.1407935586381077e-16,1.1091975820757369e-16,1.0276821278154462e-16,1.70498290620903e-18,4.3635352728138349e-17,3.0135809778959496e-17,2.193684633879063e-17,2.5690633878789077e-18,1.7988149306159573e-17,2.1631753018055324e-17,2.0892636922085818e-17,4.1044961099101292e-20,1.9583878956133901e-19,2.0710571897329487e-18,1.504356225701853e-17,1.7381162155010364e-20,2.4716701951323482e-18,2.3964096014644747e-18,8.1094511038828416e-20,3.5581237394412737e-20,5.7094236595903466e-23,2.3392725989426515e-21,1.4803327258081663e-19,1.3654882791687009e-29,2.8632070509349285e-21,9.2716413888332408e-22,3.7107758643168854e-22,7.1660999792690343e-19,2.1964926207283503e-20,1.9165902311445458e-20,1.5671656988399343e-19,7.5528565681841991e-31,1.1176758804483274e-25,1.9695399928633971e-24,1.4340633187217094e-26,3.3334613236207241e-20,1.747180144806052e-24,1.499072199853545e-23,6.4911991956056596e-21,3.4247587268798152e-20,8.4763405776397716e-29,1.8391946433381371e-20,4.1474942114853599e-23,4.003159376958318e-28,7.2851616076100495e-23,6.7270246154965715e-21,3.4650068811798321e-20,2.2853604395580867e-21,3.4532163023836883e-28,1.4184901352184267e-19,7.2450111529225346e-31,4.8630713133787114e-26,1.0815042466121665e-27,5.0628497045520383e-23,2.442258652046129e-22,1.7241783177518416e-25,7.082818759283848e-24,1.0247717580109921e-35,3.8612719212374478e-31,3.5524455200226558e-36,2.0974228012907769e-33,3.8203492288590685e-28,3.4551508675245072e-23,1.4665173771481941e-29,4.3949534233195409e-38,7.1591186821300316e-47,4.7793191302943872e-42,1.0105012121630415e-40,3.6424991806660426e-38,1.062256974473798e-43,6.3880215336079004e-44,2.2307228415142355e-41,7.7013424295265525e-23,4.3937422957776216e-27,3.8373651256301618e-22,6.9324071898973026e-27,6.4227982240003903e-30,1.5905461089571779e-20,1.0787780728012789e-48,4.8184946582377402e-49,9.5960329801402678e-45,2.0170316138381245e-28,1.0757560601003785e-24,2.684573684631187e-45,4.9918800554356806e-46,1.4134533926913865e-46,2.3852900622691471e-55,1.4743766016106074e-35,4.6040837583019402e-51,5.7417850786481474e-23,2.4181319215776685e-20,1.9583627554555557e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899999996923,9.9999999999995451e-05,0.10889010999999983,1.9148338368963424e-24
6.7108863e-08,0.0027841138579591165,1.9740681768975945e-16,1.9485965212144088e-16,1.8928978693072208e-16,1.6590217248088792e-16,5.9355415916598304e-18,8.8017198620358867e-17,9.9995542668898657e-17,7.6815379093130522e-17,3.2305842998346914e-18,3.8168837555058035e-17,7.5149492035223484e-17,7.2064773408358625e-17,1.7017059138556385e-19,1.4309134467362118e-18,2.5236110480863248e-18,3.1719538721920906e-17,7.3126453544340969e-20,3.3444689275747742e-18,6.8077486395554212e-18,5.9196949097201953e-19,1.3738964808024204e-19,4.2107051071448079e-22,3.484338455321464e-20,4.9907473123884831e-19,9.9770610210718031e-29,2.0581502847292361e-20,1.36693916374781e-20,5.3001662691528735e-21,1.0297013172485063e-18,9.480560599040803e-20,4.5292787657894247e-20,5.4337728406009232e-19,1.1249986737550475e-29,3.327385122931615e-24,2.4637277696668426e-23,4.3216527023750679e-25,2.2393953599799401e-19,1.2699752571842653e-23,2.2811183676380018e-22,1.6541112955526446e-20,1.5722463810655708e-19,2.7771089458877396e-27,7.8926539753187376e-20,2.1890047209480054e-22,2.4868265250489346e-26,6.7735046063905491e-22,1.7399227169870423e-20,1.5840938149944263e-19,1.192055489296627e-20,1.4906650817653028e-27,4.2605209463918272e-19,1.0681560717228819e-29,1.4380013762884786e-24,3.3936491442002191e-26,1.8258642390411888e-22,1.5634048005281793e-21,1.1151060724873486e-24,9.2916531708712993e-23,3.030233216871766e-34,4.8049578668842849e-29,4.4269987253609321e-34,2.7515285026646631e-32,1.0091380037779882e-26,2.7302874881665012e-22,8.7522370443862161e-28,2.6229419958356064e-36,8.0528443712194181e-45,1.9638458141821287e-40,4.1522452958524467e-39,1.4577827029721091e-36,2.1162829344129797e-42,2.6280970785461286e-42,1.8406052265166784e-39,3.103578114614566e-22,4.3101545441400193e-26,5.7935188158921347e-22,1.3782312636746286e-25,3.8077977995901505e-28,5.9693931982305556e-20,8.901674519282565e-47,3.9761401553723341e-47,1.5862292816790629e-42,8.656540007094936e-28,9.3075795616356226e-24,5.4080677314678618e-43,1.9788058930112463e-43,5.6971521056128485e-44,9.6121506915645924e-53,3.6052985350822184e-35,3.711497722135149e-48,3.3310407135179898e-22,1.7082034501552953e-19,1.1784125657060111e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899999993835,9.9999999999990897e-05,0.10889010999999951,1.5300006193006234e-23
