Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702)
0.00024254089881726562,0.002673521209818189,4.9669379192808329e-11,2.1271151494165459e-11,4.0048663716557262e-11,3.5440259166671152e-11,1.1831555099253893e-08,2.9383111559709549e-08,4.1408602903169722e-10,4.8715285745835847e-10,1.3409616269525441e-10,7.3777941436497964e-10,1.8401834485383046e-10,4.0507260872285523e-10,1.1816448396036126e-11,6.3768536587000849e-11,5.9298632643831639e-11,3.9245346240365878e-10,2.7667906165388444e-12,1.5247909525038677e-10,3.578433127739878e-09,1.3923928764020519e-11,1.5367458198210215e-12,1.4725961064677919e-14,1.1681749729205875e-09,1.0516118275980061e-08,1.8624321734276497e-20,8.9374762279937145e-11,1.1234557522160421e-09,4.1953057437723248e-08,3.0173903320080416e-11,1.4896826862572515e-09,1.4452273801173086e-12,6.7859775104609287e-09,4.6376052709420168e-18,2.9836329693680416e-09,9.038566499551615e-09,1.4666725293331966e-10,2.0805767061150086e-10,6.1195209153578513e-14,6.01554295669403e-09,1.1120641001431174e-11,7.3608239485943746e-11,2.1501639007883064e-12,7.9351952064908842e-10,2.7375680435347984e-13,2.6277611836466331e-11,7.5485748511983767e-10,7.2098851858783541e-12,3.9721405958865746e-11,1.7458017538451518e-08,2.0825156898378206e-16,2.5320720553455901e-10,1.0282626663279063e-17,1.331240366206576e-09,1.3509478008121585e-11,2.9791724061577388e-12,1.7688063525066641e-11,1.8746004066683689e-14,1.4821760863965305e-09,2.1754997153182821e-18,1.7224248536230361e-10,1.1412595444014971e-14,5.2376229327056551e-18,3.3779645684901572e-09,4.7936778396942325e-12,2.1958402545565523e-09,1.5558582144325322e-17,2.0487205702175813e-18,5.5275871210586694e-14,4.4436467081977846e-13,1.0585932394545087e-10,7.4857572334959239e-18,5.6957865295191447e-16,5.1709653559829526e-11,4.2000550477244035e-10,3.2269624617737457e-15,8.746615438263726e-15,1.3146683690692154e-10,1.2533424282572481e-09,9.5571224947858787e-09,1.6529623011405155e-17,6.7100430180392886e-18,3.0414284378809536e-10,7.6903013450215269e-17,1.8145937655870089e-09,1.8814186844549247e-15,3.8134517256619255e-15,4.0059260851602024e-13,6.0874178913366266e-21,4.4271897341832443e-16,2.9268237429513814e-13,1.7747274968333246e-11,2.4533350022034928e-10,3.7890330351643288e-22,0.88130563799999995,0.0,0.0,0.0,0.0098911319050815003,0.00010000015633453991,0.10889002229358727,9.2737488359084576e-14,7.2466629289956074e-19,1.3364982106475905e-20,2.8422786017382178e-13,8.0676491729195876e-12,3.6380297295750285e-14,2.8196299819702799e-15,9.0269218520427956e-16,2.9019937550792084e-16,5.5092073799784494e-16,9.6366508076508014e-16,5.3509881982850686e-15
0.0002460950074661794,0.002673521214656734,5.3210433235700864e-11,2.2799587808732219e-11,4.2955948452323064e-11,3.7986949459531342e-11,1.2668879786910557e-08,3.1448138347226045e-08,4.4380893212143706e-10,5.2183472269874559e-10,1.4389841662837675e-10,7.9170870353794304e-10,1.9722464326692533e-10,4.3442843768938614e-10,1.2672698365143126e-11,6.8389252527095542e-11,6.3611986716923314e-11,4.2099945186592034e-10,2.9653250538694057e-12,1.6307328639923609e-10,3.8269936444890479e-09,1.4923035082155429e-11,1.6470517604370129e-12,1.5782616740994115e-14,1.2506013965463903e-09,1.1272581452518508e-08,1.9973854041538793e-20,9.59517702297911e-11,1.2034049013007946e-09,4.4998233643906752e-08,3.2386425369858633e-11,1.5967405382608074e-09,1.5503485418756501e-12,7.2731317878919294e-09,4.9648347146648743e-18,3.19254150306827e-09,9.6846305012470278e-09,1.5693661594487122e-10,2.2292017131006898e-10,6.5566652679512479e-14,6.4372492860868354e-09,1.1933342047628596e-11,7.8987400428086622e-11,2.300712445315391e-12,8.5029374984743452e-10,2.9376237338313454e-13,2.8117458197682781e-11,8.0933756287946856e-10,7.7342155158126358e-12,4.2610027999780667e-11,1.8717704768900932e-08,2.232178204015658e-16,2.7175122809089094e-10,1.1014375355652669e-17,1.424126338529631e-09,1.4452087061804676e-11,3.1973253267007764e-12,1.8983255496759766e-11,2.011866251731961e-14,1.5888528932996506e-09,2.3272930439109808e-18,1.8486171242890403e-10,1.2248731420557484e-14,5.6145908958219934e-18,3.6231670180297062e-09,5.28572328909564e-12,2.3196747234597851e-09,1.6436007812979544e-17,2.3163609315407594e-18,6.2605637429088881e-14,5.0328891900182818e-13,1.1989894818915021e-10,8.4785580067966139e-18,6.4510671096167622e-16,5.8641789918810623e-11,4.5195550836637905e-10,3.5581889798254406e-15,9.3797878064533513e-15,1.4798947812505282e-10,1.3442641407032866e-09,1.0248087266956632e-08,1.8745565166370318e-17,7.60958363119197e-18,3.4809861925968873e-10,8.2405221266139122e-17,1.9456109816075164e-09,2.1597433486412605e-15,4.3776242268960386e-15,4.6054545496239765e-13,6.9984632307081458e-21,5.089774418757581e-16,3.3811636724916474e-13,1.8986441066332929e-11,2.6271888491130648e-10,4.3559568736984952e-22,0.88130563799999995,0.0,0.0,0.0,0.0098911277267461871,0.00010000016752436256,0.10889001598857093,9.9309244599557076e-14,8.3309253577712035e-19,1.5364681568324514e-20,3.2827995872417654e-13,8.6305718927987424e-12,4.1841536709788261e-14,3.2428993980859403e-15,1.0382000305822734e-15,3.3376256910295195e-16,6.3362194744806246e-16,1.1083228615161154e-15,6.1542321574973493e-15
0.00024964911611509324,0.0026735212198284114,5.7022330726083821e-11,2.4445603253927179e-11,4.6089702161856377e-11,4.0730074761301566e-11,1.3566737712511999e-08,3.3657853013373306e-08,4.7582132618154709e-10,5.5916452180998557e-10,1.5446722430249425e-10,8.4985521960562769e-10,2.1144523125364831e-10,4.6606627783923642e-10,1.3595501028300362e-11,7.3369106114587238e-11,6.8260668118355125e-11,4.5176456486232914e-10,3.1791048450370218e-12,1.7442907946117558e-10,4.0934107085441901e-09,1.5998859966795433e-11,1.7658542222714391e-12,1.6920410023204625e-14,1.3391941693824222e-09,1.2084318572931484e-08,2.1428276557201702e-20,1.0304728052278001e-10,1.2894073013494572e-09,4.826805342759444e-08,3.4772614852915368e-11,1.7119577673403763e-09,1.6636415981806196e-12,7.7957838037534293e-09,5.3165443096449801e-18,3.4165062198013058e-09,1.0376814168898718e-08,1.6794609750961431e-10,2.3892061038700257e-10,7.027279242937072e-14,6.8889664231247081e-09,1.2809577998486816e-11,8.4787074811004401e-11,2.4621107106147535e-12,9.1136959359480127e-10,3.1533185919774615e-13,3.0089890152348598e-11,8.6780232754894388e-10,8.2992968565112097e-12,4.5723146986218142e-11,2.0069491924225197e-08,2.3932471948055827e-16,2.9174866801917884e-10,1.1801527498632634e-17,1.523733796694181e-09,1.5462905704482813e-11,3.4325733270059547e-12,2.0379939016202438e-11,2.1598882789601658e-14,1.7036737476835114e-09,2.4900705575579307e-18,1.9836545418350656e-10,1.3143474357063407e-14,6.0203377958165837e-18,3.8860536560088424e-09,5.8356030046826557e-12,2.4475774162116249e-09,1.7342258616433981e-17,2.615815076998341e-18,7.0822906614937071e-14,5.6934783472541838e-13,1.3563886039961537e-10,9.591593280667616e-18,7.2977985875318446e-16,6.6424340601338643e-11,4.8623918946608116e-10,3.928346876951842e-15,1.0062216929794983e-14,1.665697358979292e-10,1.4415645463191649e-09,1.098971982329166e-08,2.1233352660231217e-17,8.6194772709080574e-18,3.9791685729926003e-10,8.8324315009235291e-17,2.0860207215252417e-09,2.4788299878262651e-15,5.0244188355679001e-15,5.2928763482689447e-13,8.0430715569810862e-21,5.8494978312496224e-16,3.9034058954253907e-13,2.0315515408515039e-11,2.8142377776092675e-10,5.006076777753379e-22,0.88130563799999995,0.0,0.0,0.0,0.0098911232422580573,0.00010000017946309439,0.10889000922187106,1.0637977873826427e-13,9.5743032833898763e-19,1.7657836899310054e-20,3.7891462591355928e-13,9.2342724351858102e-12,4.8129217643238603e-14,3.7302215199674775e-15,1.194214066644958e-15,3.8391814149900668e-16,7.2883820913062741e-16,1.2748699384083445e-15,7.079019270480203e-15
0.00025284781389911564,0.0026735212247876467,6.0703139762552736e-11,2.6035632244744852e-11,4.9119422964374317e-11,4.3380363852283799e-11,1.4430438303826782e-08,3.5779155996452589e-08,5.0674748451185073e-10,5.9520624707832466e-10,1.6468786857750174e-10,9.060861162179585e-10,2.2518064642876828e-10,4.9664958881745233e-10,1.4487537499288486e-11,7.8182921655997635e-11,7.2754403314188616e-11,4.8150415892051014e-10,3.3855884638136402e-12,1.8534922878594393e-10,4.3495958914756609e-09,1.7037965544566215e-11,1.8806254118203116e-12,1.8019368924336168e-14,1.4246140001796044e-09,1.2865708710910766e-08,2.2834205785173408e-20,1.0991283988275584e-10,1.3723960103074847e-09,5.1417608775051563e-08,3.708078329531669e-11,1.8231867322088836e-09,1.7731580997551438e-12,8.2988050839417239e-09,5.655657461217369e-18,3.631913974051339e-09,1.104209791225641e-08,1.7853494111527711e-10,2.5437193560089771e-10,7.4817423060539174e-14,7.3230543652105731e-09,1.3656930835626655e-11,9.0395562106540155e-11,2.6173420868417704e-12,9.7030784420288156e-10,3.3619029547733192e-13,3.1986949480899661e-11,9.2408474163895654e-10,8.8455332032932956e-12,4.8732439661386387e-11,2.1370787685365107e-08,2.5487407547459356e-16,3.1109033145573239e-10,1.2561096305198248e-17,1.6195620442960321e-09,1.6435372636635184e-11,3.6601041603240409e-12,2.1730802179453961e-11,2.3030542139244376e-14,1.8145327510823017e-09,2.6466721230348399e-18,2.1132781870372259e-10,1.4002346237695766e-14,6.4120845504792762e-18,4.1388885710029867e-09,6.3862324879265531e-12,2.5660335661679312e-09,1.8181576070082472e-17,2.9152557853794177e-18,7.9055642597674452e-14,6.3553108857480159e-13,1.5140873154907729e-10,1.0706747076966284e-17,8.1461237980178332e-16,7.4232315397315564e-11,5.1923615020117402e-10,4.2990090302619403e-15,1.0722049468751344e-14,1.8525456523821543e-10,1.5349737260045836e-09,1.1703791442816715e-08,2.37292672841222e-17,9.6326700419463463e-18,4.4835485619216307e-10,9.4036246420909716e-17,2.2210088675085404e-09,2.8058205923338665e-15,5.6872300738315028e-15,5.9973057440186051e-13,9.1135246812893418e-21,6.6280186470809465e-16,4.4396758676217912e-13,2.1594420091192222e-11,2.994761692034736e-10,5.6723720757953483e-22,0.88130563799999995,0.0,0.0,0.0,0.0098911189246272176,0.00010000019088973488,0.10889000270721859,1.1320366221528562e-13,1.0848617236896529e-18,2.0008047382883679e-20,4.3090924773579038e-13,9.8151226853740301e-12,5.4600112382062926e-14,4.2317434447495404e-15,1.3547741052737862e-15,4.3553520092123339e-16,8.2682893568596787e-16,1.4462683357662879e-15,8.0307423203229111e-15
0.00025604651168313803,0.0026735212300551025,6.4639238215929963e-11,2.7736567624144024e-11,5.2363026920121737e-11,4.62159708752226e-11,1.5350663148329569e-08,3.8034759382821473e-08,5.3983329534185563e-10,6.3374338028799367e-10,1.7563271989655433e-10,9.6630125726548326e-10,2.3987264522737491e-10,5.2938775389548475e-10,1.5442417610128607e-11,8.3335858807319689e-11,7.756473835301049e-11,5.1333893494503594e-10,3.606449841469177e-12,1.9698063269658966e-10,4.6224554128736306e-09,1.814942350516721e-11,2.0034112630581302e-12,1.9194847753146278e-14,1.5158309436810916e-09,1.3698774504936574e-08,2.433917931160449e-20,1.1726868048889193e-10,1.4610843457032817e-09,5.4777478107192365e-08,3.9553090268672439e-11,1.9421046009147385e-09,1.8903900775850578e-12,8.8349989494494053e-09,6.0177849112558622e-18,3.8613869503218096e-09,1.1750319022160557e-08,1.8981519012319159e-10,2.7089613707425994e-10,7.967761344945354e-14,7.7850927730523479e-09,1.4564307392687792e-11,9.6401322488424017e-11,2.782709024343363e-12,1.0332964514037311e-09,3.5852621558173026e-13,3.4007866118976273e-11,9.8409251960987197e-10,9.4302438375513407e-12,5.1953686253604251e-11,2.2758182739876867e-08,2.7149830888891326e-16,3.3180553644605872e-10,1.33728319520889e-17,1.7216759582316742e-09,1.747162642251702e-11,3.9037903977822267e-12,2.3177577908245674e-11,2.4563850647460711e-14,1.933068041382408e-09,2.8135456616777199e-18,2.2510840922747494e-10,1.4915432863301462e-14,6.8309572985250304e-18,4.408208017952993e-09,6.996201354314501e-12,2.6875042497165668e-09,1.9042252754709996e-17,3.2457426213454607e-18,8.8159054661563727e-14,7.0871373803691661e-13,1.6884674837943468e-10,1.1939862457898234e-17,9.0841660033420082e-16,8.2877660274234098e-11,5.5440679242834515e-10,4.7096156421642188e-15,1.1428653763296902e-14,2.0600438441297856e-10,1.6342932508068989e-09,1.2465254756665817e-08,2.6492857495590687e-17,1.0754523168789941e-17,5.0469383127820812e-10,1.0014071338988005e-16,2.3647434162700993e-09,3.1757128058721543e-15,6.4369980641202282e-15,6.7940365539971851e-13,1.0324239324877665e-20,7.5085500676884057e-16,5.0472479551853692e-13,2.2957516640561931e-11,3.1877140728730678e-10,6.4260795413234775e-22,0.88130563799999995,0.0,0.0,0.0,0.0098911143206335695,0.00010000020300278868,0.10888999576076999,1.2049734493958217e-13,1.2290110133732955e-18,2.266658510729556e-20,4.8981789726864379e-13,1.0434146198928185e-11,6.1951224178355567e-14,4.8014858866787526e-15,1.53717464025804e-15,4.9417361244388777e-16,9.3814906431807574e-16,1.6409797334406767e-15,9.1119130654692386e-15
0.00025924520946716043,0.0026735212356510355,6.8849743967010054e-11,2.955675251669104e-11,5.5836718921522775e-11,4.92508462705263e-11,1.6331385310407426e-08,4.0433700420596255e-08,5.7524122324545526e-10,6.7496259434014582e-10,1.8735675478648753e-10,1.0308030934472149e-09,2.555931278449484e-10,5.6444390872453704e-10,1.6464898768992351e-11,8.8853589484974926e-11,8.2715616157928879e-11,5.4742733855640117e-10,3.8427695590632879e-12,2.0937333968605196e-10,4.9131617199286762e-09,1.933867149703817e-11,2.1348146879229447e-12,2.0452597370771015e-14,1.6132722175252046e-09,1.4587179171292597e-08,2.5950694909794493e-20,1.2515221095743452e-10,1.5558965163870194e-09,5.8362716531740226e-08,4.2202025157948186e-11,2.0692865335554233e-09,2.0159210033957088e-12,9.4067099268940435e-09,6.4046226966545785e-18,4.1059162997427488e-09,1.250443175676938e-08,2.0183556643783286e-10,2.8857371961292936e-10,8.4877042046527587e-14,8.2770100329047503e-09,1.5536263738823929e-11,1.0283451030800914e-10,2.9589257300821005e-12,1.1006368614379967e-09,3.8245176525973166e-13,3.6161367186017205e-11,1.048089788708624e-09,1.0056338052731641e-11,5.5402913749697337e-11,2.4237777857933414e-08,2.8927782476137839e-16,3.5399875231005358e-10,1.4240617086359938e-17,1.8305220884306026e-09,1.8576198621819585e-11,4.1648607332433263e-12,2.4727560710721555e-11,2.6206539113000539e-14,2.0598547068464647e-09,2.9914209209229399e-18,2.3976080073879058e-10,1.5886284052508316e-14,7.2789882518291045e-18,4.6951566345615485e-09,7.6726507378778503e-12,2.8118116475683774e-09,1.9923028715203548e-17,3.6100554487647036e-18,9.8213639558023796e-14,7.8954289932548262e-13,1.8810718838266868e-10,1.3301849032664438e-17,1.0120219815374961e-15,9.243950215736345e-11,5.9190189374971294e-10,5.1649737347524847e-15,1.2185738632670787e-14,2.2903776974913076e-10,1.7399155102001014e-09,1.3277480718320624e-08,2.9549417184235547e-17,1.1995304465102611e-17,5.6756299658663101e-10,1.0666693022501354e-16,2.5178271270333581e-09,3.5942046078319032e-15,7.2852700932927363e-15,7.6952096229084032e-13,1.16936647535788e-20,8.5045100971855697e-16,5.7354705745951681e-13,2.4410858894923287e-11,3.3940220171197034e-10,7.2787215663782831e-22,0.88130563799999995,0.0,0.0,0.0,0.009891109409908996,0.00010000021584394094,0.10888998835183454,1.2829587122284289e-13,1.3920818965936135e-18,2.5674092780388006e-20,5.5654824038909013e-13,1.1094081607971992e-11,7.030540117369602e-14,5.4489700807215291e-15,1.7444638524082762e-15,5.6081332441583374e-16,1.0646589286090438e-15,1.8622575057147443e-15,1.034059577579774e-14
0.0002624439072511828,0.002673521241597189,7.3355262129164263e-11,3.1505179775755187e-11,5.9557958565060838e-11,5.2500022711759842e-11,1.7376877640931433e-08,4.2985678057850665e-08,6.1314634653536018e-10,7.1906509388276576e-10,1.9991919885273257e-10,1.0999174519576312e-09,2.7241959815455085e-10,6.0199384134170789e-10,1.7560107395201896e-11,9.4763776894452135e-11,8.823283229842073e-11,5.839400757781021e-10,4.0957124241010307e-12,2.2258118354168014e-10,5.2229759025675426e-09,2.0611571013080423e-11,2.2754854076714699e-12,2.1798816896872874e-14,1.7173983851101857e-09,1.5534863699139095e-08,2.7676831931517379e-20,1.3360372811150383e-10,1.6572898734214467e-09,6.2189527356060908e-08,4.5041042119476314e-11,2.2053526345071979e-09,2.1503794978154944e-12,1.0016460051963769e-08,6.8179992357048907e-18,4.3665675965660654e-09,1.3307610232801069e-08,2.1464845034572381e-10,3.0749147190749702e-10,9.0441235549730851e-14,8.8008783634274994e-09,1.6577708153319465e-11,1.0972761106729032e-10,3.146760038311882e-12,1.1726540496459575e-09,4.0808775998649196e-13,3.8456835078524796e-11,1.1163607087738025e-09,1.0726950298056861e-11,5.9097389514506244e-11,2.5816136133032184e-08,3.0829931115696315e-16,3.7778252847473997e-10,1.5168637695131904e-17,1.9465809572385029e-09,1.9753965541544634e-11,4.4446389075984897e-12,2.6388609381364727e-11,2.796693637183349e-14,2.1955127883853854e-09,3.1810831655902076e-18,2.5534235046925464e-10,1.6918700231429833e-14,7.7583684732158776e-18,5.0009648658937849e-09,8.423651347180863e-12,2.9387469850524454e-09,2.0822424661133384e-17,4.0111618755074523e-18,1.0930567518594828e-13,8.7871216350199021e-13,2.0935541587630732e-10,1.4804400406453905e-17,1.126317554950694e-15,1.030029093833609e-10,6.31884108239061e-10,5.6705160565991232e-15,1.2997340004092245e-14,2.5459470551129612e-10,1.8522612877054522e-09,1.4144096668374892e-08,3.2926139484514809e-17,1.3366052724923164e-17,6.3765045378941913e-10,1.1364639153030175e-16,2.6809076555658966e-09,4.0677786702747084e-15,8.245180511903311e-15,8.7145910769629096e-13,1.3242720016138871e-20,9.6311129496234959e-16,6.5149199553510143e-13,2.5960977984939887e-11,3.6146851378943363e-10,8.2433677999273037e-22,0.88130563799999995,0.0,0.0,0.0,0.0098911041705388846,0.00010000022945760986,0.10888998044739184,1.3663702647293625e-13,1.5765739910030758e-18,2.9076670718300431e-20,6.3212741628657937e-13,1.1797882855312068e-11,7.9803128515039248e-14,6.1850841993774751e-15,1.9801275413920304e-15,6.3657497648620675e-16,1.208485948340056e-15,2.11382203801169e-15,1.1737447701426405e-14
0.0002656426050352052,0.002673521247916851,7.8177995195468447e-11,3.3591539818053037e-11,6.3545549972383017e-11,5.5979693979425861e-11,1.8491735932651096e-08,4.5701104579734264e-08,6.5373727955877187e-10,7.6626769603471366e-10,2.1338382766112794e-10,1.1739951923632012e-09,2.904355790382844e-10,6.422269047004435e-10,1.8733565549451419e-11,1.0109621925183149e-10,9.4144168046772488e-11,6.2306099374624545e-10,4.3665337151913296e-12,2.3666207651992279e-10,5.5532545623457859e-09,2.1974438816180531e-11,2.4261233754522457e-12,2.3240186945359466e-14,1.8287059288559121e-09,1.6546068227347838e-08,2.9526293282518149e-20,1.4266661435427495e-10,1.7657574245299467e-09,6.6275350113173662e-08,4.8084627313654506e-11,2.3509713363135182e-09,2.2944425737346325e-12,1.066696255751902e-08,7.2598855438527603e-18,4.6444864357564417e-09,1.4163265529719762e-08,2.2831015567099622e-10,3.2774293495380521e-10,9.6397706679466011e-14,9.3589250161292003e-09,1.7693926139632944e-11,1.1711560703197163e-10,3.3470374441518977e-12,1.2496983027078477e-09,4.3556430092728469e-13,4.0904356759168391e-11,1.1892110145237257e-09,1.1445456369919935e-11,6.3055710500427603e-11,2.7500318530159126e-08,3.2865621222160669e-16,4.0327806668864284e-10,1.6161406119534233e-17,2.0703696766647416e-09,2.1010174795260114e-11,4.7445504514559205e-12,2.8169187043621134e-11,2.9854011734942329e-14,2.3407106566075374e-09,3.383377454962308e-18,2.7191448138138748e-10,1.801675121695653e-14,8.2714598100726626e-18,5.3269556420210616e-09,9.2583313084343731e-12,3.0680691511378356e-09,2.1738732181854779e-17,4.4522146048364603e-18,1.2152737695441315e-13,9.7696285348103526e-13,2.3276818632248878e-10,1.6460015700123684e-17,1.2522535336293831e-15,1.1465910738105149e-10,6.7452906220798597e-10,6.2323871485277702e-15,1.3867852147206753e-14,2.8293843216308277e-10,1.971781980039297e-09,1.5069006103553364e-08,3.6652185720752216e-17,1.487860571023606e-17,7.1570752435618335e-10,1.2111304492859665e-16,2.8546810442586902e-09,4.6038005637485363e-15,9.3316585465546288e-15,9.86779613664541e-13,1.4995134050797022e-20,1.0905616434997576e-15,7.397563983917951e-13,2.7614922276157146e-11,3.8507810602755526e-10,9.3348476486105323e-22,0.88130563799999995,0.0,0.0,0.0,0.0098910985789434809,0.00010000024389115017,0.1088899720119136,1.4556154493467394e-13,1.7853234742783121e-18,3.2926626395894571e-20,7.177180229286039e-13,1.2548737235510968e-11,9.0605121099076165e-14,7.0222843006043955e-15,2.2481534583437978e-15,7.2274058037476877e-16,1.3720638906381468e-15,2.3999294073148264e-15,1.332610043812381e-14
0.0002688413028192276,0.002673521254635024,8.3341862176711081e-11,3.582627243502235e-11,6.7819738100439471e-11,5.9707299900211088e-11,1.9680904320518123e-08,4.8591162634329746e-08,6.9721716709947795e-10,8.1680399975045103e-10,2.2781928913104719e-10,1.2534139800533774e-09,3.0973106096260646e-10,6.8534699631604939e-10,1.999121952084195e-11,1.0788300406273118e-10,1.0047953289061363e-10,6.649880239250062e-10,4.6565859281164919e-12,2.5167833094440974e-10,5.9054573485539915e-09,2.343408088908448e-11,2.5874824664097273e-12,2.4783905529899703e-14,1.9477300578279438e-09,1.7625355457013313e-08,3.1508450481421187e-20,1.5238755701159499e-10,1.8818305662197054e-09,7.0638956805425525e-08,5.1348372091025255e-11,2.5068630695229141e-09,2.4488391098014394e-12,1.1361136876623919e-08,7.7324063798727464e-18,4.9409045299797505e-09,1.5075064524057989e-08,2.4288122947711684e-10,3.4942890911087685e-10,1.0277610331783412e-13,9.9535446082783059e-09,1.8890607145904227e-11,1.2503615408248615e-10,3.5606454971366848e-12,1.3321471549232732e-09,4.6502143266174072e-13,4.3514777447342931e-11,1.2669697048938318e-09,1.2215490749561241e-11,6.7297898770081347e-11,2.9297922814890281e-08,3.504492412106103e-16,4.3061583266339883e-10,1.7223786060967398e-17,2.2024448113736854e-09,2.2350474355919295e-11,5.0661298808931775e-12,3.0078403870682594e-11,3.1877420264377988e-14,2.4961686723275263e-09,3.5992133214569338e-18,2.8954299408940346e-10,1.9184796884275602e-14,8.8208078296381513e-18,5.6745517233429208e-09,1.0187025345416199e-11,3.1995036648091877e-09,2.2670006422720269e-17,4.9365567448050315e-18,1.3497700695787231e-13,1.0850849016935435e-12,2.585338546847808e-10,1.8282014283985758e-17,1.3908424370401938e-15,1.2750565531378956e-10,7.2002660317486198e-10,6.8575437585661403e-15,1.4802062773226918e-14,3.1435747223559658e-10,2.0989620557263367e-09,1.6056410330343488e-08,4.0758741873036809e-17,1.6545623072767598e-17,8.0255329129347014e-10,1.2910347871387139e-16,3.0398955640410216e-09,5.2106444810822215e-15,1.0561674168216555e-14,1.1172553843707578e-12,1.6977847965258488e-20,1.2347614557204453e-15,8.3969556302800943e-13,2.9380301493643688e-11,4.1034713889582768e-10,1.0570003056311362e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910926097480582,0.00010000025919507974,0.1088899630071677,1.5511333526364178e-13,2.0215514290808071e-18,3.7283366070306973e-20,8.1463699482303868e-13,1.3350085319222098e-11,1.0289541888401449e-13,7.9748342258832586e-15,2.5531081081355045e-15,8.2077821145670633e-16,1.5581797438736907e-15,2.7254533470375724e-15,1.5133615023414865e-14
0.00027204000060325,0.0026735212617785623,8.8872623827222315e-11,3.8220621340716129e-11,7.240230970529021e-11,6.3701615348818244e-11,2.0949702334352386e-08,5.1667866303279379e-08,7.4380472634454457e-10,8.7092561543388903e-10,2.4329944298934059e-10,1.3385801538611273e-09,3.3040297410664477e-10,7.3157358273147561e-10,2.1339469716901945e-11,1.151586694267381e-10,1.0727111400005928e-10,7.0993417128259887e-10,4.9673258762647649e-12,2.6769700166129097e-10,6.2811549842881732e-09,2.4997828167535828e-11,2.7603743442502534e-12,2.6437725855436173e-14,2.0750476821323279e-09,1.8777635551687789e-08,3.3633390770512487e-20,1.6281677626994102e-10,2.0060819672951782e-09,7.5300554141222591e-08,5.4849049635138759e-11,2.6738041309251134e-09,2.6143534931109079e-12,1.2102124608163022e-08,8.2378520541186085e-18,5.2571461590272543e-09,1.6046950019057856e-08,2.5842676909188213e-10,3.7265798751093064e-10,1.09608365398887e-13,1.0587312302956972e-08,2.0173872707342575e-11,1.3352976797730847e-10,3.7885384488139533e-12,1.4204074315603246e-09,4.966098359142938e-13,4.6299757416065521e-11,1.3499908397559784e-09,1.3040964774293799e-11,7.1845501603201154e-11,3.121712494894373e-08,3.7378692125232203e-16,4.5993619973301385e-10,1.8361018972994235e-17,2.3434054189706686e-09,2.3780943407738074e-11,5.4110282697807581e-12,3.2126062041555251e-11,3.404755041831026e-14,2.6626630421306682e-09,3.8295697390316431e-18,3.0829840016915215e-10,2.0427509251614543e-14,9.4091554435675734e-18,6.0452835430004944e-09,1.1221443758109174e-11,3.3327420074996194e-09,2.361406135502355e-17,5.4677219629953391e-18,1.4975894858196329e-13,1.2039174498454769e-12,2.8685251981020931e-10,2.0284545987668085e-17,1.5431598597166804e-15,1.4164657972455949e-10,7.6858217643728e-10,7.553868581705911e-15,1.5805191406184826e-14,3.4916778307496057e-10,2.2343216984008944e-09,1.7110831496673607e-08,4.5279061298521129e-17,1.8380603696291941e-17,8.9907922209392986e-10,1.3765711988001231e-16,3.2373558193656216e-09,5.8978464497216142e-15,1.1954547824186957e-14,1.2649007176984677e-12,1.922147109364501e-20,1.3979369163830321e-15,9.5284523215058562e-13,3.1265334493548932e-11,4.3740080054809138e-10,1.1967975332115096e-21,0.88130563799999995,0.0,0.0,0.0,0.009891086235644905,0.00010000027542332456,0.1088899533920106,1.6533971855714145e-13,2.288918699943065e-18,4.2214406503598855e-20,9.2437701807988055e-13,1.4205642348706264e-11,1.1688492558181679e-13,9.0590798617137748e-15,2.9002245529333998e-15,9.3237023773037377e-16,1.7700273066514813e-15,3.095978929640188e-15,1.719100206497675e-14
