Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410)
0.001508437594330939,0.00187056647571376,2.5434086116304899e-13,3.324728018412373e-13,3.6344796801842085e-14,2.8183108786408439e-14,8.3025595265407485e-11,2.3854822276854814e-09,3.055002625874019e-12,2.1221936098476981e-11,2.3130958561333188e-12,1.7689803734810604e-10,1.7899246755236652e-11,2.0698205506276032e-12,2.0902106375572755e-14,1.5743878500565705e-12,1.1323222768321005e-12,1.0233953318190314e-10,3.6934700834875256e-14,4.4330407418411453e-13,1.4252941133946691e-10,2.3703871546859995e-12,3.9607125858380282e-15,1.535934829458148e-15,4.3633180650830833e-10,6.8659060370424479e-11,7.6031986999292061e-23,1.5603415420969834e-12,4.413753964673987e-11,3.1159025646149686e-09,8.5051418991459723e-13,1.8745681977187772e-09,1.3142165961874127e-13,4.2749916792856622e-11,7.300072984101218e-20,2.6510101247120823e-11,7.3817539840406741e-10,6.7875388385565331e-12,1.471577890460974e-11,6.0193052015498179e-16,2.3984852447011508e-10,6.333770514267579e-13,5.7643174290723927e-11,9.5175444194390768e-14,1.0851695050171597e-09,7.487024829326941e-14,1.8933172334241764e-11,1.3019208907367673e-09,4.6819100895710064e-13,3.6087882659047384e-11,1.5055831960060722e-09,1.6710900373762549e-17,7.6499175124435639e-11,1.8073296376492915e-20,4.6826691873033372e-12,2.2423899056303411e-13,5.5835364513027202e-14,4.1018301438583316e-12,2.6647752097298352e-15,7.5382900423329393e-10,5.7843934308731731e-22,2.6210343898198419e-10,1.4441582538246581e-15,1.1656647438465221e-19,2.3102578806645621e-10,7.0151659314473086e-13,3.8972894455214169e-11,1.4061519909539913e-19,1.8324790940541372e-20,1.7178065759351705e-16,4.67491244346144e-15,1.7538591994187284e-12,5.539722322655821e-21,3.6145794647129405e-18,3.0241493405735239e-12,4.0294056655510307e-11,1.0265954383965542e-16,6.7001156901450203e-17,1.4396505750973896e-12,9.247123065045713e-12,7.1739544770327556e-10,8.9789775333656553e-20,4.1095703002768306e-20,4.591963581545858e-12,6.7586667839443432e-18,3.3271548641610246e-10,9.8131146553564567e-18,2.4981506232858687e-16,1.9423527995357707e-15,1.8491780233677594e-24,9.7125937873928842e-20,1.9487922327646651e-16,6.1100292317430062e-12,1.0232791499900225e-10,7.2313388393736112e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911810319659444,9.9999995161917108e-05,0.10889009621071323,7.4188229912091096e-15,5.2798959464168708e-22,3.7253684994861543e-24,2.0888674409908788e-16,8.7240075745820263e-13,1.8711512565222787e-16,8.1484827975567916e-17
0.0015266977680489671,0.0018705664745205677,2.7879460238210694e-13,3.6449956922922108e-13,3.9842571125420176e-14,3.0890365292177594e-14,9.099817174164487e-11,2.6144148130018533e-09,3.3484393850853231e-12,2.3262317930568427e-11,2.5366926974707011e-12,1.9399787838987055e-10,1.9623500892142215e-11,2.2691655234179459e-12,2.2914919693910696e-14,1.7259946059644864e-12,1.2416585574816111e-12,1.1222129475500022e-10,4.0492601693958337e-14,4.8572548861928221e-13,1.5616675262433145e-10,2.5987243511082436e-12,4.3411437010947602e-15,1.6838900095231474e-15,4.7831329016967248e-10,7.5266957261554558e-11,8.3353539234740797e-23,1.7115310396766285e-12,4.8336396894486662e-11,3.416823784411578e-09,9.3286496047096732e-13,2.0552004208320708e-09,1.4411153921708663e-13,4.6861853147007641e-11,8.0024464779060287e-20,2.9063004941843491e-11,8.093951411636117e-10,7.4411738463729613e-12,1.6123625467821841e-11,6.5951670758018871e-16,2.6268026603687308e-10,6.9459244765100595e-13,6.3214300932349979e-11,1.0434064017936978e-13,1.1896480488876488e-09,8.2106344039981407e-14,2.0756385884445866e-11,1.4273862421134541e-09,5.133928103508214e-13,3.9571990251355131e-11,1.6506700255037024e-09,1.8321152317791352e-17,8.3904088695344887e-11,1.9792630810377837e-20,5.1246612736023314e-12,2.4540465767869405e-13,6.123995049186512e-14,4.4988643785437841e-12,2.9227105606653663e-15,8.2654269724958285e-10,6.3303760784622288e-22,2.874640922550136e-10,1.5838923867809406e-15,1.2781037557382069e-19,2.5336490424804803e-10,7.7223530990225945e-13,4.1888916596895984e-11,1.5113627974751764e-19,2.1591615268966876e-20,2.0270199471798507e-16,5.5164189652771631e-15,2.0696182024564772e-12,6.5370755864432976e-21,4.2652211483796256e-18,3.5798599948081024e-12,4.4191611895653665e-11,1.1300843249949232e-16,7.3431006399511558e-17,1.5964141823680904e-12,1.0081025986285924e-11,7.8657049931063839e-10,1.0628933578022489e-19,4.8647353884766274e-20,5.4675224197344521e-12,7.4093814057472833e-18,3.6481267120215829e-10,1.1722896499547143e-17,2.9840777075859079e-16,2.3154536505116362e-15,2.2043812053759559e-24,1.1578258193934126e-19,2.317668243876306e-16,6.6945146911707454e-12,1.1215195875212849e-10,8.6287537459380658e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911801676494927,9.9999994703210319e-05,0.10889009488141929,8.1310703035518357e-15,6.3002059098857695e-22,4.4452748454054659e-24,2.4870685363604355e-16,9.5583052411965473e-13,2.2497056740506669e-16,9.7970101014728853e-17
0.0015449579417669953,0.0018705664732116545,3.0561251953991274e-13,3.9962748372537175e-13,4.368105574614082e-14,3.3860578163633958e-14,9.9739351928542694e-11,2.8653235359331419e-09,3.6703625761595574e-12,2.5499889512271661e-11,2.7820606222946112e-12,2.1276267406419682e-10,2.1514670792143639e-11,2.4879022532332269e-12,2.5123726870410688e-14,1.8923653854274801e-12,1.361623599068854e-12,1.2306366854505519e-10,4.439500591299936e-14,5.3222553783357148e-13,1.7111508527996618e-10,2.8491722190846236e-12,4.7585064228314639e-15,1.8461721992199512e-15,5.2434136126470863e-10,8.2513595694236592e-11,9.1388091159938496e-23,1.877491475297627e-12,5.294127397940768e-11,3.7469135560918553e-09,1.0232530045071513e-12,2.2533170171532714e-09,1.5803500841975046e-13,5.1370898070321617e-11,8.7725216229883149e-20,3.1862455822987417e-11,8.8747486113052778e-10,8.1579337646317154e-12,1.7667771924480011e-11,7.2267806921595834e-16,2.8770249688792084e-10,7.6176689412799722e-13,6.9327746957878922e-11,1.1439093530699684e-13,1.3042274515722093e-09,9.0046834773712448e-14,2.2755667667723672e-11,1.5649765800623427e-09,5.629878819027805e-13,4.3394723740484928e-11,1.8097774002557586e-09,2.0087269286661743e-17,9.2031443998722443e-11,2.1678220930368913e-20,5.6092265132568488e-12,2.6860902384297349e-13,6.7171808508610668e-14,4.9346330556662907e-12,3.2058099441617311e-15,9.0630495460931216e-10,6.9289483621590006e-22,3.1526724261826972e-10,1.7370843833512945e-15,1.4014421399164715e-19,2.7785930901364527e-10,8.5041529251002913e-13,4.4942622504123586e-11,1.6215412650904161e-19,2.5392754522334303e-20,2.3879154224575156e-16,6.4985753802794146e-15,2.4381739172801897e-12,7.7011920218256795e-21,5.0246115140846623e-18,4.2316337758787865e-12,4.8464734190766731e-11,1.2444918382247961e-16,8.0481931795134564e-17,1.7713116542901218e-12,1.0993758590440809e-11,8.6243628605361941e-10,1.2564109882244141e-19,5.7504423679726867e-20,6.503219323559918e-12,8.1230063273992767e-18,4.0000070163831261e-10,1.4008862851099667e-17,3.5657397659781264e-16,2.7613123561312978e-15,2.628852043683556e-24,1.380774269073277e-19,2.7574925889168896e-16,7.3352091252125274e-12,1.2292346507009999e-10,1.0300050873563579e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911792197474441,9.9999994200016383e-05,0.10889009342354937,8.9120089445649184e-15,7.5204884107722143e-22,5.3062770385191041e-24,2.9623150600546969e-16,1.0472798930861119e-12,2.7049959410614534e-16,1.1779706346034428e-16
0.0015613920981132209,0.0018705664719253277,3.319682724798671e-13,4.3415162311913937e-13,4.746223126637113e-14,3.6780957567894352e-14,1.083250392055e-10,3.1116767620693207e-09,3.9867479963338166e-12,2.7698121178281656e-11,3.0232694220570816e-12,2.3120938309877499e-10,2.3372860414225667e-11,2.7029198930456469e-12,2.7294926032040021e-14,2.0559030338438592e-12,1.4795391133325608e-12,1.337207980132151e-10,4.8229247286592015e-14,5.7788766146482722e-13,1.8579387502378631e-10,3.0952438063731833e-12,5.1686890228099921e-15,2.0056186965692722e-15,5.6954995822542285e-10,8.963297863956061e-11,9.9285822566118654e-23,2.0406835432842298e-12,5.746546296066682e-11,4.071283684622494e-09,1.1121262535539796e-12,2.4479776904078641e-09,1.7172059073016842e-13,5.5800407383871878e-11,9.5288865118345932e-20,3.4612521394218989e-11,9.6415903062496735e-10,8.8620492491567016e-12,1.9185009710678264e-11,7.8473876474111541e-16,3.1226959611029947e-10,8.2780147310050434e-13,7.5337450455961479e-11,1.2426390236172901e-13,1.4167963510927777e-09,9.7852578608668499e-14,2.4719671393918598e-11,1.7001476169571761e-09,6.1173485560233428e-13,4.7152084241617028e-11,1.9660864815185309e-09,2.1822578314643512e-17,1.0002240101205316e-10,2.3530771149602994e-20,6.0851403767005293e-12,2.9139910087187062e-13,7.3004096657953489e-14,5.3630867270599468e-12,3.4841570970702829e-15,9.846857538713789e-10,7.5168337999442115e-22,3.4257293289684426e-10,1.887535434996486e-15,1.5226443407061324e-19,3.0191935160227447e-10,9.2785923998360192e-13,4.7802636252762267e-11,1.7247312680603849e-19,2.9324744499252259e-20,2.7631346149276846e-16,7.5197129734604113e-15,2.8213924790412088e-12,8.9116223804936986e-21,5.8141416779162222e-18,4.9126912116918934e-12,5.2661633070703891e-11,1.3578221522974712e-16,8.7408703745353978e-17,1.9460657369343336e-12,1.1888886867910755e-11,9.3697357266294513e-10,1.458623205130213e-19,6.6759434268775686e-20,7.5948829222809912e-12,8.8241094071823823e-18,4.3455903627349459e-10,1.6448362593236013e-17,4.1867611654488754e-16,3.236596856838927e-15,3.0813371200725429e-24,1.6184368279867674e-19,3.2253776055558391e-16,7.9643737385343191e-12,1.3350372765895308e-10,1.2082971098274055e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911782884566254,9.9999993705503695e-05,0.10889009199120488,9.6790822387331185e-15,8.8222710533653912e-22,6.22478378545326e-24,3.4683299094818715e-16,1.137079831672915e-12,3.1931873065007721e-16,1.3905680124516763e-16
0.0015778262544594464,0.0018705664705270816,3.606036505477175e-13,4.7166891232102518e-13,5.1568615161136116e-14,3.9954939363165841e-14,1.1765296611725846e-10,3.3792283549241855e-09,4.3306873003904321e-12,3.0086903649784872e-11,3.2855470443943054e-12,2.5126733980383897e-10,2.5392410529456174e-11,2.9367181572923001e-12,2.9655644300833203e-14,2.233714478397389e-12,1.6077376100154178e-12,1.4530728749040662e-10,5.2396438517056173e-14,6.2748575420541052e-13,2.0173775481738721e-10,3.3626831387350349e-12,5.6145945374921721e-15,2.1789108082769392e-15,6.1866608071280294e-10,9.7369604691299214e-11,1.0787287907661266e-22,2.2181785540870353e-12,6.2382112211110994e-11,4.4238574307453145e-09,1.2087804974157532e-12,2.6595399376942268e-09,1.865996293229856e-13,6.0613573009008306e-11,1.0350626469277355e-19,3.7600766981578676e-11,1.0474648351692254e-09,9.6271473417886357e-12,2.0834013376840033e-11,8.5218917623098954e-16,3.389500743138731e-10,8.9960276388746957e-13,8.1871968535687201e-11,1.3499192410694045e-13,1.5391265815764455e-09,1.0633998119071191e-13,2.6853766201401434e-11,1.8470342457985808e-09,6.647320778515304e-13,5.1237046436067223e-11,2.1359425353913129e-09,2.370855698493498e-17,1.0871275741559404e-10,2.5544024726926515e-20,6.6021673935112884e-12,3.1615796181274294e-13,7.9346837301362794e-14,5.8290391960705556e-12,3.7868655398842054e-15,1.0698826039582189e-09,8.1555053695209174e-22,3.7223565382462115e-10,2.0509734404979653e-15,1.6543863722860826e-19,3.2806063566640352e-10,1.0127331413746778e-12,5.0760899412157807e-11,1.8314661301007421e-19,3.3817911102094873e-20,3.1924368289520597e-16,8.6880344194788699e-15,3.2598570052283111e-12,1.0296552095908748e-20,6.7174725019532244e-18,5.6958647922245631e-12,5.7221112858609882e-11,1.4820252386611151e-16,9.4935770559573201e-17,2.139139781992089e-12,1.2860070278990323e-11,1.0179770238959419e-09,1.6911546447004935e-19,7.7402119308631197e-20,8.8613905265345182e-12,9.5860081350394858e-18,4.721006501602908e-10,1.9318575896664208e-17,4.9172027339243704e-16,3.7948308667485426e-15,3.6127926131141419e-24,1.8975776089325572e-19,3.7738711615630505e-16,8.6477903356427485e-12,1.4499906893170209e-10,1.4178431136639032e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911772763891036,9.9999993167940469e-05,0.10889009043460017,1.051249897600972e-14,1.0352252076233232e-21,7.3043018602879629e-24,4.0620081235304535e-16,1.2346189535785041e-12,3.7696736577905864e-16,1.6416160496420607e-16
0.001594260410805672,0.0018705664690070864,3.9171611006668e-13,5.1243980831564717e-13,5.6027216940043849e-14,4.3404600077801718e-14,1.2778772815280537e-10,3.669810821897686e-09,4.7046006845324103e-12,3.26828859361199e-11,3.5707487391179035e-12,2.7307842435148561e-10,2.7587450158333601e-11,3.1909422134822634e-12,3.2222705349041447e-14,2.4270686607609946e-12,1.7471232867058668e-12,1.5790485655202418e-10,5.692585563102988e-14,6.813608900398976e-13,2.1905632775161624e-10,3.6533710184930394e-12,6.0993607485969561e-15,2.3672672382585797e-15,6.7202968071081711e-10,1.0577740712149266e-10,1.1721054174997128e-22,2.4112399249319762e-12,6.7725566241228234e-11,4.8071077157343153e-09,1.3139023860850339e-12,2.8894835322937347e-09,2.0277706597798619e-13,6.5843873471316768e-11,1.1243429080561642e-19,4.0847966296197669e-11,1.1379669606859898e-09,1.0458546852026342e-11,2.2626324540680085e-11,9.255013988163362e-16,3.6792680881756821e-10,9.7767854737147295e-13,8.8977513032334133e-11,1.4664957411200914e-13,1.6720713233506457e-09,1.1556906505552103e-13,2.9172786313741632e-11,2.0066594940498922e-09,7.2235324810250847e-13,5.5678414307885035e-11,2.3205284139706119e-09,2.5758396785540188e-17,1.1816421809031884e-10,2.7732044941299562e-20,7.1638851959464472e-12,3.4305692847201766e-13,8.6245069496157445e-14,6.3357991947144638e-12,4.1160848081093043e-15,1.1624935170623848e-09,8.8493824376531915e-22,4.044596324367476e-10,2.2285236661217341e-15,1.797592955949241e-19,3.5646424464647119e-10,1.1058155197549845e-12,5.380806913086742e-11,1.9414087580815373e-19,3.8938821180038849e-20,3.6824646702886053e-16,1.002161719037532e-14,3.7603570735333549e-12,1.1877426661006576e-20,7.7485812690699012e-18,6.5946751621459751e-12,6.2174697052424362e-11,1.6182403465478584e-16,1.0311569869238412e-16,2.3525639356324593e-12,1.3913891769709014e-11,1.1060119694074765e-09,1.9580197107180761e-19,8.9616213245079272e-20,1.0328762440524812e-11,1.0414016299747117e-17,5.1288436427101555e-10,2.2696221494965171e-17,5.7765220297189208e-16,4.4506718550209299e-15,4.2371728723727092e-24,2.2255259435779143e-19,4.4170705842891849e-16,9.3901659883701571e-12,1.5748919910770574e-10,1.6641903126646634e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911761764847346,9.9999992583533367e-05,0.1088900887428719,1.1418038146205882e-14,1.2150933989335371e-21,8.5734088668784897e-24,4.758749364002201e-16,1.3405680394920794e-12,4.450497304993283e-16,1.9381008423968471e-16
0.0016106945671518975,0.0018705664673546308,4.2554718086947221e-13,5.5677302572998637e-13,6.0891605394305927e-14,4.7157596132565407e-14,1.3879957552086252e-10,3.9854162303773851e-09,5.1111174445513963e-12,3.5504153820128866e-11,3.8808928480876986e-12,2.9679699281350279e-10,2.9973331715534538e-11,3.4673786930601111e-12,3.5014108108762013e-14,2.6373209491057051e-12,1.8986798636580093e-12,1.7160241247664176e-10,6.1848931847523019e-14,7.3988386872344852e-13,2.3786874458527803e-10,3.9693208346753216e-12,6.6263949703468312e-15,2.5719925901401113e-15,7.3001052127851092e-10,1.1491506009712622e-10,1.273642654815414e-22,2.6212362169476509e-12,7.3533198851649405e-11,5.2237254025538079e-09,1.4282377890376156e-12,3.1394185610592007e-09,2.2036707274279453e-13,7.1527726840938904e-11,1.2213480686720186e-19,4.4376714154397503e-11,1.2362902767670579e-09,1.1362032856780117e-11,2.4574501958639703e-11,1.0051891323933123e-15,3.9939858730813499e-10,1.0625812501836814e-12,9.6704358894310877e-11,1.5931796336692247e-13,1.8165587964876526e-09,1.2560513013196799e-13,3.1692866383290076e-11,2.1801362798025312e-09,7.8500494571882487e-13,6.0507526215290362e-11,2.5211308924179734e-09,2.7986450888909093e-17,1.2844391271078721e-10,3.0110135497785525e-20,7.7741841639267418e-12,3.722822989093742e-13,9.3747777144675494e-14,6.8869649688935435e-12,4.4741525209997209e-15,1.2631692593994872e-09,9.6032707008795529e-22,4.3946688329155736e-10,2.4214093852312338e-15,1.9532703878537162e-19,3.8732712749822412e-10,1.2079766232842018e-12,5.6932658794312585e-11,2.0541447115426016e-19,4.4731273372750132e-20,4.2403727782802856e-16,1.1539932229000046e-14,4.3302543375510854e-12,1.3677498522050206e-20,8.9225227335946893e-18,7.6240184839438298e-12,6.7556686653363584e-11,1.7677409554833745e-16,1.1200574371443176e-16,2.5885944120518803e-12,1.5057508052445264e-11,1.2016934659254059e-09,2.2636412108634212e-19,1.0360414268054924e-19,1.2026412200312158e-11,1.1313915053636323e-17,5.5719159103566876e-10,2.6668301651172928e-17,6.7876888794456166e-16,5.2213745548643631e-15,4.9709049205032005e-24,2.6109099034728925e-19,5.1715504558135727e-16,1.0196619365331112e-11,1.7106082349211766e-10,1.9538697208984453e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911749810627857,9.999999194815315e-05,0.10889008690420168,1.2401985913263409e-14,1.4266001164953939e-21,1.0065749759636663e-23,5.5766686899539394e-16,1.4556564040312332e-12,5.2546044116341619e-16,2.2882730560198213e-16
0.001627128723498123,0.0018705664655580892,4.6230733446747293e-13,6.0495483312263757e-13,6.6172795690125237e-14,5.1236717812701874e-14,1.5076491164162632e-10,4.3282102242418298e-09,5.5531058722644636e-12,3.8570436258300196e-11,4.2181745970710227e-12,3.2259092460537214e-10,3.2566803944727449e-11,3.7680101108128059e-12,3.8049583495681014e-14,2.8659550781083493e-12,2.0634774226833782e-12,1.8649666707897941e-10,6.7200303623787806e-14,8.0345780509812165e-13,2.5830454149259162e-10,4.3127566733684064e-12,7.1994174349284789e-15,2.7945280033527354e-15,7.9301074381496114e-10,1.2484639462244911e-10,1.3840570429868054e-22,2.8496654608665208e-12,7.9845671900620838e-11,5.6766383236861355e-09,1.5525992500060417e-12,3.4110968462165439e-09,2.3949384401720283e-13,7.7704749232570588e-11,1.3267509336479473e-19,4.8211585678104673e-11,1.3431142482704661e-09,1.2343897460209164e-11,2.6692210665359521e-11,1.0918113277621139e-15,4.3358150336588004e-10,1.15491176202502e-12,1.0510719173447846e-10,1.7308531173099006e-13,1.9735988493969712e-09,1.3651920519477535e-13,3.4431555156885392e-11,2.3686753050692526e-09,8.5312945952839769e-13,6.5758472936004078e-11,2.7391497936325274e-09,3.0408335972609969e-17,1.3962484271892963e-10,3.2694946480332233e-20,8.4372947494802149e-12,4.040366566711453e-13,1.0190824718970412e-13,7.4864512128423584e-12,4.863611880904604e-15,1.3726179652876937e-09,1.0422395939420948e-21,4.77498766815583e-10,2.6309604645922713e-15,2.1225136739133345e-19,4.2086349689824125e-10,1.3201906945211561e-12,6.0120950729144447e-11,2.1691790522919227e-19,5.1300378027110354e-20,4.8739569116867828e-16,1.3264195246575557e-14,4.9774700609227336e-12,1.5721787703982307e-20,1.0255700568588655e-17,8.80021303079058e-12,7.340441157019539e-11,1.9319527058359767e-16,1.2166822773450681e-16,2.8497365051151653e-12,1.6298700041291428e-11,1.3056906612431833e-09,2.612864190564598e-19,1.195876595326241e-19,1.3987480791750578e-11,1.2291993947620433e-17,6.0532831989741159e-10,3.1344607695412738e-17,7.9777206877470601e-16,6.1272519036143374e-15,5.8333272821888331e-24,3.0638867476996451e-19,6.0568022121112481e-16,1.107271717450482e-11,1.8580825922132397e-10,2.2945594764523495e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911736817675448,9.9999991257305069e-05,0.10889008490573213,1.3471180225556576e-14,1.6753516281979176e-21,1.1820881026049272e-23,6.5370804177673326e-16,1.5806770611634159e-12,6.2043781524266848e-16,2.701880101157341e-16
0.0016435628798443485,0.0018705664636047969,5.0225791954185462e-13,6.5732743143617776e-13,7.1911931672162332e-14,5.5671413694645438e-14,1.6376684495935984e-10,4.7005477984788264e-09,6.0336814885741637e-12,4.1903167534750551e-11,4.5849814784049187e-12,3.5064280476003374e-10,3.5386061096812561e-11,4.0949490755079449e-12,4.1350767919967987e-14,3.114603266760281e-12,2.2426799525031849e-12,2.0269282009959459e-10,7.3017661985618213e-14,8.7252106290820698e-13,2.8050457584468616e-10,4.6860998172679521e-12,7.8224669407072383e-15,3.0364423968373707e-15,8.6146782493355119e-10,1.3564086173449242e-10,1.5041368304061076e-22,3.0981506502692308e-12,8.6707229490193357e-11,6.1690324723282518e-09,1.6878696911889353e-12,3.706424653735433e-09,2.6029247419862825e-13,8.4418042238031249e-11,1.4412834256256801e-19,5.2379313375834134e-11,1.459177862690318e-09,1.3410985133678998e-11,2.8994321237164764e-11,1.1859762468709123e-15,4.7071051609658635e-10,1.2553236457990983e-12,1.1424549104205563e-10,1.880475839183512e-13,2.1442902968947006e-09,1.4838854557554501e-13,3.7407942014944663e-11,2.5735938503500401e-09,9.2720791595952807e-13,7.1468338874560907e-11,2.9761081547661189e-09,3.3041045507797271e-17,1.5178639217924051e-10,3.5504594821480232e-20,9.1578178894345637e-12,4.3854032631218512e-13,1.1078442371427372e-13,8.1385147231938513e-12,5.2872283388303426e-15,1.4916102692569552e-09,1.1312441584548895e-21,5.1881772918022802e-10,2.8586229508691919e-15,2.3065144656811723e-19,4.5730639047650411e-10,1.4435506537820222e-12,6.3356973520676687e-11,2.285935526863384e-19,5.8717445302970996e-20,5.5914653708267538e-16,1.5216853521425742e-14,5.7104548494368246e-12,1.8036986206669837e-20,1.176547077089594e-17,1.0141019549516179e-11,7.9758514171793923e-11,2.1124749106612504e-16,1.3217106835605661e-16,3.1387700521588533e-12,1.7645929229602976e-11,1.4187316539826449e-09,3.0109619789539664e-19,1.3780811775050226e-19,1.6249185221216081e-11,1.3355096634397048e-17,6.5762733521118547e-10,3.6849857469368227e-17,9.378529560315233e-16,7.1922490632526702e-15,6.8472364686720838e-24,3.5964300108976497e-19,7.0957755750108274e-16,1.2024514977044565e-11,2.0183412469203395e-10,2.6953379748331522e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911722695077808,9.9999990506096295e-05,0.10889008273347411,1.4633060912913572e-14,1.9679764013594425e-21,1.3885571548681729e-23,7.6650935243630345e-16,1.7164925088168726e-12,7.3262918025883402e-16,3.1904505433714279e-16
0.001659997036190574,0.0018705664614809799,5.4570400238705056e-13,7.1428279305640376e-13,7.817245621168119e-14,6.0496509391458124e-14,1.7789578750431401e-10,5.1049903637938872e-09,6.5562304926043814e-12,4.5525650545081327e-11,4.9839097404544668e-12,3.8115118602025778e-10,3.8450885669445575e-11,4.4504871022916844e-12,4.4941004619327879e-14,3.3850254776042646e-12,2.4375534513608682e-12,2.2030529141891194e-10,7.9341702501135492e-14,9.4755040126769485e-13,3.04622038028271e-10,5.0919600241605224e-12,8.4999319861145773e-15,3.2994268063249517e-15,9.3585776453859512e-10,1.4737403178919688e-10,1.6347319570123503e-22,3.3684515657224593e-12,9.4166022507535574e-11,6.7043747994300895e-09,1.8350081157388067e-12,4.0274763770712589e-09,2.8290989797732393e-13,9.1714503299106733e-11,1.5657419188482172e-19,5.6908977903040731e-11,1.5852849560997653e-09,1.4570741556748489e-11,3.1497016595276609e-11,1.2883458314784059e-15,5.1104113719777186e-10,1.3645276469462581e-12,1.2418394050698309e-10,2.0430917439856694e-13,2.3298288281408003e-09,1.6129716611755961e-13,4.0642793220699766e-11,2.7963252561267334e-09,1.0077636343026493e-12,7.7677460684895961e-11,3.233663187822728e-09,3.5903071743513832e-17,1.6501487138633169e-10,3.8558797193243626e-20,9.9407577587593625e-12,4.7603294198831848e-13,1.2043929521580702e-13,8.8477826596497404e-12,5.7480079538301016e-15,1.620984825880846e-09,1.2279589178161951e-21,5.6370918235401155e-10,3.1059694294878064e-15,2.5065695958089926e-19,4.9690935757874178e-10,1.5792848772677911e-12,6.6622549065207206e-11,2.4037582640340349e-19,6.7035978117067085e-20,6.4015840489994771e-16,1.7421545216666914e-14,6.5381453553815867e-12,2.065132125167738e-20,1.3470110161180811e-17,1.166563405972789e-11,8.666325867204658e-11,2.3111051022924291e-16,1.4358829286995742e-16,3.4587766438279563e-12,1.9108398678227717e-11,1.5416087306867199e-09,3.4636340508613106e-19,1.5852637546096396e-19,1.8853164199153399e-11,1.4510670120742147e-17,7.1445061373781213e-10,4.3328631874884851e-17,1.1027788262081799e-15,8.4446152221400901e-15,8.0395265531466102e-24,4.2226654032718856e-19,8.315515517556976e-16,1.3058601423218066e-11,2.1925008375409008e-10,3.1669079470130978e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911707343914673,9.9999989689200902e-05,0.10889008037220603,1.5895723620108267e-14,2.3122888002957858e-21,1.6314957616129385e-23,8.9903109439836077e-16,1.864040986833147e-12,8.6516684968149602e-16,3.7676249620856461e-16
