Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123)
2.62143e-10,0.0022530638471066162,1.5479382899147481e-18,3.8949249748275274e-22,3.9628867832666494e-22,2.5820942974631269e-21,7.2277442254792692e-26,0.0,0.0,8.4676229553658152e-17,5.4358725555905953e-23,1.1387700250744627e-32,1.3858086280892101e-32,1.4910723120028718e-32,2.0975786546787555e-54,2.7105567747507771e-37,5.872290402534592e-31,5.3355413796548843e-18,7.0067216620881539e-24,6.2155419261915226e-56,4.4850071791199681e-57,6.9787464103111487e-34,6.8420241119222671e-32,5.7952408052854093e-33,6.9597798203630767e-39,9.2495255781348057e-26,1.1029119292710427e-39,1.1539496542619208e-31,1.6170554806241138e-17,6.6684569106345239e-23,4.3600456973540697e-21,5.1126208510676409e-15,4.4999554612144561e-30,3.4148694170199285e-42,7.1514031062116541e-34,7.2242085218435171e-36,0.88168480800000004,0.0,0.0094599999999885002,0.10884999999999977,6.2456694906171761e-15,6.2219833935875283e-15,5.0929928964196517e-15,3.452236169735402e-17,2.8341655041219634e-17,1.4180498270717603e-17,1.8631621453186403e-18,4.2606158666623311e-17,2.2469657912213063e-18,3.1633596528277305e-17,2.8298687841369321e-17,5.1931681014235082e-17,2.3027754620715723e-20,9.2399055311295904e-19,2.6939387993453363e-19,6.3308096150412464e-19,5.0160284703258109e-19,1.7736110352471532e-20
5.24287e-10,0.002253063847106641,3.8883928106983e-18,1.9146337456740877e-21,1.9687158922788544e-21,1.2692008239805001e-20,7.1121714698465411e-25,0.0,0.0,1.7669128058966878e-16,2.2556565551667704e-22,9.0568317440166638e-32,1.3760313299730978e-31,2.1204538235920731e-31,6.4058840307398648e-53,2.0352283619259126e-36,2.2978008857138367e-30,2.1152276154029237e-17,5.5591584113168803e-23,8.5197564917414571e-54,3.0294511472885946e-55,9.8542507935514243e-33,4.7973296584617758e-31,1.6462819912816457e-32,2.7424648698353584e-37,7.3074642865227773e-25,3.4032078735593106e-38,8.8868175944565134e-31,6.4298597649935056e-17,5.2904579149003492e-22,1.7360707616228475e-20,1.0170875929829653e-14,6.6994517999869101e-29,1.0410023756786242e-40,1.1026859950757447e-32,1.4067743429159679e-34,0.88168480800000004,0.0,0.009459999999976999,0.1088499999999992,1.2426013087395466e-14,1.2332674415846348e-14,1.0093668452362077e-14,6.5294344312257693e-17,5.3475864780292051e-17,2.6771224406938457e-17,6.8710566023005815e-18,1.6876013854512676e-16,8.2510867868831121e-18,1.2588230270099576e-16,1.12629718683888e-16,2.0565510672644102e-16,1.8247545239401826e-19,3.4101184338251529e-18,1.2492658350248677e-18,2.5204119727164629e-18,1.9970485882578591e-18,6.7474326680532035e-20
7.864310000000001e-10,0.0022530638471066657,6.7991110872861206e-18,4.5816281991582974e-21,4.7354542554220796e-21,3.0369859044523021e-20,2.2480918939976207e-24,0.0,0.0,2.7418205588511138e-16,4.9123730728035189e-22,2.6641360630149643e-31,4.3145405051920098e-31,7.3900405563489801e-31,2.7855805981835224e-52,5.6140033955874659e-36,4.8264638879747455e-30,4.467243737413045e-17,1.5820472678583526e-22,4.5454896306790928e-53,1.5404039502943762e-54,3.4235930723291372e-32,1.2754065885650661e-30,2.9446524600313536e-32,1.2674121148231227e-36,2.0745025747499833e-24,1.5311353978868321e-37,2.4865281401899516e-30,1.3607586037291182e-16,1.5055271214990011e-21,3.6775347744322576e-20,1.518875708394473e-14,2.3829720725928232e-28,4.6603259438562416e-40,3.9876329491950859e-32,5.793061315948185e-34,0.88168480800000004,0.0,0.0094599999999654977,0.10884999999999838,1.8557869522020011e-14,1.8361562000976083e-14,1.5026580402746984e-14,9.3773372631859865e-17,7.662459373209086e-17,3.8376158004798795e-17,1.3823530678362747e-17,3.5619730886004343e-16,1.6554001187004967e-17,2.6654720502455327e-16,2.3851239752228139e-16,4.340118267418132e-16,5.1892295576602155e-19,6.8640707117146354e-18,2.8983593359250395e-18,5.3390124111340147e-18,4.2305019601880796e-18,1.3874331605091468e-19
9.999999999999999e-10,0.002253063847106712,1.0041861950863408e-17,9.2989232169078967e-21,9.6729881232223175e-21,6.1634482190557334e-20,6.7051033248345448e-24,0.0,0.0,3.6245819677447043e-16,8.7875245383128329e-22,7.5237013856107596e-31,1.2253554622056565e-30,2.3911214169052997e-30,1.8332865251425151e-51,1.2818598823088634e-35,8.2144328193405844e-30,7.6000173329871783e-17,3.8575019034403532e-22,1.3142300535979131e-51,2.0916911007678129e-53,1.1006781474175304e-31,2.7307420013622441e-30,4.345633523407046e-32,1.205433821737973e-35,5.0302652609210015e-24,8.5565313370943081e-37,5.8439996333528376e-30,2.3230231018269434e-16,3.6706345722231908e-21,6.2877879056994404e-20,1.9212073674828196e-14,8.0761498699898507e-28,2.5573006236148791e-39,1.4126089938920832e-31,2.8411456415153544e-33,0.88168480800000004,0.0,0.0094599999999561268,0.10884999999999735,2.3475794639963411e-14,2.3144117690753815e-14,1.8938638898413716e-14,1.1418379079413515e-16,9.3026114959780015e-17,4.6607696274476341e-17,2.1890738404782825e-17,6.0539533158656355e-16,2.6121352325294096e-17,4.5542186991036831e-16,4.0759689046916134e-16,7.3750584123863063e-16,1.2632194640354275e-18,1.087713121821722e-17,5.6390703950962754e-18,9.1313427531510283e-18,7.2359809299816419e-18,2.2731655544221049e-19
1.310719e-09,0.002253063847106712,1.4759701644732244e-17,1.616205967688168e-20,1.6856547468768835e-20,1.0712101085020669e-19,1.3189556287475288e-23,0.0,0.0,4.9089010506172576e-16,1.4425436352347596e-21,1.4593825221334324e-30,2.3803931911728955e-30,4.7947673316990143e-30,4.0952424926146644e-51,2.3300479089596131e-35,1.3143548554232184e-29,1.2157852406631766e-16,7.1680338107555762e-22,3.1601559515434993e-51,4.9107560850882124e-53,2.2039472159776887e-31,4.8480921979213286e-30,6.3839042229516076e-32,2.7748108809836001e-35,9.3305692661107728e-24,1.8777696397728632e-36,1.0728745007841086e-29,3.7230102843508995e-16,6.8206236716784995e-21,1.0085414165569596e-19,2.506554916894355e-14,1.6359086588471513e-27,5.5998616262607983e-39,2.8876410525666097e-31,6.1318690643107994e-33,0.88168480800000004,0.0,0.0094599999999424953,0.10884999999999587,3.0630825448377824e-14,3.0102201126889445e-14,2.4630246312013409e-14,1.4387866561662356e-16,1.1688849327473377e-16,5.8583663477656312e-17,3.362762305351708e-17,9.679505733283976e-16,4.0040777795929183e-17,7.3021337522553905e-16,6.5359590982104134e-16,1.1790556761418086e-15,2.3460876085365579e-18,1.6715685257052348e-17,9.6264983438839218e-18,1.4648759098880918e-17,1.1608616565374831e-17,3.5618070880915096e-19
1.7825782000000001e-09,0.0022530638471067524,2.3554632607688896e-17,3.2768585634323034e-20,3.4316266349874674e-20,2.1717727542143187e-19,3.31613425800063e-23,0.0,0.0,7.033500940294707e-16,2.667962783556077e-21,3.6530439693560909e-30,5.7686685793284726e-30,1.2240071720938587e-29,1.4912149595144431e-50,4.9594401953282688e-35,2.3294965176673567e-29,2.1425448983907059e-16,1.6008830591016902e-21,1.8295107287016667e-50,2.3171839628418724e-52,5.6091093077410526e-31,9.8620418950662126e-30,1.0156722735717771e-31,1.1519166322081422e-34,2.0753365436077688e-23,6.0046439840330482e-36,2.3324523881356247e-29,6.5840741475686139e-16,1.5232058117104459e-20,1.7863272810948202e-19,3.3828048164969998e-14,4.2775897382986473e-27,1.7767747547277459e-38,7.7360507801057788e-31,1.9845418389682439e-32,0.88168480800000004,0.0,0.0094599999999217931,0.1088499999999929,4.134466699228642e-14,4.041964501525363e-14,3.3067988382393881e-14,1.8472273057813284e-16,1.4932450200505169e-16,7.4874936295089239e-17,5.5161202312980417e-17,1.7041145338844481e-15,6.5455621694231064e-17,1.2924414393149152e-15,1.1570472313861703e-15,2.0754059147013691e-15,5.2333362674100085e-18,2.7437968682945702e-17,1.8943821412669311e-17,2.5959047035909163e-17,2.0573427402430876e-17,6.0606854996791322e-19
2.2544374000000003e-09,0.0022530638471067936,3.3963179246414047e-17,5.7208621395322987e-20,6.0103211123668905e-20,3.7914134487513483e-19,6.935394864998963e-23,0.0,0.0,9.3409761988132728e-16,4.3202653227792868e-21,7.7438702724405697e-30,1.1573143138450352e-29,2.5493468744531966e-29,3.6192834610164855e-50,8.8587256182867401e-35,3.6336249313671641e-29,3.3098196347570281e-16,3.0010681072004164e-21,5.6494098352361716e-50,6.3764422496010887e-52,1.1654322281844782e-30,1.6912339612469104e-29,1.4661232380564667e-31,3.1910844234666624e-34,3.8738646966213277e-23,1.5490240395163934e-35,4.2541238629467032e-29,1.020722863687118e-15,2.8552799718742997e-20,2.7735199860286556e-19,4.2458677105319546e-14,9.1144486029148787e-27,4.5411561964980833e-38,1.6908004164323261e-30,4.9120398089168458e-32,0.88168480800000004,0.0,0.0094599999999010909,0.10884999999998916,5.1900519577164218e-14,5.048163676520715e-14,4.1295408303546146e-14,2.222205974694969e-16,1.7871445418933082e-16,8.9644116498268343e-17,7.9660081172402656e-17,2.6299858463643163e-15,9.4247952705396579e-17,2.0052706420912074e-15,1.795533552343781e-15,3.202508539545052e-15,9.7981517038599825e-18,3.9647795653365118e-17,3.2244027422892326e-17,4.0333018846698772e-17,3.1968567593118039e-17,9.0756800163120268e-19
2.7262966e-09,0.002253063847106831,4.5808538434104068e-17,9.0035693269807201e-20,9.4826724183885019e-20,5.9667955061969346e-19,1.2606617631454403e-22,0.0,0.0,1.1819932841967792e-15,6.4051016540869477e-21,1.4354186447690396e-29,2.0239799660381137e-29,4.5752551749811616e-29,8.1615063510079624e-50,1.4063287175696761e-34,5.2170627584155756e-29,4.6980594088662767e-16,4.9781217709966643e-21,1.7526176771102395e-49,1.7293026554640424e-51,2.0881627964840989e-30,2.594193794563305e-29,1.9875742740168006e-31,7.9645019939918313e-34,6.4002837450617071e-23,3.3060777208612917e-35,6.8813259170163139e-29,1.4537536782662148e-15,4.7360259051771913e-20,3.9557538391713665e-19,5.096648021811323e-14,1.6668966652715765e-26,9.6115354593164204e-38,3.1627344029065232e-30,1.0462826874394751e-31,0.88168480800000004,0.0,0.0094599999998803887,0.10884999999998476,6.2309324961192338e-14,6.0308877763158117e-14,4.9329908859221486e-14,2.5726692721983846e-16,2.0583778922562905e-16,1.0327867982015207e-16,1.0635995242155594e-16,3.7297194314051383e-15,1.2552423640109888e-16,2.8580999903504771e-15,2.5596098086576493e-15,4.5410519750017074e-15,1.6233765473045293e-17,5.2964515461838274e-17,4.9693952761372646e-17,5.7570805779471619e-17,4.5636434955870525e-17,1.2542270404803823e-18
3.670015e-09,0.0022530638471069016,7.2535864824959798e-17,1.7748017535800434e-19,1.875477809186292e-19,1.1761390540629702e-18,3.0317264168416221e-22,0.0,0.0,1.7165256059050843e-15,1.1645071742787175e-20,3.5849612170015263e-29,4.5799077885564082e-29,1.0667544228490871e-28,2.9414078259358879e-49,2.7673379927782573e-34,9.0388073981083372e-29,7.9609460922141691e-16,1.0497846473332978e-20,1.1140389710034508e-48,8.7188325198949414e-51,4.8613653051521972e-30,4.8582777505563414e-29,3.1981127103566754e-31,3.3819219142401769e-33,1.3409660434746122e-22,9.8220644114739154e-35,1.3942052059280144e-28,2.4775008702939264e-15,9.9864123309619949e-20,6.7571478585910102e-19,6.77069464469279e-14,3.991369219867534e-26,2.8183006257746046e-37,7.8391786548700058e-30,3.3069999955543167e-31,0.88168480800000004,0.0,0.0094599999998389844,0.10884999999997447,8.2797837286485556e-14,7.9446345984276305e-14,6.4975026748423975e-14,3.2331622595750609e-16,2.5626699051798961e-16,1.2863271551662733e-16,1.6345250445812865e-16,6.3107720033532089e-15,1.9220182380031687e-16,4.8766130542820431e-15,4.3685835778996916e-15,7.6821471394406599e-15,3.4167785279546415e-17,8.1461409041128539e-17,9.5050160680964326e-17,9.8495007204022972e-17,7.8092822871846782e-17,2.0425782946109536e-18
4.6137334e-09,0.002253063847106971,1.0388928072873774e-16,3.0346758458063323e-19,3.2150355371548674e-19,2.0109800187049271e-18,6.0771592288663221e-22,0.0,0.0,2.3133793677059549e-15,1.8727858089270826e-20,7.4590864307830477e-29,8.6910387870053356e-29,2.0639547975090934e-28,7.3977814453558942e-49,4.667512056316645e-34,1.3943339291367475e-28,1.1990146214974093e-15,1.8869665751022103e-20,3.9748324733650244e-48,2.6585678351031644e-50,9.402246077613806e-30,7.8655731947370436e-29,4.6861265879194132e-31,9.9206344596997842e-33,2.3955976108869278e-22,2.3102555678713531e-34,2.4147126531760792e-28,3.7523136297948802e-15,1.7948843083147094e-19,1.0256711491363163e-18,8.4007800259130399e-14,7.8918523315126647e-26,6.5526613445760539e-37,1.5981008268335701e-29,8.0657817290313223e-31,0.88168480800000004,0.0,0.00945999999979758,0.1088499999999618,1.0276090440588702e-13,9.776883722373544e-14,7.9953235550858864e-14,3.8430952756434148e-16,3.0183748161393294e-16,1.5154536372798581e-16,2.2522807024636537e-16,9.4916314006954761e-15,2.6407715757579032e-16,7.394046218248135e-15,6.6256070271578704e-15,1.1552608221160829e-14,6.1303606753524699e-17,1.1232829188720166e-16,1.5849094436056179e-16,1.4977046689938944e-16,1.1877306275127805e-16,2.9771469890839911e-18
5.5574518e-09,0.0022530638471070334,1.3966149923619232e-16,4.7618479748033808e-19,5.0557312187700546e-19,3.1554401049659575e-18,1.0967457210230133e-21,0.0,0.0,2.9759084624896227e-15,2.7976334131121591e-20,1.3975528179259688e-28,1.487256571555436e-28,3.5796393827099239e-28,1.6083796038176853e-48,7.1687776917260369e-34,2.0038622474804628e-28,1.6797836064761076e-15,3.0850824901821134e-20,1.200771506355236e-47,7.0265076395989108e-50,1.6317404824786816e-29,1.1658832975621724e-28,6.4819226792700124e-31,2.4906533840705797e-32,3.8922477545929497e-22,4.7833001393254902e-34,3.8049908370272149e-28,5.2870633871166011e-15,2.9342798272357863e-19,1.4483532934441101e-18,9.9850830031377896e-14,1.3953527497587464e-25,1.3409385267580397e-36,2.9109554369951594e-29,1.7184644178110323e-30,0.88168480800000004,0.0,0.0094599999997561756,0.10884999999994667,1.2217744758014679e-13,1.1526240243804756e-13,9.4255387992915894e-14,4.4201492965389932e-16,3.4411982310163881e-16,1.7280069955213693e-16,2.9014471978088782e-16,1.3279503908115388e-14,3.3940803454737679e-16,1.0429366027400045e-14,9.348097982137519e-15,1.6161306246327575e-14,1.0004084262151027e-16,1.4479527699204203e-16,2.4309985673720984e-16,2.1192038636132144e-16,1.6810114506785742e-16,4.0566680290413561e-18
7.4448886e-09,0.0022530638471071453,2.2181859152707985e-16,9.9355702765631707e-19,1.0588949437450843e-18,6.5835285097833393e-18,3.0108407994980987e-21,0.0,0.0,4.4961368337656326e-15,5.4331640905136892e-20,4.1908848049035496e-28,3.6137500831621865e-28,8.8095610004434975e-28,5.4152667809106733e-48,1.4020086227162351e-33,3.5985084243603898e-28,2.855580171317655e-15,6.9150133723199089e-20,9.2979638638021514e-47,3.692002414885659e-49,4.0441690489525747e-29,2.1532051973269871e-28,1.1053896347164711e-30,1.2934183666500694e-31,8.5914780052043499e-22,1.7489113301796491e-33,7.8453745845860439e-28,9.1023626634744615e-15,6.5756174323865042e-19,2.5047961410834519e-18,1.302093769121483e-13,3.562238973695089e-25,4.7291077060756353e-36,7.9800855115630151e-29,6.4369950152845255e-30,0.88168480800000004,0.0,0.0094599999996733651,0.10884999999990962,1.594298934590293e-13,1.4795872842501769e-13,1.2100417979451432e-13,5.5375672236986521e-16,4.2459673758929258e-16,2.1324302561420965e-16,4.237783019223829e-16,2.2514998680450026e-14,4.9433707550198187e-16,1.7991922445321487e-14,1.6136225783291755e-14,2.7399552916253564e-14,2.23200222038101e-16,2.1169994339146561e-16,4.8500049328491522e-16,3.6843081356448319e-16,2.9243222286349867e-16,6.6236497758771151e-18
9.3323254e-09,0.0022530638471072394,3.1576703063776159e-16,1.7607916005657757e-18,1.8820775238386817e-18,1.1667033295964664e-17,6.5808158291482254e-21,0.0,0.0,6.2705575638442568e-15,9.2281123411091643e-20,9.7848327981704776e-28,7.1596564676062786e-28,1.7471942633835393e-27,1.3308323795556326e-47,2.3246096680756923e-33,5.693579723628429e-28,4.2955125005679378e-15,1.2933524628984786e-19,3.8159884715491681e-46,1.2274982252654434e-48,8.1012952587741588e-29,3.4317873515342962e-28,1.6948930079894272e-30,4.2649891778416395e-31,1.583804545060858e-21,4.6424482317988976e-33,1.3614057749505041e-27,1.3866356566156971e-14,1.2296323600435158e-18,3.8316802477962942e-18,1.5886889226448566e-13,7.2502069770338923e-25,1.2183292008830495e-35,1.7231613877577415e-28,1.7191292860742603e-29,0.88168480800000004,0.0,0.0094599999995905529,0.10884999999986396,1.9466293903033129e-13,1.7781865400700225e-13,1.4546650444420402e-13,6.6285635560748093e-16,5.0185396637259819e-16,2.5205884900796413e-16,5.6034148060687383e-16,3.3789789331199004e-14,6.5276734657091102e-16,2.7455580906770075e-14,2.4637824419104047e-14,4.1124356712987068e-14,4.1563282968342735e-16,2.8014593476693821e-16,8.2762812066856548e-16,5.6688310341293313e-16,4.502570583207501e-16,9.7198455675973028e-18
9.999999999999999e-09,0.0022530638471073183,3.5108887256204007e-16,2.0984498876940046e-18,2.2450922622201634e-18,1.3904231242369494e-17,8.3947761468326921e-21,0.0,0.0,6.9573267264598017e-15,1.0888182684363376e-19,1.27542459325281e-27,8.8350819996007499e-28,2.1521853027613317e-27,1.7507054438586698e-47,2.7041715303829761e-33,6.5536026850601276e-28,4.8612468882966004e-15,1.568045847869687e-19,6.0806228274287323e-46,1.8121612989177564e-48,1.0024968979337277e-28,3.9495356529623932e-28,1.9353851556943339e-30,6.2511089777520536e-31,1.9099516559128493e-21,6.3044447817087603e-33,1.6078611120998386e-27,1.5764570932819246e-14,1.4906853451949217e-18,4.3623902162405987e-18,1.6862256568515766e-13,9.0006646991387105e-25,1.6353872830626739e-35,2.1839238960041155e-28,2.3373509172055319e-29,0.88168480800000004,0.0,0.0094599999995612551,0.10884999999984593,2.0667069256591798e-13,1.877712329178643e-13,1.5363169746773541e-13,7.0133792914013447e-16,5.2893451492673846e-16,2.6566563504365737e-16,6.0885567881376785e-16,3.8211584413196773e-14,7.0914874571968956e-16,3.1230804837897601e-14,2.803118472351701e-14,4.6509364120856024e-14,5.0308638240499198e-16,3.0447490150046644e-16,9.7387346086539654e-16,6.4684272058920689e-16,5.1390195761052451e-16,1.09388294159249e-17
1.1219762200000001e-08,0.0022530638471073183,4.1843528858287184e-16,2.8047179644541054e-18,3.0051935674628636e-18,1.8583655142192085e-17,1.2452366659411721e-20,0.0,0.0,8.2916922866885386e-15,1.4349561975841623e-19,1.951578842887786e-27,1.2464123134918909e-27,3.0250654167612233e-27,2.7075826554612827e-47,3.4693723015541683e-33,8.2852158040458336e-28,5.970838339521055e-15,2.1532643416480146e-19,1.1896151044218897e-45,3.2595387873361474e-48,1.419849426307865e-28,4.9837305427132452e-28,2.4178620656203012e-30,1.1141210579104341e-30,2.599981703816187e-21,1.0202259290326892e-32,2.1153111240338981e-27,1.9519782239728594e-14,2.0467933843516107e-18,5.4146978570762985e-18,1.8592243667763926e-13,1.2800219127591638e-24,2.6042739973218877e-35,3.2058306996503235e-28,3.7876685343855482e-29,0.88168480800000004,0.0,0.0094599999995077354,0.10884999999981046,2.2799230150136067e-13,2.051298502798318e-13,1.6788960912456585e-13,7.7148796186178127e-16,5.7807151153229148e-16,2.9035602998778269e-16,6.9776257163470937e-16,4.6874518099521803e-14,8.1260592888267906e-16,3.8704582536238383e-14,3.4751287250077691e-14,5.7062237116957231e-14,6.8900849479130853e-16,3.4907814446064119e-16,1.2748404230490848e-15,8.0608755333933311e-16,6.4071981006211976e-16,1.3332721134887843e-17
1.3107199e-08,0.0022530638471073843,5.2716971382733598e-16,4.1457118101260794e-18,4.4514898374483927e-18,2.7468334069616158e-17,2.1344182777430348e-20,0.0,0.0,1.0551926251026199e-14,2.0964411956732218e-19,3.4948213333952027e-27,1.9859729949629195e-27,4.7738508019977568e-27,4.8315496680535062e-47,4.8166445703381092e-33,1.1361472916523599e-27,7.8543661224102246e-15,3.3073910443220643e-19,3.1218360065512158e-45,7.4677108422606466e-48,2.2721279122921409e-28,6.7915165887786762e-28,3.2733885138173417e-30,2.5051311930822232e-30,3.9383238290601411e-21,1.9781269964626324e-32,3.0453602472238697e-27,2.60061456340268e-14,3.1432742460161079e-18,7.2397917033836649e-18,2.1146215995592545e-13,2.0510905080371994e-24,4.9161635078307545e-35,5.3897238566230951e-28,7.3549478624419517e-29,0.88168480800000004,0.0,0.009459999999424918,0.10884999999974979,2.5953213270348924e-13,2.3016086192704661e-13,1.8850269830390296e-13,8.8046243265597207e-16,6.5411539513134495e-16,3.2857893119201e-16,8.3524926834941608e-16,6.1556608740578626e-14,9.7310500539664958e-16,5.1625619978714182e-14,4.6376889877482403e-14,7.4960860546487141e-14,1.0537931749808827e-15,4.1808840010728592e-16,1.8273259896130333e-15,1.0849200294149461e-15,8.6302005216024644e-16,1.7457323120017828e-17
1.68820726e-08,0.0022530638471074792,7.5545344092091785e-16,7.7612257984775835e-18,8.364247277848173e-18,5.1422074501663175e-17,5.1059909947098767e-20,0.0,0.0,1.5762570955904864e-14,3.9264791086486706e-19,8.9564798757377172e-27,4.2061951182367587e-27,9.8473231729754547e-27,1.1812509919872862e-46,8.0418665361731298e-33,1.889951795579237e-27,1.2158295538097999e-14,6.6106436531551304e-19,1.5196805418673597e-44,2.864583232846946e-47,4.83536209150247e-28,1.1117060314672042e-27,5.3730151388908155e-30,9.3596559802612877e-30,7.659418760955084e-21,5.7575246183878538e-32,5.4138532092064367e-27,4.1293192318410527e-14,6.2803841804216613e-18,1.1568232212649038e-17,2.5831822081792945e-13,4.323026797144922e-24,1.3578324698260832e-34,1.2376524167543326e-27,2.1418855780164305e-28,0.88168480800000004,0.0,0.0094599999992592745,0.10884999999960909,3.1763511012306501e-13,2.7423248027607617e-13,2.2501655414654752e-13,1.0997552583077376e-15,8.0612929573372167e-16,4.0504024323238051e-16,1.11011623435609e-15,9.5047367837528193e-14,1.2959085106119745e-15,8.2098937498541065e-14,7.3824447288381857e-14,1.1585409741882278e-13,2.0884757268935663e-15,5.561755879795519e-16,3.2378823259064174e-15,1.7578530632886968e-15,1.4005945039355371e-15,2.7239345392714286e-17
2.0656946199999997e-08,0.0022530638471075295,9.865554001678018e-16,1.2674620370739175e-17,1.3703638238312457e-17,8.3973643931760858e-17,1.0204472450165447e-19,0.0,0.0,2.1845236916127721e-14,6.5380485665086565e-19,1.8862283676480897e-26,7.6137618168895643e-27,1.7275212045928567e-26,2.3128192190645029e-46,1.1841096407420866e-32,2.8154009131859553e-27,1.7029205834577347e-14,1.1427431386489363e-18,5.10375745187901e-44,8.2093566080614673e-47,8.772391765196002e-28,1.629107553660875e-27,7.9724661818447199e-30,2.6234534681470321e-29,1.2886499898465805e-20,1.3377335479139008e-31,8.4177532319622203e-27,5.935053525683537e-14,1.0852798646191929e-17,1.6717193005267426e-17,3.0010180638725689e-13,7.6915308798437292e-24,3.0069919362394478e-34,2.3767415182096391e-27,4.958315051911161e-28,0.88168480800000004,0.0,0.0094599999990936205,0.10884999999944629,3.6978905908816865e-13,3.1174785057461111e-13,2.5644868273328502e-13,1.3213914521860908e-15,9.5872674018849644e-16,4.8188022949773355e-16,1.384351106752438e-15,1.3292637373662255e-13,1.6207523376608017e-15,1.1807636736536338e-13,1.0627317544793718e-13,1.622271477187031e-13,3.5797179282534195e-15,6.9408765208207681e-16,5.0302288127322654e-15,2.5783424075595759e-15,2.0578518427468931e-15,3.9061500191055493e-17
2.4431819799999995e-08,0.002253063847107546,1.2108129431241321e-15,1.889221630988509e-17,2.048747811636017e-17,1.2516455455085005e-16,1.8119536183534772e-19,0.0,0.0,2.8743717850193464e-14,1.0055493854791244e-18,3.4950288325878568e-26,1.2433382824974783e-26,2.7260852746187947e-26,3.8870734543248791e-46,1.6064921330949775e-32,3.8949281742026263e-27,2.2311976784012947e-14,1.7942210678042995e-18,1.3869804958578802e-43,1.945939082678868e-46,1.4340096567822649e-27,2.2209120951508453e-27,1.104076122043989e-29,6.1510671826727862e-29,1.9687138777273183e-20,2.6922050596601149e-31,1.1990792909767514e-26,7.9842374086512942e-14,1.7034200529746532e-17,2.259270750416179e-17,3.3744709197526247e-13,1.2245449767461648e-23,5.7755231574748238e-34,4.0614760701629611e-27,9.894738093522985e-28,0.88168480800000004,0.0,0.0094599999989279527,0.10884999999926535,4.1676841611504544e-13,3.4416942675543252e-13,2.8400901116572259e-13,1.5449729613401264e-15,1.1115252460031293e-15,5.5890656557150189e-16,1.6583873635450555e-15,1.7407215566118429e-13,1.9480913672201692e-15,1.5880980664193404e-13,1.4305761863015457e-13,2.1275839239672146e-13,5.5720724988532149e-15,8.3204048502826619e-16,7.1563086490861867e-15,3.5399900879975016e-15,2.8303868488530814e-15,5.2926072601604332e-17
2.8206693399999994e-08,0.0022530638471075335,1.4237778113425557e-15,2.6360530668649117e-17,2.866790231063937e-17,1.746402111728303e-16,2.9540642125830351e-19,0.0,0.0,3.640789322379722e-14,1.4593058170514645e-18,5.9085464079711804e-26,1.885834217030989e-26,3.9887668463773344e-26,5.9203535526700141e-46,2.0596298224839364e-32,5.112029616160937e-27,2.7889841750605179e-14,2.6279988436981181e-18,3.2558002814507207e-43,4.0227736075851267e-46,2.1758185817279294e-27,2.8789255585470463e-27,1.4553238494955544e-29,1.2740500345611435e-28,2.8045527118077104e-20,4.8976183531157861e-31,1.606535539528198e-26,1.0250474016486704e-13,2.4941626155485174e-17,2.9114968521740933e-17,3.709019971843913e-13,1.7997706562276174e-23,1.0021694091275749e-33,6.3834325657209742e-27,1.7765270875242768e-27,0.88168480800000004,0.0,0.0094599999987622762,0.10884999999906925,4.5923617423128454e-13,3.7257038120573979e-13,3.0856313420387084e-13,1.7701289509346623e-15,1.2640965573571335e-15,6.3589660312159898e-16,1.9325297967062205e-15,2.1768286097139603e-13,2.2781773716740022e-15,2.0366891608581564e-13,1.8361312259691539e-13,2.6650079492983549e-13,8.0890805023914066e-15,9.7019296388795319e-16,9.5584736486330549e-15,4.6379320446481771e-15,3.7149071205742497e-15,6.8834724566337006e-17
