Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979)
1e-12,0.003717433275781136,3.6113348330820583e-21,2.5172187373979868e-27,3.5804388321037645e-26,1.4180408504773159e-26,1.6239688251399521e-31,0.0,0.0,1.4247863341646177e-19,2.2579929890667915e-28,2.7353076485750234e-40,2.2302356232334317e-40,1.6235330319093792e-38,2.0024437302371368e-59,1.1493532285990177e-39,6.074305741403426e-36,1.0027167149079063e-17,3.3249825113771327e-26,2.1497634115286602e-69,5.6613804806647648e-63,4.9505948106618577e-40,1.8156180927818152e-39,5.8011827309013322e-38,3.0641877464805383e-45,4.1216340783876798e-28,6.0177738668901655e-47,1.9194213406479574e-39,1.5004592558023131e-22,3.6195947826557454e-25,3.0780438944807539e-26,1.2914653913750579e-17,5.3943008455919492e-35,3.0756796120272741e-50,3.332678090523842e-39,3.4142387774789522e-39,0.88168480800000004,0.0,0.0094599999999999632,0.10885,1.5692328433179358e-17,1.5692201569641391e-17,1.2914499341041909e-17,6.234032319935221e-20,5.1335888119788159e-20,2.566796876712601e-20,7.9617777283842609e-24,2.5378167023458473e-22,9.5908362617477847e-24,1.7527866311023934e-22,1.503733001376622e-22,3.0598546739774195e-22,9.2666191813863748e-23,3.9542657145245564e-24,2.0963353754191952e-24,4.0760354915126659e-24,3.2416916347694751e-24,2.5229716761483273e-24,2.4568215666363879e-28,4.5579668592814431e-24,4.8869754519476145e-24,1.6446040919121185e-26,1.1385477137852916e-35,2.4778006226410854e-25,4.3804768667373551e-31,3.1398804826649573e-29,2.2487616535157518e-30,6.6922555924952637e-21,1.002667134060608e-17,2.0382037880318121e-22,1.3574244371684328e-25,3.1555594001367558e-22,3.9933969424851142e-26,5.1207867492650598e-28,3.0606932286358723e-37,9.5727043546133387e-31,1.153138843431719e-30,6.2689083898616844e-33,6.7235274947370183e-32,6.6471768957228049e-38,1.0548893705351557e-39,8.1575004031351468e-41,6.033349545619603e-33,6.2954799768192277e-33,5.5437561728807253e-46,4.2345862917807175e-48,2.7458299263692815e-28,3.7683641839172725e-32,1.6342881477279558e-32,4.3439065236943385e-35,3.8520738658323595e-35,1.1333365649380439e-44,2.9656256788861857e-36,9.5864355045178359e-51
1.023e-12,0.003717433275781136,3.694434818907543e-21,2.6042847666355237e-27,3.7053249122046282e-26,1.4675112004912631e-26,1.6904264951860478e-31,0.0,0.0,1.4575502060999332e-19,2.3367511610343294e-28,2.8472675340934664e-40,2.3215102845842634e-40,1.6899717627621365e-38,2.0844035407540178e-59,1.1894401847725956e-39,6.2861661252485092e-36,1.0257725509414799e-17,3.4409536783678404e-26,2.2498727437094333e-69,5.910311551024416e-63,5.1531878161574158e-40,1.8899153680798e-39,6.0034548403428923e-38,3.1989258986675465e-45,4.2653911355687606e-28,6.2960897104910717e-47,1.9979680123554896e-39,1.5527932288866491e-22,3.74584164799691e-25,3.1854020661519048e-26,1.3211604491645156e-17,5.6150455310908384e-35,3.2179263683230906e-50,3.4841956469294206e-39,3.5694633602440542e-39,0.88168480800000004,0.0,0.0094599999999999615,0.10885,1.605314661462408e-17,1.6053015326264636e-17,1.3211444527670172e-17,6.3773627010812558e-20,5.2516180475973897e-20,2.6258115806915081e-20,8.2394630101259305e-24,2.6263321725994514e-22,9.9253375981002593e-24,1.8139216493096598e-22,1.5561812427903761e-22,3.1665781280007197e-22,9.5898268948078254e-23,4.0921794433795037e-24,2.1694568830925078e-24,4.2182023310526007e-24,3.3547576234018652e-24,2.6109697060921336e-24,2.5573618669778841e-28,4.7169284769879014e-24,5.0574306423531306e-24,1.7020039059096759e-26,1.1848713809648039e-35,2.5642380174442265e-25,4.5597543088493843e-31,3.2683794726424588e-29,2.3408099169526813e-30,6.8461324491088333e-21,1.0257212407928644e-17,2.1092931348770867e-22,1.4047695479628316e-25,3.2656179606626046e-22,4.1568127219261882e-26,5.2997113554966456e-28,3.1851965887156372e-37,9.9644354101002171e-31,1.2003271488903234e-30,6.5256132637669632e-33,6.9986898122101803e-32,6.9389684773435426e-38,1.1011666366152259e-39,8.5282629928216057e-41,6.2805415133949634e-33,6.5535882824176012e-33,5.8001094139445245e-46,4.4304176125883625e-48,2.8416128426684881e-28,3.9225808020611886e-32,1.7011669815524541e-32,4.5217737320048381e-35,4.009784517122804e-35,1.1857522347694844e-44,3.087280298939816e-36,1.0029755993555883e-50
2.047e-12,0.003717433275781136,7.402428263171179e-21,1.0304677656963613e-26,1.4832414026969896e-25,5.8806064631551115e-26,1.3534545849448488e-30,0.0,0.0,2.9166661489481928e-19,9.3534194523683692e-28,2.2860225480946421e-39,1.8605833071980527e-39,1.352787089908554e-37,1.6726882991685621e-58,4.7595320869848745e-39,2.515521873593594e-35,2.0522504915724798e-17,1.3770982286372327e-25,2.7571677434489228e-67,9.4635859339440451e-62,4.1258973830674636e-39,1.512283860612982e-38,2.3981178120922858e-37,5.1241235496362469e-44,1.7070239404127118e-27,3.8564298140941333e-45,1.5991962739156533e-38,6.2143108658140303e-22,1.4991166846717056e-24,1.2748181474796978e-25,2.6432149030107267e-17,4.4940151874234728e-34,1.970544253829245e-48,1.0668727541761252e-37,1.092591190841567e-37,0.88168480800000004,0.0,0.0094599999999999216,0.10885,3.2117101347354745e-17,3.211657593257506e-17,2.6431508864055607e-17,1.275718986774776e-19,1.0505232741535391e-19,5.2526265994805573e-20,3.2967149119727551e-23,1.0510555976143685e-21,3.9711790048735517e-23,7.2594971500495927e-22,6.2279280522460712e-22,1.26726391861589e-21,3.8379149459053041e-22,1.6373081342713867e-23,8.6850982371743162e-24,1.6881525971402707e-23,1.3425950721649383e-23,1.0449305371010355e-23,2.047518602370747e-27,1.8867566483618394e-23,2.0242803042741051e-23,6.8378146195371934e-26,8.8247572952632619e-35,1.0272532915032701e-24,3.6549755156963553e-30,2.6184105033140862e-28,1.8802704661153874e-29,1.3696859511532727e-20,2.0520451548967406e-17,8.4411439349946402e-22,5.6219150462132703e-25,1.306696984914846e-21,3.3265454050925941e-25,2.1429465282767356e-27,2.3689892478519644e-36,7.9746306070716398e-30,9.6061586231785263e-30,5.2694307705766351e-32,5.6077852435962696e-31,1.061587592997949e-36,1.6585178009948828e-38,2.5714598965436523e-39,5.1079908570938293e-32,5.3785596661269254e-32,3.4953390317534072e-44,2.6960981601131789e-46,1.1380542123102476e-27,3.1417067062617966e-31,1.3617428242900025e-31,3.6482562039862379e-34,3.2302262877739236e-34,7.2630177791587236e-43,2.5526873110519418e-35,6.0867042348495522e-49
4.095e-12,0.003717433275781136,1.4851360988267822e-20,4.105820080157144e-26,5.93719257286532e-25,2.3588436513339139e-25,1.0835500775726659e-29,0.0,0.0,5.8365435702956827e-19,3.743554344038958e-27,1.8405748832559115e-38,1.492496348381223e-38,1.0825292028486956e-36,1.345205164601022e-57,1.9037304932372638e-38,1.0062607086869413e-34,4.1051744666522718e-17,5.5097892167750705e-25,3.8324397321284024e-65,1.5149478724204927e-60,3.3030363109283589e-38,1.2092764770439134e-37,9.5590946751470976e-37,8.2057901993933716e-43,6.8296585298016871e-27,2.271601790025483e-43,1.2794946096668599e-37,2.4862771931998232e-21,5.9979848359614117e-24,5.1005155391015628e-25,5.2872391630723135e-17,3.5950694037517585e-33,1.1600773916975189e-46,3.1410227847683149e-36,3.2149573427578445e-36,0.88168480800000004,0.0,0.0094599999999998418,0.10885,6.4243818013732895e-17,6.4241715918980858e-17,5.2869830501905457e-17,2.5510887041319595e-19,2.1007457840185511e-19,1.0503769811801455e-19,1.3183912330393814e-22,4.2050933364649505e-21,1.5880558529990568e-22,2.9045605119481714e-21,2.4917719119165344e-21,5.070125077680564e-21,1.5355444061560749e-21,6.5475658603030283e-23,3.4771207175949147e-23,6.754266148977548e-23,5.3716873882607624e-23,4.1807720425409621e-23,1.6391140871587102e-26,7.5409722859003953e-23,8.1012098262582948e-23,2.7567929940974158e-25,6.1979988946772843e-34,4.1182442282462118e-24,2.9327729140024298e-29,2.0987318967824625e-27,1.5150163828094507e-28,2.7397760658025105e-20,4.1043529981470165e-17,3.376975581094069e-21,2.2492645758880626e-24,5.226270132494661e-21,2.6605395912927336e-24,8.7501438448709452e-27,1.6658840930170649e-35,6.3787649906917106e-29,7.6835210024162674e-29,4.2904133658371159e-31,4.4962226142497445e-30,1.5606336361452034e-35,2.378923881157441e-37,7.3892298730784802e-38,4.2167741404511913e-31,4.516745823044863e-31,2.0058165102542368e-42,1.57723254098874e-44,4.5599063884191535e-27,2.5168798657113991e-30,1.0896865755748878e-30,2.96534460904512e-33,2.6174967168522461e-33,4.2780242339527264e-41,2.1750724697831759e-34,3.5422146506001768e-47
8.191e-12,0.0037174332757811367,2.9880974769316986e-20,1.6442799299454033e-25,2.3773346582583479e-24,9.4844831582753385e-25,8.6770369870523973e-29,0.0,0.0,1.168288056432914e-18,1.4985828021741534e-26,1.4921497997939733e-37,1.199886285346743e-37,8.6610484698935925e-36,1.0870100499502042e-56,7.6112722080807733e-38,4.0238782529223328e-34,8.2108947967010238e-17,2.2041664593130572e-24,5.8385538935136502e-63,2.4252009927994377e-59,2.6449236126432615e-37,9.6609866181039776e-37,3.7959222997449807e-36,1.3143121304401744e-41,2.73203980276112e-26,1.2549587334846702e-41,1.0233460994628858e-36,9.9456224282152371e-21,2.3994653866520513e-23,2.0403986402235751e-24,1.0574949112240136e-16,2.8745081609299951e-32,6.4001825921972166e-45,8.6695424917225422e-35,8.8677186221377731e-35,0.88168480800000004,0.0,0.0094599999999996822,0.10885,1.2849248063948658e-16,1.2848407208084317e-16,1.057392469172452e-16,5.0994496899850566e-19,4.199192511763989e-19,2.0996125875645194e-19,5.2691392632945262e-22,1.6820729169265755e-20,6.3464078570706158e-22,1.161976672037859e-20,9.9679754396312514e-21,2.0281083736743338e-20,6.1427907782133042e-21,2.6166664910854275e-22,1.3927656237861972e-22,2.7019691849567013e-22,2.148876115256182e-22,1.6724916003528613e-22,1.3124465127713453e-25,3.0103781467309603e-22,3.2424800945902891e-22,1.1195687033262183e-24,3.9838199380248339e-33,1.6540307846821814e-23,2.3592190270537615e-28,1.6846129023742032e-26,1.2286761359608536e-27,5.4797349804440183e-20,8.2076092398338603e-17,1.3506736768428459e-20,8.997510021106477e-24,2.089273507371514e-20,2.126342440547436e-23,3.6421807099684138e-26,1.0844421474443796e-34,5.0991709013027665e-28,6.1417522766680509e-28,3.5518047326313465e-30,3.6112653293620429e-29,2.148739828303466e-34,3.1775925272217259e-36,1.9791425499579911e-36,3.5816307953332072e-30,3.9559157047864459e-30,1.0709001903149495e-40,8.7420711999696209e-43,1.8293938552280655e-26,2.0181967273542449e-29,8.7181685923180437e-30,2.4461430749159475e-32,2.145816227210767e-32,2.3626373162260141e-39,1.9586769058239208e-33,1.9451720082758846e-45
1e-11,0.0037174332757811375,3.6635121137299363e-20,2.7435543061285251e-25,3.9562214970504171e-24,1.5852812594436708e-24,2.211700450694828e-28,0.0,0.0,1.4270731616474581e-18,2.4931488833376283e-26,3.8837229604967756e-37,3.07487760514614e-37,2.2048443265981752e-35,2.8055059189118434e-56,1.2645798442564835e-37,6.6868525550948842e-34,1.0024075065481021e-16,3.6644336391533094e-24,2.0938948626098949e-61,1.0465343504368347e-58,6.7411063690928372e-37,2.4544279278814247e-36,6.262695222298232e-36,5.6760373756277547e-41,4.54178722428719e-26,1.4947152597955213e-40,2.6039152726825432e-36,1.6533537154251031e-20,3.9891159968014647e-23,3.3920989602922866e-24,1.2909969251381283e-16,7.3112353305654806e-32,7.6001211308507021e-44,5.4931684020866954e-34,5.6168282934027908e-34,0.88168480800000004,0.0,0.0094599999999996128,0.10885,1.5686371447974887e-16,1.5684973659811897e-16,1.2908266409703456e-16,6.2228412000934217e-19,5.1242132636986949e-19,2.5621337357000169e-19,8.7511059437720844e-22,2.796176311354982e-20,1.0539405870341935e-21,1.9318249754549624e-20,1.6571355255650321e-20,3.3714320101803001e-20,1.0212257442884345e-20,4.3455344337035356e-22,2.3185786913350972e-22,4.4919535048743477e-22,3.5724369099247558e-22,2.7805099297290642e-22,3.3447313517517743e-25,4.9936101656366972e-22,5.3935027415129461e-22,1.8906426653883923e-24,8.1632984755864716e-33,2.761371769750889e-23,6.0510726749451918e-28,4.3077812624526135e-26,3.185844549669977e-27,6.6896432014432312e-20,1.0018614036937087e-16,2.2450220447149208e-20,1.4957377480626827e-23,3.4708293103836837e-20,5.4049720193701715e-23,6.3081987018376285e-26,2.2848356370687724e-34,1.2965752280424626e-27,1.5615202826793665e-27,9.4713610044274944e-30,9.2420956006728632e-29,7.6229691811210282e-34,1.1111307712789003e-35,1.2333967034347269e-35,9.8597849421702532e-30,1.1292233017932935e-29,1.2425008109358383e-39,1.0838862239581654e-41,3.0505828441061502e-26,5.1535860087412128e-29,2.2193365004291064e-29,6.4883641010925394e-32,5.6412679436940569e-32,2.8109789544005912e-38,5.8040120817565252e-33,2.3793667894518193e-44
1.6383e-11,0.0037174332757811375,6.046691564632727e-20,6.6223096091560868e-25,9.5272743947893719e-24,3.8323264109648432e-24,6.9539510134087786e-28,0.0,0.0,2.3401883228328835e-18,6.0024442377137814e-26,1.2322314162689138e-36,9.6907259159695436e-37,6.9285447679155139e-35,8.8691649192336417e-56,3.0409967018967131e-37,1.6083074208365956e-33,1.6421825013310051e-16,8.8169407750959996e-24,9.2761259366928029e-61,3.8834735240877079e-58,2.119435929027449e-36,7.7059512586339729e-36,1.4966626435486399e-35,2.1066248674705871e-40,1.0927424477797907e-25,6.3259631004210273e-40,8.1809042349053525e-36,3.977878850653762e-20,9.5981485255928938e-23,8.1615313223699972e-24,2.1149014883298329e-16,2.2966088577543532e-31,3.215862673041982e-43,2.1816620551369644e-33,2.2306684678300222e-33,0.88168480800000004,0.0,0.0094599999999993648,0.10885,2.5697072697416236e-16,2.5693709791031986e-16,2.1144918253738576e-16,1.0186693056932388e-18,8.3881200959812912e-19,4.1941251611001713e-19,2.1037116624528442e-21,6.7272553421103775e-20,2.5334268401414793e-21,4.6482106696016531e-20,3.9871174694925972e-20,8.1113075059335244e-20,2.45712434686418e-20,1.0445790971974058e-21,5.5852811845162042e-22,1.0807857271615274e-21,8.5954267122296225e-22,6.690117998500927e-22,1.0515584932300182e-24,1.1991382402604802e-21,1.2983318968880169e-21,4.6113530577835581e-24,2.2910457958867791e-32,6.6685898502890647e-23,1.9077662964879396e-27,1.3563548892292566e-25,1.0091652169739256e-26,1.0958766570507899e-19,1.6408687900900541e-16,5.4007023278146728e-20,3.5986583668641386e-23,8.3456058115592884e-20,1.6973514087709315e-22,1.5715159919140662e-25,6.5203865736483726e-34,4.072273898188113e-27,4.9041977211233549e-27,3.0358330425585473e-29,2.9110304346818218e-28,2.6938616477436387e-33,3.9105173953516429e-35,4.887064181812655e-35,3.2012055765421138e-29,3.717819952418723e-29,5.2487623281969885e-39,4.5998836605700514e-41,7.3595100503022886e-26,1.6216709161363106e-28,6.9740174676830445e-29,2.0751214742377873e-31,1.7974860152822212e-31,1.1895781202599541e-37,1.9372157149737614e-32,1.0088540324105474e-43
3.2767e-11,0.00371743327578114,1.2374341243042757e-19,2.6909581097487848e-24,3.8251068488868118e-23,1.5635836238184447e-23,5.5825318254058428e-27,0.0,0.0,4.694520383578101e-18,2.4072331314242172e-25,1.0775769394730022e-35,7.8970237128843351e-36,5.5416998755706528e-34,7.376159064044733e-55,1.2134791021623917e-36,6.4227161575913216e-33,3.2841643968385292e-16,3.5266501626031759e-23,1.4622903741417064e-58,6.2228451930323704e-57,1.7009183412306865e-35,6.1278233329876915e-35,5.8237802159839736e-35,3.3821057287895313e-39,4.3699533100633192e-25,2.8671559423196886e-38,6.5346102350245244e-35,1.5906996134505494e-19,3.8391122327231736e-22,3.264241607017898e-23,4.2291731168656905e-16,1.8322984487191644e-30,1.4471841473009733e-41,4.9311344274967096e-32,5.0453353671335848e-32,0.88168480800000004,0.0,0.0094599999999987298,0.10885,5.138509352107e-16,5.1371647356083376e-16,4.2275354672368486e-16,2.0323544837915199e-18,1.6734328675011158e-18,8.3674230436822033e-19,8.3826425492560641e-21,2.6898095955558639e-19,1.0091866988364899e-20,1.8593400808641257e-19,1.5946323372948085e-19,3.2433045044418811e-19,9.8275972050779203e-20,4.1613052024822442e-21,2.245223430483738e-21,4.3227047062185321e-21,3.4377724167285153e-21,2.675910603162504e-21,8.4369107272936365e-24,4.7564951632985374e-21,5.203495689640295e-21,1.949440633519296e-23,1.1831874306515525e-31,2.7089780570832072e-22,1.5587373399575179e-26,1.0987216890648105e-24,8.4851699643730599e-26,2.1913277043169235e-19,3.2789141538593652e-16,2.1584770398888688e-19,1.4390451828553091e-22,3.3287732546767822e-19,1.3518036773972307e-21,7.2219400288794107e-25,3.7577104457807875e-33,3.2462061612683722e-26,3.9082675421623273e-26,2.7515242479226468e-28,2.3632345325051707e-27,3.0303290205022078e-32,4.5327746749122195e-34,1.1358149869135703e-33,3.108681498891326e-28,3.8767359735723628e-28,2.3990195592272231e-37,2.3905794574511812e-39,2.9769276234533981e-25,1.3084865591724886e-27,5.577745828269915e-28,1.8504441428764922e-30,1.5620501807370672e-30,5.3750759943568647e-36,2.2055482875435643e-31,5.1641501130793494e-42
6.5535e-11,0.0037174332757811453,2.586969897213502e-19,1.1111335197945949e-23,1.5416777438312112e-22,6.4988482985002327e-23,4.497693421055923e-26,0.0,0.0,9.4453110947184974e-18,9.6785065214217707e-25,1.1239948934442063e-34,6.5443175972083007e-35,4.4311926461660429e-33,6.3640422431677344e-54,4.8304765984673915e-36,2.5606724064424872e-32,6.5673118335173628e-16,1.4104899768396756e-22,2.2371725672113855e-56,9.9854278232642154e-56,1.3691475283453395e-34,4.8438583715648915e-34,2.2148059053187323e-34,5.4488191689551385e-38,1.7470829258264051e-24,1.1846329764034219e-36,5.2112732056627518e-34,6.3588765576101325e-19,1.535451857193392e-21,1.3053359746222805e-22,8.4555512731137327e-16,1.4578316343824215e-29,5.8903769110483199e-40,1.0148987783108191e-30,1.0415325574713445e-30,0.88168480800000004,0.0,0.00945999999999746,0.10885,1.0273064629642815e-15,1.0267690801304694e-15,8.4490090024258471e-16,4.0448911846187536e-18,3.330187131692421e-18,1.6651956286600124e-18,3.3274081113378234e-20,1.0749981063852612e-18,4.0034674866588307e-20,7.437365680267465e-19,6.3764999463216817e-19,1.296284624249426e-18,3.9301261193474726e-19,1.6509895107615149e-20,9.0686204753013826e-21,1.7286491316315831e-20,1.3747250657193669e-20,1.0702099563814829e-20,6.7875677279122992e-23,1.8712668682743996e-20,2.0893644746493223e-20,8.6148528989760962e-23,5.6853507707028993e-31,1.1164991117777025e-21,1.2991958693294561e-25,9.0042424193539883e-24,7.4253409260259991e-25,4.3808026638275543e-19,6.5463486105415163e-16,8.6190877722257331e-19,5.752547523153326e-22,1.3239474305118108e-18,1.0717665929684955e-20,3.6678900051709351e-24,2.2353297674217672e-32,2.5784304228735903e-25,3.1025633312766775e-25,2.7548737162474963e-27,1.9439394120604187e-26,3.1046363711729092e-31,5.2642763130279645e-33,2.6377784717608301e-32,3.3957307619723176e-27,4.6003077599343607e-27,1.0756811880915001e-35,1.3299422463148135e-37,1.2169939935730033e-24,1.0643031521788334e-26,4.4595883038541797e-27,1.7891094258977692e-29,1.433520212444563e-29,2.2053724616847073e-34,2.9997630125921123e-30,2.8930206493413139e-40
9.999999999999999e-11,0.003717433275781154,4.1823589857160655e-19,3.0110797391345212e-23,4.025755738705228e-22,1.7776875673578786e-22,2.133625100984045e-25,0.0,0.0,1.4530755982486092e-17,2.5156191992356692e-24,9.7284007014423661e-34,3.2477311379319896e-34,2.0723249000969802e-32,3.4118103740562245e-53,1.235386254572388e-35,6.5662311133949334e-32,1.0018771728406565e-15,3.6350072976223805e-22,1.7846753115637099e-54,8.9231095929784787e-55,6.4783124399996464e-34,2.2199306642096354e-33,5.3270363205095041e-34,4.9099450235740779e-37,4.4995600417388036e-24,2.5045466448061213e-35,2.4257673312395223e-33,1.637438532497429e-18,3.9570164305146334e-21,3.363158111428196e-22,1.2896256255791507e-15,6.7579133864614453e-29,1.2090917795144355e-38,1.0915128486698705e-29,1.1281721483843402e-29,0.88168480800000004,0.0,0.0094599999999961226,0.10884999999999997,1.5667126788646758e-15,1.565329459501026e-15,1.2879427637553947e-15,6.1313504741672342e-18,5.0471747141660997e-18,2.5238443331596736e-18,8.4712190691846288e-20,2.7670630165323198e-18,1.0182665506869857e-19,1.9170200488269892e-18,1.6427731953448353e-18,3.3369906410455535e-18,1.012657662406101e-18,4.2000067689402795e-20,2.3738691086104118e-20,4.4540205589738045e-20,3.5419366700243843e-20,2.7580185204622648e-20,3.2082420133770086e-22,4.6980558025720701e-20,5.4185793403307831e-20,2.5468828322868056e-22,1.6797766126482271e-30,3.0141229356806385e-21,6.5248681661354417e-25,4.3901669182843304e-23,3.9778785606639212e-24,6.6806405387234889e-19,9.9648942697573552e-16,2.215476689535909e-18,1.4812616128677377e-21,3.3814821486131535e-18,4.9374719152674854e-20,1.2984472059993447e-23,8.8748789943016395e-32,1.1917250822973827e-24,1.4325658345969582e-24,1.8132226981700612e-26,9.5262500620372269e-26,1.7391833557945101e-30,3.7422487295260245e-32,3.6119808064668363e-31,2.4059747109417054e-26,3.5021994639926001e-26,2.7063119705731912e-34,4.6157848431363273e-36,3.2454913645812678e-24,5.1251509236482209e-26,2.0853943806414643e-26,1.1039648693712603e-28,8.0608631529485916e-29,4.596246929440143e-33,2.7118566606574257e-29,1.0929887541056546e-38
1.31071e-10,0.003717433275781154,5.6206393968248188e-19,4.7239254951510849e-23,6.2652098915771442e-22,2.7944279955344806e-22,3.6516602753380973e-25,0.0,0.0,1.9115402960806915e-17,3.9109685834440525e-24,1.7485472886566723e-33,5.5856509110467134e-34,3.5410917157073323e-32,5.91390364196728e-53,1.9136370155391845e-35,1.0177335555110283e-31,1.3130343189137815e-15,5.6404614590626661e-22,3.3734330285878736e-54,1.606729109228996e-54,1.108434357216303e-33,3.7845647370768436e-33,8.1327845065066751e-34,8.8451510525196672e-37,6.9809822517638776e-24,4.6556563410135185e-35,4.1428446494356192e-33,2.5403599684781974e-18,6.140113278263489e-21,5.2183326831008102e-22,1.6899655197233005e-15,1.1536060495669262e-28,2.2460130524365657e-38,1.9840416090625008e-29,2.0513490238559967e-29,0.88168480800000004,0.0,0.0094599999999949187,0.10884999999999996,2.0529999422983376e-15,2.0508541816081657e-15,1.687355319716704e-15,8.0123421058388111e-18,6.5950789989489144e-18,3.297936133464591e-18,1.3108484418706118e-19,4.2924989319009343e-18,1.575335640157396e-19,2.9747624260776595e-18,2.5489151645699418e-18,5.1767346319891919e-18,1.5712821035259454e-18,6.4980051797591529e-20,3.6964101326877421e-20,6.9110063596106886e-20,5.4957283937255664e-20,4.2796172407452761e-20,5.488631855542706e-22,7.2464718471843714e-20,8.4199440608179074e-20,4.0663079603754384e-22,2.6815867316658417e-30,4.7248749981349592e-21,1.1235933418828286e-24,7.5362511978966245e-23,6.8946169319720128e-24,8.7539979334976537e-19,1.3046792780637824e-15,3.4357496796269479e-18,2.2980478935647866e-21,5.2363976056311967e-18,8.4224952743027957e-20,2.1383587714291732e-23,1.486058722086147e-31,2.0336414863348545e-24,2.4443539825775857e-24,3.1995269004358206e-26,1.6361879663239303e-25,3.0272074491941876e-30,6.6413863283333353e-32,6.6304637354708417e-31,4.2688838997751762e-26,6.2447853715748455e-26,5.0491400633676367e-34,8.6571249652185591e-36,5.0742289770750385e-24,8.786099744403346e-26,3.563383702620447e-26,1.9379225237750754e-28,1.4035567128123429e-28,8.541051095084541e-33,4.8862229640626764e-29,2.052262310840312e-38
2.62143e-10,0.0037174332757811727,1.3015042678434286e-18,2.1119994520890395e-22,2.5935678688476155e-21,1.2726152433599187e-21,3.0160976284684674e-24,0.0,0.0,3.9129664894718912e-17,1.5960227590408413e-23,4.4678158760707727e-32,4.9924704721438413e-33,2.825794436820403e-31,6.1703793830248995e-52,7.5098463137031323e-35,4.0224492986772183e-31,2.6243367090739212e-15,2.2549592179594658e-21,5.2181094743045111e-52,2.5988560939774984e-53,9.0677982167431586e-33,2.8917834871608741e-32,2.8629624422044406e-33,1.4601258900237542e-35,2.7864938886977135e-23,1.8452466651209023e-33,3.2730100049624515e-32,1.0135937533712266e-17,2.4546611610646499e-20,2.0849020951451875e-21,3.3753317606873977e-15,9.0319210367774426e-28,8.3934008089373987e-37,3.9007450497908341e-28,4.0963658575394434e-28,0.88168480800000004,0.0,0.0094599999999898376,0.10884999999999988,4.0995322246051792e-15,4.090979561005091e-15,3.3649444638662876e-15,1.5729688683475455e-17,1.2940510066425476e-17,6.471745479815618e-18,5.089081545136628e-19,1.711012284098437e-17,6.1021515298738425e-19,1.1895786937568589e-17,1.0182077839669299e-17,2.0639784326501793e-17,6.2789115748566417e-18,2.5181601576163884e-19,1.5319871075137919e-19,2.7615598701070009e-19,2.1957793280477992e-19,1.7110241579252056e-19,4.4781185961354746e-21,2.7252254563483241e-19,3.4163379037977427e-19,2.0742627467506609e-21,1.3141261173217954e-29,2.0905051814771669e-20,1.0357853305242819e-23,6.5309205632446368e-22,6.8545048818002471e-23,1.7477035860957929e-18,2.5911564690668299e-15,1.3648627245124669e-17,9.1681959224941523e-21,2.0488995202284813e-17,6.505735552085478e-19,1.4662657488860068e-22,1.1525271322961308e-30,1.5821937372583266e-23,1.8977449411797189e-23,4.4513326996384552e-25,1.4279927025594052e-24,2.9781530549491455e-29,9.6578402768842153e-31,1.9168434673137609e-29,6.1846576592620691e-25,9.5828898409481606e-25,2.5781076526823184e-32,6.8728168563797364e-34,2.1894618018746179e-23,7.4382724530524812e-25,2.8437747744809077e-25,2.3956098538501376e-27,1.4514871091668781e-27,3.2872134576114783e-31,9.1531675271652865e-28,2.0660913588559247e-36
