Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216)
2.956199152797906e-10,0.011238088314043689,1.6415724618562489e-11,7.3356140953143376e-15,7.8422357681036283e-15,3.3125367167045955e-14,6.6780216116703654e-19,0.0,0.0,8.9495154168907357e-13,2.1807120554617212e-18,1.705537389378387e-21,1.2463201809314333e-20,2.4172285740814568e-20,7.5329540982649621e-34,8.9177490582331742e-23,6.9341565363721508e-19,2.3167389449865919e-10,5.6416469251606547e-16,9.0296686814688752e-37,5.8551609334429288e-36,3.606475685747702e-21,1.4921302805287732e-18,2.7664122537611432e-21,2.2727477967223892e-25,5.2591634636399171e-17,2.9283934890751921e-27,1.1149224552374077e-20,6.4171938535141319e-10,5.5095769202309418e-15,8.3813303022431449e-15,3.5785756787105678e-09,1.0793534367594581e-20,1.5311940848300051e-27,1.0727143915401073e-23,9.2634668974500313e-24,0.88168480800000004,0.0,0.0094599917212790704,0.10884999998903984,4.8494083513677469e-09,4.67748893948061e-09,3.1842220629949316e-09,3.9482418523248456e-12,3.1031900955746713e-12,1.5515845455254163e-12,7.4275914244962273e-15,2.8592077203622921e-12,7.8857850000475667e-15,1.9000416087717473e-12,9.5529764891728039e-13,4.1241946081104508e-12,2.9190276071850184e-14,3.724119387102448e-15,1.7033818074498977e-13
3.497199563035306e-10,0.011238088333863241,2.1294803036097999e-11,1.105898979191578e-14,1.1898448554062233e-14,4.9906688836335894e-14,1.1834351277613223e-18,0.0,0.0,1.1447828429705219e-12,3.2404333864125942e-18,2.8816576880598243e-21,2.3771926298498028e-20,4.7051398976334315e-20,1.8856206312769324e-33,1.4723598749856374e-22,9.6856729845607827e-19,3.2403353432901285e-10,9.3399142377223814e-16,3.1445473409551009e-36,1.740717252928333e-35,7.0239752179966074e-21,2.4547285149394787e-18,4.0949605370566465e-21,5.6601983370409402e-25,8.6720561175144993e-17,6.7658118259459774e-27,1.8416022772492555e-20,8.9432182982868133e-10,9.1179767601410401e-15,1.1799527372693667e-14,4.2700509397624066e-09,2.1019830048294914e-20,3.4942300048512842e-27,2.0977081139156791e-23,1.9489816533917577e-23,0.88168480800000004,0.0,0.0094599902062140109,0.10884999998498802,5.7309510364467386e-09,5.4939085937098201e-09,3.7219883829620007e-09,4.6762791634831905e-12,3.6765355389963231e-12,1.8382559912030396e-12,9.4229767520646175e-15,3.8979753497669718e-12,9.9230370283671346e-15,2.6416413289347491e-12,1.3413484585360843e-12,5.652589914446023e-12,4.8139404268866873e-14,4.7229387582592802e-15,2.4943098720763087e-13
4.038199973272707e-10,0.011238088354131608,2.6776489687652655e-11,1.5810817877228043e-14,1.7103617808677347e-14,7.1310200305384758e-14,1.9425565592372009e-18,0.0,0.0,1.4227973740414692e-12,4.574970386123966e-18,4.5399633425165272e-21,4.1386726364167656e-20,8.3150447497433195e-20,4.1578451026149353e-33,2.2604930127110413e-22,1.2902794079450016e-18,4.3175688332341501e-10,1.4378357493515777e-15,9.1499324045411756e-36,4.4502753929604302e-35,1.2419984107941038e-20,3.755312780309374e-18,5.7543982190975315e-21,1.2432661173474856e-24,1.329717457227517e-16,1.3864250133786551e-26,2.8292677324757353e-20,1.1874247131020186e-09,1.403165507228417e-14,1.5824938172222033e-14,4.9723865429948661e-09,3.7164009749970416e-20,7.0729159134376756e-27,3.7251431848721169e-23,3.7095422228089618e-23,0.88168480800000004,0.0,0.0094599886911426595,0.10884999998037172,6.6099338768318437e-09,6.2985447283212657e-09,4.2467000098012658e-09,5.4068915137365266e-12,4.2524409703458192e-12,2.1262076490476485e-12,1.147201419925616e-14,5.0635163857947116e-12,1.1999464934229264e-14,3.4988672746119724e-12,1.7942156402873005e-12,7.3821208634479205e-12,7.3823543419469056e-14,5.7482872092556426e-15,3.464701093885831e-13
4.579200383510107e-10,0.011238088374843247,3.2869481101679848e-11,2.1712076956476945e-14,2.3597176807520664e-14,9.7877555376241441e-14,3.0093843811631531e-18,0.0,0.0,1.7296116707019656e-12,6.2140019216210862e-18,6.7911709627890407e-21,6.7265892614872371e-20,1.366948159502142e-19,8.3283794863711117e-33,3.2868737008599553e-22,1.6594189707375456e-18,5.5479571164854284e-10,2.096355106038143e-15,2.3275116035030205e-35,1.0142640753543592e-34,2.0429356453307746e-20,5.4412041970962311e-18,7.7765688162200343e-21,2.4830965610898927e-24,1.9310294076935879e-16,2.5960064531039162e-26,4.1175494490086442e-20,1.5205104040828126e-09,2.0450754529393217e-14,2.046695975261319e-14,5.6854051223959442e-09,6.1122573132393603e-20,1.308429360159032e-26,6.1550152426467157e-23,6.5457173520591905e-23,0.88168480800000004,0.0,0.0094599871760642652,0.10884999997521522,7.486092666193148e-09,7.0915768175233447e-09,4.7586820774318537e-09,6.1403922336443802e-12,4.8312229051278988e-12,2.4155976791475545e-12,1.3558623617619143e-14,6.3444299876027637e-12,1.4102345175224721e-14,4.469221362526945e-12,2.3144394293466952e-12,9.2992328045115749e-12,1.0722129747382046e-13,6.7921988747366621e-15,4.6237873827021054e-13
5.120200793747508e-10,0.011238088395992668,3.9582309623181041e-11,2.8885433664321376e-14,3.1520179903024016e-14,1.3015811536401497e-13,4.4555447071482359e-18,0.0,0.0,2.0658374041158327e-12,8.1878501962359579e-18,9.7612560298390384e-21,1.0361436351566513e-19,2.1244969620362241e-19,1.5479299624929555e-32,4.5818027963343952e-22,2.077116117409863e-18,6.9309728834152814e-10,2.9301671086132683e-15,5.3445682845462831e-35,2.1147591764325757e-34,3.1769115732049929e-20,7.5584543459122155e-18,1.0195037846560683e-20,4.6053158579181392e-24,2.6883979180091855e-16,4.5323149251111101e-26,5.7460984779079963e-20,1.8930669653115886e-09,2.8574759016722034e-14,2.5734836792246792e-14,6.4089320379799204e-09,9.5035909046270719e-20,2.2572004875877779e-26,9.6166786566144281e-23,1.0886790946175493e-22,0.88168480800000004,0.0,0.0094599856609780698,0.10884999996954142,8.3591755382190368e-09,7.8731811608622441e-09,5.2582511536683728e-09,6.8770916666217552e-12,5.41319408140203e-12,2.7065823624543864e-12,1.5673257245969609e-14,7.7300530302820227e-12,1.6224716913678696e-14,5.5502130904069197e-12,2.9025379698329302e-12,1.1391136458552011e-11,1.4929392664250489e-13,7.8499616913605484e-15,5.9794523886693875e-13
5.661201203984909e-10,0.011238088417574421,4.6923346427561662e-11,3.7455204277719798e-14,4.1015258709809678e-14,1.6870877733403719e-13,6.360141330318437e-18,0.0,0.0,2.4320814327371723e-12,1.0527474146179543e-17,1.3593379530919031e-20,1.5287663384735703e-19,3.1570182560876153e-19,2.7096570141156812e-32,6.1751776459693142e-22,2.5447552362488918e-18,8.4660461284800551e-10,3.9598429444253041e-15,1.1318766190407434e-34,4.1068877651080156e-34,4.7235964253979672e-20,1.0151872600786416e-17,1.3045623643116924e-20,8.049653814846868e-24,3.6187581878986049e-16,7.4831707183680156e-26,7.7546661934084319e-20,2.3045881038679317e-09,3.8602434778584583e-14,3.1637664459013633e-14,7.1427953203799237e-09,1.4128021548864988e-19,3.6829273275405183e-26,1.4369210170897206e-22,1.7266132574536414e-22,0.88168480800000004,0.0,0.0094599841458833083,0.10884999996337205,9.228942502109118e-09,8.6435309708523329e-09,5.7457155185074061e-09,7.6172999286313631e-12,5.998666182923497e-12,2.9993174653971083e-12,1.781008560343168e-14,9.2104131804052488e-12,1.8362530942273048e-14,6.7393612384134941e-12,3.5590078337016878e-12,1.3645761333064786e-11,2.0098531854043814e-13,8.9187073540137249e-15,7.5383413337532294e-13
6.202201614222309e-10,0.011238088439583118,5.49008041419905e-11,4.7547321412826594e-14,5.2226583841309627e-14,2.1409382522734937e-13,8.8098317000904563e-18,0.0,0.0,2.8289458460637661e-12,1.3264464239999487e-17,1.8449722715043343e-20,2.177304549180009e-19,4.5224315705190875e-19,4.5156856854386464e-32,8.0964873730192293e-22,3.0639670776857034e-18,1.0152566219660668e-09,5.2059013580943671e-15,2.2439569311150026e-34,7.5240742332742769e-34,6.7704065923034385e-20,1.3265050199239197e-17,1.6366844086541136e-20,1.3402260923827203e-23,4.7387238755374313e-16,1.1804621174180986e-25,1.0183180704462696e-19,2.7545731309928604e-09,5.0731776710674052e-14,3.8184390909190321e-14,7.8868256225391187e-09,2.0246018345711443e-19,5.7420015488985132e-26,2.0701914292282575e-22,2.6333917595227824e-22,0.88168480800000004,0.0,0.0094599826307792088,0.10884999995672758,1.0095165029843421e-08,9.4027964495003055e-09,6.2213754095533534e-09,8.3613278772045517e-12,6.5879510323571397e-12,3.2939588331359296e-12,1.9965724309748493e-14,1.0776187817971166e-11,2.0513600495424409e-14,8.034195400880657e-12,4.2843244775047043e-12,1.6051714993631191e-11,2.6322195542058537e-13,9.996778100968891e-15,9.3059567084635337e-13
6.74320202445971e-10,0.011238088462013409,6.3522738996893654e-11,5.9289306535506731e-14,6.5299833130648311e-14,2.6688480708269019e-13,1.1898901736701544e-17,0.0,0.0,3.2570279989877732e-12,1.643103859487161e-17,2.4513122836466312e-20,3.0108153888415783e-19,6.2835705100566214e-19,7.2213560049199837e-32,1.0374808675651432e-21,3.6366221151937276e-18,1.1989883646982376e-09,6.6888034667270472e-15,4.2067950104435227e-34,1.3123012502685147e-33,9.4123178829836745e-20,1.6940380262842238e-17,2.0200274818647421e-20,2.1422235403687194e-23,6.0645867510121947e-16,1.7927784473956918e-25,1.3071815134997325e-19,3.2425269310928509e-09,6.5159961972746134e-14,4.538381934403199e-14,8.6408561799829041e-09,2.8140274072969848e-19,8.6197307403001363e-26,2.8934898529103242e-22,3.8869135593053746e-22,0.88168480800000004,0.0,0.0094599811156649959,0.10884999994962739,1.0957625709621452e-08,1.0151144851436088e-08,6.6855232265608022e-09,9.1094875187912182e-12,7.1813611779600766e-12,3.590662679680872e-12,2.213858058026147e-14,1.2418669984312053e-11,2.2677127018838545e-14,9.4322572904211654e-12,5.0789426224833648e-12,1.8598249340229076e-11,3.3691288048513357e-13,1.1083403188239985e-14,1.1286737288677245e-12
7.28420243469711e-10,0.011238088484860001,7.27970535399664e-11,7.2810235152935375e-14,8.0382151502444082e-14,3.2766037951985487e-13,1.5729361216050301e-17,0.0,0.0,3.7169205548889369e-12,2.0060038081773703e-17,3.1989148152878307e-20,4.0605686167968674e-19,8.5080083070100779e-19,1.1151447485871811e-31,1.3038800789655114e-21,4.2648221913024903e-18,1.3977312208044929e-09,8.4289463106226405e-15,7.5269900255169323e-34,2.1958087316056667e-33,1.2751629468556517e-19,2.1219083134937449e-17,2.4590969055935351e-20,3.3078285690565806e-23,7.6123164435554378e-16,2.6367838226796307e-25,1.6461074887858706e-19,3.7679599222971942e-09,8.2083292457297103e-14,5.3244610603821506e-14,9.4047227609323869e-09,3.8114907863514902e-19,1.2532664808876288e-25,3.941990460886273e-22,5.5795498638170555e-22,0.88168480800000004,0.0,0.0094599796005398855,0.10884999994208977,1.1816117812169944e-08,1.0888740562483083e-08,7.138443786843153e-09,9.8620924995027205e-12,7.7792105155364449e-12,3.8895858963829006e-12,2.4328147093497184e-14,1.4129726604878897e-11,2.4853125239966229e-14,1.0931102342312207e-11,5.9432967344569355e-12,2.1275219238666757e-11,4.2294966549201132e-13,1.2178348307719775e-14,1.3484154477159936e-12
7.825202844934511e-10,0.011238088508117652,8.2731498920417691e-11,8.8240707457069559e-14,9.762211740734371e-14,3.9700617644758057e-13,2.041101950050565e-17,0.0,0.0,4.2092115224425147e-12,2.4184922040049368e-17,4.1107797231693662e-20,5.359990684620594e-19,1.126791275786514e-18,1.6710884708280247e-31,1.6116701856904413e-21,4.9508936080718444e-18,1.6114130787482021e-09,1.0446657709564987e-14,1.2940773665552318e-33,3.5456316421566212e-33,1.6897767022251402e-19,2.6141227699163098e-17,2.958776299668652e-20,4.9582578855529205e-23,9.3975605905271357e-16,3.7731784120849613e-25,2.0391870133356458e-19,4.3303880215137784e-09,1.0169714923781247e-13,6.1775285348342661e-14,1.0178263624721775e-08,5.0494794198287582e-19,1.7730492997786621e-25,5.2541103311567228e-22,7.8195299421207773e-22,0.88168480800000004,0.0,0.0094599780854030847,0.10884999993413205,1.2670444935619856e-08,1.1615745163867192e-08,7.5804145342867031e-09,1.0619458441446709e-11,8.3818146644177307e-12,4.1908862390577099e-12,2.6534556130381162e-14,1.5901765451786323e-11,2.7042016992623069e-14,1.2528300972825008e-11,6.8778014255055217e-12,2.4073049796133593e-11,5.2220640367588058e-13,1.328169351662092e-14,1.5900787629357258e-12
8.366203255171911e-10,0.011238088531781164,9.3333677110563971e-11,1.0571281976759462e-13,1.1716971041766674e-13,4.7551468122934092e-13,2.6061555575876524e-17,0.0,0.0,4.7344842919580749e-12,2.8839763987652356e-17,5.2125111948460661e-20,6.9446107152508393e-19,1.463990673151775e-18,2.4395955494433629e-31,1.9636325950381425e-21,5.6973805176694085e-18,1.8399585032769224e-09,1.2762191521190092e-14,2.1487773645467198e-33,5.5503492989566595e-33,2.1967092926425186e-19,3.1745752110193004e-17,3.5243529805926354e-20,7.2426744063409896e-23,1.1435645314744492e-15,5.2726257052407928e-25,2.4905585651787353e-19,4.9293326088142819e-09,1.241959509006714e-13,7.0984226175463618e-14,1.0961319481715216e-08,6.5624910021532581e-19,2.4497852238196722e-25,6.8715966778454952e-22,1.0732341594647521e-21,0.88168480800000004,0.0,0.0094599765702538044,0.1088499999257706,1.3520420669147308e-08,1.2332317492923215e-08,8.0117057372156975e-09,1.1381903081941486e-11,8.989491143102244e-12,4.4947224149668116e-12,2.8758336955211228e-14,1.7727704952439069e-11,2.9244425091145843e-14,1.4221439718632574e-11,7.8828518425950238e-12,2.6982706444165808e-11,6.3553972140608419e-13,1.4393712756760722e-14,1.8538392056644061e-12
9.448204075646713e-10,0.011238088580305264,1.1657090737797447e-10,1.4731765748442043e-13,1.6379450670985641e-13,6.6242322082378669e-13,4.0779742949038311e-17,0.0,0.0,5.8862859282967615e-12,3.9878660671870425e-17,8.1019787966326323e-20,1.1121748596689972e-18,2.3548090960377776e-18,4.8660300590750241e-31,2.8109863984408507e-21,7.3828271221439635e-18,2.3413226808609555e-09,1.8367344546112728e-14,5.4268351586816576e-33,1.2572513279594636e-32,3.5374299094086758e-19,4.5152165194591292e-17,4.8764982161397327e-20,1.4474447894850434e-22,1.6330038067586222e-15,9.6981834633906447e-25,3.585011439913293e-19,6.2348838603604681e-09,1.7862101130146727e-13,9.1469758982661279e-14,1.2555351030996765e-08,1.0561227462103039e-18,4.4065596789763041e-25,1.1206922202487833e-21,1.9173739811366463e-21,0.88168480800000004,0.0,0.0094599735399145801,0.10884999990789747,1.5206620285056706e-08,1.3734787322573253e-08,8.8432958763181865e-09,1.2923309793343592e-11,1.022134085213746e-11,5.1106419408430812e-12,3.3261522958145134e-14,2.1515340178173077e-11,3.3693076993743596e-14,1.7885970773105553e-11,1.0106075463457644e-11,3.3103890123747897e-11,9.0777543515772368e-13,1.6645550091954209e-14,2.4479800035624284e-12
9.999999999999999e-10,0.011238088630391779,1.2947992238784994e-10,1.7223461370846927e-13,1.9175402527587268e-13,7.7434466843635575e-13,5.0324123362514753e-17,0.0,0.0,6.526840907769656e-12,4.6469425958130437e-17,9.9955292558016881e-20,1.3853102382069552e-18,2.9381946264316597e-18,6.7215280638333716e-31,3.322268183389453e-21,8.3474913506106894e-18,2.6195643198002518e-09,2.1767284608903382e-14,8.3735071635969259e-33,1.8428581875494608e-32,4.416386299507527e-19,5.319190032834997e-17,5.6927160023423184e-20,2.0020524265328684e-22,1.92760925104333e-15,1.2892766696627681e-24,4.250427994100278e-19,6.9549960283677691e-09,2.116122058919375e-13,1.0299499164257635e-13,1.3382287794112798e-08,1.3180819306727515e-18,5.7927437812480169e-25,1.4087065706469072e-21,2.5183881377213442e-21,0.88168480800000004,0.0,0.0094599719944876339,0.10884999989822144,1.6059147979127579e-08,1.4434581834965095e-08,9.2520000259059542e-09,1.3718538444675665e-11,1.0858690762283277e-11,5.4293134527830318e-12,3.5588694283095684e-14,2.3504398079181688e-11,3.5986072453445611e-14,1.9892758246811238e-11,1.1349998426585841e-11,3.6364408107395337e-11,1.0716810679229758e-12,1.7809259834577862e-14,2.785175049793202e-12
1.0530204896121514e-09,0.011238088630391779,1.4256666203837948e-10,1.9871034296660865e-13,2.214831603649969e-13,8.932579337704484e-13,6.0985423401086579e-17,0.0,0.0,7.1769016263239789e-12,5.3461434393388395e-17,1.2130397689956425e-19,1.6916196250849321e-18,3.5929308682173336e-18,9.0224315915325616e-31,3.8673349607968672e-21,9.3456207515922811e-18,2.9011600797152868e-09,2.5404782369293742e-14,1.2427187439714198e-32,2.6104845827470278e-32,5.4035607918781589e-19,6.1728012339327628e-17,6.5667420400299414e-20,2.6913164506926311e-22,2.2411703082223347e-15,1.6710300979348794e-24,4.9637939540202549e-19,7.6808925639834311e-09,2.4689304947242665e-13,1.1476559003043456e-13,1.4185590582072049e-08,1.6121356436298229e-18,7.4283295781148732e-25,1.7352498953140314e-21,3.2310629761313464e-21,0.88168480800000004,0.0,0.0094599705095157419,0.10884999988858429,1.6873412526024024e-08,1.5097368149782865e-08,9.6352402811729313e-09,1.4488896603855506e-11,1.147733957004783e-11,5.7386340147549917e-12,3.7845536688455648e-14,2.5445096358710937e-11,3.8205772833061463e-14,2.1905751301690352e-11,1.2615754383110874e-11,3.9576213211940047e-11,1.2461615566384527e-12,1.8937802286942115e-14,3.1308378496699489e-12
1.1612205716596315e-09,0.011238088682001001,1.713766151109381e-10,2.6099856751834602e-13,2.914826388442322e-13,1.1729920952006357e-12,8.7910494829169538e-17,0.0,0.0,8.6108360165535055e-12,6.9882340980588839e-17,1.7612810356683887e-19,2.4682341425940254e-18,5.2542668413602574e-18,1.5768459503679238e-30,5.1533786763036098e-21,1.161328669516354e-17,3.5187642290819776e-09,3.4033412720523209e-14,2.628215402840631e-32,5.0508416806691449e-32,7.9112198917436562e-19,8.1746232952220564e-17,8.6540309993927133e-20,4.7198985412628397e-22,2.9791764456361042e-15,2.7321718131732769e-24,6.6624496495831552e-19,9.2637226041160362e-09,3.3052875898471095e-13,1.4093402776395133e-13,1.5850847971781645e-08,2.358443875547998e-18,1.1887963072772672e-24,2.5773347174299049e-21,5.1926757215870648e-21,0.88168480800000004,0.0,0.0094599674790507363,0.10884999986793292,1.8519632127833539e-08,1.6421237934728046e-08,1.0389462537605215e-08,1.6081279712454697e-11,1.2760098690943862e-11,6.3800038795468233e-12,4.2519240095642319e-14,2.9475828775733184e-11,4.278979948959983e-14,2.6262161440687394e-11,1.5414388904745728e-11,4.6343999315406216e-11,1.6569257342867574e-12,2.1274912991211982e-14,3.9014870581199802e-12
1.2694206537071116e-09,0.01123808873509405,2.0305426552145128e-10,3.353112348331667e-13,3.7505927474886946e-13,1.5066963519760252e-12,1.2291937213945006e-16,0.0,0.0,1.019252334091113e-11,8.9445051767157631e-17,2.4921069727917909e-19,3.4803091826283832e-18,7.4205411181725098e-18,2.6244173445376618e-30,6.6891207256521414e-21,1.4216220210675331e-17,4.1933905775280136e-09,4.4410549317347375e-14,5.2057543604343761e-32,9.2193880787183824e-32,1.1185828322905816e-18,1.0546366138214278e-16,1.1205456744869213e-19,7.8869677290556201e-22,3.8576308607548383e-15,4.2792425047773846e-24,8.7179594636232535e-19,1.0979821630985113e-08,4.3102588716157214e-13,1.7003537336034769e-13,1.754996849539496e-08,3.3317871130975829e-18,1.8232812711049741e-24,3.6999425099607245e-21,8.0237405974553723e-21,0.88168480800000004,0.0,0.0094599644485129329,0.10884999984603444,2.0144243065790634e-08,1.7707536215255871e-08,1.110778937982107e-08,1.770310574770824e-11,1.4072259505823126e-11,7.0360716872098035e-12,4.7292107293993255e-14,3.3572029779103636e-11,4.7452853714771108e-14,3.0936933183299293e-11,1.8504204754143257e-11,5.3357703615452855e-11,2.1460206414441084e-12,2.3661626000964207e-14,4.7582377379981881e-12
1.3776207357545917e-09,0.011238088789632856,2.3765100280701172e-10,4.2279761273332068e-13,4.7349783210585861e-13,1.899534912261207e-12,1.6751097708674068e-16,0.0,0.0,1.1926328559422907e-11,1.1246252373652223e-16,3.4488392249882635e-19,4.7688299555486575e-18,1.0178890127460331e-17,4.1921989483175361e-30,8.4938651439438141e-21,1.7187501383178067e-17,4.9242608225113113e-09,5.6691801301402762e-14,9.7605653319961803e-32,1.6025569849604697e-31,1.536155994107529e-18,1.3312164666030522e-16,1.4296524135343457e-19,1.2654445221457358e-21,4.8866441393482819e-15,6.4663205145624295e-24,1.1168954917422401e-18,1.2825719821823151e-08,5.4986230715678701e-13,2.0212798321077213e-13,1.9281831763995511e-08,4.571289280777486e-18,2.6991320334766179e-24,5.163061485207238e-21,1.1994629299156447e-20,0.88168480800000004,0.0,0.0094599614178956359,0.10884999982297039,2.1746329636922948e-08,1.8957365693058897e-08,1.1791955911283648e-08,1.9357050172046124e-11,1.5416491559905548e-11,7.7081716767605073e-12,5.2173995574432854e-14,3.7703171133266298e-11,5.2202769705600696e-14,3.5912173695407732e-11,2.1887164438302061e-11,6.0573258343607024e-11,2.7191267072795445e-12,2.6102871107541404e-14,5.6987731513264921e-12
1.4858208178020718e-09,0.01123808884558018,2.7521617063169556e-10,5.2462651252601788e-13,5.8810061041978075e-13,2.3567618557338145e-12,2.23320625287195e-16,0.0,0.0,1.3816548431086536e-11,1.3925687283862435e-16,4.6813667433303667e-19,6.3773247086981687e-18,1.3621479049988295e-17,6.4661504732584225e-30,1.058621667528005e-20,2.0562718910823898e-17,5.710566933679944e-09,7.1030974075093742e-14,1.7466508933497301e-31,2.6721278031887264e-31,2.0580813292441026e-18,1.6494665236974275e-16,1.8011322933696609e-19,1.9612362850799787e-21,6.0758353743992838e-15,9.479169832965874e-24,1.405592428890998e-18,1.4798028630042452e-08,6.884951993913745e-13,2.372683292512054e-13,2.1045350609298801e-08,6.1182653640981701e-18,3.8780015252902313e-24,7.0342209354382582e-21,1.7430469154214135e-20,0.88168480800000004,0.0,0.0094599583871920676,0.10884999979881356,2.3325088101922499e-08,2.0171793721808077e-08,1.2443610501980061e-08,2.1045815674227756e-11,1.6795491143733505e-11,8.3976514172847397e-12,5.7174873903833265e-14,4.184311922710219e-11,5.704734942623837e-14,4.117038529205182e-11,2.5564978181596632e-11,6.7951489385768508e-11,3.3816553371959672e-12,2.8603630448314034e-14,6.7202690439199719e-12
1.5940208998495519e-09,0.011238088902899582,3.1579712858890491e-10,6.4198549006617376e-13,7.2018657896028947e-13,2.8837175383580726e-12,2.9212183293564268e-16,0.0,0.0,1.5867412575874998e-11,1.7015924988021899e-16,6.2465564389743891e-19,8.3517182819669989e-18,1.7845132352607427e-17,9.676705101323736e-30,1.2984082156386804e-20,2.4379801110479897e-17,6.5514749234091504e-09,8.7579979696851023e-14,3.0024878080592403e-31,4.2986146094059032e-31,2.6993701651641502e-18,2.0115084084641146e-16,2.2442626008881133e-19,2.9500433712915474e-21,7.4343394652279793e-15,1.353913559131383e-23,1.7421413059089451e-18,1.689343951905717e-08,8.4836032489315791e-13,2.7551105759739529e-13,2.2839470025849898e-08,8.0160332487252107e-18,5.4311006759751811e-24,9.3890896170865138e-21,2.4717293554823855e-20,0.88168480800000004,0.0,0.0094599553563953984,0.10884999977362916,2.4879818785195188e-08,2.1351853717402328e-08,1.3064319424222844e-08,2.2772130405354529e-11,1.8211979693877267e-11,9.1058710043435133e-12,6.2304715802125532e-14,4.5969608672113597e-11,6.1994423177668858e-14,4.6694482620843703e-11,2.9539114526538427e-11,7.5457589697442918e-11,4.1387525559075682e-12,3.1168888512815793e-14,7.8194986230878452e-12
1.702220981897032e-09,0.011238088961555438,3.5943931221559462e-10,7.7608006950425654e-13,8.7109054216822255e-13,3.4858250962051836e-12,3.758280424628972e-16,0.0,0.0,1.8083084516533696e-11,2.0550971920524281e-16,8.2086429778475353e-19,1.0740190817306927e-17,2.2950978906200282e-17,1.4104774607558295e-29,1.5704673381566154e-20,2.8678854307542792e-17,7.4461283638351687e-09,1.0648875676699091e-13,4.9836691016347074e-31,6.7024736874389109e-31,3.4757561819472984e-18,2.4193264087548142e-16,2.7691918155209751e-19,4.3231235332881909e-21,8.9708151103257934e-15,1.8907355355440065e-23,2.1310218223102117e-18,1.9108722682899644e-08,1.0308713895345444e-12,3.1690904541108183e-13,2.4663166151458921e-08,1.0309730987974275e-17,7.4400014016881073e-24,1.2312123968721404e-20,3.4308426257464326e-20,0.88168480800000004,0.0,0.0094599523254987397,0.10884999974747549,2.6409918635933146e-08,2.2498546490746845e-08,1.3655571226552277e-08,2.4538746247832892e-11,1.9668702084313391e-11,9.8342022042165539e-12,6.7573576860825425e-14,5.0063772516082384e-11,6.7051952433891639e-14,5.2467807108122182e-11,3.3810810586596133e-11,8.3060647792678535e-11,4.9953030505850438e-12,3.3803671985405796e-14,8.9929237325423327e-12
1.810421063944512e-09,0.011238089021512921,4.0618629102997944e-10,9.2813299221358443e-13,1.042162338756658e-12,4.1685870595957536e-12,4.764942591904238e-16,0.0,0.0,2.0467662697359238e-11,2.4565714049135227e-16,1.0639595973205966e-18,1.3593042126862641e-17,2.9044112969445934e-17,2.0087964432323703e-29,1.8764511405575671e-20,3.3502009127965118e-17,8.3936516414475691e-09,1.2790519996441196e-13,8.0213290246759835e-31,1.0167606473537324e-30,4.4036483439156928e-18,2.8747729688071646e-16,3.386936077642597e-19,6.1914958245190221e-21,1.0693453439279864e-14,2.5889305517801477e-23,2.5769575520183287e-18,2.1440725757487871e-08,1.2374195000735027e-12,3.6151345581529363e-13,2.6515445288670078e-08,1.304614033034028e-17,9.997496204594743e-24,1.5897264717460794e-20,4.6731079264556147e-20,0.88168480800000004,0.0,0.0094599492944951423,0.10884999972040474,2.7914874269576813e-08,2.3612841500940956e-08,1.4218780836202915e-08,2.6348437283596586e-11,2.1168425008985035e-11,1.0584027646248554e-11,7.2991661217519519e-14,5.4109728192781769e-11,7.2228013392418589e-14,5.8474138683079239e-11,3.838108191744084e-11,9.073323044672752e-11,5.9559345855378313e-12,3.6513081579557207e-14,1.0236772619260592e-11
1.9186211459919924e-09,0.011238089082738005,4.560798246336176e-10,1.0993834905420432e-12,1.2347660735533455e-12,4.9375820762219409e-12,5.9631859984500101e-16,0.0,0.0,2.3025181480642175e-11,2.9095905362296807e-16,1.3619464757816367e-18,1.6962561646301449e-17,3.6233270765425187e-17,2.8026956512075767e-29,2.2179432141463153e-20,3.8893274423874159e-17,9.3931529638844484e-09,1.5197509860875355e-13,1.2563007318991551e-30,1.5053569101629119e-30,5.5000858526095362e-18,3.3795739967964304e-16,4.1093705741663428e-19,8.6885651904466196e-21,1.2609987190981662e-14,3.4839703303645347e-23,3.0849339314947181e-18,2.388637252453754e-08,1.4693727055611064e-12,4.093737908971848e-13,2.8395342965476523e-08,1.6273516727012969e-17,1.3208518332574672e-23,2.0248679365237066e-20,6.2593146886300009e-20,0.88168480800000004,0.0,0.0094599462633776134,0.10884999969246363,2.9394255463951054e-08,2.4695678035154559e-08,1.475529340740255e-08,2.8203998394020216e-11,2.2713935546173637e-11,1.1356740105655649e-11,7.8569283290276563e-14,5.8094212831907179e-11,7.7530725660567826e-14,6.4697705016820867e-11,4.3250732014412428e-11,9.845101333056548e-11,7.0250227371771276e-12,3.9302271980944139e-14,1.1547106035423331e-11
