Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890)
8.388607e-09,0.0035342549190675527,5.3408243396905023e-18,1.2375049245630236e-20,6.9371286945519308e-20,9.4796413162872699e-20,1.3554521741237517e-22,0.0,0.0,2.6312962786669944e-16,1.4668931081291736e-21,8.0073170380466469e-31,5.2465347068196149e-31,1.8004407885821588e-30,5.8067705883402747e-53,7.3601076878720987e-37,5.3138486530208336e-31,5.8486516154508672e-17,7.6049420015067169e-22,1.6352985791402122e-50,1.1789524435954558e-51,9.1895797360713531e-31,3.3206026414414515e-31,1.6075335573466172e-33,1.3351686895206057e-34,5.9147101651635312e-24,1.1759832629819348e-35,2.0178383105728705e-30,2.3356920758821547e-16,7.3621374743177881e-21,6.1239940792722283e-20,6.7307556537956695e-15,1.2294578615870284e-27,1.2780464939945285e-39,1.9181045981417171e-31,4.0608026345190433e-33,0.88168480800000004,0.0,0.0094599999999836464,0.10884999999999599,7.9529164277766386e-15,7.4886920050103951e-15,6.3763431517767309e-15,3.7343424013940638e-17,2.9874070535910653e-17,1.4873521314816155e-17,3.1952807198675891e-17,1.0068785638449544e-15,3.7526374713067718e-17,7.5949493532378465e-16,6.8790650259923575e-16,1.177016300380571e-15,3.7652906527368121e-18,1.5422103799191643e-17,1.1128052446036028e-17,8.5333939569682842e-18,6.7815487154188749e-18,1.9321952763448312e-19,7.4333187564584582e-18,4.2783728953733107e-18,1.1716396389124148e-17,6.381353206058239e-19,3.2413645726409445e-27,2.9642736493190287e-18,5.6376596218071085e-20,2.0315479858940257e-18
9.999999999999999e-09,0.0035342549190675665,6.9767785257655686e-18,1.841559051745392e-20,1.1507872969757873e-19,1.4106728901611192e-19,2.524755717820005e-22,0.0,0.0,3.2996253261915412e-16,2.0940809733068552e-21,1.418408184000991e-30,8.3537234370857045e-31,2.8861661372552481e-30,1.2683935153123576e-52,1.0620807417733511e-36,7.420597481147891e-31,7.885530667103933e-17,1.1674291953082022e-21,5.9625082282681997e-50,1.943324863115024e-51,1.4263743738566401e-30,4.6541043985314737e-31,2.1124331328068463e-33,4.3731219814012043e-34,9.0360532938236505e-24,2.2129551087681088e-35,2.96683969713063e-30,3.1681654769142683e-16,1.1301119345567112e-20,8.3209902164011641e-20,7.9047542617430013e-15,1.999926471614782e-27,2.2190819980986467e-39,3.199115702747494e-31,8.3240172829131579e-33,0.88168480800000004,0.0,0.0094599999999805048,0.10884999999999462,9.349086022638547e-15,8.7299891424726023e-15,7.4338109326453597e-15,4.1994092210525286e-17,3.3384482177052794e-17,1.6595605579610651e-17,4.0285809189328933e-17,1.35708266136982e-15,4.7251579693657438e-17,1.0322718360873264e-15,9.3424268590175842e-16,1.586446288989441e-15,5.7737617235983014e-18,1.9407125576515938e-17,1.5526945948901013e-17,1.1618235874672061e-17,9.2392411816081581e-18,2.5258748612372179e-19,1.1430070108871112e-17,5.3363655628739385e-18,1.5976987721930694e-17,8.5919994206351378e-19,4.8921077845482644e-27,4.2568615268204954e-18,9.5756217463943799e-20,3.2105882419952008e-18
1.2582911e-08,0.0035342549190675665,9.869330453449902e-18,3.0618843360050237e-20,2.1637486279156268e-19,2.3454417586687381e-19,5.3205771620846802e-22,0.0,0.0,4.4565047050006994e-16,3.3219931274342773e-21,2.846783495513062e-30,1.4979036952371277e-30,5.2064335608475679e-30,3.0575912850475961e-52,1.6933382220391333e-36,1.1434051972486205e-30,1.1598052167575362e-16,2.0103754033686008e-21,1.8927117450895562e-49,3.6422929965115856e-51,2.4890052760453629e-30,7.1657248130802921e-31,3.0392479082128739e-33,1.331308633599862e-33,1.5468868417067081e-23,4.6979474461888174e-35,4.8438083746683197e-30,4.6990828418438368e-16,1.9460193899750242e-20,1.2370679325198399e-19,9.7250520416188713e-15,3.6660529300576512e-27,4.3540335132278218e-39,6.0288185751303467e-31,1.9133956724203627e-32,0.88168480800000004,0.0,0.0094599999999754689,0.10884999999999208,1.1518845051136738e-14,1.0622097332119269e-14,9.0464035175712935e-15,4.8927808099071943e-17,3.8533960498283809e-17,1.9106277338293149e-17,5.4109442816588316e-17,1.9952156758567701e-15,6.3361586521587744e-17,1.5351352815143435e-15,1.3879911284384245e-15,2.3325344859573459e-15,9.9294135359555953e-18,2.6002192584722247e-17,2.388246762675473e-17,1.7324934201188239e-17,1.3790209673659193e-17,3.5737883132091981e-19,1.9706020882828752e-17,7.104952401172661e-18,2.3872955768702734e-17,1.2516006470517013e-18,8.2664348318516228e-27,6.778109859578051e-18,1.8429129306902856e-19,5.7081033429749275e-18
1.6777215e-08,0.00353425491906758,1.5296003936481327e-17,5.9412710213567975e-20,5.0060269035332424e-19,4.5510267480066449e-19,1.4460054193644542e-21,0.0,0.0,6.5990159149808713e-16,6.1004291892422822e-21,7.1687146068776078e-30,3.2124582038168553e-30,1.1192128942071078e-29,8.8123954211829206e-52,3.0561915375681027e-36,2.0005040374774548e-30,1.8934370870087338e-16,4.0865895788775687e-21,8.0509748035452665e-49,8.4392745452654938e-51,5.1657909481795244e-30,1.2382464659150554e-30,4.9336984688380002e-33,5.4859254851475553e-33,3.1141581588897115e-23,1.2772477708804099e-34,9.0632914301309684e-30,7.7798027460155082e-16,3.9554602599584674e-20,2.0555582105977827e-19,1.2493713837402814e-14,8.0564665795422105e-27,1.050490997934245e-38,1.3820342869045405e-30,5.6285591743169085e-32,0.88168480800000004,0.0,0.0094599999999672914,0.10884999999998705,1.4834400415395853e-14,1.3406830819082275e-14,1.1422704439712967e-14,5.9266961686131765e-17,4.6034901729190054e-17,2.2724216827098355e-17,7.7392147485561868e-17,3.2562368552273927e-15,9.0449116442731064e-17,2.5514473225971571e-15,2.3037617396310019e-15,3.8070237905268914e-15,2.013964897344512e-17,3.7073913994553015e-17,4.1671411034598066e-17,2.8953671093745698e-17,2.3082467112748915e-17,5.5596478096277853e-19,3.9991735871740862e-17,1.0184216945411654e-17,4.0010608110006925e-17,1.9763897016873356e-18,1.6380807420528968e-26,1.2382106014322599e-17,4.3857625220405509e-19,1.2077225343490352e-17
2.5165823e-08,0.003534254919067595,2.7842106400167133e-17,1.5922473485576724e-19,1.9407614986015449e-18,1.2196434401249036e-18,8.3004035206467943e-21,0.0,0.0,1.1822818512559701e-15,1.5510459733913583e-20,3.2462518900708284e-29,1.0322339305737612e-29,3.4998309127801885e-29,3.8293017104823739e-51,6.8972775937864991e-36,4.486997095913232e-30,3.7559945097062144e-16,1.1924110921834944e-20,1.0988366190810338e-47,-6.2948954452091392e-47,1.5911296703765731e-29,2.6676008675795191e-30,1.0422376217788118e-32,7.7178996505990971e-32,8.8478173239688968e-23,6.930795377578281e-34,2.1988909346467568e-29,1.5953828719323647e-15,1.1539043037194935e-19,4.2453219851113498e-19,1.7389406228851491e-14,2.6217262106116031e-26,4.1245711581144625e-38,4.9923221728231555e-30,3.3207894513624082e-31,0.88168480800000004,0.0,0.0094599999999509382,0.10884999999997394,2.0750339796020154e-14,1.8071558012873834e-14,1.5420234279933614e-14,7.9199794377346736e-17,6.0284093850106245e-17,2.9531678043641548e-17,1.24651464891211e-16,6.4690214968738074e-15,1.454269643839128e-16,5.2679188067009995e-15,4.7452503988681592e-15,7.5644393098991635e-15,5.8403272478718049e-17,5.9500426125869325e-17,9.3800725045699842e-17,6.0813206757956903e-17,4.8666377775117055e-17,1.0554518375372723e-18,1.1427982107678862e-16,1.7028729735176698e-17,8.4394331996563723e-17,3.5569310625769477e-18,4.5338571598800144e-26,3.0044183759032047e-17,1.7779856560640991e-18,3.7248463345011674e-17
3.3554431e-08,0.0035342549190675965,4.172677111976109e-17,3.1858528140328009e-19,5.0051841918156886e-18,2.4403061243966196e-18,2.7136005321374002e-20,0.0,0.0,1.819261770789574e-15,3.0750372613160764e-20,9.0747822850384065e-29,2.3332200384556686e-29,7.6513035707676508e-29,1.0310198001901786e-50,1.1956578586968652e-35,7.899372051173321e-30,6.0361251501171094e-16,2.5352962787278949e-20,5.3325508333354862e-47,-1.3258599144173972e-32,3.5405389317783066e-29,4.5219009996147279e-30,1.8598431220667512e-32,3.8979070358638625e-31,1.8370980144414118e-22,2.1571668822175594e-33,4.0416898733702104e-29,2.6493774668622215e-15,2.4529697866731485e-19,7.0905068947353705e-19,2.1526859774679207e-14,5.8756443011511846e-26,1.0425667959684127e-37,1.2091109284435627e-29,1.0616299593015212e-30,0.88168480800000004,0.0,0.0094599999999345815,0.1088499999999574,2.5818351800720815e-14,2.1735347107990037e-14,1.8588087147714132e-14,9.8790041719057179e-17,7.4155373482358478e-17,3.6115955846511664e-17,1.7223030816081954e-16,1.0431000932450676e-14,2.0083878118873354e-16,8.7922244668004022e-15,7.9047214199116209e-15,1.2199150359858569e-14,1.2349031289683986e-16,8.2057806993167009e-17,1.6719743560916658e-16,1.034355446551491e-16,8.3080687588481189e-17,1.6876284053429336e-18,2.3705085236667405e-16,2.4681068045095693e-17,1.4389530345950923e-16,5.220560243371303e-18,9.2452459123749295e-26,5.6515284380054099e-17,4.6885260406146922e-18,8.1359935554593342e-17
4.1943039e-08,0.0035342549190675904,5.5939333513996655e-17,5.4074278690260477e-19,1.0403545279533333e-17,4.1419761145047067e-18,6.781627473068273e-20,0.0,0.0,2.5591440870251444e-15,5.2855888061381216e-20,1.9995623189480787e-28,4.3933830076212604e-29,1.3846106894786632e-28,2.1081391993267387e-50,1.7901213574965477e-35,1.2257260235927762e-29,8.6052491663451273e-16,4.5253092743070288e-20,1.7916085235997905e-46,1.2587062320436815e-32,6.5967497046735567e-29,6.8742545555066177e-30,3.0387052447577663e-32,1.3684507536555128e-30,3.2044056808542182e-22,5.1490580776551355e-33,6.371245846502918e-29,3.9041288880800751e-15,4.3775933670495612e-19,1.0497287259797622e-18,2.5018780670396719e-14,1.0780499240086821e-25,2.1031956866060694e-37,2.3732848186052068e-29,2.562753241068627e-30,0.88168480800000004,0.0,0.0094599999999182265,0.10884999999993802,3.0160774378071643e-14,2.463188359562139e-14,2.1127112752909961e-14,1.1847269663717046e-16,8.807036721676721e-17,4.2717520441621231e-17,2.1972337519419722e-16,1.4946785617435334e-14,2.5626400784579635e-16,1.3004034956625629e-14,1.1671800911610065e-14,1.7483086168198027e-14,2.1922707267527274e-16,1.0458510553103118e-16,2.6081464385188666e-16,1.5613376709308032e-16,1.2586209461743676e-16,2.4514182380797473e-18,4.118553483445214e-16,3.3018469816400565e-17,2.1745473036822121e-16,6.8961338694796655e-18,1.5890031157378012e-25,9.2088391715540965e-17,9.8856059563669579e-18,1.4731281869293728e-16
5.033164700000001e-08,0.003534254919067578,6.9790156826706027e-17,8.2568607319109272e-19,1.8873409480940323e-17,6.3245756579885838e-18,1.4378567051513449e-19,0.0,0.0,3.3911873608431466e-15,8.2785375675125263e-20,3.7921324509830269e-28,7.3326756564398211e-29,2.2180809187294377e-28,3.6085420010375708e-50,2.4434347953659122e-35,1.7355539401207777e-29,1.135669867191906e-15,7.2246947293463045e-20,5.4659567195174524e-46,-2.2547382308011172e-33,1.0977809255892208e-28,9.4403741610278159e-30,4.7480453645051573e-32,3.8674417741071893e-30,4.9993826963006929e-22,1.0457581048373348e-32,9.1194870345553358e-29,5.3286981812654531e-15,6.9876622951120749e-19,1.4381007656618509e-18,2.7967455790523575e-14,1.7440894300508492e-25,3.6919235301145527e-37,4.0863939763631319e-29,5.2172296434549079e-30,0.88168480800000004,0.0,0.0094599999999018716,0.10884999999991639,3.3889244167292178e-14,2.6951200393422563e-14,2.3198881647417196e-14,1.3825719802587723e-16,1.0204592099022054e-16,4.9355154607630458e-17,2.6711848526141412e-16,1.9859951157931007e-14,3.1169763159373288e-16,1.7794363831595384e-14,1.5947026253655406e-14,2.3233790392660853e-14,3.4808483142741891e-16,1.2708408341681556e-16,3.731379553441141e-16,2.1831942232794729e-16,1.7661580156470303e-16,3.3468428947369388e-18,6.3912413673225785e-16,4.1931161746601047e-17,3.0409639253012828e-16,8.5654766326845718e-18,2.4474419903540219e-25,1.3682143805412579e-16,1.8119619968732056e-17,2.3692290931282956e-16
6.7108863e-08,0.003534254919067537,9.5227285166288235e-17,1.5728232106070719e-18,4.7604920308209516e-17,1.2047539980012886e-17,4.6964326233745769e-19,0.0,0.0,5.2996687515908972e-15,1.6916345119174147e-19,1.0230116570028294e-27,1.625151423557976e-28,4.5402429231069071e-28,7.7606136161604033e-50,3.8481660465439825e-35,2.9704524537216105e-29,1.7134806478239971e-15,1.4860949887125423e-19,2.7131723426058648e-45,-1.0782619830260741e-32,2.4447663113063712e-28,1.5395196070758163e-29,1.0657279239016218e-31,2.0313688091289398e-29,9.8237100323096747e-22,3.1625116752497435e-32,1.566667019536692e-28,8.6020396563334026e-15,1.436861838677668e-18,2.3331006400398772e-18,3.2537571502370121e-14,3.594690189533432e-25,8.7432006591442932e-37,9.4393313314615484e-29,1.5541199071796503e-29,0.88168480800000004,0.0,0.0094599999998691564,0.10884999999986782,3.9837081697831859e-14,3.0334759060484468e-14,2.6338843782408179e-14,1.7796327151974326e-16,1.3002143244661421e-16,6.2659686141603707e-17,3.6176008626131051e-16,3.0496379607019566e-14,4.2274609517099796e-16,2.8788825122795647e-14,2.5730467489405045e-14,3.5690895069500565e-14,7.0811984281510545e-16,1.7206015951970258e-16,6.4725571948464937e-16,3.6957393924414709e-16,3.0098973605106711e-16,5.5328757825835191e-18,1.2414353443032962e-15,6.1158650459909089e-17,5.1371138148086741e-16,1.1895005201563945e-17,4.7087634289105375e-25,2.5310539918779367e-16,4.6353767583808654e-17,4.8912311439973333e-16
8.22083574e-08,0.003534254919067486,1.1436904641351097e-16,2.4272636437033675e-18,9.0553127465134743e-17,1.859258691457738e-17,1.0810094770254413e-18,0.0,0.0,7.2528463116291818e-15,2.8145144849352318e-19,2.0421787122060388e-27,2.8317778009190594e-28,7.3757974003547301e-28,1.2491698093579816e-49,5.1275624644874508e-35,4.3050678769766034e-29,2.2313783689419027e-15,2.4382329618719401e-19,7.9905263145692314e-45,2.8212424363295781e-33,4.3004319215392961e-28,2.1503942518531587e-29,2.0239673686682617e-31,6.3419864182266908e-29,1.5454639197619578e-21,6.8718140332986139e-32,2.2497638938544642e-28,1.192064032964556e-14,2.3567665826268075e-18,3.2402894084417031e-18,3.5542567731366928e-14,5.8160820781535914e-25,1.5818869150672365e-36,1.6834532167664138e-28,3.2835274528049881e-29,0.88168480800000004,0.0,0.0094599999998397112,0.10884999999981997,4.3916839953311808e-14,3.2544186256505182e-14,2.851439832921883e-14,2.1378718504950618e-16,1.5516468742736742e-16,7.4638312821321399e-17,4.4680977931408781e-16,4.0521546835970751e-14,5.2294164609855594e-16,3.9864797826152968e-14,3.5552379839413616e-14,4.7444442476161314e-14,1.149873140474314e-15,2.1253194345929575e-16,9.4035907433574315e-16,5.343215539287537e-16,4.3764408373024476e-16,7.9505749957199625e-18,1.9335560203322719e-15,7.9628435255234637e-17,7.3987451750649904e-16,1.4880783204110243e-17,7.2945150041084655e-25,3.8692914298442204e-16,8.8963953778204931e-17,7.9997779412689027e-16
9.730785179999999e-08,0.0035342549190674295,1.2986786893521783e-16,3.4254361307291067e-18,1.5323199815740861e-16,2.6238881432406693e-17,2.1544744561077743e-18,0.0,0.0,9.3921202636808865e-15,4.3062405389799717e-19,3.6049578096234819e-27,4.4766641991497345e-28,1.0892688832331631e-27,1.7380629751875612e-49,6.3545162414638377e-35,5.8670183262517001e-29,2.7246914912952132e-15,3.6394740303883731e-19,1.9607656610083717e-44,3.4217547953951765e-32,6.8741531829305651e-28,2.8108986658586383e-29,3.5783894523204451e-31,1.59829066209114e-28,2.2094136803027701e-21,1.3049486940328309e-31,3.002006934812655e-28,1.5504321557260221e-14,3.516854425853459e-18,4.2157785357048939e-18,3.7843451103823811e-14,8.4828336622632256e-25,2.5639739480780417e-36,2.7010519267700379e-28,6.023004173241495e-29,0.88168480800000004,0.0,0.0094599999998102643,0.10884999999976971,4.7175435288293959e-14,3.4375334039200892e-14,3.0408316463071657e-14,2.4967763634967024e-16,1.802552568882384e-16,8.6605140890599153e-17,5.3172567228741299e-16,5.0661856214908849e-14,6.2335819486656326e-16,5.169183710381719e-14,4.6008667293630751e-14,5.9349478635916073e-14,1.6980244299610308e-15,2.5298633036645652e-16,1.266460841762567e-15,7.2463248237520147e-16,5.9668391450633435e-16,1.079418536054998e-17,2.7399429141126786e-15,9.8833625902972331e-17,9.9821595419746717e-16,1.7866540420076159e-17,1.0298196027117245e-24,5.460761439874773e-16,1.5159823206524964e-16,1.1865591015326132e-15
9.999999999999998e-08,0.003534254919067366,1.3231199654878448e-16,3.6163470338256075e-18,1.666703030994397e-16,2.7701350572161332e-17,2.4088084573213804e-18,0.0,0.0,9.7913814792274298e-15,4.6133976350702804e-19,3.9495299318295407e-27,4.8193181112984957e-28,1.1587526200325112e-27,1.8302030515763912e-49,6.5662705379429867e-35,6.1708638071461845e-29,2.8096138604013807e-15,3.8787633235808848e-19,2.2687148448336151e-44,3.2131995778451095e-32,7.4154362245932746e-28,2.9328316631313506e-29,3.9321785276929347e-31,1.8578794848872539e-28,2.3364254820800461e-21,1.4473900651724668e-31,3.1427848824164632e-28,1.6167643384771536e-14,3.7478906457857207e-18,4.395622284726383e-18,3.8195414871591907e-14,8.9968217081500492e-25,2.7697313428642737e-36,2.9134802396783503e-28,6.634076295694488e-29,0.88168480800000004,0.0,0.0094599999998050133,0.10884999999976054,4.7687969207741038e-14,3.4673526902029113e-14,3.072494312269646e-14,2.5608347545712855e-16,1.8472325141178507e-16,8.8737463063667964e-17,5.4685006108711007e-16,5.2474560061068565e-14,6.4128355901834671e-16,5.3862673589457879e-14,4.7924894518868226e-14,6.1479716802541465e-14,1.8061207197730847e-15,2.6019654620671303e-16,1.3273814224731391e-15,7.6119165766509976e-16,6.273516208830954e-16,1.1345856230642787e-17,2.8935026225082185e-15,1.0231840994965906e-16,1.0475020166608549e-15,1.8398857288639407e-17,1.0869498208400299e-24,5.7690086516035443e-16,1.6507606760134556e-16,1.2628767473867645e-15
1.1240734619999998e-07,0.003534254919067366,1.4255554122517024e-16,4.5390859183261504e-18,2.3813932854216758e-16,3.4770149697319845e-17,3.8788698184889407e-18,0.0,0.0,1.1695120730148476e-14,6.1989000424223659e-19,5.8272048553728025e-27,6.6036709046296068e-28,1.5041467223295755e-27,2.2862092192348792e-49,7.5094198764514122e-35,7.6757035372830725e-29,3.187520373678993e-15,5.0760406432412003e-19,4.2052411278400502e-44,-4.183597047584775e-32,1.0257428938013083e-27,3.5073432804333147e-29,5.912830317224294e-31,3.5111299778700428e-28,2.9485150314610409e-21,2.2530602673986137e-31,3.8154556229952137e-28,1.9307571565801968e-14,4.9036266316225545e-18,5.2431212297562918e-18,3.9645952798966084e-14,1.1486662306799887e-24,3.844460360171676e-36,4.0201576686847965e-28,9.9894240678961595e-29,0.88168480800000004,0.0,0.0094599999997808156,0.10884999999971776,4.9846276971419536e-14,3.5978264758893328e-14,3.2132516131272771e-14,2.8563200676240071e-16,2.0529356617686821e-16,9.8559497830206856e-17,6.1648750888738677e-16,6.0820986491739284e-14,7.2397593182652147e-16,6.4050383565643564e-14,5.6906581639493688e-14,7.1297572098464121e-14,2.3419280956040593e-15,2.9341377017679801e-16,1.6165459510336892e-15,9.3975528503065057e-16,7.7759092734374175e-16,1.4062843230051066e-17,3.6315302491413865e-15,1.1855614431031047e-16,1.2867073916004402e-15,2.0851970878130034e-17,1.3613136170611135e-24,7.2779026142532058e-16,2.3697281946732189e-16,1.6415000756061563e-15
1.2750684059999998e-07,0.003534254919067298,1.5329543022507906e-16,5.7467316753369376e-18,3.4688525231337589e-16,4.4022004740694716e-17,6.4656782334098858e-18,0.0,0.0,1.4148187493325198e-14,8.5193944046876234e-19,8.8157105090254739e-27,9.2558478845022438e-28,1.9778926478301659e-27,2.8111449819137318e-49,8.5948546815441993e-35,9.7763171829978576e-29,3.6217197974770809e-15,6.7306221868213004e-19,7.6178915175891534e-44,1.4209669202759065e-32,1.453334935033065e-27,4.255154626250072e-29,9.2280556097441375e-31,6.967007563293154e-28,3.7392685938901443e-21,3.6219585920273908e-31,4.6884002752711092e-28,2.3305944366835564e-14,6.5002138835819279e-18,6.3125294792960169e-18,4.1073834035915227e-14,1.4725204832056205e-24,5.4426035759390269e-36,5.6598806018540985e-28,1.5361642263145172e-28,0.88168480800000004,0.0,0.0094599999997513652,0.10884999999966448,5.2072637253094111e-14,3.7398627326521309e-14,3.3715203879088568e-14,3.2166329216621726e-16,2.3029213166861846e-16,1.1050829192066975e-16,7.0109384621761521e-16,7.0983214403985268e-14,8.2479037295308667e-16,7.6807100726101853e-14,6.8131565353865469e-14,8.3273508387482451e-14,3.069674139061288e-15,3.3381324227063677e-16,1.9839939065182415e-15,1.1792922234437288e-15,9.8005552434283608e-16,1.7755699235579902e-17,4.5848877921234051e-15,1.3866418276567352e-16,1.6041008221768802e-15,2.3836132474055874e-17,1.7153724192601033e-24,9.2939255471045554e-16,3.4693250528071348e-16,2.1568224798135442e-15
1.4260633499999997e-07,0.0035342549190672274,1.6257042335070796e-16,7.034510721477256e-18,4.805062520552682e-16,5.3888404722979743e-17,1.0136406024865764e-17,0.0,0.0,1.6741151002390076e-14,1.1292630393707195e-18,1.2671555634239263e-26,1.2479332174117541e-27,2.5071575245993279e-27,3.3909608166853791e-49,9.6161224585997922e-35,1.2199128183367214e-28,4.0299381036794505e-15,8.5884190691128886e-19,1.3978061536108956e-43,-4.8381322164617382e-32,1.9781773651816274e-27,5.0176083478469946e-29,1.3663374797305062e-30,1.2735482459644388e-27,4.564066121482303e-21,5.5065996713498541e-31,5.6208367227055492e-28,2.7480205662965563e-14,8.2922177140357434e-18,7.4167147992398858e-18,4.221877837669043e-14,1.8121217311529178e-24,7.3776263799767429e-36,7.6393992732303644e-28,2.2293805427196011e-28,0.88168480800000004,0.0,0.0094599999997219131,0.10884999999961019,5.3961161389593899e-14,3.868221074804579e-14,3.518953035960436e-14,3.5778327203910493e-16,2.5526318851282971e-16,1.224577741840577e-16,7.8557227969792371e-16,8.1126443829179239e-14,9.2582731751382852e-16,8.9862238262391794e-14,7.959836814972965e-14,9.5252970840334148e-14,3.8710890544396892e-15,3.7419807986174892e-16,2.364168203291989e-15,1.4428927514344656e-15,1.2037810477956929e-15,2.1872129885975518e-17,5.5840498902998213e-15,1.5905903283961139e-16,1.9494583148531479e-15,2.6818795099390778e-17,2.0861550553269933e-24,1.1485788867847477e-15,4.827505867669225e-16,2.725754865274881e-15
1.7280532379999996e-07,0.0035342549190670834,1.7752114247792862e-16,9.81651982743639e-18,8.2476389706146523e-16,7.5205274014072082e-17,2.1641009187185252e-17,0.0,0.0,2.2315589161373964e-14,1.8291976066681988e-18,2.3356645630630684e-26,2.0826959978545819e-27,3.7207131774461468e-27,3.1913559987918752e-50,1.147758103712424e-34,1.8078839781962635e-28,4.774742433936746e-15,1.2872864979017339e-18,3.5394128625150453e-43,2.6709306066742594e-33,3.3507304006096147e-27,6.6516154881485611e-29,2.6486628651846962e-30,3.5551908453233871e-27,6.2737624630535187e-21,1.1239181943877649e-30,7.6688144680935675e-28,3.6292028245269089e-14,1.2422843434089341e-17,9.7070112893290043e-18,4.3939048327733703e-14,2.5201539719436035e-24,1.2344060318931325e-35,1.2703646463156467e-27,4.1436885419190413e-28,0.88168480800000004,0.0,0.0094599999996630036,0.10884999999949957,5.7047869352602541e-14,4.105061525156399e-14,3.7980467949560521e-14,4.3035516751542705e-16,3.0518113237620155e-16,1.4638659600347312e-16,9.5432764866883262e-16,1.0122632169992241e-13,1.1287370769897762e-15,1.1656287526870774e-13,1.0299553210238194e-13,1.1906866006155905e-13,5.6655936926909859e-15,4.5500819884414286e-16,3.1504020989024106e-15,2.0409519421872587e-15,1.7138597386611191e-15,3.1375211530449959e-17,7.6803430911054181e-15,2.0040552693645757e-16,2.7211858893844561e-15,3.2785806370300951e-17,2.8634123149248669e-24,1.6322764930638196e-15,8.3530165432885438e-16,4.0032339719908319e-15
2.0300431259999995e-07,0.003534254919066939,1.8959223509974503e-16,1.2819638412411203e-17,1.2746430331719799e-15,9.8220157774965572e-17,4.0239191165689757e-17,0.0,0.0,2.8368407963166957e-14,2.7378911697268943e-18,3.8617483770356079e-26,3.2034328756620658e-27,5.1258800811739659e-27,3.2955479428572787e-47,8.8606033464300653e-33,2.5536224313646422e-28,5.4438605326144696e-15,1.7846141412548198e-18,7.8458062807798443e-43,5.3590536837573132e-33,5.204635013144594e-27,8.3808901153529899e-29,4.5442695270374359e-30,8.1672598951997575e-27,7.9977858521481538e-21,2.0319889322555204e-30,9.9801781972862002e-28,4.5648139128222001e-14,1.7214701237373666e-17,1.2078855691786577e-17,4.5247695835913039e-14,3.2373360799619346e-24,1.8916300905813752e-35,1.9386094553222975e-27,6.8647578275989484e-28,0.88168480800000004,0.0,0.0094599999996040803,0.10884999999938741,5.9622947540246325e-14,4.3312021789568617e-14,4.0675628589639834e-14,5.0348468503168548e-16,3.5517099311461615e-16,1.7040428393546271e-16,1.1231282956622249e-15,1.2101919372155909e-13,1.3330553868371871e-15,1.4366833692945715e-13,1.2668773641632534e-13,1.4262017556022759e-13,7.6669310666527471e-15,5.3601890402599677e-16,3.9530384806340583e-15,2.7318749438108571e-15,2.3059305781769183e-15,4.2572311951941151e-17,9.8441908341860811e-15,2.4211585720221988e-16,3.5972590281892256e-15,3.8765321166986445e-17,3.6651966928693651e-24,2.1643194933649155e-15,1.3002768721282279e-15,5.4307363014347134e-15
2.3320330139999993e-07,0.0035342549190667937,2.0021836078820891e-16,1.6005545231854766e-17,1.8308830368241704e-15,1.2264029542505611e-16,6.7815138908974231e-17,0.0,0.0,3.4872182273070437e-14,3.8722281534378136e-18,5.9151078577694552e-26,4.6520524868907503e-27,6.7110584243613966e-27,1.7408049821786986e-46,4.1619934593999009e-32,3.480397204736941e-28,6.0620062631459496e-15,2.3446530134764673e-18,1.447128012295886e-42,1.688761564239266e-33,7.5991752887758103e-27,1.0204308087426503e-28,7.1586598214161045e-30,1.6387697103627164e-26,9.6926262642287878e-21,3.3719709757211054e-30,1.259150020624529e-27,5.5500182757285159e-14,2.2608024537833544e-17,1.4513975386724856e-17,4.6374062339035147e-14,3.9438063525413709e-24,2.7285310733672303e-35,2.7879135359216509e-27,1.0521352061142043e-27,0.88168480800000004,0.0,0.0094599999995451465,0.10884999999927447,6.1961045416732841e-14,4.5542644607541937e-14,4.3329219996623869e-14,5.7733543632022821e-16,4.0537681267732994e-16,1.9457855406441268e-16,1.2924313995620581e-15,1.4050460593365197e-13,1.5392146456012435e-15,1.7092215652005541e-13,1.5046280491255646e-13,1.6589229511364392e-13,9.8309065566281277e-15,6.17444205816407e-16,4.7592873734848756e-15,3.5142634107552438e-15,2.9785470864291197e-15,5.5468113259102427e-17,1.2029874307581834e-14,2.8393620334470203e-16,4.5751177395928978e-15,4.4773208252300586e-17,4.4748105717096132e-24,2.7328005100863354e-15,1.8803440979128694e-15,6.9720752880464873e-15
