Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849)
9.999999999999999e-09,0.0023853375711441263,9.0204918558166214e-21,2.2103665576145953e-23,6.1816615509928421e-22,2.1687712132693154e-22,2.6750989190105696e-24,0.0,0.0,1.1209036769803883e-17,5.3267341869208033e-23,9.9935697132927663e-34,7.374243016122735e-35,8.4021306594468019e-34,1.2536244606946606e-60,5.1283387581291273e-42,3.4975777285227226e-35,1.2467318572747663e-19,1.840437996709832e-24,-1.4903964804389282e-53,-1.5984674359743007e-48,2.6085463715618092e-34,1.5825495904665036e-35,1.2962445877292353e-37,3.1591591893162897e-38,6.6773159916716615e-27,1.8280862110578726e-38,8.351372890585872e-34,1.8596001322741317e-18,1.8507361791269203e-23,5.3143831331022909e-22,6.2318362457626774e-17,5.6225718019124023e-31,4.3653232493117914e-43,2.0736085921052389e-34,3.0305102607948721e-37,0.88168480800000004,0.0,0.0094599999999998227,0.10884999999999992,7.190946675977331e-17,6.5634438125389077e-17,5.95609909996903e-17,1.1560729087705852e-18,9.5654668094644395e-19,4.776168397250141e-19,2.5914120290097229e-18,2.0103647948908603e-17,3.0774554100076587e-18,1.6122447712319972e-17,1.6235879511473429e-17,2.2173754577020856e-17,2.7632143536998969e-20,1.2690514305687424e-18,6.7438488310166796e-20,5.6627724579844938e-20,4.6837995540959555e-20,1.4325284505888647e-21,1.453792176651057e-19,4.5376343086109772e-20,9.7800108076297402e-20,2.7360680367856586e-20,1.6277638840105251e-29,5.6505353840163202e-20,5.9690235786567685e-22
1.6777215e-08,0.0023853375711441263,1.6256508460745758e-20,5.9526884450562468e-23,2.2893813766207043e-21,5.8404600875010669e-22,1.1570495744958037e-23,0.0,0.0,1.992453652776074e-17,1.4059453826158809e-22,3.9835523104484487e-33,2.4634891481528387e-34,2.7205016166604058e-33,4.4856710633165407e-60,1.2916472820907216e-41,8.3868160614610425e-35,2.7545095719427276e-19,5.7524728500146581e-24,-6.7583402725865813e-53,-2.5658541206126135e-48,8.5837907802897956e-34,3.8868492397097095e-35,2.3046181261446759e-37,1.5495892269093605e-37,2.0711577550655612e-26,7.7521373410051521e-38,2.248951333238925e-33,4.3667385283590562e-18,5.7844940898833109e-23,1.2479179104572312e-21,9.2781306982386094e-17,1.9017136549527764e-30,1.6507118656274692e-42,7.3961124939597039e-34,1.238148909078868e-36,0.88168480800000004,0.0,0.009459999999999703,0.10884999999999981,1.0923680280870888e-16,9.5760509256435447e-17,8.6993490807272891e-17,1.35075729685773e-18,1.1049565651068881e-18,5.5069979053540539e-19,4.8468462077486335e-18,4.6477755650432533e-17,5.7517418609977915e-18,3.835651707307328e-17,3.8107056858342763e-17,5.1187370034375814e-17,8.6278250427410801e-20,2.3629546910948878e-18,1.5577191757205632e-19,1.330046120477874e-19,1.1027767356014346e-19,2.7968528679252815e-21,4.5437024412769087e-19,8.145188963233868e-20,2.3379282666457437e-19,6.2347047270182248e-20,4.8157641228569358e-29,1.6723254633082853e-19,2.2356880925823135e-21
3.3554431e-08,0.002385337571144126,3.0957762361306217e-20,2.3596081491521813e-22,2.3565984257109828e-20,2.3149652029185878e-21,2.3824433315789689e-22,0.0,0.0,4.4368918116509488e-17,6.2199747109811892e-22,4.2274372824207506e-32,1.6432294171929789e-33,1.4221644246741603e-32,-5.4822969540935134e-52,3.8418574817707975e-41,2.727066907153161e-34,7.1127468070435528e-19,3.0763597756263525e-23,1.8971151276946901e-52,1.4539840022901544e-48,5.7813102128884551e-33,1.2718725575531809e-34,5.2502001657369774e-37,9.6287289418045531e-36,1.0664944604813828e-25,1.1749360771459683e-36,8.2700707374803559e-33,1.368931109801695e-17,3.0930518065859162e-22,3.9065246429201965e-21,1.3907277672664598e-16,1.1222776523564126e-29,1.3849999118866343e-41,5.5346076839602795e-33,1.5085315019608602e-35,0.88168480800000004,0.0,0.0094599999999994046,0.10884999999999939,1.7063300077818498e-16,1.3838177394837406e-16,1.2612302136074812e-16,1.6841006635216569e-18,1.3444209243036444e-18,6.6669584557745025e-19,1.0557339403155292e-17,1.3988159025866909e-16,1.2520651493603255e-17,1.240975189519538e-16,1.1908366946111133e-16,1.5315913298357217e-16,4.5899965255397187e-19,5.116578526737921e-18,5.0018861340190785e-19,4.2896669969802105e-19,3.5880963212930187e-19,6.9062335659426219e-21,2.6024301347725428e-18,1.6931671824552394e-19,7.7689118286324802e-19,1.678822951571817e-19,2.5645190450930122e-28,8.3372237760501563e-19,2.3537573236613029e-20
6.7108863e-08,0.002385337571144125,4.7308395435993201e-20,7.7520679324657986e-22,2.2418669936441489e-19,7.6052060639907189e-21,4.5510079239139533e-21,0.0,0.0,9.880402027937556e-17,2.7660451687153615e-21,3.4709458375987903e-31,9.6002813524261108e-33,5.6781789031047127e-32,-6.5924075279783802e-52,8.331519882685616e-41,7.813256559040365e-34,1.4310249818602339e-18,1.3143524391358747e-22,-2.5268522253931489e-50,-5.1317082433770156e-48,3.5688933419159064e-32,3.6106384128559339e-34,1.3588403307304223e-36,4.8724535534040157e-34,4.2300170902906454e-25,1.4644477651764882e-35,2.5047220603564306e-32,3.8045847884673019e-17,1.3211389906024369e-21,1.0802232058887906e-20,1.8035860023145195e-16,4.7945659270477668e-29,9.0325966524417821e-41,3.3965567895533456e-32,1.3675663664142471e-34,0.88168480800000004,0.0,0.0094599999999988079,0.10884999999999838,2.32299690695632e-16,1.7364937730859437e-16,1.5941082362078871e-16,2.3074832837422294e-18,1.7856790633310938e-18,8.7913095043378498e-19,2.2013054211912866e-17,3.6981583695149858e-16,2.6101962131228681e-17,3.5594765048338061e-16,3.2810765896437808e-16,3.9983592554047286e-16,1.9401227413270381e-18,1.0628465437274399e-17,1.5365931362270893e-18,1.2975367464617755e-18,1.1036105864761659e-18,1.782251092831844e-20,1.306676714071767e-17,3.4081288631481095e-19,2.3628795773724316e-18,3.926071154874064e-19,1.2394491145712816e-27,3.4542985042407946e-18,2.2783125852195931e-19
9.999999999999998e-08,0.0023853375711441224,5.3023406769563241e-20,1.4339637147086182e-21,1.0331454243590375e-18,1.4069028206377002e-20,3.9903002559274352e-20,0.0,0.0,1.5643193255340806e-16,7.3687604804373195e-21,1.2924864652048699e-30,2.9335335053962001e-32,1.1696478174526205e-31,-3.5729946418157824e-51,1.0783102823932998e-40,1.3876334307122383e-33,1.8131701196834371e-18,2.8396946974327689e-22,9.7021639752091667e-51,-2.450590399844501e-48,1.1830907073591057e-31,6.2770548647512457e-34,3.2419729707080548e-36,9.697826470779045e-33,8.2207461503243858e-25,8.2761329664275808e-35,4.4611706252187392e-32,6.5672643584322774e-17,2.8533773198989056e-21,1.8486077938231077e-20,1.9244819960751676e-16,9.5826739945040428e-29,2.8156271783715169e-40,1.0320217313309507e-31,5.7343792267978501e-34,0.88168480800000004,0.0,0.0094599999999982233,0.10884999999999724,2.5360882967455179e-16,1.8433543903821e-16,1.7062721881039441e-16,2.9159514296846593e-18,2.2157519701856385e-18,1.0860071916606828e-18,3.3246601162973925e-17,6.1469438813871162e-16,3.9425320255563747e-17,6.216164149349303e-16,5.5860284082903318e-16,6.5290646850948424e-16,4.1219877772175527e-18,1.603144128969865e-17,3.0204542497532054e-18,2.5363741210233706e-18,2.2057944401752093e-18,3.3781274234113468e-20,3.4275499848043575e-17,5.0597501893435926e-19,4.4798758151049457e-18,6.1552398999696538e-19,3.201258319644739e-27,7.3701661722869466e-18,1.0713305926237536e-18
1.34217727e-07,0.0023853375711441224,5.896892022548317e-20,2.1192901142778546e-21,1.8747316792256329e-18,2.0793554070129576e-20,7.668084034999069e-20,0.0,0.0,2.1638413699598464e-16,1.2157115957331355e-20,2.2760086008884464e-30,4.986635773917642e-32,1.7957512004819142e-31,-6.6042682374839539e-51,1.3333564854714613e-40,2.0183952653172434e-33,2.210728221746366e-18,4.4265582034273072e-22,4.6083314143152475e-50,4.2764236315715514e-49,2.0426150538136293e-31,9.051015224323572e-34,5.2010575283365748e-36,1.9279895650066931e-32,1.2372432287146026e-24,1.5362552162770665e-34,6.4965281405883173e-32,9.4413703923325068e-17,4.4474150343994029e-21,2.6479834451100788e-20,2.0502540577067114e-16,1.456389962676834e-28,4.8051257319745822e-40,1.7523128104826557e-31,1.0277317657801177e-33,0.88168480800000004,0.0,0.0094599999999976161,0.10884999999999606,2.757774248248422e-16,1.9545249902215447e-16,1.8229600206109333e-16,3.5489607691323734e-18,2.6631708999978018e-18,1.3012273205692134e-18,4.4933227952831935e-17,8.6944956466786583e-16,5.3286046049923793e-17,8.9800033119876894e-16,7.9839452719913754e-16,9.161840423755204e-16,6.3918534297471965e-18,2.1652334015475977e-17,4.5641635623425734e-18,3.8251772134839763e-18,3.3524323995039443e-18,5.038369834779833e-20,5.6339639065707272e-17,6.777985945290098e-19,6.6822563324691927e-18,8.4743171503734188e-19,5.2421926845859894e-27,1.1443971551326598e-17,1.9488505743433587e-18
2.01326591e-07,0.0023853375711441194,6.3612741223218987e-20,3.5688396332230033e-21,5.2668120853527823e-18,3.5020488626001145e-20,2.7932011793212987e-19,0.0,0.0,3.3882748301419584e-16,2.6862223984529942e-20,5.6077986740037013e-30,1.1074822799150569e-31,3.172919382255246e-31,3.0835246183505348e-51,1.7538233355813975e-33,2.6738388889355862e-33,2.629764487573672e-18,8.1303875971137863e-22,-9.2758113577068953e-51,-6.4736898017030358e-34,5.0199906952577545e-31,1.1110709932960155e-33,1.2349617284331255e-35,9.1676506133890383e-32,2.0469327742728024e-24,4.7223189691169267e-34,1.077927635025609e-31,1.5414347512026534e-16,8.1662664236066168e-21,4.2794530761915635e-20,2.1335706489393663e-16,2.4387331046560237e-28,1.111154071943521e-39,4.0170804286854733e-31,2.9661040311367592e-33,0.88168480800000004,0.0,0.0094599999999964244,0.10884999999999366,2.9319380775416639e-16,2.052374050161953e-16,1.945531689047716e-16,4.7929556206296915e-18,3.5424792726879839e-18,1.7242159805149362e-18,6.7880800495152654e-17,1.3774589804321134e-15,8.0509323853686336e-17,1.4651780009090455e-15,1.2825518280324012e-15,1.4222903399610687e-15,1.154289573593142e-17,3.268971990551603e-17,8.3276790218880847e-18,7.0463980760340478e-18,6.3026093679457852e-18,9.3695728295357896e-20,1.1843643945138595e-16,1.0125637801382644e-18,1.187059006679368e-17,1.3032916162568447e-18,1.0957418130438368e-26,2.0766663208841945e-17,5.5417494121199661e-18
3.3554431900000005e-07,0.002385337571144114,6.7727845662869208e-20,6.6534890441012423e-21,2.140438764625136e-17,6.5315036835466138e-20,1.9263770394496397e-18,0.0,0.0,5.9789908454197807e-16,7.8759819134717342e-20,1.9600810222469213e-29,3.6229396112962347e-31,6.4763246574424463e-31,-2.9285441135534945e-52,4.4569633482582803e-35,6.8608462595697168e-33,3.0604418881986198e-18,1.6757215011549191e-21,9.1148126761062e-50,-3.3091892384911751e-36,1.7698684964535573e-30,2.7091079709765024e-33,4.9149194974543692e-35,1.2936662026784884e-30,3.3904703903534841e-24,2.3628831632530676e-33,2.0284932787645525e-31,2.8133026964282506e-16,1.6822044248715212e-20,7.6329902642773713e-20,2.1928108183622572e-16,4.0767075238724973e-28,3.3248140199582229e-39,1.1918936299291633e-30,1.8155888173478596e-32,0.88168480800000004,0.0,0.0094599999999940374,0.10884999999998875,3.0770302523390238e-16,2.1750241663505375e-16,2.1312683372150807e-16,7.3060251345624599e-18,5.3213086440549484e-18,2.5801483812353426e-18,1.1415771502125236e-16,2.3944640340875699e-15,1.3538348873788263e-16,2.6170889154478023e-15,2.255991284246043e-15,2.3740939604927379e-15,2.2841941958387143e-17,5.4951352616438317e-17,1.7825935801075295e-17,1.6016385272217961e-17,1.4935401957323991e-17,2.2381741642062981e-19,2.9495682491501897e-16,1.6791984193453335e-18,2.5284647294144346e-17,2.2225605162177011e-18,2.7144541410608175e-26,4.098582443809399e-17,2.3322428920512608e-17
6.039797750000001e-07,0.002385337571144103,7.37813962777309e-20,1.336527734776521e-20,9.6978902682813117e-17,1.3131961869243138e-19,1.6851333132355634e-17,0.0,0.0,1.1678969719916725e-15,2.815063228787694e-19,8.301035619065399e-29,1.4571141110462678e-30,1.4538646552365063e-30,-3.1659035506018677e-53,5.7383184551198171e-37,1.7398241639733254e-32,3.7102110440927345e-18,3.7689207205989551e-21,3.8174283658465492e-48,-8.4795489210682578e-39,8.1453799400267144e-30,5.4266414178023206e-33,2.4542865270229373e-34,2.2239074052272139e-29,5.3825416166244107e-24,1.5704313581107977e-32,4.4503946264265784e-31,5.6213112365294134e-16,3.7809054400186184e-20,1.4582743913204887e-19,2.2721523765065773e-16,6.5039590951349566e-28,1.1798344878864071e-38,4.2053143768573043e-30,2.2223580793404258e-31,0.88168480800000004,0.0,0.009459999999989253,0.10884999999997874,3.2788267648822473e-16,2.3801769226886473e-16,2.4829011000773564e-16,1.2552144827304436e-17,9.0609727440114799e-18,4.3806038272436017e-18,2.1078314206414614e-16,4.4163190517181131e-15,2.4938061522432183e-16,4.9196256382549417e-15,4.1874665728432748e-15,4.1071011579799306e-15,4.7353158243054563e-17,1.0144672042310422e-16,4.0688290765943973e-17,4.3148706588796587e-17,4.3031774084113643e-17,6.6695243613238752e-19,7.5374226373214106e-16,3.0061171852395061e-18,6.3849319339218432e-17,4.1412765964844653e-18,6.9125495987125557e-26,8.2298675687293874e-17,1.1381306513246065e-16
8.724152310000001e-07,0.002385337571144091,7.9498398895006105e-20,2.0588056215108488e-20,2.1509754788243581e-16,2.0243861131328505e-19,4.9954630541135946e-17,0.0,0.0,1.7884736328043581e-15,5.9198442287782015e-19,1.9036715893898757e-28,3.2918384055263907e-30,2.4440549321484202e-30,-6.6254382131228437e-53,-5.1569090625177303e-35,3.2659042266532728e-32,4.3563446876775963e-18,6.2275381073626459e-21,1.7210440696224541e-47,-6.2323186005069468e-36,1.9516306244425304e-29,8.4102710394884318e-33,6.1287743146984733e-34,8.6668066741621063e-29,7.0637669240172597e-24,4.3940003807567252e-32,7.6412190466753105e-31,8.6865960134558773e-16,6.2450954581618981e-20,2.1762265356542359e-19,2.347272656021442e-16,8.5486145790204973e-28,2.5018458680278247e-38,8.9000916886226924e-30,8.2439699796822428e-31,0.88168480800000004,0.0,0.0094599999999844496,0.10884999999996861,3.4703821102801685e-16,2.5695760576327004e-16,2.8309995408470457e-16,1.813164019119952e-17,1.3077590902289525e-17,6.3153338963818561e-18,3.1397469889316277e-16,6.4254260490094312e-15,3.7012111967514115e-16,7.2132210656400643e-15,6.1004471409317501e-15,5.7210630371351114e-15,7.3505839079485366e-17,1.5111458161095326e-16,6.5238467084232998e-17,7.8876916816925305e-17,8.1903963336299868e-17,1.3065237783449688e-18,1.2613995643157407e-15,4.3272821028081815e-18,1.1407600272353732e-16,6.1897698022450911e-18,1.1554148102271478e-25,1.2354523762670876e-16,2.6502527534495142e-16
9.999999999999997e-07,0.0023853375711440686,8.2111078295444091e-20,2.4486278144353765e-20,3.0327142648500554e-16,2.4091536671424504e-19,9.2828050165795935e-17,0.0,0.0,2.130118546686024e-15,8.5816985500518248e-19,3.0661622976981549e-28,5.1932181673101149e-30,3.1666568137968846e-30,-5.1341542419654508e-53,-3.9393234658838172e-35,4.5409802209656716e-32,4.6897003208927787e-18,7.7728855457281223e-21,6.0168925904828099e-47,-4.753138317848183e-36,3.1874719377358917e-29,1.0045172561814076e-32,9.9299448316914029e-34,2.46606958011215e-28,7.8199393534566116e-24,8.7727876479222033e-32,1.0432885703231683e-30,1.0382357239315905e-15,7.7934299238156051e-20,2.5387761274132243e-19,2.3821144870230815e-16,9.4665784923064818e-28,3.8521127735037794e-38,1.3686153510380776e-29,2.3299720548364335e-30,0.88168480800000004,0.0,0.0094599999999821407,0.1088499999999637,3.5601748072019498e-16,2.6509319595668086e-16,2.9943330246161838e-16,2.1266093475989367e-17,1.5386958496367809e-17,7.4284208921349041e-18,3.729809497207796e-16,7.3684143508516284e-15,4.3766081972006768e-16,8.2941352901187855e-15,6.9921045418036975e-15,6.4155948640616023e-15,8.7486526870187593e-17,1.7952750584157115e-16,7.6980265798105588e-17,1.0333751344249452e-16,1.1054162905184613e-16,1.836389208178051e-18,1.5089011550315125e-15,4.9498833550181413e-18,1.4898036209262958e-16,7.3609922722128061e-18,1.3815973900288348e-25,1.4292177074276652e-16,3.9606708187000723e-16
