Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925)
1e-12,0.0037344024097268652,2.4723472014782306e-21,1.6164149113529714e-27,2.4115775952139608e-26,9.2444746526573234e-27,1.070928553508985e-31,0.0,0.0,1.1176312136869816e-19,1.639666929781883e-28,1.3842126377827167e-40,1.10203532180191e-40,9.3109744418024231e-39,2.1868911365829609e-62,5.4827453508351789e-40,3.0271028873584387e-36,7.2036215573457584e-18,2.2438025298290485e-26,1.7055188794637574e-70,2.1107281715016023e-63,2.5601143497508547e-40,8.5075218989567053e-40,3.1294874216956479e-38,1.4762231828929791e-45,2.643535844884497e-28,2.2627585738720137e-52,9.9238924244253769e-40,9.8194047585012515e-23,2.4468320753202773e-25,2.0924744843230729e-26,9.3760901812269147e-18,3.1575959131215808e-35,1.1400584952819582e-55,1.418518653061155e-44,1.3256826219024368e-46,0.88168480800000004,0.0,0.0094599999999999719,0.10885,1.1346302427606519e-17,1.1346211030353337e-17,9.3759842207300669e-18,4.8805385329669568e-20,4.0225341591963575e-20,2.0112688272666857e-20,6.2238402646910033e-24,1.8360669100358551e-22,7.4943254140798864e-24,1.2675462622550202e-22,1.0960061759339555e-22,2.2052557446529379e-22,6.6784591696525987e-23,3.0910645291768804e-24,1.5054114228988822e-24,2.7022028422629259e-24,2.1454117017066878e-24,1.6476841298637409e-24,1.7628235272453502e-28,3.2574025974435457e-24,3.308291825406685e-24,1.2764173922949114e-26,7.9748515107213062e-36,1.7931447584677116e-25,3.099680537564185e-31,2.2688028635503224e-29,1.7414322404985176e-30,5.0529436144494484e-21,7.2032833168745232e-18,1.4590507056522855e-22,1.026120436334286e-25,2.1467853150473067e-22,2.712633656732509e-26,3.6525688496421312e-28,2.3115877927292917e-37,7.0465252977296491e-31,8.4849560247394686e-31,4.7200249243172096e-33,4.8705852420442542e-32
1.023e-12,0.0037344024097268652,2.5292344088495133e-21,1.6723299214323921e-27,2.4956935856073702e-26,9.5669751328631405e-27,1.1147541402241213e-31,0.0,0.0,1.1433316222567137e-19,1.6968579082747537e-28,1.4408719040160908e-40,1.1471370055667564e-40,9.6920008435224226e-39,2.2830530866920898e-62,5.6739717379015821e-40,3.1326826216915458e-36,7.3692570511933264e-18,2.3220635066377571e-26,1.7843878413928376e-70,2.203536754674577e-63,2.6648816387992987e-40,8.8556599907597595e-40,3.2386021363670115e-38,1.5411355080082237e-45,2.7357388312843286e-28,2.3657142657113109e-52,1.0329998547568578e-39,1.016189224033137e-22,2.5321744622434783e-25,2.1654572722927762e-26,9.5916774503702604e-18,3.2868105633551293e-35,1.1919308833395619e-55,1.4808905547284884e-44,1.3838714230815515e-46,0.88168480800000004,0.0,0.0094599999999999719,0.10885,1.1607191205437906e-17,1.1607096620377505e-17,9.5915677941282757e-18,4.9927499377324319e-20,4.1150185353177162e-20,2.0575110762795435e-20,6.4409114160549343e-24,1.9001063489377791e-22,7.7557069704813579e-24,1.3117566994017734e-22,1.1342334378839061e-22,2.2821719942128246e-22,6.9113952014157311e-23,3.1988724477370804e-24,1.5579208147703621e-24,2.7964521682648929e-24,2.2202408673657072e-24,1.7051532504239987e-24,1.8349632915118595e-28,3.3710065105827044e-24,3.4236830720604475e-24,1.3209647811907291e-26,8.2993294492469659e-36,1.8556972506709059e-25,3.2265384744982124e-31,2.361652744785368e-29,1.8127128371816887e-30,5.1691273053086788e-21,7.3689070134273731e-18,1.5099401247038067e-22,1.0619101301545971e-25,2.2216602170323721e-22,2.8236388030324502e-26,3.7801844021892558e-28,2.405618087344959e-37,7.3348811153105928e-31,8.8321744663433386e-31,4.9132969862529683e-33,5.069959156073712e-32
2.047e-12,0.0037344024097268652,5.0671111436126682e-21,6.6177241688844139e-27,9.9901996339338995e-26,3.8332601495258961e-26,8.925324761843648e-31,0.0,0.0,2.2878504599256504e-19,6.7919855316140425e-28,1.1572515836844913e-39,9.1931355813485296e-40,7.7581807722376751e-38,3.6572655569810761e-61,2.2704392417403707e-39,1.2536036149938418e-35,1.4743574881002308e-17,9.2930870587997239e-26,1.1259697169932165e-68,3.5280845630831066e-62,2.1335884318360206e-39,7.0861936957907387e-39,1.2935187704060084e-37,2.4686196353072522e-44,1.0948525445049974e-27,7.5747191311345222e-51,8.2682536541936724e-39,4.0668126490883952e-22,1.0133966776178953e-24,8.6662953624842248e-26,1.9189839628355081e-17,2.6306158941018408e-34,3.8148429044585069e-54,2.3707563925549072e-43,2.1894354979969001e-45,0.88168480800000004,0.0,0.0094599999999999424,0.10885,2.3222199174874604e-17,2.3221820646497902e-17,1.9189400790423565e-17,9.9874313583793849e-20,8.2316058548040523e-20,4.1158101627003726e-20,2.5771209361986698e-23,7.604215857208557e-22,3.103140520966679e-23,5.2497821923032513e-22,4.5392678075156713e-22,9.1332556800828609e-22,2.7659879566188199e-22,1.2799061228721729e-23,6.2366883986290352e-24,1.1191580590826452e-23,8.885540273632048e-24,6.8241585743169156e-24,1.4691085209670327e-27,1.3484054261913304e-23,1.3703400633516776e-23,5.3056039173703547e-26,6.1829444627001609e-35,7.4334645437324571e-25,2.5860214972918808e-30,1.8918832196403145e-28,1.4557394046569018e-29,1.0341720485326418e-20,1.4742174072031893e-17,6.0426186473431061e-22,4.2497947625142344e-25,8.8897226032226534e-22,2.2596871583700542e-25,1.5279500656820587e-27,1.7888692960648552e-36,5.8702367117416102e-30,7.0684346413076426e-30,3.9653507993758692e-32,4.0743884219783916e-31
4.095e-12,0.0037344024097268652,1.0163499226090725e-20,2.6365558327219495e-26,3.9988779964111033e-25,1.5372751310710615e-25,7.145364279889293e-30,0.0,0.0,4.5780559382224625e-19,2.7182985455407048e-27,9.3224898840505179e-39,7.373400502280208e-39,6.2081610342377764e-37,5.8574172590681923e-60,9.0814086531161699e-39,5.0147099603941243e-35,2.9491960873583856e-17,3.7181739942960027e-25,7.1639356283980554e-67,5.6471284448531817e-61,1.7079932314185708e-38,5.6664042541166018e-38,5.1547902823895708e-37,3.9532187693350005e-43,4.3804174945082156e-27,2.4242748976370737e-49,6.6153232157037099e-38,1.6270886134069621e-21,4.0546097253529954e-24,3.4673613188818831e-25,3.8385532088937719e-17,2.1044238064066411e-33,1.2199320365405988e-52,3.7937278554731384e-42,3.4880736505830531e-44,0.88168480800000004,0.0,0.0094599999999998852,0.10885,4.6451358598912747e-17,4.644984417272137e-17,3.8383776415895475e-17,1.9972136414063197e-19,1.6460871889319749e-19,8.2304648695499663e-20,1.0306416384399911e-22,3.0423233469185756e-21,1.2409648832180038e-22,2.1004634805809923e-21,1.8161445152657512e-21,3.6540794235427851e-21,1.1066678120736359e-21,5.1184498427247014e-23,2.4967153571854573e-23,4.4777245005967517e-23,3.5550786664043699e-23,2.7303503940667772e-23,1.176025915435387e-26,5.3894014322278896e-23,5.4839788064984519e-23,2.1379537955987118e-25,4.3443385308198141e-34,2.9795862391773603e-24,2.0745834339640865e-29,1.5162116043112912e-27,1.1724226232960247e-28,2.0686479549219694e-20,2.9486356787244465e-17,2.4174304525053533e-21,1.7003026010391692e-24,3.5555540555462987e-21,1.8073278419686146e-24,6.2343923279992685e-27,1.2572881026554202e-35,4.6955984137914068e-29,5.6538558741662137e-29,3.2251980641158725e-31,3.2860302971723456e-30
8.191e-12,0.0037344024097268665,2.0438792244550161e-20,1.0555495912071921e-25,1.601166906500465e-24,6.1784574090394653e-25,5.7218546632503052e-29,0.0,0.0,9.1631380733312572e-19,1.0880957558707911e-26,7.5580119661779657e-38,5.9261917755069553e-38,4.9668342926191055e-36,9.3837583897810931e-59,3.6308579413230113e-38,2.0053324683556373e-34,5.8987734230735903e-17,1.4874363486479579e-24,4.5830881626145422e-65,9.0379801646425086e-60,1.3675624893308818e-37,4.526973148416851e-37,2.0459579087165813e-36,6.3317033377003586e-42,1.7522841210389202e-26,7.756070232460485e-48,5.2909823891526405e-37,6.50870464616168e-21,1.6220248203445904e-23,1.3870739061937081e-24,7.6774389582513225e-17,1.6826566837845514e-32,3.8965839177690493e-51,6.0686351861968727e-41,5.5842841746968786e-43,0.88168480800000004,0.0,0.0094599999999997707,0.10885,9.2906251724198477e-17,9.2900193899286336e-17,7.6767367080355784e-17,3.9922948073994512e-19,3.2903794994111003e-19,1.6452013020345039e-19,4.1192957364300754e-22,1.2169605925611962e-20,4.959582827170778e-22,8.4029550356747634e-21,7.265221730566054e-21,1.4616789569155114e-20,4.4271123185953056e-21,2.0456375021748713e-22,9.9992490478251034e-23,1.7912596378778796e-22,1.4221625932876839e-22,1.0922605620230677e-22,9.415704945987164e-26,2.1515494914334285e-22,2.1948235472423116e-22,8.673811158095186e-25,2.7936055412970795e-33,1.1963235946071631e-23,1.6681363644598908e-28,1.216735954159603e-26,9.4999576046468536e-28,4.1374287585968257e-20,5.8965319892919569e-17,9.6689848220256829e-21,6.8016144264868802e-24,1.4213954975006542e-20,1.44452510694012e-23,2.5913673578749807e-26,8.1726964819630362e-35,3.7538118624090322e-28,4.5195857628330149e-28,2.664475016326369e-30,2.6701367829984348e-29
1e-11,0.0037344024097268665,2.5049728480778368e-20,1.7605936267767556e-25,2.6644968592977416e-24,1.0322313706819008e-24,1.4584027588719032e-28,0.0,0.0,1.1192267386200145e-18,1.8101155953925072e-26,1.9593006334143063e-37,1.5181014986269814e-37,1.2643507976612976e-35,4.0537648135131833e-58,6.032575484068115e-38,3.3324969813845696e-34,7.2013672037720721e-17,2.4728632087882102e-24,6.8661081281481298e-64,3.8985546594440265e-59,3.4850716498419068e-37,1.1501193871870981e-36,3.3737761875028474e-36,2.7343442035925768e-41,2.9130325539455855e-26,6.0814251312453961e-47,1.3463012481206487e-36,1.0820052478100184e-20,2.6966149624572205e-23,2.3059644810171231e-24,9.3726611283408767e-17,4.2798751611998962e-32,3.0462783448203166e-50,2.6155600707374225e-40,2.4196211570250261e-42,0.88168480800000004,0.0,0.0094599999999997204,0.10885,1.1342004806987723e-16,1.1340997792274899e-16,9.3714938098417874e-17,4.8717861361098259e-19,4.0152075816914085e-19,2.0076229630582505e-19,6.8417520465683411e-22,2.0230114371258765e-20,8.2367925053640954e-22,1.3970190694560076e-20,1.2078130722190313e-20,2.4298354527686212e-20,7.3599774689844558e-21,3.3973985956169057e-22,1.6643620969773353e-22,2.9779149085713897e-22,2.3642956870547967e-22,1.8158801635886311e-22,2.3992870362131757e-25,3.5691344125063058e-22,3.6506332205331035e-22,1.4632691392219077e-24,5.7247680744490015e-33,1.9965674198744635e-23,4.2759787417818928e-28,3.1103115455874329e-26,2.4603728946301191e-27,5.0509553969510256e-20,7.1976416178666555e-17,1.6071473536096667e-20,1.130705140809617e-23,2.3613334749215064e-20,3.6721421263753194e-23,4.4817963306886319e-26,1.71808272273518e-34,9.5454493097534526e-28,1.1491698969135813e-27,7.0856495965264645e-30,6.9429699770984935e-29
1.6383e-11,0.0037344024097268665,4.131927297820494e-20,4.2483194858372959e-25,6.4164233870506506e-24,2.4943781229608846e-24,4.585392796642318e-28,0.0,0.0,1.8351986791419658e-18,4.3577400484975983e-26,6.2058108075835257e-37,4.7836369632095857e-37,3.9730411307145222e-35,1.5046317508072262e-57,1.4506960821460038e-37,8.0153555146425423e-34,1.1797528675412983e-16,5.949911107226701e-24,2.9475827867104812e-63,1.4465459939786698e-58,1.0956636587123201e-36,3.6109513870659084e-36,8.058941512816686e-36,1.01482705778752e-40,7.0086971461198477e-26,2.4802838610161811e-46,4.2297765426247762e-36,2.603250864795284e-20,6.488272716522954e-23,5.5482411748246706e-24,1.5354199609093568e-16,1.3444079440548782e-31,1.2420078875652862e-49,9.7031831178172951e-40,8.9867816084245396e-42,0.88168480800000004,0.0,0.0094599999999995417,0.10885,1.8580233777383941e-16,1.857781102730873e-16,1.5351391311682051e-16,7.9750438205533387e-19,6.5727408316611154e-19,3.2864164745643716e-19,1.6447854107161233e-21,4.8671366670077742e-20,1.9800324498679699e-21,3.3614007836995091e-20,2.9060329778872247e-20,5.8459454102204706e-20,1.7708500550761085e-20,8.1670453946442698e-22,4.0088079774524962e-22,7.1649909687353879e-22,5.6885828830279703e-22,4.3691493271005102e-22,7.5427943248395344e-25,8.5710385314715748e-22,8.7874121838360963e-22,3.565841418625601e-24,1.6067283524481456e-32,4.8202027635345961e-23,1.3477669120138072e-27,9.7917338784143135e-26,7.7896914393387705e-27,8.2743056084572999e-20,1.1788566305092919e-16,3.8662454996525126e-20,2.7204345080629116e-23,5.6778752714263668e-20,1.1532219204902053e-22,1.115211591801286e-25,4.8965735213983331e-34,2.9981061154087007e-27,3.6092582659478963e-27,2.268562601743149e-29,2.2019528450255285e-28
3.2767e-11,0.0037344024097268687,8.4398432601036895e-20,1.7239465076444675e-24,2.5758592785611633e-23,1.0160359654365043e-23,3.6807260697242611e-27,0.0,0.0,3.6804419895487089e-18,1.7472108866150155e-25,5.2212731371353365e-36,3.8941611672876632e-36,3.1773731861210561e-34,2.4170180989561128e-56,5.7890820165898026e-37,3.2010727618125054e-33,2.359344176072562e-16,2.3798634597315472e-23,1.910266428459137e-61,2.315693127597609e-57,8.7899807842767194e-36,2.8715698999680126e-35,3.1298681876243039e-35,1.6291307066527221e-39,2.8028524128727031e-25,7.9253085463311454e-45,3.3786287473197605e-35,1.0410135534047473e-19,2.5951931503217497e-22,2.2190351517428202e-23,3.0703678504533139e-16,1.0726654876473902e-30,3.9428853618601534e-48,1.5502005456349923e-38,1.4577760713752337e-40,0.88168480800000004,0.0,0.009459999999999082,0.10885,3.7153973055678332e-16,3.7144286047618199e-16,3.0692452040856811e-16,1.5911095618605115e-18,1.3112731669914301e-18,6.5565488398472847e-19,6.5551563157486656e-21,1.9460994404072456e-19,7.889118823118986e-21,1.3446000134839814e-19,1.1622545662702699e-19,2.3375328113879064e-19,7.0827461549795578e-20,3.2541636972209126e-21,1.6106243960159003e-21,2.8656781585417829e-21,2.2751567495754318e-21,1.7475766770094199e-21,6.0497819587087569e-24,3.4003053505238041e-21,3.5210897482946248e-21,1.5022808217288174e-23,8.2898252595296687e-32,1.955707456627837e-22,1.0993434273073048e-26,7.9244097286264572e-25,6.5298967029389831e-26,1.6545314574792595e-19,2.3557622679592691e-16,1.5452690012835722e-19,1.0878976734773172e-22,2.2647934496713157e-19,9.1865570553611482e-22,5.1019640431328307e-25,2.8015407609623912e-33,2.3903412998242992e-26,2.876875745828749e-26,2.0418231144060481e-28,1.8674018230544883e-27
6.5535e-11,0.0037344024097268717,1.7581851713727334e-19,7.0998692853749341e-24,1.0379420336045166e-22,4.2099851034001121e-23,2.9648317835067006e-26,0.0,0.0,7.4008211879019411e-18,7.0214197570603498e-25,4.5932171263302529e-35,3.2208553709446663e-35,2.5400151191179614e-33,3.8957342110995155e-55,2.3046287136239335e-36,1.2763578408393002e-32,4.7178880311297671e-16,9.5181792615838795e-23,1.2547976701551555e-59,3.7087968249598438e-56,7.070598312516326e-35,2.2700721842084355e-34,1.185932009169466e-34,2.6241723833368807e-38,1.1205851241245083e-24,2.5285432662129111e-43,2.6944736115389394e-34,4.161559014826302e-19,1.0379336198531373e-21,8.8736155369477058e-23,6.1386474551462979e-16,8.5353885729188792e-30,1.2418579828529266e-46,2.4728099499128027e-37,2.3985898445912859e-39,0.88168480800000004,0.0,0.0094599999999981626,0.10885,7.4279557021365378e-16,7.4240842855398853e-16,6.1341624635037506e-16,3.1667047847655888e-18,2.6095060127935863e-18,1.304825209791798e-18,2.6029435953337009e-20,7.7779812776655076e-19,3.1309589130658247e-20,5.3784014635934251e-19,4.6475217508298313e-19,9.3429181269042956e-19,2.8324363997317278e-19,1.291589831300754e-20,6.49853824834961e-21,1.1459622229963735e-20,9.0979837840078625e-21,6.9893435409808001e-21,4.8640049535338788e-23,1.3381211772126514e-20,1.4132271294590015e-20,6.6011333718070315e-23,3.9714296100975496e-31,8.0416676931661467e-22,9.1336689738005488e-26,6.4827741556591385e-24,5.6858860106332494e-25,3.307630897469176e-19,4.7035853599549718e-16,6.170961603683582e-19,4.3491633512116756e-22,9.0083831594070883e-19,7.286746699436273e-21,2.5729079797251081e-24,1.6464787973265484e-32,1.8992640935979776e-25,2.284700422496592e-25,2.0211686412739511e-27,1.6652552488939678e-26
9.999999999999999e-11,0.0037344024097268787,2.8299537743527062e-19,1.9164715175134696e-23,2.7091968556898545e-22,1.1463329743172075e-22,1.4058478686715303e-25,0.0,0.0,1.1376746906267435e-17,1.8235672767382699e-24,2.5076716036382665e-34,1.5934771108468749e-34,1.1873636141555928e-32,3.5698702800672747e-54,5.8947813795247071e-36,3.2733290421992467e-32,7.197234115761266e-16,2.4528993484037075e-22,6.1024156575016502e-58,3.3026984748529284e-55,3.3415861226296958e-34,1.0405163397392259e-33,2.836986973130551e-34,2.3637008503622434e-37,2.8861191629398476e-24,4.3496999933219025e-42,1.2542839096756101e-33,1.0716494849967232e-18,2.674805789521743e-21,2.2862290761962736e-22,9.3624317048939257e-16,3.9574316573137597e-29,2.0844064210052127e-45,2.1853305391519243e-36,2.2434991704155147e-38,0.88168480800000004,0.0,0.0094599999999971963,0.10885,1.1328182768309139e-15,1.1318217953768586e-15,9.3508945234285247e-16,4.8001326926783523e-18,3.9549525276861622e-18,1.977658094551696e-18,6.6306250140920479e-20,2.0021832239692766e-18,7.9688520258215946e-20,1.3863123645424724e-18,1.1973304743749539e-18,2.4052320312512092e-18,7.298191871711083e-19,3.2877720337066494e-20,1.6982863598562217e-20,2.9525821653056877e-20,2.3440243684186065e-20,1.8012257755133294e-20,2.296567174091997e-22,3.3610361954280547e-20,3.6626084678029229e-20,1.9383120152123117e-22,1.1672725927966474e-30,2.1634369254103785e-21,4.5629753857907519e-25,3.1518787487428838e-23,3.0266775214675883e-24,5.0440047902654735e-19,7.1604716014607987e-16,1.5864099189693761e-18,1.1200287644162589e-21,2.3010785049159456e-18,3.3595458372898774e-20,9.0302587909526976e-24,6.4443695441886524e-32,8.7834094978961688e-25,1.0556621328705045e-24,1.310777336436596e-26,9.2682871566055829e-26
1.31071e-10,0.0037344024097268787,3.7961781255260924e-19,3.0041454668554852e-23,4.2158719921185089e-22,1.8002388826368204e-22,2.4059659679885031e-25,0.0,0.0,1.4961136518782573e-17,2.8345582974367345e-24,4.354306725165145e-34,2.7396662182909803e-34,2.0288112821903244e-32,6.4369819500125239e-54,9.1313876027135361e-36,5.0736450786842301e-32,9.4324223413694289e-16,3.8061592024754999e-22,1.1490762532687919e-57,5.9458013820725033e-55,5.7166729179120935e-34,1.7739137547539789e-33,4.3254514671167654e-34,4.2580569539264179e-37,4.4777892084942199e-24,8.0431017548206628e-42,2.1421369895861934e-33,1.6625922133694606e-18,4.1504841642141348e-21,3.5473407196503343e-22,1.2268748270218419e-15,6.7556632890990383e-29,3.8515909551276747e-45,3.9325273297109087e-36,4.0498274517981031e-38,0.88168480800000004,0.0,0.0094599999999963255,0.10884999999999999,1.4844328283267765e-15,1.482887012859911e-15,1.225085337542106e-15,6.2727059851999686e-18,5.1679038888997772e-18,2.5842326067343396e-18,1.0261673595616511e-19,3.1059948973804156e-18,1.2330325314852048e-19,2.1512298254787278e-18,1.8577668688998585e-18,3.7313188883787876e-18,1.1324174412545861e-18,5.0873767692631159e-20,2.6434727023963526e-20,4.5812921095242499e-20,3.6370124936425643e-20,2.7949671582144241e-20,3.9284745837855222e-22,5.1847411868968155e-20,5.6904781200206514e-20,3.0906378856640781e-22,1.8615623879294069e-30,3.3888506210433202e-21,7.8531824173708709e-25,5.4089336456859177e-23,5.2427019185626384e-24,6.6093862852045078e-19,9.3754117555251407e-16,2.4602688423261801e-18,1.7376735719203295e-21,3.5634276391579182e-18,5.7313374531498915e-20,1.4851710903404534e-23,1.0769779768931218e-31,1.4989626873696231e-24,1.8013950633124106e-24,2.3102605668186995e-26,1.6122597454139537e-25
2.62143e-10,0.0037344024097268926,8.7035397920195025e-19,1.3324146230128266e-22,1.7429326601780807e-21,8.1246383529597249e-22,1.9848082128218121e-24,0.0,0.0,3.055988993718099e-17,1.1545983247872997e-23,4.5970277481730457e-33,2.4355377378456757e-33,1.6175279488131832e-31,1.0656787490866078e-52,3.5845699289545846e-35,2.005684598136793e-31,1.8851290580949625e-15,1.5215559036737103e-21,8.3128186332230445e-56,9.5510550985047183e-54,4.6652911548829545e-33,1.355851776934268e-32,1.505395159731159e-33,7.0214546939479399e-36,1.7874614035160542e-23,2.5433526207404798e-40,1.6925147573289528e-32,6.6341254652917502e-18,1.6591741062636944e-20,1.4172371359299928e-21,2.4503166722729754e-15,5.2914577839677979e-28,1.1599486016493508e-43,6.2164304881747271e-35,7.1551245873715387e-37,0.88168480800000004,0.0,0.0094599999999926514,0.10884999999999992,2.9642204324808545e-15,2.9580593082085919e-15,2.4431946692165879e-15,1.231358336362595e-17,1.0139983784143699e-17,5.0710473615774408e-18,3.9892906249429753e-19,1.2382436790681549e-17,4.7838264765579544e-19,8.6026338234308116e-18,7.4210576390303617e-18,1.4878525844838575e-17,4.5251625335968528e-18,1.9744043392089535e-19,1.091533004685718e-19,1.8304918341351704e-19,1.4530773739941605e-19,1.1174612795107156e-19,3.1984064725808675e-21,1.9517461079578792e-19,2.3052672777689682e-19,1.5621590890438472e-21,9.0262933713824321e-30,1.4889784939937447e-20,7.168666243969429e-24,4.6642088688774228e-22,5.1736799439965283e-23,1.3194874703179713e-18,1.8624836092641217e-15,9.7766045875397153e-18,6.9345705657118721e-21,1.3946286915710523e-17,4.4345430069647549e-19,1.0056846187237834e-22,8.214331356334165e-31,1.1676885620601057e-23,1.4006426428596444e-23,3.1576774178915421e-25,1.7531322491745806e-24
5.24287e-10,0.0037344024097269186,2.1788580720544574e-18,6.3620585933607494e-22,7.5050588512827419e-21,3.9789843927454575e-21,1.700594026977697e-23,0.0,0.0,6.3669073403627448e-17,4.7845091051105085e-23,5.4888324126681208e-32,2.2921303601944524e-32,1.2841754104521471e-30,1.7726398417629054e-51,1.382094769788272e-34,7.8598751353451232e-31,3.7648331761035378e-15,6.0789385696355693e-21,6.5255001344631358e-54,1.5404059913807564e-52,3.8671235439885291e-32,9.950273318375127e-32,5.0517999894871049e-33,1.2017649436409693e-34,7.1207069059848571e-23,7.9496958422219166e-39,1.321131897139453e-31,2.6407798962403846e-17,6.628516287453733e-20,5.6553630745109922e-21,4.8869273644303016e-15,4.0619565635244089e-27,3.3100332354223464e-42,9.7115702801254136e-34,1.3572750611354515e-35,0.88168480800000004,0.0,0.0094599999999853031,0.10884999999999971,5.9099323613855085e-15,5.8854657031905019e-15,4.8587241513276026e-15,2.3780145129730108e-17,1.9560036423764651e-17,9.7836850834663596e-18,1.5103618253320132e-18,4.9200119274633122e-17,1.8044276294964998e-18,3.4377308803519111e-17,2.960422597570751e-17,5.9143206316671948e-17,1.8064566246621002e-17,7.4519077326603287e-19,4.6232842360643982e-19,7.306352624993831e-19,5.798969377541005e-19,4.467113149840855e-19,2.636284930725214e-20,6.987538899462159e-19,9.4396603225282442e-19,8.3938087627753163e-21,4.7641403479637058e-29,6.9606242623348946e-20,7.1848698385244442e-23,4.2151900976753002e-21,5.359211231456019e-22,2.6292123819982757e-18,3.6754977513980582e-15,3.859944676790493e-17,2.7607764883217744e-20,5.3503114350063029e-17,3.3255656172387406e-18,8.0150103331360377e-22,7.1808919128175969e-30,8.8744954618360147e-23,1.060795646060548e-22,5.0869382371976665e-24,2.1729173823150783e-23
9.999999999999999e-10,0.0037344024097269715,5.7013286272364152e-18,3.0973048235797323e-21,3.2862993568910834e-20,1.9963640711032368e-20,1.4577097385119662e-22,0.0,0.0,1.3068486533447152e-16,1.9013141681558961e-22,6.6488789944185635e-31,2.0811039167696726e-31,9.2771682847082617e-30,2.6325210046360535e-50,4.8033401792381832e-34,2.8401439749277323e-30,7.1612419648511838e-15,2.2573387101229476e-20,5.2054585215463732e-52,2.2863106730561601e-51,3.0101984948648388e-31,6.2731746307154777e-31,1.5831567934190388e-32,2.0441478344321495e-33,2.6294055089898378e-22,2.2121475325300546e-37,9.2631277873216984e-31,9.7376436052336028e-17,2.4612477399426801e-19,2.0951492559426455e-20,9.2716541150410688e-15,2.7625910078563101e-26,7.8467942779272051e-41,1.3547036536447302e-32,2.578417923072108e-34,0.88168480800000004,0.0,0.0094599999999719683,0.108849999999999,1.1205794353028847e-14,1.1116022387538527e-14,9.1687051409614731e-15,4.276690379989637e-17,3.5081530363291879e-17,1.7550391062215366e-17,5.0873797046084981e-18,1.8077499097770991e-16,6.0399754527777137e-18,1.2756588813129747e-16,1.0961110234532438e-16,2.1748979959648369e-16,6.6976358201055801e-17,2.496942984115496e-18,1.8877587307053411e-18,2.708898300560227e-18,2.1493593849299784e-18,1.6624657175998003e-18,2.0234268406937807e-19,2.1653995497067773e-18,3.6549394309460065e-18,4.1933544793521042e-20,2.6110426430525306e-28,3.2430984383790743e-19,7.447958082503849e-22,3.6687807973470235e-20,5.0049110306748797e-21,4.9784374236560937e-18,6.8374428366159528e-15,1.4011451683978241e-16,1.0179752084374414e-19,1.8474908508264633e-16,2.1682862514075323e-17,6.775829923931504e-21,6.0683432177965283e-29,5.9364393235655959e-22,7.0541285748529506e-22,8.1221779609574735e-23,2.7243789935842105e-22
1.0485750000000002e-09,0.0037344024097269715,6.0610076925929742e-18,3.3486073572253054e-21,3.5452289381530613e-20,2.1595832138764619e-20,1.5891915669719307e-22,0.0,0.0,1.3752784018073551e-16,2.046602572593233e-22,7.2717488628252469e-31,2.2702002827139352e-31,1.0093331872558486e-29,2.883227018070275e-50,5.1526831565459937e-34,3.049893656168683e-30,7.5080488776608369e-15,2.4257633353533237e-20,5.7303241148637753e-52,2.5040365263344429e-51,3.2780823644945026e-31,6.8121256474902957e-31,1.6932288805627507e-32,2.2406043278300731e-33,2.8251843479186892e-22,2.4299122386391767e-37,1.0074084078963099e-30,1.0462303546551893e-16,2.6448817610886438e-19,2.2513378590982821e-20,9.7193780618554704e-15,3.0032022675849728e-26,8.6142308323397454e-41,1.483115815415004e-32,2.827840762060664e-34,0.88168480800000004,0.0,0.0094599999999706065,0.10884999999999893,1.1746554215055062e-14,1.1650113932108902e-14,9.6087968066747636e-15,4.4705639555285297e-17,3.6666428333522964e-17,1.8343448521056592e-17,5.4526285909871688e-18,1.9421008607281347e-16,6.4724667563912082e-18,1.3708136330403159e-16,1.1778059533722111e-16,2.3365855211862815e-16,7.197073568114713e-17,2.6758142019338303e-18,2.0333092562687158e-18,2.9108985130282617e-18,2.3096170158367831e-18,1.786606260547037e-18,2.2031196486172624e-19,2.3151585702146673e-18,3.9317566145031556e-18,4.5358283402080164e-20,2.8290093260022163e-28,3.5031759941531914e-19,8.1351036064163643e-22,4.0003583269324562e-20,5.461239078801032e-21,5.2183165238667862e-18,7.160308687484986e-15,1.5048020902969837e-16,1.0937302833625033e-19,1.9815059613728491e-16,2.355732399981114e-17,7.385867963383372e-21,6.6146570442800528e-29,6.451991092040143e-22,7.6661071144684181e-22,8.8995899550932748e-23,2.9803773863730523e-22
