Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118)
2.3592950000000004e-09,0.0031155438102628075,5.5035424537111624e-16,7.7504582717830481e-19,2.9666426598692477e-18,4.694740310128328e-18,2.4640849527441274e-20,0.0,0.0,3.1696225729849502e-15,1.5160268658991779e-20,6.3300585147371058e-28,4.1249716135057253e-28,5.2480150685280799e-27,3.0486074216564421e-45,5.0764707623398203e-31,2.4171588321188846e-27,2.0570430670262457e-13,2.1221755878406696e-18,1.7146572028610921e-46,8.2451723340136787e-47,3.5542584809387507e-28,1.0208139034270154e-27,1.3903118131509843e-29,7.1565411031999084e-30,3.5432576558382937e-20,8.129338076996826e-34,9.1850671190372421e-28,1.0157754325211955e-14,2.2869885896763489e-17,1.8558112880487117e-18,2.437808560636827e-13,1.0862913841960687e-23,3.8014474053484283e-37,2.0916178253023777e-29,2.1225547066805823e-30,0.88168480800000004,0.0,0.009459999999233375,0.10884999999994953,3.0152241762220855e-13,2.9678569017001974e-13,2.3598590304091101e-13,6.9666740373380933e-16,5.590457756486788e-16,2.7991846798042245e-16,1.4295119454604892e-16,9.6298851159998686e-15,1.6594360458211347e-16,7.1220690026581082e-15,5.8864313710352863e-15,1.2007127027378783e-14,4.0755646409409354e-15,6.937607150842993e-17,1.4079693248669961e-16,2.8159020585747042e-16,2.2426899069237023e-16,1.8974895580423097e-16,2.0326347062631266e-17,9.7634318525728886e-17,3.8304449140791288e-16,2.3941173240177016e-18,3.9656669037042413e-26,2.8889015257904383e-17,1.2914857709421629e-19,4.2516658623134139e-18,3.8659268285444564e-19,1.154379658941647e-16,1.8202529027189411e-13,7.8494542837019599e-15,4.8456653011303978e-18,1.4764644627444441e-14
2.8835830000000006e-09,0.003115543810263281,7.8214099453666614e-16,1.3130559859204112e-18,4.6414815567072216e-18,8.0046972217101218e-18,4.5949252606466199e-20,0.0,0.0,4.2085903167955405e-15,2.4013987484044448e-20,1.2946716353430202e-27,7.9250329712485608e-28,9.4000834542273535e-27,6.6884689248242676e-45,7.187587000749286e-31,3.5809738203815815e-27,2.5115411600698023e-13,3.1555898174420414e-18,6.0888231349883636e-46,1.9614588041567963e-46,6.6616208559679858e-28,1.6920779923406461e-27,2.0856216257973316e-29,1.6151364850909004e-29,5.233753106696586e-20,2.0178611915865325e-33,1.6051107676997687e-27,1.5003551733109587e-14,3.4002544899848193e-17,2.7539711439060482e-18,2.9679427221072308e-13,1.8595382023275263e-23,8.7809514651036684e-37,4.3832828667107756e-29,5.153732687927488e-30,0.88168480800000004,0.0,0.0094599999990630044,0.10884999999992616,3.6643565315441592e-13,3.5945063249179183e-13,2.853723965370277e-13,8.2975914525019202e-16,6.6254691755555489e-16,3.3161335865307563e-16,1.9612097673157837e-16,1.4158722704304118e-14,2.2637873744806078e-16,1.0551134474398665e-14,8.7279043665270995e-15,1.7678338152752889e-14,6.0463181597149052e-15,9.4870939114334921e-17,2.2481838152218149e-16,4.1832365073795339e-16,3.3286496065382872e-16,2.8159325386462116e-16,3.7264680429726877e-17,1.33172697780823e-16,5.9443068540606601e-16,3.7392229311205057e-18,7.0128753794672486e-26,4.8095411696593949e-17,2.6983779438324139e-19,8.1151334994833969e-18,7.0153283348023037e-19,1.4028923042619113e-16,2.1665470808124139e-13,1.1423109603583691e-14,7.1519866694443671e-18,2.1513438621988804e-14
3.407871000000001e-09,0.0031155438102637464,1.0504748422518133e-15,2.0467643656146091e-18,6.795656007493006e-18,1.2539394381482015e-17,7.7794059719415223e-20,0.0,0.0,5.3722596371962238e-15,3.5492459125278587e-20,2.3647305159828837e-27,1.3662769829432396e-27,1.5276025277455656e-26,1.2754647532088339e-44,9.5447895646291604e-31,4.9837545808942272e-27,2.965076148040547e-13,4.3946374146640416e-18,1.8003879241030496e-45,4.088209848097583e-46,1.1292485806807177e-27,2.5601255298056883e-27,2.93742565633677e-29,3.2054606803787443e-29,7.2408474346961469e-20,4.3079829361077786e-33,2.5504911329516343e-27,2.075794388230536e-14,4.7348125876755054e-17,3.827655107451772e-18,3.4938642475425965e-13,2.8972371889370977e-23,1.7546644534231056e-36,8.1171093298956829e-29,1.0861526240781221e-29,0.88168480800000004,0.0,0.0094599999988926303,0.10884999999989857,4.3061020886138621e-13,4.209638164611675e-13,3.3370992909609026e-13,9.5983354675148993e-16,7.6272988315991034e-16,3.815277807449299e-16,2.5309725218650215e-16,1.9499153615676973e-14,2.907046585908464e-16,1.4637681030512347e-14,1.2120400187637881e-14,2.4379849767249393e-14,8.4012304492202711e-15,1.2208461476761219e-16,3.3314276604174178e-16,5.8206922157700873e-16,4.6274845948532216e-16,3.9143382873343898e-16,6.1733915862635107e-17,1.7170180336568563e-16,8.6132444665638717e-16,5.3673795803309151e-18,1.1313516968161403e-25,7.3752202889137653e-17,5.0131548154653056e-19,1.3898770958085745e-17,1.1380735600573277e-18,1.6487107984660204e-16,2.4941800804598028e-13,1.5573706096839213e-14,9.8872787085674342e-18,2.9367037135977332e-14
4.4564470000000005e-09,0.003115543810264648,1.6908806209230638e-15,4.198726585903925e-18,1.2756614104333584e-17,2.590840763803247e-17,1.8377872726433026e-19,0.0,0.0,8.0763971555460446e-15,6.7413313380099188e-20,6.2723533797967499e-27,3.2654123695512816e-27,3.3194091428995447e-26,3.5077393188766862e-44,1.4858890534976957e-30,8.5349293490131214e-27,3.8692609963832221e-13,7.4882937920130709e-18,1.1070064300979544e-44,1.367025713531278e-45,2.6505671028475135e-27,4.8997121523586039e-27,5.1469256276820605e-29,9.8211158585276769e-29,1.2179332070615786e-19,1.4598824825506487e-32,5.326971108257638e-27,3.4924220035007913e-14,8.0660898180318772e-17,6.4965107116205941e-18,4.5331599015899272e-13,5.8339729350926422e-23,5.2609839594647419e-36,2.174559102637614e-28,3.6490410238370478e-29,0.88168480800000004,0.0,0.0094599999985518733,0.10884999999983125,5.5679249055080771e-13,5.4063049339058434e-13,4.2735806612605194e-13,1.2147683413885034e-15,9.5676175676612829e-16,4.7778183890923701e-16,3.751545609177525e-16,3.250705488248101e-14,4.2745504617249866e-16,2.4745513102051832e-14,2.0537157260956384e-14,4.0754356324078501e-14,1.4251200408192435e-14,1.8012023790890986e-16,6.2900456469485927e-16,9.902304120750249e-16,7.8590984293725753e-16,6.647268943295714e-16,1.3813498240049679e-16,2.5673394886133575e-16,1.5755140818725115e-15,9.3844575062059375e-18,2.4412225002310299e-25,1.469067428888234e-16,1.3638730040119399e-18,3.2771948621263473e-17,2.3982286556889666e-18,2.132885712521489e-16,3.0976234234450864e-13,2.5460617362915285e-14,1.6608015636041304e-17,4.8129981884144312e-14
5.505023000000001e-09,0.0031155438102655132,2.4591438365614516e-15,7.4353146266190076e-18,2.1329278686830376e-17,4.6115017867354307e-17,3.6746302947603875e-19,0.0,0.0,1.1287599922068037e-14,1.1328841695807423e-19,1.3624070816564293e-26,6.4809976825939217e-27,6.107114058791733e-26,7.6408667439279521e-44,2.0748411561843586e-30,1.3132740926376602e-26,4.7696086528518802e-13,1.1400243639392394e-17,4.3771410429484425e-44,3.5595253322356624e-45,5.2282759564937231e-27,8.0563916595047575e-27,8.0974491702189207e-29,2.401312287300329e-28,1.830431943582515e-19,3.7991699888998994e-32,9.4663185671905539e-27,5.2512578371826367e-14,1.2277112437176519e-16,9.8514223690859355e-18,5.5558935983659606e-13,1.0020460191739246e-22,1.2353945065450671e-35,4.7185443801710519e-28,9.4775595194474749e-29,0.88168480800000004,0.0,0.0094599999982110956,0.10884999999974844,6.8017383769576414e-13,6.5599039789365378e-13,5.1718418785544282e-13,1.468343987656619e-15,1.1477151712744286e-15,5.7190721152797365e-16,5.0316482635606116e-16,4.842574682035466e-14,5.6986094974684969e-16,3.7364550362668135e-14,3.1090835738029004e-14,6.0877773462693305e-14,2.1598922789142108e-14,2.4072180246420535e-16,1.0409247900002186e-15,1.5052925831488955e-15,1.1927644625469631e-15,1.0088415525189942e-15,2.5963331099206195e-16,3.5100469585374681e-16,2.5543584050530334e-15,1.4259984863714155e-17,4.4786929034223386e-25,2.5346573883556206e-16,3.0154070430155515e-18,6.4160386507987871e-17,4.1946442150029644e-18,2.6082829274605109e-16,3.639217890111833e-13,3.7209225574779499e-14,2.4930729046737644e-17,7.051660114817592e-14
7.602175e-09,0.003115543810267145,4.3342306080782292e-15,1.788503737743465e-17,4.862692648309919e-17,1.1171982817029849e-16,1.1164606077638664e-18,0.0,0.0,1.9249090012804929e-14,2.5704510619500965e-19,4.5982152645914691e-26,1.8444483908073208e-26,1.53598384296598e-25,2.3953068294909854e-43,3.3640638492259849e-30,2.5694240670367093e-26,6.5588801132728115e-13,2.166678370373442e-17,4.6129556435377646e-43,1.6424593687691321e-44,1.5058655839468622e-26,1.6729008162995911e-26,1.6579298935941324e-28,1.0339750018164241e-27,3.3901942564042566e-19,1.7660872118754111e-31,2.2396108210702043e-26,9.7428369184552701e-14,2.3322940548851652e-16,1.8574326211610934e-17,7.5525570825772648e-13,2.2267447346873473e-22,4.5703004055964255e-35,1.5571946143415045e-27,4.3698753561388071e-28,0.88168480800000004,0.0,0.0094599999975294915,0.1088499999995397,9.1893417250760363e-13,8.7460178667187674e-13,6.8631719249255364e-13,1.9789489679589491e-15,1.5287529048870697e-15,7.5820125411993863e-16,7.704654025418837e-16,8.8149660798409839e-14,8.6578199686519138e-16,6.9810680115873354e-14,5.8420888042835737e-14,1.1142492894472222e-13,4.0678705913613757e-14,3.6687255875387224e-16,2.244794218072474e-15,2.8530091572538513e-15,2.2538498464351283e-15,1.9067496506240881e-15,6.7020329615383403e-16,5.6600579437316676e-16,5.4004966618136882e-15,2.5993811296995364e-17,1.1217279271492724e-24,5.8302141651800701e-16,1.0413626189563577e-17,1.766507115658954e-16,9.2172974095739544e-18,3.5389087858292804e-16,4.5656391228820477e-13,6.5292085138206312e-14,4.6111491825118484e-17,1.243699532156842e-13
9.465788176268255e-09,0.0031155438102684957,6.3245695275021582e-15,3.2489392352620948e-17,8.7313645754606597e-17,2.0385032480157041e-16,2.426979379042368e-18,0.0,0.0,2.806667549837759e-14,4.561243685678505e-19,1.0473210249645177e-25,3.7276699509180907e-26,2.8501247410411717e-25,5.0008599530644844e-43,4.5679429056258362e-30,4.0871421106714456e-26,8.1362467921530856e-13,3.3507291628613941e-17,1.9957673193174348e-42,4.6289364745073993e-44,3.1041220551543616e-26,2.6964753360051235e-26,2.7522987472351154e-28,2.7949324976060363e-27,5.1243679197685487e-19,4.8703244661281182e-31,3.9694547862552231e-26,1.4759435772964759e-13,3.6054583838102118e-16,2.8520712090532392e-17,9.2734238840502619e-13,3.756801729042372e-22,1.0829981664533099e-34,3.4657110938242227e-27,1.2035505955381587e-27,0.88168480800000004,0.0,0.0094599999969237226,0.10884999999930996,1.1226510354745645e-12,1.0563385890047701e-12,8.2600903084293452e-13,2.4453833369625993e-15,1.8757734277973074e-15,9.2658094443895501e-16,1.0133467082206848e-15,1.3123670105758537e-13,1.1343540014831305e-15,1.0630001679657963e-13,8.9430290718256594e-14,1.6670320914932714e-13,6.2400486230984347e-14,4.8141500347097847e-16,3.7740204926927961e-15,4.4020023342144307e-15,3.4689303046839244e-15,2.9358245120091514e-15,1.2587163591545477e-15,7.843905966212271e-16,9.0346327689934964e-15,3.8017998352176129e-17,2.0723365722552103e-24,1.0251992988684902e-15,2.396599973552706e-17,3.4666489136205957e-16,1.5051099786345533e-17,4.3510422988403985e-16,5.2474946119253073e-13,9.4199278466886402e-14,6.9687047574264333e-17,1.8026892065322607e-13
9.999999999999999e-09,0.003115543810269764,6.9441310172549322e-15,3.7709156118376411e-17,1.0141481011502077e-16,2.3685612068709349e-16,2.9587105310544288e-18,0.0,0.0,3.0898950740684103e-14,5.2763528090021236e-19,1.2867936472304596e-25,4.440226024784816e-26,3.3214896767941564e-25,5.9748517555177477e-43,4.9183807676449951e-30,4.5944946739568278e-26,8.5862364915059721e-13,3.7370526268711486e-17,2.9342669538173383e-42,6.0301554300476717e-44,3.7223197883287776e-26,3.0314950548933646e-26,3.1341165657100485e-28,3.6046487101736821e-27,5.678115063505027e-19,6.2816176750142399e-31,4.5706981488907714e-26,1.6366729079493684e-13,4.020714461021355e-16,3.1744083858660385e-17,9.7576290927318957e-13,4.2697132179853732e-22,1.340250426175911e-34,4.2280771225555006e-27,1.5530846983368641e-27,0.88168480800000004,0.0,0.0094599999967500664,0.10884999999923697,1.1796503830266952e-12,1.1064064242488936e-12,8.6436972596159123e-13,2.5814453476970896e-15,1.9769457356527129e-15,9.755272110580098e-16,1.0838982188022871e-15,1.4479883628366909e-13,1.2123976559469241e-15,1.1802904688633734e-13,9.9449855915819778e-14,1.8418768110560162e-13,6.9433412263517147e-14,5.1470677573812297e-16,4.2945667839003781e-15,4.9063992470239697e-15,3.8638136685052941e-15,3.2704565926335105e-15,1.4698559433774661e-15,8.5157445401638278e-16,1.0281058977555194e-14,4.1685971690312844e-17,2.41119480410003e-24,1.1800376234148998e-15,2.9498144866783949e-17,4.0935317367532278e-16,1.6916583504026059e-17,4.5824092017576103e-16,5.4224779493267923e-13,1.0303119872312146e-13,7.7230853774825064e-17,1.9743492829014369e-13
1.132940135253651e-08,0.003115543810269764,8.5691742506505172e-15,5.2874450988669743e-17,1.4314436145988162e-16,3.3291283585585906e-16,4.6545863840239696e-18,0.0,0.0,3.8540054273582934e-14,7.3684096921468508e-19,2.0506608551013598e-25,6.5962698861377754e-26,4.6924898111347144e-25,8.8803810347419656e-43,5.793147716389787e-30,6.0010887021763958e-26,9.7018980106310239e-13,4.7887688610616336e-17,6.7100609423326704e-42,1.0932742048005086e-43,5.6252719231677879e-26,3.942022249754609e-26,4.2304509360993437e-28,6.4046912825238802e-27,7.1596312716695158e-19,1.111736460061436e-30,6.2780602123676433e-26,2.0680037261543464e-13,5.1508880726880417e-16,4.0471477273673452e-17,1.0945311448233261e-12,5.68608140697675e-22,2.1639966092610711e-34,6.6241481896241994e-27,2.7534018622062933e-27,0.88168480800000004,0.0,0.0094599999963178895,0.10884999999904235,1.3189061298830288e-12,1.2273151645073162e-12,9.5683087920801012e-13,2.9248457540203359e-15,2.2323795671687256e-15,1.0989476726946105e-15,1.2612648995327938e-15,1.8066603392276526e-13,1.4087892758551078e-15,1.4957652812128639e-13,1.2651269186172182e-13,2.3061259148541692e-13,8.8460967995622351e-14,5.9849469621536637e-16,5.7528674676699798e-15,6.2774059226164279e-15,4.9355263343869342e-15,4.1791182806013237e-15,2.0831812921353508e-15,1.0273722475265735e-15,1.3799461080081572e-14,5.1151905369965379e-17,3.3913270511068254e-24,1.6231647115883969e-15,4.7150913890445863e-17,5.9522274800489714e-16,2.1860994480357559e-17,5.157233245713332e-16,5.8248511866817756e-13,1.2584001663658293e-13,9.7460866573570555e-17,2.4195612662482506e-13
1.3193014528804764e-08,0.0031155438102709546,1.1026126189612496e-14,7.9655765941729238e-17,2.1960644036725509e-16,5.0299901799028363e-16,8.1629180918274634e-18,0.0,0.0,5.0679607034713054e-14,1.1132385117301248e-18,3.6128550980125809e-25,1.0648589011152683e-25,7.1097306939531982e-25,1.4210272274209657e-42,7.0253785325945222e-30,8.3229830801392e-26,1.1256050913581599e-12,6.4791635631656004e-17,1.8745979852269292e-41,2.2892963863269325e-43,9.3143620706825564e-26,5.3953463740165309e-26,6.163547923545039e-28,1.3062919045687986e-26,9.4724684553010359e-19,2.2263571987884645e-30,9.1765837563805594e-26,2.7453380253050581e-13,6.9665724428629512e-16,5.4369500522798343e-17,1.2569523252233331e-12,7.9893961819801171e-22,3.8486334486642956e-34,1.1395638116980027e-26,5.5335938873741955e-27,0.88168480800000004,0.0,0.0094599999957119818,0.10884999999874005,1.5081378411845747e-12,1.3884517943694184e-12,1.0797276456162596e-12,3.416921337177152e-15,2.5983113110743843e-15,1.2755738913135386e-15,1.5157175743201876e-15,2.3560429466630032e-13,1.690793861891219e-15,1.9926267421913971e-13,1.6943177908177184e-13,3.0219741861232329e-13,1.1872296131448405e-13,7.1893482390221796e-16,8.1853317722255664e-15,8.475247146221452e-15,6.6495368551311491e-15,5.6337242078793033e-15,3.1577725994386509e-15,1.2938381422993287e-15,1.9761441338751175e-14,6.5185708784720432e-17,5.0990323465229366e-24,2.3877626340494489e-15,8.3164122391300331e-17,9.3182282661921127e-16,2.9399475510177458e-17,5.9647123980269285e-16,6.3192394281540723e-13,1.5947640777028333e-13,1.2922919161572206e-16,3.0808785500493124e-13
1.505662770507302e-08,0.0031155438102720787,1.3659392530310495e-14,1.1333518874654473e-16,3.2014472974962876e-16,7.1749682597124762e-16,1.3384151118758913e-17,0.0,0.0,6.449160669416738e-14,1.5994396130210311e-18,5.8883340362476455e-25,1.6075823623547301e-25,1.0135483343906004e-24,2.1100439442307998e-42,8.2582200721660203e-30,1.1060735882687733e-25,1.2798952068581576e-12,8.4202980079384859e-17,4.5694836618799953e-41,4.3795069207475413e-43,1.4426808677282326e-25,7.0447803120886722e-26,8.6296801719348487e-28,2.4431991699207217e-26,1.2041182698350065e-18,4.0526434490485897e-30,1.2663622985520287e-25,3.5034281980851952e-13,9.0505407728158437e-16,7.0159234297778978e-17,1.414739332122463e-12,1.0639697456307755e-21,6.289821533197848e-34,1.8148589228362877e-26,1.0113748273357012e-26,0.88168480800000004,0.0,0.009459999995106003,0.10884999999840594,1.6907523011724836e-12,1.5405984975263492e-12,1.1955342580953797e-12,3.9219471491818987e-15,2.9737432834925147e-15,1.4568136231936975e-15,1.7774960348622019e-15,2.9531955121458386e-13,1.9810718100781297e-15,2.5500342807743478e-13,2.1795841430922132e-13,3.8060849464181119e-13,1.530532451434779e-13,8.4315511865931706e-16,1.1066148865321286e-14,1.0991657846158312e-14,8.6071251946296724e-15,7.2969330589268583e-15,4.4882942246273842e-15,1.5824309761157075e-15,2.6970403240586194e-14,8.0003789427169407e-17,7.2032392628165778e-24,3.3266418321392176e-15,1.3533510358427764e-16,1.3635556915027228e-15,3.7509910179706615e-17,6.7802072168499535e-16,6.7474902856653973e-13,1.9453620470360665e-13,1.6484422500996177e-16,3.7761206030626988e-13
1.692024088134127e-08,0.0031155438102731417,1.6437895030826833e-14,1.543184775466635e-16,4.480792490376042e-16,9.7919866622641548e-16,2.0817038811183573e-17,0.0,0.0,7.9978985510565738e-14,2.2096123221718646e-18,9.0398341365699205e-25,2.3062918417935994e-25,1.3793536638481236e-24,2.9610944358032715e-42,9.4883167804925349e-30,1.4220991525639843e-25,1.4330872136691922e-12,1.0610581284973119e-16,1.0028900024590622e-40,7.8075356114850282e-43,2.1225438280033834e-25,8.8804154672427855e-26,1.1714652184606672e-27,4.2714847098077068e-26,1.48457417764394e-18,6.8585110142864497e-30,1.6730545734250745e-25,4.338262075615599e-13,1.1400866704949824e-15,8.7786718297065531e-17,1.5680277123427765e-12,1.3611009665168606e-21,9.6412609663139988e-34,2.7249752153331516e-26,1.7186930947918233e-26,0.88168480800000004,0.0,0.0094599999944999444,0.10884999999804247,1.8671279201133057e-12,1.6845380531083849e-12,1.3049900779943437e-12,4.4406815801814947e-15,3.3592297818467928e-15,1.6431030970131855e-15,2.046784833380966e-15,3.5916778835967846e-13,2.2796946480998085e-15,3.1646419373669266e-13,2.7187058397522202e-13,4.6508938708683453e-13,1.9132251039426784e-13,9.7127026564178199e-16,1.4383403505771764e-14,1.3822903138525667e-14,1.0804687976985853e-14,9.1661895038504475e-15,6.0743781477186382e-15,1.8918320293659091e-15,3.5463450587991895e-14,9.5532387725126553e-17,9.7024976667530965e-24,4.4447800105070684e-15,2.0702626961047154e-16,1.8955063603172773e-15,4.6104587926626855e-17,7.6100392986164072e-16,7.1228408479210734e-13,2.3057367644954658e-13,2.0420794708195363e-16,4.496999105720926e-13
1.8783854057609524e-08,0.0031155438102741483,1.9334135947459233e-14,2.029418808756698e-16,6.0658210063526732e-16,1.2904655001824253e-15,3.1013579435426844e-17,0.0,0.0,9.7142345278407697e-14,2.9579402082674218e-18,1.3235263181394928e-24,3.1790307982706926e-25,1.8101306479209786e-24,3.9786195528110019e-42,1.0713413346972944e-29,1.78106640451351e-25,1.5852098655620837e-12,1.3048446665001688e-16,2.0130635687119366e-40,1.3146603803067672e-42,2.9977566262635001e-25,1.0893225689680198e-25,1.5512899866673579e-27,7.0622012872547998e-26,1.7867405831485323e-18,1.0949954084785095e-29,2.1365293460798702e-25,5.2461907760554422e-13,1.4015663955340372e-15,1.0719933285259385e-16,1.7169541808042396e-12,1.6878823720071535e-21,1.4055753542298443e-33,3.9061525984845753e-26,2.754726175612794e-26,0.88168480800000004,0.0,0.0094599999938938042,0.10884999999765199,2.0376224994408087e-12,1.8209995832690913e-12,1.4087635931823348e-12,4.9737849007677494e-15,3.7552917564548055e-15,1.8348081604873341e-15,2.3236319711702455e-15,4.2657003182461788e-13,2.5866762164318779e-15,3.8332626009569429e-13,3.3095221801077916e-13,5.549526564149783e-13,2.3340469389476153e-13,1.1033315565614045e-15,1.812107158621663e-14,1.6965377227645569e-14,1.323880058257571e-14,1.123904595535503e-14,7.9118172682276494e-15,2.2208560843428219e-15,4.5269267815708832e-14,1.1171606655962318e-16,1.2589614016999002e-23,5.7452340433369516e-15,3.0157145053553905e-16,2.5313493666354587e-15,5.5129257372207233e-17,8.4602548798934579e-16,7.4561507309908967e-13,2.6722667340671242e-13,2.4726002683047782e-16,5.2367035919554001e-13
2.0647467233877777e-08,0.0031155438102751063,2.2325165034781522e-14,2.5945353727656014e-16,7.9856761982551976e-16,1.6531104391233581e-15,4.4598907522133224e-17,0.0,0.0,1.1597944071148981e-13,3.8586029451192809e-18,1.8648195548696169e-24,4.243278402262197e-25,2.3068971266772922e-24,5.1641936859467424e-42,1.193223932698145e-29,2.1837980046749075e-25,1.7362939763954312e-12,1.5732367693620364e-16,3.7855851730831115e-40,2.1142532952628513e-42,4.0955148579420382e-25,1.3075208527987912e-25,2.0127151266847056e-27,1.1168060809668729e-25,2.1089191103854536e-18,1.6687574870196172e-29,2.6553139533724482e-25,6.2240254635514375e-13,1.6893108599581321e-15,1.2834643205331967e-16,1.8616563108723576e-12,2.0420692907264219e-21,1.9683710447388533e-33,5.3938021808372774e-26,4.2136560383426908e-26,0.88168480800000004,0.0,0.0094599999932875791,0.10884999999723652,2.2025666447132032e-12,1.9506381127917492e-12,1.5074312499706667e-12,5.5216337462009664e-15,4.1622246200585295e-15,2.0321411711497274e-15,2.6080935449172042e-15,4.9703155301018986e-13,2.9021173500739056e-15,4.5529279077746585e-13,3.9499590119496265e-13,6.4960073811213385e-13,2.7917843686709367e-13,1.2393929871583815e-15,2.2258845879119569e-14,2.0415674924822015e-14,1.5906276669615908e-14,1.3513186367116612e-14,9.9922511539618587e-15,2.5684475010125521e-15,5.6406718108702736e-14,1.285212983049589e-16,1.5851193868123733e-23,7.2286728424499719e-15,4.2220381317622462e-16,3.2730113870337276e-15,6.455545526930422e-17,9.3365442738364606e-16,7.7555069109793714e-13,3.042303644822038e-13,2.939903236853215e-16,5.9901487267061636e-13
2.4374693586414286e-08,0.0031155438102768926,2.8513594836774751e-14,3.968690085615545e-16,1.2934532221336255e-15,2.5381318409509483e-15,8.4686421648086458e-17,0.0,0.0,1.5865793740231499e-13,6.1734847910778344e-18,3.3833124450151927e-24,7.0146205602080145e-25,3.5007569985743648e-24,8.0419419398828042e-42,1.4348159849274868e-29,3.1246496784750014e-25,2.0354754659462206e-12,2.1832458653162414e-16,1.1470463643535536e-39,4.9015984594511082e-42,7.0682302597410038e-25,1.7917993992543331e-25,3.2238681465875035e-27,2.5103498954522587e-25,2.8071230801961322e-18,3.4750241913129766e-29,3.8529450983647232e-25,8.378055019435415e-13,2.34289113550142e-15,1.756492915473522e-16,2.1389358849229723e-12,2.8243666979659906e-21,3.5169049273188196e-33,9.4264846648694386e-26,8.8297629242367253e-26,0.88168480800000004,0.0,0.0094599999920748773,0.10884999999633765,2.5170357488415654e-12,2.1918071628559511e-12,1.6914641174765208e-12,6.6622399725871237e-15,5.0089844062771386e-15,2.4440671484582203e-15,3.2003398488017423e-15,6.4541810201719292e-13,3.5590436239479219e-15,6.13429248759136e-13,5.3717333832952365e-13,8.5114679156765534e-13,3.8133330127815049e-13,1.5238299362500065e-15,3.164625431581979e-14,2.8226930587825927e-14,2.1929360243568043e-14,1.86564192534749e-14,1.4840205861564346e-14,3.3153096477705145e-15,8.2726933808033249e-14,1.6391857128085937e-16,2.3431658393056164e-23,1.0740401424469465e-14,7.5397594216278446e-16,5.0764653770728112e-15,8.4521049634508896e-17,1.1188873057101427e-15,8.2776424804195578e-13,3.7847741419603806e-13,3.9861156628124165e-16,7.5223251955300512e-13
2.7534208185918485e-08,0.0031155438102782908,3.3899322234481604e-14,5.393332676738986e-16,1.8398379237570533e-15,3.4596124466078557e-15,1.3588537991584624e-16,0.0,0.0,2.0002919420174025e-13,8.7410502971032271e-18,5.2140715761865836e-24,1.0116647049156475e-24,4.7223911996969608e-24,1.1003734307447728e-41,1.63729392301502e-29,4.0697023925157414e-25,2.2861344033334129e-12,2.7761046455374933e-16,2.5709377319026887e-39,9.1288447921203653e-42,1.0535024556063353e-24,2.249308486011111e-25,4.6086485958993077e-27,4.5650093395690458e-25,3.448506468449648e-18,5.9271477786162013e-29,5.0280694864204939e-25,1.039922940378534e-12,2.9776415773585739e-15,2.2075012203171e-16,2.3619889854218569e-12,3.5555972771829029e-21,5.3417331208619686e-33,1.4113157464402661e-25,1.5121787140477354e-25,0.88168480800000004,0.0,0.0094599999910466113,0.10884999999551236,2.7688826795363895e-12,2.3798503929959601e-12,1.8356245475639168e-12,7.6761931162170767e-15,5.7608127848389762e-15,2.8113194994810279e-15,3.7270594315123004e-15,7.7727835123598722e-13,4.1437448665134561e-15,7.6106378050495801e-13,6.7148226675032104e-13,1.0326207769002947e-12,4.784588974696505e-13,1.7780483922389581e-15,4.0646725568096696e-14,3.5784782111335484e-14,2.7740052791847684e-14,2.3627107690987898e-14,1.9603999504121703e-14,3.9978863014159208e-15,1.0928787719381089e-13,1.9575904286263361e-16,3.0863051419781561e-23,1.4271538507124278e-14,1.1436890953671069e-15,6.9355691730798938e-15,1.0256361989550584e-16,1.288769190392507e-15,8.6610930603170029e-13,4.4102596982268244e-13,4.9934806420827254e-16,8.8343548734439769e-13
