Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134)
1e-12,0.0022412214669945657,2.6083097386761342e-21,2.8692869991365182e-27,4.2089361800996999e-26,1.6366049927730937e-26,3.1226115643257511e-31,0.0,0.0,1.9345465212357049e-19,4.7842300888745151e-28,3.4728477262382338e-40,2.6590527827585885e-40,2.8024089506908052e-38,1.5180828315677175e-59,7.5688113160404047e-40,4.3816290734301462e-36,7.5444241263905257e-18,3.9520591820137115e-26,4.051734096075644e-69,5.5260309638372519e-63,3.8215044614538156e-40,1.0519042548876487e-39,5.2938918462472793e-38,4.6439856453466702e-45,4.694166894524922e-28,9.8861292824239545e-47,2.0007082370080372e-39,1.1455668217810182e-22,4.3084502700093292e-25,3.6816452370428296e-26,9.8044257360427789e-18,8.3696280113020101e-35,5.3090924088462715e-50,3.8136374694023846e-39,3.9729351612396899e-39,0.88168480800000004,0.0,0.0094599999999999702,0.10885,1.1870974393987641e-17,1.1870829181275496e-17,9.8042940170532709e-18,8.3911902816107047e-20,6.9149517062198635e-20,3.4574795716964831e-20,1.8110010475968966e-23,3.1991468716063046e-22,2.1929210019906236e-23,2.3603653758614445e-22,2.1452293666917901e-22,3.859678937367734e-22,1.5060723466005405e-22,9.0112779825447728e-24,1.6115033188649869e-24,3.9355869732426785e-24,3.110946135948585e-24,2.3965682713024453e-24,3.3188774860868206e-28,3.8997547914495504e-24,4.7299463406588912e-24,2.2997575633762219e-26,1.5603251276395534e-35,1.9047197268793502e-25,3.8479714716370191e-31,4.1555529958757168e-29,5.284332154824339e-30,8.3416438735932246e-21,7.5440503712109647e-18,2.5222325021361871e-22,2.7772643659483788e-25,2.2294363238421365e-22,4.8642887637258258e-26,2.4007151091561131e-28,6.9193092780595596e-37,3.4468585480130096e-30,4.173767657057952e-30,9.046162846714525e-33,5.9665626059055088e-32,5.1546857678262439e-38,1.2644937964013981e-39,1.5934067849136087e-40,3.4281028796293779e-33,3.5341890611005833e-33,1.9229860508259177e-45,9.2543096848998807e-48,3.3291486143844002e-28,7.6425393317988396e-32,5.2927143796538572e-32,5.3276537795796346e-35,5.0587942178476428e-35
1.023e-12,0.0022412214669945657,2.668326714289207e-21,2.9685340910179396e-27,4.3557423607332734e-26,1.6936995663509039e-26,3.2503975016581344e-31,0.0,0.0,1.979032186521796e-19,4.9511022060855345e-28,3.6150350600003097e-40,2.7678748271634606e-40,2.9170894625003398e-38,1.580215709504455e-59,7.8327903640947197e-40,4.5344508306336223e-36,7.7178948830556299e-18,4.0899017634902279e-26,4.2404991842711774e-69,5.7690075118748524e-63,3.9778913928782238e-40,1.0949486559551535e-39,5.478415746390636e-38,4.8481900387738004e-45,4.8578927838560989e-28,1.0343270990176057e-46,2.0825809625927641e-39,1.1855225726370129e-22,4.4587232948822858e-25,3.810056022091592e-26,1.0029860569313381e-17,8.7121256973671527e-35,5.5545882770664223e-50,3.9869587484710369e-39,4.1534919517267669e-39,0.88168480800000004,0.0,0.0094599999999999702,0.10885,1.2143925831176436e-17,1.2143775553669989e-17,1.0029724256180261e-17,8.5841064523509319e-20,7.0739284978753121e-20,3.5369680972109396e-20,1.8741629455218833e-23,3.310728406352725e-22,2.2694027910900451e-23,2.4426918011895713e-22,2.2200520359460598e-22,3.9942988918067359e-22,1.5586021148582017e-22,9.3255616102423498e-24,1.6677152596294694e-24,4.0728548368598384e-24,3.2194516537655977e-24,2.4801573301910419e-24,3.4546973036927184e-28,4.03576167038066e-24,4.8949228905181961e-24,2.3800520956915201e-26,1.6235814493716876e-35,1.9711712914915883e-25,4.005463031254026e-31,4.3256243860369472e-29,5.5006662567390919e-30,8.5334443363143221e-21,7.7175080919306682e-18,2.6102038766042443e-22,2.8741313883903763e-25,2.3071925122896184e-22,5.0633414348732895e-26,2.4846807066675957e-28,7.1997308366452826e-37,3.5879089298114544e-30,4.3445639749034789e-30,9.4167191354876e-33,6.2107849187196111e-32,5.3807895736896283e-38,1.3198902874995693e-39,1.6657807028414213e-40,3.5686462628744716e-33,3.6792411514527153e-33,2.0118800329067877e-45,9.6821645283099828e-48,3.4452865479602513e-28,7.9553106987327049e-32,5.5093042885157296e-32,5.5458588415250339e-35,5.2659993447396899e-35
2.047e-12,0.0022412214669945657,5.3460063606475786e-21,1.1746050051095038e-26,1.7434688470327564e-25,6.7865089470442378e-26,2.6022712973160593e-30,0.0,0.0,3.9601087692576637e-19,1.9817650766217462e-27,2.9131654637781128e-39,2.217666215468446e-39,2.33491802197556e-37,1.2675128484875957e-58,3.1339567092338747e-39,1.8144558560230707e-35,1.5440927077079707e-17,1.6367972422788988e-25,5.2778774449521058e-67,9.2338324975103956e-62,3.1848001485582294e-39,8.7594742357814528e-39,2.1842729934201727e-37,7.765441982956871e-44,1.9441214558815367e-27,6.2152417568488937e-45,1.6668191199696578e-38,4.7444460626339212e-22,1.7844009502360164e-24,1.5247936575619437e-25,2.0066278284316974e-17,6.971991057555876e-34,3.3369007301818681e-48,1.1976875919362603e-37,1.2463245121499743e-37,0.88168480800000004,0.0,0.0094599999999999407,0.10885,2.4295808007709777e-17,2.4295206612688309e-17,2.006573278055101e-17,1.7169662509840891e-19,1.4149020435693293e-19,7.0745256100981844e-20,7.4981310939761136e-23,1.3249365316885274e-21,9.0792304240714075e-23,9.7757718187020647e-22,8.8846902380520774e-22,1.5985002327694003e-21,6.2375707064725664e-22,3.7309059137615249e-23,6.6776096016908322e-24,1.629961957239231e-23,1.2884283799487028e-23,9.9256587310333622e-24,2.7664178824759244e-27,1.6143451839066819e-23,1.9591285985676114e-23,9.5815762005631628e-26,1.1619453105691733e-34,7.9007545364493723e-25,3.2127767591322127e-30,3.4671052349701464e-28,4.4269965323742982e-29,1.7072401649584069e-20,1.5439379217570602e-17,1.0445637866434067e-21,1.1502215069383132e-24,9.2310132287901792e-22,4.0516496418342052e-25,1.0103969772100264e-27,5.1472284752737897e-36,2.8712098910727999e-29,3.476658610226817e-29,7.6387624970936815e-32,4.9871328300036002e-31,8.073559076361076e-37,1.9242807495734777e-38,4.8642149034225486e-39,2.927526661808108e-32,3.0621694422854146e-32,1.1744356199525745e-43,5.7357912695054694e-46,1.3803110648328875e-27,6.373805380630184e-31,4.4100231554810499e-31,4.4901635967937778e-34,4.2667951382659989e-34
4.095e-12,0.0022412214669945657,1.0723837923388768e-20,4.6797232227911934e-26,6.9777665546540825e-25,2.7218382270391156e-25,2.0830288567545202e-29,0.0,0.0,7.9242514661994219e-19,7.9314132351645675e-27,2.3627922112167336e-38,1.7778823463205518e-38,1.8682095767569728e-36,1.0184304569426076e-57,1.2532679030659405e-38,7.257508278339646e-35,3.0886241186950409e-17,6.5487253867565699e-25,7.210973776612653e-65,1.4770509645562822e-60,2.5494744928374873e-38,7.0009544756303854e-38,8.6743726936393303e-37,1.2433954457599176e-42,7.7780764552829582e-27,3.5440630215580231e-43,1.3334350346950842e-37,1.8981685175372389e-21,7.139276031207477e-24,6.1005415051356931e-25,4.0137781311391328e-17,5.5761248055396137e-33,1.9014194708592124e-46,3.4133136657810408e-36,3.5464225902173795e-36,0.88168480800000004,0.0,0.00945999999999988,0.10885,4.8598010453592818e-17,4.8595604488052944e-17,4.0135599004924908e-17,3.4327161775142034e-19,2.8287892121798871e-19,1.4144007574597699e-19,2.9980743150404449e-22,5.3007337905688226e-21,3.6301281850160535e-22,3.9112329805159469e-21,3.5546630776259971e-21,6.3952109078920185e-21,2.4955932432604929e-21,1.4917323548714972e-22,2.6743392871730499e-23,6.5212736966585904e-23,5.1548367681961214e-23,3.971160578873599e-23,2.2153533159617162e-26,6.4526249606205238e-23,7.8396187663525777e-23,3.8786458355224878e-25,7.6698404429392173e-34,3.1706684464509156e-24,2.5813164674669331e-29,2.7816991543639177e-27,3.5806203777464347e-28,3.4148984583414718e-20,3.088004906499084e-17,4.1788224410253577e-21,4.6018143143158723e-24,3.6912924344056341e-21,3.2398996104474569e-24,4.1712295948525137e-27,3.4184058338959794e-35,2.2962666741800763e-28,2.7803795341270423e-28,6.2754582571905865e-31,4.0155525373023346e-30,1.148312515669122e-35,2.6266443418032343e-37,1.3310658546151812e-37,2.4570661888113075e-31,2.6392580416843151e-31,6.4199483277310333e-42,3.2271336413577621e-44,5.5344677147689107e-27,5.1096408315440671e-30,3.5288995157125085e-30,3.6746155711816182e-33,3.4968826952253152e-33
8.191e-12,0.0022412214669945666,2.1569343836026309e-20,1.8736953314531843e-25,2.7931328690523994e-24,1.0940949781576622e-24,1.6676029002677627e-28,0.0,0.0,1.5860494507374112e-18,3.1748012785323003e-26,1.9436756656649733e-37,1.4276315295818485e-37,1.4943215552970396e-35,8.2146154281048074e-57,5.0085879586529999e-38,2.9016061715744314e-34,6.1773868659854063e-17,2.6196896482772231e-24,1.0498163366554634e-62,2.3609698344014872e-59,2.0412552955578128e-37,5.5876358030652351e-37,3.4196745309961008e-36,1.9910033243483171e-41,3.1112801166710094e-26,1.8653682039521117e-41,1.0662262984426268e-36,7.5928103341460324e-21,2.8559257047349682e-23,2.4403509147394729e-24,8.0275458459336014e-17,4.4565091003242426e-32,9.9888620235069784e-45,8.9737770425427714e-35,9.3094102577070841e-35,0.88168480800000004,0.0,0.0094599999999997603,0.10885,9.7196168627325048e-17,9.718654546475871e-17,8.0266730333590337e-17,6.8587841634112559e-19,5.6520490838008502e-19,2.8260490933869272e-19,1.1978181379789355e-21,2.1202502003123062e-20,1.4502324786910937e-21,1.5646174905562191e-20,1.4219359157180167e-20,2.5580468126042519e-20,9.9829688486079646e-21,5.9595563677055659e-22,1.0719491251105309e-22,2.6086250011372857e-22,2.0620229421222193e-22,1.5885577492242585e-22,1.77501441867752e-25,2.576245110997041e-22,3.137097283833812e-22,1.5875215111070566e-24,4.5464788835876185e-33,1.2760528733918349e-23,2.081874908901781e-28,2.2371400193434711e-26,2.925345182375821e-27,6.8296821447807467e-20,6.1749104435907488e-17,1.6713257927315106e-20,1.8407447221899209e-23,1.4750487374054439e-20,2.5884635465656976e-23,1.7724301505648594e-26,2.0864954634045853e-34,1.8350512770358701e-27,2.22177117729212e-27,5.285490841592358e-30,3.2519854132310545e-29,1.5048807437344342e-34,3.3004626676975448e-36,3.3557605413400384e-36,2.1518220058010239e-30,2.4187611260690644e-30,3.2270625000004976e-40,1.714445743586344e-42,2.2234841910931096e-26,4.1027635590092974e-29,2.8232334013549873e-29,3.0708661782225569e-32,2.9301753147976318e-32
1e-11,0.002241221466994567,2.6438542244484519e-20,3.1255598518444041e-25,4.6466452005223331e-24,1.8281790774718358e-24,4.2488751827193918e-28,0.0,0.0,1.9372567497339544e-18,5.2814293909179612e-26,5.1617140723801729e-37,3.6525139403997357e-37,3.8027318305085672e-35,2.1147711417049702e-56,8.3178886058605702e-38,4.8208676714150284e-34,7.5412751482955111e-17,4.3550681467346599e-24,3.5448638519343517e-61,1.0163163029601414e-58,5.2016472957849921e-37,1.4176556919535055e-36,5.6009712906447841e-36,8.5946807800584401e-41,5.1719751642691481e-26,2.1020084458485899e-40,2.7121020462003921e-36,1.2621785979515359e-20,4.7477917603886331e-23,4.0568378423367779e-24,9.7997573469619823e-17,1.1328007726087257e-31,1.1207933339770708e-43,5.3964799147104541e-34,5.5963094188056218e-34,0.88168480800000004,0.0,0.0094599999999997065,0.10885,1.1865404804542023e-16,1.1863805267740697e-16,9.7983066629647021e-17,8.3671337890417341e-19,6.8949735843978217e-19,3.4475275086031829e-19,1.9886515641915557e-21,3.524420057684612e-20,2.4075245521841829e-21,2.6010860636909525e-20,2.363811997847686e-20,4.2521805084281963e-20,1.6595763205433838e-20,9.8936100038886639e-22,1.7858026539149564e-22,4.3365276402334269e-22,3.4278615249187487e-22,2.6408289811724593e-22,4.5276797002961964e-25,4.274064744886419e-22,5.2170064273039941e-22,2.7021240261117455e-24,8.858240612954665e-33,2.1348986268491507e-23,5.3587039671424467e-28,5.7357936956906486e-26,7.6590176385100573e-27,8.3373515917170893e-20,7.5371593384992569e-17,2.7778898741061527e-20,3.0599072316375769e-23,2.4493930544572081e-20,6.5764382451253682e-23,3.1329265882537222e-26,4.2726860979265264e-34,4.663981186494676e-27,5.6463211996634142e-27,1.4419967944525094e-29,8.4148526566008651e-29,5.0941952278181529e-34,1.1082805137311448e-35,1.9975170852723403e-35,6.1553076997732498e-30,7.2771273345486777e-30,3.5645648793186406e-39,2.0833752511120209e-41,3.7131831619092077e-26,1.0496006200119326e-28,7.1865792360245407e-29,8.2834803359588881e-32,7.9298751836823723e-32
1.6383e-11,0.002241221466994567,4.3619356750393144e-20,7.542724712904188e-25,1.1186705571872571e-23,4.4183718944549014e-24,1.3356813811181933e-27,0.0,0.0,3.1764807350821763e-18,1.2714600889733692e-25,1.6516462082365303e-36,1.1502942037829567e-36,1.1947885388648516e-34,6.6781736678207933e-56,1.999465258105456e-37,1.1592921929835439e-33,1.2353712354478699e-16,1.0478296977941854e-23,1.5682380822199559e-60,3.7692958035107831e-58,1.6352991760931523e-36,4.4482296823585275e-36,1.3297608779222748e-35,3.1895550431687907e-40,1.2443073278596903e-25,8.8606902508618048e-40,8.5195232169786147e-36,3.0366369475586324e-20,1.142318204962984e-22,9.7605614790717674e-24,1.6052950277345704e-16,3.5573876011463329e-31,4.7230237307792754e-43,2.1271421545081796e-33,2.2057916081460031e-33,0.88168480800000004,0.0,0.0094599999999995191,0.10885,1.9436750538411646e-16,1.9432902588820502e-16,1.6049460592081878e-16,1.3689298333209414e-18,1.1280593864834792e-18,5.6403946862291403e-19,4.7790826086996552e-21,8.4789895433714137e-20,5.7852997346642194e-21,6.2582330522586689e-20,5.6871923362853185e-20,1.0229878341730702e-19,3.9928801557904547e-20,2.3774795387944335e-21,4.3046125347102267e-22,1.0433378135175752e-21,8.2471803054550903e-22,6.3537351578033928e-22,1.4240373173249215e-24,1.0264768295530913e-21,1.2555900878807683e-21,6.6349641882316605e-24,2.4072157206956793e-32,5.165309043829827e-23,1.6920892954842921e-27,1.8080683920192596e-25,2.43616330544884e-26,1.3657116146606341e-19,1.2343812017438454e-16,6.6823666742246357e-20,7.3616840684559211e-23,5.8873365457459912e-20,2.064788241367504e-22,7.9333957766274125e-26,1.1986591471145733e-33,1.4645772016829419e-26,1.7729738995570522e-26,4.6650685107609467e-29,2.6631868474417041e-28,1.7758979280834375e-33,3.8542557477579837e-35,7.8616241066963286e-35,2.0281481931185477e-29,2.4419720761151959e-29,1.5003361800789374e-38,8.8295629292307915e-41,8.9695394530751283e-26,3.3054363180885109e-28,2.2582508734474367e-28,2.6676026587385639e-31,2.5571160016789766e-31
3.2767e-11,0.002241221466994568,8.915243100029183e-20,3.0620750066810716e-24,4.4858312850695808e-23,1.8007172394305705e-23,1.0710349850777461e-26,0.0,0.0,6.3700709467770785e-18,5.0976567791820506e-25,1.5207785822350349e-35,9.3301049414474897e-36,9.54648841926937e-34,5.5137771722045756e-55,7.9654914933074812e-37,4.6258646709336418e-33,2.4701565647495819e-16,4.1905384497045021e-23,2.3309701725409703e-58,6.0041589692820526e-57,1.3117225630880835e-35,3.5236541417444522e-35,5.0450767838725961e-35,5.1152848915404784e-39,4.9751041177761718e-25,3.7993661419226196e-38,6.7984333588975762e-35,1.2141462446312545e-19,4.5684080952070051e-22,3.903168092303232e-23,3.2095239660025501e-16,2.8331488101875365e-30,2.0047162699136067e-41,4.546369749100915e-32,4.7260950745315807e-32,0.88168480800000004,0.0,0.0094599999999990369,0.10885,3.886103187208409e-16,3.8845652102931048e-16,3.2081294795477697e-16,2.7264676637461663e-18,2.24664407312255e-18,1.1233607712626035e-18,1.901765531428444e-20,3.3896554756660561e-19,2.3014863391647511e-20,2.5028543808147298e-19,2.2742128701925079e-19,4.089704371031718e-19,1.5967495526141534e-19,9.4586289620608841e-21,1.7350467729552455e-21,4.1720491090998595e-21,3.2978230753330574e-21,2.5408540768794042e-21,1.1454763108628212e-23,4.0737389896242229e-21,5.027839560077784e-21,2.8778097628108713e-23,1.1693172202944973e-31,2.1144925833372694e-22,1.3962523171923004e-26,1.4753874522751899e-24,2.0991311824149723e-25,2.7303436764718546e-19,2.4662010934184569e-16,2.6703386210801035e-19,2.9433475864906365e-22,2.3444929078720253e-19,1.642141788433686e-21,3.8693356278365445e-25,6.9177683514441115e-33,1.1660252451586312e-25,1.4111617606321128e-25,4.4722356807394149e-28,2.2256525672224127e-27,1.8887295666185985e-32,4.3976485281768651e-34,1.7957118249513984e-33,2.1412814360248127e-28,2.8124372519755483e-28,6.7333021520300926e-37,4.7330546790857543e-39,3.6475669559415473e-25,2.6808654452759364e-27,1.8058557733336507e-27,2.4761962674310002e-30,2.3899791638787531e-30
6.5535e-11,0.00224122146699457,1.8592719825638357e-19,1.2620329955822409e-23,1.8035586365665824e-22,7.4685999348568108e-23,8.6093319958031327e-26,0.0,0.0,1.280813746661636e-17,2.0484126928944577e-24,1.7016850658706318e-34,7.6613448609861847e-35,7.6177670103399608e-33,4.6888320335748675e-54,3.1604246583849691e-36,1.8411979304167596e-32,4.9378100207793134e-16,1.6755094095374291e-22,3.4359407760362263e-56,9.5233334207301977e-56,1.0547692496447267e-34,2.7643856839782267e-34,1.8386340998906904e-34,8.2237225080443935e-38,1.9882457299227791e-24,1.5172859999973302e-36,5.4111177050616317e-34,4.8522857161649623e-19,1.8265824067709832e-21,1.5603462023928451e-22,6.4145776575247073e-16,2.2462150395457805e-29,7.8393320976473933e-40,9.0390045164589837e-31,9.4720029220781679e-31,0.88168480800000004,0.0,0.0094599999999980724,0.10884999999999999,7.7669696913297534e-16,7.7608276996302577e-16,6.4090110631416458e-16,5.4079402412646161e-18,4.4558325881522465e-18,2.22806827270647e-18,7.5288942474652471e-20,1.3542460369668846e-18,9.1059760708276172e-20,1.0007359621505718e-18,9.0910974403196748e-19,1.6340069562172887e-18,6.3834674796482823e-19,3.7428510277259437e-20,7.044154271004975e-21,1.6677039546579723e-20,1.3182314980295271e-20,1.015789453884265e-20,9.2611913631272502e-23,1.604313640156357e-20,2.0153611868891905e-20,1.324172897392686e-22,5.4739022503476254e-31,8.8396346037025917e-22,1.1856871280777125e-25,1.2256728726083507e-23,1.9102040358289228e-24,5.4561781273454512e-19,4.9220260996689044e-16,1.0660024415312892e-18,1.1762187491445587e-21,9.2951875435263869e-19,1.2983669442261416e-20,2.1380330630558835e-24,4.361648638393936e-32,9.2387512955026476e-25,1.1174886395869513e-24,4.8897632602818016e-27,1.9236817709258757e-26,1.8706939323571863e-31,5.3081076326874779e-33,4.3232668268724447e-32,2.6272621148233202e-27,3.767119352793737e-27,3.1250800048705009e-35,2.9106095364865162e-37,1.5061532671986648e-24,2.2019130614406067e-26,1.4434081411977412e-26,2.5432878981387004e-29,2.4740490938531663e-29
9.999999999999999e-11,0.0022412214669945744,2.9962371162483184e-19,3.4099859881880354e-23,4.691007448564283e-22,2.0361957213129837e-22,4.0675245875306475e-25,0.0,0.0,1.968656065990205e-17,5.3193594966549633e-24,1.537836869709407e-33,3.7421491567318255e-34,3.5495308727315263e-32,2.4487621010605097e-53,8.0402892644579072e-36,4.7079372764508115e-32,7.5292340065748164e-16,4.3158794098234387e-22,2.7275752384204492e-54,8.3328469848920818e-55,4.980938481251952e-34,1.2505524466558612e-33,4.2070140777333264e-34,7.3815386352013186e-37,5.1174241458399964e-24,3.2041368661465984e-35,2.5100697807546962e-33,1.2489376108756337e-18,4.7049754163032318e-21,4.0181282996216018e-22,9.7784699133916618e-16,1.0348007150892373e-28,1.5892193420615832e-38,9.699578661724606e-30,1.0344132403667789e-29,0.88168480800000004,0.0,0.0094599999999970593,0.10884999999999997,1.1840446473993005e-15,1.1824656321723729e-15,9.764168845380519e-16,8.1602552319698201e-18,6.7226661057621703e-18,3.3617122250934947e-18,1.9087198540246943e-19,3.4839696135183919e-18,2.306389582603354e-19,2.5777764847722414e-18,2.340932719607013e-18,4.2040052404023888e-18,1.6439392300916008e-18,9.4819007504658365e-20,1.8583978299829038e-20,4.2940962071372875e-20,3.3941884509949916e-20,2.6160860367884513e-20,4.4139185252309784e-22,4.0344274009366764e-20,5.2121495352856678e-20,4.0940114032256242e-22,1.6329142842016367e-30,2.4351308352364021e-21,6.1382692170534849e-25,6.1052225773237432e-23,1.0737292712031536e-23,8.3159225744203963e-19,7.4887075945995415e-16,2.7388363513660918e-18,3.0271318175327568e-21,2.362114569008994e-18,5.9524733908068817e-20,8.2691314315124584e-24,1.890436594810869e-31,4.2515932274926781e-24,5.1376531929684738e-24,3.5885440623859821e-26,1.0093252438022407e-25,1.0471014918052089e-30,4.095225938785265e-32,6.4292988368935372e-31,2.1256922539407015e-26,3.2548806934109852e-26,8.5370573375128182e-34,1.1772486542670791e-35,4.0756569879553624e-24,1.0771328418405147e-25,6.7460245393599492e-26,1.6872970393976326e-28,1.6481204869508352e-28
1.31071e-10,0.0022412214669945744,4.0212376579198856e-19,5.3464156250153868e-23,7.2941097853575685e-22,3.1985619014761096e-22,6.9583413876178336e-25,0.0,0.0,2.5887619329235572e-17,8.2681942025781522e-24,2.7708217445265944e-33,6.4250956772960038e-34,6.0627561699552031e-32,4.2336690278131761e-53,1.2439600831998667e-35,7.2923695474684828e-32,9.8654630697592667e-16,6.6962344447541404e-22,5.1555720199216703e-54,1.4986551885400747e-54,8.5204714624000203e-34,2.1287387896518145e-33,6.3421637742819576e-34,1.3294779857589119e-36,7.9384513491176378e-24,5.9559539918523666e-35,4.2851312731798292e-33,1.9374390923443892e-18,7.2999137363141572e-21,6.2338760884797113e-22,1.2811097108576406e-15,1.7651961385380986e-28,2.9512641788854759e-38,1.76290873710052e-29,1.8815685504934958e-29,0.88168480800000004,0.0,0.0094599999999961451,0.10884999999999996,1.5512780642399505e-15,1.5488292448724058e-15,1.2788921709211769e-15,1.0641531282345606e-17,8.7662693039533197e-18,4.3837186444933858e-18,2.950727898942786e-19,5.4039650073101191e-18,3.5647285488415765e-19,3.9995152365023419e-18,3.6317544713578403e-18,6.5209185346984952e-18,2.5505042674385024e-18,1.4655787706370415e-19,2.8987398360748599e-20,6.6618499769555036e-20,5.2657119816954116e-20,4.058790668368779e-20,7.5582508859760568e-22,6.2252315402433745e-20,8.0941286669562613e-20,6.5910853105152006e-22,2.6115394994163171e-30,3.8335443418218063e-21,1.0603137288620765e-24,1.0504250253958359e-22,1.8695118687899561e-23,1.0894048781153768e-18,9.8026307261529963e-16,4.246935072169144e-18,4.695773046254351e-21,3.6536330531867876e-18,1.0148258720901479e-19,1.379645937018399e-23,3.2014964222594322e-31,7.2516085770115744e-24,8.7619251453293413e-24,6.3828765485711926e-26,1.7458310618708796e-25,1.8224404540757048e-30,7.3086292151083102e-32,1.183570887035774e-30,3.8051995194339272e-26,5.8496168455626559e-26,1.595168006929079e-33,2.2123259050330941e-35,6.3921244218051047e-24,1.8496855897187835e-25,1.1526456691029703e-25,2.9791512823344408e-28,2.910898195076129e-28
2.62143e-10,0.002241221466994583,9.2362389890820499e-19,2.3745266721201345e-22,2.9912604354086672e-21,1.4461017234230451e-21,5.6968380743309446e-24,0.0,0.0,5.2858417331950359e-17,3.3667811217240483e-23,7.1463127072880909e-32,5.5607946279244721e-33,4.7993249653726479e-31,4.1824574999104636e-52,4.8208000750805578e-35,2.861979084145113e-31,1.9690272951272832e-15,2.6738328199162065e-21,8.2291376627273164e-52,2.3266457372713426e-53,6.9373225979484782e-33,1.5834804771769914e-32,2.0721022533135386e-33,2.1769182420204374e-35,3.1637658856145426e-23,2.4477642469700064e-33,3.3598027026533551e-32,7.7220480743702816e-18,2.9148130504917373e-20,2.4875332501208517e-21,2.5550013969216317e-15,1.3636091888115107e-27,1.1197656062411162e-36,3.5844156024288739e-28,3.9663935634774858e-28,0.88168480800000004,0.0,0.0094599999999922905,0.10884999999999985,3.0941007783637958e-15,3.0843691741200334e-15,2.5462035244707422e-15,2.0628835304057566e-17,1.6985061071940503e-17,8.4946731527058429e-18,1.1342836776081301e-18,2.1512127271152344e-17,1.3673400247335634e-18,1.5969243040403975e-17,1.4489491329029541e-17,2.5963265484152704e-17,1.0178902570773718e-17,5.6240602094862027e-19,1.2213073452758209e-19,2.6577210643851066e-19,2.1006348904748473e-19,1.6202272543110338e-19,6.2666201335522755e-21,2.3502294299987268e-19,3.2623756587759998e-19,3.5438248891752408e-21,1.3412727767343585e-29,1.7602418481667219e-20,1.0325294730387383e-23,9.4419814704768999e-22,1.9624075270323e-22,2.1714052311001534e-18,1.9441343129385253e-15,1.6852422667519763e-17,1.8709725689264626e-20,1.4126952827936348e-17,7.7580998416000272e-19,1.0504501963449501e-22,2.7604677499110789e-30,5.5900247223346496e-23,6.7406188551844818e-23,1.0042194196318282e-24,1.67997435848258e-24,1.8569638128734359e-29,1.1826116333980946e-30,3.8047632055761075e-29,6.4173192698933976e-25,1.0316714209329677e-24,9.0459341937863151e-32,2.075621114482599e-33,2.836808748269958e-23,1.6108008344710351e-24,9.1875958841015055e-25,4.0188757610331125e-27,3.9018850508779e-27
