Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228)
2.0971510000000003e-09,0.0023890065466098264,1.0872314463929532e-23,2.8567564512708225e-27,2.9603223595932637e-25,3.1342644503602102e-26,2.5528774850948555e-27,0.0,0.0,1.0817560556903072e-19,4.6338935305903079e-26,1.959554286789674e-37,2.8633200071128849e-40,1.1262564966053872e-36,2.8184922171915454e-66,1.6032994691447563e-44,2.2288930886385942e-39,1.459498863580027e-19,2.16085385558541e-25,1.3050855600327399e-66,9.8077065257740291e-65,6.5735104809301683e-40,1.0206519843098039e-40,1.2344258503760835e-41,1.4804695057182391e-42,4.0677306965382112e-28,2.6945888410326601e-45,1.1188778049811565e-38,1.2697309107872858e-21,2.5959153189484031e-24,2.6383740182980526e-25,2.6535543055229251e-19,4.52707403490312e-33,7.099581117890759e-50,4.1027333024566446e-40,2.1571877353224753e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8080590502526059e-19,2.7559115822676495e-19,2.6369034228341329e-19,3.0387624441733711e-20,2.5705980229990314e-20,1.2845026124746195e-20,1.3387691638262794e-20,1.6528163393827954e-20,1.5843345818072631e-20,1.2149298787091593e-20,1.3759486468764514e-20,1.738773386218873e-20,6.9407739134223775e-21,6.6734244578976906e-21,4.4397794033757117e-23,2.310574877508874e-23,1.9428546368113663e-23,1.0105562137380653e-23,1.8093664586084753e-23,7.7105701233392006e-23,4.4040269201355624e-23,2.0056745213330807e-23,2.2381617795375858e-33,8.2067661943072635e-24,1.6068131082620479e-26,3.407724052511889e-24,8.4982764677142022e-24,1.9169568688692421e-21,1.4247822759849208e-19,9.0182404261032209e-21,1.2101739914037193e-22,9.470810505629424e-22,4.0221732212273433e-22,6.3978956151003639e-26,2.2371058903834598e-30,8.8849760339278316e-25,1.051545769943455e-24
4.194303e-09,0.0023890065466098264,2.1838714049524762e-23,1.1403000712815227e-26,1.3859254942335387e-24,1.2595899811141286e-25,2.3745217321280944e-26,0.0,0.0,2.1867165881777201e-19,1.8707860373859125e-25,2.6482063003787324e-36,2.1024560607157932e-39,7.5711560693327125e-36,2.0885938538011638e-65,4.9916143123062542e-44,7.373264315103196e-39,2.7910927369257489e-19,8.3183709313685711e-25,7.8196132058945194e-65,9.424706943041675e-64,5.0806125283786172e-39,5.0514245165600582e-40,2.7084500049411209e-41,3.0627187414943917e-41,1.5626612727935633e-27,6.8396995022480269e-44,7.022814699792711e-38,4.8551396653715391e-21,9.9931333187802028e-24,1.0089021037712084e-24,5.0350396828642095e-19,2.8192342645974826e-32,1.4846588094010238e-48,5.1867725903195832e-39,3.3451371489717487e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.3879201416577406e-19,5.1966252362636199e-19,4.9746215076357591e-19,4.4284387651044176e-20,3.7451300257826767e-20,1.8707371900659401e-20,4.0733070164624908e-20,6.2867422400796338e-20,4.817704035894439e-20,4.697412044182253e-20,5.2613191900968711e-20,6.6101199792738575e-20,2.6714780307415274e-20,2.0253382920090574e-20,1.4402291815371095e-22,8.6394647521390486e-23,7.27605398038864e-23,3.7534511155147008e-23,1.183663550617255e-22,2.2247979204629119e-22,1.6830730367958124e-22,7.2118995916616669e-23,8.8870893427106714e-33,2.9892109021300055e-23,1.2366866129464398e-25,2.4850026224246069e-23,6.1662381037745287e-23,3.614838822054475e-21,2.6649952234029869e-19,3.4058490546702973e-20,4.6026778786786377e-22,2.7306683264815914e-21,2.3644099551257338e-21,4.4430279105662125e-25,2.7862290142976375e-29,5.5056913444437423e-24,6.5125318509986716e-24
8.388607e-09,0.0023890065466098264,4.3064625727306938e-23,4.4733524951932598e-26,6.8961197077815696e-24,4.9911447298048039e-25,2.3464387386099283e-25,0.0,0.0,4.4549773782584611e-19,7.6053383919774221e-25,9.9535434229290246e-35,4.1824304462780569e-35,9.8079774364239147e-35,1.2064813155852801e-64,1.32704075410559e-43,1.9011309622480002e-35,5.1249483226867305e-19,3.0931203985516717e-24,2.7640454752250092e-58,2.9506845454385489e-36,2.5071827566170842e-36,1.8314851213181934e-35,5.3707859338058539e-39,6.7005225307387752e-40,5.7864861727852474e-27,1.5016376333001453e-42,3.7868857623904438e-37,1.7836358734373766e-20,3.7158379015736647e-23,3.7066068558746317e-24,9.1153496092605187e-19,1.5092735538282287e-31,2.4040446996611498e-47,5.6572456863452434e-38,4.9223397179231045e-42,0.88168480800000004,0.0,0.0094599999999999979,0.10885,9.9531574172518386e-19,9.3039907034570747e-19,8.9143849955267293e-19,5.602733029430101e-20,4.7314671502564124e-20,2.3624135272042898e-20,1.0904845378640803e-19,2.2878740342333123e-19,1.289061786114541e-19,1.7582404802896613e-19,1.9327751149591341e-19,2.403066926254332e-19,9.9304935351811548e-20,5.3964490067624722e-20,4.3058587893048283e-22,3.0978309730644898e-22,2.6153921222420347e-22,1.3335652065580589e-22,7.123270311269988e-22,5.5175676772990568e-22,6.2304364917438714e-22,2.2248442077246811e-22,3.6300311318819533e-32,1.0412818977497391e-22,9.6941208449355189e-25,1.7289956077471614e-22,3.8655592053711885e-22,6.4638964801442397e-21,4.7044342456429084e-19,1.2241630882205943e-19,1.6728950906345813e-21,6.5829744217394277e-21,1.1731018691476898e-20,3.0291066946747929e-24,3.2286650825871158e-28,3.0227512521050007e-23,3.5736196979103324e-23
9.999999999999999e-09,0.0023890065466098264,5.0168075615178377e-23,6.8205488347082531e-26,1.2537297566641315e-23,7.6557854241139886e-25,6.6070768662488267e-25,0.0,0.0,5.3601242061768047e-19,1.2138726128557728e-24,-7.1912135956036609e-35,8.362398693888391e-35,1.237481205788923e-34,1.958539922744423e-64,1.6279882026863873e-43,2.8693000409675134e-35,5.8244536931740125e-19,4.5791889116903021e-24,-8.015322861960253e-57,-1.0369994513150224e-35,4.8256482440362598e-36,2.322947012317785e-35,6.0192257933779836e-39,3.376903321241853e-39,8.5340469612148869e-27,6.490206143134492e-42,6.3031154149851766e-37,2.6169859316514487e-20,5.5010468113987864e-23,5.4383095099872148e-24,1.0290003750659428e-18,2.508452631659884e-31,7.453273926827192e-47,1.4415894210963419e-37,1.6379520776245823e-41,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.134477066314163e-18,1.0450444278779265e-18,1.0017051705374193e-18,5.7445809595506318e-20,4.8471561344009164e-20,2.4198222122573137e-20,1.3792588340686492e-19,3.3337176668650049e-19,1.6302262190119949e-19,2.6142559620650423e-19,2.8355120225583296e-19,3.4986415772246318e-19,1.4697194557378651e-19,6.8030238358875637e-20,5.7932304141191784e-22,4.5077228019261958e-22,3.8121007697146712e-22,1.9320997799539742e-22,1.3389481808781178e-21,6.7205497350940668e-22,9.2387846639115954e-22,2.9184302114775532e-22,5.9159914776983216e-32,1.498833318101449e-22,2.3083066887476512e-24,3.5655102610636433e-22,7.0756116220856454e-22,7.2539954532456035e-21,5.2517408880222241e-19,1.7685934109574128e-19,2.4343783851696652e-21,7.8053078565907589e-21,1.8659662725633544e-20,6.2504293692313406e-24,8.9968538999781518e-28,5.2818601680814756e-23,6.2432252058998795e-23
1.6777215e-08,0.0023890065466098264,8.0043845915676569e-23,1.6692413885695896e-25,3.6263027542340743e-23,1.8862761551652492e-24,2.4526517144446825e-24,0.0,0.0,9.1670010260280951e-19,3.120529981304572e-24,-7.92988275900514e-34,2.5942556673492688e-34,2.3170434292262906e-34,5.1215565632027456e-64,2.8937164035247364e-43,6.9412365597646476e-35,8.7664413333381188e-19,1.082931275998233e-23,-4.2888764272874765e-56,-6.6394257946126433e-35,1.4576676750626253e-35,4.3899430211193651e-35,8.7464415271500299e-39,1.4761408319063024e-38,2.0089769363358375e-26,2.7471184298914623e-41,1.6885902695933922e-36,6.1218990811930519e-20,1.3009298741126965e-22,1.2721524221104628e-23,1.5230377493688479e-18,6.7108113572884991e-31,2.8689379617238007e-46,5.1253117756535652e-37,6.4566263132816031e-41,0.88168480800000004,0.0,0.0094599999999999945,0.10885,1.719763347453712e-18,1.5272211760378848e-18,1.4654659890329006e-18,6.3411665967799236e-20,5.3337221792322513e-20,2.6612723125566397e-20,2.5937890522414045e-19,7.7323387076204324e-19,3.0650994697330305e-19,6.2144956077134643e-19,6.6322531721319549e-19,8.1064219003212839e-19,3.4745039911151593e-19,1.2718812244158554e-19,1.2048834904312565e-21,1.0437461885401797e-21,8.8452316051355e-22,4.4494232937320552e-22,3.9743985368189311e-21,1.1780065350973758e-21,2.1891329609581401e-21,5.8355221117303345e-22,1.55303094901707e-31,3.4232082839098632e-22,7.9394448377714858e-24,1.1289544470084208e-21,2.0576486572729894e-21,1.0577002697280536e-20,7.5536093870989398e-19,4.0583646521796428e-19,5.6370334829469266e-21,1.2946211714107813e-20,4.7800232579137299e-20,1.9798704898444133e-23,3.3256768009109084e-27,1.478324613164811e-22,1.7471082403262289e-22
3.3554431e-08,0.0023890065466098264,1.3161048008834526e-22,5.623895362042116e-25,1.9750731856606934e-22,6.4479014209388338e-24,2.6613501529829468e-23,0.0,0.0,1.9015579929909863e-18,1.2911451749259253e-23,1.6014793789673982e-34,-2.2338891433027502e-34,7.5006098847456996e-34,-1.2211528035347593e-54,-3.5237371885833347e-34,3.0111369800660885e-36,1.3430445740443068e-18,3.4534412465855363e-23,-1.3169954866493662e-54,-7.4687393438787745e-36,1.2046053897828542e-35,-7.4890479859538696e-36,9.130087549364032e-39,3.06842661260438e-37,6.2988643579725362e-26,4.1108321427938626e-40,6.1236049617031314e-36,1.8981696690004235e-19,4.1485008963909058e-22,3.9428775939001757e-23,2.2560468887273263e-18,2.4356454919072747e-30,2.5116750256050317e-45,3.7854554114224191e-36,6.9227781921115549e-40,0.88168480800000004,0.0,0.0094599999999999875,0.10884999999999999,2.6729598367817511e-18,2.209295024492095e-18,2.124863421014145e-18,6.8933406587524677e-20,5.7498244036011435e-20,2.8625247338097351e-20,5.6789642879997113e-19,2.3454484147593984e-18,6.7104749482419313e-19,2.006591837215922e-18,2.0547814451047872e-18,2.4510702487722003e-18,1.106543502133785e-18,2.7354240594714942e-19,3.2072178039762549e-21,3.2289446638376568e-21,2.7526268916164653e-21,1.3712059580318745e-21,2.0706602937986405e-20,2.2175428483357239e-21,7.0943454682018066e-21,1.360039642214794e-21,6.8796796685330371e-31,1.042022545931943e-21,6.7914807647880717e-23,6.7444096340836312e-21,9.5446522534152788e-21,1.5244867483904672e-20,1.0619928869638938e-18,1.20084796801168e-18,1.703746741050437e-20,2.089551794258763e-20,1.5911655845106937e-19,1.2116242065384417e-22,3.0559506874067272e-26,6.6281212299225019e-22,7.8322990308894086e-22
6.7108863e-08,0.0023890065466098264,1.818384081818572e-22,1.6321865309188517e-24,1.0813807855092411e-21,1.9052956527158059e-23,2.9118171035987155e-22,0.0,0.0,3.946023869338669e-18,5.3546773487088792e-23,1.4478942393521838e-32,-2.5807063928147244e-33,2.4662492338312057e-33,-1.1306327077655605e-55,-2.559362372979131e-34,-1.6262925223209306e-34,1.7850697344100909e-18,9.7553553238795256e-23,5.932161642500726e-54,4.0143107027839033e-35,-6.8470897241790324e-35,-8.2810973549301574e-35,-2.8245872798176922e-38,5.7516401985025396e-36,1.7195086683812929e-25,5.0419271059820099e-39,1.8217057449467017e-35,5.1925977201468236e-19,1.1718037971614848e-21,1.0772126829680014e-22,2.8844425202106583e-18,7.1893967104362894e-30,1.6664683373310271e-44,2.2848413890851249e-35,5.7407670262972138e-39,0.88168480800000004,0.0,0.0094599999999999736,0.10884999999999997,3.6093965738965788e-18,2.7591931418364545e-18,2.6624792580711202e-18,7.7091431654043067e-20,6.337029803674867e-20,3.1294122680165004e-20,1.1872017975003154e-18,6.2496295271013369e-18,1.402968802697777e-18,5.7427915455631894e-18,5.6092407716382727e-18,6.4967429654821077e-18,3.117291381037217e-18,5.5254516318760835e-19,8.1744793201200682e-21,9.112258129461378e-21,7.8430870262182196e-21,3.9295387651120323e-21,1.0007687981364819e-19,3.8289176156584851e-21,2.069124814865846e-20,2.9866854075507673e-21,3.0358154953393574e-30,2.9157414896185453e-21,5.8726440976845584e-22,3.6042108324583622e-20,4.0003121356115202e-20,1.9087350306081256e-20,1.2906812440061893e-18,3.1230627674130141e-18,4.5440509054605796e-20,2.9006901296547561e-20,4.407241242356964e-19,6.8622450503785479e-22,2.5622641250919264e-25,2.8159680471811933e-21,3.3277093633944691e-21
9.999999999999998e-08,0.0023890065466098264,1.9693113055320934e-22,2.8125155571439507e-24,3.3716032303200081e-21,3.3501296083329149e-23,1.6711614268721634e-21,0.0,0.0,5.9949311918776431e-18,1.3557725576470375e-22,4.6529476004606972e-32,-2.4125697988305583e-33,4.8422402814864685e-33,1.5145116011165617e-55,-1.0587052862619179e-34,-8.4847130976408799e-35,1.9240012697058919e-18,1.6914818198556658e-22,1.1541315257133752e-53,-1.4939239295780752e-35,-4.1616591675452056e-35,-4.0297724785802803e-35,-3.7919055855216424e-38,5.1255038423824454e-35,2.843617506554263e-25,2.7934325819985775e-38,3.1874689324374856e-35,8.8256590478587836e-19,2.0316212862325663e-21,1.8270278365584768e-22,3.0542127492194539e-18,1.2213337335925284e-29,5.1753011724099965e-44,6.8125164994220404e-35,2.2453206423507484e-38,0.88168480800000004,0.0,0.0094599999999999615,0.10884999999999993,3.9117800393271751e-18,2.9016201453429151e-18,2.8069190265955572e-18,8.4842300543962103e-20,6.8925802891520294e-20,3.3583338523726504e-20,1.7940344379982122e-18,1.0417634251674376e-17,2.1202356617231209e-18,1.0017190064619299e-17,9.5026315929204112e-18,1.0763061012116375e-17,5.383813382310743e-18,8.0100252778846687e-19,1.4120340600091605e-20,1.6509867817316736e-20,1.4371285991589057e-20,7.3799637614484995e-21,2.6921276561749622e-19,5.106843802380755e-21,3.7261353528981932e-20,4.6844145047247276e-21,7.8558463236491565e-30,5.2688919388827762e-21,2.7220908965055108e-21,1.027296040145316e-19,9.6013306516591384e-20,2.0412294003048495e-20,1.3463682555247913e-18,5.1499427974611995e-18,7.688541903664179e-20,3.3489895567545534e-20,7.4486954726482093e-19,2.1488134522877542e-21,1.1038055488851458e-24,7.1277121028790291e-21,8.4236170703835298e-21
1.34217727e-07,0.0023890065466098264,2.1263258392010638e-22,4.0404504986920744e-24,5.7541966440353054e-21,4.8532376904170472e-23,3.1067995200507316e-21,0.0,0.0,8.1264765808661612e-18,2.2091625296184446e-22,7.9872695769507069e-32,-2.2376517936652137e-33,7.3140615816474174e-33,4.2663418536533528e-55,5.0247742730329046e-35,-3.927842883452187e-36,2.0685362958572411e-18,2.4363041898221935e-22,1.7376701461221997e-53,-7.2243208113309871e-35,-1.3679178121048494e-35,3.9302002042177778e-36,-4.7982384984483186e-38,9.8593713825843924e-35,4.0130647452705749e-25,5.1750037924159395e-38,4.608317104886177e-35,1.2605251729191313e-18,2.9261175789834e-21,2.6070850971518702e-22,3.230830278402177e-18,1.7439907301785446e-29,8.8256548843953362e-44,1.1522805197261937e-34,3.983970445784988e-38,0.88168480800000004,0.0,0.0094599999999999476,0.10884999999999991,4.2263594614194592e-18,3.0497916215497764e-18,2.957184448168317e-18,9.2905783289725594e-20,7.470537653373735e-20,3.596488473719617e-20,2.4253423075694652e-18,1.4753746068062803e-17,2.8664318655295361e-18,1.4463986829786353e-17,1.3553053572158715e-17,1.5201451397188949e-17,7.7417504484289272e-18,1.0594808611173407e-18,2.0306014815547789e-20,2.4205843445997197e-20,2.1162785172621988e-20,1.0969553885943661e-20,4.451703667894854e-19,6.436312266283775e-21,5.4499776824143199e-20,6.45061768484146e-21,1.287028224949413e-29,7.71695141651199e-21,4.9430208058466738e-21,1.7210678978443429e-19,1.5428253646265947e-19,2.1790676322674471e-20,1.404301277347338e-18,7.2585724726816309e-18,1.0959858870617568e-19,3.8153701324931564e-20,1.0612819915506513e-18,3.670392633640303e-21,1.9855698825233588e-24,1.1613360652874171e-20,1.3725056748037355e-20
2.68435455e-07,0.0023890065466098264,2.2490173123234838e-22,8.7554466073372105e-24,2.8548528586990838e-20,1.1089321131913334e-22,3.1045276601234103e-20,0.0,0.0,1.6590390315825634e-17,9.0429355562701351e-22,4.4708277033354646e-31,-1.8160084300373223e-33,1.7886889095101276e-32,-9.4010061376828967e-55,-2.9506260678405961e-35,1.8499206418434076e-35,2.2015307767587561e-18,5.5465689818835791e-22,-3.9397274534311452e-52,-1.0545035910330923e-35,2.507980864904585e-34,8.114013468334931e-36,3.5975424731494305e-38,1.621934879440872e-33,8.03644125513437e-25,4.58410150422907e-37,1.0483194516030244e-34,2.8123833765507646e-18,6.6603288572779022e-21,5.780746801580569e-22,3.3511168097872774e-18,3.5559530121562669e-29,3.9361368897428204e-43,5.016115146238598e-34,2.9564859728645666e-37,0.88168480800000004,0.0,0.0094599999999998938,0.10884999999999981,4.4904516587246088e-18,3.1705224425059949e-18,3.1000565156025322e-18,1.2445012404507309e-19,9.7311111682470001e-20,4.3898784630090939e-20,4.8981885113768296e-18,3.1880195422475279e-17,5.7897143550915873e-18,3.2863096833903764e-17,2.9949980798239595e-17,3.2341083625322624e-17,1.7426713809623245e-17,1.919871891623671e-18,5.0953390813650983e-20,6.4283021642997343e-20,5.759308390323869e-20,3.1855403257410278e-20,1.8232954672216731e-18,1.1173236363780495e-20,1.3542164443031519e-19,1.4017793144693568e-20,5.1441271501536487e-29,2.0461025336218785e-20,3.9560940533765816e-20,7.4869448360992528e-19,5.4442750657378364e-19,2.6228759062447672e-20,1.4585035420271311e-18,1.5649868953526706e-17,2.6094879073714777e-19,5.308428576615407e-20,2.3512534475994224e-18,1.9468813474266816e-20,1.4128915118826676e-23,4.7147550817542084e-20,5.5726872401739126e-20
5.36870911e-07,0.0023890065466098255,2.3094437554135171e-22,1.7076545889946728e-23,1.2631361302508601e-19,2.3896589340378962e-22,2.7827412916991216e-19,0.0,0.0,3.3745293175429329e-17,3.6843082735842409e-21,2.0809219533654076e-30,-1.5416191157927945e-33,3.9412616661064577e-32,2.0607720329278787e-56,-4.47563393978243e-37,7.3933138093052159e-36,2.2951441386286757e-18,1.2034232267310444e-21,-1.96871611933213e-53,-2.6554389419034505e-38,1.4029999395440525e-33,8.9087683772053585e-37,1.9658286017577232e-37,2.5632208079363034e-32,1.3929492658380164e-24,3.5901374594448559e-36,2.2653647755524596e-34,6.0150460494090331e-18,1.4446323237432856e-20,1.2213638713709875e-21,3.3962933402783371e-18,6.2136574441009859e-29,1.5335715877519043e-42,1.931478436220221e-33,2.900562161535336e-36,0.88168480800000004,0.0,0.0094599999999997863,0.10884999999999957,4.6042140910918324e-18,3.2654825514533067e-18,3.2441136792416229e-18,1.8749106961342687e-19,1.424345968785591e-19,5.6476784769185481e-20,9.8320652441169595e-18,6.5045688679501748e-17,1.1626843263467963e-17,7.0037321409781683e-17,6.2849739060535192e-17,6.4247701397929629e-17,3.6971059729717716e-17,3.275961844016002e-18,1.3235152574853729e-19,1.7946859652809524e-19,1.6663209214818326e-19,1.0051870599347467e-19,6.8574617915959111e-18,2.0434748555628822e-20,3.3923665325194223e-19,3.078486664519657e-20,1.9113122907958714e-28,5.6963486492803474e-20,2.9604970416690126e-19,3.0257269616742598e-18,1.7219164856075274e-18,4.2542074491673548e-20,1.5200838432594089e-18,3.235397857570126e-17,7.3684886997767701e-19,8.2936746320070913e-20,5.0285597308247231e-18,1.073129178652979e-19,9.0463747162837911e-23,1.898021159472615e-19,2.2442207817834144e-19
9.999999999999997e-07,0.0023890065466098255,2.3788696725172268e-22,2.8338173009572563e-23,4.3300242144470813e-19,4.6762862727036558e-22,1.9053564580267904e-18,0.0,0.0,6.4046930915028309e-17,1.3473275290204652e-20,8.1828980834408217e-30,-1.6880925802340131e-34,7.898581912167067e-32,6.7087259372359694e-57,-6.4424686213834863e-38,2.2149125549804396e-35,2.4255809290267483e-18,2.3969836875481474e-21,7.8690779044594958e-53,-3.6762525997493479e-39,6.6941772481016791e-33,1.7007605683724698e-36,7.1251228424816197e-37,3.2410014883604431e-31,2.0107120266680968e-24,2.2157092222310331e-35,4.4952332008405735e-34,1.182569167169949e-17,2.8764405391730409e-20,2.3492844817125265e-21,3.443967918911259e-18,8.9981461213739684e-29,4.7827104769945701e-42,5.9908399672851414e-33,3.0639393379278426e-35,0.88168480800000004,0.0,0.0094599999999995989,0.10884999999999918,4.7195956520005185e-18,3.3928311761930316e-18,3.4589463899635532e-18,2.9644131728152946e-19,2.2008941002073669e-19,7.3531570310047693e-20,1.8315940628075854e-17,1.1856418497263119e-16,2.1698465019105243e-17,1.3412758360999766e-16,1.1938351675731831e-16,1.1269201837780502e-16,7.0726340951695932e-17,5.0978461604625864e-18,3.2002384816066648e-19,4.8443751681004155e-19,4.7090082151514771e-19,3.1269740951036688e-19,2.0988824508907578e-17,3.6342606461330619e-20,8.3117972380056628e-19,6.2641141535219915e-20,5.8164194051206249e-28,1.5198901997880349e-19,1.7844563102205878e-18,1.0244790526173116e-17,4.3882676174775855e-18,9.5200620937171774e-20,1.6194046766163693e-18,6.077507602740788e-17,2.6407367187558896e-18,1.3755392703678346e-19,9.952592170266978e-18,5.5145875562858412e-19,4.5461777409404306e-22,6.8210970034188122e-19,8.0773091662450075e-19
1.0737418230000002e-06,0.0023890065466098255,2.3899240282298613e-22,3.013130786866895e-23,4.8183500908327222e-19,5.0403749738451479e-22,2.1644289713946401e-18,0.0,0.0,6.8871715321528079e-17,1.503192554612167e-20,9.154486468670171e-30,4.9776669634203601e-35,8.5286870298771749e-32,4.495655740006371e-57,-3.4193478676375768e-39,2.4498622662885148e-35,2.4463497533970587e-18,2.5870285936701508e-21,9.4355026504829635e-53,-3.3476630872192266e-41,7.5366660267524964e-33,1.8297144694225396e-36,7.9466125129444995e-37,3.7162376715588995e-31,2.1090754273853499e-24,2.5113419355051161e-35,4.8502844525033385e-34,1.275089289781956e-17,3.1044204922788752e-20,2.5288778693476063e-21,3.4515589133502815e-18,9.4415068949939768e-29,5.3000552747275215e-42,6.6371926292679011e-33,3.5056114398254841e-35,0.88168480800000004,0.0,0.0094599999999995694,0.10884999999999911,4.7379673044060364e-18,3.4131082867609022e-18,3.4931531718413095e-18,3.1378894253369199e-19,2.3245401337180925e-19,7.6247121992134383e-20,1.9666787404443981e-17,1.270856783847501e-16,2.3302121033092218e-17,1.4433236858991921e-16,1.2838511896166086e-16,1.2040557456102694e-16,7.6101032441191978e-17,5.3879360597603626e-18,3.4990601170862332e-19,5.3299625491153127e-19,5.1934807157638006e-19,3.4648160655334781e-19,2.3238893599792957e-17,3.8875538358405692e-20,9.0950945884874293e-19,6.7713463356878291e-20,6.4382108763546394e-28,1.6711947979495472e-19,2.0214481535371762e-18,1.1394247384407791e-17,4.8128179165027733e-18,1.03585188660624e-19,1.635219056424461e-18,6.5300431025676005e-17,2.9438836470984852e-18,1.4625035869877924e-19,1.0736622232769943e-17,6.2217796660547698e-19,5.1260027278934391e-22,7.604974751810165e-19,9.0060838457174202e-19
2.1474836470000003e-06,0.0023890065466098238,2.5338629371738712e-22,4.7567503734972479e-23,1.5488664196475664e-18,1.0661098520691153e-21,1.4290579385147676e-17,0.0,0.0,1.4223050019370051e-16,6.1900992050543239e-20,4.0398379760586569e-29,9.6168271541440989e-33,1.8827936482126753e-31,-4.0911321420579087e-58,-1.1972300196528675e-41,8.2208335603226735e-35,2.7449652484142425e-18,5.6930273984139662e-21,2.4876592902756134e-52,-2.1114995144270867e-44,4.3664941093885808e-32,3.9511514398040948e-36,2.8613708467909484e-36,4.7004007177744251e-30,2.8986935598970786e-24,1.5860303590380556e-34,1.067499621038223e-33,2.7522201521474139e-17,6.8292033742532209e-20,5.2244483741025914e-21,3.5578664612290815e-18,1.2994726079600253e-28,1.6481971248383573e-41,2.0582276972590859e-32,4.3748754498188519e-34,0.88168480800000004,0.0,0.0094599999999991254,0.10884999999999816,4.9935273468504762e-18,3.6551003822207423e-18,3.9348456019474224e-18,5.6911947300609207e-19,4.1208217878246327e-19,1.1123021868542936e-19,3.9271881831910157e-17,2.3749314037114053e-16,4.6856647158189224e-17,2.9234689640420764e-16,2.5828105947675397e-16,2.1305351537667545e-16,1.5438504273371329e-16,9.0947209830861539e-18,8.8941221488295533e-19,1.6486177682233647e-18,1.7039205539017279e-18,1.2819786338941396e-18,6.8546120245974431e-17,7.5606226790595888e-20,2.6980697559411661e-18,1.4851536858702292e-19,1.8934000153447094e-27,4.952274523665289e-19,1.2162388558868387e-17,3.9247114815239166e-17,1.2095958072914383e-17,3.0749558774128528e-19,1.8589238635342579e-18,1.2938509165614727e-16,1.4868972269708275e-17,2.8709696544615691e-19,2.3492875904645028e-17,3.6712420235236246e-18,2.5906194122212147e-21,3.0396984678097689e-18,3.620002305329674e-18
4.294967295e-06,0.002389006546609822,2.7889088328931274e-22,6.7377486709473605e-23,4.1278261768078948e-18,2.3034053124949867e-21,7.8924482563451598e-17,0.0,0.0,3.0064646486641056e-16,2.6004422694881825e-19,1.8622216294137669e-28,6.6131318807099831e-32,4.3920837177584144e-31,2.8732220633491103e-50,1.3719570671586018e-42,2.5794945829642147e-34,3.3422824454209172e-18,1.3258339561174398e-20,3.8089922962003345e-51,-6.6565205104846133e-48,2.7943658547474869e-31,8.9285272112847934e-36,9.2784682080514292e-36,5.0292823006482631e-29,3.9405941591021926e-24,9.37825308929691e-34,2.515333068744067e-33,6.2177738779628439e-17,1.5899829275103627e-19,1.0931566141975887e-20,3.7663943234820354e-18,1.7674143708146113e-28,4.8180834975107213e-41,6.0072719724299674e-32,5.0967345272308776e-33,0.88168480800000004,0.0,0.0094599999999981869,0.10884999999999613,5.4997849428653447e-18,4.0300667833840815e-18,4.6709319089466838e-18,1.0980388422293713e-18,7.713194331375741e-19,1.8450790821000473e-19,7.8447778057297766e-17,4.214358993689771e-16,9.5558660171158621e-17,5.8603707147534057e-16,5.1343455619676354e-16,3.566483182126807e-16,3.110333911401401e-16,1.6847948396777205e-17,2.0327365131908258e-18,5.1578879399254431e-18,5.6730509957829032e-18,4.9906585805763954e-18,1.6986057770994964e-16,1.4848659983996571e-19,8.8563050475095936e-18,3.305874239523934e-19,4.6851738667924276e-27,1.3841375330764191e-18,6.233152084986128e-17,1.1923755180507846e-16,2.8848015858488113e-17,9.1951911069991171e-19,2.2833893742008771e-18,2.5077388769303261e-16,7.4603322500903875e-17,6.2019917463397368e-19,5.3848581645147132e-17,2.0707231825482447e-17,1.2107379062732959e-20,1.2145361090186431e-17,1.4711774968173432e-17
