Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259)
1.31071e-10,0.0018986235914028172,2.9154990223037929e-23,9.5934635550126071e-28,9.6112852192906253e-28,9.781996612729435e-27,4.8789971796506916e-32,0.0,0.0,9.6147966667749611e-20,5.9170752328928666e-27,7.7935353906117499e-41,1.7978005274390948e-41,4.7746211721722884e-41,6.6065873036603585e-70,6.8359616832774762e-48,1.8055259086309871e-39,1.154310335401395e-23,2.02714093308541e-30,2.0631758977022929e-71,8.2386035443564861e-73,3.6275856928032404e-43,7.0364649759941901e-41,2.044379554335385e-40,1.96684031083182e-50,6.7670683115362828e-33,5.8994630759766727e-50,2.0693614122741998e-39,2.1200137572191608e-22,2.0520523064298032e-29,5.8552834101638694e-26,5.256343291624673e-19,1.7226312416339616e-38,4.6222399885234197e-52,6.3270667942362092e-42,1.0941807495285494e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.756144909912074e-19,5.7464950562054778e-19,5.2528814810326854e-19,4.0850041085661301e-20,3.4308067757801418e-20,1.7159914419946642e-20,1.3633169978578079e-21,2.6019879063601534e-21,1.6274718126972021e-21,1.9197768680825344e-21,2.1002533641044701e-21,2.861301544998192e-21,3.8398500509293192e-26,6.7576251128614746e-22,8.1069923618590551e-24,6.2053754095648586e-24,5.2344168157289209e-24,4.1574134556628899e-25,2.6098622589248327e-25
2.62143e-10,0.0018986235914028172,5.867103344846635e-23,3.8574934648504815e-27,3.8727819768673144e-27,3.9336690353528973e-26,3.9300387692267041e-31,0.0,0.0,1.9267545266470401e-19,2.3708422182870099e-26,4.8500084526510411e-40,1.6353882877339356e-40,7.3248226390302082e-40,1.8003334841044146e-68,5.3053924758300628e-47,7.2417058888593839e-39,4.5840942849013706e-23,1.6108453317064143e-29,2.4835683759123139e-69,4.549412194419364e-71,5.4601327866686411e-42,5.1845501976809918e-40,5.551043805306211e-40,6.3060571945697619e-49,5.3758363504832131e-32,1.8447467558241552e-48,1.6159800334128973e-38,8.4489655999468777e-22,1.6306392710008004e-28,2.3335136399048547e-25,1.046763706578459e-18,2.6682302858418004e-37,1.43489865819207e-50,9.8885764067267008e-41,1.7532945511454619e-44,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.1474133834887371e-18,1.1435812031848563e-18,1.0453903961091738e-18,7.865949428021195e-20,6.6066079713669243e-20,3.3055050620940278e-20,5.2750330633065299e-21,1.0363437690020242e-20,6.2958227085953993e-21,7.6571924958610792e-21,8.3700796537816732e-21,1.1395440891236169e-20,3.0511904537967745e-25,2.6154453863341164e-21,3.1882296323757849e-23,2.466079013729357e-23,2.0802294067916036e-23,1.6099258243282933e-24,2.0532698199713818e-24
5.24287e-10,0.0018986235914028172,1.1870747890405574e-22,1.5584752857725831e-26,1.5707614110847076e-26,1.589310788462227e-25,3.1851978220498962e-30,0.0,0.0,3.8685093870366973e-19,9.5150831342109668e-26,3.243691098909204e-39,1.5433501988904253e-39,1.0820403262235499e-38,4.3733269757566714e-67,4.0012233777746355e-46,2.8569593669482044e-38,1.8077971163952079e-22,1.2717165718505118e-28,2.8445360075805036e-67,2.4171835586864091e-69,7.8264163057747664e-41,3.5736717389732152e-39,1.3364574780606253e-39,2.0251417513218926e-47,4.241638340467522e-31,5.6432384466401407e-47,1.2332715790393807e-37,3.3549507415503207e-21,1.2873407798943329e-27,9.2659034947850246e-25,2.0756965474911851e-18,4.0090323652587544e-36,4.326785262830086e-49,1.5113892053162715e-39,2.8125119441858956e-43,0.88168480800000004,0.0,0.0094599999999999962,0.10885,2.2796845569406551e-18,2.2645746087058412e-18,2.0702930751524885e-18,1.462912323578859e-19,1.2287802530335816e-19,6.1516495078442321e-20,1.9797679539505485e-20,4.1101623114939354e-20,2.3619870664910999e-20,3.0454651958076821e-20,3.3235175115674147e-20,4.5188094749560807e-20,2.4086632795856657e-24,9.8211264554233015e-21,1.2351711818187463e-22,9.7418290452705849e-23,8.217795774002175e-23,6.0521155676230648e-24,1.5914689331739948e-23
9.999999999999999e-10,0.0018986235914028172,2.3084028706152014e-22,5.9022129381875394e-26,5.9905518170513844e-26,6.0190033650933319e-25,2.3965481655693599e-29,0.0,0.0,7.4318637894550605e-19,3.5641125457244449e-25,2.891700397267249e-38,1.3538236180793476e-38,1.3665421801417354e-37,8.2565395438318581e-66,2.6340825114916566e-45,1.0278103723980765e-37,6.5499693956654658e-22,9.1139844682350148e-28,2.7371533568174705e-65,1.0846365606937472e-67,9.5226874165878379e-40,2.0514420291167944e-38,2.8016286579463331e-39,5.9343440391038538e-46,3.0364075879364817e-30,1.5089297409906523e-45,8.2968306765987695e-37,1.2312082293901819e-20,9.2259221387356116e-27,3.4003366898387291e-24,3.8957584829591738e-18,5.2068503602544271e-35,1.1248649500981252e-47,2.0247907483137421e-38,4.1223736250213e-42,0.88168480800000004,0.0,0.009459999999999991,0.10885,4.2941160859628924e-18,4.2394163752852975e-18,3.8762761604092029e-18,2.4573331917394644e-19,2.0640190906139752e-19,1.0342988248383408e-19,6.5710567695613035e-20,1.5048580004301081e-19,7.8347777832279834e-20,1.1210939788539952e-19,1.2195916860773328e-19,1.654013360674343e-19,1.7259782640701894e-23,3.2625565649420289e-20,4.3482643363738501e-22,3.544554730765183e-22,2.9902439224245382e-22,2.0152341669300437e-23,1.1058769366584673e-22
1.0485750000000002e-09,0.0018986235914028172,2.4229015527249794e-22,6.3457514928750465e-26,6.4418561097022741e-26,6.4713187672577831e-25,2.6087354060314138e-29,0.0,0.0,7.7957174997750918e-19,3.830885264956705e-25,3.1538503012730382e-38,1.4763032615978021e-38,1.49503094440875e-37,9.0549578602472124e-66,2.8621919292249702e-45,1.1035875925166899e-37,7.0341920645131836e-22,9.9147575458403783e-28,3.0137392204405529e-65,1.1929204924384488e-67,1.0415132491781193e-39,2.2244238187510623e-38,2.951237119482908e-39,6.5196205306910625e-46,3.3031434987591721e-30,1.6572440798738992e-45,9.0180898878541899e-37,1.3226693971857808e-20,1.0036529772972468e-26,3.6529306456124813e-24,4.0816047989424624e-18,5.6975850711728086e-35,1.2353067059668887e-47,2.2161091220695926e-38,4.5145901969176491e-42,0.88168480800000004,0.0,0.009459999999999991,0.10885,4.4998094589046784e-18,4.4410672421138219e-18,4.0606848866082883e-18,2.5588733928079693e-19,2.1493052327531809e-19,1.0770965367616415e-19,7.0398727451984929e-20,1.6165500583364742e-19,8.3936038171297185e-20,1.2044715464928812e-19,1.3101876543160987e-19,1.7767629638387666e-19,1.8776228739434167e-23,3.4954124326287251e-20,4.666141922192432e-22,3.807015103846259e-22,3.2116655685842125e-22,2.1592114143226909e-23,1.2025474330613252e-22
2.0971510000000003e-09,0.0018986235914028172,4.9997125535396986e-22,2.6103806359399685e-25,2.6834682042514055e-25,2.6619588143382391e-24,2.1689325542594549e-28,0.0,0.0,1.5816392936630835e-18,1.5514571112630258e-24,4.9630670378055185e-37,1.3748186440649242e-37,1.8472190673470264e-36,1.5401480658962334e-64,1.8681858785321909e-44,4.1845340523429579e-37,2.6687951668619835e-21,7.5499269513638513e-27,2.8607563028440258e-63,5.3654835328943376e-66,1.2562439847479305e-38,1.2123334404862105e-37,6.2067052651941976e-39,2.1032453114370714e-44,2.5095252045186379e-29,4.5311193614072161e-44,6.1186903419316179e-36,5.1423214462655935e-20,7.6425940481529039e-26,1.4201102271502831e-23,7.8958353051603848e-18,7.3644273175958796e-34,3.1990816375193069e-46,3.0216374576316874e-37,7.2216131724054018e-41,0.88168480800000004,0.0,0.0094599999999999806,0.10885,8.7692337571493952e-18,8.5470536940235168e-18,7.8173469765751215e-18,4.061478947860781e-19,3.4098096680006214e-19,1.7113479394584314e-19,2.2961334606473533e-19,6.256095141903346e-19,2.7350276690940634e-19,4.7115425056983254e-19,5.0930481793024347e-19,6.872173726501146e-19,1.4293868546591016e-22,1.1415946484097005e-19,1.6988905448816558e-21,1.4608570365934154e-21,1.2326727386487185e-21,7.0899617706557121e-23,8.7438324177038734e-22
4.194303e-09,0.0018986235914028172,1.0360319470413889e-21,1.0799414395629915e-24,1.13301615265977e-24,1.1012139160816057e-23,1.8281377525946227e-27,0.0,0.0,3.246093400026408e-18,6.3472832386342662e-24,1.7489645982919745e-34,2.3868223029947014e-34,3.4641553874633504e-34,2.0829469914849262e-63,1.0555225097244927e-43,1.3668049165067104e-34,9.666483219590308e-21,5.5060688144191335e-26,2.6489290886584281e-59,2.6165202325369169e-62,1.8001388314608656e-35,1.7167710014003951e-34,4.0743666363656533e-37,6.7555964530711013e-43,1.8217780170514337e-28,1.1059583285124338e-42,3.686166148118309e-35,1.9472255081750051e-19,5.5735616138527903e-25,5.3766224606010573e-23,1.4808238852198206e-17,8.2245167909362878e-33,7.0589057474480628e-45,3.6707613359915273e-36,1.1323853371370979e-39,0.88168480800000004,0.0,0.0094599999999999615,0.10885,1.6675523043336995e-17,1.587789303389996e-17,1.4530781100741169e-17,5.6733404076260495e-19,4.7535793959720868e-19,2.38997731053542e-19,6.6568131384782069e-19,2.3488298550354008e-18,7.9198153176558071e-19,1.8045912538724774e-18,1.9279341151490494e-18,2.5771890115045368e-18,1.0418597612332482e-21,3.3151297259831411e-19,5.9173644707049972e-21,5.44561633932308e-21,4.5979564647702586e-21,2.0837775202124605e-22,6.0499516626904995e-21
8.388607e-09,0.0018986235914028172,2.0909507840560107e-21,4.3857633130941977e-24,4.7412593156111113e-24,4.4717308566680768e-23,1.5313078715324971e-26,0.0,0.0,6.775325436709344e-18,2.6367213831152178e-23,5.6409601093887937e-34,3.5713398573090091e-34,4.1625418909829223e-34,2.1211136876649049e-62,4.869376811171344e-43,1.0124627013701696e-34,3.2221719158430801e-20,3.7181109095317293e-25,-1.7390310279416665e-57,1.9243905912663809e-49,2.4787080320676889e-35,2.9432854371598641e-35,1.3344648055089544e-37,2.432412401194622e-41,1.2189341069992144e-27,2.3053343523208225e-41,1.8828970814888271e-34,7.0325275184111902e-19,3.763568423020148e-24,1.9409715337310173e-22,2.6261183953231338e-17,7.5167318747288937e-32,1.2327205669974814e-43,3.7978037358816009e-35,1.6118936827469251e-38,0.88168480800000004,0.0,0.0094599999999999233,0.10884999999999996,3.0308002504266082e-17,2.7703034269179981e-17,2.5380524443699329e-17,7.0127216185482288e-19,5.8422135871073067e-19,2.941332655377885e-19,1.6975893458749383e-18,8.3574082382272981e-18,2.0174100177667444e-18,6.6489435525753719e-18,6.9575157243104578e-18,9.1494130518582613e-18,7.0276102097589716e-21,8.4674776332529905e-19,1.9714476650711413e-20,1.9416238906701295e-20,1.6421409791221337e-20,5.4630274505375406e-22,3.953254766906771e-20
9.999999999999999e-09,0.0018986235914028172,2.4303711830739444e-21,6.729407019561004e-24,7.4159586094038281e-24,6.8608966664491617e-23,3.5708396228538385e-26,0.0,0.0,8.2407162016005868e-18,4.2718550348418736e-23,9.1693914943798343e-34,3.7663189810222248e-34,5.4232068201973822e-34,2.6397979469686618e-54,7.2706871161942551e-43,9.1876986998174467e-35,4.3951360992002344e-20,7.2413940429464646e-25,4.3354916783497914e-57,1.6574124872559995e-49,2.6675614202070538e-35,2.5835542689042133e-35,1.2495945264395184e-37,1.5404463803794852e-40,2.34861642983131e-27,9.4968441015536461e-41,3.038043929964387e-34,1.0196171970440324e-18,7.3296591925195234e-24,2.8127359635294062e-22,2.9373586238533252e-17,1.6345290768931704e-31,4.0676205726658753e-43,9.2903119158552745e-35,5.1328396447029274e-38,0.88168480800000004,0.0,0.0094599999999999095,0.10884999999999995,3.4277852674118702e-17,3.0778462379409715e-17,2.8213624759345742e-17,7.2327340347117156e-19,6.0092148558456759e-19,3.0256186740960989e-19,2.119132121417094e-18,1.1992972110857879e-17,2.5176808754538712e-18,9.7754822251214285e-18,1.00793182665726e-17,1.3104768835009948e-17,1.366896843400805e-20,1.057433755415168e-18,2.7982417621417885e-20,2.8148019324781137e-20,2.3846628329327688e-20,6.9544816862493128e-22,7.8192915374766818e-20
1.6777215e-08,0.0018986235914028172,3.8579093562758462e-21,1.6586330366083209e-23,1.8665239309010586e-23,1.6909277392650366e-22,1.2148725450849425e-25,0.0,0.0,1.4403873341219788e-17,1.114891873779124e-22,2.4009308329585206e-33,4.5863643963343564e-34,1.0725325712513648e-33,1.3742290076084776e-53,1.7370145298559374e-42,5.2471549449537868e-35,9.3284021974834403e-20,2.2059658303139589e-24,2.9883788340256071e-56,5.3455294202026987e-50,3.4618431471966385e-35,1.0705928315206705e-35,8.9264614180363606e-38,6.9962465077521029e-40,7.0998471870286723e-27,3.9742977568154904e-40,7.8963736786298563e-34,2.3501863775579527e-18,2.232796429525532e-23,6.4792127138293612e-22,4.2463763156257514e-17,5.3476544141743158e-31,1.5990675247668155e-42,3.2390765265807975e-34,1.9941274202602629e-37,0.88168480800000004,0.0,0.009459999999999847,0.10884999999999988,5.0974293653369429e-17,4.3713132891240566e-17,4.0129110277592145e-17,8.1580647560251488e-19,6.7115906906126795e-19,3.380109769904112e-19,3.8920615194881637e-18,2.7283467980611622e-17,4.621725736502707e-18,2.2925114121039592e-17,2.3209030891895628e-17,2.9740249157881149e-17,4.1601268361930208e-20,1.9435392963237745e-18,6.2755817757689145e-20,6.4872240682399697e-20,5.5075696877306051e-20,1.3227256867771989e-21,2.4079112941726299e-19
3.3554431e-08,0.0018986235914028172,6.0499974417750079e-21,5.4858654553395126e-23,6.4757942036834787e-23,5.5918553026506856e-22,8.5821728059627437e-25,0.0,0.0,3.0933277081797821e-17,4.770993785483622e-22,1.7410085680098505e-32,8.3433568881947403e-34,4.4602693087009343e-33,1.1430527689317276e-52,4.5739962441700989e-42,6.3991179670919953e-35,2.1805747140363625e-19,1.078208382916132e-23,1.5451341901767438e-54,1.0263416486754031e-48,9.2990781042363505e-35,2.6066009302325319e-35,1.1575151078113104e-37,1.7186995534071957e-38,3.3444860552908324e-26,5.600947379183822e-39,2.695947283622082e-33,7.0385711869208403e-18,1.091189309869081e-22,1.9352048813289995e-21,6.0224770078966233e-17,2.8274612489187271e-30,1.4972243018698426e-41,2.250985065875491e-33,1.91908108266185e-36,0.88168480800000004,0.0,0.0094599999999996926,0.10884999999999966,7.6249429043429964e-17,6.0219716007491915e-17,5.5484661797042297e-17,9.7540955668649002e-19,7.8542953133301457e-19,3.9526770216956765e-19,8.3402634087159237e-18,7.918226075814695e-17,9.9001373121595886e-18,7.1497665437101447e-17,6.9222267972305142e-17,8.5605583456790268e-17,2.0240023775605518e-19,4.1674369301707024e-18,1.898653349675982e-19,2.0007947324568756e-19,1.7119626294489555e-19,3.1399567308868214e-21,1.3332939259031982e-18
6.7108863e-08,0.0018986235914028166,7.8357632445405674e-21,1.5400726864240021e-22,1.9017552364134355e-22,1.5696568607082972e-21,5.1853473309388781e-24,0.0,0.0,6.6061969659186757e-17,2.0387138507543893e-21,1.2232930081811223e-31,2.7842158055079926e-33,1.5613598795765371e-32,1.7293566282228243e-52,8.6850710090077611e-42,1.5437492411512221e-34,3.8952024858866617e-19,4.143000188064936e-23,-3.6037922558201493e-55,7.6975623650655235e-49,4.1682673963471248e-34,6.9811041603025038e-35,2.236011246293152e-37,3.3411223375660167e-37,1.1946016739244524e-25,6.5120190644127479e-38,7.631643388971333e-33,1.8612946095491939e-17,4.1919167193395544e-22,5.0878530074104077e-21,7.3747349481893955e-17,1.0739980957211716e-29,1.0314249006112059e-40,1.2873520708620074e-32,1.3743433612243011e-35,0.88168480800000004,0.0,0.0094599999999993856,0.10884999999999907,9.8739119456458481e-17,7.2114557314547979e-17,6.6903705626903175e-17,1.2779279870628612e-18,9.995049174866479e-19,5.0231705271468108e-19,1.7249390710918257e-17,2.0209143746613325e-16,2.0474393419634569e-17,1.9662133202062755e-16,1.8146129166609909e-16,2.1512341710387999e-16,7.7036575388887811e-19,8.6217887858656893e-18,5.5087782883208328e-19,5.7695496443407109e-19,5.0117082084464892e-19,7.7650222753968304e-21,6.5583362561064887e-18
9.999999999999998e-08,0.0018986235914028155,8.3051596723618331e-21,2.6305892889578647e-22,3.3025384222730838e-22,2.6812167537233839e-21,1.5801441561620442e-23,0.0,0.0,1.0182471906940846e-16,5.2602228201778842e-21,4.1531061512895995e-31,7.3596575002493657e-33,2.9712369845158759e-32,2.0028500990426811e-52,1.0490130790966398e-41,2.5897488680570082e-34,4.6323616555018665e-19,8.3093469547985627e-23,4.1118096826614909e-54,6.5426796906210584e-49,1.1901499715270123e-33,1.1762741742843637e-34,3.3781297387493722e-37,2.57449809862793e-36,2.1637204550389527e-25,3.4779339256643429e-37,1.3084869148041234e-32,3.1191838325754016e-17,8.4049625279200411e-22,8.4591968009364189e-21,7.7034143873883059e-17,1.9885977081648604e-29,3.2422995251381577e-40,3.7133684231793831e-32,4.4661842493888991e-35,0.88168480800000004,0.0,0.0094599999999990837,0.10884999999999849,1.0542043982111284e-16,7.5258586613397254e-17,7.0320577765563931e-17,1.5734642442747926e-18,1.2083615095140527e-18,6.067370303240018e-19,2.5979489534656238e-17,3.301544198619162e-16,3.0841578458553118e-17,3.3458896993727133e-16,3.0045252547005768e-16,3.4463516965150605e-16,1.5227543183400303e-18,1.2986579569415484e-17,1.0547885326339429e-18,1.0938242254458196e-18,9.6980471817683188e-19,1.4231569229571051e-20,1.7304982556143793e-17
1.34217727e-07,0.0018986235914028155,8.7934881488740068e-21,3.7650894247990572e-22,4.7598190459236368e-22,3.837608913816223e-21,2.6845712065000651e-23,0.0,0.0,1.3902987850455898e-16,8.6116641049162211e-21,7.2010867149258747e-31,1.2119639340192385e-32,4.4379783100092667e-32,2.2873743135992154e-52,1.236799342186193e-41,3.6779365362292604e-34,5.3992524814845555e-19,1.2643733943348824e-22,8.7643742673003421e-54,5.4524400086045543e-49,1.9946634558631863e-33,1.673723591774348e-34,4.5663130106295324e-37,4.9052448860930796e-36,3.1719264615004735e-25,6.4186758202341115e-37,1.8758038497377556e-32,4.4278071869384004e-17,1.2787932059088926e-21,1.1966516160252505e-20,8.0453503721802405e-17,2.9400856379650373e-29,5.5423448027851669e-40,6.2372326861001787e-32,7.6827275825869533e-35,0.88168480800000004,0.0,0.0094599999999987697,0.10884999999999787,1.1237123620851905e-16,7.852942325939177e-17,7.3875261753368921e-17,1.8809202914123443e-18,1.4256418622164878e-18,7.1536855276671493e-19,3.5061697250178135e-17,4.6338253448819729e-16,4.1626900578010405e-17,4.7812122207761453e-16,4.2424300293810733e-16,4.7937048731371488e-16,2.305488782530534e-18,1.7527414367665943e-17,1.5790233407851454e-18,1.6315402450529184e-18,1.457339909248478e-18,2.0958929804263717e-20,2.8485070652831871e-17
2.68435455e-07,0.0018986235914028131,9.3481302316378615e-21,8.4927699224732248e-22,1.0568891702860004e-21,8.6596114667937847e-21,1.2303678441926855e-22,0.0,0.0,2.8994053044228358e-16,3.6026832989393949e-20,3.7090645922257503e-30,5.4031489152677851e-32,1.1031839004240017e-31,-5.6794028467011602e-53,1.4952336652806793e-41,8.2503802859378768e-34,6.4692771508042187e-19,3.3029999478371253e-22,9.0332271878262646e-53,4.276423536147513e-50,9.1314035297813819e-33,3.7573860983300548e-34,9.4452125496436041e-37,5.6672599512954969e-35,6.4973585696935964e-25,5.5478319252701098e-36,4.2593714857173547e-32,9.904628878019585e-17,3.3387081966058008e-21,2.6199469534849817e-20,8.3234993618033159e-17,6.1071793466520873e-29,2.4859867856274957e-39,2.6527644054340283e-31,3.7136632202914378e-34,0.88168480800000004,0.0,0.0094599999999975398,0.10884999999999535,1.1929882296658667e-16,8.3179981743595377e-17,8.053580470570526e-17,3.0869442203567262e-18,2.2770153011697717e-18,1.1410049395880075e-18,7.0654324588816308e-17,9.9197535267766138e-16,8.3938630754139009e-17,1.0614701953906201e-15,9.1766903714815577e-16,9.7684652437835623e-16,5.7912386289925154e-18,3.5322112902282178e-17,4.5514306787238907e-18,4.7640099091489695e-18,4.4655812984809213e-18,6.3105183855573499e-20,1.0949527770765296e-16
5.36870911e-07,0.0018986235914028083,1.0069851443065678e-20,1.8663624270369283e-21,2.1705880401922196e-21,1.9048180766559814e-20,5.181419611931966e-22,0.0,0.0,6.0794459666262438e-16,1.509944670241232e-19,1.8013969871437368e-29,2.3923091800566392e-31,2.6160059172694692e-31,-5.8353461290149504e-54,1.7907085395262197e-41,1.8224020138319341e-33,7.7327924181127057e-19,8.1804446737541255e-22,9.1519010309946693e-52,1.0691058840368783e-50,4.0774539422880202e-32,8.3014929340967969e-34,2.0043284253806329e-36,5.6979565448661627e-34,1.1138866318401062e-24,4.31129093341606e-35,9.4601133932729963e-32,2.1847076766809266e-16,8.263182647449166e-21,5.5545376852634236e-20,8.5808136366574214e-17,1.0530835673680412e-28,9.771255509898334e-39,1.0156113568123774e-30,1.706863378273776e-33,0.88168480800000004,0.0,0.00945999999999508,0.1088499999999902,1.2598064675391023e-16,8.9798510698646794e-17,9.2037601170056479e-17,5.4997559090640065e-18,3.9767024129929641e-18,1.9906941580328383e-18,1.4171171447447886e-16,2.0460611268877798e-15,1.6858890562450252e-16,2.2357117295541578e-15,1.8994823188832347e-15,1.8696019046234198e-15,1.3310414118119535e-17,7.0845335923826584e-17,1.2895638229913513e-17,1.4661084701620634e-17,1.4803946015963455e-17,2.103181793482398e-19,3.7010187722651888e-16
8.053063670000001e-07,0.0018986235914028036,1.0745880737657184e-20,2.9502499465678185e-21,3.2370032175955746e-21,3.0134176162121484e-20,1.1073632711988604e-21,0.0,0.0,9.4154319301111119e-16,3.2904837588448854e-19,4.1763809893586068e-29,5.4255409209803399e-31,4.316529433339079e-31,-3.3361799379963268e-53,-1.413485879075564e-34,3.024330538940078e-33,8.9415027981465534e-19,1.3822488877482432e-21,2.979030569087596e-51,2.802158129904883e-35,9.1945544607953743e-32,1.3785183927337548e-33,3.2814665539357026e-36,1.8275767174508687e-33,1.4807379838579067e-24,1.1917448598358641e-34,1.5076326071587853e-31,3.4741797676269244e-16,1.3957400169601988e-20,8.5693421451484552e-20,8.8153604995435766e-17,1.4021704961737434e-28,1.9939649481744125e-38,2.0564031998316336e-30,3.8794445472024877e-33,0.88168480800000004,0.0,0.0094599999999926201,0.10884999999998499,1.3203156748914854e-16,9.5783720383222091e-17,1.03379814014482e-16,7.9133756072638426e-18,5.6733697580360682e-18,2.8388201712652121e-18,2.126425031104511e-16,3.0954187226499928e-15,2.5326718754992734e-16,3.4109824304301899e-15,2.8737453671643242e-15,2.6927028685411383e-15,2.1257440868922356e-17,1.0630302549511705e-16,2.2821340687586384e-17,2.7911704925928415e-17,2.9442046723429417e-17,4.2033987437435605e-19,6.9583322250989944e-16
9.999999999999997e-07,0.0018986235914027936,1.1216696666876584e-20,3.8290478274692842e-21,3.9631490235970929e-21,3.9146176279688561e-20,1.7990757557677175e-21,0.0,0.0,1.2054366362516682e-15,5.5799780020268688e-19,7.5759763096587671e-29,9.3810498048906358e-31,5.8204307202546413e-31,-2.1371098924106707e-53,-9.0361324942521762e-35,3.8741063669947548e-33,9.874655835082111e-19,1.9094049216609147e-21,8.5395222927564647e-51,1.7870035788135464e-35,1.5965322701467235e-31,1.7650492180152324e-33,4.1828294743372238e-36,4.7832572936878518e-33,1.71430555852014e-24,2.5443831417873567e-34,1.9740497343522338e-31,4.5448889779436435e-16,1.9275880675807674e-20,1.0869664134058182e-19,8.9816110735237477e-17,1.6240142276522427e-28,3.0564479652743878e-38,3.1391559199609323e-30,6.8988402583098589e-33,0.88168480800000004,0.0,0.0094599999999908334,0.10884999999998116,1.3638035787397067e-16,9.9736619975534772e-17,1.1152626323686397e-16,9.6652246002563582e-18,6.899656359392242e-18,3.4517361269537063e-18,2.639080402776247e-16,3.8495630029716016e-15,3.1472771305397802e-16,4.2640073507932739e-15,3.5692944363049432e-15,3.2380662193701475e-15,2.7623228597601697e-17,1.3192699265210698e-16,3.1137162301587867e-17,4.1978464105466165e-17,4.6239487664357697e-17,6.6345805091275307e-19,9.7823218380835394e-16
1.342177279e-06,0.0018986235914027936,1.2044163446800259e-20,5.3735496329177995e-21,5.239362283508176e-21,5.4984915487851508e-20,3.0147718839513327e-21,0.0,0.0,1.6692337258770645e-15,9.6038019881876159e-19,1.3550821292912255e-28,1.6332922067486691e-30,8.4635620970334942e-31,-2.9724462251755103e-55,-7.5036727431143396e-37,5.3676014347236623e-33,1.1514687725951374e-18,2.835890367092354e-21,1.8312178432503156e-50,2.8526710285905792e-38,2.7865059830173037e-31,2.444383534224951e-33,5.7669897097902586e-36,9.9779147747053552e-33,2.1248044327208837e-24,4.9216672864075243e-34,2.7937855469869058e-31,6.4266781178402466e-16,2.8623198099526453e-20,1.4912518062357939e-19,9.2737992060279239e-17,2.0139082536192844e-28,4.9237794345833055e-38,5.042111727476696e-30,1.2205478142307805e-32,0.88168480800000004,0.0,0.009459999999987697,0.10884999999997443,1.4402342887681035e-16,1.0668390636500683e-16,1.2584378243599634e-16,1.2744128169953834e-17,9.0548753363077059e-18,4.5289460528333788e-18,3.5400806945699111e-16,5.1749840444180987e-15,4.2274560279609531e-16,5.7632127519736632e-15,4.791733425306297e-15,4.1965513253160276e-15,3.881120578066188e-17,1.7696153858902631e-16,4.5752356279340719e-17,6.6701025938818524e-17,7.5761267841576208e-17,1.0907422658174622e-18,1.4745530273848454e-15
1.8790481910000001e-06,0.0018986235914027834,1.3311959587534201e-20,8.0454347844526495e-21,7.1596414703738404e-21,8.2451500368961227e-20,5.621265015421182e-21,0.0,0.0,2.456145684619324e-15,1.8893338087940052e-18,2.8451191891750206e-28,3.2764124194985584e-30,1.3406199264546578e-30,-2.0767320401333933e-53,-9.1473932161817651e-35,8.1112428707978177e-33,1.426375951109201e-18,4.6369035577118121e-21,5.115844222284751e-50,3.4126395751495396e-36,5.6157656788409128e-31,3.6933068030587324e-33,8.7030866341642098e-36,2.7458616563855571e-32,2.7728238263351843e-24,1.1414940033626932e-33,4.2402636791089344e-31,9.7468049230858231e-16,4.6790378981708727e-20,2.1564164589734945e-19,9.7247869329517169e-17,2.6289734434641714e-28,8.595763144301132e-38,8.7776082990940627e-30,2.5275678838815344e-32,0.88168480800000004,0.0,0.0094599999999827756,0.10884999999996381,1.5601647299578903e-16,1.1703301496825185e-16,1.4810221732721797e-16,1.7578668610723735e-17,1.2424795762203723e-17,6.2130694321318226e-18,4.948878471196897e-16,7.2355615099426531e-15,5.9235553142500548e-16,8.1169952557522688e-15,6.6796012801629247e-15,5.6260645328662462e-15,5.8021706739232902e-17,2.4736836652862213e-16,7.014855261938656e-17,1.1719010588989219e-16,1.3896963532526713e-16,2.0106459240983854e-18,2.3142528622111554e-15
