Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173)
4.194303e-09,0.0027113218211509034,2.430310477213169e-19,3.5693132141144069e-22,5.6320699166091306e-21,2.8216453494038363e-21,1.1550378983753709e-22,0.0,0.0,4.213901116708281e-17,1.4386526272454298e-22,3.6642646422063705e-31,4.2031551779798682e-33,1.140758877182292e-30,2.99987900416925e-54,6.9400991581173558e-37,1.0340359862414051e-32,4.8545109634757778e-16,4.3285912556906372e-21,5.829017926541879e-54,2.4760077512197131e-54,7.9300408296116115e-33,2.2787134257945628e-33,4.433132267157015e-35,1.4632293072909987e-34,2.6510587556144617e-23,7.9429416425578787e-38,2.7107349070275234e-32,1.1731893635521784e-17,4.8465894282985894e-20,4.3596140980105905e-21,7.0312449402381979e-16,3.189363147989525e-27,7.7382355862931479e-42,2.0350954462750482e-33,1.2059136002638096e-35,0.88168480800000004,0.0,0.009459999999997807,0.10884999999999956,8.1806224244238497e-16,7.8707778507505594e-16,6.8366425940281748e-16,8.1539971060010331e-18,6.714229037866025e-18,3.3560524633951152e-18,5.9798058134868734e-18,7.7410775054943231e-17,7.1063849904790765e-18,5.847460509307394e-17,5.6244924227297743e-17,8.8976121363241243e-17,3.3524046333328363e-17,2.9188772131271243e-18,4.7616431893791446e-19,4.1150910952582313e-19,3.2947728701878888e-19,2.2148972974336754e-19,3.0375199881947698e-19,3.6555732851370949e-19,6.4864582098777783e-19,4.3315994905878355e-20,9.4498735220795615e-29,1.1213562214693511e-19,1.0875288095762583e-21,7.3730607900114577e-20,3.0265419489840883e-20,9.8877503886747663e-19,4.3675728763515945e-16,5.1124201256104644e-17,1.1466703574357861e-19,1.6359293695939522e-17,1.1504397744866288e-17
8.388607e-09,0.002711321821150906,6.6827900139583784e-19,1.9008749905184073e-21,3.0626896325564168e-20,1.5427343524300893e-20,1.2307326708880198e-21,0.0,0.0,9.6396126313682664e-17,6.4891603311167943e-22,4.5311693398531614e-30,3.3078828202431255e-32,7.0097219962485093e-30,2.4084462696184663e-53,1.8287591958862459e-36,3.4700661027547043e-32,9.1451299035362623e-16,1.645232262937741e-20,2.1735834168902591e-50,2.8463875056597847e-46,6.202016622922665e-32,1.0018360422834599e-32,1.3887466764611099e-34,3.1475656420300673e-33,9.8755634701056632e-23,1.8123933189551035e-36,1.5220523839613752e-31,4.3573460660071244e-17,1.8418784964357738e-19,1.6322652451283991e-20,1.3015364624621955e-15,1.6586407304377133e-26,1.1325172436895446e-40,2.3085127641824779e-32,2.3792708276662949e-34,0.88168480800000004,0.0,0.0094599999999956143,0.10884999999999845,1.5302176581852163e-15,1.4237163617376948e-15,1.2361771406881262e-15,1.1676174014923583e-17,9.4575582526917926e-18,4.7093744146898552e-18,1.5939867063504439e-17,2.8187958075544824e-16,1.8874156712524223e-17,2.2089692776013015e-16,2.1031606591289052e-16,3.23948672183832e-16,1.2693222088690398e-16,7.6547801838324915e-18,1.9240601613925256e-18,1.5441383766339502e-18,1.2394745075152242e-18,8.4543205373804064e-19,2.2390548076974288e-18,9.1231378889601412e-19,2.512102072695844e-18,1.4882740320512682e-19,6.0612507996837721e-28,5.2514700490429478e-19,1.3588632045144113e-20,6.2983200710961997e-19,1.9291485242000183e-19,1.7848281260071503e-18,7.5262245500582854e-16,1.789655993972126e-16,4.1779269340445551e-19,4.2387255831117569e-17,5.5471443210803252e-17
9.999999999999999e-09,0.00271132182115091,8.5972961554443828e-19,2.9244997505904506e-21,4.960338653933952e-20,2.3881595657834363e-20,2.3501862173020886e-21,0.0,0.0,1.2029788483384522e-16,9.68178584615517e-22,8.4638267900380881e-30,7.3140543211629985e-32,1.0993778971309229e-29,4.1088665706991235e-53,2.2757817881063873e-36,5.5249977157362101e-32,1.0650512543379082e-15,2.3106635216964896e-20,1.8907262153724222e-50,-4.3420711442605261e-33,1.0681523316833054e-31,2.3001626185624414e-32,2.2020061156826665e-34,7.1684313165420609e-33,1.3760207864149498e-22,3.9109263339162484e-36,2.3193420160538028e-31,6.0686272674706423e-17,2.5867156150477545e-19,2.2794719217425437e-20,1.5056424174712509e-15,2.4753236478916441e-26,2.1697215254231925e-40,4.2171083935977551e-32,5.1942008375699522e-34,0.88168480800000004,0.0,0.0094599999999947695,0.10884999999999787,1.7772038757642219e-15,1.633292368377443e-15,1.4181157618259505e-15,1.2694403948654631e-17,1.0217584494388268e-17,5.0762140168073588e-18,2.0065596698102243e-17,3.8963913084676129e-16,2.3740095123902644e-17,3.0939433082379008e-16,2.9355858020957682e-16,4.4773674453090864e-16,1.7799972520922567e-16,9.5767886455586143e-18,2.7544187968367241e-18,2.1625376514007607e-18,1.7376231728303981e-18,1.1923976156342816e-18,3.7154297242210333e-18,1.1402662838212175e-18,3.549168240608091e-18,1.9863516650096397e-19,9.8076201286270905e-28,7.7815757192006515e-19,2.6031928193276091e-20,1.0809412338917466e-18,3.0050204071257571e-19,2.0459877873934247e-18,8.4877367426323282e-16,2.4395979740287136e-16,5.7756849365279404e-19,5.2824904674182714e-17,8.0778811273878038e-17
1.2582911e-08,0.00271132182115091,1.1666068933042253e-18,4.5652736975186346e-21,8.0020910578821384e-20,3.7432964462636862e-20,4.1445646706166525e-21,0.0,0.0,1.5861014944035136e-16,1.4799263433356618e-21,1.4767505772952014e-29,1.373556939390594e-31,1.737984654483789e-29,6.834479937695598e-53,2.9923168423693264e-36,8.8188592798721367e-32,1.3063498934445113e-15,3.3772870691438353e-20,1.4373327990986525e-50,-1.1302001664806326e-32,1.7861750061193236e-31,4.3812576682885641e-32,3.5055842939540093e-34,1.3613499763667911e-32,1.9986926446434628e-22,7.2746768331466146e-36,3.5973220996941608e-31,8.8116496334318611e-17,3.7806192666530374e-19,3.3168831828688611e-20,1.8328050130381889e-15,3.7843893388831364e-26,3.8322621648183895e-40,7.2764071777979172e-32,9.706268152501989e-34,0.88168480800000004,0.0,0.0094599999999934181,0.10884999999999692,2.1730994879663401e-15,1.9692229407988695e-15,1.7097462119158541e-15,1.4326530497772817e-17,1.1435834877731427e-17,5.6642233004178269e-18,2.6678752182970718e-17,5.6236752626979208e-16,3.1539735464944136e-17,4.512473212764987e-16,4.2698847958519075e-16,6.461573493951848e-16,2.5985611819136751e-16,1.2657586934917877e-17,4.0854053739372905e-18,3.153773364344294e-18,2.5361085002942043e-18,1.7485506871959571e-18,6.0819194706782317e-18,1.5056526337803849e-18,5.2114874965738272e-18,2.7847231343049277e-19,1.5812696823009111e-27,1.1837096480810463e-18,4.5977358325632245e-20,1.804026777925419e-18,4.7295415642858089e-19,2.4646020932461167e-18,1.0028950102026107e-15,3.4813936685923273e-16,8.3367403214975755e-19,6.9555471339726314e-17,1.2134413540719914e-16
1.6777215e-08,0.0027113218211509103,1.7044811200714731e-18,8.4282710255457238e-21,1.6332175704152471e-19,6.9584467801215263e-20,1.0091662228977001e-20,0.0,0.0,2.2802116859893983e-16,2.674603575702091e-21,3.3928936629060153e-29,2.8137452408299266e-31,3.2378193235757118e-29,1.4307530492291152e-52,4.1130951659313142e-36,1.3771091721929031e-31,1.6644460555518808e-15,5.5844023243104834e-20,-4.4853319114948645e-50,-8.3562920107454458e-33,3.7030535365647654e-31,5.7224580602094296e-32,5.443137342287556e-34,4.174708414689309e-32,3.2616684895673392e-22,1.9430195789588661e-35,6.465238718736297e-31,1.4382565695457411e-16,6.2508069583363594e-19,5.4351046408351983e-20,2.304550374603247e-15,6.6304687522148099e-26,8.9159015789962594e-40,1.6192587598379916e-31,2.6769548500237936e-33,0.88168480800000004,0.0,0.0094599999999912237,0.10884999999999503,2.7536369172302412e-15,2.4373207004026309e-15,2.1165641443345846e-15,1.6637809351436353e-17,1.3112341111892674e-17,6.4527655443904788e-18,3.7733415917648309e-17,9.0678029233044368e-16,4.456855839118516e-17,7.4264838388633463e-16,6.9907268801943113e-16,1.0415872126805712e-15,4.2858837230314393e-16,1.770616749335693e-17,6.9397051293966964e-18,5.2019405928760367e-18,4.190268483732729e-18,2.9188724265993465e-18,1.2228831145265383e-17,2.1340815158047229e-18,8.6923799525724812e-18,4.2401964618499998e-19,3.1066198873045137e-27,2.090884752118281e-18,1.0934907647714917e-19,3.7598496316258365e-18,8.6741205886153593e-19,3.0481096530158081e-18,1.2017999944008772e-15,5.4944328308702188e-16,1.3447269115167829e-18,9.6752508869794074e-17,2.0539725732273087e-16
2.5165823e-08,0.00271132182115091,2.8031617215336989e-18,1.9011722612754223e-20,4.4235595265644205e-19,1.5831980077896476e-19,3.444132899548011e-20,0.0,0.0,3.8169877606195562e-16,6.0208772561978149e-21,1.0147717153488248e-28,6.4803958627431559e-31,7.2961414811651454e-29,3.6168229987990459e-52,6.1857292457632564e-36,2.3003662061395783e-31,2.3110122850742543e-15,1.0991196079518308e-19,-1.4618034995917881e-51,-7.0268779189894261e-33,9.7544350811723945e-31,7.9562688417991169e-32,1.2767852724986118e-33,2.1712427766400491e-31,6.2789935885664235e-22,7.1525823464799645e-35,1.3872021562907445e-30,2.7747654329496807e-16,1.2301141237049436e-18,1.0543260542514581e-19,3.1287016996768871e-15,1.3768877083892708e-25,2.6799422773804013e-39,4.6313858515984492e-31,1.0721077164596599e-32,0.88168480800000004,0.0,0.0094599999999868366,0.10884999999999061,3.787268657291304e-15,3.2265863203730666e-15,2.8042089719133029e-15,2.100473110973497e-17,1.6234073166095112e-17,7.8814631338644235e-18,6.0103944079483606e-17,1.7152307385450422e-15,7.0930513800591296e-17,1.4500284341483835e-15,1.3541135441817215e-15,1.9689731451114695e-15,8.39926664042053e-16,2.7701460208376417e-17,1.420459683957025e-17,1.0230959345888967e-17,8.2652868186702849e-18,5.8600340235990567e-18,3.082142281769554e-17,3.4583675071415305e-18,1.7339267947075986e-17,7.409212386874352e-19,7.6421242855696245e-27,4.4879269491076476e-18,3.4813209456613711e-19,9.9067639532464861e-18,1.901442472478751e-18,4.0410860013443583e-18,1.5116227066829478e-15,1.0063856316727679e-15,2.5476034690410259e-18,1.5040853379181873e-16,4.0591128851454433e-16
3.3554431e-08,0.0027113218211509073,3.8853046737564657e-18,3.398964981226478e-20,9.3593506181091294e-19,2.8488792846250348e-19,8.5862358853948748e-20,0.0,0.0,5.5667858650073585e-16,1.0969426259566672e-20,2.2365728109880224e-28,1.1667712984686852e-30,1.2951132898656319e-28,6.6819727622787314e-52,7.977022380747063e-36,3.3084722298031102e-31,2.8579742567983688e-15,1.7831794069763834e-19,1.291371896651376e-50,1.1446712797041068e-33,1.9790759541320647e-30,1.1474488514773074e-31,2.5040743581396786e-33,6.8225882227049041e-31,9.968683682850527e-22,1.8316091095547537e-34,2.3666330895720443e-30,4.4221622571915667e-16,1.9954415793040939e-18,1.6876157462882923e-19,3.7855775536442683e-15,2.2909575923305025e-25,5.8886433826062419e-39,9.8659304097890399e-31,2.8365475335434193e-32,0.88168480800000004,0.0,0.0094599999999824495,0.10884999999998522,4.6398196557868294e-15,3.817663091815666e-15,3.3225587965167266e-15,2.5196373183281529e-17,1.9194742662409691e-17,9.1824170742449082e-18,8.2678080834492436e-17,2.6832656782696899e-15,9.7535223267213293e-17,2.3342050538888182e-15,2.1643338109553464e-15,3.0778640726641165e-15,1.3569303731482883e-15,3.7465324676735024e-17,2.3828321359364715e-17,1.6632223188214736e-17,1.3475294182555999e-17,9.7201875312159618e-18,5.9994078532245431e-17,4.876991829426532e-18,2.8480347350779264e-17,1.0914558879691561e-18,1.4657056974311806e-26,7.7928407415766946e-18,8.096461664208801e-19,1.9909063708301726e-17,3.2904825167009615e-18,4.8096198440964622e-18,1.7109924359140283e-15,1.5307287570959296e-15,3.9964901661270875e-18,2.028265599144566e-16,6.4797139949039714e-16
5.0331647e-08,0.0027113218211508986,5.7199432073220703e-18,7.5970399048132558e-20,3.0843025580368663e-18,6.4437540868130593e-19,4.1061229192564787e-19,0.0,0.0,9.5857324426515942e-16,2.7127103140415801e-20,7.3766276266094599e-28,3.0850609753747703e-30,2.8484008999076288e-28,-5.0876172008105272e-49,1.0785913138755458e-35,6.666161798588009e-31,3.7153831338281119e-15,3.5063674839562381e-19,2.8024210487671153e-48,2.8651490761941677e-34,5.8308359391994601e-30,2.2411005997541283e-31,8.6234403151233695e-33,5.0837648014428325e-30,1.8654104278545275e-21,8.451760254261787e-34,4.8725319925516985e-30,8.4108778769029113e-16,3.9226186293663125e-18,3.2282072905171879e-19,4.7294772292326436e-15,4.5189375562728553e-25,1.891896918811535e-38,3.0344229072562092e-30,1.2479484013949946e-31,0.88168480800000004,0.0,0.0094599999999736735,0.1088499999999725,5.9253209657822885e-15,4.6157368909150598e-15,4.0352951807372584e-15,3.3570407004546174e-17,2.5102441838268675e-17,1.1665104564614552e-17,1.2792968237958425e-16,4.9139954402434013e-15,1.5089442486510132e-16,4.5106304986482644e-15,4.1259499511122023e-15,5.6243803325542701e-15,2.6417888020781761e-15,5.6251258301326359e-17,4.9884501114588814e-17,3.3186782114733452e-17,2.7069321915206025e-17,2.0307109234073257e-17,1.568511645832725e-16,7.9298316848364641e-18,5.7598696391086555e-17,1.8646385335374655e-18,3.7610444313527026e-26,1.7282807431641699e-17,3.0672321594148444e-18,5.5156767023636662e-17,6.9246043922292531e-18,6.0207074398818696e-18,1.942582059322963e-15,2.6743005580648544e-15,7.4384831903171184e-18,3.0575431838320729e-16,1.1998415691190484e-15
6.7108863e-08,0.002711321821150882,7.0935712311040676e-18,1.3086275974805717e-19,7.1782802919524632e-18,1.1210192833096231e-18,1.2158901728473315e-18,0.0,0.0,1.4166046087894586e-15,5.2305126557379571e-20,1.6781930119206572e-27,6.6883520813261934e-30,4.8616333558061025e-28,1.3089210500174688e-47,1.0446726379693685e-31,1.2231632461951607e-30,4.3273208165880181e-15,5.6129576777057476e-19,6.2070607941308804e-48,-2.8085700072009195e-32,1.2578205588459727e-29,3.857605543419919e-31,2.1040376922779336e-32,1.8807936036114642e-29,2.8436500835177858e-21,2.3843804037057172e-33,7.933608313833332e-30,1.3103060405202702e-15,6.2775798885231883e-18,5.0428243889170152e-19,5.3082614229527077e-15,7.0911657262061441e-25,4.2001313664763539e-38,6.5866546699061189e-30,3.2634580512868826e-31,0.88168480800000004,0.0,0.0094599999999648958,0.10884999999995787,6.7830173794389637e-15,5.0664878059736646e-15,4.4573613074604423e-15,4.1953465762329678e-17,3.1011232028081994e-17,1.403250074353093e-17,1.7325961299708958e-16,7.3988077883850964e-15,2.0438182730604392e-16,7.1020488984705286e-15,6.4227720896972554e-15,8.4479314506417034e-15,4.1870509821785584e-15,7.425471272831009e-17,8.4031724060049741e-17,5.4220601422500651e-17,4.4512728459808558e-17,3.4608784543680704e-17,3.0412269852203419e-16,1.120120884254314e-17,9.4780405197195182e-17,2.7125107235641707e-18,7.2198286889573938e-26,3.0443959801490207e-17,7.697936731693988e-18,1.1158019683111502e-16,1.1450742698018101e-17,7.0633634796677425e-18,2.0447753873519171e-15,3.8842578582528042e-15,1.1509053775487645e-17,4.0781311299270871e-16,1.8083201350308809e-15
8.388607900000001e-08,0.002711321821150864,8.0466262521247043e-18,1.948461276679916e-19,1.3748364994057685e-17,1.6846550427720071e-18,2.81931471706807e-18,0.0,0.0,1.9170975484588091e-15,8.7482577059980179e-20,3.1343297573363649e-27,1.2142301220817123e-29,7.2167747071652387e-28,3.1490121932559888e-47,1.39406265173926e-31,1.9566808603914276e-30,4.7706962294493489e-15,8.0050693874779044e-19,-7.7188273761298639e-48,-2.5311403417705051e-32,2.2810745683318632e-29,5.1455656569037665e-31,4.2611037045492417e-32,5.1616085569862369e-29,3.8617819498679661e-21,5.2712733860789293e-33,1.137035933711061e-29,1.8269402969892185e-15,8.9506049513088809e-18,7.0345726043751958e-19,5.6582702829940879e-15,9.8026656198351774e-25,7.6682084873532662e-38,1.1858306446487736e-29,6.6307221903984947e-31,0.88168480800000004,0.0,0.0094599999999561164,0.10884999999994212,7.356287756225276e-15,5.3343443032742577e-15,4.7288672909915835e-15,5.0357463932502571e-17,3.6930010684462044e-17,1.6326928635980695e-17,2.1861545630736855e-16,1.0000061462901415e-14,2.5794304488991673e-16,9.9681086717050933e-15,8.9274274096932014e-15,1.1389027845855054e-14,5.9112878233432369e-15,9.171277690432998e-17,1.251030739264945e-16,7.9247196329149243e-17,6.5463335789724337e-17,5.2584845069338401e-17,4.9942982474224112e-16,1.4616499486407713e-17,1.3896953155750725e-16,3.6117423822919734e-18,1.1782668990529942e-25,4.7099966394502854e-17,1.5562988255076956e-17,1.899652718585076e-16,1.6593828606207676e-17,8.2276042607608384e-18,2.1007047502920583e-15,5.1069958698566083e-15,1.6193019589585478e-17,5.1052341795158514e-16,2.4434225622151677e-15
9.999999999999998e-08,0.002711321821150846,8.6683948614248155e-18,2.6182370011398859e-19,2.2785224858439243e-17,2.2836730019205629e-18,5.4752141027834761e-18,0.0,0.0,2.4289885379236999e-15,1.3142647810404109e-19,5.0842388904741622e-27,1.9243479130380256e-29,9.7157857971920988e-28,8.9394829618063222e-48,6.9785051137399337e-33,2.8898858362152468e-30,5.0912245007884025e-15,1.0503475529675569e-18,6.2482683997013427e-47,-1.0934077748795033e-32,3.6432888210859878e-29,6.4236029339026427e-31,7.4172615546204223e-32,1.1511117866054224e-28,4.8332187076105224e-21,9.812611047000367e-33,1.4916726574634837e-29,2.3537364033457576e-15,1.1741287376970797e-17,9.0525149069466715e-19,5.8662587466148158e-15,1.2407815632708013e-24,1.219160322673848e-37,1.8680460070516139e-29,1.1370953048923363e-30,0.88168480800000004,0.0,0.0094599999999476821,0.10884999999992637,7.7358945138155036e-15,5.5093585161517475e-15,4.923389050842471e-15,5.8443369072037603e-17,4.2615278988730864e-17,1.8484286149940423e-17,2.6218474529358714e-16,1.2534679925412956e-14,3.0945280400663723e-16,1.2885052208352893e-14,1.1447499688078882e-14,1.4240682678307999e-14,7.6794379758021686e-15,1.0814515923160396e-16,1.700390535692038e-16,1.0675185317779769e-16,8.8686988911197001e-17,7.3301059047263827e-17,7.2780558258455691e-16,1.7982288732634031e-17,1.8730461009815411e-16,4.508031304381849e-18,1.7100403595788634e-25,6.6201759678142827e-17,2.693140164046852e-17,2.8572557977838927e-16,2.1922555373593419e-17,9.6453218569179273e-18,2.1441431010630275e-15,6.2721413526384707e-15,2.1382810997284037e-17,6.1040795182505699e-16,3.0662796760915775e-15
1.0066329500000002e-07,0.002711321821150846,8.6878239203865381e-18,2.6469666895069603e-19,2.3214455274771157e-17,2.309541070404223e-18,5.6079677842696551e-18,0.0,0.0,2.4507142136112679e-15,1.3344860015376905e-19,5.1760789476911397e-27,1.9574897250128357e-29,9.823628003450678e-28,7.1666705410031326e-48,-1.9577095048051788e-33,2.9331008465428172e-30,5.1022070504642094e-15,1.0610534574670481e-18,6.7127198003731337e-47,-1.0096340239894623e-32,3.7073278303821361e-29,6.4770713957547198e-31,7.5699460286094311e-32,1.1839637003521521e-28,4.8730705423977394e-21,1.0036679413810272e-32,1.506785959730277e-29,2.3760630593544195e-15,1.1860849117645606e-17,9.1377825190819765e-19,5.872128761490845e-15,1.2515068903955735e-24,1.2402835896232352e-37,1.899821050294607e-29,1.1597697139964502e-30,0.88168480800000004,0.0,0.0094599999999473352,0.1088499999999257,7.7479298324200301e-15,5.51483558884723e-15,4.9300051027949593e-15,5.8776505387666825e-17,4.2849311181436774e-17,1.8572115767183307e-17,2.6397832042123221e-16,1.2639772268918634e-14,3.1157448083030069e-16,1.3008569445492573e-14,1.1553635889072742e-14,1.4358628396303397e-14,7.754573408444843e-15,1.0881451933663634e-16,1.7200398398150643e-16,1.0795682868554635e-16,8.9708057963959876e-17,7.4226253174143763e-17,7.3806263129350314e-16,1.812262992534486e-17,1.8941795199088665e-16,4.5456097857758275e-18,1.7338934499069247e-25,6.7053223189339803e-17,2.7479445088825427e-17,2.9009723411214437e-16,2.2150068091928104e-17,9.709967725085503e-18,2.1457153075971839e-15,6.3199078288944463e-15,2.1610946373876724e-17,6.1454541359851547e-16,3.0921883469861827e-15
1.1744051100000003e-07,0.002711321821150827,9.1107011920992028e-18,3.3841521121151774e-19,3.5825415517037305e-17,2.97962594989193e-18,9.9380149713583705e-18,0.0,0.0,3.0124000626887064e-15,1.9074059732086081e-19,7.8490242147594382e-27,2.9444869258634561e-29,1.2629560081145393e-27,-1.064124263597796e-47,-3.0411816482514153e-32,4.2494961136590216e-30,5.3552706433907543e-15,1.338684525460054e-18,1.8130945808727403e-46,-6.5820370854613588e-36,5.578851989708211e-29,8.0695216671936657e-31,1.229382949920026e-31,2.3587008321546995e-28,5.8533953640545286e-21,1.7146400228687442e-32,1.8970286552449419e-29,2.9499350824782583e-15,1.4960731705421731e-17,1.1317156688738397e-18,5.9997437184611991e-15,1.515624349107389e-24,1.8465425412815489e-37,2.8092620532801955e-29,1.8336352456541412e-30,0.88168480800000004,0.0,0.0094599999999385523,0.10884999999990885,8.0166850695635144e-15,5.6507758326997659e-15,5.0960606240493596e-15,6.7212302186649833e-17,4.8766459868861185e-17,2.0783892005067257e-17,3.0933799258609463e-16,1.5284271577928467e-14,3.6528711439457809e-16,1.6166351113944044e-14,1.4255042040385864e-14,1.7319539860447707e-14,9.6816529465829986e-15,1.256750038023362e-16,2.2392539005715042e-16,1.4019081581692625e-16,1.171403426630114e-16,9.9538867760775542e-17,1.0153678323168269e-15,2.1689481854024668e-17,2.4570543317470902e-16,5.5043019762161317e-18,2.3780882334738596e-25,9.0138127782333454e-17,4.4058378118465622e-17,4.113401699413202e-16,2.7999289129866549e-17,1.1620748893653918e-17,2.1897183080684716e-15,7.5168190552990602e-15,2.7936293109399653e-17,7.2004133415074057e-16,3.7508270646020212e-15
1.3421772700000003e-07,0.0027113218211508067,9.4135743843947854e-18,4.1414449910285928e-19,5.1788183097980842e-17,3.6799711339302399e-18,1.6314028546767884e-17,0.0,0.0,3.5977410696525586e-15,2.5997645085022422e-19,1.1201882410853738e-26,4.2402313915972042e-29,1.5583713076288281e-27,2.192477825272272e-47,2.0824857264893276e-32,5.9205408762271816e-30,5.5615457978002272e-15,1.6293764673509196e-18,3.1611847062214776e-46,-1.7802274468024325e-33,7.9483919421692715e-29,9.7408907539288138e-31,1.8373539642283758e-31,4.3058093716166201e-28,6.7837866460725214e-21,2.7245543144678986e-32,2.3032783524608231e-29,3.5419994064596203e-15,1.8205257291378016e-17,1.3542095157472657e-18,6.084458846274765e-15,1.7668535552772575e-24,2.5916755258281944e-37,3.9227588091357334e-29,2.7001283095459381e-30,0.88168480800000004,0.0,0.0094599999999297676,0.10884999999989177,8.2165122052438553e-15,5.7732659936032925e-15,5.2522008695566486e-15,7.5672068203421281e-17,5.4681737253176507e-17,2.2979129766665953e-17,3.5468741765136862e-16,1.7910342764850353e-14,4.1910996658550582e-16,1.9389157745937024e-14,1.6991478050428237e-14,2.0247739842716353e-14,1.1659185251569184e-14,1.424081432103245e-16,2.7992300950946565e-16,1.7581126761917663e-16,1.4766884687774124e-16,1.2853658326657163e-16,1.3251206696261497e-15,2.5289539093554718e-17,3.0745348778396543e-16,6.4786410435598141e-18,3.0965172978278832e-25,1.1613953100731287e-16,6.6016986488198891e-17,5.5257256854141389e-16,3.4028078578513641e-17,1.406303039452046e-17,2.2367138181031927e-15,8.6954637659701305e-15,3.5461375772772087e-17,8.2704166053879103e-16,4.4175978254047111e-15
1.6777215900000002e-07,0.0027113218211507646,9.8535712913591733e-18,5.684748938128667e-19,9.3855167119123453e-17,5.1460076753961168e-18,3.7224230104507892e-17,0.0,0.0,4.8324056607704788e-15,4.3622235014485804e-19,2.0079143281083902e-26,7.9884840644397028e-29,2.1839058917159545e-27,1.5908581782895452e-47,1.9671739624388403e-32,1.0336594037880939e-29,5.8947820509775315e-15,2.2422000106812532e-18,9.4414256856408943e-46,-4.5167011141016918e-33,1.4366239892593274e-28,1.3096623996971725e-30,3.4838478702139977e-31,1.1851050961772059e-27,8.4799615814635168e-21,5.8997073227744847e-32,3.1592658866967538e-29,4.7709645045204535e-15,2.504189187486166e-17,1.8081441457654158e-18,6.1923149678509202e-15,2.2255114364549316e-24,4.5137627206403667e-37,6.7838388897970376e-29,5.0630448079416081e-30,0.88168480800000004,0.0,0.0094599999999121897,0.10884999999985717,8.5058567841544108e-15,6.0043790055324402e-15,5.5543892859208658e-15,9.2701357555334387e-17,6.6514059936129893e-17,2.7358686083621622e-17,4.4536936505902868e-16,2.3093960034029793e-14,5.2727363162431541e-16,2.5936820893406343e-14,2.2507553329426962e-14,2.6002092840483214e-14,1.5701569199891592e-14,1.7574659136581229e-16,4.013630317644457e-16,2.5696438603570587e-16,2.1784982205637479e-16,1.9765197887729987e-16,2.0208786016101157e-15,3.2540605928444299e-17,4.4669681056500045e-16,8.4577618047216813e-18,4.7077498493172796e-25,1.7612880570637508e-16,1.2819009482575352e-16,8.9003448160500394e-16,4.6410659473893116e-17,2.0734801994051117e-17,2.3336650566213707e-15,1.1003060533350316e-14,5.5468297495917377e-17,1.0452569862702056e-15,5.776561091046614e-15
2.0132659100000004e-07,0.002711321821150724,1.0286386230745838e-17,7.229385191888862e-19,1.4879417780467927e-16,6.6695204157524277e-18,7.309082669624929e-17,0.0,0.0,6.1437042667694916e-15,6.6664451405413463e-19,3.2084235809417208e-26,1.3731890916861524e-28,2.8431051078155484e-27,9.1275003004766393e-49,2.6157885429525735e-33,1.6284888246651549e-29,6.2019012377998045e-15,2.8868485864887457e-18,2.0042846137626369e-45,-1.8657619742612193e-34,2.3398827157508795e-28,1.6639586423317096e-30,5.8058376157313855e-31,2.7482579104771614e-27,9.9610693265710918e-21,1.117487241583265e-31,4.0688047793368322e-29,6.04755969854056e-15,3.2229665753272377e-17,2.2682663037039275e-18,6.2995325305178702e-15,2.625579447792708e-24,7.0405429313744179e-37,1.0532343552274073e-28,8.3778223291070472e-30,0.88168480800000004,0.0,0.0094599999998945961,0.10884999999982235,8.7702319093666624e-15,6.2487018122447223e-15,5.8667964096475011e-15,1.0995357188272539e-16,7.8360209090892982e-17,3.1778393394293492e-17,5.3609103701809829e-16,2.8174703482249888e-14,6.3657655428559219e-16,3.2502830595519512e-14,2.800613050745497e-14,3.1626179846843179e-14,1.9776964390840469e-14,2.0929452363922674e-16,5.3080261035592131e-16,3.5093708032795465e-16,2.999118385016972e-16,2.8171257557349717e-16,2.7830041329873517e-15,3.9798044906045441e-17,6.0618402222557027e-16,1.0458430718350151e-17,6.4706261444670591e-25,2.4530895304979338e-16,2.1814666552042901e-16,1.291130304544429e-15,5.8961477936279234e-17,3.0000894500480117e-17,2.4318170158781425e-15,1.3248638462394768e-14,8.4951624966573839e-17,1.2686800085665945e-15,7.1681023568390488e-15
