Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76)
2.201198149820165e-15,0.005825049626158054,9.8039586795364656e-16,4.5994392609402626e-22,1.4111972863448097e-23,6.5440777677640383e-23,2.5442918330740451e-31,0.0,0.0,3.4880279543774281e-17,3.870436643285914e-27,2.4934894871553329e-34,2.658167389326818e-34,7.2179717681378087e-38,4.0378165619508039e-55,1.9376220078835468e-35,4.3403617849846687e-27,2.4940549384650101e-19,2.2111519383034584e-29,1.7267665170937851e-60,3.3433925497926473e-52,1.7900141786578773e-33,1.4574123559061895e-31,1.2696971258587216e-29,3.6774381920674534e-47,2.6586529010092669e-30,1.6978853748817707e-48,3.1589000050213387e-33,6.3416081856600027e-19,2.4872414304928485e-28,1.4843692132498653e-23,1.4949765493839051e-13,2.5856969627075197e-38,1.5882832690998396e-51,9.8435895738363689e-41,8.7325260445940126e-40,0.88168480800000004,0.0,0.0094599999996313137,0.10884999999999997,2.1817267195479796e-13,2.1817251732282451e-13,1.4949724874511432e-13,2.4701532410031949e-16,1.9232291693331482e-16,9.6161651706924918e-17,1.9517158810241527e-23,2.9037045477660386e-21,2.282916440661471e-23,1.9833135304949718e-21,9.7959181708793952e-22,4.2123761559051275e-21,9.9608098387407477e-28,9.8937847299529638e-24,6.7659343413377584e-23,4.0898902061307677e-20,4.1221353994467443e-20,3.2868969450998124e-22,4.4496889341391446e-30,1.2200869669378961e-22,1.3435129986863188e-20,1.5796558008512708e-25,1.4200079643076322e-36,6.0768064443031488e-24,5.2396067941883828e-32,4.4978730765544125e-31,1.3203791393444458e-32,4.7966946440845457e-16
4.404308722012024e-15,0.0058250496261602015,1.9618491040160947e-15,9.4854093347741139e-22,5.6489831079830242e-23,2.6195718554869956e-22,2.0371542511753348e-30,0.0,0.0,6.9795398239474365e-17,1.5492697164887664e-26,1.9963080672471031e-33,2.128403693517527e-33,1.1558143616775215e-36,1.2937947957788642e-53,1.5512746859516956e-34,1.7372734721225536e-26,9.9827167965251164e-19,1.7702657724211036e-28,5.6595412011649818e-59,5.3540347308740556e-51,1.433109046209732e-32,1.1668145846891152e-30,5.0821786067295426e-29,1.1784500044761957e-45,2.12853669478698e-29,5.4378007220856283e-47,2.529038676522574e-32,2.5382940122234217e-18,1.9913050001881997e-27,5.9413508625795363e-23,2.9912552418056345e-13,4.1404780975634029e-37,4.4099309354852605e-50,1.5762556075982073e-39,7.1938991224983721e-39,0.88168480800000004,0.0,0.0094599999992623085,0.10884999999999993,4.3653476324016017e-13,4.3653414431090336e-13,2.9912389835090763e-13,4.9424485813711457e-16,3.8481180517446414e-16,1.9240667604880683e-16,7.8117590760013741e-23,1.1622337120537042e-20,9.1373747139723654e-23,7.938411690616637e-21,3.9209220382690902e-21,1.6860426412407232e-20,7.9744744151239332e-27,3.9599984100867441e-23,2.7081865172740387e-22,1.6370205311789294e-19,1.6499261548012439e-19,1.315612089896275e-21,3.5624452390601094e-29,4.8835257177718866e-22,5.3775519529577766e-20,6.3230108272068633e-25,1.1367679080232256e-35,2.4323885191818237e-23,4.1950171675887346e-31,3.6010658206868468e-30,1.0571214592018806e-31,9.5975372360640028e-16
8.810529866395742e-15,0.005825049626164501,3.9253726136859073e-15,2.0105627079752183e-21,2.2607422118658602e-22,1.0483582680605952e-21,1.6306206323820505e-29,0.0,0.0,1.3963924603883609e-16,6.1997882634864699e-26,1.5976536998055679e-32,1.703775576805709e-32,1.8500507246792863e-35,4.1437413078616105e-52,1.2414894881702657e-33,6.9513378038027286e-26,3.9943849053108613e-18,1.4167502324659771e-27,1.9458798244481638e-57,8.5707447194429283e-50,1.1469376705051171e-31,9.3380393501085422e-30,2.0335983888860957e-28,4.042898295002771e-44,1.7034727389628273e-28,1.7408254196777167e-45,2.0239962482343003e-31,1.0156466862306789e-17,1.5936484085231694e-26,2.3773187486898018e-22,5.983822509493908e-13,6.627442354116196e-36,1.3033778376937688e-48,2.5230315511112103e-38,6.0795565107477236e-38,0.88168480800000004,0.0,0.0094599999985242964,0.10884999999999986,8.7325855200560938e-13,8.7325607549535347e-13,5.9837574552918652e-13,9.8870272762109624e-16,7.6978621815835513e-16,3.8489620390810902e-16,3.1255685059663926e-22,4.6504100411105243e-20,3.6559476346319381e-22,3.1763898229070792e-20,1.568881043505989e-20,6.7463219387325438e-20,6.3819016303850113e-26,1.5844400569106647e-22,1.0836669988262556e-21,6.5502031796918651e-19,6.6018356259914273e-19,5.2641357900409653e-21,2.851020468579977e-28,1.9540449645661105e-21,2.1517201692387232e-19,2.5302447334850928e-24,9.0959678792230036e-35,9.7333808554659503e-23,3.3575220947280818e-30,2.8819990441452621e-29,8.4604293194185938e-31,1.9199163993858399e-15
1.7622972155163178e-14,0.005825049626173099,7.854887767659948e-15,4.4741309653056717e-21,9.0477467123523173e-22,4.1956224464546553e-21,1.305189294257637e-28,0.0,0.0,2.7938138342991324e-16,2.4808722071994202e-25,1.2783665442036522e-31,1.3639286539509792e-31,2.9606675623762329e-34,1.3269457524159025e-50,9.9337745624468753e-33,2.7809725730509104e-25,1.5980123626427866e-17,1.1336147911180796e-26,6.9228831758446436e-56,1.3718551408454543e-48,9.1774821257538077e-31,7.4718126235987871e-29,8.1362375173655165e-28,1.2970569286877827e-42,1.3630313709779393e-27,5.5717953693964754e-44,1.6194992024488441e-30,4.0632357182406505e-17,1.2751595936811652e-25,9.510859072397272e-22,1.1968996575976639e-12,1.0606004422093502e-34,3.9981114854084085e-47,4.03765918391233e-37,5.3797136513053078e-37,0.88168480800000004,0.0,0.009459999997048274,0.10884999999999972,1.7467045542807994e-12,1.7466946467308957e-12,1.1968736318100716e-12,1.9776136727409843e-15,1.5397215908548263e-15,7.6987317655938212e-16,1.2503088002943463e-21,1.8604358791889935e-19,1.4624631529383145e-21,1.2707556586412008e-19,6.2765578054199424e-20,2.6989322255414001e-19,5.1064351838343321e-25,6.338190967841507e-22,4.3356907546907749e-21,2.6204987836669016e-18,2.6411496366290231e-18,2.1059761065183141e-20,2.2812200625769767e-27,7.8174408033955323e-21,8.6082732272871661e-19,1.0124360897284638e-23,7.2755492813751024e-34,3.8945129710190016e-22,2.6869013184676333e-29,2.3061202297536192e-28,6.7700204942001596e-30,3.8402183807998996e-15
3.5247856732698056e-14,0.005825049626190294,1.5723790489785571e-14,1.0761075646757155e-20,3.6220380301199824e-21,1.679591032739146e-20,1.0449627038824243e-27,0.0,0.0,5.5908342666546087e-16,9.9287224304104775e-25,1.0227916973027337e-30,1.0922855400199887e-30,4.7374990618503835e-33,4.2503219779105189e-49,7.9477300674201961e-32,1.1124674100236296e-24,6.3925560973128209e-17,9.0697690543773355e-26,2.6588729244565708e-54,2.196014811890659e-47,7.3430639227751475e-30,5.9779574515776384e-28,3.2551756994134388e-27,4.1529461670316279e-41,1.0905196137823279e-26,1.7831508888319236e-42,1.2957138818454262e-29,1.6254166645921454e-16,1.020222514824819e-24,3.8046821061280015e-21,2.3939502831182232e-12,1.6971138053796546e-33,1.2517037907694485e-45,6.4608711845709115e-36,5.1290299857922144e-36,0.88168480800000004,0.0,0.0094599999940962274,0.10884999999999945,3.493590257531496e-12,3.4935506249363379e-12,2.3938461725296135e-12,3.9554163916709342e-15,3.0795385289406302e-15,1.5398187914365651e-15,5.0006653937940484e-21,7.4421015415275999e-19,5.8490972808611089e-21,5.0833794888637699e-19,2.510837086361701e-19,1.0796320774428445e-18,4.0854894974850418e-24,2.5350020265204986e-21,1.7346711525007839e-20,1.0482776140032556e-17,1.0565342370991156e-17,8.4244221132015636e-20,1.8251021573642405e-26,3.1272216544697066e-20,3.443582680499246e-18,4.0514611585359677e-23,5.8168264838319419e-33,1.558353450698635e-21,2.1503228140084482e-28,1.8452043030932303e-27,5.4171566033169486e-29,7.6807288656165744e-15
7.04976258877678e-14,0.0058250496262246855,3.1501084595895656e-14,2.8787871995092994e-20,1.4509900471962128e-20,6.7282814356661607e-20,8.3714928143559751e-27,0.0,0.0,1.1193585972206681e-15,3.9751915259073606e-24,8.1827438370296507e-30,8.7553236647596784e-30,7.5802209907524111e-32,1.36240992295201e-47,6.3584152347219973e-31,4.4499534942204121e-24,2.5571156182804111e-16,7.2561430908033016e-25,1.1352141890123282e-52,3.5164433057993401e-46,5.8753397736977356e-29,4.7824966516843182e-27,1.3024558876784024e-26,1.32996561364692e-39,8.7244267450417388e-26,5.7063119666292966e-41,1.0366067184335329e-28,6.5018520091036806e-16,8.1621352216188621e-24,1.5219578513288685e-20,4.78811478130775e-12,2.7154576766281525e-32,3.9608226193699778e-44,1.0337789385664736e-34,5.4258977280719885e-35,0.88168480800000004,0.0,0.0094599999881921359,0.10884999999999888,6.9873364566195383e-12,6.987177926426881e-12,4.7876983302833251e-12,7.9109451769451817e-15,6.1589572221013305e-15,3.0796767142385948e-15,1.9995664408002922e-20,2.9767636434131869e-18,2.3387495013946823e-20,2.0333890626916689e-18,1.0043834071658974e-18,4.3184746306583406e-18,3.2684893628357422e-23,1.013657698224822e-20,6.9409964493940801e-20,4.1932234010940054e-17,4.2262161146432511e-17,3.3697716536022531e-19,1.4600755510848412e-25,1.2509322290349759e-19,1.3774836395041849e-17,1.6217595643441535e-22,4.6470360391212364e-32,6.2370390562730542e-21,1.721296135080304e-27,1.4764460567945331e-26,4.3349304261884301e-28,1.5361375943745823e-14
1.0574739504283754e-13,0.005825049626259077,4.7317866369042939e-14,5.2281249297788015e-20,3.0864984180144548e-20,1.4311933522350949e-19,2.3956245653471208e-26,0.0,0.0,1.6805048621292341e-15,8.4525849586223222e-24,2.3397854411997828e-29,2.5062365436831257e-29,2.7900275034118596e-31,6.3749552726353695e-47,1.8181199156928791e-30,9.4561215720171478e-24,5.4339197532974857e-16,2.0748259826487698e-24,5.4727155125412545e-52,1.2948187167860843e-45,1.6801006042616332e-28,1.367495983881473e-26,2.7682403794972203e-26,6.056091317681042e-39,2.4946474800486027e-25,2.6053120426276277e-40,2.9640614392051089e-28,1.381648452706277e-15,2.3338836788628646e-23,3.2342330629019224e-20,7.1823425248980893e-12,9.9946902433785997e-32,1.8053557341756802e-43,3.8050133736576465e-34,1.8343281379891506e-34,0.88168480800000004,0.0,0.0094599999822880445,0.10884999999999831,1.0481057446079794e-11,1.0480720575139259e-11,7.181457568035049e-12,1.1866397342281245e-14,9.2381607784615556e-15,4.6195013448348188e-15,4.2479827556915195e-20,6.3254074932081322e-18,4.9684567010278139e-20,4.3209366816030247e-18,2.1343515987106718e-18,9.1765314882445332e-18,9.3458616064321211e-23,2.1534840798059843e-20,1.4752774558377472e-19,8.910621650877067e-17,8.980680421457612e-17,7.16065321602293e-19,4.1748304265953333e-25,2.6582520257654769e-19,2.9271797120610267e-17,3.4479086156269423e-22,1.3276888174944676e-31,1.3258818271264817e-20,4.9234617085249627e-27,4.2221132904435543e-26,1.2396981693005107e-27,2.304164915091168e-14
1.409971641979073e-13,0.005825049626293472,6.3174134814435483e-14,8.1254881174449927e-20,5.2701174350302325e-20,2.4436875990360345e-19,5.05668115136055e-26,0.0,0.0,2.2425222316591173e-15,1.4427377493298096e-23,4.9353253461837585e-29,5.2916389277413491e-29,7.076094694611756e-31,2.0588433595987131e-46,3.8349451283552593e-30,1.6130907871074287e-23,9.2696608790506929e-16,4.3764332104320022e-24,2.0496001846887001e-51,3.2855962099461929e-45,3.5440342968010025e-28,2.8844342643901422e-26,4.723089260977591e-26,2.009332025105811e-38,5.2619241724757191e-25,7.76571163897805e-40,6.25206494420672e-28,2.356926223390247e-15,4.9228596576291955e-23,5.5173090148543221e-20,9.5766335121416908e-12,2.5348613165178613e-31,5.3773501429629485e-43,9.6503535244422496e-34,4.5143220878499469e-34,0.88168480800000004,0.0,0.009459999976383953,0.10884999999999774,1.3974753223698012e-11,1.3974178573215588e-11,9.5751238894680233e-12,1.5821772920320415e-14,1.2317149244224537e-14,6.1592926979691922e-15,7.2448036402733033e-20,1.0790011719103915e-17,8.4733862757154697e-20,7.3709509635611261e-18,3.6409933385791187e-18,1.5653652122852757e-17,1.9713094479775783e-22,3.672727489449774e-20,2.5171336978599568e-19,1.5200434511264814e-16,1.531986625858326e-16,1.2214998796681985e-18,8.8057486233499586e-25,4.5346767381849173e-19,4.9934428866820614e-17,5.8843199058762292e-22,2.7984186870504595e-31,2.2625903125409261e-20,1.0388081567585923e-26,8.90638697364668e-26,2.6152132801361966e-27,3.0721548507653929e-14
2.1149670250804678e-13,0.005825049626362267,9.4979341421659888e-14,1.5210638164445322e-19,1.0928044706430233e-19,5.0670645113519218e-19,1.3827749911962892e-25,0.0,0.0,3.3686014317787461e-15,2.9898482201344779e-23,1.3480028802236857e-28,1.4476972801738557e-28,2.4745233304739527e-30,1.1365757557752047e-45,1.0474395809600689e-29,3.3396427500034443e-23,1.9191687399768341e-15,1.1953455181058415e-23,1.5484393098416297e-50,1.1504915808680387e-44,9.6807953267490782e-28,7.8782012151934953e-26,9.7812680182352615e-26,1.1703345873981737e-37,1.4371839736552962e-24,3.3992059564104039e-39,1.7076266372009245e-27,4.8796833877206825e-15,1.3445903082785934e-22,1.142314243965866e-19,1.4365363910190231e-11,8.864446747467232e-31,2.3538371149817138e-42,3.3747744774199382e-33,1.6218369924958684e-33,0.88168480800000004,0.0,0.0094599999645757701,0.10884999999999656,2.0962085601416773e-11,2.0960895906152826e-11,1.4362238474847573e-11,2.3732344431932421e-14,1.8474621514583662e-14,9.2387973497985981e-15,1.4993318627869583e-19,2.2337907678798006e-17,1.7535339619460945e-19,1.5260349535055156e-17,7.5383222550212365e-18,3.2407270054305207e-17,5.3842193729036037e-22,7.6009022190088869e-20,5.2130554696674344e-19,3.1470303638216498e-16,3.171729343923862e-16,2.528868943224456e-18,2.4050317196505237e-24,9.3884717283092591e-19,1.0338309432628271e-16,1.2191642570849079e-21,7.6339599851737564e-31,4.6871222283041459e-20,2.8386936487418009e-26,2.4329305802446973e-25,7.144429963369286e-27,4.6080469880794391e-14
2.8199624081818627e-13,0.005825049626431066,1.2692974634252613e-13,2.4322431573738761e-19,1.8613104371822412e-19,8.6302216109707116e-19,2.8962628373733779e-25,0.0,0.0,4.4978840795546751e-15,5.0895378338146481e-23,2.8204902246892119e-28,3.0334900001930326e-28,6.1831052746756347e-30,3.6537765757056968e-45,2.1915840870186143e-29,5.6797521875855446e-23,3.2640007961300106e-15,2.5010683747951063e-23,5.7654866234689309e-50,2.8777054010005308e-44,2.0257161755960512e-27,1.6483643253586466e-25,1.6639723281552242e-25,3.8472455400543473e-37,3.0070434787159534e-24,9.9036435897396774e-39,3.5729073295538524e-27,8.2989903134680269e-15,2.8133354859077229e-22,1.9428139925965931e-19,1.9154326863191671e-11,2.2149622198615603e-30,6.8591206290679611e-42,8.4326257745037815e-33,4.1233666162466323e-33,0.88168480800000004,0.0,0.0094599999527675872,0.10884999999999538,2.7949325247809003e-11,2.7947301966303965e-11,1.9149011404378611e-11,3.1642634575803279e-14,2.4631303203813373e-14,1.2318179750974159e-14,2.5489736920759185e-19,3.7988508334853431e-17,2.9810446095942402e-19,2.5953362073421481e-17,1.2820856141868407e-17,5.5113512669158303e-17,1.1265494648884249e-21,1.2922238873879999e-19,8.8686906478269735e-19,5.3522187675187538e-16,5.3941801030838245e-16,4.3007856289298891e-18,5.0319508618186709e-24,1.5967292757319921e-18,1.7582747549117554e-16,2.0749145675859939e-21,1.5955375463627784e-30,7.9759438207859544e-20,5.9420572623239863e-26,5.0910876949031287e-25,1.4951232901349282e-26,6.1438016643202641e-14
3.5249577912832575e-13,0.0058250496264998725,1.5903571423646955e-13,3.5614767467918889e-19,2.8479371911443511e-19,1.3204515899067568e-18,5.2781486118339849e-25,0.0,0.0,5.6305990612804394e-15,7.7828307241422056e-23,5.1346201212065573e-28,5.5305351563684069e-28,1.3117998487232639e-29,9.5651537681682121e-45,3.989671635201392e-29,8.677202036041038e-23,4.9866452999949978e-15,4.5531040997419946e-23,1.7377658868187833e-49,6.1118986493731902e-44,3.6880488489889982e-27,3.0007454106298688e-25,2.5428504130511006e-25,1.024067811939664e-36,5.4741522987992113e-24,2.4045450737997027e-38,6.5042982209528109e-27,1.2678851524145339e-14,5.1215683175101526e-22,2.9682343166429644e-19,2.3943538970534183e-11,4.6992316280975713e-30,1.6655996386279739e-41,1.78906787862438e-32,8.8468572868401304e-33,0.88168480800000004,0.0,0.0094599999409594043,0.10884999999999419,3.4936465524412209e-11,3.4933374534215488e-11,2.393541829868789e-11,3.9552623472278636e-14,3.0787138150501463e-14,1.5397431267799488e-14,3.8926923365405946e-19,5.8033995451012486e-17,4.5523915537269018e-19,3.9650047263412749e-17,1.9587571994146449e-17,8.4196561558601852e-17,2.0508204286844906e-21,1.9734569269154907e-19,1.3553479804007969e-18,8.1768834701052195e-16,8.2409202059128377e-16,6.5703730634398129e-18,9.1601291758802871e-24,2.4394323729132022e-18,2.6862416857822377e-16,3.1722401444359907e-21,2.9013929137844148e-30,1.2192267992509711e-19,1.0822015204624666e-25,9.2691976189559934e-25,2.7223095814602631e-26,7.6794090745667277e-14
4.934948557486048e-13,0.005825049626637505,2.2372406545158407e-13,6.4939964997529281e-19,5.4955429187875186e-19,2.5478693214752197e-18,1.3976282927616435e-24,0.0,0.0,7.906542090593216e-15,1.499804592598545e-22,1.3557045556060733e-27,1.4661181694378383e-27,4.8058444627372843e-29,5.3783641424647961e-44,1.0533701573334277e-28,1.6685124772453387e-22,9.5890712917355745e-15,1.202152683973919e-22,1.3320486043268952e-48,2.2460140562347473e-43,9.7397351325438225e-27,7.9225433243145418e-25,4.892816961396949e-25,5.7472525142441152e-36,1.4452923084809373e-23,1.2439213830013622e-37,1.7172884403136145e-26,2.4380337783500301e-14,1.3522390278793004e-21,5.7080335994223774e-19,3.3522726219521832e-11,1.7215817931984767e-29,8.6141883945411249e-41,6.554481420517765e-32,3.1946803016634435e-32,0.88168480800000004,0.0,0.0094599999173430368,0.1088499999999917,4.8910441626170565e-11,4.8904498342292545e-11,3.3507111156236222e-11,5.5371680077201079e-14,4.3096216719604863e-14,2.155553409411791e-14,7.4785233798591854e-19,1.1157980569544446e-16,8.74528413371138e-19,7.6241757229570469e-17,3.7667006177731011e-17,1.6188681687895112e-16,5.4146084685413911e-21,3.7914507365083872e-19,2.60811919599953e-18,1.5723382238862871e-15,1.5846206879633591e-15,1.2633422437358902e-17,2.4182864393864009e-23,4.690889053679411e-18,5.1655127343745237e-16,6.1100671733122001e-21,7.637426509858542e-30,2.3475696201872598e-19,2.8607280585168565e-25,2.4481002612002276e-24,7.1912231354648401e-26,1.0750172939696369e-13
7.754930089891628e-13,0.005825049626912844,3.5499451740441799e-13,1.5074073082707974e-18,1.3507529449295507e-18,6.2616399429623887e-18,5.4401818307639149e-24,0.0,0.0,1.2500225864496434e-14,3.675834047210239e-22,5.2423879876155121e-27,5.7214285759799233e-27,3.0474244906014412e-28,5.7694011381930006e-43,4.073009747762397e-28,4.0702171459330398e-22,2.3393977881623796e-14,4.6485000678019902e-22,2.1548554822446223e-47,1.4330361867169525e-42,3.7681291231825945e-26,3.0632317414230835e-24,1.1952730449741437e-24,6.070783180090125e-35,5.5882854226236602e-23,1.3446537303961551e-36,6.6401046361657941e-26,5.9477054092541288e-14,5.2288130613964714e-21,1.392700348972906e-18,5.2684133736097242e-11,1.0916607674064908e-28,9.2983937833430706e-40,4.1564550812878347e-31,1.9224669354617698e-31,0.88168480800000004,0.0,0.0094599998701103,0.10884999999998654,7.6857182900657989e-11,7.6842686186986817e-11,5.2646041521191424e-11,8.7006139484154489e-14,6.7704083869491421e-14,3.3870152509030235e-14,1.8208666754349445e-18,2.7212806009473884e-16,2.1289663398368006e-18,1.8598579447011102e-16,9.1899973841426999e-17,3.948474566125348e-16,2.0935889714521632e-20,9.2319535102454491e-19,6.3726234310338927e-18,3.8357666309032767e-15,3.8655662094756916e-15,3.0815468474207433e-17,9.3487968298495027e-23,1.1444031135181468e-17,1.2602060882949512e-15,1.4958838470161982e-20,2.933064422477909e-29,5.7432986927981835e-19,1.1092007898656179e-24,9.4730607993738381e-24,2.783806523311052e-25,1.6889908411261062e-13
1e-12,0.005825049627188286,4.6130938534079347e-13,2.452969576267945e-18,2.2513068361580433e-18,1.0435332804084418e-17,1.1582506904051387e-23,0.0,0.0,1.6197274714047945e-14,6.1134286656732215e-22,1.1111795574017976e-26,1.2202298262667171e-26,8.1745325965280366e-28,1.9605911381383015e-42,8.6327715927516752e-28,6.7455360625076638e-22,3.8773295032808935e-14,9.8528170709280295e-22,8.9741292225974272e-47,3.8593760154561283e-42,7.9896306836939307e-26,6.4923448785264423e-24,1.9830501589348916e-24,2.0754604168187067e-34,1.1844194175067631e-22,4.4954457228367264e-36,1.4073689334727373e-25,9.8574513436058559e-14,1.1082768692232131e-20,2.3084436782121618e-18,6.7941985025476066e-11,2.9283013674643186e-28,3.107099272023419e-39,1.1149778876460118e-30,5.1016902474264599e-31,0.88168480800000004,0.0,0.0094599998325069368,0.1088499999999822,9.910524641004668e-11,9.9081223013851046e-11,6.7878854648342006e-11,1.1218778135438708e-13,8.7285321476761849e-14,4.3672670261965369e-14,3.0133770339110963e-18,4.5091672618947547e-16,3.522843571101916e-18,3.0823198174628119e-16,1.5232256218823533e-16,6.5429730686877213e-16,4.4373060563318593e-20,1.527877642984411e-18,1.0574190499046219e-17,6.3571828784094962e-15,6.4063658579941286e-15,5.106662841669645e-17,1.9812151702309634e-22,1.8967272770403628e-17,2.0886740413774633e-15,2.4858310634459156e-20,6.1880504569710098e-29,9.5390612281421211e-19,2.3553696906268846e-24,2.0088459245792205e-23,5.9048955122464316e-25,2.1776222169921482e-13
1.0574911622297208e-12,0.005825049627188286,4.8879179068456145e-13,2.7325285363308752e-18,2.5193713831601727e-18,1.1677638327000251e-17,1.3572287342254934e-23,0.0,0.0,1.7149691437481518e-14,6.83818226131126e-22,1.301046980795758e-26,1.4302890139935628e-26,9.9270993476800538e-28,2.4528013000283675e-42,1.0107770946656877e-27,7.539442857086522e-22,4.3337313180808913e-14,1.1536334091188676e-21,1.1463158456001877e-46,4.6894702969823821e-42,9.3553765443016383e-26,7.6015893931178333e-24,2.2169628971059496e-24,2.598446406298242e-34,1.3867854200795831e-22,5.6129998544986237e-36,1.6478314633427041e-25,1.1017701016383714e-13,1.2976430489974057e-20,2.5802141054700155e-18,7.1849588141344394e-11,3.5561079538033748e-28,3.879297761057787e-39,1.3540277818220891e-30,6.1871356789551839e-31,0.88168480800000004,0.0,0.0094599998228775649,0.10884999999998106,1.0480230743885708e-10,1.0477545710055281e-10,7.1779027603653712e-11,1.1863573438350561e-13,9.2298235410681698e-14,4.6182657946275966e-14,3.3669771884433726e-18,5.0396755749542217e-16,3.9361258734208288e-18,3.4450876271669839e-16,1.7025423266728726e-16,7.3128444280920173e-16,5.1954517352790719e-20,1.7071809968532359e-18,1.1821849503176074e-17,7.1054316283862711e-15,7.1603534945304272e-15,5.7075972917093113e-17,2.3196707886785554e-22,2.119988752448541e-17,2.3345331353889707e-15,2.7800342116530567e-20,7.2394178278273222e-29,1.0666804629281221e-18,2.7587242754053734e-24,2.3522906856795883e-23,6.9147618835751408e-25,2.3027252870311285e-13
1.6214874687108367e-12,0.00582504962773948,7.6396190075983052e-13,6.3197414923678025e-18,5.9950541908660438e-18,2.7781226206724822e-17,4.9919426172721534e-23,0.0,0.0,2.6615944475418819e-14,1.6182162519572958e-21,4.7255619415290839e-26,5.285951148191091e-26,5.6825701298920087e-27,2.2956439311660942e-41,3.6707727681949558e-27,1.7677823567810924e-21,1.0163183764865567e-13,4.1899257319070727e-21,1.6551764333546533e-45,2.7176509413901453e-41,3.401231064567495e-25,2.7603826878347055e-23,5.212871220700811e-24,2.3797462327834002e-33,5.0360378556381858e-22,5.1656520832816323e-35,5.9842498166256591e-25,2.5835886002227289e-13,4.7128849790560959e-20,6.0521603164365279e-18,1.1019262936306235e-10,2.0355947967394342e-27,3.5650510927876786e-38,7.7515905139467832e-30,3.4619505252193421e-30,0.88168480800000004,0.0,0.0094599997284120843,0.10884999999996918,1.6068770195415441e-10,1.6062475866513518e-10,1.100271819778281e-10,1.8188042050222112e-13,1.4144552512649826e-13,7.0801370408507409e-14,7.8648328161233138e-18,1.1811146141151652e-15,9.1914862822799295e-18,8.0776889397833146e-16,3.9931809526094942e-16,1.7140986131724083e-15,1.8867136321665419e-19,3.988237481530017e-18,2.7807859021617419e-17,1.6661566203119579e-14,1.6788935774931909e-14,1.3380200898424022e-16,8.4209402943209916e-22,4.9715746623477308e-17,5.474810059000732e-15,6.5645178920699726e-20,2.595384831325059e-28,2.5153771441400042e-18,1.0072067999461856e-23,8.5549711787847848e-23,2.5166480538556886e-24,3.5294776311210699e-13
2.7494800816730685e-12,0.005825049628843099,1.3445870134122075e-12,1.8273689475438338e-17,1.7735436251531871e-17,8.214690885598052e-17,2.5626784272370496e-22,0.0,0.0,4.6217899984746116e-14,4.7341912759234236e-21,2.3616089865894326e-25,2.740828102307623e-25,5.1041188211302497e-26,3.7556806944015497e-40,1.8339261281530643e-26,5.0743382213167745e-21,2.9183890706857445e-13,2.0936789914791884e-20,4.5601517103167332e-44,2.5048571948785922e-40,1.7032976129886865e-24,1.3788354350075146e-22,1.5051473338138804e-23,3.7558174467848899e-32,2.515732472549493e-21,8.6011399201291625e-34,2.9896658511767874e-24,7.4175904920698968e-13,2.3549166607783807e-19,1.7386224567098292e-17,1.8692721102483444e-10,1.8283259667715601e-26,5.9202454067633381e-37,6.9639815903249497e-29,3.0447100464142904e-29,0.88168480800000004,0.0,0.0094599995394810989,0.1088499999999417,2.7243903565636987e-10,2.7225843812853062e-10,1.8645228312138707e-10,3.0831232739461341e-13,2.3957683141526286e-13,1.200138499940748e-13,2.2399027958809425e-17,3.3870716233620831e-15,2.616097145894952e-17,2.3186302794799e-15,1.1469478297317339e-15,4.9169232382047281e-15,9.4251428902013798e-19,1.1361377706210573e-17,8.0354174113495619e-17,4.7834437712613901e-14,4.819161555160647e-14,3.8392477267998731e-16,4.2035639045490762e-21,1.4275510629659362e-16,1.5721175876294583e-14,1.9116715626749627e-19,1.2619019347376762e-27,7.3060036243757532e-18,5.0901783601905171e-23,4.2872964476545109e-22,1.2630289090591835e-23,5.9801196531718462e-13
