Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148),C3H5O(566)
1.4332077088178187e-07,0.003482061781314687,1.772912973565088e-16,8.2220465611179087e-18,1.4846920089577322e-15,6.455759228461002e-17,4.4284734353211881e-16,0.0,0.0,2.096493445590688e-14,1.783873614021495e-18,6.5072178504240243e-19,7.1831745732825378e-21,9.4810361111683466e-34,1.5886884886787758e-16,2.2607139622918804e-20,4.9986357142986791e-14,1.7103256261428164e-16,2.1974691184988526e-27,5.3143447321606289e-31,3.0839192968671529e-14,6.2461755225840739e-23,3.4213126258876266e-29,3.8026451456741894e-23,1.0197347264458387e-19,1.880009270218601e-27,7.0547011516738453e-14,3.7332811493126107e-20,2.2530222571356366e-14,3.4164715859495416e-19,2.4905611857670196e-42,4.8531567142498697e-21,1.6219450218330951e-39,1.5246339313691247e-17,1.6121189407018617e-20,6.3452639154443341e-18,4.7489669234213843e-17,5.0015926227897216e-20,1.2538664569626227e-13,2.3683522247715563e-18,4.9619280855265474e-28,1.1089971651076881e-22,4.8500908925363011e-22,2.7310921959378211e-19,3.450950902124183e-20,5.5362332721993925e-19,1.4359397190254602e-21,6.6344127592472948e-20,8.7976879944025276e-29,2.1323986791477133e-36,1.8841435584971586e-35,9.9986820451755956e-55,8.0322869503567587e-44,2.8326080692297529e-25,3.3154717062489536e-22,8.2149631842428897e-23,4.5333674218905567e-25,6.4088742423389982e-30,2.3542890524722387e-22,5.2059286238434676e-25,9.7402750373816848e-33,2.0137760148676141e-16,9.3853895176362869e-22,1.9262291627317112e-22,2.0613580859944343e-27,1.4802009711211357e-38,2.2040881091786245e-38,4.3653407938887084e-33,0.88168480800000004,0.0,0.0094599999995490895,0.10884999999930722,2.9910270465335591e-14,2.9299835869375353e-14,6.4789494689050359e-14,4.8397845399752218e-16,3.4509944473971937e-16,1.480580064361462e-16,1.3546058300201422e-13,1.1283533095362988e-13,1.1833071755960475e-15,1.005864504845087e-15,1.0951110358090181e-13,4.1710190064076634e-16,2.562953566081664e-17,1.7899884461840668e-15,1.4942574597248136e-15,1.4992937294218968e-15,3.6031041205510475e-15,3.6240231904992167e-15,1.3033683602905485e-14,1.5469732796933082e-16,1.0875414362891453e-14,5.6067978505970935e-14,2.6003596031484981e-14,5.5104162574121223e-17,3.7005974034486163e-16,8.2749435567107708e-15,1.99611982353338e-16,1.5394693485264004e-15,3.3332885922537961e-15,6.0728010821022896e-18,4.6349258480183951e-16,9.1920504295103843e-16,4.5109479114987208e-17,7.44770170839967e-16,6.7502085641724883e-22,1.4322945108219665e-21,2.696053185055387e-23,2.5223171021579112e-20,1.7361203644224929e-19,1.0738031893020727e-18
1.7259736385222734e-07,0.003482061781314459,1.9644256767118397e-16,1.1385016251847958e-17,2.2964309690386211e-15,8.8831971053963192e-17,8.4626313816493854e-16,0.0,0.0,2.7431964437160466e-14,2.7996599295063176e-18,1.5589366115519036e-18,1.6970405329511917e-20,1.7989868872279084e-33,2.2660392885868251e-16,4.3443745858321567e-20,5.3462961644120255e-14,2.2742138099557723e-16,3.0646159229075016e-27,6.0888779346622357e-31,3.9816598336762494e-14,1.0474282360400485e-22,5.6193566154745707e-29,5.4777101048389398e-23,1.4626909339717453e-19,5.2658457532984987e-27,9.2733802787627262e-14,9.284078741772348e-20,2.2975736542886683e-14,6.3560972636536142e-19,3.473965605122473e-42,1.1331382482856645e-20,5.7790698742924223e-39,2.4589260466196525e-17,2.0570410180959198e-20,7.9187308266897778e-18,6.4562420800164114e-17,7.5382526451997456e-20,1.550146549461818e-13,4.7800225721314542e-18,9.3560921993309562e-28,2.4282644294762068e-22,8.5554950680970055e-22,3.9671802901249131e-19,4.2243339364898535e-20,1.2845124314427219e-18,2.7191708113307433e-21,1.5587651530149845e-19,1.8638494391672011e-28,9.9779177275272214e-36,7.030855974284511e-35,6.2361773036663959e-54,2.7969321062176014e-43,6.7049880731777661e-25,5.0906698425217958e-22,1.5661680130163126e-22,9.2765908033546491e-25,1.2939964019897858e-29,3.7938684370188464e-22,1.2897812614056427e-24,2.288525745755483e-32,3.0462052831936173e-16,9.9064157734206271e-22,2.4566483975659802e-22,2.7088671432337823e-27,3.4861083661838363e-38,9.1169001989177721e-38,1.0817060324606077e-32,0.88168480800000004,0.0,0.0094599999994565628,0.10884999999913597,3.2875232844207198e-14,3.2734117907152984e-14,6.8575245547816656e-14,5.9641509045481562e-16,4.187180474634601e-16,1.7803205331410027e-16,1.6422267679932673e-13,1.3627959790027587e-13,1.474273252726098e-15,1.2382523638907207e-15,1.4066358613973746e-13,5.0891563339320659e-16,3.1691773330953899e-17,2.5241868825571335e-15,2.1803389992576377e-15,2.1246697275724781e-15,5.1144522082319108e-15,4.6329458091286428e-15,1.4161906990321206e-14,2.4495780896458588e-16,1.3637971854489303e-14,6.582607252251503e-14,3.3136576937742311e-14,6.9000886959015535e-17,6.4147976921889997e-16,1.0853194147003731e-14,2.4980989871739236e-16,2.0263046645582337e-15,4.4932320331213446e-15,8.1856788662274873e-18,7.7916547917921254e-16,1.5442658582568269e-15,6.9116463386429722e-17,1.2197350054920243e-15,1.1055499650722089e-21,2.4064294413618168e-21,4.1309561960283718e-23,4.5205838152478644e-20,3.2516309005710572e-19,1.9335455523421632e-18
2.018739568226728e-07,0.003482061781314232,2.1395418648121746e-16,1.4989304824459556e-17,3.2560833578262839e-15,1.1549046161667337e-16,1.4402206412318012e-15,0.0,0.0,3.4529321560268239e-14,4.1007068374203971e-18,3.1784612298775089e-18,3.4076057516656544e-20,3.305048239460845e-33,3.0623000046410664e-16,7.3104092338863951e-20,5.6256716585341509e-14,2.8723487137979034e-16,4.1437839154258668e-27,6.5033951453044066e-31,4.9352125533502044e-14,1.6445309198170239e-22,8.4474084629274553e-29,7.6297627177383234e-23,2.0309406254594933e-19,1.2281493715117601e-26,1.1576656301719759e-13,1.9684804245460928e-19,2.340906406937292e-14,1.0435440070217495e-18,4.7062252711620621e-42,2.2543591874406862e-20,1.6150438941528255e-38,3.6511161661539861e-17,2.5043822151438436e-20,9.5232061842599613e-18,8.5437374066834772e-17,1.0611283875698848e-19,1.8468464380916935e-13,8.4997486907436269e-18,1.5504551809402019e-27,4.7267767337160303e-22,1.3758824194453139e-21,5.4545526421996796e-19,5.0103478858786636e-20,2.5393181821212508e-18,4.5192359232920233e-21,3.1176781434120103e-19,3.3682637300257522e-28,3.402098139749933e-35,2.0241541244768425e-34,2.522400090501277e-53,7.4464336262164082e-43,1.3576356206539449e-24,7.2608042281372548e-22,2.6740454683293426e-22,1.6687683300628012e-24,2.3015816210648584e-29,5.62992534033967e-22,2.7244526070949407e-24,4.5773366970121328e-32,4.2944360668411057e-16,1.0423718745046665e-21,3.0413579366063146e-22,3.3801947247124953e-27,7.7112082416146957e-38,2.8785072462437423e-37,2.2851990375473418e-32,0.88168480800000004,0.0,0.0094599999993638176,0.10884999999896278,3.5805204911418342e-14,3.60931009399183e-14,7.1847276289632127e-14,7.1819490549765886e-16,4.9501254454237337e-16,2.095292630354889e-16,1.9267566266823433e-13,1.5921146726759051e-13,1.7885645935698074e-15,1.4790313103358878e-15,1.7231667264888645e-13,6.0495067411004112e-16,3.8010214803968131e-17,3.3779550982766094e-15,3.0007370199927086e-15,2.8519794283881232e-15,6.8826846645527948e-15,5.6470546439903378e-15,1.5221764026071877e-14,3.6184466335207428e-16,1.6519264425280523e-14,7.4898176477383912e-14,4.0605079903717247e-14,8.3442240028810627e-17,1.0323885161259655e-15,1.3459356616029427e-14,3.0054797434065555e-16,2.5251624177739329e-15,5.6917698622110144e-15,1.0368824882125308e-17,1.1900155101776952e-15,2.3569386093293387e-15,9.8569373423766468e-17,1.8227440036277108e-15,1.6521552695298295e-21,3.6729990960830521e-21,5.8913770200769531e-23,7.2317139520968883e-20,5.481712208226299e-19,3.1030948061400069e-18
2.3115054979311828e-07,0.0034820617813140047,2.3066666569814927e-16,1.9080621649917534e-17,4.3406333467480352e-15,1.4435742136732518e-16,2.2543187728479951e-15,0.0,0.0,4.225328994083784e-14,5.7134874442358097e-18,5.7803752060666666e-18,6.1010817607682162e-20,5.9515347624126478e-33,3.9820806251502319e-16,1.1230182545338255e-19,5.8644020223193046e-14,3.4984153999232961e-16,5.458207626596494e-27,6.6858965219614472e-31,5.9418474848856299e-14,2.4626996802631387e-22,1.1915010486119605e-28,1.0345869310344233e-22,2.7465484178955947e-19,2.5083281955128473e-26,1.3934991359218449e-13,3.7190194903327671e-19,2.3847080327965589e-14,1.5715663260785393e-18,6.2010544589065188e-42,4.0056179198570922e-20,3.8077230136450521e-38,5.109145936858058e-17,2.9506568470907965e-20,1.1157911389444162e-17,1.1091099559270862e-16,1.4219398349554444e-19,2.1437973279958996e-13,1.3805788126320066e-17,2.350817979156125e-27,8.4075460006248796e-22,2.0676378103401605e-21,7.1962383232826435e-19,5.8007352830679763e-20,4.4832962043790404e-18,6.8668230079092726e-21,5.5656719339750682e-19,5.4562333466468476e-28,9.4252567044690805e-35,4.8786129106098653e-34,8.0897682094149155e-53,1.6560673514104647e-42,2.4581020496682695e-24,9.825065324092642e-22,4.212132054028568e-22,2.7368764631918425e-24,3.7391030457152874e-29,7.8748569678197944e-22,5.1231422170829381e-24,8.1715767141915174e-32,5.7578982311583143e-16,1.0942964076047339e-21,3.7008691244930495e-22,4.0668041295955518e-27,1.5879304441328164e-37,7.5850869003075917e-37,4.297531260368408e-32,0.88168480800000004,0.0,0.0094599999992708191,0.10884999999878826,3.8706645217271508e-14,3.9382219079616585e-14,7.4883991161185197e-14,8.508605926222461e-16,5.7410434921252493e-16,2.4287798531210146e-16,2.2084919006690969e-13,1.8165748278149195e-13,2.1302704478205806e-15,1.728603100441127e-15,2.0421581629578468e-13,7.062500589346946e-16,4.4653375045563125e-17,4.3501914571622057e-15,3.9567025781131119e-15,3.6791877659190247e-15,8.9105785662052524e-15,6.6582681825468891e-15,1.6219554129197387e-14,5.061182772962777e-16,1.9498146794890972e-14,8.3354578666731999e-14,4.8350847847061065e-14,9.8583787977504334e-17,1.5605383580468153e-15,1.6064443750438635e-14,3.5155952068400204e-16,3.0277843760518518e-15,6.9053609157556346e-15,1.2579370814093994e-17,1.6984447913706446e-15,3.3615327786421265e-15,1.3369343429265461e-16,2.5544257525406807e-15,2.3154070984511116e-21,5.2387245611339573e-21,7.9907772804795799e-23,1.0686711830241287e-19,8.5747437976062944e-19,4.5962631865454322e-18
2.6042714276356375e-07,0.0034820617813137787,2.4698551485422044e-16,2.371889328941846e-17,5.5276716098564682e-15,1.7535059414468276e-16,3.31318878441387e-15,0.0,0.0,5.0601182650294927e-14,7.6643255282360335e-18,9.6655273128649057e-18,1.0043113808774055e-19,1.0479802194222917e-32,5.0315928182853344e-16,1.6149312128286433e-19,6.0789122330093273e-14,4.1487580052383866e-16,7.0190224301858306e-27,6.8862747785560353e-31,7.0001572513800922e-14,3.5560283283820664e-22,1.6016672281200342e-28,1.3700885314334331e-22,3.6283305040344852e-19,4.6453343803526631e-26,1.6331142821448932e-13,6.4492276737205681e-19,2.4288677312941081e-14,2.2224158042966511e-18,7.9838559908460054e-42,6.5504682826663324e-20,7.9261694532771804e-38,6.8379430391313915e-17,3.3943992978745523e-20,1.2822877537142829e-17,1.4179395871727017e-16,1.8360954826230176e-19,2.4409998609800715e-13,2.0958584828153337e-17,3.3413464799171895e-27,1.3944197397563755e-21,2.9507164693253299e-21,9.1928711897409947e-19,6.5901497880882237e-20,7.2846576989895865e-18,9.776520898989919e-21,9.1409194208114331e-19,8.1662398662210662e-28,2.2591788722346372e-34,1.0326667605780783e-33,2.1986892430139599e-52,3.2261520986717404e-42,4.0958297141593472e-24,1.2782241693234177e-21,6.2424526962261569e-22,4.1891540337671676e-24,5.6771932958611025e-29,1.0536580821286527e-21,8.832971559940559e-24,1.3421006942208149e-31,7.435934536705897e-16,1.146376685011719e-21,4.4617191798087474e-22,4.763756384409071e-27,3.0506466536138899e-37,1.7621860745980068e-36,7.4100043690665205e-32,0.88168480800000004,0.0,0.0094599999991775499,0.10884999999861267,4.1580188887315033e-14,4.2603783495404797e-14,7.7809467695614075e-14,9.9593279482941759e-16,6.5609683176008489e-16,2.7838119399074293e-16,2.4875856147844433e-13,2.0363963845300529e-13,2.503466944463759e-15,1.9873293356205472e-15,2.362475233167996e-13,8.1379833923216464e-16,5.1688774893406878e-17,5.4399167487627309e-15,5.0490605051799857e-15,4.6043985570480193e-15,1.1201357198118399e-14,7.6632075421452384e-15,1.7161007563308506e-14,6.7797009185790177e-16,2.2556076125195369e-14,9.1257436077347043e-14,5.6322729125915618e-14,1.1458496136636736e-16,2.2395866826188371e-15,1.8656233850911324e-14,4.0272561237496115e-16,3.5291471347044445e-15,8.1196285294189724e-15,1.4791137001432137e-17,2.3051664190044881e-15,4.558987224056031e-15,1.7477529405638567e-16,3.4141878203707338e-15,3.0947685981496259e-21,7.1050715231168755e-21,1.0446290032176169e-22,1.4898163245044832e-19,1.2685953372702561e-18,6.4187287332836058e-18
2.897037357340092e-07,0.0034820617813135554,2.6309101889368452e-16,2.8969619321835822e-17,6.7969961215930128e-15,2.0843447937323187e-16,4.6367816771833746e-15,0.0,0.0,5.9570025273001706e-14,9.9794070807148526e-18,1.5158932203425102e-17,1.5507697112967461e-19,1.7916852486272748e-32,6.2181077845653161e-16,2.2096363552422676e-19,6.2787195310445616e-14,4.8213258540962986e-16,8.8313365249156686e-27,7.1417546208630961e-31,8.1093311560160614e-14,4.9846869433021422e-22,2.0743954636523419e-28,1.7755238318776816e-22,4.6913995167722852e-19,7.9812570090628641e-26,1.875528377309436e-13,1.0468795648206412e-18,2.4730064380911235e-14,2.9966732630653616e-18,1.0056404365929946e-41,1.0055373686651095e-19,1.4987079256703758e-37,8.840641530885849e-17,3.8350663536318122e-20,1.4518258057315817e-17,1.7889756736111517e-16,2.3034249654664323e-19,2.7384804438527958e-13,3.0197935394104313e-17,4.5232018042472489e-27,2.1875704843810577e-21,4.0434296801963728e-21,1.1443557550843336e-18,7.3753196891702535e-20,1.110987264992355e-17,1.3252570562044535e-20,1.4088741017336313e-18,1.1518239782646788e-27,4.8531870038733824e-34,1.977313303905409e-33,5.2397114767045919e-52,5.690549895717151e-42,6.4020266548405829e-24,1.61310545685435e-21,8.8221910774990465e-22,6.078996776411022e-24,8.1808874232464407e-29,1.3620366506855262e-21,1.4241486607904082e-23,2.068590934215872e-31,9.3278708829810502e-16,1.1984840164092633e-21,5.3563028341657278e-22,5.4682593748499492e-27,5.4952375147788045e-37,3.7211713302134462e-36,1.1947853781555768e-31,0.88168480800000004,0.0,0.0094599999990839824,0.1088499999984361,4.4425990811206598e-14,4.5759990036561539e-14,8.0674179968597811e-14,1.1548774304534749e-15,7.4106920116208291e-16,3.1631214355823311e-16,2.7641049005457118e-13,2.2517511865864091e-13,2.9121105065176794e-15,2.2555001963981838e-15,2.6836528290169338e-13,9.2849640118236786e-16,5.9179212090399383e-17,6.6462093029783898e-15,6.2782646282949051e-15,5.6258242778215003e-15,1.3758137485799106e-14,8.6606338104209936e-15,1.8051486613063499e-14,8.7720923423155378e-16,2.56768096204177e-14,9.8661624320557836e-14,6.4475799885219078e-14,1.3159603893829339e-16,3.0793253200598571e-15,2.123020946432507e-14,4.5399734480678348e-16,4.0262623521633355e-15,9.3259832666907935e-15,1.6988482328104625e-17,3.0098481217743439e-15,5.948158884345319e-15,2.2216174321433542e-16,4.4008859008117469e-15,3.9892024901383586e-21,9.2702595690762924e-21,1.3278643286190611e-22,1.9866996585348902e-19,1.7979026242672895e-18,8.5710166916612269e-18
3.189803287044547e-07,0.0034820617813133337,2.7907813849504837e-16,3.4898656079961117e-17,8.1309382045143455e-15,2.4359076683563016e-16,6.2413933106216978e-15,0.0,0.0,6.9156217608437434e-14,1.2684792069993445e-17,2.2602908343436907e-17,2.2772405539755507e-19,2.9599962038568586e-32,7.549474970632107e-16,2.909043527256881e-19,6.4698606029472793e-14,5.5148583712836356e-16,1.0896520210611025e-26,7.347220030794759e-31,9.2687480865137791e-14,6.8130672301053565e-22,2.6084827861553799e-28,2.2557087776871992e-22,5.9477694006549266e-19,1.2914021931026919e-25,2.1201233556567647e-13,1.6119795938163821e-18,2.5169864853205526e-14,3.8937845034192066e-18,1.2418666593064009e-41,1.4686992624940422e-19,2.6271053983293009e-37,1.1119507802534777e-16,4.2723996766866615e-20,1.6244099642928537e-17,2.2302729099523273e-16,2.8237615640419079e-19,3.0362433358440567e-13,4.1744808788573842e-17,5.8957041652982626e-27,3.2793313210315246e-21,5.3628128364640809e-21,1.394660851994777e-18,8.1541666154377397e-20,1.6121225780696881e-17,1.7293732802261992e-20,2.0657404534152987e-18,1.5521053478237601e-27,9.525090642398206e-34,3.496891501459182e-33,1.1259212802575664e-51,9.2968334904282697e-42,9.5120341216385642e-24,1.9870270716028114e-21,1.2004548815478363e-21,8.4562353441085693e-24,1.1310115254731661e-28,1.7130213671104199e-21,2.1764605694182576e-23,3.0330922691249681e-31,1.1433040475248859e-15,1.2505710050683239e-21,6.4219827768250576e-22,6.1785634453156752e-27,9.3567003962030739e-37,7.2560441861940896e-36,1.8260132587377426e-31,0.88168480800000004,0.0,0.0094599999989901026,0.1088499999982587,4.7244697022349107e-14,4.8853179344794009e-14,8.3503759006053929e-14,1.3290957189891138e-15,8.2907823685437856e-16,3.5691648860792485e-16,3.0380855314926725e-13,2.4627828253882151e-13,3.3599969790851149e-15,2.5333333123865009e-15,3.0054494237305783e-13,1.0511608893588325e-15,6.7181840555426046e-17,7.9681690685445544e-15,7.6444877487632942e-15,6.7417547420188886e-15,1.6583703937136182e-14,9.6499638505997067e-15,1.8895847462504091e-14,1.1034245594849611e-15,2.8845865016916962e-14,1.056165790172535e-13,7.2769983661348215e-14,1.497541660770728e-16,4.0865460347651735e-15,2.3784232810531617e-14,5.0534905715322788e-16,4.517206615079158e-15,1.0518867392679668e-14,1.9161286398939622e-17,3.8116262316434969e-15,7.5268502781309625e-15,2.7624860098066569e-16,5.5132118330680394e-15,4.9975229155527002e-21,1.1730864233004314e-20,1.6511495727184976e-22,2.5588072866053129e-19,2.4626359892244694e-18,1.105096784990134e-17
3.4825692167490015e-07,0.003482061781313115,2.949898935574147e-16,4.1569949614515624e-17,9.5151036309591851e-15,2.8081179300206041e-16,8.1392089743963906e-15,0.0,0.0,7.9355501476698495e-14,1.5806357177073358e-17,3.2358914811279562e-17,3.2116870995902592e-19,4.7196318578270697e-32,9.0340318960330519e-16,3.7142321358687864e-19,6.6555698355263724e-14,6.2287222290961218e-16,1.3214098597048513e-26,7.5372470165903882e-31,1.0477904411039591e-13,9.1098616488177053e-22,3.20294617028134e-28,2.8140885157305842e-22,7.4060144592124405e-19,1.9913005053680554e-25,2.3665704219267198e-13,2.3782734702109298e-18,2.560881450533268e-14,4.9122608030362511e-18,1.507101329753556e-41,2.0610666449536786e-19,4.3322470495841854e-37,1.3676126798416209e-16,4.7062908819411707e-20,1.8000355725617456e-17,2.7497832137956384e-16,3.3969414757377749e-19,3.3342735009415678e-13,5.579632458088843e-17,7.4566553987579958e-27,4.7350339116068525e-21,6.9243636343935692e-21,1.6699693872763864e-18,8.9256195966677397e-20,2.2473920938737801e-17,2.1894231138530984e-20,2.9096715682618452e-18,2.0173745490362937e-27,1.7442267153752232e-33,5.8026157656053378e-33,2.2074190097060724e-51,1.4302359745608442e-41,1.3563849458850939e-23,2.3998694494135838e-21,1.5837924508795415e-21,1.1366098505803941e-23,1.5118339198550125e-28,2.1069130544567334e-21,3.1847356420135984e-23,4.2722968689098017e-31,1.3750781819803349e-15,1.3026614049289247e-21,7.7023645125917013e-22,6.8937400444323634e-27,1.5148870529780509e-36,1.3308198338868347e-35,2.6720331004768884e-31,0.88168480800000004,0.0,0.0094599999988959019,0.10884999999808044,5.0037065071805728e-14,5.1885469889458873e-14,8.6309567070952696e-14,1.5198966712033392e-15,9.2015379538476048e-16,4.0040444476108933e-16,3.3095499474837098e-13,2.669613339119788e-13,3.8506844077230544e-15,2.8209559223113797e-15,3.3277494370843729e-13,1.1824968950775264e-15,7.5746228882847713e-17,9.4049130395352634e-15,9.1475817408694816e-15,7.9505671236140754e-15,1.9680345775821081e-14,1.0630956468739977e-14,1.9698283022885455e-14,1.3560026990193375e-15,3.2050794250815064e-14,1.1216548810367327e-13,8.1170834475327631e-14,1.6917865328616644e-16,5.264712049986852e-15,2.6317396620738901e-14,5.5676805427211008e-16,5.0009534063446674e-15,1.1695273761698109e-14,2.1304073442921569e-17,4.7092066645325168e-15,9.2920142636081828e-15,3.3748919476633766e-16,6.749779433156372e-15,6.1184732638188336e-21,1.4482136240671237e-20,2.0171943584065023e-22,3.2051283692327109e-19,3.2813065866943089e-18,1.3854223099153247e-17
4.0681010761579104e-07,0.0034820617813126867,3.2673366266187388e-16,5.7378555006094982e-17,1.2388071952608591e-14,3.6142508735410711e-16,1.2850764321943471e-14,0.0,0.0,1.0157512722116715e-13,2.3400594265843738e-17,6.0313431140528403e-17,5.8159402793002431e-19,1.0856820347451069e-31,1.2496785965051049e-15,5.6447221633469318e-19,7.0196990255314913e-14,7.7157695582767302e-16,1.8594803882862658e-26,7.9615269145644861e-31,1.3043574732245934e-13,1.5393900176400297e-21,4.5675043046954039e-28,4.175479960638386e-22,1.095313549679464e-18,4.22806002972496e-25,2.8641011914380008e-13,4.6802277262150748e-18,2.6485400204026681e-14,7.3060289430619897e-18,2.1236325023145744e-41,3.6982431912049909e-19,1.0229382917174694e-36,1.9628046216202472e-16,5.5633730283538527e-20,2.1604003885124914e-17,4.0547157041256432e-16,4.7011689561531229e-19,3.9310927418011772e-13,9.2109356440479475e-17,1.1132948650393888e-26,9.0215612604076394e-21,1.0830246256867187e-20,2.2945838195575133e-18,1.0443566142141439e-19,3.97869490204407e-17,3.2743543094552469e-20,5.2581624506879752e-18,3.140988320201834e-27,4.9779869586275117e-33,1.3781673007116589e-32,6.9415512415056333e-51,2.9505083128001251e-41,2.5045482269955829e-23,3.3418315364329397e-21,2.5633603117680386e-21,1.8946248442057059e-23,2.4960565356102682e-28,3.0244893575825581e-21,6.153719789474862e-23,7.7208829963881666e-31,1.9021310621907364e-15,1.4068902600035026e-21,1.1106333421609398e-21,8.3361081693828694e-27,3.515066342487228e-36,3.8847239955676042e-35,5.1633303883286913e-31,0.88168480800000004,0.0,0.0094599999987064944,0.10884999999772155,5.5544361330632425e-14,5.7774099978620579e-14,9.1888083624502466e-14,1.956066239431414e-15,1.1115376240883613e-15,4.9673401549012712e-16,3.8450385204051722e-13,3.0711286222801043e-13,4.9735851123639713e-15,3.425776443684765e-15,3.973447591159015e-13,1.4735563383345615e-15,9.4728105297054088e-17,1.2619264737630199e-14,1.2562733034968561e-14,1.0640644529652633e-14,2.669404518419932e-14,1.2567093805944914e-14,2.1191978648157301e-14,1.9373928360008984e-15,3.8525399422711018e-14,1.2419653173848179e-13,9.8173870460044176e-14,2.1223254380085536e-16,8.1381280853803358e-15,3.1317898893990984e-14,6.5976156708651107e-16,5.9442187295279808e-15,1.3990798582418205e-14,2.5485294126581216e-17,6.7860183534178102e-15,1.3368460441024655e-14,4.8343659569594694e-16,9.5901188050516214e-15,8.6932589501111441e-21,2.0835952763175291e-20,2.8895469103773348e-22,4.7156747278495516e-19,5.4610585828408802e-18,2.0410135986476896e-17
4.65363293556682e-07,0.003482061781312268,3.5842706222892183e-16,7.6837008025823683e-17,1.5349531707714458e-14,4.5027091434138225e-16,1.8815529783990723e-14,0.0,0.0,1.2618956476752813e-13,3.2964827717998257e-17,1.0218035893063321e-16,9.5854099744057715e-19,2.2268452377600055e-31,1.6676413380073417e-15,8.0025205286229632e-19,7.3776507920114265e-14,9.2816763975990396e-16,2.4936168190440183e-26,8.3747476953666877e-31,1.5803222275804623e-13,2.4431399070792601e-21,6.1564300473396564e-28,5.8715569404021913e-22,1.5362210827714051e-18,8.0153659637024458e-25,3.3674604428880264e-13,8.3167059183481184e-18,2.7363006356538255e-14,1.0159748900866932e-17,2.8508286522415747e-41,6.0435352826696779e-19,2.098682235471305e-36,2.6704470090890284e-16,6.4061868634287792e-20,2.5328961673229366e-17,5.7649972803747958e-16,6.2147746368521322e-19,4.5288488838394642e-13,1.4030705938398295e-16,1.5524181359784363e-26,1.5666174185671853e-20,1.5859706407602344e-20,3.015943866950165e-18,1.1927832838443959e-19,6.4125485487293968e-17,4.5722939775173329e-20,8.6520569419114998e-18,4.5149316069309745e-27,1.2104683030492367e-32,2.8264496583681702e-32,1.7946840167358018e-50,5.3211150092192904e-41,4.1955609717549434e-23,4.4380159969671838e-21,3.8517763459069319e-21,2.9100169315078851e-23,3.8024909398710978e-28,4.1165085133031223e-21,1.0713270723457537e-22,1.2704809459458894e-30,2.5134083965611753e-15,1.5112704147475615e-21,1.602656000106084e-21,9.7935060814882537e-27,7.1795596920629343e-36,9.8200026232716627e-35,8.9894241148651563e-31,0.88168480800000004,0.0,0.0094599999985157182,0.10884999999735946,6.095063575008886e-14,6.3437713624022229e-14,9.7431512382459987e-14,2.4720109530914082e-15,1.3150951635199651e-15,6.0637936450040603e-16,4.3707513448362416e-13,3.457102452869154e-13,6.304363787929666e-15,4.0697100574225473e-15,4.6203861846017379e-13,1.8053646834452563e-15,1.1638836197504189e-16,1.6282415539098457e-14,1.6517915514699263e-14,1.3684407770867534e-14,3.4809238589229761e-14,1.4468799350277963e-14,2.2556898195494961e-14,2.6147161456258928e-15,4.5031437251767607e-14,1.3500600910194173e-13,1.1529322074594451e-13,2.6139960318629567e-16,1.1686370728638586e-14,3.6230283498604717e-14,7.6293187682716566e-16,6.8547680850409808e-15,1.6208182904639585e-14,2.9524179771297609e-17,9.2271575418425388e-15,1.8147793017821889e-14,6.6445732156627519e-16,1.2910637556727512e-14,1.1703346119706806e-20,2.8285407986613913e-20,3.9715409207119097e-22,6.5069438153269899e-19,8.5156116017659974e-18,2.8189208603672806e-17
