Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87)
1e-12,0.006830102761067746,2.5224404231537476e-19,2.8950505789487382e-25,1.8626623691489822e-23,9.1380180231782518e-25,6.1665561486276993e-30,0.0,0.0,1.3515911926631539e-18,2.4419789816181886e-27,4.8991516242120964e-37,4.5023675067002597e-37,5.1992653929264973e-46,9.1844126043797864e-24,1.2713988692945232e-35,5.5599500264407576e-16,1.936870690403133e-23,2.0092955531691559e-32,1.0940374014682076e-33,2.6477650680460096e-20,2.2987535583527603e-41,9.0235651335288483e-35,9.6145726684809371e-33,4.3247749264616581e-26,1.2099975036549077e-40,2.6376303419577039e-21,1.4072393548671079e-39,6.2812695330847127e-16,3.0928893612634671e-36,8.7229835402364841e-49,1.0397420986406191e-36,3.3242674877533867e-58,1.2397020718962073e-29,2.0338963086060892e-25,1.3245122608875074e-24,9.2836588923824676e-24,7.9198345771599032e-26,7.9504946819601964e-21,7.1894618691110621e-35,2.7148661311441898e-37,6.1613404395861046e-33,1.0173089486553916e-31,2.6772329652434446e-29,2.9728685117702274e-25,2.0911602442771988e-39,1.6862257702317203e-42,5.448194036796855e-42,4.0527345092917454e-53,1.4930098536520081e-55,2.8758241488659078e-50,6.8967556317491407e-83,5.0815639453954258e-72,9.9240336705026749e-42,1.1204858095061946e-31,9.9616931176226839e-38,3.6345909842276628e-36,7.9224401958217843e-46,9.8364800717835885e-33,2.9129687590012292e-41,2.5016167089384569e-54,2.202540026084862e-28,1.0166631230878032e-24,1.1851836745639467e-28,4.0576391551053838e-36,1.0267618611750949e-49,9.5350288681121205e-64,1.3454952317597329e-49,0.88168480800000004,0.0,0.0094599999999980117,0.10885,8.0127989622651462e-16,6.2810958196836784e-16,8.0129260439124627e-16,7.2054058837393538e-19,5.8681132858641392e-19,2.9340640207184036e-19,1.7008383466535393e-20,1.3616155039845076e-20,5.2258537367863185e-23,4.3729088222189294e-23,3.9974085815125181e-21,2.1640945696990054e-23,1.8401646382167524e-25,5.6985686064339826e-22,4.361662645527781e-22,4.7940100043672317e-22,3.8816088057004739e-22,1.9093884160717541e-22,5.5598421015043671e-16
1.023e-12,0.006830102761067746,2.5806596809968327e-19,2.9951143366428284e-25,1.9276726815367755e-23,9.4571455880645961e-25,6.4189836568767274e-30,0.0,0.0,1.3827122360099172e-18,2.5272014002135327e-27,5.0997468945858544e-37,4.6866663525975295e-37,5.427819147911157e-46,9.5049093811753218e-24,1.3234398875935221e-35,5.6878973408562163e-16,2.0044541949035544e-23,2.0794180169978156e-32,1.1322097842043029e-33,2.7401535528860537e-20,2.3998534197687952e-41,9.3384884755178688e-35,1.000810125825539e-32,4.4756793200299812e-26,1.2595395175005624e-40,2.7296654699500564e-21,1.4649265528890982e-39,6.4258150535565913e-16,3.2194833495355354e-36,9.0800421496030962e-49,1.082299594438727e-36,3.4704530361049079e-58,1.2904440779011885e-29,2.104652720663756e-25,1.3707285609087854e-24,9.6077282926584402e-24,8.1961518153945378e-26,8.2279116857549434e-21,7.4837327784393845e-35,2.825986821200639e-37,6.4135183217690929e-33,1.0589463619624569e-31,2.7867833108921624e-29,3.0765282847663671e-25,2.1768183874772413e-39,1.7603761690420448e-42,5.6877751509549295e-42,4.2371435399535269e-53,1.5601364142201239e-55,3.0022842439213039e-50,7.2158856148253944e-83,5.316677877048212e-72,1.0360497713088251e-41,1.1663460429047745e-31,1.0399742960529882e-37,3.7833799439520664e-36,8.2705205961968426e-46,1.023878139209257e-32,3.041073529539715e-41,2.6137137830688767e-54,2.2926917001483479e-28,1.0520038435055971e-24,1.2265385671811603e-28,4.2235745184441413e-36,1.0718814835373285e-49,9.9762168880544336e-64,1.4066147567989288e-49,0.88168480800000004,0.0,0.0094599999999979666,0.10885,8.1971890260786671e-16,6.4256352788388367e-16,8.1973205419290165e-16,7.3712124794305514e-19,6.0031460934692116e-19,3.0015806819388391e-19,1.7601851823705849e-20,1.4091258084321208e-20,5.408184593097309e-23,4.5254818921091005e-23,4.1368902088080948e-21,2.2396005294021402e-23,1.904423251426764e-25,5.89740935522696e-22,4.5138543014743374e-22,4.9612876491604985e-22,4.0170501743356196e-22,1.9760205999118346e-22,5.6877856500909143e-16
2.047e-12,0.00683010276106776,5.1952479059181467e-19,1.1854083038680861e-24,7.7302619034437162e-23,3.8060171416062203e-24,5.1487132133530587e-29,0.0,0.0,2.7706248417061356e-18,1.0129972114161356e-26,4.1040955575067551e-36,3.7579106415357756e-36,8.6101212679025479e-45,3.8078649824806904e-23,1.0605798864253903e-34,1.1384409421343626e-15,8.0268817627041839e-23,8.3352450844533347e-32,4.5325649803630969e-33,1.0972758885986417e-19,3.8528610975427149e-40,3.7439526520441909e-34,8.0159899463417055e-32,1.7922548569482786e-25,1.0133056079888621e-39,1.0930949451490976e-20,1.1975330705279815e-38,1.2861183688838172e-15,2.5788373655042895e-35,7.2790200701173268e-48,8.6697928241709048e-36,5.5635578344698304e-57,1.0337098326970625e-28,8.2851305153639254e-25,5.4890478512555253e-24,3.8563720047740026e-23,3.2800505794123001e-25,3.2948347098640395e-20,5.9949597807364338e-34,2.2634890542629874e-36,5.1345942949928115e-32,8.4775719517671249e-31,2.2238908247253031e-28,1.226993013133873e-24,1.7616742653671594e-38,2.8200922452126508e-41,9.1130749812685523e-41,1.357620307521802e-51,4.1124537878487711e-54,4.8075055922958461e-49,4.6679929447005872e-81,3.4069537707807705e-70,1.6635649733856804e-40,9.3370948361567157e-31,1.6652035919675523e-36,3.0365827585442332e-35,1.2928222213908367e-44,8.1177393344729438e-32,4.8816964115038891e-40,5.1532120221526557e-53,1.8365417816111654e-27,4.123084442051111e-24,4.9117759804031055e-28,3.3438704669335523e-35,1.6836564342813345e-48,6.415653740749097e-62,4.1129729536397603e-48,0.88168480800000004,0.0,0.00945999999999593,0.10885,1.6406273427492194e-15,1.2860463838889112e-15,1.6406800033895021e-15,1.4752462078385909e-18,1.2014328385056817e-18,6.0071947566447493e-19,7.0481771209462481e-20,5.6423655439199697e-20,2.164642869476234e-22,1.8114483796740165e-22,1.656591119078557e-20,8.9643204086415296e-23,7.6604477772264145e-25,2.3616158697814661e-21,1.8075513652511195e-21,1.9867291903250595e-21,1.6086257315846719e-21,7.9182816729059732e-22,1.1383962160936235e-15
4.095e-12,0.006830102761067788,1.0514679408285022e-18,4.7360329695347145e-24,3.1021031655287196e-22,1.5383968844049992e-23,4.1319815253317364e-28,0.0,0.0,5.5558490017519646e-18,4.0621177816063284e-26,3.3156813046305672e-35,3.0141627193679356e-35,1.3521986729774162e-43,1.5252484520359258e-22,8.4969124769306036e-34,2.2777734073876068e-15,3.2126024466087535e-22,3.3425572792941561e-31,1.812955224086432e-32,4.3914340987428525e-19,6.1871347693971892e-39,1.5019076655505064e-33,6.4154163184104161e-31,7.1728217103297019e-25,8.1814184876287868e-39,4.374853022716172e-20,9.9698080639218324e-38,2.5731723670267615e-15,2.0642211235218219e-34,5.8357767388126119e-47,6.9404540742379928e-35,8.9176567206336318e-56,8.275119680050363e-28,3.2073089535676463e-24,2.1968317045181668e-23,1.5501774464194576e-22,1.3110847149144403e-24,1.3186523572829854e-19,4.7993076086598164e-33,1.8115555866132034e-35,4.1056588068138795e-31,6.7783451492908466e-30,1.7668853296377951e-27,4.8711544636698864e-24,1.4389751886906157e-37,4.5138252916125829e-40,1.4590686564985368e-39,4.3460427620320014e-50,1.1739732594069799e-52,7.6881514169331342e-48,3.0418090898548761e-79,2.1811130309805697e-68,2.6721874684125633e-39,7.465134213497286e-30,2.6627045098337007e-35,2.4397276779284815e-34,1.9727681397233067e-43,6.3705352186170957e-31,7.8436571139121297e-39,9.3176810359232891e-52,1.4701709636561558e-26,1.5825186456145039e-23,1.9659002371340642e-27,2.6167529188323529e-34,2.5932710448663996e-47,4.1312489048374873e-60,1.1211795275607677e-46,0.88168480800000004,0.0,0.0094599999999918586,0.10885,3.2823314791593247e-15,2.5728843107309559e-15,3.2825422016434776e-15,2.9511973727017328e-18,2.4033845064182961e-18,1.2017044768980147e-18,2.8204757818910614e-19,2.2578380399287473e-19,8.6549526605963808e-22,7.2436440366540947e-22,6.6298951071267792e-20,3.5844284749504487e-22,3.0932157293555021e-24,9.4517861809016195e-21,7.2341170470462524e-21,7.9512583592216271e-21,6.4381217454371731e-21,3.1733476976748041e-21,2.27759440637287e-15
8.191e-12,0.0068301027610678435,2.1514503384618216e-18,1.9090570940995147e-23,1.2471388567919181e-21,6.2764183002017453e-23,3.3215725320743008e-27,0.0,0.0,1.1163896463192157e-17,1.6315894363406893e-25,2.7015875288758922e-34,2.4215068304618131e-34,2.0874825106362873e-42,6.1118637250865275e-22,6.8095510235554308e-33,4.5565585257064868e-15,1.2854400335061068e-21,1.3426696316808091e-30,7.245163330319629e-32,1.7569606608128685e-18,9.9517726132344376e-38,6.0371306326625318e-33,5.131495483698304e-30,2.8697573428402615e-24,6.6586723410963304e-38,1.7504480452529857e-19,8.5865588613468129e-37,5.1472014392102006e-15,1.6515983529863653e-33,4.6841369642255692e-46,5.5543071558321019e-34,1.4304358587863016e-54,6.6223059436792105e-27,1.2046753210162464e-23,8.7896367092419496e-23,6.2507668877502577e-22,5.2324803903493446e-24,5.2759209216951703e-19,3.841009441019739e-32,1.4490452120506623e-34,3.2780957993852842e-30,5.4114478239435282e-29,1.3930007411031671e-26,1.9180508381624445e-23,1.1974955339599392e-36,7.2198956081073233e-39,2.3351807201207642e-38,1.3902838105980353e-48,3.5234100636194592e-51,1.2275834853638193e-46,2.0134966285751825e-77,1.395219770604827e-66,4.300503645342755e-38,5.9590184131707926e-29,4.2506873597305318e-34,1.9649423236565926e-33,2.8815377489748365e-42,4.912302968888071e-30,1.2631867363885965e-37,1.5936582619609972e-50,1.1764827995157943e-25,5.8486002704182333e-23,7.8664783470486289e-27,2.0065326364036228e-33,3.8548585529100969e-46,2.6699391332638946e-58,2.7687767602844975e-45,0.88168480800000004,0.0,0.0094599999999837158,0.10885,6.5652889628190505e-15,5.1460492527107661e-15,6.5661317831023167e-15,5.9019095091630201e-18,4.806152403502079e-18,2.4031250394779062e-18,1.1282052865366156e-18,9.0308897885281409e-19,3.4561875966325322e-21,2.8933090638574824e-21,2.652552025003144e-19,1.4315307401192425e-21,1.2594016200375176e-23,3.7817929291691672e-20,2.8943423525156434e-20,3.1813016416673459e-20,2.575977922317928e-20,1.2730986928167915e-20,4.5558423490434745e-15
1e-11,0.006830102761067954,2.6691312457818117e-18,3.2080742794325928e-23,2.0821555201146851e-21,1.0649088008679153e-22,8.5006372861618669e-27,0.0,0.0,1.3673910053178553e-17,2.7237888937168776e-25,7.0472023729518923e-34,6.1984793742031505e-34,8.5486798812418722e-42,1.017540492669391e-21,1.7366675715668528e-32,5.5630910097848327e-15,2.1372402648280743e-21,2.2416340460216259e-30,1.2030501299560169e-31,2.9209353929654087e-18,4.3206212844070961e-37,1.0086186477775321e-32,1.3056241007690918e-29,4.7709462769810677e-24,1.7346405545623263e-37,2.9103224175009788e-19,2.3980563353952911e-36,6.2839526558044955e-15,4.2039513412468933e-33,1.1975452452005467e-45,1.4142078475402587e-33,6.1914498288456943e-54,1.6860980416386922e-26,1.8876951128348545e-23,1.4613372550418881e-22,1.0461767016819572e-21,8.676135396340468e-24,8.7714470440429675e-19,9.7804637662319416e-32,3.6869871154354138e-34,8.3199013118098183e-30,1.3732267437709e-28,3.4756892335616996e-26,3.1366338250424945e-23,3.2111193470347163e-36,3.1105824290793693e-38,1.0070583435392186e-37,1.0895905255340923e-47,2.6736473074277757e-50,5.2738406071720781e-46,3.3470971955150352e-76,2.0775108672815371e-65,1.8693371034719282e-37,1.5119258214962726e-28,1.8255056167528431e-33,5.0377616310056996e-33,1.0863027605056208e-41,1.1958964221293101e-29,5.491457697130379e-37,7.071969069177696e-50,2.995265131052738e-25,9.0313088271690821e-23,1.3079902461906892e-26,4.8488338635003915e-33,1.4901111283036222e-45,4.0632606507160042e-57,1.5616502804703043e-44,0.88168480800000004,0.0,0.0094599999999801197,0.10884999999999999,8.0148105643346996e-15,6.2820376698442791e-15,8.0162112966195424e-15,7.2040498492699554e-18,5.866339390283499e-18,2.9332507670945247e-18,1.875221434250256e-18,1.5009465285030054e-18,5.7343706732388009e-21,4.8016911024244885e-21,4.4098670745001578e-19,2.3754181874387118e-21,2.1320200300282647e-23,6.2876391316545158e-20,4.8119273187872359e-20,5.2890650938527433e-20,4.2828321273662548e-20,2.122653856353033e-20,5.5619003446454621e-15
1.6383e-11,0.006830102761067954,4.4957521586748435e-18,7.7916158460334958e-23,5.0284857368030333e-21,2.6077916504650015e-22,2.6774805514653256e-26,0.0,0.0,2.2530414610880675e-17,6.5775805667031738e-25,2.2380568624879525e-33,1.9525409029648668e-33,3.1346813002621321e-41,2.4513483141099611e-21,5.4617160464014505e-32,9.114609443102732e-15,5.1427907770050328e-21,5.4136019049146224e-30,2.8915416864879326e-31,7.0279838812626179e-18,1.605434665717821e-36,2.4373153564207006e-32,4.1018458077699129e-29,1.1479232051785248e-23,5.5057738350761658e-37,7.0029029139404136e-19,7.829782740940048e-36,1.0294943819719021e-14,1.3209849143384503e-32,3.770263142298339e-45,4.4443761357004768e-33,2.2990538922758951e-53,5.2987823511629221e-26,4.2977091156973041e-23,3.5162242574870139e-22,2.5320149451230526e-21,2.0826964530249441e-23,2.1105301791940137e-18,3.0737642847398029e-31,1.1583495224503885e-33,2.6109754593073372e-29,4.3092019563007483e-28,1.0824390531164134e-25,7.4363658345811098e-23,1.0316128080509729e-35,1.1538657762500427e-37,3.7364710318519567e-37,4.443619363665317e-47,1.0864304090016599e-49,1.9550932485835483e-45,1.4446769114228644e-75,8.9156441377519543e-65,6.9478154089661411e-37,4.7440878256332471e-28,6.7669034111239862e-33,1.5880108584465807e-32,3.9025465278559444e-41,3.6822888363969316e-29,2.04107797216825e-36,2.6402017649865467e-49,9.4127817823519698e-25,2.0261396565002498e-22,3.1475306621741199e-26,1.4877804970497991e-32,5.3877469036709544e-45,1.7458269265839224e-56,6.0949302882936081e-44,0.88168480800000004,0.0,0.0094599999999674302,0.10884999999999997,1.3129402262772717e-14,1.0290337319685742e-14,1.3132771570130013e-14,1.1798611369945776e-17,9.6071760606128504e-18,4.8037828397185584e-18,4.5110445801077271e-18,3.61046821972311e-18,1.377286850517788e-20,1.1535357521536259e-20,1.0610498340912228e-18,5.7058955651281367e-21,5.211026835429556e-23,1.5129439192718071e-19,1.1578065980872131e-19,1.2726242603692095e-19,1.0305413880170821e-19,5.1202827169676438e-20,9.111744560194104e-15
3.2767e-11,0.006830102761068177,9.7613254222676799e-18,3.2485444265491256e-22,2.0341026699287805e-20,1.1206524898457428e-21,2.1651894055001921e-25,0.0,0.0,4.5865355391106604e-17,2.671477207274032e-24,1.9113804055544293e-32,1.5861783564231082e-32,4.5334762165610036e-40,9.8445073125792434e-21,4.385280067507399e-31,1.8232633436907956e-14,2.0575083863431289e-20,2.199315353985335e-29,1.1511913136171872e-30,2.8107159925036658e-17,2.5988404169822556e-35,9.9249511179444914e-32,3.2753259800159641e-28,4.5908902030734911e-23,4.6890383607436028e-36,2.8014608415397676e-18,7.7694154767348241e-35,2.0589164988008001e-14,1.0560594008097937e-31,3.0520591639605774e-44,3.5561167950898487e-32,3.7106361568856656e-52,4.2394863317059628e-25,1.4191469651002251e-22,1.4064896451819005e-21,1.0303141510125885e-20,8.2478412702632006e-23,8.4416402094723317e-18,2.4598431614341331e-30,9.2503753105633763e-33,2.0701182848224544e-28,3.4150276053313115e-27,8.1869660608467024e-25,2.8008524258233702e-22,9.427352975916669e-35,1.8414977548353492e-36,5.9773578290637696e-36,1.4181983584266475e-45,3.3874683401947028e-48,3.0987904111296534e-44,1.0826643054697154e-73,5.6869022698086513e-63,1.1276133718296023e-35,3.7578489999137285e-27,1.0716281651228161e-31,1.2868480617951422e-31,4.694586522142902e-40,2.6571172243349857e-28,3.3067058867658607e-35,4.2994608548054888e-48,7.5298493623030824e-24,6.3610012343646004e-22,1.2594478168205402e-25,1.0513603586532321e-31,6.8403405627776335e-44,1.1513991065940141e-54,1.2046081362976903e-42,0.88168480800000004,0.0,0.0094599999999348573,0.10884999999999992,2.6250434085658631e-14,2.0570760793867165e-14,2.6263892718973985e-14,2.3573428374346575e-17,1.919140915891306e-17,9.5964792764240757e-18,1.8026202227163137e-17,1.442376414813404e-17,5.4669509440161578e-20,4.5831680010799305e-20,4.2435391818680992e-18,2.2658736298955809e-20,2.2204396092254609e-22,6.0523176551034129e-19,4.6308107085553032e-19,5.0902562456353936e-19,4.1225019345564486e-19,2.0699029723310766e-19,1.8221174904459595e-14
6.5535e-11,0.00683010276106862,2.2597329532108715e-17,1.4063554700600016e-21,8.246006119050697e-20,5.1018415258711818e-21,1.7549184739321963e-24,0.0,0.0,9.4944524233916967e-17,1.1008558572140569e-23,1.7194606787083703e-31,1.3073803418979382e-31,6.321990644409684e-39,3.9588227367398181e-20,3.5234441010778141e-30,3.6476365546934631e-14,8.2323044282816273e-20,9.0671049279807338e-29,4.5614702266654413e-30,1.1237870301916157e-16,4.2187085447385541e-34,4.1071895252593025e-31,2.6101499940026714e-27,1.8355220207631199e-22,4.2049091752747205e-35,1.1207061634838741e-17,8.570132008304891e-34,4.1172548691773388e-14,8.4358092999897453e-31,2.4982505356386043e-43,2.8455278255010503e-31,6.0389582605645461e-51,3.3919095314286115e-24,4.273889059066184e-22,5.625366198924152e-21,4.1995689549419973e-20,3.2342723627763329e-22,3.3759165015946966e-17,1.9687438673444428e-29,7.3732510977632281e-32,1.6268289122554775e-27,2.6813415087044987e-26,5.9022220870898976e-24,1.0020515565661178e-21,9.4151868616644267e-34,2.9311025739920556e-35,9.5592876475390693e-35,4.5137066890827163e-44,1.0552141096166949e-46,4.8659473086347559e-43,9.0061663517025622e-72,3.6148739616297195e-61,1.8398686536580103e-34,2.9476484658869175e-26,1.6798859597318381e-30,1.0411299912416655e-30,4.8023253233649698e-39,1.8499247121676826e-27,5.3488739357182496e-34,6.9381022226641394e-47,6.022538703674957e-23,1.7624830073579327e-21,5.0401522544749514e-25,7.0410448563030036e-31,7.6583912864964929e-43,7.70919526955602e-53,2.1876686415806012e-41,0.88168480800000004,0.0,0.0094599999998697115,0.10884999999999972,5.2463813415987995e-14,4.1099113482741063e-14,5.2517494004646924e-14,4.7051077370826373e-17,3.8290452344410166e-17,1.9148287672320669e-17,7.1953940808251928e-17,5.7544628485561695e-17,2.1535331315556233e-19,1.8087688897709126e-19,1.6967091318779868e-17,8.9334720589858007e-20,9.9334455538050404e-22,2.4211064087027405e-18,1.8517981859816327e-18,2.0356967368053541e-18,1.6490983820113766e-18,8.4515781188574547e-19,3.6430544228081207e-14
9.999999999999999e-11,0.006830102761069509,4.0933881726506645e-17,4.0757075356261365e-21,2.1499159063221462e-19,1.575026345974403e-20,8.3180847604899612e-24,0.0,0.0,1.5164041126461169e-16,2.9734337037759404e-23,9.6220485986740483e-31,6.4425456716622431e-31,4.8698452980684642e-38,1.0261294593512707e-19,1.655248574172232e-29,5.5681055216288711e-14,2.1228903539193867e-19,2.4504274113257189e-28,1.1580227165047471e-29,2.8945489215753182e-16,3.8081355850407404e-33,1.114283805809442e-30,1.213391346610584e-26,4.727690389009854e-22,2.3505689297821147e-34,2.8892121054406536e-17,5.9503872384296998e-33,6.2811252616706062e-14,3.9381929272597813e-30,1.2162944370276988e-42,1.3325232300742677e-30,5.5383593152361406e-50,1.5880222458662258e-23,8.3399710551875136e-22,1.4497289298024614e-20,1.0969080808662507e-19,8.0782583131641315e-22,8.6985544155541261e-17,9.2206747084495666e-29,3.428883630182541e-31,7.3816380299271036e-27,1.2146988890667348e-25,2.3508957593974407e-23,2.2103758571384113e-21,5.9753927469677895e-33,2.5797005327661584e-34,8.4884786334179745e-34,7.7278903330237252e-43,1.7556216642037554e-45,4.1776828644052796e-42,4.5406898688958793e-70,1.2173597909928469e-59,1.6768233224360013e-33,1.333022187756694e-25,1.4376543477885119e-29,4.882369552360821e-30,2.3635726902338866e-38,7.572918710774686e-27,4.76201569527699e-33,6.1873834491858179e-46,2.8180224458031653e-22,3.1040432474516388e-21,1.2998112948498848e-24,2.7118233616306857e-30,4.3296104289531925e-42,2.8108866837999446e-51,2.0674507099494638e-40,0.88168480800000004,0.0,0.0094599999998011934,0.10884999999999936,7.9974796142589985e-14,6.2622726684448024e-14,8.0112518185993661e-14,7.160261417817826e-17,5.8239954011503415e-17,2.9127707115513858e-17,1.8483616205530771e-16,1.4769686909464481e-16,5.4169604387763493e-19,4.5630058809637158e-19,4.3704177567750863e-17,2.2502239999331984e-19,2.9745120346743117e-21,6.2413319663654484e-18,4.7709393101349849e-18,5.2454551053770065e-18,4.2510951206384011e-18,2.2495634250338087e-18,5.5563001359148164e-14
1.31071e-10,0.006830102761069509,5.7464710487050331e-17,6.4821905772395237e-21,3.344718503531866e-19,2.5350063776220552e-20,1.4234931987811486e-23,0.0,0.0,2.0275307355768338e-16,4.6616062344744556e-23,1.6746415616264463e-30,1.1072016786158306e-30,8.6901820491214163e-38,1.5943119722245928e-19,2.8298470155372851e-29,7.2994530124645026e-14,3.2945640256882951e-19,3.8421241580418796e-28,1.7907799973185237e-29,4.4909319979479586e-16,6.8609320870991686e-33,1.7485639031943837e-30,2.071980799219659e-26,7.3350475156541127e-22,4.0905791987147714e-34,4.4835613908762873e-17,1.0542182529949942e-32,8.2319048051250782e-14,6.7280576992571862e-30,2.0875890899685065e-42,2.2772929899762921e-30,9.986893047204865e-50,2.7138727346579764e-23,1.2005638651342625e-21,2.2495534550081788e-20,1.7071953369432854e-19,1.2445224437188487e-21,1.3497036429905891e-16,1.5758459219227962e-28,5.8553863079002738e-31,1.2569732447312137e-26,2.0680490408292993e-25,3.9381839617314284e-23,3.2997083493212566e-21,1.0513547423978052e-32,4.6411149081013279e-34,1.5279247731612123e-33,1.4287842240284173e-42,3.2432254642468395e-45,7.5052847619035371e-42,8.5530348266595932e-70,2.2822490577075079e-59,3.0226501484226027e-33,2.2690353561138976e-25,2.5822875865714536e-29,8.3453364580197011e-30,4.0614476951963066e-38,1.2732331057524093e-26,8.5728702857972633e-33,1.1139967628312842e-45,4.8155894096030126e-22,4.3134910414441402e-21,2.0172399811229635e-24,4.5218286770581629e-30,7.5424332367794345e-42,5.2754662889107636e-51,3.7340822425937328e-40,0.88168480800000004,0.0,0.0094599999997394216,0.10884999999999904,1.0477658764986551e-13,8.2026765152175788e-14,1.0499007502158411e-13,9.3736396280056418e-17,7.6224894278390266e-17,3.8124386109259846e-17,2.8660211291465115e-16,2.2897121315281462e-16,8.3590161434812742e-19,7.0460146595318755e-19,6.7808283380656064e-17,3.4734800239416024e-19,4.7605806477350386e-21,9.6853542586079567e-18,7.4026130042759643e-18,8.1391270122358451e-18,6.5968557666816429e-18,3.5156677861573692e-18,7.2811356952340731e-14
1.96607e-10,0.006830102761070397,1.0150351550930698e-16,1.5031727663267241e-20,7.1543427573381408e-19,6.1115766303076108e-20,4.0929643150167791e-23,0.0,0.0,3.2022466073014348e-16,1.0285392832212528e-22,5.280747918112648e-30,3.2801445518619052e-30,3.0423042831824407e-37,3.4006369990693443e-19,8.1014867883120689e-29,1.0954335890558882e-13,7.0033101636950466e-19,8.534616341723546e-28,3.7568146572367709e-29,9.5369906385355108e-16,2.6296190237010491e-32,3.8995330838178109e-30,5.8982304045341077e-26,1.5576548426361128e-21,1.3077462219487722e-33,9.5285809603258388e-17,3.6135383738648936e-32,1.2344524641909252e-13,1.9204229855697238e-29,6.139643888438143e-42,6.513018500563779e-30,3.7416421690327303e-49,7.7604947278899392e-23,2.134414193009013e-21,4.7793958327285741e-20,3.6499273482768294e-19,2.5755258278616626e-21,2.8671262096414462e-16,4.5069065718138237e-28,1.6672189045951751e-30,3.52395666628169e-26,5.7918048381276255e-25,1.0213792868756009e-22,6.1851600096667673e-21,3.4940078353215919e-32,1.6996965198060507e-33,5.6209547692398087e-33,6.4945668423974683e-42,1.4581804708541969e-44,2.7146793288572747e-41,4.7754428014729376e-69,1.2479786793810779e-58,1.1621611208605202e-32,6.3474964924445876e-25,9.3247705477960666e-29,2.379557285212481e-29,1.1344547305529656e-37,3.4391351004895478e-26,3.1480815927688113e-32,4.1023423479483302e-45,1.3765475138240265e-21,6.9501834102229774e-21,4.287823772458975e-24,1.1748367480230396e-29,2.2813131747114515e-41,2.9335609919698748e-50,1.3912051316130086e-39,0.88168480800000004,0.0,0.0094599999996091318,0.10884999999999807,1.5697612482949781e-13,1.2282627880071618e-13,1.5742797795119775e-13,1.4016881212406699e-16,1.1390914451298325e-16,5.6979483722874486e-17,6.0725285541326799e-16,4.8479714720749908e-16,1.7401201915083938e-18,1.4703514415104206e-18,1.4400336691505412e-16,7.2393385691230227e-19,1.1210336251310534e-20,2.0582601405419708e-17,1.5723738412975246e-17,1.7290165670287547e-17,1.4018932770753677e-17,7.6662542791121862e-18,1.0915428324909736e-13
