Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639)
5.24287e-10,0.0017724034099480131,2.5019683310539051e-22,5.3262768897316438e-26,2.6155891655623122e-23,3.8822850488018851e-25,8.9877186269822032e-26,0.0,0.0,5.8638658514670152e-19,1.8945559616248029e-25,1.477295561904499e-35,2.007623515271514e-38,3.2864217166377561e-46,1.6808705169074503e-23,1.440707519398851e-34,1.9699545113613117e-18,2.1540388492337912e-23,5.5137626089580016e-37,6.8765878945614706e-38,7.1561660143775664e-21,2.4716201927395474e-32,6.3327624791701342e-39,7.2039042074431236e-32,6.1985507102160517e-27,2.4435771088592531e-42,3.3495697480574582e-20,3.4956357425916215e-38,3.1488872122925145e-18,3.8858500578894249e-37,2.4268432818342086e-54,2.4158893389017281e-38,1.1407532142560562e-61,2.4962632911450592e-26,1.2929785662011385e-27,2.0372340455469019e-24,9.3745932387918847e-24,8.3181175571999544e-27,1.2388281073686404e-19,4.598728930058098e-35,1.6386513660887098e-40,7.4675893210072121e-33,1.5491527738987419e-31,2.5231508232760175e-26,1.0652832635782258e-24,2.4313576045833604e-38,1.5497132736448216e-40,8.192488603346562e-40,2.1333020849994369e-50,1.4117965030213668e-53,8.2314952298906457e-51,5.5665396616288873e-86,2.2170404431076042e-71,3.0680448989545585e-40,1.281268680989244e-30,1.9158336595209986e-33,2.0699935472853883e-35,1.2304908787313251e-43,2.8454537025527641e-32,6.0510113328494643e-37,4.1412563343929959e-53,6.7217815216957864e-25,6.1998156357743153e-26,2.2533629508749864e-29,2.8764190531755693e-35,2.1981476462227561e-50,2.1678995111525923e-56,2.5422130372753296e-46,0.88168480800000004,0.0,0.009459999999999991,0.10885,3.4282949852159626e-18,3.1156228961426371e-18,3.5558009379638862e-18,2.1342014921664736e-19,1.7911554909207207e-19,8.9563755139499471e-20,1.7871564788885505e-19,1.6248806484990619e-19,3.7019383602328805e-20,3.0999419546338399e-20,5.1259285756631303e-20,1.5444895654485932e-20,4.1892922423422977e-23,1.8954294198026477e-22,8.852316716810096e-23,1.5257252275288668e-22,2.7024575499071475e-22,3.912032511336553e-22,1.8943605374717132e-18,1.3524717969975136e-20,7.3687746316783644e-21,1.0011917152749139e-19,1.0652113312365e-21,6.0292060690937456e-24,7.1349792670207945e-22,5.2956377865941072e-23,3.8941382221105015e-22,6.6290413947598977e-23,9.409513064733951e-24
9.999999999999999e-10,0.0017724034099480131,4.9461453302730823e-22,2.0142333601113892e-25,9.5249940520301044e-23,1.492658666803789e-24,6.4740710151286046e-25,0.0,0.0,1.1298946564462326e-18,7.1155900524418587e-25,1.9538451482927941e-34,1.8352885746994097e-37,4.3662724172571291e-45,6.1733287171955015e-23,9.6352400899348623e-34,3.6988468750379762e-18,7.907648281893041e-23,2.5531484196132241e-36,1.8161338437200177e-37,2.5780470607746515e-20,1.7908480005271334e-31,1.4387308060187024e-38,4.6477282637943769e-31,2.2720071231704194e-26,2.9964914652437649e-41,1.2295746468552912e-19,4.7492379154350846e-37,5.7861803532158089e-18,2.5824126775142051e-36,1.7659659329293162e-53,1.753045267073338e-37,1.3647946933898877e-60,1.8112431137598249e-25,2.9110034705679152e-27,7.3385725518971347e-24,3.3883667732040623e-23,2.7684690803302246e-26,4.4623761151740831e-19,3.2935536151740261e-34,1.009120849745689e-39,5.0770119443562769e-32,1.0120004347100251e-30,1.3926378580146718e-25,2.9268049015115642e-24,2.8797298876980939e-37,1.8577912987212711e-39,1.0991374758300356e-38,5.0318088931094427e-49,3.5590701820687879e-52,1.0387779536899143e-49,4.6455967842895099e-84,9.8867449899337088e-70,5.4615502112431391e-39,7.8476523791651185e-30,2.4879903925631076e-32,1.3894942677956979e-34,8.4467651237464289e-43,2.001591631019343e-31,8.0942083819821827e-36,5.5720646329376303e-52,4.7908268972956131e-24,1.1496534754187145e-25,8.1681366611933049e-29,1.6063304375074299e-34,1.7250094208481063e-49,1.1638225670762753e-54,3.5420954244838221e-45,0.88168480800000004,0.0,0.009459999999999984,0.10885,6.2403938532110001e-18,5.6714751485682205e-18,6.6902147438800203e-18,3.5576648006441401e-19,2.9859047677135404e-19,1.4931209361141243e-19,6.3808528617689213e-19,5.8015064566157244e-19,1.2189404399819181e-19,1.0215178336817654e-19,1.8866733129498029e-19,5.08269562416862e-20,1.7903514365419277e-22,6.7602090280234108e-22,3.1544511346749904e-22,5.4457613695693843e-22,9.8989469807923428e-22,1.3752679399453243e-21,3.4336833560962175e-18,2.4622850252013176e-20,2.331665787385801e-20,3.5616695772167815e-19,6.6920137181716107e-21,5.0728153738083278e-23,2.5481016060242318e-21,3.6736228047965025e-22,1.266671830303524e-21,2.5688300480950661e-22,7.1659600640084034e-23
1.0485750000000002e-09,0.0017724034099480131,5.1957199640061782e-22,2.1655199456693618e-25,1.0230512594428936e-22,1.6054319042714202e-24,7.0433641736702205e-25,0.0,0.0,1.1853922034196702e-18,7.648709246076341e-25,2.1382674047507258e-34,2.0021898603287557e-37,4.7785543796581954e-45,6.6320531100100638e-23,1.0471982873112513e-33,3.8753838764770675e-18,8.4951486827469703e-23,2.757549145701642e-36,1.9313623023933522e-37,2.7682196218824841e-20,1.9484735994478559e-31,1.5209756787881871e-38,5.0487482815911544e-31,2.4407081801798543e-26,3.2775115280083582e-41,1.3209239549881507e-19,5.1984881590118252e-37,6.0554740540824026e-18,2.8064241700612984e-36,1.9215080432995022e-53,1.9073799003172747e-37,1.4925055053566941e-60,1.9706996249633173e-25,3.0762198084220769e-27,7.8798916202134604e-24,3.6386286524273683e-23,2.9662209381582483e-26,4.791532233420065e-19,3.5829004294913187e-34,1.0954298139018529e-39,5.5191735839799896e-32,1.099517302058251e-30,1.5090760861669398e-25,3.1168846629698647e-24,3.1489522123574415e-37,2.0316660511637241e-39,1.2030049369870121e-38,5.5238232002755452e-49,3.9080705932002187e-52,1.1364422813256286e-49,5.1142741531153108e-84,1.0873641215039263e-69,5.9879007070556678e-39,8.5181450672751673e-30,2.7224762513006876e-32,1.5102386880706066e-34,9.1836180612352321e-43,2.1769190282454333e-31,8.8589202662600373e-36,6.098741194016754e-52,5.2113816494140096e-24,1.2037382137329722e-25,8.7720935279989516e-29,1.7409815726479948e-34,1.8787046749743762e-49,1.2804467165281257e-54,3.8778198747631669e-45,0.88168480800000004,0.0,0.0094599999999999823,0.10885,6.5275369468680161e-18,5.9324529296285941e-18,7.0102693789696171e-18,3.7030144762033597e-19,3.10790047966636e-19,1.5541298961651045e-19,6.8499146738245424e-19,6.2279812400024902e-19,1.3056058586004774e-19,1.0941714309693278e-19,2.0269805110298501e-19,5.443981439991031e-20,1.9303872017256559e-22,7.2569511172018134e-22,3.3861608744023753e-22,5.8460358115115204e-22,1.0633779693174074e-21,1.4757506727254401e-21,3.5908634329801493e-18,2.5756079269509024e-20,2.494509440699644e-20,3.8231196787356115e-19,7.2665658660956212e-21,5.5292358170211855e-23,2.7354327778086358e-21,3.9946623122192771e-22,1.3562485451359802e-21,2.7634439245524516e-22,7.8015949959889567e-23
2.0971510000000003e-09,0.0017724034099480131,1.0944466774662927e-21,8.8454319888349234e-25,3.9094892854052709e-22,6.7333611440808903e-24,5.4005268733588801e-24,0.0,0.0,2.4166532816573287e-18,3.1110637408772212e-24,2.8798097608722272e-33,1.9989978048779628e-36,6.6686525467949428e-44,2.5819673510118709e-22,7.0360018672745356e-33,7.5033215758418303e-18,3.3049818746484781e-22,1.3729297734119476e-35,4.7019176780307908e-37,1.0386086091934833e-19,1.5144786235876851e-30,3.912812053424375e-38,3.2048715475072895e-30,9.4657402022836133e-26,4.5130371562910846e-40,5.1382879215852457e-19,7.2347651492204382e-36,1.1232555044853379e-17,1.8576772505526532e-35,1.3531906651289343e-52,1.4885023541441078e-36,1.7386102210766524e-59,1.5360304711680445e-24,7.5622085736850066e-27,2.9555477125850055e-23,1.3675201149445795e-22,9.619909589320646e-26,1.7970494382506221e-18,2.7100907682985469e-33,6.4500113853770165e-39,3.7992021359989074e-31,7.0591420026576977e-30,7.7651144672449998e-25,7.7577797296289246e-24,3.9448232390091899e-36,2.2695445266319819e-38,1.6349455554352398e-37,1.2040145653230213e-47,9.552313280569133e-51,1.3819837285268597e-48,4.0057031159106059e-82,4.3055502043210802e-68,1.2501899826812804e-37,4.862839982944248e-29,3.5019342787962111e-31,1.012259928431783e-33,5.3789066171784581e-42,1.6668604024944021e-30,1.1947629766407367e-34,8.3005231527903338e-51,3.9259303311999616e-23,2.2442386924452031e-25,3.3125071517323493e-28,9.384053581794277e-34,1.5276184679522809e-48,7.0184626897609597e-53,5.3412900885480393e-44,0.88168480800000004,0.0,0.0094599999999999632,0.10885,1.1891824113964326e-17,1.0809071527689834e-17,1.3629653397131923e-17,5.8103575571312616e-19,4.874037036418116e-19,2.4374106856814422e-19,2.526926026880591e-18,2.2976092619619683e-18,4.206799526662143e-19,3.5296702206762347e-19,7.9228568782781174e-19,1.7514063417741637e-19,8.2669937647373131e-22,2.6807002949099103e-21,1.2494256558138139e-21,2.162803512786732e-21,4.128070956701594e-21,5.3271784983008239e-21,6.4900586927024829e-18,4.6919521737824929e-20,7.4266895847013393e-20,1.4010351622597919e-18,4.3842226777656861e-20,4.7342609730491784e-22,1.0092571547841299e-20,2.879770201569501e-21,4.2857482071120509e-21,1.1427630531607989e-21,6.4044971976283711e-22
4.194303e-09,0.0017724034099480131,2.2921963052173252e-21,3.5787323666417039e-24,1.4325660558091875e-21,2.8213111046780029e-23,3.981731406847927e-23,0.0,0.0,4.9867205712054132e-18,1.2793716995717746e-23,3.4512369761790861e-32,1.8515795911231672e-35,8.5320361643182076e-43,9.7990731427550542e-22,4.1822553353451694e-32,1.4094872974510154e-17,1.2530095099012677e-21,6.2831088841338617e-35,1.002830513541642e-36,3.6930637346192957e-19,1.1460448941086996e-29,1.1283996724903633e-37,1.7664095210889495e-29,3.5671313720612847e-25,5.9496917446132001e-39,1.9475480081264944e-18,9.0685228260463845e-35,1.9544467481770635e-17,1.0673875018544052e-34,7.8210640080783716e-52,1.1377406683007562e-35,1.7759648600695586e-58,1.168596051100974e-23,1.8651910838040194e-26,1.0498582657024829e-22,4.8652370342609975e-22,2.6992045718053788e-25,6.3824545349769651e-18,1.9414521832065417e-32,3.1940121960620532e-38,2.3277196275490511e-30,3.8722511000020986e-29,3.3824279965497131e-24,1.6157291049356769e-23,4.439924510997786e-35,1.985395821171354e-37,1.9491746380140608e-36,2.0077561289333505e-46,1.9146215854112943e-49,1.3720282077810566e-47,3.2202398310997564e-80,1.2518273709578344e-66,2.8708960859984676e-36,2.1961740043746057e-28,3.8492715158623909e-30,5.9109645718868727e-33,2.5112813464487794e-41,1.2548115012592873e-29,1.4106957716506798e-33,9.9030206464373297e-50,2.8110529469019571e-22,3.9174491317626338e-25,1.1833765736091102e-27,4.4102002681838015e-33,1.1871333051717843e-47,3.4645639256747227e-51,6.3743459462779454e-43,0.88168480800000004,0.0,0.0094599999999999251,0.10884999999999996,2.0081551407283493e-17,1.8260260028222355e-17,2.5803102178553649e-17,8.0189588998615407e-19,6.7107307437848098e-19,3.3555289685638165e-19,8.7287914210821297e-18,7.9382848595786682e-18,1.2017350254824683e-18,1.0096980386413004e-18,3.027287509924941e-18,4.9832986491873794e-19,3.0305304961749767e-21,9.3575082388002769e-21,4.361100424212783e-21,7.5721192275845946e-21,1.5663834683575336e-20,1.8026177220912585e-20,1.082036863001944e-17,7.9186391312175576e-20,1.8338303496033948e-19,4.7886757673171082e-18,2.2092085486902113e-19,3.4827549077872599e-21,3.4859478473150552e-20,1.9379204827269133e-20,1.192422528904696e-20,4.4951574117952501e-21,4.9878441706389768e-21
8.388607e-09,0.0017724034099480131,4.5280186271973141e-21,1.3808245706452554e-23,4.8870028837354602e-21,1.130755702049225e-22,2.7463362510620189e-22,0.0,0.0,1.0420452760351124e-17,5.3260243092474247e-23,3.5242753180762469e-31,1.4613453601078038e-34,9.4875133000496678e-42,3.5515194605312259e-21,2.1060337189300765e-31,2.5068827469371241e-17,4.534525735349443e-21,2.4181677198941529e-34,1.900859369880918e-36,1.2062562875991007e-18,8.2649888484405807e-29,3.3813581120129095e-37,8.185442128331188e-29,1.2766075854184835e-24,7.1341996077116028e-38,7.0442112539767366e-18,9.8634512572280018e-34,3.0692611093701452e-17,5.0190894623944697e-34,3.4588824198034662e-51,8.3874693224126293e-35,1.6035625953951589e-57,8.5108305988043328e-23,4.4841134828525255e-26,3.4189730881981161e-22,1.5874145503779633e-21,6.4147454734472261e-25,2.0778788157576062e-17,1.2736230778672086e-31,1.2912261475174473e-37,1.2323090556320135e-29,1.7430656564877052e-28,1.2460967388069221e-23,2.8144531963024625e-23,4.187948553263275e-34,1.2606868510754612e-36,1.9180705757759104e-35,2.3273875706753065e-45,2.9746300365345417e-48,1.0495823825290851e-46,1.4271349569322586e-78,2.4553437160892879e-65,5.7135806880330331e-35,7.4376390955872764e-28,3.4561366639983254e-29,2.829555480094032e-32,9.5839945401708891e-41,9.0792289921550193e-29,1.3759894149043307e-32,9.7485156142181473e-49,1.8557485436783548e-21,6.170499384047503e-25,3.8701175589565804e-27,1.806996489373282e-32,8.7379646845640677e-47,1.4183514524650397e-49,6.2509279384281266e-42,0.88168480800000004,0.0,0.0094599999999998487,0.10884999999999988,3.022538614039898e-17,2.751629502936661e-17,4.6523713014648176e-17,9.8546278866592267e-19,8.1909622841821705e-19,4.0916511262806446e-19,2.7277490395449854e-17,2.4824073107763555e-17,3.0231497238875185e-18,2.5431835403928196e-18,1.1091312581943788e-17,1.2418686754875068e-18,9.175005442868516e-21,3.0226960263327727e-20,1.4164785796436175e-20,2.4600660404993432e-20,5.7227452440260962e-20,5.6115795689659598e-20,1.6007905669103736e-17,1.1915727805351798e-19,3.6096837436718447e-19,1.4754430681766495e-17,8.8939562308188286e-19,2.1028985573166421e-20,1.0897491025835925e-19,1.1863926025348023e-19,2.9056432625067456e-20,1.5985253894752962e-20,3.4835649023644707e-20
9.999999999999999e-09,0.001772403409948013,5.1648312027109345e-21,2.0376583891846062e-23,6.8123057302816746e-21,1.6954835542413841e-22,5.4986508325438814e-22,0.0,0.0,1.2627340862566179e-17,8.5947264207565627e-23,8.5796649844468207e-31,2.9362968102148007e-34,2.4446727928317672e-41,5.1612958697006009e-21,3.3804257557011187e-31,2.8077302164979214e-17,6.5828587102892892e-21,3.3441074773036262e-34,2.1474464949704774e-36,1.6498177383147957e-18,1.7264137640193218e-28,4.4756027863393458e-37,1.2651719295029739e-28,1.838267779378511e-24,1.9460539541636789e-37,1.0221267967446246e-17,2.5623808363954372e-33,3.2854972048056273e-17,7.6325558813125674e-34,4.9390116727032472e-51,1.7976612630995858e-34,3.7994196635277479e-57,1.7954157208783474e-22,5.6240588385739859e-26,4.6629724503536874e-22,2.167851915149991e-21,7.9603146345989697e-25,2.8331939988628519e-17,2.448671120405521e-31,1.8590654834907851e-37,2.1611013732414718e-29,2.7286572087721887e-28,1.7580519047800834e-23,3.0673767877920008e-23,9.4786678752976834e-34,2.1029609460802884e-36,4.4262406505556721e-35,5.2722353060961237e-45,9.6832610680213765e-48,2.1129376901144359e-46,9.8537945360401027e-78,8.2985289366111732e-65,2.2918255444576151e-34,9.9924803891361298e-28,7.8826552747806738e-29,4.3327355253070756e-32,1.3626122946019925e-40,1.9106443628594957e-28,3.1586591660471699e-32,2.2498805498644601e-48,3.6053204490730642e-21,6.6126518764480635e-25,5.2857422215500377e-27,2.7015264574989223e-32,1.8500843287008814e-46,1.0074244804598114e-48,1.4374139748099079e-41,0.88168480800000004,0.0,0.009459999999999821,0.10884999999999984,3.1999767991825464e-17,2.915394109604934e-17,5.2422829036395051e-17,1.017957083975768e-18,8.434722081817075e-19,4.2093350890687915e-19,3.6452723005955727e-17,3.3199091169682897e-17,3.7618006757770453e-18,3.1654714346886155e-18,1.6230898466860807e-17,1.5344852969210517e-18,1.1977782915150345e-20,4.168330194437543e-20,1.97003145325496e-20,3.4076452615205339e-20,8.4041660705733299e-20,7.6032348263990605e-20,1.6880290889854329e-17,1.2628881142946021e-19,4.0231535008017768e-19,1.9608354891924984e-17,1.2648723635991795e-18,3.7230367034746708e-20,1.4586756916577337e-19,2.2016817168536962e-19,3.5696546991318916e-20,2.2553897001445071e-20,6.8417362896041754e-20
1.6777215e-08,0.001772403409948013,7.8431447729942546e-21,4.8001775310154164e-23,1.4909766331857902e-20,4.0706223756179758e-22,1.7074366791554272e-21,0.0,0.0,2.1909095933894786e-17,2.2342270924581168e-22,2.9841680320104659e-30,9.1396643884138553e-34,8.7362362889446034e-41,1.1931711793605474e-20,8.7402782730480843e-31,4.0730379244372551e-17,1.5197760824644368e-20,7.2384354364122074e-34,3.1845454292241808e-36,3.5153535307702516e-18,5.5112859943627532e-28,9.0777894785461802e-37,3.1436038581700946e-28,4.2005046088849142e-24,7.1302800179046095e-37,2.3583369214240969e-17,9.190889746950637e-33,4.1949454334666598e-17,1.8624302659589518e-33,1.1164156112756795e-50,5.8306740581210365e-34,1.3034780286295889e-56,5.7671007630157937e-22,1.0418453976182142e-25,9.8949991112558821e-22,4.6090619831430026e-21,1.4460686984792277e-24,6.0099071834606648e-17,7.3907015373251047e-31,4.2472906187300173e-37,6.0674266624710959e-29,6.8738693649722541e-28,3.9112387624621047e-23,4.1311257044726445e-23,3.1730435352307632e-33,5.6454069110175496e-36,1.4975130867497498e-34,1.7657709392932802e-44,3.7898497733476746e-47,6.5852095324874997e-46,4.529473520006398e-77,3.2873863770695277e-64,9.5277872142777986e-34,2.0737660948601574e-27,2.6499757574947882e-28,1.0654827249745824e-31,3.0626552551985826e-40,6.1279016950125082e-28,1.0656231873320648e-31,7.6124119657936197e-48,1.0963689860395829e-20,8.4722618560026835e-25,1.1239592522313621e-26,6.4637507677265467e-32,5.9561669111415198e-46,4.6479299477466046e-48,4.8538836333400865e-41,0.88168480800000004,0.0,0.0094599999999996978,0.10884999999999966,3.9462483356243278e-17,3.604157154238564e-17,7.7233398270171883e-17,1.1546219606311297e-18,9.45992981011691e-19,4.7042916377613053e-19,7.5042020636272885e-17,6.8422837353581406e-17,6.8684272472651862e-18,5.7826969355688403e-18,3.7847027215743273e-17,2.7651756102268334e-18,2.3765736274020913e-20,8.9866514038459139e-20,4.2981704226633543e-20,7.392984722715372e-20,1.9681716269058944e-19,1.5979761152071627e-19,2.0549378569799105e-17,1.5628269558337954e-19,5.7621293062492006e-19,4.0023044521301128e-17,2.844056707818705e-18,1.0537032138613335e-19,3.0103113344662294e-19,6.471796217102074e-19,6.3623615487132775e-20,5.0180370861217613e-20,2.0965571690509949e-19
3.3554431e-08,0.001772403409948013,1.1362743306580675e-20,1.4375101264830031e-22,3.887106863472805e-20,1.2588876554061622e-21,9.1783231591128687e-21,0.0,0.0,4.5855122392114148e-17,9.3571317980072137e-22,2.0868609112157174e-29,4.3061701191269044e-33,6.4942931363754508e-40,3.6007847631385474e-20,2.9742259306534179e-30,5.8168330245728973e-17,4.5654760816857022e-20,1.585303996433258e-33,4.6137500329230193e-36,9.0650410241286288e-18,3.3078209832883606e-27,1.9308439061492839e-36,1.0051985835891193e-27,1.2358602902652686e-23,5.4667391036006354e-36,7.0687154331450283e-17,7.517922725619521e-32,4.9588746248773851e-17,5.5158698261744927e-33,2.5668417732069003e-50,3.7337907897827033e-33,9.6872906763421321e-56,3.5234414237877317e-21,2.3758737502270575e-25,2.5205711316488077e-21,1.1815076782293682e-20,4.1195845106273099e-24,1.5289331322130224e-16,3.7163298551255273e-30,1.165344543459197e-36,3.5188659989039474e-28,3.0225032203258713e-27,1.0734081142288763e-22,5.2879019746681239e-23,1.939214688658714e-32,1.8531367352858734e-35,9.3458221486247403e-34,8.7729560879119484e-44,5.0229951972441178e-46,4.378353540341813e-45,1.0090968441023339e-75,3.0973812897585598e-63,1.2442609428724848e-32,6.5112970819153418e-27,2.1170586481352376e-27,3.1825124098508497e-31,8.488983795353149e-40,3.7357753441932363e-27,6.5845685466382918e-31,4.7512422641872758e-47,5.72965765845009e-20,1.0105657495205499e-24,2.8748147075010159e-26,2.0034691615452061e-31,3.6537181012868985e-45,1.2119932376809419e-46,3.0031657979227559e-40,0.88168480800000004,0.0,0.0094599999999993942,0.10884999999999913,4.5353082282885695e-17,4.1749684671052807e-17,1.1348213690611219e-16,1.4091037361145113e-18,1.1277537011967537e-18,5.5210202232460292e-19,1.8161491806954531e-16,1.6634874189549627e-16,1.465831440163068e-17,1.2346800891424001e-17,1.1625605717326726e-16,5.6741700295498076e-18,5.6723971396875714e-20,2.5324696027574562e-19,1.2683877660996918e-19,2.1219657064626721e-19,6.2183195534205926e-19,4.2609126061852074e-19,2.3430007949658224e-17,1.8300086036312113e-19,8.2145322988400784e-19,9.6123870946097021e-17,7.5389243118686383e-18,4.5543368502095291e-19,7.3927258728560693e-19,3.1315641458312731e-18,1.3025189610135787e-19,1.4319774391095517e-19,1.0852995065570605e-18
6.7108863e-08,0.0017724034099480116,1.3965381557131335e-20,3.684061520299024e-22,8.3230516195324525e-20,3.352759999311023e-21,4.1171564405279461e-20,0.0,0.0,9.5042192975842413e-17,3.8883882342758319e-21,1.2296463025478579e-28,1.5239260803084747e-32,3.9305289436414796e-39,9.6342146479744402e-20,8.4657581313049455e-30,7.1850313694137288e-17,1.2089656316496274e-19,2.5082321397429722e-33,5.7344076542143434e-36,2.113556388618129e-17,1.820639752903567e-26,3.1112064167638834e-36,2.8294778098799479e-27,3.3396037213371606e-23,3.0546184895028174e-35,1.8632380070467625e-16,5.6150135032431695e-31,5.2819748032376855e-17,1.37903333056609e-32,4.0957052293304353e-50,2.1861936508973761e-32,6.5508083914812708e-55,1.9055208210847928e-20,5.5089155529381589e-25,5.7822303679186336e-21,2.7449867612606028e-20,1.58223703547155e-23,3.4980959279485356e-16,1.6199986267254881e-29,2.7984424846846663e-36,2.7182527458119303e-27,1.6889489618387926e-26,2.7298038982045095e-22,6.418775382328924e-23,1.0000895958698998e-31,4.8712986375809626e-35,4.9038598083962929e-33,3.0444949668172325e-43,8.245417626712403e-45,3.6500946668428325e-44,1.585514811479686e-74,2.0033275670554352e-62,1.2451470150779053e-31,2.6375118285315783e-26,1.9868892104672294e-26,8.0134208170941967e-31,2.1735078963045819e-39,2.0187033507624994e-26,3.4120425044340628e-30,2.4931361860276939e-46,2.6922783048502752e-19,1.0966631728095872e-24,6.6400268702409313e-26,5.3696831509318446e-31,1.9821830789400629e-44,2.6247890835043116e-45,1.5571807922566822e-39,0.88168480800000004,0.0,0.0094599999999987888,0.10884999999999796,4.8749558370182262e-17,4.5639968888947187e-17,1.4425765766792132e-16,1.9004168318480674e-18,1.4758681635196627e-18,6.9231546012940822e-19,3.9732373252806455e-16,3.6735766085115596e-16,3.0310220218512872e-17,2.5537592186507428e-17,3.1425855674878128e-16,1.0941066085393115e-17,1.326941097428417e-19,7.1741659413269352e-19,3.8697222019197834e-19,6.1763288672112232e-19,1.7926693214861743e-18,1.1193059791940369e-18,2.5384105891638551e-17,2.0547975100315092e-19,1.2007662217985301e-18,2.1123219332847731e-16,1.783093480377733e-17,1.7436876194116823e-18,1.673116236004538e-18,1.361956221379713e-17,2.5837977094913216e-19,3.9836891764758311e-19,4.9760318099394387e-18
9.999999999999998e-08,0.0017724034099480097,1.4729262225073146e-20,5.9337271218015544e-22,1.1324932780538275e-19,5.6343031639752321e-21,9.561042364414733e-20,0.0,0.0,1.4449467661739851e-16,9.8553735972139173e-21,3.7615315034171171e-28,2.9026809104257358e-32,1.1882642429006832e-38,1.641011620086777e-19,1.4723371910449042e-29,7.5456697561795148e-17,2.0220423158932275e-19,2.7973092277690748e-33,6.0289730535902173e-36,3.3455588872280853e-17,6.0998237232957044e-26,3.557028862558382e-36,5.5799028525688351e-27,6.4988233017527216e-23,7.7512954418588123e-35,3.0960330412126421e-16,2.1991737470430224e-30,5.3326476028008922e-17,2.231981112514422e-32,4.5753638272216823e-50,7.0046342069123671e-32,2.4279535472809936e-54,5.4819715689111263e-20,9.3971485769130483e-25,9.0419956719827061e-21,4.3662363375800274e-20,4.0804394950532239e-23,5.4504248246640372e-16,3.8533249464960553e-29,4.4706316074236021e-36,1.3262701279245978e-26,6.0062870331269615e-26,4.8076353114126309e-22,7.2987799817446855e-23,2.7712861968740124e-31,8.0104562285731281e-35,1.3820648047178415e-32,5.5850304631820558e-43,7.8984783792522787e-44,1.8534356225053444e-43,1.0029556966447165e-73,5.3895593727649691e-62,5.4407226324834411e-31,6.9878048388764023e-26,1.0375999958570221e-25,1.3128705185622461e-30,3.842993612532696e-39,5.8091448671603316e-26,9.5117046845090502e-30,7.0265723511770134e-46,7.1318460023414886e-19,1.1279007038707162e-24,1.0476172217253869e-25,8.9753592078627943e-31,5.7152542386514281e-44,2.6138413279918805e-44,4.3419942801349487e-39,0.88168480800000004,0.0,0.0094599999999981938,0.10884999999999677,5.0521304194963322e-17,4.807667503937374e-17,1.530590022613945e-16,2.383732007880447e-18,1.8181732094835027e-18,8.0984315970553084e-19,6.0031380369035659e-16,5.6137958978655469e-16,4.5750618093731529e-17,3.8552805800631541e-17,5.2926880329511207e-16,1.5372143307317345e-17,2.2040371472553669e-19,1.4176239180534307e-18,8.2090680021439451e-19,1.2522022123355382e-18,3.3018518926887062e-18,2.0543581819247736e-18,2.6668918297543594e-17,2.2157071553978195e-19,1.5802934278160575e-18,3.2348186815645271e-16,2.8923633096596086e-17,3.7891926841115638e-18,2.6355411733467385e-18,3.3416375636836188e-17,3.8119566641801695e-19,7.6729609653932615e-19,1.2785569465146475e-17
