Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277)
2.62143e-10,0.003509644638575252,3.1817919001266039e-28,2.4461748078706552e-33,1.4308728097193148e-29,3.3942581335860564e-32,8.2928704267878073e-33,0.0,0.0,5.4158125626702299e-23,4.6312075705251549e-31,1.8003069758315754e-45,5.7765153294695363e-49,4.1201670046437352e-58,7.0615703643573611e-30,8.8501184562169575e-44,1.1828880851410471e-23,6.0758029702158978e-30,6.9547318503156567e-47,3.8950171052170346e-48,1.1131978285003193e-26,3.8590289900580432e-52,2.1189240236223978e-48,4.0511460893964132e-41,2.3539256224047791e-34,2.9287665803162038e-54,5.4542380804585689e-26,2.7971335141538595e-48,2.633930999525883e-23,6.4819151629758838e-47,1.181718431954585e-68,9.5129926330789276e-49,2.4106147536032011e-77,1.0545824734686887e-33,2.4837606878258726e-33,6.8544599994041889e-31,7.2481829980405473e-30,5.3128450386382831e-34,3.1511254271636332e-25,1.334841595047044e-44,1.27100277551399e-51,3.9564325170168923e-42,2.9359932541243769e-40,5.5930972974981169e-33,3.0675507615566263e-30,2.8451573989513578e-48,6.2159575647086545e-51,3.9967670684031017e-50,2.2456613607462739e-63,3.4241895172971572e-68,2.4377204677872635e-64,4.4479865238552027e-109,3.3873754228675505e-89,9.3834545044532999e-53,1.8832567612084088e-39,1.3065469709133816e-42,1.9960771581311133e-44,5.0848228635170179e-54,8.9731024052233212e-41,1.9766315503764603e-46,1.4859290159137366e-65,5.9596046207605367e-32,7.6539544827381024e-32,3.6697532155734595e-36,6.8461078020380459e-44,8.8364907325231779e-63,2.135173361043552e-70,1.66409863673782e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4967805170732041e-23,2.6301677908956755e-23,2.5224792413626369e-23,2.252828008537441e-23,1.9285792265146934e-23,9.6414565240729514e-24,3.4949228707438163e-25,3.6347381036831263e-25,8.9490126975148872e-25,7.662071436236612e-25,9.2678599554481589e-26,3.8364407668762674e-25,8.624570775118985e-28,1.0297377443309685e-28,2.985177441683279e-29,8.2035030152033098e-29,1.9488774979098952e-28,9.9130031246584324e-28,1.1716967950480835e-23,6.3700393768872326e-25,4.1555580412108833e-27,1.6211369934241492e-25,1.3883391090029491e-28,2.9417658085406648e-29,8.8124528237913807e-27,3.1700967628808136e-29,7.7673491654044692e-28,2.0308187878267843e-28
5.24287e-10,0.003509644638575252,6.3317916706063369e-28,9.729653505950221e-33,5.6962713535161661e-29,1.3518919254996016e-31,6.6081149436470229e-32,0.0,0.0,1.0833873714763989e-22,1.852814974422757e-30,2.8061235098828483e-44,4.6272768943052211e-48,4.9394868826749024e-57,2.8140644147345868e-29,6.923173353862147e-43,2.3549594356202548e-23,2.4207976237215767e-29,2.7669549304771749e-46,1.3655231939333218e-47,4.4065570609813375e-26,6.2235916057562133e-51,5.6363869669388867e-48,3.1495058391325338e-40,9.3780600839403371e-34,3.631388817942038e-53,2.1731446462867272e-25,4.4088900673605169e-47,5.203997905109721e-23,5.0364389460421498e-46,8.7091498322037016e-68,7.5798871166278724e-48,3.6063472776736293e-76,8.4057999524076676e-33,5.1891090885714127e-33,2.7132852468511468e-30,2.8837964782740044e-29,2.0931895320500311e-33,1.2473482181098895e-24,1.0582246503410327e-43,9.6495173600897384e-51,3.1659785336334647e-41,2.3052799226507777e-39,4.3525964631761613e-32,1.1912126308548886e-29,2.7905943009904444e-47,9.5016392549035192e-50,6.2271322489219381e-49,6.8456514585525661e-62,1.0760452646728776e-66,3.829106145009597e-63,4.7580461945770447e-107,2.0429353739250316e-87,2.305365701622631e-51,1.4475946974496256e-38,2.0529260728674828e-41,1.570672671612444e-43,7.1982272101604881e-53,5.4676122317326861e-40,3.1138874453449149e-45,2.3519158032259648e-64,4.7214197790946819e-31,1.5642218022534202e-31,1.454175451235588e-35,3.9847355385510029e-43,6.6519198039110263e-62,1.3459759613908724e-68,3.141356401287568e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.9250973417167501e-23,5.189275301976817e-23,5.0263614044697775e-23,4.3381005005482805e-23,3.713709330934959e-23,1.856315222222784e-23,1.3815241275034571e-24,1.4370421209319485e-24,3.4652363973890995e-24,2.9669178461042042e-24,3.6965046142953131e-25,1.4853002446485083e-24,3.2997022526559033e-27,4.0575604036743761e-28,1.1739010075196439e-28,3.2322545253818092e-28,7.7497263320101334e-28,3.806305225726674e-27,2.3109007598386726e-23,1.2569551225434315e-24,1.5906939448732847e-26,6.4074205995154208e-25,1.0660112777779697e-27,2.2576527128553728e-28,3.4845112690253782e-26,2.4410971122782862e-28,2.9894992667298159e-27,8.0865402352065623e-28
9.999999999999999e-10,0.003509644638575252,1.1962359516021144e-27,3.5821787082766453e-32,2.0927976165698619e-28,4.9898933218469766e-31,4.7999878601568365e-31,0.0,0.0,2.0671869836544959e-22,6.8985944587482486e-30,3.9212989908242564e-43,3.3858323698551871e-47,5.7954278563334336e-56,1.0395696863291488e-28,4.8727412875404194e-42,4.4529244808890607e-23,8.9419304974175489e-29,1.0119802310805108e-45,4.0747416524974315e-47,1.6075372181625713e-25,9.1954714985655553e-50,1.2601706953023853e-47,2.1918512748070946e-39,3.4635264048036971e-33,4.4790675036822303e-52,8.0271417754671227e-25,6.2074127005423687e-46,9.7011414829197387e-23,3.4996349552699435e-45,5.488524513271584e-67,5.5295075297464292e-47,4.6603173570829721e-75,6.1351346226504128e-32,1.0083860520481425e-32,9.8980066721915655e-30,1.0547494666876085e-28,7.566633565390666e-33,4.5502958650731045e-24,7.6424824325179093e-43,6.4290709340714972e-50,2.3239607900484878e-40,1.6338657305077755e-38,3.0333037405563356e-31,4.1897074211719009e-29,2.7364956763679188e-46,1.2704039044820321e-48,8.6392129895333402e-48,1.8138528170675565e-60,3.0201699220581924e-65,5.3879943303381536e-62,4.4903716774054676e-105,1.0579716455809982e-85,5.5834962023249194e-50,9.8547385894702893e-38,2.8943003637430945e-40,1.1091337272983198e-42,8.4458709098634656e-52,3.3246759314420955e-39,4.375939233954347e-44,3.2888408553334453e-63,3.4056125735616969e-30,2.9621751284124388e-31,5.3151550290226073e-35,2.2745855681804618e-42,4.5672236586169124e-61,7.5335815042424218e-67,4.8935553258680089e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.1539780721356754e-23,9.6486323951046835e-23,9.5201538007248903e-23,7.7213704997206412e-23,6.6099782531442384e-23,3.3032125644873284e-23,5.0265666914207373e-24,5.2302880485640455e-24,1.2137973422145047e-23,1.0392536709264676e-23,1.3681273513412285e-24,5.2010928163716911e-24,1.1311225111968967e-26,1.467932117124289e-27,4.2314479714286423e-28,1.1692273859827531e-27,2.8528386734240651e-27,1.3118607737075968e-26,4.2938835806224894e-23,2.3375900583828065e-24,5.4491403828803803e-26,2.3307101875081751e-24,7.2460487978514745e-27,1.5354149686121419e-27,1.2684730555991644e-25,1.6687930990356619e-27,1.0353817637238055e-26,2.9839278146280455e-27
1.0485750000000002e-09,0.003509644638575252,1.2537296154479681e-27,3.848605185689257e-32,2.2483283801293542e-28,5.3613692281761601e-31,5.2226386852727245e-31,0.0,0.0,2.1676426494898871e-22,7.4138184245661107e-30,4.2930490870588217e-43,3.6843102543183594e-47,6.336761287601457e-56,1.1169856485140489e-28,5.2996038989802833e-42,4.6671474516170691e-23,9.6078026290174502e-29,1.0870600715514317e-45,4.3513796393187976e-47,1.7266873558475419e-25,1.0070871018481691e-49,1.3312934979846917e-47,2.3835013896035558e-39,3.7214274254939037e-33,4.8993445043280235e-52,8.6248927525266936e-25,6.7962317751244044e-46,1.0160344299096978e-22,3.8055552596800373e-45,5.9600280940487318e-67,6.0167267703146177e-47,5.0993574584024803e-75,6.6757609898643117e-32,1.058366302914743e-32,1.0631637754873588e-29,1.1330034012051323e-28,8.1255263093760597e-33,4.8875594713887598e-24,8.3148002413001877e-43,6.9870115201935682e-50,2.5289323898355052e-40,1.7771603863930247e-38,3.2985897257567543e-31,4.495883381130216e-29,2.9874242103001666e-46,1.3904225888403443e-48,9.4577768632711753e-48,1.992075033809721e-60,3.3175716413528705e-65,5.8990628558919923e-62,4.94402458008199e-105,1.1639149702877295e-85,6.1300862978915799e-50,1.0713191090358234e-37,3.1688746380846995e-40,1.2063491246096374e-42,9.2347768064298106e-52,3.6083284844607414e-39,4.7909700193723848e-44,3.6006486334131974e-63,3.7051489204427114e-30,3.1049199825958957e-31,5.7093992119459366e-35,2.4661551513027541e-42,4.9656596668189591e-61,8.2890909045239401e-67,5.3611593460120575e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.585788599659836e-23,1.0103976837654473e-22,9.9790144281369931e-23,8.066835812230072e-23,6.9057159414065241e-23,3.4509550865552578e-23,5.3987615705648499e-24,5.6176159562199857e-24,1.3023545607428029e-23,1.1150765801759568e-23,1.4700817123266568e-24,5.5805119707178093e-24,1.2129280794473197e-26,1.5763907947901599e-27,4.5436537420758199e-28,1.255612546609161e-27,3.0650093370465338e-27,1.4069485881017369e-26,4.4963657295643403e-23,2.447933568037573e-24,5.843125907190618e-26,2.5032726396506727e-24,7.8770917219203405e-27,1.6691431493590214e-27,1.3624163894715599e-25,1.8142673567556863e-27,1.110578734344209e-26,3.2060447725481407e-27
2.0971510000000003e-09,0.003509644638575252,2.4577104285448577e-27,1.5059297725228623e-31,8.7433405827532787e-28,2.1081081131577474e-30,4.0702872944895191e-30,0.0,0.0,4.3385496098526798e-22,2.9674581151783132e-29,6.3227839962963718e-42,2.8995406551761675e-46,8.5130494278181332e-55,4.3996663600499372e-28,3.8956082392531865e-41,9.1671406848257789e-23,3.7841016457848508e-28,4.1720267700766518e-45,1.2180923309744604e-46,6.6351198556735676e-25,1.6419930803644927e-48,2.8905544377214107e-47,1.7168626115584369e-38,1.4652449296114627e-32,6.9064042397213214e-51,3.3969674387091411e-24,1.0074353301758069e-44,1.9388641089702437e-22,2.7286538806728404e-44,3.6294238275532965e-66,4.7422295145567175e-46,6.5914081258016828e-74,5.2640203658285985e-31,2.1224595569885443e-32,4.085228585110744e-29,4.359567939830577e-28,3.0649477647745993e-32,1.8780514929364992e-23,6.4208396337553348e-42,4.6573544966335588e-49,2.0039087567988885e-39,1.322056634853785e-37,2.377899404867831e-30,1.6078745181255402e-28,3.4092522809478794e-45,1.8751174774327982e-47,1.3690187608960083e-46,5.3124024122970839e-59,9.8301229887988852e-64,8.7277385785892897e-61,4.6385574560957512e-103,5.9573388984953426e-84,1.6868501741627584e-48,7.389369644556924e-37,4.7255694304031065e-39,8.8777316331852875e-42,1.0175502138900994e-50,2.5411102801736066e-38,7.0722743846497937e-43,5.2328585098639116e-62,2.8550895513300023e-29,5.9736068480921194e-31,2.2018023794130287e-34,1.5760488412143978e-41,3.7413703095575409e-60,4.9004939331069543e-65,8.368224591292952e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.818420422188921e-22,1.9181615293843099e-22,1.9668667475859157e-22,1.4096054088016174e-22,1.2066899456131578e-22,6.0274260688601098e-23,2.0639469365909066e-23,2.1489911314996147e-23,4.6421385582102155e-23,3.9746418475090879e-23,5.8123266210471882e-24,1.9879913773970026e-23,4.1615938643080982e-26,5.9670545415138021e-27,1.7088011928109829e-27,4.7523075235699006e-27,1.2004579781053715e-26,4.8552402572593296e-26,8.5246792954437602e-23,4.6487258547268383e-24,1.9908145955624581e-25,9.5654563777319901e-24,5.4281531858765207e-26,1.1572030865737423e-26,5.2134439279136792e-25,1.2649475067584404e-26,3.8741496939019442e-26,1.2607909544087612e-26
4.194303e-09,0.003509644638575252,4.7230593417655508e-27,5.7717240781101553e-31,3.3092830472777955e-27,8.1499209559490917e-30,3.0928245448474587e-29,0.0,0.0,8.6887240537954063e-22,1.1883692430993477e-28,8.6927977972347803e-41,2.2328993083603314e-45,1.1444611385794099e-53,1.7073635762911615e-27,2.6651141986773057e-40,1.7695650910662917e-22,1.4684012821536385e-27,1.5365605365689988e-44,2.9518533050493439e-46,2.4591676496252635e-24,2.7104509245188253e-47,5.9694831632889585e-47,1.136517865825696e-37,5.6821970407602523e-32,9.718518795167569e-50,1.3181695003607979e-23,1.3930271381187124e-43,3.5461245021660416e-22,1.7825346736983343e-43,1.8846260242755847e-65,3.6899634580528379e-45,7.531415255602844e-73,4.0936381065299048e-30,4.1573600871143086e-32,1.5139760998144103e-28,1.6167788855200194e-27,1.0953400241352949e-31,6.9599903604166405e-23,4.798469758393552e-41,2.7232296516488764e-48,1.5460624142598665e-38,9.1936416983755145e-37,1.567433311402016e-29,5.2193786328145552e-28,3.9000738160094235e-44,2.1888367767011978e-46,1.8183764037382503e-45,1.2129173204206334e-57,2.6867524707212651e-62,1.1892222426567402e-59,3.6391742279579591e-101,2.5183804207970298e-82,4.5502560952052534e-47,4.5061408457714132e-36,6.602439911382944e-38,6.0520480701969738e-41,9.1004020215080159e-50,1.8540383464109754e-37,9.696442577400181e-42,6.9644102594262792e-61,2.127057385404602e-28,1.0970002188677113e-30,8.2089830229602737e-34,9.8281902900081349e-41,2.8288637414598426e-59,2.69377765082735e-63,1.1810730946940724e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.2905560677275903e-22,3.4757309277007839e-22,3.822208298588072e-22,2.2280431092654659e-22,1.9072245185835175e-22,9.5201519254870525e-23,7.5792289339106551e-23,7.9006362361561016e-23,1.5195516848013758e-22,1.3010710581825566e-22,2.271283421123326e-23,6.5010961800592537e-23,1.2854454831860836e-25,2.159201363155113e-26,6.1224613891265493e-27,1.7198079496106774e-26,4.6252658546691072e-26,1.4949177019470068e-25,1.5410159845745273e-22,8.4265877105676871e-24,5.9704142836631425e-25,3.5096936788911615e-23,3.3251833986776944e-25,7.2727681855150697e-26,1.9173991666422717e-24,7.9350582070423937e-26,1.2205596325724632e-25,4.8873540168705828e-26
8.388607e-09,0.003509644638575252,8.7331980892734397e-27,2.1295936044902039e-30,1.1938721989485013e-26,3.0493213536596191e-29,2.2471625996685496e-28,0.0,0.0,1.7414950595796325e-21,4.7625598640664759e-28,-5.5358531991829149e-38,1.6457493617262927e-44,1.4526747412248102e-52,6.4422803517980467e-27,-9.4861610603419375e-38,3.305450913868107e-22,5.5404889989449921e-27,5.2696141674830303e-44,-3.5620640934398546e-38,8.5623530347707226e-24,4.536389199551836e-46,1.1939196429909078e-46,6.6097855871222244e-37,2.1412569313931686e-31,1.2961729935354521e-48,4.9735948311435663e-23,1.7146273373225551e-42,6.0252147822451874e-22,1.0014987804744486e-42,4.2181286757954607e-63,2.8058194990953177e-44,7.4639242289320945e-72,3.1012764020797596e-29,7.7834161346368178e-32,5.2705239629891904e-28,5.6304731418811568e-27,3.5559356292783382e-31,2.4229270238004555e-22,3.3827140478218712e-40,1.3282770189131954e-47,1.1136418646241503e-37,5.6619491982720226e-36,8.9231512367376493e-29,1.4437058014316621e-27,4.1065024158417283e-43,2.0264933997455722e-45,2.0983595800698987e-44,2.1511066784330492e-56,6.3153122367188194e-61,1.3890152980580462e-58,2.218070793458991e-99,7.7905435040834852e-81,1.1284730775960135e-45,2.2582091560385752e-35,8.206106873900372e-37,3.6243157452132673e-40,6.2919246540000828e-49,1.3571130908485824e-36,1.1735998090442929e-40,8.0448146233527685e-60,1.494873182140508e-27,1.8676967474210938e-30,2.8825846390518619e-33,5.5964634879364279e-40,2.1090971987226652e-58,1.3096506888919284e-61,1.4507689829843255e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.4939024798201361e-22,5.8158885234015501e-22,7.2295258391748638e-22,3.0699738709968253e-22,2.6276080952843439e-22,1.3105097812576757e-22,2.5991705139042755e-22,2.7145394937259389e-22,4.4251695714368543e-22,3.788959002392222e-22,8.6749127981462946e-23,1.8902333152341796e-22,3.4795814644474321e-25,7.2758950324378731e-26,2.0377346361120159e-26,5.8000163272321494e-26,1.7360245684940991e-25,3.9026322016332091e-25,2.5686147281094033e-22,1.4102208459431479e-23,1.4760997935690844e-24,1.2020130650283642e-22,1.7073267584457451e-24,4.0357807219804357e-25,6.5896073714719737e-24,4.2737470805646975e-25,3.3305786853136696e-25,1.8517140402784198e-25
9.999999999999999e-09,0.003509644638575252,9.9471421638309064e-27,3.1353886260479063e-30,1.7295212539920308e-26,4.5288780887977907e-29,4.7305883183821865e-28,0.0,0.0,2.0780019291488743e-21,7.5169865586300697e-28,-1.1794407344115355e-37,3.4599353767625555e-44,4.3071224497188749e-52,9.6456154141402846e-27,-1.3021143032688968e-37,3.7886658517925097e-22,8.2955032118206951e-27,7.3331024610743831e-44,-4.0562789416272742e-38,1.2119455837937961e-23,1.8252473613722277e-45,1.4077989454991703e-46,1.1555156178306403e-36,3.2022766352023789e-31,3.9972757900429484e-48,7.4466533150938081e-23,4.8006824298870173e-42,6.622987559678977e-22,1.6834221816198834e-42,-6.3748611553125292e-63,6.2016208249546799e-44,1.8350503189979527e-71,6.8125114275538468e-29,8.8823432770112864e-32,7.4591253872391092e-28,7.9692783414348016e-27,4.7714041104915928e-31,3.4290336225803334e-22,6.9046725666501196e-40,2.0768962152526859e-47,2.2457122090056562e-37,1.0051897500576676e-35,1.512405251308477e-28,1.7749050455637214e-27,1.0350726035392972e-42,4.2490954054867666e-45,5.5019289534756198e-44,6.8480603487580593e-56,2.7517025424922926e-60,3.5573923522071583e-58,2.0772693832743368e-98,3.59305998375539e-80,5.4964373961291716e-45,3.4746757044151499e-35,2.2789004424255675e-36,6.35719091001909e-40,1.1321343695356443e-48,2.9476179852723793e-36,3.2108127521245171e-40,2.1100917136790101e-59,3.0522887411797996e-27,2.0535543577845597e-30,4.0974708201641501e-33,9.7873772300564569e-40,4.607979602800754e-58,1.1228892564818526e-60,3.9899923199752593e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.0000796760116205e-22,6.3568420839533693e-22,8.3406979549020332e-22,3.1827058575067148e-22,2.7239211724154914e-22,1.3583189537878755e-22,3.6453016554807363e-22,3.8114788437084385e-22,5.7522255246784436e-22,4.9252218994901587e-22,1.3109741734952411e-22,2.4547552395144337e-22,4.4052414479458912e-25,1.0141792280756623e-25,2.8272338841997677e-26,8.0925337344592967e-26,2.6032202736099938e-25,4.7653853359078493e-25,2.8036273333603368e-22,1.5412493064316781e-23,1.7386309167139693e-24,1.6845940164531056e-22,2.7229432419594771e-24,7.0627193423152935e-25,9.2522305690007045e-24,7.1454332639775956e-25,4.1610886371611314e-25,2.8026842675398931e-25
1.6777215e-08,0.003509644638575252,1.5052761954441883e-26,7.3655727630189569e-30,3.9823601397119262e-26,1.075161462714036e-28,1.5175408441252194e-27,0.0,0.0,3.4932863470703317e-21,1.9101585666853098e-27,-3.8116705522988136e-37,1.1090059545040558e-43,1.631239107551136e-51,2.311823843939345e-26,-2.7888610402672523e-37,5.8209767315874038e-22,1.9882573311240534e-26,1.6011744986921118e-43,-6.134853369068941e-38,2.7079959249686121e-23,7.5939737386732507e-45,2.307334947671537e-46,3.2354452036692499e-36,7.6647253686593001e-31,1.5357604641559984e-47,1.7847870804126499e-22,1.778004802484386e-41,9.1371071033383664e-22,4.5514633752293041e-42,-5.0926978223111998e-62,2.0483720649537503e-43,6.413740075841574e-71,2.2421265892273756e-28,1.3504223546571472e-31,1.6663970140473077e-27,1.7805851840570622e-26,9.8834352679470938e-31,7.6605281945748647e-22,2.1717365747755305e-39,5.2254473425816184e-47,7.006986534385947e-37,2.8515191981565283e-35,4.1203873601781882e-28,3.1678665920768666e-27,3.6612752727687787e-42,1.3596940190923553e-44,1.98166997207471e-43,2.6602561497038941e-55,1.1668743180300382e-59,1.2677177219731838e-57,9.8809938366624212e-98,1.5428236870091686e-79,2.386727138822653e-44,8.5909045440935905e-35,8.4121920740592732e-36,1.7851148349358547e-39,3.2474131481058617e-48,9.6369815533543989e-36,1.1778946110056108e-39,7.6012421528087147e-59,9.6024848062951958e-27,2.8352364085440195e-30,9.2070529332345971e-33,2.7413569894913528e-39,1.5117807628710082e-57,5.294735282259425e-60,1.4669486700182346e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.128965482693709e-22,8.631990719249171e-22,1.3014078272607227e-21,3.6568353280670433e-22,3.1289958072372699e-22,1.5593953151778396e-22,8.0451319046248755e-22,8.4249988334264391e-22,1.1333572540675288e-21,9.7041293107520899e-22,3.1761795698793945e-22,4.8290279669378544e-22,8.2983927307586619e-25,2.2195215511318365e-25,6.1477187979539191e-26,1.7734429510363102e-25,6.2504818296965769e-25,8.3939622770408334e-25,3.7920460204811739e-22,2.0923302952716279e-23,2.8427872992627102e-24,3.714238468619666e-22,6.9944345952894989e-24,1.9793452206249011e-24,2.0450721485642206e-23,1.9223203663575138e-24,7.6540568350556888e-25,6.8022856613338795e-25
3.3554431e-08,0.003509644638575252,2.3185220254332411e-26,2.3115295822180225e-29,1.1849319416807795e-25,3.4478737470057227e-28,9.2110145181070597e-27,0.0,0.0,7.0090655674901845e-21,7.6642343583208769e-27,-6.2450387972618051e-37,6.3813493456881514e-43,1.5250663077732903e-50,7.645507438741072e-26,-1.0520112821963834e-37,9.3094293446533235e-22,6.57568747273075e-26,3.9993302891455958e-43,-1.0587359569312017e-38,7.5684706558255148e-23,1.214227521007984e-43,4.1760298713602311e-46,1.2977121375210941e-35,2.5223210258982668e-30,1.4933349361164515e-46,5.9025232241732236e-22,1.4989395463589175e-40,1.1983523868425828e-21,1.6159373472119308e-41,5.1923829015965732e-62,1.3979804593192479e-42,4.8020116072269748e-70,1.5020866215670064e-27,2.1183765276392893e-31,4.6549497948639443e-27,4.9747768117830789e-26,2.2198037762001444e-30,2.1398445300492043e-21,1.2274011138701184e-38,1.6533364985561451e-46,3.6066907979665851e-36,1.0742862414758618e-34,1.4856698972265221e-27,5.2680362126737969e-27,2.6301629123595663e-41,6.3041647350532936e-44,1.4764356707411381e-42,2.1250119020242855e-54,1.5802966928873243e-58,8.4053992463015288e-57,3.0803098918100582e-96,1.7894287417042323e-78,4.0086009160782283e-43,2.350860134412283e-34,6.5470750659716529e-35,6.8685557007594672e-39,1.2415380131796201e-47,6.3982944934292871e-35,9.3385515092638719e-39,5.6646773619277123e-58,5.4897045840444261e-26,3.7205802924280172e-30,2.5959225001078745e-32,1.1114520209901745e-38,1.0084940640463279e-56,1.6961505443198672e-58,1.1673414824569801e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0378095949468966e-21,1.1057938428737582e-21,2.1544960764252154e-21,3.9157829440737524e-22,3.3484473688983567e-22,1.6679865388468851e-22,2.1934620024303553e-21,2.3043875912533772e-21,2.6065731708745063e-21,2.2317948967986536e-21,1.0827189805137159e-21,1.105867733121961e-21,1.8108109512246714e-24,6.026713901817957e-25,1.6624988918964594e-25,4.8378370172052131e-25,2.1052093541940026e-24,1.5335305345695053e-24,4.8300216831681117e-22,2.6783566442585777e-23,4.2049758570944402e-24,1.0110862984186983e-21,2.2580624603876794e-23,8.8358454218605148e-24,5.5920194426493667e-23,7.3681778180011836e-24,1.4723596518695871e-24,2.413105604583654e-24
6.7108863e-08,0.003509644638575252,3.0870000288928168e-26,6.4179478526030863e-29,3.0384464180324423e-25,9.7661772270698665e-28,4.8666795403073765e-26,0.0,0.0,1.4055805278669626e-20,3.0742394518009382e-26,-5.6654755824416709e-38,4.5205328751460774e-37,1.1453166687417402e-49,2.2556579109299152e-25,-1.4046146605287779e-38,1.3012434749167872e-21,1.9400025716042531e-25,4.5355088248881942e-37,-1.8069668315546265e-38,1.8669686931330151e-22,1.7110062711977573e-42,-8.2277466269276607e-42,4.237418613221259e-35,7.370506788864872e-30,1.0995963318410671e-45,1.741258865171611e-21,1.0446120404845489e-39,1.3671596874292263e-21,4.5658853325788079e-41,-5.3734215633473259e-59,-1.6904404663859412e-38,-6.0623887820116832e-66,9.0416004511352978e-27,2.9782494785051628e-31,1.1474027272487182e-26,1.2265057475009393e-25,4.0440276608356482e-30,5.274195188901647e-21,6.011919928805155e-38,-3.7154869077794952e-38,1.5040421610880894e-35,2.9135134871044066e-34,4.2513338327580032e-27,6.7852062658417586e-27,1.5305851415255662e-40,2.0838699152187897e-43,8.7831275877620992e-42,1.0881518591650767e-53,1.5772575935895216e-57,4.0752602825698972e-56,-1.9993529333611929e-91,1.2275051074379034e-77,5.1647708055769063e-42,4.7548603835361957e-34,3.7330712179693035e-34,2.0641577296094416e-38,3.6558062882244346e-47,3.8346530429130531e-34,5.8380950358883165e-38,3.3702508623312751e-57,2.7817674467683353e-25,4.2465296736968669e-30,6.4411019670701058e-32,3.6859964747629686e-38,6.0586950675423703e-56,4.2918678612050065e-57,7.3110499794731291e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1602922017215639e-21,1.2397507193249895e-21,3.1509989736290725e-21,4.0077726975463599e-22,3.4227445107754255e-22,1.7044985785681423e-22,5.2913143257622944e-21,5.5769273431898703e-21,5.5957208172372843e-21,4.7910851575796252e-21,3.3216080838836532e-21,2.3552685205540035e-21,3.7664228456479261e-24,1.4736582988570458e-24,4.1004417730553224e-25,1.1923102647268192e-24,6.4225061813769539e-24,2.6159113527201267e-24,5.3922436679147046e-22,3.0013160571502979e-23,5.0322029958459152e-24,2.4377979670137294e-21,5.9593057656754641e-23,3.7187381818710652e-23,1.3532859052952853e-22,2.5833793063756793e-23,2.3903826874017177e-24,8.2295331590291557e-24
